Physical Time (s),enth_flux_enthalpy_right Monitor (W): right_cv1,enth_flux_enthalpy_right Monitor (W): right_cv2,enth_flux_enthalpy_right Monitor (W): right_cv3,enth_flux_enthalpy_right Monitor (W): right_cv4,enth_flux_enthalpy_right Monitor (W): right_cv5,enth_flux_enthalpy_right Monitor (W): right_cv6,enth_flux_enthalpy_right Monitor (W): right_cv7
5.99075,-1.393631738222033e-06,-4.0482464343805479e-09,1.9891882674948468e-07,1.9605248975843625e-07,2.1967846145757447e-07,2.5647865175314825e-07,3.9985792388231835e-07
5.991,-1.3961526127946426e-06,-8.8820131229407382e-09,1.9453580817331055e-07,1.941507382393483e-07,2.1786941415037016e-07,2.551433145420456e-07,4.0050145918148964e-07
5.99125,-1.398615691087618e-06,-1.358495347526488e-08,1.9014654728089138e-07,1.9229338606734244e-07,2.1621768016026169e-07,2.5389448390771075e-07,4.012276613510755e-07
5.9915,-1.4010312461393461e-06,-1.8158296167168554e-08,1.8578194253212078e-07,1.9049254470729562e-07,2.1476999699682569e-07,2.5273119055428983e-07,4.0200842237060559e-07
5.99175,-1.403421697431029e-06,-2.2594973836152193e-08,1.8144776267558459e-07,1.8876546418908637e-07,2.1354099185518518e-07,2.5171083412031137e-07,4.0282027949632738e-07
5.992,-1.4057641183146886e-06,-2.6903272455825348e-08,1.7711482753584878e-07,1.8711064385605977e-07,2.1251961919818037e-07,2.5102424310508912e-07,4.0365650121569812e-07
5.99225,-1.4080159966143633e-06,-3.1099288576103628e-08,1.7280996415418837e-07,1.8551838360434466e-07,2.1165841182843444e-07,2.5063503242525258e-07,4.0452877724734579e-07
5.9925,-1.4101823116147472e-06,-3.5207223779289919e-08,1.685219352456511e-07,1.8398143836349052e-07,2.1093314216459244e-07,2.5048915802532923e-07,4.0543900661921899e-07
5.99275,-1.4122478865984998e-06,-3.9220640869105311e-08,1.6423681124058332e-07,1.8249240243790115e-07,2.1032454200650794e-07,2.5059690710170932e-07,4.0639128826903269e-07
5.993,-1.4142007965867612e-06,-4.3131451091659142e-08,1.5996633270427063e-07,1.8105259042065381e-07,2.0986157715166607e-07,2.509773279023869e-07,4.0738349170131427e-07
5.99325,-1.416038077289258e-06,-4.69368230100587e-08,1.5573353294851743e-07,1.796666802024649e-07,2.0946694570332178e-07,2.5159177260695158e-07,4.0841741689194893e-07
5.9935,-1.4177906056594496e-06,-5.0639088526903988e-08,1.5153447625119743e-07,1.7835006553822718e-07,2.0907539407063779e-07,2.5244826144752102e-07,4.0950645899033693e-07
5.99375,-1.4194675091957789e-06,-5.4226246029863832e-08,1.4736122005498869e-07,1.7710878486232609e-07,2.0867097636490314e-07,2.5347945783994948e-07,4.1067211723264661e-07
5.994,-1.4210039790380843e-06,-5.7751805027843158e-08,1.4318616705897511e-07,1.7581805509553021e-07,2.0815013438489109e-07,2.5464888952478293e-07,4.1193067137380221e-07
5.99425,-1.4225953073395888e-06,-6.1084208987286151e-08,1.3906656979321272e-07,1.747268169181485e-07,2.0783987780828322e-07,2.5587829246194301e-07,4.1328052240303659e-07
5.9945,-1.4240934921335044e-06,-6.4299811858847008e-08,1.34962328048489e-07,1.7368644996850642e-07,2.0760037426616839e-07,2.570855515004576e-07,4.1472006775362922e-07
5.99475,-1.4255141170067064e-06,-6.7407945663769312e-08,1.3091954385115757e-07,1.7270661275666407e-07,2.0743214343365259e-07,2.5832075079015989e-07,4.1625446163313566e-07
5.995,-1.4267750225106692e-06,-7.0444963166664934e-08,1.2685427862026466e-07,1.7167067909749535e-07,2.0722692557985888e-07,2.5951973273365877e-07,4.1787533154464678e-07
5.99525,-1.4280393964387511e-06,-7.3279601039852662e-08,1.2283432533062217e-07,1.7083124214535261e-07,2.0725876329273644e-07,2.6078201369528263e-07,4.1959277706536408e-07
5.9955,-1.4292336446489821e-06,-7.5984806974077023e-08,1.1884956944572055e-07,1.7005542801357665e-07,2.0738840429376073e-07,2.621216809880998e-07,4.2142072757994473e-07
5.99575,-1.4303648157428795e-06,-7.8586490541669156e-08,1.1490919737455782e-07,1.6934545624298755e-07,2.0760685065985807e-07,2.6343812868900351e-07,4.2336463686251405e-07
5.996,-1.4313669659799958e-06,-8.1148596701863542e-08,1.1096925599554413e-07,1.6860232595532847e-07,2.0778130379177444e-07,2.6466034106897761e-07,4.2542246411452219e-07
5.99625,-1.4323793869600316e-06,-8.3553512957058661e-08,1.0709074787863945e-07,1.6807435104653025e-07,2.0819197000289779e-07,2.6585367251451528e-07,4.275944941075361e-07
5.9965,-1.4333223494747499e-06,-8.5883690186956586e-08,1.0325347221966214e-07,1.6762043082827616e-07,2.0869085622588111e-07,2.670220179005761e-07,4.2986275674608526e-07
5.99675,-1.4342300437873603e-06,-8.8139394652829792e-08,9.9453061418361901e-08,1.6722929927651559e-07,2.0925805086196024e-07,2.6818067994078852e-07,4.3221366281836308e-07
5.997,-1.4350437170824882e-06,-9.0378011303640881e-08,9.5648948586365316e-08,1.6678328484356108e-07,2.0974251138392179e-07,2.6929307118285771e-07,4.3462168628753008e-07
5.99725,-1.4358513864380267e-06,-9.2459901313871401e-08,9.1905622710518534e-08,1.6652185140329984e-07,2.1040007433500689e-07,2.704036002122777e-07,4.3710215227806915e-07
5.9975,-1.4365563068645619e-06,-9.4460681601155134e-08,8.8180646683758135e-08,1.6632494518950566e-07,2.1109329736433705e-07,2.7153615027410067e-07,4.3965885010611027e-07
5.99775,-1.43720824691069e-06,-9.6376069431512055e-08,8.4483828219550505e-08,1.6621027164919359e-07,2.1183553221984683e-07,2.72716392493058e-07,4.4228220913377618e-07
5.998,-1.4377639637036651e-06,-9.8251720886168373e-08,8.0776613646740951e-08,1.6605811506167208e-07,2.125315623577015e-07,2.7394490440949133e-07,4.4494643085303538e-07
5.99825,-1.4383734337644203e-06,-9.9997392231988148e-08,7.7108576961916399e-08,1.6609453648698676e-07,2.1348323387859081e-07,2.7530942167514811e-07,4.4764545004772361e-07
5.9985,-1.4389270072460255e-06,-1.0167497027393967e-07,7.3455358293841043e-08,1.6617705927292028e-07,2.1454087763397501e-07,2.7679557052684275e-07,4.5037340420810217e-07
5.99875,-1.4393961060209575e-06,-1.0328102955914301e-07,6.9829621982839049e-08,1.6629601369551153e-07,2.1567890172795813e-07,2.7838187393257581e-07,4.5313437842611891e-07
5.999,-1.4398202735151397e-06,-1.0482185571381744e-07,6.6231141028411379e-08,1.6644295260170437e-07,2.1688100845270634e-07,2.8006522159385212e-07,4.5592709210154577e-07
5.99925,-1.4401620346368762e-06,-1.0634490052230903e-07,6.2634033145029872e-08,1.6649291460642798e-07,2.1801644939337086e-07,2.8182555224503529e-07,4.5875794478158172e-07
5.9995,-1.4405162596400135e-06,-1.077570004699873e-07,5.9090358720571785e-08,1.6664270508245647e-07,2.1934196690687473e-07,2.8364314621284651e-07,4.6165456636675717e-07
5.99975,-1.4407438726664162e-06,-1.0910761204105771e-07,5.5576106778620831e-08,1.6676748707624662e-07,2.2074123453755226e-07,2.8547850649190286e-07,4.6460967498364667e-07
6.0,-1.4408636747014112e-06,-1.1041217796326686e-07,5.2078879449733451e-08,1.668632894729541e-07,2.2222333824526035e-07,2.8735591153768586e-07,4.676215624713273e-07
6.00025,-1.4408419073785891e-06,-1.1172299706553544e-07,4.8595811644516948e-08,1.668153652322044e-07,2.2367497428481992e-07,2.8923183843641806e-07,4.7066934217295022e-07
6.0005,-1.4408524712769795e-06,-1.1295708162053176e-07,4.5153782875821174e-08,1.6686016452981224e-07,2.2536800689042396e-07,2.9114310479782799e-07,4.737774713058198e-07
6.00075,-1.4408241174254947e-06,-1.1414793732477458e-07,4.1721957306314997e-08,1.669178241030669e-07,2.2716666674036539e-07,2.9307442806393319e-07,4.7694893220877148e-07
6.001,-1.4407319135787065e-06,-1.152995686463025e-07,3.832624399197932e-08,1.6701734066010877e-07,2.2904175779540156e-07,2.9505925112516149e-07,4.8017768321359345e-07
6.00125,-1.4405972813326089e-06,-1.1640892690945121e-07,3.4980253718778902e-08,1.6716901505711279e-07,2.3098342430565128e-07,2.9715592060016738e-07,4.8345003143271187e-07
6.0015,-1.4404218635701019e-06,-1.1748467627802653e-07,3.166260433989667e-08,1.672790787649704e-07,2.3284563946558037e-07,2.9936361996532766e-07,4.8675259249741207e-07
6.00175,-1.4403076475320609e-06,-1.1843202338648873e-07,2.8416678217717807e-08,1.6752894367122845e-07,2.3487653995751173e-07,3.0178678348272978e-07,4.9009924524264973e-07
6.002,-1.440093915000669e-06,-1.1928586957300567e-07,2.5224546528860198e-08,1.6781535114272611e-07,2.3693661019361494e-07,3.0440804677255415e-07,4.9346177373782059e-07
6.00225,-1.4397800030334666e-06,-1.2005664147650476e-07,2.2079633208204446e-08,1.6811926412377777e-07,2.3901230701649213e-07,3.0716073392888361e-07,4.968188573966747e-07
6.0025,-1.43935845703843e-06,-1.2080991930328875e-07,1.8969476954391537e-08,1.6833712337804296e-07,2.4095743043806406e-07,3.0997130149605068e-07,5.0015031316243864e-07
6.00275,-1.4390106711030496e-06,-1.2147545973621885e-07,1.5931264320839024e-08,1.6865973205292329e-07,2.4305199725222787e-07,3.1285120739032595e-07,5.0347596081000285e-07
6.003,-1.438622480046834e-06,-1.2209091594883383e-07,1.2936857475540168e-08,1.6899429035718784e-07,2.4516551118379317e-07,3.1574130407088174e-07,5.067902153977809e-07
6.00325,-1.4381619559516477e-06,-1.2264950285159173e-07,9.9884678866638154e-09,1.693612764943951e-07,2.4728481523027091e-07,3.1860678750660385e-07,5.1010292049612477e-07
6.0035,-1.4376299880470357e-06,-1.2313806886754269e-07,7.0869982924730207e-09,1.6976522521697689e-07,2.4941549287893239e-07,3.2146955154814752e-07,5.1342891901772587e-07
6.00375,-1.4370192941922833e-06,-1.2356104928759614e-07,4.2260125529811895e-09,1.7012618771709194e-07,2.5147088827945926e-07,3.2443644170659962e-07,5.1678114855310964e-07
6.004,-1.436502827166184e-06,-1.2388128550071217e-07,1.4253076975649871e-09,1.7061501194526951e-07,2.5369729263358183e-07,3.276127989418064e-07,5.2019498905589586e-07
6.00425,-1.4359458286377503e-06,-1.241427184973326e-07,-1.3077353292666336e-09,1.7112209380744232e-07,2.5593804344119987e-07,3.3097798208244061e-07,5.2366788930085599e-07
6.0045,-1.4353135183043599e-06,-1.2435833823658241e-07,-3.9772730640407937e-09,1.7163564522186916e-07,2.5818541063883641e-07,3.3453452902013433e-07,5.2719561430061081e-07
6.00475,-1.4345650035744764e-06,-1.2455255768953577e-07,-6.5815233581055346e-09,1.7205632914500195e-07,2.6031582696718446e-07,3.3817829352414804e-07,5.307670236656404e-07
6.005,-1.4338670456003635e-06,-1.2468177437867583e-07,-9.1172113019741404e-09,1.7256949271876476e-07,2.6258494277557057e-07,3.4192684767696391e-07,5.3440506181074908e-07
6.00525,-1.4331324226926855e-06,-1.2476556614050189e-07,-1.1587850036039554e-08,1.7309460039399836e-07,2.6484613252884136e-07,3.4576338501382293e-07,5.3809956717581566e-07
6.0055,-1.4323589852527057e-06,-1.2481711892469063e-07,-1.3997564675704702e-08,1.7365545416186724e-07,2.6709226099474537e-07,3.4964329005075757e-07,5.4183770151246437e-07
6.00575,-1.4315177624613209e-06,-1.2486536375167979e-07,-1.6364656300162613e-08,1.7417818327470937e-07,2.691933868486143e-07,3.5349509818901655e-07,5.4558926272388762e-07
6.006,-1.4307573757842555e-06,-1.2488074345227344e-07,-1.8707742986717311e-08,1.7484742506591101e-07,2.7138343921083113e-07,3.574069609428076e-07,5.4938327165619374e-07
6.00625,-1.4299911938335249e-06,-1.2488265163768227e-07,-2.1026200295871418e-08,1.7560440142688008e-07,2.7354386432318843e-07,3.6136439468132297e-07,5.5320419537902228e-07
6.0065,-1.4291798426089601e-06,-1.2488259867146037e-07,-2.3301267877303146e-08,1.7643677051750989e-07,2.7568279648400667e-07,3.653567828746186e-07,5.5704389462782602e-07
6.00675,-1.4282133096594131e-06,-1.2489288320812516e-07,-2.5535033157718154e-08,1.7726697142160797e-07,2.7767536812610496e-07,3.6930828711211439e-07,5.6087310654426902e-07
6.007,-1.4272632234161824e-06,-1.2486505041309365e-07,-2.7722921251150504e-08,1.7822265897961173e-07,2.797492181825793e-07,3.733179318774801e-07,5.6469334045183602e-07
6.00725,-1.4262879401102435e-06,-1.2482178483817244e-07,-2.9895642095690943e-08,1.7922113374465254e-07,2.8178157439808989e-07,3.7736454114799327e-07,5.6848675335134096e-07
6.0075,-1.4252760176080179e-06,-1.2477338850315513e-07,-3.2072197274395288e-08,1.8023591478771653e-07,2.8377762733938375e-07,3.8141335245988935e-07,5.7224735177483062e-07
6.00775,-1.4241966447387224e-06,-1.2472534932822418e-07,-3.4276665925465378e-08,1.8117862989969147e-07,2.8562992473921707e-07,3.8536665245405021e-07,5.759522447579641e-07
6.008,-1.4231523064866964e-06,-1.2464589299376745e-07,-3.6514612344004434e-08,1.8218116489223282e-07,2.8760105616371731e-07,3.8932244230879429e-07,5.7963825998015805e-07
6.00825,-1.4220729917619168e-06,-1.2455655094187224e-07,-3.8758046733469669e-08,1.8317241851517965e-07,2.8955415742382722e-07,3.9332395341500255e-07,5.8329967479280989e-07
6.0085,-1.4209722220520109e-06,-1.2444153600214586e-07,-4.0990560104666529e-08,1.8416988090385573e-07,2.9146769023042122e-07,3.973998258480838e-07,5.8695213162402246e-07
6.00875,-1.4198185066708589e-06,-1.2431745674251205e-07,-4.3195107084301379e-08,1.8511388213714511e-07,2.9320911553361772e-07,4.0149641751689123e-07,5.906048661146479e-07
6.009,-1.4187336376220644e-06,-1.2416795541748377e-07,-4.5370975085771647e-08,1.8615686247145927e-07,2.9500229186408899e-07,4.0565661192749285e-07,5.9429054641435791e-07
6.00925,-1.4176360985260753e-06,-1.2400504047649433e-07,-4.7504984743232973e-08,1.8720140908723088e-07,2.9672988527100802e-07,4.0985064229611719e-07,5.9799868588978051e-07
6.0095,-1.4165218016101349e-06,-1.2384502302021607e-07,-4.9590989921314901e-08,1.8826390500688894e-07,2.9840747119520189e-07,4.1407975553610295e-07,6.0172622846271266e-07
6.00975,-1.4153574546648275e-06,-1.2368476155478484e-07,-5.1627710898045345e-08,1.8922892603432636e-07,2.9992970773810812e-07,4.1826388051077985e-07,6.0545714531789945e-07
6.01,-1.4142685308573936e-06,-1.23522281578541e-07,-5.3623570585940394e-08,1.902480022761063e-07,3.0155591743234062e-07,4.2241301172569294e-07,6.0922827628155248e-07
6.01025,-1.4131872034586397e-06,-1.2337337885000614e-07,-5.5558696720435863e-08,1.9123131432314789e-07,3.0319812730742457e-07,4.2645962361062021e-07,6.1303165976648918e-07
6.0105,-1.412080895200504e-06,-1.2324536359322075e-07,-5.7438150493965451e-08,1.9218981906949086e-07,3.0486462203022333e-07,4.3037429319958602e-07,6.1686728899595172e-07
6.01075,-1.4108717281166638e-06,-1.2312763124627938e-07,-5.9241649581910463e-08,1.9307670107859344e-07,3.0645443840472267e-07,4.3417628340560951e-07,6.2072681924294687e-07
6.011,-1.4096915122385151e-06,-1.2301305127760485e-07,-6.0990333946424041e-08,1.9403125642250329e-07,3.0821197821802512e-07,4.3793635275073813e-07,6.2462987793954841e-07
6.01125,-1.4084672070008334e-06,-1.2290756514039914e-07,-6.2674133868164039e-08,1.9499449965592105e-07,3.1002165430261955e-07,4.4156488255447001e-07,6.285682424733776e-07
6.0115,-1.4071547382373073e-06,-1.2280058553623381e-07,-6.429665352640609e-08,1.9598672047843749e-07,3.1186096532985495e-07,4.4501525858233404e-07,6.3253938740417439e-07
6.01175,-1.4057106460293133e-06,-1.2267768370515318e-07,-6.5852115310140736e-08,1.969693609608264e-07,3.1361678446806411e-07,4.482195963511979e-07,6.3651669831741382e-07
6.012,-1.4042911479555273e-06,-1.2253718096260522e-07,-6.7345629317453447e-08,1.9802907953285072e-07,3.1549453959778072e-07,4.5129094672394085e-07,6.4052166313153709e-07
6.01225,-1.4028418271271161e-06,-1.2238234044371128e-07,-6.8737841896449427e-08,1.9907025540331476e-07,3.1737858840677901e-07,4.5420679120681347e-07,6.445284249952524e-07
6.0125,-1.4013817634745734e-06,-1.2221851819762553e-07,-7.0021213388145642e-08,2.0009680916824085e-07,3.1929947052839264e-07,4.5700650313233821e-07,6.4852907829143994e-07
6.01275,-1.3998385439541075e-06,-1.2204299710793407e-07,-7.1195361712435212e-08,2.0103138705124607e-07,3.2115845078291143e-07,4.5966016817646741e-07,6.5251409026851937e-07
6.013,-1.3983229357499178e-06,-1.2186713855883521e-07,-7.2307379067275974e-08,2.0198510081356454e-07,3.2316726154324656e-07,4.6233421115242762e-07,6.5650513720637035e-07
6.01325,-1.3967567777379996e-06,-1.2167632634319364e-07,-7.3354389626582397e-08,2.0288311074086214e-07,3.2519371776703974e-07,4.6510716670262998e-07,6.6048937177702001e-07
6.0135,-1.3951516507948817e-06,-1.2148411582638011e-07,-7.4329202013563825e-08,2.0374383778812368e-07,3.2724463072139893e-07,4.6793814835549697e-07,6.6445846763767092e-07
6.01375,-1.3934995225962143e-06,-1.2128473387322077e-07,-7.5196763205202515e-08,2.0453199131912852e-07,3.2919570295258239e-07,4.7082180409604222e-07,6.6838972427825416e-07
6.014,-1.3919213856892927e-06,-1.2110807599695186e-07,-7.5998251621771418e-08,2.0537410496666235e-07,3.3124064330480083e-07,4.7371037000190327e-07,6.7229458889512723e-07
6.01425,-1.3902755689647216e-06,-1.2094478142774743e-07,-7.6755282869454484e-08,2.0622407822620444e-07,3.3325359343335662e-07,4.7654020143273213e-07,6.7614855561989421e-07
6.0145,-1.3885349120718326e-06,-1.2079431968827166e-07,-7.7484375696764106e-08,2.0707336837353404e-07,3.3525754054394415e-07,4.7937178901668641e-07,6.7993112610158284e-07
6.01475,-1.3867065028968453e-06,-1.2061146832722042e-07,-7.8192386319338634e-08,2.0789165051338963e-07,3.3716936085026147e-07,4.8220993093144924e-07,6.8362069939573943e-07
6.015,-1.3849402565875317e-06,-1.2043458676199109e-07,-7.8909472316023599e-08,2.0876511709752873e-07,3.3919512137593752e-07,4.8510872497650385e-07,6.8723294301074242e-07
6.01525,-1.3830784941647711e-06,-1.2023746963174184e-07,-7.95690459988713e-08,2.0964511578022462e-07,3.412058947867349e-07,4.8799455570170303e-07,6.9074000182652846e-07
6.0155,-1.3812013384596475e-06,-1.2001380893472481e-07,-8.0132060265646921e-08,2.1056068297062314e-07,3.4320894005035011e-07,4.9083794591162072e-07,6.9414565897499398e-07
6.01575,-1.3793378192732852e-06,-1.1976393800207174e-07,-8.0593013208885293e-08,2.1149680434992642e-07,3.4519839552927245e-07,4.933919641733962e-07,6.97455647683186e-07
6.016,-1.3774260972927137e-06,-1.1947337281806114e-07,-8.0967360197901144e-08,2.1242145516243948e-07,3.4704915690040739e-07,4.9563310390913537e-07,7.0065705688072124e-07
6.01625,-1.375612528335397e-06,-1.1919399196357572e-07,-8.1322887636126859e-08,2.1343699321017141e-07,3.4894815451073327e-07,4.9764531162892117e-07,7.037670919346351e-07
6.0165,-1.3738468213654619e-06,-1.1888618945656026e-07,-8.1651672938132555e-08,2.1452159052817411e-07,3.5077455653918398e-07,4.9950239582702587e-07,7.0677946987475264e-07
6.01675,-1.372069340760352e-06,-1.1855748536275834e-07,-8.1970079204272802e-08,2.1568301834331473e-07,3.5252871183998752e-07,5.0122200232561899e-07,7.0968726421729563e-07
6.017,-1.3701954736460572e-06,-1.1817503948208666e-07,-8.2253970222443227e-08,2.1688789714149024e-07,3.5410387781483819e-07,5.028248163789204e-07,7.1247635846616666e-07
6.01725,-1.3683655963016803e-06,-1.1783306338446648e-07,-8.2540006895955471e-08,2.1819831811474813e-07,3.5572221680597758e-07,5.0447569810098066e-07,7.1517649900233763e-07
6.0175,-1.3665312507122813e-06,-1.1750461509923187e-07,-8.2801478000482427e-08,2.1957848273892013e-07,3.5727881813591563e-07,5.0618335962350773e-07,7.1778084585884568e-07
6.01775,-1.3646923301774443e-06,-1.1719806217982029e-07,-8.3012115010801863e-08,2.2102440310664816e-07,3.5878997739929082e-07,5.0791785394774506e-07,7.2031814432079072e-07
6.018,-1.3628198776951958e-06,-1.168674074755169e-07,-8.3142398687390059e-08,2.2247326056473307e-07,3.601777208538616e-07,5.097105329963198e-07,7.2279537235238575e-07
6.01825,-1.3610266703306916e-06,-1.1658574106863346e-07,-8.325695843914158e-08,2.2396362081166385e-07,3.6163775888897799e-07,5.1159399193225972e-07,7.2522781485673185e-07
6.0185,-1.3591804405013535e-06,-1.1630818290936741e-07,-8.3329876389230028e-08,2.2544497793253464e-07,3.630622616116595e-07,5.1350479354026182e-07,7.2759350396867119e-07
6.01875,-1.3572937497611002e-06,-1.1602558288138565e-07,-8.3376715507584882e-08,2.2691523484972285e-07,3.6444312541950631e-07,5.1542207935107262e-07,7.2988925724634226e-07
6.019,-1.3554400495183627e-06,-1.1570966071407686e-07,-8.3367854312646355e-08,2.2834396248045489e-07,3.6568659669812469e-07,5.1730489872554586e-07,7.321139091521052e-07
6.01925,-1.3537514379206028e-06,-1.1544345936836087e-07,-8.334304259517228e-08,2.2978614888232796e-07,3.6696872263884525e-07,5.1919067481451947e-07,7.3428694801680004e-07
6.0195,-1.3520827283716342e-06,-1.1518952891969957e-07,-8.3253920569611353e-08,2.3121705305465205e-07,3.681971412422955e-07,5.2100576093745912e-07,7.3640028702469158e-07
6.01975,-1.3503733136700779e-06,-1.1494249804595032e-07,-8.307634908163438e-08,2.3261971556554468e-07,3.6936425156866873e-07,5.2269777028303897e-07,7.3845147678724974e-07
6.02,-1.3485685183128739e-06,-1.1469345988874206e-07,-8.2761921706687358e-08,2.339571538827431e-07,3.7038318827393351e-07,5.2419322166264708e-07,7.4042822013101728e-07
6.02025,-1.3467976763001838e-06,-1.1453077116525916e-07,-8.2356470340529014e-08,2.3523747893690957e-07,3.7144395454342208e-07,5.255487692179802e-07,7.4233987853171847e-07
6.0205,-1.3450229435562058e-06,-1.1441073649392037e-07,-8.1822690308764571e-08,2.3641542012295224e-07,3.7242811601258315e-07,5.2675804281982607e-07,7.4418751014359063e-07
6.02075,-1.3432332866926196e-06,-1.1432880371804734e-07,-8.121077778429373e-08,2.3749102714674659e-07,3.7333509282295182e-07,5.2786421776263116e-07,7.4597892829633251e-07
6.021,-1.3413648878080751e-06,-1.1424110209217766e-07,-8.0502466272600651e-08,2.384710548204943e-07,3.7408864789108316e-07,5.2882541344024547e-07,7.4770286482258913e-07
6.02125,-1.3395586404135538e-06,-1.1422616126568661e-07,-7.9760119027745625e-08,2.3941963767211028e-07,3.7486849094466625e-07,5.2969860970477199e-07,7.4936420540639226e-07
6.0215,-1.3377871288277077e-06,-1.1422941814463227e-07,-7.8931415936474522e-08,2.403456851743202e-07,3.7560500184127427e-07,5.3048690823917636e-07,7.5095163975968342e-07
6.02175,-1.3360178521700221e-06,-1.142584769674735e-07,-7.7997349164033121e-08,2.4126132536724772e-07,3.7630223263772195e-07,5.3123809714888554e-07,7.5245903912350827e-07
6.022,-1.3341124600100578e-06,-1.1425294025625059e-07,-7.6920913765234903e-08,2.4214852985366304e-07,3.7688404390266123e-07,5.3195684130670331e-07,7.538926191633591e-07
6.02225,-1.3322675384913648e-06,-1.1433271915576121e-07,-7.5778869569636573e-08,2.4301834602832441e-07,3.775475774912233e-07,5.3269138263404045e-07,7.5526169243180707e-07
6.0225,-1.3304973897336038e-06,-1.1443338580045541e-07,-7.4495609914767014e-08,2.4385767235507366e-07,3.7817370738012854e-07,5.3338539575286555e-07,7.5657015192923995e-07
6.02275,-1.328785479578287e-06,-1.1454744705915946e-07,-7.3053720460878174e-08,2.4465780039450886e-07,3.7876064652724736e-07,5.340520965127772e-07,7.5783259418859998e-07
6.023,-1.3270877530928603e-06,-1.1459006482969134e-07,-7.1418749493046922e-08,2.4539057107819502e-07,3.7919637974842423e-07,5.346626822832352e-07,7.5904609041892107e-07
6.02325,-1.3254312846957931e-06,-1.1466540813148278e-07,-6.9676778707956554e-08,2.460731572804435e-07,3.7964819944974021e-07,5.3519528029524075e-07,7.6022906198170188e-07
6.0235,-1.3237475491475944e-06,-1.1473125382739212e-07,-6.7798920832752936e-08,2.4671564834253776e-07,3.8002468691149839e-07,5.3560207964039167e-07,7.6137254835995954e-07
6.02375,-1.3220592990326712e-06,-1.1478202275986312e-07,-6.5798918138540166e-08,2.4734604819164937e-07,3.8031502498008759e-07,5.3585188965544934e-07,7.6247586048745221e-07
6.024,-1.3203974466218399e-06,-1.1477158049139347e-07,-6.3658758267305357e-08,2.479889259985799e-07,3.8043317154721609e-07,5.358935450763991e-07,7.6353567231836209e-07
6.02425,-1.3188394407126013e-06,-1.1483718820059596e-07,-6.1446748714408942e-08,2.4867221420169999e-07,3.8055703903983693e-07,5.3575057318374768e-07,7.6455111823495157e-07
6.0245,-1.3172942781800371e-06,-1.1490109251971781e-07,-5.9096182256636174e-08,2.4942650488271723e-07,3.8063704229559e-07,5.3540629485339115e-07,7.6552778045044322e-07
6.02475,-1.3157238640016e-06,-1.1495257338868039e-07,-5.6608685020130608e-08,2.5023432344016707e-07,3.8069032490445031e-07,5.3490890127517575e-07,7.6646598341396188e-07
6.025,-1.3140863997242726e-06,-1.1492803370246334e-07,-5.397220844988346e-08,2.5108138824033602e-07,3.8067329516496885e-07,5.3428959849340376e-07,7.6735924072193508e-07
6.02525,-1.3124789946069143e-06,-1.1496061013610963e-07,-5.1260273670202043e-08,2.5195868880848188e-07,3.8073070857161031e-07,5.3363122965705982e-07,7.682194350828251e-07
6.0255,-1.3107945884335331e-06,-1.149589891995294e-07,-4.840765913838504e-08,2.5284420673885105e-07,3.8077065616598165e-07,5.3294882583464e-07,7.6905661694127895e-07
6.02575,-1.3090887326029423e-06,-1.1491373609340174e-07,-4.5417171197656118e-08,2.5372988332616553e-07,3.8079534981932267e-07,5.3226564371303314e-07,7.6989166312315665e-07
6.026,-1.3074190306267434e-06,-1.1475778659512735e-07,-4.2252207756197329e-08,2.5463021918066593e-07,3.8072056438636039e-07,5.3158599225177179e-07,7.7072653691856414e-07
6.02625,-1.3058471613267804e-06,-1.146515308662656e-07,-3.8996774292029765e-08,2.5555213714055734e-07,3.8066165080961095e-07,5.3095924441206061e-07,7.7156118674040142e-07
6.0265,-1.3042817532227679e-06,-1.1450949806241515e-07,-3.5600787902935187e-08,2.5650779079421313e-07,3.8051394394662461e-07,5.3041645390716128e-07,7.7238464758799747e-07
6.02675,-1.3027028598629361e-06,-1.1432096384748499e-07,-3.2102575094991304e-08,2.5750054227948856e-07,3.8025911409719196e-07,5.2997748218624673e-07,7.7318640058116325e-07
6.027,-1.3010944640120532e-06,-1.1408652744226711e-07,-2.8508404991567886e-08,2.5852762692281306e-07,3.7991109625240912e-07,5.2959897926224392e-07,7.739787565058208e-07
6.02725,-1.2994327604346508e-06,-1.137304206549862e-07,-2.4764118728812956e-08,2.595923230370828e-07,3.7941357808424832e-07,5.2924452373697879e-07,7.7475640863474026e-07
6.0275,-1.2977582900070117e-06,-1.1341208660381501e-07,-2.0965576110369135e-08,2.6065580532531966e-07,3.7891420203690485e-07,5.2892600308389016e-07,7.7551749118054545e-07
6.02775,-1.2960513499165271e-06,-1.1301823573246509e-07,-1.7057582329708725e-08,2.6173323644286317e-07,3.7834282481672766e-07,5.2861348368575968e-07,7.7625244939250572e-07
6.028,-1.294325158153014e-06,-1.1254862429036308e-07,-1.3031674608640702e-08,2.6283416335670044e-07,3.7771508677589662e-07,5.2832483291478803e-07,7.7696188697146352e-07
6.02825,-1.2925805121452115e-06,-1.1190858396793509e-07,-8.8231057443194385e-09,2.6397449104626392e-07,3.7697659972784035e-07,5.2802163280565568e-07,7.7762254148979236e-07
6.0285,-1.2908663233924775e-06,-1.1128650509567718e-07,-4.5462815202197702e-09,2.6513622268111625e-07,3.7628956762685945e-07,5.2770313216681697e-07,7.7822464694573882e-07
