Physical Time (s),enth_flux_enthalpy_right Monitor (W): right_cv1,enth_flux_enthalpy_right Monitor (W): right_cv2,enth_flux_enthalpy_right Monitor (W): right_cv3,enth_flux_enthalpy_right Monitor (W): right_cv4,enth_flux_enthalpy_right Monitor (W): right_cv5,enth_flux_enthalpy_right Monitor (W): right_cv6,enth_flux_enthalpy_right Monitor (W): right_cv7
1.11,-2.8840091629253871e-06,-1.1912636268545789e-06,2.5188641186039539e-07,1.1268591442582952e-07,2.8211106197575582e-07,-5.3635407579890328e-07,-3.1429762102800365e-07
1.1125,-2.9115184397973355e-06,-1.2603641458953057e-06,9.0429553394434778e-08,-1.1609932901186853e-07,1.62637802804837e-09,-7.9139350900860556e-07,-4.1207224275897968e-07
1.115,-2.9350865755141945e-06,-1.3233968644010055e-06,-6.2724659361461445e-08,-3.3308173444026386e-07,-2.6390168542441359e-07,-1.0314028082972298e-06,-5.0220783451196098e-07
1.1175,-2.9564721573354777e-06,-1.3808609698530102e-06,-2.0571145135541145e-07,-5.3464554324037002e-07,-5.0970570775033537e-07,-1.2513688200893819e-06,-5.833002039688189e-07
1.12,-2.9772506090225511e-06,-1.4333322534995209e-06,-3.3707713667904809e-07,-7.177138036544235e-07,-7.3162000530042581e-07,-1.4468935521844539e-06,-6.5428703537620705e-07
1.1225,-2.9989302187532913e-06,-1.4801454420977054e-06,-4.5443397461065256e-07,-8.7841534566358319e-07,-9.2477535469777365e-07,-1.6130267270021156e-06,-7.1370503312767623e-07
1.125,-3.0220263685574129e-06,-1.5227230343872698e-06,-5.5753768909530834e-07,-1.01505438159943e-06,-1.0870158670404382e-06,-1.7476478389506917e-06,-7.6129069980362278e-07
1.1275,-3.0469956362377423e-06,-1.5597963932252274e-06,-6.4363766676834021e-07,-1.1232583724117386e-06,-1.2135904237283399e-06,-1.8464084733889596e-06,-7.9547695492037466e-07
1.13,-3.0738706351188267e-06,-1.5912070902864612e-06,-7.1162453324253311e-07,-1.2018044515952565e-06,-1.3031515359673713e-06,-1.9084062156642767e-06,-8.1603571405302051e-07
1.1325,-3.1027486052746614e-06,-1.617160786639707e-06,-7.6099052120975916e-07,-1.2505664700302857e-06,-1.3554882968921022e-06,-1.9338902223815652e-06,-8.2296674160543326e-07
1.135,-3.1330992597049073e-06,-1.6358432250030909e-06,-7.9063324001263898e-07,-1.2687155373921478e-06,-1.3699607054541626e-06,-1.9228860977593474e-06,-8.1595951857900208e-07
1.1375,-3.1639269180678672e-06,-1.6458396419334673e-06,-7.9911540598861035e-07,-1.255477039507451e-06,-1.3465096752048119e-06,-1.8759537733920124e-06,-7.9470657627330357e-07
1.14,-3.1935191579834086e-06,-1.6461524579270861e-06,-7.8511104400395993e-07,-1.2102208846083571e-06,-1.2852899648366634e-06,-1.7940237486930452e-06,-7.5892481467364876e-07
1.1425,-3.219788114043778e-06,-1.6349685722571587e-06,-7.4779017912909355e-07,-1.1329669310679945e-06,-1.1871520312322469e-06,-1.678780022005956e-06,-7.0873820133440053e-07
1.145,-3.2405412299051344e-06,-1.6111341569440527e-06,-6.8651732547748811e-07,-1.0235718333201755e-06,-1.0527810212501707e-06,-1.5314323599217349e-06,-6.4397966498170931e-07
1.1475,-3.2536936540550173e-06,-1.5728318974105018e-06,-6.0227787322740191e-07,-8.8511829897121295e-07,-8.8665606945581184e-07,-1.3569181715362134e-06,-5.6660260783749963e-07
1.15,-3.25695133695039e-06,-1.5192134066838854e-06,-4.9590953174680686e-07,-7.2009434858489524e-07,-6.9233204034802095e-07,-1.1589081102525543e-06,-4.7768888497718317e-07
1.1525,-3.2483476988811793e-06,-1.4496230878842726e-06,-3.6871975079510636e-07,-5.3140036935697279e-07,-4.7378717322402018e-07,-9.41227785566155e-07,-3.7824940461396781e-07
1.155,-3.2258591271435081e-06,-1.3640275595001974e-06,-2.2151058587856934e-07,-3.2091008557892931e-07,-2.3404316984293744e-07,-7.0693415860303239e-07,-2.6851373030203601e-07
1.1575,-3.1888640551191782e-06,-1.2618310483352987e-06,-5.6463912682074995e-08,-9.3190995197452021e-08,2.1320982668235142e-08,-4.6147711452123463e-07,-1.5029681427174797e-07
1.16,-3.1366393543765116e-06,-1.143173908185937e-06,1.2425675168012568e-07,1.4740523782754309e-07,2.873919881158957e-07,-2.09469398437205e-07,-2.4911028448132534e-08
1.1625,-3.0685917147956942e-06,-1.0089208521102691e-06,3.1781701671329724e-07,3.9652912733573572e-07,5.590031744227527e-07,4.4386006167014853e-08,1.0619398972008335e-07
1.165,-2.9846935014811423e-06,-8.6048451513229649e-07,5.2087588472121207e-07,6.4978736086098072e-07,8.3084161109529779e-07,2.955814533703599e-07,2.4137454202179131e-07
1.1675,-2.8857087045973543e-06,-7.0041762639032325e-07,7.2959760584189502e-07,9.024681168279026e-07,1.0975220527761073e-06,5.3954936255860965e-07,3.7861051361392904e-07
1.17,-2.7733296861598043e-06,-5.312578472068126e-07,9.4000456330117033e-07,1.1494621749426629e-06,1.3536666799331421e-06,7.7202671222294044e-07,5.1573295044672526e-07
1.1725,-2.6500375672889675e-06,-3.564550075064276e-07,1.1476823191230065e-06,1.3855041195865141e-06,1.593869545427281e-06,9.8862468963341445e-07,6.500545875862524e-07
1.175,-2.5202083622166834e-06,-1.8002326132390759e-07,1.3465669032357494e-06,1.6038317560953545e-06,1.8115464634317162e-06,1.1838269170773584e-06,7.7767645048387625e-07
1.1775,-2.3862300455817407e-06,-6.6253587781441776e-09,1.5329798458432412e-06,1.801128756702445e-06,2.0032973946365495e-06,1.3550696983064696e-06,8.9670415105437311e-07
1.18,-2.2516522911703466e-06,1.5936484429642367e-07,1.7020793391936435e-06,1.9730996544213371e-06,2.1650505339435649e-06,1.4989416853049461e-06,1.0043400267341929e-06
1.1825,-2.1209308315084637e-06,3.1322613557806236e-07,1.8492942084831336e-06,2.1153556948179578e-06,2.293007992147294e-06,1.6121308017233981e-06,1.0975730574031384e-06
1.185,-2.001456322298015e-06,4.4787663715262235e-07,1.967108091915267e-06,2.2208624778154148e-06,2.3812489409079014e-06,1.6894516990223959e-06,1.171292407903443e-06
1.1875,-1.8952676771498412e-06,5.6158961954402352e-07,2.0554260359911251e-06,2.2901998878624403e-06,2.4308393693712347e-06,1.7319224546539825e-06,1.2256343987621702e-06
1.19,-1.8059065375160436e-06,6.5049758586177141e-07,2.1110251291811877e-06,2.3213308725815024e-06,2.4402929929048151e-06,1.7383969208482285e-06,1.2584046575908418e-06
1.1925,-1.7367284183418106e-06,7.1173529359843081e-07,2.1318524401237339e-06,2.3136690891200343e-06,2.4096113998118871e-06,1.7088326108819876e-06,1.2684168884658017e-06
1.195,-1.6903308889416615e-06,7.4318924991278695e-07,2.1168552628899218e-06,2.2669372567232576e-06,2.3392639724935576e-06,1.643641844615898e-06,1.2546667947556471e-06
1.1975,-1.6691548886388817e-06,7.430464966157322e-07,2.0652188518903498e-06,2.1810416093174459e-06,2.2298322310981219e-06,1.5432681251379037e-06,1.216169806412197e-06
1.2,-1.6751726147102209e-06,7.0899575129263236e-07,1.9755478688083362e-06,2.0546927265284178e-06,2.0802633917255363e-06,1.406559895039006e-06,1.1511677822569639e-06
1.2025,-1.709373855417648e-06,6.4213047966893843e-07,1.8508618378356758e-06,1.8928486259105121e-06,1.8962620965964295e-06,1.238762091374585e-06,1.0619142700697015e-06
1.205,-1.7713966694122655e-06,5.4437645217197273e-07,1.6942286959847792e-06,1.6994588678195181e-06,1.6821085549813455e-06,1.043778539160142e-06,9.5037819658914459e-07
1.2075,-1.8595386865641039e-06,4.1815594148993114e-07,1.5094226202328947e-06,1.4788559090377696e-06,1.4423713556418866e-06,8.25725378324137e-07,8.1873342972019699e-07
1.21,-1.9711483828777036e-06,2.6626224332702908e-07,1.3005087866276637e-06,1.2360122141118784e-06,1.1820924049681841e-06,5.8909542693368688e-07,6.696876912415982e-07
1.2125,-2.1030985908345096e-06,9.2329532825332205e-08,1.0721808887350959e-06,9.7622481028503344e-07,9.0669495395260708e-07,3.3891637263372447e-07,5.0641639188269683e-07
1.215,-2.252018678282826e-06,-9.922352853972415e-08,8.2961354640283487e-07,7.0503827385686176e-07,6.2184746401037884e-07,8.0466901806887238e-08,3.3241922707023847e-07
1.2175,-2.4139269876309824e-06,-3.0328997616769598e-07,5.7871713322095083e-07,4.2826504821532037e-07,3.3359093696197491e-07,-1.8065028034857309e-07,1.5158237224421433e-07
1.22,-2.5843352078466512e-06,-5.1431974587099111e-07,3.2561036517393738e-07,1.5186914297435757e-07,4.8073354706932345e-08,-4.3881434508333267e-07,-3.2045931105560676e-08
1.2225,-2.7583438623117314e-06,-7.2656451239786289e-07,7.6445613513620868e-08,-1.1794129685843666e-07,-2.2856127805750693e-07,-6.8840438327482859e-07,-2.1431440810923837e-07
1.225,-2.9309809726861632e-06,-9.3436095111454323e-07,-1.6259428210269009e-07,-3.7502828611601198e-07,-4.9040205363344293e-07,-9.2407279084157514e-07,-3.9112728017284228e-07
1.2275,-3.0973755628304915e-06,-1.1322626126217089e-06,-3.8589532890577317e-07,-6.1363602347759916e-07,-7.3199804632322909e-07,-1.1409225151328109e-06,-5.5865695174226551e-07
1.23,-3.2525306825789245e-06,-1.3149325216898393e-06,-5.8798787843451275e-07,-8.2815566652375411e-07,-9.4803324118005216e-07,-1.334241491306013e-06,-7.1305951144065426e-07
1.2325,-3.391893507964377e-06,-1.4772679245326528e-06,-7.6387240314926526e-07,-1.0136666806311985e-06,-1.1338124792544723e-06,-1.4999351439600294e-06,-8.5087818472707628e-07
1.235,-3.5115503750153657e-06,-1.6152460931457361e-06,-9.095449847281802e-07,-1.1662146835977456e-06,-1.2855519580963305e-06,-1.6348188146986746e-06,-9.69326015705048e-07
1.2375,-3.6054945173086626e-06,-1.7221795150688914e-06,-1.0184034789546345e-06,-1.2792022673062581e-06,-1.3968620954101608e-06,-1.7331897850492462e-06,-1.0631023034902674e-06
1.24,-3.6737280587029958e-06,-1.7980430025451719e-06,-1.0913892950479008e-06,-1.3542360079721528e-06,-1.469363873709352e-06,-1.7967960027205246e-06,-1.1336488526461909e-06
1.2425,-3.714361806953049e-06,-1.8418882483587539e-06,-1.1266116438409609e-06,-1.3896601208756396e-06,-1.5016584249168582e-06,-1.8246098006599196e-06,-1.179606474621728e-06
1.245,-3.7268341622533413e-06,-1.8526368036992196e-06,-1.1240776199926381e-06,-1.3857212233611185e-06,-1.4940942629630421e-06,-1.817127518422322e-06,-1.2010193303919921e-06
1.2475,-3.7113354510961068e-06,-1.8302356700641848e-06,-1.0838618755697675e-06,-1.3429953023560827e-06,-1.4475277516820363e-06,-1.7751647654402826e-06,-1.1982323554073578e-06
1.25,-3.6682718095726584e-06,-1.7747547258819922e-06,-1.0067133032039479e-06,-1.2623670478038597e-06,-1.3631393660645727e-06,-1.6997338240824446e-06,-1.1717540184592107e-06
1.2525,-3.5985960222780004e-06,-1.6871953823756012e-06,-8.9415152862946976e-07,-1.1455326922695241e-06,-1.2428910726176837e-06,-1.5924797801079325e-06,-1.1226257328435015e-06
1.255,-3.5039500301357646e-06,-1.5697138200648862e-06,-7.4871882788581671e-07,-9.9512602287963626e-07,-1.0895460074101768e-06,-1.4557354557817892e-06,-1.0524255193410222e-06
1.2575,-3.3865912112688227e-06,-1.4247283707411219e-06,-5.7316061167628638e-07,-8.140387459893851e-07,-9.0592498643650518e-07,-1.2918846579172425e-06,-9.627941443676636e-07
1.26,-3.2475704058483181e-06,-1.2530627848398753e-06,-3.6766398831718071e-07,-6.0249554817366812e-07,-6.9208729510029143e-07,-1.1009183820212583e-06,-8.5373043710350314e-07
1.2625,-3.0924819875533273e-06,-1.0632564411999471e-06,-1.4230089083079389e-07,-3.7021605936791394e-07,-4.576673939728758e-07,-8.9139203370626111e-07,-7.313945691003608e-07
1.265,-2.9265461918232112e-06,-8.5937519677786307e-07,9.674324400177503e-08,-1.2402848312542301e-07,-2.0916893386757551e-07,-6.689459218424993e-07,-5.9986824729216472e-07
1.2675,-2.7549491283573111e-06,-6.4680639883995918e-07,3.4394849313487183e-07,1.3007363504851654e-07,4.7390854926142096e-08,-4.3884868639478632e-07,-4.6299454388519475e-07
1.27,-2.5823418652638113e-06,-4.3102507279374386e-07,5.9365753653329389e-07,3.8621989639171591e-07,3.0616302435047973e-07,-2.0626639646396022e-07,-3.2451266796853958e-07
1.2725,-2.4129476275763232e-06,-2.1740531882172836e-07,8.4029325249756103e-07,6.3888176824808798e-07,5.6158081186701414e-07,2.3736122702671813e-08,-1.8804346713662743e-07
1.275,-2.2512483041906655e-06,-1.1140412045466947e-08,1.0778548391563602e-06,8.8209430805763063e-07,8.077959019199344e-07,2.4595714408880598e-07,-5.7541626845352374e-08
1.2775,-2.1013079349735393e-06,1.8308839422974409e-07,1.3007138385311491e-06,1.1102156980945199e-06,1.0393606236358004e-06,4.5556687335530738e-07,6.3299294919783334e-08
1.28,-1.9682743111866758e-06,3.5916640751051263e-07,1.5013944929470092e-06,1.3154944752010855e-06,1.2485287463070089e-06,6.4562424581957423e-07,1.6958477853419282e-07
1.2825,-1.855113339521561e-06,5.1390894870620284e-07,1.6763908245632014e-06,1.4939986579621368e-06,1.4313283165293545e-06,8.1270378914277412e-07,2.5881317481971931e-07
1.285,-1.7641355393866638e-06,6.4469588014280968e-07,1.8221329484620429e-06,1.6420621031113272e-06,1.5837924994110363e-06,9.5329252010567924e-07,3.2861260978833284e-07
1.2875,-1.6965214692501536e-06,7.5004826969423709e-07,1.9379274337694858e-06,1.758762908741097e-06,1.7048861957492286e-06,1.0663418696718538e-06,3.7841073464214984e-07
1.29,-1.652929484344316e-06,8.2845036537974195e-07,2.0217120978977704e-06,1.8421033913313608e-06,1.7924256736477518e-06,1.1497013144550347e-06,4.0704319465936148e-07
1.2925,-1.6335522611234358e-06,8.7918961365478971e-07,2.0721406089970678e-06,1.8907004750518671e-06,1.844977471118144e-06,1.2017920410516647e-06,4.1369933021252995e-07
1.295,-1.6380675536844564e-06,9.0262997598555073e-07,2.0885881750621974e-06,1.9039654611662504e-06,1.8617671491646709e-06,1.2217729545927702e-06,3.9811214773790478e-07
1.2975,-1.665726549401755e-06,8.9939438625578128e-07,2.0716015137420844e-06,1.882049988095608e-06,1.8426052413159757e-06,1.2094277431512532e-06,3.6047794153689247e-07
1.3,-1.7150785932623376e-06,8.7061980519959773e-07,2.0223514981205162e-06,1.825926469882196e-06,1.7880578693509298e-06,1.1652141318585079e-06,3.0154342030552156e-07
1.3025,-1.7840563459766463e-06,8.1836027100103852e-07,1.9429358120704502e-06,1.7373536752273145e-06,1.699521363977301e-06,1.090256381287321e-06,2.225804505994231e-07
1.305,-1.8709252875903931e-06,7.4390498285721138e-07,1.8347727995605057e-06,1.6174729226499095e-06,1.5779742273452661e-06,9.852263921160032e-07,1.2421668853093101e-07
1.3075,-1.9729752184886653e-06,6.5011974889867812e-07,1.7005558782970688e-06,1.4690561287660597e-06,1.4260062110108439e-06,8.5230166969344363e-07,8.4102389621482125e-09
1.31,-2.0872188768775003e-06,5.405046860812995e-07,1.5434242854622255e-06,1.2952724902936808e-06,1.2465746018110846e-06,6.9396577396028028e-07,-1.2265521144726824e-07
1.3125,-2.2089803822444314e-06,4.2033806085644493e-07,1.3693860222266669e-06,1.1022948296009301e-06,1.0457302060799435e-06,5.1571786607652339e-07,-2.6453737437443644e-07
1.315,-2.3347970960138572e-06,2.9328065589529322e-07,1.1832202560359171e-06,8.9463124867959691e-07,8.2802534560666753e-07,3.2166791698287099e-07,-4.1418449730137271e-07
1.3175,-2.4615822152387615e-06,1.6269878338281985e-07,9.8889678501223968e-07,6.7667970073393231e-07,5.978802300398674e-07,1.1586638280727858e-07,-5.6875836252201805e-07
1.32,-2.5865432516817518e-06,3.1605345929207589e-08,7.9060468569921209e-07,4.5273523088411459e-07,3.597076769126074e-07,-9.7700282470235223e-08,-7.2561131377047297e-07
1.3225,-2.7071510453372418e-06,-9.6844320132108195e-08,5.9190917201885519e-07,2.2705390149781879e-07,1.1793679641579501e-07,-3.1505969125265146e-07,-8.8214048595096738e-07
1.325,-2.8208352246940487e-06,-2.1966096799037348e-07,3.9686373003550995e-07,3.9955325814028868e-09,-1.2284666705988756e-07,-5.3181863055738703e-07,-1.0356118945954765e-06
1.3275,-2.9252762747195501e-06,-3.3404523916392808e-07,2.0929068106632789e-07,-2.1209614984062991e-07,-3.5803883823232162e-07,-7.4365688181653197e-07,-1.1832700412960582e-06
1.33,-3.0187196600087924e-06,-4.3771076764450964e-07,3.2572711837827096e-08,-4.1721110419490964e-07,-5.8331834849976389e-07,-9.4649701967108064e-07,-1.3227515277446892e-06
1.3325,-3.0996284722476825e-06,-5.2859757864231801e-07,-1.3005907287410688e-07,-6.0749660766175051e-07,-7.9456140049248416e-07,-1.1363692531361788e-06,-1.4518364886966156e-06
1.335,-3.1658790668128295e-06,-6.0374474775128365e-07,-2.7395110895279129e-07,-7.7744317188037139e-07,-9.8562757173892412e-07,-1.3074575029608943e-06,-1.5669059855303885e-06
1.3375,-3.2169489045676053e-06,-6.6256327845853928e-07,-3.9750053282321515e-07,-9.2468574337543133e-07,-1.1536488697322367e-06,-1.457031023662158e-06,-1.6667621672322589e-06
1.34,-3.2531144280986959e-06,-7.0552079158260524e-07,-5.0023809755336992e-07,-1.0486194217596188e-06,-1.2974669678367625e-06,-1.5840291933004899e-06,-1.7513664595276647e-06
1.3425,-3.2740967001959912e-06,-7.3151266814744716e-07,-5.8027460515669895e-07,-1.146475480235815e-06,-1.4137772273453144e-06,-1.6853061513871861e-06,-1.8191570288835831e-06
1.345,-3.2806279532196708e-06,-7.4164216808694528e-07,-6.3768441808046661e-07,-1.2178573705291711e-06,-1.5017905551315962e-06,-1.7599936122371788e-06,-1.8702056358484091e-06
1.3475,-3.2734195794569368e-06,-7.3598975688887947e-07,-6.7209297468048628e-07,-1.2618085456602604e-06,-1.5602347024751285e-06,-1.8068072858468615e-06,-1.9042064259151874e-06
1.35,-3.2535606477736415e-06,-7.1588279921172601e-07,-6.8375871967174476e-07,-1.2784734334668361e-06,-1.5888229403259579e-06,-1.8254035346093132e-06,-1.9214933111834882e-06
1.3525,-3.2222608899129062e-06,-6.817014262028581e-07,-6.7286320230791201e-07,-1.2680149814737997e-06,-1.5874813418390946e-06,-1.8156833351565622e-06,-1.9224601215496184e-06
1.355,-3.1808373498298491e-06,-6.3469851613048612e-07,-6.406204735008491e-07,-1.2310051133049907e-06,-1.5566455547706332e-06,-1.7779966910602407e-06,-1.9077352493226135e-06
1.3575,-3.1307027941412247e-06,-5.7632572232439649e-07,-5.8783180444087988e-07,-1.1684848942126103e-06,-1.4972538619944208e-06,-1.7131883824781882e-06,-1.8781833519909008e-06
1.36,-3.0733127252944991e-06,-5.0828891354146728e-07,-5.1609604327473467e-07,-1.0820023216844865e-06,-1.4107516447430415e-06,-1.6225952391741357e-06,-1.8348711845490818e-06
1.3625,-3.0100620869352456e-06,-4.3220308704873679e-07,-4.2701313590166445e-07,-9.7333280334251106e-07,-1.2987118531678195e-06,-1.5076623401679897e-06,-1.7787838505120449e-06
1.365,-2.9426377523225003e-06,-3.4973230164677496e-07,-3.2304722016034524e-07,-8.4528707419253005e-07,-1.1640973597038472e-06,-1.371078064628204e-06,-1.7116952618473558e-06
1.3675,-2.8726167852321222e-06,-2.6297390591719079e-07,-2.0632865243295242e-07,-7.0083952995455029e-07,-1.0099745942843835e-06,-1.2155893015224227e-06,-1.6352851173632555e-06
1.37,-2.8015482896286995e-06,-1.7399168647214354e-07,-7.9212142962341468e-08,-5.4332055264439828e-07,-8.3983565437837718e-07,-1.0443340117993629e-06,-1.5513942369638205e-06
1.3725,-2.730718627844839e-06,-8.4572242328942124e-08,5.5240354420792492e-08,-3.7617227599721687e-07,-6.5731354962398107e-07,-8.6069810411778594e-07,-1.4619093581491053e-06
1.375,-2.6613241982984069e-06,3.9089867803461105e-09,1.9459808038904872e-07,-2.0273366112582207e-07,-4.6627766076183308e-07,-6.6822665115938346e-07,-1.3687803597500967e-06
1.3775,-2.5944087276258566e-06,8.9680718749205913e-08,3.3592216239119964e-07,-2.6450373231367955e-08,-2.7072189300345199e-07,-4.7057900220035268e-07,-1.2739650707483171e-06
1.38,-2.5307752448056202e-06,1.7151032855333193e-07,4.7706273544283632e-07,1.4904574704141592e-07,-7.4637715076838973e-08,-2.7145007546188259e-07,-1.1793802190853894e-06
1.3825,-2.471032543448513e-06,2.4796650606104518e-07,6.1577971215957824e-07,3.2043981733309867e-07,1.1812347580492094e-07,-7.4478858079330408e-08,-1.0868161934990717e-06
1.385,-2.4156830542524236e-06,3.1838428607077342e-07,7.4987078873112594e-07,4.8461149024486203e-07,3.0383873880057041e-07,1.1674248773989434e-07,-9.979649175286931e-07
1.3875,-2.3650430644562701e-06,3.8187813695858993e-07,8.7752394942948172e-07,6.3862749085815724e-07,4.7901585206896627e-07,2.9885723540485607e-07,-9.1440536889245136e-07
1.39,-2.3192972189977725e-06,4.3808782977293375e-07,9.9698131967629953e-07,7.7968533341943301e-07,6.4043866425280715e-07,4.6864835317046576e-07,-8.3753045550510805e-07
1.3925,-2.2785796960144691e-06,4.8647592646814764e-07,1.1068723336962681e-06,9.0526785186549561e-07,7.8518854449670146e-07,6.2312189093907558e-07,-7.6859382225277366e-07
1.395,-2.2429335733077994e-06,5.2674921672490159e-07,1.205925793642768e-06,1.0133056366102637e-06,9.1070878775786158e-07,7.5970790680750975e-07,-7.0865328154732085e-07
1.3975,-2.2123550073620407e-06,5.5870773417302357e-07,1.2933252344675916e-06,1.1021633865406033e-06,1.0148579111810168e-06,8.7619223596143001e-07,-6.5858617037945387e-07
1.4,-2.1868227940837668e-06,5.8225098799289371e-07,1.3680432605212737e-06,1.170560777635068e-06,1.0958835957932265e-06,9.7078296143842574e-07,-6.1910423873271807e-07
1.4025,-2.1663677726681223e-06,5.9731240641192598e-07,1.4296154098053521e-06,1.2175103039890033e-06,1.1522832342666497e-06,1.04197389776892e-06,-5.9089087981279596e-07
1.405,-2.1509210007252304e-06,6.0425873979941097e-07,1.4781909096243853e-06,1.2425666591370881e-06,1.1836224256791149e-06,1.0892252033326389e-06,-5.7402491443369356e-07
1.4075,-2.1404192219742429e-06,6.02990908784485e-07,1.5128269209679816e-06,1.2455497826643622e-06,1.1895561164072681e-06,1.1121065686998292e-06,-5.6865613191821067e-07
1.41,-2.1349432357679581e-06,5.93768964606337e-07,1.5344554820758384e-06,1.2267192747542287e-06,1.1701925016207337e-06,1.1107013458209847e-06,-5.7475828689659747e-07
1.4125,-2.1345184713078552e-06,5.768579162388283e-07,1.5424795960246893e-06,1.1866282921297332e-06,1.1260817374094628e-06,1.0854931934228247e-06,-5.9213264436507613e-07
1.415,-2.1392087196632249e-06,5.5253920656957982e-07,1.5379268597405048e-06,1.1261054470246763e-06,1.0582763143413968e-06,1.037447106671962e-06,-6.2037387424438225e-07
1.4175,-2.1492961274983789e-06,5.2112805329215997e-07,1.5207108088523569e-06,1.0459325973164538e-06,9.679796120259887e-07,9.6765369529731272e-07,-6.5908951265405484e-07
1.42,-2.1645976086572542e-06,4.8275474766466031e-07,1.4919338510444478e-06,9.4793435849807334e-07,8.572683351363408e-07,8.7811501014126724e-07,-7.0734000770921767e-07
1.4225,-2.1851234188043582e-06,4.3846722493227837e-07,1.4526720881881146e-06,8.3397082838658947e-07,7.2851511217398921e-07,7.7109688883055027e-07,-7.6413999518731492e-07
1.425,-2.2108260202703391e-06,3.8879082539214322e-07,1.403602231646397e-06,7.0602360117166018e-07,5.8431882869131279e-07,6.4913739020155325e-07,-8.2840950432561878e-07
1.4275,-2.2415826882825919e-06,3.3419000518726355e-07,1.3450543659360025e-06,5.6632670235688141e-07,4.275208637740922e-07,5.150838619572609e-07,-8.9893724206407749e-07
1.43,-2.2771638277985409e-06,2.7531664916637111e-07,1.2783787275703153e-06,4.174450628246887e-07,2.6115418247235582e-07,3.720490341799659e-07,-9.7437791618683649e-07
1.4325,-2.3173576272963791e-06,2.1284943214718355e-07,1.2045632516260235e-06,2.6205448177586666e-07,8.8363989554904753e-08,2.2321014272825194e-07,-1.0533043432799487e-06
1.435,-2.3618563814090613e-06,1.4744621674463381e-07,1.1255780723481606e-06,1.0294927773757385e-07,-8.7545556160803156e-08,7.1936169344186353e-08,-1.1341835128907316e-06
1.4375,-2.4102392114983563e-06,8.0411828449363555e-08,1.0426209066188702e-06,-5.7120997600081962e-08,-2.631928971459335e-07,-7.8424441887287447e-08,-1.2154146918067962e-06
1.44,-2.4619333731170298e-06,1.2212182787382878e-08,9.5756294487088115e-07,-2.1526590950118622e-07,-4.3518206918544177e-07,-2.2458067013527721e-07,-1.2953695851525917e-06
1.4425,-2.516260184546146e-06,-5.5720159967987684e-08,8.7274587566342352e-07,-3.685502813811641e-07,-6.0018988039653076e-07,-3.633553227328841e-07,-1.3723710155117315e-06
1.445,-2.5724654981427822e-06,-1.2214496437290074e-07,7.8940705005576057e-07,-5.1414937326991005e-07,-7.5507027821802962e-07,-4.9178334481314605e-07,-1.4448383045370049e-06
1.4475,-2.6296100025090726e-06,-1.8578787831662092e-07,7.1013944151029756e-07,-6.4938978287328872e-07,-8.9689781749886552e-07,-6.0717640041406404e-07,-1.5112466433891156e-06
1.45,-2.686701961490509e-06,-2.452963037060325e-07,6.3642617240344859e-07,-7.7167169212436177e-07,-1.0230645490292138e-06,-7.0711845766083277e-07,-1.5701872184628379e-06
1.4525,-2.7426580503144958e-06,-2.9932727277744164e-07,5.7048555229067342e-07,-8.7882089476192969e-07,-1.1312818548795443e-06,-7.8954746036900675e-07,-1.6204108387945706e-06
1.455,-2.7964142683255314e-06,-3.4660396427095014e-07,5.1381622793343185e-07,-9.6885215403075283e-07,-1.2195711710215996e-06,-8.5276542583971941e-07,-1.6607969103825017e-06
1.4575,-2.8468432662914128e-06,-3.8588292234017375e-07,4.6796163112955173e-07,-1.0401875809902898e-06,-1.2864015195881549e-06,-8.9548010022626777e-07,-1.6904333377497248e-06
1.46,-2.8928751040387655e-06,-4.1604165012053868e-07,4.3472830955376868e-07,-1.0915449086317029e-06,-1.3306104444470655e-06,-9.1679703730091417e-07,-1.7085850260115355e-06
1.4625,-2.9334151936328993e-06,-4.3605850281383224e-07,4.1499380531589911e-07,-1.121981803188973e-06,-1.3514471573084622e-06,-9.1621792680756315e-07,-1.7146741685502967e-06
1.465,-2.9673982629904013e-06,-4.4478323317566353e-07,4.0941735244201202e-07,-1.1307735953125889e-06,-1.3485355285631638e-06,-8.9360019161807598e-07,-1.7082555841888657e-06
1.4675,-2.9938471389588342e-06,-4.4169996569329554e-07,4.1816761350583179e-07,-1.1177317854711721e-06,-1.3219317878671925e-06,-8.4917807345591637e-07,-1.6890624283650444e-06
1.47,-3.0118206526334227e-06,-4.2562760549890042e-07,4.4206096488311235e-07,-1.0828574745182295e-06,-1.272110874061997e-06,-7.8359362678959349e-07,-1.6570216151426286e-06
1.4725,-3.0205645567386374e-06,-3.964550142192601e-07,4.8132527485110013e-07,-1.0266296675054646e-06,-1.1999936184175892e-06,-6.9786304506836785e-07,-1.6122546366721168e-06
1.475,-3.0194284371908594e-06,-3.5383645314446268e-07,5.3491855761163035e-07,-9.4990260660276276e-07,-1.1069105883623719e-06,-5.9339526846656723e-07,-1.5551199262197608e-06
1.4775,-3.0080893743689742e-06,-2.9813988133922556e-07,6.0203454404342872e-07,-8.5386848869772246e-07,-9.9459238179827474e-07,-4.7197661612125475e-07,-1.4862278305687348e-06
1.48,-2.9863943308329429e-06,-2.2994106023762476e-07,6.8131841364481328e-07,-7.4019837613910077e-07,-8.6513371433159296e-07,-3.357174154832308e-07,-1.4064227746834887e-06
