Physical Time (s),phi_vol Monitor (W): cv1,phi_vol Monitor (W): cv2,phi_vol Monitor (W): cv3,phi_vol Monitor (W): cv4,phi_vol Monitor (W): cv5,phi_vol Monitor (W): cv6,phi_vol Monitor (W): cv7
6.7745,7.3733010387718325e-07,1.7663913429032269e-07,1.2108284428380632e-07,8.7138938226977457e-08,6.7476958235332007e-08,9.2359879438815119e-08,7.0423183015068475e-08
6.77475,7.3734562621601588e-07,1.7669955027310264e-07,1.2105238381553585e-07,8.7135142410276665e-08,6.7477799834753553e-08,9.2355286788589567e-08,7.0423334785736086e-08
6.775,7.373607207872167e-07,1.7675965844387259e-07,1.2102243091669459e-07,8.713134558748283e-08,6.7478638533377721e-08,9.2350815573012476e-08,7.0423435591847726e-08
6.77525,7.373753081087111e-07,1.768195112895888e-07,1.2099293924858902e-07,8.7127536989368147e-08,6.7479487761239744e-08,9.2346489364186434e-08,7.042350997823233e-08
6.7755,7.3738932089757449e-07,1.7687914378874961e-07,1.209638715683787e-07,8.7123748377126483e-08,6.7480402277793357e-08,9.2342271578393375e-08,7.0423573973961624e-08
6.77575,7.3740279292582765e-07,1.7693853069057824e-07,1.2093523996854793e-07,8.7120001309423801e-08,6.7481424747767353e-08,9.2338095314567354e-08,7.0423627254657682e-08
6.776,7.3741577647248151e-07,1.7699759584443258e-07,1.2090707174115479e-07,8.7116313469460171e-08,6.7482515862183452e-08,9.2333924770488989e-08,7.0423657214851822e-08
6.77625,7.3742822977706563e-07,1.7705636232871338e-07,1.2087937397653678e-07,8.7112659044934543e-08,6.7483652052052801e-08,9.2329746087404084e-08,7.0423649962118936e-08
6.7765,7.3744010828909863e-07,1.7711481144957569e-07,1.2085214500793439e-07,8.7109019001751167e-08,6.7484849077016676e-08,9.2325535049818848e-08,7.0423612656370666e-08
6.77675,7.3745142899189371e-07,1.7717289845240042e-07,1.208253890827735e-07,8.7105382875445418e-08,6.7486125998685094e-08,9.2321288415052996e-08,7.0423556888628803e-08
6.777,7.3746223101600853e-07,1.7723055441978384e-07,1.2079913709149554e-07,8.7101751677280482e-08,6.7487505654208616e-08,9.2316998528034435e-08,7.0423482325410877e-08
6.77725,7.3747254481542143e-07,1.7728773229593325e-07,1.2077342426729464e-07,8.7098104457305343e-08,6.7488955288452026e-08,9.2312669849993438e-08,7.0423385267040161e-08
6.7775,7.3748233619130495e-07,1.7734447317139153e-07,1.2074824027528167e-07,8.7094439095382067e-08,6.7490421297474764e-08,9.2308333630859973e-08,7.0423265626047878e-08
6.77775,7.3749154386926942e-07,1.7740087955477386e-07,1.2072360786568844e-07,8.7090780832474348e-08,6.7491902345674975e-08,9.2303980650483171e-08,7.0423116951728806e-08
6.778,7.3750016255279116e-07,1.7745695392442565e-07,1.2069948888172388e-07,8.7087163613134156e-08,6.7493411677378061e-08,9.2299610355802278e-08,7.0422930910757227e-08
6.77825,7.3750824894514974e-07,1.7751262403890279e-07,1.206758448508045e-07,8.708360989703432e-08,6.7494955589400986e-08,9.2295246699121393e-08,7.0422705250345018e-08
6.7785,7.3751581291898109e-07,1.7756784324568138e-07,1.2065268881185363e-07,8.7080108163205624e-08,6.7496525896701513e-08,9.2290890651746841e-08,7.0422439158216567e-08
6.77875,7.3752283035659065e-07,1.7762260364948045e-07,1.2063001006385387e-07,8.7076668151047395e-08,6.7498115961678122e-08,9.2286564157542455e-08,7.0422138405036496e-08
6.779,7.3752932540990794e-07,1.7767688174862201e-07,1.2060781382529027e-07,8.7073282601931833e-08,6.7499736225847383e-08,9.2282294738990136e-08,7.0421810598930399e-08
6.77925,7.3753541669927363e-07,1.7773059924276678e-07,1.2058613633294801e-07,8.7069896866990822e-08,6.7501409749848653e-08,9.2278069084547321e-08,7.0421463655677224e-08
6.7795,7.375411313823593e-07,1.7778376620639763e-07,1.2056498748438971e-07,8.7066471219666369e-08,6.7503154745550282e-08,9.2273876474907402e-08,7.0421096821844619e-08
6.77975,7.3754645887361464e-07,1.7783640615604681e-07,1.2054432253629836e-07,8.7063011920799396e-08,6.7504964760400174e-08,9.2269732863538336e-08,7.0420694249986125e-08
6.78,7.3755134944284985e-07,1.7788858791395069e-07,1.2052410313360622e-07,8.705953767252734e-08,6.75068407702866e-08,9.2265651856976854e-08,7.0420247871528823e-08
6.78025,7.3755579516425111e-07,1.77940286033406e-07,1.2050427545087741e-07,8.7056067655055273e-08,6.7508777818106465e-08,9.2261654356838832e-08,7.0419744311725769e-08
6.7805,7.3755984090413276e-07,1.779914113732879e-07,1.2048481406417076e-07,8.7052623445917703e-08,6.751074815325072e-08,9.2257811854123044e-08,7.0419168270735133e-08
6.78075,7.3756351394805468e-07,1.7804194661894195e-07,1.2046574080904905e-07,8.7049189266276399e-08,6.7512700830561267e-08,9.2254185405178498e-08,7.0418505004973322e-08
6.781,7.375668234803279e-07,1.7809196051305891e-07,1.2044709993573443e-07,8.7045742304057129e-08,6.7514628488782764e-08,9.2250777001519705e-08,7.0417737267832229e-08
6.78125,7.3756978104541421e-07,1.7814145124159386e-07,1.20428902260429e-07,8.7042310661552537e-08,6.7516546208858356e-08,9.2247603485130215e-08,7.0416839065093251e-08
6.7815,7.3757240223710515e-07,1.7819038627384917e-07,1.2041114510989506e-07,8.7038911009821794e-08,6.7518440222281672e-08,9.2244680172032968e-08,7.0415799990773828e-08
6.78175,7.3757470172393477e-07,1.7823874534775222e-07,1.2039385655197293e-07,8.7035515417483535e-08,6.7520296900171096e-08,9.2241997604131217e-08,7.0414626188150494e-08
6.782,7.3757670367742574e-07,1.7828644610653079e-07,1.2037709484781647e-07,8.703209126524001e-08,6.7522095110448995e-08,9.2239559146458904e-08,7.0413307942545493e-08
6.78225,7.3757839325717287e-07,1.7833347356927089e-07,1.2036085918102705e-07,8.7028652853566469e-08,6.7523829658293775e-08,9.2237350855885242e-08,7.041182262281811e-08
6.7825,7.3757973780370532e-07,1.7837993359207323e-07,1.2034512106340031e-07,8.7025222955231584e-08,6.752551326820962e-08,9.2235356061410669e-08,7.0410157227599877e-08
6.78275,7.375807839569107e-07,1.7842581524342203e-07,1.2032992406959247e-07,8.7021785503585569e-08,6.7527172865923061e-08,9.2233581930487946e-08,7.0408328967096191e-08
6.783,7.3758155263371589e-07,1.7847101838703219e-07,1.2031529767567781e-07,8.7018319903616917e-08,6.752881482465195e-08,9.2232018122185615e-08,7.0406348339914157e-08
6.78325,7.3758203413502011e-07,1.7851545716645293e-07,1.2030123799695783e-07,8.7014862142871209e-08,6.7530446703962478e-08,9.2230647424138689e-08,7.0404214595744551e-08
6.7835,7.3758220697185508e-07,1.785591273576336e-07,1.2028769229180838e-07,8.7011459650261193e-08,6.7532060428581391e-08,9.2229462185081311e-08,7.0401931828125622e-08
6.78375,7.375820580181991e-07,1.7860212755827445e-07,1.2027456719732948e-07,8.7008136578569571e-08,6.7533646021637232e-08,9.2228460316030492e-08,7.0399501934684272e-08
6.784,7.3758161631956822e-07,1.7864446987745845e-07,1.2026186347800605e-07,8.7004865652460047e-08,6.7535232891460682e-08,9.2227648684990413e-08,7.0396924120099088e-08
6.78425,7.3758091823482036e-07,1.78686154459978e-07,1.202495825097488e-07,8.7001624106236844e-08,6.7536846325633851e-08,9.2227027854921803e-08,7.0394190698917566e-08
6.7845,7.3757993728173586e-07,1.7872722491263348e-07,1.2023771329316023e-07,8.6998407822568085e-08,6.7538489052711078e-08,9.222658825861333e-08,7.0391295159733046e-08
6.78475,7.3757864487055629e-07,1.7876769067370924e-07,1.202262515729825e-07,8.6995222424985113e-08,6.7540161745007018e-08,9.2226313738198338e-08,7.0388236592044641e-08
6.785,7.375770694120257e-07,1.7880746653889413e-07,1.2021520670347982e-07,8.6992080450367869e-08,6.7541865202006171e-08,9.2226211143046731e-08,7.0385019705694033e-08
6.78525,7.3757518304993419e-07,1.7884652873597591e-07,1.2020461607604823e-07,8.6988966337430591e-08,6.7543587143249335e-08,9.2226287863965034e-08,7.0381647555169314e-08
6.7855,7.3757294512219027e-07,1.7888489892716084e-07,1.2019447431350582e-07,8.6985868079240878e-08,6.7545301219043217e-08,9.2226538950332004e-08,7.0378141641185113e-08
6.78575,7.3757035786418354e-07,1.7892261964588627e-07,1.2018475472770929e-07,8.6982821216544163e-08,6.7546996410932358e-08,9.2226963803987256e-08,7.0374517985412589e-08
6.786,7.3756744349314067e-07,1.7895974404032584e-07,1.2017544689850193e-07,8.6979850961046468e-08,6.7548695809161651e-08,9.2227541240625993e-08,7.0370770545486731e-08
6.78625,7.3756420461199454e-07,1.7899624144300339e-07,1.2016647803046651e-07,8.6976961027141347e-08,6.755042220178338e-08,9.2228242111417418e-08,7.0366906195155902e-08
6.7865,7.3756063679645309e-07,1.7903198487622086e-07,1.2015787507111012e-07,8.6974139193774983e-08,6.7552191694562967e-08,9.2229046415329483e-08,7.0362936976713412e-08
6.78675,7.3755670475646438e-07,1.7906696763796212e-07,1.2014973189760299e-07,8.6971374882404698e-08,6.7554010370351108e-08,9.2229930859875883e-08,7.0358880039084697e-08
6.787,7.3755239071219888e-07,1.7910120065092679e-07,1.2014207765566542e-07,8.6968667068277499e-08,6.7555873871824691e-08,9.2230898653491254e-08,7.0354747932946023e-08
6.78725,7.3754769052170858e-07,1.7913473440803939e-07,1.2013486984304677e-07,8.6966019509252065e-08,6.755778736560766e-08,9.2231964712929636e-08,7.0350543745495471e-08
6.7875,7.3754261366696701e-07,1.7916757440512966e-07,1.2012808037943299e-07,8.6963431970874045e-08,6.7559738622509084e-08,9.2233145912157948e-08,7.0346251115426739e-08
6.78775,7.3753718416272384e-07,1.7919972456747631e-07,1.2012167095844125e-07,8.6960896008785598e-08,6.7561712050022663e-08,9.2234468756646479e-08,7.0341858604056712e-08
6.788,7.3753137274732945e-07,1.7923121017827528e-07,1.2011562730198817e-07,8.6958440518564421e-08,6.7563690066246879e-08,9.2235927862941648e-08,7.0337359532490169e-08
6.78825,7.3752518276422045e-07,1.7926201002064533e-07,1.2010993012317245e-07,8.6956083948012521e-08,6.7565664871450429e-08,9.2237501960805127e-08,7.0332754420824172e-08
6.7885,7.3751863234382864e-07,1.7929212354541472e-07,1.2010457990448546e-07,8.6953838212024186e-08,6.7567660444938768e-08,9.2239167678921769e-08,7.0328053921762508e-08
6.78875,7.3751172419802434e-07,1.7932155336196419e-07,1.2009962189478416e-07,8.6951686139277001e-08,6.7569687836742481e-08,9.2240944804551486e-08,7.0323261858026807e-08
6.789,7.375044785525274e-07,1.7935030555967498e-07,1.2009505714421682e-07,8.6949616067230253e-08,6.7571715688768351e-08,9.2242836719670282e-08,7.031839896435598e-08
6.78925,7.3749691297223961e-07,1.7937841607020321e-07,1.2009087395642469e-07,8.694762095381809e-08,6.7573732832408421e-08,9.2244821100929762e-08,7.0313475069558867e-08
6.7895,7.3748903528436597e-07,1.7940592976776532e-07,1.2008707856397015e-07,8.6945723211974486e-08,6.7575727218025736e-08,9.2246887113432633e-08,7.0308494014919614e-08
6.78975,7.3748085595668649e-07,1.7943270061885412e-07,1.2008366842230521e-07,8.6943938973950578e-08,6.7577693214622051e-08,9.2249049747925619e-08,7.0303457337398972e-08
6.79,7.3747239332257328e-07,1.7945863943671842e-07,1.2008066599877303e-07,8.6942304458662931e-08,6.7579618190777036e-08,9.2251323185473379e-08,7.029835945037392e-08
6.79025,7.3746363297574588e-07,1.7948380586404756e-07,1.2007801799225326e-07,8.6940830763991455e-08,6.7581489753835026e-08,9.2253707391088634e-08,7.029321551357457e-08
6.7905,7.3745457909572279e-07,1.7950826614886557e-07,1.2007563128999354e-07,8.6939521181051392e-08,6.7583315879389164e-08,9.2256189127954636e-08,7.0288031574218068e-08
6.79075,7.3744518397497497e-07,1.7953213165824727e-07,1.2007347277115556e-07,8.6938382597254237e-08,6.7585093230976461e-08,9.2258766043257434e-08,7.0282810272291427e-08
6.791,7.3743545572554841e-07,1.7955538895594582e-07,1.2007158834781564e-07,8.6937425204954378e-08,6.7586822018006727e-08,9.2261442081145065e-08,7.027754326953295e-08
6.79125,7.3742537535965385e-07,1.7957796319091275e-07,1.2007003284666338e-07,8.6936640427097673e-08,6.7588527996985164e-08,9.2264200887817288e-08,7.0272233266639361e-08
6.7915,7.3741497597526498e-07,1.7959975301627462e-07,1.2006883629554616e-07,8.6936020167578426e-08,6.7590215159788515e-08,9.2267037544351325e-08,7.02668853372799e-08
6.79175,7.3740431103641828e-07,1.7962073032707499e-07,1.2006801099373002e-07,8.6935566555791394e-08,6.75918637742904e-08,9.22699719171665e-08,7.0261509401439158e-08
6.792,7.3739339588882343e-07,1.7964092829783655e-07,1.200675253029869e-07,8.6935287618637778e-08,6.7593454014349871e-08,9.2272999794886997e-08,7.0256110485009576e-08
6.79225,7.3738217769218999e-07,1.7966041873459289e-07,1.2006738530689108e-07,8.6935184855332053e-08,6.7594990232596274e-08,9.2276128960336839e-08,7.0250687527350551e-08
6.7925,7.3737060520428488e-07,1.7967930253430191e-07,1.2006759889260979e-07,8.6935251614500037e-08,6.7596468766901019e-08,9.2279362713887777e-08,7.0245247399048935e-08
6.79275,7.3735867947213749e-07,1.7969760984366378e-07,1.2006816231045038e-07,8.6935493778614396e-08,6.7597902449162417e-08,9.2282673868008247e-08,7.0239794100430545e-08
6.793,7.373464235929622e-07,1.7971535398625348e-07,1.2006907981428688e-07,8.6935911780900876e-08,6.759931579683072e-08,9.2286035873961334e-08,7.0234333686126091e-08
6.79325,7.3733380345020863e-07,1.7973247821537843e-07,1.2007033925639661e-07,8.6936505797108823e-08,6.7600710088346388e-08,9.2289435459298523e-08,7.0228880872123825e-08
6.7935,7.3732079534126191e-07,1.797488887686006e-07,1.2007195726392794e-07,8.6937287618862152e-08,6.7602075935000528e-08,9.2292863367517614e-08,7.0223462864346818e-08
6.79375,7.3730739850540451e-07,1.7976450345085178e-07,1.2007397283513486e-07,8.6938259028742442e-08,6.7603392537062424e-08,9.229632884321359e-08,7.0218097214679437e-08
6.794,7.372935961106013e-07,1.7977930982650221e-07,1.2007640934263634e-07,8.693941109409524e-08,6.7604619252949816e-08,9.2299855853402241e-08,7.0212790786965434e-08
6.79425,7.372794174902686e-07,1.7979330225737595e-07,1.2007926099377097e-07,8.6940741093948207e-08,6.7605753189436504e-08,9.2303446719015199e-08,7.0207548040982965e-08
6.7945,7.3726486544286847e-07,1.7980645727143809e-07,1.2008252622938892e-07,8.6942251704315488e-08,6.7606802536053378e-08,9.2307095351909123e-08,7.02023777104593e-08
6.79475,7.3724993540286104e-07,1.7981878294687717e-07,1.2008623109461752e-07,8.6943941386190086e-08,6.7607787870434192e-08,9.2310802209843368e-08,7.0197269056088893e-08
6.795,7.3723463979720717e-07,1.7983029264082547e-07,1.2009040547757994e-07,8.6945815417652127e-08,6.7608716396503093e-08,9.2314583835425736e-08,7.0192208075841832e-08
6.79525,7.372189707212296e-07,1.7984102245218171e-07,1.200950325490156e-07,8.6947886872933788e-08,6.7609581023348288e-08,9.2318458992936106e-08,7.0187195001010495e-08
6.7955,7.3720289653417649e-07,1.7985101035422663e-07,1.2010010127068433e-07,8.6950162892119531e-08,6.7610371903618431e-08,9.2322423968607093e-08,7.018224060641783e-08
6.79575,7.3718640546209124e-07,1.798602167141381e-07,1.2010564470500983e-07,8.6952640758778165e-08,6.7611106002197623e-08,9.232644969927958e-08,7.0177356143507433e-08
6.796,7.3716951451108026e-07,1.7986858258320407e-07,1.2011168779021958e-07,8.6955310257604464e-08,6.761178451755658e-08,9.2330536285501275e-08,7.0172551876210494e-08
6.79625,7.3715217242998489e-07,1.7987614857407404e-07,1.20118262394799e-07,8.6958176957802774e-08,6.7612386836711858e-08,9.2334723744340592e-08,7.0167828663193427e-08
6.7965,7.3713434088863693e-07,1.7988299392265642e-07,1.2012541859024179e-07,8.696123721836596e-08,6.7612896942421448e-08,9.2339029727076991e-08,7.0163191040065898e-08
6.79675,7.3711605107469549e-07,1.7988908632274467e-07,1.2013318851899728e-07,8.6964472330166589e-08,6.7613355972961589e-08,9.2343401593929345e-08,7.0158651614598191e-08
6.797,7.3709731188227999e-07,1.7989430189928418e-07,1.2014159599077635e-07,8.6967872491878809e-08,6.7613808756820951e-08,9.2347800936421251e-08,7.0154211310503384e-08
6.79725,7.3707814250182151e-07,1.798985322686831e-07,1.2015069971071379e-07,8.6971442369922231e-08,6.7614248258354828e-08,9.2352258839367857e-08,7.0149854033367794e-08
6.7975,7.3705852869547537e-07,1.7990172898572177e-07,1.2016050912372111e-07,8.6975196958837398e-08,6.761465532283645e-08,9.2356806459418702e-08,7.014556064998401e-08
6.79775,7.3703846207247031e-07,1.7990390701221337e-07,1.2017102124461999e-07,8.6979135721552151e-08,6.7615032653934354e-08,9.2361441353239037e-08,7.0141314718736248e-08
6.798,7.3701797444950215e-07,1.79905053270265e-07,1.2018222165306385e-07,8.6983257161831148e-08,6.7615388735818942e-08,9.2366173929708882e-08,7.0137109996849636e-08
6.79825,7.3699710181877155e-07,1.7990511623657566e-07,1.2019412782317024e-07,8.6987548592611645e-08,6.7615712890905868e-08,9.2371013969028093e-08,7.0132935903083618e-08
6.7985,7.3697578672331228e-07,1.7990410273938556e-07,1.202068058816304e-07,8.6992015971441378e-08,6.7615992144215127e-08,9.2375954695860103e-08,7.012879076734885e-08
6.79875,7.3695399623035483e-07,1.7990207531010853e-07,1.2022030016974448e-07,8.6996659624546272e-08,6.7616215440610962e-08,9.2380996767762082e-08,7.0124662834424841e-08
6.799,7.3693174117868577e-07,1.7989901602982545e-07,1.2023464341560867e-07,8.700146921240674e-08,6.7616383890999901e-08,9.2386138681150228e-08,7.0120532808326605e-08
6.79925,7.3690907679345132e-07,1.7989488867015873e-07,1.202498392385905e-07,8.7006434067326524e-08,6.7616511520406973e-08,9.2391374629634745e-08,7.0116407006854189e-08
6.7995,7.3688601448198543e-07,1.798897175719792e-07,1.2026586390728143e-07,8.7011526996688316e-08,6.7616601859220571e-08,9.2396720600476142e-08,7.0112283510382793e-08
6.79975,7.3686251187819396e-07,1.7988349799965158e-07,1.2028273602620372e-07,8.7016740664913082e-08,6.7616660220577888e-08,9.2402150918003215e-08,7.010816980179248e-08
6.8,7.3683855131654517e-07,1.7987623134859792e-07,1.2030051983651448e-07,8.7022096522637236e-08,6.7616707461837024e-08,9.2407640637962538e-08,7.0104059894610833e-08
6.80025,7.3681416048125076e-07,1.7986779367948914e-07,1.2031927103931978e-07,8.7027617662675793e-08,6.7616757723408086e-08,9.2413195184111149e-08,7.0099943326906692e-08
6.8005,7.3678936742383575e-07,1.7985796573891245e-07,1.2033902481890598e-07,8.7033325101428394e-08,6.7616783923201031e-08,9.241882934558889e-08,7.0095825272995762e-08
6.80075,7.3676413645964445e-07,1.7984666727167964e-07,1.2035982602927836e-07,8.7039232480094156e-08,6.761676043826274e-08,9.242454500027862e-08,7.0091708969545969e-08
6.801,7.3673841394036018e-07,1.7983392647649028e-07,1.2038171639484854e-07,8.7045333328555199e-08,6.7616688180210358e-08,9.2430346183253989e-08,7.0087605703932391e-08
6.80125,7.3671219145156231e-07,1.7981976017132608e-07,1.2040468928810789e-07,8.7051617482419295e-08,6.7616568864836029e-08,9.243624513859252e-08,7.0083524996551866e-08
6.8015,7.3668554586245726e-07,1.7980413911187499e-07,1.2042877556721024e-07,8.7058067639577654e-08,6.7616409479378723e-08,9.2442260276908191e-08,7.0079458645510451e-08
6.80175,7.3665851657880667e-07,1.79787103451658e-07,1.2045401417133679e-07,8.7064679704671821e-08,6.7616212911205119e-08,9.2448387430256271e-08,7.0075399111635159e-08
6.802,7.3663108014210899e-07,1.7976862942269634e-07,1.2048046562457409e-07,8.7071461654192401e-08,6.7615979605286797e-08,9.2454619152961032e-08,7.0071347569868581e-08
6.80225,7.3660322846483667e-07,1.7974869230787559e-07,1.2050818286252768e-07,8.7078425066485694e-08,6.761570062519417e-08,9.2460967320767561e-08,7.0067308819498904e-08
6.8025,7.3657495790146156e-07,1.7972725862472358e-07,1.2053720197678281e-07,8.7085573961141152e-08,6.7615384142808342e-08,9.246740895897939e-08,7.0063287361811082e-08
6.80275,7.3654623588685563e-07,1.7970429741663727e-07,1.2056754314052047e-07,8.70929124685521e-08,6.7615039112039691e-08,9.2473927707925042e-08,7.005927663356213e-08
6.803,7.3651704587222197e-07,1.796797540289089e-07,1.2059924812024356e-07,8.7100449951654003e-08,6.7614668147388657e-08,9.2480521502851064e-08,7.005525884652315e-08
6.80325,7.3648741442659887e-07,1.796534638699299e-07,1.2063242269820668e-07,8.7108181806793201e-08,6.7614269158789371e-08,9.2487173464503331e-08,7.0051214760050543e-08
6.8035,7.3645727241344829e-07,1.7962545981518556e-07,1.20667089725368e-07,8.7116093520973494e-08,6.7613843780482798e-08,9.2493892365604844e-08,7.0047135287956002e-08
6.80375,7.3642660410233069e-07,1.7959578120911045e-07,1.2070322465463623e-07,8.7124165475094635e-08,6.7613410458728351e-08,9.2500684769655846e-08,7.0043036316081262e-08
6.804,7.3639544899024489e-07,1.7956434991770925e-07,1.2074088765062713e-07,8.7132395455121582e-08,6.7612980882883767e-08,9.250753780717622e-08,7.0038917489015241e-08
6.80425,7.3636386802073967e-07,1.7953107551307208e-07,1.2078013375055876e-07,8.7140778955296968e-08,6.7612539953266397e-08,9.2514452855485716e-08,7.0034785586340564e-08
6.8045,7.3633186957119681e-07,1.7949589400542791e-07,1.2082097331221034e-07,8.714933425009495e-08,6.7612057724368116e-08,9.2521428984588586e-08,7.0030653012014751e-08
6.80475,7.3629943453313049e-07,1.7945887042017257e-07,1.2086339855613481e-07,8.7158078937652539e-08,6.7611524821940632e-08,9.2528431812211259e-08,7.0026524512229996e-08
6.805,7.3626656100023249e-07,1.7942000204163284e-07,1.2090742136768618e-07,8.7167017718397956e-08,6.761096169477053e-08,9.2535421582938563e-08,7.0022398291147569e-08
6.80525,7.3623323548069035e-07,1.7937923733746978e-07,1.2095307024350927e-07,8.7176149476580491e-08,6.7610385437066713e-08,9.254237443914524e-08,7.0018262222497592e-08
6.8055,7.3619949019475034e-07,1.7933653208265187e-07,1.2100036317956551e-07,8.7185468323609903e-08,6.7609798226472208e-08,9.2549274057142396e-08,7.0014105775159003e-08
6.80575,7.3616528194447963e-07,1.7929194035876272e-07,1.2104934952161891e-07,8.71949599007573e-08,6.7609201952437735e-08,9.2556122735295105e-08,7.0009927048094838e-08
6.806,7.3613063253164868e-07,1.7924542696829318e-07,1.211000720712596e-07,8.7204608778253872e-08,6.7608602209324981e-08,9.2562962100713674e-08,7.0005702205667001e-08
6.80625,7.360954766522945e-07,1.7919700592012348e-07,1.2115254446567567e-07,8.7214434436702489e-08,6.7608017244476672e-08,9.256978188204074e-08,7.0001407786177839e-08
6.8065,7.3605984753435027e-07,1.7914657232103916e-07,1.2120679675004194e-07,8.722443871191011e-08,6.7607445085728473e-08,9.257657354038494e-08,6.9997034750143461e-08
6.80675,7.3602387406059136e-07,1.7909400253535834e-07,1.2126283899432768e-07,8.7234601435937532e-08,6.7606881319705965e-08,9.2583328098616394e-08,6.9992572169752039e-08
6.807,7.3598756703716392e-07,1.7903935274124682e-07,1.2132055901972768e-07,8.7244921730627409e-08,6.7606343954917433e-08,9.2590056138196061e-08,6.998800356498191e-08
6.80725,7.3595085589828188e-07,1.7898272279363848e-07,1.2137995104341348e-07,8.7255411319670927e-08,6.7605838948859408e-08,9.2596764326069313e-08,6.9983323412159091e-08
6.8075,7.3591374542255457e-07,1.789241082981405e-07,1.2144106124676314e-07,8.7266083908753583e-08,6.7605375044087985e-08,9.2603451757430805e-08,6.9978537482928088e-08
6.80775,7.3587625727040952e-07,1.7886351289288626e-07,1.2150389019826399e-07,8.7276955217825498e-08,6.760496838053354e-08,9.261009566890714e-08,6.9973650832199947e-08
6.808,7.3583842484222228e-07,1.7880081667683955e-07,1.2156847244066144e-07,8.728802923519411e-08,6.7604622360322026e-08,9.2616688634334022e-08,6.9968676338804548e-08
6.80825,7.3580025369144546e-07,1.787359359299473e-07,1.2163484768105037e-07,8.7299281643234392e-08,6.760434776742207e-08,9.2623229187531207e-08,6.9963610786412062e-08
6.8085,7.3576174060336796e-07,1.7866883585115798e-07,1.2170305837699371e-07,8.7310685068735455e-08,6.7604146162299852e-08,9.2629734372432543e-08,6.9958441884892311e-08
6.80875,7.3572289461824092e-07,1.7859951371717526e-07,1.2177312948453435e-07,8.7322240119281671e-08,6.760401215294615e-08,9.2636222374476252e-08,6.995316482093036e-08
6.809,7.3568374092747937e-07,1.7852807646947342e-07,1.2184499830012573e-07,8.7333951716957473e-08,6.7603943092976113e-08,9.264269297000552e-08,6.9947782698302897e-08
6.80925,7.356442467979443e-07,1.784546645362836e-07,1.2191859683398688e-07,8.7345821736390518e-08,6.7603930169950317e-08,9.2649150708128212e-08,6.994230091538064e-08
6.8095,7.3560448249697599e-07,1.7837912670102966e-07,1.2199391987383151e-07,8.7357867766950907e-08,6.7603964036032149e-08,9.2655603951788617e-08,6.9936721982562341e-08
6.80975,7.355643998685384e-07,1.7830145323452792e-07,1.2207098430608992e-07,8.7370116785867975e-08,6.7604039015889144e-08,9.2662052736199086e-08,6.9931040447766662e-08
6.81,7.3552400571666455e-07,1.7822159596829591e-07,1.2214983496828561e-07,8.7382573666534615e-08,6.7604166942044826e-08,9.2668503075114423e-08,6.9925268223274423e-08
6.81025,7.3548332002825283e-07,1.7813951170939661e-07,1.2223049802690162e-07,8.7395220508749693e-08,6.7604350711712909e-08,9.2674960031690786e-08,6.9919416070643427e-08
6.8105,7.3544235639138565e-07,1.7805522098441594e-07,1.2231299547733226e-07,8.7408031889450416e-08,6.7604616423821471e-08,9.2681430041389358e-08,6.9913483022132551e-08
6.81075,7.3540106121751374e-07,1.7796892585747762e-07,1.2239718526773098e-07,8.7420989567036266e-08,6.7604991451665346e-08,9.2687913612079591e-08,6.9907475116679286e-08
6.811,7.3535943568864001e-07,1.7788069503079503e-07,1.2248293399738269e-07,8.7434092622977278e-08,6.7605483321705318e-08,9.2694387040951618e-08,6.9901403623936901e-08
6.81125,7.3531747896270256e-07,1.7779057878023147e-07,1.2257022604808835e-07,8.7447346676328227e-08,6.7606092716088052e-08,9.2700818951424086e-08,6.9895283173889524e-08
6.8115,7.3527519177085756e-07,1.7769860573628461e-07,1.226590400397146e-07,8.7460756004827697e-08,6.7606810046164596e-08,9.2707224879616614e-08,6.9889120993007889e-08
6.81175,7.3523253943843267e-07,1.7760477627449142e-07,1.2274940243427198e-07,8.7474323582540716e-08,6.7607622152156629e-08,9.2713616633119106e-08,6.9882941095800064e-08
6.812,7.3518964070458898e-07,1.7750900711481733e-07,1.2284129461117002e-07,8.7488040193034211e-08,6.7608524796831926e-08,9.272000066342446e-08,6.9876751495713229e-08
6.81225,7.3514650537274827e-07,1.7741140389904337e-07,1.2293466439037184e-07,8.7501897818450464e-08,6.7609518136415324e-08,9.2726360185834133e-08,6.9870568396854152e-08
6.8125,7.3510316664175177e-07,1.7731199956391302e-07,1.2302948540198119e-07,8.7515887503101242e-08,6.7610608786332306e-08,9.2732677422810823e-08,6.9864414448127111e-08
6.81275,7.3505963596071786e-07,1.7721078435347193e-07,1.231257279731929e-07,8.7530010880739353e-08,6.7611803593242841e-08,9.2738950257336998e-08,6.9858312173115783e-08
6.813,7.3501588877826678e-07,1.7710779315281225e-07,1.232233217204369e-07,8.7544266238302097e-08,6.7613107819694644e-08,9.2745194427633758e-08,6.9852286541377747e-08
6.81325,7.3497189613668684e-07,1.7700307552052477e-07,1.2332223973521453e-07,8.7558653215865535e-08,6.7614514899092754e-08,9.2751418513422472e-08,6.9846355364152612e-08
6.8135,7.3492766891284057e-07,1.7689680126205986e-07,1.2342240408917628e-07,8.7573168587361749e-08,6.7616014392980723e-08,9.2757624377688446e-08,6.9840537864779701e-08
