Physical Time (s),phi_vol Monitor (W): cv1,phi_vol Monitor (W): cv2,phi_vol Monitor (W): cv3,phi_vol Monitor (W): cv4,phi_vol Monitor (W): cv5,phi_vol Monitor (W): cv6,phi_vol Monitor (W): cv7
5.3885,7.3114394310294259e-07,1.7408933393718775e-07,1.2154583620567877e-07,8.3727477962354685e-08,6.4289256558925599e-08,8.8078109704675695e-08,6.3142566393095245e-08
5.38875,7.3118843021104762e-07,1.7414985990039041e-07,1.2149922369650784e-07,8.37206185849865e-08,6.4290446624461149e-08,8.8072718485548779e-08,6.3143451268915007e-08
5.389,7.3123265375150357e-07,1.7421043851989048e-07,1.2145280834500969e-07,8.371379291739218e-08,6.429159624029804e-08,8.8067361888210716e-08,6.3144328503556599e-08
5.38925,7.3127656430675679e-07,1.7427107278361886e-07,1.2140660050907893e-07,8.3707008625521509e-08,6.4292696418774361e-08,8.8062063462114708e-08,6.3145173611871183e-08
5.3895,7.3132002003429529e-07,1.7433191024909094e-07,1.2136062762263554e-07,8.3700278600252166e-08,6.4293746683110537e-08,8.8056809347450997e-08,6.3145935634038682e-08
5.38975,7.3136304311440576e-07,1.7439295477614612e-07,1.2131491103029092e-07,8.369358926606226e-08,6.42947771336025e-08,8.8051590816479445e-08,6.3146562446170081e-08
5.39,7.3140576701376138e-07,1.7445406419085908e-07,1.2126944615251628e-07,8.3686927326235031e-08,6.4295785742059277e-08,8.8046423064491003e-08,6.3147009836169904e-08
5.39025,7.3144814432009528e-07,1.7451526477563546e-07,1.2122424252656738e-07,8.3680303787661132e-08,6.4296763106939045e-08,8.8041327971242847e-08,6.3147241820225787e-08
5.3905,7.3148997660713073e-07,1.7457675797580695e-07,1.211793144584037e-07,8.3673743206983756e-08,6.4297692917442434e-08,8.8036378987250308e-08,6.3147229930759097e-08
5.39075,7.3153126431773616e-07,1.7463858638422726e-07,1.2113467357119993e-07,8.3667237088140703e-08,6.4298595777923316e-08,8.8031576578480742e-08,6.3146975439065767e-08
5.391,7.3157222580495029e-07,1.7470050079057458e-07,1.2109032114834552e-07,8.3660771838274786e-08,6.4299561409302754e-08,8.8026859917599027e-08,6.3146492320259253e-08
5.39125,7.3161288701832573e-07,1.7476240080766728e-07,1.2104626374326234e-07,8.365435809985644e-08,6.4300617302153158e-08,8.8022239391601436e-08,6.3145792043013076e-08
5.3915,7.3165304644095482e-07,1.7482446267719809e-07,1.2100250672999041e-07,8.3648013401415587e-08,6.4301699297708294e-08,8.8017773153715646e-08,6.3144874246914253e-08
5.39175,7.3169270022324973e-07,1.7488670067700542e-07,1.2095904153893952e-07,8.3641731312007795e-08,6.4302806660976629e-08,8.8013471663160964e-08,6.3143738386736399e-08
5.392,7.3173204846335531e-07,1.7494890748567781e-07,1.2091586029460438e-07,8.3635497010886938e-08,6.4303969163302709e-08,8.8009351807673623e-08,6.3142401939258341e-08
5.39225,7.3177109536160196e-07,1.7501105025386859e-07,1.2087295831479488e-07,8.3629306992162896e-08,6.4305155247616528e-08,8.8005424127321879e-08,6.3140891280951271e-08
5.3925,7.3180964130602364e-07,1.7507332743904702e-07,1.2083033804762325e-07,8.3623150292022677e-08,6.4306357930736669e-08,8.8001717488944794e-08,6.3139238933439847e-08
5.39275,7.3184768011847533e-07,1.7513574565711036e-07,1.2078799139679523e-07,8.3617010812478764e-08,6.4307606240316121e-08,8.799823197508385e-08,6.3137465977556076e-08
5.393,7.318854039123101e-07,1.7519813214169313e-07,1.2074590444792983e-07,8.3610900816872673e-08,6.4308897222886708e-08,8.7994908648850146e-08,6.3135609432951019e-08
5.39325,7.3192276340706394e-07,1.7526046190871799e-07,1.2070405432195966e-07,8.3604849294945734e-08,6.4310194181421527e-08,8.7991750480568144e-08,6.3133694017595749e-08
5.3935,7.3195956125197059e-07,1.7532291299948933e-07,1.206624689727526e-07,8.3598855429880189e-08,6.4311475918354831e-08,8.7988795347877496e-08,6.3131742148445968e-08
5.39375,7.319958146670178e-07,1.7538552061663769e-07,1.2062115622243362e-07,8.3592909513684508e-08,6.431273597549446e-08,8.7986040156016511e-08,6.3129766439963149e-08
5.394,7.3203171469263673e-07,1.7544809310588348e-07,1.2058014505405236e-07,8.3587006607845707e-08,6.4313972947846472e-08,8.798350013931208e-08,6.3127768513743058e-08
5.39425,7.3206719016231146e-07,1.7551067986724764e-07,1.2053946548746774e-07,8.3581131293205813e-08,6.4315201595676878e-08,8.7981167146474028e-08,6.3125755162276098e-08
5.3945,7.3210206705202681e-07,1.755734436092064e-07,1.2049913258931822e-07,8.3575276729220459e-08,6.4316434176926804e-08,8.7979023497154104e-08,6.312373450430079e-08
5.39475,7.321363733853342e-07,1.7563635588458604e-07,1.2045914375261384e-07,8.3569458075965732e-08,6.431765802851421e-08,8.7977049058964399e-08,6.3121676536222575e-08
5.395,7.3217033371573216e-07,1.7569920413122892e-07,1.2041949068564672e-07,8.3563681948049727e-08,6.4318879473072606e-08,8.7975243665053689e-08,6.3119590115047066e-08
5.39525,7.322039756128767e-07,1.7576192206689246e-07,1.2038018157838485e-07,8.3557969574738516e-08,6.432007113289345e-08,8.7973629256739281e-08,6.3117494766661658e-08
5.3955,7.3223709721523494e-07,1.7582468336571896e-07,1.2034124750418863e-07,8.3552339780865571e-08,6.4321176541056563e-08,8.7972221471549127e-08,6.311538846820548e-08
5.39575,7.3226962684068623e-07,1.7588757000233685e-07,1.2030268527598592e-07,8.35467821233523e-08,6.4322175668241535e-08,8.7971034285233016e-08,6.3113273567766292e-08
5.396,7.3230175249142667e-07,1.7595036731620448e-07,1.2026445645082226e-07,8.3541307157423385e-08,6.4323092457388794e-08,8.7970059056929205e-08,6.3111153490504843e-08
5.39625,7.3233352556682907e-07,1.7601294754998235e-07,1.2022652952290506e-07,8.3535928824829796e-08,6.4323940576485947e-08,8.7969292599764203e-08,6.3109019146872829e-08
5.3965,7.3236475136756434e-07,1.7607549990534307e-07,1.2018892547207545e-07,8.3530618321936497e-08,6.4324729058700851e-08,8.7968706779466787e-08,6.3106878365817137e-08
5.39675,7.3239533684548742e-07,1.7613815105597411e-07,1.2015163799392478e-07,8.3525364895187537e-08,6.4325481059925384e-08,8.7968281142193854e-08,6.3104718362911046e-08
5.397,7.3242549761308268e-07,1.7620071883159293e-07,1.2011465754366406e-07,8.3520161789513505e-08,6.4326208877730695e-08,8.7968017803660711e-08,6.310253125658359e-08
5.39725,7.3245523519935705e-07,1.7626319286622513e-07,1.2007797188690739e-07,8.3514999889667371e-08,6.432690595353305e-08,8.7967906183663915e-08,6.3100322022817088e-08
5.3975,7.3248444025150427e-07,1.7632570191055636e-07,1.2004160552460737e-07,8.3509879662478149e-08,6.4327557449369057e-08,8.7967937440956757e-08,6.3098086119592246e-08
5.39775,7.3251310697702368e-07,1.7638829558956629e-07,1.2000556755442225e-07,8.3504820221639063e-08,6.4328135294705876e-08,8.7968161157367352e-08,6.3095831373268091e-08
5.398,7.3254142070572613e-07,1.7645078381120639e-07,1.199698701453348e-07,8.3499831559549008e-08,6.4328641420688708e-08,8.7968584881999577e-08,6.3093576916426948e-08
5.39825,7.3256935132373142e-07,1.7651306915839701e-07,1.1993451963400051e-07,8.3494912827804842e-08,6.4329092435525531e-08,8.7969187181497735e-08,6.3091320594801982e-08
5.3985,7.3259671627574367e-07,1.7657527103699513e-07,1.1989954072062692e-07,8.3490051500741885e-08,6.4329492101485682e-08,8.7969972835790296e-08,6.3089048029821838e-08
5.39875,7.3262352194561167e-07,1.7663740068267601e-07,1.1986495109911342e-07,8.3485243628321726e-08,6.4329844580338997e-08,8.7970928134409363e-08,6.3086759325366372e-08
5.399,7.3264992694051556e-07,1.7669931891688855e-07,1.1983074691515974e-07,8.3480488253479427e-08,6.4330181473886998e-08,8.7972043161348168e-08,6.308445649817774e-08
5.39925,7.3267585802523552e-07,1.76761044639106e-07,1.1979694292309695e-07,8.3475784313772645e-08,6.4330503994072063e-08,8.7973313793596617e-08,6.3082128523504474e-08
5.3995,7.3270118772416654e-07,1.7682271283549637e-07,1.1976353979379651e-07,8.347115152319842e-08,6.4330795583892758e-08,8.797473459382103e-08,6.3079797905342812e-08
5.39975,7.327259363056934e-07,1.7688431691235104e-07,1.1973053775626192e-07,8.3466589134271484e-08,6.4331078319908158e-08,8.7976265760520392e-08,6.307745375808552e-08
5.4,7.3275038544393877e-07,1.7694558708608643e-07,1.1969790791246778e-07,8.34620977346737e-08,6.4331391431437407e-08,8.7977877333924488e-08,6.3075109392366426e-08
5.40025,7.3277458542931243e-07,1.7700645820866036e-07,1.1966561813244813e-07,8.3457685139492285e-08,6.4331746421120696e-08,8.7979559526687654e-08,6.3072742422419131e-08
5.4005,7.3279824434727121e-07,1.7706719495286127e-07,1.196336648582642e-07,8.3453360247711988e-08,6.4332142294438667e-08,8.7981335249569691e-08,6.3070350535238419e-08
5.40075,7.3282131977991844e-07,1.7712791503612713e-07,1.1960202142475821e-07,8.3449138927122526e-08,6.4332579869059582e-08,8.7983233538162343e-08,6.3067925740518023e-08
5.401,7.3284400069899419e-07,1.7718842410064865e-07,1.1957069141782851e-07,8.3445022997993585e-08,6.4333037273898969e-08,8.798522069773277e-08,6.3065456965116489e-08
5.40125,7.3286630777243187e-07,1.7724863821596837e-07,1.1953973961914541e-07,8.3440949074606979e-08,6.4333531278470914e-08,8.7987282690594945e-08,6.3062928393777243e-08
5.4015,7.3288803260800258e-07,1.7730871644451412e-07,1.1950920316577603e-07,8.3436904339716358e-08,6.4334079849294745e-08,8.7989405890971704e-08,6.3060332883679282e-08
5.40175,7.3290915857184982e-07,1.7736865898255103e-07,1.1947906603192378e-07,8.3432884728315992e-08,6.4334699515880328e-08,8.7991582236089328e-08,6.3057678702048043e-08
5.402,7.3292988504707702e-07,1.7742828169304419e-07,1.1944934410005823e-07,8.3428886119415905e-08,6.4335393799103134e-08,8.7993834950403161e-08,6.3054985712043599e-08
5.40225,7.3295025007410486e-07,1.7748751676004835e-07,1.1942005700269165e-07,8.3424936014715742e-08,6.4336150532126402e-08,8.7996153155841597e-08,6.3052279505057881e-08
5.4025,7.3297012935629972e-07,1.7754644065339666e-07,1.1939119179833858e-07,8.3421065482933771e-08,6.4336934175267675e-08,8.7998540552853407e-08,6.3049570617935126e-08
5.40275,7.3298948518513629e-07,1.7760512599402264e-07,1.1936274684746704e-07,8.341729298423218e-08,6.4337718846944988e-08,8.8000988604044531e-08,6.3046863570203748e-08
5.403,7.3300845808580125e-07,1.7766346768703869e-07,1.1933468777199004e-07,8.3413633528032108e-08,6.4338502970041426e-08,8.8003463815819131e-08,6.3044162735883892e-08
5.40325,7.3302703901385508e-07,1.7772152298345054e-07,1.1930702721652385e-07,8.3410056062094128e-08,6.433927590268273e-08,8.8005936928402949e-08,6.3041469052633088e-08
5.4035,7.3304503902127876e-07,1.7777940110958424e-07,1.1927983334792759e-07,8.3406525309680246e-08,6.4340046851979422e-08,8.8008401890092504e-08,6.3038769957815932e-08
5.40375,7.330624754821869e-07,1.778370910453058e-07,1.1925311892927928e-07,8.3403019164244624e-08,6.4340821623223066e-08,8.8010899888877232e-08,6.3036050838836771e-08
5.404,7.3307950438705319e-07,1.7789442876148493e-07,1.1922687151206241e-07,8.3399518218486052e-08,6.4341582062596979e-08,8.8013463428851134e-08,6.3033325609226641e-08
5.40425,7.3309608548588701e-07,1.7795142692024541e-07,1.1920105963115031e-07,8.3396031926423831e-08,6.4342328143010522e-08,8.8016105917423102e-08,6.3030579565714868e-08
5.4045,7.3311204702650471e-07,1.7800826794282242e-07,1.1917566347970036e-07,8.3392585293776054e-08,6.4343035391351923e-08,8.8018831260286473e-08,6.3027793704465289e-08
5.40475,7.331274407246094e-07,1.7806493742188647e-07,1.1915068216889538e-07,8.3389170056725255e-08,6.4343681585362743e-08,8.8021633142350277e-08,6.302494717611111e-08
5.405,7.3314251121959505e-07,1.7812122511111908e-07,1.1912610570936497e-07,8.3385794256419594e-08,6.4344270380433238e-08,8.802451590852334e-08,6.3022028520751001e-08
5.40525,7.3315720661124101e-07,1.7817706450341187e-07,1.1910191201847642e-07,8.3382484801856082e-08,6.4344808245217749e-08,8.8027483905616595e-08,6.301905260462393e-08
5.4055,7.3317131695871546e-07,1.7823259631122814e-07,1.1907810806790388e-07,8.337926073565612e-08,6.434532263686278e-08,8.8030529746250348e-08,6.3016003915524585e-08
5.40575,7.3318483914322182e-07,1.78287838563539e-07,1.1905471093094924e-07,8.3376121399831004e-08,6.4345834708182098e-08,8.8033677902839474e-08,6.3012871397647709e-08
5.406,7.3319797261513087e-07,1.7834256310843269e-07,1.1903171792491775e-07,8.3373073350672767e-08,6.4346355578125705e-08,8.8036945867038511e-08,6.300965770139477e-08
5.40625,7.3321070311209686e-07,1.7839677121211134e-07,1.1900913912220947e-07,8.3370127914106332e-08,6.434686489934955e-08,8.804031800302375e-08,6.3006349238687436e-08
5.4065,7.332228080646847e-07,1.7845067748485397e-07,1.1898700060146483e-07,8.3367278513720384e-08,6.4347342534789243e-08,8.8043808875643837e-08,6.3002923111730273e-08
5.40675,7.332343285773251e-07,1.7850436059437001e-07,1.1896535567691978e-07,8.3364486474409106e-08,6.4347774878039861e-08,8.8047423611948197e-08,6.2999350191317379e-08
5.407,7.3324549003648391e-07,1.7855757288470284e-07,1.1894419919947477e-07,8.3361728873653997e-08,6.434817736373328e-08,8.8051151183530855e-08,6.2995611765500926e-08
5.40725,7.3325631358616253e-07,1.78610255776185e-07,1.1892350622496915e-07,8.3359025283812693e-08,6.4348558983970554e-08,8.8054983885605909e-08,6.2991697843029339e-08
5.4075,7.3326659867174794e-07,1.7866258016980361e-07,1.1890328002340062e-07,8.3356394486306095e-08,6.4348935526299665e-08,8.8058930621924299e-08,6.2987630767167828e-08
5.40775,7.3327639175617558e-07,1.7871449677525794e-07,1.1888347911056339e-07,8.3353846853014631e-08,6.4349327667488403e-08,8.806298689968539e-08,6.2983406833145239e-08
5.408,7.3328592709783349e-07,1.7876582561427274e-07,1.1886407645288968e-07,8.3351380377136475e-08,6.434973980023481e-08,8.8067132849423995e-08,6.2979023701347676e-08
5.40825,7.3329519343669172e-07,1.7881663257172222e-07,1.1884507013302249e-07,8.3348982804723944e-08,6.4350154789264552e-08,8.8071393013861646e-08,6.2974502311088162e-08
5.4085,7.333039921890422e-07,1.7886710779107292e-07,1.1882646708537812e-07,8.3346622719468174e-08,6.4350566531966581e-08,8.807577331153816e-08,6.2969847368893782e-08
5.40875,7.3331230291603678e-07,1.7891723305267861e-07,1.1880823150692729e-07,8.3344309147664621e-08,6.4350961563878723e-08,8.8080293079733815e-08,6.2965054746825633e-08
5.409,7.3332028202094471e-07,1.7896682220563719e-07,1.1879032330299306e-07,8.334203135987718e-08,6.4351351404265487e-08,8.8084948789687964e-08,6.2960133458364516e-08
5.40925,7.3332793771673265e-07,1.7901580082798512e-07,1.1877278075579165e-07,8.3339753147682359e-08,6.4351741297516279e-08,8.8089731467793341e-08,6.2955084732788224e-08
5.4095,7.3333515789426211e-07,1.7906426483974002e-07,1.1875566549068728e-07,8.3337492499918142e-08,6.4352106946906688e-08,8.8094643156057957e-08,6.2949948632061227e-08
5.40975,7.3334198484519581e-07,1.7911223422469095e-07,1.1873900488050796e-07,8.3335276502247809e-08,6.4352438745923743e-08,8.8099686636057806e-08,6.2944755638599709e-08
5.41,7.3334860389383146e-07,1.7915958495915438e-07,1.1872276877637017e-07,8.3333114304749973e-08,6.4352743632596804e-08,8.8104867606792143e-08,6.2939516998620158e-08
5.41025,7.3335497525010837e-07,1.792063246288266e-07,1.1870700920913327e-07,8.3330999154891121e-08,6.4353045706788801e-08,8.8110155493305073e-08,6.2934245324566907e-08
5.4105,7.3336089710477561e-07,1.7925259068251029e-07,1.1869173380250366e-07,8.3328948629056907e-08,6.4353343562575111e-08,8.8115507593337942e-08,6.292896467928585e-08
5.41075,7.33366385621125e-07,1.7929834900894916e-07,1.1867694556074362e-07,8.332694301597395e-08,6.4353632978409766e-08,8.8120920190650374e-08,6.2923686121332851e-08
5.411,7.3337163352736182e-07,1.7934337746289264e-07,1.1866263096091253e-07,8.3324976299969868e-08,6.4353921284443987e-08,8.8126381012337402e-08,6.29184015309881e-08
5.41125,7.3337658516338061e-07,1.7938769096899085e-07,1.186488009006775e-07,8.3323072070681373e-08,6.4354183465962761e-08,8.813189265425066e-08,6.2913113722779873e-08
5.4115,7.3338107305149166e-07,1.7943147907052937e-07,1.1863548030382811e-07,8.3321251344501501e-08,6.4354409012296824e-08,8.8137440340295922e-08,6.2907833592201616e-08
5.41175,7.3338516942346918e-07,1.7947466454501809e-07,1.1862271490568943e-07,8.3319492422255815e-08,6.4354601109680845e-08,8.8143024745259945e-08,6.2902557568020465e-08
5.412,7.3338907087662467e-07,1.7951712903316099e-07,1.1861041177518676e-07,8.3317794004109194e-08,6.4354753327468152e-08,8.8148661268570873e-08,6.2897298644115147e-08
5.41225,7.3339274838471982e-07,1.795588971127602e-07,1.1859853034751879e-07,8.3316178315487824e-08,6.4354863868273081e-08,8.8154374828622133e-08,6.2892066164490919e-08
5.4125,7.3339600342094197e-07,1.796000971132397e-07,1.185870737440193e-07,8.3314645717941617e-08,6.4354936117635779e-08,8.8160190047501519e-08,6.2886852106420457e-08
5.41275,7.3339882449343238e-07,1.796407243132787e-07,1.185760001828502e-07,8.3313196065635533e-08,6.4354983266062618e-08,8.8166127861109703e-08,6.2881655891188483e-08
5.413,7.3340143920781918e-07,1.7968060551031279e-07,1.1856525369680352e-07,8.3311838972524895e-08,6.4355010174663957e-08,8.8172155908014486e-08,6.2876502655199871e-08
5.41325,7.3340382594477848e-07,1.7971978996077976e-07,1.1855484990366115e-07,8.3310586300338578e-08,6.4355012598134711e-08,8.8178281468822688e-08,6.2871399590637119e-08
5.4135,7.334057374641624e-07,1.7975849789425886e-07,1.185448063030836e-07,8.3309442813416615e-08,6.4354972795962949e-08,8.8184520287292331e-08,6.2866327302701038e-08
5.41375,7.3340721661332508e-07,1.7979667485721334e-07,1.1853513150060457e-07,8.3308409852621229e-08,6.4354894284728797e-08,8.8190855929321036e-08,6.2861284702825119e-08
5.414,7.3340848894001188e-07,1.798341032390067e-07,1.1852581929265996e-07,8.3307494809660131e-08,6.4354779952930438e-08,8.8197268795311804e-08,6.2856253029824396e-08
5.41425,7.3340953602569761e-07,1.7987073330929932e-07,1.185168763390762e-07,8.3306689046465292e-08,6.4354634067690789e-08,8.8203761492019846e-08,6.2851248133810822e-08
5.4145,7.3341016204070994e-07,1.7990676942515594e-07,1.1850833004725263e-07,8.3305978418959454e-08,6.4354442818920199e-08,8.8210366368366501e-08,6.2846282485851424e-08
5.41475,7.3341037506910972e-07,1.7994229469491702e-07,1.1850018727875681e-07,8.3305349984085339e-08,6.4354188898464684e-08,8.8217079736939731e-08,6.2841367554206982e-08
5.415,7.3341035763268811e-07,1.799771940724099e-07,1.1849243251834616e-07,8.3304812043214903e-08,6.4353875599427672e-08,8.8223898527020059e-08,6.283652542565005e-08
5.41525,7.3341010212731292e-07,1.8001129960913637e-07,1.1848512962175026e-07,8.3304375797062477e-08,6.4353514594229921e-08,8.8230809107468853e-08,6.2831750259917535e-08
5.4155,7.3340940842319595e-07,1.8004470968278984e-07,1.1847831372704105e-07,8.3304029396906075e-08,6.4353126260026212e-08,8.8237831508112058e-08,6.282702805930834e-08
5.41575,7.3340828354138748e-07,1.8007751533203204e-07,1.1847190510223219e-07,8.3303773706762848e-08,6.4352714123713757e-08,8.8244961816595054e-08,6.2822358147560584e-08
5.416,7.3340694414837035e-07,1.8010953790362627e-07,1.1846585889610854e-07,8.3303621452436843e-08,6.4352287268019848e-08,8.8252205761523943e-08,6.2817748308978005e-08
5.41625,7.3340535348759725e-07,1.8014083705791454e-07,1.1846015805986668e-07,8.3303580025385817e-08,6.4351855067381044e-08,8.8259555062509838e-08,6.2813196281151931e-08
5.4165,7.3340329565304306e-07,1.8017159854969585e-07,1.1845480341199334e-07,8.3303641701907786e-08,6.4351399524523826e-08,8.8266946575311033e-08,6.2808733870054166e-08
5.41675,7.3340077400088376e-07,1.8020185459792266e-07,1.184497844076058e-07,8.3303813426243363e-08,6.435091433170473e-08,8.8274337685608206e-08,6.2804377316634629e-08
5.417,7.3339799290205458e-07,1.8023141172484016e-07,1.1844504011177632e-07,8.3304116939145941e-08,6.4350403790009084e-08,8.8281690320983992e-08,6.2800119598738449e-08
5.41725,7.333949775967195e-07,1.8026016703559955e-07,1.1844058448861827e-07,8.3304571292152843e-08,6.4349885586127288e-08,8.828897523721689e-08,6.2795976250244748e-08
5.4175,7.3339158125827104e-07,1.8028824895979813e-07,1.1843644224437863e-07,8.3305187805918796e-08,6.4349358207679672e-08,8.8296177790242557e-08,6.2791946833955116e-08
5.41775,7.3338780876297951e-07,1.8031567844946581e-07,1.184326071853081e-07,8.3305989343165557e-08,6.434881163731232e-08,8.8303302949179897e-08,6.2788041633049022e-08
5.418,7.3338382870754127e-07,1.8034234034516328e-07,1.1842909751327811e-07,8.3306987518118287e-08,6.4348233821772902e-08,8.8310356390629237e-08,6.2784245542298316e-08
5.41825,7.3337958415612606e-07,1.8036830789462859e-07,1.1842591468236491e-07,8.3308176820141448e-08,6.4347608354662233e-08,8.8317374583875708e-08,6.2780520847357484e-08
5.4185,7.3337484371411733e-07,1.8039371450855698e-07,1.1842310088583858e-07,8.3309545469547037e-08,6.4346950116066745e-08,8.8324378515499367e-08,6.2776843222458241e-08
5.41875,7.3336962570757307e-07,1.8041848524848482e-07,1.1842062842240196e-07,8.3311092005054762e-08,6.4346282468175257e-08,8.8331377114871501e-08,6.2773204849292012e-08
5.419,7.3336412638122807e-07,1.8044252382807406e-07,1.1841838573937158e-07,8.3312816328002385e-08,6.4345607966731689e-08,8.8338343275608818e-08,6.2769607076571225e-08
5.41925,7.3335835812199495e-07,1.8046587593571035e-07,1.1841636324512838e-07,8.3314688768286288e-08,6.4344925390017489e-08,8.8345267543773067e-08,6.276605120268934e-08
5.4195,7.3335211191672075e-07,1.8048866922374946e-07,1.1841469907260319e-07,8.3316705187285383e-08,6.4344242640681919e-08,8.8352167800150209e-08,6.2762548451534728e-08
5.41975,7.333454183218787e-07,1.805108540434044e-07,1.1841342202706549e-07,8.331887439520167e-08,6.4343559934736471e-08,8.835904483008639e-08,6.2759108453100947e-08
5.42,7.3333851716089835e-07,1.8053219702419154e-07,1.1841250784931372e-07,8.3321202350272159e-08,6.4342867516058611e-08,8.8365899602161218e-08,6.275572356618313e-08
5.42025,7.333313964348178e-07,1.8055267245425595e-07,1.1841191594599847e-07,8.332370727262643e-08,6.4342167839625914e-08,8.8372764764847575e-08,6.2752394493596874e-08
5.4205,7.3332385718074314e-07,1.8057247023362476e-07,1.1841164514998391e-07,8.3326391896409042e-08,6.4341469560294865e-08,8.8379635732278433e-08,6.2749097683796949e-08
5.42075,7.3331588123655507e-07,1.8059164891018937e-07,1.1841169748524797e-07,8.3329238636618337e-08,6.4340792140398934e-08,8.8386528123634257e-08,6.2745846222921227e-08
5.421,7.3330763476831742e-07,1.8061007908956727e-07,1.1841206662414564e-07,8.333224234235727e-08,6.4340151998631752e-08,8.8393449522300424e-08,6.2742655796631986e-08
5.42125,7.3329913707873508e-07,1.8062775989673734e-07,1.1841273535702226e-07,8.3335402989727374e-08,6.4339530647184558e-08,8.8400376078193726e-08,6.2739548566785088e-08
5.4215,7.3329021423445947e-07,1.8064487805467939e-07,1.1841371234062141e-07,8.3338720962060583e-08,6.433892747904281e-08,8.8407313086081724e-08,6.2736537065169063e-08
5.42175,7.3328082332808925e-07,1.8066154017229498e-07,1.1841500464038386e-07,8.3342195586435491e-08,6.4338350080372656e-08,8.8414246648430276e-08,6.2733633455892379e-08
5.422,7.3327118703086759e-07,1.8067753995740785e-07,1.1841661048503392e-07,8.3345832240242258e-08,6.4337795972685839e-08,8.8421160771864259e-08,6.2730818953002747e-08
5.42225,7.3326129590107971e-07,1.806926999314174e-07,1.1841857198902467e-07,8.3349640625122246e-08,6.433726651344452e-08,8.8428047293522328e-08,6.2728089307970826e-08
5.4225,7.3325097435146856e-07,1.8070711256102104e-07,1.1842092150761974e-07,8.3353621518833787e-08,6.4336763986859786e-08,8.8434888655825028e-08,6.2725447012652086e-08
5.42275,7.3324024150587327e-07,1.8072081283134338e-07,1.1842365652545609e-07,8.3357780510040512e-08,6.4336293837350334e-08,8.8441670384090875e-08,6.2722889692180269e-08
5.423,7.3322925385590652e-07,1.8073367833909011e-07,1.1842677697765117e-07,8.336212028078061e-08,6.4335876165521661e-08,8.844837915391319e-08,6.2720400996154398e-08
5.42325,7.3321802309811646e-07,1.8074567189353362e-07,1.1843030405452404e-07,8.3366620634234891e-08,6.4335510215762529e-08,8.8455036899709852e-08,6.271796532100194e-08
5.4235,7.332063913831162e-07,1.8075693249089315e-07,1.1843429275567969e-07,8.3371268939786369e-08,6.4335196163700654e-08,8.8461684237190461e-08,6.2715564467618604e-08
5.42375,7.3319431940322565e-07,1.807674652285799e-07,1.1843879195904831e-07,8.3376069258434256e-08,6.4334927980969953e-08,8.8468345783208633e-08,6.2713180361897267e-08
5.424,7.3318197261035422e-07,1.8077713905441901e-07,1.1844377963199953e-07,8.3381016924615318e-08,6.4334691874857865e-08,8.8475012104454006e-08,6.2710806992103111e-08
5.42425,7.3316935206703654e-07,1.8078589615778978e-07,1.1844925022948558e-07,8.3386100419227067e-08,6.4334505119630981e-08,8.8481697305719427e-08,6.2708418490076656e-08
5.4245,7.331562815169667e-07,1.807938886394303e-07,1.1845524875644396e-07,8.339133546412541e-08,6.4334373777017523e-08,8.8488402787511248e-08,6.2705996347937091e-08
5.42475,7.3314274172911024e-07,1.8080114558818164e-07,1.1846178184304149e-07,8.3396738288099654e-08,6.4334295619807767e-08,8.8495129005546217e-08,6.2703531163966583e-08
5.425,7.3312889285616757e-07,1.8080754149469799e-07,1.1846882555335958e-07,8.3402315035764576e-08,6.4334268197912178e-08,8.8501869170499985e-08,6.2701030823768198e-08
5.42525,7.3311471577363927e-07,1.8081313066281971e-07,1.1847640250742426e-07,8.3408052352731431e-08,6.4334293475966001e-08,8.8508623662126155e-08,6.2698511698641269e-08
5.4255,7.3310004829241333e-07,1.8081809180444615e-07,1.1848457301797824e-07,8.3413934866496527e-08,6.4334371828572613e-08,8.8515406099958424e-08,6.2695956006943692e-08
5.42575,7.3308488332964048e-07,1.8082228422379386e-07,1.1849337864617847e-07,8.3419952133001801e-08,6.4334502484208826e-08,8.8522194290173562e-08,6.2693365141600607e-08
5.426,7.3306939557005282e-07,1.8082543180248575e-07,1.1850284004105165e-07,8.3426096611947343e-08,6.4334686947662737e-08,8.8528992518712173e-08,6.2690718069252313e-08
5.42625,7.3305358707811285e-07,1.8082749603477656e-07,1.1851297874325831e-07,8.3432368290767512e-08,6.4334921457871208e-08,8.8535798483844332e-08,6.2688040486442391e-08
5.4265,7.3303730392199633e-07,1.8082855882988818e-07,1.1852381343510198e-07,8.3438775067643642e-08,6.4335210328808602e-08,8.8542595028756571e-08,6.2685352625738034e-08
5.42675,7.3302056226919867e-07,1.8082859633460846e-07,1.1853533577133926e-07,8.3445325420216425e-08,6.4335548859307053e-08,8.8549373498580928e-08,6.2682644149066217e-08
5.427,7.3300351701160706e-07,1.8082752165171516e-07,1.1854758065562173e-07,8.3452018177698907e-08,6.4335946011812937e-08,8.8556134381606301e-08,6.2679902763898481e-08
5.42725,7.3298612812740909e-07,1.8082536526609173e-07,1.185605714477525e-07,8.3458860502309756e-08,6.4336414659220776e-08,8.8562867488868696e-08,6.2677138954160722e-08
5.4275,7.3296824884438282e-07,1.8082222963928222e-07,1.1857433679230305e-07,8.3465860372787971e-08,6.4336943920179702e-08,8.8569575136474079e-08,6.2674375664901071e-08
