Physical Time (s),ew_left Monitor (W)
5.0135,-1.839016742582331e-20
5.01375,-1.8566004676203926e-20
5.014,-1.8877609161623095e-20
5.01425,-1.9135906260652943e-20
5.0145,-1.9360982744193989e-20
5.01475,-1.9633077849604133e-20
5.015,-1.9919499939582753e-20
5.01525,-2.0285155713019008e-20
5.0155,-2.0754040996044691e-20
5.01575,-2.1218516904005207e-20
5.016,-2.1928407530392488e-20
5.01625,-2.258788270677963e-20
5.0165,-2.2224040612733277e-20
5.01675,-2.2693065629389761e-20
5.017,-2.3307820708638525e-20
5.01725,-2.3454630496282676e-20
5.0175,-2.3034326591750628e-20
5.01775,-2.2616084539967105e-20
5.018,-2.2473633792317367e-20
5.01825,-2.2263418806517482e-20
5.0185,-2.1741407434451472e-20
5.01875,-2.1269163905028741e-20
5.019,-2.1070488418107585e-20
5.01925,-2.088270989672949e-20
5.0195,-2.0320041604311679e-20
5.01975,-1.9900882986512701e-20
5.02,-1.9702952055334375e-20
5.02025,-1.9525398046096425e-20
5.0205,-1.939268679366597e-20
5.02075,-1.9194157491208705e-20
5.021,-1.9045079538342494e-20
5.02125,-1.9028883005330702e-20
5.0215,-1.9142073065166076e-20
5.02175,-1.9293234890217627e-20
5.022,-1.9401492268889414e-20
5.02225,-1.9576358074167445e-20
5.0225,-1.9935195969128011e-20
5.02275,-2.0385214444243923e-20
5.023,-2.0847970407941594e-20
5.02325,-2.1357752652646742e-20
5.0235,-2.1807964596611613e-20
5.02375,-2.2135870842517315e-20
5.024,-2.2423082614254225e-20
5.02425,-2.2662182605569252e-20
5.0245,-2.2430422648827574e-20
5.02475,-2.2472439198402003e-20
5.025,-2.264778370622727e-20
5.02525,-2.2795877928108628e-20
5.0255,-2.2903731177833216e-20
5.02575,-2.301986441872728e-20
5.026,-2.3115167547697894e-20
5.02625,-2.3212831779783651e-20
5.0265,-2.334992834415585e-20
5.02675,-2.347491262122487e-20
5.027,-2.3537864661411153e-20
5.02725,-2.3502186404696811e-20
5.0275,-2.3406993880630929e-20
5.02775,-2.3309693458304796e-20
5.028,-2.3183567853443106e-20
5.02825,-2.3013355877141979e-20
5.0285,-2.2905394016918785e-20
5.02875,-2.289613884318816e-20
5.029,-2.2900274261962395e-20
5.02925,-2.2936184362016616e-20
5.0295,-2.3061714682160023e-20
5.02975,-2.3220001920186512e-20
5.03,-2.3307964457940518e-20
5.03025,-2.3388615022987241e-20
5.0305,-2.3593057618778451e-20
5.03075,-2.3854254315029224e-20
5.031,-2.4007827864109753e-20
5.03125,-2.4152870577330792e-20
5.0315,-2.4438750064069378e-20
5.03175,-2.4757042761269948e-20
5.032,-2.4935457827743951e-20
5.03225,-2.5025286106578999e-20
5.0325,-2.5138657148159102e-20
5.03275,-2.5233331543083191e-20
5.033,-2.5209319437227595e-20
5.03325,-2.5093365977140657e-20
5.0335,-2.4993438058759921e-20
5.03375,-2.4926312599834921e-20
5.034,-2.4813416349599251e-20
5.03425,-2.4686516646368948e-20
5.0345,-2.4646049679274054e-20
5.03475,-2.4663636195905977e-20
5.035,-2.4624646415043902e-20
5.03525,-2.4577752775575486e-20
5.0355,-2.4634518587359153e-20
5.03575,-2.4742198519322085e-20
5.036,-2.4757415039602683e-20
5.03625,-2.4748078995389115e-20
5.0365,-2.4818743317464082e-20
5.03675,-2.4900189658293273e-20
5.037,-2.488211548751492e-20
5.03725,-2.4839341731207672e-20
5.0375,-2.4892095978846975e-20
5.03775,-2.4986909026428525e-20
5.038,-2.4987298771664466e-20
5.03825,-2.4932088354436989e-20
5.0385,-2.4932255462022445e-20
5.03875,-2.4965189372636091e-20
5.039,-2.4916703150361371e-20
5.03925,-2.4839399687455142e-20
5.0395,-2.4839507749172511e-20
5.03975,-2.4880894858365133e-20
5.04,-2.484953453331912e-20
5.04025,-2.4786867056683237e-20
5.0405,-2.4798989910034273e-20
5.04075,-2.4849779754450993e-20
5.041,-2.482034105542484e-20
5.04125,-2.4745047162883505e-20
5.0415,-2.4730993266697133e-20
5.04175,-2.474931857694809e-20
5.042,-2.4701155832057003e-20
5.04225,-2.4619311873100024e-20
5.0425,-2.4588382725655446e-20
5.04275,-2.4586867331201857e-20
5.043,-2.4528416967279435e-20
5.04325,-2.4426779721094951e-20
5.0435,-2.4353900148599838e-20
5.04375,-2.4307043793316267e-20
5.044,-2.422381642062203e-20
5.04425,-2.4111565842021043e-20
5.0445,-2.4033909546279951e-20
5.04475,-2.399122515759018e-20
5.045,-2.393081160557613e-20
5.04525,-2.3845582370076706e-20
5.0455,-2.3780103602416908e-20
5.04575,-2.3777444712475592e-20
5.046,-2.3786694011727514e-20
5.04625,-2.3759635217761387e-20
5.0465,-2.3706903256150565e-20
5.04675,-2.3667208993020813e-20
5.047,-2.3648417314037661e-20
5.04725,-2.3613121139227498e-20
5.0475,-2.3530916199257963e-20
5.04775,-2.346107936977791e-20
5.048,-2.3444738332237702e-20
5.04825,-2.3406090941014383e-20
5.0485,-2.3272660482030229e-20
5.04875,-2.3147365086252254e-20
5.049,-2.3105973776289467e-20
5.04925,-2.3054228786094899e-20
5.0495,-2.2887340933476565e-20
5.04975,-2.2712059309006106e-20
5.05,-2.2618708535475491e-20
5.05025,-2.2525484177121269e-20
5.0505,-2.2343636484611299e-20
5.05075,-2.2166305851955279e-20
5.051,-2.2080938919391685e-20
5.05125,-2.1989123794511078e-20
5.0515,-2.1794036793366233e-20
5.05175,-2.1586070203275602e-20
5.052,-2.1453766644867745e-20
5.05225,-2.1331540465620509e-20
5.0525,-2.1157102313355594e-20
5.05275,-2.0994183979995886e-20
5.053,-2.0881374068147283e-20
5.05325,-2.0755483206354109e-20
5.0535,-2.0579624032282434e-20
5.05375,-2.040395787393979e-20
5.054,-2.0258966785770529e-20
5.05425,-2.0134674928262568e-20
5.0545,-2.0021672681343097e-20
5.05475,-1.9912340324039468e-20
5.055,-1.9787227212760564e-20
5.05525,-1.966976910960671e-20
5.0555,-1.9597573528969246e-20
5.05575,-1.9508104859724712e-20
5.056,-1.944412696585968e-20
5.05625,-1.9356247772634248e-20
5.0565,-1.9266997276148614e-20
5.05675,-1.9240082767442178e-20
5.057,-1.9218394528503099e-20
5.05725,-1.9119325707318839e-20
5.0575,-1.9008560604988434e-20
5.05775,-1.8936684809138266e-20
5.058,-1.8944836447224473e-20
5.05825,-1.8949237852393332e-20
5.0585,-1.8846007111938311e-20
5.05875,-1.8719061772801864e-20
5.059,-1.8634699467018018e-20
5.05925,-1.8656684649550235e-20
5.0595,-1.8676728475533306e-20
5.05975,-1.8564207068683102e-20
5.06,-1.8410570800967413e-20
5.06025,-1.8297631280244532e-20
5.0605,-1.8299924223465278e-20
5.06075,-1.8317153474279241e-20
5.061,-1.8210211160102757e-20
5.06125,-1.8071178833377662e-20
5.0615,-1.7987575234745638e-20
5.06175,-1.8020801036272128e-20
5.062,-1.8053550070250795e-20
5.06225,-1.7944201634711098e-20
5.0625,-1.7798860815165861e-20
5.06275,-1.7708051964249962e-20
5.063,-1.7733154115062503e-20
5.06325,-1.7767742384673595e-20
5.0635,-1.7674123021838706e-20
5.06375,-1.7543612375734924e-20
5.064,-1.7454892115159391e-20
5.06425,-1.7466313453689339e-20
5.0645,-1.7485326333626732e-20
5.06475,-1.7385219213481676e-20
5.065,-1.7248669841928562e-20
5.06525,-1.7154775986128357e-20
5.0655,-1.7155240726634175e-20
5.06575,-1.7176681458591758e-20
5.066,-1.7099154798341588e-20
5.06625,-1.697631845115302e-20
5.0665,-1.6878092667770228e-20
5.06675,-1.6856754089674118e-20
5.067,-1.6825014049125479e-20
5.06725,-1.6756977320947468e-20
5.0675,-1.6702506759807563e-20
5.06775,-1.66348933818478e-20
5.068,-1.6553618301584082e-20
5.06825,-1.6469122035579701e-20
5.0685,-1.6409380111227664e-20
5.06875,-1.6346911299912429e-20
5.069,-1.6266585917575534e-20
5.06925,-1.6183098744196519e-20
5.0695,-1.6101504434050032e-20
5.06975,-1.6017465541417323e-20
5.07,-1.5928833426595053e-20
5.07025,-1.5836267760609485e-20
5.0705,-1.5739969457058873e-20
5.07075,-1.5647610000565168e-20
5.071,-1.5569620208919399e-20
5.07125,-1.5510263667439731e-20
5.0715,-1.5452095017681608e-20
5.07175,-1.5380898657457419e-20
5.072,-1.5303877167136556e-20
5.07225,-1.5245370524555092e-20
5.0725,-1.5187699223551449e-20
5.07275,-1.5127825610493364e-20
5.073,-1.5053491443219478e-20
5.07325,-1.5000153820737004e-20
5.0735,-1.4950183874279117e-20
5.07375,-1.4893633521743435e-20
5.074,-1.4812153404874957e-20
5.07425,-1.4754663771874277e-20
5.0745,-1.4706819369009308e-20
5.07475,-1.4646860250565492e-20
5.075,-1.4552186801153478e-20
5.07525,-1.4488766224235554e-20
5.0755,-1.4435428931609779e-20
5.07575,-1.4372018584498963e-20
5.076,-1.4268617960698018e-20
5.07625,-1.4197247275031513e-20
5.0765,-1.4141006973057725e-20
5.07675,-1.4072624784568514e-20
5.077,-1.3960579324832255e-20
5.07725,-1.3884013738168204e-20
5.0775,-1.3823614680093265e-20
5.07775,-1.375131539525845e-20
5.078,-1.3630778415049835e-20
5.07825,-1.3544491422895287e-20
5.0785,-1.3477981086302678e-20
5.07875,-1.3372154409524763e-20
5.079,-1.3288989604895507e-20
5.07925,-1.3217069844545898e-20
5.0795,-1.3107891044420232e-20
5.07975,-1.3021901271439676e-20
5.08,-1.2947630255410931e-20
5.08025,-1.2836284976290952e-20
5.0805,-1.2745428659305978e-20
5.08075,-1.2665838412008879e-20
5.081,-1.2557629456010274e-20
5.08125,-1.2468739080586971e-20
5.0815,-1.2389709568315783e-20
5.08175,-1.228513232061112e-20
5.082,-1.2195981549199481e-20
5.08225,-1.2115588516227215e-20
5.0825,-1.2015495968864045e-20
5.08275,-1.1928820341882266e-20
5.083,-1.185054403159832e-20
5.08325,-1.1759080436315706e-20
5.0835,-1.1679922179181479e-20
5.08375,-1.1608835490071798e-20
5.084,-1.1539174493029692e-20
5.08425,-1.1461915118319365e-20
5.0845,-1.1392105195073099e-20
5.08475,-1.1326866192533246e-20
5.085,-1.1265189483584179e-20
5.08525,-1.1200462566828001e-20
5.0855,-1.1141866268139123e-20
5.08575,-1.1085180359142516e-20
5.086,-1.1029947972411206e-20
5.08625,-1.097762154583306e-20
5.0865,-1.0929833206838543e-20
5.08675,-1.08829420664743e-20
5.087,-1.0835724913243092e-20
5.08725,-1.0790511003606292e-20
5.0875,-1.0745761922837309e-20
5.08775,-1.0697264977308107e-20
5.088,-1.065160735428905e-20
5.08825,-1.0613141347664525e-20
5.0885,-1.057605115031651e-20
5.08875,-1.0535392669106057e-20
5.089,-1.0495294736051996e-20
5.08925,-1.0461282121058169e-20
5.0895,-1.0426242697475542e-20
5.08975,-1.0385165158025444e-20
5.09,-1.0345682787608455e-20
5.09025,-1.0315240744684815e-20
5.0905,-1.0281238536276413e-20
5.09075,-1.0239641040738989e-20
5.091,-1.0199303367771083e-20
5.09125,-1.0168774716217619e-20
5.0915,-1.0132427857086017e-20
5.09175,-1.008939891948993e-20
5.092,-1.0045906171383034e-20
5.09225,-1.0014050616150082e-20
5.0925,-9.9779735770673504e-21
5.09275,-9.9363279096292209e-21
5.093,-9.8972102835148823e-21
5.09325,-9.8742206337607925e-21
5.0935,-9.8466347575165148e-21
5.09375,-9.8134923724491735e-21
5.094,-9.7835078621480293e-21
5.09425,-9.770536838604231e-21
5.0945,-9.7545069283442911e-21
5.09475,-9.732553117077099e-21
5.095,-9.7117339293941262e-21
5.09525,-9.7028623581632625e-21
5.0955,-9.6954880962087723e-21
5.09575,-9.6852559580956921e-21
5.096,-9.6763227872684179e-21
5.09625,-9.6756184711691522e-21
5.0965,-9.6819506344894288e-21
5.09675,-9.6862684243775005e-21
5.097,-9.6894771649760503e-21
5.09725,-9.6931422040459739e-21
5.0975,-9.7118101828776711e-21
5.09775,-9.7343323918485196e-21
5.098,-9.7508690104744688e-21
5.09825,-9.7770950331720834e-21
5.0985,-9.806273956775149e-21
5.09875,-9.8217385871973615e-21
5.099,-9.8511817090898188e-21
5.09925,-9.8892677008139155e-21
5.0995,-9.9157313861371458e-21
5.09975,-9.9540707150543153e-21
5.1,-9.9927848494074657e-21
5.10025,-1.0013988189396385e-20
5.1005,-1.0056710721827349e-20
5.10075,-1.0099380814618593e-20
5.101,-1.0117292745457153e-20
5.10125,-1.0147101257264151e-20
5.1015,-1.0186682755595876e-20
5.10175,-1.0224370961518954e-20
5.102,-1.0248106527053018e-20
5.10225,-1.029985801795388e-20
5.1025,-1.0358222450763766e-20
5.10275,-1.0401828805438471e-20
5.103,-1.0420624692073903e-20
5.10325,-1.0462932542982795e-20
5.1035,-1.0509831375747327e-20
5.10375,-1.0533936741855397e-20
5.104,-1.0572950325836804e-20
5.10425,-1.0613823991110235e-20
5.1045,-1.0634992521936864e-20
5.10475,-1.0674503899447464e-20
5.105,-1.0717194442463426e-20
5.10525,-1.0744623820097411e-20
5.1055,-1.0785143499860147e-20
5.10575,-1.0826821311793448e-20
5.106,-1.0851245607277094e-20
5.10625,-1.0886484199535567e-20
5.1065,-1.0922755076360446e-20
5.10675,-1.0943148070002839e-20
5.107,-1.0974466441261854e-20
5.10725,-1.1008015198513912e-20
5.1075,-1.1029447693531543e-20
5.10775,-1.1061195554639412e-20
5.108,-1.1091659547812652e-20
5.10825,-1.1111140158492811e-20
5.1085,-1.1132125676787713e-20
5.10875,-1.1153395564961509e-20
5.109,-1.1169210748097584e-20
5.10925,-1.1191932530461374e-20
5.1095,-1.1216994867551978e-20
5.10975,-1.1240176880577858e-20
5.11,-1.1260340611446522e-20
5.11025,-1.1283380572022917e-20
5.1105,-1.1319862242862219e-20
5.11075,-1.1350962315725607e-20
5.111,-1.1375491542191556e-20
5.11125,-1.1400801453979908e-20
5.1115,-1.1427032330333564e-20
5.11175,-1.1465693415022168e-20
5.112,-1.1493032805933379e-20
5.11225,-1.1514953162160146e-20
5.1125,-1.1541542485025836e-20
5.11275,-1.1576021411953848e-20
5.113,-1.1622443158966383e-20
5.11325,-1.1652764444780202e-20
5.1135,-1.1681243092348712e-20
5.11375,-1.1718229521861299e-20
5.114,-1.1759935150146578e-20
5.11425,-1.1816374202022169e-20
5.1145,-1.1859142797798325e-20
5.11475,-1.1895381997179867e-20
5.115,-1.1941666803179971e-20
5.11525,-1.2005757943556759e-20
5.1155,-1.2080510583984942e-20
5.11575,-1.2138821755559055e-20
5.116,-1.2194070032819338e-20
5.11625,-1.2260549817380853e-20
5.1165,-1.233845736820104e-20
5.11675,-1.2423107460893396e-20
5.117,-1.2492590699221541e-20
5.11725,-1.255577958108832e-20
5.1175,-1.2625952646935939e-20
5.11775,-1.2710507870179388e-20
5.118,-1.2800306552083652e-20
5.11825,-1.2869355278290201e-20
5.1185,-1.2932335342840423e-20
5.11875,-1.300401911296009e-20
5.119,-1.3083954340067752e-20
5.11925,-1.3164009969640614e-20
5.1195,-1.3223437394205492e-20
5.11975,-1.327618072222393e-20
5.12,-1.3334333350504999e-20
5.12025,-1.3400157675054677e-20
5.1205,-1.3463459419663888e-20
5.12075,-1.350647052996114e-20
5.121,-1.3540377367896603e-20
5.12125,-1.3575777124369844e-20
5.1215,-1.3617224652506035e-20
5.12175,-1.3657534004809811e-20
5.122,-1.3676749101689612e-20
5.12225,-1.3688446904940708e-20
5.1225,-1.3694219964068296e-20
5.12275,-1.3702702794860744e-20
5.123,-1.3705780577840426e-20
5.12325,-1.3696998763641186e-20
5.1235,-1.3681626466212591e-20
5.12375,-1.3665982621238339e-20
5.124,-1.3651932388347507e-20
5.12425,-1.3637681308048845e-20
5.1245,-1.3618919495641777e-20
5.12475,-1.3597953827007944e-20
5.125,-1.3577553674077698e-20
5.12525,-1.3558025483595303e-20
5.1255,-1.35382585582047e-20
5.12575,-1.3515238756527309e-20
5.126,-1.3491003379000185e-20
5.12625,-1.3465539635802781e-20
5.1265,-1.3440709988926221e-20
5.12675,-1.3417665560117203e-20
5.127,-1.3395048644274556e-20
5.12725,-1.3371691000359793e-20
5.1275,-1.3346908838237152e-20
5.12775,-1.3324193849325478e-20
5.128,-1.330128994617925e-20
5.12825,-1.3279525506126339e-20
5.1285,-1.3258642719682615e-20
5.12875,-1.3243054317551583e-20
5.129,-1.3228450551355728e-20
5.12925,-1.3216270464823946e-20
5.1295,-1.3208518165439987e-20
5.12975,-1.3207215451703121e-20
5.13,-1.3207431887300736e-20
5.13025,-1.320185967268679e-20
5.1305,-1.3203367020836169e-20
5.13075,-1.3209829938503736e-20
5.131,-1.3214816417643615e-20
5.13125,-1.3217621334597655e-20
5.1315,-1.3225400320069449e-20
5.13175,-1.3243383116352347e-20
5.132,-1.3257645805055414e-20
5.13225,-1.3270851659098158e-20
5.1325,-1.3295595442641233e-20
5.13275,-1.3331497653086053e-20
5.133,-1.33582180997461e-20
5.13325,-1.3382845027645162e-20
5.1335,-1.3420133864494706e-20
5.13375,-1.3470816491337541e-20
5.134,-1.3507962686992861e-20
5.13425,-1.3541634457426434e-20
5.1345,-1.3591086101449701e-20
5.13475,-1.3651118280271147e-20
5.135,-1.369553169058135e-20
5.13525,-1.3737111011945546e-20
5.1355,-1.3794900279351134e-20
5.13575,-1.3865460219771399e-20
5.136,-1.3916995989729296e-20
5.13625,-1.3963239194396293e-20
5.1365,-1.4028053633580176e-20
5.13675,-1.4103747507338448e-20
5.137,-1.4156776748267323e-20
5.13725,-1.4205826284415568e-20
5.1375,-1.4271362594486305e-20
5.13775,-1.4344410874487554e-20
5.138,-1.4399121639688193e-20
5.13825,-1.4452807999579661e-20
5.1385,-1.4519669061450486e-20
5.13875,-1.4594463303821543e-20
5.139,-1.4651235858184684e-20
5.13925,-1.4706785697966666e-20
5.1395,-1.4775482086053661e-20
5.13975,-1.4852219122551756e-20
5.14,-1.4912773262239214e-20
5.14025,-1.4974939545758992e-20
5.1405,-1.5045133070070048e-20
5.14075,-1.5120983404105503e-20
5.141,-1.5186480679664315e-20
5.14125,-1.525584115880532e-20
5.1415,-1.5330011201531986e-20
5.14175,-1.5409658011220625e-20
5.142,-1.5484972036098604e-20
5.14225,-1.5566035010939754e-20
5.1425,-1.5646997092752726e-20
5.14275,-1.5732441816207102e-20
5.143,-1.5817271247144683e-20
5.14325,-1.5907322132071004e-20
5.1435,-1.5991990016758545e-20
5.14375,-1.6078025576051036e-20
5.144,-1.6167389078979264e-20
5.14425,-1.6260776962654454e-20
5.1445,-1.6350837721250233e-20
5.14475,-1.6443214740466633e-20
5.145,-1.6539772916921403e-20
5.14525,-1.6639529419712727e-20
5.1455,-1.6727411734095896e-20
5.14575,-1.6816771772353474e-20
5.146,-1.6916116113779075e-20
5.14625,-1.7019261213462625e-20
5.1465,-1.7107275099799092e-20
5.14675,-1.7192852694483987e-20
5.147,-1.7294539185665034e-20
5.14725,-1.7406808183483683e-20
5.1475,-1.7506558635977191e-20
5.14775,-1.7608122221149374e-20
5.148,-1.7725737388526518e-20
5.14825,-1.7852011800663386e-20
5.1485,-1.7960979770269384e-20
5.14875,-1.8074337410819481e-20
5.149,-1.8201960471936871e-20
5.14925,-1.8334674100333383e-20
5.1495,-1.845530941636885e-20
5.14975,-1.8573668020234071e-20
5.15,-1.8703097333581574e-20
5.15025,-1.8837141138452237e-20
5.1505,-1.8958412271654948e-20
5.15075,-1.9074758865506969e-20
5.151,-1.9198588791253638e-20
5.15125,-1.9326490879231922e-20
5.1515,-1.9435061763220522e-20
5.15175,-1.9537688004113084e-20
5.152,-1.9650428883624792e-20
5.15225,-1.9769588652601856e-20
5.1525,-1.9871774198211392e-20
5.15275,-1.9967385257596903e-20
5.153,-2.006944133919581e-20
5.15325,-2.0174032147789492e-20
5.1535,-2.0259727004552638e-20
5.15375,-2.0341943568556554e-20
5.154,-2.0431447288836775e-20
5.15425,-2.0522348526387149e-20
5.1545,-2.0599970484402893e-20
5.15475,-2.0672868906187954e-20
5.155,-2.0751947036796729e-20
5.15525,-2.0831789060830822e-20
5.1555,-2.0902099990685323e-20
5.15575,-2.0966996945194751e-20
5.156,-2.1039875701144362e-20
5.15625,-2.1114368746380793e-20
5.1565,-2.1180288444889775e-20
5.15675,-2.1240668366981057e-20
5.157,-2.1304717272140003e-20
5.15725,-2.1370387678276785e-20
5.1575,-2.1428556669179212e-20
5.15775,-2.1484624949771797e-20
5.158,-2.154224690211888e-20
5.15825,-2.1600256284242843e-20
5.1585,-2.1649842725430048e-20
5.15875,-2.1695117577978229e-20
5.159,-2.1745872059699687e-20
5.15925,-2.1796167068509317e-20
5.1595,-2.183655537087951e-20
5.15975,-2.1870391267469165e-20
5.16,-2.1906095222830517e-20
5.16025,-2.1944139916353206e-20
5.1605,-2.1969406991679648e-20
5.16075,-2.1986783215025074e-20
5.161,-2.2010800893076644e-20
5.16125,-2.2036535373616916e-20
5.1615,-2.2047647737726568e-20
5.16175,-2.2047302975232027e-20
5.162,-2.2055592831231538e-20
5.16225,-2.2067650671443151e-20
5.1625,-2.2060442129132293e-20
5.16275,-2.2038455542754865e-20
5.163,-2.2029344857249734e-20
5.16325,-2.2022697336102774e-20
5.1635,-2.1991816966248685e-20
5.16375,-2.1957658289626701e-20
5.164,-2.1936514111525006e-20
5.16425,-2.192381505506482e-20
5.1645,-2.1886593603562442e-20
5.16475,-2.1844152472005859e-20
5.165,-2.1823592398575827e-20
5.16525,-2.1810829445702718e-20
5.1655,-2.1774653358806907e-20
5.16575,-2.1723648181717226e-20
5.166,-2.1692809824818642e-20
5.16625,-2.167384352433143e-20
5.1665,-2.1627512400914742e-20
5.16675,-2.157529048018653e-20
5.167,-2.1549186872603306e-20
5.16725,-2.1536400671057177e-20
5.1675,-2.1492331923427059e-20
5.16775,-2.144546507235815e-20
5.168,-2.1427421843280958e-20
5.16825,-2.1427274232719473e-20
5.1685,-2.1399315712338335e-20
5.16875,-2.1360974967695886e-20
5.169,-2.1354003936260039e-20
5.16925,-2.1367157732100274e-20
5.1695,-2.1348582739992811e-20
5.16975,-2.1318411638287363e-20
5.17,-2.1320256196764628e-20
5.17025,-2.1336485702751385e-20
5.1705,-2.1317392001579465e-20
5.17075,-2.1287304846811193e-20
5.171,-2.1286492063971438e-20
5.17125,-2.1303518629855741e-20
5.1715,-2.1280767536318857e-20
5.17175,-2.1243373700571971e-20
5.172,-2.1239159196171091e-20
5.17225,-2.1254273909577153e-20
5.1725,-2.1228312873905287e-20
5.17275,-2.1186874530754738e-20
5.173,-2.1178296990111011e-20
5.17325,-2.1187598310392199e-20
5.1735,-2.1146033993754883e-20
5.17375,-2.1090089733540003e-20
5.174,-2.1073155198799524e-20
5.17425,-2.1071436708192709e-20
5.1745,-2.1021803185019796e-20
5.17475,-2.0953805415993871e-20
5.175,-2.0925514952916088e-20
5.17525,-2.0917957140432712e-20
5.1755,-2.0855823713532345e-20
5.17575,-2.0780556845524385e-20
5.176,-2.0750975283363669e-20
5.17625,-2.0740979467394495e-20
5.1765,-2.070799119185676e-20
5.17675,-2.0613665629647069e-20
5.177,-2.0517673961869047e-20
5.17725,-2.0480770296774944e-20
5.1775,-2.046365993542511e-20
5.17775,-2.0424514551197955e-20
5.178,-2.032493983055102e-20
5.17825,-2.0225557002647955e-20
5.1785,-2.0182130111300045e-20
5.17875,-2.0156556361521566e-20
5.179,-2.0109136115740635e-20
5.17925,-1.9996962825427999e-20
5.1795,-1.9888583872331842e-20
5.17975,-1.9845167708517446e-20
5.18,-1.9821440003731228e-20
5.18025,-1.97719183333428e-20
5.1805,-1.9661735076104987e-20
5.18075,-1.9552802043805576e-20
5.181,-1.9502672779080379e-20
5.18125,-1.9471733063177499e-20
5.1815,-1.9417084240786164e-20
5.18175,-1.9312482079667019e-20
5.182,-1.9215511793378261e-20
5.18225,-1.9175176727233016e-20
5.1825,-1.914585036991542e-20
5.18275,-1.9094411245597635e-20
5.183,-1.9010700531461238e-20
5.18325,-1.8936413167430056e-20
5.1835,-1.8911115423889414e-20
5.18375,-1.8893505441588317e-20
5.184,-1.8864045897761519e-20
5.18425,-1.8809643899995672e-20
5.1845,-1.8760527563801895e-20
5.18475,-1.8749559004720452e-20
5.185,-1.8748923348623388e-20
5.18525,-1.8745148731018825e-20
5.1855,-1.8726565909433074e-20
5.18575,-1.8711465802728094e-20
5.186,-1.8717299622570229e-20
5.18625,-1.8733234217750645e-20
5.1865,-1.8748730413822571e-20
5.18675,-1.875812556686629e-20
5.187,-1.8772526698971065e-20
5.18725,-1.8796597515155907e-20
5.1875,-1.8824370064496414e-20
5.18775,-1.8850657507878287e-20
5.188,-1.8873391603928197e-20
5.18825,-1.8897306478494026e-20
5.1885,-1.8925161776694347e-20
5.18875,-1.8952669550669529e-20
5.189,-1.8978353842910428e-20
5.18925,-1.9003819326805693e-20
5.1895,-1.9029735272301227e-20
5.18975,-1.9056360421205435e-20
5.19,-1.9083507466967633e-20
5.19025,-1.9111277282876107e-20
5.1905,-1.9136279792253781e-20
5.19075,-1.9160779496549168e-20
5.191,-1.9187547275161599e-20
5.19125,-1.9214641913025362e-20
5.1915,-1.9240661826927016e-20
5.19175,-1.9265036544294909e-20
5.192,-1.929109289574312e-20
5.19225,-1.9322025831680714e-20
5.1925,-1.9353850677580214e-20
5.19275,-1.9381028906040209e-20
5.193,-1.9404490945978088e-20
5.19325,-1.9432818604057716e-20
5.1935,-1.9466547307479802e-20
5.19375,-1.9502898939939165e-20
5.194,-1.9531322230142177e-20
5.19425,-1.9554998957353993e-20
5.1945,-1.9584250881186377e-20
5.19475,-1.9620394231798732e-20
5.195,-1.9659485315188895e-20
5.19525,-1.9695031065538635e-20
5.1955,-1.9726299629884697e-20
5.19575,-1.9763052242121502e-20
5.196,-1.9806665523174626e-20
5.19625,-1.984949596339189e-20
5.1965,-1.988558660277953e-20
5.19675,-1.9917248058233971e-20
5.197,-1.9954698309537497e-20
5.19725,-1.9995869908094504e-20
5.1975,-2.0031353049865178e-20
5.19775,-2.005944180462824e-20
5.198,-2.0086305575428378e-20
5.19825,-2.0121677680000515e-20
5.1985,-2.0160585092037485e-20
5.19875,-2.0187125735095816e-20
5.199,-2.0202229337659083e-20
5.19925,-2.0217653370965356e-20
5.1995,-2.0240937104887478e-20
5.19975,-2.0260605617890897e-20
5.2,-2.0271082390118976e-20
5.20025,-2.0281053159322402e-20
5.2005,-2.0295186169244079e-20
5.20075,-2.030238351577515e-20
5.201,-2.0302093358221042e-20
5.20125,-2.0306616516535542e-20
5.2015,-2.0316456767832292e-20
5.20175,-2.0316137756864798e-20
5.202,-2.0308845742886847e-20
5.20225,-2.0307038306748274e-20
5.2025,-2.0310083425217442e-20
5.20275,-2.0304070858264628e-20
5.203,-2.029269423967643e-20
5.20325,-2.0289225267952775e-20
5.2035,-2.0291879714381051e-20
5.20375,-2.0282578768934759e-20
5.204,-2.0267541700938597e-20
5.20425,-2.0260484775691971e-20
5.2045,-2.0259027291390239e-20
5.20475,-2.0245997975848352e-20
5.205,-2.0224780066358465e-20
5.20525,-2.0214473888013761e-20
5.2055,-2.0211957484361961e-20
5.20575,-2.0197397461525614e-20
5.206,-2.0175931806791219e-20
5.20625,-2.0163067426653836e-20
5.2065,-2.0153925629725705e-20
5.20675,-2.0124916230359005e-20
5.207,-2.0086883656004905e-20
5.20725,-2.0057350912394284e-20
5.2075,-2.0031222022010383e-20
5.20775,-1.9991812680362114e-20
5.208,-1.9945003748209542e-20
5.20825,-1.9908586633084554e-20
5.2085,-1.9869696760363844e-20
5.20875,-1.9817486635508606e-20
5.209,-1.9766769733137317e-20
5.20925,-1.9728560437108118e-20
5.2095,-1.9691222682491519e-20
5.20975,-1.9645691495962946e-20
5.21,-1.9602496283203829e-20
5.21025,-1.9566217739528994e-20
5.2105,-1.952490616017159e-20
5.21075,-1.9475792197574922e-20
5.211,-1.9432196349099554e-20
