Physical Time (s),xth_top Monitor (W): top_cv1,xth_top Monitor (W): top_cv2,xth_top Monitor (W): top_cv3,xth_top Monitor (W): top_cv4,xth_top Monitor (W): top_cv5,xth_top Monitor (W): top_cv6,xth_top Monitor (W): top_cv7
6.124,-4.1041757106885605e-20,1.6266804333041565e-19,-1.778832806203578e-19,-2.5156061952159667e-20,-1.25740111720494e-19,-5.2075717066807001e-19,6.8389505629788994e-19
6.12425,1.0839773007574944e-20,-2.1369886924528097e-19,-5.1348700762863597e-20,2.0089930683201877e-19,-8.1435759683091348e-20,6.6226981099184411e-21,9.6339243895724849e-19
6.1245,-4.2358216546174681e-19,-1.2997752568883831e-20,1.5510438278806181e-20,1.6391314165400666e-19,8.4480102201606095e-20,-5.3297801474807233e-19,1.1750023030675688e-19
6.12475,3.5101483558926405e-19,-5.2902972099939952e-20,-1.4769614744728707e-19,-9.2420584644574899e-20,-1.9504315323058432e-20,-1.8161465854475309e-20,-2.8994826386868613e-19
6.125,1.9510274638011324e-18,-1.7604228371815153e-19,-1.7713161210058331e-19,-3.6525164172375159e-20,-1.1168121444195221e-19,2.0004784212540336e-19,-3.9737932676060397e-20
6.12525,-6.7870273973506717e-19,-1.4026794068948982e-19,-1.4348300073418158e-20,-1.4584268771542384e-19,3.2045552115271286e-19,-2.003664088842146e-19,4.1073746215620719e-19
6.1255,-1.4554677402209783e-18,3.4408055167748653e-21,1.4370116072176285e-19,2.2119476018768704e-19,8.1611592181365447e-20,6.4623406977715746e-20,-2.4512123866841018e-20
6.12575,-2.3948092889801491e-19,1.3711915064890111e-19,5.9190303659685518e-20,1.4367943387209247e-19,-1.9700448466162397e-19,-3.0272690564867743e-19,2.2600198805309065e-19
6.126,-5.1049166564965284e-19,-1.8985583367245351e-19,-1.5160430701339793e-21,-1.2048327524557054e-19,-5.0889724202912359e-20,-2.0313288685883894e-19,2.4769727136930889e-20
6.12625,-2.0471208456810004e-18,-3.8667008365596052e-20,-1.0787730236128893e-19,1.2150376166053753e-21,1.2609775717909549e-19,3.3990373024221448e-19,1.9911597878632275e-19
6.1265,-6.9470822207170119e-19,-2.1281749818530396e-19,-2.2690566037836729e-19,-1.6976398246174411e-19,-1.2782413045052573e-19,-6.4173916116583914e-19,8.1597965293455435e-19
6.12675,2.707435393917505e-19,-2.108288038469368e-20,-1.6089694849208706e-19,-1.0471168816711916e-19,3.6318106601400382e-20,-1.5634896451362999e-19,3.3945551883471949e-19
6.127,-1.877627527471781e-18,3.1872998201710805e-19,1.3374353110849208e-20,-1.5829998825720683e-19,8.6264879405092673e-21,-3.783308621646848e-19,-2.1914105583844168e-19
6.12725,-4.646552293652091e-19,-1.0081108165726711e-19,1.4848640955804623e-19,-3.0285539480872158e-20,-2.6737689331576053e-20,1.3368400340773124e-19,-2.7660491256960111e-19
6.1275,4.5548199005126676e-19,-1.8294067100373143e-19,5.9160439594043669e-20,1.2884594897700055e-19,5.2812723334244063e-20,-2.8634418328650658e-19,-1.0233067591931138e-19
6.12775,-1.2674195229580059e-18,-7.2769881644180813e-22,-1.9280445253866018e-20,6.8613040889628816e-20,-4.2062835137564605e-20,-6.3428123300228159e-20,4.9182501244527416e-19
6.128,6.0306969628686515e-20,6.6256743516815442e-20,-6.944984618411546e-20,1.5834465578517406e-19,-8.9029553582005015e-20,3.615139381254875e-20,2.0765649781730663e-19
6.12825,-2.8820722095077548e-19,-2.0738573715324189e-19,1.4202258235068494e-19,5.2345512513735181e-20,6.6571352378280562e-20,1.5809246691475658e-19,-1.2572054986023575e-19
6.1285,-2.7522205411436838e-19,2.958654796395098e-19,4.5341629744111337e-20,-9.1399578819613527e-20,1.1231946344133442e-19,-1.6947451869909404e-19,1.1214916447885596e-19
6.12875,-4.1308505105232534e-19,-1.7233953213583116e-20,1.4966168817945146e-19,-4.2472316672004679e-20,1.1503835997066793e-19,5.7165457369705803e-19,-2.3032168412210275e-19
6.129,-1.5096049201268916e-19,-8.5002321564169097e-20,4.9030065086557864e-20,-2.9893893034169532e-20,3.4049202132360976e-20,-3.4584142825537908e-19,-2.7131053696889472e-19
6.12925,-6.5552784440968496e-19,-1.4742965841452772e-20,6.2638574701765005e-20,1.1933492872763078e-19,-2.2725343544126755e-20,-1.2039803715422581e-19,5.0730427283127157e-19
6.1295,1.0417573353782415e-18,-9.0355082628137261e-21,2.1087293386557728e-21,-2.4675832773699861e-20,2.962685488614348e-19,-2.0080473514069505e-19,2.9684105524637045e-20
6.12975,-1.0810134192638157e-18,-1.0334316656276093e-20,-1.7453886480063043e-19,-1.0473240261649619e-19,-1.000596143700883e-19,4.7461225841400789e-19,1.1821476444324511e-20
6.13,8.8468900930618514e-19,2.7840456500353226e-19,1.7343487453893338e-19,5.0179555851752585e-20,5.2060343274563815e-20,-2.079442969209781e-19,2.9392742331754089e-19
6.13025,3.9065042152026968e-19,2.3742354213205375e-19,-1.6939134998226965e-19,1.72113255648848e-20,-1.2082705987356231e-19,7.1445412619544897e-20,4.3020551317559966e-19
6.1305,-1.002764441233547e-18,2.652949742429394e-19,-9.9334541056615689e-20,2.4171623455010766e-20,-4.0195317165902773e-20,-3.0954357092980493e-19,-1.1307135419481091e-19
6.13075,-6.2853666801669138e-19,4.2109475916660214e-20,2.7169034487709673e-19,-1.8077854507303565e-19,1.255615642215359e-19,-3.9899448639410877e-19,-5.9037300588235906e-20
6.131,-2.0681093308029265e-20,-8.6076882642972617e-20,-9.1885103472426197e-20,3.4690713068923822e-20,-9.719180759430057e-20,-6.9417459107056832e-19,-3.8523729212553855e-19
6.13125,-8.7665719259351398e-19,2.6691041313962801e-19,2.0173960548581913e-19,-3.098422139560104e-20,-4.0298169147427533e-20,-1.0917853156957124e-19,7.1918589638817137e-20
6.1315,8.6344400963916079e-19,2.2218104526217262e-19,-6.3084716731254205e-20,1.0086558841938986e-19,3.3412882556366094e-20,-9.6193083299497316e-21,2.6451322199928924e-19
6.13175,-2.8915115754836041e-19,-2.7107105841317971e-19,8.6563459524403561e-20,-3.600774843971013e-20,-9.9211089076582304e-20,-4.5550398673656592e-19,1.335555477916291e-18
6.132,-5.8876709750210647e-19,-1.5914357605863473e-19,7.2330518900713501e-20,2.0919318587376916e-19,-1.2148841394999264e-19,-3.0655249384583603e-19,-3.0137297003783367e-19
6.13225,2.366410874424887e-19,2.2357020514264821e-19,2.3340791598889506e-20,-4.5453215447662305e-20,7.8686022237050098e-20,-3.3814110571594615e-19,3.2547688767695849e-19
6.1325,-2.4515704749434397e-19,2.6203500403470765e-20,2.654898545605973e-20,-1.6713111992246109e-19,2.8804477313625936e-20,2.8365583703918336e-19,-1.5460460536184155e-19
6.13275,1.1725739568842651e-18,5.3963755128503311e-20,-1.9454323734174985e-19,2.6297172085491257e-20,-2.3492344333467763e-21,-9.2643189706717769e-20,-3.2150182501311656e-19
6.133,-1.1628363758831635e-18,3.9504425883946921e-21,2.0736684043364831e-21,3.2424800110187589e-20,5.6982040358074261e-20,-3.8523751109105756e-19,-8.7353581610028486e-19
6.13325,1.5672869930217529e-18,-3.8216496114524487e-20,1.4703881167427804e-19,-1.5415317266255423e-20,-1.2010794564102626e-20,4.5050222514443799e-19,-7.5398483896510026e-19
6.1335,-1.9749540104763517e-19,1.2258640406413699e-19,2.9327221048168273e-19,-1.842872066812111e-19,1.3340419509941059e-19,2.3384824840639288e-19,-4.8698847544920102e-19
6.13375,1.4783969519997026e-18,1.8173824156729746e-19,-1.5717456388999811e-19,2.0770172111457769e-19,3.2175461865448124e-20,3.4370736575437119e-19,2.0106901472518359e-19
6.134,-7.3100404326798688e-19,-2.1541081959845238e-19,-8.4971946209328842e-20,6.6296714946675748e-21,-1.9515861961511253e-20,4.8588854537327994e-19,-4.0462585216324671e-19
6.13425,-3.4083954288416806e-19,-4.4207944621745727e-20,7.7637906965617918e-20,-5.5959502764247972e-20,-2.4341621730118604e-19,-4.1385696927332445e-19,-1.2056654950703392e-19
6.1345,-1.3102859048632356e-18,-3.027728452007518e-19,-1.5367400519254162e-19,4.7774243198437064e-20,-4.9183027228800433e-20,-2.781518219149151e-20,2.459303406416521e-19
6.13475,-9.9630214464671004e-19,5.7146833384174867e-20,1.713177085512439e-19,-9.1054682331465526e-20,-2.7569206848336886e-20,2.4022838880995279e-19,-1.4682966163104237e-19
6.135,1.1705276135885682e-19,9.7971530533006397e-20,-5.192275290439131e-20,-4.4622592829170459e-20,-3.813818537017655e-20,5.1119195860606087e-19,-3.0960786834370804e-19
6.13525,-1.5514711438989732e-18,-4.7818628522371017e-20,2.6965183306292847e-20,8.6296967209103944e-20,-4.3535126601719781e-21,-3.3373025969389977e-19,-1.5010396932166946e-19
6.1355,-1.1561365517656955e-18,-6.6023303484985572e-20,-5.4892759372400051e-20,4.6204773132509238e-20,4.2582403752893684e-20,-3.5841692076651936e-20,-5.6176714631139391e-19
6.13575,7.6130236138442982e-19,1.0153087097062136e-19,-2.3307152810233205e-19,-1.3521651500536578e-19,1.2982184755544127e-19,5.1738591239986418e-20,1.6210095832177623e-21
6.136,-1.2771714528364294e-18,7.306022099480885e-20,-1.5375305738972174e-19,7.9874672184303092e-20,1.9161007107582032e-20,-1.6952705955606398e-19,5.230993715263304e-19
6.13625,5.4770590087443191e-19,2.4395125327667891e-19,1.2316554520329691e-19,-1.0136619720693918e-19,-3.0566978311863934e-20,-4.9498358661643227e-19,-2.1688694350940178e-19
6.1365,-1.5747069177056957e-19,-9.172288008428325e-20,-7.0538725640317224e-21,-1.8953466506660811e-21,8.939735523859573e-20,3.7707783422770396e-19,-5.0110877419643967e-19
6.13675,-3.1373808945567037e-19,6.9548298541890572e-20,-4.4290830709782756e-20,-4.0171664089976004e-21,-1.0537197250606841e-19,3.5505175320002091e-19,4.3527035219969262e-19
6.137,4.0815100744552606e-19,-1.4666438887056262e-19,8.6791477081219957e-20,-9.0947806520225045e-20,-1.1077953444193893e-19,-2.8525103166148375e-19,-4.324832493399529e-19
6.13725,-4.448984022153109e-19,-1.9065161770194414e-19,-1.3344734447661528e-19,3.694113043632808e-20,-1.1841717813172287e-19,1.7257836912220504e-19,-3.0394248578852671e-20
6.1375,4.7693366771809365e-19,-1.2355959896224902e-20,-1.4826590773847506e-19,-6.3141040608067912e-20,-1.4846213018975893e-19,-2.5680111254696946e-19,5.1696912398052456e-19
6.13775,-3.4394897914467198e-19,2.4183396810130015e-20,-1.8753523345372523e-19,-9.8393884847756928e-20,6.1600272954405905e-20,-3.2876199363852132e-19,4.6557833267380209e-19
6.138,-1.7945970083832553e-18,2.1013817993270355e-19,-3.9572766998963349e-20,1.2736080382151107e-19,-5.9010492164027826e-21,3.4019093275847654e-19,-1.5438744359885157e-19
6.13825,5.4849033649563469e-19,1.798226272824886e-19,-1.4470209979682073e-19,2.2015659252321793e-20,-1.3519993012133959e-19,-3.2579761363623742e-20,-6.4133243244289418e-19
6.1385,-6.0887333859708695e-19,-5.4435568051229299e-21,-1.397136434526905e-19,4.9469014767198376e-20,-1.5217258731878712e-19,-3.5366120243855599e-19,-1.937555370018808e-19
6.13875,-5.741993780244984e-19,1.3241303480643173e-19,3.848451730839027e-20,1.342139571985398e-19,9.605902302749809e-20,6.6855760667380546e-19,1.8553203207019177e-19
6.139,8.2031689294610635e-19,1.3624717908969557e-19,-5.2497386737120462e-20,-6.5623973658260604e-20,7.4027475225149566e-20,-1.8962548994281478e-19,1.4379460171406255e-18
6.13925,-1.4296628371348518e-18,-3.7802672817110743e-20,3.3814358610474867e-20,1.8484782030015314e-19,2.5416308457142457e-19,6.0492789229791768e-20,-5.3313148951679951e-19
6.1395,-1.1158987369777779e-18,-1.1082921531468638e-20,5.0489749726497677e-20,-1.7715139570833458e-20,1.1057526994490307e-19,1.4587082147681646e-22,1.8180050791855612e-20
6.13975,9.5562641845843949e-19,1.7571347080538735e-19,-2.5886055656890212e-19,-4.9804580832923786e-20,-4.2735898683767252e-20,-1.1254380630519671e-20,-1.5568340794578715e-19
6.14,1.8286641476565475e-18,2.3745930547974261e-20,-2.4783990074843175e-20,-7.7264329803659094e-21,-8.513302776018474e-20,5.5229182085540968e-19,2.1915546742401128e-19
6.14025,-9.5632841317018688e-19,6.7967085120303784e-20,-2.7134361700436501e-20,4.0496358301169398e-20,4.6897028847540878e-20,3.5167167602557659e-19,-3.3264814856365765e-20
6.1405,-2.0012395369236371e-18,-2.5388605837433077e-20,1.5887144682215513e-19,1.6162293843548704e-20,-2.9270843818620312e-19,-9.1087205591541408e-20,-3.3379121632300337e-19
6.14075,-1.6406239862420578e-18,-3.6680588402315791e-20,1.2018782222097327e-19,2.7083351241713023e-19,2.9239486507033147e-21,5.3205351085872613e-19,3.4119407963929996e-19
6.141,-5.3605847029107385e-19,-1.8363078959918882e-19,-5.1122042747425476e-20,1.5445525763854627e-19,3.8795018714048151e-20,-3.1938015157624356e-19,-3.8523941353770899e-19
6.14125,-1.2238670125767e-18,-8.6788415948778782e-20,1.5473930370308558e-19,2.603672458177108e-19,-2.2831953882371871e-19,1.3692347902480524e-19,7.6243844995045808e-20
6.1415,9.6230336774247309e-19,2.4692089324227206e-19,-9.611485790461293e-20,-7.3447269995767232e-20,1.4572279849982076e-19,2.9342972020729119e-19,-1.2233903684568115e-19
6.14175,-2.3071218135675078e-19,-1.324153336102227e-19,-3.5768303653296934e-20,3.26019231558055e-20,4.5754132095025236e-20,-7.4038587222115304e-20,6.1073573330906924e-19
6.142,1.5143998911448048e-18,-2.1027511372411826e-19,-1.6987922931204206e-21,3.1265669006508103e-19,3.1567326328542691e-20,-1.2928874246507928e-20,7.1467959860761309e-19
6.14225,5.6359669088975612e-19,6.6338627247236873e-20,6.0884895448219686e-20,5.8603578330007557e-20,-2.1841412667631064e-20,-4.7683899685681701e-19,-3.2898916259978668e-19
6.1425,-4.9347664923037285e-19,3.5471432640691265e-20,-1.0253787642696261e-19,-6.7915823285898916e-20,1.3682589542471162e-20,-2.6650334868778094e-19,6.2484922926963999e-20
6.14275,1.1964321848682312e-18,1.305331868980104e-20,-1.5965690085162224e-19,2.3649432379180645e-19,-9.7549389231593426e-20,-3.4671010759585982e-19,8.532868980188425e-20
6.143,4.4924675997572006e-19,6.6380888342499102e-20,1.047987346751297e-19,1.7322358379132567e-19,-2.436406439832965e-19,2.2659780743821955e-20,-1.2958677327192622e-19
6.14325,5.3376892698545499e-20,-7.2281264738468353e-20,3.3753692186852955e-20,5.432031878137334e-20,-7.1440316827746477e-20,2.1532671687022877e-19,-3.9820068506485271e-19
6.1435,8.844335799127488e-19,2.993615649431758e-19,1.2800013433912495e-20,-7.4214228394433401e-20,-1.6560443543181493e-19,-2.0449510281166396e-20,5.0580668829631805e-19
6.14375,8.4656656951239898e-19,-3.698051316894099e-21,-4.9817872309818309e-20,2.0033369102095236e-19,1.3702339611385206e-19,-2.6000228241823366e-20,-1.3019836932083546e-19
6.144,-1.6385913862116703e-18,-1.1122953881553258e-19,2.181767599363013e-19,2.8305189208353166e-19,-1.5266828764556884e-19,4.5305223521914136e-19,-1.8676695823782301e-19
6.14425,2.9623951029598911e-19,-1.6221527247165601e-20,-6.6685042690431987e-20,1.6890615005762435e-19,-2.2075340205034495e-20,-9.8092762561914171e-19,4.1915848862248256e-19
6.1445,-1.9486900849173576e-19,-2.9649111211471243e-19,-4.1949902360336478e-20,1.8410812828455474e-19,-3.1444546365864011e-20,2.0765617987520095e-19,4.6178550989353253e-20
6.14475,-3.1300192935910925e-19,1.5298961947273447e-19,1.368272025910451e-20,1.7888322925759808e-19,1.9016125432499804e-19,1.4510157442686849e-19,-1.6324718365045104e-20
6.145,-9.0508193264897262e-19,1.0879841118616996e-19,-1.4866956050609723e-19,-8.7961822038200808e-20,-6.4584946477876523e-20,3.2512791374171693e-19,2.1886324044744321e-19
6.14525,7.7720637956934271e-21,-9.7374535155123089e-20,2.210686194747637e-19,8.8592346446806093e-20,-5.2355348303010871e-20,-1.9110332418811257e-19,4.764860909578283e-19
6.1455,-1.4826127362084731e-19,1.7200472116054369e-20,2.0324315981733438e-20,1.3432299373064274e-19,-2.8311313290802246e-20,2.5342572115955767e-19,-2.1808464708813353e-19
6.14575,-1.5156678619150693e-18,-7.1449043094860222e-20,7.2774587731737918e-21,-2.4057872447807295e-19,1.5568133508586593e-19,1.1526470753208062e-19,-6.9823168428199166e-20
6.146,-3.1324826128591186e-18,4.0731224219031799e-19,-5.1811272274661087e-20,7.2120621253452216e-20,-5.2658675016891989e-20,1.2376064621347279e-20,4.4722239123043879e-19
6.14625,-6.0177053638013362e-19,1.5609028733037722e-19,7.0919282433901054e-20,1.8219146270902458e-19,2.0479241226862408e-19,4.455309316131948e-19,3.765846263494326e-19
6.1465,7.709764683101582e-19,-3.3635079660004193e-19,9.9796889988107117e-20,2.9571332857990274e-19,-8.5106714229288273e-20,3.1693723519692212e-19,-4.1215872037764653e-19
6.14675,2.7188512410529568e-19,-1.4064425171239498e-19,1.0663676765041223e-19,-9.8494267503312714e-20,-9.1374268545932145e-20,-2.104904023564951e-19,-2.0788861968908651e-19
6.147,2.0033489015597031e-18,-1.3171197624433332e-19,-1.1935329026914153e-19,-1.3607856802384024e-19,-9.8493176553331926e-20,2.2518206228797123e-20,1.2371377221871141e-19
6.14725,3.3032761088282631e-19,-6.88299939214338e-20,-6.8481747619320995e-20,-1.097728811503225e-19,2.3737993822815093e-19,7.2306846846516314e-20,5.3218841174020196e-19
6.1475,-4.0033273769156575e-19,-1.002339307936128e-19,-1.5461679251516638e-19,1.2282441662242044e-19,-9.6871723322278194e-20,-3.4517434148244745e-19,-1.1207242593711405e-18
6.14775,9.8730807855655298e-20,-1.098400550645223e-19,1.8060958888995588e-19,5.675813931336423e-20,1.1591464572974552e-19,-5.8161389105335613e-19,9.8185012738905989e-19
6.148,-1.9654085004425664e-18,9.2638036607006917e-20,-2.6645741314577103e-20,-1.8929045230236246e-19,3.1069276426177566e-19,4.3380360455693717e-19,5.7580761831316727e-19
6.14825,7.071523420668002e-19,1.2976877023859006e-19,-3.7422104218581099e-20,-1.2780753022575067e-19,-3.6188343670882299e-20,1.7915063149135315e-19,-1.0814709742499077e-18
6.1485,-7.7576748955157672e-19,9.2081576960535813e-20,1.6768695868729671e-19,-1.4558350807094751e-19,-2.4412265354056529e-19,-4.5967095578761086e-19,-2.8130243686881475e-19
6.14875,9.6392660991829166e-19,-1.499132281923935e-19,-1.4830022193995646e-19,-1.1541945270276111e-19,1.1057642343374369e-19,-7.553909157912702e-20,1.6886811501544596e-19
6.149,1.3118480812066804e-18,1.4380158028051024e-19,3.3807542315318175e-20,-1.9767592935417267e-19,2.1632127756613305e-19,-1.7188380065579282e-19,4.0558803486355808e-19
6.14925,-1.5158429559421057e-19,-1.8107194895664531e-19,2.4143603091957249e-20,2.5208668648004415e-19,-1.9233774146758092e-19,6.0012146631410141e-20,5.576802290700699e-19
6.1495,-1.8228108909470008e-19,3.7131953961248031e-20,-4.1544573271183953e-20,2.2363506221464491e-19,-1.0168986023395264e-20,4.5693207858153959e-19,-4.2855863583783974e-19
6.14975,7.0550073154956662e-20,-6.5960926558823575e-20,7.5941499612566285e-20,-7.3973216743680082e-20,6.6740884324420956e-20,7.2778226654210459e-20,7.501961085875642e-19
6.15,-2.1209649846869517e-18,-1.1586501818547793e-19,4.889696040974165e-20,-1.851761086022246e-19,1.4628131351965433e-19,-1.2546679293111122e-19,-4.3580475318581536e-19
6.15025,-1.2412145769410165e-20,1.6762983122337146e-20,1.160213626655087e-19,-1.893030904496903e-19,-1.2178450685313167e-20,-2.0500922848747001e-19,1.5526197708198464e-19
6.1505,1.0838287444606624e-18,6.9706130564478115e-20,4.2721388515729737e-21,6.1128521241374948e-20,-1.2329234449565161e-19,-2.7888566944423476e-19,5.5078346855606407e-19
6.15075,4.4512828831315794e-19,1.4714986952017598e-19,-1.4996565419681918e-19,1.6174265671100662e-20,-1.8644721948929978e-19,-8.8386667885933568e-19,5.5114945949236191e-19
6.151,-3.7326586757090403e-19,-1.1616793899529951e-19,-2.8813432575919257e-20,-1.4200673757492389e-19,1.1242938645260234e-19,3.2577250524741956e-19,1.0780981825172773e-19
6.15125,-2.0169634792665643e-19,-2.0264838250054015e-21,1.044922676721119e-19,-2.2437365165247333e-20,1.9821162593826903e-19,8.4635719722683969e-20,-3.8198916290000847e-20
6.1515,-7.6987608648959849e-19,2.7659734339948622e-19,4.2369435319902113e-20,9.4133642112100032e-20,8.614324162465749e-20,-1.2379005392312775e-19,1.8260195707996241e-19
6.15175,-8.390280123722154e-19,-9.4790395176067024e-20,4.936050382577296e-20,6.9082680440402662e-20,-5.8575707441663533e-20,2.4002192392221546e-19,4.3529839414909352e-19
6.152,3.3109306381352219e-19,-2.7320510819688333e-20,-8.8067298787599251e-20,-8.1279829315549494e-20,4.9530249399243007e-20,1.1348231667667055e-19,2.5262421142802942e-19
6.15225,3.1998924805138947e-19,2.3144366911855005e-19,-5.4504325525040458e-20,-6.9382305741267129e-20,-9.3307660057621926e-20,-2.1989367720907889e-19,-3.0239894817319331e-19
6.1525,-1.6921908941063528e-18,-3.1040169882646865e-22,-4.6433697685436941e-20,2.0722797881643777e-19,-9.7921638675141584e-20,-2.8292239157800861e-19,2.4486009928666622e-19
6.15275,1.1171127772411502e-18,-1.1744649792185028e-19,7.5705785672851489e-20,1.4483463819838314e-19,-1.403255740241398e-19,1.8131076237223136e-19,-6.1582223761705272e-19
6.153,2.1595834323112901e-18,-3.3799298878920619e-20,-7.6182129913578305e-20,-7.2168459485471687e-20,-3.9148705523059658e-20,3.5856080979030206e-19,4.9625605040805596e-21
6.15325,1.6380711893605854e-19,-6.2317965237367887e-20,2.7486133592833769e-20,-1.9137449509513373e-19,1.2158141549512194e-19,-8.1225456442342512e-20,-1.8773194865456324e-19
6.1535,-1.3969855133796052e-19,-8.0023804560139122e-20,6.8955614141609706e-20,2.1585394820762636e-19,2.1653542815958802e-19,-1.7689272129814855e-19,-1.0524423254353921e-20
6.15375,1.0375028571572409e-18,1.5325473589699472e-19,5.1132431581344056e-20,1.6009219249418482e-19,2.1296571500077913e-19,-1.2505664066205785e-19,7.0737650235722915e-20
6.154,-1.5364644938027099e-19,6.0755866806289553e-21,-1.4448564509975477e-20,1.2326030437219345e-19,-3.2687896305814612e-20,-1.9827190180121929e-19,2.1313123379394533e-19
6.15425,-7.2360318557990546e-19,2.5860753515067773e-19,-6.9390273986622685e-20,7.2465967851247857e-20,-8.9947207147395081e-20,2.9577060380532156e-19,-6.7397635055950172e-19
6.1545,1.5080929798456655e-18,-8.0770165296250661e-20,6.7361059356333767e-20,-1.809944934334712e-19,5.3282060769822592e-20,-6.7994933088864202e-19,1.5350397765336895e-19
6.15475,4.8900593903367998e-19,8.3783941091415535e-20,-9.9649188014788276e-20,-1.32007013608579e-19,-3.1371226183271642e-21,6.9297456996507364e-19,1.2174329434838673e-19
6.155,9.1780283399522025e-19,1.9497693848522188e-19,5.3179654384478724e-20,2.1789795202128824e-20,-4.2111194563207507e-19,1.9586069304905985e-19,7.1038744984991347e-20
6.15525,-1.0181561070475851e-18,-9.4685789351625184e-20,-3.5827889424255884e-20,-1.015881203655683e-19,2.0565439358734689e-20,2.6800245479172676e-19,4.3370787151891346e-19
6.1555,-1.0485595525646583e-18,-2.3554194357816476e-20,2.0593875091288112e-19,-1.1814381808782642e-19,1.0313324144990272e-21,3.9207489646984101e-19,1.2050296294277074e-19
6.15575,1.2443470086415899e-18,-1.9318934222090615e-19,-5.8157369976496287e-21,-1.3485708523584159e-19,-3.0937523129260334e-19,1.2106478189667518e-19,1.5147318549748787e-19
6.156,2.9953438913064786e-19,1.2024792744104228e-19,2.5291824078944189e-21,7.0322418937625617e-20,8.4982725786963677e-20,3.8487337501998891e-20,-2.0703550366810859e-19
6.15625,9.4609630075908837e-19,-1.1623350468044057e-19,-5.8624713592612306e-21,2.2114459099715067e-19,-1.7095004507281248e-20,-1.0261383045503563e-18,9.5959791431418732e-20
6.1565,-1.1698667440735303e-19,-2.0668810325241158e-21,1.0520831238089258e-19,1.2558398740544857e-20,8.6279660879456729e-20,6.3874139282429053e-19,2.6048052194283237e-19
6.15675,6.7149287807343048e-20,1.4278226365940541e-20,1.4154698807537585e-19,-8.7808265711825459e-20,-1.9757346928489602e-19,-2.1888490061015629e-19,-7.2218269325979922e-19
6.157,3.3172904111877792e-20,5.4607284274355263e-20,8.8601140196351094e-20,2.7907783966422971e-19,1.4913482293438912e-19,-2.2628258989689786e-19,-3.4287841666367146e-19
6.15725,1.4166738702406161e-18,1.9531734309352153e-20,-6.1179439768012426e-20,-3.5590868099241045e-20,-1.777547957440838e-21,-1.1337907708071284e-19,1.2895168142389618e-18
6.1575,3.9620883935940437e-19,-7.9921579378578776e-20,-4.3173962575135399e-20,7.8427676324059239e-20,-1.8811560444369918e-19,-5.3429205552067351e-20,-7.8425782311818004e-20
6.15775,-2.2983450399777141e-19,4.9280213382590897e-20,1.0643675816299695e-19,2.7151705065964782e-19,1.5426088289055935e-19,1.0587104102765048e-19,-1.9313586834542247e-20
6.158,-4.3321209989359346e-19,-7.4743249829580513e-20,4.9396330642157259e-20,-4.0630645194119898e-20,9.9975131135893006e-20,9.5049616815091914e-20,-4.3608025728826679e-19
6.15825,-7.4555957776344115e-19,3.2824049987598709e-19,-1.2561125872301957e-20,6.2100749410492511e-20,-3.3227232255367362e-19,-3.3429979029271534e-19,-8.5053936752748663e-19
6.1585,-6.2095785988782261e-19,-1.3214637672698511e-19,1.4698409909084891e-19,-2.2147892216519835e-19,1.043239143105738e-20,-4.6148571672777e-19,-9.5608991114665438e-19
6.15875,-3.4266784905507588e-19,-1.9464136351554582e-19,6.6262938323572302e-20,1.5602609445915699e-19,-5.2958973484566585e-20,1.4804713291738672e-19,-2.0712730554570681e-19
6.159,-2.0318887371710494e-18,1.6620266213383964e-20,-3.6346365242667734e-20,-2.3307592923660983e-19,1.6360007986791056e-19,-6.8201045032711118e-19,9.9031433306295168e-19
6.15925,-4.2971192139859927e-19,-1.8881112901667784e-19,-1.2743909994403043e-19,-2.5389950772603432e-20,-2.684498638815765e-19,2.2706380851369159e-19,-4.9900304558815335e-19
6.1595,6.9399630268541535e-19,2.5809738276215339e-19,6.5848687560106936e-20,1.6023944603165936e-20,8.004620567461763e-20,-1.7008326442202787e-19,1.5333711866086711e-19
6.15975,2.4932201346338247e-18,-5.3743498232073924e-20,1.2063235308881606e-19,2.4977712850837852e-20,-4.6655924460024344e-20,7.736457507093921e-19,-3.4061233871497908e-19
6.16,-1.0352220854483406e-18,-7.7629152032605656e-20,-1.0118247538538729e-19,-2.4944636691331174e-20,-3.2158006838215494e-20,4.8494008754417844e-19,-5.0800061459808761e-19
6.16025,-8.7492151056040309e-19,7.7449295895254402e-21,-7.4117824592813851e-20,-2.4028802421081e-20,-5.9605082072643191e-20,1.6184388098648592e-19,2.0492476065253354e-19
6.1605,-1.1362078995629055e-18,-8.1954965064896593e-20,-7.3283246996270854e-20,-2.6980360996657509e-20,2.3328622401471919e-19,8.8189284541267567e-20,-2.8394061952564042e-19
6.16075,9.354037230140481e-19,-6.9688289899564888e-20,-1.428091913711558e-19,2.0528090467148866e-19,-3.4599651244847115e-22,-2.4386089853397717e-19,-8.8496287999448693e-20
6.161,-3.3259107792254852e-19,2.1736790073371457e-20,1.7781954184769843e-20,-1.4048815481592685e-19,-5.3547687972400228e-22,1.0836189171455968e-19,-1.4795374628505356e-19
6.16125,-5.7526577724925719e-19,-6.8447559853440174e-20,-2.8719858343671222e-20,-6.5416214059732342e-20,3.6168977828439751e-19,3.3388934601374125e-19,-5.2883733504796456e-19
6.1615,2.5166987436119716e-19,-1.6256983209402899e-19,-1.3698816361417017e-19,3.1514769136402877e-20,-9.8320469723497064e-20,-1.8538614834821377e-19,-6.6300243980153173e-20
