Physical Time (s),xth_top Monitor (W): top_cv1,xth_top Monitor (W): top_cv2,xth_top Monitor (W): top_cv3,xth_top Monitor (W): top_cv4,xth_top Monitor (W): top_cv5,xth_top Monitor (W): top_cv6,xth_top Monitor (W): top_cv7
1.0775,5.9324035088767033e-19,-1.2905883036098119e-20,-1.4924781131908987e-19,-3.494958358996796e-20,-1.5309832641811082e-18,-1.1613868830225518e-18,1.6893629806256689e-20
1.08,8.9016254675368418e-19,-2.667604635841285e-20,-4.3819809480226555e-19,-2.1252090918554694e-19,4.3343249825548973e-19,1.5902751842765241e-19,1.592899562028859e-19
1.0825,-1.9498528265212468e-18,3.7524659841529313e-20,-5.076617452417343e-20,-1.3774250398567747e-18,-7.6905523713320389e-19,5.8419200570205807e-21,-9.3849243366234909e-21
1.085,2.1218265405951003e-18,6.468796920287681e-20,1.4059879735456834e-21,4.6398182276875255e-19,3.6143383972495346e-19,2.6989171642563158e-20,-1.1570904674613148e-19
1.0875,-2.5296911530506778e-18,2.0708991142659015e-19,-3.7024078656502439e-19,3.1425788000545687e-19,-8.199084368937886e-19,4.1464114384705312e-19,3.6778340386320552e-20
1.09,-4.5626822983533757e-20,1.0671693384753163e-19,-5.0616169647815623e-19,4.7112581363988952e-19,-7.8342112209943337e-20,5.2287759603931146e-19,1.8347787317308201e-19
1.0925,1.858035804682244e-18,1.1132889955843759e-19,4.0848660307076935e-19,3.728526676212196e-20,1.3954083889460112e-18,5.7284819452869984e-19,-1.1494697473724372e-19
1.095,5.5824614282581887e-19,-9.6333057559798624e-20,-4.271290244838224e-19,1.7935203512970001e-18,2.7025403771370653e-19,-7.2280439963012574e-19,9.0794803919537844e-20
1.0975,-1.0082903987550289e-18,-6.4242241724800481e-20,1.1746071440969602e-18,3.4709602897219748e-19,-2.4463859735526513e-19,-7.8728144300267387e-19,2.8466077686185543e-19
1.1,1.9347467560268535e-18,-8.31195518779774e-20,-2.006610148600098e-19,-1.6593665352078544e-18,-7.8166772962914441e-19,6.7786110210133601e-19,-1.2528619452026506e-19
1.1025,1.3868592009217392e-18,9.8914683459141517e-20,4.6290390103697731e-19,5.568318925142365e-19,5.6428633348785315e-19,1.7055852373244467e-20,4.7120104613298791e-20
1.105,-2.7975460721131432e-19,-1.1203321966443185e-19,-2.8659931205431865e-19,-1.3186774561350403e-19,-1.7942016169476495e-19,-3.8008846840163274e-19,-2.0310251855154899e-19
1.1075,-1.2732316639307191e-18,2.6154577263819097e-19,-9.1447448981036742e-20,5.5881716500050085e-19,4.0247295540974804e-20,9.0246008261764074e-19,-4.26699141301064e-20
1.11,9.2354796989174401e-19,-6.2562633114553911e-20,3.6441863913242811e-19,3.059039436460928e-18,-4.3570174551711671e-19,-7.5718576279565035e-19,5.7576509518863827e-20
1.1125,-7.1682902524432667e-20,-1.1674559771222408e-19,8.4934446498205176e-20,-1.4790502705333413e-18,-1.6684986405502801e-20,3.9738220453863686e-19,4.6036594265987624e-21
1.115,2.2929489637103884e-18,-1.0677708411876227e-19,-1.0973435858663022e-19,4.5038920410845063e-19,-9.3666810491826795e-19,-1.0848833680629218e-18,-1.3884669684799014e-19
1.1175,2.1532688866740208e-18,9.6526510355125653e-20,-3.8654624248903237e-19,-9.2078846699113787e-19,7.1351712173279815e-19,3.2295609914359858e-19,1.8756536622826732e-19
1.12,5.5876782695280055e-19,-1.1342199873629542e-19,1.5097049484099515e-19,-1.0595994577381977e-18,1.3572935136567373e-18,4.7547989246056436e-19,-1.4542860531126717e-19
1.1225,-1.9451279367326331e-18,2.1920458184086305e-19,-4.1604136799240969e-19,-1.2577051277636117e-18,1.2697853134229366e-19,-4.3063370728382109e-19,-2.5450038517865775e-19
1.125,-3.6302867800982244e-20,-4.8463731361487571e-20,-3.5315206637390276e-19,4.6427944860012249e-19,4.0979517215760253e-19,-9.7867076149098327e-20,1.1365255306145154e-19
1.1275,3.2525469400180301e-18,-1.6775545023156549e-20,7.356727753577537e-20,-4.6212116718790028e-20,8.4873040627536334e-19,-1.0179333900601783e-18,-1.7126371461652442e-19
1.13,1.9096893098088798e-18,2.4450171189013578e-19,-7.6162455446138833e-20,1.4822953644938532e-18,6.178917343799992e-19,-1.3790490001449974e-18,-3.0450738456840109e-20
1.1325,3.7820578726211384e-19,-2.306691096294851e-20,-5.7268097448102107e-19,-1.0081454749822829e-18,-1.3339234221649123e-18,-6.063461712499787e-19,1.3756429742741499e-20
1.135,4.7396550698055295e-19,-1.7384690213994136e-19,-7.0293862460048196e-21,9.511798929398768e-19,-7.8759447190876066e-19,-1.0985242758782599e-18,-7.8743939427127645e-20
1.1375,-1.1422273921690867e-19,-1.8595590568327447e-19,-4.4531311431447594e-19,2.2710035510539899e-19,-6.7598973800024966e-19,-9.5977902002246528e-20,3.1149823802569991e-20
1.14,-1.8961228283692305e-19,2.1424040770412672e-19,-4.5704066696184843e-19,1.8007628282058969e-19,4.2394166733701617e-19,8.5833189030067922e-19,8.4251992230753312e-20
1.1425,9.0860766311864743e-19,-8.2560531119972267e-20,-8.8969776134979743e-19,-4.6735205951775932e-19,-6.4221757535153016e-19,1.1587274464203368e-19,2.1903684374809658e-19
1.145,-1.842228812568889e-18,1.7544745333369559e-19,-3.0708286846965354e-19,-6.8130984255785904e-19,9.0590499752333498e-19,1.1007002815697496e-19,-3.1263947462913782e-20
1.1475,1.3920125550234405e-18,2.7134252592516331e-19,2.1200242101482938e-19,-1.0350781084820759e-18,5.0087133838502444e-19,-2.1542837214107262e-19,-2.5158018792343112e-19
1.15,8.6466581031213602e-19,-1.4585259394901861e-19,-6.494034457444442e-19,-5.0121906671742365e-19,2.2326369733052557e-19,-7.1436422071317639e-19,6.5422114478867292e-20
1.1525,4.4873401400451402e-19,2.3073198262372413e-19,-1.0542494493074023e-18,4.5193299848666467e-19,-9.8416770648406712e-19,-2.6934391388128067e-20,-2.9145720582695257e-19
1.155,-1.739492652981024e-18,-1.9090236942216823e-19,9.8349844403433719e-20,-1.3974232610108737e-18,-2.0692577810987258e-18,-1.8871623788404486e-19,-7.8530120233491265e-20
1.1575,-1.5893586744631919e-18,-3.4220787942506036e-19,9.2268118829406936e-20,9.8740963444690744e-19,-6.2828746973190848e-19,6.7583230141555655e-19,2.3750422274112075e-19
1.16,2.5464014662371803e-18,1.6030010334247901e-19,5.6323935230274887e-19,9.3855086854219152e-20,-1.6806259356620054e-18,-6.4356476393079051e-19,4.0465064869440021e-20
1.1625,-2.0609382442570438e-18,1.2607742624674621e-19,-7.6042700618096914e-19,-2.0849438144028464e-18,3.9892223761065172e-19,-1.0469754156749317e-18,1.4113035036512806e-19
1.165,8.0589602024461427e-19,-2.7335008001538701e-19,4.7979726137565595e-19,2.4738105135758607e-19,-7.8552080015348369e-19,4.5661875033174724e-19,4.7728970301671786e-21
1.1675,1.772724963083955e-18,-1.1325128341375827e-19,-5.1310707323269433e-19,1.436566275158742e-19,1.1518869277556208e-18,1.4695583126428036e-18,-1.82707777719243e-20
1.17,-7.3291561863273871e-19,3.1993111321373119e-19,-7.3931387208057144e-19,-2.0832646985263106e-19,4.868502757245545e-19,8.2759583559597622e-19,-6.2180551799632064e-20
1.1725,1.4872790323853063e-18,-1.7653337292744375e-19,-5.5170996201667333e-19,-1.522908007253753e-18,-1.0627142258798908e-18,6.8603977085196579e-19,3.3700151910201855e-20
1.175,4.8565592153250896e-19,2.0522460360420887e-19,3.573004500464607e-19,-1.6097266177095227e-18,6.5993156148132803e-19,7.7395603684155734e-19,-2.2264431839763045e-19
1.1775,-3.4998162895830371e-19,7.7647218526463221e-20,7.1729129891283102e-19,-6.2064121507146933e-19,6.8822368563787873e-19,-1.2118552180242944e-19,3.7790848365476629e-19
1.18,-4.3308041974604028e-19,-2.2904744645067352e-20,-1.7919156533528941e-19,-7.228586182740789e-19,-4.5642650739024406e-19,-1.3057808908772395e-18,-9.1187791273708567e-21
1.1825,1.3996463351062536e-19,-3.7318805889963658e-19,-2.1405154360329658e-19,1.2418554638544166e-19,4.7159865510309956e-19,-4.3055822868642559e-20,6.6918892265278138e-20
1.185,-2.4511473693131027e-18,6.4442693306336958e-20,7.4610584667641223e-19,9.7455997565837103e-19,-7.1375401273080535e-19,-4.198065398062425e-19,1.5897907752572659e-20
1.1875,-1.4833008194902322e-18,1.5470990945152058e-20,-9.0679451391314003e-19,2.543135053808762e-19,5.135085908502515e-19,8.6384065717945968e-19,2.9428309202442223e-20
1.19,3.9866212009420207e-18,1.9223702382234921e-19,-3.3631531257551064e-20,5.0265114220290913e-19,-1.1987423174304362e-18,8.137963026721022e-19,2.0032482490303824e-19
1.1925,-5.9141261824062173e-19,-5.6548186428701282e-20,-5.0850737658807801e-19,1.1364122100091977e-18,8.4430495907752659e-20,2.2489503409301201e-18,1.9389251018427574e-19
1.195,3.9726467897993275e-18,-1.7748942756983599e-19,-1.4089010250688455e-19,-4.5013293034811069e-19,-4.0347042673418681e-19,1.1666450481156426e-18,1.4447958045010344e-19
1.1975,-3.7035309708969146e-19,7.8132652012239782e-20,7.3946610667690181e-19,7.0706629234814725e-19,-5.1724165898821147e-19,-1.7315188764032352e-19,-1.4920073456770766e-19
1.2,9.3573539361182243e-19,2.3916718716130989e-19,-7.8418327658080545e-19,-6.3762184648794559e-19,1.3047372185955338e-19,-7.8807167054423933e-19,3.6468928387438241e-19
1.2025,-3.0494773788892167e-18,1.7921485035615568e-19,2.5833071447764093e-19,-4.0956503030229687e-19,6.7538702245665744e-19,7.0021032832163381e-19,-1.4277932774267534e-19
1.205,-2.9016017395818036e-19,2.4816597263050253e-20,1.311167798048725e-18,1.1729691438403127e-18,-4.5919446735105137e-19,1.4696746363202484e-18,9.8844489963720259e-20
1.2075,8.6297407497264751e-19,1.3391104860323977e-19,-7.3766938175313628e-19,1.2188800665137383e-19,-1.0389090225350233e-18,-2.0318324751200179e-19,-1.6155872064110273e-19
1.21,-1.735884534485145e-18,2.8940557690448386e-19,8.0541583043883464e-19,-1.1282967251678004e-18,5.0253877310410109e-20,1.7030023260183744e-19,-7.0711802380732873e-21
1.2125,-1.5006612951120623e-18,-1.1108614966669608e-19,-1.106504013483004e-18,8.8225673599372036e-19,1.7419290642634691e-19,6.7053132219802788e-19,-3.2343488662266613e-22
1.215,4.2719070921513808e-19,2.630528534350003e-19,2.267936032728653e-19,-4.2704398647771288e-19,-4.4201421786908694e-19,3.1004426693006692e-19,-5.3798780416461707e-20
1.2175,4.8338688322177271e-19,2.5004395106806451e-19,-4.9862673420530854e-19,-1.0636619169625415e-18,8.9124886376289918e-19,-3.9621963848251652e-20,6.0737901136167317e-20
1.22,-3.6069521676866123e-18,5.3846750182001292e-20,3.8817228804280131e-19,2.7017681822360092e-19,-1.009395399589153e-18,8.8616942984635454e-19,-1.2464792905294557e-19
1.2225,7.780889019088865e-21,4.4771609956569437e-19,-6.7218054194403002e-21,-6.0638805143462618e-20,6.4648897741907187e-19,-2.9301071094900229e-19,3.8672008046197142e-20
1.225,2.4455778707247195e-18,-1.2723690821723751e-19,-1.4788735455671909e-19,2.7178525909698269e-18,-4.3500598886747468e-19,-2.6474193139900673e-19,-1.5920385915133331e-19
1.2275,-3.6813000435191949e-19,2.8178450043096195e-19,-1.3981565254034946e-19,-1.2049542716330051e-18,-1.6776668231531596e-19,-1.5108089401718201e-18,3.3671564012157472e-19
1.23,-2.4132097365566048e-18,6.8733060879968597e-20,3.2240171135504656e-19,7.4170867077956172e-19,7.8471280829581796e-19,7.0182286673152447e-19,-4.3826793698176727e-19
1.2325,1.5380245825647264e-19,-1.1526657048319612e-19,7.3303400865088561e-20,-1.3305235239495032e-18,-1.3841295142593317e-18,3.8081554567124869e-19,-1.568305683146708e-19
1.235,-4.3426801579380103e-18,-4.959187970739379e-20,1.3161854580182803e-19,6.8393620811110094e-19,-7.5831173561589994e-20,1.1867319506162429e-18,-2.1255159418722358e-19
1.2375,-4.2783123390299593e-18,2.1398041822505656e-19,9.917239828446162e-19,6.4970101914619698e-19,1.1415079752986991e-18,3.2751374174289186e-19,3.1510692378055176e-19
1.24,1.1365369899072575e-18,1.1663608845160525e-19,2.6475671881780176e-19,7.598696659954355e-19,-4.992609411752894e-19,1.1375783939992714e-19,9.2761020422964801e-20
1.2425,-1.1538117319259998e-19,-2.620559500968848e-19,6.1135864955365819e-19,-3.9392739024373811e-19,-3.0369900089004058e-19,5.8585580974023869e-19,-1.4119116060125608e-19
1.245,3.448629317249741e-19,9.9053077871121897e-20,-1.651680729922276e-19,-1.8568756369271053e-18,1.426679029596389e-18,-6.547692855402417e-19,-1.2753355507887848e-19
1.2475,1.1084853484352394e-19,-1.3180679937584637e-19,1.1683134831675763e-19,-8.6079465970213855e-20,-1.6442865737642305e-18,6.4546682399125609e-19,5.4349445086144267e-20
1.25,-2.4181080389987958e-19,4.4148961240626819e-21,-2.1777882189826869e-19,7.6372312159528934e-19,-1.2180889958196813e-18,1.1319317222118157e-18,2.3734774221115149e-19
1.2525,-8.7070816907398348e-19,2.4833335312441846e-19,8.6238985825328394e-19,-1.4386979799652856e-19,-6.2905889461918742e-19,-7.0846626045055987e-19,2.6576315996564025e-19
1.255,-3.7218016426937871e-18,-4.8969463192407977e-20,-7.1268250345613922e-20,1.2372228115817345e-18,-2.6984303125187493e-19,1.3890364527638275e-18,-5.0005139501582066e-20
1.2575,2.5701031860395841e-18,4.8213340041090621e-19,-6.3260368281317306e-19,-4.1688695783839168e-19,3.2200580796220047e-19,-2.7778395746087963e-19,9.0724317468840493e-20
1.26,-4.2169635590615615e-18,-1.4190152360769237e-19,2.6701125196924758e-19,-1.5723877891875953e-18,-2.7172932394188288e-19,1.374144510533273e-18,1.8149524967306623e-19
1.2625,-4.4528694702943624e-19,-2.5880133915165495e-19,-4.6312477611831811e-19,-8.1074868291505709e-20,7.84565972533329e-19,-3.8811067389244045e-19,-6.1705522807930463e-20
1.265,-7.6604117259700168e-19,1.9336673616188153e-20,-7.2095135501397777e-19,1.0088364057048615e-18,-5.669559212274431e-19,4.7710904267642528e-19,-2.0265337109153958e-19
1.2675,1.5534313399521488e-18,2.3936927950701359e-19,2.1384848564528982e-19,-1.3291174194459181e-19,1.2981207663896231e-18,-5.7313168784655202e-19,2.6359819686940478e-19
1.27,-1.7271308491131315e-18,1.846506661964705e-20,-6.1518071058282291e-20,-4.7019774441855328e-19,1.5728119718348871e-18,6.0655374888574751e-19,-4.8109140344273446e-19
1.2725,1.6327628214614696e-18,-8.946463390567811e-20,-3.1828775025884064e-19,7.5905071236320936e-19,8.8351165098021357e-19,-4.8014057029856161e-19,2.2533501612069213e-19
1.275,-5.5759796650669597e-19,-5.2812238583379547e-20,-3.5237210776585945e-19,4.9738045474372542e-19,-1.0102599179425968e-18,3.4682010539292749e-19,-2.9081753166231588e-19
1.2775,1.7032174552172963e-18,-3.2549164946337946e-19,-3.8286377140394125e-19,4.5323271058323966e-20,-1.051560601520019e-19,1.9861689478334305e-19,8.3149923982335699e-20
1.28,6.9534132304319256e-19,3.0981125585043338e-19,-1.6565635849828148e-19,8.6755884282891449e-19,5.0454246987836895e-19,4.4754716611632039e-19,-1.0183454529397899e-19
1.2825,1.5835372597558035e-18,2.1407633965545647e-19,8.1168833622135847e-19,-1.0331331053864718e-19,-1.78789001056333e-18,-1.2650729943350812e-19,6.4220575379967494e-20
1.285,-2.2924674048249737e-18,2.5723673259500549e-19,9.9851461897683847e-20,-4.8587157331098238e-19,-8.7959093554894227e-19,-1.4417417425645769e-18,-1.6403341669714359e-19
1.2875,-1.6480244486559231e-18,3.78262977801139e-19,1.1933136300430151e-19,1.836471003078754e-18,-5.8822806678243461e-19,8.9727243829485007e-19,-3.1077327034498893e-19
1.29,-1.0731173357493419e-18,-6.5563215325302052e-20,3.8215516929757656e-19,-3.6846533253717474e-19,5.8788363607959221e-19,-6.228913337353229e-19,-2.7766160563471724e-19
1.2925,1.0988163321089535e-18,-1.7798444389076321e-19,5.3800982400808081e-19,-9.8582874920691342e-20,2.2934645942179937e-18,6.2339103194372592e-19,2.7355134164683794e-19
1.295,5.7397187272135336e-19,1.5728776942686405e-19,9.8061791859992945e-20,4.2307932973339792e-19,2.3802186944251615e-19,-9.4416532207942844e-19,2.293052658900396e-19
1.2975,2.804452846910952e-19,7.3423471462004283e-21,-4.4652451156087951e-19,8.9444588125511094e-19,-4.3128829832928499e-19,6.903034788191606e-19,-8.4571520864638671e-20
1.3,7.5755598972401341e-19,-9.4057863447085833e-21,5.1857144684338042e-19,6.095942460150994e-19,-4.1964124066585375e-20,9.5591985422950343e-19,-1.7524096309643929e-19
1.3025,-1.6370100912838604e-19,-1.7098803706681988e-19,-5.4624825807848048e-19,-6.536787781266012e-19,-1.3156431499963128e-18,7.4406528777307841e-20,2.7319055700148754e-19
1.305,-1.5324153399551099e-18,3.3581223155388901e-19,-6.3430128718672072e-19,6.5819546746854297e-19,5.3058962302702127e-19,-7.2564716660354396e-19,2.4514309650630788e-20
1.3075,3.2747679131759234e-18,-1.7083911437594876e-19,-2.3609460876998032e-19,-3.4535859500284165e-19,2.4372494286098109e-19,-1.3142617714809217e-18,1.2414931287145529e-19
1.31,7.4658193235551255e-19,-3.3505688488894982e-19,-2.2658724591806628e-19,3.8072460617232812e-19,2.4999688955585612e-21,4.3195246828982479e-19,-2.544724972765055e-19
1.3125,-1.1871425979468575e-18,2.9979557974214444e-19,1.045378436392614e-19,-3.3835055637937724e-19,2.6179878311444559e-19,7.8750572425887483e-19,-2.0876240003560515e-19
1.315,1.0505019080687422e-19,2.3646013613487762e-19,5.2771086227805619e-20,2.2911973749978462e-18,4.7104574264577993e-19,-2.4700195458566538e-19,6.0157447772984504e-19
1.3175,9.5485318003624768e-19,-1.594813404672471e-19,-8.4547863630531151e-19,-1.400067812395605e-18,-2.5480718676529079e-19,1.0488400433358463e-18,-3.2876030246584414e-19
1.32,-1.6823926047779374e-19,2.8678428098497103e-20,-1.9276163995779404e-19,-7.5997772891847682e-20,-1.356423079856139e-18,-1.6922863744573411e-18,-1.6060330736405293e-19
1.3225,-1.4521088725994898e-18,-3.150331179290502e-19,-4.6445127500417632e-19,-4.3421407235015911e-19,-1.0172526432153246e-18,-9.3846145111968113e-19,5.8590938959094916e-20
1.325,2.0528480931158605e-18,4.7004555916835545e-20,-6.602021289271698e-19,1.0687081715623178e-19,8.2198417573210664e-19,-4.6110546835724123e-19,-9.8525778878229395e-20
1.3275,-1.7344464813851414e-18,1.0958679570126961e-20,-3.5308540904304872e-19,-3.8217105973485739e-19,-9.9619466393174559e-19,1.226464879815763e-19,1.0379683752323614e-19
1.33,-2.6482576647374954e-18,7.7745422211864215e-20,-1.6408655426657427e-20,-2.626858373008563e-19,-5.3503102468657824e-19,2.0297001675199581e-18,2.3230925264894125e-19
1.3325,3.9673783973169801e-19,-4.2997158442507127e-19,-3.1637783192864064e-19,6.1735182054569667e-19,1.5589140671954541e-19,1.9043183842929633e-18,8.4287937905362473e-20
1.335,2.4388642945374842e-18,1.7558867677015484e-19,1.4680277610104459e-19,-1.3234497541028378e-18,-2.5600583757761496e-19,2.4033207180018e-19,7.8966529719517198e-20
1.3375,2.5848979324546734e-18,-2.9410491742994051e-19,8.1698948616664667e-21,-4.0135809055321965e-19,-5.907789157323393e-19,-8.6758660511995436e-19,-6.215566559711143e-20
1.34,8.4670161492493147e-19,-4.255266532141134e-19,2.6738420423146847e-19,2.5944267704425662e-19,3.1012810610334231e-20,3.5675544035282137e-19,-2.7458038985036506e-19
1.3425,1.4785138218936788e-19,-1.4354448500716642e-19,4.460552503518015e-19,-8.7019107943619867e-19,1.2991217326892169e-18,9.3995782716834477e-19,-2.5617056486483123e-19
1.345,2.3630360148255487e-19,-3.3694265848600234e-19,-1.8071690481876915e-20,-2.5413087570284098e-19,-6.1108499744856034e-19,-2.686010204137021e-19,1.0794063474582405e-19
1.3475,2.586268262877348e-19,1.6329303715788198e-19,2.3556262497337072e-19,7.6239617833913012e-19,-1.6045349281799951e-18,1.8259851476533538e-19,2.035185303390731e-19
1.35,5.3483351688141263e-20,-3.9922180176815463e-19,-3.3573304446548917e-19,2.292098467130012e-19,1.0935858815687884e-18,1.3759304088551842e-19,-1.4765298073933731e-19
1.3525,-9.3968712302359762e-19,-1.2567323985485617e-20,-7.8951813142680774e-19,-3.8177809819884426e-19,-1.1075669144437888e-18,9.9159807764655257e-19,3.5096893862999943e-19
1.355,2.4483617784975557e-18,1.9866987297027658e-19,4.5229803293092935e-19,8.5632385962134425e-19,-8.1013995981774628e-19,-3.3762400215186196e-20,-2.0208818725518643e-19
1.3575,-1.1092759131769146e-18,-2.5745632728511533e-20,3.0325074306603626e-19,1.8179245389502878e-18,-5.8305689206255781e-19,1.282363537427454e-18,2.3268814799654054e-19
1.36,-6.098927226900322e-19,-3.9976581108913885e-19,-3.6196901055540067e-19,-1.673356114598285e-19,2.2772385200176838e-19,3.9573781477111078e-19,2.2430856939606415e-19
1.3625,1.3956002633592843e-19,-6.6035322615228876e-19,1.560620855589621e-19,2.2572332351118891e-19,4.2750891027674971e-20,4.2627371123316849e-19,8.7391433366429419e-20
1.365,3.0382852172740196e-18,-2.3273413235714158e-19,4.7447495453312305e-19,6.6097368190962427e-19,-2.3318985598541208e-19,8.3284247341379009e-19,-5.6978522081043389e-19
1.3675,-1.3299149489819106e-18,-7.8776319662383903e-20,7.1523141439907729e-19,1.0047753655828057e-18,-1.5124433005560855e-18,4.532515065571563e-19,-5.6308418463021785e-19
1.37,-1.5164577170218388e-19,-5.9165910982445976e-19,-2.2519527570656855e-19,3.0175292367618664e-19,-1.2031698471924549e-18,7.3960892628153575e-19,1.6027007397178978e-19
1.3725,8.2018237510966959e-19,-3.8117895696523241e-19,3.0234615025287922e-19,-7.8334624919959763e-19,-2.988399995529874e-19,-2.895595230487611e-19,-8.307593887965524e-20
1.375,1.1490170090038338e-18,-4.7109133124213302e-21,-4.0425695782568403e-19,-1.0022252817483812e-18,-9.4616411593939518e-19,1.2434745575637308e-18,8.334957092647223e-20
1.3775,2.4339897635111138e-18,-7.278100465422442e-20,4.2900557902214967e-20,-1.7074094983677728e-19,7.9950306113444115e-19,-1.7314700633169039e-18,-3.70167232575601e-19
1.38,6.0184246119409772e-19,-6.3195358483470291e-20,1.8877575289397449e-19,-3.5497863085331525e-19,-1.7850386667190954e-18,2.0990561508801014e-19,2.0250853111873835e-19
1.3825,-2.0805796414422753e-18,3.8951182246895646e-20,1.2073747080592268e-20,-6.0488596947632578e-19,8.4483330489274768e-19,-1.5385860102403932e-18,9.6977875164313583e-19
1.385,3.7941599372198935e-18,-9.6255088878287332e-20,-5.3531126078062287e-19,6.4587916886272452e-20,-1.5086513329714771e-18,1.8721088699160179e-18,-6.5450587084941168e-20
1.3875,9.8276884572700679e-19,2.2182341987397e-19,-2.4609225045557007e-19,-6.9237583365317424e-19,2.2426100991176923e-18,-1.5937915170560571e-19,3.3258700156543174e-19
1.39,-1.1062314427806602e-18,4.8566585526878228e-19,-2.7027125663139934e-19,-4.0328219569210483e-19,9.4192702399082907e-19,1.8451665253872158e-18,6.0557410619550467e-20
1.3925,1.0867163792380798e-18,-1.043060739015441e-19,4.0080639033097174e-19,5.8208041548316637e-19,1.7626235195039349e-19,1.3459344916728898e-18,-9.3195237197067956e-20
1.395,2.8900675623650808e-18,-1.3679463697399771e-19,1.2369142022020949e-19,1.8313219481827455e-19,1.4380300768387653e-18,3.031671028202102e-19,-3.7567437436873967e-19
1.3975,6.7742180135876172e-19,5.4482014675456637e-20,2.2459692741693273e-19,6.1548932533748898e-19,-8.0333517889742893e-19,1.097270715239635e-19,-9.3571419268975517e-20
1.4,-9.1097388043159473e-19,7.931923686004157e-20,3.1720040766546585e-19,6.0458998089864965e-20,3.1286149322269885e-19,6.7610316144007503e-19,4.5189512980686052e-19
1.4025,-6.8752382229484581e-19,3.8018388385708063e-19,9.9648956772747417e-20,-9.2377664739378331e-20,-4.956709109580068e-19,1.4983111347471813e-19,1.510529481924098e-19
1.405,-1.3452408083880739e-18,8.918364845509454e-20,2.6625037335682969e-19,-1.9171866038720249e-19,1.237010856154642e-19,8.3899632400579726e-19,5.0936003909972989e-19
1.4075,5.0458618143203463e-19,2.36898220678121e-19,6.7738707932990812e-19,-1.1989800432515672e-18,-2.2396611882078001e-19,1.1652102165143246e-18,2.3466863469082399e-19
1.41,2.4113479789634224e-18,-8.9344725230342843e-20,-5.5558559305670856e-19,1.0185969541529365e-18,1.3794492841399307e-18,-5.5814852011409442e-19,-2.6481570384033539e-19
1.4125,-2.3077047548640247e-18,-1.8229493699856941e-19,-1.6614569146825726e-19,-5.5982260754326797e-19,9.3644080862138557e-19,1.3234974718686855e-18,-3.1562585796093365e-19
1.415,-1.5824333366470147e-18,-2.4303477385240539e-19,1.863011795814144e-19,-4.7527055160507825e-19,-7.3305534218602063e-19,-2.6408127637431439e-18,-1.0810732753312719e-19
1.4175,-5.4999461772117015e-18,-2.9305304483932612e-19,1.1684252616118911e-21,-2.1687307462032495e-19,8.5903113174962009e-19,5.8450749286799835e-19,-5.8698631374872731e-19
1.42,-9.1008483047962576e-19,1.0210449745169725e-19,-1.9620344112449064e-19,-4.8239144787956281e-19,-2.2846746204166035e-19,-7.1383183595069691e-19,-4.6531892303595555e-20
1.4225,1.0775566297246008e-18,-4.7064022268224585e-20,2.5901393359457746e-19,3.8334595361339377e-19,1.0365207142672993e-18,-1.5365324357385303e-18,-3.9674394207553972e-19
1.425,-3.1067861439826996e-18,-4.7707662813565036e-19,4.1426473245825187e-19,7.8928426597452269e-19,-1.0035304113420641e-18,4.6866565192706132e-19,1.4863299589850001e-19
1.4275,3.1716369013051389e-18,1.324916936719938e-19,4.6909615643162547e-19,-4.212858809218489e-19,2.252124328530198e-19,-1.3551395745937255e-19,3.2315057069783454e-19
1.43,-9.7111929394552013e-19,3.5336104871091147e-20,4.0457928023212056e-19,-9.1280055651463294e-19,2.1638643468742269e-19,-5.5697340243156427e-19,2.0408151350040172e-19
1.4325,-5.7530966324398694e-19,1.8688011009700873e-19,-6.2238413256680812e-19,1.4801203829052982e-18,3.8146763220929356e-19,-2.735950739644343e-19,-2.3426682368740036e-19
1.435,-2.2498871700599211e-18,1.9980665455844638e-19,-2.1112047494614147e-19,9.227808945701326e-20,-1.2565820886583729e-18,-1.2820907156311854e-18,-5.5309281472605975e-19
1.4375,9.5690414342618914e-19,2.9292110362983188e-19,1.6383697444820485e-19,-1.3051119532463306e-19,5.3080550307276991e-19,1.9602007086325734e-19,3.6761168851508848e-20
1.44,1.6301413209472742e-18,2.8175227228517596e-19,-4.0994765382970249e-19,1.3601281212917591e-18,-1.8477965440847919e-18,-7.0753745079638943e-19,3.0381781963766619e-20
1.4425,-1.5516074734783967e-18,-6.4574729482463936e-20,-9.3634119872721884e-20,-2.023534263085306e-18,2.2292087364023496e-19,5.3182863746849224e-19,1.1983492354584938e-22
1.445,1.1199254501882619e-18,5.155222053579947e-20,-3.1243394398309727e-19,-1.088043895398744e-19,-1.4303822247207805e-19,4.5572592854685124e-19,-3.9156646438315906e-20
1.4475,1.0437719494513946e-18,1.8832173876350512e-19,4.0161074131633803e-19,1.7823848900961599e-19,5.8720341191850502e-19,1.0536398084899705e-18,-7.0280556834073491e-19
1.45,-3.7561857631586888e-18,-7.7059119164867009e-19,1.9748846851963813e-20,5.1505469404345747e-19,8.2172317185634761e-19,1.5487584383821177e-18,-7.6414246059499474e-19
1.4525,2.5289881621538333e-18,-6.0607684344987308e-19,-1.3054542328952344e-19,-1.4783749391269682e-18,-9.0337451915602807e-20,-7.8048645141638814e-20,-1.9438048447404684e-19
1.455,2.6865022576232871e-18,-2.2759386521775505e-19,-3.1075215271588617e-19,7.7816401631474128e-19,1.9319418355487041e-19,-4.5521616443474028e-19,-6.0180482592383822e-19
