Physical Time (s),ep_bot Monitor (W): bot_cv1,ep_bot Monitor (W): bot_cv2,ep_bot Monitor (W): bot_cv3,ep_bot Monitor (W): bot_cv4,ep_bot Monitor (W): bot_cv5,ep_bot Monitor (W): bot_cv6,ep_bot Monitor (W): bot_cv7
5.0815,4.4419848823147746e-09,3.9331209143661297e-10,3.2742648063526459e-10,3.6904781865634295e-10,3.9494062164938744e-10,5.941983436202968e-10,1.8499663603517022e-10
5.08175,4.4308140569568482e-09,3.9200879350715234e-10,3.2612507194607422e-10,3.6726295662189342e-10,3.9269241443615437e-10,5.9092839050280743e-10,1.857183864753072e-10
5.082,4.4182167877868882e-09,3.9048141564159543e-10,3.2462268482620499e-10,3.6520739182431208e-10,3.9017470893048716e-10,5.8761283643797048e-10,1.8669155783989484e-10
5.08225,4.4041092983699697e-09,3.8872887922863566e-10,3.2291852966078494e-10,3.6288657624442123e-10,3.8739928204244544e-10,5.8420983973534749e-10,1.8784189789851853e-10
5.0825,4.3883935044698605e-09,3.8674898288292088e-10,3.2101121039749448e-10,3.6030743376925045e-10,3.8437598996324655e-10,5.806762569721187e-10,1.8909796857874942e-10
5.08275,4.3712193113771062e-09,3.8456111268225742e-10,3.189267802408848e-10,3.5751077053540574e-10,3.8114491724880911e-10,5.7703711991378358e-10,1.9040261067407732e-10
5.083,4.3524977612117488e-09,3.8216488376821148e-10,3.1666373977462584e-10,3.545064574457617e-10,3.7771515047463532e-10,5.7325273363062808e-10,1.9168449828463833e-10
5.08325,4.3321368675966547e-09,3.7955845006692217e-10,3.1422039576471729e-10,3.5130429438756041e-10,3.7409345423217201e-10,5.6928857715023808e-10,1.9287163927626201e-10
5.0835,4.3103457011640106e-09,3.767674633449135e-10,3.116276978802443e-10,3.4795028103674882e-10,3.703235175061009e-10,5.6518690465863244e-10,1.9391241597594782e-10
5.08375,4.2870482107148976e-09,3.737906285851079e-10,3.0888415149850468e-10,3.4445381874993017e-10,3.6641287709484991e-10,5.6092510955985521e-10,1.9473735997376888e-10
5.084,4.2623022213276319e-09,3.7063810158642446e-10,3.0600195947203856e-10,3.4083781842650885e-10,3.6238604795408628e-10,5.5651383699742549e-10,1.9528550236676985e-10
5.08425,4.2359922632714535e-09,3.6730077742569712e-10,3.0297517052019157e-10,3.3710296407234954e-10,3.5824626869389919e-10,5.5192728707554492e-10,1.954904966887382e-10
5.0845,4.2084180555061125e-09,3.638105646168032e-10,2.9984194409631862e-10,3.3329713144621401e-10,3.5404880760910501e-10,5.47233560739019e-10,1.9531780576895464e-10
5.08475,4.1794721013356399e-09,3.6015668617265983e-10,2.9659425105719392e-10,3.2941740197476776e-10,3.4979877036258673e-10,5.42403035286111e-10,1.9470803903867225e-10
5.085,4.1492779891261688e-09,3.5635279054825219e-10,2.9324968250974267e-10,3.2548861074159895e-10,3.4553117150592851e-10,5.3744769046931931e-10,1.9361887151181539e-10
5.08525,4.1177222966185304e-09,3.5238546135543687e-10,2.8979951554624302e-10,3.2150529658450416e-10,3.412494381284251e-10,5.3232843574858886e-10,1.9199082231984334e-10
5.0855,4.0851599176056141e-09,3.4829143140849291e-10,2.8628477398842753e-10,3.1751554223578326e-10,3.3701050820694396e-10,5.2710116754879409e-10,1.8982302930589163e-10
5.08575,4.051478530159157e-09,3.4405759624200997e-10,2.826967773645245e-10,3.135143285206981e-10,3.3281188542815756e-10,5.2171688773716506e-10,1.8707145109842842e-10
5.086,4.0168139162452812e-09,3.3969896172244098e-10,2.7905276761496095e-10,3.0952322837485324e-10,3.286759501511199e-10,5.1617171787721735e-10,1.8372200638801698e-10
5.08625,3.9810380497912915e-09,3.352003480900625e-10,2.7534250960834018e-10,3.055344473536401e-10,3.2458833141491164e-10,5.1040605316258071e-10,1.797388815152366e-10
5.0865,3.9445351107275099e-09,3.3060497909091313e-10,2.716096123497676e-10,3.0159596319218947e-10,3.2059163060373369e-10,5.0447522602020665e-10,1.7517009997194801e-10
5.08675,3.9071930146975951e-09,3.259004662843704e-10,2.6784455549159184e-10,2.976997411884475e-10,3.166639702193175e-10,4.983214104259286e-10,1.700012036104996e-10
5.087,3.8691622729237566e-09,3.2110499916454257e-10,2.6406467007420977e-10,2.9386367465386176e-10,3.1280915155745336e-10,4.9194073059052569e-10,1.6426650879807535e-10
5.08725,3.8303190335134468e-09,3.162063757700725e-10,2.6025911705226206e-10,2.9007477654650932e-10,3.0899854956804786e-10,4.8527885542568831e-10,1.5796821246600039e-10
5.0875,3.7910530362578287e-09,3.112491220998641e-10,2.5646957059055804e-10,2.863693762006655e-10,3.0526183977374316e-10,4.7839379092195376e-10,1.5120287175151893e-10
5.08775,3.7512414814399034e-09,3.0622219898578861e-10,2.5268269085460748e-10,2.8272901039763373e-10,3.0156846719988814e-10,4.712331945913066e-10,1.4398634247933918e-10
5.088,3.7110480760320109e-09,3.0114639485226043e-10,2.4891380387241791e-10,2.7915906713770883e-10,2.9791918807773871e-10,4.638078158301836e-10,1.3638498523484322e-10
5.08825,3.6703207342152834e-09,2.9600940031593477e-10,2.4514871583922668e-10,2.7563322906732411e-10,2.9428271444668487e-10,4.5606718946338896e-10,1.284126325402081e-10
5.0885,3.6294767878842136e-09,2.9086092436946183e-10,2.4142581347122323e-10,2.7217889656770359e-10,2.9069071138746314e-10,4.4808314834703013e-10,1.2018686908899995e-10
5.08875,3.5883924564217474e-09,2.8569194773205809e-10,2.3773185428027894e-10,2.6877321330272976e-10,2.8711744559831078e-10,4.3981625596035819e-10,1.1172594123908486e-10
5.089,3.5472158817997667e-09,2.8052527522401075e-10,2.3407882339110452e-10,2.654172682811819e-10,2.8356392511403715e-10,4.312857935582184e-10,1.0309887558789576e-10
5.08925,3.5058001381191909e-09,2.7534956489944923e-10,2.3045084890543253e-10,2.6208731144345941e-10,2.8000222493838833e-10,4.2245760670594037e-10,9.4320638768981952e-11
5.0895,3.4645931314973735e-09,2.7021994630952321e-10,2.2688740222785188e-10,2.5881560498929112e-10,2.7646784196797478e-10,4.1343160071866199e-10,8.5514955655290201e-11
5.08975,3.4234289317968423e-09,2.6512361768134363e-10,2.2337047798633338e-10,2.5558052249998667e-10,2.7293123540592397e-10,4.0417898493388017e-10,7.6693116361823597e-11
5.09,3.3824916377174673e-09,2.6008746273775466e-10,2.1991212416016999e-10,2.5238890361853768e-10,2.6939575313155904e-10,3.947523450133749e-10,6.7931556620536547e-11
5.09025,3.3416075158148467e-09,2.5509801603308125e-10,2.164961218853576e-10,2.4921997252901121e-10,2.6583025008244734e-10,3.8513849913688657e-10,5.9238736981451439e-11
5.0905,3.3012348683439201e-09,2.5021009798286728e-10,2.1315942375463253e-10,2.4610630688812445e-10,2.6226929985966591e-10,3.7545579464274328e-10,5.0730013340167186e-11
5.09075,3.2612351151455785e-09,2.4541319605025664e-10,2.098876874309901e-10,2.4303019047143071e-10,2.58686942157466e-10,3.6570578250544849e-10,4.2412765746195842e-11
5.091,3.2217668976684127e-09,2.4072803629625963e-10,2.0669100958415895e-10,2.399958628586658e-10,2.5508824685651355e-10,3.5595534724152378e-10,3.4345355087647971e-11
5.09125,3.1826887098122483e-09,2.3614168542291747e-10,2.0355435761809072e-10,2.3698385319026722e-10,2.5145203944038516e-10,3.4621001512423648e-10,2.6530407838939134e-11
5.0915,3.1444495031660008e-09,2.317051310668673e-10,2.0051589248170155e-10,2.3402757701816614e-10,2.478223999247438e-10,3.3660188306260153e-10,1.9059938205370341e-11
5.09175,3.1069031771623298e-09,2.2740252749005967e-10,1.9756216880357239e-10,2.3111020379806371e-10,2.4418409495026868e-10,3.2713042420282326e-10,1.1932245181839839e-11
5.092,3.0702084132532443e-09,2.2325105576228069e-10,1.9470430151061216e-10,2.2824062336490678e-10,2.4055605519317878e-10,3.1786664472070661e-10,5.1935166280819396e-12
5.09225,3.0342016199096027e-09,2.1923261730399914e-10,1.9192744101931686e-10,2.2540128462292791e-10,2.369269783097619e-10,3.0880402208394179e-10,-1.1533026277415543e-12
5.0925,2.9993317013106858e-09,2.153958788727758e-10,1.8926835184143218e-10,2.2263118877693626e-10,2.3335137535358058e-10,3.0006594083607207e-10,-7.0276389833893453e-12
5.09275,2.9654380051767451e-09,2.1172077640778283e-10,1.8671046389331643e-10,2.1991542202714505e-10,2.2982183619523108e-10,2.9163961412376968e-10,-1.2424563910977652e-11
5.093,2.9326563246556846e-09,2.0822148868458156e-10,1.8426259789345007e-10,2.172664330781103e-10,2.2636257150075113e-10,2.8357467008336073e-10,-1.7302007230708143e-11
5.09325,2.9008455701796552e-09,2.0488112352584466e-10,1.8191027776244695e-10,2.1467255497151772e-10,2.2296853893483846e-10,2.758592273932103e-10,-2.1648502851405717e-11
5.0935,2.8703720707530836e-09,2.0173666768953457e-10,1.7968110010051667e-10,2.121691515167758e-10,2.1968589801810656e-10,2.6858538536610406e-10,-2.5412973299996129e-11
5.09375,2.8411043674509154e-09,1.98771955975679e-10,1.7756133750711349e-10,2.0974771433187682e-10,2.1651018998126568e-10,2.61743274566039e-10,-2.8589006551031728e-11
5.094,2.8131435014194245e-09,1.9599227796725998e-10,1.75555123154778e-10,2.0741987181236279e-10,2.1345853719954495e-10,2.5537453039948841e-10,-3.1155534362231056e-11
5.09425,2.7863572706403816e-09,1.9338108610430422e-10,1.7364906437416012e-10,2.0517627447688101e-10,2.1052446054118597e-10,2.4947821768570677e-10,-3.3109176380196746e-11
5.0945,2.7610432095157381e-09,1.9096404860010719e-10,1.7186471152858263e-10,2.0304726275906681e-10,2.0774194971621281e-10,2.4413453661416511e-10,-3.44419776891395e-11
5.09475,2.7370737120816312e-09,1.8872148374028338e-10,1.7018871510807758e-10,2.010220413311073e-10,2.0510269847620275e-10,2.3934937097407868e-10,-3.5161412590828725e-11
5.095,2.7145160344915334e-09,1.8665231808206105e-10,1.6862268573345402e-10,1.9910711777737861e-10,2.026190586750621e-10,2.3516388578821015e-10,-3.5277183778746056e-11
5.09525,2.6932419068623465e-09,1.8473539654473178e-10,1.6715277905895522e-10,1.9728860468579442e-10,2.0028368119713865e-10,2.3159205823033657e-10,-3.4797730849303216e-11
5.0955,2.6734857524868217e-09,1.8298625145518996e-10,1.6579421374965241e-10,1.9558829147849875e-10,1.9812455891890713e-10,2.2869467317879474e-10,-3.3754513615846365e-11
5.09575,2.6551332169186625e-09,1.8138516776690268e-10,1.6453337550667474e-10,1.9399209146235257e-10,1.961379586511237e-10,2.2648434033784801e-10,-3.2155787370908698e-11
5.096,2.6382194493215881e-09,1.7992751967397915e-10,1.6336820828102045e-10,1.9250042690749862e-10,1.9433441402671077e-10,2.2498772062530413e-10,-3.0020498539707148e-11
5.09625,2.6226328089017994e-09,1.7859529069239631e-10,1.6228492438610581e-10,1.9109824212479299e-10,1.9270918565229991e-10,2.2420939069850754e-10,-2.7343015793356074e-11
5.0965,2.6085443459697262e-09,1.7739972847667769e-10,1.6129268735862025e-10,1.8980201705823925e-10,1.9128369870637284e-10,2.2417332462128116e-10,-2.4168707555267568e-11
5.09675,2.5958484495088419e-09,1.7632568277046268e-10,1.6037808381910909e-10,1.8859833365531961e-10,1.9005419111359082e-10,2.2487421216879111e-10,-2.0482800499453732e-11
5.097,2.5845589279003215e-09,1.75370137898407e-10,1.5953682930695307e-10,1.8748607545312117e-10,1.8902527113492772e-10,2.2630118989095491e-10,-1.6294338056572904e-11
5.09725,2.5745825605407547e-09,1.745206454127133e-10,1.5875631573255017e-10,1.8645313585004452e-10,1.8819125173382902e-10,2.2843293557099337e-10,-1.1566863766170227e-11
5.0975,2.5660382872383984e-09,1.7378672842910708e-10,1.5804305622214347e-10,1.8551414747310482e-10,1.8756388445962047e-10,2.3124329479480515e-10,-6.3567966341286612e-12
5.09775,2.5588328817810782e-09,1.7315657616482785e-10,1.5738539667955394e-10,1.8465794669009924e-10,1.8713686213390237e-10,2.3470161867060625e-10,-6.206114962962384e-13
5.098,2.552907443101023e-09,1.7262238381603033e-10,1.5677429572398114e-10,1.8387649992276303e-10,1.8690436604612904e-10,2.3876951963990256e-10,5.6749111069522458e-12
5.09825,2.548336851381302e-09,1.7218875900404992e-10,1.5621381870300952e-10,1.8317966311256173e-10,1.8686874234242654e-10,2.4339734560025754e-10,1.2462995058267418e-11
5.0985,2.545052702561364e-09,1.7184613563110495e-10,1.5569495325525038e-10,1.8255860369826745e-10,1.8701977357963739e-10,2.4854902221910701e-10,1.9768010548764399e-11
5.09875,2.5429984474865045e-09,1.7158623001236566e-10,1.5521097773127723e-10,1.8200856314390299e-10,1.8734684589041445e-10,2.5418749377891989e-10,2.7610238855816288e-11
5.099,2.5422096021307283e-09,1.7141097347446534e-10,1.5476674378482277e-10,1.8153972775466089e-10,1.8784330536998112e-10,2.6025419490144306e-10,3.5889290244170368e-11
5.09925,2.5426255721748405e-09,1.7131190302415044e-10,1.5435603454875699e-10,1.8114692258770863e-10,1.8849476707409737e-10,2.6671960331471332e-10,4.4617016917132058e-11
5.0995,2.5441936010740899e-09,1.7128304904031241e-10,1.5397636170246528e-10,1.808268826613184e-10,1.89286381009059e-10,2.735598133425114e-10,5.3793260001247496e-11
5.09975,2.5469115856773577e-09,1.7132467837974756e-10,1.536348790665025e-10,1.805876594230352e-10,1.9020510572105258e-10,2.8070782301567548e-10,6.3286033716556282e-11
5.1,2.5507219496661365e-09,1.714329894931189e-10,1.533316237846075e-10,1.8042543927008233e-10,1.9123709829547855e-10,2.8814648117959483e-10,7.3084417134248704e-11
5.10025,2.5555747761972451e-09,1.7160615968035306e-10,1.5306847993478303e-10,1.8033731357153007e-10,1.9237127664193304e-10,2.9585428246283417e-10,8.3170116540269254e-11
5.1005,2.5614311634250411e-09,1.718435246219511e-10,1.5285288169687704e-10,1.8032611777105709e-10,1.9359599900615084e-10,3.0376067310956396e-10,9.3389526948390462e-11
5.10075,2.5682338504475754e-09,1.7214517881162974e-10,1.5268745922160629e-10,1.8038719841836881e-10,1.949057618103332e-10,3.1184883316840354e-10,1.0371984412122011e-10
5.101,2.5759276682610649e-09,1.725131219586971e-10,1.5257659942756879e-10,1.8051792499495577e-10,1.9629908041218929e-10,3.2010414039478316e-10,1.1413893329503067e-10
5.10125,2.5844444178566506e-09,1.7294583794182449e-10,1.5252360972950735e-10,1.8071729660121722e-10,1.9776668503856882e-10,3.2844262786095885e-10,1.2448588406039122e-10
5.1015,2.5937268082447281e-09,1.7344568887292931e-10,1.5253185840185534e-10,1.8098579834351501e-10,1.9931203015065971e-10,3.368490084062732e-10,1.3475044872240999e-10
5.10175,2.6036945344464009e-09,1.7401200176459418e-10,1.5260138113511645e-10,1.8132178588009209e-10,2.009314877068444e-10,3.4527072201997541e-10,1.4485613295904791e-10
5.102,2.6143021312174437e-09,1.7464809079575523e-10,1.5273442898938827e-10,1.8172927108845073e-10,2.0263140183792639e-10,3.5369898959885362e-10,1.5480491959239232e-10
5.10225,2.6254474994323526e-09,1.753464170357611e-10,1.5292952112414423e-10,1.8220851528998849e-10,2.0439994232960647e-10,3.6204091271312262e-10,1.6444773300382653e-10
5.1025,2.6370718191136455e-09,1.761091998856664e-10,1.5318775678305519e-10,1.8276201338271208e-10,2.0623742033870145e-10,3.7027885651699352e-10,1.7378155821681647e-10
5.10275,2.6490725162583419e-09,1.7693097562922221e-10,1.5350817376571385e-10,1.8339183526442072e-10,2.0813511694595115e-10,3.783526946010921e-10,1.8273448321856276e-10
5.103,2.6614022475940788e-09,1.7781382726281668e-10,1.5389318433153365e-10,1.8410441240388071e-10,2.1009322665543373e-10,3.8625430058284574e-10,1.9131436610148778e-10
5.10325,2.6739243640837487e-09,1.7874450532010926e-10,1.5433939057345899e-10,1.848954799537619e-10,2.1208954713093183e-10,3.9388723084955418e-10,1.9938609675121859e-10
5.1035,2.6865877745536054e-09,1.7972597262763098e-10,1.5485028965049157e-10,1.8577057750429987e-10,2.1412225266025679e-10,4.0124734145186118e-10,2.0695939572340721e-10
5.10375,2.6993134102103656e-09,1.8075823940860244e-10,1.5542923305323671e-10,1.8673099897776083e-10,2.1618263587483418e-10,4.0831329600624439e-10,2.140186106034057e-10
5.104,2.7119605929154036e-09,1.818269960014409e-10,1.5607171149351479e-10,1.8776852487993743e-10,2.1824901583369776e-10,4.1500462046932979e-10,2.2045353831688189e-10
5.10425,2.7244741584608991e-09,1.8293562128057534e-10,1.5678161775721646e-10,1.8888404111805413e-10,2.2031815084422488e-10,4.2132136177947685e-10,2.2626965756827754e-10
5.1045,2.7367827954880761e-09,1.8408727020745371e-10,1.5756293317399302e-10,1.9007707333135233e-10,2.2238695651452996e-10,4.2725874288907e-10,2.3146271691166211e-10
5.10475,2.7487476404049044e-09,1.8526601381507481e-10,1.5840805722572072e-10,1.913319203399849e-10,2.2443636327414927e-10,4.327522680068377e-10,2.3595140613929752e-10
5.105,2.7603197845626336e-09,1.8647588451912081e-10,1.5931893336652398e-10,1.9264804101411284e-10,2.2646677547901329e-10,4.3780878843651614e-10,2.3974417580532565e-10
5.10525,2.7714316743412234e-09,1.8771825762499443e-10,1.602948935000876e-10,1.9402225124621326e-10,2.2847611834495837e-10,4.424267856624238e-10,2.4284372580368523e-10
5.1055,2.7819699300751977e-09,1.8897600837295648e-10,1.6132281195628998e-10,1.9543862919460732e-10,2.3044858583371838e-10,4.4656061736742034e-10,2.4520943917082931e-10
5.10575,2.7918843799241303e-09,1.9025071053278377e-10,1.6239998639883359e-10,1.9689396640318694e-10,2.3238210700821172e-10,4.5021418522509008e-10,2.4685794803964118e-10
5.106,2.801103632426821e-09,1.9153777665540498e-10,1.6351857076510878e-10,1.9837884961982064e-10,2.3426706383338511e-10,4.5337890558156734e-10,2.4780196648137153e-10
5.10625,2.809559102037786e-09,1.9282159026878266e-10,1.6466313338668907e-10,1.9987624270608119e-10,2.3608828530090873e-10,4.5602684629415517e-10,2.480405325050687e-10
5.1065,2.81719980315776e-09,1.9409854886742724e-10,1.6582616994085125e-10,2.0137681020851089e-10,2.3783494488816963e-10,4.5815351786103261e-10,2.4759864655762609e-10
5.10675,2.823965724894448e-09,1.953612841568116e-10,1.6699787191330871e-10,2.028686489863682e-10,2.3949157088504824e-10,4.5974961424300792e-10,2.4649937314040672e-10
5.107,2.8298180480132609e-09,1.965936058950409e-10,1.6816251867874229e-10,2.0433395273234411e-10,2.4104149424771327e-10,4.6080113503857235e-10,2.4477399046063007e-10
5.10725,2.8347133919371114e-09,1.9778809125022344e-10,1.6931159860886349e-10,2.0576103985761107e-10,2.4246717817845466e-10,4.6130629695412617e-10,2.4245423797759106e-10
5.1075,2.838601571804257e-09,1.9893694147186097e-10,1.7043611779647767e-10,2.0713457807806737e-10,2.437474721280822e-10,4.612633013852e-10,2.3956933530733251e-10
5.10775,2.8414749102769126e-09,2.0002432009499211e-10,1.7152166870775424e-10,2.0843404933800777e-10,2.4486614054134693e-10,4.6068423071262218e-10,2.3617967255658282e-10
5.108,2.8433000024033955e-09,2.010421595003259e-10,1.7255931468011235e-10,2.0964448366531393e-10,2.4580352320598805e-10,4.595798820334668e-10,2.3231916776661824e-10
5.10825,2.8440307525037487e-09,2.0198037680302551e-10,1.7353906179190415e-10,2.1074858201801642e-10,2.4653930239616671e-10,4.5795941033162472e-10,2.2801929905974136e-10
5.1085,2.8436914100684827e-09,2.0282577694289442e-10,1.7444622435689219e-10,2.1172856411002782e-10,2.4706567382682992e-10,4.5586064728219771e-10,2.2335785462395734e-10
5.10875,2.8422518466794377e-09,2.0357070949018668e-10,1.7526956420467833e-10,2.1256762956913326e-10,2.4736695755253314e-10,4.5329655357031125e-10,2.1836264856857574e-10
5.109,2.8396669122066528e-09,2.0420438737990145e-10,1.7599550386618544e-10,2.1324743511517183e-10,2.4742700154271125e-10,4.5027377230432189e-10,2.1305026671486449e-10
5.10925,2.8359598715816804e-09,2.0471566506472008e-10,1.7660899863887892e-10,2.137532760097077e-10,2.4724315655613317e-10,4.4682676252917926e-10,2.0748070649948164e-10
5.1095,2.8311566571480016e-09,2.0509814731146175e-10,1.7709841322490006e-10,2.1407483567088367e-10,2.4681692236019042e-10,4.4298604704343436e-10,2.0170056508941065e-10
5.10975,2.825236606431576e-09,2.0533954268664939e-10,1.7744778021746571e-10,2.14196430821524e-10,2.461408325803401e-10,4.3876290626519209e-10,1.9573812848635497e-10
5.11,2.8182269747877247e-09,2.0543088411853542e-10,1.7764420100897324e-10,2.1410793597318862e-10,2.4521897123864023e-10,4.3418715097809098e-10,1.896462338645874e-10
5.11025,2.8100725041142057e-09,2.053605492760592e-10,1.7767503371270375e-10,2.1379682288026088e-10,2.4404439958151617e-10,4.2924253251696115e-10,1.8342164119816053e-10
5.1105,2.8008258081712268e-09,2.0512212899388847e-10,1.7753220324675492e-10,2.1325973788172518e-10,2.4263113016573369e-10,4.2395966938655653e-10,1.7712176510913307e-10
5.11075,2.7905384057296118e-09,2.0471123005709656e-10,1.7721000096668537e-10,2.124961836428265e-10,2.4099464706420572e-10,4.1836817205083927e-10,1.708008733182945e-10
5.111,2.7791931031488073e-09,2.0411737890722689e-10,1.7669829862374054e-10,2.1149772473651908e-10,2.3913277868153196e-10,4.1246304638995962e-10,1.6448079452803906e-10
5.11125,2.7668561303320245e-09,2.0333688958315106e-10,1.7599386491113739e-10,2.1026646767769873e-10,2.3705837358451179e-10,4.0628156872623996e-10,1.5822253951822875e-10
5.1115,2.7534689469942838e-09,2.0235705846225692e-10,1.7508705204705439e-10,2.0879399023125879e-10,2.3475729048046315e-10,3.9979683832264666e-10,1.5201705165141271e-10
5.11175,2.7390968699780174e-09,2.0117780154941289e-10,1.7397932450299183e-10,2.0708768858550565e-10,2.3224031764374624e-10,3.9304621976853002e-10,1.4590829735725466e-10
5.112,2.7238150937956713e-09,1.998011317084885e-10,1.7267455082029298e-10,2.0515886759785463e-10,2.2951995523516089e-10,3.8607301876357742e-10,1.3993962343762185e-10
5.11225,2.7076048146863522e-09,1.982196392877943e-10,1.7116901969644216e-10,2.030080125348243e-10,2.2658610197378691e-10,3.7887542674427051e-10,1.3410316868187618e-10
5.1125,2.6905532674945157e-09,1.9643887361323351e-10,1.6947071109422224e-10,2.0065025550700446e-10,2.2345261660047773e-10,3.7150272416772571e-10,1.2842825096594132e-10
5.11275,2.6725683571393813e-09,1.9444641785738755e-10,1.6757304086505426e-10,1.9808018937623703e-10,2.2010136500550398e-10,3.6392396433976563e-10,1.2286948975566043e-10
5.113,2.6537398623544854e-09,1.9225039257335867e-10,1.6548724151742134e-10,1.953144541382486e-10,2.1655486981557757e-10,3.5619229547064672e-10,1.1744361816125192e-10
5.11325,2.6341490835015938e-09,1.8986028738193904e-10,1.6322470499069107e-10,1.9236959681695772e-10,2.1283773687194256e-10,3.4836063619420811e-10,1.1216114765508103e-10
5.1135,2.6137669344211401e-09,1.8727416646343691e-10,1.6078710071346181e-10,1.8924970722239034e-10,2.0895172671976869e-10,3.4042240358938467e-10,1.069849597018666e-10
5.11375,2.5926990868991392e-09,1.8450807034854178e-10,1.5819162089450689e-10,1.8597767815459758e-10,2.0492992840054592e-10,3.3243061749674646e-10,1.0191836060719196e-10
5.114,2.5708205112661981e-09,1.8155044908978751e-10,1.5543110961860554e-10,1.8254514495244517e-10,2.0076042059193494e-10,3.2433436400561151e-10,9.6896072318989411e-11
5.11425,2.5482322425252786e-09,1.7841803789658253e-10,1.5252420593598169e-10,1.7897534640063257e-10,1.9647935920968176e-10,3.1618127949413393e-10,9.1927950070117818e-11
5.1145,2.5250366357806614e-09,1.7512861912404998e-10,1.4948974570242422e-10,1.7529270073976577e-10,1.9212423113465779e-10,3.0801920397764949e-10,8.7023229450803427e-11
5.11475,2.5011862179520222e-09,1.716836397090386e-10,1.4633277378525012e-10,1.7150548345667972e-10,1.8770052646181831e-10,2.998188437604977e-10,8.2145683181692863e-11
5.115,2.4767794554419882e-09,1.6810363390053945e-10,1.4307563427294563e-10,1.6764236329784158e-10,1.8324172116556161e-10,2.9160768277440921e-10,7.7302322398481029e-11
5.11525,2.4516803824818628e-09,1.6437903595399515e-10,1.3971297855369348e-10,1.6369942127744357e-10,1.7873449400715768e-10,2.8332057389057708e-10,7.2444307383882834e-11
5.1155,2.426004457855881e-09,1.6053164756350758e-10,1.3627041464594622e-10,1.5970792277725629e-10,1.7421529526718019e-10,2.7500119984876517e-10,6.7596855621565231e-11
5.11575,2.3998424650178795e-09,1.5658020304407243e-10,1.327683988118402e-10,1.5569669577576183e-10,1.6971273089005881e-10,2.6668239094517912e-10,6.2775756405142616e-11
5.116,2.3731595961287542e-09,1.5252917915020738e-10,1.292149809845034e-10,1.5167653495371129e-10,1.6522347641045756e-10,2.5833358207730493e-10,5.7954156608390067e-11
5.11625,2.3460670927110046e-09,1.48403543642887e-10,1.2563560013605874e-10,1.4767587406552492e-10,1.6077045771741941e-10,2.4998385852055612e-10,5.3135479025718749e-11
5.1165,2.3184329729709342e-09,1.4419428996937346e-10,1.2202484547047987e-10,1.4368688171057306e-10,1.5632968358272353e-10,2.4157677560337052e-10,4.8263823678715606e-11
5.11675,2.2903722021913091e-09,1.3992364917068376e-10,1.1840446812068107e-10,1.3973182747796325e-10,1.5192451409348822e-10,2.3315646676410516e-10,4.3343567668923603e-11
5.117,2.2619990392280677e-09,1.3561535346656346e-10,1.1479671065745288e-10,1.3583086254483738e-10,1.4757720439763144e-10,2.2477057465173581e-10,3.8381538219243482e-11
5.11725,2.2332686274523168e-09,1.3127256536993482e-10,1.1120506387089301e-10,1.3198154808762069e-10,1.4327432110135738e-10,2.1639118811293554e-10,3.3338058484815916e-11
5.1175,2.2043224151074836e-09,1.26925224809084e-10,1.0765485790575922e-10,1.2820480780550835e-10,1.3903612888523143e-10,2.0805629629501454e-10,2.8221845325077557e-11
5.11775,2.1750032108312115e-09,1.2256170453820446e-10,1.0413469705129662e-10,1.2448147759874301e-10,1.3483197921860809e-10,1.9969929780114768e-10,2.2981754848120036e-11
5.118,2.1454594171520854e-09,1.1820897312976796e-10,1.0066759848388783e-10,1.2083232261197347e-10,1.306893265769067e-10,1.9136911100669535e-10,1.7644018128597042e-11
5.11825,2.1158358259862817e-09,1.1389180093272922e-10,9.7274759561153723e-11,1.1727737083018589e-10,1.2663536865219185e-10,1.8311299592209246e-10,1.2238188883122604e-11
5.1185,2.0860935484787533e-09,1.0961370346699233e-10,9.3955585825345017e-11,1.1381293843213168e-10,1.2266029459844335e-10,1.7489650783978748e-10,6.7424325255723397e-12
5.11875,2.0563969294162159e-09,1.054050289758713e-10,9.0731195122798572e-11,1.104590917414779e-10,1.187875754810873e-10,1.6675480777906564e-10,1.1796580697407501e-12
5.119,2.0265971882466924e-09,1.0125100204661043e-10,8.7587264279998985e-11,1.071978562286628e-10,1.1499084290119963e-10,1.5861982272431649e-10,-4.4984004874341262e-12
5.11925,1.9968699271451841e-09,9.7177431113243589e-11,8.4543526659947524e-11,1.040490757352202e-10,1.1129884713493264e-10,1.505421990041703e-10,-1.0262758970792627e-11
5.1195,1.9673807065559685e-09,9.3208084816250351e-11,8.1616470043269058e-11,1.0103044254882261e-10,1.0773730594927863e-10,1.4257211324638299e-10,-1.608515599421777e-11
5.11975,1.9381056858975259e-09,8.9342885820495691e-11,7.8800396979445161e-11,9.8134341912706377e-11,1.0429060422859127e-10,1.3467604793898223e-10,-2.1995308151631022e-11
5.12,1.9092136662101648e-09,8.5601976824538168e-11,7.6108497585965881e-11,9.5374124832044013e-11,1.0097200128833975e-10,1.2689138226533061e-10,-2.7972823289677894e-11
5.12025,1.8806016102847212e-09,8.1972201152866803e-11,7.3525348460902472e-11,9.2731106010749462e-11,9.7750724157066298e-11,1.1916328181031567e-10,-3.4062249979283846e-11
5.1205,1.8524491241270303e-09,7.8472960242044024e-11,7.1064322414934486e-11,9.0217263076641376e-11,9.4643568421445343e-11,1.1154743871164677e-10,-4.0225623655408655e-11
