Physical Time (s),ep_bot Monitor (W): bot_cv1,ep_bot Monitor (W): bot_cv2,ep_bot Monitor (W): bot_cv3,ep_bot Monitor (W): bot_cv4,ep_bot Monitor (W): bot_cv5,ep_bot Monitor (W): bot_cv6,ep_bot Monitor (W): bot_cv7
6.61475,3.4240297691732626e-09,2.8432861272174868e-10,2.4206429964786882e-10,2.2676664308533928e-10,1.9963960666384042e-10,2.5717963560044639e-10,9.5062381568196997e-11
6.615,3.4159478678882007e-09,2.8317546333374403e-10,2.409313424426769e-10,2.2557506032063144e-10,1.9857507550237091e-10,2.556983635340756e-10,9.409928223286657e-11
6.61525,3.4077895100063659e-09,2.8201384491633591e-10,2.3979720760264268e-10,2.243906698699852e-10,1.9753000826695452e-10,2.5421593468283286e-10,9.3132133489901443e-11
6.6155,3.3995637500524438e-09,2.8084498978702946e-10,2.386641303027974e-10,2.2321763645320661e-10,1.9650286006450666e-10,2.527314751656995e-10,9.2160095407260841e-11
6.61575,3.3912788518741046e-09,2.7966947636424646e-10,2.3753369776389392e-10,2.2205937592632386e-10,1.9549106737745297e-10,2.5124552059646638e-10,9.1183338785117073e-11
6.616,3.3829437553920255e-09,2.7848832338183581e-10,2.3640770818428122e-10,2.2091915682884276e-10,1.9449099080301679e-10,2.4975753064624264e-10,9.0202858535617662e-11
6.61625,3.3745635647745784e-09,2.7730158147409502e-10,2.3528707035767548e-10,2.197982361354281e-10,1.9349808322047475e-10,2.4826567656839791e-10,8.9217926361326717e-11
6.6165,3.3661448027514877e-09,2.7610956197019801e-10,2.3417243801375741e-10,2.1869741416154985e-10,1.9250846427719087e-10,2.4676737171635638e-10,8.8228950731612679e-11
6.61675,3.3576910480494379e-09,2.7491184942240398e-10,2.3306333930769058e-10,2.1761514608985756e-10,1.9151864396379158e-10,2.4525892419332262e-10,8.723323513053942e-11
6.617,3.3492066312285075e-09,2.7370807091323719e-10,2.3195928132052286e-10,2.1654893013234237e-10,1.905262556547764e-10,2.4373751793667649e-10,8.6228373672732467e-11
6.61725,3.3406953415481696e-09,2.7249787208615712e-10,2.3085947386170591e-10,2.1549524899448813e-10,1.8953002813506994e-10,2.422014356834698e-10,8.5211140110708581e-11
6.6175,3.3321584646452949e-09,2.7128102480997571e-10,2.2976315917799219e-10,2.1444936906112186e-10,1.8852815734401597e-10,2.4065050678720087e-10,8.4178671988727515e-11
6.61775,3.3235954855838688e-09,2.7005752405460311e-10,2.2866952356623407e-10,2.1340761938243829e-10,1.875201695450815e-10,2.3908741750179102e-10,8.3129944958239543e-11
6.618,3.3150055102336253e-09,2.6882761404422725e-10,2.2757779073220522e-10,2.1236635690818184e-10,1.8650530036972082e-10,2.375159398481107e-10,8.2067186810695909e-11
6.61825,3.3063861840427403e-09,2.6759214263007067e-10,2.2648786196772838e-10,2.1132360810396651e-10,1.8548342530814408e-10,2.3594055780291945e-10,8.0997295996819007e-11
6.6185,3.297736960653461e-09,2.66352327497555e-10,2.2540040538534761e-10,2.1027857089839022e-10,1.8445537339948299e-10,2.3436564227655697e-10,7.9931193128144648e-11
6.61875,3.2890523624098212e-09,2.6510928889657226e-10,2.2431559076529433e-10,2.0923098442763106e-10,1.8342205454560131e-10,2.3279421188787759e-10,7.8880875632318869e-11
6.619,3.2803297184359346e-09,2.6386446403076372e-10,2.232339880457217e-10,2.0818145980667012e-10,1.823851349628518e-10,2.3122809460929823e-10,7.7858728226710837e-11
6.61925,3.2715676453384888e-09,2.6261950097378707e-10,2.221559573433408e-10,2.0713146023025183e-10,1.8134726516570528e-10,2.2967002040575952e-10,7.6875673277795116e-11
6.6195,3.2627603515458849e-09,2.6137532347868694e-10,2.2108166199631387e-10,2.0608240981226904e-10,1.8031084580413832e-10,2.2812187244234293e-10,7.5939720191877796e-11
6.61975,3.2539102186141872e-09,2.6013348624584497e-10,2.2001113058054119e-10,2.0503532870526072e-10,1.7927831165665378e-10,2.2658578957702244e-10,7.5055915641572513e-11
6.62,3.2450140643430519e-09,2.5889489208267301e-10,2.189439883682561e-10,2.0399100556777532e-10,1.7825179741462751e-10,2.2506273464256497e-10,7.4223491742253173e-11
6.62025,3.2360716695636856e-09,2.5766064228114588e-10,2.1787980007573964e-10,2.0294993693611148e-10,1.7723341993886422e-10,2.2355315721544772e-10,7.3438794334337636e-11
6.6205,3.227085415372483e-09,2.5643179017759524e-10,2.1681845227149778e-10,2.0191223433069542e-10,1.7622483487022815e-10,2.220558551457007e-10,7.2696360163141017e-11
6.62075,3.2180590571728624e-09,2.552094049248379e-10,2.1575976579006251e-10,2.0087789175059577e-10,1.7522685137098383e-10,2.2056713733933923e-10,7.1990916175654608e-11
6.621,3.2089978348257965e-09,2.5399468019781273e-10,2.147041623674752e-10,1.9984688761995218e-10,1.7423934235807843e-10,2.1908382589225983e-10,7.1317550297475694e-11
6.62125,3.1999086688195686e-09,2.5278895474142826e-10,2.1365235337581386e-10,1.9881928772048812e-10,1.7326080565149569e-10,2.1760285732829128e-10,7.0673987995741378e-11
6.6215,3.1907986686708013e-09,2.5159349480700606e-10,2.1260525576109362e-10,1.9779540103088202e-10,1.7228875825940917e-10,2.1612335342272007e-10,7.0059992450085473e-11
6.62175,3.1816736404612611e-09,2.504089606193614e-10,2.1156361133407146e-10,1.9677505675178551e-10,1.7131982619329854e-10,2.1464684654009807e-10,6.9474257027034875e-11
6.622,3.1725446982291934e-09,2.492364575022308e-10,2.1052854329059792e-10,1.9575876656778709e-10,1.7035134731010745e-10,2.1317897969077108e-10,6.891399675845102e-11
6.62225,3.1634226701990853e-09,2.4807628812526344e-10,2.0950006038319637e-10,1.9474587906445276e-10,1.6938093563159672e-10,2.1172737136391898e-10,6.837653187154821e-11
6.6225,3.154317132804106e-09,2.4692833191809287e-10,2.0847714921351025e-10,1.9373543500086707e-10,1.6840754168808591e-10,2.1029995867542063e-10,6.7857609475722215e-11
6.62275,3.1452342276612245e-09,2.457915992293174e-10,2.0745902772196845e-10,1.9272659498654533e-10,1.6743229031474427e-10,2.089048701298161e-10,6.7353411046059514e-11
6.623,3.136184876394302e-09,2.4466510469829921e-10,2.0644400165375839e-10,1.9171772653315314e-10,1.6645706551342009e-10,2.0754619345436741e-10,6.6860545835811906e-11
6.62325,3.1271768221219353e-09,2.4354676312862837e-10,2.0543032548853676e-10,1.9070811637800009e-10,1.6548505694081722e-10,2.0622322069045491e-10,6.6373949039435627e-11
6.6235,3.1182190088109026e-09,2.4243461805661377e-10,2.0441660263749563e-10,1.8969776242788953e-10,1.6452008173204125e-10,2.0493156037099457e-10,6.5890127155006222e-11
6.62375,3.1093183448870888e-09,2.4132662506042052e-10,2.0340244462802063e-10,1.886870282315904e-10,1.6356533103211367e-10,2.0366249270638263e-10,6.5405473129385356e-11
6.624,3.1004814645904338e-09,2.4022081415904046e-10,2.0238787333526508e-10,1.8767668693936032e-10,1.6262362102909457e-10,2.0240618542869852e-10,6.4916142189881484e-11
6.62425,3.0917147941484248e-09,2.3911623327458316e-10,2.0137351137406008e-10,1.8666850248120706e-10,1.6169704861025009e-10,2.0115134333926312e-10,6.4417417745563836e-11
6.6245,3.0830226126021363e-09,2.3801215983115966e-10,2.0036039765760911e-10,1.8566423217224234e-10,1.6078712427855575e-10,1.9988908716445048e-10,6.3904806926597036e-11
6.62475,3.0744109746109553e-09,2.3690942792977032e-10,1.993500896897982e-10,1.8466592086182228e-10,1.5989399037280572e-10,1.9861290395734307e-10,6.3374831149682558e-11
6.625,3.0658850405097297e-09,2.3580932409290369e-10,1.9834446845759735e-10,1.8367563848741282e-10,1.5901747886958909e-10,1.9731925619044257e-10,6.282495970494738e-11
6.62525,3.0574479620640713e-09,2.3471397884068301e-10,1.9734499532770159e-10,1.8269492271686391e-10,1.5815539770182454e-10,1.9600624768436549e-10,6.2255410621804927e-11
6.6255,3.0491034774413682e-09,2.3362552224069869e-10,1.9635299681259571e-10,1.8172446315667219e-10,1.5730481228107525e-10,1.9467466060781116e-10,6.1667664162190926e-11
6.62575,3.0408535735388183e-09,2.325460314790182e-10,1.9536937167620523e-10,1.8076454195035074e-10,1.5646215555054299e-10,1.9332808203657631e-10,6.106559497906968e-11
6.626,3.0327025667770092e-09,2.3147746350272946e-10,1.9439428504303384e-10,1.7981399839541781e-10,1.5562342321959574e-10,1.9197198106534854e-10,6.0453550442469872e-11
6.62625,3.024651590784186e-09,2.3042066461824607e-10,1.9342708383644033e-10,1.7887108875437058e-10,1.547853054183334e-10,1.9061442238801999e-10,5.9836029545844207e-11
6.6265,3.0167024332375502e-09,2.2937626124545741e-10,1.9246730426298287e-10,1.7793377118492867e-10,1.5394564231051512e-10,1.8926502245943792e-10,5.9218138517743552e-11
6.62675,3.008855903707413e-09,2.2834353232771899e-10,1.9151339083999819e-10,1.7699929721565946e-10,1.5310304195365856e-10,1.8793418853992181e-10,5.8604356147474623e-11
6.627,3.0011131692894656e-09,2.2732196101480722e-10,1.9056433447132518e-10,1.7606648147183987e-10,1.5225716321041812e-10,1.8663071224401704e-10,5.7995273165285561e-11
6.62725,2.9934714533814821e-09,2.2631003341632533e-10,1.8961850689915361e-10,1.7513372386832696e-10,1.514076861187778e-10,1.8536037374086173e-10,5.7389727267762693e-11
6.6275,2.9859303775106983e-09,2.2530707436353326e-10,1.8867600458122387e-10,1.7420181511924191e-10,1.5055536931507718e-10,1.8412641433133526e-10,5.6785503761685415e-11
6.62775,2.9784843964447537e-09,2.2431222212921484e-10,1.8773669597108166e-10,1.7327100406072265e-10,1.4970045746580958e-10,1.8292600495876396e-10,5.6176811046577217e-11
6.628,2.9711313192869186e-09,2.2332567244689557e-10,1.8680151730091342e-10,1.7234195331144775e-10,1.4884396990163515e-10,1.8175342787512781e-10,5.5557187827995448e-11
6.62825,2.9638674258619599e-09,2.2234831921582278e-10,1.8587204546835091e-10,1.7141569760923269e-10,1.4798748841669275e-10,1.8060016268843622e-10,5.4918696177563727e-11
6.6285,2.9566881099772919e-09,2.213814474735265e-10,1.8495002726735128e-10,1.7049281718532407e-10,1.4713242267713168e-10,1.7945611128928838e-10,5.425283825554966e-11
6.62875,2.9495918543014568e-09,2.2042690495515518e-10,1.8403740995861456e-10,1.6957454360801209e-10,1.4628102377783597e-10,1.783109410571346e-10,5.355209202227139e-11
6.629,2.9425746593418291e-09,2.194864409058367e-10,1.8313578514451767e-10,1.686621475565649e-10,1.4543529871465743e-10,1.7715595898936586e-10,5.2810477714794769e-11
6.62925,2.9356342828676099e-09,2.1856130723856455e-10,1.822460082015672e-10,1.6775737299473344e-10,1.4459719076730299e-10,1.7598357386506317e-10,5.2024819754266588e-11
6.6295,2.9287688867463854e-09,2.1765181481380416e-10,1.8136831253219557e-10,1.6686236225296456e-10,1.4376861562370896e-10,1.7479038082427719e-10,5.1196920117413771e-11
6.62975,2.9219798753024741e-09,2.1675807274116381e-10,1.805027268663623e-10,1.659790981283024e-10,1.429506485101776e-10,1.7357658739380878e-10,5.0332459705047608e-11
6.63,2.9152682812625057e-09,2.1587854167645945e-10,1.7964830417732113e-10,1.6510881994551426e-10,1.4214315458047618e-10,1.7234593813089947e-10,4.9440972912608477e-11
6.63025,2.9086359343671115e-09,2.1501108713740155e-10,1.7880424373612262e-10,1.6425208116513677e-10,1.4134465606342495e-10,1.7110489039633007e-10,4.8532985334071809e-11
6.6305,2.9020847647737136e-09,2.1415296282361554e-10,1.7796934116146088e-10,1.6340808091716156e-10,1.405517714706586e-10,1.6986049849790678e-10,4.7615352958114674e-11
6.63075,2.8956168051667808e-09,2.133009249638264e-10,1.7714269631416015e-10,1.6257557359576589e-10,1.3976046241329763e-10,1.6862093227518063e-10,4.6691815353721374e-11
6.631,2.8892340696744433e-09,2.1245200391711753e-10,1.7632338359363675e-10,1.6175242498555661e-10,1.3896601225291883e-10,1.6739257957656655e-10,4.5761260691811131e-11
6.63125,2.8829399579313923e-09,2.1160402502701641e-10,1.7551109234575514e-10,1.609361762705265e-10,1.381642306282956e-10,1.661787876157474e-10,4.4819999406114842e-11
6.6315,2.8767358847944567e-09,2.1075529726619845e-10,1.7470563669053999e-10,1.6012469924446784e-10,1.3735240143588035e-10,1.6498056561334245e-10,4.3863523938572317e-11
6.63175,2.8706228654276135e-09,2.0990526293521965e-10,1.7390753046921415e-10,1.5931594471307457e-10,1.3652963953871887e-10,1.6379495397133976e-10,4.2888256392232873e-11
6.632,2.8646036107514613e-09,2.0905424325670945e-10,1.7311727928914205e-10,1.5850862852531732e-10,1.3569786403196695e-10,1.6261777211670025e-10,4.1894082636815678e-11
6.63225,2.8586792499571546e-09,2.0820329889281948e-10,1.7233550688373131e-10,1.5770193269071593e-10,1.3486087925456469e-10,1.6144319488151519e-10,4.0884474009467104e-11
6.6325,2.8528535718855625e-09,2.0735401491759793e-10,1.7156259743860202e-10,1.568961234421677e-10,1.3402466823921683e-10,1.6026526621044126e-10,3.9865574370455071e-11
6.63275,2.8471286062241725e-09,2.0650797007424755e-10,1.7079800707632428e-10,1.5609203276935307e-10,1.3319607366661831e-10,1.5907770243404776e-10,3.8844889898697411e-11
6.633,2.8415071578945906e-09,2.056664971489146e-10,1.7004054313403275e-10,1.5529167584995882e-10,1.323820863710113e-10,1.5787593345144098e-10,3.782978375384639e-11
6.63325,2.8359935400013453e-09,2.0483033153649655e-10,1.69288344042711e-10,1.544978673675714e-10,1.3158854633908918e-10,1.5665528105158664e-10,3.6826780148455829e-11
6.6335,2.8305915828757648e-09,2.0399968994971521e-10,1.68539714602016e-10,1.5371383818972378e-10,1.3081944617821037e-10,1.5541265084995098e-10,3.5839974013766664e-11
6.63375,2.8253057827279749e-09,2.0317426753854428e-10,1.677933458822846e-10,1.5294239900372912e-10,1.3007583236632769e-10,1.5414548697577115e-10,3.486987507021839e-11
6.634,2.8201399243712242e-09,2.0235316630079695e-10,1.6704768766461222e-10,1.5218532703167175e-10,1.2935605390405784e-10,1.5285190909273256e-10,3.3913591806814871e-11
6.63425,2.8150980095062856e-09,2.015351264666221e-10,1.663015216549665e-10,1.5144327735713057e-10,1.2865622919441997e-10,1.5153203114648679e-10,3.2963907853028147e-11
6.6345,2.8101822684794719e-09,2.007190663633413e-10,1.655544349973769e-10,1.5071526553473452e-10,1.2797013594384258e-10,1.5018754338546589e-10,3.2011193483341909e-11
6.63475,2.8053945124509903e-09,1.9990436647772493e-10,1.6480710315622385e-10,1.4999985709451264e-10,1.2729082762684646e-10,1.4882314301890529e-10,3.104693844537177e-11
6.635,2.8007345198296641e-09,1.9909107738878831e-10,1.640610169039798e-10,1.4929511452473174e-10,1.2661137116519036e-10,1.4744715794871841e-10,3.0063899667463817e-11
6.63525,2.7962001502040791e-09,1.9828014104592611e-10,1.6331850125580653e-10,1.4859905514580081e-10,1.2592531026063858e-10,1.4606979525208392e-10,2.9057913168001896e-11
6.6355,2.7917896247514759e-09,1.9747364350407632e-10,1.6258167298524235e-10,1.4790937352115251e-10,1.2522821426729295e-10,1.4470329247409132e-10,2.8029259771710056e-11
6.63575,2.7874983843677092e-09,1.9667419428105843e-10,1.6185348081780923e-10,1.4722407882696467e-10,1.2451807514722906e-10,1.4335804326943402e-10,2.6981012295971355e-11
6.636,2.7833235654275249e-09,1.9588519989322717e-10,1.6113675761134446e-10,1.4654092588157811e-10,1.2379565542850322e-10,1.4204153243698984e-10,2.5920519937036937e-11
6.63625,2.7792593692359114e-09,1.9510987238066649e-10,1.6043321277396268e-10,1.4585793242203698e-10,1.2306375806852018e-10,1.4075509277360311e-10,2.4855083919832548e-11
6.6365,2.7753033430131436e-09,1.9435166109232292e-10,1.5974336157056303e-10,1.4517358044393075e-10,1.2232671731034895e-10,1.3949466597639428e-10,2.379397355265326e-11
6.63675,2.7714530539484909e-09,1.936133834484809e-10,1.5906683856383618e-10,1.4448742347507154e-10,1.2158908639430942e-10,1.3825204728817185e-10,2.2746804099915989e-11
6.637,2.7677057432518594e-09,1.9289717186938903e-10,1.5840285989747702e-10,1.4380024035976933e-10,1.2085486740744167e-10,1.3701731106131744e-10,2.1720782503663415e-11
6.63725,2.764061175732217e-09,1.9220446630332568e-10,1.5775055127930251e-10,1.4311342728489564e-10,1.2012622704054796e-10,1.3578085410232347e-10,2.072074628572722e-11
6.6375,2.7605201034035346e-09,1.915360204454601e-10,1.5710965179689805e-10,1.4242932622017974e-10,1.1940410742631107e-10,1.3453542141019082e-10,1.9749779266360514e-11
6.63775,2.7570846801788062e-09,1.9089193961364636e-10,1.5648045942670249e-10,1.4175029555602008e-10,1.1868796211878707e-10,1.3327662893603274e-10,1.8806928646025714e-11
6.638,2.753757035302777e-09,1.9027208440001789e-10,1.5586397182643542e-10,1.4107855658798765e-10,1.1797658255825269e-10,1.3200266553815064e-10,1.7890619529616363e-11
6.63825,2.7505412764004187e-09,1.8967625236556246e-10,1.5526184562509678e-10,1.4041580513583251e-10,1.1726811496263618e-10,1.3071419536025655e-10,1.6998156457025933e-11
6.6385,2.7474412382275802e-09,1.8910392208944141e-10,1.5467602533661024e-10,1.3976343110621828e-10,1.1656070944007117e-10,1.2941331455859782e-10,1.61263505119577e-11
6.63875,2.7444620177322949e-09,1.88555113056938e-10,1.5410893374524152e-10,1.3912281808515053e-10,1.1585303935131301e-10,1.2810316223221013e-10,1.5271595021953618e-11
6.639,2.7416087622598362e-09,1.8803019570677658e-10,1.5356309640019809e-10,1.3849504547707563e-10,1.1514432043667205e-10,1.267873231564548e-10,1.4429423451572022e-11
6.63925,2.7388844786212434e-09,1.8752952281408024e-10,1.5304032025715848e-10,1.3788047439133201e-10,1.144347256022942e-10,1.2546855343976064e-10,1.3594663602063563e-11
6.6395,2.7362939914506159e-09,1.8705402553045245e-10,1.5254222545695802e-10,1.3727976598016242e-10,1.1372638192091909e-10,1.2414962216106975e-10,1.2761986769839741e-11
6.63975,2.7338407291321253e-09,1.8660455344772018e-10,1.520692387726528e-10,1.3669251009066503e-10,1.1302200680021278e-10,1.2283113969796143e-10,1.1926352037567427e-11
6.64,2.7315284678110692e-09,1.8618193556407205e-10,1.5162070016457356e-10,1.361180279998566e-10,1.1232550854662341e-10,1.2151369291837711e-10,1.1084470410588569e-11
6.64025,2.7293596510569917e-09,1.8578662548018537e-10,1.5119508974295497e-10,1.3555540935738432e-10,1.11640260235908e-10,1.201963951682868e-10,1.0235057443947254e-11
6.6405,2.727336353362968e-09,1.8541857302446305e-10,1.507901950992551e-10,1.3500417778601116e-10,1.1096919671288239e-10,1.1887924207427526e-10,9.3792905055526631e-12
6.64075,2.7254594962331556e-09,1.8507709402965862e-10,1.5040350970440816e-10,1.344640143394173e-10,1.103133672649412e-10,1.1756205897045309e-10,8.5197290301029817e-12
6.641,2.723729145659049e-09,1.847609284884185e-10,1.5003264597715745e-10,1.3393528679670527e-10,1.0967261327808504e-10,1.1624664099101094e-10,7.6574584273992178e-12
6.64125,2.7221442618657901e-09,1.8446836389942771e-10,1.4967554095005023e-10,1.3341857266810287e-10,1.0904554883799104e-10,1.149351788557519e-10,6.79406522036047e-12
6.6415,2.7207025207041859e-09,1.8419744044274614e-10,1.4933064884311731e-10,1.3291449606248545e-10,1.0842989827206274e-10,1.1363007922552338e-10,5.9299275766095062e-12
6.64175,2.7194006426819238e-09,1.8394609866569651e-10,1.4899697476530562e-10,1.3242286895755709e-10,1.0782322911601568e-10,1.1233449234659448e-10,5.0660468857343745e-12
6.642,2.7182332398354998e-09,1.8371199550815344e-10,1.4867378772101514e-10,1.3194269182260974e-10,1.0722330362945379e-10,1.1105307871202508e-10,4.2046767110563908e-12
6.64225,2.7171935456007517e-09,1.8349296786115299e-10,1.4836077930088042e-10,1.3147290131406308e-10,1.0662869519045659e-10,1.0979222757962899e-10,3.351153034776581e-12
6.6425,2.7162735784994985e-09,1.8328695738467472e-10,1.4805780410796651e-10,1.3101239041199082e-10,1.0603862091782686e-10,1.0856048585886734e-10,2.5122982549907877e-12
6.64275,2.7154644390424739e-09,1.8309217233266823e-10,1.4776481939172677e-10,1.3056063139245105e-10,1.0545306068394871e-10,1.0736757804966297e-10,1.6972484329405818e-12
6.643,2.7147563289680548e-09,1.8290723451104641e-10,1.4748181733591272e-10,1.3011809055167258e-10,1.0487282013379681e-10,1.0622224633201339e-10,9.1385240099395521e-13
6.64325,2.7141386783984685e-09,1.8273072928694696e-10,1.4720835943839644e-10,1.2968540685663762e-10,1.0429919253120495e-10,1.0513179995902612e-10,1.6823879475928476e-13
6.6435,2.7136012281616169e-09,1.8256144297008434e-10,1.4694361087525879e-10,1.2926306996688856e-10,1.0373362215681267e-10,1.0410019797811244e-10,-5.3734321811964177e-13
6.64375,2.7131333676703856e-09,1.8239835996332981e-10,1.4668632650825241e-10,1.2885112056075926e-10,1.0317794962087978e-10,1.0312858520604084e-10,-1.206737920714789e-12
6.644,2.7127247534740254e-09,1.8224039774501942e-10,1.4643483282182082e-10,1.284489362411434e-10,1.0263461977643628e-10,1.0221698665659043e-10,-1.8483831409453491e-12
6.64425,2.712365933518484e-09,1.8208668142929651e-10,1.4618746725553161e-10,1.2805522875774798e-10,1.0210654011717129e-10,1.0136399759928095e-10,-2.4740772653270383e-12
6.6445,2.7120475446652451e-09,1.8193612571192933e-10,1.4594221483862526e-10,1.2766844887281073e-10,1.0159733459405475e-10,1.0056818377674033e-10,-3.0976492279842287e-12
6.64475,2.7117621844981233e-09,1.8178797811308625e-10,1.4569753224244201e-10,1.2728743303014985e-10,1.011111186787195e-10,9.982699116195388e-11,-3.7302377393924648e-12
6.645,2.7115021932641614e-09,1.8164119819209371e-10,1.4545190406937102e-10,1.2691156332025906e-10,1.0065254538884159e-10,9.9136655955911288e-11,-4.379465275409911e-12
6.64525,2.7112618907702759e-09,1.814948961040841e-10,1.4520445857228408e-10,1.2654103601130359e-10,1.0022617113843651e-10,9.849305344385802e-11,-5.0465728859746345e-12
6.6455,2.7110360290910572e-09,1.8134826397903506e-10,1.4495512261215142e-10,1.2617658488795519e-10,9.9835458196460103e-11,9.7890164593458819e-11,-5.7260848340014296e-12
6.64575,2.7108209924831544e-09,1.8120032404833011e-10,1.4470340009571772e-10,1.2581954207859681e-10,9.9482546149348169e-11,9.7322589678035794e-11,-6.4082370123229802e-12
6.646,2.7106139140056029e-09,1.8105028463049903e-10,1.4444926417560048e-10,1.2547209098220826e-10,9.9167888482651797e-11,9.6785027834493317e-11,-7.0802761480531908e-12
6.64625,2.7104127012946667e-09,1.8089719179009165e-10,1.4419287482489624e-10,1.2513700596057565e-10,9.8889953752686122e-11,9.6272361564832339e-11,-7.7291500823674538e-12
6.6465,2.7102175975717723e-09,1.8074018668535205e-10,1.4393469980352528e-10,1.2481748884605588e-10,9.8645676047555894e-11,9.5780165074385201e-11,-8.3432654049820378e-12
6.64675,2.7100283610565e-09,1.8057849627932356e-10,1.4367553221836609e-10,1.245174008661982e-10,9.8431084956662343e-11,9.5302766780728893e-11,-8.9141813724138092e-12
6.647,2.7098444750017003e-09,1.8041109401955915e-10,1.4341604194681667e-10,1.2423951990178138e-10,9.8241577936478896e-11,9.4834249233957788e-11,-9.4379562859492659e-12
6.64725,2.7096669742460125e-09,1.8023722283146893e-10,1.4315740656165836e-10,1.2398599039038934e-10,9.8073117697656885e-11,9.4369862464909384e-11,-9.9141946428899279e-12
6.6475,2.7094970762665137e-09,1.8005627711095337e-10,1.4290122874999663e-10,1.237575038072383e-10,9.7921938462009637e-11,9.3905013465596637e-11,-1.0346835516303533e-11
6.64775,2.7093367001817716e-09,1.7986808574349397e-10,1.4264916422061478e-10,1.2355281233200822e-10,9.7784881955654341e-11,9.3437569909191384e-11,-1.0742557872640571e-11
6.648,2.7091876945646271e-09,1.7967297981002836e-10,1.424032540992733e-10,1.2336971939698136e-10,9.7659709796468348e-11,9.2968310164675165e-11,-1.1108990507272268e-11
6.64825,2.7090511372588483e-09,1.7947167558625182e-10,1.4216616386718048e-10,1.232050947800191e-10,9.7544431480894347e-11,9.2499688112136357e-11,-1.1452804069959062e-11
6.6485,2.708927754307142e-09,1.7926555602768027e-10,1.4194038315172227e-10,1.2305592958354569e-10,9.7437766428828438e-11,9.2035997156626735e-11,-1.1779592941662867e-11
6.64875,2.7088178058385785e-09,1.7905664454554187e-10,1.4172782670414107e-10,1.2291921174439477e-10,9.7338362525781337e-11,9.1582995590880443e-11,-1.2091923590657616e-11
6.649,2.708720772242574e-09,1.7884745041843642e-10,1.4153006709202769e-10,1.2279250302683374e-10,9.724481841033687e-11,9.1145888259855437e-11,-1.2390701272065303e-11
6.64925,2.7086357565806405e-09,1.7864065329716363e-10,1.4134776689840875e-10,1.2267380853000205e-10,9.7155712563599042e-11,9.0729824045973194e-11,-1.2674542466235869e-11
6.6495,2.7085606018150797e-09,1.784390731252236e-10,1.4118080038583177e-10,1.2256129469519945e-10,9.7068916811343854e-11,9.0338680624236291e-11,-1.2941718351244173e-11
6.64975,2.7084938319691145e-09,1.7824529685735947e-10,1.4102828530767946e-10,1.2245362557006607e-10,9.6982335035319728e-11,8.9975564858633723e-11,-1.3189039028221376e-11
6.65,2.7084333586568882e-09,1.7806137446486659e-10,1.408889533858774e-10,1.2235014471047564e-10,9.6893944128172414e-11,8.9641721764914597e-11,-1.3414306205415684e-11
6.65025,2.7083770358091951e-09,1.7788847922865415e-10,1.4076103970473867e-10,1.2225044183441923e-10,9.6801386572106911e-11,8.9336515223663909e-11,-1.3615954871154401e-11
6.6505,2.7083240024576864e-09,1.7772723434630941e-10,1.4064287141422057e-10,1.2215517351992977e-10,9.6703398095831623e-11,8.9058628921035158e-11,-1.3795255122085497e-11
6.65075,2.7082730037116234e-09,1.7757730607216841e-10,1.4053297929817638e-10,1.2206526618031797e-10,9.6598944076198074e-11,8.8806567630179126e-11,-1.3955151389368128e-11
6.651,2.7082240959369125e-09,1.774378079464784e-10,1.4043045413751675e-10,1.2198202428681059e-10,9.6488129763016659e-11,8.8580105641589028e-11,-1.4101566599229675e-11
6.65125,2.7081779113158736e-09,1.7730753207581025e-10,1.403348747714267e-10,1.2190641754339874e-10,9.6371659859315164e-11,8.8380299545674488e-11,-1.4241758541582739e-11
6.6515,2.7081359605535078e-09,1.7718531016389602e-10,1.4024633961226034e-10,1.2183845987065155e-10,9.6250471666956514e-11,8.8209648030331965e-11,-1.4383309252825276e-11
6.65175,2.7081012327069664e-09,1.7707039487859198e-10,1.401651908482072e-10,1.2177711219983487e-10,9.6125780093467922e-11,8.8071008383059897e-11,-1.4531961956362963e-11
6.652,2.7080769757044658e-09,1.7696262192465078e-10,1.4009228954695671e-10,1.2172069473053874e-10,9.599893736638871e-11,8.7966761634038468e-11,-1.4691312563395253e-11
6.65225,2.7080679455175975e-09,1.7686255008754289e-10,1.4002846776664811e-10,1.2166662897302685e-10,9.5870698266018755e-11,8.7895527850317666e-11,-1.4861849519084406e-11
6.6525,2.7080799096902269e-09,1.7677145661030315e-10,1.3997467703877077e-10,1.2161305463066098e-10,9.5742864567437314e-11,8.7854158431286357e-11,-1.5041392188885713e-11
6.65275,2.7081193355146858e-09,1.7669096742923181e-10,1.3993159356455197e-10,1.2155865718036672e-10,9.5617686290380704e-11,8.7835988489768485e-11,-1.5224958256235705e-11
6.653,2.7081939491998673e-09,1.7662312101492184e-10,1.3990003731621519e-10,1.2150339231049461e-10,9.5498614788680907e-11,8.7832981978808432e-11,-1.5407314216354894e-11
6.65325,2.7083116603639955e-09,1.7656985723575098e-10,1.3988047243468956e-10,1.2144808090925829e-10,9.5390070210064385e-11,8.7836716176158563e-11,-1.5583430714818617e-11
6.6535,2.7084816897344006e-09,1.7653274612810803e-10,1.3987283577974459e-10,1.213944153476469e-10,9.5296984097929125e-11,8.7840037229344736e-11,-1.5748877986767261e-11
