Physical Time (s),ep_right Monitor (W): right_cv1,ep_right Monitor (W): right_cv2,ep_right Monitor (W): right_cv3,ep_right Monitor (W): right_cv4,ep_right Monitor (W): right_cv5,ep_right Monitor (W): right_cv6,ep_right Monitor (W): right_cv7
5.18025,4.3665217957800951e-07,8.2081113493956308e-08,9.0394594949254597e-08,6.8434777943276552e-08,6.1128195490850732e-08,3.7471004374110272e-08,3.8787857212160469e-09
5.1805,4.3618783803100838e-07,8.2564465435616541e-08,9.0306473830862423e-08,6.8313601360764283e-08,6.1043640653365844e-08,3.7455632442534266e-08,3.894803208503284e-09
5.18075,4.3580308567171078e-07,8.304934942648682e-08,9.0208987549432332e-08,6.8193555712613645e-08,6.0957564273204021e-08,3.7436147975602221e-08,3.9148326965881276e-09
5.181,4.3562877252001373e-07,8.3578848749937337e-08,9.0142513978677056e-08,6.8097710835180533e-08,6.0884436005188816e-08,3.7408930281505655e-08,3.938254211926488e-09
5.18125,4.3541717463216095e-07,8.4094378251256859e-08,9.0063747602721951e-08,6.8001660867848147e-08,6.0818947906893258e-08,3.7371559860136349e-08,3.9672352512484569e-09
5.1815,4.3514617508277383e-07,8.4608418888273651e-08,8.9973094665141203e-08,6.7906505819581633e-08,6.0764059740448095e-08,3.7324634043251224e-08,4.0019924252639605e-09
5.18175,4.3467151374137855e-07,8.5077868280426854e-08,8.9827863094015662e-08,6.7785487105257212e-08,6.0710468158082787e-08,3.7267199564088923e-08,4.0439256412333868e-09
5.182,4.3424861701372964e-07,8.5602440687107855e-08,8.9676215105857824e-08,6.7664456100981219e-08,6.0666036366090201e-08,3.7206012063957413e-08,4.0914732455167211e-09
5.18225,4.3403189370873159e-07,8.6237268397327273e-08,8.9566818808268748e-08,6.7567564674044315e-08,6.0637285658332579e-08,3.7146729686647918e-08,4.1429185776634682e-09
5.1825,4.3378083720102345e-07,8.6891662907261039e-08,8.9463927480037274e-08,6.7469029203133105e-08,6.060927241530988e-08,3.7093808104092421e-08,4.1991254903364116e-09
5.18275,4.33467103290706e-07,8.753125868305989e-08,8.9367026680799777e-08,6.7370738213705609e-08,6.0576534958359683e-08,3.7056004853042983e-08,4.258984438405341e-09
5.183,4.3293677582168629e-07,8.80942523019728e-08,8.9231756083575089e-08,6.7246022414099829e-08,6.0525612074999689e-08,3.7038284781453898e-08,4.3226870030918369e-09
5.18325,4.3244916006262306e-07,8.8664436541821406e-08,8.9087637635051507e-08,6.7116648383133157e-08,6.0464432609890731e-08,3.7045099934605553e-08,4.3872444438712352e-09
5.1835,4.3218194785212279e-07,8.9310700336483781e-08,8.8966862302293387e-08,6.7005838921805859e-08,6.040224495795019e-08,3.7075324402167773e-08,4.4498798355483183e-09
5.18375,4.3190865153839546e-07,8.9962281255108346e-08,8.8828128509156025e-08,6.6891762410135826e-08,6.0328849700473264e-08,3.7122855731793358e-08,4.5111071501396058e-09
5.184,4.3157463346998689e-07,9.0610491889998955e-08,8.8676017605124839e-08,6.6777762313600238e-08,6.0242947249260579e-08,3.7175856334231924e-08,4.5703464251320848e-09
5.18425,4.3103319619280933e-07,9.1180311715344897e-08,8.8488800657679084e-08,6.6640404281622033e-08,6.0135580232884087e-08,3.7221698247761581e-08,4.6288641213465771e-09
5.1845,4.3053873648926906e-07,9.1742471997111055e-08,8.8318579970087703e-08,6.650788378266984e-08,6.0020843114317557e-08,3.7252071445312141e-08,4.6847088102393024e-09
5.18475,4.3023066306018283e-07,9.2347905689398488e-08,8.820543605833338e-08,6.6404864093411178e-08,5.9912623641950744e-08,3.727788285704354e-08,4.7359806745737102e-09
5.185,4.2989512221617466e-07,9.2945874968996623e-08,8.8103477018225755e-08,6.6306055444396854e-08,5.9802584629403286e-08,3.7303994956662297e-08,4.7840125496454546e-09
5.18525,4.2953412224602038e-07,9.3536158109024551e-08,8.8009872338494235e-08,6.6209313920225095e-08,5.969271475062801e-08,3.7329758055873608e-08,4.8289075419761637e-09
5.1855,4.289845296423686e-07,9.4055025932579545e-08,8.7868382299395203e-08,6.6081459227539194e-08,5.9575462321753873e-08,3.7350866277956613e-08,4.8725640995956196e-09
5.18575,4.2846958192739349e-07,9.4550783950431494e-08,8.7729999805316272e-08,6.5950499879034582e-08,5.9463826061651233e-08,3.7367660875869388e-08,4.9136257527841816e-09
5.186,4.2812516957946705e-07,9.5111332576261631e-08,8.7647209352738752e-08,6.5848301429726564e-08,5.9368752523126755e-08,3.7394448967069852e-08,4.9506429666156459e-09
5.18625,4.2774711239704268e-07,9.5699551090228731e-08,8.7569923987186203e-08,6.5751407282550681e-08,5.9279994648620585e-08,3.7440156317166253e-08,4.9851562651816046e-09
5.1865,4.2733354964262617e-07,9.6314392651463896e-08,8.7494676757272488e-08,6.5663835879014286e-08,5.9198542454679311e-08,3.7500944999349927e-08,5.0172218106795601e-09
5.18675,4.2676064151754712e-07,9.6904767493344025e-08,8.7372367127843031e-08,6.555910513990583e-08,5.9113996393161031e-08,3.7567965878993242e-08,5.0488951746841257e-09
5.187,4.2623111859890931e-07,9.7516534890121278e-08,8.7241935973259859e-08,6.5459608420438818e-08,5.9033922745469355e-08,3.7640152985889745e-08,5.0788275847048134e-09
5.18725,4.2587897244765885e-07,9.8154391972584904e-08,8.7152468898870611e-08,6.5389553885259013e-08,5.8963744522223078e-08,3.7714768295041424e-08,5.1055028147304901e-09
5.1875,4.2549537848641731e-07,9.8747057985934729e-08,8.7064263284239977e-08,6.5323721463820674e-08,5.88886771757613e-08,3.778179586097696e-08,5.129904410164079e-09
5.18775,4.2508066309995191e-07,9.9312013521447316e-08,8.6979811315061321e-08,6.5260531650232952e-08,5.8803175976228937e-08,3.7834850027412725e-08,5.1517679296587123e-09
5.188,4.2449801459994985e-07,9.9822941708404112e-08,8.6839334183295238e-08,6.5169863006403728e-08,5.8692716818959473e-08,3.7871347030117292e-08,5.1727078435193838e-09
5.18825,4.2395922507197455e-07,1.0037198619254608e-07,8.667225266534402e-08,6.5082881003131911e-08,5.8569557492372796e-08,3.7891307555986445e-08,5.1911494999226326e-09
5.1885,4.2358941781002327e-07,1.0099866097391819e-07,8.6521215656421877e-08,6.5025627819024969e-08,5.8443225830060026e-08,3.7890564910703016e-08,5.2050574432963358e-09
5.18875,4.2319756483943981e-07,1.0163214925321315e-07,8.6361681401181601e-08,6.4968805489600924e-08,5.8303882491188873e-08,3.786388305475039e-08,5.2155235276643422e-09
5.189,4.2264483938563632e-07,1.0220716557884512e-07,8.6162851840669127e-08,6.4885657431245334e-08,5.8142683060344607e-08,3.7808642914750534e-08,5.2234391288395255e-09
5.18925,4.2210868420078186e-07,1.0276384113803476e-07,8.5974086250394143e-08,6.4802984093833591e-08,5.7970658701398033e-08,3.7726112184945739e-08,5.2269526099359595e-09
5.1895,4.2170263302989194e-07,1.033844395719703e-07,8.583153012238865e-08,6.4745121568816231e-08,5.780253656776538e-08,3.7621402114076954e-08,5.2241709351364901e-09
5.18975,4.2127172644143914e-07,1.0405487213591468e-07,8.567955258955485e-08,6.4683943914873712e-08,5.7632536057189403e-08,3.7501373656806006e-08,5.2163835003861428e-09
5.19,4.2068093653387183e-07,1.0474504284099388e-07,8.5469071631990686e-08,6.4590230556013839e-08,5.7453291678248955e-08,3.7373102755775999e-08,5.2049659869213158e-09
5.19025,4.2010784220418553e-07,1.0545379725813872e-07,8.5250371023159437e-08,6.4490750260650776e-08,5.7278918055943595e-08,3.7244826626372749e-08,5.1882313622785449e-09
5.1905,4.1967944665271105e-07,1.0615661440527667e-07,8.5068029842099461e-08,6.4409017371390529e-08,5.7122974154196379e-08,3.7121073057548469e-08,5.1650939674019275e-09
5.19075,4.1922947471293781e-07,1.0680724724933551e-07,8.4884500231427422e-08,6.4318774560633369e-08,5.6974648736485069e-08,3.7001711043524431e-08,5.1378436770078151e-09
5.191,4.187523139831155e-07,1.0744233352784182e-07,8.4699205511424794e-08,6.4224842377923619e-08,5.6834871699693824e-08,3.6884684156279803e-08,5.1065436666686141e-09
5.19125,4.1812721618158429e-07,1.0806402836863699e-07,8.4470616173430233e-08,6.4103241415617814e-08,5.6693200049505404e-08,3.6767296933740225e-08,5.0719352223288587e-09
5.1915,4.1753728161899532e-07,1.0870486584490645e-07,8.4244036693078536e-08,6.3988816172949039e-08,5.656201062344537e-08,3.6647829039608889e-08,5.0322368865923339e-09
5.19175,4.1709845701529764e-07,1.0934505572525538e-07,8.4070930795166258e-08,6.3914694226567644e-08,5.6450357932424592e-08,3.6522983317249699e-08,4.9860580006672463e-09
5.192,4.1663978317343467e-07,1.0993789330905007e-07,8.3899943796224187e-08,6.3852844000935216e-08,5.6345348133863219e-08,3.6389946338700417e-08,4.9350557336414169e-09
5.19225,4.1616757946387532e-07,1.104956096094883e-07,8.3732851765657832e-08,6.3797440009931759e-08,5.6244947118643903e-08,3.6247247276230947e-08,4.8796932129696787e-09
5.1925,4.1554733338334721e-07,1.1102321107813196e-07,8.3523855584895127e-08,6.3710742758822643e-08,5.6136496712243118e-08,3.6094980880313448e-08,4.821509377820238e-09
5.19275,4.1496258180101491e-07,1.1158110250673947e-07,8.3306203349964077e-08,6.3623949917793234e-08,5.6026930841590959e-08,3.5936311109608235e-08,4.7594515499786073e-09
5.193,4.1452210969989153e-07,1.1215111986573913e-07,8.3118409163402309e-08,6.3567640846525424e-08,5.5922134882858066e-08,3.5774497516026073e-08,4.6920833182332676e-09
5.19325,4.140693703729099e-07,1.1266712032881438e-07,8.2934954668219885e-08,6.3515466404922611e-08,5.5807913625080875e-08,3.5611708971507729e-08,4.6213637627587893e-09
5.1935,4.1360361483512888e-07,1.1312449273790318e-07,8.2770475062292347e-08,6.3465676840515211e-08,5.5684976026038942e-08,3.5448813716787204e-08,4.548367201581638e-09
5.19375,4.1299249361797886e-07,1.1355825330116125e-07,8.2596403707248993e-08,6.3383138206289081e-08,5.5541421474497407e-08,3.5287105828382778e-08,4.4744234282252531e-09
5.194,4.1239810829632731e-07,1.1403297007624773e-07,8.2438794057671027e-08,6.3299568157878192e-08,5.5389847695904451e-08,3.5126685428080866e-08,4.3983980034053035e-09
5.19425,4.1193618220468518e-07,1.1454667882495777e-07,8.2318752086614027e-08,6.3244607091118324e-08,5.5244062130083953e-08,3.4969963812727616e-08,4.3198123679629828e-09
5.1945,4.1147196068239243e-07,1.1503650007544264e-07,8.2192906184208891e-08,6.3188611567722247e-08,5.5098095933560197e-08,3.4819661339008722e-08,4.2411384631786705e-09
5.19475,4.1100257790000066e-07,1.1553764520922607e-07,8.2056177215549421e-08,6.3131962684129817e-08,5.4958227631251831e-08,3.4677139686452601e-08,4.1634927909625842e-09
5.195,4.103854138187089e-07,1.1602943898629252e-07,8.1872642482513039e-08,6.3045162100121728e-08,5.4816890207431062e-08,3.4542488955636841e-08,4.0890945300411722e-09
5.19525,4.0977784705250194e-07,1.1652426606647536e-07,8.1692813534014396e-08,6.2969334860292487e-08,5.468682226501243e-08,3.4414429384905669e-08,4.0171141888343593e-09
5.1955,4.0929196022975594e-07,1.1703207112674622e-07,8.1574525519157583e-08,6.2940364567442979e-08,5.4581351024959811e-08,3.4290300671273771e-08,3.9466891033254512e-09
5.19575,4.0880393147850853e-07,1.1762304541731647e-07,8.1453358747089422e-08,6.2924164686418746e-08,5.4492467943409331e-08,3.416803797562182e-08,3.8794251481307267e-09
5.196,4.0830979443367687e-07,1.1825200403885214e-07,8.1325470184544001e-08,6.291612317750825e-08,5.4421216990333595e-08,3.4044202271501458e-08,3.8152238494360936e-09
5.19625,4.0768149301653368e-07,1.1883202895449983e-07,8.1143957729809415e-08,6.2892535609320933e-08,5.4356075713845839e-08,3.3917542788195954e-08,3.7556872558401088e-09
5.1965,4.070562824236754e-07,1.1934844605599313e-07,8.0949950003965951e-08,6.2878978088181943e-08,5.4305210167316492e-08,3.3789045095043334e-08,3.6987934084132173e-09
5.19675,4.0654071807658882e-07,1.1985691567792861e-07,8.0781208573060022e-08,6.2894859658258539e-08,5.4270920743787232e-08,3.3661015719527815e-08,3.642450943665775e-09
5.197,4.0601917002221184e-07,1.2039300225109878e-07,8.060990201762131e-08,6.2919933478571172e-08,5.423627889955744e-08,3.35377224146348e-08,3.5876131475969501e-09
5.19725,4.0549379135251897e-07,1.2098373119334715e-07,8.0439619773077222e-08,6.2954627095675065e-08,5.41991810634182e-08,3.3423374975708231e-08,3.5336083570485814e-09
5.1975,4.0484747307126863e-07,1.2161646137121867e-07,8.0225528027173944e-08,6.2965355891531478e-08,5.4151461091436953e-08,3.3318855210895513e-08,3.4809072973727243e-09
5.19775,4.0421868673850913e-07,1.2227921066279979e-07,7.9981324292844202e-08,6.2987591490439375e-08,5.4104043513177502e-08,3.3218901213025788e-08,3.4279998872593383e-09
5.198,4.0369196743654053e-07,1.2294779709476398e-07,7.976740132727675e-08,6.3043235098350765e-08,5.4067502844479287e-08,3.3114064406968509e-08,3.3731994190642075e-09
5.19825,4.0315025876622366e-07,1.2359402480829294e-07,7.9589237774982086e-08,6.3091099870546947e-08,5.4030593062924789e-08,3.3001136105796542e-08,3.3174300213141901e-09
5.1985,4.0259833002754418e-07,1.2423524074666383e-07,7.946415347046333e-08,6.3125751191003986e-08,5.3993916091179517e-08,3.2873683739243388e-08,3.2611297277528685e-09
5.19875,4.0193357386679861e-07,1.2487103663021777e-07,7.9349833429325633e-08,6.3115172098538871e-08,5.3946911243486484e-08,3.2729138118769483e-08,3.2050642802435813e-09
5.199,4.0127113729860467e-07,1.2545242968840054e-07,7.9251736823002089e-08,6.3092824733116576e-08,5.3899101128403261e-08,3.2567891116934592e-08,3.1482776780757585e-09
5.19925,4.0070775012142115e-07,1.2591581811917984e-07,7.9179823173401294e-08,6.3110627589427555e-08,5.3861052421651861e-08,3.2391354303213703e-08,3.0901973211492194e-09
5.1995,4.0012939988276198e-07,1.2628773479560898e-07,7.9110736625612018e-08,6.3154387299774435e-08,5.3824550253092925e-08,3.2202654319320545e-08,3.0325692162185846e-09
5.19975,3.9945618775439586e-07,1.2665767263417065e-07,7.9022655789673502e-08,6.3188087464834603e-08,5.3781040341650597e-08,3.2007935800395479e-08,2.9771984005224141e-09
5.2,3.9880857532962496e-07,1.2707034174004777e-07,7.8930936844239697e-08,6.3237495373618816e-08,5.3737152228116e-08,3.1814296703739925e-08,2.9221135516148181e-09
5.20025,3.9826636654042627e-07,1.2752713421732836e-07,7.8858072876572639e-08,6.3321883337682736e-08,5.3698632401821404e-08,3.1627542702740034e-08,2.8658407014832568e-09
5.2005,3.9772294276999919e-07,1.2800188236495445e-07,7.8752288533770241e-08,6.3401393466734698e-08,5.365452090845824e-08,3.1450847496239681e-08,2.8097560701268557e-09
5.20075,3.9707158267309025e-07,1.2845840592075159e-07,7.8550596163888583e-08,6.3443849785181295e-08,5.3595502568711611e-08,3.1284815982660864e-08,2.7552916748172291e-09
5.201,3.9641942325045321e-07,1.2886917980166454e-07,7.8328911342694675e-08,6.3488821072050084e-08,5.3530987044763869e-08,3.1122313316788803e-08,2.7010710639667726e-09
5.20125,3.958515077906592e-07,1.2925974551928115e-07,7.8169579827493167e-08,6.3557306017072971e-08,5.3472132898003366e-08,3.0956024089971731e-08,2.6455226446346995e-09
5.2015,3.9527435848829051e-07,1.2965085464976159e-07,7.8007690135531856e-08,6.3624843146185183e-08,5.3411650614898701e-08,3.0785016902891401e-08,2.5901178141070945e-09
5.20175,3.9460506713618173e-07,1.3000900791603784e-07,7.7807793418022811e-08,6.3659888594614343e-08,5.3344376509317727e-08,3.0608914128799829e-08,2.5365304405068806e-09
5.202,3.9392918571839785e-07,1.3034627883090787e-07,7.7617441487987153e-08,6.3697829396004189e-08,5.3279654264466702e-08,3.042673162104176e-08,2.4837474955843232e-09
5.20225,3.9333737977043477e-07,1.3062145311410581e-07,7.7485338474481947e-08,6.3765200061558807e-08,5.3226855941331677e-08,3.023979109826831e-08,2.4305436492110232e-09
5.2025,3.9274876645069309e-07,1.308854388870642e-07,7.7367745484816403e-08,6.382306184888493e-08,5.3169635686128899e-08,3.0052630891951924e-08,2.3783758220906616e-09
5.20275,3.9208004592707275e-07,1.3114397847446516e-07,7.7244579360468909e-08,6.3845156571851223e-08,5.3102362199217845e-08,2.9870273954535139e-08,2.3288110137521613e-09
5.203,3.9142486174404041e-07,1.3143512084801669e-07,7.715246923832235e-08,6.3872897112015213e-08,5.3035908695736336e-08,2.9695276011448488e-08,2.2808583826974576e-09
5.20325,3.9084132970171277e-07,1.3177140376817529e-07,7.7117250833333336e-08,6.3924808505889372e-08,5.2973732055604499e-08,2.9525940882152928e-08,2.2338226984661454e-09
5.2035,3.9024619774384344e-07,1.321343188935039e-07,7.7094413446075136e-08,6.3965082528289721e-08,5.2903879584095054e-08,2.9362271380489948e-08,2.1891784120240095e-09
5.20375,3.8956967530893923e-07,1.3248064762882638e-07,7.7034015716246708e-08,6.3976520443884423e-08,5.2818666457024671e-08,2.9200629243971524e-08,2.1476499829545858e-09
5.204,3.8890393164417794e-07,1.3280345539704244e-07,7.6958827336276397e-08,6.3986264512577388e-08,5.2721936743805406e-08,2.903534857423964e-08,2.1074954879740564e-09
5.20425,3.8831834398206175e-07,1.3310893451987222e-07,7.69070983827798e-08,6.4023624297400101e-08,5.261373866920235e-08,2.8861473100858355e-08,2.0674530667833131e-09
5.2045,3.877471731885448e-07,1.3342089369750037e-07,7.6849953809138313e-08,6.4069250624183843e-08,5.2495435570339614e-08,2.8677157954210904e-08,2.0291297744351634e-09
5.20475,3.8711290624080266e-07,1.3374353067368252e-07,7.6762487066960247e-08,6.4114596984473101e-08,5.2367354691412886e-08,2.8483872309970765e-08,1.9942110518018515e-09
5.205,3.8647621374803674e-07,1.3406927957794346e-07,7.6677105109582111e-08,6.4181650554344815e-08,5.2242934595368181e-08,2.8280462764822091e-08,1.9610603082479609e-09
5.20525,3.858945359902459e-07,1.3440664561757562e-07,7.663472675779036e-08,6.4287029049406384e-08,5.2139079184609921e-08,2.8066784915353602e-08,1.9282610607994104e-09
5.2055,3.8531364018240322e-07,1.3478442589478049e-07,7.6593177781125165e-08,6.4404105746303335e-08,5.2046565764289766e-08,2.7845986864378692e-08,1.8972174676626935e-09
5.20575,3.8466553385018699e-07,1.3517262579744936e-07,7.6539088004556398e-08,6.4491098824724458e-08,5.1947877445242988e-08,2.7621715485261552e-08,1.869344825556889e-09
5.206,3.8401149059793905e-07,1.3551819207628373e-07,7.6506058277504334e-08,6.4567223439573465e-08,5.1852584007080091e-08,2.7395674385130057e-08,1.8429957649139145e-09
5.20625,3.8342423518252727e-07,1.3579725815702285e-07,7.6517332364119568e-08,6.4662907465492258e-08,5.1771157473824356e-08,2.7169382840576421e-08,1.8165253928254104e-09
5.2065,3.8284070796216593e-07,1.3605243480159597e-07,7.6527471091236588e-08,6.4756161848074628e-08,5.1696155898701522e-08,2.6948123100044875e-08,1.7911166698965976e-09
5.20675,3.8220647244899241e-07,1.3629863245175444e-07,7.6499847573867989e-08,6.482161671945035e-08,5.1626282289282112e-08,2.6737091683463148e-08,1.7678844653407474e-09
5.207,3.8156816095487236e-07,1.3651322929235846e-07,7.6471601130983382e-08,6.4907511088317797e-08,5.1567995468992148e-08,2.6536953565211609e-08,1.7447354297374806e-09
5.20725,3.8098719644175989e-07,1.3668550566197694e-07,7.64694360830204e-08,6.5023655750265726e-08,5.152575822480315e-08,2.6348576770222538e-08,1.719741117405786e-09
5.2075,3.8040773309301786e-07,1.3683816449074522e-07,7.6476839946132323e-08,6.5133992339597072e-08,5.1492427057591037e-08,2.6174818523019078e-08,1.69444984025445e-09
5.20775,3.7976994505800861e-07,1.3699901907908194e-07,7.6456563930125897e-08,6.5215211260908332e-08,5.145488880719987e-08,2.6018694827812543e-08,1.6707424378759053e-09
5.208,3.7912790042214988e-07,1.3714223166671143e-07,7.6422137428952574e-08,6.530116256452565e-08,5.1416712843242333e-08,2.5878498903106064e-08,1.6468263378700871e-09
5.20825,3.7854106823341349e-07,1.3724239062265727e-07,7.6403043520074348e-08,6.5415141793916255e-08,5.1389121029233966e-08,2.5750950228159237e-08,1.6215633563931732e-09
5.2085,3.7796668480457153e-07,1.3733862023588577e-07,7.637435108708246e-08,6.5535090865636007e-08,5.1363693891404742e-08,2.5635911340391043e-08,1.5973520536323797e-09
5.20875,3.7735697444375492e-07,1.3744105352195197e-07,7.6319263528453477e-08,6.564671593003813e-08,5.1331104217048187e-08,2.5531667826031291e-08,1.5767766963772047e-09
5.209,3.7674835871200722e-07,1.375059563380263e-07,7.6259326083815074e-08,6.5801675747356831e-08,5.1303649048184632e-08,2.5433279819089661e-08,1.5595058167514034e-09
5.20925,3.7617815154422443e-07,1.3751555127473322e-07,7.6215991744490721e-08,6.6012207669217656e-08,5.1284923713372218e-08,2.5335533414501624e-08,1.5450784201484074e-09
5.2095,3.7560312745413308e-07,1.3750526373167128e-07,7.6173591746405926e-08,6.6229065838569104e-08,5.1264990643863161e-08,2.5240550337927708e-08,1.5357787742020572e-09
5.20975,3.7498699773016978e-07,1.3749309134329601e-07,7.6105240511496161e-08,6.6409788540026182e-08,5.123688527866536e-08,2.5153116935670337e-08,1.5337961289821126e-09
5.21,3.7438023167676242e-07,1.3745511997455359e-07,7.6044495440956007e-08,6.6585475642976542e-08,5.1206458554691234e-08,2.5074559015503452e-08,1.5379932273497089e-09
5.21025,3.7382606128196881e-07,1.3738516145073843e-07,7.6015358361105999e-08,6.6793283167225416e-08,5.1187517894819095e-08,2.5005787223983103e-08,1.5471564660497943e-09
5.2105,3.7328839095255982e-07,1.3732314142220601e-07,7.5988976389031749e-08,6.7014082653701846e-08,5.1161528660223074e-08,2.4952171008026993e-08,1.5627649087773791e-09
5.21075,3.7271731694890647e-07,1.3728138756385503e-07,7.5932434538789274e-08,6.721913669990452e-08,5.1113608152167468e-08,2.4917308802952992e-08,1.5860560257500166e-09
5.211,3.7218109230153608e-07,1.3719982350119911e-07,7.5887817257631724e-08,6.7457706507245905e-08,5.1064581719980788e-08,2.489544548555882e-08,1.6138051389055086e-09
5.21125,3.7158057880420106e-07,1.3712587665606419e-07,7.580764419500884e-08,6.7669753143235456e-08,5.1011615971022616e-08,2.4886838745993541e-08,1.6485736621359425e-09
5.2115,3.7101005160868244e-07,1.3701678239888554e-07,7.5743541358335378e-08,6.7909626589358812e-08,5.0968991675320243e-08,2.4882132978877953e-08,1.6864514553192752e-09
5.21175,3.7044714895628047e-07,1.3691489511019218e-07,7.5681701352110818e-08,6.8132911910338535e-08,5.0935916195155637e-08,2.4881014881912448e-08,1.7282593142467722e-09
5.212,3.6985622684251543e-07,1.3683561250316009e-07,7.5593706716481401e-08,6.8311965599621468e-08,5.090911827668504e-08,2.4884340136767027e-08,1.7748142610323474e-09
5.21225,3.6927051098941397e-07,1.3673493659849735e-07,7.5493978393472096e-08,6.8482323174814046e-08,5.089020294434299e-08,2.4888513832320245e-08,1.8237650415584253e-09
5.2125,3.6873083577724067e-07,1.3658431654222031e-07,7.5407760136027905e-08,6.8665527886463012e-08,5.0889493924886665e-08,2.4890514822995097e-08,1.8728543933457426e-09
5.21275,3.6821246174354095e-07,1.3641546355598939e-07,7.5323020852655577e-08,6.8841571864339783e-08,5.0904380718713186e-08,2.4896603651720196e-08,1.9229632867666603e-09
5.213,3.6771229192077452e-07,1.3624566015676219e-07,7.5246462120721616e-08,6.9027951674546131e-08,5.0942953324413225e-08,2.4911798374037405e-08,1.9734212022284233e-09
5.21325,3.6717392503798807e-07,1.3610913689468404e-07,7.5158123749592209e-08,6.9206712227172615e-08,5.0995331240839509e-08,2.4944113518161587e-08,2.025573341023591e-09
5.2135,3.6661527984695455e-07,1.3597484082061518e-07,7.5072377772306036e-08,6.9387532210968983e-08,5.107108397518948e-08,2.4994339127513443e-08,2.0778521418635104e-09
5.21375,3.6607238485846341e-07,1.3579640741387311e-07,7.5008134849636596e-08,6.9592550519306426e-08,5.1164088637510853e-08,2.5060672835025557e-08,2.128967463672501e-09
5.214,3.6553789187085443e-07,1.3559161050773204e-07,7.4949959543588969e-08,6.9801840652903975e-08,5.1278720965261855e-08,2.5140441145289812e-08,2.1807132236626816e-09
5.21425,3.6503928073061634e-07,1.3535853379771685e-07,7.490551196835146e-08,7.0018513631972546e-08,5.1421946981907603e-08,2.5224065187940573e-08,2.2331594638003174e-09
5.2145,3.6453065746997686e-07,1.3512226305010106e-07,7.4855561404689381e-08,7.0205566315011064e-08,5.1575293942104972e-08,2.5306818524275623e-08,2.2877453443864011e-09
5.21475,3.6401542231614098e-07,1.3486315341258028e-07,7.4806210026280384e-08,7.0389626872314277e-08,5.1718663175536967e-08,2.5378080725293166e-08,2.3430352432492619e-09
5.215,3.6351460217839278e-07,1.3457252617126072e-07,7.477382629237151e-08,7.0591737414771957e-08,5.1845375349378945e-08,2.5429147414721118e-08,2.3978237183745677e-09
5.21525,3.6301031347911407e-07,1.3428567714458247e-07,7.4739119837798541e-08,7.0772365696242362e-08,5.1952763434938259e-08,2.5460892403965664e-08,2.4535396986932545e-09
5.2155,3.625300754829881e-07,1.3399649106328026e-07,7.470474059178104e-08,7.0947481182953033e-08,5.2045153384753407e-08,2.547349472863603e-08,2.5096712180653049e-09
5.21575,3.6203759289420758e-07,1.3371604348302189e-07,7.4662295559261175e-08,7.1101419347264854e-08,5.2122146938544404e-08,2.5474387165185839e-08,2.5673716525037455e-09
5.216,3.6154188823553102e-07,1.3341490361783221e-07,7.4624893048975025e-08,7.1248157108588185e-08,5.2201245819347755e-08,2.5466705893134152e-08,2.624559135579815e-09
5.21625,3.6104938346595082e-07,1.3307930494585759e-07,7.4605631519159634e-08,7.1382357455621664e-08,5.2296141566719095e-08,2.5456855513207371e-08,2.6793257612571923e-09
5.2165,3.6056602279042042e-07,1.3273378168098088e-07,7.4584397901448818e-08,7.1465844243773901e-08,5.239653968075462e-08,2.5457786356510973e-08,2.7327074290565448e-09
5.21675,3.601036034523365e-07,1.323803404708227e-07,7.4559944714994774e-08,7.1525550024017576e-08,5.2495577536544686e-08,2.5480574398096166e-08,2.7841604356301673e-09
5.217,3.5962887259949639e-07,1.320460172479339e-07,7.4517298795018746e-08,7.1550149067535035e-08,5.2586216775856307e-08,2.5536961562556766e-08,2.8344151578314221e-09
5.21725,3.5914065745960646e-07,1.317049867062588e-07,7.4472837402579142e-08,7.1546527725948148e-08,5.2679907007915046e-08,2.5626090574482623e-08,2.8817106856727216e-09
5.2175,3.5865987380949962e-07,1.3133480730343795e-07,7.4441654311665933e-08,7.1545597924686061e-08,5.2782789950842055e-08,2.5740555360562264e-08,2.924656838350322e-09
5.21775,3.5819036747229743e-07,1.3095566634452714e-07,7.4412160415904297e-08,7.1565045745435617e-08,5.2890717295412011e-08,2.587355645961061e-08,2.9652153327333132e-09
5.218,3.5775667665160874e-07,1.3056230384346783e-07,7.4384259901927061e-08,7.1629311862850138e-08,5.300465762516478e-08,2.601579650494063e-08,3.0037039305840679e-09
5.21825,3.5732793043885824e-07,1.3017838463993237e-07,7.4341667476172278e-08,7.1697867118401129e-08,5.3122659285223667e-08,2.6161216094453621e-08,3.0421685838409928e-09
5.2185,3.5687862363271597e-07,1.2978625400908331e-07,7.4285597332154204e-08,7.1784269547427017e-08,5.323785894423705e-08,2.6300545942492679e-08,3.0800516639717775e-09
5.21875,3.5641138137065043e-07,1.293730873750843e-07,7.4230085194288726e-08,7.1902895136379089e-08,5.3338333391593914e-08,2.6427382744351314e-08,3.1168722246931744e-09
5.219,3.5595159912662808e-07,1.2894920897633243e-07,7.41677008023353e-08,7.2030985892497749e-08,5.3424180778223511e-08,2.654042625508047e-08,3.1545745287202928e-09
5.21925,3.5551425068286372e-07,1.2853339927453997e-07,7.4092661311564792e-08,7.2137980502430484e-08,5.3499066684073578e-08,2.6639764219271624e-08,3.1951986615840311e-09
