Physical Time (s),ep_right Monitor (W): right_cv1,ep_right Monitor (W): right_cv2,ep_right Monitor (W): right_cv3,ep_right Monitor (W): right_cv4,ep_right Monitor (W): right_cv5,ep_right Monitor (W): right_cv6,ep_right Monitor (W): right_cv7
6.5635,3.9796371798953685e-07,1.1145235439583148e-07,9.4533256598434434e-08,7.0814908537158225e-08,6.4489004619039343e-08,3.8072111583927584e-08,4.3821856490988235e-09
6.56375,3.9736251580369321e-07,1.1210263601331325e-07,9.4413473974132539e-08,7.0710199621098141e-08,6.4382318416817756e-08,3.8066675647476331e-08,4.3798564414958636e-09
6.564,3.9674327923847829e-07,1.1272357356111302e-07,9.4279462484507268e-08,7.0611300404330713e-08,6.4275712130295002e-08,3.8057632783979243e-08,4.3754141331141839e-09
6.56425,3.9611912100662191e-07,1.133317480407818e-07,9.4130840436070865e-08,7.0517075917217372e-08,6.4168288120090553e-08,3.8034954874567323e-08,4.3681344410090402e-09
6.5645,3.9548957351021468e-07,1.1394643819145555e-07,9.3981103041655654e-08,7.0425935422058836e-08,6.4062462827961289e-08,3.7999740215814518e-08,4.3582054718014181e-09
6.56475,3.9487232797035397e-07,1.1455226428909198e-07,9.3836053893975527e-08,7.0336104329446578e-08,6.3959756738549176e-08,3.795581145982631e-08,4.3445199747778067e-09
6.565,3.9426665669877311e-07,1.1512942384845265e-07,9.3697783182010178e-08,7.0248654653191255e-08,6.386010593137415e-08,3.7905270389798336e-08,4.3275695808007178e-09
6.56525,3.9366412319648085e-07,1.1568612725916912e-07,9.3566887744587774e-08,7.016791735286351e-08,6.3761762836951504e-08,3.7851439343720144e-08,4.3090436826436528e-09
6.5655,3.9304397406997566e-07,1.1624593177419289e-07,9.3432799680095061e-08,7.0096122149640322e-08,6.3665510060344578e-08,3.7800065058662562e-08,4.2895454103889994e-09
6.56575,3.9241488277119373e-07,1.1683256089782083e-07,9.328232142480816e-08,7.0033271295152554e-08,6.3568751370329185e-08,3.7757335482167618e-08,4.2704109802851872e-09
6.566,3.9178019059699785e-07,1.1741497955575151e-07,9.3114095845820059e-08,6.9978799440891151e-08,6.3469832868543665e-08,3.7725459197495723e-08,4.2535469983454633e-09
6.56625,3.9114816597559399e-07,1.1797632384916545e-07,9.2933614347406321e-08,6.9931020356377677e-08,6.3367688217499355e-08,3.7706089518046183e-08,4.2382014100338672e-09
6.5665,3.9051882229335101e-07,1.185432050186377e-07,9.2758084140698144e-08,6.9885697110265446e-08,6.3263722420795354e-08,3.7699565133913418e-08,4.2235858739073013e-09
6.56675,3.8988163192816804e-07,1.1912260578467071e-07,9.2589932270727945e-08,6.9841274496256551e-08,6.3158236915822886e-08,3.7705249864641501e-08,4.2091236358423352e-09
6.567,3.8924881415435731e-07,1.1971419733150525e-07,9.2431196153043103e-08,6.9796569098846877e-08,6.3055510452700268e-08,3.7724714053693925e-08,4.1925151254131159e-09
6.56725,3.8861446326106728e-07,1.2027913563201086e-07,9.2275900601522333e-08,6.9750678219797728e-08,6.295857189042047e-08,3.7757581922731489e-08,4.1717125375273557e-09
6.5675,3.879699203531611e-07,1.2082543432186385e-07,9.2119935276886027e-08,6.9701426713112466e-08,6.2870448338385471e-08,3.7799002989736731e-08,4.1494854821224214e-09
6.56775,3.8730836815140931e-07,1.2132273313120465e-07,9.1956405233788551e-08,6.964977991340826e-08,6.2794225875132003e-08,3.7841075454173761e-08,4.1267178840891914e-09
6.568,3.86627904653385e-07,1.2175418683091487e-07,9.1785562406297973e-08,6.9598223489444847e-08,6.2731461823679507e-08,3.7875001245131656e-08,4.1021541975776227e-09
6.56825,3.8594673059206992e-07,1.2220310963675045e-07,9.1607693473257762e-08,6.9547684493306986e-08,6.2679307982286139e-08,3.7897507646986289e-08,4.076503703387162e-09
6.5685,3.8526513972210793e-07,1.2273495575440435e-07,9.1410519038735398e-08,6.9498060017897155e-08,6.2630633965472048e-08,3.7908376389470817e-08,4.0511554219200076e-09
6.56875,3.8459914631228947e-07,1.2329522949252616e-07,9.1196955665902232e-08,6.9448362936557293e-08,6.2581339153886294e-08,3.7910164275062051e-08,4.028459339141829e-09
6.569,3.8394396307057797e-07,1.2384853785057445e-07,9.1004253364583498e-08,6.9398052667497419e-08,6.2532611139948861e-08,3.7908352695627023e-08,4.0099799248553598e-09
6.56925,3.832997939532397e-07,1.2442046534758409e-07,9.0837044861892826e-08,6.9351321503422938e-08,6.2485644746310817e-08,3.7906260508003112e-08,3.9957108438970783e-09
6.5695,3.8265614110464705e-07,1.2503535501130572e-07,9.0698988843858605e-08,6.9308577376242178e-08,6.2442374694242938e-08,3.7906931769054655e-08,3.9848169618162612e-09
6.56975,3.8200162192970888e-07,1.2573175973314953e-07,9.0594348044793209e-08,6.9268963708155101e-08,6.2403499949631788e-08,3.7913640798857236e-08,3.9768203958357086e-09
6.57,3.8133126620573342e-07,1.26469905274097e-07,9.050165041569914e-08,6.9233207845824951e-08,6.2366256917952733e-08,3.7930917695901438e-08,3.9717455242838687e-09
6.57025,3.8065065974185953e-07,1.2714918945348312e-07,9.0389802092819962e-08,6.9202161010416032e-08,6.2327409817081969e-08,3.795920843656398e-08,3.9697123367332086e-09
6.5705,3.7997216612578106e-07,1.2772448765573461e-07,9.0263080356744964e-08,6.9177621010246757e-08,6.2284690741538546e-08,3.799869714283794e-08,3.9706566761102333e-09
6.57075,3.7930307375856776e-07,1.2825126658783503e-07,9.0117141734581933e-08,6.9156561035468642e-08,6.2237768310673166e-08,3.804973494669464e-08,3.9755434939010695e-09
6.571,3.7863454606492277e-07,1.2877046556679006e-07,8.9946388681735733e-08,6.9139509725139508e-08,6.2185501316474076e-08,3.8113778719872201e-08,3.9844057329541177e-09
6.57125,3.7797921479088351e-07,1.2932204466674744e-07,8.9785715257360379e-08,6.9126073758597288e-08,6.2128925950867533e-08,3.8186540718635142e-08,3.9960632426411657e-09
6.5715,3.7732742698374654e-07,1.2988666300185169e-07,8.9658022622333061e-08,6.9113980269348999e-08,6.2071627150776786e-08,3.8259375449515345e-08,4.0085441792837182e-09
6.57175,3.7667222435933421e-07,1.3045253527353081e-07,8.9528191793062374e-08,6.909980271448939e-08,6.2016937002865382e-08,3.8323430977577106e-08,4.0222830019571371e-09
6.572,3.7600591180827053e-07,1.3101566439322923e-07,8.9379498554765991e-08,6.9080021713631337e-08,6.1967163312120309e-08,3.8370233881050469e-08,4.0366316690423231e-09
6.57225,3.7532803038782633e-07,1.3157205437775011e-07,8.9222159290593205e-08,6.9061500867181227e-08,6.1921643291078391e-08,3.8394966243705166e-08,4.0513540095567788e-09
6.5725,3.7464130719940172e-07,1.3209318312766557e-07,8.9068055723975208e-08,6.9046726534666104e-08,6.1881089719206387e-08,3.8397397455172729e-08,4.0656431980223611e-09
6.57275,3.7396265201508061e-07,1.3258695471944227e-07,8.8916582273474984e-08,6.9034451954760122e-08,6.1846330048318971e-08,3.8382757202944388e-08,4.0797205149989561e-09
6.573,3.7329183855630506e-07,1.3302916102239131e-07,8.8754516220732003e-08,6.9028291722937377e-08,6.1817132736789273e-08,3.8356566637213408e-08,4.0928716070628538e-09
6.57325,3.7262479356508795e-07,1.3334414191008006e-07,8.8597364557018825e-08,6.9030626324909462e-08,6.1793459265492856e-08,3.8321998256746569e-08,4.1043009715415871e-09
6.5735,3.7195036088077686e-07,1.3354461198405333e-07,8.8442770254419441e-08,6.904169426523895e-08,6.1773832047836418e-08,3.8281331822364284e-08,4.1129357453010917e-09
6.57375,3.712679580992726e-07,1.3373963269903619e-07,8.8283184841872958e-08,6.9053926565013976e-08,6.1752317108035169e-08,3.8235968947378746e-08,4.1181804022004804e-09
6.574,3.7057200257303592e-07,1.3397941279163837e-07,8.81366400101711e-08,6.9067395111422032e-08,6.1723158527081677e-08,3.8183672841327175e-08,4.1201022535834889e-09
6.57425,3.6986913356552657e-07,1.3422926911111251e-07,8.8029089836917474e-08,6.9084462569825408e-08,6.1683891372211119e-08,3.8121529144144144e-08,4.1197191069176631e-09
6.5745,3.6917187422000525e-07,1.3449615836010627e-07,8.796738810017283e-08,6.9102827391922371e-08,6.1632848357580753e-08,3.8047447614279388e-08,4.1176846063186379e-09
6.57475,3.6847823278679532e-07,1.3477293301188412e-07,8.793232390305612e-08,6.9125473109543225e-08,6.1573131969464522e-08,3.7962912091756451e-08,4.115483560098021e-09
6.575,3.6780104728686024e-07,1.3503962989414775e-07,8.7901306905370726e-08,6.9151424094701034e-08,6.1508026046782304e-08,3.7874787297871175e-08,4.1124568869077276e-09
6.57525,3.6712907515173479e-07,1.3525473972555366e-07,8.7864774363913412e-08,6.9172887569001536e-08,6.1440831341782608e-08,3.7788372426660534e-08,4.1081842749621498e-09
6.5755,3.6645420122725375e-07,1.3544785511346619e-07,8.7821950039722147e-08,6.9182715649771749e-08,6.137417794872821e-08,3.7710044508472607e-08,4.1030500269781878e-09
6.57575,3.6578328049535151e-07,1.3565323762956099e-07,8.7756585985868939e-08,6.9182709573883134e-08,6.1306536815679432e-08,3.7645487677835545e-08,4.0983789059993463e-09
6.576,3.6512124298478939e-07,1.3587496926526998e-07,8.7671798683039138e-08,6.9172842482597885e-08,6.1236835423554476e-08,3.759809312247666e-08,4.0950084707677315e-09
6.57625,3.6445396764448249e-07,1.3608949220228579e-07,8.7567231094901277e-08,6.9158749877244449e-08,6.1164716985042084e-08,3.7566904706657675e-08,4.0932554212903296e-09
6.5765,3.637815791127935e-07,1.3631155573072702e-07,8.7415481767729067e-08,6.9145944316806983e-08,6.108203538099031e-08,3.7548855567737714e-08,4.0936358201108508e-09
6.57675,3.6311633711072477e-07,1.3652776708047498e-07,8.7255242947065752e-08,6.9139725296559818e-08,6.0985777892138139e-08,3.7539304691332046e-08,4.0965648377247576e-09
6.577,3.6245508001212858e-07,1.3671651114546025e-07,8.7095491397921184e-08,6.9131589031152791e-08,6.0885077046053532e-08,3.7531217386081336e-08,4.1034245219094262e-09
6.57725,3.617854772169017e-07,1.3688144176931524e-07,8.6913934584613755e-08,6.9134977966989276e-08,6.078933658598633e-08,3.7516755957468377e-08,4.1140281913277098e-09
6.5775,3.6110526490913471e-07,1.3703735163716191e-07,8.6728847875060615e-08,6.9149394993605308e-08,6.0702646386939325e-08,3.7492463742218259e-08,4.1269877061448375e-09
6.57775,3.6041782355033688e-07,1.3719570825747595e-07,8.6564830239154393e-08,6.9167862752497165e-08,6.0623120652659398e-08,3.7455454290283742e-08,4.1407699482113071e-09
6.578,3.5973768539541577e-07,1.3738177742702715e-07,8.6436551259925937e-08,6.9192807812422907e-08,6.0545766441612753e-08,3.7406321516976948e-08,4.1542521579170479e-09
6.57825,3.5906937659798373e-07,1.3758284252063545e-07,8.633655971457309e-08,6.9221149070560286e-08,6.0462903958791992e-08,3.7347269980132991e-08,4.1666186572361622e-09
6.5785,3.5841386453280266e-07,1.3777313995052579e-07,8.6247646246223086e-08,6.9256764890412919e-08,6.0374779158946515e-08,3.7282846174863342e-08,4.1770796520282929e-09
6.57875,3.5776115789786891e-07,1.37942945289826e-07,8.616327919623503e-08,6.9303857735990058e-08,6.0286875979739226e-08,3.7215931522458176e-08,4.18410106151451e-09
6.579,3.5711588042550705e-07,1.3809066402855405e-07,8.6080717242722817e-08,6.9365316625457659e-08,6.0205304935555692e-08,3.7149287443912272e-08,4.1870337525554907e-09
6.57925,3.5646484155599612e-07,1.3821547634805487e-07,8.6005654246612767e-08,6.9444210434899952e-08,6.013880718382327e-08,3.708585063258774e-08,4.1850355805804078e-09
6.5795,3.5580019381680283e-07,1.3832567318137775e-07,8.5941240374851386e-08,6.9536339838559898e-08,6.009132279331766e-08,3.7027904494148647e-08,4.1771559144590915e-09
6.57975,3.5513663764227673e-07,1.3842534838812438e-07,8.5876071638472459e-08,6.9628551970776778e-08,6.0058300269918256e-08,3.6973052673804273e-08,4.1633080289882149e-09
6.58,3.5448424569949662e-07,1.3851244675502002e-07,8.579689413946008e-08,6.9716186232090072e-08,6.003465486460717e-08,3.6917793600576618e-08,4.1438682024807791e-09
6.58025,3.538421802334289e-07,1.385661538351216e-07,8.5704826020239154e-08,6.9792407320181565e-08,6.0013347178958697e-08,3.685739436350549e-08,4.1198224669392208e-09
6.5805,3.5321082297575738e-07,1.385984643510186e-07,8.5582949990305003e-08,6.9850019542272752e-08,5.9988207568560692e-08,3.6789125723968771e-08,4.0928721132689899e-09
6.58075,3.5258815231666356e-07,1.3861943303368305e-07,8.5460612475529745e-08,6.9904936218898681e-08,5.9955433367421312e-08,3.6715370891296362e-08,4.0651270815820688e-09
6.581,3.5196156041916588e-07,1.3863031736726592e-07,8.5346639877538141e-08,6.9972984819342668e-08,5.9914015634324013e-08,3.6638984914336011e-08,4.0384913440089126e-09
6.58125,3.5132530689307398e-07,1.3862342196832118e-07,8.5248952308973316e-08,7.0062351166285086e-08,5.987057410516684e-08,3.6559689885410582e-08,4.0126684557110298e-09
6.5815,3.5068056573339464e-07,1.3857860528625151e-07,8.5145606660203354e-08,7.0168502456964618e-08,5.9831692800804811e-08,3.6477836193205725e-08,3.9879789274517337e-09
6.58175,3.5003882305157588e-07,1.3849809365660649e-07,8.5049403588914005e-08,7.0281424999602039e-08,5.9797493518645742e-08,3.639308979538815e-08,3.9649320062669603e-09
6.582,3.494053905587517e-07,1.3841020015168729e-07,8.4970331967448563e-08,7.0393168289872529e-08,5.9774202686910138e-08,3.6303005111399771e-08,3.9433517345402845e-09
6.58225,3.4878864387920478e-07,1.3831528383388927e-07,8.4913549251729676e-08,7.0504461741634611e-08,5.9771110415961325e-08,3.6202967811546624e-08,3.9213127935949565e-09
6.5825,3.4818846428308406e-07,1.3820442541418994e-07,8.4863267839925573e-08,7.0616471306109981e-08,5.9787710064077089e-08,3.6090117730367793e-08,3.8994779084978374e-09
6.58275,3.4759214465111015e-07,1.3809334357415834e-07,8.4805540943180621e-08,7.0733278467277218e-08,5.9818673002424228e-08,3.5962727213320303e-08,3.8796216921615199e-09
6.583,3.4698324127506596e-07,1.3797280127097871e-07,8.4749891150325481e-08,7.0848112614660069e-08,5.9855166118305908e-08,3.5818767639001298e-08,3.8650277639551879e-09
6.58325,3.463645379745738e-07,1.3783291381424008e-07,8.4693502337313028e-08,7.0949972316585487e-08,5.9886573601127211e-08,3.5665519759852947e-08,3.8595413463204935e-09
6.5835,3.4574277162995017e-07,1.3767872518096245e-07,8.463984551225534e-08,7.1036223167322852e-08,5.9904938530866365e-08,3.55116483904584e-08,3.8636116322565045e-09
6.58375,3.4512220954201493e-07,1.3752714078417891e-07,8.45839085743161e-08,7.1102704298604574e-08,5.9909583502645161e-08,3.5363956044370376e-08,3.8782225892103867e-09
6.584,3.4451427780191808e-07,1.3737716048017181e-07,8.4517349997110626e-08,7.1167633977695506e-08,5.9903883602357347e-08,3.5227265288043583e-08,3.9030187952211572e-09
6.58425,3.4391917239923023e-07,1.3721650752603527e-07,8.4442079690598407e-08,7.1250054861026689e-08,5.9895020925557773e-08,3.5103185624838625e-08,3.936934664951449e-09
6.5845,3.4333045055744555e-07,1.3703276294586154e-07,8.4362418100525677e-08,7.1343490769437513e-08,5.988930802746366e-08,3.4992226277469729e-08,3.9785722684981479e-09
6.58475,3.4274577004300448e-07,1.3682455599816664e-07,8.42787339714354e-08,7.1444359787663236e-08,5.9889425627030043e-08,3.4894265082470009e-08,4.0260857271869204e-09
6.585,3.4216309929101025e-07,1.3660133347432769e-07,8.4200859187189324e-08,7.1555991127537092e-08,5.9899248833802741e-08,3.4809668518206597e-08,4.0779758398328178e-09
6.58525,3.415856262785346e-07,1.3637027795910562e-07,8.4142551055982022e-08,7.167859078255366e-08,5.9917049297572308e-08,3.4737655830479649e-08,4.1309138741962271e-09
6.5855,3.4101066769757747e-07,1.3613857984181558e-07,8.410089047486572e-08,7.1800033496889348e-08,5.9940061537702883e-08,3.4677251295531427e-08,4.1832842271153872e-09
6.58575,3.4044345178222563e-07,1.3590802036750686e-07,8.4057299412770321e-08,7.1919289834008717e-08,5.9967372735699912e-08,3.4627923963805693e-08,4.2347648823901394e-09
6.586,3.3988537100697076e-07,1.3567916348780311e-07,8.4012195480129738e-08,7.2043375338353256e-08,5.9999898970256159e-08,3.4587376965131043e-08,4.2848804809863412e-09
6.58625,3.3933708350351289e-07,1.3544796140705968e-07,8.396637912053264e-08,7.2176794685870138e-08,6.0036973527521616e-08,3.4553629327783781e-08,4.3334873548954613e-09
6.5865,3.388032624351993e-07,1.3521219405687588e-07,8.3926837829103575e-08,7.2312576644407344e-08,6.0075338162624538e-08,3.45275106854083e-08,4.3809527911274526e-09
6.58675,3.3827041320708636e-07,1.3496984055694791e-07,8.3890101075865262e-08,7.2448287000893537e-08,6.0111853538161336e-08,3.45090191872945e-08,4.4274697587856505e-09
6.587,3.3773149503469147e-07,1.3470498776838241e-07,8.3847167157775272e-08,7.2573512410580641e-08,6.0138300339294779e-08,3.4497385106427984e-08,4.4716795756525333e-09
6.58725,3.371920861927692e-07,1.3441228929662045e-07,8.3785537762182105e-08,7.269076531485151e-08,6.0149451941500335e-08,3.4488867796226587e-08,4.5132146474674461e-09
6.5875,3.3665520471735471e-07,1.3410028502107478e-07,8.3708325300026043e-08,7.2807072501643611e-08,6.0148430718402062e-08,3.4478482783671555e-08,4.5529572843042941e-09
6.58775,3.3612957991324217e-07,1.3378207533564687e-07,8.3628946806886924e-08,7.291797906062164e-08,6.0139455182361419e-08,3.4462007407918898e-08,4.5914568092364745e-09
6.588,3.3561656234832695e-07,1.3346203879000816e-07,8.3556621294477158e-08,7.301328357561519e-08,6.0127833874859433e-08,3.4437006321122229e-08,4.6293773692018531e-09
6.58825,3.3511428208341846e-07,1.3313226554450106e-07,8.349591184803998e-08,7.3120363290398763e-08,6.0112400177448464e-08,3.4403130235285148e-08,4.6669205579948553e-09
6.5885,3.3462069595468548e-07,1.3279068364495135e-07,8.3443577904243237e-08,7.3234829387178292e-08,6.0098782663105425e-08,3.4360945385746313e-08,4.7029335277696322e-09
6.58875,3.3412996527714274e-07,1.3244069135304604e-07,8.3401653910284544e-08,7.3346683730590815e-08,6.0090944549015179e-08,3.4313611638945007e-08,4.7370109240853511e-09
6.589,3.3364403562257974e-07,1.3208634207326976e-07,8.3363583695381929e-08,7.3464204839657819e-08,6.0082054707082741e-08,3.4264568474361483e-08,4.7690183183586471e-09
6.58925,3.3316104953585135e-07,1.3173327475547138e-07,8.333274842534115e-08,7.3590292654250511e-08,6.0067101917858746e-08,3.4217289099423719e-08,4.7992373652091466e-09
6.5895,3.3268440608468099e-07,1.3139027036929873e-07,8.3309417438981163e-08,7.3731942440129664e-08,6.0046928258943317e-08,3.4173093351471746e-08,4.8287818146850496e-09
6.58975,3.3221815281892735e-07,1.3105760636390024e-07,8.3284845776099683e-08,7.3883411766253595e-08,6.0024367697868662e-08,3.4131285585176091e-08,4.8575931322625218e-09
6.59,3.3175696005371558e-07,1.307167504707949e-07,8.3263297573248805e-08,7.4039428151414679e-08,5.9994624588013238e-08,3.4089785385007236e-08,4.8855494760340152e-09
6.59025,3.3130094900345241e-07,1.3036553883809602e-07,8.3244026984799232e-08,7.4211095445821567e-08,5.9949485161849046e-08,3.40432528847578e-08,4.9112273130851765e-09
6.5905,3.308457107722739e-07,1.2999205312974406e-07,8.3227033235781979e-08,7.4400117552779729e-08,5.9888490810906414e-08,3.3987263040660003e-08,4.9342151552086765e-09
6.59075,3.303947308347958e-07,1.2960525860396468e-07,8.321554461325586e-08,7.4599052216738587e-08,5.9820719887486543e-08,3.3918849941722134e-08,4.9550082781258048e-09
6.591,3.2995677810518919e-07,1.2920617411382399e-07,8.3206640081403522e-08,7.4819885762305073e-08,5.9747031967662276e-08,3.3838412088864186e-08,4.974319136749366e-09
6.59125,3.2951338855124703e-07,1.2879659775508949e-07,8.3197674639586409e-08,7.5049747004325886e-08,5.9675801723216745e-08,3.3748835752949415e-08,4.9927410703793767e-09
6.5915,3.2907853291799806e-07,1.2838095259888898e-07,8.3192420784244826e-08,7.5265593296163733e-08,5.9611919287722231e-08,3.3654736970542905e-08,5.0102936941529605e-09
6.59175,3.2865153440045947e-07,1.2796534731469448e-07,8.3191858631520696e-08,7.5472060044622194e-08,5.9562298004902319e-08,3.3561836419035537e-08,5.0266427939781181e-09
6.592,3.2822755773885678e-07,1.2754672893573769e-07,8.3199503630532346e-08,7.567010149144232e-08,5.9519860876297037e-08,3.3475679135312946e-08,5.0404358616686439e-09
6.59225,3.278121253973313e-07,1.2713307742844474e-07,8.3214683471523968e-08,7.5866321792149579e-08,5.9473001354929631e-08,3.3401631423410504e-08,5.0501982201574395e-09
6.5925,3.2740398386097726e-07,1.26726158107286e-07,8.3234842594400447e-08,7.6066705983343581e-08,5.9416165796351363e-08,3.334628683041621e-08,5.0561339757479797e-09
6.59275,3.2700067656444118e-07,1.2631363878981186e-07,8.3254856176467026e-08,7.626521178563849e-08,5.9354178335700135e-08,3.3310692350003828e-08,5.0588013236303675e-09
6.593,3.2660105151425469e-07,1.25889655756312e-07,8.3277101988538438e-08,7.6457203575598701e-08,5.9288574297421272e-08,3.329188458293059e-08,5.0584536898812323e-09
6.59325,3.2620756202049307e-07,1.2544848697295516e-07,8.3309145398380921e-08,7.6654726124437894e-08,5.9222521304592469e-08,3.3288007899000998e-08,5.0564243021091041e-09
6.5935,3.2582415523566767e-07,1.2499156767425649e-07,8.3347805304522261e-08,7.6856995486165366e-08,5.916152174307435e-08,3.329304602201796e-08,5.0562762009291615e-09
6.59375,3.2544539001932908e-07,1.2452492235204801e-07,8.3387917341685331e-08,7.7045691224621125e-08,5.9108256930770735e-08,3.3301186685122726e-08,5.0589124480151481e-09
6.594,3.2507079064150696e-07,1.240425542446834e-07,8.3425659124040831e-08,7.7230747093164671e-08,5.9063451306885264e-08,3.3306665880134695e-08,5.0636530334786837e-09
6.59425,3.2469894688619454e-07,1.235431247832433e-07,8.3460416997032048e-08,7.7424659287354009e-08,5.9025374762316888e-08,3.3299647424371723e-08,5.0711848144256301e-09
6.5945,3.2433518956587409e-07,1.2302279211884485e-07,8.3492731366041538e-08,7.7627914799312068e-08,5.9001149039430718e-08,3.3277464603473325e-08,5.0809827627056096e-09
6.59475,3.239841707463616e-07,1.2250086496869028e-07,8.3520126629345417e-08,7.7841664289583652e-08,5.8987887770048107e-08,3.3241519294268487e-08,5.0927086517688656e-09
6.595,3.2364354485201493e-07,1.2200014797569724e-07,8.3543046639726005e-08,7.8059123480567763e-08,5.8976389410614666e-08,3.3203327194454913e-08,5.1055283087191178e-09
6.59525,3.2331439936102585e-07,1.2151618817279777e-07,8.3561988962528497e-08,7.8278803524254521e-08,5.8956865391019158e-08,3.3161089813326363e-08,5.1177506422738161e-09
6.5955,3.2299264818110335e-07,1.210392765373964e-07,8.3576231508124567e-08,7.8496333544380433e-08,5.8922980834032273e-08,3.3112293112798798e-08,5.1277922198383748e-09
6.59575,3.2267798128693766e-07,1.2056046044534659e-07,8.3588863674667739e-08,7.8713278510887618e-08,5.8884769406046363e-08,3.3055185626593949e-08,5.1359940766684893e-09
6.596,3.2236476577638649e-07,1.2007381562694217e-07,8.3597988143555926e-08,7.8941779313046647e-08,5.8849470960309116e-08,3.2988115591600538e-08,5.1430694458923898e-09
6.59625,3.2204956003782229e-07,1.1958112035780665e-07,8.3608517499662564e-08,7.9182134970976721e-08,5.8827367495511464e-08,3.2911142153474106e-08,5.1495202564235553e-09
6.5965,3.2175142801124179e-07,1.1908436436601998e-07,8.3619022820344927e-08,7.9415095994185097e-08,5.8836402004791448e-08,3.2829000288338845e-08,5.1558474628837609e-09
6.59675,3.2146286566346612e-07,1.1858984584171497e-07,8.3627567575276128e-08,7.9654757469688689e-08,5.8876996162123341e-08,3.2750112217461e-08,5.1626688512896242e-09
6.597,3.2118680030761936e-07,1.1810363617503103e-07,8.3636903772474515e-08,7.9918240296096446e-08,5.8935794198443534e-08,3.2680460933769439e-08,5.1692172299766337e-09
6.59725,3.2091421388571362e-07,1.1762918485680417e-07,8.3650588713875967e-08,8.0200407401267907e-08,5.9007801953013234e-08,3.2624521548022527e-08,5.1744220255453873e-09
6.5975,3.2064940344429685e-07,1.1716132585310546e-07,8.3667623641943878e-08,8.0480086822034726e-08,5.909413183842766e-08,3.2584373282181005e-08,5.1777632692956371e-09
6.59775,3.2038702006025069e-07,1.1669555130975562e-07,8.368371441748612e-08,8.073974070239649e-08,5.9189462030591922e-08,3.2559973189627975e-08,5.1787094028039012e-09
6.598,3.201306733742433e-07,1.1623247112160327e-07,8.3691608475182664e-08,8.0973699886825233e-08,5.9279227257063647e-08,3.2550784233660671e-08,5.1777969990488167e-09
6.59825,3.19887171097545e-07,1.1577886851993175e-07,8.3689414942282102e-08,8.1161510206773651e-08,5.9348566943482496e-08,3.2555257161110268e-08,5.1763827320492045e-09
6.5985,3.1965701018083031e-07,1.1533538722010849e-07,8.3681821910102736e-08,8.1303933522858317e-08,5.9403276421913015e-08,3.2571960189483298e-08,5.1748820571559093e-09
6.59875,3.1944303685801638e-07,1.1489474437945651e-07,8.3670743193986482e-08,8.1413739027005101e-08,5.9448084480548828e-08,3.2594902061049447e-08,5.1727475561157681e-09
6.599,3.1923251372993762e-07,1.1445561392131219e-07,8.3657168124309437e-08,8.1506996349655745e-08,5.9498726189939443e-08,3.2616300787378768e-08,5.1709706313172641e-09
6.59925,3.1902300178732818e-07,1.1401200618287559e-07,8.3644673328604272e-08,8.1610463653743655e-08,5.9557164210826535e-08,3.2629585843560091e-08,5.1707256475087957e-09
6.5995,3.1881502037631311e-07,1.135656550261472e-07,8.3637839810488739e-08,8.1732019533525139e-08,5.9635728244083924e-08,3.2633637786147974e-08,5.1723539348544663e-09
6.59975,3.1861061351374858e-07,1.1311604397003686e-07,8.3638085515616194e-08,8.1859023949535987e-08,5.9722348664743823e-08,3.2631824254875583e-08,5.1758384345709451e-09
6.6,3.1841403838871913e-07,1.1266788412081893e-07,8.36450094502388e-08,8.1982200425685073e-08,5.9826465616130232e-08,3.2626364161189861e-08,5.179794972296966e-09
6.60025,3.1822980307454571e-07,1.1222343802771001e-07,8.3657210278892573e-08,8.2098982242222518e-08,5.9953071130339723e-08,3.2617870495088845e-08,5.1845799509988271e-09
6.6005,3.1805728405393691e-07,1.1177895876022883e-07,8.3675274134704776e-08,8.2203511903971891e-08,6.0088932019565185e-08,3.2609348093576272e-08,5.1910466660258393e-09
6.60075,3.1788805150761257e-07,1.1133388608015528e-07,8.3698575019068029e-08,8.2311414462163167e-08,6.021896267857019e-08,3.2602618976422525e-08,5.2006181234746872e-09
6.601,3.1772633010381008e-07,1.1089018677399645e-07,8.3728910868426392e-08,8.2432143579522654e-08,6.0361781236821804e-08,3.2601331855800981e-08,5.2139633307438916e-09
6.60125,3.1757156846986614e-07,1.1044424874306895e-07,8.3765254025181103e-08,8.2573719352356159e-08,6.0531488244824164e-08,3.260926417178377e-08,5.2305663931853161e-09
6.6015,3.1743147284102129e-07,1.099970186018489e-07,8.3808150107543254e-08,8.2738222415382185e-08,6.0698101430578307e-08,3.2627980732793567e-08,5.2486869176103748e-09
6.60175,3.1730876145939492e-07,1.0954889688380326e-07,8.3855704781602172e-08,8.2918759534911248e-08,6.0847415628159606e-08,3.2658081394763414e-08,5.2660471044193521e-09
6.602,3.1719952009627537e-07,1.090987849383453e-07,8.3904255975448112e-08,8.3096782007825628e-08,6.0974637039216787e-08,3.2697145850838754e-08,5.2821813788640618e-09
6.60225,3.1709436496244806e-07,1.0864560508522876e-07,8.3953490354212623e-08,8.3271932398900357e-08,6.1082806579107284e-08,3.2744127219155345e-08,5.2969239183407729e-09
6.6025,3.169852003581072e-07,1.0819568312143753e-07,8.4003831227317635e-08,8.3440789330618984e-08,6.1176823420716618e-08,3.2795763029280915e-08,5.3103392924025387e-09
