Physical Time (s),ev_left Monitor (W)
7.032,-4.0310834466087015e-10
7.03225,-4.0313351254561355e-10
7.0325,-4.0315918897632366e-10
7.03275,-4.0318530398740091e-10
7.033,-4.0321178242689344e-10
7.03325,-4.0323854488440965e-10
7.0335,-4.0326551020371623e-10
7.03375,-4.0329259932990565e-10
7.034,-4.0331973521317025e-10
7.03425,-4.0334684632308755e-10
7.0345,-4.0337386697482736e-10
7.03475,-4.0340073942895407e-10
7.035,-4.0342741484624458e-10
7.03525,-4.0345384620927349e-10
7.0355,-4.0348000826649349e-10
7.03575,-4.0350588175760498e-10
7.036,-4.03531455040125e-10
7.03625,-4.0355672350912662e-10
7.0365,-4.0358169016047857e-10
7.03675,-4.0360636382991358e-10
7.037,-4.0363075965169147e-10
7.03725,-4.0365488846697311e-10
7.0375,-4.0367877719327469e-10
7.03775,-4.0370245074423727e-10
7.038,-4.0372593559225491e-10
7.03825,-4.0374925892970443e-10
7.0385,-4.0377244880618518e-10
7.03875,-4.0379553462032519e-10
7.039,-4.0381854818984495e-10
7.03925,-4.0384152311546335e-10
7.0395,-4.038644963173282e-10
7.03975,-4.0388750763525959e-10
7.04,-4.0391060035081277e-10
7.04025,-4.0393382055679536e-10
7.0405,-4.0395721525473045e-10
7.04075,-4.03980832835575e-10
7.041,-4.040047207659683e-10
7.04125,-4.0402892256088029e-10
7.0415,-4.0405347593105629e-10
7.04175,-4.0407841092160474e-10
7.042,-4.041037477481616e-10
7.04225,-4.0412949422513676e-10
7.0425,-4.0415564448783423e-10
7.04275,-4.0418217940027853e-10
7.043,-4.0420906518520627e-10
7.04325,-4.0423625411373357e-10
7.0435,-4.0426368474206971e-10
7.04375,-4.0429128362647434e-10
7.044,-4.0431896508541343e-10
7.04425,-4.0434662990938499e-10
7.0445,-4.0437417965418404e-10
7.04475,-4.0440150611750783e-10
7.045,-4.0442849761762622e-10
7.04525,-4.0445503949063634e-10
7.0455,-4.0448101898577997e-10
7.04575,-4.0450632610875842e-10
7.046,-4.0453085836448216e-10
7.04625,-4.0455452400396319e-10
7.0465,-4.0457724455602279e-10
7.04675,-4.0459896097377744e-10
7.047,-4.0461963311091348e-10
7.04725,-4.0463924094959873e-10
7.0475,-4.046577862726918e-10
7.04775,-4.0467529249290172e-10
7.048,-4.0469180336399872e-10
7.04825,-4.0470738354766221e-10
7.0485,-4.0472211424533049e-10
7.04875,-4.0473609090151773e-10
7.049,-4.0474942028320552e-10
7.04925,-4.0476221674574069e-10
7.0495,-4.0477459867798057e-10
7.04975,-4.0478668534612713e-10
7.05,-4.0479859427866608e-10
7.05025,-4.0481043807651966e-10
7.0505,-4.0482232392575984e-10
7.05075,-4.0483435198826155e-10
7.051,-4.0484661261493288e-10
7.05125,-4.0485918509182405e-10
7.0515,-4.0487213881158836e-10
7.05175,-4.0488553042929627e-10
7.052,-4.0489940691275834e-10
7.05225,-4.0491380296294273e-10
7.0525,-4.0492874203814774e-10
7.05275,-4.0494423660603841e-10
7.053,-4.0496028662711198e-10
7.05325,-4.04976882000232e-10
7.0535,-4.0499400029337873e-10
7.05375,-4.0501160816211859e-10
7.054,-4.0502966092265331e-10
7.05425,-4.0504810285646251e-10
7.0545,-4.0506686882422484e-10
7.05475,-4.0508588261986933e-10
7.055,-4.0510506101684338e-10
7.05525,-4.0512431389032706e-10
7.0555,-4.0514354639277712e-10
7.05575,-4.0516266417449061e-10
7.056,-4.051815744365551e-10
7.05625,-4.0520019126638325e-10
7.0565,-4.0521843885427911e-10
7.05675,-4.0523625408428294e-10
7.057,-4.052535905579146e-10
7.05725,-4.0527042049353824e-10
7.0575,-4.0528673281489352e-10
7.05775,-4.053025341543088e-10
7.058,-4.0531784744887541e-10
7.05825,-4.053327090197229e-10
7.0585,-4.0534716593624819e-10
7.05875,-4.0536127262206091e-10
7.059,-4.053750848502458e-10
7.05925,-4.0538865733190123e-10
7.0595,-4.054020422159342e-10
7.05975,-4.0541528457084693e-10
7.06,-4.0542842307571292e-10
7.06025,-4.0544149054134465e-10
7.0605,-4.0545451241501399e-10
7.06075,-4.0546750690613349e-10
7.061,-4.0548048696581439e-10
7.06125,-4.0549345772264203e-10
7.0615,-4.0550641712607786e-10
7.06175,-4.055193560228223e-10
7.062,-4.0553226013818748e-10
7.06225,-4.0554511126729927e-10
7.0625,-4.0555788500757716e-10
7.06275,-4.0557055271800444e-10
7.063,-4.0558308111153204e-10
7.06325,-4.0559543276357531e-10
7.0635,-4.0560756658535908e-10
7.06375,-4.0561943975962889e-10
7.064,-4.0563100692335478e-10
7.06425,-4.0564222184129507e-10
7.0645,-4.0565303665698956e-10
7.06475,-4.0566340341944665e-10
7.065,-4.0567327214341718e-10
7.06525,-4.0568259351285056e-10
7.0655,-4.0569131687137432e-10
7.06575,-4.056993926664097e-10
7.066,-4.0570677040064454e-10
7.06625,-4.0571340275772719e-10
7.0665,-4.057192435467341e-10
7.06675,-4.057242517606611e-10
7.067,-4.0572839126512148e-10
7.06725,-4.0573162972781609e-10
7.0675,-4.0573394204930055e-10
7.06775,-4.0573531136676529e-10
7.068,-4.0573572890734212e-10
7.06825,-4.0573519372843975e-10
7.0685,-4.0573371233852493e-10
7.06875,-4.0573129870256339e-10
7.069,-4.0572797278134503e-10
7.06925,-4.0572376073700756e-10
7.0695,-4.0571869562633754e-10
7.06975,-4.057128145863971e-10
7.07,-4.0570615977347813e-10
7.07025,-4.0569878040190462e-10
7.0705,-4.0569072937430468e-10
7.07075,-4.0568206544848785e-10
7.071,-4.0567284903547472e-10
7.07125,-4.0566314530323704e-10
7.0715,-4.0565301994489297e-10
7.07175,-4.0564253911778913e-10
7.072,-4.0563176756319912e-10
7.07225,-4.0562076835434383e-10
7.0725,-4.0560960037658585e-10
7.07275,-4.0559831611462382e-10
7.073,-4.0558696090151101e-10
7.07325,-4.0557557365813954e-10
7.0735,-4.0556418574925019e-10
7.07375,-4.0555281951823172e-10
7.074,-4.0554148841130569e-10
7.07425,-4.0553019858178747e-10
7.0745,-4.0551894930501892e-10
7.07475,-4.055077339973304e-10
7.075,-4.0549654062612598e-10
7.07525,-4.0548535110845669e-10
7.0755,-4.0547414678840419e-10
7.07575,-4.054629070726622e-10
7.076,-4.0545160968955784e-10
7.07625,-4.0544023106950223e-10
7.0765,-4.0542875310144431e-10
7.07675,-4.0541715847167582e-10
7.077,-4.0540543328886754e-10
7.07725,-4.0539356852369753e-10
7.0775,-4.0538156225339681e-10
7.07775,-4.0536941786552352e-10
7.078,-4.053571443569185e-10
7.07825,-4.0534475610476397e-10
7.0785,-4.0533227381573403e-10
7.07875,-4.0531972364494593e-10
7.079,-4.0530713672537197e-10
7.07925,-4.0529454626269336e-10
7.0795,-4.0528198982419139e-10
7.07975,-4.0526950328797979e-10
7.08,-4.0525712127164833e-10
7.08025,-4.0524487794234414e-10
7.0805,-4.0523280222176661e-10
7.08075,-4.0522091787449152e-10
7.081,-4.0520924111746757e-10
7.08125,-4.0519777886174296e-10
7.0815,-4.0518652880340463e-10
7.08175,-4.0517547768151838e-10
7.082,-4.0516459938946403e-10
7.08225,-4.051538576434703e-10
7.0825,-4.0514320493777634e-10
7.08275,-4.0513258201295022e-10
7.083,-4.051219197401162e-10
7.08325,-4.0511114025461547e-10
7.0835,-4.0510015936487689e-10
7.08375,-4.050888889284445e-10
7.084,-4.0507723474022057e-10
7.08425,-4.0506510312731504e-10
7.0845,-4.0505240045231529e-10
7.08475,-4.0503903772209301e-10
7.085,-4.0502493140855324e-10
7.08525,-4.0501000245270708e-10
7.0855,-4.049941782689041e-10
7.08575,-4.0497739416027298e-10
7.086,-4.0495959188556384e-10
7.08625,-4.0494072222973421e-10
7.0865,-4.0492074253447175e-10
7.08675,-4.0489962036361937e-10
7.087,-4.048773342013758e-10
7.08725,-4.0485387250055042e-10
7.0875,-4.0482923525719376e-10
7.08775,-4.04803434070207e-10
7.088,-4.0477649586412211e-10
7.08825,-4.0474845648029421e-10
7.0885,-4.0471936544536913e-10
7.08875,-4.0468928370675403e-10
7.089,-4.04658281703451e-10
7.08925,-4.046264386836792e-10
7.0895,-4.0459384210374332e-10
7.08975,-4.0456058609047977e-10
7.09,-4.0452677143907246e-10
7.09025,-4.0449250337945393e-10
7.0905,-4.044578893859333e-10
7.09075,-4.0442303737074747e-10
7.091,-4.0438805576650749e-10
7.09125,-4.0435305256486911e-10
7.0915,-4.043181348528617e-10
7.09175,-4.0428340390875577e-10
7.092,-4.0424895541407351e-10
7.09225,-4.0421487726976085e-10
7.0925,-4.0418124919054673e-10
7.09275,-4.0414813950244329e-10
7.093,-4.0411560602471963e-10
7.09325,-4.04083695122293e-10
7.0935,-4.040524409326183e-10
7.09375,-4.0402186658649804e-10
7.094,-4.0399198307856311e-10
7.09425,-4.0396279012255708e-10
7.0945,-4.0393427853550031e-10
7.09475,-4.039064315345049e-10
7.095,-4.038792247408952e-10
7.09525,-4.0385262915093543e-10
7.0955,-4.0382661150940287e-10
7.09575,-4.0380113577138013e-10
7.096,-4.0377616191713095e-10
7.09625,-4.037516485198797e-10
7.0965,-4.0372755151601646e-10
7.09675,-4.0370382508318412e-10
7.097,-4.0368042063128171e-10
7.09725,-4.0365728662854914e-10
7.0975,-4.0363436919994239e-10
7.09775,-4.036116106928819e-10
7.098,-4.035889513353484e-10
7.09825,-4.0356632950760758e-10
7.0985,-4.0354368109412171e-10
7.09875,-4.0352094333307642e-10
7.099,-4.0349805324956756e-10
7.09925,-4.0347495123187995e-10
7.0995,-4.0345158285730682e-10
7.09975,-4.034278992666751e-10
7.1,-4.0340386090574132e-10
7.10025,-4.0337943833284859e-10
7.1005,-4.0335461338790956e-10
7.10075,-4.0332937917229198e-10
7.101,-4.0330374150215188e-10
7.10125,-4.0327771965469475e-10
7.1015,-4.0325134263826909e-10
7.10175,-4.0322465018670822e-10
7.102,-4.0319769034258632e-10
7.10225,-4.031705194068535e-10
7.1025,-4.0314320042145142e-10
7.10275,-4.0311580094246266e-10
7.103,-4.0308839254967806e-10
7.10325,-4.0306104899061153e-10
7.1035,-4.0303384422737543e-10
7.10375,-4.0300684880892151e-10
7.104,-4.02980127885151e-10
7.10425,-4.0295373896799277e-10
7.1045,-4.0292773089968154e-10
7.10475,-4.0290214242146272e-10
7.105,-4.028769997097346e-10
7.10525,-4.0285231873548631e-10
7.1055,-4.0282810336920239e-10
7.10575,-4.0280434622445107e-10
7.106,-4.027810296917599e-10
7.10625,-4.0275812722730843e-10
7.1065,-4.0273560529107551e-10
7.10675,-4.027134249453306e-10
7.107,-4.026915440455017e-10
7.10725,-4.026699187230324e-10
7.1075,-4.0264850666134372e-10
7.10775,-4.0262726811923678e-10
7.108,-4.0260616570984152e-10
7.10825,-4.0258516564554273e-10
7.1085,-4.0256423572086469e-10
7.10875,-4.0254334705203895e-10
7.109,-4.0252247112268283e-10
7.10925,-4.0250158072373957e-10
7.1095,-4.0248064711815852e-10
7.10975,-4.024596410264607e-10
7.11,-4.0243853200326112e-10
7.11025,-4.0241728843147589e-10
7.1105,-4.0239587762704581e-10
7.11075,-4.0237426743152125e-10
7.111,-4.0235242662473493e-10
7.11125,-4.0233032746605701e-10
7.1115,-4.023079472721946e-10
7.11175,-4.0228527144150272e-10
7.112,-4.0226229450078192e-10
7.11225,-4.0223902210321479e-10
7.1125,-4.022154710400947e-10
7.11275,-4.0219167144828875e-10
7.113,-4.0216766447819778e-10
7.11325,-4.0214350268644874e-10
7.1135,-4.0211924960117406e-10
7.11375,-4.0209497824254163e-10
7.114,-4.0207076847756277e-10
7.11425,-4.0204670500705169e-10
7.1145,-4.0202287497856269e-10
7.11475,-4.0199936537186418e-10
7.115,-4.0197626112575402e-10
7.11525,-4.0195364288105748e-10
7.1155,-4.0193158412931838e-10
7.11575,-4.0191014997940026e-10
7.116,-4.0188939564658769e-10
7.11625,-4.0186936531662964e-10
7.1165,-4.0185009113127009e-10
7.11675,-4.0183159183448616e-10
7.117,-4.0181387308481717e-10
7.11725,-4.0179692770987951e-10
7.1175,-4.0178073674316951e-10
7.11775,-4.0176526833638445e-10
7.118,-4.0175048050116769e-10
7.11825,-4.0173632115376139e-10
7.1185,-4.0172273064010389e-10
7.11875,-4.0170964446985433e-10
7.119,-4.0169699573702327e-10
7.11925,-4.0168471869552898e-10
7.1195,-4.0167275047678946e-10
7.11975,-4.0166103211266351e-10
7.12,-4.0164951014227945e-10
7.12025,-4.0163813931634262e-10
7.1205,-4.0162688298770037e-10
7.12075,-4.0161571264480519e-10
7.121,-4.0160460787913827e-10
7.12125,-4.0159355734420682e-10
7.1215,-4.0158256080423349e-10
7.12175,-4.0157162490290129e-10
7.122,-4.0156075846028764e-10
7.12225,-4.0154997281125241e-10
7.1225,-4.0153928266272478e-10
7.12275,-4.0152870585653227e-10
7.123,-4.0151826515067374e-10
7.12325,-4.0150798677254622e-10
7.1235,-4.0149790052317345e-10
7.12375,-4.0148803790543681e-10
7.124,-4.0147843165329905e-10
7.12425,-4.0146911615210548e-10
7.1245,-4.0146012704272088e-10
7.12475,-4.0145150079440188e-10
7.125,-4.0144327475565537e-10
7.12525,-4.0143548469537788e-10
7.1255,-4.0142816436270492e-10
7.12575,-4.0142134393866957e-10
7.126,-4.0141504867931327e-10
7.12625,-4.0140929763451827e-10
7.1265,-4.0140410323329903e-10
7.12675,-4.0139946875010414e-10
7.127,-4.013953886296222e-10
7.12725,-4.0139184811195257e-10
7.1275,-4.0138882315417648e-10
7.12775,-4.0138627962265527e-10
7.128,-4.0138417241286851e-10
7.12825,-4.0138244606144028e-10
7.1285,-4.0138103660093577e-10
7.12875,-4.0137987204209806e-10
7.129,-4.0137887491360995e-10
7.12925,-4.0137796314024936e-10
7.1295,-4.0137705246503483e-10
7.12975,-4.0137605741983191e-10
7.13,-4.0137489382497688e-10
7.13025,-4.0137348226306878e-10
7.1305,-4.0137175135019556e-10
7.13075,-4.0136963989369388e-10
7.131,-4.0136709931176023e-10
7.13125,-4.013640955633637e-10
7.1315,-4.0136061024935378e-10
7.13175,-4.0135664272292221e-10
7.132,-4.0135221058807598e-10
7.13225,-4.0134734840733357e-10
7.1325,-4.013421063571072e-10
7.13275,-4.0133654961435089e-10
7.133,-4.0133075704814066e-10
7.13325,-4.0132481763375337e-10
7.1335,-4.0131882802463115e-10
7.13375,-4.0131288883336451e-10
7.134,-4.0130709966324427e-10
7.13425,-4.0130155678878392e-10
7.1345,-4.012963491266039e-10
7.13475,-4.0129155527863348e-10
7.135,-4.012872434529151e-10
7.13525,-4.0128346953316225e-10
7.1355,-4.0128027788228827e-10
7.13575,-4.0127770175741777e-10
7.136,-4.0127576331915963e-10
7.13625,-4.0127447370771654e-10
7.1365,-4.0127383257952779e-10
7.13675,-4.0127382909687645e-10
7.137,-4.0127444282787277e-10
7.13725,-4.0127564527434393e-10
7.1375,-4.0127740097689904e-10
7.13775,-4.0127967159131606e-10
7.138,-4.0128241609122213e-10
7.13825,-4.0128559459986243e-10
7.1385,-4.0128916821750932e-10
7.13875,-4.0129310405134072e-10
7.139,-4.0129737654458065e-10
7.13925,-4.0130196736416074e-10
7.1395,-4.0130686526191198e-10
7.13975,-4.0131206729333905e-10
7.14,-4.0131758016709451e-10
7.14025,-4.0132341742161734e-10
7.1405,-4.013295985843974e-10
7.14075,-4.0133614950628241e-10
7.141,-4.0134309815830081e-10
7.14125,-4.0135047137870265e-10
7.1415,-4.0135829339879811e-10
7.14175,-4.01366581309976e-10
7.142,-4.0137534745920926e-10
7.14225,-4.0138459782121436e-10
7.1425,-4.0139433224391927e-10
7.14275,-4.0140454285439768e-10
7.143,-4.0141521977234795e-10
7.14325,-4.0142634932899605e-10
7.1435,-4.0143791518517227e-10
7.14375,-4.0144989882640407e-10
7.144,-4.0146228507470198e-10
7.14425,-4.0147506018897924e-10
7.1445,-4.0148821079677104e-10
7.14475,-4.0150172917463087e-10
7.145,-4.0151560964513214e-10
7.14525,-4.0152985630822888e-10
7.1455,-4.0154447730204118e-10
7.14575,-4.0155947533309906e-10
7.146,-4.0157485435288483e-10
7.14625,-4.0159061551736446e-10
7.1465,-4.0160676108032426e-10
7.14675,-4.01623290725919e-10
7.147,-4.0164020428391487e-10
7.14725,-4.0165749846113998e-10
7.1475,-4.0167516759166447e-10
7.14775,-4.0169320440582163e-10
7.148,-4.0171159807342749e-10
7.14825,-4.017303360871685e-10
7.1485,-4.0174940454994976e-10
7.14875,-4.0176878645059005e-10
7.149,-4.0178846302979537e-10
7.14925,-4.0180841025857783e-10
7.1495,-4.0182860032545412e-10
7.14975,-4.0184899964812378e-10
7.15,-4.0186957054118056e-10
7.15025,-4.0189026994833482e-10
7.1505,-4.0191104981135819e-10
7.15075,-4.0193185644480848e-10
7.151,-4.0195263550601093e-10
7.15125,-4.0197333342652047e-10
7.1515,-4.019938978183611e-10
7.15175,-4.0201427988159342e-10
7.152,-4.0203443688820385e-10
7.15225,-4.0205433807904929e-10
7.1525,-4.0207396110247702e-10
7.15275,-4.0209329634006289e-10
7.153,-4.0211234655923625e-10
7.15325,-4.0213112688401581e-10
7.1535,-4.0214966413860803e-10
7.15375,-4.0216799318840077e-10
7.154,-4.0218615780613534e-10
7.15425,-4.0220420574385187e-10
7.1545,-4.0222218529319375e-10
7.15475,-4.0224014695353412e-10
7.155,-4.0225814009212724e-10
7.15525,-4.0227621015688396e-10
7.1555,-4.022943991662425e-10
7.15575,-4.0231274309652801e-10
7.156,-4.0233127355137512e-10
7.15625,-4.0235001789200977e-10
7.1565,-4.0236899959734297e-10
7.15675,-4.0238823934119439e-10
7.157,-4.0240775711616007e-10
7.15725,-4.0242757213199072e-10
7.1575,-4.0244770145762855e-10
7.15775,-4.0246816324262785e-10
7.158,-4.0248897607964746e-10
7.15825,-4.0251015983147987e-10
7.1585,-4.025317372917825e-10
7.15875,-4.0255372906373752e-10
7.159,-4.0257615709817144e-10
7.15925,-4.025990416353719e-10
7.1595,-4.026224023576083e-10
7.15975,-4.0264625548131832e-10
7.16,-4.0267061193710918e-10
7.16025,-4.0269547509840779e-10
7.1605,-4.0272084281886702e-10
7.16075,-4.0274670151378008e-10
7.161,-4.0277302887529638e-10
7.16125,-4.0279978935659647e-10
7.1615,-4.0282693479190911e-10
7.16175,-4.0285440359363599e-10
7.162,-4.0288212361358575e-10
7.16225,-4.0291001278756372e-10
7.1625,-4.0293798031060927e-10
7.16275,-4.0296593220125476e-10
7.163,-4.0299377207639933e-10
7.16325,-4.030214087226739e-10
7.1635,-4.0304875154926326e-10
7.16375,-4.0307572171187859e-10
7.164,-4.0310225510710541e-10
7.16425,-4.0312830717177064e-10
7.1645,-4.0315385428919301e-10
7.16475,-4.0317889816498016e-10
7.165,-4.0320346659193012e-10
7.16525,-4.0322760865560772e-10
7.1655,-4.0325139687553437e-10
7.16575,-4.0327492586876961e-10
7.166,-4.0329830419378732e-10
7.16625,-4.0332165081780071e-10
7.1665,-4.0334508996132e-10
7.16675,-4.0336874836823935e-10
7.167,-4.0339274660961915e-10
7.16725,-4.0341719742266824e-10
7.1675,-4.0344220013025198e-10
7.16775,-4.0346783800000957e-10
7.168,-4.0349417691696378e-10
7.16825,-4.035212610316701e-10
7.1685,-4.0354911328193393e-10
7.16875,-4.0357773560928093e-10
7.169,-4.0360710884999506e-10
7.16925,-4.0363719465289344e-10
7.1695,-4.0366793582557611e-10
7.16975,-4.0369925929413098e-10
7.17,-4.0373107650860548e-10
7.17025,-4.0376328598421208e-10
7.1705,-4.0379577805650845e-10
7.17075,-4.0382843821683954e-10
7.171,-4.0386115708886696e-10
7.17125,-4.0389381709787507e-10
7.1715,-4.0392630800187494e-10
7.17175,-4.0395852834239466e-10
7.172,-4.0399038622052229e-10
7.17225,-4.0402179990437055e-10
7.1725,-4.0405269771631304e-10
7.17275,-4.0408301809300895e-10
7.173,-4.0411270972585377e-10
7.17325,-4.0414172956577161e-10
7.1735,-4.0417004212236377e-10
7.17375,-4.0419761937621928e-10
7.174,-4.0422443776948856e-10
7.17425,-4.0425047751644666e-10
7.1745,-4.0427572112254027e-10
7.17475,-4.043001531729564e-10
7.175,-4.043237604332616e-10
7.17525,-4.0434653131819265e-10
7.1755,-4.0436845839501663e-10
7.17575,-4.0438953744969961e-10
7.176,-4.044097682433076e-10
7.17625,-4.0442915790951979e-10
7.1765,-4.0444771923357644e-10
7.17675,-4.0446547337410977e-10
7.177,-4.0448245017162125e-10
7.17725,-4.0449868780175879e-10
7.1775,-4.045142329093594e-10
7.17775,-4.0452914044079725e-10
7.178,-4.045434736201701e-10
7.17825,-4.0455730227072986e-10
7.1785,-4.0457070187973568e-10
7.17875,-4.0458375095851251e-10
7.179,-4.045965318162374e-10
7.17925,-4.0460912477740088e-10
7.1795,-4.0462160883441859e-10
7.17975,-4.0463405822294749e-10
7.18,-4.0464654257759223e-10
7.18025,-4.046591253582159e-10
7.1805,-4.0467186233862191e-10
7.18075,-4.046848029104165e-10
7.181,-4.0469798916649456e-10
7.18125,-4.0471145637165799e-10
7.1815,-4.0472523286900612e-10
7.18175,-4.0473933926174926e-10
7.182,-4.0475378899325683e-10
7.18225,-4.047685879612097e-10
7.1825,-4.0478373385429004e-10
7.18275,-4.047992159713307e-10
7.183,-4.0481501585290425e-10
7.18325,-4.0483110744959478e-10
7.1835,-4.0484745530011657e-10
7.18375,-4.0486401578574314e-10
7.184,-4.0488074013835634e-10
7.18425,-4.0489757516404974e-10
7.1845,-4.0491446565328997e-10
7.18475,-4.0493135593462698e-10
7.185,-4.0494819026865413e-10
7.18525,-4.0496491556232988e-10
7.1855,-4.0498148344779101e-10
7.18575,-4.049978490296083e-10
7.186,-4.0501397150516187e-10
7.18625,-4.0502981731804845e-10
7.1865,-4.0504536007163298e-10
7.18675,-4.0506057967474942e-10
7.187,-4.0507546299388081e-10
7.18725,-4.0509000315221811e-10
7.1875,-4.0510420086746821e-10
7.18775,-4.0511806425576379e-10
7.188,-4.0513160830236757e-10
7.18825,-4.0514485670920705e-10
7.1885,-4.0515784059698619e-10
7.18875,-4.0517059577241735e-10
7.189,-4.0518316393641021e-10
7.18925,-4.0519559062487913e-10
7.1895,-4.0520792255319447e-10
7.18975,-4.052202059223188e-10
7.19,-4.0523248260514768e-10
7.19025,-4.0524478837268301e-10
7.1905,-4.0525715109241186e-10
7.19075,-4.0526958844026143e-10
7.191,-4.0528210700726464e-10
7.19125,-4.0529470132323457e-10
7.1915,-4.0530735238088368e-10
7.19175,-4.0532002949422862e-10
7.192,-4.0533268962707552e-10
7.19225,-4.0534527782853262e-10
7.1925,-4.0535772774851726e-10
7.19275,-4.0536996109202311e-10
7.193,-4.0538188972616625e-10
7.19325,-4.0539341626687663e-10
7.1935,-4.0540443513804928e-10
7.19375,-4.0541483458232443e-10
7.194,-4.0542449892274286e-10
7.19425,-4.0543330998031478e-10
7.1945,-4.0544115145154486e-10
7.19475,-4.0544791121440157e-10
7.195,-4.0545348520824271e-10
7.19525,-4.0545778081009096e-10
7.1955,-4.0546072050044155e-10
7.19575,-4.0546224476998996e-10
7.196,-4.0546231346920554e-10
7.19625,-4.0546090856142971e-10
7.1965,-4.0545803441872415e-10
7.19675,-4.0545371664704278e-10
7.197,-4.0544800370319161e-10
7.19725,-4.0544096297726025e-10
7.1975,-4.054326799990594e-10
7.19775,-4.0542325435698154e-10
7.198,-4.0541279884050124e-10
7.19825,-4.0540143549216217e-10
7.1985,-4.0538929444566424e-10
7.19875,-4.0537650851131236e-10
7.199,-4.0536321168961118e-10
7.19925,-4.0534953505720062e-10
7.1995,-4.0533560739406706e-10
7.19975,-4.0532155377526377e-10
7.2,-4.0530749189787643e-10
7.20025,-4.0529353095333477e-10
7.2005,-4.0527977143465624e-10
7.20075,-4.0526630483787091e-10
7.201,-4.0525321365231673e-10
7.20125,-4.0524057245960707e-10
7.2015,-4.0522844532110526e-10
7.20175,-4.0521688896931029e-10
7.202,-4.052059520016531e-10
7.20225,-4.0519567586020996e-10
7.2025,-4.0518609560726813e-10
7.20275,-4.0517723942613306e-10
7.203,-4.0516912820346091e-10
7.20325,-4.051617756335207e-10
7.2035,-4.0515518752852624e-10
7.20375,-4.0514935972042452e-10
7.204,-4.0514427857181534e-10
7.20425,-4.0513992015433015e-10
7.2045,-4.051362498666207e-10
7.20475,-4.0513322028180627e-10
7.205,-4.0513077166476519e-10
7.20525,-4.0512883279987163e-10
7.2055,-4.0512732091991105e-10
7.20575,-4.0512614222900101e-10
7.206,-4.0512519501258175e-10
7.20625,-4.0512437027884183e-10
7.2065,-4.0512355468527397e-10
7.20675,-4.0512263245565426e-10
7.207,-4.0512148825493414e-10
7.20725,-4.0512001035112016e-10
7.2075,-4.0511809476717806e-10
7.20775,-4.0511564853057289e-10
7.208,-4.0511259132905365e-10
7.20825,-4.0510885790131193e-10
7.2085,-4.051043996751311e-10
7.20875,-4.0509918359628356e-10
7.209,-4.0509319772844952e-10
7.20925,-4.0508644830180192e-10
7.2095,-4.0507895832617235e-10
7.20975,-4.0507076666000614e-10
7.21,-4.0506192481671212e-10
7.21025,-4.0505249360542251e-10
7.2105,-4.0504254107726866e-10
7.21075,-4.0503213848602608e-10
7.211,-4.0502135715984814e-10
7.21125,-4.0501026758380325e-10
7.2115,-4.0499893576872713e-10
7.21175,-4.0498742192995108e-10
7.212,-4.0497577868825616e-10
7.21225,-4.0496405061262936e-10
7.2125,-4.049522733782594e-10
7.21275,-4.0494047287451102e-10
7.213,-4.0492866508171088e-10
7.21325,-4.0491685552450539e-10
7.2135,-4.0490503966581638e-10
7.21375,-4.0489320213825146e-10
7.214,-4.048813182293731e-10
7.21425,-4.0486935367140689e-10
7.2145,-4.0485726718868237e-10
7.21475,-4.0484501010602409e-10
7.215,-4.0483253027056151e-10
7.21525,-4.0481977304276958e-10
7.2155,-4.0480668324197215e-10
7.21575,-4.0479320554483788e-10
7.216,-4.0477929103444029e-10
7.21625,-4.0476489398756541e-10
7.2165,-4.047499754296276e-10
7.21675,-4.0473450440804398e-10
7.217,-4.0471845633352616e-10
7.21725,-4.0470181474550566e-10
7.2175,-4.0468456869495149e-10
7.21775,-4.0466671360224944e-10
7.218,-4.046482502377556e-10
7.21825,-4.0462918360748555e-10
7.2185,-4.046095215264213e-10
7.21875,-4.0458927717458858e-10
7.219,-4.0456846475146766e-10
7.21925,-4.045471034354026e-10
7.2195,-4.0452521380786671e-10
7.21975,-4.0450282145559846e-10
7.22,-4.0447995881450983e-10
7.22025,-4.0445666257087737e-10
7.2205,-4.0443297661062119e-10
7.22075,-4.0440895091250536e-10
7.221,-4.0438464170670738e-10
7.22125,-4.0436011087050276e-10
7.2215,-4.0433542486176221e-10
7.22175,-4.0431065445080951e-10
7.222,-4.042858745706917e-10
7.22225,-4.0426115835277735e-10
7.2225,-4.0423657865833828e-10
7.22275,-4.0421220500721947e-10
7.223,-4.0418809938735058e-10
7.22325,-4.0416431763249653e-10
7.2235,-4.0414090489601565e-10
7.22375,-4.0411789652550332e-10
7.224,-4.0409531624668422e-10
7.22425,-4.0407317859386397e-10
7.2245,-4.0405148707283408e-10
7.22475,-4.0403023617176561e-10
7.225,-4.0400941299519907e-10
7.22525,-4.0398899605101655e-10
7.2255,-4.0396895764556115e-10
7.22575,-4.0394926581036519e-10
7.226,-4.0392988435937408e-10
7.22625,-4.0391077405043661e-10
7.2265,-4.0389189515761963e-10
7.22675,-4.0387320666898224e-10
7.227,-4.0385467028099287e-10
7.22725,-4.0383624880045149e-10
7.2275,-4.0381790759617545e-10
7.22775,-4.0379961589407991e-10
7.228,-4.0378134478997256e-10
7.22825,-4.0376306924406878e-10
7.2285,-4.0374476694252864e-10
7.22875,-4.0372641688820742e-10
7.229,-4.0370800017927359e-10
7.22925,-4.0368949882188659e-10
7.2295,-4.0367089572521103e-10
7.22975,-4.0365217544328021e-10
