Physical Time (s),ev_left Monitor (W)
4.88,-4.0820247829549744e-10
4.8825,-4.0801377519747023e-10
4.885,-4.0785657307542846e-10
4.8875,-4.0773370984937742e-10
4.89,-4.0764696601472392e-10
4.8925,-4.0759682819354969e-10
4.895,-4.0758265980470655e-10
4.8975,-4.0760305348396259e-10
4.9,-4.0765617500785877e-10
4.9025,-4.0774004201403006e-10
4.905,-4.0785257903614021e-10
4.9075,-4.0799141549263181e-10
4.91,-4.0815380932329631e-10
4.9125,-4.0833631261040123e-10
4.915,-4.0853513741651123e-10
4.9175,-4.0874625690273117e-10
4.92,-4.0896556328617377e-10
4.9225,-4.0918897947510625e-10
4.925,-4.0941256176035151e-10
4.9275,-4.0963247060929669e-10
4.93,-4.0984496579524151e-10
4.9325,-4.1004627268416405e-10
4.935,-4.1023261751506096e-10
4.9375,-4.1040027343645988e-10
4.94,-4.1054574154503622e-10
4.9425,-4.1066585801917722e-10
4.945,-4.1075800404740603e-10
4.9475,-4.1082018598279327e-10
4.95,-4.108509843086265e-10
4.9525,-4.1084967911531592e-10
4.955,-4.1081608835093417e-10
4.9575,-4.1075047961207594e-10
4.96,-4.106534492604224e-10
4.9625,-4.1052587206443998e-10
4.965,-4.1036887548560243e-10
4.9675,-4.1018387611227939e-10
4.97,-4.0997264376543694e-10
4.9725,-4.097373848085201e-10
4.975,-4.0948068003839756e-10
4.9775,-4.0920550489246188e-10
4.98,-4.0891513070956048e-10
4.9825,-4.0861295490096552e-10
4.985,-4.0830244657534657e-10
4.9875,-4.0798701155540036e-10
4.99,-4.0767004143486091e-10
4.9925,-4.0735487125608899e-10
4.995,-4.0704485973024571e-10
4.9975,-4.0674352245941558e-10
5.0,-4.0645445627841986e-10
5.00025,-4.064207155387416e-10
5.0005,-4.0639208788942342e-10
5.00075,-4.0636539660182908e-10
5.001,-4.0633957339423572e-10
5.00125,-4.0631425824024921e-10
5.0015,-4.0628931717244626e-10
5.00175,-4.062647208975624e-10
5.002,-4.0624046295604812e-10
5.00225,-4.0621656633257124e-10
5.0025,-4.0619308467610659e-10
5.00275,-4.0617009644191365e-10
5.003,-4.0614768970107113e-10
5.00325,-4.0612595411719635e-10
5.0035,-4.0610496849033105e-10
5.00375,-4.0608479782325203e-10
5.004,-4.0606546936212847e-10
5.00425,-4.0604703522934222e-10
5.0045,-4.0602952799903202e-10
5.00475,-4.0601297096472785e-10
5.005,-4.0599738159829488e-10
5.00525,-4.059827789591133e-10
5.0055,-4.0596918429869558e-10
5.00575,-4.0595657800071167e-10
5.006,-4.059449676041166e-10
5.00625,-4.0593431923268801e-10
5.0065,-4.0592455200218998e-10
5.00675,-4.0591559202226343e-10
5.007,-4.059073387887545e-10
5.00725,-4.0589960700148924e-10
5.0075,-4.0589219228145943e-10
5.00775,-4.0588483018586873e-10
5.008,-4.0587718683480351e-10
5.00825,-4.0586888253641415e-10
5.0085,-4.05859465390649e-10
5.00875,-4.0584847043215659e-10
5.009,-4.058354556920881e-10
5.00925,-4.0582000550644492e-10
5.0095,-4.0580173747424823e-10
5.00975,-4.0578035609237203e-10
5.01,-4.0575561940801722e-10
5.01025,-4.0572737612414051e-10
5.0105,-4.0569571873599716e-10
5.01075,-4.0566087397024833e-10
5.011,-4.0562323424843965e-10
5.01125,-4.0558331883683807e-10
5.0115,-4.0554180470645315e-10
5.01175,-4.0549936876452648e-10
5.012,-4.0545674582434456e-10
5.01225,-4.0541467396375604e-10
5.0125,-4.0537382908331826e-10
5.01275,-4.0533477301719871e-10
5.013,-4.052978652158673e-10
5.01325,-4.0526340443738016e-10
5.0135,-4.0523138785918404e-10
5.01375,-4.052015655715086e-10
5.014,-4.0517360028234318e-10
5.01425,-4.0514694819306738e-10
5.0145,-4.0512102260439102e-10
5.01475,-4.050952276883218e-10
5.015,-4.0506903368256032e-10
5.01525,-4.0504206080336469e-10
5.0155,-4.0501417183221477e-10
5.01575,-4.0498552567709302e-10
5.016,-4.0495661330412944e-10
5.01625,-4.0492820534470077e-10
5.0165,-4.0490126721123216e-10
5.01675,-4.0487697203153371e-10
5.017,-4.0485649061792146e-10
5.01725,-4.0484090055966999e-10
5.0175,-4.0483108287134004e-10
5.01775,-4.048276020017352e-10
5.018,-4.0483064583276027e-10
5.01825,-4.0484001049120137e-10
5.0185,-4.0485512025474667e-10
5.01875,-4.0487505289765011e-10
5.019,-4.0489864345734862e-10
5.01925,-4.0492459659934501e-10
5.0195,-4.0495163945879185e-10
5.01975,-4.0497857416709575e-10
5.02,-4.0500436066868281e-10
5.02025,-4.0502816509605107e-10
5.0205,-4.0504938917678565e-10
5.02075,-4.0506763647706916e-10
5.021,-4.0508275652089794e-10
5.02125,-4.0509475015497607e-10
5.0215,-4.0510369354167096e-10
5.02175,-4.0510972212328025e-10
5.022,-4.0511298890600069e-10
5.02225,-4.051135831982916e-10
5.0225,-4.051115183312143e-10
5.02275,-4.0510677463216577e-10
5.023,-4.0509935553865753e-10
5.02325,-4.0508930653034876e-10
5.0235,-4.0507676176098543e-10
5.02375,-4.0506201336772845e-10
5.024,-4.050455362866118e-10
5.02425,-4.0502796636169659e-10
5.0245,-4.050101035066155e-10
5.02475,-4.0499274298009183e-10
5.025,-4.0497676099322722e-10
5.02525,-4.0496297132054712e-10
5.0255,-4.0495203837278743e-10
5.02575,-4.049444912174576e-10
5.026,-4.0494070297573827e-10
5.02625,-4.0494082656202399e-10
5.0265,-4.0494477086943796e-10
5.02675,-4.0495228848722687e-10
5.027,-4.0496302960319068e-10
5.02725,-4.049765529049234e-10
5.0275,-4.0499237471394393e-10
5.02775,-4.0501004842971677e-10
5.028,-4.0502921797476251e-10
5.02825,-4.0504960396198978e-10
5.0285,-4.0507099545446452e-10
5.02875,-4.0509329197736829e-10
5.029,-4.051165059163426e-10
5.02925,-4.0514070906194024e-10
5.0295,-4.0516597739262159e-10
5.02975,-4.0519242413729898e-10
5.03,-4.0522019356104086e-10
5.03025,-4.0524937737278654e-10
5.0305,-4.0527998954839064e-10
5.03075,-4.0531201018686328e-10
5.031,-4.053454042811177e-10
5.03125,-4.0538007425632412e-10
5.0315,-4.0541585139164313e-10
5.03175,-4.054525489938885e-10
5.032,-4.0548998311922796e-10
5.03225,-4.0552793939688428e-10
5.0325,-4.055661713958655e-10
5.03275,-4.0560444326435461e-10
5.033,-4.0564255391336691e-10
5.03325,-4.0568032104527031e-10
5.0335,-4.0571757982315441e-10
5.03375,-4.0575421825898576e-10
5.034,-4.0579019141753758e-10
5.03425,-4.0582550444428721e-10
5.0345,-4.0586020753749364e-10
5.03475,-4.0589441841710064e-10
5.035,-4.0592832857660261e-10
5.03525,-4.0596217502201751e-10
5.0355,-4.0599622015677814e-10
5.03575,-4.0603076583495656e-10
5.036,-4.0606614327455368e-10
5.03625,-4.0610267474971407e-10
5.0365,-4.0614064774728579e-10
5.03675,-4.0618033903533143e-10
5.037,-4.0622200865735401e-10
5.03725,-4.062658685466542e-10
5.0375,-4.0631206876819286e-10
5.03775,-4.0636072856841493e-10
5.038,-4.0641194554075643e-10
5.03825,-4.0646576837103107e-10
5.0385,-4.0652219355845603e-10
5.03875,-4.0658119277132759e-10
5.039,-4.066427232145324e-10
5.03925,-4.0670670205191427e-10
5.0395,-4.0677299620083468e-10
5.03975,-4.0684145325776074e-10
5.04,-4.0691190186330486e-10
5.04025,-4.0698414037989439e-10
5.0405,-4.0705792716812946e-10
5.04075,-4.0713300664514909e-10
5.041,-4.0720912151464462e-10
5.04125,-4.0728598898169907e-10
5.0415,-4.0736331148488369e-10
5.04175,-4.0744079892960036e-10
5.042,-4.0751817614667813e-10
5.04225,-4.0759518020479829e-10
5.0425,-4.0767156400393464e-10
5.04275,-4.0774710958955558e-10
5.043,-4.0782162959702719e-10
5.04325,-4.0789496179885003e-10
5.0435,-4.0796697414104067e-10
5.04375,-4.0803756082859825e-10
5.044,-4.0810663509442551e-10
5.04425,-4.0817413484407352e-10
5.0445,-4.0824001673869874e-10
5.04475,-4.0830424332750503e-10
5.045,-4.0836678124705856e-10
5.04525,-4.084275996609255e-10
5.0455,-4.0848666732501004e-10
5.04575,-4.0854393671862832e-10
5.046,-4.0859934047636982e-10
5.04625,-4.0865279687844153e-10
5.0465,-4.0870421158649083e-10
5.04675,-4.087534736491321e-10
5.047,-4.0880045255148194e-10
5.04725,-4.0884501730788738e-10
5.0475,-4.0888704587146573e-10
5.04775,-4.0892642039905714e-10
5.048,-4.0896302519798261e-10
5.04825,-4.0899676187384985e-10
5.0485,-4.0902761149051658e-10
5.04875,-4.0905556318342134e-10
5.049,-4.0908059568162522e-10
5.04925,-4.0910274275470838e-10
5.0495,-4.0912211805210082e-10
5.04975,-4.0913887109511783e-10
5.05,-4.0915315975522712e-10
5.05025,-4.0916516451875595e-10
5.0505,-4.091750825171079e-10
5.05075,-4.0918310098813226e-10
5.051,-4.09189390237093e-10
5.05125,-4.0919411865775476e-10
5.0515,-4.0919745225166158e-10
5.05175,-4.0919953152596436e-10
5.052,-4.0920047140388268e-10
5.05225,-4.0920037461946456e-10
5.0525,-4.0919932158477012e-10
5.05275,-4.0919734894461481e-10
5.053,-4.0919447797249048e-10
5.05325,-4.091907552032402e-10
5.0535,-4.0918622643522293e-10
5.05375,-4.091809085779936e-10
5.054,-4.0917481982556747e-10
5.05425,-4.0916798104086498e-10
5.0545,-4.0916042273558154e-10
5.05475,-4.0915219065945166e-10
5.055,-4.091433492176006e-10
5.05525,-4.091339761424137e-10
5.0555,-4.0912416213506013e-10
5.05575,-4.0911400276067278e-10
5.056,-4.091036050014244e-10
5.05625,-4.090930818436811e-10
5.0565,-4.0908255551492986e-10
5.05675,-4.0907215567262378e-10
5.057,-4.0906202297964538e-10
5.05725,-4.0905230432812759e-10
5.0575,-4.0904314973424278e-10
5.05775,-4.0903470944717625e-10
5.058,-4.090271329758758e-10
5.05825,-4.090205709998174e-10
5.0585,-4.0901517324879005e-10
5.05875,-4.0901107986320797e-10
5.059,-4.0900842033175755e-10
5.05925,-4.0900730587330535e-10
5.0595,-4.0900783326470121e-10
5.05975,-4.0901008836244823e-10
5.06,-4.0901413191423957e-10
5.06025,-4.0901999207006245e-10
5.0605,-4.0902766355154778e-10
5.06075,-4.0903711629594887e-10
5.061,-4.0904829661786426e-10
5.06125,-4.0906111667685422e-10
5.0615,-4.0907545942223015e-10
5.06175,-4.0909117974377586e-10
5.062,-4.0910812036346362e-10
5.06225,-4.0912611919790415e-10
5.0625,-4.0914500312685933e-10
5.06275,-4.091645951432969e-10
5.063,-4.0918471380318467e-10
5.06325,-4.0920518881057224e-10
5.0635,-4.0922586741124651e-10
5.06375,-4.0924660666081513e-10
5.064,-4.0926728039575237e-10
5.06425,-4.0928777466128676e-10
5.0645,-4.0930800058048856e-10
5.06475,-4.0932789792599436e-10
5.065,-4.0934742668073437e-10
5.06525,-4.0936657230656204e-10
5.0655,-4.0938533695863245e-10
5.06575,-4.0940374716149918e-10
5.066,-4.094218569523577e-10
5.06625,-4.0943973536825056e-10
5.0665,-4.0945746621384984e-10
5.06675,-4.0947513381551718e-10
5.067,-4.0949283677806703e-10
5.06725,-4.0951067293256429e-10
5.0675,-4.0952872712274934e-10
5.06775,-4.0954708532811436e-10
5.068,-4.0956581749000383e-10
5.06825,-4.0958497505487219e-10
5.0685,-4.096045825864257e-10
5.06875,-4.096246561586253e-10
5.069,-4.0964518882126748e-10
5.06925,-4.0966614302224345e-10
5.0695,-4.0968747349439985e-10
5.06975,-4.0970911123420485e-10
5.07,-4.0973096235453852e-10
5.07025,-4.0975293205653833e-10
5.0705,-4.0977491284507285e-10
5.07075,-4.0979679062257246e-10
5.071,-4.0981843974033329e-10
5.07125,-4.0983974950901457e-10
5.0715,-4.0986060457827228e-10
5.07175,-4.0988090247232985e-10
5.072,-4.0990054564994874e-10
5.07225,-4.0991946629340852e-10
5.0725,-4.0993760575178094e-10
5.07275,-4.0995492352961102e-10
5.073,-4.0997139076580998e-10
5.07325,-4.0998700953438682e-10
5.0735,-4.1000179574613404e-10
5.07375,-4.1001578346280347e-10
5.074,-4.1002901907101026e-10
5.07425,-4.1004156990974754e-10
5.0745,-4.1005351365665257e-10
5.07475,-4.1006493315595105e-10
5.075,-4.1007591904178914e-10
5.07525,-4.1008656710011746e-10
5.0755,-4.1009697083510149e-10
5.07575,-4.1010722059934939e-10
5.076,-4.1011740360549167e-10
5.07625,-4.1012760198675318e-10
5.0765,-4.1013789051350509e-10
5.07675,-4.1014833666427835e-10
5.077,-4.1015900157360146e-10
5.07725,-4.1016993549668428e-10
5.0775,-4.1018118403450758e-10
5.07775,-4.1019278438195464e-10
5.078,-4.102047727591136e-10
5.07825,-4.1021717295395178e-10
5.0785,-4.1023000511458309e-10
5.07875,-4.1024328906166223e-10
5.079,-4.1025703145073406e-10
5.07925,-4.1027123569935835e-10
5.0795,-4.1028590990043239e-10
5.07975,-4.1030105030172079e-10
5.08,-4.1031665357623975e-10
5.08025,-4.1033272186952981e-10
5.0805,-4.1034924027735279e-10
5.08075,-4.1036619328198227e-10
5.081,-4.103835710666688e-10
5.08125,-4.104013436629575e-10
5.0815,-4.1041948038799266e-10
5.08175,-4.1043795540828143e-10
5.082,-4.1045672061147462e-10
5.08225,-4.1047572089758038e-10
5.0825,-4.1049490062257119e-10
5.08275,-4.1051417495748535e-10
5.083,-4.1053344958054084e-10
5.08325,-4.1055263125956666e-10
5.0835,-4.1057160042409064e-10
5.08375,-4.105902329584669e-10
5.084,-4.106083963900954e-10
5.08425,-4.10625966922256e-10
5.0845,-4.1064280255783126e-10
5.08475,-4.1065876792674299e-10
5.085,-4.1067373587693365e-10
5.08525,-4.1068759953513599e-10
5.0855,-4.1070024560017846e-10
5.08575,-4.1071157585387694e-10
5.086,-4.1072151297214789e-10
5.08625,-4.1073000928098936e-10
5.0865,-4.1073701836876766e-10
5.08675,-4.1074251718737021e-10
5.087,-4.1074650552405231e-10
5.08725,-4.1074901488207078e-10
5.0875,-4.107500706352271e-10
5.08775,-4.1074971928187498e-10
5.088,-4.107480240808447e-10
5.08825,-4.1074507559899709e-10
5.0885,-4.107409540995474e-10
5.08875,-4.1073575657367853e-10
5.089,-4.1072959137760388e-10
5.08925,-4.1072258980636598e-10
5.0895,-4.1071486931937625e-10
5.08975,-4.1070655988599275e-10
5.09,-4.1069779603088262e-10
5.09025,-4.1068872749954849e-10
5.0905,-4.1067948745562539e-10
5.09075,-4.1067021451809969e-10
5.091,-4.1066104313394383e-10
5.09125,-4.1065211932257858e-10
5.0915,-4.1064356231562562e-10
5.09175,-4.1063548538889875e-10
5.092,-4.1062799381591393e-10
5.09225,-4.1062119113016023e-10
5.0925,-4.1061514763379431e-10
5.09275,-4.1060992233427665e-10
5.093,-4.1060555662922594e-10
5.09325,-4.1060208318340621e-10
5.0935,-4.105994986631763e-10
5.09375,-4.1059778640749436e-10
5.094,-4.1059691174330888e-10
5.09425,-4.1059683487122801e-10
5.0945,-4.1059748678010304e-10
5.09475,-4.105987913993921e-10
5.095,-4.1060066178283091e-10
5.09525,-4.1060301511916023e-10
5.0955,-4.1060574899704494e-10
5.09575,-4.1060876161166004e-10
5.096,-4.1061195023469005e-10
5.09625,-4.1061522295266471e-10
5.0965,-4.1061847311096061e-10
5.09675,-4.1062160088402298e-10
5.097,-4.1062450746327519e-10
5.09725,-4.1062710539012664e-10
5.0975,-4.1062929250908204e-10
5.09775,-4.1063097470966969e-10
5.098,-4.1063206860049062e-10
5.09825,-4.1063247670451021e-10
5.0985,-4.1063210601835656e-10
5.09875,-4.1063088168811055e-10
5.099,-4.1062871242599893e-10
5.09925,-4.1062551764565937e-10
5.0995,-4.1062123279529431e-10
5.09975,-4.1061578657845997e-10
5.1,-4.1060912034008973e-10
5.10025,-4.1060120165685722e-10
5.1005,-4.1059199171861754e-10
5.10075,-4.1058146954404882e-10
5.101,-4.105696397448637e-10
5.10125,-4.1055650085936983e-10
5.1015,-4.1054206513372859e-10
5.10175,-4.1052635727541709e-10
5.102,-4.1050942051176079e-10
5.10225,-4.1049128067328998e-10
5.1025,-4.10471973106641e-10
5.10275,-4.1045153769071635e-10
5.103,-4.1043002372220459e-10
5.10325,-4.1040744515785369e-10
5.1035,-4.1038382022329331e-10
5.10375,-4.1035916978301103e-10
5.104,-4.1033348272367307e-10
5.10425,-4.103067452584583e-10
5.1045,-4.1027894611311152e-10
5.10475,-4.1025004660703191e-10
5.105,-4.1022001162822485e-10
5.10525,-4.101888118773812e-10
5.1055,-4.101564064356079e-10
5.10575,-4.1012276224260127e-10
5.106,-4.1008786396638781e-10
5.10625,-4.1005168986802584e-10
5.1065,-4.1001423409227708e-10
5.10675,-4.0997551836489561e-10
5.107,-4.0993556216734716e-10
5.10725,-4.0989440082207699e-10
5.1075,-4.0985209817406775e-10
5.10775,-4.0980871182616353e-10
5.108,-4.0976431206284375e-10
5.10825,-4.0971899208638645e-10
5.1085,-4.0967283247407662e-10
5.10875,-4.0962592040399127e-10
5.109,-4.0957835446143114e-10
5.10925,-4.0953022538357844e-10
5.1095,-4.0948160380053438e-10
5.10975,-4.0943256392500978e-10
5.11,-4.0938317665541672e-10
5.11025,-4.0933352038736179e-10
5.1105,-4.0928365994343147e-10
5.11075,-4.0923364009985112e-10
5.111,-4.0918350446222427e-10
5.11125,-4.0913329045447886e-10
5.1115,-4.090830420611172e-10
5.11175,-4.0903279165327436e-10
5.112,-4.0898255086895918e-10
5.11225,-4.0893233344944882e-10
5.1125,-4.0888215019431434e-10
5.11275,-4.0883202153163676e-10
5.113,-4.087819600212922e-10
5.11325,-4.087319604999676e-10
5.1135,-4.0868202112918822e-10
5.11375,-4.0863213894802756e-10
5.114,-4.085823227315991e-10
5.11425,-4.0853257505706908e-10
5.1145,-4.0848288284348731e-10
5.11475,-4.084332383549121e-10
5.115,-4.0838363637989438e-10
5.11525,-4.0833408882901469e-10
5.1155,-4.0828460035982753e-10
5.11575,-4.0823516135551299e-10
5.116,-4.0818577311373503e-10
5.11625,-4.0813644393472101e-10
5.1165,-4.0808720222008506e-10
5.11675,-4.0803807877310555e-10
5.117,-4.0798909561467838e-10
5.11725,-4.079402849445039e-10
5.1175,-4.0789168298730872e-10
5.11775,-4.0784334199352952e-10
5.118,-4.0779531290688185e-10
5.11825,-4.077476390420139e-10
5.1185,-4.0770037413507996e-10
5.11875,-4.0765357486719743e-10
5.119,-4.0760731349932214e-10
5.11925,-4.075616613172953e-10
5.1195,-4.0751668332558303e-10
5.11975,-4.0747245219085552e-10
5.12,-4.0742904238094114e-10
5.12025,-4.0738653733372668e-10
5.1205,-4.0734501500841291e-10
5.12075,-4.0730454511422683e-10
5.121,-4.0726519873146601e-10
5.12125,-4.072270398396029e-10
5.1215,-4.0719013593983103e-10
5.12175,-4.0715454492440031e-10
5.122,-4.0712031661183545e-10
5.12225,-4.0708749291204806e-10
5.1225,-4.0705610327766346e-10
5.12275,-4.0702616596633924e-10
5.123,-4.069976882653523e-10
5.12325,-4.0697066759752534e-10
5.1235,-4.0694509034885905e-10
5.12375,-4.0692092601634365e-10
5.124,-4.0689813013227192e-10
5.12425,-4.068766511229161e-10
5.1245,-4.0685643103524125e-10
5.12475,-4.0683740120815334e-10
5.125,-4.0681948451898561e-10
5.12525,-4.0680259592883497e-10
5.1255,-4.0678665115484832e-10
5.12575,-4.0677157026735666e-10
5.126,-4.0675727210288201e-10
5.12625,-4.0674367517510443e-10
5.1265,-4.0673069494413883e-10
5.12675,-4.0671825469876026e-10
5.127,-4.0670629141624989e-10
5.12725,-4.0669474146862593e-10
5.1275,-4.0668353707821582e-10
5.12775,-4.0667261740647811e-10
5.128,-4.0666193216046489e-10
5.12825,-4.066514328862461e-10
5.1285,-4.066410675534215e-10
5.12875,-4.0663079125069742e-10
5.129,-4.0662057306097777e-10
5.12925,-4.0661038216396377e-10
5.1295,-4.0660018898193892e-10
5.12975,-4.0658996707498948e-10
5.13,-4.0657969734774966e-10
5.13025,-4.0656936816963874e-10
5.1305,-4.0655896517696245e-10
5.13075,-4.0654848549878296e-10
5.131,-4.0653794388631698e-10
5.13125,-4.0652736474649074e-10
5.1315,-4.0651676715443659e-10
5.13175,-4.0650617946937606e-10
5.132,-4.0649564642589376e-10
5.13225,-4.0648521992960612e-10
5.1325,-4.0647495459698364e-10
5.13275,-4.0646491453556072e-10
5.133,-4.0645517610962849e-10
5.13325,-4.0644581836686234e-10
5.1335,-4.0643692262905815e-10
5.13375,-4.0642857886080572e-10
5.134,-4.0642087773117352e-10
5.13425,-4.0641390774763878e-10
5.1345,-4.0640775908732013e-10
5.13475,-4.0640251892211099e-10
5.135,-4.0639826380930131e-10
5.13525,-4.0639506434809462e-10
5.1355,-4.0639299056105263e-10
5.13575,-4.0639209815500407e-10
5.136,-4.0639243719885356e-10
5.13625,-4.063940483795468e-10
5.1365,-4.0639697005535964e-10
5.13675,-4.0640122947401401e-10
5.137,-4.0640683915901114e-10
5.13725,-4.0641379980514656e-10
5.1375,-4.0642210678539863e-10
5.13775,-4.0643174720810517e-10
5.138,-4.0644269692425331e-10
5.13825,-4.06454926224839e-10
5.1385,-4.0646840197748243e-10
5.13875,-4.0648307744058531e-10
5.139,-4.064988888595236e-10
5.13925,-4.0651576139941474e-10
5.1395,-4.0653361231614728e-10
5.13975,-4.0655234449324528e-10
5.14,-4.0657184302450805e-10
5.14025,-4.0659198408130704e-10
5.1405,-4.0661264041882706e-10
5.14075,-4.0663367419246369e-10
5.141,-4.0665493707229526e-10
5.14125,-4.0667628443618654e-10
5.1415,-4.0669758387132146e-10
5.14175,-4.0671870661645013e-10
5.142,-4.0673952629018394e-10
5.14225,-4.0675993124227763e-10
5.1425,-4.0677983034734615e-10
5.14275,-4.0679914040031807e-10
5.143,-4.0681778472825442e-10
5.14325,-4.0683570556225432e-10
5.1435,-4.068528663154297e-10
5.14375,-4.0686923925866987e-10
5.144,-4.0688480329451027e-10
5.14425,-4.068995482643255e-10
5.1445,-4.0691347971560092e-10
5.14475,-4.0692660464202475e-10
5.145,-4.0693892889497349e-10
5.14525,-4.0695046166296588e-10
5.1455,-4.0696121622233487e-10
5.14575,-4.0697120499542764e-10
5.146,-4.0698043649953323e-10
5.14625,-4.0698891739176667e-10
5.1465,-4.0699665441656949e-10
5.14675,-4.0700364583022572e-10
5.147,-4.0700987952214309e-10
5.14725,-4.0701533949007441e-10
5.1475,-4.0702001381492974e-10
5.14775,-4.0702388214734146e-10
5.148,-4.0702692050484396e-10
5.14825,-4.0702910273028623e-10
5.1485,-4.0703040807381064e-10
5.14875,-4.0703081470737307e-10
5.149,-4.0703030134313667e-10
5.14925,-4.0702885612268526e-10
5.1495,-4.0702647560513587e-10
5.14975,-4.0702316407545355e-10
5.15,-4.0701893389715268e-10
5.15025,-4.0701381128005666e-10
5.1505,-4.0700783709828445e-10
5.15075,-4.0700106345706303e-10
5.151,-4.0699354964942354e-10
5.15125,-4.0698536240439036e-10
5.1515,-4.0697657631677116e-10
5.15175,-4.0696726909995018e-10
5.152,-4.0695751865991263e-10
5.15225,-4.0694740233365872e-10
5.1525,-4.0693699789268906e-10
5.15275,-4.0692637724394045e-10
5.153,-4.0691560551205312e-10
5.15325,-4.069047380278903e-10
5.1535,-4.068938200658538e-10
5.15375,-4.0688288951086122e-10
5.154,-4.0687197592896722e-10
5.15425,-4.068610991827646e-10
5.1545,-4.0685026535476964e-10
5.15475,-4.0683947307395694e-10
5.155,-4.0682871569168878e-10
5.15525,-4.068179799492734e-10
5.1555,-4.0680724407902915e-10
5.15575,-4.0679648340218922e-10
5.156,-4.0678567288157604e-10
5.15625,-4.0677478111228085e-10
5.1565,-4.0676376927471883e-10
5.15675,-4.0675259717687193e-10
5.157,-4.0674122880791479e-10
5.15725,-4.0672962533582456e-10
5.1575,-4.0671774023402323e-10
5.15775,-4.0670552662304262e-10
5.158,-4.0669294277847986e-10
5.15825,-4.0667994719301664e-10
5.1585,-4.0666649882930335e-10
5.15875,-4.0665256774714301e-10
5.159,-4.0663814025738106e-10
5.15925,-4.0662321393536865e-10
5.1595,-4.0660778899528392e-10
5.15975,-4.0659188313076466e-10
5.16,-4.0657553565070889e-10
5.16025,-4.0655879484272298e-10
5.1605,-4.065417110772828e-10
5.16075,-4.0652435213465765e-10
5.161,-4.0650680290763218e-10
5.16125,-4.0648915084954618e-10
5.1615,-4.0647147984170805e-10
5.16175,-4.0645388200500401e-10
5.162,-4.0643646130872809e-10
5.16225,-4.0641931852839813e-10
5.1625,-4.0640254473095343e-10
5.16275,-4.0638623522594656e-10
5.163,-4.0637049423908188e-10
5.16325,-4.0635542291530051e-10
5.1635,-4.063411080934814e-10
5.16375,-4.063276425337688e-10
5.164,-4.0631512877692839e-10
5.16425,-4.0630366368165145e-10
5.1645,-4.0629333108802803e-10
5.16475,-4.062842157833837e-10
5.165,-4.0627641124349612e-10
5.16525,-4.0626999890701119e-10
5.1655,-4.0626504426663008e-10
5.16575,-4.0626161191543963e-10
5.166,-4.0625976879291959e-10
5.16625,-4.062595657886758e-10
5.1665,-4.0626103958243714e-10
5.16675,-4.0626422100694043e-10
5.167,-4.0626914128123326e-10
5.16725,-4.0627582094467103e-10
5.1675,-4.0628426211841774e-10
5.16775,-4.0629446027885397e-10
5.168,-4.0630640928591845e-10
5.16825,-4.0632008997813678e-10
5.1685,-4.0633546516686541e-10
5.16875,-4.0635249380950346e-10
5.169,-4.0637113397703308e-10
5.16925,-4.0639133240091066e-10
5.1695,-4.0641302929325849e-10
5.16975,-4.0643615998543733e-10
5.17,-4.0646066899855383e-10
5.17025,-4.064864990210477e-10
5.1705,-4.0651358462286336e-10
5.17075,-4.0654186115948774e-10
5.171,-4.0657128065773482e-10
5.17125,-4.0660179265643195e-10
5.1715,-4.0663334143797446e-10
5.17175,-4.0666587795622805e-10
5.172,-4.0669936017756057e-10
5.17225,-4.0673374200035068e-10
5.1725,-4.0676896420683902e-10
5.17275,-4.068049729926772e-10
5.173,-4.0684172599830675e-10
5.17325,-4.0687917483459737e-10
5.1735,-4.0691725821844535e-10
5.17375,-4.0695592503949793e-10
5.174,-4.0699513651824295e-10
5.17425,-4.0703485231086344e-10
5.1745,-4.0707501729620667e-10
5.17475,-4.0711558479560162e-10
5.175,-4.0715652578383707e-10
5.17525,-4.0719780236573099e-10
5.1755,-4.0723936230975129e-10
5.17575,-4.0728116266642277e-10
5.176,-4.0732317293806525e-10
5.17625,-4.0736535050322998e-10
5.1765,-4.0740764848190832e-10
5.17675,-4.0745000292826055e-10
5.177,-4.0749235681778725e-10
5.17725,-4.0753466242716517e-10
5.1775,-4.0757686435017575e-10
5.17775,-4.076189095683179e-10
5.178,-4.0766072593141575e-10
5.17825,-4.0770224855628015e-10
5.1785,-4.0774343834646989e-10
5.17875,-4.0778425407699619e-10
5.179,-4.0782465940293387e-10
5.17925,-4.0786460446811342e-10
5.1795,-4.0790405827810961e-10
5.17975,-4.0794301495608439e-10
5.18,-4.0798146741713578e-10
5.18025,-4.0801941335567266e-10
5.1805,-4.0805683694796211e-10
5.18075,-4.0809373193942111e-10
5.181,-4.081301172005062e-10
5.18125,-4.0816599997306877e-10
5.1815,-4.0820138322505173e-10
5.18175,-4.0823624583693933e-10
5.182,-4.0827057146355054e-10
5.18225,-4.0830435748784081e-10
5.1825,-4.0833758461109241e-10
5.18275,-4.0837023045523564e-10
5.183,-4.0840225337323773e-10
5.18325,-4.0843361489676789e-10
5.1835,-4.0846429527025775e-10
5.18375,-4.0849427193950382e-10
5.184,-4.0852353103088982e-10
5.18425,-4.0855204738469394e-10
5.1845,-4.0857981398130857e-10
5.18475,-4.0860684594221037e-10
5.185,-4.0863315951040646e-10
5.18525,-4.0865877990755518e-10
5.1855,-4.086837309938468e-10
5.18575,-4.0870804835121493e-10
5.186,-4.087317787353121e-10
