Physical Time (s),ev_right Monitor (W): right_cv1,ev_right Monitor (W): right_cv2,ev_right Monitor (W): right_cv3,ev_right Monitor (W): right_cv4,ev_right Monitor (W): right_cv5,ev_right Monitor (W): right_cv6,ev_right Monitor (W): right_cv7
5.38825,1.1614123810625155e-07,6.2433292567899029e-07,5.7938827104691337e-07,5.0448494661391764e-07,3.8257166219782577e-07,5.3569827644968788e-08,4.7365512012302381e-09
5.3885,1.1533269825985495e-07,6.2432970593609705e-07,5.7935741808055487e-07,5.0475246453513991e-07,3.8377205233173196e-07,5.4683597127771078e-08,4.7280260966584363e-09
5.38875,1.1455056707079935e-07,6.2432636044957408e-07,5.7933078659761582e-07,5.0499256171608446e-07,3.849409665136004e-07,5.5805548881475873e-08,4.7193489891307569e-09
5.389,1.1379512422481138e-07,6.2432276465460325e-07,5.7930849895219603e-07,5.0520574416362255e-07,3.8607760166600142e-07,5.6935505783277239e-08,4.7105163358405643e-09
5.38925,1.1306660562180041e-07,6.2431879965118094e-07,5.7929063676805329e-07,5.0539259585810302e-07,3.8718106880604249e-07,5.8073261158680023e-08,4.7015291862234071e-09
5.3895,1.1236552916987765e-07,6.2431419638115417e-07,5.7927733246633552e-07,5.0555421947965975e-07,3.8825252698737615e-07,5.9218619523019204e-08,4.6923818920503411e-09
5.38975,1.1169243458286134e-07,6.2430868359776962e-07,5.7926850577558307e-07,5.0569087206074995e-07,3.892954106824393e-07,6.0371417914026526e-08,4.6830774571353315e-09
5.39,1.1104662378180083e-07,6.2430206887491577e-07,5.7926390434011892e-07,5.0580379614357282e-07,3.9031127497129969e-07,6.1531490742091561e-08,4.6736116660164315e-09
5.39025,1.1042746295722393e-07,6.2429425278400873e-07,5.7926299337103687e-07,5.0589333206567412e-07,3.9129976637527209e-07,6.269860248521758e-08,4.6639849322459088e-09
5.3905,1.098345036905497e-07,6.2428527202302271e-07,5.7926519220579317e-07,5.0595965666900894e-07,3.9226088602952988e-07,6.3872533596785274e-08,4.6541946539689142e-09
5.39075,1.0926746237477939e-07,6.2427517310942039e-07,5.792700019525574e-07,5.0600288030701585e-07,3.9319495348706285e-07,6.5053092202735215e-08,4.6442399890559303e-09
5.391,1.0872604560221903e-07,6.2426333435757229e-07,5.7927692737592154e-07,5.0602257120205255e-07,3.9410171449418103e-07,6.624003871183268e-08,4.6341198520821406e-09
5.39125,1.0821040191793596e-07,6.2424934321729216e-07,5.7928564590921059e-07,5.0601831773049112e-07,3.9498058566176102e-07,6.7433124684881055e-08,4.6238336067745278e-09
5.3915,1.0772111656590791e-07,6.2423284709141225e-07,5.7929582618905014e-07,5.0598995660473218e-07,3.9583040032269318e-07,6.863215856754489e-08,4.6133844580735432e-09
5.39175,1.0725885312249173e-07,6.2421354291938458e-07,5.7930709820189149e-07,5.0593815673680762e-07,3.9665127686509102e-07,6.9836951042679806e-08,4.6027707652264757e-09
5.392,1.0682305288199503e-07,6.2419110430341505e-07,5.7931885264227575e-07,5.0586342116523683e-07,3.9744262694408803e-07,7.104725373595157e-08,4.5919978555541572e-09
5.39225,1.0641325450132141e-07,6.2416539827252887e-07,5.7933057621452026e-07,5.0576537712419797e-07,3.9820404575207099e-07,7.2262865384889233e-08,4.5810623837820916e-09
5.3925,1.0602996215239258e-07,6.2413649534740021e-07,5.7934193891391339e-07,5.0564421443489028e-07,3.9893420689621094e-07,7.3483643868858604e-08,4.5699702254537298e-09
5.39275,1.0567391555689389e-07,6.2410447996832598e-07,5.7935257246377163e-07,5.055002032865528e-07,3.9963252343756598e-07,7.4709452188291053e-08,4.5587184670883885e-09
5.393,1.0534514147259617e-07,6.2406844470138994e-07,5.7936205026332464e-07,5.053334086127698e-07,4.0029887365720132e-07,7.5940138621117138e-08,4.5473130268822572e-09
5.39325,1.0504369478992241e-07,6.2402792612055e-07,5.7936978731126121e-07,5.0514381479786115e-07,4.0093410791580064e-07,7.7175468376141198e-08,4.5357533330361775e-09
5.3935,1.0476987954733651e-07,6.2398277613248132e-07,5.7937513122926642e-07,5.0493122561605617e-07,4.0153876583504389e-07,7.8415188787132469e-08,4.5240437218849404e-09
5.39375,1.0452301445194667e-07,6.2393265718976445e-07,5.7937754454545679e-07,5.0469588393983494e-07,4.0211495230804239e-07,7.9659112678192872e-08,4.5121864327812123e-09
5.394,1.0430216655457708e-07,6.238772160729377e-07,5.793764006234648e-07,5.0443781908766787e-07,4.0266419608507706e-07,8.0907056616271317e-08,4.5001844403379992e-09
5.39425,1.0410737567168173e-07,6.2381678767241973e-07,5.7937104881976327e-07,5.0415777874331156e-07,4.031872814519153e-07,8.2158761859987517e-08,4.4880419174895399e-09
5.3945,1.0393924784650409e-07,6.237511126912697e-07,5.7936088521119083e-07,5.0385572820614694e-07,4.0368503829783694e-07,8.341400425628342e-08,4.4757613552002718e-09
5.39475,1.0379841586797214e-07,6.236789451815303e-07,5.7934511782366149e-07,5.0353152278393177e-07,4.041581018893265e-07,8.4672524898117888e-08,4.4633479039034736e-09
5.395,1.0368327533167884e-07,6.2360019100345982e-07,5.7932302085050851e-07,5.0318561623001521e-07,4.0460628903988954e-07,8.5934047804411446e-08,4.4508030259265491e-09
5.39525,1.0359328270330528e-07,6.2351461353185612e-07,5.7929410380519249e-07,5.0281852526435024e-07,4.0502969006565819e-07,8.7198297957910701e-08,4.4381326447965226e-09
5.3955,1.0352953161546657e-07,6.2342179535552324e-07,5.792580808854085e-07,5.0243051471303699e-07,4.0542889001897014e-07,8.8464962676318816e-08,4.425338676365494e-09
5.39575,1.0349270008350899e-07,6.2332197520761129e-07,5.7921471517006581e-07,5.0202170745188921e-07,4.0580517593453465e-07,8.9733820998637191e-08,4.4124249327524528e-09
5.396,1.0348296380604682e-07,6.232153208445664e-07,5.79163479787292e-07,5.0159136855758519e-07,4.0615936092898522e-07,9.1004649234166358e-08,4.3993919291178356e-09
5.39625,1.0350071486626612e-07,6.2310082088934216e-07,5.7910384112105589e-07,5.0113923154466925e-07,4.0649106564900848e-07,9.227714095651331e-08,4.3862388954641903e-09
5.3965,1.0354569609410213e-07,6.2297719238425032e-07,5.790351551814294e-07,5.0066527734043309e-07,4.0679991602507639e-07,9.3550965864394893e-08,4.3729673846849487e-09
5.39675,1.0361716879993495e-07,6.2284390258547627e-07,5.7895688587725685e-07,5.0016979150339919e-07,4.0708589811355797e-07,9.4825905017352242e-08,4.3595732034702901e-09
5.397,1.0371454994474646e-07,6.2270164934938218e-07,5.7886866413308382e-07,4.9965267572971774e-07,4.073489847316763e-07,9.6101867470851073e-08,4.3460541006238112e-09
5.39725,1.0383816639714924e-07,6.2255072660605584e-07,5.7877039020875542e-07,4.9911318766343273e-07,4.0758899290894482e-07,9.7378758712971293e-08,4.332404466832885e-09
5.3975,1.0398932742970057e-07,6.2239031339608327e-07,5.7866182331830129e-07,4.9855136731019285e-07,4.0780480774774629e-07,9.8656253559997713e-08,4.3186210464291891e-09
5.39775,1.0416720034068017e-07,6.2221949682554419e-07,5.7854234159153828e-07,4.9796739832666338e-07,4.07995956198456e-07,9.9933931387548955e-08,4.3046982912011757e-09
5.398,1.0437050166331586e-07,6.220377392465187e-07,5.7841138834849536e-07,4.973617952040514e-07,4.0816243188975771e-07,1.0121150297412651e-07,4.2906324238502314e-09
5.39825,1.0459931991837879e-07,6.218448030850596e-07,5.7826849610068691e-07,4.9673451205327454e-07,4.0830427181714132e-07,1.0248881084219557e-07,4.2764200655104368e-09
5.3985,1.0485391797644556e-07,6.216411289285763e-07,5.7811307737129109e-07,4.9608588372346136e-07,4.0842211844514171e-07,1.0376577608347254e-07,4.2620567745854806e-09
5.39875,1.0513432110409578e-07,6.2142607739823808e-07,5.77944385777585e-07,4.9541603873608899e-07,4.0851625601714477e-07,1.0504220550722404e-07,4.2475373702260375e-09
5.399,1.0543923382409415e-07,6.2119890175817402e-07,5.777619208296128e-07,4.9472531567895729e-07,4.0858700260819254e-07,1.0631774408706719e-07,4.2328558325187869e-09
5.39925,1.05768220291319e-07,6.2095922490149882e-07,5.7756526274932332e-07,4.9401340386207442e-07,4.0863471172527987e-07,1.0759209932505747e-07,4.2180054798173342e-09
5.3995,1.0612208976782217e-07,6.207070325469471e-07,5.7735395230632121e-07,4.9328067554218292e-07,4.0865961909410213e-07,1.0886508638601491e-07,4.2029788030617796e-09
5.39975,1.0650143044489895e-07,6.2044093756292039e-07,5.7712727544758925e-07,4.925276195978264e-07,4.086621441088619e-07,1.1013659004321154e-07,4.1877685387029345e-09
5.4,1.0690625380293535e-07,6.2015998646983225e-07,5.7688448203821185e-07,4.9175439151842825e-07,4.0864291073146748e-07,1.1140647188464408e-07,4.1723661932981423e-09
5.40025,1.0733638531416952e-07,6.1986489357860292e-07,5.7662542200131281e-07,4.9096158516926485e-07,4.0860235299627745e-07,1.1267440289874839e-07,4.156761890292721e-09
5.4005,1.0779135024574892e-07,6.1955666772789565e-07,5.7635228303011522e-07,4.9014953697252521e-07,4.0854107801255316e-07,1.1394008252150987e-07,4.1409401222511696e-09
5.40075,1.0827091169088122e-07,6.1923411979612312e-07,5.7606510584130343e-07,4.8931855780068182e-07,4.0845974726233137e-07,1.1520329956684599e-07,4.1248715942646251e-09
5.401,1.0877513226976813e-07,6.1889440363086658e-07,5.7576155481814609e-07,4.8846930271733027e-07,4.083595094018705e-07,1.1646486379053184e-07,4.1085528097760923e-09
5.40125,1.0930424776708559e-07,6.1853855514996293e-07,5.7543871184488451e-07,4.876031969787282e-07,4.0824062789569404e-07,1.1772661180521368e-07,4.0920321344378564e-09
5.4015,1.0985718040078946e-07,6.181681314976907e-07,5.7509587888386319e-07,4.8672057306999618e-07,4.0810267631696325e-07,1.1898968095682038e-07,4.0753492725811371e-09
5.40175,1.1043322827461589e-07,6.1778092939699418e-07,5.7473233994171035e-07,4.8582098228555445e-07,4.0794497498820552e-07,1.2025471029389671e-07,4.0585181558478712e-09
5.402,1.1103221808119656e-07,6.1737632832354192e-07,5.7434658470782896e-07,4.8490187751541461e-07,4.077676823333106e-07,1.2152236610562008e-07,4.0415450868871322e-09
5.40225,1.1165452623218694e-07,6.1695483611527393e-07,5.7393859258657428e-07,4.8396032831446185e-07,4.0757128628076061e-07,1.2279334318432229e-07,4.0244327835603379e-09
5.4025,1.1230042421427109e-07,6.1651397716503392e-07,5.7350827610186794e-07,4.829956527912395e-07,4.0735580796086735e-07,1.2406839998524796e-07,4.0071835250798189e-09
5.40275,1.1296936404094333e-07,6.1605346589012086e-07,5.7305498997545929e-07,4.8200771465075692e-07,4.0712066029688163e-07,1.2534775882177809e-07,3.9897990028197455e-09
5.403,1.1366075294094454e-07,6.1557317087240101e-07,5.7257857012093906e-07,4.8099652203003136e-07,4.0686559394404225e-07,1.2663085542494914e-07,3.9722804178686191e-09
5.40325,1.1437463984023271e-07,6.1507161971228505e-07,5.7207690727696111e-07,4.7996239000545977e-07,4.0659025906911564e-07,1.2791701537376432e-07,3.9546294515013467e-09
5.4035,1.1511190949020326e-07,6.1454788680548054e-07,5.7154747111280773e-07,4.7890511224678728e-07,4.0629400806198391e-07,1.2920573412900652e-07,3.936847576526363e-09
5.40375,1.1587293097001631e-07,6.1400159880210086e-07,5.7098776155384052e-07,4.7782497388330603e-07,4.0597583217475852e-07,1.3049687605309653e-07,3.9189371376154684e-09
5.404,1.1665638094588239e-07,6.1343225010645046e-07,5.7039700040324157e-07,4.7672233101422706e-07,4.0563529894414052e-07,1.3178983213179429e-07,3.9008999341644155e-09
5.40425,1.1746179047092631e-07,6.1283837395463551e-07,5.6977557351097955e-07,4.7559713706636809e-07,4.0527238391788433e-07,1.330835615366464e-07,3.882739519384782e-09
5.4045,1.1828973161584847e-07,6.1221729279432472e-07,5.6912157504875776e-07,4.7445063608372777e-07,4.04886700446719e-07,1.3437719542141306e-07,3.8644624349576602e-09
5.40475,1.1914016235926102e-07,6.1157153519728125e-07,5.6843496366728665e-07,4.7328383637852685e-07,4.0447816693637899e-07,1.3566998465266045e-07,3.8460704745655961e-09
5.405,1.2001252426174379e-07,6.1090124144303476e-07,5.6771317712876555e-07,4.7209729563706834e-07,4.0404693746867834e-07,1.3696122375835619e-07,3.8275645262772911e-09
5.40525,1.2090631856550664e-07,6.1020455401620268e-07,5.6695354116791111e-07,4.7089136111081776e-07,4.0359279634232408e-07,1.3825024114523816e-07,3.8089464340061203e-09
5.4055,1.2182121079837682e-07,6.0948163628104334e-07,5.6615573587158284e-07,4.6966636541864158e-07,4.0311570354192004e-07,1.395355173027547e-07,3.7902192294235058e-09
5.40575,1.2275718407713106e-07,6.0873543810222587e-07,5.6532259031240768e-07,4.6842206334972108e-07,4.0261596247218779e-07,1.4081465819044719e-07,3.7713850665664935e-09
5.406,1.2371444952214812e-07,6.0796237818260235e-07,5.6445231708269507e-07,4.6715827209717457e-07,4.0209357738812228e-07,1.4208494376562177e-07,3.7524457256430631e-09
5.40625,1.2469228780054381e-07,6.0716112719672182e-07,5.6354509958397193e-07,4.6587509700175832e-07,4.0154877990236835e-07,1.433452233936051e-07,3.733402489412373e-09
5.4065,1.2569024175192646e-07,6.0633321410983054e-07,5.6259942264703528e-07,4.6457238515217577e-07,4.0098159879614734e-07,1.4459484584660729e-07,3.7142567109089548e-09
5.40675,1.2670853658926252e-07,6.0547602605054693e-07,5.6161424851191205e-07,4.6325032067548344e-07,4.0039269404047333e-07,1.4583337015596545e-07,3.6950093977070138e-09
5.407,1.2774732968126859e-07,6.045909824948556e-07,5.605885356483997e-07,4.6190833039555763e-07,3.9978227458430862e-07,1.4706037574378369e-07,3.6756603049844855e-09
5.40725,1.2880649137913693e-07,6.0367748614740248e-07,5.5952091238055279e-07,4.6054629380392975e-07,3.9915083971390499e-07,1.4827544511264381e-07,3.6562103392492542e-09
5.4075,1.298859153319915e-07,6.0273445908077372e-07,5.5841011551495175e-07,4.5916379280844195e-07,3.9849898566865342e-07,1.4947835768740335e-07,3.636660019604672e-09
5.40775,1.309853056358796e-07,6.0176460711240079e-07,5.5725467979631682e-07,4.5776066021456139e-07,3.9782714559867418e-07,1.5066875025442681e-07,3.6170097449439855e-09
5.408,1.3210405444689258e-07,6.0076777773396954e-07,5.5605463178781679e-07,4.5633592171758137e-07,3.971369628864759e-07,1.5184615214149634e-07,3.5972582350301438e-09
5.40825,1.3324228866396711e-07,5.9974327570116203e-07,5.5480992705943427e-07,4.5488880512675395e-07,3.9642899073058386e-07,1.5301030758618157e-07,3.5774045850344783e-09
5.4085,1.3440044192515283e-07,5.9869082653937698e-07,5.5352134902444528e-07,4.5341966690481626e-07,3.9570355204261645e-07,1.5416100481144797e-07,3.5574477047518152e-09
5.40875,1.3557776007422698e-07,5.9760943517334945e-07,5.521878472899281e-07,4.5193073594026403e-07,3.9496063016477982e-07,1.552983320894006e-07,3.5373863518710457e-09
5.409,1.3677348880668985e-07,5.9649772038552092e-07,5.5080822868803615e-07,4.5042505944791644e-07,3.9419825649801609e-07,1.5642236593343322e-07,3.5172185271357761e-09
5.40925,1.3798772151765267e-07,5.9535433715576407e-07,5.4938316408836608e-07,4.4890361713984858e-07,3.9341503414962405e-07,1.5753287442719644e-07,3.4969430537028648e-09
5.4095,1.3922056205409502e-07,5.9417843713799838e-07,5.4791194024605046e-07,4.4736669543460762e-07,3.9261059282509601e-07,1.5862978459043699e-07,3.4765593740648852e-09
5.40975,1.4047171690567652e-07,5.9296861595893061e-07,5.4639428951491917e-07,4.4581444843795085e-07,3.9178486288375906e-07,1.5971308672002826e-07,3.456066825692714e-09
5.41,1.4174117571659768e-07,5.9172559830069732e-07,5.4483058979908565e-07,4.4424686058032791e-07,3.9093802755145765e-07,1.6078275619766234e-07,3.4354644855975061e-09
5.41025,1.4302875601034504e-07,5.9044902837151412e-07,5.4322097075154733e-07,4.4266390466094176e-07,3.9006973266452803e-07,1.6183867425072501e-07,3.414752228431708e-09
5.4105,1.4433465000360257e-07,5.8913968327972486e-07,5.4156436380130962e-07,4.4106549164500063e-07,3.8917952222698784e-07,1.628807824135881e-07,3.3939308309510255e-09
5.41075,1.4565905417528291e-07,5.8779658199286036e-07,5.3986194654665011e-07,4.3945155295020257e-07,3.882673171734458e-07,1.6390886272752731e-07,3.3730015804360746e-09
5.411,1.4700066339809426e-07,5.8641966907160954e-07,5.381129883378954e-07,4.378219916431265e-07,3.8733350128843379e-07,1.6492301057197153e-07,3.3519659079395114e-09
5.41125,1.483587536194166e-07,5.8501087872884832e-07,5.3631753579304532e-07,4.3617679844269013e-07,3.8637816108464405e-07,1.6592316920052078e-07,3.3308267009998293e-09
5.4115,1.4973352739709544e-07,5.8357455339915276e-07,5.3447559585393363e-07,4.3451563159562037e-07,3.8540132357777777e-07,1.6690907286989153e-07,3.3095883067132976e-09
5.41175,1.511252673211872e-07,5.8210988052957596e-07,5.3258552543802202e-07,4.328380160054928e-07,3.8440311602796199e-07,1.6788091547853794e-07,3.2882554218630389e-09
5.412,1.5253365425425486e-07,5.8060280697667093e-07,5.3064663780982727e-07,4.311433947625149e-07,3.8338381134853896e-07,1.688388654603118e-07,3.2668321455236094e-09
5.41225,1.5395837375515254e-07,5.790481208238659e-07,5.2865893203727137e-07,4.2943127527381898e-07,3.8234357176175182e-07,1.6978327865189716e-07,3.2453221373565646e-09
5.4125,1.5539949186854918e-07,5.7744389894756154e-07,5.2662308049393598e-07,4.2770135807724729e-07,3.8128224834119375e-07,1.7071445654395139e-07,3.2237282021210154e-09
5.41275,1.5685707438193416e-07,5.7578969694057435e-07,5.2454063995460682e-07,4.2595367264140829e-07,3.8019979465174497e-07,1.7163253988487428e-07,3.2020524849295365e-09
5.413,1.5833143994830005e-07,5.7408548751993478e-07,5.2241177239721928e-07,4.2418826794911842e-07,3.7909637931158773e-07,1.7253782077981002e-07,3.1802976670725859e-09
5.41325,1.5982144585523613e-07,5.7233115682013801e-07,5.2023584800512077e-07,4.2240508174398793e-07,3.7797247603775546e-07,1.7342988508708001e-07,3.1584670569547163e-09
5.4135,1.6132634346718544e-07,5.7052744111334507e-07,5.1801227662669513e-07,4.2060419561240082e-07,3.7682879409123078e-07,1.7430866628089305e-07,3.136564144191598e-09
5.41375,1.628461228053792e-07,5.6867655150015423e-07,5.1574046161780785e-07,4.1878581421228024e-07,3.7566581067486352e-07,1.7517370883784876e-07,3.1145914608106225e-09
5.414,1.6438099110841253e-07,5.6677847886713842e-07,5.134199452170152e-07,4.1695005860221367e-07,3.7448377503164641e-07,1.7602444153967458e-07,3.0925506256048732e-09
5.41425,1.6593080849142853e-07,5.6483262559881741e-07,5.1105017706788511e-07,4.150970365994719e-07,3.7328275871167424e-07,1.7686070232796773e-07,3.0704422948409174e-09
5.4145,1.6749518075362893e-07,5.6283832476755525e-07,5.0863056031953311e-07,4.1322685234334419e-07,3.7206258402185087e-07,1.7768235781061669e-07,3.0482664249487838e-09
5.41475,1.6907370421519855e-07,5.6079533774960438e-07,5.0616033762276555e-07,4.1133969650059662e-07,3.7082328468523783e-07,1.7848959454244436e-07,3.0260229054002676e-09
5.415,1.7066624831561443e-07,5.5870235094950138e-07,5.0363854395600308e-07,4.0943557212259438e-07,3.6956502379435575e-07,1.7928293705491795e-07,3.0037113857544632e-09
5.41525,1.7227310273824681e-07,5.5655373155210431e-07,5.0106458451881342e-07,4.0751461888775972e-07,3.6828819170159313e-07,1.800631962020845e-07,2.9813332618763828e-09
5.4155,1.7389385793762243e-07,5.5434548818564207e-07,4.9843802435910432e-07,4.0557708137096492e-07,3.6699293328781103e-07,1.8082965000736843e-07,2.9588914890581942e-09
5.41575,1.7552780182918141e-07,5.5208662574894352e-07,4.9575804063257566e-07,4.0362304541833326e-07,3.6567922972372595e-07,1.8158194293305229e-07,2.9363886447574319e-09
5.416,1.7717478927898298e-07,5.4978053970868265e-07,4.9302388748022853e-07,4.0165241181280102e-07,3.6434706985055408e-07,1.8231989587521775e-07,2.9138263563836834e-09
5.41625,1.7883496595136499e-07,5.4742751531485783e-07,4.902357376489217e-07,3.9966494654349781e-07,3.6299672788224939e-07,1.83042814921089e-07,2.8912065193603125e-09
5.4165,1.805082342707118e-07,5.4502734046340055e-07,4.8739411787948461e-07,3.9766037214271769e-07,3.6162817882675005e-07,1.8374782460845935e-07,2.8685315869557533e-09
5.41675,1.8219432498283873e-07,5.4257980431711474e-07,4.8449934989404417e-07,3.9563841797100796e-07,3.6024153852472873e-07,1.8443208066792306e-07,2.8458037678357984e-09
5.417,1.8389298431401794e-07,5.4008426996189181e-07,4.8155153963452841e-07,3.93598842454337e-07,3.5883646394718076e-07,1.8509394443901944e-07,2.8230246509314193e-09
5.41725,1.8560389867545946e-07,5.3753899816425986e-07,4.7855072906123927e-07,3.9154150921178195e-07,3.5741180126090467e-07,1.8573233730891344e-07,2.8001958693834364e-09
5.4175,1.8732725271479944e-07,5.3494015018490148e-07,4.7549672850329203e-07,3.894663108839636e-07,3.5596709971254157e-07,1.8634602978669706e-07,2.7773198509566754e-09
5.41775,1.8906323734489492e-07,5.3228549383497762e-07,4.7238968672394814e-07,3.8737313177163265e-07,3.5450238720876136e-07,1.8693379677975055e-07,2.7543993892212143e-09
5.418,1.908115907487596e-07,5.2957425205750842e-07,4.6923011074734003e-07,3.8526176500365701e-07,3.5301831940677001e-07,1.8749460318332852e-07,2.7314367921429142e-09
5.41825,1.9257175379017537e-07,5.2680533907147896e-07,4.6601845946086089e-07,3.8313195852027048e-07,3.5151754113483832e-07,1.8802808065154814e-07,2.7084340721216803e-09
5.4185,1.9434364523439847e-07,5.2397675464073166e-07,4.6275508042866907e-07,3.809836416678663e-07,3.5000121805719109e-07,1.8853475335800482e-07,2.685392939227148e-09
5.41875,1.9612734085198251e-07,5.2108584694769665e-07,4.5944022529452374e-07,3.7881680029782836e-07,3.4846975640043537e-07,1.8901526130640246e-07,2.662314534564566e-09
5.419,1.9792260343619535e-07,5.1813075133828613e-07,4.5607415263668582e-07,3.7663144622850229e-07,3.4692343883180612e-07,1.8946994788696241e-07,2.6391998217262484e-09
5.41925,1.9972903583238557e-07,5.1511314360263258e-07,4.5265697341303376e-07,3.744275751046517e-07,3.4536243463185773e-07,1.8989887442057088e-07,2.616049899501016e-09
5.4195,2.0154630289958076e-07,5.1203685461304348e-07,4.4918915469187977e-07,3.7220513356328919e-07,3.4378672590885451e-07,1.9030269991956515e-07,2.5928658874526039e-09
5.41975,2.0337433135241649e-07,5.0890261376969721e-07,4.4567150712003776e-07,3.6996402581783355e-07,3.421961462421353e-07,1.9068290858895201e-07,2.5696479784478467e-09
5.42,2.0521312570556619e-07,5.0570950395149005e-07,4.4210492502391253e-07,3.6770411027830297e-07,3.4059058972018291e-07,1.9104059043870136e-07,2.5463954397929701e-09
5.42025,2.0706195435275841e-07,5.0245651473857945e-07,4.3849022646922272e-07,3.6542530007552671e-07,3.389706158546846e-07,1.9137675804207107e-07,2.5231077077562522e-09
5.4205,2.0892109220761062e-07,4.9914300338479113e-07,4.348281043618945e-07,3.6312748737694198e-07,3.3733709447780585e-07,1.9169238674066672e-07,2.4997854198425639e-09
5.42075,2.1079006627386206e-07,4.9576860008210206e-07,4.3111932166828442e-07,3.6081058255873603e-07,3.3569052261682818e-07,1.9198816262187194e-07,2.4764296288008521e-09
5.421,2.1266845186362379e-07,4.9233192313199569e-07,4.2736487185545984e-07,3.5847445971558766e-07,3.3403108621397551e-07,1.9226578813961192e-07,2.4530415562802324e-09
5.42125,2.1455631323728262e-07,4.8883152063777417e-07,4.2356582596212002e-07,3.5611898798118647e-07,3.3235884684786006e-07,1.9252790779251322e-07,2.4296233047254599e-09
5.4215,2.1645345926996296e-07,4.8526660997408359e-07,4.1972322728614478e-07,3.5374404706999277e-07,3.3067392289535069e-07,1.9277736667672025e-07,2.4061777248976891e-09
5.42175,2.1835980164267418e-07,4.81636935710746e-07,4.1583795924890492e-07,3.5134949616832207e-07,3.2897625995191374e-07,1.9301558464825053e-07,2.382707761821177e-09
5.422,2.2027499708169751e-07,4.7794262844228573e-07,4.11910829278388e-07,3.4893535283872543e-07,3.2726592389964203e-07,1.9324344839756689e-07,2.3592162707545717e-09
5.42225,2.2219851679442133e-07,4.7418360704684271e-07,4.079425814781154e-07,3.4650141086393604e-07,3.2554288772348502e-07,1.9346163748879902e-07,2.3357063932738823e-09
5.4225,2.2413057821104134e-07,4.7035921290678936e-07,4.0393395821828706e-07,3.4404748766426939e-07,3.2380707629395947e-07,1.9367058589893729e-07,2.3121819153408242e-09
5.42275,2.2607098434748117e-07,4.6646849010266489e-07,3.9988589079221079e-07,3.4157358887721432e-07,3.2205815701878491e-07,1.938706748574647e-07,2.2886464818953334e-09
5.423,2.2801927436460736e-07,4.6251082046180775e-07,3.957994332164393e-07,3.390798483996849e-07,3.2029580596092701e-07,1.9406218494974285e-07,2.2651036145287035e-09
5.42325,2.2997508420147669e-07,4.5848569541596965e-07,3.9167569294799463e-07,3.3656646100126121e-07,3.1851996510122197e-07,1.942453033840293e-07,2.2415575307594666e-09
5.4235,2.3193879800755003e-07,4.5439259704593733e-07,3.8751576273039735e-07,3.3403359197362433e-07,3.1673070310652399e-07,1.9442039528873523e-07,2.2180127494473242e-09
5.42375,2.3391028324611342e-07,4.5023089606180868e-07,3.8332077077210807e-07,3.3148137860220117e-07,3.1492818387149748e-07,1.9458751753765106e-07,2.1944730931279377e-09
5.424,2.358892653711446e-07,4.4599952862008956e-07,3.7909187382317664e-07,3.2890995443768605e-07,3.1311262487007496e-07,1.9474669686054532e-07,2.1709418302800387e-09
5.42425,2.3787550777599088e-07,4.4169747308892065e-07,3.7483022432570073e-07,3.2631945997831778e-07,3.1128423113165996e-07,1.9489789306074342e-07,2.14742290814649e-09
5.4245,2.3986942151233519e-07,4.3732414273125497e-07,3.7053690435461423e-07,3.2370997294366303e-07,3.0944302972331306e-07,1.9504096432614938e-07,2.123921298747011e-09
5.42475,2.4187066123882819e-07,4.3287902294383123e-07,3.662130247870096e-07,3.2108159566476716e-07,3.0758895766626303e-07,1.9517610579694409e-07,2.1004415170815203e-09
5.425,2.4387841774222052e-07,4.2836174576819327e-07,3.6185974857122676e-07,3.1843446324903739e-07,3.0572200659221525e-07,1.9530339875866118e-07,2.0769872582674277e-09
5.42525,2.4589243385407584e-07,4.2377178754402603e-07,3.5747828157440725e-07,3.1576869715527497e-07,3.0384217835127029e-07,1.9542275331985406e-07,2.0535623258066198e-09
5.4255,2.4791228996928817e-07,4.1910931958345706e-07,3.5306978698130264e-07,3.1308445481571926e-07,3.0194945898000115e-07,1.9553404309953162e-07,2.0301711298970521e-09
5.42575,2.4993807222238534e-07,4.1437547897364176e-07,3.486354330146321e-07,3.1038190626232291e-07,3.0004380979875321e-07,1.95637138936428e-07,2.0068181400602046e-09
5.426,2.5196992220160224e-07,4.0957196003045798e-07,3.4417641546265111e-07,3.076612565022809e-07,2.9812503786510109e-07,1.9573197356673765e-07,1.983507134608658e-09
5.42625,2.5400747924375999e-07,4.0470006382760745e-07,3.3969392904937303e-07,3.0492268717061685e-07,2.9619311522373621e-07,1.9581841968124835e-07,1.9602416982905179e-09
5.4265,2.5605034925942964e-07,3.9976094381887499e-07,3.351891623670684e-07,3.0216639307649894e-07,2.9424813590760961e-07,1.9589616827900778e-07,1.9370265463275882e-09
5.42675,2.5809845936639303e-07,3.9475506073081028e-07,3.3066337215554953e-07,2.9939258415956596e-07,2.9229017737178667e-07,1.9596496447154742e-07,1.9138677617186365e-09
5.427,2.601521059281864e-07,3.8968314254985583e-07,3.2611791233609876e-07,2.966014939218941e-07,2.9031936108981623e-07,1.9602461233370706e-07,1.8907688737889796e-09
5.42725,2.6221065470343879e-07,3.8454732234528283e-07,3.215541277084762e-07,2.9379334761092035e-07,2.8833582441329622e-07,1.9607501999221194e-07,1.8677337922119064e-09
