Physical Time (s),ea_top Monitor (W): top_cv1,ea_top Monitor (W): top_cv2,ea_top Monitor (W): top_cv3,ea_top Monitor (W): top_cv4,ea_top Monitor (W): top_cv5,ea_top Monitor (W): top_cv6,ea_top Monitor (W): top_cv7
7.0805,6.6615961081131781e-12,2.7796407147728068e-12,2.3834656983811062e-12,2.5442051847766728e-12,3.4004779370849057e-12,8.3238628060555942e-12,1.1769183519076685e-11
7.08075,6.6608944631559842e-12,2.7795784292172237e-12,2.3834571008845626e-12,2.5442247933425966e-12,3.4004279200262501e-12,8.3237987306020967e-12,1.1768695458637178e-11
7.081,6.660176162034201e-12,2.7795092791943931e-12,2.383444896562366e-12,2.5442416163171968e-12,3.4003728493485819e-12,8.3237345462168126e-12,1.1768221806925379e-11
7.08125,6.6594415711765033e-12,2.7794328104842004e-12,2.3834283594779194e-12,2.5442552537538688e-12,3.400312191640689e-12,8.3236716485238267e-12,1.1767765545817631e-11
7.0815,6.6586912151787934e-12,2.7793485060897887e-12,2.3834066567693072e-12,2.5442652955153803e-12,3.4002457283480553e-12,8.3236109390194606e-12,1.1767327738865359e-11
7.08175,6.6579257371513818e-12,2.7792558024220575e-12,2.3833788126100102e-12,2.5442713354745723e-12,3.4001736579215357e-12,8.3235530999236774e-12,1.1766908090716244e-11
7.082,6.6571459600549101e-12,2.779154095487768e-12,2.3833437227800346e-12,2.5442730491820175e-12,3.4000967036321264e-12,8.3234989175502543e-12,1.1766505497786036e-11
7.08225,6.6563528291526446e-12,2.7790427541383525e-12,2.3833002126309973e-12,2.5442701962228628e-12,3.4000159966371316e-12,8.3234493136480787e-12,1.1766118694639251e-11
7.0825,6.655547299627374e-12,2.7789211754269148e-12,2.3832471589255655e-12,2.5442626505113295e-12,3.3999328301723342e-12,8.3234051767354609e-12,1.1765746672334081e-11
7.08275,6.6547304050639428e-12,2.7787887841625623e-12,2.3831835448009832e-12,2.5442503260742261e-12,3.3998484885410034e-12,8.32336711309446e-12,1.1765388969927651e-11
7.083,6.6539030363905754e-12,2.7786450472194716e-12,2.3831084960273212e-12,2.5442331185418117e-12,3.3997640370465285e-12,8.3233352402784254e-12,1.1765045391660563e-11
7.08325,6.6530659455347806e-12,2.7784894769110303e-12,2.3830213318743661e-12,2.544210864526875e-12,3.3996803147867756e-12,8.3233091161633425e-12,1.1764715481660446e-11
7.0835,6.6522197080794377e-12,2.7783216454255268e-12,2.3829215252955977e-12,2.5441833872319746e-12,3.3995980693246422e-12,8.3232880567107966e-12,1.1764398296052264e-11
7.08375,6.6513647003775089e-12,2.7781411862967426e-12,2.3828086895376525e-12,2.5441505882844679e-12,3.3995179334245127e-12,8.3232715071484464e-12,1.1764091988115534e-11
7.084,6.650501096888755e-12,2.7779477695385043e-12,2.382682700523752e-12,2.5441124825757037e-12,3.3994404043068784e-12,8.323259396609412e-12,1.1763794692945207e-11
7.08425,6.6496287855501878e-12,2.7777411147948891e-12,2.3825436269656022e-12,2.5440692799308641e-12,3.3993658042074815e-12,8.3232521281538419e-12,1.1763504840821255e-11
7.0845,6.6487473758708701e-12,2.7775209764240813e-12,2.3823917242620116e-12,2.5440213886451511e-12,3.3992941944311937e-12,8.3232502935164766e-12,1.1763221108744171e-11
7.08475,6.6478562729679405e-12,2.7772871190642656e-12,2.3822273486892452e-12,2.5439693562381637e-12,3.3992254365239318e-12,8.3232540612385003e-12,1.1762941881442617e-11
7.085,6.646954710256878e-12,2.7770393785080961e-12,2.3820509291876282e-12,2.543913842880181e-12,3.3991592665683907e-12,8.3232627810100074e-12,1.1762664628375696e-11
7.08525,6.6460417901868014e-12,2.7767776408144251e-12,2.3818629144673717e-12,2.5438555576786048e-12,3.3990954264783742e-12,8.323274936686564e-12,1.1762385376187883e-11
7.0855,6.6451164770014671e-12,2.776501836579871e-12,2.3816637796587029e-12,2.5437951854526437e-12,3.3990337619953423e-12,8.323288589492522e-12,1.1762098940305663e-11
7.08575,6.6441777072294733e-12,2.7762120031115032e-12,2.3814540490507432e-12,2.5437333978303982e-12,3.3989741961718582e-12,8.3233019624644985e-12,1.1761799771750614e-11
7.086,6.6432244096505685e-12,2.7759082675246438e-12,2.3812342735629869e-12,2.5436708517865949e-12,3.398916754884413e-12,8.3233140169060291e-12,1.1761482916380063e-11
7.08625,6.6422555479438534e-12,2.7755908671410402e-12,2.3810050679678054e-12,2.5436082122731022e-12,3.3988614706268491e-12,8.3233246603477322e-12,1.1761144390115752e-11
7.0865,6.641270235771759e-12,2.7752601124480679e-12,2.3807671144814293e-12,2.5435461200256454e-12,3.3988083281789657e-12,8.3233345813628317e-12,1.1760781102429554e-11
7.08675,6.6402676335947048e-12,2.774916415067542e-12,2.3805212321750433e-12,2.5434852047048084e-12,3.398757282174362e-12,8.3233449213541655e-12,1.1760391580447054e-11
7.087,6.6392470314681468e-12,2.7745602613492056e-12,2.3802683436332112e-12,2.5434260175595761e-12,3.3987082308653394e-12,8.3233569460605047e-12,1.1759976054045483e-11
7.08725,6.6382078698487919e-12,2.7741921213600526e-12,2.380009449632635e-12,2.543369032363564e-12,3.3986610633519025e-12,8.3233717973835968e-12,1.1759537119436109e-11
7.0875,6.6371497650764427e-12,2.7738124979730506e-12,2.3797455648543229e-12,2.5433146278450132e-12,3.3986156884591646e-12,8.3233903881791859e-12,1.1759079221446081e-11
7.08775,6.6360724831955062e-12,2.7734219021535356e-12,2.3794776693098009e-12,2.5432630979945046e-12,3.3985720533905016e-12,8.3234131846200526e-12,1.1758607998306228e-11
7.088,6.634975927836339e-12,2.7730207922321176e-12,2.3792066138000791e-12,2.5432146774845261e-12,3.3985301703812078e-12,8.3234401769519423e-12,1.1758129387984366e-11
7.08825,6.6338601167555234e-12,2.7726095777985693e-12,2.3789330937643773e-12,2.5431695180494248e-12,3.3984900011613066e-12,8.3234708243249265e-12,1.1757648875644449e-11
7.0885,6.6327251854062336e-12,2.7721886031569887e-12,2.3786576670481174e-12,2.5431277186259439e-12,3.3984513628686688e-12,8.3235042074824466e-12,1.1757170256107977e-11
7.08875,6.6315713920417096e-12,2.7717581402619589e-12,2.3783806925334673e-12,2.5430892606324033e-12,3.3984138618385512e-12,8.3235392125450981e-12,1.1756695511688053e-11
7.089,6.6303990699858726e-12,2.7713183975057118e-12,2.3781023625604103e-12,2.5430540004995061e-12,3.3983768799379663e-12,8.3235746104413172e-12,1.1756224744466297e-11
7.08925,6.6292086027567096e-12,2.7708695432329833e-12,2.3778226879218698e-12,2.543021616453693e-12,3.3983396667628091e-12,8.3236091079609762e-12,1.175575726438221e-11
7.0895,6.6280004001361082e-12,2.7704117160389673e-12,2.377541543760231e-12,2.5429916271880276e-12,3.398301503553779e-12,8.3236412083252257e-12,1.1755291660460102e-11
7.08975,6.6267749299024564e-12,2.7699450684907626e-12,2.3772587005121092e-12,2.5429634406016893e-12,3.3982618579605168e-12,8.3236690442144662e-12,1.1754826450841765e-11
7.09,6.6255327306103778e-12,2.76946975862679e-12,2.3769737385611405e-12,2.5429364282226702e-12,3.3982205445794672e-12,8.323690524738503e-12,1.1754360107873161e-11
7.09025,6.624274369031564e-12,2.768985946559982e-12,2.376686320846737e-12,2.542910039241704e-12,3.3981777577598806e-12,8.3237036001825652e-12,1.1753891282495599e-11
7.0905,6.6230004816853955e-12,2.7684938084155795e-12,2.3763963311286992e-12,2.5428838784225591e-12,3.3981339988742339e-12,8.3237066437714309e-12,1.1753419182467456e-11
7.09075,6.62171177609396e-12,2.7679935281060703e-12,2.3761037849392428e-12,2.542857717113468e-12,3.3980899524532174e-12,8.3236988928014053e-12,1.1752943184234281e-11
7.091,6.6204090047022349e-12,2.767485298070197e-12,2.3758087174273192e-12,2.5428315054114665e-12,3.3980463439531586e-12,8.3236804923085453e-12,1.1752463579541339e-11
7.09125,6.6190929902048684e-12,2.7669693113992697e-12,2.3755111342783457e-12,2.5428053049520612e-12,3.3980038707211874e-12,8.3236524970761155e-12,1.1751981110649451e-11
7.0915,6.6177645558067934e-12,2.7664457570411635e-12,2.3752110031388949e-12,2.542779216390695e-12,3.3979631212072165e-12,8.3236165546779379e-12,1.175149680659791e-11
7.09175,6.6164245286707032e-12,2.765914830467057e-12,2.3749082434659649e-12,2.5427533482679482e-12,3.3979246005032097e-12,8.3235746054225232e-12,1.1751012310383502e-11
7.092,6.6150737211110678e-12,2.7653767159946517e-12,2.3746026999740169e-12,2.5427277763744869e-12,3.3978886399994165e-12,8.3235284201273218e-12,1.175052805633082e-11
7.09225,6.61371296954594e-12,2.7648316147063655e-12,2.3742941746503077e-12,2.5427025663234702e-12,3.3978553607514581e-12,8.3234792097317221e-12,1.175004199914065e-11
7.0925,6.6123430713078105e-12,2.764279729555649e-12,2.3739824225568992e-12,2.542677778563342e-12,3.3978246588458028e-12,8.3234271718014059e-12,1.1749550942984032e-11
7.09275,6.6109647793736261e-12,2.7637212779090207e-12,2.3736671666430237e-12,2.5426534505218781e-12,3.3977961956317316e-12,8.3233712891596618e-12,1.1749052044816754e-11
7.093,6.6095788058066378e-12,2.7631565241298699e-12,2.373348162511738e-12,2.5426295791325121e-12,3.3977694955871143e-12,8.3233092676462642e-12,1.1748543438607583e-11
7.09325,6.6081858232938293e-12,2.7625857771844465e-12,2.3730252118625456e-12,2.5426061238971489e-12,3.3977440685000842e-12,8.3232379424402413e-12,1.1748024606284082e-11
7.0935,6.606786429482448e-12,2.7620094067367353e-12,2.3726982428194608e-12,2.5425830209619425e-12,3.3977195233776172e-12,8.323154108987214e-12,1.1747496419088734e-11
7.09375,6.6053811842606817e-12,2.7614278381935484e-12,2.3723673028028744e-12,2.5425602226142679e-12,3.3976955880858994e-12,8.323055304285275e-12,1.1746960456136258e-11
7.094,6.6039706205798478e-12,2.760841552614036e-12,2.3720325760439502e-12,2.5425376904324797e-12,3.3976720267255314e-12,8.3229402786081621e-12,1.1746418086741361e-11
7.09425,6.6025552384495021e-12,2.7602510733208208e-12,2.3716943645877183e-12,2.5425154284968686e-12,3.3976485870591428e-12,8.3228092443006235e-12,1.1745870017613564e-11
7.0945,6.6011355482922458e-12,2.7596569728707299e-12,2.3713531200606079e-12,2.5424935359618791e-12,3.3976250042605342e-12,8.3226640135292981e-12,1.1745316475816405e-11
7.09475,6.59971204968425e-12,2.7590598263852093e-12,2.371009398353714e-12,2.5424722139828641e-12,3.3976010089356979e-12,8.3225077650896131e-12,1.1744757270812099e-11
7.095,6.5982852632924053e-12,2.7584602157766471e-12,2.3706638467283332e-12,2.5424517579098097e-12,3.3975763911193591e-12,8.3223447304852517e-12,1.1744191657915155e-11
7.09525,6.5968557088546326e-12,2.7578587115806112e-12,2.3703171542015665e-12,2.5424325034782843e-12,3.3975510332363262e-12,8.3221796598365424e-12,1.1743618078039112e-11
7.0955,6.5954239091406673e-12,2.7572558395830717e-12,2.3699699629856809e-12,2.542414736521719e-12,3.3975249086239143e-12,8.3220172971581432e-12,1.1743034350028239e-11
7.09575,6.5939903932587628e-12,2.7566520773673153e-12,2.3696228201558435e-12,2.5423986625002001e-12,3.3974980164419879e-12,8.3218617366328231e-12,1.1742437768412103e-11
7.096,6.5925556669907392e-12,2.7560478317255686e-12,2.3692761594694352e-12,2.5423843741890924e-12,3.3974702879699709e-12,8.3217160120991776e-12,1.1741825587177428e-11
7.09625,6.5911202163654239e-12,2.7554434267052916e-12,2.3689303245955909e-12,2.5423718604425898e-12,3.3974416060684973e-12,8.3215819447478818e-12,1.1741195900260224e-11
7.0965,6.5896845011994753e-12,2.7548391083339633e-12,2.368585565757161e-12,2.5423610237005274e-12,3.3974117914051528e-12,8.3214600583154524e-12,1.1740548266546067e-11
7.09675,6.5882489273796925e-12,2.7542350305946209e-12,2.3682420617095187e-12,2.5423517393102013e-12,3.3973806125523432e-12,8.3213497619253907e-12,1.1739883839047389e-11
7.097,6.5868138467251234e-12,2.7536312439523801e-12,2.3678999258098983e-12,2.5423438945194305e-12,3.3973477765630533e-12,8.3212495679532888e-12,1.1739204653714456e-11
7.09725,6.585379536569558e-12,2.7530277023014094e-12,2.3675592405261567e-12,2.5423373934743394e-12,3.3973129495967219e-12,8.321157597229295e-12,1.1738512543114176e-11
7.0975,6.5839462147642384e-12,2.7524242628446743e-12,2.3672200921886852e-12,2.5423321592097172e-12,3.3972758587209057e-12,8.3210719126463493e-12,1.1737808662820695e-11
7.09775,6.5825140042379963e-12,2.751820686329282e-12,2.3668825558413346e-12,2.5423281513963001e-12,3.397236434979578e-12,8.320991109500866e-12,1.1737093479227023e-11
7.098,6.5810829630453674e-12,2.7512166591691797e-12,2.3665466706151757e-12,2.542325324183928e-12,3.3971948937251399e-12,8.3209146900354316e-12,1.1736366742967468e-11
7.09825,6.5796530711021084e-12,2.7506117888100444e-12,2.3662124190596134e-12,2.5423235737330393e-12,3.3971517872769312e-12,8.3208430959778412e-12,1.173562749850773e-11
7.0985,6.5782242339895031e-12,2.750005626947223e-12,2.3658797410781631e-12,2.5423227356759674e-12,3.3971079619574978e-12,8.3207776064212688e-12,1.1734874329141711e-11
7.09875,6.5767962965430606e-12,2.7493976864863308e-12,2.3655485305617448e-12,2.5423225857498889e-12,3.3970645047144834e-12,8.3207198772879715e-12,1.1734104530423766e-11
7.099,6.575369033580718e-12,2.7487874622631309e-12,2.3652185804202208e-12,2.542322855279879e-12,3.397022528677789e-12,8.3206715077176856e-12,1.1733313908382595e-11
7.09925,6.5739421485254251e-12,2.7481744552702675e-12,2.3648895725196745e-12,2.5423232648720558e-12,3.3969830301714137e-12,8.3206338550895996e-12,1.1732496921365039e-11
7.0995,6.5725152723533145e-12,2.7475581865463902e-12,2.3645610804615379e-12,2.5423235468713231e-12,3.3969467716408629e-12,8.3206079557035966e-12,1.1731647818679489e-11
7.09975,6.57108799803614e-12,2.7469382192517626e-12,2.3642325653212099e-12,2.5423234624902556e-12,3.3969141625442133e-12,8.3205948265194889e-12,1.1730761785170262e-11
7.1,6.569659854744836e-12,2.7463141550721122e-12,2.3639034160069344e-12,2.5423227858110075e-12,3.3968853455454097e-12,8.320595675365839e-12,1.1729836904653806e-11
7.10025,6.5682303273832042e-12,2.7456856366314588e-12,2.3635730206082396e-12,2.5423212649075148e-12,3.3968602912812161e-12,8.3206119256584377e-12,1.1728873642730378e-11
7.1005,6.5667988953961018e-12,2.7450523461228579e-12,2.363240845489368e-12,2.5423186387289566e-12,3.3968388960419392e-12,8.3206448686600758e-12,1.1727874883237972e-11
7.10075,6.5653649978388035e-12,2.7444140028730756e-12,2.3629064676345811e-12,2.5423146407039841e-12,3.3968210639925479e-12,8.3206953225285604e-12,1.1726845060577162e-11
7.101,6.5639280903473277e-12,2.7437703526924971e-12,2.3625695453027364e-12,2.5423090742063624e-12,3.3968067143540491e-12,8.3207632596758996e-12,1.1725789303292691e-11
7.10125,6.5624875834218926e-12,2.7431211390549154e-12,2.3622297828884043e-12,2.5423018981429772e-12,3.3967957641996419e-12,8.3208477520412814e-12,1.1724713271140873e-11
7.1015,6.561042887170321e-12,2.7424661149362508e-12,2.3618869068680943e-12,2.5422932672758617e-12,3.3967881180115014e-12,8.3209471589900953e-12,1.1723623059528479e-11
7.10175,6.559593401399297e-12,2.741805023971762e-12,2.3615406609998652e-12,2.5422834922253407e-12,3.396783721125283e-12,8.3210594796065092e-12,1.1722524511227546e-11
7.102,6.5581385457654517e-12,2.7411376016990035e-12,2.3611908517322511e-12,2.5422729923510451e-12,3.3967825853626019e-12,8.3211826880856017e-12,1.1721424780677713e-11
7.10225,6.5566777080647276e-12,2.7404635659717173e-12,2.3608373563761193e-12,2.5422622038281092e-12,3.3967848196365629e-12,8.3213148505325797e-12,1.1720331145198094e-11
7.1025,6.5552102696656718e-12,2.7397826379578971e-12,2.3604801370602494e-12,2.5422515101061172e-12,3.3967906302332547e-12,8.3214541818370438e-12,1.1719248363551719e-11
7.10275,6.5537355819673089e-12,2.7390945379392357e-12,2.3601191930897616e-12,2.5422412305627829e-12,3.3968003283112359e-12,8.3215990499678828e-12,1.1718177874876282e-11
7.103,6.5522529929286722e-12,2.7383990307727505e-12,2.3597545035542187e-12,2.5422316316434816e-12,3.3968142724697615e-12,8.3217479558455135e-12,1.1717118519951939e-11
7.10325,6.5507618412768357e-12,2.7376959138199953e-12,2.3593859886885634e-12,2.5422229487307218e-12,3.396832797809056e-12,8.3218995207968259e-12,1.1716067806229789e-11
7.1035,6.5492615090457737e-12,2.7369850487042462e-12,2.3590135293670109e-12,2.5422154090607234e-12,3.3968561484833873e-12,8.322052277647561e-12,1.1715023404654489e-11
7.10375,6.5477514365669733e-12,2.7362663539511299e-12,2.3586369914891827e-12,2.542209214000947e-12,3.396884364800828e-12,8.3222043294411766e-12,1.1713983971195073e-11
7.104,6.5462311446585522e-12,2.7355398081291734e-12,2.3582562595557406e-12,2.5422045220242238e-12,3.3969171914592503e-12,8.3223531884422639e-12,1.1712949370534509e-11
7.10425,6.5447002557185871e-12,2.7348054482163445e-12,2.3578712624834207e-12,2.5422014358025836e-12,3.3969540785411524e-12,8.3224959287842986e-12,1.1711920498364878e-11
7.1045,6.5431585351768169e-12,2.7340633824869027e-12,2.3574819776024355e-12,2.54219999810151e-12,3.3969941832641281e-12,8.3226294323041083e-12,1.1710898916729892e-11
7.10475,6.5416059190714e-12,2.7333137651257665e-12,2.3570883983191749e-12,2.5422002210007856e-12,3.39703654238933e-12,8.3227507772073806e-12,1.1709886464643459e-11
7.105,6.5400425059213792e-12,2.7325567864233497e-12,2.356690472708202e-12,2.542202099151903e-12,3.3970802036058556e-12,8.3228577155037883e-12,1.1708884517799996e-11
7.10525,6.5384685639904438e-12,2.731792660510824e-12,2.3562880790076823e-12,2.5422056490300082e-12,3.3971242434762854e-12,8.3229486298418745e-12,1.1707894018716659e-11
7.1055,6.536884525566557e-12,2.7310216196979839e-12,2.3558812497247061e-12,2.5422109613386446e-12,3.3971678174204513e-12,8.3230226125172267e-12,1.1706914367563757e-11
7.10575,6.5352909639174704e-12,2.7302439147696371e-12,2.355470218514887e-12,2.5422182412138477e-12,3.3972101813125633e-12,8.3230792078914344e-12,1.1705943388769183e-11
7.106,6.5336885796879684e-12,2.7294598013248867e-12,2.3550553276443114e-12,2.5422278314723508e-12,3.3972506604920977e-12,8.3231182907843747e-12,1.1704978039587226e-11
7.10625,6.5320781737699509e-12,2.728669544861336e-12,2.3546369487164802e-12,2.5422401683638175e-12,3.3972886967413491e-12,8.3231401187766769e-12,1.1704015432885809e-11
7.1065,6.5304606081614817e-12,2.7278734162045115e-12,2.3542154588930667e-12,2.542255724638899e-12,3.3973240581731477e-12,8.3231451819898383e-12,1.170305346243405e-11
7.10675,6.5288367673709694e-12,2.7270716783769755e-12,2.3537912377315267e-12,2.5422748987324425e-12,3.3973567958010876e-12,8.3231340647852329e-12,1.1702090817975228e-11
7.107,6.527207532053156e-12,2.7262645904590532e-12,2.3533646485864281e-12,2.5422978866681756e-12,3.397387252605488e-12,8.3231070853741983e-12,1.1701126158926818e-11
7.10725,6.5255737430628229e-12,2.725452408695756e-12,2.3529359985485327e-12,2.5423245930917157e-12,3.3974158492078852e-12,8.3230641002184854e-12,1.1700157024768136e-11
7.1075,6.5239361791482805e-12,2.7246353688339709e-12,2.3525054796451477e-12,2.5423546010314407e-12,3.3974429150666673e-12,8.3230045606584284e-12,1.1699179862324379e-11
7.10775,6.5222955377638735e-12,2.7238136861768939e-12,2.3520731913420184e-12,2.5423872370280212e-12,3.3974685079893328e-12,8.3229277829693984e-12,1.1698191024020756e-11
7.108,6.5206524298140828e-12,2.7229875493373359e-12,2.3516391587117222e-12,2.5424216470972727e-12,3.3974924621604469e-12,8.3228333503436668e-12,1.1697188183106459e-11
7.10825,6.5190073620938372e-12,2.7221571198248771e-12,2.3512033856560018e-12,2.5424569480255901e-12,3.3975144079859084e-12,8.3227214465467915e-12,1.1696171372997756e-11
7.1085,6.5173607354933059e-12,2.7213225216697387e-12,2.350765856017611e-12,2.542492306624178e-12,3.397533826892114e-12,8.3225929343946861e-12,1.1695142374330953e-11
7.10875,6.5157128485873863e-12,2.7204838465037914e-12,2.3503265516217148e-12,2.5425269943796736e-12,3.397550190153332e-12,8.3224490778925612e-12,1.1694104186623903e-11
7.109,6.5140639287933692e-12,2.7196411802417609e-12,2.3498854814876087e-12,2.5425604140259675e-12,3.3975630399261798e-12,8.322291402270423e-12,1.1693060274702613e-11
7.10925,6.5124141377962858e-12,2.718794606702797e-12,2.3494426726856796e-12,2.5425920777873042e-12,3.3975720500221683e-12,8.3221218127425254e-12,1.1692013771174969e-11
7.1095,6.5107635944793434e-12,2.717944228082264e-12,2.3489981991524601e-12,2.5426216073509053e-12,3.3975769942621191e-12,8.3219424410644075e-12,1.1690967073217089e-11
7.10975,6.5091124030468682e-12,2.717090187265156e-12,2.3485521858938452e-12,2.5426487484110728e-12,3.397577749967223e-12,8.3217555024994867e-12,1.1689921821521679e-11
7.11,6.507460678784688e-12,2.7162326667845843e-12,2.3481048081198537e-12,2.5426733960779761e-12,3.3975743078299516e-12,8.3215630854336056e-12,1.1688879165602087e-11
7.11025,6.5058085752380407e-12,2.7153718992929002e-12,2.3476562678309068e-12,2.5426955900194422e-12,3.3975668217752774e-12,8.3213669523871455e-12,1.1687839662094593e-11
7.1105,6.504156307936913e-12,2.7145081598974213e-12,2.3472067496356304e-12,2.5427154968207751e-12,3.3975556389608105e-12,8.3211684151130414e-12,1.1686803287078418e-11
7.11075,6.5025041660385488e-12,2.7136417644013222e-12,2.3467563927815586e-12,2.5427333588956804e-12,3.3975413126737027e-12,8.3209683933818686e-12,1.1685769952066816e-11
7.111,6.5008525249111398e-12,2.7127730523591491e-12,2.3463052481739891e-12,2.5427494771076618e-12,3.3975246256851492e-12,8.3207676371857418e-12,1.1684739354961863e-11
7.11125,6.4992018459703451e-12,2.7119023549997922e-12,2.3458532717187502e-12,2.5427641514969905e-12,3.3975064917630301e-12,8.3205669789095935e-12,1.1683710868706066e-11
7.1115,6.497552671086465e-12,2.7110299788879698e-12,2.3454004071964224e-12,2.5427776579077433e-12,3.3974878674093269e-12,8.3203674680251434e-12,1.1682683429748893e-11
7.11175,6.4959055957727818e-12,2.7101561744575715e-12,2.3449465715103282e-12,2.5427902298887926e-12,3.3974696561205786e-12,8.3201702819112158e-12,1.1681655365267222e-11
7.112,6.4942612475725409e-12,2.7092811224158334e-12,2.3444915964378084e-12,2.5428020317156774e-12,3.3974526139048703e-12,8.3199767697569258e-12,1.1680624923784309e-11
7.11225,6.4926202723073102e-12,2.7084049080440011e-12,2.3440351944087012e-12,2.5428131328936411e-12,3.3974373078703042e-12,8.3197884707251063e-12,1.1679590980162128e-11
7.1125,6.4909832973519434e-12,2.7075275305091954e-12,2.3435770015021934e-12,2.5428235496860485e-12,3.3974241236893269e-12,8.3196072163035533e-12,1.1678553613834474e-11
7.11275,6.4893508909706339e-12,2.706648884580343e-12,2.3431165884658334e-12,2.5428332738322632e-12,3.3974133108889406e-12,8.3194353327860666e-12,1.1677514183697975e-11
7.113,6.4877235570269681e-12,2.7057687801487173e-12,2.342653541254471e-12,2.5428423113935617e-12,3.3974050982938864e-12,8.3192755598468908e-12,1.1676474286706678e-11
7.11325,6.4861017045753446e-12,2.7048869531151146e-12,2.3421875564853169e-12,2.5428507112620101e-12,3.397399794130857e-12,8.3191304867024955e-12,1.1675434973959002e-11
7.1135,6.4844856220560742e-12,2.7040030763066941e-12,2.3417184745428787e-12,2.5428585930810182e-12,3.3973978212627826e-12,8.3190021540536657e-12,1.1674396175301834e-11
7.11375,6.4828754678944666e-12,2.7031167977895861e-12,2.3412462704296294e-12,2.542866155247798e-12,3.3973996914375831e-12,8.3188916509992358e-12,1.1673357137032261e-11
7.114,6.4812712625036187e-12,2.7022277657227714e-12,2.3407710021733376e-12,2.5428736802666846e-12,3.3974058956214372e-12,8.3187989697698976e-12,1.1672317259288198e-11
7.11425,6.4796729068566141e-12,2.7013356644157117e-12,2.3402927833828837e-12,2.5428815567538346e-12,3.3974168051448805e-12,8.3187230608060416e-12,1.1671276958965112e-11
7.1145,6.4780801834173292e-12,2.700440226150884e-12,2.3398117400437239e-12,2.5428902946296022e-12,3.3974326377573581e-12,8.3186622534165678e-12,1.1670237188042592e-11
7.11475,6.4764927588934037e-12,2.6995412503735697e-12,2.3393280730262695e-12,2.5429005322434771e-12,3.3974535095780998e-12,8.3186148578952679e-12,1.1669199064089957e-11
7.115,6.4749102076936396e-12,2.6986386089310847e-12,2.3388420681531427e-12,2.5429129630205093e-12,3.3974795869582104e-12,8.3185796476162974e-12,1.1668163332274164e-11
7.11525,6.473332043446865e-12,2.6977322482244537e-12,2.3383541015680618e-12,2.5429282261046696e-12,3.3975111925027334e-12,8.318556392764965e-12,1.1667130499931531e-11
7.1155,6.4717577380889463e-12,2.6968221874276716e-12,2.3378646278388909e-12,2.5429467987516956e-12,3.3975488018036575e-12,8.3185458831367608e-12,1.1666100021017883e-11
7.11575,6.4701867466589699e-12,2.6959085139834058e-12,2.3373741084784717e-12,2.5429689089288297e-12,3.3975929813946946e-12,8.3185498009795723e-12,1.1665071761833714e-11
7.116,6.4686185413714645e-12,2.6949913816324497e-12,2.3368829169234332e-12,2.5429945401533899e-12,3.3976441528401016e-12,8.3185703904436345e-12,1.1664046564523403e-11
7.11625,6.4670526414815449e-12,2.6940709955975628e-12,2.3363912689059377e-12,2.5430234705663206e-12,3.3977023984555885e-12,8.3186098655467067e-12,1.1663025901767672e-11
7.1165,6.465488599306408e-12,2.6931475892094325e-12,2.3358992389233578e-12,2.5430553292003634e-12,3.3977675210681445e-12,8.3186701563109549e-12,1.1662011586876002e-11
7.11675,6.4639260386530862e-12,2.6922214012587039e-12,2.335406655231035e-12,2.5430896704652885e-12,3.3978390643728297e-12,8.3187526569531726e-12,1.1661005182783995e-11
7.117,6.4623646467370966e-12,2.6912926548640715e-12,2.3349132008046921e-12,2.5431259544948081e-12,3.3979165204075418e-12,8.3188581110744007e-12,1.1660007250481826e-11
7.11725,6.4608041835807654e-12,2.6903615329259799e-12,2.334418668440409e-12,2.5431636213434731e-12,3.3979995498672452e-12,8.3189866204223929e-12,1.1659017088487631e-11
7.1175,6.4592444709001459e-12,2.689428163480154e-12,2.3339229823917872e-12,2.5432021634144804e-12,3.3980879922540454e-12,8.3191377352640439e-12,1.1658033826410983e-11
7.11775,6.457685390682364e-12,2.6884926119254268e-12,2.3334260654433257e-12,2.5432412220287199e-12,3.3981818762592127e-12,8.3193104453336878e-12,1.1657057809894332e-11
7.118,6.4561268729289583e-12,2.6875548835721666e-12,2.3329277620172219e-12,2.5432806664677742e-12,3.398281343238088e-12,8.3195034217399715e-12,1.1656089324568661e-11
7.11825,6.4545688796856302e-12,2.6866149259500432e-12,2.3324278393816779e-12,2.5433205905032348e-12,3.398386513634519e-12,8.3197151333391757e-12,1.1655129076769273e-11
7.1185,6.4530113943924758e-12,2.685672618178595e-12,2.3319260194394236e-12,2.5433612740383413e-12,3.3984973976533171e-12,8.3199440439144824e-12,1.1654179097663032e-11
7.11875,6.4514544218442354e-12,2.6847277842647039e-12,2.331422040015767e-12,2.5434030853750082e-12,3.3986138388201197e-12,8.3201885100595977e-12,1.1653241318274625e-11
7.119,6.4498979642157235e-12,2.6837802091493258e-12,2.3309157341540107e-12,2.5434464530971686e-12,3.3987355198110758e-12,8.3204469991296538e-12,1.1652315392266206e-11
7.11925,6.4483420052912243e-12,2.6828296471537426e-12,2.3304070705931709e-12,2.5434918366901094e-12,3.3988619474692904e-12,8.3207181184451593e-12,1.165139931351858e-11
7.1195,6.4467864990297832e-12,2.6818758384240067e-12,2.3298961756876797e-12,2.5435396835034499e-12,3.3989924811226762e-12,8.3210006925761891e-12,1.1650491012212117e-11
