Physical Time (s),ea_top Monitor (W): top_cv1,ea_top Monitor (W): top_cv2,ea_top Monitor (W): top_cv3,ea_top Monitor (W): top_cv4,ea_top Monitor (W): top_cv5,ea_top Monitor (W): top_cv6,ea_top Monitor (W): top_cv7
5.146,6.3826814574502704e-12,2.3907694089548957e-12,1.8068437657871004e-12,2.1878436921044199e-12,3.3756960925488023e-12,1.1316722422619549e-11,1.9222479069640244e-11
5.14625,6.3819081640948018e-12,2.389808948345014e-12,1.8063050705663781e-12,2.1875456666555937e-12,3.375124600249824e-12,1.1314511747368231e-11,1.9222606189032378e-11
5.1465,6.3810436089343226e-12,2.3888065412933568e-12,1.8057273557324278e-12,2.1872310500817507e-12,3.3745486222345042e-12,1.1312317809967578e-11,1.9222741322426316e-11
5.14675,6.3800867569936052e-12,2.3877621996374352e-12,1.8051107791719656e-12,2.1869006783937252e-12,3.3739691499434366e-12,1.1310141087091977e-11,1.9222881838954519e-11
5.147,6.3790374114797789e-12,2.3866765344654404e-12,1.8044561874104068e-12,2.1865557821230238e-12,3.3733875356446717e-12,1.1307982292313168e-11,1.9223023949650702e-11
5.14725,6.377895802770186e-12,2.385550434434265e-12,1.803764459304348e-12,2.1861975655758367e-12,3.3728052569238181e-12,1.1305842349409422e-11,1.9223162463468524e-11
5.1475,6.376662400453739e-12,2.3843849140482862e-12,1.803036455047387e-12,2.1858271061052344e-12,3.372223894431012e-12,1.1303722173590856e-11,1.9223291972150635e-11
5.14775,6.3753381617632066e-12,2.3831813669316964e-12,1.8022735213262423e-12,2.1854456442282266e-12,3.3716450203202516e-12,1.1301623706392755e-11,1.9223407468463353e-11
5.148,6.3739246962110154e-12,2.3819417115916992e-12,1.8014775380759674e-12,2.1850547262700657e-12,3.3710702205626767e-12,1.1299549918660378e-11,1.9223505413753952e-11
5.14825,6.3724238464156727e-12,2.3806680549807003e-12,1.800650480116841e-12,2.1846558364846658e-12,3.3705011453715106e-12,1.1297503714140048e-11,1.9223583737472842e-11
5.1485,6.3708375933778636e-12,2.3793625790507074e-12,1.7997944779140015e-12,2.1842502311142624e-12,3.3699393954236274e-12,1.1295487853445148e-11,1.9223641430289568e-11
5.14875,6.3691682767265847e-12,2.3780277701111142e-12,1.7989120002561606e-12,2.1838393464002753e-12,3.3693866756649512e-12,1.1293505082709731e-11,1.9223678671507189e-11
5.149,6.3674185911355706e-12,2.3766664913603847e-12,1.7980062423993388e-12,2.183424981891804e-12,3.3688447600764306e-12,1.1291558254544219e-11,1.9223697275786282e-11
5.14925,6.3655915803613617e-12,2.3752817069811181e-12,1.7970805283672115e-12,2.1830089193621254e-12,3.3683154027611637e-12,1.1289649615979055e-11,1.9223699861227908e-11
5.1495,6.3636902142786161e-12,2.3738763718805766e-12,1.7961383183166891e-12,2.1825928611169422e-12,3.3678002099179888e-12,1.1287780739359619e-11,1.9223688760016929e-11
5.14975,6.3617177666333056e-12,2.3724535917464142e-12,1.7951834667171897e-12,2.1821786736600247e-12,3.3673004547265345e-12,1.1285953049662186e-11,1.9223665352222156e-11
5.15,6.3596777653395573e-12,2.3710165713452989e-12,1.7942200313146158e-12,2.1817683803878875e-12,3.3668169941260974e-12,1.1284167455463995e-11,1.9223631042535244e-11
5.15025,6.3575739419809482e-12,2.3695684650185472e-12,1.7932518675202655e-12,2.1813638268193443e-12,3.3663503732305584e-12,1.1282424224795678e-11,1.9223587116609944e-11
5.1505,6.3554098902574419e-12,2.3681122620698735e-12,1.7922824254011233e-12,2.1809664894095728e-12,3.3659008371760668e-12,1.1280722712789315e-11,1.9223534767396406e-11
5.15075,6.3531893552884827e-12,2.3666508331024594e-12,1.7913150252272186e-12,2.1805777338811215e-12,3.3654684108490215e-12,1.1279062073362773e-11,1.9223474899718686e-11
5.151,6.3509162102154487e-12,2.3651869237230882e-12,1.7903527188754161e-12,2.180198908671139e-12,3.3650531011548793e-12,1.127744137562191e-11,1.922340717504131e-11
5.15125,6.3485942418232855e-12,2.3637230672710571e-12,1.7893980821401739e-12,2.1798309921048084e-12,3.3646549749657223e-12,1.1275859664414922e-11,1.9223331266163175e-11
5.1515,6.3462270157336441e-12,2.3622614696924337e-12,1.788453250334659e-12,2.1794744783457743e-12,3.3642740594516691e-12,1.1274315718340133e-11,1.9223246508857446e-11
5.15175,6.3438180640243897e-12,2.3608041434403161e-12,1.7875200964147505e-12,2.1791296301110703e-12,3.3639100642451532e-12,1.1272808316343667e-11,1.9223151563000705e-11
5.152,6.3413708388159258e-12,2.3593528514111912e-12,1.7866002066271388e-12,2.1787964375371362e-12,3.3635622830919565e-12,1.1271335737605698e-11,1.9223046504460927e-11
5.15225,6.3388884648182239e-12,2.3579092796155034e-12,1.7856949357702818e-12,2.1784745157482247e-12,3.3632296619889742e-12,1.126989536747529e-11,1.9222932372625368e-11
5.1525,6.336373711429899e-12,2.3564748719691052e-12,1.7848054083095738e-12,2.1781631654773117e-12,3.3629109760960196e-12,1.1268483975499934e-11,1.9222811272085724e-11
5.15275,6.3338292045567969e-12,2.3550508806770107e-12,1.7839327179525799e-12,2.177861715557089e-12,3.3626047733646225e-12,1.126709811446932e-11,1.9222687682207578e-11
5.153,6.331257302177075e-12,2.3536384027614556e-12,1.7830779266490241e-12,2.1775696960172027e-12,3.3623095334746231e-12,1.1265734426930791e-11,1.9222568320068906e-11
5.15325,6.328660154451535e-12,2.3522384465612882e-12,1.7822420035936898e-12,2.1772866786313936e-12,3.3620238559824655e-12,1.1264389820397747e-11,1.9222460691395972e-11
5.1535,6.3260396005698989e-12,2.3508518481314431e-12,1.7814257660074893e-12,2.1770122771774471e-12,3.3617464120284011e-12,1.1263061283913584e-11,1.9222372061043779e-11
5.15375,6.3233973183853456e-12,2.3494792202239041e-12,1.7806298928196599e-12,2.1767462967193216e-12,3.3614758609237899e-12,1.1261746012803762e-11,1.9222308906267616e-11
5.154,6.3207348297502969e-12,2.3481209750219401e-12,1.7798549578395039e-12,2.1764886483728095e-12,3.361210823470947e-12,1.1260441275994806e-11,1.9222276272552469e-11
5.15425,6.3180534658043669e-12,2.3467773682722124e-12,1.7791011580357133e-12,2.176239136248598e-12,3.3609499717341772e-12,1.1259144335401777e-11,1.9222276983326564e-11
5.1545,6.3153544542053966e-12,2.3454484195660035e-12,1.7783681830336787e-12,2.1759973209509946e-12,3.3606920727131654e-12,1.1257852814832461e-11,1.9222311451770655e-11
5.15475,6.3126389880392934e-12,2.3441338177132297e-12,1.7776553639521716e-12,2.1757628083960012e-12,3.3604360586998041e-12,1.1256565351206357e-11,1.9222378724420513e-11
5.155,6.3099081734870639e-12,2.3428329650820254e-12,1.7769616325922097e-12,2.1755352338105434e-12,3.3601810683451625e-12,1.1255281830673638e-11,1.9222477348797547e-11
5.15525,6.3071630319236117e-12,2.3415450776205387e-12,1.7762853825144018e-12,2.1753140690538876e-12,3.3599265832527735e-12,1.1254003297155876e-11,1.9222605976558475e-11
5.1555,6.3044046295086117e-12,2.3402691493697966e-12,1.7756245506850064e-12,2.1750985042476462e-12,3.3596723773911361e-12,1.1252731767253724e-11,1.9222763679969901e-11
5.15575,6.3016340382970196e-12,2.3390038712404022e-12,1.7749768994884621e-12,2.1748876996582328e-12,3.3594183220839699e-12,1.1251469610831683e-11,1.9222951394584497e-11
5.156,6.2988522688904158e-12,2.337747744227191e-12,1.7743399776836226e-12,2.174680875568941e-12,3.3591642808177374e-12,1.1250218808191727e-11,1.9223172414484044e-11
5.15625,6.296060344014538e-12,2.3364991859140661e-12,1.7737111284382158e-12,2.174477064238107e-12,3.3589101596177586e-12,1.1248980502264604e-11,1.9223430324480752e-11
5.1565,6.293259423504692e-12,2.3352564964515017e-12,1.7730876733685691e-12,2.1742750383298862e-12,3.3586558736943017e-12,1.1247754703769268e-11,1.9223728917382881e-11
5.15675,6.2904506878129753e-12,2.3340178242979536e-12,1.7724670431339049e-12,2.1740735355995201e-12,3.3584012812709045e-12,1.1246540541191836e-11,1.9224071789160994e-11
5.157,6.2876352677028018e-12,2.3327812529679475e-12,1.7718467524677315e-12,2.1738714314580377e-12,3.358146205117119e-12,1.1245336604343793e-11,1.9224462517118345e-11
5.15725,6.2848143912695055e-12,2.3315449618584629e-12,1.771224510871932e-12,2.1736676507218304e-12,3.3578906636831126e-12,1.1244141389805336e-11,1.9224904700654261e-11
5.1575,6.2819895283809575e-12,2.3303071557341654e-12,1.7705983013714824e-12,2.1734611724419837e-12,3.357634948931097e-12,1.1242953876778577e-11,1.9225400851113263e-11
5.15775,6.2791621795456015e-12,2.3290660466118226e-12,1.7699664390713652e-12,2.1732513146287931e-12,3.3573794349902089e-12,1.1241773718961347e-11,1.9225952964165215e-11
5.158,6.2763338433673508e-12,2.327819970812954e-12,1.7693275058264614e-12,2.173037749546338e-12,3.3571244569791396e-12,1.124060125535679e-11,1.9226562335643801e-11
5.15825,6.2735062157563668e-12,2.3265674551678416e-12,1.7686802455236368e-12,2.172820196309756e-12,3.3568705283783263e-12,1.1239437633263136e-11,1.9227229868501261e-11
5.1585,6.2706812748551348e-12,2.325307193799162e-12,1.7680236023495228e-12,2.1725983211380303e-12,3.3566183332851231e-12,1.1238284853669687e-11,1.9227955550014022e-11
5.15875,6.2678610746013338e-12,2.3240380406965336e-12,1.7673567671347437e-12,2.172371932412932e-12,3.356368492072684e-12,1.123714537884291e-11,1.9228738731444399e-11
5.159,6.265047627739861e-12,2.3227590713641082e-12,1.7666790964943518e-12,2.1721410648979213e-12,3.3561215960870744e-12,1.1236021910176658e-11,1.9229578343421017e-11
5.15925,6.2622431544231015e-12,2.3214696470591944e-12,1.7659900583096517e-12,2.1719058167689287e-12,3.3558784463010413e-12,1.1234917797765378e-11,1.9230472662180953e-11
5.1595,6.2594502118860333e-12,2.320169322890787e-12,1.7652892825339742e-12,2.1716663147199105e-12,3.3556400953027217e-12,1.1233837142841979e-11,1.9231419774254682e-11
5.15975,6.2566713981072143e-12,2.318857801119593e-12,1.7645766192083596e-12,2.1714228747778609e-12,3.3554076092041655e-12,1.1232784089601213e-11,1.9232418507615068e-11
5.16,6.2539092182670761e-12,2.3175350012611529e-12,1.7638519971591871e-12,2.1711759846823742e-12,3.3551819300523175e-12,1.1231762637714723e-11,1.923346831026241e-11
5.16025,6.2511664112940687e-12,2.3162010358401223e-12,1.7631153962302088e-12,2.1709261141607401e-12,3.3549641934783595e-12,1.1230777199888465e-11,1.9234569473167313e-11
5.1605,6.248446073318605e-12,2.3148561598551036e-12,1.7623669270861466e-12,2.1706736173190328e-12,3.3547557001239722e-12,1.1229832537312481e-11,1.9235723736299499e-11
5.16075,6.2457513248056239e-12,2.3135007261838621e-12,1.7616069357033518e-12,2.1704189784234148e-12,3.3545575809145118e-12,1.1228933386179319e-11,1.9236934042056018e-11
5.161,6.2430852100768256e-12,2.3121352287489497e-12,1.7608359944217073e-12,2.1701628712936635e-12,3.3543706533439143e-12,1.1228083582469516e-11,1.9238203480778898e-11
5.16125,6.2404509942014166e-12,2.3107603835344804e-12,1.7600548845644503e-12,2.1699059898608483e-12,3.354195611293401e-12,1.12272866397315e-11,1.9239536006820405e-11
5.1615,6.2378522989377808e-12,2.3093770468934488e-12,1.7592646449736168e-12,2.1696490634807111e-12,3.3540332596891985e-12,1.122654563748058e-11,1.9240936257304508e-11
5.16175,6.2352927317758954e-12,2.3079862172714213e-12,1.7584665388092418e-12,2.1693929396872194e-12,3.3538841943022715e-12,1.1225862536401678e-11,1.9242408745274798e-11
5.162,6.2327756762516902e-12,2.3065890698291034e-12,1.7576619418446756e-12,2.1691385392018911e-12,3.3537487013586874e-12,1.1225238526726392e-11,1.9243956812672616e-11
5.16225,6.2303046940781709e-12,2.3051870207726362e-12,1.7568523600118119e-12,2.1688868009470623e-12,3.3536272477013638e-12,1.1224674972844313e-11,1.9245582307985024e-11
5.1625,6.2278836106336148e-12,2.3037817041250951e-12,1.7560395326945451e-12,2.1686387259401417e-12,3.3535207015365959e-12,1.1224174595119882e-11,1.9247285668590442e-11
5.16275,6.2255161233420648e-12,2.3023748790711596e-12,1.7552253308027723e-12,2.1683954415248926e-12,3.3534299542179209e-12,1.1223740598672631e-11,1.9249065256042532e-11
5.163,6.2232055346431104e-12,2.300968385313617e-12,1.7544115975334239e-12,2.1681582866635356e-12,3.3533557485123788e-12,1.1223376071227645e-11,1.9250918227544767e-11
5.16325,6.2209552035256128e-12,2.299564255529309e-12,1.7536003050777971e-12,2.1679286463702314e-12,3.3532989565872e-12,1.1223084496132892e-11,1.9252842422063412e-11
5.1635,6.2187686714630999e-12,2.2981646271105172e-12,1.7527936271956741e-12,2.167707873094994e-12,3.3532604406488016e-12,1.1222869035050662e-11,1.9254837449852795e-11
5.16375,6.216649205336488e-12,2.2967715628453413e-12,1.7519937963642442e-12,2.1674973678857737e-12,3.3532405960236445e-12,1.1222731094437815e-11,1.925690438712991e-11
5.164,6.2145995560175002e-12,2.2953870227334151e-12,1.7512029000188778e-12,2.1672984996924425e-12,3.3532391645908503e-12,1.1222669716789578e-11,1.9259045604835073e-11
5.16425,6.2126223964307985e-12,2.294012962316359e-12,1.7504229764231429e-12,2.1671125713641287e-12,3.3532556742409654e-12,1.1222682655953373e-11,1.9261264974289062e-11
5.1645,6.2107205310987125e-12,2.2926513304092784e-12,1.7496561552403795e-12,2.1669407392388553e-12,3.3532897005766006e-12,1.1222767009523097e-11,1.9263567459793608e-11
5.16475,6.2088963587282368e-12,2.2913039246792882e-12,1.7489044945538177e-12,2.1667841274622789e-12,3.3533405788593524e-12,1.122291962794065e-11,1.9265958235412993e-11
5.165,6.2071517123671434e-12,2.2899723626490039e-12,1.7481697325624919e-12,2.1666437163403244e-12,3.3534073003695684e-12,1.1223136753195471e-11,1.9268442155746604e-11
5.16525,6.2054883189619615e-12,2.2886583271920124e-12,1.7474534974470514e-12,2.1665201992643134e-12,3.3534888516705012e-12,1.1223415633243337e-11,1.9271023766872814e-11
5.1655,6.2039078681057379e-12,2.2873635838210348e-12,1.7467575329491434e-12,2.1664139155350324e-12,3.3535842820511121e-12,1.1223754092690854e-11,1.92737070821823e-11
5.16575,6.2024116119047233e-12,2.2860898594285442e-12,1.7460833289509883e-12,2.166324915872522e-12,3.3536924066574604e-12,1.1224149816476669e-11,1.9276494619231412e-11
5.166,6.2010001038085181e-12,2.2848387735971432e-12,1.7454320410635532e-12,2.1662530165196823e-12,3.35381173686231e-12,1.1224598979823656e-11,1.9279387208257051e-11
5.16625,6.1996736546820596e-12,2.2836120808836713e-12,1.7448048756419893e-12,2.1661977823336049e-12,3.3539408576018628e-12,1.1225097231213807e-11,1.9282384254905247e-11
5.1665,6.1984325662711275e-12,2.2824117209773451e-12,1.7442032270676525e-12,2.1661586494919501e-12,3.3540785728380364e-12,1.1225639688341244e-11,1.928548324085728e-11
5.16675,6.1972766729784474e-12,2.2812394839003715e-12,1.7436282864597646e-12,2.1661350250379185e-12,3.3542236587778665e-12,1.1226219872899744e-11,1.9288679651917241e-11
5.167,6.1962049986008469e-12,2.2800968984183509e-12,1.7430808381484647e-12,2.1661262982081221e-12,3.3543747684724604e-12,1.122683020732999e-11,1.9291967671797568e-11
5.16725,6.1952164413570352e-12,2.278985493611857e-12,1.7425617317411488e-12,2.1661317970201299e-12,3.3545306772204305e-12,1.1227462825135439e-11,1.9295341337398283e-11
5.1675,6.1943098563681792e-12,2.2779067539036613e-12,1.7420718040033749e-12,2.1661508127405113e-12,3.3546903741805342e-12,1.1228110043531274e-11,1.9298795081609704e-11
5.16775,6.1934836777738263e-12,2.276861806612579e-12,1.7416116264147737e-12,2.1661826290849788e-12,3.3548527878614266e-12,1.1228763963238187e-11,1.9302323041056254e-11
5.168,6.192735649454951e-12,2.2758513186963908e-12,1.7411815106717722e-12,2.1662265496745236e-12,3.355016679327635e-12,1.1229416832105741e-11,1.9305919060279174e-11
5.16825,6.1920633934773042e-12,2.2748758165366152e-12,1.7407813000035467e-12,2.166281809374684e-12,3.3551807138236342e-12,1.1230061488264929e-11,1.9309577034442441e-11
5.1685,6.1914645531567051e-12,2.273935744763951e-12,1.7404108771708894e-12,2.1663475978659978e-12,3.3553435282242698e-12,1.1230691451390048e-11,1.9313291261847922e-11
5.16875,6.1909363700087124e-12,2.2730311224421216e-12,1.7400698831775431e-12,2.1664230953228596e-12,3.3555036491189158e-12,1.1231300773036986e-11,1.9317055865773639e-11
5.169,6.1904755790564703e-12,2.2721616461632253e-12,1.7397574172867613e-12,2.1665074804227457e-12,3.3556596590261513e-12,1.1231884066267146e-11,1.9320864514709064e-11
5.16925,6.1900789058052509e-12,2.2713269358912181e-12,1.7394724164519909e-12,2.1665998644666082e-12,3.3558102846076941e-12,1.1232436475067698e-11,1.932471036248635e-11
5.1695,6.1897431573561919e-12,2.2705266276675206e-12,1.7392140181510923e-12,2.1666993119179472e-12,3.3559544213275101e-12,1.123295374818787e-11,1.9328585586324996e-11
5.16975,6.1894649470347189e-12,2.2697601557443993e-12,1.7389812955515376e-12,2.1668049068852139e-12,3.3560910473280684e-12,1.1233432358738091e-11,1.9332481447940616e-11
5.17,6.189240413847696e-12,2.2690266429687792e-12,1.7387729898656871e-12,2.1669157655065465e-12,3.356219171399826e-12,1.1233869611267514e-11,1.9336389174290617e-11
5.17025,6.1890659257018737e-12,2.2683252958185228e-12,1.7385879059689397e-12,2.1670309768852457e-12,3.3563377600317154e-12,1.1234263489723128e-11,1.9340300235285302e-11
5.1705,6.188938077026919e-12,2.2676553434571684e-12,1.7384250855876968e-12,2.1671494946832661e-12,3.3564457749008404e-12,1.123461223013797e-11,1.9344206120875188e-11
5.17075,6.1888533540759387e-12,2.2670157936497455e-12,1.7382836214664424e-12,2.1672702411034852e-12,3.3565423459859537e-12,1.123491412601434e-11,1.9348100351638564e-11
5.171,6.1888079909897351e-12,2.2664053407245362e-12,1.738162341395947e-12,2.1673921020499427e-12,3.3566268452156469e-12,1.1235167146034722e-11,1.9351978725768257e-11
5.17125,6.1887983611175913e-12,2.2658226155958616e-12,1.7380600047115076e-12,2.1675140160772874e-12,3.3566988449757277e-12,1.1235368466490915e-11,1.9355838924283564e-11
5.1715,6.1888210716163552e-12,2.2652661948865402e-12,1.7379751899385837e-12,2.1676350035959708e-12,3.3567581145183062e-12,1.1235514212046299e-11,1.9359679118214253e-11
5.17175,6.1888727012114613e-12,2.2647344625725539e-12,1.7379062473342647e-12,2.1677542015551536e-12,3.3568046741826178e-12,1.1235600203340599e-11,1.9363497897720605e-11
5.172,6.1889496831167813e-12,2.264225559885004e-12,1.7378510890155897e-12,2.1678708423164831e-12,3.3568387900943807e-12,1.1235622525444642e-11,1.9367295218066506e-11
5.17225,6.1890486760255208e-12,2.2637375594836455e-12,1.7378075626541075e-12,2.1679842112237579e-12,3.3568606676947963e-12,1.123557770948157e-11,1.9371070697423537e-11
5.1725,6.1891665275900378e-12,2.2632685821786012e-12,1.7377736007715974e-12,2.1680935552902945e-12,3.3568703362776405e-12,1.1235463037842479e-11,1.9374820792922795e-11
5.17275,6.1892999834507832e-12,2.2628166142954827e-12,1.7377471268920021e-12,2.1681980841029555e-12,3.3568676887525698e-12,1.1235277349045127e-11,1.9378539764261525e-11
5.173,6.1894456609344665e-12,2.2623795369536775e-12,1.7377260040799896e-12,2.1682970221286996e-12,3.3568526208830099e-12,1.1235021698465438e-11,1.938222048296083e-11
5.17325,6.1896003502882979e-12,2.2619554135742891e-12,1.7377083476435175e-12,2.1683896181156936e-12,3.3568248735798022e-12,1.1234698358793587e-11,1.9385855118042763e-11
5.1735,6.1897609957590105e-12,2.2615424299318902e-12,1.737692684569938e-12,2.1684751332425968e-12,3.3567840436358388e-12,1.1234310657325797e-11,1.9389435497097169e-11
5.17375,6.189924647798047e-12,2.261138897782786e-12,1.7376778625823751e-12,2.1685530281712301e-12,3.3567299827809717e-12,1.1233863208382897e-11,1.9392954543464095e-11
5.174,6.190088423486931e-12,2.2607430933788826e-12,1.737662763242591e-12,2.16862294436771e-12,3.3566629212867907e-12,1.1233361341082582e-11,1.9396406835556897e-11
5.17425,6.1902496599229786e-12,2.2603534885025883e-12,1.7376465298591578e-12,2.1686846074471929e-12,3.3565832453373441e-12,1.123281002456474e-11,1.9399788107587721e-11
5.1745,6.1904061586332617e-12,2.2599687850497773e-12,1.7376285281296109e-12,2.1687379630089434e-12,3.3564914038002923e-12,1.1232212939341184e-11,1.9403094973235255e-11
5.17475,6.1905559085828901e-12,2.2595877502904175e-12,1.7376081300799109e-12,2.1687830441353663e-12,3.3563881549270405e-12,1.1231573017706893e-11,1.9406326016832156e-11
5.175,6.1906970360361316e-12,2.2592091783158589e-12,1.7375843679991329e-12,2.1688199427604995e-12,3.3562746308046366e-12,1.1230892679673246e-11,1.9409482006356019e-11
5.17525,6.190828052210464e-12,2.2588319014960174e-12,1.7375561387696377e-12,2.168848715675935e-12,3.3561518994066888e-12,1.1230173188806028e-11,1.9412564669019712e-11
5.1755,6.1909477889535695e-12,2.2584548490153302e-12,1.7375222018522471e-12,2.1688692982902878e-12,3.3560209247159691e-12,1.1229415084074185e-11,1.9415576141909114e-11
5.17575,6.1910553408427805e-12,2.258076917991954e-12,1.7374811838073673e-12,2.1688815844911698e-12,3.3558827520299121e-12,1.1228618803572713e-11,1.9418519033186364e-11
5.176,6.1911499429433237e-12,2.257697048719248e-12,1.7374315373507231e-12,2.1688855331497246e-12,3.3557387074822889e-12,1.1227785447861332e-11,1.9421395841663866e-11
5.17625,6.191231138936267e-12,2.2573142043289203e-12,1.7373716093780009e-12,2.168881074373511e-12,3.3555900748898859e-12,1.1226916296466887e-11,1.9424207705595352e-11
5.1765,6.191298782006405e-12,2.2569274473648258e-12,1.7372998859307944e-12,2.1688682381677161e-12,3.3554380746502781e-12,1.1226013142998742e-11,1.9426953566282435e-11
5.17675,6.1913529277152195e-12,2.2565358517232636e-12,1.737215308349832e-12,2.1688470584035127e-12,3.3552835272046539e-12,1.1225077894598624e-11,1.9429629581558678e-11
5.177,6.1913937006439795e-12,2.2561385838088116e-12,1.7371169050780828e-12,2.1688176465880834e-12,3.3551272198577122e-12,1.1224113285171972e-11,1.9432230463169941e-11
5.17725,6.1914214882391783e-12,2.2557349400748106e-12,1.7370039478041548e-12,2.1687803308689662e-12,3.3549701754889787e-12,1.1223123164081286e-11,1.9434750270239373e-11
5.1775,6.191436901902458e-12,2.2553243479312542e-12,1.7368761651509933e-12,2.1687356744151755e-12,3.3548131901891623e-12,1.1222111721678693e-11,1.9437182883186645e-11
5.17775,6.191440556631421e-12,2.2549064516901203e-12,1.7367336078326222e-12,2.1686843925385749e-12,3.3546569302421089e-12,1.1221083387608348e-11,1.9439522430245644e-11
5.178,6.1914332652670466e-12,2.2544809694553535e-12,1.7365765957950127e-12,2.1686274236626706e-12,3.3545017558180408e-12,1.1220042688597633e-11,1.9441762586723502e-11
5.17825,6.191415912105121e-12,2.254047711877387e-12,1.7364057379325499e-12,2.1685658519615796e-12,3.3543481042548085e-12,1.1218994208349668e-11,1.9443897594523722e-11
5.1785,6.19138933305297e-12,2.2536066116035549e-12,1.7362217709517036e-12,2.1685008871919637e-12,3.3541966619633016e-12,1.1217942654917758e-11,1.9445922660288778e-11
5.17875,6.191354417733791e-12,2.2531577203344828e-12,1.7360257413190894e-12,2.1684339962032844e-12,3.3540480771648059e-12,1.1216892083071457e-11,1.9447833497253267e-11
5.179,6.1913120567199723e-12,2.2527011429894643e-12,1.7358187007763771e-12,2.1683667254322969e-12,3.3539031500537476e-12,1.1215845626917e-11,1.9449626090897865e-11
5.17925,6.1912630974396666e-12,2.252237122198799e-12,1.7356019683194833e-12,2.1683006176046934e-12,3.3537623579537097e-12,1.1214804983865791e-11,1.9451296499598944e-11
5.1795,6.1912082954136854e-12,2.2517660290061144e-12,1.7353767393237569e-12,2.1682369774998815e-12,3.3536261255594749e-12,1.1213770930806041e-11,1.9452842562957121e-11
5.17975,6.1911483364481431e-12,2.2512883284029629e-12,1.7351442886591033e-12,2.1681767032924663e-12,3.3534949005913433e-12,1.1212743418709508e-11,1.9454264140183763e-11
5.18,6.1910838357564706e-12,2.2508046946608007e-12,1.7349059744139381e-12,2.1681203661581688e-12,3.353369015909074e-12,1.1211721695505279e-11,1.9455561795988045e-11
5.18025,6.1910152796708939e-12,2.2503159583712695e-12,1.7346630635126336e-12,2.1680682109862872e-12,3.3532487829188429e-12,1.1210704640384821e-11,1.945673704666721e-11
5.1805,6.1909429567700597e-12,2.2498231239874849e-12,1.7344169585626399e-12,2.1680204274953819e-12,3.3531344250221957e-12,1.1209690821790022e-11,1.9457791347126662e-11
5.18075,6.1908671558345797e-12,2.2493274263334985e-12,1.7341690637452161e-12,2.1679771434878027e-12,3.3530263420588737e-12,1.1208678921227113e-11,1.9458725736653001e-11
5.181,6.1907880520754852e-12,2.2488302310105354e-12,1.7339206608829963e-12,2.1679383796528372e-12,3.3529249988226307e-12,1.1207667709301995e-11,1.9459539658868356e-11
5.18125,6.190705748845295e-12,2.2483330122401903e-12,1.7336727775485792e-12,2.1679042448635914e-12,3.3528307221382806e-12,1.1206656083262751e-11,1.9460231164830585e-11
5.1815,6.1906204136790918e-12,2.2478373608127845e-12,1.7334266285758486e-12,2.1678749154075004e-12,3.3527436880538695e-12,1.120564340164612e-11,1.9460798328468663e-11
5.18175,6.190532243377098e-12,2.2473448991913542e-12,1.7331835425101014e-12,2.1678506918780984e-12,3.3526638272901422e-12,1.1204629334367174e-11,1.9461238145970133e-11
5.182,6.1904412947902779e-12,2.2468572554584372e-12,1.732944758123765e-12,2.1678317322181455e-12,3.352591098602817e-12,1.1203614339508411e-11,1.9461550082197567e-11
5.18225,6.1903478220628647e-12,2.2463760096980384e-12,1.7327111079727638e-12,2.16781795455354e-12,3.3525256222671002e-12,1.1202599594967285e-11,1.9461735954595465e-11
5.1825,6.190252094933674e-12,2.2459026905540238e-12,1.7324833772881563e-12,2.1678093725997273e-12,3.352467565378809e-12,1.1201586787322338e-11,1.9461798849150214e-11
5.18275,6.1901544495128354e-12,2.2454388110026697e-12,1.7322621830640141e-12,2.1678060131580896e-12,3.3524170519367379e-12,1.1200577668787635e-11,1.9461742955440596e-11
5.183,6.1900552322767996e-12,2.2449857850520463e-12,1.732048264173196e-12,2.1678080211015308e-12,3.3523741423421402e-12,1.1199573870198748e-11,1.9461571909527404e-11
5.18325,6.1899548626919143e-12,2.2445449462989977e-12,1.7318423281985422e-12,2.1678154827395822e-12,3.3523389364112696e-12,1.1198576518751535e-11,1.9461290172731828e-11
5.1835,6.1898537263867671e-12,2.2441174616188076e-12,1.73164507244728e-12,2.1678283150179748e-12,3.3523116515645839e-12,1.1197585838771083e-11,1.9460902612783098e-11
5.18375,6.1897523133361702e-12,2.2437043290214366e-12,1.7314573125346617e-12,2.1678466576788073e-12,3.3522924862185525e-12,1.1196601401203238e-11,1.9460413438221864e-11
5.184,6.1896509516394652e-12,2.2433063381588093e-12,1.7312795607879262e-12,2.1678707551245258e-12,3.3522816486157844e-12,1.1195622218466484e-11,1.9459827832435888e-11
5.18425,6.1895500643219494e-12,2.2429241907613614e-12,1.7311121502829718e-12,2.1679010678969947e-12,3.3522793075442425e-12,1.1194647345346325e-11,1.9459150977891712e-11
5.1845,6.1894499855147799e-12,2.242558363826418e-12,1.7309552445017563e-12,2.1679379431571086e-12,3.3522858060142396e-12,1.1193676151019419e-11,1.9458389256961884e-11
5.18475,6.1893508799589754e-12,2.2422090580515485e-12,1.7308088940193296e-12,2.1679815234088247e-12,3.3523016564810481e-12,1.1192708407718645e-11,1.945755035633747e-11
5.185,6.1892529201439193e-12,2.2418763093860011e-12,1.7306732067066978e-12,2.1680320999328025e-12,3.3523273612928969e-12,1.119174448146975e-11,1.945664201732565e-11
