Physical Time (s),massspec_vol Monitor (J): cv1,massspec_vol Monitor (J): cv2,massspec_vol Monitor (J): cv3,massspec_vol Monitor (J): cv4,massspec_vol Monitor (J): cv5,massspec_vol Monitor (J): cv6,massspec_vol Monitor (J): cv7
6.216,6.4778808960371502e-15,3.0378500605958616e-15,3.9378804182259945e-15,3.3633711294600352e-15,3.1698803666381135e-15,5.7326582029521249e-15,9.2579342734334092e-15
6.21625,6.4447617260296567e-15,3.0295527315070868e-15,3.9398831096831689e-15,3.369544867685519e-15,3.1710737582055463e-15,5.7566113252205766e-15,9.2511512571089331e-15
6.2165,6.4528639323677461e-15,3.0273066324045862e-15,3.9416828806700774e-15,3.3399407701728109e-15,3.1622510648795037e-15,5.7330159339728196e-15,9.2409836743202203e-15
6.21675,6.4869246439434952e-15,3.0268264800397911e-15,3.9430666988844649e-15,3.3464507195921377e-15,3.1590693834525345e-15,5.7498401651144009e-15,9.3246132314363825e-15
6.217,6.472847152956784e-15,3.0199786189413866e-15,3.9319198222434189e-15,3.3273676612170277e-15,3.1869564395269567e-15,5.7536951296816801e-15,9.2323348079233771e-15
6.21725,6.4507019224952681e-15,3.0231064443807657e-15,3.9363770470850943e-15,3.3529381843391428e-15,3.1753106264822383e-15,5.7575190135506557e-15,9.2190125811275743e-15
6.2175,6.4861696461958858e-15,3.0178815986656664e-15,3.911392181413258e-15,3.3666671408536489e-15,3.1608443382542965e-15,5.7460157783035351e-15,9.3018227056321628e-15
6.21775,6.4673038064881365e-15,3.0172293247188386e-15,3.9375676885564794e-15,3.3591584416986954e-15,3.1469835603282354e-15,5.7208299857937703e-15,9.2305432894454234e-15
6.218,6.4953285101447189e-15,3.0248042499867769e-15,3.9271380257108186e-15,3.3291905766817519e-15,3.1757673678174842e-15,5.7282545196204158e-15,9.2327311015129684e-15
6.21825,6.4654428624112771e-15,3.0091042871023588e-15,3.9334118552222661e-15,3.3695978072704014e-15,3.1624620342808738e-15,5.7807495479858259e-15,9.2740073746525934e-15
6.2185,6.5170692395642854e-15,3.0134998380375821e-15,3.9229574097121831e-15,3.3457153616007024e-15,3.1817961958183079e-15,5.8191371231806681e-15,9.2480623699978324e-15
6.21875,6.4755778805072334e-15,3.0103900740258431e-15,3.9234712561572215e-15,3.3394077464865113e-15,3.1865379048093448e-15,5.7348367320778033e-15,9.2180172670589699e-15
6.219,6.5060920565390672e-15,3.0118011067758674e-15,3.9225365460674265e-15,3.3379713617171378e-15,3.1741367356620923e-15,5.7391797753254086e-15,9.2317328230647665e-15
6.21925,6.4664860580638512e-15,3.0163196708978422e-15,3.9248710211117314e-15,3.3456958192702231e-15,3.1709225293312232e-15,5.7934720386562704e-15,9.2395260134634832e-15
6.2195,6.4764979453508615e-15,3.0181407971570664e-15,3.9295161671265338e-15,3.3462313458494333e-15,3.1746373334889665e-15,5.7692311154458443e-15,9.2337276128722835e-15
6.21975,6.4559849824868433e-15,3.0065235424447489e-15,3.8989543566983757e-15,3.339777344805325e-15,3.2051679026159037e-15,5.7732944395943097e-15,9.2121904023092809e-15
6.22,6.4906774450128731e-15,3.0107231462371524e-15,3.8996405904672355e-15,3.3526323121754802e-15,3.1917316159168358e-15,5.7707912435023363e-15,9.1765228524196444e-15
6.22025,6.4811397742120434e-15,3.0086234788642475e-15,3.9048877375173702e-15,3.3399822269932195e-15,3.1959463100057603e-15,5.75521255400096e-15,9.2733223762405991e-15
6.2205,6.4698284473652455e-15,3.0063739546625364e-15,3.9138385619022284e-15,3.3494623283401075e-15,3.1867128014107582e-15,5.7506159450609635e-15,9.3408657398073663e-15
6.22075,6.5131900003235541e-15,2.9982707973533515e-15,3.9107436712606165e-15,3.3459967514082987e-15,3.1847061383252321e-15,5.7943366449012417e-15,9.2228421331047138e-15
6.221,6.4759974221203327e-15,2.9954668267266748e-15,3.8875671388110461e-15,3.3366406899482913e-15,3.1838446536029203e-15,5.8085887805116175e-15,9.234513096153409e-15
6.22125,6.505851247455767e-15,3.0022284938104618e-15,3.9026414182149801e-15,3.3488776158489699e-15,3.163743819499462e-15,5.7825214635535364e-15,9.1999776045034417e-15
6.2215,6.5005545237845352e-15,2.9965962100249214e-15,3.8952702974878052e-15,3.3282679176602215e-15,3.1963650844313354e-15,5.7900710778141497e-15,9.2603682639255042e-15
6.22175,6.4951974162831501e-15,2.9984938863611405e-15,3.8878814464673847e-15,3.3254365676906346e-15,3.1975756993769898e-15,5.7974005269928802e-15,9.2415989690090814e-15
6.222,6.5109799828533351e-15,2.9978983131233934e-15,3.8893889554080952e-15,3.3448345479881072e-15,3.1778407678097855e-15,5.8082426567493797e-15,9.3197120846468212e-15
6.22225,6.5200849312617964e-15,3.006985282233612e-15,3.8932276116505494e-15,3.3452241872301555e-15,3.1799708058657312e-15,5.8015059195737609e-15,9.2630430188377817e-15
6.2225,6.508621259326571e-15,3.0119979814655391e-15,3.8845454069845741e-15,3.3301785791390998e-15,3.173603019566347e-15,5.7768648101009549e-15,9.2495949087288646e-15
6.22275,6.5305445209190914e-15,3.0088125494383378e-15,3.8827409503799149e-15,3.3252608985321647e-15,3.1850077822652311e-15,5.8474911802700741e-15,9.1920842952587962e-15
6.223,6.487652723338875e-15,2.9980851119276572e-15,3.8764778082615815e-15,3.3463790190215963e-15,3.1671807529833625e-15,5.7607259828169607e-15,9.3169351448957824e-15
6.22325,6.4962729901855365e-15,3.0018922519747294e-15,3.8689113264111567e-15,3.3332293964441989e-15,3.1876905113003984e-15,5.8163419562070722e-15,9.2884049491687527e-15
6.2235,6.5063358564943202e-15,3.0021830702500717e-15,3.8799557156613368e-15,3.3610354684981567e-15,3.1905221086864922e-15,5.8280617400244192e-15,9.2226808808243352e-15
6.22375,6.5260131134957692e-15,3.0069885592398448e-15,3.87480708039914e-15,3.3317236162398343e-15,3.1952085903982051e-15,5.7972745520100732e-15,9.2656270881915044e-15
6.224,6.5207736236474607e-15,3.0147057464066321e-15,3.867564840835425e-15,3.3287002970877856e-15,3.1948011154060768e-15,5.7844254171343216e-15,9.2808154770114171e-15
6.22425,6.5028890959336725e-15,3.0043200333894512e-15,3.8840561690130776e-15,3.3320587930941978e-15,3.1906110781249658e-15,5.7852642327253429e-15,9.2604810070967126e-15
6.2245,6.4845102989791407e-15,3.0218170336561778e-15,3.8561512066558742e-15,3.3269998355111281e-15,3.204437556515237e-15,5.816987801448711e-15,9.2443420439916357e-15
6.22475,6.5133137830390577e-15,2.9991357739177472e-15,3.8536612639310274e-15,3.3533012847544769e-15,3.1790977335285775e-15,5.7866533937608254e-15,9.32029206021069e-15
6.225,6.5355695192440842e-15,2.9996612222012569e-15,3.8458259594756003e-15,3.3452650991179905e-15,3.1949839843943329e-15,5.7802730811189974e-15,9.2523450423162635e-15
6.22525,6.5192333373772594e-15,3.0030416850856155e-15,3.8617833726266287e-15,3.3231710012557555e-15,3.1882923995709645e-15,5.800542971151451e-15,9.2699599954507658e-15
6.2255,6.5141752335039479e-15,2.996456434561281e-15,3.8470034944011747e-15,3.3350651509596699e-15,3.2042041143504006e-15,5.8221548647091234e-15,9.2922344300542333e-15
6.22575,6.5218633110030217e-15,3.0027331840971645e-15,3.845291655964505e-15,3.350243953991186e-15,3.1974186245340053e-15,5.8087461326540778e-15,9.287909802200488e-15
6.226,6.4948305538000753e-15,2.9958757795394895e-15,3.8463282884563355e-15,3.317702690392395e-15,3.2019032057071002e-15,5.7938939554649586e-15,9.2777828558061907e-15
6.22625,6.5141425314242932e-15,3.005217337895869e-15,3.8610436915796303e-15,3.3414800760809189e-15,3.1946038699917016e-15,5.8028652566246279e-15,9.2213400677368062e-15
6.2265,6.5290539237765145e-15,3.0080323049404446e-15,3.8529273192152804e-15,3.337173853179708e-15,3.1829185187534175e-15,5.8010471595711464e-15,9.2435166552121032e-15
6.22675,6.4909740176513251e-15,3.0161633578541767e-15,3.8531012103996322e-15,3.3228275957558645e-15,3.2086098164864781e-15,5.8237209632493351e-15,9.21981677419616e-15
6.227,6.5141389365613687e-15,3.0089036817005922e-15,3.8690434849933795e-15,3.3273929423882627e-15,3.2000263479702584e-15,5.7977868657485853e-15,9.26177844994897e-15
6.22725,6.5133289436722712e-15,3.0222456153813809e-15,3.8376581157050323e-15,3.3359507354373792e-15,3.1968118401759835e-15,5.8136219058362537e-15,9.2236140048947084e-15
6.2275,6.52720077615718e-15,3.0029460088352594e-15,3.8344446562554153e-15,3.3137412295051963e-15,3.1898616991596074e-15,5.836015431392314e-15,9.2843071144588265e-15
6.22775,6.5630047288719174e-15,3.013551505209469e-15,3.838066119533102e-15,3.3151030031522314e-15,3.1818268302649804e-15,5.7853073713379371e-15,9.2341630288751731e-15
6.228,6.5375327004288128e-15,3.0155966744495026e-15,3.83362103061083e-15,3.32845991000057e-15,3.184236747130711e-15,5.8186396748440393e-15,9.2424620954518212e-15
6.22825,6.5047775416346464e-15,3.0163436942435133e-15,3.8422512800263711e-15,3.3330877979340473e-15,3.2183504917920536e-15,5.8195005076761032e-15,9.1977446583284213e-15
6.2285,6.5227215344346275e-15,3.0261086630633662e-15,3.8385747450910451e-15,3.3267081642439418e-15,3.1881422062498221e-15,5.8140193728170119e-15,9.2442356786970681e-15
6.22875,6.5233763924680111e-15,3.0227518659178236e-15,3.8286544704906711e-15,3.3173026200308658e-15,3.1914568168985044e-15,5.8095128678095024e-15,9.231735519808028e-15
6.229,6.5088740581870656e-15,3.0328316928934307e-15,3.8273333386328504e-15,3.3322511755245292e-15,3.1889419362966378e-15,5.8277731725530188e-15,9.216044051543676e-15
6.22925,6.5092602490268552e-15,3.0176502081764147e-15,3.8219068799597346e-15,3.2992735609420642e-15,3.1818968688953301e-15,5.834333771978858e-15,9.2531050809398263e-15
6.2295,6.5030543680196355e-15,3.0344662739617814e-15,3.80701581667966e-15,3.3113805230878087e-15,3.190045360180464e-15,5.8210412533258559e-15,9.2347944768631501e-15
6.22975,6.5383841394270381e-15,3.0479876147605899e-15,3.8105998553903647e-15,3.3320091231762376e-15,3.1822149869786939e-15,5.8277681777359565e-15,9.2385857668321516e-15
6.23,6.5009332996405302e-15,3.0294118116699697e-15,3.8233249708412632e-15,3.3274595546255418e-15,3.1750034932587693e-15,5.8249224406596032e-15,9.2998363243716052e-15
6.23025,6.485524941681216e-15,3.042709254365351e-15,3.7952899380973884e-15,3.2976779156591205e-15,3.1725528786999877e-15,5.8519415513534052e-15,9.2580918382948529e-15
6.2305,6.5099109885639268e-15,3.0391044303773611e-15,3.8118051059806929e-15,3.3179375064809918e-15,3.1823302811949505e-15,5.8297420062983747e-15,9.2702167997745861e-15
6.23075,6.5369218063539277e-15,3.0331894150399345e-15,3.7900495686103633e-15,3.3093388456064949e-15,3.1881271460193567e-15,5.8345836863747853e-15,9.2725573666163529e-15
6.231,6.5264419703471746e-15,3.0393818410737034e-15,3.8064839287287565e-15,3.2894758524018514e-15,3.2108591483171664e-15,5.8348955478891402e-15,9.3301908893885824e-15
6.23125,6.5218588630290027e-15,3.0513031073370974e-15,3.7908366201639289e-15,3.2829366442642636e-15,3.1784095149712693e-15,5.8046084158554744e-15,9.2855386978110302e-15
6.2315,6.5204983629326745e-15,3.027688480762369e-15,3.7988192139731459e-15,3.2930093097019159e-15,3.2061371709117763e-15,5.8314588766224413e-15,9.3082061213320324e-15
6.23175,6.5862207758512588e-15,3.0421431483622151e-15,3.7907059367218715e-15,3.3055483773416529e-15,3.1904355602459911e-15,5.8422347122991274e-15,9.2576510884390824e-15
6.232,6.5602496822258556e-15,3.0408690867230349e-15,3.7913113962490218e-15,3.3099017026508725e-15,3.1985038280832111e-15,5.822712339336164e-15,9.2539058400162479e-15
6.23225,6.5181303688556397e-15,3.0586480945269352e-15,3.8095531046500928e-15,3.2913814201870476e-15,3.1842583548497083e-15,5.7976913025499159e-15,9.2627129000898202e-15
6.2325,6.5330318276637632e-15,3.0567278556956509e-15,3.7808365676533872e-15,3.2980960444222829e-15,3.1777612591668149e-15,5.8071493687452108e-15,9.2588823415011383e-15
6.23275,6.5361224942742745e-15,3.054214476945766e-15,3.7717741261047234e-15,3.3001800950636732e-15,3.175837641708098e-15,5.838107802541355e-15,9.2976093782222342e-15
6.233,6.5073819562852099e-15,3.0449187581467354e-15,3.7929856308311732e-15,3.2879651026947668e-15,3.1937379085885007e-15,5.8780998036629051e-15,9.2263455732910967e-15
6.23325,6.4916049968400211e-15,3.0730434194866031e-15,3.7851057820548174e-15,3.2941852162055957e-15,3.1931664511666906e-15,5.8197892736317192e-15,9.2659484613884978e-15
6.2335,6.5502340904853861e-15,3.0613876438969077e-15,3.7811868585573714e-15,3.2823468949959787e-15,3.1728411243518028e-15,5.7855218923080002e-15,9.2664246664772591e-15
6.23375,6.5140294331743313e-15,3.0583801849636211e-15,3.7799007918089302e-15,3.2649071779933676e-15,3.1783231501383786e-15,5.8060137626737659e-15,9.2717718536929995e-15
6.234,6.5014171219545192e-15,3.0809361340425388e-15,3.7665203579397512e-15,3.2938465959785988e-15,3.1726455385913177e-15,5.8043057133320055e-15,9.2275453173265747e-15
6.23425,6.5300989430018827e-15,3.0744149286794051e-15,3.7657226726138862e-15,3.2922511656183159e-15,3.1859621842999504e-15,5.8548915919139135e-15,9.2556352132307924e-15
6.2345,6.4710646376193131e-15,3.0762236736993867e-15,3.7552916912572305e-15,3.2664799572563412e-15,3.2079142946956477e-15,5.8213682162516411e-15,9.2492630994966612e-15
6.23475,6.5478692084118224e-15,3.0766364231157865e-15,3.7640843116090035e-15,3.2843954147017624e-15,3.1736469079298455e-15,5.8466034970827657e-15,9.2627068354002988e-15
6.235,6.527542651091781e-15,3.0662486412982441e-15,3.7609542308722219e-15,3.2799819533796842e-15,3.1735039142090408e-15,5.8218678873161489e-15,9.2496684602660542e-15
6.23525,6.5027736818799114e-15,3.0839608442433408e-15,3.7826892648979096e-15,3.26443813364785e-15,3.1711557781896183e-15,5.8476453868156836e-15,9.2646933476013158e-15
6.2355,6.4935252141275558e-15,3.0936162061375886e-15,3.7651753742519589e-15,3.2709587580605776e-15,3.1739886889911719e-15,5.845973506484988e-15,9.2888985300850915e-15
6.23575,6.5247640775810685e-15,3.0966739238730672e-15,3.7614724348317994e-15,3.2907466348614136e-15,3.1686630503518765e-15,5.8663313083084311e-15,9.2716010375922814e-15
6.236,6.5505901389429861e-15,3.0957943752804477e-15,3.7629063307518784e-15,3.2780936686999408e-15,3.1790500686243152e-15,5.8586262094623686e-15,9.3122712650192773e-15
6.23625,6.4891381194416063e-15,3.0932211660651267e-15,3.7430240243743291e-15,3.2798214903352693e-15,3.1963267960055789e-15,5.8559969044405961e-15,9.2541068131138665e-15
6.2365,6.5571983158389161e-15,3.0932666726805325e-15,3.7376728065798306e-15,3.2720669358278224e-15,3.1763880685900112e-15,5.841786519221771e-15,9.2956825098832754e-15
6.23675,6.4964865789373805e-15,3.1070303741062725e-15,3.7582071350103969e-15,3.2498834547329856e-15,3.1650216879293123e-15,5.8737098299523526e-15,9.2752000017998277e-15
6.237,6.5349887669788555e-15,3.1002036427304096e-15,3.7460190815014715e-15,3.2618677623335786e-15,3.197676440083789e-15,5.8419839526594469e-15,9.2849133043380043e-15
6.23725,6.517606183420951e-15,3.1108163986714302e-15,3.7371943521823445e-15,3.2503987466041139e-15,3.1725802626736953e-15,5.8675743896987143e-15,9.2426204189074042e-15
6.2375,6.4744945124556593e-15,3.1107074121711319e-15,3.7390072203721196e-15,3.2466300800249955e-15,3.1800732617725521e-15,5.8659426652613342e-15,9.2945030818481158e-15
6.23775,6.5343540824070791e-15,3.1221244003104557e-15,3.7466157294965025e-15,3.2633130197220121e-15,3.2071330588474166e-15,5.877892457297862e-15,9.3262217212130551e-15
6.238,6.5135983481748933e-15,3.118522436188398e-15,3.7382585489332545e-15,3.2616267648865443e-15,3.157185302610433e-15,5.8604573054389288e-15,9.2631694835578182e-15
6.23825,6.4953828827191031e-15,3.1295747244725578e-15,3.7401682923793462e-15,3.2653040599371062e-15,3.1525644076643348e-15,5.8707149338584601e-15,9.2929041103377998e-15
6.2385,6.5006447424049795e-15,3.1281624803527063e-15,3.7482633155884004e-15,3.2629223256903296e-15,3.1675091772765108e-15,5.8527855757196851e-15,9.2695792481491899e-15
6.23875,6.5127928277281139e-15,3.1352228818196118e-15,3.7271646898025074e-15,3.2424827757244544e-15,3.1765980367485023e-15,5.8386919018250351e-15,9.3201914815882028e-15
6.239,6.4825097329301139e-15,3.1341105853371282e-15,3.7401321565254021e-15,3.2627578609291994e-15,3.1681231491138218e-15,5.8372039722959619e-15,9.2852947851988984e-15
6.23925,6.4630344337798708e-15,3.1372693817242298e-15,3.736534615655582e-15,3.2420817012707604e-15,3.1859656488059959e-15,5.8339695312695806e-15,9.2775900381906412e-15
6.2395,6.498603781903536e-15,3.1438922528362014e-15,3.7277795625038493e-15,3.2319835783101766e-15,3.1494775148679247e-15,5.8446990571367298e-15,9.2327719975089823e-15
6.23975,6.5314659311863919e-15,3.1428207002109476e-15,3.7165701067112369e-15,3.2302966858227195e-15,3.1853712663695956e-15,5.9027791023748344e-15,9.2885722163650526e-15
6.24,6.5114192982794136e-15,3.1452826998119387e-15,3.7203126774711543e-15,3.2351971171081601e-15,3.1706808228510296e-15,5.8387661787772292e-15,9.2985381178734e-15
6.24025,6.4866278461777258e-15,3.1477872766812254e-15,3.7233899964390069e-15,3.2303295975916714e-15,3.1547910459768484e-15,5.8326478541216012e-15,9.2314971323893736e-15
6.2405,6.5033768684073168e-15,3.1499725424967437e-15,3.7234718086212157e-15,3.2189869398588042e-15,3.1506317726352322e-15,5.8869345559251062e-15,9.2771228872423441e-15
6.24075,6.5376020684719244e-15,3.1633222636211069e-15,3.7174821167132184e-15,3.2380589282565892e-15,3.1562736509663862e-15,5.8124468148752533e-15,9.3001074654429746e-15
6.241,6.5094069452197372e-15,3.1602293971523516e-15,3.7189679706667588e-15,3.2333276663681606e-15,3.1580084013933955e-15,5.911478354349913e-15,9.3051694536519643e-15
6.24125,6.4997775940331915e-15,3.1713329058726419e-15,3.7152796455058318e-15,3.220384300716756e-15,3.1609860551903699e-15,5.8489824268175436e-15,9.292543014450143e-15
6.2415,6.4986818894420519e-15,3.1600189205880956e-15,3.7390497789406954e-15,3.2126709172249246e-15,3.1453659605487995e-15,5.8674851558198264e-15,9.3039575045283451e-15
6.24175,6.4646251463758858e-15,3.173998179898077e-15,3.7160755093212304e-15,3.2403967002044082e-15,3.1564753307963101e-15,5.8880861579352707e-15,9.2170635683436265e-15
6.242,6.4719372574683076e-15,3.1990474258289881e-15,3.7205893125696506e-15,3.2449715175281557e-15,3.1631445639666635e-15,5.8441360143511669e-15,9.2668694488606008e-15
6.24225,6.5016889460192141e-15,3.1738861435807082e-15,3.7155022283581944e-15,3.2269544586345639e-15,3.1354162113934059e-15,5.8658065831342157e-15,9.3355799955659928e-15
6.2425,6.5103588647037533e-15,3.17993921253685e-15,3.7178610632045926e-15,3.236769494565297e-15,3.1605178846560834e-15,5.8760988085797021e-15,9.2784499213449612e-15
6.24275,6.501564172306712e-15,3.1871806107241898e-15,3.7019691786255343e-15,3.2200755465653924e-15,3.1482773762553353e-15,5.9157186655024981e-15,9.3005874367594829e-15
6.243,6.4892395570105625e-15,3.1920054074903014e-15,3.7251236855191732e-15,3.2232747289224444e-15,3.1331121268060175e-15,5.8833308820980844e-15,9.2763876632153541e-15
6.24325,6.4986458752770242e-15,3.2004849924506021e-15,3.7116162248028732e-15,3.2240568227024311e-15,3.1678076092644224e-15,5.8627627416293198e-15,9.3221904577695195e-15
6.2435,6.4937694033074452e-15,3.2014884595863807e-15,3.7060837530445035e-15,3.2170563825751312e-15,3.1502373076798407e-15,5.8701679498177306e-15,9.2714520627330323e-15
6.24375,6.4966323824255078e-15,3.2200226605316072e-15,3.7099369774360256e-15,3.2134274774493759e-15,3.1290279761163161e-15,5.8592384825912286e-15,9.3261844293014309e-15
6.244,6.484049087243501e-15,3.2110234039432025e-15,3.6940510842851484e-15,3.2204912301212524e-15,3.1480471978538456e-15,5.8732658654573918e-15,9.2771560613400934e-15
6.24425,6.5287288133967334e-15,3.2190282053353709e-15,3.6847973438654365e-15,3.2142492629608189e-15,3.1598499259831012e-15,5.8647072044318201e-15,9.308557225697871e-15
6.2445,6.4866159637524768e-15,3.2258902076704259e-15,3.6974387942583136e-15,3.211266014933769e-15,3.1210685102893849e-15,5.9135605495530769e-15,9.2833404111803337e-15
6.24475,6.4734510981407733e-15,3.2236047802913386e-15,3.7005726176877071e-15,3.2232871895823633e-15,3.1375909343525712e-15,5.8775412303081459e-15,9.2764161323492555e-15
6.245,6.5055451117526662e-15,3.2276538230786259e-15,3.6895715925185672e-15,3.2101755446508849e-15,3.1197089721182309e-15,5.8476560029788413e-15,9.2853303796236712e-15
6.24525,6.5064508722647957e-15,3.2198018190048611e-15,3.6676219205287315e-15,3.212019317587234e-15,3.1402137095730187e-15,5.8735971013217668e-15,9.2769006008076157e-15
6.2455,6.460824231227985e-15,3.2494191573657741e-15,3.6818838535279271e-15,3.21705408061517e-15,3.1263887358903322e-15,5.839647297790858e-15,9.3386400483164523e-15
6.24575,6.4850102857280026e-15,3.2260327900726209e-15,3.6918234389113525e-15,3.2022119080411827e-15,3.1361167203084777e-15,5.8789927321602554e-15,9.3032714237872344e-15
6.246,6.4594318732521483e-15,3.2493042990736321e-15,3.675637622960899e-15,3.1949140396000658e-15,3.1265420346433108e-15,5.8757781118016137e-15,9.3154337226748034e-15
6.24625,6.479653214160206e-15,3.2627196360496784e-15,3.6974787754355661e-15,3.1788597557356418e-15,3.1231758065703073e-15,5.9030214768451062e-15,9.3191450902729136e-15
6.2465,6.4630604606988082e-15,3.2512182655500517e-15,3.6839736312848453e-15,3.1949969574600188e-15,3.1282080055490018e-15,5.8750852513008449e-15,9.271941038372574e-15
6.24675,6.4859820146934259e-15,3.27201299636842e-15,3.6843364792462648e-15,3.1992225428644469e-15,3.1131063807477929e-15,5.8852318740726514e-15,9.2912753418318832e-15
6.247,6.4780575372558091e-15,3.2636214721268436e-15,3.6984416363752921e-15,3.1828204429817185e-15,3.1214314715624113e-15,5.8769660504765142e-15,9.274457891948731e-15
6.24725,6.4784635322559127e-15,3.2612631680822826e-15,3.6828704554242239e-15,3.2033263241711835e-15,3.1228468669261664e-15,5.8353879343472357e-15,9.3249937538639829e-15
6.2475,6.457118202515002e-15,3.2756727587146112e-15,3.6751652585946484e-15,3.1802570113203913e-15,3.1184063726686162e-15,5.865167887912645e-15,9.2601734603086688e-15
6.24775,6.4753216873384829e-15,3.2834111003302929e-15,3.7024585380108991e-15,3.1884643196708089e-15,3.1086470407234161e-15,5.8688477358860347e-15,9.3524327922088846e-15
6.248,6.4442011213070288e-15,3.2813222735662996e-15,3.67435660514749e-15,3.196521460072568e-15,3.1175099162307954e-15,5.8814741843759224e-15,9.2929209079545817e-15
6.24825,6.4632355775803266e-15,3.2893599583908562e-15,3.6857380659453845e-15,3.1922758702907243e-15,3.1100445872145711e-15,5.8390689639247619e-15,9.2973046882302613e-15
6.2485,6.4600254346123776e-15,3.2843916064150857e-15,3.6816653391820567e-15,3.1856371237375933e-15,3.1265911351830035e-15,5.89799150653657e-15,9.3610218769917733e-15
6.24875,6.4637154467268355e-15,3.294389785438308e-15,3.6929379015890727e-15,3.1679083199505851e-15,3.1166227873658183e-15,5.8610095960429635e-15,9.3465041370501863e-15
6.249,6.4524326098668515e-15,3.2926804180552784e-15,3.6792550719130546e-15,3.193302599096258e-15,3.0881949162510534e-15,5.8651340071711353e-15,9.3023920203034863e-15
6.24925,6.4618791086616038e-15,3.3178014430095865e-15,3.6848866991681994e-15,3.1941593495448268e-15,3.1154770834382862e-15,5.890469795914807e-15,9.3426159717546746e-15
6.2495,6.4818022267554578e-15,3.3071251622319887e-15,3.665576721092856e-15,3.1851966473508994e-15,3.1102911769938113e-15,5.9057652256003529e-15,9.3222964918285164e-15
6.24975,6.4517774220036789e-15,3.307747115661698e-15,3.6711005753247945e-15,3.1796258044325742e-15,3.0858551086517295e-15,5.8304549727922637e-15,9.30038411681033e-15
6.25,6.4320496672197679e-15,3.3121036748817439e-15,3.6633293364615506e-15,3.1693545663394883e-15,3.0887938664397086e-15,5.8861545117980755e-15,9.2924526532677578e-15
6.25025,6.4483439695435858e-15,3.3185260211291138e-15,3.6764023806991792e-15,3.1760551811163414e-15,3.1138352114460872e-15,5.884218725404024e-15,9.2788417552069849e-15
6.2505,6.4282254665132624e-15,3.3303033858730741e-15,3.6838641267146388e-15,3.1679718136922865e-15,3.0893243908226907e-15,5.8853233756490567e-15,9.2757920314971929e-15
6.25075,6.4296161501925724e-15,3.3322280420795025e-15,3.6681102974817741e-15,3.1850400890237607e-15,3.101946129890793e-15,5.8910953852309602e-15,9.3147699564040183e-15
6.251,6.4498605125514911e-15,3.3414508142871306e-15,3.6709246048548796e-15,3.157064152983941e-15,3.1003638675394815e-15,5.8835457125969395e-15,9.3310592336266744e-15
6.25125,6.4410252031757944e-15,3.3430253761463595e-15,3.669542773296695e-15,3.1719938139241521e-15,3.0981018479404751e-15,5.8791354869471149e-15,9.3191566342971056e-15
6.2515,6.4542024765619385e-15,3.3435278623739567e-15,3.6674797611078591e-15,3.1750759244244884e-15,3.0947992157205371e-15,5.8960760741266466e-15,9.3157509905338298e-15
6.25175,6.4305107739862635e-15,3.3473502941748757e-15,3.673769072455182e-15,3.1554226586325016e-15,3.0994096422369615e-15,5.8367496492417896e-15,9.3269570674449917e-15
6.252,6.4144126204206115e-15,3.3542884240909828e-15,3.663241815013172e-15,3.1637624264527263e-15,3.1021019567843356e-15,5.8791715498075986e-15,9.3655994177135315e-15
6.25225,6.4374386015641323e-15,3.3636051201845733e-15,3.6561406351979601e-15,3.1736263465574506e-15,3.0872375867784878e-15,5.9216495042430789e-15,9.3540078199894832e-15
6.2525,6.4501269259245319e-15,3.3724612735944997e-15,3.6561349556173795e-15,3.1704466175008246e-15,3.0917000575033729e-15,5.8979534299324101e-15,9.2974511228171992e-15
6.25275,6.4199030120737744e-15,3.3662219471314818e-15,3.6549723833499474e-15,3.1471300964317884e-15,3.1098416466183014e-15,5.8620072332593497e-15,9.3583900053968201e-15
6.253,6.4573592392162586e-15,3.3841544979131406e-15,3.6789177381307182e-15,3.1701611165419636e-15,3.1015541700136017e-15,5.8712323234133863e-15,9.3379237425529079e-15
6.25325,6.4156381123380258e-15,3.3824192319127861e-15,3.6636392279729326e-15,3.1559043259479831e-15,3.0816162356221522e-15,5.8592447280358942e-15,9.3662588293487704e-15
6.2535,6.400835701886374e-15,3.3982974341181045e-15,3.6739997035611739e-15,3.1669935243577228e-15,3.0932758068586281e-15,5.9257281438725171e-15,9.3768325751220053e-15
6.25375,6.4497446079731912e-15,3.3955542957822295e-15,3.6741352179720739e-15,3.155573563492805e-15,3.1027796714111321e-15,5.8497252454966603e-15,9.3206237067112339e-15
6.254,6.4183450767141174e-15,3.4027885944584703e-15,3.6680917451353698e-15,3.1275767328193767e-15,3.0831003152537615e-15,5.8789384132898643e-15,9.3089560029797174e-15
6.25425,6.4245352183852508e-15,3.3998047877649177e-15,3.6584118565798611e-15,3.1500950729174476e-15,3.0844721596273056e-15,5.8705412415812116e-15,9.3151577745960591e-15
6.2545,6.455636751641924e-15,3.412109166611102e-15,3.6689677858810627e-15,3.1471218001382611e-15,3.0810379810912913e-15,5.8674200255290884e-15,9.3624906435122883e-15
6.25475,6.4218517874549025e-15,3.4121894747912461e-15,3.6674983570814387e-15,3.1364234839902399e-15,3.0871656406788503e-15,5.8902363169800668e-15,9.3468861680839892e-15
6.255,6.4285740285202874e-15,3.4076659481517631e-15,3.6657888358125947e-15,3.1435934648468186e-15,3.0909923127413703e-15,5.8544010201465818e-15,9.2844575135039117e-15
