Physical Time (s),massspec_vol Monitor (J): cv1,massspec_vol Monitor (J): cv2,massspec_vol Monitor (J): cv3,massspec_vol Monitor (J): cv4,massspec_vol Monitor (J): cv5,massspec_vol Monitor (J): cv6,massspec_vol Monitor (J): cv7
5.3945,6.3470378192636381e-15,3.7281391725981237e-15,3.6214603205766126e-15,3.0294649758830513e-15,2.887022955361135e-15,5.8829181826402402e-15,9.9538588679458525e-15
5.39475,6.3076098377901008e-15,3.747268300959812e-15,3.6146471958174857e-15,3.0501838921770745e-15,2.8865327456324214e-15,5.8827515536947296e-15,9.9906834938952534e-15
5.395,6.3479478989949799e-15,3.7460206840532848e-15,3.6227676649126746e-15,3.0305551996949031e-15,2.8936170848294597e-15,5.8819861324988974e-15,9.9851135124700178e-15
5.39525,6.3085993139893518e-15,3.7439355213262873e-15,3.6220200844137427e-15,3.0316066096436544e-15,2.8650844978384308e-15,5.8829308361020444e-15,9.9896035590232362e-15
5.3955,6.352632290957078e-15,3.7521418682113209e-15,3.6353648033330366e-15,3.0385144203660612e-15,2.8787837675047063e-15,5.9059958185851923e-15,9.9386618573740439e-15
5.39575,6.3545588972804618e-15,3.7553674357512407e-15,3.6368992878359839e-15,3.0352500186717943e-15,2.9078088559015004e-15,5.8877914942206621e-15,9.9784279846104592e-15
5.396,6.3411159188412287e-15,3.7720403389626562e-15,3.6265916039969311e-15,3.0155276870772072e-15,2.8807058130298615e-15,5.8664381954889339e-15,9.9544058826129329e-15
5.39625,6.3413260480025963e-15,3.7672909922493836e-15,3.6080113133124575e-15,3.0455281185269489e-15,2.8676300240276568e-15,5.8769825313835041e-15,9.9186342553385042e-15
5.3965,6.3431010711080434e-15,3.7717640245408818e-15,3.6284333244676765e-15,3.0261830444214057e-15,2.8749807533176254e-15,5.8969156230000132e-15,9.986293233551127e-15
5.39675,6.3526843926597934e-15,3.770759183411354e-15,3.6173655697518084e-15,3.0320268379073976e-15,2.8783068957941299e-15,5.8490593659828416e-15,1.0004971590141325e-14
5.397,6.3219563169523808e-15,3.7846014707533761e-15,3.6104518820040536e-15,3.0204228066748075e-15,2.8713686399316912e-15,5.8805439351135486e-15,9.9860067868306027e-15
5.39725,6.3106925362923525e-15,3.7903204223690262e-15,3.6225011976083408e-15,3.0208074425816624e-15,2.8792206581702227e-15,5.8534024697244804e-15,9.9976162305091593e-15
5.3975,6.3436841576813491e-15,3.7882349529367291e-15,3.6267860961184681e-15,3.025965597072021e-15,2.8616468774957733e-15,5.846332468005695e-15,1.00059286875192e-14
5.39775,6.3319546470349912e-15,3.8022324312107964e-15,3.6171634236865931e-15,3.0111656952426701e-15,2.876464670208401e-15,5.8620057043247295e-15,9.958561033543525e-15
5.398,6.2914226074561661e-15,3.7980552452009813e-15,3.6238054642499187e-15,3.0218034868685489e-15,2.8569631882155217e-15,5.8766980877692692e-15,9.964666002921993e-15
5.39825,6.3052269075343473e-15,3.8077665559817837e-15,3.6279392587713188e-15,3.0361370049492544e-15,2.8717564756897565e-15,5.849934656636891e-15,9.9753984562039578e-15
5.3985,6.309790399887291e-15,3.8134292535699185e-15,3.6145600736187204e-15,3.0253958185148906e-15,2.8964149827019503e-15,5.8496759182874184e-15,9.977747198708752e-15
5.39875,6.297772786578334e-15,3.8227452350028795e-15,3.6119979187952981e-15,3.0277147232570931e-15,2.8645606272007058e-15,5.8516084949710235e-15,1.0004291667041019e-14
5.399,6.3249229186964591e-15,3.8209828403988847e-15,3.6034468681068762e-15,3.0350937835607334e-15,2.8756073156367479e-15,5.8453944607049357e-15,9.9772441574653675e-15
5.39925,6.3138910416133321e-15,3.8354390391281462e-15,3.615204008442795e-15,3.0174165330501037e-15,2.8796165401452201e-15,5.8506795854262664e-15,9.973248934178572e-15
5.3995,6.3492183887627992e-15,3.8341514802915945e-15,3.6167220777997799e-15,3.0217847825291582e-15,2.8741798593864375e-15,5.8733036348343948e-15,9.9831086063070006e-15
5.39975,6.3386865874133175e-15,3.8306098731918402e-15,3.6196153208049918e-15,3.0385887055618119e-15,2.8804896008429496e-15,5.8498549572332282e-15,9.9723720405812134e-15
5.4,6.311871516301889e-15,3.8380101706870057e-15,3.610319655423877e-15,3.0171639193964997e-15,2.8807513427610604e-15,5.816461943309783e-15,9.9795824368712655e-15
5.40025,6.2915598394194331e-15,3.8386710397939901e-15,3.6149064147047176e-15,3.0119003291115405e-15,2.8690405944798461e-15,5.8702546068467615e-15,9.9626363400967108e-15
5.4005,6.3327827914411761e-15,3.8424780976932015e-15,3.6059020927646065e-15,3.0158037002642612e-15,2.8741320188744257e-15,5.877564958322865e-15,9.9771581654542073e-15
5.40075,6.3208772878024623e-15,3.8599235432948566e-15,3.6186099213681221e-15,3.0120962785168777e-15,2.8702019228444522e-15,5.8499272157991663e-15,9.9978530848996261e-15
5.401,6.3006517622195335e-15,3.8661874566984139e-15,3.6086426053791507e-15,3.0093082867962701e-15,2.8765259219714977e-15,5.8448499266742487e-15,9.9987046126804323e-15
5.40125,6.2864365986349317e-15,3.8672050751000284e-15,3.6102954262061095e-15,3.0245429188716847e-15,2.8781267986793797e-15,5.8589948293394624e-15,9.9699494564924628e-15
5.4015,6.2997067433921293e-15,3.8743547991169115e-15,3.5968888585315948e-15,3.0194187682500232e-15,2.8860638244984705e-15,5.8734149574334174e-15,1.0048666364297502e-14
5.40175,6.3166113439402534e-15,3.8710510244622811e-15,3.6246792680089471e-15,3.0043418637499042e-15,2.8896354322429345e-15,5.8508533589067305e-15,9.9920836254340957e-15
5.402,6.2971387159162689e-15,3.8793660519541423e-15,3.6047814410926448e-15,3.009111148973428e-15,2.8727460804647723e-15,5.8466615850612447e-15,9.9666647768340835e-15
5.40225,6.3121485644781812e-15,3.8799996351581335e-15,3.613088248124742e-15,3.0068415222721094e-15,2.8727254891643325e-15,5.847627338629917e-15,9.965331336478571e-15
5.4025,6.3005968416711163e-15,3.8906105008291972e-15,3.6198483116966325e-15,3.0095916693434647e-15,2.8567373422910951e-15,5.8643017357602378e-15,9.9659197597678636e-15
5.40275,6.2969801055540636e-15,3.8838097441971758e-15,3.6019833885735545e-15,2.9965754159843019e-15,2.8717141793478352e-15,5.8351747520005659e-15,9.9582545312759837e-15
5.403,6.2897762816990243e-15,3.8865091157960154e-15,3.6038907353570741e-15,3.0135828382121499e-15,2.8789630150974606e-15,5.8589069961693728e-15,1.0003449166127e-14
5.40325,6.3097032745522821e-15,3.9026873738660069e-15,3.6152648258088895e-15,3.0021832494107134e-15,2.8647482408458681e-15,5.8317819089853394e-15,9.9753157549358314e-15
5.4035,6.275218458180765e-15,3.90515750829758e-15,3.6191600923456103e-15,3.0053584615000773e-15,2.8674111641027413e-15,5.8386999996264152e-15,9.9778757119712288e-15
5.40375,6.3233854600658656e-15,3.9196940717221572e-15,3.6130746859926033e-15,3.0032127224700107e-15,2.8558780928903021e-15,5.8481044294740866e-15,9.984463237452989e-15
5.404,6.3111372200729712e-15,3.8977578164057975e-15,3.6014563567593277e-15,2.9935228018900615e-15,2.8628140685358037e-15,5.8354636991581826e-15,9.9809440847502672e-15
5.40425,6.2932402102059247e-15,3.912331587123989e-15,3.6094431151146025e-15,3.0053145797292273e-15,2.8804244352481358e-15,5.8329946689773476e-15,1.0007646399298637e-14
5.4045,6.2661635961027575e-15,3.9173814023003652e-15,3.5987387247771405e-15,3.00079777675208e-15,2.8507312654725808e-15,5.8445605699333952e-15,9.9640827258782423e-15
5.40475,6.2872377275220416e-15,3.9288528058771197e-15,3.6097902984713917e-15,2.9878098445340798e-15,2.8668392711302322e-15,5.8063479248682245e-15,1.0029900997702944e-14
5.405,6.2823107458360166e-15,3.9354964910968409e-15,3.6141764704737367e-15,2.9972310937539932e-15,2.8453528878569847e-15,5.8376010367576948e-15,9.9468990309147704e-15
5.40525,6.3073325431004358e-15,3.9340651220309829e-15,3.6015476512994984e-15,2.9976596718773374e-15,2.8829642451381306e-15,5.8176373115506403e-15,9.9668852905083149e-15
5.4055,6.2784157760579729e-15,3.9385438291387536e-15,3.6137643436309877e-15,2.9843466718824993e-15,2.8608743842585389e-15,5.833900352338304e-15,9.989793830488358e-15
5.40575,6.2627424379120619e-15,3.9394668714385303e-15,3.5890198162468145e-15,2.9880305754438806e-15,2.8789625513423542e-15,5.8147366736377501e-15,9.9184049195497895e-15
5.406,6.2617606622031277e-15,3.9518933605916699e-15,3.601998840349048e-15,2.9907747949423017e-15,2.8548442157741476e-15,5.8221672926949754e-15,1.0017101613663621e-14
5.40625,6.2954024702192355e-15,3.9557406042937776e-15,3.6023134153054155e-15,2.9883320928185036e-15,2.8622480256744322e-15,5.8481822796270052e-15,9.9614038647173225e-15
5.4065,6.266663067034489e-15,3.9618158048869216e-15,3.6050538785374998e-15,2.9989890913365769e-15,2.8654756256352568e-15,5.7983540990866838e-15,9.9849335735373537e-15
5.40675,6.2808453540631176e-15,3.9553142132734217e-15,3.6174663940190355e-15,2.9838725328231179e-15,2.8646507156045069e-15,5.8433437205064386e-15,9.9653350300612089e-15
5.407,6.2879826069928082e-15,3.957925330876916e-15,3.6012353998444123e-15,2.9869103734600392e-15,2.8528382232011111e-15,5.8057718021149157e-15,9.942482574927264e-15
5.40725,6.2849578040085753e-15,3.970643940961699e-15,3.5935619700325614e-15,2.9885087218403032e-15,2.858494563754464e-15,5.823320013004877e-15,9.9961745953972404e-15
5.4075,6.2740979049111785e-15,3.9741346829415595e-15,3.6008154838998735e-15,2.9905213641034691e-15,2.867792803558146e-15,5.8279208359060108e-15,9.9643322938660451e-15
5.40775,6.2938216868805567e-15,3.9751088412545194e-15,3.5998512376352799e-15,2.9851846722726117e-15,2.8892980415583034e-15,5.816705247242595e-15,9.9356916250188727e-15
5.408,6.2719172651027768e-15,3.9757514631656512e-15,3.599160116937903e-15,3.0053517067922422e-15,2.8571017009851949e-15,5.8547777280256181e-15,9.9565698757845245e-15
5.40825,6.2751652134338214e-15,3.9844924167618583e-15,3.6035675157982475e-15,2.9835237144724971e-15,2.8741574189822363e-15,5.7940940834500685e-15,9.9606933196874335e-15
5.4085,6.2763112208984812e-15,3.980069846970939e-15,3.5937145212814948e-15,2.9878873036560696e-15,2.8595542557873748e-15,5.8221949146914015e-15,9.9711153483484095e-15
5.40875,6.2696476017103696e-15,3.9882610803588793e-15,3.5927268225557722e-15,2.9957131283296649e-15,2.863281629582196e-15,5.8218955285267425e-15,9.923912721596553e-15
5.409,6.2536860205529142e-15,3.9970079511794601e-15,3.5935885807546602e-15,3.0054919360412202e-15,2.8553892870336879e-15,5.8099527040118641e-15,9.9238359651726121e-15
5.40925,6.2917907115559945e-15,4.0031287480465566e-15,3.5900812915317217e-15,2.9759010840846885e-15,2.8688860880873699e-15,5.7957978195369817e-15,9.9818247787969115e-15
5.4095,6.2842857483895509e-15,4.0096219712488144e-15,3.5857200042076013e-15,2.9901717754470174e-15,2.8576443662982955e-15,5.7999470784964615e-15,9.9768226922334259e-15
5.40975,6.2525244942943435e-15,4.0046481579114825e-15,3.5935333059260013e-15,2.9930141811642839e-15,2.8549998799209045e-15,5.832798214469237e-15,9.9529107748245622e-15
5.41,6.2647024086289303e-15,4.0134149315632925e-15,3.5892439417797112e-15,2.99030681030036e-15,2.8505739006197542e-15,5.8060716179228959e-15,9.9393220713260535e-15
5.41025,6.2571461922750033e-15,4.0109955544202589e-15,3.5880843187449528e-15,2.977646290952679e-15,2.8571399634437712e-15,5.8228956859906216e-15,9.9251136042819269e-15
5.4105,6.3069780647671221e-15,4.0152141619801285e-15,3.5870279555981694e-15,2.9854668494800678e-15,2.862563689912071e-15,5.8377071388812616e-15,9.9275427582159839e-15
5.41075,6.253058206391741e-15,4.0218147650851754e-15,3.5847238726218633e-15,2.9865148947586563e-15,2.8754998813572919e-15,5.7853989168823948e-15,9.9320407946470126e-15
5.411,6.2723718488414981e-15,4.0285121177253812e-15,3.5919865201684424e-15,2.9930352917152004e-15,2.8422249366864029e-15,5.7967220209848215e-15,9.9293730594942669e-15
5.41125,6.2711114942355622e-15,4.0266085666051091e-15,3.5768421741513517e-15,2.980849624051108e-15,2.8550503882847025e-15,5.782108722164478e-15,9.9002555388687976e-15
5.4115,6.2559207190317339e-15,4.0354862910342553e-15,3.5975852993230842e-15,2.9822941662870169e-15,2.8663599960919218e-15,5.7935891661675549e-15,9.9036385616999041e-15
5.41175,6.254205245641293e-15,4.0372862432164049e-15,3.5804086244333024e-15,2.9935805965745485e-15,2.8629314544891383e-15,5.7724665124446093e-15,9.9427139626771433e-15
5.412,6.2801531369246206e-15,4.0389726428538406e-15,3.5919732886216163e-15,2.9753251608093065e-15,2.8627655221882684e-15,5.7834173995172133e-15,9.9699602425579682e-15
5.41225,6.2908420342682115e-15,4.0459412472834583e-15,3.5835308486115732e-15,2.9723677935216725e-15,2.8580109450859581e-15,5.8003892570323728e-15,9.9521348138023161e-15
5.4125,6.2894268146533894e-15,4.0426301959414912e-15,3.5881490212420464e-15,2.9756260943695054e-15,2.8577249495618159e-15,5.7952288718875993e-15,9.9498480641618015e-15
5.41275,6.2629890454696127e-15,4.0522266528154499e-15,3.5838376084266681e-15,2.9697103639076633e-15,2.8517572998062701e-15,5.8084943394906182e-15,9.9331889442174352e-15
5.413,6.2421156504703912e-15,4.0533595041645941e-15,3.5853672222470725e-15,2.9702064469182041e-15,2.8605606429738293e-15,5.7963908152068213e-15,9.989509887464101e-15
5.41325,6.2688564469996225e-15,4.0560285183380997e-15,3.581979675534794e-15,2.9757125314715115e-15,2.8516514531427992e-15,5.7873945726359593e-15,9.9654722554034465e-15
5.4135,6.246489819993007e-15,4.0671571787656584e-15,3.5798974878262513e-15,2.9792892289547594e-15,2.8705712266633489e-15,5.8082421643894535e-15,9.9287674033170113e-15
5.41375,6.2422343517015088e-15,4.0652371876527241e-15,3.566179071491822e-15,2.9782756228703208e-15,2.8667279542114344e-15,5.7997515867746358e-15,9.9024253496736304e-15
5.414,6.2570918334074592e-15,4.0713430405195862e-15,3.5703967673391899e-15,2.9755342304063502e-15,2.8620605333886918e-15,5.7920846676556292e-15,9.8855388317468736e-15
5.41425,6.276336965446819e-15,4.0739480526384007e-15,3.5819834527568299e-15,2.9725281938594883e-15,2.8563019240373333e-15,5.7876127543319741e-15,9.8932955985026229e-15
5.4145,6.2846046758907048e-15,4.076676931860248e-15,3.5801807249918633e-15,2.9539156085244784e-15,2.8452817994730133e-15,5.7791785596880399e-15,9.94512192820934e-15
5.41475,6.2545646318124753e-15,4.079213279454186e-15,3.5781492122439686e-15,2.9784262083044197e-15,2.8551739526509697e-15,5.8350075992345964e-15,9.9421488235874501e-15
5.415,6.2656825449473025e-15,4.0804575364739745e-15,3.5723785007692232e-15,2.989180714952879e-15,2.8654655450562162e-15,5.792725055635197e-15,9.984461448230265e-15
5.41525,6.2651525642376669e-15,4.0824503558480782e-15,3.5710746059030373e-15,2.9673208316841645e-15,2.8451557863581608e-15,5.7682373685720605e-15,9.936783412987891e-15
5.4155,6.2848948857723983e-15,4.0911744078009956e-15,3.5684561777630858e-15,2.9774755926030367e-15,2.845434192788704e-15,5.7844564634579244e-15,9.9334252782184415e-15
5.41575,6.2578948168275623e-15,4.0940407506467804e-15,3.5668107335400906e-15,2.9646957385947009e-15,2.8500399742789997e-15,5.8104410932981008e-15,9.9178901040193235e-15
5.416,6.2464293625225485e-15,4.089476492124898e-15,3.5693213123088286e-15,2.9718676212197844e-15,2.8583097885370603e-15,5.7854847073547918e-15,9.9277499287538692e-15
5.41625,6.2086143096037652e-15,4.0994392166282834e-15,3.5680698976731621e-15,2.9714328739097368e-15,2.867042727819654e-15,5.7970039109724551e-15,9.925303953176768e-15
5.4165,6.261249967151905e-15,4.0952021826115733e-15,3.56891034058957e-15,2.9706496542903584e-15,2.8575994854031634e-15,5.8022043929331098e-15,9.9333173384509982e-15
5.41675,6.2465211707761407e-15,4.1041420483542548e-15,3.5734818324644002e-15,2.9675539690094368e-15,2.865980982263301e-15,5.7913056870892829e-15,9.9512965002367068e-15
5.417,6.2434924043898985e-15,4.0961486314725473e-15,3.5617519999250341e-15,2.9683469867685981e-15,2.8423250110320059e-15,5.7997407173702112e-15,9.9555555462071343e-15
5.41725,6.2810621343223834e-15,4.0985784357015702e-15,3.5710817158197489e-15,2.9669203744148699e-15,2.8645040167305399e-15,5.7600011155135038e-15,9.9204332516513726e-15
5.4175,6.242865933919683e-15,4.1088845443890649e-15,3.5508851067258988e-15,2.9717326440836467e-15,2.8714134016839924e-15,5.7883336924586152e-15,9.9188770340545641e-15
5.41775,6.2708657741092893e-15,4.1093276099646035e-15,3.5656323023340547e-15,2.9857965379692909e-15,2.8511613990955064e-15,5.8031661210656958e-15,9.9345477537566804e-15
5.418,6.2659077208079692e-15,4.1192375791697601e-15,3.5544034717107416e-15,2.9704614319981503e-15,2.8752814429254254e-15,5.8229545016539562e-15,9.9314012532209335e-15
5.41825,6.2513476360285048e-15,4.1154429489594332e-15,3.5638680602380707e-15,2.9862073145267743e-15,2.8575168306407173e-15,5.8040026157242816e-15,9.9099223853722566e-15
5.4185,6.2798711904258956e-15,4.1181082337290556e-15,3.5503451060079551e-15,2.9569251457319961e-15,2.8758828293726662e-15,5.7682353923435749e-15,9.9295953466139017e-15
5.41875,6.245746947028357e-15,4.1198285875695653e-15,3.5481885416275921e-15,2.9784299517580587e-15,2.8674937691762017e-15,5.7958506798972449e-15,9.8827278240577356e-15
5.419,6.246673622669052e-15,4.1263515005830371e-15,3.5572551746457224e-15,2.9713911021846416e-15,2.8614975555603864e-15,5.7650393142212835e-15,9.9077075115225661e-15
5.41925,6.2657428598207868e-15,4.1308507810663628e-15,3.5508043724164506e-15,2.983081161818317e-15,2.8526940122545079e-15,5.7567974226223879e-15,9.9213912871525204e-15
5.4195,6.2562924123328085e-15,4.1318159854169036e-15,3.5460447903854866e-15,2.990696503669626e-15,2.8697062447460015e-15,5.7378618434766183e-15,9.9408212474277e-15
5.41975,6.2117668151118157e-15,4.1222044524467671e-15,3.5532893113244887e-15,2.966024362561986e-15,2.862926824636677e-15,5.7820786066043511e-15,9.8934461512429393e-15
5.42,6.2605744876919278e-15,4.1281760927992136e-15,3.5398700620567162e-15,2.9639898027777314e-15,2.8604350556698747e-15,5.7921483379401559e-15,9.890073293210486e-15
5.42025,6.2912354310367613e-15,4.1336034326342047e-15,3.5427315225903719e-15,2.9838224592260616e-15,2.8804408211123272e-15,5.783320095782925e-15,9.904574469348419e-15
5.4205,6.2609881983728217e-15,4.1317464223563638e-15,3.5561521784787082e-15,2.9820161803153229e-15,2.8754928060599423e-15,5.7534166209946015e-15,9.9342711007534042e-15
5.42075,6.2453706974657313e-15,4.1338468557096116e-15,3.549204766884011e-15,2.9799313119296438e-15,2.8553841496880255e-15,5.7735965298701768e-15,9.8944510993283554e-15
5.421,6.2445455431523474e-15,4.1361776365361462e-15,3.5429459291878141e-15,2.972126398720081e-15,2.8700954282249204e-15,5.8001781615149907e-15,9.9159527378495242e-15
5.42125,6.2451068573299472e-15,4.1379938524959426e-15,3.5501233227486738e-15,2.9763563319585195e-15,2.8688786580666522e-15,5.7680780827822059e-15,9.9031803700971144e-15
5.4215,6.2556027984822131e-15,4.1402705524116586e-15,3.5542254406412605e-15,2.9786110636501402e-15,2.8556340469830704e-15,5.7718288102372104e-15,9.9553960842139371e-15
5.42175,6.2412778677292354e-15,4.1416770187001099e-15,3.5429729390717134e-15,2.9997919020772307e-15,2.8594556055886466e-15,5.7745620609456992e-15,9.9269323833879889e-15
5.422,6.2509928708150114e-15,4.1417129101558382e-15,3.5398532690023847e-15,2.9779510870124165e-15,2.8815204159956177e-15,5.7858476603059151e-15,9.8633855031266482e-15
5.42225,6.2357786625847106e-15,4.1355514482524471e-15,3.5395269927137595e-15,2.9797725227316449e-15,2.8943130786648736e-15,5.788428516111783e-15,9.8809106189484876e-15
5.4225,6.2871521158484444e-15,4.1454314233820334e-15,3.5361797941784261e-15,2.9797590764051568e-15,2.8761123405922812e-15,5.7967595669722351e-15,9.9317695538902456e-15
5.42275,6.2421005731325423e-15,4.1442107804646117e-15,3.5430234133631735e-15,2.9911798046313502e-15,2.8680524830430176e-15,5.8084346755380705e-15,9.8810397489642574e-15
5.423,6.2533371954940972e-15,4.1474629255893927e-15,3.5367465654695939e-15,2.9771643828905816e-15,2.8765828981674435e-15,5.7230753408593124e-15,9.8602409257441247e-15
5.42325,6.2496677464949869e-15,4.152030823672719e-15,3.5357054528629605e-15,2.985862814000859e-15,2.8747919495913239e-15,5.7699013205247794e-15,9.878324576595382e-15
5.4235,6.2598036225375579e-15,4.1457974214796634e-15,3.5323590222264852e-15,2.9843924953408699e-15,2.8600819516345914e-15,5.7688661250294554e-15,9.8617754642614352e-15
5.42375,6.2264421561194755e-15,4.1522442928554081e-15,3.5318016351282258e-15,2.986874953595831e-15,2.8607638876269692e-15,5.7634069547530858e-15,9.8869504643735089e-15
5.424,6.2713996536900248e-15,4.1496434440624423e-15,3.5205258792701506e-15,2.9856023915012009e-15,2.8802580016523803e-15,5.768305444687395e-15,9.8983239480772679e-15
5.42425,6.2344043889281949e-15,4.1550742848012677e-15,3.5310997475841511e-15,2.9804087426235882e-15,2.8743137147685321e-15,5.7395884303284258e-15,9.8547324669324357e-15
5.4245,6.2823436761514572e-15,4.1538985859033634e-15,3.539067268334305e-15,2.9649119900005182e-15,2.8787500186518522e-15,5.7653700327859325e-15,9.9256102516722715e-15
5.42475,6.2488498141923254e-15,4.1530760916338642e-15,3.535322702072741e-15,2.9951694036581557e-15,2.8893129852193273e-15,5.7638074145164422e-15,9.8775598632101578e-15
5.425,6.26199822550802e-15,4.1582491299115681e-15,3.5305023266062771e-15,2.9696498371267584e-15,2.8695277082630264e-15,5.7534151986828212e-15,9.8826918315446158e-15
5.42525,6.2677324213044755e-15,4.1531609294338034e-15,3.529887041247475e-15,2.978037133836537e-15,2.8792557410844946e-15,5.7518693781929274e-15,9.8678587736085973e-15
5.4255,6.2254920266768498e-15,4.1501826164843391e-15,3.5227611176541954e-15,2.9947077959600355e-15,2.8867612011899385e-15,5.8217441757484592e-15,9.8791053062038323e-15
5.42575,6.2775052844206319e-15,4.1495726762164815e-15,3.5275957582618806e-15,2.9935984046228186e-15,2.8723342527598424e-15,5.7578474038444016e-15,9.8904990493133371e-15
5.426,6.281057378368769e-15,4.1360055369938135e-15,3.525486561788824e-15,2.979158444814807e-15,2.8875686279136522e-15,5.778436316495513e-15,9.9130311419662586e-15
5.42625,6.2517387957266114e-15,4.1491723403137733e-15,3.5518928900763236e-15,2.9890683674873863e-15,2.8660345051160514e-15,5.7274008966621455e-15,9.8663629991108085e-15
5.4265,6.2546689545966686e-15,4.1540584154489003e-15,3.5283306810740071e-15,2.9882962161101122e-15,2.8906025089791702e-15,5.7917068490351578e-15,9.9204635697828428e-15
5.42675,6.2604484555258867e-15,4.1542824755868238e-15,3.5392165978696734e-15,2.9943817030145989e-15,2.8701058750677513e-15,5.7807695206246401e-15,9.9104346221813577e-15
5.427,6.2609905545275866e-15,4.1409728014694335e-15,3.5212946749449438e-15,2.9956636324369854e-15,2.9069259981091769e-15,5.7942260225097486e-15,9.9203522612065248e-15
5.42725,6.2482229082826244e-15,4.1538337602664685e-15,3.5267404605840897e-15,3.0029303090913021e-15,2.8911345243112373e-15,5.7436438409998296e-15,9.9043146553506701e-15
5.4275,6.2737206797541235e-15,4.1362316701440557e-15,3.537076597960954e-15,2.9992186831430034e-15,2.8929200989744844e-15,5.7934786740003916e-15,9.8841011521578434e-15
5.42775,6.29477052299578e-15,4.1449460030777846e-15,3.5259638578020662e-15,3.0001582673538924e-15,2.8690195833490509e-15,5.7665495670051115e-15,9.926770378344854e-15
5.428,6.2706538418144072e-15,4.145579106312177e-15,3.5324568369157195e-15,2.9963625879901764e-15,2.889514122098846e-15,5.8031350120699734e-15,9.8795506333834907e-15
5.42825,6.2579357585544164e-15,4.134861269862616e-15,3.524541103007167e-15,3.0052248662639416e-15,2.8860912701106741e-15,5.7729942532402335e-15,9.9304970696417298e-15
5.4285,6.2845899191020805e-15,4.141044609977358e-15,3.520774096806104e-15,2.9998567767200733e-15,2.8866258656659083e-15,5.7669477485908491e-15,9.9192013377566978e-15
5.42875,6.2656631833796461e-15,4.1394144797981099e-15,3.5213365265919722e-15,3.0176166350228826e-15,2.8863148426699862e-15,5.734477545045229e-15,9.9246817449065901e-15
5.429,6.2923480816279463e-15,4.1392700980580965e-15,3.5312407844138204e-15,3.0020270036688833e-15,2.8927023578519825e-15,5.7634884973261161e-15,9.8887721596423348e-15
5.42925,6.2539874102968548e-15,4.1297513606918226e-15,3.5329695428336148e-15,3.0214483584791721e-15,2.9082344849348471e-15,5.7785585495125794e-15,9.8848317345663882e-15
5.4295,6.2640659496540529e-15,4.13296699859959e-15,3.5263723685817197e-15,3.0136618809628945e-15,2.9015419318635161e-15,5.7515070794128327e-15,9.9021878573990969e-15
5.42975,6.2619330827179357e-15,4.1289935542029265e-15,3.5222678880976784e-15,3.016298464391283e-15,2.8927967931054667e-15,5.784075601302328e-15,9.9039894556827287e-15
5.43,6.2764328397258483e-15,4.1241435692512836e-15,3.5340367966015055e-15,3.0164922043935685e-15,2.8803453705468731e-15,5.7786568018395018e-15,9.8264544435843758e-15
5.43025,6.2947983605734529e-15,4.1302964841798859e-15,3.5335478699720246e-15,3.0106174706848086e-15,2.8735517444119567e-15,5.773303788720329e-15,9.8543727333957531e-15
5.4305,6.2870889846584141e-15,4.1153244470926839e-15,3.5248440757725015e-15,3.019082157610421e-15,2.8943819570058985e-15,5.7752333258121141e-15,9.8707312980148307e-15
5.43075,6.266927061049525e-15,4.1287399071560509e-15,3.5428000409976707e-15,3.0096451422344911e-15,2.8878302813958895e-15,5.8194591637552132e-15,9.8736145808952127e-15
5.431,6.2641877882583704e-15,4.1142152775012256e-15,3.5245551438687142e-15,3.0177924545005588e-15,2.9158116817790581e-15,5.7210446005445991e-15,9.879187084585004e-15
5.43125,6.2950798419888278e-15,4.1128683617404185e-15,3.5322427022749454e-15,3.0129342495585636e-15,2.8943849705253086e-15,5.7573841677769684e-15,9.8747628713867045e-15
5.4315,6.2799454604336872e-15,4.1149163716898553e-15,3.547150877661344e-15,3.0126373866253967e-15,2.9009108833892883e-15,5.7742786182944968e-15,9.8882929302539776e-15
5.43175,6.2801832503543686e-15,4.1019935886165908e-15,3.5402792830735647e-15,3.0296540011328767e-15,2.9084988884948361e-15,5.7600745326379821e-15,9.8467442923302221e-15
5.432,6.2622780349693946e-15,4.1000573181418092e-15,3.5211387967571183e-15,3.0267833559252069e-15,2.9008392532860791e-15,5.7791667711099085e-15,9.8681965259054075e-15
5.43225,6.2806148774329133e-15,4.0961283473967946e-15,3.5427754240002162e-15,3.0146256339253575e-15,2.8990361270588471e-15,5.7819407938854627e-15,9.8464382580833861e-15
5.4325,6.2917268986743515e-15,4.1002099562065442e-15,3.5421824796218515e-15,3.0313763863293373e-15,2.9151940808105013e-15,5.7813082988023896e-15,9.920035082732392e-15
5.43275,6.2654202105409329e-15,4.0907968836245941e-15,3.546647208145268e-15,3.0348358846188494e-15,2.9212471433154065e-15,5.7855132871918704e-15,9.8097325543609435e-15
5.433,6.3181531749098535e-15,4.0837470569768474e-15,3.5422030471564831e-15,3.0298359341863273e-15,2.9172233177827998e-15,5.7963652076240575e-15,9.9057367474899516e-15
5.43325,6.276883065918977e-15,4.0831051728129584e-15,3.541002852634999e-15,3.0131763709169558e-15,2.8921983207213268e-15,5.7555621705021135e-15,9.868228119548565e-15
5.4335,6.2875230006011107e-15,4.0832758412765808e-15,3.5420530770645909e-15,3.025057210374294e-15,2.9063705791273e-15,5.7498851559071562e-15,9.8873273790639843e-15
