Physical Time (s),enth_flux_enthalpy_bot Monitor (W): bot_cv1,enth_flux_enthalpy_bot Monitor (W): bot_cv2,enth_flux_enthalpy_bot Monitor (W): bot_cv3,enth_flux_enthalpy_bot Monitor (W): bot_cv4,enth_flux_enthalpy_bot Monitor (W): bot_cv5,enth_flux_enthalpy_bot Monitor (W): bot_cv6,enth_flux_enthalpy_bot Monitor (W): bot_cv7
5.42475,-3.1308031930985168e-10,-2.1357303150140617e-10,-1.6700163106551021e-10,-1.8508228696056613e-10,-2.7368193394148366e-10,-7.8474253242788193e-10,-1.1468201459422771e-09
5.425,-3.3339114319125167e-10,-2.1664989432117314e-10,-1.6933022790850346e-10,-1.8760335093925905e-10,-2.7711988038331814e-10,-7.9287642275256605e-10,-1.155633271057625e-09
5.42525,-3.5290946888492858e-10,-2.1963392890117227e-10,-1.7159869125179888e-10,-1.9007723689426725e-10,-2.8047971521991203e-10,-8.0080632056886037e-10,-1.1642403680560913e-09
5.4255,-3.7151205273921379e-10,-2.2250429701336215e-10,-1.7379228953320755e-10,-1.9248687663190592e-10,-2.8373528406475432e-10,-8.0847754698105487e-10,-1.1725650028822824e-09
5.42575,-3.8926686076725325e-10,-2.2526569555924631e-10,-1.7591792873653957e-10,-1.9483668516878296e-10,-2.8689595657273373e-10,-8.1591710846624849e-10,-1.1806171160772655e-09
5.426,-4.0624758541718623e-10,-2.2792384223886924e-10,-1.7798179445931148e-10,-1.9713101978837452e-10,-2.8997218088962714e-10,-8.2315274337269825e-10,-1.1884152313939201e-09
5.42625,-4.2235203573816653e-10,-2.3046328116988214e-10,-1.7997257842440823e-10,-1.9935587658672853e-10,-2.9294423700380447e-10,-8.3013458239331676e-10,-1.1958978087899054e-09
5.4265,-4.374800834947649e-10,-2.3286939540252965e-10,-1.8187940617216868e-10,-2.0149682134289115e-10,-2.9579212013210892e-10,-8.3681207377388855e-10,-1.203006578832191e-09
5.42675,-4.517040893256113e-10,-2.3514997627357179e-10,-1.8370892595130875e-10,-2.0355941858241775e-10,-2.9852868683709306e-10,-8.4321432204212451e-10,-1.2097688158028047e-09
5.427,-4.6508637476573493e-10,-2.3731305409349503e-10,-1.8546690424678525e-10,-2.055478398039074e-10,-3.0116580424159447e-10,-8.4937066966154139e-10,-1.2162108522471202e-09
5.42725,-4.7755140465222693e-10,-2.393495693417306e-10,-1.8714419097770713e-10,-2.0745136830220799e-10,-3.0368781996083204e-10,-8.5524394873238733e-10,-1.2222929668836937e-09
5.4275,-4.8902574288549731e-10,-2.4125070931021262e-10,-1.8873126234538461e-10,-2.0925867802362548e-10,-3.060785347813536e-10,-8.6079706084437366e-10,-1.2279761584316775e-09
5.42775,-4.9957576362787187e-10,-2.4302612367394303e-10,-1.902340421430371e-10,-2.1097419520877387e-10,-3.0834964684007904e-10,-8.6606649069246801e-10,-1.2332974508637994e-09
5.428,-5.0925644636878595e-10,-2.4468486082843133e-10,-1.9165744471265465e-10,-2.1260253612942718e-10,-3.1051185545840084e-10,-8.7108525221830988e-10,-1.2382941029683156e-09
5.42825,-5.1801534312706465e-10,-2.4622158011783173e-10,-1.9299341089657987e-10,-2.141352447370426e-10,-3.125519031069927e-10,-8.7582611182481937e-10,-1.2429453679989645e-09
5.4285,-5.2580963630653208e-10,-2.4763190353883592e-10,-1.9423524112525741e-10,-2.1556526883132375e-10,-3.1445784652269148e-10,-8.8026369739348519e-10,-1.247235766851327e-09
5.42875,-5.3269885547697633e-10,-2.4892473950590623e-10,-1.9538829588640971e-10,-2.1689853472437593e-10,-3.1624178669977678e-10,-8.8443428088352863e-10,-1.2512114093552958e-09
5.429,-5.387361725102831e-10,-2.5010772242428802e-10,-1.9645662102875321e-10,-2.1814074417759824e-10,-3.1791582371230322e-10,-8.8837040345142302e-10,-1.25491709511168e-09
5.42925,-5.4389458513497357e-10,-2.5117830359770444e-10,-1.9743572714715974e-10,-2.1928809249683374e-10,-3.1947360363431774e-10,-8.9205611686978375e-10,-1.2583478001024865e-09
5.4295,-5.4815515001649223e-10,-2.5213401671930032e-10,-1.9832155418848323e-10,-2.2033654489768668e-10,-3.209098361769416e-10,-8.954761408931504e-10,-1.2614974885247519e-09
5.42975,-5.5157599004672929e-10,-2.5298225740818927e-10,-1.9911948260421344e-10,-2.2129171303149104e-10,-3.2224027773085009e-10,-8.9866737907355376e-10,-1.2644085638956137e-09
5.43,-5.5420799121518057e-10,-2.5372894259122045e-10,-1.9983372127554939e-10,-2.2215858886387077e-10,-3.2347965607187492e-10,-9.0166407403086095e-10,-1.2671202474015901e-09
5.43025,-5.5604625919474603e-10,-2.5437322285285111e-10,-2.0046188662054088e-10,-2.2293541217855456e-10,-3.2462597640104978e-10,-9.0445531317982661e-10,-1.269628669733089e-09
5.4305,-5.5709315685020624e-10,-2.5491429251981356e-10,-2.0100200734700253e-10,-2.2362055733741491e-10,-3.2567638506361984e-10,-9.0702890801879451e-10,-1.2719269477959686e-09
5.43075,-5.573996571819039e-10,-2.5535756942391975e-10,-2.0145968264241861e-10,-2.2422173366893966e-10,-3.2664418428152783e-10,-9.0941157300183454e-10,-1.2740397129268771e-09
5.431,-5.5700622721584849e-10,-2.5570603998364398e-10,-2.0183870085770978e-10,-2.2474502710636739e-10,-3.2753877549634958e-10,-9.1162226134208176e-10,-1.2759814512222619e-09
5.43125,-5.5592186821640776e-10,-2.5595999237770577e-10,-2.0213844179771451e-10,-2.2519125952875766e-10,-3.2835394247428848e-10,-9.1363801852316914e-10,-1.2777321530044889e-09
5.4315,-5.5416082846629098e-10,-2.5612034335202702e-10,-2.0235933607136247e-10,-2.2556186017020478e-10,-3.2908277653378127e-10,-9.1543247652649221e-10,-1.2792687608514116e-09
5.43175,-5.5175932746130937e-10,-2.5618923153733528e-10,-2.0250624871023055e-10,-2.2586241276039385e-10,-3.2972934749540439e-10,-9.1701408583650689e-10,-1.2805933522480431e-09
5.432,-5.4873887936855584e-10,-2.5616774186272147e-10,-2.0258212788473497e-10,-2.2609624746980381e-10,-3.3029358127280522e-10,-9.1838665488853251e-10,-1.281705946230196e-09
5.43225,-5.4511188737214008e-10,-2.560569856795327e-10,-2.0258764440469711e-10,-2.2626383290190764e-10,-3.3076664003598898e-10,-9.1953146265102238e-10,-1.2825865912181084e-09
5.4325,-5.4089797767510855e-10,-2.5585863033074836e-10,-2.0252484417765732e-10,-2.263656224170882e-10,-3.3113996736895698e-10,-9.2043692064091092e-10,-1.2832215074347851e-09
5.43275,-5.3611235389452023e-10,-2.5557331037612413e-10,-2.0239729615131453e-10,-2.2640382984818673e-10,-3.3141473272705408e-10,-9.2112259547051801e-10,-1.2836182261171178e-09
5.433,-5.3076516823623763e-10,-2.5520084957161574e-10,-2.0220730278885082e-10,-2.2637892324705158e-10,-3.3159149947787745e-10,-9.2160657663393972e-10,-1.283783528493131e-09
5.43325,-5.2486831925072825e-10,-2.5474381129019807e-10,-2.0195700672728499e-10,-2.2629033385480411e-10,-3.3166556067368714e-10,-9.2189064140166827e-10,-1.283712260350706e-09
5.4335,-5.1844622688031382e-10,-2.5420619727087171e-10,-2.0164910158837196e-10,-2.2613764000305665e-10,-3.3163447869405906e-10,-9.2197780255527783e-10,-1.283404343067639e-09
5.43375,-5.1150236821644325e-10,-2.535878875096198e-10,-2.01285087942853e-10,-2.2592011724383939e-10,-3.3150354698230635e-10,-9.2188472402534403e-10,-1.2828677200700009e-09
5.434,-5.0402709091092275e-10,-2.5288663537829673e-10,-2.0086441728900233e-10,-2.2563520560058793e-10,-3.31277118915573e-10,-9.2161983616486899e-10,-1.2821044814054469e-09
5.43425,-4.9604178888696954e-10,-2.5210755215105151e-10,-2.0038820037413861e-10,-2.2528318996507738e-10,-3.3095807528409882e-10,-9.211780800928489e-10,-1.2811166197534988e-09
5.4345,-4.8758564824483547e-10,-2.5125790409044925e-10,-1.9985948255803741e-10,-2.248670826338943e-10,-3.3055240546916653e-10,-9.2055664654665602e-10,-1.279913022547379e-09
5.43475,-4.7865409023405884e-10,-2.503357200849622e-10,-1.9927627426642985e-10,-2.2438562925349047e-10,-3.3006711610420288e-10,-9.1975755521760372e-10,-1.2785006455079162e-09
5.435,-4.6923916007134516e-10,-2.4933920232494553e-10,-1.9863636548725822e-10,-2.2383752858966332e-10,-3.2950726234440716e-10,-9.1877497581902922e-10,-1.2768825757932263e-09
5.43525,-4.5938233015012352e-10,-2.4827554260401635e-10,-1.9794140179200322e-10,-2.2322658141576553e-10,-3.2887749931393592e-10,-9.176027236666972e-10,-1.2750678089958375e-09
5.4355,-4.4913619613637573e-10,-2.4715305415474532e-10,-1.9719461584691919e-10,-2.2255797086985764e-10,-3.2818257535389805e-10,-9.1623837982746817e-10,-1.2730677229825099e-09
5.43575,-4.3850595601659757e-10,-2.4596999313605738e-10,-1.9639445650704067e-10,-2.218313826441704e-10,-3.2742358015372621e-10,-9.1467478608933216e-10,-1.2708800034972696e-09
5.436,-4.2750075789381297e-10,-2.447252071695433e-10,-1.9553963272328921e-10,-2.2104654194745835e-10,-3.2659976599662962e-10,-9.1290576091860014e-10,-1.2684977936668521e-09
5.43625,-4.1618391982548939e-10,-2.4342773335734193e-10,-1.9463522046035245e-10,-2.2021008653444426e-10,-3.2571276408284128e-10,-9.1093161311288166e-10,-1.2659266784024893e-09
5.4365,-4.0463200681577572e-10,-2.4208773658254719e-10,-1.9368798561732272e-10,-2.1932941657951364e-10,-3.2476468940070494e-10,-9.0875545939534329e-10,-1.2631768293760046e-09
5.43675,-3.9286684266871021e-10,-2.4070467782439589e-10,-1.9269949039582879e-10,-2.1840449374112366e-10,-3.2375330717998951e-10,-9.0637626254520002e-10,-1.2602388942159038e-09
5.437,-3.8092303284168451e-10,-2.3928003841995356e-10,-1.9167296911583434e-10,-2.1743614166592479e-10,-3.2267678589945936e-10,-9.037927417354563e-10,-1.2571056152839567e-09
5.43725,-3.6888683664180645e-10,-2.3782616389070931e-10,-1.906171917449283e-10,-2.1643275261125492e-10,-3.2154001256556757e-10,-9.0101880639899703e-10,-1.2537932599881752e-09
5.4375,-3.5685671804565233e-10,-2.3635646270789878e-10,-1.8954229390140976e-10,-2.1540405487225307e-10,-3.2035074043506802e-10,-8.9807495890958276e-10,-1.2503239634092308e-09
5.43775,-3.4487515695375519e-10,-2.3487428220521267e-10,-1.8845256109647036e-10,-2.1435105482757336e-10,-3.1911080017625941e-10,-8.9497140478469834e-10,-1.2466982460827656e-09
5.438,-3.3299124131051403e-10,-2.3338452741615085e-10,-1.8735198977462997e-10,-2.1327493339139483e-10,-3.1782303292072552e-10,-8.9172121069586953e-10,-1.2429199241176928e-09
5.43825,-3.2130255996592755e-10,-2.3190237970785808e-10,-1.8625070584799182e-10,-2.1218638522754549e-10,-3.1649833328822941e-10,-8.8835442790625059e-10,-1.2390183327166825e-09
5.4385,-3.0991553418170823e-10,-2.3044410070753938e-10,-1.8515977416249477e-10,-2.1109713866658674e-10,-3.1514996273467546e-10,-8.8490652791192197e-10,-1.2350302735744861e-09
5.43875,-2.9887786981698094e-10,-2.2901484896823005e-10,-1.8408326086111763e-10,-2.1000851664264862e-10,-3.1378190112138602e-10,-8.813901221428026e-10,-1.2309679075261585e-09
5.439,-2.8824045461850998e-10,-2.2762020080613745e-10,-1.8302430069526051e-10,-2.0892205863884053e-10,-3.1239846879515641e-10,-8.7781585856378599e-10,-1.2268469576397246e-09
5.43925,-2.7810150123736755e-10,-2.2627542840836252e-10,-1.8199235783283542e-10,-2.0784874930646218e-10,-3.1101210707977909e-10,-8.7421264430874648e-10,-1.2227132641209783e-09
5.4395,-2.6856185128952672e-10,-2.2499610643101064e-10,-1.8099766875993532e-10,-2.068003420174804e-10,-3.0963634400009237e-10,-8.7061333443378642e-10,-1.2186163624002792e-09
5.43975,-2.5966214207296076e-10,-2.2378518295105823e-10,-1.8004206716822281e-10,-2.0577618359714542e-10,-3.0827266167495758e-10,-8.670216532025417e-10,-1.2145755939777273e-09
5.44,-2.5145286928294025e-10,-2.2264700132396895e-10,-1.7912804581280383e-10,-2.0477620214370447e-10,-3.0692291092437118e-10,-8.6344674530591913e-10,-1.2106135072458223e-09
5.44025,-2.4401503091141581e-10,-2.2159391497648351e-10,-1.782636100977846e-10,-2.0381062183177558e-10,-3.0559807340119441e-10,-8.5991691475945275e-10,-1.2067755955299177e-09
5.4405,-2.3743000313816978e-10,-2.2063759556058275e-10,-1.7745739082076733e-10,-2.0289014694750843e-10,-3.043103364823393e-10,-8.5646486949509137e-10,-1.2031083529844659e-09
5.44075,-2.3173786296223769e-10,-2.1978034366260756e-10,-1.7671194018949608e-10,-2.0201412304889758e-10,-3.0306085428775331e-10,-8.5309915011885502e-10,-1.1996255495370954e-09
5.441,-2.2698639025302323e-10,-2.1902589063187547e-10,-1.7603047171754282e-10,-2.0118268631991209e-10,-3.0185071670400564e-10,-8.4982825972631908e-10,-1.1963379951423817e-09
5.44125,-2.2323497883722996e-10,-2.1838380818663151e-10,-1.7542001928066915e-10,-2.0040541090338533e-10,-3.0068922818843181e-10,-8.4667884235848954e-10,-1.1932732653916782e-09
5.4415,-2.2052727023169841e-10,-2.1786174854556657e-10,-1.748870340736501e-10,-1.9969121777950061e-10,-2.9958496779658412e-10,-8.4367688915524348e-10,-1.1904534525674479e-09
5.44175,-2.1889955344348279e-10,-2.1746218646744289e-10,-1.7443392998173564e-10,-1.9903901186200778e-10,-2.9853679703247265e-10,-8.4082619612128301e-10,-1.1878732704017999e-09
5.442,-2.1839490822057466e-10,-2.1718956001446336e-10,-1.7406325665669425e-10,-1.9844785976961218e-10,-2.9754358764181122e-10,-8.3813042288982711e-10,-1.1855299916205431e-09
5.44225,-2.1903949229408529e-10,-2.1705000593220511e-10,-1.737785756380718e-10,-1.9792440657887011e-10,-2.9661195382498957e-10,-8.3560900344843446e-10,-1.1834374636741943e-09
5.4425,-2.2084090491528999e-10,-2.170472223307643e-10,-1.7358214943567208e-10,-1.9747348305415359e-10,-2.9574806226364461e-10,-8.3328040318996068e-10,-1.1816078920216355e-09
5.44275,-2.2382967529599918e-10,-2.1718387997771551e-10,-1.7347469602244867e-10,-1.9709228782204798e-10,-2.9495238237640977e-10,-8.311479669571085e-10,-1.1800414473675831e-09
5.443,-2.2804892099027263e-10,-2.1746454671486095e-10,-1.7345670777069605e-10,-1.9677748863001923e-10,-2.9422672601750315e-10,-8.2921645502928104e-10,-1.1787406579526056e-09
5.44325,-2.3348539573648837e-10,-2.1789011899997297e-10,-1.7352701831580385e-10,-1.9653106323617955e-10,-2.9357765448993953e-10,-8.2750119143930969e-10,-1.1777150425425166e-09
5.4435,-2.4010303953458324e-10,-2.1845805174706257e-10,-1.7368316094670529e-10,-1.9635343693369792e-10,-2.9301141334707125e-10,-8.2601561192934521e-10,-1.1769683367008461e-09
5.44375,-2.4792829869663417e-10,-2.1917022045820892e-10,-1.7392533835504011e-10,-1.9624049329607382e-10,-2.9253068618570325e-10,-8.2476138505490724e-10,-1.1764961084095083e-09
5.444,-2.5699649801059161e-10,-2.2002951273402058e-10,-1.7425365607393044e-10,-1.9618885468904721e-10,-2.9213913303140822e-10,-8.2374172180658355e-10,-1.1762932204158085e-09
5.44425,-2.672538214515525e-10,-2.2103094739257844e-10,-1.746651818660968e-10,-1.9620038817013073e-10,-2.9184163288999062e-10,-8.2296226859014354e-10,-1.1763518784736066e-09
5.4445,-2.7863135782995448e-10,-2.2216678979299654e-10,-1.7515633843662681e-10,-1.9627605543537465e-10,-2.9164075612469834e-10,-8.2242309716049875e-10,-1.1766588344792607e-09
5.44475,-2.9114511196397928e-10,-2.234382554455214e-10,-1.7572866574234116e-10,-1.9641573586098932e-10,-2.9153815176929625e-10,-8.2211661310786071e-10,-1.1772065135651173e-09
5.445,-3.0481658834109982e-10,-2.2484710309276313e-10,-1.7638454520603321e-10,-1.9662088915347497e-10,-2.9153513722438906e-10,-8.2203451893999883e-10,-1.1779898840017727e-09
5.44525,-3.1956244185306675e-10,-2.2638464425597987e-10,-1.7712081215848859e-10,-1.9689455881175616e-10,-2.9163056667362201e-10,-8.2216560469552715e-10,-1.1789944216669783e-09
5.4455,-3.3527692718132869e-10,-2.2803939749373258e-10,-1.7793322125929247e-10,-1.972380410663416e-10,-2.9182068589693503e-10,-8.2249235416756944e-10,-1.1801998510111998e-09
5.44575,-3.5197911501780806e-10,-2.29813390508053e-10,-1.7882555107936846e-10,-1.9765304130904892e-10,-2.921043188090612e-10,-8.2300176895939725e-10,-1.181604292908591e-09
5.446,-3.6969092946660706e-10,-2.3171028066208674e-10,-1.7980102721765784e-10,-1.9814073888755014e-10,-2.9247834614290147e-10,-8.2368037055287231e-10,-1.1832075665342837e-09
5.44625,-3.8830768960813221e-10,-2.3371975747428694e-10,-1.8085442454592734e-10,-1.9870087120531852e-10,-2.9293676612859534e-10,-8.2451250554043605e-10,-1.1849917370563961e-09
5.4465,-4.0770425054235189e-10,-2.3582745884762233e-10,-1.8197893445060761e-10,-1.9933132473434098e-10,-2.9347224486292091e-10,-8.2548147773296068e-10,-1.1869402084222787e-09
5.44675,-4.2790874332613837e-10,-2.3803668537642984e-10,-1.831766265736949e-10,-2.0003114171118372e-10,-2.9408148060505745e-10,-8.265797021872054e-10,-1.1890576032269961e-09
5.447,-4.4894076612033931e-10,-2.4035011184045693e-10,-1.8444852249760237e-10,-2.0079824800972022e-10,-2.9476065489259468e-10,-8.277996828723458e-10,-1.1913536474824373e-09
5.44725,-4.7068597662723189e-10,-2.4275391223290712e-10,-1.8578619463675159e-10,-2.0162837127891282e-10,-2.9550178233278424e-10,-8.2912904590636899e-10,-1.1938204631511577e-09
5.4475,-4.9301149421716565e-10,-2.4523141849408089e-10,-1.8717947251252524e-10,-2.0251535575286904e-10,-2.9629599962883291e-10,-8.3055306093207102e-10,-1.1964506733649788e-09
5.44775,-5.1594641753153014e-10,-2.4778492153658388e-10,-1.8862822270769463e-10,-2.0345362164783911e-10,-2.971386731170696e-10,-8.3206549147863474e-10,-1.1992577477862419e-09
5.448,-5.3952378986655999e-10,-2.5041635195328302e-10,-1.9013135210361515e-10,-2.0443742318599811e-10,-2.9802517224636813e-10,-8.3365990933889782e-10,-1.2022535906752645e-09
5.44825,-5.6361187429910615e-10,-2.5310914466274961e-10,-1.9167659551126623e-10,-2.0545712186769134e-10,-2.9894466723822713e-10,-8.35319754097544e-10,-1.2054154374159425e-09
5.4485,-5.8806488442452526e-10,-2.5584326671907589e-10,-1.9325134098991488e-10,-2.0650173808693639e-10,-2.9988662333191207e-10,-8.3702785336627622e-10,-1.2087127683536874e-09
5.44875,-6.1292339873912005e-10,-2.5862171649853298e-10,-1.948549706362393e-10,-2.0756484951923518e-10,-3.0084763044020106e-10,-8.3877580836059153e-10,-1.2121334039071279e-09
5.449,-6.3823491059186358e-10,-2.6144887779626231e-10,-1.9648746679444384e-10,-2.0864202333129266e-10,-3.0182529810678275e-10,-8.4055901621963263e-10,-1.2156628781128211e-09
5.44925,-6.638719789103211e-10,-2.6430747050031987e-10,-1.9813747184216134e-10,-2.0972666347598651e-10,-3.0281219894778282e-10,-8.4236229194021648e-10,-1.2192584864846825e-09
5.4495,-6.896751003432986e-10,-2.6717691364151328e-10,-1.9979238790006921e-10,-2.1081239048144279e-10,-3.0379975316058262e-10,-8.4416520600272698e-10,-1.2228715678380058e-09
5.44975,-7.1571672067186944e-10,-2.7006506535845124e-10,-2.0145490276292787e-10,-2.1189838279126699e-10,-3.0478800835436591e-10,-8.4597183665388067e-10,-1.2264972327345672e-09
5.45,-7.4205365585214253e-10,-2.7297733437273637e-10,-2.0312670915322966e-10,-2.1298482350826547e-10,-3.0577691742637169e-10,-8.4778530952725451e-10,-1.2301320065149489e-09
5.45025,-7.6855080627948873e-10,-2.758961416476922e-10,-2.047972610954517e-10,-2.1406860069377293e-10,-3.0675936929957408e-10,-8.4959990430329507e-10,-1.2337489004344035e-09
5.4505,-7.9505556094449593e-10,-2.788015968617998e-10,-2.0645516705181598e-10,-2.1514663343575419e-10,-3.0772897637998662e-10,-8.5141163301962581e-10,-1.2373248020188599e-09
5.45075,-8.216482276505854e-10,-2.8170328866249511e-10,-2.0810537863408618e-10,-2.1622207274728227e-10,-3.0868938182734793e-10,-8.5323548985721975e-10,-1.2408782118597163e-09
5.451,-8.4840411457965402e-10,-2.8461064378197892e-10,-2.0975187033383754e-10,-2.1729721196595767e-10,-3.096441491099152e-10,-8.5508853629443496e-10,-1.2444334872069658e-09
5.45125,-8.7519176575828656e-10,-2.8750758075548561e-10,-2.1138684859764784e-10,-2.1837097399896672e-10,-3.1059047695374106e-10,-8.5697173136798969e-10,-1.2479829123726969e-09
5.4515,-9.0187535258583562e-10,-2.903776122008356e-10,-2.1300200112434792e-10,-2.1944151797705624e-10,-3.1152646078139829e-10,-8.5888567656079447e-10,-1.251520297334247e-09
5.45175,-9.2853873482051104e-10,-2.9323214267869289e-10,-2.1460351956947744e-10,-2.2051107249096392e-10,-3.1245803200240945e-10,-8.608400206101223e-10,-1.2550730957227959e-09
5.452,-9.552402400312504e-10,-2.9608076432898356e-10,-2.1619684250589178e-10,-2.2158048303897179e-10,-3.1339086661724611e-10,-8.6284248790916381e-10,-1.2586714188946349e-09
5.45225,-9.8185922679326834e-10,-2.9890931844831151e-10,-2.1777558082227391e-10,-2.2264623165122643e-10,-3.1432186278728218e-10,-8.6488031180734575e-10,-1.2623095523791694e-09
5.4525,-1.0082511822914793e-09,-3.017016608028658e-10,-2.1933331517977125e-10,-2.2370478845872716e-10,-3.1524896361951762e-10,-8.6694010081843973e-10,-1.2659803479586927e-09
5.45275,-1.0344783052182828e-09,-3.0446917669444421e-10,-2.2087749971444089e-10,-2.2475658891750421e-10,-3.1617631958811527e-10,-8.6901601790896363e-10,-1.269712683268955e-09
5.453,-1.0606008443351904e-09,-3.0722327647394973e-10,-2.2241532684489277e-10,-2.2580136744458128e-10,-3.1710771045566928e-10,-8.7110309530666993e-10,-1.273534343756241e-09
5.45325,-1.0864767719843464e-09,-3.0994863839487566e-10,-2.2393998020047205e-10,-2.2683465624776112e-10,-3.1803750035975284e-10,-8.7318265361268723e-10,-1.2774301752072167e-09
5.4535,-1.1119488589041782e-09,-3.1262745612406599e-10,-2.2544357957188107e-10,-2.2785076207190059e-10,-3.189588413816494e-10,-8.7523591832349762e-10,-1.2813783343796618e-09
5.45375,-1.1370598584127881e-09,-3.1526947182613666e-10,-2.269310315407664e-10,-2.2885001444665971e-10,-3.1987305154604135e-10,-8.7726395987169476e-10,-1.2853928162413732e-09
5.454,-1.1618543637276062e-09,-3.1788422773448529e-10,-2.2840570231045363e-10,-2.2983187638699029e-10,-3.2078025861118776e-10,-8.7926971200112956e-10,-1.2894869081870558e-09
5.45425,-1.1861732053573649e-09,-3.2045377394787096e-10,-2.2985898304188383e-10,-2.3079240777740883e-10,-3.2167191908269817e-10,-8.8124320574906566e-10,-1.2936292897232946e-09
5.4545,-1.2098340034960379e-09,-3.2295679644491675e-10,-2.3127991000827081e-10,-2.3172687264198613e-10,-3.2253782345250372e-10,-8.8317029436278434e-10,-1.2977781440752e-09
5.45475,-1.2328602590554811e-09,-3.254004881244227e-10,-2.3266966130067081e-10,-2.3263458443043727e-10,-3.2337613589249585e-10,-8.8505355452358127e-10,-1.3019359181385493e-09
5.455,-1.2552812761072131e-09,-3.2779214709523666e-10,-2.3403091089597483e-10,-2.3351722991513877e-10,-3.2418654228105666e-10,-8.8689764452640546e-10,-1.306112906271378e-09
5.45525,-1.2769543802340099e-09,-3.3011382920628661e-10,-2.3535516924018073e-10,-2.3437246059199469e-10,-3.2496148009026165e-10,-8.886919776797959e-10,-1.3102768474806121e-09
5.4555,-1.2977397196700715e-09,-3.3234830870281378e-10,-2.3663457326693021e-10,-2.3519797814843568e-10,-3.2569522317071551e-10,-8.9042280042720226e-10,-1.3143921400665558e-09
5.45575,-1.3176541697643777e-09,-3.3449991227422985e-10,-2.3786939702439393e-10,-2.3599232132839713e-10,-3.2638642177255724e-10,-8.9208404339644546e-10,-1.3184589894782638e-09
5.456,-1.3366965974911226e-09,-3.3657065066861382e-10,-2.3905866408120153e-10,-2.3675321286883541e-10,-3.2703448096962288e-10,-8.9366797046055248e-10,-1.3224755720158854e-09
5.45625,-1.3547500771213515e-09,-3.3854404506751518e-10,-2.4019452987473776e-10,-2.3747676366042608e-10,-3.2763593697568941e-10,-8.9516187961379375e-10,-1.3264073168452624e-09
5.4565,-1.3716982992944236e-09,-3.4040443882294909e-10,-2.4126958639567119e-10,-2.3815878423658664e-10,-3.2818813819953057e-10,-8.9655369789157939e-10,-1.3302184501583223e-09
5.45675,-1.3875731054547877e-09,-3.4215722563044494e-10,-2.4228412992214975e-10,-2.3879705830947281e-10,-3.2869423524811047e-10,-8.9784426173616859e-10,-1.3339197656927009e-09
5.457,-1.4024012346163189e-09,-3.4380646147865961e-10,-2.4323844463561162e-10,-2.3938959135541688e-10,-3.2915772098212339e-10,-8.990373573842248e-10,-1.3375196721997149e-09
5.45725,-1.4161049669961988e-09,-3.4533981381277328e-10,-2.4412729273884597e-10,-2.399338848587067e-10,-3.2957778366661667e-10,-9.0012923885919355e-10,-1.3409944005346921e-09
5.4575,-1.4286089836444497e-09,-3.4674599445000716e-10,-2.4494645288168175e-10,-2.4042863262415156e-10,-3.2995398744251127e-10,-9.0111773441466314e-10,-1.3443206168471399e-09
5.45775,-1.4399599507175964e-09,-3.4803135368777559e-10,-2.4569689569765489e-10,-2.4087311788267055e-10,-3.3028858747712098e-10,-9.0200463734968941e-10,-1.3475140166109581e-09
5.458,-1.4501903218315666e-09,-3.4920042499565903e-10,-2.4637875738271797e-10,-2.4126610509825815e-10,-3.3058239951984037e-10,-9.0279039079311444e-10,-1.3505866555061498e-09
5.45825,-1.4592567125754575e-09,-3.5024469054444028e-10,-2.4698917635741676e-10,-2.4160764418072621e-10,-3.3083344318640467e-10,-9.0347056473160504e-10,-1.3535253401054208e-09
5.4585,-1.4671274569288773e-09,-3.5115795108277164e-10,-2.4752640527432311e-10,-2.4189890970091348e-10,-3.3104034777035589e-10,-9.0404198399810257e-10,-1.3563189678531945e-09
5.45875,-1.4738530154386931e-09,-3.5194700332494981e-10,-2.4799087808013099e-10,-2.4213960815608219e-10,-3.3120346383448409e-10,-9.0450478263053591e-10,-1.3589869602988026e-09
5.459,-1.4794777823558441e-09,-3.5261742667712821e-10,-2.4838279556052908e-10,-2.4232918808646767e-10,-3.3132214536063714e-10,-9.0485862763165319e-10,-1.3615444872867572e-09
5.45925,-1.4839955689585488e-09,-3.5316544012934498e-10,-2.4870156686791276e-10,-2.4246939033765426e-10,-3.3139557083416448e-10,-9.0510429561686458e-10,-1.3639820569985021e-09
5.4595,-1.4874131301016214e-09,-3.5358931079758656e-10,-2.4894750200964381e-10,-2.4256289023534311e-10,-3.3142402935803902e-10,-9.0524627628413587e-10,-1.3662896365199264e-09
5.45975,-1.4897869168466715e-09,-3.5389569252388389e-10,-2.4912087665223484e-10,-2.4260933089692121e-10,-3.3140751846655181e-10,-9.0528892480655518e-10,-1.3684849234559629e-09
5.46,-1.4911678073603669e-09,-3.5409022038902486e-10,-2.4922269675694807e-10,-2.4260879729175182e-10,-3.3134664736154191e-10,-9.0523975017942911e-10,-1.3705844231372329e-09
5.46025,-1.4915767050234175e-09,-3.5417203851007734e-10,-2.4925401651047434e-10,-2.4256308912598566e-10,-3.312413076868414e-10,-9.0511121576580477e-10,-1.3725787305433387e-09
5.4605,-1.4910472419781576e-09,-3.5414214486464344e-10,-2.4921728944003953e-10,-2.4247479525055694e-10,-3.3109242729365576e-10,-9.0491850129242313e-10,-1.374461425338928e-09
