Physical Time (s),enth_flux_enthalpy_bot Monitor (W): bot_cv1,enth_flux_enthalpy_bot Monitor (W): bot_cv2,enth_flux_enthalpy_bot Monitor (W): bot_cv3,enth_flux_enthalpy_bot Monitor (W): bot_cv4,enth_flux_enthalpy_bot Monitor (W): bot_cv5,enth_flux_enthalpy_bot Monitor (W): bot_cv6,enth_flux_enthalpy_bot Monitor (W): bot_cv7
5.9865,-2.0379144664650084e-09,-4.680915275791491e-10,-3.833998348196669e-10,-3.6996856216678923e-10,-4.4846467813325238e-10,-1.2521158622781515e-09,-2.0627655104750543e-09
5.98675,-2.0465167190100897e-09,-4.6941109897862207e-10,-3.8452906841961654e-10,-3.710458453262474e-10,-4.4949257021325341e-10,-1.2539445124903837e-09,-2.0636673506982804e-09
5.987,-2.0553460645741278e-09,-4.7077305104179e-10,-3.8568991284392693e-10,-3.7214091194081391e-10,-4.5052833462144154e-10,-1.2557745915120589e-09,-2.0645219495460603e-09
5.98725,-2.0643976801682039e-09,-4.7217542557466988e-10,-3.8687989507225925e-10,-3.7325268402417761e-10,-4.515732664837836e-10,-1.2576075440414808e-09,-2.0653234090918104e-09
5.9875,-2.0736654834003224e-09,-4.7361626477579598e-10,-3.8809610937457605e-10,-3.7437987305053637e-10,-4.5262831551901355e-10,-1.2594452016859404e-09,-2.0660690052754856e-09
5.98775,-2.0831383534646962e-09,-4.7509319568664793e-10,-3.8933525698488779e-10,-3.7552055930836293e-10,-4.5369380727139159e-10,-1.2612850308273525e-09,-2.0667585466202732e-09
5.988,-2.092807223918115e-09,-4.7660297490708353e-10,-3.9059362665864065e-10,-3.7667283890979595e-10,-4.5477035788803085e-10,-1.2631262566137102e-09,-2.0673972425857093e-09
5.98825,-2.1026646322928735e-09,-4.7814273727693897e-10,-3.9186777595616984e-10,-3.7783469310504746e-10,-4.5585847588401071e-10,-1.2649687060594088e-09,-2.067992580124745e-09
5.9885,-2.1127012597198242e-09,-4.7970926600068094e-10,-3.9315425301621881e-10,-3.7900392984720301e-10,-4.5695818795465913e-10,-1.2668118660477595e-09,-2.0685556720784721e-09
5.98875,-2.1229021007470756e-09,-4.8129769088900774e-10,-3.9444845874233245e-10,-3.8017682419233216e-10,-4.5806757477294833e-10,-1.2686555748766166e-09,-2.0690960960155486e-09
5.989,-2.1332486203091802e-09,-4.8290312460255235e-10,-3.9574633053963944e-10,-3.8134999685938043e-10,-4.5918422453743415e-10,-1.2704995793673416e-09,-2.0696240331522762e-09
5.98925,-2.1437232630501137e-09,-4.8452025137062946e-10,-3.970437893043124e-10,-3.8252025323374361e-10,-4.6030503234520776e-10,-1.2723432022111164e-09,-2.0701485805662417e-09
5.9895,-2.1543055580406906e-09,-4.8614381708724353e-10,-3.983365132678573e-10,-3.8368396784177165e-10,-4.6142625179925941e-10,-1.2741823579661908e-09,-2.0706778689841949e-09
5.98975,-2.1649761207640413e-09,-4.8776880726959305e-10,-3.9962200947248637e-10,-3.8483902776849026e-10,-4.6254441810563659e-10,-1.276012773249598e-09,-2.0712158817999099e-09
5.99,-2.1757150178067849e-09,-4.8938985457787306e-10,-4.0089651553484192e-10,-3.8598276979176884e-10,-4.6365564766501388e-10,-1.2778272739768902e-09,-2.0717620466866393e-09
5.99025,-2.1865039027809869e-09,-4.9100262878589841e-10,-4.0215757161604122e-10,-3.8711348777182204e-10,-4.6475628937798243e-10,-1.2796194459852227e-09,-2.0723140189461826e-09
5.9905,-2.1973261065621883e-09,-4.9260256832515169e-10,-4.0340272740547184e-10,-3.8822972989422175e-10,-4.6584240598019784e-10,-1.2813820952193847e-09,-2.0728628096647815e-09
5.99075,-2.2081629845213382e-09,-4.9418688170309559e-10,-4.0462945386637066e-10,-3.8932996873367898e-10,-4.6690969256232115e-10,-1.2831057631598829e-09,-2.0733946396429574e-09
5.991,-2.2189928559056284e-09,-4.9575195920664633e-10,-4.0583672572225757e-10,-3.9041316017052009e-10,-4.6795393467158446e-10,-1.28478247078439e-09,-2.0738931866265851e-09
5.99125,-2.2298005814884127e-09,-4.9729477177110825e-10,-4.0702336853735456e-10,-3.9147829043830285e-10,-4.6897083148901068e-10,-1.2864022514316237e-09,-2.0743409603949347e-09
5.9915,-2.2405632209876634e-09,-4.9881292746076591e-10,-4.0818765233862869e-10,-3.9252428170435814e-10,-4.6995589293953323e-10,-1.2879546461035061e-09,-2.0747207792806897e-09
5.99175,-2.2512600619401519e-09,-5.0030346889300835e-10,-4.0932761886678098e-10,-3.9354928704680225e-10,-4.7090480118665302e-10,-1.2894291448099532e-09,-2.0750160380929044e-09
5.992,-2.2618686757190563e-09,-5.0176294397360723e-10,-4.1044025691155187e-10,-3.9455072328450632e-10,-4.7181315213614473e-10,-1.2908150066718173e-09,-2.0752114843709422e-09
5.99225,-2.2723673964874099e-09,-5.0318952782884856e-10,-4.1152430674512025e-10,-3.9552538702541392e-10,-4.7267682951307187e-10,-1.2921020341431503e-09,-2.0752932820800221e-09
5.9925,-2.2827357202012997e-09,-5.0457961857837689e-10,-4.1257681558110386e-10,-3.9646966414204117e-10,-4.7349251380957163e-10,-1.2932819837304961e-09,-2.0752468397808094e-09
5.99275,-2.2929488082604808e-09,-5.0593119132906144e-10,-4.1359672961806679e-10,-3.9737983557165725e-10,-4.7425730473176638e-10,-1.2943467505584784e-09,-2.0750597232836771e-09
5.993,-2.3029865760983931e-09,-5.0724157086205389e-10,-4.1458228261241567e-10,-3.9825222712562963e-10,-4.7496883187088467e-10,-1.2952900088667711e-09,-2.0747229735013491e-09
5.99325,-2.3128273077935916e-09,-5.0850915304222354e-10,-4.1553223142471569e-10,-3.9908352885483042e-10,-4.7562520424034026e-10,-1.2961062437027516e-09,-2.0742308990545574e-09
5.9935,-2.3224543156936607e-09,-5.0973163806214684e-10,-4.1644487423763055e-10,-3.998713326775622e-10,-4.7622496619030238e-10,-1.2967921004665208e-09,-2.0735817522511054e-09
5.99375,-2.3318469432871789e-09,-5.1090866524246824e-10,-4.1731984600997372e-10,-4.0061346098698951e-10,-4.7676691776831058e-10,-1.2973453679698317e-09,-2.0727738695173113e-09
5.994,-2.3409705479172715e-09,-5.1203419556003262e-10,-4.1815281054921169e-10,-4.0130683043592173e-10,-4.7725045332405654e-10,-1.2977660297425564e-09,-2.0718108371170366e-09
5.99425,-2.3498610475999465e-09,-5.1311908240337494e-10,-4.1894837505164159e-10,-4.0195288855161108e-10,-4.7767586439242957e-10,-1.2980511118052419e-09,-2.0706885941400102e-09
5.9945,-2.3584891439855577e-09,-5.1415894689857117e-10,-4.1970448708371034e-10,-4.0254959972993587e-10,-4.7804395032092845e-10,-1.2982002598242027e-09,-2.0694067009498035e-09
5.99475,-2.3668505521252947e-09,-5.1515379124336801e-10,-4.2042103511619984e-10,-4.0309717818096457e-10,-4.7835608295368413e-10,-1.2982148308735307e-09,-2.0679644807445003e-09
5.995,-2.3749161976028032e-09,-5.1609954234009935e-10,-4.210960323157378e-10,-4.0359492159186695e-10,-4.7861371539102954e-10,-1.2980977721024027e-09,-2.0663619918444232e-09
5.99525,-2.3827241548644013e-09,-5.1700623857548534e-10,-4.2173352656903857e-10,-4.0404560682603675e-10,-4.7881646277718566e-10,-1.2978422884515626e-09,-2.0645896731937234e-09
5.9955,-2.3902512837784928e-09,-5.1786839313894358e-10,-4.2233067151432556e-10,-4.0444904233526182e-10,-4.7896516170516583e-10,-1.2974529314853998e-09,-2.0626489350935235e-09
5.99575,-2.3975004759666178e-09,-5.186862549577453e-10,-4.2288809046370411e-10,-4.0480732035844918e-10,-4.7906101107900008e-10,-1.2969313923972219e-09,-2.0605359300985605e-09
5.996,-2.4044455124436627e-09,-5.1945470726662519e-10,-4.2340274696095761e-10,-4.0512085380283807e-10,-4.7910637832433858e-10,-1.2962877125036077e-09,-2.0582544984859987e-09
5.99625,-2.4111258753382247e-09,-5.2018214293050877e-10,-4.2387789900182714e-10,-4.0539224676768792e-10,-4.791003128303345e-10,-1.2955115048963081e-09,-2.0557824645549386e-09
5.9965,-2.4175264141396208e-09,-5.2086356416604132e-10,-4.2431301101088215e-10,-4.056223185400078e-10,-4.7904701849298588e-10,-1.2946149766539913e-09,-2.0531225228385672e-09
5.99675,-2.4236492611019117e-09,-5.2149717303694194e-10,-4.2470813323010097e-10,-4.0581206013863097e-10,-4.7894954420803559e-10,-1.2936033601860768e-09,-2.0502708201466121e-09
5.997,-2.4294789951218953e-09,-5.2207938393652074e-10,-4.2506294942018794e-10,-4.0596272531786344e-10,-4.7881324663758084e-10,-1.2924903856356835e-09,-2.0472370649484539e-09
5.99725,-2.4350477795349953e-09,-5.226172248710765e-10,-4.2537925719207864e-10,-4.060748190076797e-10,-4.7863639177450441e-10,-1.2912613742550872e-09,-2.0439970686955407e-09
5.9975,-2.4403420417929142e-09,-5.2310691445692323e-10,-4.2565571306875154e-10,-4.0614936475061554e-10,-4.7842360441180554e-10,-1.289924991431888e-09,-2.0405620922000054e-09
5.99775,-2.4453630380609793e-09,-5.2354821991407821e-10,-4.2589246032498382e-10,-4.0618711266304209e-10,-4.7817666434908106e-10,-1.2884787654027781e-09,-2.0369300557196023e-09
5.998,-2.450102120665662e-09,-5.2393923589726055e-10,-4.2608956976955412e-10,-4.0619048280726921e-10,-4.7790071180663301e-10,-1.2869284936964848e-09,-2.0331128853487515e-09
5.99825,-2.4545816395911468e-09,-5.2428713741795896e-10,-4.2624832785114949e-10,-4.0615977416948916e-10,-4.7759100386036973e-10,-1.2852511049129208e-09,-2.0290841833114705e-09
5.9985,-2.4587940406543178e-09,-5.2459046977663773e-10,-4.2636902219368394e-10,-4.0609755971406218e-10,-4.7725124918710269e-10,-1.283451682916941e-09,-2.0248576017094242e-09
5.99875,-2.462741827867412e-09,-5.2485105116894055e-10,-4.26452978727642e-10,-4.0600689559211336e-10,-4.7688219877924219e-10,-1.2815299305425549e-09,-2.02043664050881e-09
5.999,-2.4664313501143161e-09,-5.2507067846573419e-10,-4.2650156672627141e-10,-4.0588961334340975e-10,-4.7648322318998395e-10,-1.2794889064127911e-09,-2.0158297654289392e-09
5.99925,-2.4698540359846423e-09,-5.2524803005093254e-10,-4.2651675179524605e-10,-4.0574930548844134e-10,-4.7605726173443066e-10,-1.2773451437909687e-09,-2.0110654303566508e-09
5.9995,-2.4730245995481555e-09,-5.2539110720165281e-10,-4.2650117233824243e-10,-4.0558549656775783e-10,-4.7559517981984195e-10,-1.2750821566634272e-09,-2.0061205264017294e-09
5.99975,-2.475938278961537e-09,-5.254989159213325e-10,-4.2645865982936455e-10,-4.0540131548807175e-10,-4.7509980770087364e-10,-1.2727206244527705e-09,-2.0010264629861808e-09
6.0,-2.4785946513434489e-09,-5.2557251382289284e-10,-4.2639244765961009e-10,-4.0519862872480291e-10,-4.7457044017686336e-10,-1.2702704514815788e-09,-1.9957970080289471e-09
6.00025,-2.4809968354100757e-09,-5.2561268832532942e-10,-4.2630673103705713e-10,-4.0498113942814341e-10,-4.7401212378079963e-10,-1.2677553307436609e-09,-1.9904671616399073e-09
6.0005,-2.4831460305305126e-09,-5.2562561391379117e-10,-4.2620215653953069e-10,-4.0474578134736316e-10,-4.7341605185137682e-10,-1.2651521556667153e-09,-1.9850048658155733e-09
6.00075,-2.4850407107712789e-09,-5.25611601308118e-10,-4.260815493429627e-10,-4.0449461026286226e-10,-4.7278794623825259e-10,-1.2624775830813222e-09,-1.9794361024470632e-09
6.001,-2.4866811688141911e-09,-5.2557212831339264e-10,-4.2594628808987963e-10,-4.042278351942634e-10,-4.721296467576409e-10,-1.2597303837647448e-09,-1.9737659958522689e-09
6.00125,-2.4880663798830239e-09,-5.2550910871856038e-10,-4.2579587592576275e-10,-4.0394545354959045e-10,-4.7144361189856183e-10,-1.2569078483629007e-09,-1.9679981759762382e-09
6.0015,-2.4892009064346958e-09,-5.2542322957153052e-10,-4.2563144141453805e-10,-4.0364962143455732e-10,-4.7073737169771432e-10,-1.2540232981937616e-09,-1.962159068794634e-09
6.00175,-2.4900841050397743e-09,-5.2531984145394509e-10,-4.254497817308921e-10,-4.0333447445160352e-10,-4.7000227633254271e-10,-1.2510425249643134e-09,-1.9562021541897308e-09
6.002,-2.4907203566115256e-09,-5.2519861493410962e-10,-4.2525082076972324e-10,-4.0300132856193889e-10,-4.692442587728339e-10,-1.2479817727337369e-09,-1.9501513447974214e-09
6.00225,-2.4911172646089658e-09,-5.2505960109337118e-10,-4.2503414994704086e-10,-4.0264932974268966e-10,-4.6846317829530789e-10,-1.2448427774259508e-09,-1.9440064580960918e-09
6.0025,-2.491288349936041e-09,-5.2490297712066923e-10,-4.2479983563207643e-10,-4.0227982260874924e-10,-4.6766447935793498e-10,-1.2416495081467439e-09,-1.9377977800775388e-09
6.00275,-2.4912277788867753e-09,-5.2473165405709365e-10,-4.245447547448594e-10,-4.0188640481000861e-10,-4.6683738473324774e-10,-1.2383741593959986e-09,-1.9314820248462778e-09
6.003,-2.4909504694646617e-09,-5.2454312814204979e-10,-4.2427035598711511e-10,-4.0147013987273311e-10,-4.6598640223216131e-10,-1.235039308745723e-09,-1.9250863228465516e-09
6.00325,-2.4904632734436889e-09,-5.243369015190834e-10,-4.2397690527122889e-10,-4.0102970527310039e-10,-4.6511096664299873e-10,-1.2316507848894827e-09,-1.9186169277874328e-09
6.0035,-2.4897736076831129e-09,-5.241120402845933e-10,-4.2366526417595766e-10,-4.0056504772114075e-10,-4.6421078718939703e-10,-1.2282142810347813e-09,-1.9120802111985249e-09
6.00375,-2.4888970108513071e-09,-5.2386710032150481e-10,-4.2333741755336187e-10,-4.0007913367246544e-10,-4.6329114162124e-10,-1.2247515544425712e-09,-1.9055099575518248e-09
6.004,-2.4878249574079555e-09,-5.2360408806858885e-10,-4.2299135125308146e-10,-3.9956688898408252e-10,-4.623399875058104e-10,-1.2212291424539347e-09,-1.8988636501276916e-09
6.00425,-2.4865723713567003e-09,-5.2332014653363104e-10,-4.2262861087226416e-10,-3.9903264274386039e-10,-4.6136239799805137e-10,-1.2176658316778854e-09,-1.8921738014965323e-09
6.0045,-2.485144847517905e-09,-5.2301444867216213e-10,-4.2225006727997705e-10,-3.9847833687217223e-10,-4.6035843444958705e-10,-1.2140593818834642e-09,-1.885445702697406e-09
6.00475,-2.4835660520978573e-09,-5.2268670119486929e-10,-4.218585527842952e-10,-3.979099435637028e-10,-4.5933609107769355e-10,-1.2104302298936133e-09,-1.8787176322056485e-09
6.005,-2.481817449663766e-09,-5.223381239444982e-10,-4.2144999005097489e-10,-3.9732310084132704e-10,-4.5828629235787006e-10,-1.206738899183855e-09,-1.8719452965147623e-09
6.00525,-2.4799229676736729e-09,-5.2196815626191671e-10,-4.210262325578448e-10,-3.9672279095731672e-10,-4.5721792921511301e-10,-1.2030033111437542e-09,-1.8651642598019603e-09
6.0055,-2.4778924081196536e-09,-5.2157548795598567e-10,-4.2058546204710754e-10,-3.961103997330512e-10,-4.5613437152593108e-10,-1.1992234531312728e-09,-1.858387308218204e-09
6.00575,-2.4757522936902408e-09,-5.2116082462637011e-10,-4.2012980399655401e-10,-3.9549129972587027e-10,-4.5504583739708189e-10,-1.1954238878610629e-09,-1.8516548605290093e-09
6.006,-2.473485840552727e-09,-5.2072525867946809e-10,-4.1965370598434576e-10,-3.9485828703312969e-10,-4.5394200414455641e-10,-1.1915676557782147e-09,-1.8449171546879582e-09
6.00625,-2.4711165969230835e-09,-5.2026870542759367e-10,-4.1916079762401062e-10,-3.9421538650730338e-10,-4.5283038248381686e-10,-1.1876788575827511e-09,-1.8382032306300918e-09
6.0065,-2.4686554259946944e-09,-5.1979140183543287e-10,-4.1865180748585881e-10,-3.9356234584832804e-10,-4.517117345116593e-10,-1.1837645813891903e-09,-1.8315093989197938e-09
6.00675,-2.4661325511829481e-09,-5.1929497463743403e-10,-4.1813062802676928e-10,-3.9290242002509163e-10,-4.5059218561260625e-10,-1.1798519530444633e-09,-1.8248568514236755e-09
6.007,-2.4635249486098243e-09,-5.1878198326243701e-10,-4.1759413635747382e-10,-3.9222753195132347e-10,-4.4946010379044173e-10,-1.1759129122076233e-09,-1.8181793785918672e-09
6.00725,-2.4608593033374694e-09,-5.1825347524386299e-10,-4.1704707787592891e-10,-3.9154053088751885e-10,-4.4832044205551203e-10,-1.1719751049312953e-09,-1.8114893894347098e-09
6.0075,-2.4581507270189031e-09,-5.1771258753200213e-10,-4.1649165507130995e-10,-3.9084117435975221e-10,-4.4717227957139951e-10,-1.1680470730739573e-09,-1.8047743207924117e-09
6.00775,-2.4554267242062043e-09,-5.1716292031338356e-10,-4.1593223399817913e-10,-3.9013416227351873e-10,-4.4602277815055056e-10,-1.1641601569587445e-09,-1.7980591642658859e-09
6.008,-2.4526623194859123e-09,-5.166076149083317e-10,-4.1536419088920231e-10,-3.8941195329056512e-10,-4.4485937188546038e-10,-1.1602775564522798e-09,-1.7912830893620454e-09
6.00825,-2.4498881322393941e-09,-5.1604871980625091e-10,-4.1479137378433111e-10,-3.8867905956818147e-10,-4.4368980125601703e-10,-1.1564214340039568e-09,-1.7844777407018916e-09
6.0085,-2.4471132678842119e-09,-5.1548897800557754e-10,-4.142150540091512e-10,-3.8793665970087734e-10,-4.4251638983142854e-10,-1.1525905344663811e-09,-1.7776495452623264e-09
6.00875,-2.4443659557043126e-09,-5.1493056973531022e-10,-4.136379423904326e-10,-3.8719059734552713e-10,-4.4134975814099579e-10,-1.1488050046607251e-09,-1.7708391795108167e-09
6.009,-2.4416143810862708e-09,-5.1437456375626076e-10,-4.1305225421553138e-10,-3.8643353407738457e-10,-4.4018084143151235e-10,-1.1450190879927273e-09,-1.7640000674230125e-09
6.00925,-2.4388849234043091e-09,-5.1382149802383465e-10,-4.1246000026284423e-10,-3.8567055506702915e-10,-4.3901997092188537e-10,-1.141250170092731e-09,-1.7571700756209881e-09
6.0095,-2.436180068510748e-09,-5.1327105851882971e-10,-4.1186073992797666e-10,-3.849032530878084e-10,-4.378701359001887e-10,-1.137495461864984e-09,-1.750360485311116e-09
6.00975,-2.433520461395984e-09,-5.1272412852090714e-10,-4.112574651608702e-10,-3.8413809268442675e-10,-4.367413119887455e-10,-1.1337754782817541e-09,-1.7436153659531556e-09
6.01,-2.4308771827841845e-09,-5.1217996234078931e-10,-4.1064398405882336e-10,-3.8336876396669319e-10,-4.3562168878655558e-10,-1.1300445116075339e-09,-1.736887690854574e-09
6.01025,-2.4282676003235748e-09,-5.1163820605555739e-10,-4.1002413968672864e-10,-3.8260049072165172e-10,-4.3451777581807985e-10,-1.1263209808759097e-09,-1.7302147137123186e-09
6.0105,-2.4256884817003847e-09,-5.1109858568159964e-10,-4.0939876029889438e-10,-3.8183398382242566e-10,-4.3342791124617424e-10,-1.1226015773870461e-09,-1.7236026143254366e-09
6.01075,-2.4231529862622278e-09,-5.1056069735203455e-10,-4.0877114160855748e-10,-3.8107403779103813e-10,-4.3235683667295837e-10,-1.1189044655256136e-09,-1.7170814437405068e-09
6.011,-2.4206294383449739e-09,-5.1002452285883922e-10,-4.0813636238888212e-10,-3.8031289341777241e-10,-4.3128960147977033e-10,-1.1151906951882128e-09,-1.7105921517960162e-09
6.01125,-2.4181268864307337e-09,-5.0948909958478799e-10,-4.0749901854129797e-10,-3.7955378420616935e-10,-4.3022893724469354e-10,-1.1114779746151457e-09,-1.7041503818311824e-09
6.0115,-2.4156401554037511e-09,-5.0895369254761246e-10,-4.0686012942178203e-10,-3.7879634987166639e-10,-4.2917197592256683e-10,-1.1077689396728511e-09,-1.6977440536754501e-09
6.01175,-2.4131767311609375e-09,-5.0841708626816459e-10,-4.0622348496850549e-10,-3.7804473068826659e-10,-4.281224970121866e-10,-1.1040857251757957e-09,-1.6913880202890109e-09
6.012,-2.4107080435461992e-09,-5.0787851670846753e-10,-4.0558218210140742e-10,-3.7729133476075393e-10,-4.2706623749826359e-10,-1.1003937995240148e-09,-1.6850165362718692e-09
6.01225,-2.408244964555998e-09,-5.0733544682822674e-10,-4.0494025014358018e-10,-3.7654007096698342e-10,-4.2600721567896728e-10,-1.0967150875777126e-09,-1.678647705081389e-09
6.0125,-2.4057893903394987e-09,-5.0678589134803169e-10,-4.0429766271347781e-10,-3.7579172680960941e-10,-4.2494436807517223e-10,-1.0930518625442395e-09,-1.6722773314986977e-09
6.01275,-2.4033625621933377e-09,-5.0622910822927378e-10,-4.0365765123245404e-10,-3.7505203462232875e-10,-4.2388420956726581e-10,-1.0894278863841083e-09,-1.6659378487125019e-09
6.013,-2.4009419259438474e-09,-5.0566354748741416e-10,-4.0301358786299988e-10,-3.7431591012806957e-10,-4.2281643833423222e-10,-1.085807837858055e-09,-1.6595817001082596e-09
6.01325,-2.3985522829343384e-09,-5.0508750463383952e-10,-4.0236896620514996e-10,-3.7358852503065717e-10,-4.2174846244806422e-10,-1.0822111544269895e-09,-1.6532441858893551e-09
6.0135,-2.3962063592808714e-09,-5.0450059980961906e-10,-4.0172592565014386e-10,-3.7287302856108239e-10,-4.2068350888112279e-10,-1.0786399597561053e-09,-1.6469374883994079e-09
6.01375,-2.3939354823656801e-09,-5.0390298460672912e-10,-4.0108933183747856e-10,-3.7217534458090041e-10,-4.196309618751193e-10,-1.0751150277572136e-09,-1.6407011186117841e-09
6.014,-2.3917254099450384e-09,-5.0329679258017949e-10,-4.0045578008483513e-10,-3.7149086770094726e-10,-4.1858432953709171e-10,-1.0716049319276097e-09,-1.6345016297354262e-09
6.01425,-2.3896057360626567e-09,-5.0268334057512436e-10,-3.9983121165273325e-10,-3.7082434323295975e-10,-4.1755221152332138e-10,-1.0681299888942724e-09,-1.6283747901014608e-09
6.0145,-2.3875886982409124e-09,-5.0206541962270604e-10,-3.9921922446910737e-10,-3.701772369729033e-10,-4.1653762729545356e-10,-1.0646961376738449e-09,-1.6223313242147295e-09
6.01475,-2.385703063260665e-09,-5.0144591306619314e-10,-3.9862425027852306e-10,-3.695538654009701e-10,-4.155487553292331e-10,-1.0613272635951671e-09,-1.6164055844285624e-09
6.015,-2.3839257837528625e-09,-5.0083083437144439e-10,-3.9804300310638056e-10,-3.6894790179558459e-10,-4.1457706960296717e-10,-1.0579970242031566e-09,-1.6105536526784209e-09
6.01525,-2.3822826336568266e-09,-5.0022278450120911e-10,-3.9748081481829015e-10,-3.683630507253553e-10,-4.1362847084653499e-10,-1.054731067528856e-09,-1.6048030801580243e-09
6.0155,-2.3807792344383528e-09,-4.9962607356357786e-10,-3.9693955037927026e-10,-3.6779914354013761e-10,-4.1270265713908479e-10,-1.0515380493352728e-09,-1.5991552666768862e-09
6.01575,-2.3794219150748412e-09,-4.9904521293889104e-10,-3.9642164065991831e-10,-3.6725648745384627e-10,-4.1179950448150534e-10,-1.0484278220990712e-09,-1.593616214395694e-09
6.016,-2.3782298316249585e-09,-4.984841268360473e-10,-3.9593131578980561e-10,-3.6673811105352212e-10,-4.1092368958604967e-10,-1.0454260406441346e-09,-1.5882148454852624e-09
6.01625,-2.3771830183109221e-09,-4.9794909459567714e-10,-3.9546368187877403e-10,-3.6623756661645911e-10,-4.1006648020154214e-10,-1.0425096734775661e-09,-1.5829143892020861e-09
6.0165,-2.3763009955159938e-09,-4.974422401016045e-10,-3.9502299857747876e-10,-3.6575828221644154e-10,-4.0923391077390453e-10,-1.039699280789203e-09,-1.5777444306602529e-09
6.01675,-2.3755903974876517e-09,-4.9696728219275165e-10,-3.946112952268296e-10,-3.6530093170155584e-10,-4.0842815361032365e-10,-1.0369958715695025e-09,-1.5727115060106534e-09
6.017,-2.3750672287758811e-09,-4.9652675665282066e-10,-3.9423168163983002e-10,-3.6486961577563619e-10,-4.0765746949021176e-10,-1.0344162550816824e-09,-1.567842281730069e-09
6.01725,-2.3747101737660306e-09,-4.961261019459298e-10,-3.9388007090464079e-10,-3.6446028297551705e-10,-4.0691728607731179e-10,-1.0319243357960491e-09,-1.5630964684860038e-09
6.0175,-2.3745364169235107e-09,-4.9576671151463228e-10,-3.9356166707535941e-10,-3.6407778684913352e-10,-4.0621559012700249e-10,-1.0295313290003601e-09,-1.5584937484536719e-09
6.01775,-2.374542135349931e-09,-4.9545049623043055e-10,-3.9327789235861026e-10,-3.6372441007326278e-10,-4.0555537836147054e-10,-1.0272324481785776e-09,-1.5540306949532043e-09
6.018,-2.3747368420854059e-09,-4.9517841308475098e-10,-3.9303122293230548e-10,-3.634051251946057e-10,-4.0494383794886142e-10,-1.0250397314327025e-09,-1.5497252388268321e-09
6.01825,-2.3750941455179917e-09,-4.9495485812036541e-10,-3.9281782745899907e-10,-3.6311836103708019e-10,-4.0437659276462787e-10,-1.0229270251016551e-09,-1.5455403720352372e-09
6.0185,-2.3756191617208323e-09,-4.9477873476630997e-10,-3.9264022580778971e-10,-3.6286790161713863e-10,-4.0385835705525472e-10,-1.0209110661332011e-09,-1.5414926902670311e-09
6.01875,-2.376303858095891e-09,-4.9464960950331936e-10,-3.9249951343544179e-10,-3.6265669568925655e-10,-4.0339068568884757e-10,-1.018996550742083e-09,-1.5375824455869182e-09
6.019,-2.3771480036886738e-09,-4.9456655218842761e-10,-3.9239789985694409e-10,-3.6248872212226286e-10,-4.0297768791116292e-10,-1.0172013786111225e-09,-1.5338289519701312e-09
6.01925,-2.378118709648262e-09,-4.9453150025267856e-10,-3.9233093304327309e-10,-3.6236085925454735e-10,-4.0261280757902301e-10,-1.0155070044371405e-09,-1.5302051847241338e-09
6.0195,-2.3792146946772714e-09,-4.9454165065899488e-10,-3.9230120337678065e-10,-3.6227529447273584e-10,-4.0229811769825269e-10,-1.0139260819280163e-09,-1.526726158151059e-09
6.01975,-2.3804229037388229e-09,-4.9459442731572564e-10,-3.9230807356858718e-10,-3.6223099132948936e-10,-4.0203200544607384e-10,-1.0124579500478146e-09,-1.5233943709298776e-09
6.02,-2.3817383922091986e-09,-4.9468653217372325e-10,-3.9235143309913417e-10,-3.622276009529066e-10,-4.0181519782687637e-10,-1.0111117124045956e-09,-1.5202232155701135e-09
6.02025,-2.3831314322713137e-09,-4.9481963692719505e-10,-3.924266673069652e-10,-3.6225972043687533e-10,-4.0164093926919588e-10,-1.0098651102214853e-09,-1.5171886388167301e-09
6.0205,-2.3846021127901463e-09,-4.9498962346211113e-10,-3.9253417409096224e-10,-3.6232577247718684e-10,-4.0150929132969096e-10,-1.0087269873261706e-09,-1.5143035826477796e-09
6.02075,-2.3861409907013427e-09,-4.9519435731499159e-10,-3.9267226716793126e-10,-3.6242352294052331e-10,-4.0141859781616555e-10,-1.0076972443287975e-09,-1.5115695998490892e-09
6.021,-2.3877454127014033e-09,-4.9542903135871843e-10,-3.9283986510331944e-10,-3.625522340316107e-10,-4.0136943268504773e-10,-1.0067856864074483e-09,-1.5090020770624044e-09
6.02125,-2.3893953031166745e-09,-4.9569453182205213e-10,-3.9303134874776731e-10,-3.6270856141875101e-10,-4.0135751320735909e-10,-1.0059758391486812e-09,-1.5065849288828275e-09
6.0215,-2.3910917667797082e-09,-4.9598509077352317e-10,-3.9324581606355629e-10,-3.6289221986253239e-10,-4.0138324424587804e-10,-1.0052742439156247e-09,-1.5043337659398249e-09
6.02175,-2.3928286241799657e-09,-4.9629695657834034e-10,-3.9348071963273824e-10,-3.6310298759503006e-10,-4.0144564467275466e-10,-1.0046779286333301e-09,-1.5022537647113137e-09
6.022,-2.394604189445582e-09,-4.966235326627768e-10,-3.9373273723110833e-10,-3.6334002224852666e-10,-4.0154434278738571e-10,-1.0041888140304883e-09,-1.5003567377517706e-09
6.02225,-2.3963997127983527e-09,-4.9696418927320071e-10,-3.9399661687434365e-10,-3.6360121541622943e-10,-4.0167564807653005e-10,-1.0037880535606522e-09,-1.4986221745754345e-09
6.0225,-2.3982118003635007e-09,-4.9731053837948849e-10,-3.9426947192743752e-10,-3.6388506291791134e-10,-4.0183865772809215e-10,-1.0034765208096321e-09,-1.4970482592749642e-09
