Physical Time (s),Etau_left Monitor (W)
6.64375,-2.3628297350122547e-11
6.644,-2.3628548824209139e-11
6.64425,-2.3628796856830368e-11
6.6445,-2.3629039902203472e-11
6.64475,-2.3629277143080173e-11
6.645,-2.3629508641780719e-11
6.64525,-2.3629735346936049e-11
6.6455,-2.362995889522665e-11
6.64575,-2.3630181593230349e-11
6.646,-2.3630406230383186e-11
6.64625,-2.3630635898091205e-11
6.6465,-2.3630873883868789e-11
6.64675,-2.3631123450411433e-11
6.647,-2.3631387826117588e-11
6.64725,-2.3631670106387396e-11
6.6475,-2.3631973151487953e-11
6.64775,-2.363229948448076e-11
6.648,-2.3632651288684023e-11
6.64825,-2.3633030481305018e-11
6.6485,-2.3633438710124734e-11
6.64875,-2.3633877388729389e-11
6.649,-2.3634347792254303e-11
6.64925,-2.3634851077770334e-11
6.6495,-2.3635388001564055e-11
6.64975,-2.3635959017627311e-11
6.65,-2.3636564088433277e-11
6.65025,-2.3637202823841264e-11
6.6505,-2.3637874276450733e-11
6.65075,-2.3638576863853889e-11
6.651,-2.3639308504706632e-11
6.65125,-2.3640066585387604e-11
6.6515,-2.3640848046675253e-11
6.65175,-2.3641649569820171e-11
6.652,-2.3642467606759731e-11
6.65225,-2.3643298130049746e-11
6.6525,-2.3644136662759135e-11
6.65275,-2.3644978248154545e-11
6.653,-2.3645817696705265e-11
6.65325,-2.3646649754843724e-11
6.6535,-2.3647469242310469e-11
6.65375,-2.3648271244120597e-11
6.654,-2.364905122803304e-11
6.65425,-2.3649804986968061e-11
6.6545,-2.3650529019447238e-11
6.65475,-2.3651220535342401e-11
6.655,-2.3651877377584448e-11
6.65525,-2.3652498135429498e-11
6.6555,-2.3653082115411366e-11
6.65575,-2.3653629239993861e-11
6.656,-2.3654139971927121e-11
6.65625,-2.3654615179837778e-11
6.6565,-2.3655056153740149e-11
6.65675,-2.3655464548996678e-11
6.657,-2.3655842512921537e-11
6.65725,-2.3656192561640373e-11
6.6575,-2.3656517700488739e-11
6.65775,-2.3656821240665413e-11
6.658,-2.3657106830573755e-11
6.65825,-2.3657378469749056e-11
6.6585,-2.3657640282094051e-11
6.65875,-2.3657896526604761e-11
6.659,-2.36581515190501e-11
6.65925,-2.3658409647470908e-11
6.6595,-2.3658674989780497e-11
6.65975,-2.3658951334565142e-11
6.66,-2.365924210446159e-11
6.66025,-2.3659550026401128e-11
6.6605,-2.3659877277200407e-11
6.66075,-2.366022555362051e-11
6.661,-2.3660595910420066e-11
6.66125,-2.366098890904672e-11
6.6615,-2.3661404273372906e-11
6.66175,-2.3661840963521783e-11
6.662,-2.3662297029497607e-11
6.66225,-2.3662769613659694e-11
6.6625,-2.366325509431473e-11
6.66275,-2.3663749422214703e-11
6.663,-2.3664248033017485e-11
6.66325,-2.3664746163054652e-11
6.6635,-2.3665238911249817e-11
6.66375,-2.3665721598210162e-11
6.664,-2.366619012393762e-11
6.66425,-2.366664124588589e-11
6.6645,-2.3667073062773678e-11
6.66475,-2.3667484898256303e-11
6.665,-2.3667877519464684e-11
6.66525,-2.3668252681125971e-11
6.6655,-2.3668613320941804e-11
6.66575,-2.366896327011516e-11
6.666,-2.3669306692543201e-11
6.66625,-2.3669647721345461e-11
6.6665,-2.36699900330795e-11
6.66675,-2.3670336977092333e-11
6.667,-2.3670691459027886e-11
6.66725,-2.3671055654383554e-11
6.6675,-2.3671431244849571e-11
6.66775,-2.367181966408864e-11
6.668,-2.3672221938619858e-11
6.66825,-2.3672638750564238e-11
6.6685,-2.3673070839601197e-11
6.66875,-2.3673519245797717e-11
6.669,-2.3673985066614093e-11
6.66925,-2.3674469312155224e-11
6.6695,-2.3674973204864929e-11
6.66975,-2.3675497899679482e-11
6.67,-2.3676044055499903e-11
6.67025,-2.3676611834280434e-11
6.6705,-2.36772010116589e-11
6.67075,-2.3677810931658262e-11
6.671,-2.3678440021596768e-11
6.67125,-2.3679086467768702e-11
6.6715,-2.3679747749041405e-11
6.67175,-2.3680420907200029e-11
6.672,-2.368110262627121e-11
6.67225,-2.3681789243896913e-11
6.6725,-2.3682477005424067e-11
6.67275,-2.3683161684935841e-11
6.673,-2.3683838967819674e-11
6.67325,-2.3684504209290584e-11
6.6735,-2.3685152479229748e-11
6.67375,-2.3685778865334231e-11
6.674,-2.3686377962741382e-11
6.67425,-2.3686944443159827e-11
6.6745,-2.3687473272769256e-11
6.67475,-2.3687959629315471e-11
6.675,-2.3688399147448289e-11
6.67525,-2.368878822996136e-11
6.6755,-2.3689124197108289e-11
6.67575,-2.3689405598121942e-11
6.676,-2.3689631914521804e-11
6.67625,-2.3689803755699626e-11
6.6765,-2.3689922797085505e-11
6.67675,-2.3689992060642736e-11
6.677,-2.3690015651869055e-11
6.67725,-2.368999862407188e-11
6.6775,-2.3689946757837906e-11
6.67775,-2.3689866653040125e-11
6.678,-2.3689765331825569e-11
6.67825,-2.3689650131417834e-11
6.6785,-2.3689528286174959e-11
6.67875,-2.3689406990381968e-11
6.679,-2.3689292978266699e-11
6.67925,-2.3689192792019178e-11
6.6795,-2.3689112318128244e-11
6.67975,-2.3689056764549164e-11
6.68,-2.3689030597902913e-11
6.68025,-2.3689037244001967e-11
6.6805,-2.3689079614985265e-11
6.68075,-2.3689159701241877e-11
6.681,-2.368927888943453e-11
6.68125,-2.3689437974772513e-11
6.6815,-2.3689636684739938e-11
6.68175,-2.3689873951327749e-11
6.682,-2.3690147786882608e-11
6.68225,-2.3690455229536198e-11
6.6825,-2.3690792709744291e-11
6.68275,-2.3691156177204075e-11
6.683,-2.3691541388314099e-11
6.68325,-2.3691943238181657e-11
6.6835,-2.3692356494910769e-11
6.68375,-2.3692775952751015e-11
6.684,-2.3693196404583845e-11
6.68425,-2.3693612889371821e-11
6.6845,-2.3694020442189622e-11
6.68475,-2.3694414561832817e-11
6.685,-2.3694791117710445e-11
6.68525,-2.3695146053673326e-11
6.6855,-2.3695475592713827e-11
6.68575,-2.3695776169364414e-11
6.686,-2.3696044101240584e-11
6.68625,-2.3696276359556189e-11
6.6865,-2.3696469674803724e-11
6.68675,-2.3696621129180693e-11
6.687,-2.3696728490500859e-11
6.68725,-2.3696790675263117e-11
6.6875,-2.369680705891923e-11
6.68775,-2.3696778190848246e-11
6.688,-2.3696706122543361e-11
6.68825,-2.369659344457562e-11
6.6885,-2.3696444224729045e-11
6.68875,-2.3696263736079606e-11
6.689,-2.3696058174171168e-11
6.68925,-2.3695834090136429e-11
6.6895,-2.3695598504747081e-11
6.68975,-2.3695358322017889e-11
6.69,-2.3695120065935058e-11
6.69025,-2.369488957077356e-11
6.6905,-2.3694672078555462e-11
6.69075,-2.3694472068623913e-11
6.691,-2.3694293341652303e-11
6.69125,-2.3694138772606094e-11
6.6915,-2.3694010262376248e-11
6.69175,-2.3693908509375131e-11
6.692,-2.369383326222241e-11
6.69225,-2.3693783237217422e-11
6.6925,-2.3693756125440907e-11
6.69275,-2.3693748633513355e-11
6.693,-2.3693756595295922e-11
6.69325,-2.3693775240770174e-11
6.6935,-2.3693799077600036e-11
6.69375,-2.3693822571661446e-11
6.694,-2.369383993292946e-11
6.69425,-2.3693845730703055e-11
6.6945,-2.3693834994250534e-11
6.69475,-2.3693803420207259e-11
6.695,-2.3693747578928934e-11
6.69525,-2.3693664934925146e-11
6.6955,-2.3693553431785395e-11
6.69575,-2.3693412140504424e-11
6.696,-2.3693240798607578e-11
6.69625,-2.369303979702797e-11
6.6965,-2.3692810056335715e-11
6.69675,-2.3692552923367983e-11
6.697,-2.3692270092632748e-11
6.69725,-2.3691963217870998e-11
6.6975,-2.3691634255127278e-11
6.69775,-2.3691285774248543e-11
6.698,-2.3690921122299674e-11
6.69825,-2.3690544123178659e-11
6.6985,-2.369015891184486e-11
6.69875,-2.3689769992160978e-11
6.699,-2.3689381837962749e-11
6.69925,-2.3688998895809013e-11
6.6995,-2.3688625364707653e-11
6.69975,-2.3688265446497917e-11
6.7,-2.368792294184121e-11
6.70025,-2.3687600707103561e-11
6.7005,-2.3687300923014595e-11
6.70075,-2.3687024344943513e-11
6.701,-2.3686771007234539e-11
6.70125,-2.3686539943839891e-11
6.7015,-2.3686329124340967e-11
6.70175,-2.3686135828787769e-11
6.702,-2.3685956696707517e-11
6.70225,-2.3685787737533862e-11
6.7025,-2.3685624621567693e-11
6.70275,-2.3685463142572249e-11
6.703,-2.3685298809771476e-11
6.70325,-2.3685127509482989e-11
6.7035,-2.368494516184362e-11
6.70375,-2.3684747940567041e-11
6.704,-2.3684532375856932e-11
6.70425,-2.3684294925114813e-11
6.7045,-2.3684032179760897e-11
6.70475,-2.3683740995680079e-11
6.705,-2.3683418788468109e-11
6.70525,-2.3683063433301196e-11
6.7055,-2.3682672889650114e-11
6.70575,-2.368224554120956e-11
6.706,-2.3681780251993461e-11
6.70625,-2.3681276414931892e-11
6.7065,-2.3680733796987741e-11
6.70675,-2.3680152952025321e-11
6.707,-2.3679534968145687e-11
6.70725,-2.3678881674258404e-11
6.7075,-2.3678195567388503e-11
6.70775,-2.3677479460015952e-11
6.708,-2.3676736460452284e-11
6.70825,-2.367597010521842e-11
6.7085,-2.3675184138108719e-11
6.70875,-2.3674382696749087e-11
6.709,-2.3673570269776553e-11
6.70925,-2.3672751513201204e-11
6.7095,-2.3671931012853874e-11
6.70975,-2.3671113332450877e-11
6.71,-2.3670302459725026e-11
6.71025,-2.3669502047758356e-11
6.7105,-2.3668715177877202e-11
6.71075,-2.366794471846715e-11
6.711,-2.3667192625515309e-11
6.71125,-2.366646014437314e-11
6.7115,-2.3665747483187255e-11
6.71175,-2.3665053889777184e-11
6.712,-2.3664377871400317e-11
6.71225,-2.3663717418350594e-11
6.7125,-2.3663070353875544e-11
6.71275,-2.3662434495018236e-11
6.713,-2.3661807822711018e-11
6.71325,-2.3661188386057011e-11
6.7135,-2.3660574789900384e-11
6.71375,-2.3659966492678917e-11
6.714,-2.3659363816735528e-11
6.71425,-2.3658767824311392e-11
6.7145,-2.3658180330968933e-11
6.71475,-2.3657603842249774e-11
6.715,-2.365704132222466e-11
6.71525,-2.3656495986001069e-11
6.7155,-2.3655970984410547e-11
6.71575,-2.3655469527929871e-11
6.716,-2.3654994398393924e-11
6.71625,-2.3654547922352881e-11
6.7165,-2.3654131862751632e-11
6.71675,-2.3653747061930061e-11
6.717,-2.3653393714355191e-11
6.71725,-2.3653071222355208e-11
6.7175,-2.3652778491732105e-11
6.71775,-2.3652513605333587e-11
6.718,-2.3652273794358843e-11
6.71825,-2.3652055732529221e-11
6.7185,-2.3651856013089547e-11
6.71875,-2.3651670658024231e-11
6.719,-2.3651495419643056e-11
6.71925,-2.3651326032205334e-11
6.7195,-2.3651158257146329e-11
6.71975,-2.3650987895620074e-11
6.72,-2.3650811159976989e-11
6.72025,-2.3650624318362555e-11
6.7205,-2.3650423802316797e-11
6.72075,-2.3650206076928265e-11
6.721,-2.3649968026628667e-11
6.72125,-2.3649706749486868e-11
6.7215,-2.3649419319198265e-11
6.72175,-2.3649103062750183e-11
6.722,-2.3648755596496405e-11
6.72225,-2.3648374771965061e-11
6.7225,-2.3647958589845703e-11
6.72275,-2.3647505733602689e-11
6.723,-2.3647015119753851e-11
6.72325,-2.3646486226402847e-11
6.7235,-2.3645919281643431e-11
6.72375,-2.3645315220204314e-11
6.724,-2.3644675901487707e-11
6.72425,-2.3644003924177103e-11
6.7245,-2.3643302694016633e-11
6.72475,-2.3642576534585804e-11
6.725,-2.3641829788042566e-11
6.72525,-2.3641066979703741e-11
6.7255,-2.3640292855059536e-11
6.72575,-2.36395119093201e-11
6.726,-2.3638728834484105e-11
6.72625,-2.3637948091282647e-11
6.7265,-2.3637173867118545e-11
6.72675,-2.3636409839176806e-11
6.727,-2.3635659773683421e-11
6.72725,-2.3634927209009161e-11
6.7275,-2.3634215403104277e-11
6.72775,-2.3633527219949994e-11
6.728,-2.3632865164872418e-11
6.72825,-2.3632231327650514e-11
6.7285,-2.3631627132656954e-11
6.72875,-2.3631053449369287e-11
6.729,-2.3630510580917988e-11
6.72925,-2.3629998259405041e-11
6.7295,-2.3629515631733122e-11
6.72975,-2.3629061350362204e-11
6.73,-2.3628633573623149e-11
6.73025,-2.3628230165176697e-11
6.7305,-2.3627848760912393e-11
6.73075,-2.3627486618623975e-11
6.731,-2.362714095021546e-11
6.73125,-2.3626809021522341e-11
6.7315,-2.3626488233427062e-11
6.73175,-2.3626176249372507e-11
6.732,-2.3625871120710623e-11
6.73225,-2.3625571362572852e-11
6.7325,-2.3625276117847343e-11
6.73275,-2.3624984874671313e-11
6.733,-2.3624697540678457e-11
6.73325,-2.3624414345135573e-11
6.7335,-2.3624135557189003e-11
6.73375,-2.3623861304307725e-11
6.734,-2.3623591442681276e-11
6.73425,-2.3623325360827497e-11
6.7345,-2.3623061896973319e-11
6.73475,-2.3622799327063248e-11
6.735,-2.3622535397521962e-11
6.73525,-2.3622267209182169e-11
6.7355,-2.3621991586930667e-11
6.73575,-2.3621705308249566e-11
6.736,-2.3621405182767102e-11
6.73625,-2.3621088352562442e-11
6.7365,-2.3620752816039762e-11
6.73675,-2.3620396874306107e-11
6.737,-2.3620019483572736e-11
6.73725,-2.3619620429823304e-11
6.7375,-2.3619200769169236e-11
6.73775,-2.3618762693747954e-11
6.738,-2.361830939169853e-11
6.73825,-2.3617844790574e-11
6.7385,-2.3617373439905171e-11
6.73875,-2.3616900425691838e-11
6.739,-2.3616431141042042e-11
6.73925,-2.3615971129566513e-11
6.7395,-2.361552576836177e-11
6.73975,-2.3615100170184398e-11
6.74,-2.3614699087167745e-11
6.74025,-2.3614326669480415e-11
6.7405,-2.361398623147767e-11
6.74075,-2.3613680117723613e-11
6.741,-2.3613409812811135e-11
6.74125,-2.3613175913739106e-11
6.7415,-2.3612978355145311e-11
6.74175,-2.3612816484572129e-11
6.742,-2.3612689364470032e-11
6.74225,-2.3612595998818178e-11
6.7425,-2.3612535249767521e-11
6.74275,-2.3612505986985501e-11
6.743,-2.3612507198725476e-11
6.74325,-2.3612537715653806e-11
6.7435,-2.3612596267584988e-11
6.74375,-2.3612681378469716e-11
6.744,-2.3612791107311894e-11
6.74425,-2.3612923010196989e-11
6.7445,-2.3613074108802475e-11
6.74475,-2.3613240771430341e-11
6.745,-2.3613418830438711e-11
6.74525,-2.3613603646260679e-11
6.7455,-2.3613790422393889e-11
6.74575,-2.3613974317149377e-11
6.746,-2.3614150929436574e-11
6.74625,-2.3614316500801839e-11
6.7465,-2.361446796148187e-11
6.74675,-2.3614603097198996e-11
6.747,-2.3614720522523971e-11
6.74725,-2.3614819338567706e-11
6.7475,-2.361489914879816e-11
6.74775,-2.3614959957954946e-11
6.748,-2.3615002164520578e-11
6.74825,-2.3615026334047077e-11
6.7485,-2.3615033197041473e-11
6.74875,-2.3615023491588476e-11
6.749,-2.3614998162503915e-11
6.74925,-2.3614958064871726e-11
6.7495,-2.3614903956878335e-11
6.74975,-2.3614836353701341e-11
6.75,-2.361475559781007e-11
6.75025,-2.3614661977441627e-11
6.7505,-2.3614555588512529e-11
6.75075,-2.3614436653783469e-11
6.751,-2.3614305131978412e-11
6.75125,-2.3614161062734548e-11
6.7515,-2.3614004392689586e-11
6.75175,-2.3613834871458744e-11
6.752,-2.361365237049896e-11
6.75225,-2.3613456868331893e-11
6.7525,-2.3613248311362981e-11
6.75275,-2.3613027178400918e-11
6.753,-2.3612794156711571e-11
6.75325,-2.3612550455883813e-11
6.7535,-2.3612297771372305e-11
6.75375,-2.3612038127470604e-11
6.754,-2.3611774078113363e-11
6.75425,-2.361150867157985e-11
6.7545,-2.3611245303208557e-11
6.75475,-2.3610987634887407e-11
6.755,-2.3610739542689993e-11
6.75525,-2.3610504904687446e-11
6.7555,-2.3610287695881976e-11
6.75575,-2.3610091653862716e-11
6.756,-2.3609920284814721e-11
6.75625,-2.3609776767464079e-11
6.7565,-2.3609663958887756e-11
6.75675,-2.3609584409269679e-11
6.757,-2.3609540508512602e-11
6.75725,-2.3609534469998536e-11
6.7575,-2.3609568338174427e-11
6.75775,-2.3609643872779022e-11
6.758,-2.3609762653213868e-11
6.75825,-2.3609926038386944e-11
6.7585,-2.3610135179846401e-11
6.75875,-2.3610390731563428e-11
6.759,-2.3610692777812265e-11
6.75925,-2.3611040812438327e-11
6.7595,-2.3611433846941288e-11
6.75975,-2.3611870200601955e-11
6.76,-2.3612347253571164e-11
6.76025,-2.3612861463422264e-11
6.7605,-2.3613408316842628e-11
6.76075,-2.361398254833137e-11
6.761,-2.3614578306604807e-11
6.76125,-2.3615189163329368e-11
6.7615,-2.3615808641870053e-11
6.76175,-2.3616430521347663e-11
6.762,-2.3617048962612898e-11
6.76225,-2.3617658679731568e-11
6.7625,-2.3618254975881949e-11
6.76275,-2.361883387795524e-11
6.763,-2.361939216967109e-11
6.76325,-2.3619927543328278e-11
6.7635,-2.3620438429043887e-11
6.76375,-2.3620923927322058e-11
6.764,-2.3621383861865031e-11
6.76425,-2.3621818606540447e-11
6.7645,-2.3622229017928421e-11
6.76475,-2.3622616172472731e-11
6.765,-2.3622982040666436e-11
6.76525,-2.3623329169200894e-11
6.7655,-2.3623660673642447e-11
6.76575,-2.3623979823006004e-11
6.766,-2.3624290248413479e-11
6.76625,-2.3624595492296598e-11
6.7665,-2.3624898974579088e-11
6.76675,-2.3625203842855918e-11
6.767,-2.3625512399488425e-11
6.76725,-2.3625826142530594e-11
6.7675,-2.3626145661601521e-11
6.76775,-2.3626470851071503e-11
6.768,-2.3626800901201672e-11
6.76825,-2.3627134419382386e-11
6.7685,-2.3627469553733029e-11
6.76875,-2.362780413426119e-11
6.769,-2.3628135998435171e-11
6.76925,-2.3628463203636691e-11
6.7695,-2.3628784181681241e-11
6.76975,-2.3629097686236574e-11
6.77,-2.3629403177995411e-11
6.77025,-2.362970071554607e-11
6.7705,-2.3629990756109507e-11
6.77075,-2.3630274455605727e-11
6.771,-2.3630553227901971e-11
6.77125,-2.3630828757237351e-11
6.7715,-2.3631103012002126e-11
6.77175,-2.3631378088294914e-11
6.772,-2.3631656174109634e-11
6.77225,-2.3631939452553532e-11
6.7725,-2.3632230108425796e-11
6.77275,-2.3632529887818383e-11
6.773,-2.3632840422326301e-11
6.77325,-2.3633163373464192e-11
6.7735,-2.3633500531909838e-11
6.77375,-2.363385361548795e-11
6.774,-2.3634224023444918e-11
6.77425,-2.3634613102261192e-11
6.7745,-2.3635021889523461e-11
6.77475,-2.3635451183433388e-11
6.775,-2.3635901601977454e-11
6.77525,-2.3636373518212794e-11
6.7755,-2.3636867194101281e-11
6.77575,-2.3637382846702769e-11
6.776,-2.3637920827909785e-11
6.77625,-2.3638481658540681e-11
6.7765,-2.363906574980918e-11
6.77675,-2.3639673465787342e-11
6.777,-2.3640304931320852e-11
6.77725,-2.3640959999739135e-11
6.7775,-2.3641638347348798e-11
6.77775,-2.3642339554262562e-11
6.778,-2.3643062692588645e-11
6.77825,-2.3643806542729067e-11
6.7785,-2.3644569321920725e-11
6.77875,-2.3645348601726905e-11
6.779,-2.3646141268506626e-11
6.77925,-2.3646943500654197e-11
6.7795,-2.3647750852736678e-11
6.77975,-2.3648558390241856e-11
6.78,-2.3649360590869965e-11
6.78025,-2.3650151748731563e-11
6.7805,-2.3650926010699215e-11
6.78075,-2.365167763135199e-11
6.781,-2.3652401012542449e-11
6.78125,-2.3653090970383791e-11
6.7815,-2.3653743147836766e-11
6.78175,-2.3654354364723665e-11
6.782,-2.3654922727169053e-11
6.78225,-2.3655447864722289e-11
6.7825,-2.3655931023819857e-11
6.78275,-2.3656375064963072e-11
6.783,-2.3656784363319022e-11
6.78325,-2.3657164451318063e-11
6.7835,-2.365752197341741e-11
6.78375,-2.3657864329104483e-11
6.784,-2.365819935736905e-11
6.78425,-2.3658535143560465e-11
6.7845,-2.3658879753070171e-11
6.78475,-2.3659240932620388e-11
6.785,-2.3659625725096591e-11
6.78525,-2.3660040341281834e-11
6.7855,-2.3660489966616697e-11
6.78575,-2.3660978570233255e-11
6.786,-2.3661508556890827e-11
6.78625,-2.366208069310465e-11
6.7865,-2.3662694205996562e-11
6.78675,-2.3663346509288988e-11
6.787,-2.3664033197214312e-11
6.78725,-2.3664748408605024e-11
6.7875,-2.3665484928963518e-11
6.78775,-2.3666234561550559e-11
6.788,-2.3666988382077381e-11
6.78825,-2.3667737350670254e-11
6.7885,-2.3668472610186585e-11
6.78875,-2.3669185721812267e-11
6.789,-2.3669869361542276e-11
6.78925,-2.3670517413970013e-11
6.7895,-2.367112537010422e-11
6.78975,-2.3671690509974397e-11
6.79,-2.3672211632517295e-11
6.79025,-2.3672688846662297e-11
6.7905,-2.3673123368980411e-11
6.79075,-2.3673517372081794e-11
6.791,-2.3673873674546781e-11
6.79125,-2.3674195493762498e-11
6.7915,-2.3674486195786102e-11
6.79175,-2.367474949913988e-11
6.792,-2.3674989252298667e-11
6.79225,-2.367520935312981e-11
6.7925,-2.3675414014554661e-11
6.79275,-2.3675607811301746e-11
6.793,-2.3675795869939613e-11
6.79325,-2.3675983965829858e-11
6.7935,-2.3676178369081055e-11
6.79375,-2.3676385790096361e-11
6.794,-2.3676613067020127e-11
6.79425,-2.3676867104288457e-11
6.7945,-2.3677154494715535e-11
6.79475,-2.3677481144768125e-11
6.795,-2.3677852122273195e-11
6.79525,-2.3678271316131185e-11
6.7955,-2.3678741091510784e-11
6.79575,-2.3679262152629609e-11
6.796,-2.3679833448448227e-11
6.79625,-2.3680452325822138e-11
6.7965,-2.3681114444017259e-11
6.79675,-2.3681814239531443e-11
6.797,-2.3682544970590354e-11
6.79725,-2.3683298835401734e-11
6.7975,-2.3684067359756993e-11
6.79775,-2.3684841426684206e-11
6.798,-2.368561165811847e-11
6.79825,-2.3686368699899755e-11
6.7985,-2.3687103499746265e-11
6.79875,-2.3687807477813157e-11
6.799,-2.3688472946157484e-11
6.79925,-2.3689093041828043e-11
6.7995,-2.3689662037668561e-11
6.79975,-2.3690175501028818e-11
6.8,-2.369063012762031e-11
6.80025,-2.3691024084215078e-11
6.8005,-2.3691356829133423e-11
6.80075,-2.3691629195935094e-11
6.801,-2.3691843149497595e-11
6.80125,-2.3692001325103277e-11
6.8015,-2.3692108357769115e-11
6.80175,-2.3692169685712206e-11
6.802,-2.3692191588532475e-11
6.80225,-2.3692180770433692e-11
6.8025,-2.3692144656793531e-11
6.80275,-2.3692090688275205e-11
6.803,-2.3692026059169358e-11
6.80325,-2.3691957369003685e-11
6.8035,-2.3691890410141764e-11
6.80375,-2.3691830150219012e-11
6.804,-2.3691780567910741e-11
6.80425,-2.3691744769198925e-11
6.8045,-2.3691724870610604e-11
6.80475,-2.3691722091154686e-11
6.805,-2.3691736884603243e-11
6.80525,-2.3691769154351645e-11
6.8055,-2.3691818426982807e-11
6.80575,-2.3691884027657727e-11
6.806,-2.3691965139733935e-11
6.80625,-2.369206049669736e-11
6.8065,-2.3692168909370469e-11
6.80675,-2.3692288890730431e-11
6.807,-2.3692418855510506e-11
6.80725,-2.3692556997965627e-11
6.8075,-2.3692701350358051e-11
6.80775,-2.369284980602841e-11
6.808,-2.3693000266566511e-11
6.80825,-2.3693150695211678e-11
6.8085,-2.3693298957111479e-11
6.80875,-2.3693443013618593e-11
6.809,-2.3693581163644408e-11
6.80925,-2.3693711809061604e-11
6.8095,-2.3693833793022047e-11
6.80975,-2.3693946414730123e-11
6.81,-2.3694049113636724e-11
6.81025,-2.3694141505979311e-11
6.8105,-2.3694223263173864e-11
6.81075,-2.3694293825974584e-11
6.811,-2.3694352469543824e-11
6.81125,-2.3694398192269949e-11
6.8115,-2.3694429754537878e-11
6.81175,-2.3694445781699872e-11
6.812,-2.3694445476777152e-11
6.81225,-2.3694428076556591e-11
6.8125,-2.3694393255380347e-11
6.81275,-2.3694341325843681e-11
6.813,-2.3694273245978643e-11
6.81325,-2.3694190236030656e-11
6.8135,-2.3694094158038313e-11
6.81375,-2.3693987072367371e-11
6.814,-2.3693871504152091e-11
6.81425,-2.3693749779633593e-11
6.8145,-2.3693624150560018e-11
6.81475,-2.3693496791480218e-11
6.815,-2.3693369599720967e-11
6.81525,-2.3693244058709599e-11
6.8155,-2.369312121473357e-11
6.81575,-2.3693001852879814e-11
6.816,-2.3692886950487383e-11
6.81625,-2.3692777267406623e-11
6.8165,-2.3692673498074162e-11
6.81675,-2.3692576429809174e-11
6.817,-2.3692486408881947e-11
6.81725,-2.3692404068969921e-11
6.8175,-2.3692329937202085e-11
6.81775,-2.3692264607937431e-11
6.818,-2.3692208438628517e-11
6.81825,-2.3692161793366256e-11
6.8185,-2.3692124984155504e-11
6.81875,-2.3692097872832048e-11
6.819,-2.3692080115734778e-11
6.81925,-2.3692070572282888e-11
6.8195,-2.3692067957275936e-11
6.81975,-2.3692070379062983e-11
6.82,-2.3692075302945199e-11
6.82025,-2.3692079351553404e-11
6.8205,-2.3692078895168915e-11
6.82075,-2.3692069612221687e-11
6.821,-2.3692046517703171e-11
6.82125,-2.3692004511099169e-11
6.8215,-2.369193849660923e-11
6.82175,-2.3691843780171439e-11
6.822,-2.3691716766974019e-11
6.82225,-2.369155476479424e-11
6.8225,-2.3691356097391126e-11
6.82275,-2.3691120173462442e-11
6.823,-2.3690847308852334e-11
6.82325,-2.3690538850472589e-11
6.8235,-2.3690197475876918e-11
6.82375,-2.3689826690867006e-11
6.824,-2.3689430688993207e-11
6.82425,-2.3689013872442769e-11
6.8245,-2.3688581044143449e-11
6.82475,-2.3688137427351633e-11
6.825,-2.3687688378392793e-11
6.82525,-2.3687239123419348e-11
6.8255,-2.3686794740873675e-11
6.82575,-2.3686360423162851e-11
6.826,-2.3685941261251953e-11
6.82625,-2.3685541967908846e-11
6.8265,-2.3685166908781714e-11
6.82675,-2.3684819909712716e-11
6.827,-2.3684504029537707e-11
6.82725,-2.36842213529315e-11
6.8275,-2.3683973312650531e-11
6.82775,-2.3683760234362354e-11
6.828,-2.3683581175824915e-11
6.82825,-2.3683433916218573e-11
6.8285,-2.368331503316465e-11
6.82875,-2.3683220146455284e-11
6.829,-2.3683143931521076e-11
6.82925,-2.3683080143802988e-11
6.8295,-2.3683022023930764e-11
6.82975,-2.3682962507225348e-11
6.83,-2.3682894271120892e-11
6.83025,-2.3682810024179254e-11
6.8305,-2.3682702478268513e-11
6.83075,-2.3682565046980243e-11
6.831,-2.3682392116470204e-11
6.83125,-2.3682178908377385e-11
6.8315,-2.368192144203043e-11
6.83175,-2.3681616431939426e-11
6.832,-2.3681261605556638e-11
6.83225,-2.3680855691386053e-11
6.8325,-2.3680398530183682e-11
6.83275,-2.3679890839219438e-11
6.833,-2.3679334282219549e-11
6.83325,-2.3678731174114785e-11
6.8335,-2.3678084324525619e-11
6.83375,-2.3677397191294608e-11
6.834,-2.3676673683387368e-11
6.83425,-2.3675918071596862e-11
6.8345,-2.3675135089913814e-11
6.83475,-2.3674329808780783e-11
6.835,-2.3673507357480289e-11
6.83525,-2.3672673027593662e-11
6.8355,-2.3671831860832424e-11
6.83575,-2.3670988680420253e-11
6.836,-2.3670147920566517e-11
6.83625,-2.3669313725470728e-11
6.8365,-2.3668490095485544e-11
6.83675,-2.3667680495685726e-11
6.837,-2.3666887924342227e-11
6.83725,-2.3666114576407549e-11
6.8375,-2.3665362426358077e-11
6.83775,-2.3664632821803842e-11
6.838,-2.3663927082080089e-11
6.83825,-2.3663246121808418e-11
6.8385,-2.3662590672192345e-11
6.83875,-2.3661961405478902e-11
6.839,-2.3661358868232695e-11
6.83925,-2.3660783926392292e-11
6.8395,-2.3660237276547895e-11
6.83975,-2.365971957723361e-11
6.84,-2.3659231367176066e-11
6.84025,-2.3658773049666258e-11
6.8405,-2.3658344542967858e-11
6.84075,-2.3657945086151971e-11
6.841,-2.3657573525898757e-11
6.84125,-2.3657228800013379e-11
