Physical Time (s),Etau_left Monitor (W)
4.1825,-2.3892696878636672e-11
4.185,-2.3890139482723358e-11
4.1875,-2.3887175834973493e-11
4.19,-2.3883850744208483e-11
4.1925,-2.3880240845434119e-11
4.195,-2.3876433555819904e-11
4.1975,-2.3872502918446533e-11
4.2,-2.3868511661248496e-11
4.2025,-2.3864520274204351e-11
4.205,-2.386060117196281e-11
4.2075,-2.3856825343031168e-11
4.21,-2.3853259184943266e-11
4.2125,-2.3849956638029843e-11
4.215,-2.3846941714945327e-11
4.2175,-2.3844208246701032e-11
4.22,-2.3841733961349751e-11
4.2225,-2.383947651349813e-11
4.225,-2.38373992156977e-11
4.2275,-2.383546121610402e-11
4.23,-2.383363101071573e-11
4.2325,-2.3831897378662879e-11
4.235,-2.3830264802265784e-11
4.2375,-2.382874327339469e-11
4.24,-2.3827367839412328e-11
4.2425,-2.3826199465634326e-11
4.245,-2.3825305121497307e-11
4.2475,-2.3824745049043093e-11
4.25,-2.3824560787576107e-11
4.2525,-2.3824781098592082e-11
4.255,-2.3825408605296162e-11
4.2575,-2.3826421260000129e-11
4.26,-2.3827792962416082e-11
4.2625,-2.3829491201616453e-11
4.265,-2.3831453030400725e-11
4.2675,-2.38336025715693e-11
4.27,-2.3835866968793006e-11
4.2725,-2.3838167854450082e-11
4.275,-2.3840421654125313e-11
4.2775,-2.384256446777059e-11
4.28,-2.3844537127645068e-11
4.2825,-2.3846284013837492e-11
4.285,-2.3847779710991668e-11
4.2875,-2.3849007387620424e-11
4.29,-2.3849955886381047e-11
4.2925,-2.385062412885603e-11
4.295,-2.3851014969222773e-11
4.2975,-2.3851107047275653e-11
4.3,-2.3850920629742114e-11
4.3025,-2.3850434215006429e-11
4.305,-2.3849674475441657e-11
4.3075,-2.3848626942880642e-11
4.31,-2.3847288264781521e-11
4.3125,-2.3845648810483996e-11
4.315,-2.3843679318291244e-11
4.3175,-2.3841341592445189e-11
4.32,-2.3838609288740053e-11
4.3225,-2.3835480789517108e-11
4.325,-2.383196312535028e-11
4.3275,-2.3828091231753884e-11
4.33,-2.3823910062754962e-11
4.3325,-2.3819459871236164e-11
4.335,-2.3814801594548556e-11
4.3375,-2.3810004158734456e-11
4.34,-2.3805174735248295e-11
4.3425,-2.3800423643844078e-11
4.345,-2.3795853857632842e-11
4.3475,-2.3791534657587232e-11
4.35,-2.3787542984781253e-11
4.3525,-2.3783930233820835e-11
4.355,-2.3780723973670375e-11
4.3575,-2.3777935946945881e-11
4.36,-2.377557368083886e-11
4.3625,-2.3773649621731688e-11
4.365,-2.3772214528513292e-11
4.3675,-2.3771276693651269e-11
4.37,-2.3770919969935303e-11
4.3725,-2.3771151203736786e-11
4.375,-2.3772041790545663e-11
4.3775,-2.3773564344572416e-11
4.38,-2.3775713887292236e-11
4.3825,-2.3778425879384811e-11
4.385,-2.3781612091777564e-11
4.3875,-2.378515342653396e-11
4.39,-2.3788920741800774e-11
4.3925,-2.3792795840867118e-11
4.395,-2.379668684942141e-11
4.3975,-2.3800532827868589e-11
4.4,-2.3804320053375555e-11
4.4025,-2.3808044244969462e-11
4.405,-2.3811684723852926e-11
4.4075,-2.3815209689885706e-11
4.41,-2.3818573824494581e-11
4.4125,-2.382173853627165e-11
4.415,-2.3824679642667212e-11
4.4175,-2.3827404023259234e-11
4.42,-2.3829932684602711e-11
4.4225,-2.3832294258667342e-11
4.425,-2.3834498508684025e-11
4.4275,-2.383652168834235e-11
4.43,-2.3838336916848543e-11
4.4325,-2.3839917422936267e-11
4.435,-2.38412394702617e-11
4.4375,-2.3842277732353539e-11
4.44,-2.3843009006342288e-11
4.4425,-2.3843403247527664e-11
4.445,-2.3843423756994115e-11
4.4475,-2.3843034628435916e-11
4.45,-2.3842215104457312e-11
4.4525,-2.3840959824550562e-11
4.455,-2.3839280820624382e-11
4.4575,-2.383720466618338e-11
4.46,-2.3834765240020524e-11
4.4625,-2.3832013558249063e-11
4.465,-2.3829017757227394e-11
4.4675,-2.3825853695744011e-11
4.47,-2.3822615100965545e-11
4.4725,-2.381939920457598e-11
4.475,-2.381629516832164e-11
4.4775,-2.381336895332318e-11
4.48,-2.3810663467174832e-11
4.4825,-2.38082196538228e-11
4.485,-2.3806086472981288e-11
4.4875,-2.380430993227222e-11
4.49,-2.3802935003971138e-11
4.4925,-2.3802008134561296e-11
4.495,-2.3801570694270537e-11
4.4975,-2.3801640567787178e-11
4.5,-2.3802219494207981e-11
4.5025,-2.3803280034058145e-11
4.505,-2.3804795338355441e-11
4.5075,-2.3806710041395033e-11
4.51,-2.3808968718915451e-11
4.5125,-2.3811522322133249e-11
4.515,-2.3814332873852533e-11
4.5175,-2.3817352207281133e-11
4.52,-2.3820532725821298e-11
4.5225,-2.382383483982194e-11
4.525,-2.3827204392425034e-11
4.5275,-2.3830580903779472e-11
4.53,-2.3833918763210648e-11
4.5325,-2.3837179951206082e-11
4.535,-2.3840338885871003e-11
4.5375,-2.3843382170920129e-11
4.54,-2.3846289416575973e-11
4.5425,-2.3849051140663067e-11
4.545,-2.3851659185244418e-11
4.5475,-2.385409112717108e-11
4.55,-2.3856338207750807e-11
4.5525,-2.3858372909859124e-11
4.555,-2.3860220014382448e-11
4.5575,-2.3861844411063157e-11
4.56,-2.3863261748234764e-11
4.5625,-2.3864435186801167e-11
4.565,-2.3865344645490693e-11
4.5675,-2.3865980603689966e-11
4.57,-2.3866328585259232e-11
4.5725,-2.3866366893748418e-11
4.575,-2.3866079644260796e-11
4.5775,-2.3865453071324133e-11
4.58,-2.3864484909349212e-11
4.5825,-2.3863171724732889e-11
4.585,-2.3861514030487067e-11
4.5875,-2.3859547012030259e-11
4.59,-2.3857310419273289e-11
4.5925,-2.385484944799314e-11
4.595,-2.3852206046391576e-11
4.5975,-2.3849426539199704e-11
4.6,-2.3846554668511595e-11
4.6025,-2.3843626306866996e-11
4.605,-2.3840689211045868e-11
4.6075,-2.38378073565218e-11
4.61,-2.3835030814526357e-11
4.6125,-2.3832413354651795e-11
4.615,-2.3829989449232375e-11
4.6175,-2.3827834522346521e-11
4.62,-2.3825988466962133e-11
4.6225,-2.3824545349297914e-11
4.625,-2.3823561253412961e-11
4.6275,-2.3823109049506921e-11
4.63,-2.3823168705496682e-11
4.6325,-2.3823726406470595e-11
4.635,-2.3824678735659353e-11
4.6375,-2.3825956721062958e-11
4.64,-2.3827473554697808e-11
4.6425,-2.3829149666694345e-11
4.645,-2.3830894133371835e-11
4.6475,-2.3832643743849414e-11
4.65,-2.3834339942963646e-11
4.6525,-2.3835935055801557e-11
4.655,-2.3837394611956967e-11
4.6575,-2.3838693226831671e-11
4.66,-2.383980070652976e-11
4.6625,-2.3840686328600588e-11
4.665,-2.3841322852952509e-11
4.6675,-2.3841691706018856e-11
4.67,-2.3841787866024183e-11
4.6725,-2.3841619832857065e-11
4.675,-2.384120312423914e-11
4.6775,-2.3840584342178143e-11
4.68,-2.3839815367288201e-11
4.6825,-2.3838929915348703e-11
4.685,-2.3837951415489922e-11
4.6875,-2.383687686394917e-11
4.69,-2.3835688342252858e-11
4.6925,-2.3834374667781559e-11
4.695,-2.3832923999010128e-11
4.6975,-2.3831326730856981e-11
4.7,-2.3829579196356043e-11
4.7025,-2.3827688810715104e-11
4.705,-2.3825668108399606e-11
4.7075,-2.3823529808225452e-11
4.71,-2.3821286744510596e-11
4.7125,-2.3818949424830989e-11
4.715,-2.381652847541955e-11
4.7175,-2.3814041776836507e-11
4.72,-2.3811508561868306e-11
4.7225,-2.3808955044982409e-11
4.725,-2.3806395901179854e-11
4.7275,-2.3803839772654635e-11
4.73,-2.3801286453822417e-11
4.7325,-2.3798735542042933e-11
4.735,-2.3796208310350563e-11
4.7375,-2.3793749588035781e-11
4.74,-2.3791410735529171e-11
4.7425,-2.3789245332273557e-11
4.745,-2.3787316724237201e-11
4.7475,-2.3785687708839428e-11
4.75,-2.378440753775659e-11
4.7525,-2.3783520903377806e-11
4.755,-2.3783050391219249e-11
4.7575,-2.3783019891026986e-11
4.76,-2.3783412438504398e-11
4.7625,-2.3784203808014761e-11
4.765,-2.3785355492378222e-11
4.7675,-2.3786819075223871e-11
4.77,-2.378852276831705e-11
4.7725,-2.3790376516932882e-11
4.775,-2.3792302866347046e-11
4.7775,-2.3794214444475323e-11
4.78,-2.3796043767447679e-11
4.7825,-2.3797732683731203e-11
4.785,-2.3799238291915664e-11
4.7875,-2.3800528943840892e-11
4.79,-2.3801588463473059e-11
4.7925,-2.3802375612841561e-11
4.795,-2.3802889549476505e-11
4.7975,-2.3803120646973958e-11
4.8,-2.3803044657612649e-11
4.8025,-2.3802706933294459e-11
4.805,-2.3802087339627584e-11
4.8075,-2.3801223388781162e-11
4.81,-2.3800115436512935e-11
4.8125,-2.3798801342725395e-11
4.815,-2.3797284190892933e-11
4.8175,-2.379558012642987e-11
4.82,-2.3793721115279508e-11
4.8225,-2.3791739158250639e-11
4.825,-2.3789652774899847e-11
4.8275,-2.3787471819892424e-11
4.83,-2.3785200959919272e-11
4.8325,-2.3782854265478203e-11
4.835,-2.3780430219357626e-11
4.8375,-2.3777959817621467e-11
4.84,-2.3775478803794754e-11
4.8425,-2.3773021499045077e-11
4.845,-2.3770625898117442e-11
4.8475,-2.3768299510580347e-11
4.85,-2.376606687793921e-11
4.8525,-2.3763932634529445e-11
4.855,-2.3761918816202788e-11
4.8575,-2.376005675768705e-11
4.86,-2.3758363606953218e-11
4.8625,-2.3756852234888348e-11
4.865,-2.375554223901923e-11
4.8675,-2.3754460436518213e-11
4.87,-2.375364073521664e-11
4.8725,-2.3753130008494634e-11
4.875,-2.3753048963759066e-11
4.8775,-2.3753461833598232e-11
4.88,-2.3754469994232687e-11
4.8825,-2.3756109328806e-11
4.885,-2.3758310113351103e-11
4.8875,-2.3761002067229712e-11
4.89,-2.3764062909503016e-11
4.8925,-2.3767403860243809e-11
4.895,-2.3770979043288845e-11
4.8975,-2.3774757548301049e-11
4.9,-2.3778707831098099e-11
4.9025,-2.3782763018059078e-11
4.905,-2.3786840069578466e-11
4.9075,-2.3790836703468111e-11
4.91,-2.3794664744263686e-11
4.9125,-2.3798264481580808e-11
4.915,-2.3801590497844246e-11
4.9175,-2.3804611241326374e-11
4.92,-2.3807276138286598e-11
4.9225,-2.3809556847596602e-11
4.925,-2.3811433861615999e-11
4.9275,-2.3812921982235046e-11
4.93,-2.3814035597850878e-11
4.9325,-2.3814786169327468e-11
4.935,-2.3815196251594151e-11
4.9375,-2.3815274409215846e-11
4.94,-2.3815025571919641e-11
4.9425,-2.3814451802377786e-11
4.945,-2.381357283894433e-11
4.9475,-2.3812423126399359e-11
4.95,-2.3811039851277268e-11
4.9525,-2.3809471620183981e-11
4.955,-2.3807760813697568e-11
4.9575,-2.3805929701589566e-11
4.96,-2.3803991342427307e-11
4.9625,-2.3801960106822503e-11
4.965,-2.3799863227424e-11
4.9675,-2.3797746270888172e-11
4.97,-2.3795663814184999e-11
4.9725,-2.3793657287307835e-11
4.975,-2.3791759397651257e-11
4.9775,-2.3789986588052402e-11
4.98,-2.3788340747529382e-11
4.9825,-2.3786813557018938e-11
4.985,-2.3785395893938231e-11
4.9875,-2.3784091411955966e-11
4.99,-2.3782913037830125e-11
4.9925,-2.3781875342459469e-11
4.995,-2.3781002945725447e-11
4.9975,-2.3780345985010195e-11
5.0,-2.3779973452089345e-11
5.00025,-2.378009467647702e-11
5.0005,-2.3780081734112072e-11
5.00075,-2.3780092314366957e-11
5.001,-2.3780129830402056e-11
5.00125,-2.3780198667735212e-11
5.0015,-2.3780300045851571e-11
5.00175,-2.3780431822568787e-11
5.002,-2.3780590431230681e-11
5.00225,-2.3780770540856599e-11
5.0025,-2.3780968319524313e-11
5.00275,-2.3781181787345156e-11
5.003,-2.3781412109228756e-11
5.00325,-2.3781662017389092e-11
5.0035,-2.3781936643207237e-11
5.00375,-2.3782242203226479e-11
5.004,-2.3782583029364614e-11
5.00425,-2.3782961688930686e-11
5.0045,-2.378337863969042e-11
5.00475,-2.3783832598275981e-11
5.005,-2.3784320090525167e-11
5.00525,-2.3784835745849772e-11
5.0055,-2.3785374025550418e-11
5.00575,-2.3785925374225216e-11
5.006,-2.3786479224729598e-11
5.00625,-2.3787021726634107e-11
5.0065,-2.3787534463671473e-11
5.00675,-2.3787994675675602e-11
5.007,-2.3788376135348199e-11
5.00725,-2.378864567177082e-11
5.0075,-2.3788765711918646e-11
5.00775,-2.3788694047918959e-11
5.008,-2.3788385680164579e-11
5.00825,-2.3787797408656944e-11
5.0085,-2.3786886033379008e-11
5.00875,-2.3785613429169927e-11
5.009,-2.3783949747567325e-11
5.00925,-2.378188016111636e-11
5.0095,-2.3779410100739732e-11
5.00975,-2.377656154132214e-11
5.01,-2.3773387644317658e-11
5.01025,-2.3769954844055021e-11
5.0105,-2.3766352836970806e-11
5.01075,-2.3762675917123615e-11
5.011,-2.3759021669331689e-11
5.01125,-2.3755481231741637e-11
5.0115,-2.3752137459768279e-11
5.01175,-2.3749063907057232e-11
5.012,-2.3746315321185121e-11
5.01225,-2.3743930718820651e-11
5.0125,-2.3741924054674153e-11
5.01275,-2.3740281386736341e-11
5.013,-2.3738967155146214e-11
5.01325,-2.3737930947602349e-11
5.0135,-2.3737114854256042e-11
5.01375,-2.3736464235603306e-11
5.014,-2.3735897390007901e-11
5.01425,-2.3735367429543255e-11
5.0145,-2.3734850222871573e-11
5.01475,-2.373435155932562e-11
5.015,-2.3733910230903429e-11
5.01525,-2.3733584077747258e-11
5.0155,-2.3733450536128209e-11
5.01575,-2.3733590217625858e-11
5.016,-2.373407917100691e-11
5.01625,-2.3734980742844693e-11
5.0165,-2.3736342225994049e-11
5.01675,-2.3738177274275169e-11
5.017,-2.3740457080720959e-11
5.01725,-2.3743118951751241e-11
5.0175,-2.3746078942130012e-11
5.01775,-2.3749243387939634e-11
5.018,-2.3752519129891637e-11
5.01825,-2.3755820677953522e-11
5.0185,-2.3759081989360445e-11
5.01875,-2.3762263941464466e-11
5.019,-2.3765350110672795e-11
5.01925,-2.3768347965618007e-11
5.0195,-2.3771276967631191e-11
5.01975,-2.3774173475397071e-11
5.02,-2.3777069999760595e-11
5.02025,-2.3780000718347901e-11
5.0205,-2.3782981013933799e-11
5.02075,-2.3786007186659352e-11
5.021,-2.3789053156957223e-11
5.02125,-2.3792073869234589e-11
5.0215,-2.3795011088249761e-11
5.02175,-2.3797800870893409e-11
5.022,-2.3800385566018158e-11
5.02225,-2.3802727444845647e-11
5.0225,-2.3804812456968075e-11
5.02275,-2.3806651489537815e-11
5.023,-2.3808280652635182e-11
5.02325,-2.3809753037098045e-11
5.0235,-2.3811126952921776e-11
5.02375,-2.3812454898162346e-11
5.024,-2.3813774641591153e-11
5.02425,-2.3815108256102402e-11
5.0245,-2.3816456245047243e-11
5.02475,-2.381779004911726e-11
5.025,-2.3819068676577247e-11
5.02525,-2.3820243225660047e-11
5.0255,-2.3821270765377417e-11
5.02575,-2.3822113303380619e-11
5.026,-2.3822749434449803e-11
5.02625,-2.3823172813282221e-11
5.0265,-2.3823399697087209e-11
5.02675,-2.382346662784316e-11
5.027,-2.3823414706431531e-11
5.02725,-2.3823295377997013e-11
5.0275,-2.3823153079837992e-11
5.02775,-2.3823029185981536e-11
5.028,-2.3822955834896774e-11
5.02825,-2.3822952057272845e-11
5.0285,-2.3823023117477621e-11
5.02875,-2.3823163053773288e-11
5.029,-2.3823359216124867e-11
5.02925,-2.3823596129121527e-11
5.0295,-2.3823854421684091e-11
5.02975,-2.382411632353342e-11
5.03,-2.3824370622179062e-11
5.03025,-2.3824613217619747e-11
5.0305,-2.3824842148248442e-11
5.03075,-2.3825058656862991e-11
5.031,-2.3825264697979867e-11
5.03125,-2.3825457812554739e-11
5.0315,-2.3825631169247152e-11
5.03175,-2.3825773508800048e-11
5.032,-2.3825869860191287e-11
5.03225,-2.3825902052606661e-11
5.0325,-2.3825850108156332e-11
5.03275,-2.3825698174215276e-11
5.033,-2.3825436450433514e-11
5.03325,-2.3825062194819758e-11
5.0335,-2.3824580072707989e-11
5.03375,-2.3824003298362924e-11
5.034,-2.3823350044262176e-11
5.03425,-2.3822642691235901e-11
5.0345,-2.3821902442229248e-11
5.03475,-2.3821147426768354e-11
5.035,-2.3820389967565315e-11
5.03525,-2.3819636439993066e-11
5.0355,-2.3818886098708333e-11
5.03575,-2.3818132511660167e-11
5.036,-2.3817364889458739e-11
5.03625,-2.3816570557792727e-11
5.0365,-2.3815736597793631e-11
5.03675,-2.3814853412474397e-11
5.037,-2.3813916284708457e-11
5.03725,-2.3812926735367638e-11
5.0375,-2.3811892168959724e-11
5.03775,-2.3810825239908671e-11
5.038,-2.3809742805296709e-11
5.03825,-2.380866361912482e-11
5.0385,-2.3807607103684545e-11
5.03875,-2.3806591643610135e-11
5.039,-2.3805633101711397e-11
5.03925,-2.3804744050938741e-11
5.0395,-2.3803933033858961e-11
5.03975,-2.3803205139277641e-11
5.04,-2.380256242594855e-11
5.04025,-2.380200502173097e-11
5.0405,-2.3801531318556265e-11
5.04075,-2.380113943066291e-11
5.041,-2.3800827097065551e-11
5.04125,-2.3800591644958691e-11
5.0415,-2.3800430353871479e-11
5.04175,-2.3800338751728434e-11
5.042,-2.3800314021989936e-11
5.04225,-2.3800350867855988e-11
5.0425,-2.380044277970182e-11
5.04275,-2.3800582601896155e-11
5.043,-2.3800762048516794e-11
5.04325,-2.3800970987093672e-11
5.0435,-2.3801199150798818e-11
5.04375,-2.3801437384857322e-11
5.044,-2.3801675520177761e-11
5.04425,-2.3801904736907971e-11
5.0445,-2.3802118714567196e-11
5.04475,-2.3802311456037093e-11
5.045,-2.3802479309384885e-11
5.04525,-2.3802621221693715e-11
5.0455,-2.3802738795797013e-11
5.04575,-2.3802834415195385e-11
5.046,-2.3802910558370017e-11
5.04625,-2.3802970985214027e-11
5.0465,-2.3803021095858162e-11
5.04675,-2.3803066606110949e-11
5.047,-2.3803112380199498e-11
5.04725,-2.3803163859308225e-11
5.0475,-2.3803227078452206e-11
5.04775,-2.3803307345618934e-11
5.048,-2.3803409580332807e-11
5.04825,-2.3803542956089012e-11
5.0485,-2.3803707853402327e-11
5.04875,-2.3803905777698058e-11
5.049,-2.3804139819285538e-11
5.04925,-2.3804410016630813e-11
5.0495,-2.3804717737090162e-11
5.04975,-2.3805063925939896e-11
5.05,-2.3805446643490722e-11
5.05025,-2.3805862053134265e-11
5.0505,-2.3806306494842645e-11
5.05075,-2.3806775955224397e-11
5.051,-2.3807267021909121e-11
5.05125,-2.3807777436238446e-11
5.0515,-2.3808306072984037e-11
5.05175,-2.3808852041647025e-11
5.052,-2.3809415226536695e-11
5.05225,-2.3809996402040109e-11
5.0525,-2.3810596347579052e-11
5.05275,-2.3811215016354805e-11
5.053,-2.3811852226130877e-11
5.05325,-2.3812508757184466e-11
5.0535,-2.3813182852653663e-11
5.05375,-2.3813873879461916e-11
5.054,-2.3814581244286146e-11
5.05425,-2.3815301658605579e-11
5.0545,-2.3816030023547367e-11
5.05475,-2.3816761068106102e-11
5.055,-2.3817488607461647e-11
5.05525,-2.3818207188094943e-11
5.0555,-2.3818912811350373e-11
5.05575,-2.381960179942145e-11
5.056,-2.3820272505383399e-11
5.05625,-2.3820924587872122e-11
5.0565,-2.3821558580228383e-11
5.05675,-2.3822176502473526e-11
5.057,-2.3822781405990689e-11
5.05725,-2.3823378412033843e-11
5.0575,-2.3823973067461087e-11
5.05775,-2.3824573427356748e-11
5.058,-2.3825185407054005e-11
5.05825,-2.3825818103762854e-11
5.0585,-2.3826476161691668e-11
5.05875,-2.3827163679075805e-11
5.059,-2.3827884693342553e-11
5.05925,-2.3828641194582414e-11
5.0595,-2.3829433755004987e-11
5.05975,-2.3830262000234143e-11
5.06,-2.3831123433614525e-11
5.06025,-2.3832015024952727e-11
5.0605,-2.3832933205713902e-11
5.06075,-2.3833873388829249e-11
5.061,-2.3834830676823727e-11
5.06125,-2.3835799226581724e-11
5.0615,-2.3836772367976678e-11
5.06175,-2.3837743042356954e-11
5.062,-2.3838703956314201e-11
5.06225,-2.3839647344244442e-11
5.0625,-2.3840565521549462e-11
5.06275,-2.3841450929351864e-11
5.063,-2.3842296252083465e-11
5.06325,-2.3843094785853345e-11
5.0635,-2.3843840755680783e-11
5.06375,-2.3844529269363918e-11
5.064,-2.3845156647544467e-11
5.06425,-2.3845720052005496e-11
5.0645,-2.3846217987422287e-11
5.06475,-2.3846650341272289e-11
5.065,-2.3847018352382668e-11
5.06525,-2.3847324773633192e-11
5.0655,-2.3847573401753961e-11
5.06575,-2.3847768870369345e-11
5.066,-2.3847916770340224e-11
5.06625,-2.3848022990040309e-11
5.0665,-2.3848093724739061e-11
5.06675,-2.3848135027155008e-11
5.067,-2.384815277931085e-11
5.06725,-2.3848152889969233e-11
5.0675,-2.3848140593935845e-11
5.06775,-2.3848120983572847e-11
5.068,-2.3848098433386174e-11
5.06825,-2.3848076850050794e-11
5.0685,-2.3848059695579361e-11
5.06875,-2.3848049940720634e-11
5.069,-2.3848049680270068e-11
5.06925,-2.3848060992727543e-11
5.0695,-2.3848085963694404e-11
5.06975,-2.3848125575578269e-11
5.07,-2.3848179894039478e-11
5.07025,-2.3848248532055382e-11
5.0705,-2.3848329666420554e-11
5.07075,-2.3848420097025804e-11
5.071,-2.3848516716517569e-11
5.07125,-2.3848616533387313e-11
5.0715,-2.3848715052478912e-11
5.07175,-2.3848807764948354e-11
5.072,-2.3848891618919014e-11
5.07225,-2.384895946292004e-11
5.0725,-2.384900853509338e-11
5.07275,-2.3849034740246572e-11
5.073,-2.3849032640909229e-11
5.07325,-2.3848997364957847e-11
5.0735,-2.3848923114115691e-11
5.07375,-2.3848803674858554e-11
5.074,-2.384863298774064e-11
5.07425,-2.3848404874784766e-11
5.0745,-2.3848111988236331e-11
5.07475,-2.3847747927223906e-11
5.075,-2.3847306119933385e-11
5.07525,-2.3846782062187891e-11
5.0755,-2.3846172615897989e-11
5.07575,-2.3845475304671108e-11
5.076,-2.3844689583051694e-11
5.07625,-2.3843817662924216e-11
5.0765,-2.3842862619230647e-11
5.07675,-2.3841829489783048e-11
5.077,-2.3840724006991308e-11
5.07725,-2.3839553308041768e-11
5.0775,-2.383832420701223e-11
5.07775,-2.3837043097003316e-11
5.078,-2.3835715773122237e-11
5.07825,-2.3834347778644215e-11
5.0785,-2.3832944398226632e-11
5.07875,-2.3831510466384704e-11
5.079,-2.3830051433595088e-11
5.07925,-2.3828572491569437e-11
5.0795,-2.3827079751604704e-11
5.07975,-2.3825579495542334e-11
5.08,-2.3824077814658206e-11
5.08025,-2.3822581661945306e-11
5.0805,-2.3821098065356227e-11
5.08075,-2.3819634100628787e-11
5.081,-2.381819681838599e-11
5.08125,-2.3816792832588149e-11
5.0815,-2.381542822645496e-11
5.08175,-2.3814108604079277e-11
5.082,-2.3812838856504517e-11
5.08225,-2.38116224886896e-11
5.0825,-2.3810462873271441e-11
5.08275,-2.3809362380910526e-11
5.083,-2.3808322846693455e-11
5.08325,-2.3807345733024048e-11
5.0835,-2.3806431403858437e-11
5.08375,-2.3805580664390836e-11
5.084,-2.3804793899785126e-11
5.08425,-2.3804071317510592e-11
5.0845,-2.3803412025665627e-11
5.08475,-2.3802815265765254e-11
5.085,-2.380227957069088e-11
5.08525,-2.3801803083620391e-11
5.0855,-2.3801382795281624e-11
5.08575,-2.380101475752821e-11
5.086,-2.380069431657219e-11
5.08625,-2.3800416758325887e-11
5.0865,-2.3800176116598364e-11
5.08675,-2.3799966754034715e-11
5.087,-2.3799782895760226e-11
5.08725,-2.379961925121906e-11
5.0875,-2.3799469964400876e-11
5.08775,-2.3799330175637226e-11
5.088,-2.3799195648942301e-11
5.08825,-2.3799062620345528e-11
5.0885,-2.3798928509287141e-11
5.08875,-2.3798791637148027e-11
5.089,-2.3798650725807367e-11
5.08925,-2.3798505201654323e-11
5.0895,-2.3798355041496102e-11
5.08975,-2.3798201108862339e-11
5.09,-2.37980447234721e-11
5.09025,-2.3797887601028799e-11
5.0905,-2.3797731302813645e-11
5.09075,-2.3797577994752863e-11
5.091,-2.3797429328175662e-11
5.09125,-2.3797287371971698e-11
5.0915,-2.3797153840294975e-11
5.09175,-2.3797030117381688e-11
5.092,-2.379691748797561e-11
5.09225,-2.3796816361650946e-11
5.0925,-2.3796726619308271e-11
5.09275,-2.3796647968181821e-11
5.093,-2.3796579696491673e-11
5.09325,-2.379652097372306e-11
5.0935,-2.3796471092185524e-11
5.09375,-2.3796429475142862e-11
5.094,-2.3796395928252203e-11
5.09425,-2.379637090791123e-11
5.0945,-2.3796355157273027e-11
5.09475,-2.3796349694235709e-11
5.095,-2.3796355842599857e-11
5.09525,-2.3796375132099263e-11
5.0955,-2.3796408850748893e-11
5.09575,-2.3796457857650787e-11
5.096,-2.3796522576100213e-11
5.09625,-2.3796602668296501e-11
5.0965,-2.3796696898704882e-11
5.09675,-2.3796803040812743e-11
5.097,-2.3796917899899587e-11
5.09725,-2.3797037929583866e-11
5.0975,-2.3797159004024841e-11
5.09775,-2.3797276724579426e-11
5.098,-2.3797386854539961e-11
5.09825,-2.3797484937479767e-11
5.0985,-2.3797567259490344e-11
5.09875,-2.3797631664683392e-11
5.099,-2.3797676959899054e-11
5.09925,-2.3797702527674526e-11
5.0995,-2.379770861018574e-11
5.09975,-2.3797695764366583e-11
5.1,-2.3797665685236469e-11
5.10025,-2.3797620328443462e-11
5.1005,-2.3797561965972988e-11
5.10075,-2.3797492314394508e-11
5.101,-2.3797414380882494e-11
5.10125,-2.3797330241922549e-11
5.1015,-2.3797241394239322e-11
5.10175,-2.3797149787421724e-11
5.102,-2.3797056466431817e-11
5.10225,-2.3796960324568257e-11
5.1025,-2.3796861443378045e-11
5.10275,-2.3796759428699792e-11
5.103,-2.3796651815961863e-11
5.10325,-2.3796535703855293e-11
5.1035,-2.3796409346683233e-11
5.10375,-2.3796269269261083e-11
5.104,-2.3796112139686238e-11
5.10425,-2.3795934359884425e-11
5.1045,-2.379573184568217e-11
5.10475,-2.3795501104624659e-11
5.105,-2.3795239107957218e-11
5.10525,-2.3794942480563627e-11
5.1055,-2.379460853074274e-11
5.10575,-2.3794235098260273e-11
5.106,-2.3793820642531929e-11
5.10625,-2.3793363907046102e-11
5.1065,-2.3792864215757418e-11
5.10675,-2.3792321359293636e-11
5.107,-2.3791734956157003e-11
5.10725,-2.3791104410773146e-11
5.1075,-2.3790428961915226e-11
5.10775,-2.3789707267019745e-11
5.108,-2.3788937572829524e-11
5.10825,-2.3788117629185244e-11
5.1085,-2.378724538042688e-11
5.10875,-2.3786318709970561e-11
5.109,-2.3785335446077351e-11
5.10925,-2.3784293753100996e-11
5.1095,-2.3783192563863273e-11
5.10975,-2.378203156470221e-11
5.11,-2.3780811104565113e-11
5.11025,-2.3779532699076504e-11
5.1105,-2.3778198788281353e-11
5.11075,-2.3776812984301039e-11
5.111,-2.3775380194587011e-11
5.11125,-2.3773906664552331e-11
5.1115,-2.3772399555080708e-11
5.11175,-2.3770866234817878e-11
5.112,-2.3769314668100485e-11
5.11225,-2.3767752959419748e-11
5.1125,-2.3766188936114934e-11
5.11275,-2.3764630126368661e-11
5.113,-2.3763083520669244e-11
5.11325,-2.3761555275311509e-11
5.1135,-2.3760051113871229e-11
5.11375,-2.3758575775654678e-11
5.114,-2.3757133916889006e-11
5.11425,-2.3755729442083005e-11
5.1145,-2.3754365653618864e-11
5.11475,-2.3753046010108066e-11
5.115,-2.3751774332327946e-11
5.11525,-2.3750554849111974e-11
5.1155,-2.3749391527822947e-11
5.11575,-2.3748288711444657e-11
5.116,-2.3747251628234504e-11
5.11625,-2.3746285343885893e-11
5.1165,-2.3745395516532804e-11
5.11675,-2.3744587839272447e-11
5.117,-2.3743867725195072e-11
