Physical Time (s),enth_flux_enthalpy_left Monitor (W)
5.289,-1.9222392766018591e-07
5.28925,-1.9461041483106213e-07
5.2895,-1.9688897641586375e-07
5.28975,-1.9904717343893487e-07
5.29,-2.0109516954414028e-07
5.29025,-2.0301942196958717e-07
5.2905,-2.0480853769182759e-07
5.29075,-2.0646427687872528e-07
5.291,-2.079762180169269e-07
5.29125,-2.0934939711616277e-07
5.2915,-2.1057248147864997e-07
5.29175,-2.1163686482200563e-07
5.292,-2.1254133987061827e-07
5.29225,-2.1327834763513511e-07
5.2925,-2.1384802805670649e-07
5.29275,-2.1424280982135722e-07
5.293,-2.1445896296336331e-07
5.29325,-2.1449635744918588e-07
5.2935,-2.1435446112694614e-07
5.29375,-2.1403215927683029e-07
5.294,-2.1352978073015029e-07
5.29425,-2.1285103820721947e-07
5.2945,-2.1199648318731529e-07
5.29475,-2.1097327608097801e-07
5.295,-2.0977889549627677e-07
5.29525,-2.0842181941827328e-07
5.2955,-2.0691351127483498e-07
5.29575,-2.0525417223707733e-07
5.296,-2.0345532700464464e-07
5.29625,-2.0151073474968498e-07
5.2965,-1.9943345380007171e-07
5.29675,-1.9723779662991861e-07
5.297,-1.9492307369797728e-07
5.29725,-1.9250264465609618e-07
5.2975,-1.8996894388022778e-07
5.29775,-1.8733676817320896e-07
5.298,-1.8462198357115391e-07
5.29825,-1.8182314773713355e-07
5.2985,-1.7895649909787735e-07
5.29875,-1.7601379378542098e-07
5.299,-1.7301101166175563e-07
5.29925,-1.6996473531754971e-07
5.2995,-1.6687720824562836e-07
5.29975,-1.6376619983713216e-07
5.3,-1.6061660387670573e-07
5.30025,-1.5744512594290582e-07
5.3005,-1.542710910710207e-07
5.30075,-1.5109316816798647e-07
5.301,-1.4793185382321851e-07
5.30125,-1.447774279670038e-07
5.3015,-1.4165273295956274e-07
5.30175,-1.3858013741020242e-07
5.302,-1.355590826724713e-07
5.30225,-1.3261026855700245e-07
5.3025,-1.2972764922526146e-07
5.30275,-1.2693253840750269e-07
5.303,-1.2424747641993807e-07
5.30325,-1.216733853654751e-07
5.3035,-1.1923075758900022e-07
5.30375,-1.1691672706389743e-07
5.304,-1.1475081013700122e-07
5.30425,-1.1275106401589179e-07
5.3045,-1.1091943995577727e-07
5.30475,-1.0927027416964544e-07
5.305,-1.078014434743674e-07
5.30525,-1.0652683386296204e-07
5.3055,-1.054567358055529e-07
5.30575,-1.0459333454353315e-07
5.306,-1.0394637474404356e-07
5.30625,-1.0351821651861189e-07
5.3065,-1.0331529808366077e-07
5.30675,-1.0334162529469134e-07
5.307,-1.0359984935860769e-07
5.30725,-1.040907097721698e-07
5.3075,-1.0481837121035124e-07
5.30775,-1.0578052935886447e-07
5.308,-1.0697154209672949e-07
5.30825,-1.0839306640372784e-07
5.3085,-1.1003570947470848e-07
5.30875,-1.1190500142921493e-07
5.309,-1.1398897989646711e-07
5.30925,-1.1627287405396376e-07
5.3095,-1.1875504261344826e-07
5.30975,-1.2141782746193391e-07
5.31,-1.2426575565190384e-07
5.31025,-1.2727836631588242e-07
5.3105,-1.3043309855915461e-07
5.31075,-1.3372756525053194e-07
5.311,-1.3714246771611889e-07
5.31125,-1.4068296955046896e-07
5.3115,-1.4430544143040961e-07
5.31175,-1.4801972574921285e-07
5.312,-1.5182966620745368e-07
5.31225,-1.5568898410311637e-07
5.3125,-1.5960286678529149e-07
5.31275,-1.6355723154266908e-07
5.313,-1.6756430623965916e-07
5.31325,-1.7157555005129802e-07
5.3135,-1.7560271127216757e-07
5.31375,-1.7962919947960912e-07
5.314,-1.8367271835746407e-07
5.31425,-1.8768099635668685e-07
5.3145,-1.9167410924100877e-07
5.31475,-1.9563938656388007e-07
5.315,-1.9959063448315154e-07
5.31525,-2.0348358508631626e-07
5.3155,-2.0733528508832293e-07
5.31575,-2.1113332627139143e-07
5.316,-2.1489445170718393e-07
5.31625,-2.1858048483542976e-07
5.3165,-2.2220598258477785e-07
5.31675,-2.2576187719340937e-07
5.317,-2.2926340942236155e-07
5.31725,-2.3267927299453529e-07
5.3175,-2.3602721458929309e-07
5.31775,-2.3930363995007127e-07
5.318,-2.4252292168630922e-07
5.31825,-2.4565670712821867e-07
5.3185,-2.4872167205614356e-07
5.31875,-2.5171077285858856e-07
5.319,-2.5463693822301538e-07
5.31925,-2.5747394380559519e-07
5.3195,-2.6023398733641963e-07
5.31975,-2.6291068847042111e-07
5.32,-2.65513468724061e-07
5.32025,-2.6801863905296553e-07
5.3205,-2.7043485096997955e-07
5.32075,-2.727533468135235e-07
5.321,-2.7497903017065604e-07
5.32125,-2.7709072628133139e-07
5.3215,-2.7909473952561177e-07
5.32175,-2.8098009415911481e-07
5.322,-2.8274363670532122e-07
5.32225,-2.8437028810302714e-07
5.3225,-2.8585444054321874e-07
5.32275,-2.871866649438128e-07
5.323,-2.8836099011793908e-07
5.32325,-2.8936453858384794e-07
5.3235,-2.9019139382150359e-07
5.32375,-2.9083293389899351e-07
5.324,-2.912810199707052e-07
5.32425,-2.9153428215376876e-07
5.3245,-2.9159056237591974e-07
5.32475,-2.9144790999966936e-07
5.325,-2.911007167331066e-07
5.32525,-2.9056424410376087e-07
5.3255,-2.8983593567694765e-07
5.32575,-2.8892142984447238e-07
5.326,-2.8781811142675677e-07
5.32625,-2.8655048040910577e-07
5.3265,-2.8511598879106271e-07
5.32675,-2.8352711430014391e-07
5.327,-2.8177592386195757e-07
5.32725,-2.7989937187788957e-07
5.3275,-2.7788990098621932e-07
5.32775,-2.7576144884409807e-07
5.328,-2.7350764237452948e-07
5.32825,-2.7117187209723417e-07
5.3285,-2.6874935886314496e-07
5.32875,-2.6625612138047747e-07
5.329,-2.6368786236524815e-07
5.32925,-2.6108829295785918e-07
5.3295,-2.5845031545409205e-07
5.32975,-2.5579126117734102e-07
5.33,-2.5309982302496413e-07
5.33025,-2.5042160686907792e-07
5.3305,-2.4774603008341377e-07
5.33075,-2.4508319927464242e-07
5.331,-2.4242285812581511e-07
5.33125,-2.3980458575805386e-07
5.3315,-2.3721860158294852e-07
5.33175,-2.3467275166688259e-07
5.332,-2.321557571856481e-07
5.33225,-2.2970402145089335e-07
5.3325,-2.2730731676494065e-07
5.33275,-2.2497983963583237e-07
5.333,-2.2271480243740037e-07
5.33325,-2.2054682269372053e-07
5.3335,-2.1846952636251951e-07
5.33375,-2.1649618292137235e-07
5.334,-2.1462532877944682e-07
5.33425,-2.1288760512684421e-07
5.3345,-2.1128156517109275e-07
5.33475,-2.0982156710778627e-07
5.335,-2.0850963658478592e-07
5.33525,-2.0737100430847233e-07
5.3355,-2.0640789430764641e-07
5.33575,-2.0563185344169091e-07
5.336,-2.0504641237436956e-07
5.33625,-2.0466919771169073e-07
5.3365,-2.0450249817379813e-07
5.33675,-2.0455183418178822e-07
5.337,-2.0482215046514025e-07
5.33725,-2.0531770435048685e-07
5.3375,-2.060416507976736e-07
5.33775,-2.069945402660629e-07
5.338,-2.0818126286788274e-07
5.33825,-2.0959210405969117e-07
5.3385,-2.1122866253871828e-07
5.33875,-2.1308462818440615e-07
5.339,-2.151630316243129e-07
5.33925,-2.1744459738480883e-07
5.3395,-2.1993142970083351e-07
5.33975,-2.2261169695822134e-07
5.34,-2.2548986929584271e-07
5.34025,-2.2853288041353495e-07
5.3405,-2.317444123505404e-07
5.34075,-2.3510933676303144e-07
5.341,-2.3863351002475648e-07
5.34125,-2.4227646907746145e-07
5.3415,-2.4604497676084316e-07
5.34175,-2.4991811304037244e-07
5.342,-2.53902863488288e-07
5.34225,-2.5795207160480423e-07
5.3425,-2.6207446916306769e-07
5.34275,-2.6625207872614828e-07
5.343,-2.7049837034841505e-07
5.34325,-2.7476148027239312e-07
5.3435,-2.7905392424180429e-07
5.34375,-2.8335533549539715e-07
5.344,-2.8768056138896353e-07
5.34425,-2.9197473962514893e-07
5.3445,-2.9625213413087573e-07
5.34475,-3.0049075082144941e-07
5.345,-3.0470763035803729e-07
5.34525,-3.0884529797990886e-07
5.3455,-3.1291763764390961e-07
5.34575,-3.1693207621672098e-07
5.346,-3.2083916404563447e-07
5.34625,-3.2464909958348436e-07
5.3465,-3.2837376062203241e-07
5.34675,-3.3196678149226172e-07
5.347,-3.3544195936880635e-07
5.34725,-3.3881194684098912e-07
5.3475,-3.4203501971251453e-07
5.34775,-3.4512672885728116e-07
5.348,-3.4809809555427705e-07
5.34825,-3.5091427259752012e-07
5.3485,-3.5358825268283152e-07
5.34875,-3.5613032918475396e-07
5.349,-3.585092079866895e-07
5.34925,-3.6073755071058488e-07
5.3495,-3.6282417689611371e-07
5.34975,-3.6474273077535329e-07
5.35,-3.6650471979788214e-07
5.35025,-3.6811795100126856e-07
5.3505,-3.6956274842061035e-07
5.35075,-3.7084887307800877e-07
5.351,-3.7198494947995304e-07
5.35125,-3.7295760143704571e-07
5.3515,-3.7377849352566414e-07
5.35175,-3.7445787276830922e-07
5.352,-3.7498800414626688e-07
5.35225,-3.753817081260399e-07
5.3525,-3.7564814151349894e-07
5.35275,-3.7578589874498311e-07
5.353,-3.7580500566738468e-07
5.35325,-3.757148657302327e-07
5.3535,-3.7551974995565911e-07
5.35375,-3.7522521376747051e-07
5.354,-3.7484014991734711e-07
5.35425,-3.7437219833842494e-07
5.3545,-3.7382725326574446e-07
5.35475,-3.7321094728434916e-07
5.355,-3.7252872505201338e-07
5.35525,-3.7178478445566741e-07
5.3555,-3.7098532806310841e-07
5.35575,-3.7012994564992532e-07
5.356,-3.6922258060520727e-07
5.35625,-3.6826644116100663e-07
5.3565,-3.6726093845241336e-07
5.35675,-3.662096041091459e-07
5.357,-3.6510482781775498e-07
5.35725,-3.6394893921459118e-07
5.3575,-3.6274411431680184e-07
5.35775,-3.6148405417539953e-07
5.358,-3.6016984148353292e-07
5.35825,-3.587900133035379e-07
5.3585,-3.5734805536176898e-07
5.35875,-3.5584896667288499e-07
5.359,-3.5428621163322293e-07
5.35925,-3.5266586201256485e-07
5.3595,-3.5097737104199788e-07
5.35975,-3.4923108867732517e-07
5.36,-3.4743776588177695e-07
5.36025,-3.4559450967159496e-07
5.3605,-3.4371249206777644e-07
5.36075,-3.4178299648685378e-07
5.361,-3.3982023583932965e-07
5.36125,-3.3783889133106803e-07
5.3615,-3.3583769339337371e-07
5.36175,-3.3383105408829427e-07
5.362,-3.3181466446799712e-07
5.36225,-3.2980472478539705e-07
5.3625,-3.2781870227757919e-07
5.36275,-3.2585812419058597e-07
5.363,-3.2393908475786578e-07
5.36325,-3.2205854995956735e-07
5.3635,-3.2023476199509782e-07
5.36375,-3.1848508517041239e-07
5.364,-3.1681185315579508e-07
5.36425,-3.1523024633495536e-07
5.3645,-3.1373680871558674e-07
5.36475,-3.1234764819561104e-07
5.365,-3.1107743414100246e-07
5.36525,-3.0992651438309641e-07
5.3655,-3.0890528210964229e-07
5.36575,-3.0801135477099507e-07
5.366,-3.0725511016815447e-07
5.36625,-3.0664446561888557e-07
5.3665,-3.0617804907267328e-07
5.36675,-3.0585976984203447e-07
5.367,-3.0568687836650251e-07
5.36725,-3.0566438788153956e-07
5.3675,-3.0579539107497111e-07
5.36775,-3.0607817549331961e-07
5.368,-3.0651209136427395e-07
5.36825,-3.0709824457968741e-07
5.3685,-3.0783491587463385e-07
5.36875,-3.0871994585072563e-07
5.369,-3.0975314879022241e-07
5.36925,-3.1093028962784288e-07
5.3695,-3.1224493718668814e-07
5.36975,-3.1369547291321528e-07
5.37,-3.1527888184975777e-07
5.37025,-3.1698798688939935e-07
5.3705,-3.1881259125477222e-07
5.37075,-3.2075068061264214e-07
5.371,-3.2279934082573716e-07
5.37125,-3.24949162976326e-07
5.3715,-3.2718657230933369e-07
5.37175,-3.2951458543152183e-07
5.372,-3.3193441514495583e-07
5.37225,-3.3443635883752987e-07
5.3725,-3.3700909412742856e-07
5.37275,-3.3965844931948076e-07
5.373,-3.4239244110025381e-07
5.37325,-3.4520245506651083e-07
5.3735,-3.4807681167649679e-07
5.37375,-3.5102654859287644e-07
5.374,-3.5406054299689212e-07
5.37425,-3.5716820157480011e-07
5.3745,-3.6033665182748177e-07
5.37475,-3.6357546677538571e-07
5.375,-3.6689427941963297e-07
5.37525,-3.7028037960283775e-07
5.3755,-3.7371389269726716e-07
5.37575,-3.7720216477471341e-07
5.376,-3.8074864542407596e-07
5.37625,-3.8433331659528418e-07
5.3765,-3.8793119567275285e-07
5.37675,-3.9154260215320405e-07
5.377,-3.9516272746696444e-07
5.37725,-3.9876561074580025e-07
5.3775,-4.0231997696662647e-07
5.37775,-4.0582020165159852e-07
5.378,-4.0926436743627137e-07
5.37825,-4.1262404278297163e-07
5.3785,-4.1587252668418227e-07
5.37875,-4.1900668427580402e-07
5.379,-4.2202599583526671e-07
5.37925,-4.2490879667924714e-07
5.3795,-4.2762965914641246e-07
5.37975,-4.3019457894246534e-07
5.38,-4.326039716986899e-07
5.38025,-4.3484507605233444e-07
5.3805,-4.3690312364752471e-07
5.38075,-4.3878529144167627e-07
5.381,-4.4049759214963558e-07
5.38125,-4.4203224880457738e-07
5.3815,-4.433816230134584e-07
5.38175,-4.4455613878056391e-07
5.382,-4.455646878740392e-07
5.38225,-4.4640442594343571e-07
5.3825,-4.4707624050095537e-07
5.38275,-4.4758701770026901e-07
5.383,-4.4794202338885436e-07
5.38325,-4.4814153411513115e-07
5.3835,-4.4818551490380551e-07
5.38375,-4.480766899359933e-07
5.384,-4.4781556393312781e-07
5.38425,-4.4740006725787174e-07
5.3845,-4.4683083712706834e-07
5.38475,-4.4610403735360628e-07
5.385,-4.4521491389717209e-07
5.38525,-4.4416247145620061e-07
5.3855,-4.4294768302523596e-07
5.38575,-4.4156537505124921e-07
5.386,-4.4000947294571914e-07
5.38625,-4.382842498443013e-07
5.3865,-4.3639724177205975e-07
5.38675,-4.3434812941304112e-07
5.387,-4.3213293903114457e-07
5.38725,-4.2976528091695122e-07
5.3875,-4.2726411077740785e-07
5.38775,-4.2463121115869248e-07
5.388,-4.2187067635260814e-07
5.38825,-4.19004040439987e-07
5.3885,-4.160572539641816e-07
5.38875,-4.130346351216799e-07
5.389,-4.099411492615801e-07
5.38925,-4.0680324727489929e-07
5.3895,-4.0364827849363909e-07
5.38975,-4.0048251481077142e-07
5.39,-3.9731311813146527e-07
5.39025,-3.9416420831396514e-07
5.3905,-3.9106165467219823e-07
5.39075,-3.8800976669129259e-07
5.391,-3.8501140924933135e-07
5.39125,-3.8208800959903836e-07
5.3915,-3.7926231459908406e-07
5.39175,-3.7653220424498781e-07
5.392,-3.7389539110109242e-07
5.39225,-3.7136859266304781e-07
5.3925,-3.6896609809067036e-07
5.39275,-3.666828864879331e-07
5.393,-3.6451265232743913e-07
5.39325,-3.6246525005625142e-07
5.3935,-3.6054809268643301e-07
5.39375,-3.5875160441524631e-07
5.394,-3.5706791940435471e-07
5.39425,-3.554997788797756e-07
5.3945,-3.5404916231800005e-07
5.39475,-3.5270712208187995e-07
5.395,-3.5146659022314668e-07
5.39525,-3.5032764422309616e-07
5.3955,-3.4929111652434124e-07
5.39575,-3.4834973819981287e-07
5.396,-3.4749819540913573e-07
5.39625,-3.4673688741226722e-07
5.3965,-3.4606583007622914e-07
5.39675,-3.4548003706549917e-07
5.397,-3.4497684077422346e-07
5.39725,-3.4455658865014545e-07
5.3975,-3.4421921603381335e-07
5.39775,-3.4396385218032459e-07
5.398,-3.4379041002506491e-07
5.39825,-3.4369987705575792e-07
5.3985,-3.4369471246525876e-07
5.39875,-3.437773766211663e-07
5.399,-3.4395377139204594e-07
5.39925,-3.4422473096542179e-07
5.3995,-3.4459090047126729e-07
5.39975,-3.4505754716093641e-07
5.4,-3.4563011178179615e-07
5.40025,-3.4630604221721935e-07
5.4005,-3.4708139256194958e-07
5.40075,-3.4796230489148295e-07
5.401,-3.4895409786901101e-07
5.40125,-3.5004965637748591e-07
5.4015,-3.5124067798467631e-07
5.40175,-3.5253231067754537e-07
5.402,-3.53929023536242e-07
5.40225,-3.554220620483407e-07
5.4025,-3.5700009518667903e-07
5.40275,-3.5866871988504094e-07
5.403,-3.6043547997814044e-07
5.40325,-3.6228823655673697e-07
5.4035,-3.6421196454303286e-07
5.40375,-3.6621208656975967e-07
5.404,-3.6829594552549145e-07
5.40425,-3.7044613218959026e-07
5.4045,-3.7264429612680332e-07
5.40475,-3.7489351683024591e-07
5.405,-3.7720098698263063e-07
5.40525,-3.7954658884572094e-07
5.4055,-3.819078654651249e-07
5.40575,-3.8428945739351726e-07
5.406,-3.8669360170654376e-07
5.40625,-3.8909971974433766e-07
5.4065,-3.9148679746155264e-07
5.40675,-3.938570558978163e-07
5.407,-3.9621307490911147e-07
5.40725,-3.9853328751856058e-07
5.4075,-4.0079427062364718e-07
5.40775,-4.030002122344129e-07
5.408,-4.0515403606716058e-07
5.40825,-4.0723385605732961e-07
5.4085,-4.092173843143066e-07
5.40875,-4.1110615439941283e-07
5.409,-4.1290360318602563e-07
5.40925,-4.1458711284496011e-07
5.4095,-4.1613571375107346e-07
5.40975,-4.175531742528188e-07
5.41,-4.1883811156226321e-07
5.41025,-4.1997416966211676e-07
5.4105,-4.2094799451309296e-07
5.41075,-4.2176124243740701e-07
5.411,-4.2241675359724629e-07
5.41125,-4.2290572885925794e-07
5.4115,-4.2322408534010532e-07
5.41175,-4.2337877502025565e-07
5.412,-4.2337557091258254e-07
5.41225,-4.2321563144474882e-07
5.4125,-4.2290453539220944e-07
5.41275,-4.224500749051343e-07
5.413,-4.218595395140443e-07
5.41325,-4.2114001147700106e-07
5.4135,-4.2029986874323369e-07
5.41375,-4.1934591786883157e-07
5.414,-4.1828181762999074e-07
5.41425,-4.1711629514745999e-07
5.4145,-4.1585848835476735e-07
5.41475,-4.1451090073275434e-07
5.415,-4.1307482795264098e-07
5.41525,-4.1155756433390189e-07
5.4155,-4.0996902100091999e-07
5.41575,-4.0830797638623702e-07
5.416,-4.0656973368030997e-07
5.41625,-4.0476194416135924e-07
5.4165,-4.0289332939353562e-07
5.41675,-4.0095742460860872e-07
5.417,-3.9894444620478978e-07
5.41725,-3.9686036315483229e-07
5.4175,-3.9471493200678036e-07
5.41775,-3.9249714883078138e-07
5.418,-3.9019480658862966e-07
5.41825,-3.8781687916561691e-07
5.4185,-3.8537548796973781e-07
5.41875,-3.8285989237038618e-07
5.419,-3.8026085821861558e-07
5.41925,-3.7759256108849928e-07
5.4195,-3.7487172211119157e-07
5.41975,-3.7209151479844717e-07
5.42,-3.6924296620339029e-07
5.42025,-3.663439422051726e-07
5.4205,-3.6341388962269555e-07
5.42075,-3.6044629742998282e-07
5.421,-3.5743542359168218e-07
5.42125,-3.5440063526418711e-07
5.4215,-3.5136484153297047e-07
5.42175,-3.4832281348856836e-07
5.422,-3.4526743588342861e-07
5.42225,-3.4222094299480423e-07
5.4225,-3.3920726195478046e-07
5.42275,-3.3622180484982356e-07
5.423,-3.3326180484218367e-07
5.42325,-3.303494721036415e-07
5.4235,-3.2750885936819182e-07
5.42375,-3.2473663789769215e-07
5.424,-3.2203042430852353e-07
5.42425,-3.1941143043065958e-07
5.4245,-3.169007316229797e-07
5.42475,-3.1449588304958082e-07
5.425,-3.1219340033888141e-07
5.42525,-3.1001327591200422e-07
5.4255,-3.0797480469879004e-07
5.42575,-3.0607296904505009e-07
5.426,-3.0430456030926069e-07
5.42625,-3.026845270537018e-07
5.4265,-3.0122641263437756e-07
5.42675,-2.9992395975198332e-07
5.427,-2.9877111527611298e-07
5.42725,-2.9777612558900001e-07
5.4275,-2.9694476638067804e-07
5.42775,-2.962669766439662e-07
5.428,-2.9573353841849334e-07
5.42825,-2.9534412959786682e-07
5.4285,-2.9509672070492967e-07
5.42875,-2.9497818838952928e-07
5.429,-2.9497628996830276e-07
5.42925,-2.9508480510423787e-07
5.4295,-2.952957420820791e-07
5.42975,-2.9559601122099546e-07
5.43,-2.9597347275547103e-07
5.43025,-2.9642018611679863e-07
5.4305,-2.9692803688281079e-07
5.43075,-2.9748724989879823e-07
5.431,-2.9809236532933704e-07
5.43125,-2.9873743351035164e-07
5.4315,-2.9941730975649873e-07
5.43175,-3.0012937737716073e-07
5.432,-3.0087391977863546e-07
5.43225,-3.0164928667101257e-07
5.4325,-3.0245409219857161e-07
5.43275,-3.0329089001193439e-07
5.433,-3.0416313080659228e-07
5.43325,-3.0507127005244068e-07
5.4335,-3.0601436950275433e-07
5.43375,-3.0699734259056082e-07
5.434,-3.0802823053143797e-07
5.43425,-3.0910736851670077e-07
5.4345,-3.1023173216620642e-07
5.43475,-3.114080701776138e-07
5.435,-3.126433593430758e-07
5.43525,-3.1393464728514663e-07
5.4355,-3.1527735983348101e-07
5.43575,-3.1667609929782667e-07
5.436,-3.1813535732819716e-07
5.43625,-3.1964758591542885e-07
5.4365,-3.2120313111030997e-07
5.43675,-3.2280237750842141e-07
5.437,-3.2444565325940832e-07
5.43725,-3.2611989309870755e-07
5.4375,-3.2781052841661414e-07
5.43775,-3.2951457592429889e-07
5.438,-3.3122860564357553e-07
5.43825,-3.3293709142291079e-07
5.4385,-3.3462261964575207e-07
5.43875,-3.3628125565476752e-07
5.439,-3.3790773278227693e-07
5.43925,-3.3948491361537674e-07
5.4395,-3.4099468711755832e-07
5.43975,-3.4243154216321352e-07
5.44,-3.4378871021057622e-07
5.44025,-3.4504929781522927e-07
5.4405,-3.4619643076465178e-07
5.44075,-3.4722359821989651e-07
5.441,-3.4812284850183746e-07
5.44125,-3.4888092674766059e-07
5.4415,-3.4948738584121106e-07
5.44175,-3.4993723640933328e-07
5.442,-3.5022531365282986e-07
5.44225,-3.5034449774112763e-07
5.4425,-3.5029168006960679e-07
5.44275,-3.5006346478861411e-07
5.443,-3.496551299109881e-07
5.44325,-3.4906706200886761e-07
5.4435,-3.4830280670545708e-07
5.44375,-3.4735921884275255e-07
5.444,-3.4623188351209039e-07
5.44425,-3.4492733337956184e-07
5.4445,-3.434535208824334e-07
5.44475,-3.4180951607629941e-07
5.445,-3.3999316388385215e-07
5.44525,-3.3801704538314485e-07
5.4455,-3.358976385429083e-07
5.44575,-3.3363377686125134e-07
5.446,-3.3122629161172987e-07
5.44625,-3.286927680273391e-07
5.4465,-3.2605233784056939e-07
5.44675,-3.2330586118300858e-07
5.447,-3.2045484512232748e-07
5.44725,-3.175176553109951e-07
5.4475,-3.1451563648830844e-07
5.44775,-3.1144804884629636e-07
5.448,-3.0831482680590396e-07
5.44825,-3.0513476676816143e-07
5.4485,-3.0193068757424732e-07
5.44875,-2.9869853136663129e-07
5.449,-2.9543601970847865e-07
5.44925,-2.9215906903130443e-07
5.4495,-2.8889099937233351e-07
5.44975,-2.856208123115209e-07
5.45,-2.8234157599764517e-07
5.45025,-2.7907046585070178e-07
5.4505,-2.7582652601530181e-07
5.45075,-2.7259787208493999e-07
5.451,-2.6937221363515958e-07
5.45125,-2.6616407633046865e-07
5.4515,-2.6298753685969673e-07
5.45175,-2.5982900802390117e-07
5.452,-2.5667665046385659e-07
5.45225,-2.535431129426754e-07
5.4525,-2.5044347542509457e-07
5.45275,-2.4736726540201312e-07
5.453,-2.4430195279564602e-07
5.45325,-2.4126322798663683e-07
5.4535,-2.3826910002468031e-07
5.45375,-2.3531131528379581e-07
5.454,-2.3238073738438662e-07
5.45425,-2.2949694581580636e-07
5.4545,-2.2668254348736648e-07
5.45475,-2.2393403946031948e-07
5.455,-2.2124441695260461e-07
5.45525,-2.186314826140475e-07
5.4555,-2.1611307717709157e-07
5.45575,-2.1368693845989068e-07
5.456,-2.1135284855410103e-07
5.45625,-2.0912751445649666e-07
5.4565,-2.0702710849000463e-07
5.45675,-2.0504803357830853e-07
5.457,-2.0318697612856022e-07
5.45725,-2.0145517807130025e-07
5.4575,-1.9986384658611685e-07
5.45775,-1.9840809803403772e-07
5.458,-1.9708612145752547e-07
5.45825,-1.9590572406359927e-07
5.4585,-1.9487397782721248e-07
5.45875,-1.9398726193797368e-07
5.459,-1.9324295853684804e-07
5.45925,-1.9264484637451632e-07
5.4595,-1.9219481896158005e-07
5.45975,-1.9188871732963231e-07
5.46,-1.9172356159324475e-07
5.46025,-1.9169790273322694e-07
5.4605,-1.91808249577714e-07
5.46075,-1.9205107471518606e-07
5.461,-1.9242169125590619e-07
5.46125,-1.9291563767627731e-07
5.4615,-1.9352635645409828e-07
5.46175,-1.9425061873015055e-07
5.462,-1.9508708023265891e-07
5.46225,-1.9602951279910218e-07
5.4625,-1.9706912219429191e-07
5.46275,-1.982057758228168e-07
5.463,-1.9944014061247692e-07
5.46325,-2.0076450032683557e-07
5.4635,-2.0216823758322176e-07
5.46375,-2.0365243612944029e-07
5.464,-2.052157148701958e-07
5.46425,-2.0684775675352452e-07
5.4645,-2.0853705420506937e-07
5.46475,-2.1028054206129727e-07
5.465,-2.120739697972863e-07
5.46525,-2.1390323657776333e-07
5.4655,-2.1575299455146728e-07
5.46575,-2.1761984472393357e-07
5.466,-2.1949722908170287e-07
5.46625,-2.213690854826291e-07
5.4665,-2.2322002834882638e-07
5.46675,-2.2504388974044302e-07
5.467,-2.2682489588694078e-07
5.46725,-2.2856109229699124e-07
5.4675,-2.3023660725413731e-07
5.46775,-2.3184056548530136e-07
5.468,-2.3336626941785562e-07
5.46825,-2.348030376055967e-07
5.4685,-2.361462796889117e-07
5.46875,-2.3738697046848191e-07
5.469,-2.3851687990098138e-07
5.46925,-2.3953109649659025e-07
5.4695,-2.4042191842539683e-07
5.46975,-2.4118599063660743e-07
5.47,-2.4181895969289054e-07
5.47025,-2.4232059336323758e-07
5.4705,-2.42685740084993e-07
5.47075,-2.4291199219718569e-07
5.471,-2.4299534271002922e-07
5.47125,-2.4293971348283884e-07
5.4715,-2.4275133274068149e-07
5.47175,-2.4242965480644106e-07
5.472,-2.419776819994001e-07
5.47225,-2.4139473896433219e-07
5.4725,-2.4069174363731748e-07
5.47275,-2.3988048947755466e-07
5.473,-2.3896002242568677e-07
5.47325,-2.3794150842739084e-07
5.4735,-2.3682027205808214e-07
5.47375,-2.3561230247418102e-07
5.474,-2.3433337843426361e-07
5.47425,-2.3298080366463858e-07
5.4745,-2.3156641831144118e-07
5.47475,-2.3008181034732648e-07
5.475,-2.285428501937065e-07
5.47525,-2.2696338432373372e-07
5.4755,-2.2533785539474465e-07
5.47575,-2.2367223734462452e-07
5.476,-2.2195612032482908e-07
5.47625,-2.2019982449847949e-07
5.4765,-2.1841433460441747e-07
5.47675,-2.1659014247854815e-07
5.477,-2.1473285418202925e-07
5.47725,-2.1281982142023624e-07
5.4775,-2.1085917438066549e-07
5.47775,-2.0886360215557128e-07
5.478,-2.0681178256670307e-07
5.47825,-2.0471108461010206e-07
5.4785,-2.0253687825151729e-07
5.47875,-2.0030085303920083e-07
5.479,-1.9801593105773896e-07
5.47925,-1.9566533339546143e-07
5.4795,-1.9326107048232985e-07
5.47975,-1.907829232780265e-07
5.48,-1.8824617470157992e-07
5.48025,-1.8567087594131644e-07
5.4805,-1.8304167561993163e-07
5.48075,-1.8037295362912084e-07
5.481,-1.7765565750063791e-07
5.48125,-1.7490746189096513e-07
5.4815,-1.7215232114759956e-07
5.48175,-1.6938548875633735e-07
5.482,-1.6661006044707134e-07
5.48225,-1.6384464494379037e-07
5.4825,-1.611125175779541e-07
5.48275,-1.5841148559232081e-07
5.483,-1.5573893222295795e-07
5.48325,-1.5311750620597649e-07
5.4835,-1.5057126091921307e-07
5.48375,-1.4810070640498183e-07
5.484,-1.4570213429599003e-07
5.48425,-1.4339668189512965e-07
5.4845,-1.4120373622287829e-07
5.48475,-1.3911615942398944e-07
5.485,-1.371310340021958e-07
5.48525,-1.3526013866237964e-07
5.4855,-1.335145364690662e-07
5.48575,-1.3188353652627764e-07
5.486,-1.303589803158036e-07
5.48625,-1.2894442028603761e-07
5.4865,-1.2764260986381848e-07
