Physical Time (s),enth_flux_enthalpy_left Monitor (W)
6.95275,-2.4997642423805667e-07
6.953,-2.4903955422301815e-07
6.95325,-2.4813538422281676e-07
6.9535,-2.4726608817879824e-07
6.95375,-2.4643138487203377e-07
6.954,-2.4563027118506335e-07
6.95425,-2.4486105921982725e-07
6.9545,-2.4412041456975418e-07
6.95475,-2.4340399147754044e-07
6.955,-2.4270706656408681e-07
6.95525,-2.4202285401876424e-07
6.9555,-2.4134377731342591e-07
6.95575,-2.4066243319985766e-07
6.956,-2.3997038572323492e-07
6.95625,-2.3925849726794907e-07
6.9565,-2.3851911216826103e-07
6.95675,-2.377444128615534e-07
6.957,-2.3692650316316929e-07
6.95725,-2.3605925869507208e-07
6.9575,-2.3513745962348504e-07
6.95775,-2.3415753646101442e-07
6.958,-2.3311716231017948e-07
6.95825,-2.3201543687499946e-07
6.9585,-2.3085371921856195e-07
6.95875,-2.2963438011332727e-07
6.959,-2.2836075870830913e-07
6.95925,-2.270377757063039e-07
6.9595,-2.256721506145755e-07
6.95975,-2.2427182981442641e-07
6.96,-2.2284541002215133e-07
6.96025,-2.2140219201763784e-07
6.9605,-2.1995327137661868e-07
6.96075,-2.1850857233808867e-07
6.961,-2.1707899919919698e-07
6.96125,-2.1567581070562416e-07
6.9615,-2.1430794943235366e-07
6.96175,-2.1298591935928649e-07
6.962,-2.1171882715177689e-07
6.96225,-2.1051370937139243e-07
6.9625,-2.0937843697562838e-07
6.96275,-2.0831611420192632e-07
6.963,-2.0733221557445534e-07
6.96325,-2.0642732398151855e-07
6.9635,-2.0560553370610514e-07
6.96375,-2.0486451077312649e-07
6.964,-2.0420521395773846e-07
6.96425,-2.0362462570587799e-07
6.9645,-2.0311955300771954e-07
6.96475,-2.0268614130675436e-07
6.965,-2.0231888192698867e-07
6.96525,-2.0201070516618374e-07
6.9655,-2.0175482920900521e-07
6.96575,-2.0154337115776694e-07
6.966,-2.0136654250542124e-07
6.96625,-2.0121512754957144e-07
6.9665,-2.0107902389308965e-07
6.96675,-2.0094963750889797e-07
6.967,-2.008179265415698e-07
6.96725,-2.0067411294188946e-07
6.9675,-2.0050997823100358e-07
6.96775,-2.0031673135843547e-07
6.968,-2.000868024376479e-07
6.96825,-1.9981436555359944e-07
6.9685,-1.994928996558984e-07
6.96875,-1.9911782620169591e-07
6.969,-1.9868514884744851e-07
6.96925,-1.9819132330404326e-07
6.9695,-1.9763492306836492e-07
6.96975,-1.9701539196431544e-07
6.97,-1.9633404246364594e-07
6.97025,-1.9559284420427e-07
6.9705,-1.9479375517184925e-07
6.97075,-1.9394047306210252e-07
6.971,-1.9303663346247771e-07
6.97125,-1.9208810066489081e-07
6.9715,-1.9110038306255036e-07
6.97175,-1.9007908012964259e-07
6.972,-1.8903203183530019e-07
6.97225,-1.8796636395698227e-07
6.9725,-1.8688904531491746e-07
6.97275,-1.8580791737044134e-07
6.973,-1.8473011286103003e-07
6.97325,-1.8366309440348779e-07
6.9735,-1.8261243346343089e-07
6.97375,-1.8158563224976054e-07
6.974,-1.8058745961977337e-07
6.97425,-1.796221218424373e-07
6.9745,-1.7869249355898238e-07
6.97475,-1.7780077684658984e-07
6.975,-1.7694748355148492e-07
6.97525,-1.7613205275185258e-07
6.9755,-1.7535385399441911e-07
6.97575,-1.7461079707682094e-07
6.976,-1.7389974340440387e-07
6.97625,-1.7321732735354383e-07
6.9765,-1.7255912895348682e-07
6.97675,-1.7192091417770878e-07
6.977,-1.7129794642863342e-07
6.97725,-1.7068518664025549e-07
6.9775,-1.7007852855369658e-07
6.97775,-1.6947340600703711e-07
6.978,-1.6886563660181956e-07
6.97825,-1.6825137070916752e-07
6.9785,-1.676272210731355e-07
6.97875,-1.6698935154941997e-07
6.979,-1.6633480812534158e-07
6.97925,-1.6566031104646717e-07
6.9795,-1.6496385308458933e-07
6.97975,-1.6424333620850253e-07
6.98,-1.6349876834603459e-07
6.98025,-1.6272930565699274e-07
6.9805,-1.6193555068565664e-07
6.98075,-1.6111811255313497e-07
6.981,-1.6028007405349723e-07
6.98125,-1.5942266962942179e-07
6.9815,-1.5854933947445268e-07
6.98175,-1.5766517679715169e-07
6.982,-1.5677485908049163e-07
6.98225,-1.5588456868449317e-07
6.9825,-1.5499996386206264e-07
6.98275,-1.541283780931775e-07
6.983,-1.5327497620636454e-07
6.98325,-1.5244583411729672e-07
6.9835,-1.5164712217261049e-07
6.98375,-1.5088383438259451e-07
6.984,-1.5015972274368271e-07
6.98425,-1.4947871410635389e-07
6.9845,-1.4884331504597217e-07
6.98475,-1.4825426635274847e-07
6.985,-1.4771027764238795e-07
6.98525,-1.4720991666608492e-07
6.9855,-1.467504309399889e-07
6.98575,-1.4632986315811931e-07
6.986,-1.4594383821500258e-07
6.98625,-1.4558845846089449e-07
6.9865,-1.4525893735253413e-07
6.98675,-1.4494983226711132e-07
6.987,-1.4465551106197832e-07
6.98725,-1.4437029379654636e-07
6.9875,-1.4408923864741095e-07
6.98775,-1.4380704154057336e-07
6.988,-1.435190564417195e-07
6.98825,-1.4322128311626406e-07
6.9885,-1.4291185040288634e-07
6.98875,-1.4258943134738304e-07
6.989,-1.4225455609906673e-07
6.98925,-1.41906981980139e-07
6.9895,-1.4154800483973351e-07
6.98975,-1.4117863035865231e-07
6.99,-1.4080128157927512e-07
6.99025,-1.4041723101368307e-07
6.9905,-1.400286835071677e-07
6.99075,-1.3963752360323697e-07
6.991,-1.3924612691540622e-07
6.99125,-1.3885609192545488e-07
6.9915,-1.3846884439110162e-07
6.99175,-1.3808596885094627e-07
6.992,-1.3770748926802884e-07
6.99225,-1.3733579401863234e-07
6.9925,-1.3697047876035162e-07
6.99275,-1.366113442038616e-07
6.993,-1.3625859394080686e-07
6.99325,-1.3591276821370463e-07
6.9935,-1.3557286210438076e-07
6.99375,-1.3523764299703714e-07
6.994,-1.3490584699423282e-07
6.99425,-1.3457615213085727e-07
6.9945,-1.3424672230192703e-07
6.99475,-1.3391514321155625e-07
6.995,-1.3358029145848319e-07
6.99525,-1.332395297901787e-07
6.9955,-1.3289274361607281e-07
6.99575,-1.3253825335241979e-07
6.996,-1.3217676506429983e-07
6.99625,-1.3180875035102774e-07
6.9965,-1.314360653795465e-07
6.99675,-1.3106054956064342e-07
6.997,-1.3068484632944466e-07
6.99725,-1.3031143494722728e-07
6.9975,-1.2994192543406466e-07
6.99775,-1.2957894681174017e-07
6.998,-1.2922284788066229e-07
6.99825,-1.2887458380490679e-07
6.9985,-1.2853350894061857e-07
6.99875,-1.2819927265209324e-07
6.999,-1.2787072701664868e-07
6.99925,-1.2754591729830506e-07
6.9995,-1.2722335730933394e-07
6.99975,-1.2690065585800636e-07
7.0,-1.2657683619891666e-07
7.00025,-1.2624953077749668e-07
7.0005,-1.2591814595715668e-07
7.00075,-1.2558158055078249e-07
7.001,-1.2523847984372196e-07
7.00125,-1.2488944398833045e-07
7.0015,-1.2453411682557625e-07
7.00175,-1.2417356389329446e-07
7.002,-1.2380958535332087e-07
7.00225,-1.2344327625219781e-07
7.0025,-1.230765007436526e-07
7.00275,-1.227115656040575e-07
7.003,-1.2235136187089052e-07
7.00325,-1.2199967858708529e-07
7.0035,-1.2166017695531279e-07
7.00375,-1.2133802139086502e-07
7.004,-1.2103835199513595e-07
7.00425,-1.2076714352459318e-07
7.0045,-1.2053067296338784e-07
7.00475,-1.2033546816650839e-07
7.005,-1.2018675435995552e-07
7.00525,-1.2008943550309048e-07
7.0055,-1.2004714760169395e-07
7.00575,-1.2006213640913798e-07
7.006,-1.2013578267350169e-07
7.00625,-1.2026739681861376e-07
7.0065,-1.2045530952371622e-07
7.00675,-1.2069633443286841e-07
7.007,-1.2098584889675235e-07
7.00725,-1.2131820255904986e-07
7.0075,-1.2168730350446284e-07
7.00775,-1.2208631047481034e-07
7.008,-1.2250741768966712e-07
7.00825,-1.2294276300613493e-07
7.0085,-1.2338463512195301e-07
7.00875,-1.2382403729620452e-07
7.009,-1.2425223336543878e-07
7.00925,-1.2466170274989088e-07
7.0095,-1.2504443019336517e-07
7.00975,-1.2539285492567097e-07
7.01,-1.2569980349547538e-07
7.01025,-1.2595739163098542e-07
7.0105,-1.2615871752517431e-07
7.01075,-1.262975887207199e-07
7.011,-1.2636860443805363e-07
7.01125,-1.2636761277869103e-07
7.0115,-1.2629172639607331e-07
7.01175,-1.2613995369739264e-07
7.012,-1.2591331607811759e-07
7.01225,-1.256144733205138e-07
7.0125,-1.2524836479007348e-07
7.01275,-1.24821717506263e-07
7.013,-1.2434304484886287e-07
7.01325,-1.2382202432886929e-07
7.0135,-1.2326906079691652e-07
7.01375,-1.2269498411374622e-07
7.014,-1.2211050162523567e-07
7.01425,-1.215265913881993e-07
7.0145,-1.2095444414261394e-07
7.01475,-1.2040481089581243e-07
7.015,-1.1988759322944931e-07
7.01525,-1.1941217108089024e-07
7.0155,-1.189868355679332e-07
7.01575,-1.1861990853492031e-07
7.016,-1.1831880987654118e-07
7.01625,-1.1808910997396568e-07
7.0165,-1.179346214935159e-07
7.01675,-1.1785650191881238e-07
7.017,-1.1785487239957908e-07
7.01725,-1.1792758064407727e-07
7.0175,-1.1807100596937842e-07
7.01775,-1.182802742826748e-07
7.018,-1.1854827136848948e-07
7.01825,-1.1886707439437501e-07
7.0185,-1.1922765395547002e-07
7.01875,-1.1962025490801879e-07
7.019,-1.2003503574806456e-07
7.01925,-1.2046290114967683e-07
7.0195,-1.2089420568180448e-07
7.01975,-1.2132048498094863e-07
7.02,-1.2173459886695516e-07
7.02025,-1.2213053362026502e-07
7.0205,-1.225041963834053e-07
7.02075,-1.2285182573186703e-07
7.021,-1.2317032141524875e-07
7.02125,-1.2345774848503709e-07
7.0215,-1.2371348505086298e-07
7.02175,-1.2393729767960206e-07
7.022,-1.2413034360581307e-07
7.02225,-1.2429492870427456e-07
7.0225,-1.2443378575638864e-07
7.02275,-1.24550540325622e-07
7.023,-1.2464933910472822e-07
7.02325,-1.2473398594453066e-07
7.0235,-1.2480899686051726e-07
7.02375,-1.2487835069704344e-07
7.024,-1.2494583424851168e-07
7.02425,-1.2501481530565719e-07
7.0245,-1.2508805707453054e-07
7.02475,-1.2516825026128508e-07
7.025,-1.2525841714779274e-07
7.02525,-1.2536068519600112e-07
7.0255,-1.2547682747079284e-07
7.02575,-1.2560803170377882e-07
7.026,-1.257552589585845e-07
7.02625,-1.2591948213258491e-07
7.0265,-1.2610189009567917e-07
7.02675,-1.2630313589537166e-07
7.027,-1.2652467686216235e-07
7.02725,-1.2676782857488793e-07
7.0275,-1.2703349570556862e-07
7.02775,-1.2732372546071069e-07
7.028,-1.2763955254124795e-07
7.02825,-1.2798221206457688e-07
7.0285,-1.2835332143033685e-07
7.02875,-1.2875380265464057e-07
7.029,-1.2918457189730108e-07
7.02925,-1.2964667619527946e-07
7.0295,-1.3013992960145595e-07
7.02975,-1.3066100802200058e-07
7.03,-1.3121456761355127e-07
7.03025,-1.3179540935682613e-07
7.0305,-1.3240141992152873e-07
7.03075,-1.3302881492593455e-07
7.031,-1.3367334906706709e-07
7.03125,-1.3433075585568766e-07
7.0315,-1.3499643894884093e-07
7.03175,-1.3566596632516459e-07
7.032,-1.3633464699052869e-07
7.03225,-1.369972658118409e-07
7.0325,-1.3764842497186987e-07
7.03275,-1.3828359476299815e-07
7.033,-1.3889820037373123e-07
7.03325,-1.3948830777323535e-07
7.0335,-1.4005051296677417e-07
7.03375,-1.4058216895800849e-07
7.034,-1.410805688907077e-07
7.03425,-1.4154487523927896e-07
7.0345,-1.4197475243642203e-07
7.03475,-1.4237082940788211e-07
7.035,-1.4273472262543463e-07
7.03525,-1.4306443593534524e-07
7.0355,-1.4337005974346395e-07
7.03575,-1.4365056759756606e-07
7.036,-1.4390992225967876e-07
7.03625,-1.4415206830414178e-07
7.0365,-1.4438100720972332e-07
7.03675,-1.4460037972759046e-07
7.037,-1.4481456209546256e-07
7.03725,-1.450241790507786e-07
7.0375,-1.4523915726737149e-07
7.03775,-1.4545952968030385e-07
7.038,-1.4568923980316077e-07
7.03825,-1.4593090763093281e-07
7.0385,-1.4618729820600271e-07
7.03875,-1.4646140464013341e-07
7.039,-1.4675633034907297e-07
7.03925,-1.4707482639028143e-07
7.0395,-1.4741911425172834e-07
7.03975,-1.4779168552763162e-07
7.04,-1.4819399775058514e-07
7.04025,-1.4862717617728394e-07
7.0405,-1.490917639902175e-07
7.04075,-1.4958821712665969e-07
7.041,-1.5011599700335434e-07
7.04125,-1.5067350339453433e-07
7.0415,-1.5125871432055871e-07
7.04175,-1.518683741106243e-07
7.042,-1.5249916091839245e-07
7.04225,-1.5314658506471585e-07
7.0425,-1.5380593782732686e-07
7.04275,-1.5447231831705496e-07
7.043,-1.551403119213227e-07
7.04325,-1.5580486849989286e-07
7.0435,-1.5646033489181381e-07
7.04375,-1.5710172196471403e-07
7.044,-1.5772477470511148e-07
7.04425,-1.5832371274949157e-07
7.0445,-1.5889881213002509e-07
7.04475,-1.5944369966428207e-07
7.045,-1.5995731783980425e-07
7.04525,-1.6043758062903971e-07
7.0455,-1.6088377245830832e-07
7.04575,-1.6129532509209226e-07
7.046,-1.6167333734723827e-07
7.04625,-1.6201884096459918e-07
7.0465,-1.6233414830570736e-07
7.04675,-1.6262347528645714e-07
7.047,-1.6289371293520343e-07
7.04725,-1.6314892940783552e-07
7.0475,-1.6339283586922725e-07
7.04775,-1.6363071025585914e-07
7.048,-1.6386887106201626e-07
7.04825,-1.6411573070069042e-07
7.0485,-1.6437851228682002e-07
7.04875,-1.6466446819731469e-07
7.049,-1.649794510363963e-07
7.04925,-1.6532855033276753e-07
7.0495,-1.6571587114231655e-07
7.04975,-1.6614489919729278e-07
7.05,-1.6661865896049036e-07
7.05025,-1.6713940324582855e-07
7.0505,-1.6770938243640635e-07
7.05075,-1.6833006158547175e-07
7.051,-1.6900219326450079e-07
7.05125,-1.697258443860641e-07
7.0515,-1.7050082583025002e-07
7.05175,-1.7132491595493903e-07
7.052,-1.7219655586566888e-07
7.05225,-1.7311233680096002e-07
7.0525,-1.7406825159983716e-07
7.05275,-1.750596441667088e-07
7.053,-1.7607985265194037e-07
7.05325,-1.7712253701840902e-07
7.0535,-1.7818041559766065e-07
7.05375,-1.7924596856501752e-07
7.054,-1.8031177555496946e-07
7.05425,-1.8137032929869563e-07
7.0545,-1.8241501981217166e-07
7.05475,-1.8343986011130093e-07
7.055,-1.8444147729971481e-07
7.05525,-1.8541603609437233e-07
7.0555,-1.8636042757042327e-07
7.05575,-1.8727302588263972e-07
7.056,-1.8815246687481444e-07
7.05625,-1.8899891683873438e-07
7.0565,-1.8981243329543526e-07
7.05675,-1.9059483386214981e-07
7.057,-1.9134850935761087e-07
7.05725,-1.9207696907305021e-07
7.0575,-1.9278367627256716e-07
7.05775,-1.9347379049691901e-07
7.058,-1.9415355538420827e-07
7.05825,-1.9482884972344709e-07
7.0585,-1.9550758713007188e-07
7.05875,-1.9619776451568733e-07
7.059,-1.9690565635090966e-07
7.05925,-1.9763888160200895e-07
7.0595,-1.9840381585386522e-07
7.05975,-1.9920595283358972e-07
7.06,-2.0004957344943815e-07
7.06025,-2.009365850474258e-07
7.0605,-2.0186714893389276e-07
7.06075,-2.0283976558319246e-07
7.061,-2.0385207564221847e-07
7.06125,-2.0489958029481665e-07
7.0615,-2.0597710945115938e-07
7.06175,-2.0707800583513554e-07
7.062,-2.0819562357500353e-07
7.06225,-2.0932172952030968e-07
7.0625,-2.1044725564336057e-07
7.06275,-2.1156354888972293e-07
7.063,-2.1266127824652648e-07
7.06325,-2.1373020655105396e-07
7.0635,-2.1476104226016923e-07
7.06375,-2.1574462800355558e-07
7.064,-2.1667179056147652e-07
7.06425,-2.1753503724439095e-07
7.0645,-2.1832800660160429e-07
7.06475,-2.1904615956430927e-07
7.065,-2.1968562130873607e-07
7.06525,-2.2024483004047845e-07
7.0655,-2.2072321687732899e-07
7.06575,-2.2112287285320104e-07
7.066,-2.21446218912007e-07
7.06625,-2.2169896941528543e-07
7.0665,-2.2188684820584535e-07
7.06675,-2.2201723172982358e-07
7.067,-2.2209904443277844e-07
7.06725,-2.2214176253329839e-07
7.0675,-2.221562403649588e-07
7.06775,-2.2215325973158122e-07
7.068,-2.221445841754821e-07
7.06825,-2.221418362965413e-07
7.0685,-2.2215671181514375e-07
7.06875,-2.2220087668043281e-07
7.069,-2.2228554954885264e-07
7.06925,-2.2242159470671285e-07
7.0695,-2.2261868085764341e-07
7.06975,-2.2288560981006471e-07
7.07,-2.2323022344480634e-07
7.07025,-2.2365880082317348e-07
7.0705,-2.2417558276543728e-07
7.07075,-2.2478265697937558e-07
7.071,-2.2548033245358478e-07
7.07125,-2.262689861438232e-07
7.0715,-2.2714426795196315e-07
7.07175,-2.2810270151473265e-07
7.072,-2.291383564121887e-07
7.07225,-2.3024569989845767e-07
7.0725,-2.3141660141400228e-07
7.07275,-2.326429108658268e-07
7.073,-2.339143313181816e-07
7.07325,-2.3522220950091618e-07
7.0735,-2.3655550737212336e-07
7.07375,-2.3790474321999678e-07
7.074,-2.39258798298918e-07
7.07425,-2.4060728044831809e-07
7.0745,-2.4194023918089641e-07
7.07475,-2.4324911815441568e-07
7.075,-2.4452650863027888e-07
7.07525,-2.4576616650796611e-07
7.0755,-2.4696315779711025e-07
7.07575,-2.4811558676488177e-07
7.076,-2.4922150538308543e-07
7.07625,-2.5027977379427017e-07
7.0765,-2.5129356317898714e-07
7.07675,-2.5226497698476591e-07
7.077,-2.531980948216571e-07
7.07725,-2.5409787706198805e-07
7.0775,-2.5496996224761672e-07
7.07775,-2.5582004216814723e-07
7.078,-2.5665530997358968e-07
7.07825,-2.5748158524581868e-07
7.0785,-2.583053328619728e-07
7.07875,-2.5913405870262809e-07
7.079,-2.599747236882031e-07
7.07925,-2.608325730399852e-07
7.0795,-2.6171352636972576e-07
7.07975,-2.6262033014548038e-07
7.08,-2.6355573939786087e-07
7.08025,-2.6452237670802757e-07
7.0805,-2.6551891220219246e-07
7.08075,-2.6654608172988229e-07
7.081,-2.6760155663131035e-07
7.08125,-2.6868123782136709e-07
7.0815,-2.6978105352107305e-07
7.08175,-2.7089485179267205e-07
7.082,-2.7201435261548381e-07
7.08225,-2.7313265815820571e-07
7.0825,-2.742412679674906e-07
7.08275,-2.7533095465624861e-07
7.083,-2.7639347845811901e-07
7.08325,-2.774199835811106e-07
7.0835,-2.7840385988191829e-07
7.08375,-2.7933885726697075e-07
7.084,-2.8021885968396523e-07
7.08425,-2.8104043398671595e-07
7.0845,-2.8180047243134847e-07
7.08475,-2.8249850261077933e-07
7.085,-2.8313427033958255e-07
7.08525,-2.8370833051537298e-07
7.0855,-2.8422318590670896e-07
7.08575,-2.8468168068431843e-07
7.086,-2.8508728257796103e-07
7.08625,-2.8544479514003056e-07
7.0865,-2.8575853146197521e-07
7.08675,-2.8603451760132108e-07
7.087,-2.8627995829489351e-07
7.08725,-2.8649992123854942e-07
7.0875,-2.8670134306602616e-07
7.08775,-2.8689169492978923e-07
7.088,-2.8707841974699098e-07
7.08825,-2.8727087191345255e-07
7.0885,-2.8747931500110822e-07
7.08875,-2.8771388369101025e-07
7.089,-2.8798401126005786e-07
7.08925,-2.882993533964536e-07
7.0895,-2.8866936203959066e-07
7.08975,-2.8910207733032409e-07
7.09,-2.8960521367459907e-07
7.09025,-2.901844402763394e-07
7.0905,-2.9084360271275379e-07
7.09075,-2.9158572238703934e-07
7.091,-2.9241140468566816e-07
7.09125,-2.9332021359833424e-07
7.0915,-2.943102289465153e-07
7.09175,-2.9537758900270042e-07
7.092,-2.96517652508347e-07
7.09225,-2.9772433181650502e-07
7.0925,-2.9899102590891354e-07
7.09275,-3.0031000762036872e-07
7.093,-3.0167316749075721e-07
7.09325,-3.0307197764690579e-07
7.0935,-3.0449746568359945e-07
7.09375,-3.059408228990905e-07
7.094,-3.0739270914033137e-07
7.09425,-3.088439030368502e-07
7.0945,-3.1028478301623194e-07
7.09475,-3.1170711397550517e-07
7.095,-3.1310166964082101e-07
7.09525,-3.1446110810876662e-07
7.0955,-3.1577755743081897e-07
7.09575,-3.1704424156098777e-07
7.096,-3.1825532088386613e-07
7.09625,-3.1940613305388535e-07
7.0965,-3.2049282341349761e-07
7.09675,-3.2151230541609082e-07
7.097,-3.2246304541512817e-07
7.09725,-3.2334324811841649e-07
7.0975,-3.2415397471339721e-07
7.09775,-3.2489452378520742e-07
7.098,-3.255671010868062e-07
7.09825,-3.2617306224078738e-07
7.0985,-3.2671627265842024e-07
7.09875,-3.2720040940058064e-07
7.099,-3.2763067846021815e-07
7.09925,-3.2801086518559895e-07
7.0995,-3.2834765872448059e-07
7.09975,-3.2864732259622903e-07
7.1,-3.2891687444925913e-07
7.10025,-3.2916380296018638e-07
7.1005,-3.2939619372334187e-07
7.10075,-3.2962111570091164e-07
7.101,-3.2984825352561594e-07
7.10125,-3.3008458627536725e-07
7.1015,-3.303390820645836e-07
7.10175,-3.3062002994275215e-07
7.102,-3.309356824310462e-07
7.10225,-3.3129285793689217e-07
7.1025,-3.3169880720524937e-07
7.10275,-3.3215882316207488e-07
7.103,-3.3267681958649089e-07
7.10325,-3.3325645227227874e-07
7.1035,-3.3389937837098133e-07
7.10375,-3.3460635647698026e-07
7.104,-3.3537683074848635e-07
7.10425,-3.36208675585399e-07
7.1045,-3.3709949081981309e-07
7.10475,-3.3804651548870217e-07
7.105,-3.3904425573018054e-07
7.10525,-3.4008713642247495e-07
7.1055,-3.4116828240418342e-07
7.10575,-3.422802831691072e-07
7.106,-3.4341466780253123e-07
7.10625,-3.4456326349712839e-07
7.1065,-3.4571763801727953e-07
7.10675,-3.4686982790551696e-07
7.107,-3.4801200031109821e-07
7.10725,-3.4913635339548817e-07
7.1075,-3.5023618655195602e-07
7.10775,-3.513057752962941e-07
7.108,-3.5233949177652275e-07
7.10825,-3.5333282903023584e-07
7.1085,-3.542818269569617e-07
7.10875,-3.5518411670310636e-07
7.109,-3.5603762304759527e-07
7.10925,-3.5684149831551347e-07
7.1095,-3.5759390732292268e-07
7.10975,-3.5829533429702231e-07
7.11,-3.5894572788742496e-07
7.11025,-3.5954552935331162e-07
7.1105,-3.6009567141846373e-07
7.11075,-3.605978404361741e-07
7.111,-3.610545097655259e-07
7.11125,-3.6146857012695168e-07
7.1115,-3.6184292084623866e-07
7.11175,-3.6218255960000515e-07
7.112,-3.6249212671777926e-07
7.11225,-3.6277697838101783e-07
7.1125,-3.6304173484426282e-07
7.11275,-3.6329237171201086e-07
7.113,-3.6353337580137431e-07
7.11325,-3.6376943262175489e-07
7.1135,-3.6400564225674379e-07
7.11375,-3.6424552889981419e-07
7.114,-3.6449241214569636e-07
7.11425,-3.647495794045488e-07
7.1145,-3.6501908797452702e-07
7.11475,-3.6530292190523806e-07
7.115,-3.65602255295526e-07
7.11525,-3.6591776445634247e-07
7.1155,-3.6624950770681183e-07
7.11575,-3.6659718935154131e-07
7.116,-3.6696043162967802e-07
7.11625,-3.6733842753274128e-07
7.1165,-3.6772991850763234e-07
7.11675,-3.681336898274318e-07
7.117,-3.685479111257666e-07
7.11725,-3.6897109693944684e-07
7.1175,-3.6940134634379005e-07
7.11775,-3.6983676332128393e-07
7.118,-3.7027588609531806e-07
7.11825,-3.7071734096408878e-07
7.1185,-3.7115995904176185e-07
7.11875,-3.7160296068991237e-07
7.119,-3.7204543002632064e-07
7.11925,-3.7248713277685579e-07
7.1195,-3.7292813955981881e-07
7.11975,-3.7336860401008883e-07
7.12,-3.738093161787989e-07
7.12025,-3.7425230147925478e-07
7.1205,-3.746996826875008e-07
7.12075,-3.7515401080647855e-07
7.121,-3.7561885997495098e-07
7.12125,-3.7609794292022002e-07
7.1215,-3.7659459014736376e-07
7.12175,-3.7711230815531855e-07
7.122,-3.7765384858123896e-07
7.12225,-3.7822207381984241e-07
7.1225,-3.7881845438993977e-07
7.12275,-3.7944325495802678e-07
7.123,-3.800966677875183e-07
7.12325,-3.8077739896441211e-07
7.1235,-3.8148401652331105e-07
7.12375,-3.8221383909264617e-07
7.124,-3.8296399416615982e-07
7.12425,-3.8373050579529373e-07
7.1245,-3.8450884711063753e-07
7.12475,-3.85294108836366e-07
7.125,-3.8608110835627309e-07
7.12525,-3.8686404857639923e-07
7.1255,-3.876370822788343e-07
7.12575,-3.8839402835847493e-07
7.126,-3.8912889591002129e-07
7.12625,-3.8983588353700925e-07
7.1265,-3.9050952787585007e-07
7.12675,-3.9114482968274444e-07
7.127,-3.9173670157373992e-07
7.12725,-3.9228079343675288e-07
7.1275,-3.9277310933210721e-07
7.12775,-3.932111428621659e-07
7.128,-3.9359195964027949e-07
7.12825,-3.9391490312124521e-07
7.1285,-3.9417932178378248e-07
7.12875,-3.9438538861440331e-07
7.129,-3.945345673577041e-07
7.12925,-3.9462859330583783e-07
7.1295,-3.9467018774845945e-07
7.12975,-3.9466220031771761e-07
7.13,-3.9460819118827733e-07
7.13025,-3.9451142923987364e-07
7.1305,-3.943760155675735e-07
7.13075,-3.9420585129021939e-07
7.131,-3.9400507813147821e-07
7.13125,-3.9377797946453394e-07
7.1315,-3.9352907933540752e-07
7.13175,-3.9326363443913244e-07
7.132,-3.9298702670538091e-07
7.13225,-3.9270406755804457e-07
7.1325,-3.9241949672799092e-07
7.13275,-3.9213784140111517e-07
7.133,-3.9186315197513933e-07
7.13325,-3.9159975632683513e-07
7.1335,-3.9135096286206213e-07
7.13375,-3.9112028408684464e-07
7.134,-3.9091115964627785e-07
7.13425,-3.9072616213100482e-07
7.1345,-3.9056722743346528e-07
7.13475,-3.9043514056883265e-07
7.135,-3.9033057365064184e-07
7.13525,-3.9025261580923061e-07
7.1355,-3.9020052679281192e-07
7.13575,-3.9017209582939236e-07
7.136,-3.901655739957041e-07
7.13625,-3.901784786775002e-07
7.1365,-3.902083191743091e-07
7.13675,-3.9025291233770237e-07
7.137,-3.9030996936281656e-07
7.13725,-3.9037779363275333e-07
7.1375,-3.9045474158141638e-07
7.13775,-3.9054000701476355e-07
7.138,-3.9063272485186641e-07
7.13825,-3.9073257367173669e-07
7.1385,-3.9083869775553603e-07
7.13875,-3.9095191214431312e-07
7.139,-3.9107279178802639e-07
7.13925,-3.9120243866668143e-07
7.1395,-3.9134121215124902e-07
7.13975,-3.9149119841800496e-07
7.14,-3.9165390258026342e-07
7.14025,-3.9183111609655001e-07
7.1405,-3.9202418908210946e-07
7.14075,-3.9223434879702244e-07
7.141,-3.9246254919225715e-07
7.14125,-3.9270901299325888e-07
7.1415,-3.9297233111388775e-07
7.14175,-3.9325092821716292e-07
7.142,-3.935428669328785e-07
7.14225,-3.9384447702109485e-07
7.1425,-3.9415206467998475e-07
7.14275,-3.944612910074536e-07
7.143,-3.9476814143206882e-07
7.14325,-3.9506720586512391e-07
7.1435,-3.95354202380218e-07
7.14375,-3.9562348089068481e-07
7.144,-3.9587270833402182e-07
7.14425,-3.9609750673802273e-07
7.1445,-3.9629307060752086e-07
7.14475,-3.964575245024617e-07
7.145,-3.9658641440776007e-07
7.14525,-3.9667839942655991e-07
7.1455,-3.9673100237827672e-07
7.14575,-3.9674226723730857e-07
7.146,-3.9671221399597865e-07
7.14625,-3.9664016398666055e-07
7.1465,-3.965266530428703e-07
7.14675,-3.9637292879066288e-07
7.147,-3.9618196458700307e-07
7.14725,-3.9595743563122464e-07
7.1475,-3.9570214984317883e-07
7.14775,-3.954217344285746e-07
7.148,-3.9511948076742696e-07
7.14825,-3.9479959413386596e-07
7.1485,-3.9446554956515442e-07
7.14875,-3.9412036791608217e-07
7.149,-3.9376733058196141e-07
7.14925,-3.9340779337507261e-07
7.1495,-3.9304316472503402e-07
7.14975,-3.9267358903471652e-07
7.15,-3.9229886714260631e-07
7.15025,-3.9191778153386049e-07
7.1505,-3.9152885398612225e-07
