Physical Time (s),ep_top Monitor (W): top_cv1,ep_top Monitor (W): top_cv2,ep_top Monitor (W): top_cv3,ep_top Monitor (W): top_cv4,ep_top Monitor (W): top_cv5,ep_top Monitor (W): top_cv6,ep_top Monitor (W): top_cv7
6.96325,2.2675729168662197e-09,1.3913112281521718e-10,1.3063208914676839e-10,1.3209253823751644e-10,1.1253866465208412e-10,1.1276541974766311e-10,6.6983191677170931e-12
6.9635,2.2770335060412166e-09,1.4030811823416138e-10,1.3155337258746329e-10,1.3289372260756893e-10,1.133089735975312e-10,1.1405937576266615e-10,7.3578347155761614e-12
6.96375,2.2865522963648887e-09,1.4149575100421641e-10,1.3247615946441859e-10,1.337066423429516e-10,1.1409600594961003e-10,1.1535273443175922e-10,8.0397943395295168e-12
6.964,2.2961268106462713e-09,1.4269265373967147e-10,1.3339862578799596e-10,1.3453024138812514e-10,1.1489845436864088e-10,1.1664516667802472e-10,8.7450848362719136e-12
6.96425,2.3057582741571513e-09,1.4389795847933841e-10,1.3431998246218819e-10,1.3536294391836888e-10,1.1571537245878994e-10,1.1793791720690534e-10,9.4739050486888682e-12
6.9645,2.3154432159101538e-09,1.4511006042543955e-10,1.352402714562022e-10,1.3620306372097251e-10,1.1654662475251504e-10,1.1923385140109899e-10,1.022447891216199e-11
6.96475,2.3251771072996711e-09,1.4632706426409663e-10,1.3616031017467527e-10,1.3704908797746589e-10,1.1739279880946033e-10,1.2053707202979964e-10,1.0993528373038206e-11
6.965,2.3349566342444921e-09,1.4754815923025568e-10,1.3708224702102243e-10,1.3790042701726874e-10,1.1825469805358573e-10,1.2185226947974088e-10,1.1776645429850106e-11
6.96525,2.3447771286747567e-09,1.4877229735007459e-10,1.3800845481543545e-10,1.3875788390953541e-10,1.1913381462425509e-10,1.2318335206806239e-10,1.256928386041606e-11
6.9655,2.3546291064356752e-09,1.4999906867285438e-10,1.3894175381256641e-10,1.396229679439358e-10,1.2003090384234693e-10,1.2453228288657869e-10,1.3366261753211203e-11
6.96575,2.3645078401284248e-09,1.5122871741389769e-10,1.3988479847639919e-10,1.4049841298199669e-10,1.2094698295291228e-10,1.2589810211158605e-10,1.416284905021558e-11
6.966,2.3744057769666568e-09,1.5246260219310932e-10,1.4084057322364758e-10,1.4138757734679263e-10,1.2188291105285984e-10,1.2727728154816954e-10,1.4956140626554243e-11
6.96625,2.3843132264846099e-09,1.5370189536324911e-10,1.4181122697308961e-10,1.4229357011458978e-10,1.2283877632483435e-10,1.2866466980493033e-10,1.5745651363216956e-11
6.9665,2.3942203912357904e-09,1.5494839051187335e-10,1.4279904471025546e-10,1.4321936616153116e-10,1.238142628637634e-10,1.300534555042352e-10,1.6534276553161867e-11
6.96675,2.404125443794263e-09,1.5620476198484929e-10,1.4380533703106656e-10,1.4416700326282631e-10,1.2480793221555937e-10,1.3143805028202644e-10,1.7327983731100501e-11
6.967,2.4140208412152846e-09,1.5747279664666438e-10,1.4483116478261176e-10,1.4513810991618741e-10,1.2581821072726391e-10,1.3281479787855124e-10,1.8135332993131702e-11
6.96725,2.423903702064052e-09,1.5875403646251871e-10,1.4587670392183195e-10,1.461331317395051e-10,1.2684259148307684e-10,1.3418237389090931e-10,1.8965383938194478e-11
6.9675,2.4337682205037661e-09,1.6004992241455376e-10,1.4694147398114578e-10,1.4715114305308633e-10,1.2787816712126053e-10,1.3554056994983805e-10,1.9826007427094582e-11
6.96775,2.4436112072559816e-09,1.613608835815917e-10,1.4802432840814734e-10,1.4818974515070149e-10,1.2892088491639972e-10,1.3689094064630556e-10,2.0722669956100895e-11
6.968,2.4534327475945256e-09,1.6268740311093349e-10,1.491242413853407e-10,1.4924604587141703e-10,1.2996710786899742e-10,1.3823703114424771e-10,2.1657488099584969e-11
6.96825,2.4632352636473593e-09,1.6402951302615186e-10,1.5023959142736994e-10,1.5031589425604582e-10,1.310129092030933e-10,1.3958289466782494e-10,2.2629088735966958e-11
6.9685,2.4730146844376045e-09,1.6538558988031788e-10,1.5136814957610679e-10,1.5139458421712053e-10,1.320544103874143e-10,1.4093425540560758e-10,2.3632450047844216e-11
6.96875,2.4827780322705538e-09,1.6675541928506433e-10,1.5250831201563662e-10,1.5247755689936837e-10,1.3308926072020025e-10,1.4229731476011744e-10,2.4659794034212209e-11
6.969,2.4925277658937489e-09,1.6813787789492447e-10,1.5365818664360531e-10,1.535606649847092e-10,1.3411630108935753e-10,1.4367938135988856e-10,2.570165765822428e-11
6.96925,2.5022685673140117e-09,1.6953152803963791e-10,1.5481635183303246e-10,1.5464021180528676e-10,1.3513560126451271e-10,1.4508880606299449e-10,2.6748430269696897e-11
6.9695,2.512008687578789e-09,1.7093584640546382e-10,1.5598155982937845e-10,1.5571399282153684e-10,1.3614847684258485e-10,1.4653121220699216e-10,2.7790913948346816e-11
6.96975,2.5217548123842543e-09,1.7234934057971504e-10,1.5715188688818289e-10,1.5678038002571967e-10,1.371568980425914e-10,1.4801261924283666e-10,2.8822586739140653e-11
6.97,2.5315192721303919e-09,1.7377176762055023e-10,1.5832608983015143e-10,1.5783978221763467e-10,1.3816370985888795e-10,1.4953594401565358e-10,2.9840371832727038e-11
6.97025,2.5413132842586351e-09,1.7520172134288397e-10,1.5950189506029713e-10,1.5889328784670846e-10,1.3917172813433735e-10,1.5110170356147338e-10,3.0844960618974006e-11
6.9705,2.5511483951954973e-09,1.7663840368788811e-10,1.6067848623195623e-10,1.5994361409133733e-10,1.4018458974947463e-10,1.527090619026611e-10,3.1840917495777921e-11
6.97075,2.5610373326194518e-09,1.780804510086513e-10,1.6185493986000674e-10,1.6099361854261899e-10,1.4120597699169657e-10,1.5435408126378716e-10,3.2835324045760189e-11
6.971,2.5709964710216534e-09,1.7952678331003537e-10,1.6303099484292113e-10,1.6204721008487036e-10,1.4223931190651006e-10,1.5603122053860313e-10,3.3836902798748377e-11
6.97125,2.5810426862652698e-09,1.8097618021761485e-10,1.6420643549473767e-10,1.6310688488388832e-10,1.4328715846405513e-10,1.5773199566447455e-10,3.4854065702663488e-11
6.9715,2.5911892470243524e-09,1.8242788087574788e-10,1.6538145509305055e-10,1.6417548048461973e-10,1.443508383249075e-10,1.594497012384884e-10,3.5895022357845237e-11
6.97175,2.6014544602447189e-09,1.8388140573694078e-10,1.66557054446353e-10,1.6525484997157192e-10,1.4543024851684005e-10,1.6117810741047874e-10,3.6965518798679084e-11
6.972,2.611849864250284e-09,1.8533604065492071e-10,1.6773381904973704e-10,1.6634542393092788e-10,1.4652383791374324e-10,1.6291229764753157e-10,3.8067954617892414e-11
6.97225,2.6223894867734456e-09,1.8679196814606216e-10,1.6891305171507249e-10,1.6744702591034753e-10,1.4762891665679609e-10,1.646498473864695e-10,3.920030278622726e-11
6.9725,2.6330862376804378e-09,1.8824974156191014e-10,1.7009623151559834e-10,1.6855868207277627e-10,1.4874232187513453e-10,1.6638990516086489e-10,4.0357195934580838e-11
6.97275,2.6439465961114408e-09,1.8971039999891227e-10,1.7128470823456467e-10,1.6967867939604911e-10,1.4986105778594015e-10,1.681325557052568e-10,4.1531087817549185e-11
6.973,2.6549758735043832e-09,1.9117524143088696e-10,1.7247970356626771e-10,1.7080515706737414e-10,1.5098221407848572e-10,1.6987766718426804e-10,4.2713729250699019e-11
6.97325,2.6661778704311797e-09,1.9264549594365968e-10,1.7368176927985668e-10,1.7193635582246858e-10,1.5210386193588432e-10,1.7162519251798505e-10,4.3898187817566504e-11
6.9735,2.6775581423960808e-09,1.9412345176720992e-10,1.7489176558406479e-10,1.7307103326582666e-10,1.5322416954365266e-10,1.7337253039862882e-10,4.5079797018418637e-11
6.97375,2.6891108699331849e-09,1.9560977585952685e-10,1.7610917763145361e-10,1.7420760524813071e-10,1.5434215722399108e-10,1.7511668062256793e-10,4.6256693512972432e-11
6.974,2.7008278236213279e-09,1.9710618836821676e-10,1.7733380018147383e-10,1.7534503814419791e-10,1.554578306587526e-10,1.7685363108950391e-10,4.7429125158308504e-11
6.97425,2.7127082542791344e-09,1.9861391313565734e-10,1.7856469637655919e-10,1.7648288794679973e-10,1.5657190912922838e-10,1.7858097494122698e-10,4.8598591517886563e-11
6.9745,2.7247419466612232e-09,2.0013283732952551e-10,1.7979998633254671e-10,1.7761999355807339e-10,1.5768463463653075e-10,1.8029569199152446e-10,4.976579408980722e-11
6.97475,2.7369234330777909e-09,2.0166461172669299e-10,1.8103833208986991e-10,1.7875594014042851e-10,1.5879646331584645e-10,1.8199777794007166e-10,5.0930609277322874e-11
6.975,2.7492406531549439e-09,2.0320819838491877e-10,1.8227782648455841e-10,1.7988963985453298e-10,1.5990631939526233e-10,1.8368710938612777e-10,5.2091891422656811e-11
6.97525,2.7616864244602538e-09,2.0476406808574241e-10,1.8351834537886857e-10,1.8102200826533765e-10,1.6101425957483252e-10,1.8536702684879862e-10,5.324878835910354e-11
6.9755,2.7742497356944613e-09,2.0633146300935916e-10,1.8475960145366849e-10,1.8215320028929864e-10,1.6211898508950444e-10,1.8703932247910083e-10,5.4400170998541283e-11
6.97575,2.7869195881131776e-09,2.0790933224531583e-10,1.8600254292924005e-10,1.832847091196393e-10,1.6322069229377538e-10,1.8870687310026627e-10,5.5545914782089819e-11
6.976,2.7996876882185583e-09,2.094974129799455e-10,1.8724915363923507e-10,1.8441830072739916e-10,1.6432054886586233e-10,1.9037227737507926e-10,5.6686440476959935e-11
6.97625,2.8125417473808836e-09,2.1109429880681685e-10,1.8850081904426705e-10,1.8555580891007945e-10,1.6542112521104333e-10,1.9203818723940797e-10,5.7822441423549827e-11
6.9765,2.8254716268483655e-09,2.1269902936680244e-10,1.8975896843231721e-10,1.8669911719149398e-10,1.6652568217574964e-10,1.9370605607423051e-10,5.8954021253939022e-11
6.97675,2.838466881749323e-09,2.1431120003947526e-10,1.9102459152298318e-10,1.8784929765064244e-10,1.6763732413081366e-10,1.9537860755757374e-10,6.0080409838405581e-11
6.977,2.8515175492180841e-09,2.1593058128890039e-10,1.9229835982523285e-10,1.8900701021029593e-10,1.6875885313932924e-10,1.970579803383957e-10,6.1199449008955126e-11
6.97725,2.8646158791860285e-09,2.1755731884666742e-10,1.9358022426049788e-10,1.901720549167808e-10,1.6989172270270308e-10,1.9874622926954753e-10,6.2308089913646763e-11
6.9775,2.8777495421332417e-09,2.1919097804963128e-10,1.9486974354606903e-10,1.9134419296392864e-10,1.7103687640663753e-10,2.004459103088896e-10,6.3402219071246608e-11
6.97775,2.8909085680987592e-09,2.2083228274005423e-10,1.9616669710562115e-10,1.9252302288010577e-10,1.7219329765416993e-10,2.0215829168947027e-10,6.4476327904459612e-11
6.978,2.9040854201406533e-09,2.2248089086372739e-10,1.9747025259599972e-10,1.9370726811054366e-10,1.733600295464466e-10,2.0388472474178206e-10,6.5526766487671684e-11
6.97825,2.9172678179482079e-09,2.2413707311274009e-10,1.9878000959113401e-10,1.9489663983356559e-10,1.7453587406876072e-10,2.0562636762170432e-10,6.6550430214863468e-11
6.9785,2.9304473177237239e-09,2.2580047854114847e-10,2.0009524478612175e-10,1.9609053556254842e-10,1.757195049528899e-10,2.0738462963554356e-10,6.7547653449691141e-11
6.97875,2.943618021941503e-09,2.2747113953566884e-10,2.0141652524776499e-10,1.9728929591322514e-10,1.7690954722806087e-10,2.0916126654221061e-10,6.8521104696001946e-11
6.979,2.9567742066911835e-09,2.2914876603743215e-10,2.0274408803667302e-10,1.9849276861104266e-10,1.7810427394215604e-10,2.109585666893336e-10,6.9477063509066097e-11
6.97925,2.9699070459108819e-09,2.3083240480832745e-10,2.0407801472069831e-10,1.9970102647636846e-10,1.7930226089255565e-10,2.1277820743524617e-10,7.0423826348870247e-11
6.9795,2.9830164781883797e-09,2.325211934426344e-10,2.054185868094934e-10,2.0091457695238131e-10,1.8050302893840933e-10,2.146236231773845e-10,7.1372496950658904e-11
6.97975,2.9960973931302729e-09,2.3421413337092721e-10,2.0676557933948176e-10,2.0213397160569908e-10,1.8170727690038826e-10,2.1649633383691487e-10,7.2333289787226292e-11
6.98,3.0091508056139896e-09,2.3591074229654e-10,2.0811884101336607e-10,2.033598733784963e-10,1.829171107674721e-10,2.1839682522151203e-10,7.3315081415529097e-11
6.98025,3.0221781442595694e-09,2.3760880070231961e-10,2.094768905018949e-10,2.0459276998460063e-10,1.8413480228235834e-10,2.2032456916454115e-10,7.4322693430752241e-11
6.9805,3.0351781340952873e-09,2.3930721136847127e-10,2.1083844462623505e-10,2.0583307649417201e-10,1.8536218773371134e-10,2.2227705231619089e-10,7.5356471757994047e-11
6.98075,3.0481559245185481e-09,2.4100419684018504e-10,2.1220213770002642e-10,2.0708123635747302e-10,1.8660150992432462e-10,2.2425191776737449e-10,7.6412811664674478e-11
6.981,3.0611130993394501e-09,2.4269811993741081e-10,2.1356681728392084e-10,2.0833793381594754e-10,1.8785360783471075e-10,2.2624672468862855e-10,7.748638716130708e-11
6.98125,3.0740536475692608e-09,2.4438752654704711e-10,2.1493164207506522e-10,2.096038852635629e-10,1.8911932941891216e-10,2.2826057389475657e-10,7.8570648687407981e-11
6.9815,3.0869790637256909e-09,2.4607067601611235e-10,2.1629567324527463e-10,2.1087944016841908e-10,1.9039794812881313e-10,2.3029209865624242e-10,7.9659924853844864e-11
6.98175,3.0998953711756009e-09,2.4774680278196713e-10,2.1765904261588165e-10,2.1216463028092751e-10,1.91689224341313e-10,2.3234118120827842e-10,8.0750986521383901e-11
6.982,3.1128073996691064e-09,2.4941486170104441e-10,2.190215751322564e-10,2.1345869049967795e-10,1.9299254423117249e-10,2.3440686112798122e-10,8.1841972643394095e-11
6.98225,3.1257202565490945e-09,2.5107510800126654e-10,2.2038423662461572e-10,2.147612485490739e-10,1.9430765570603582e-10,2.3648852466385941e-10,8.2932803995857268e-11
6.9825,3.1386382060502249e-09,2.5272748933758549e-10,2.2174732169095561e-10,2.16070911554044e-10,1.9563350020671528e-10,2.3858396303930417e-10,8.4024440014235341e-11
6.98275,3.1515645647334135e-09,2.543728759270558e-10,2.2311178773757415e-10,2.173866382817268e-10,1.9696960188163594e-10,2.406910088538991e-10,8.5118875920571878e-11
6.983,3.1645028018799599e-09,2.5601144058440319e-10,2.2447822718953701e-10,2.1870739575820669e-10,1.9831509167590095e-10,2.4280660410759959e-10,8.6218200376028327e-11
6.98325,3.1774608824096732e-09,2.5764426783841064e-10,2.2584685936275825e-10,2.2003273677404648e-10,1.9966970771241764e-10,2.4492687520521548e-10,8.7324878862047129e-11
6.9835,3.190439296836072e-09,2.5927197557033838e-10,2.2721690997822781e-10,2.2136188568600256e-10,2.0103270038923804e-10,2.4704799470475541e-10,8.844079707145912e-11
6.98375,3.2034486873453325e-09,2.6089513114824593e-10,2.2858758908562103e-10,2.2269488812040778e-10,2.0240344118166128e-10,2.4916457204538598e-10,8.9567845279259765e-11
6.984,3.2164871664128807e-09,2.6251439501964429e-10,2.2995698915663113e-10,2.2403070968577172e-10,2.0378097504725289e-10,2.5127101260650588e-10,9.0707943876993453e-11
6.98425,3.2295596949171191e-09,2.6413015698708322e-10,2.313232096542836e-10,2.2536817636374422e-10,2.0516376376151506e-10,2.5336118833440977e-10,9.1862743173300045e-11
6.9845,3.2426660530773815e-09,2.6574255928411616e-10,2.3268410052788033e-10,2.2670594943183741e-10,2.0655004230651461e-10,2.5543080637426007e-10,9.3034195718650457e-11
6.98475,3.255805354981844e-09,2.673511411452063e-10,2.3403776413847198e-10,2.2804165121695293e-10,2.0793640867325001e-10,2.5747710539541715e-10,9.4224700309204363e-11
6.985,3.2689789559443288e-09,2.6895689385568097e-10,2.3538405645865798e-10,2.2937320906862095e-10,2.0931920482721364e-10,2.5949983459815087e-10,9.5436595636125118e-11
6.98525,3.2821834596279081e-09,2.7055995410507847e-10,2.3672310644647209e-10,2.3069842026793655e-10,2.1069382050393857e-10,2.6150103726659217e-10,9.667181734652383e-11
6.9855,3.2954208665358496e-09,2.7216207713820611e-10,2.3805576137519127e-10,2.3201504172407078e-10,2.1205600022428352e-10,2.6348469251915055e-10,9.7931892961806983e-11
6.98575,3.3086881830760343e-09,2.7376436511278003e-10,2.393839145673736e-10,2.3332229142801374e-10,2.1340183669044012e-10,2.654541691528845e-10,9.9217830130086787e-11
6.986,3.3219816647383028e-09,2.7536858311288174e-10,2.4070860373702696e-10,2.3461910181756658e-10,2.1472770384007534e-10,2.6741191544636761e-10,1.0053017523249615e-10
6.98625,3.3353048628794782e-09,2.7697687603374374e-10,2.4203183244434986e-10,2.3590551080416397e-10,2.1603190252187696e-10,2.6935872548111585e-10,1.0186861506275056e-10
6.9865,3.348644977761509e-09,2.7859051410398688e-10,2.4335410544028325e-10,2.371805667017796e-10,2.1731342013685916e-10,2.7129369052487412e-10,1.0323132880010095e-10
6.98675,3.3620042588049644e-09,2.8021156933694026e-10,2.446765125768289e-10,2.3844387042692785e-10,2.1857229395516704e-10,2.7321536057834708e-10,1.0461620556602302e-10
6.987,3.3753761856214764e-09,2.8184114669943441e-10,2.4599923339707548e-10,2.3969409539158324e-10,2.1980932948366833e-10,2.7512294116686739e-10,1.0602064011157784e-10
6.98725,3.3887592246718657e-09,2.8348044004469726e-10,2.4732198561172858e-10,2.4092946633665502e-10,2.2102504925450098e-10,2.7701655311429998e-10,1.0744035498667223e-10
6.9875,3.4021487186684613e-09,2.8512981348507886e-10,2.4864364635665239e-10,2.4214808005100945e-10,2.2222058965824829e-10,2.7889824314279597e-10,1.088676178297802e-10
6.98775,3.4155395187738043e-09,2.867893015351178e-10,2.4996321985585205e-10,2.4334837217269842e-10,2.2339702499360905e-10,2.8077107746801571e-10,1.1029413748011961e-10
6.988,3.4289300426939633e-09,2.8845839165725824e-10,2.512797432590421e-10,2.4452930323540857e-10,2.2455585183620778e-10,2.8263830879526571e-10,1.117135283173173e-10
6.98825,3.4423139290948975e-09,2.9013656992502333e-10,2.5259251367966665e-10,2.4569148263000316e-10,2.2569892921386114e-10,2.8450225648465102e-10,1.1311925740558707e-10
6.9885,3.4556886078132652e-09,2.918228069998355e-10,2.5390190437214172e-10,2.4683649992361671e-10,2.2682805527554663e-10,2.8636324209911974e-10,1.1450354915712802e-10
6.98875,3.4690511004299959e-09,2.9351673050252044e-10,2.5520809828478558e-10,2.4796620870167933e-10,2.2794455817633516e-10,2.8821958796989162e-10,1.1585681874162029e-10
6.989,3.4823976158239051e-09,2.9521775902044195e-10,2.5651302807912028e-10,2.4908371099571806e-10,2.2905033839842863e-10,2.900688394665682e-10,1.1716963873974812e-10
6.98925,3.4957218479265016e-09,2.9692486706955446e-10,2.5781724695921138e-10,2.5019084896391798e-10,2.3014632730449675e-10,2.9190690546379293e-10,1.1843350514736861e-10
6.9895,3.5090261772610683e-09,2.9863807045802531e-10,2.5912233051234907e-10,2.5129004273034674e-10,2.3123373537305885e-10,2.937304888803158e-10,1.1964363562820125e-10
6.98975,3.5223074815001114e-09,3.0035654235248199e-10,2.6042866328714992e-10,2.5238302904627188e-10,2.3231254624222294e-10,2.9553537870226647e-10,1.207988244722771e-10
6.99,3.5355687411556211e-09,3.0207964482805167e-10,2.6173660530813376e-10,2.5347171498952287e-10,2.3338361185598208e-10,2.9731831259270031e-10,1.2190218734506453e-10
6.99025,3.5488085712622031e-09,3.0380604860356392e-10,2.6304495868255298e-10,2.545572380809154e-10,2.3444667582543674e-10,2.9907511639169531e-10,1.2295774274418085e-10
6.9905,3.5620331417970415e-09,3.0553463252853596e-10,2.6435249495754069e-10,2.5564042709458058e-10,2.3550200368955121e-10,3.0080213492386876e-10,1.2396887913508091e-10
6.99075,3.5752419158651657e-09,3.0726336059375428e-10,2.6565716778740255e-10,2.5672143658920933e-10,2.3654992690895315e-10,3.0249679634345229e-10,1.2493781936941142e-10
6.991,3.5884453218989368e-09,3.0899017274384445e-10,2.6695693215888189e-10,2.5779937025638201e-10,2.3759091500491981e-10,3.0415723981525874e-10,1.2586457292979875e-10
6.99125,3.6016462202965256e-09,3.107126543675879e-10,2.6824957505670147e-10,2.5887326564212751e-10,2.3862665712148203e-10,3.0578374730115969e-10,1.2674804082220358e-10
6.9915,3.6148501588984346e-09,3.1242866292256389e-10,2.6953323950718467e-10,2.5994190795641588e-10,2.3965838635632947e-10,3.0737805004425026e-10,1.2758704145022002e-10
6.99175,3.6280685368790591e-09,3.1413595030091374e-10,2.7080636200904364e-10,2.6100458955831807e-10,2.4068760822765431e-10,3.0894177065251682e-10,1.2838205856998122e-10
6.992,3.641304412167098e-09,3.1583223408918942e-10,2.7206856201460135e-10,2.6206147175020474e-10,2.4171500279183024e-10,3.1047656260636233e-10,1.2913590229978639e-10
6.99225,3.6545568593805851e-09,3.1751568559056406e-10,2.733196117618531e-10,2.6311376540084858e-10,2.4274103105356751e-10,3.1198272740541727e-10,1.2985350085495137e-10
6.9925,3.6678333216487687e-09,3.1918548156570291e-10,2.745604891091883e-10,2.6416332806341374e-10,2.43765352532286e-10,3.1345828576739989e-10,1.3054064675800042e-10
6.99275,3.6811401080745351e-09,3.2084046200657554e-10,2.7579268174920155e-10,2.6521198358559028e-10,2.4478735650002348e-10,3.1489980833894776e-10,1.3120147209254886e-10
6.993,3.6944725300407319e-09,3.2248027016813435e-10,2.7701822646868605e-10,2.6626183952825067e-10,2.4580664552020081e-10,3.1630225401184306e-10,1.3183748256919501e-10
6.99325,3.7078335962717794e-09,3.241048238637208e-10,2.7823913907898734e-10,2.6731418639683665e-10,2.4682339684655944e-10,3.1766177716395826e-10,1.3244846328501619e-10
6.9935,3.7212175959801319e-09,3.257142710949319e-10,2.794567719732738e-10,2.6836953937929731e-10,2.4783846625936814e-10,3.1897565418731552e-10,1.3303208745173869e-10
6.99375,3.7346189716599958e-09,3.273088106254901e-10,2.8067224080769066e-10,2.6942844879797649e-10,2.4885290487349497e-10,3.2024397451854769e-10,1.3358597116093366e-10
6.994,3.7480363418296491e-09,3.2888984956894346e-10,2.818865638672006e-10,2.7049110557099169e-10,2.4986764960529414e-10,3.2147010623733882e-10,1.341081479935016e-10
6.99425,3.7614596949016432e-09,3.3045828739065498e-10,2.8309989071729909e-10,2.7155680796474919e-10,2.5088224674627592e-10,3.2265936845073661e-10,1.3459831136730422e-10
6.9945,3.7748847611060019e-09,3.3201613039573131e-10,2.8431275758295516e-10,2.7262495058923731e-10,2.5189580964713212e-10,3.2381864531589995e-10,1.3505972269721682e-10
6.99475,3.7882998062260083e-09,3.3356547643195782e-10,2.8552549953936996e-10,2.7369435538596472e-10,2.5290583215985351e-10,3.249537797682248e-10,1.3549726923959342e-10
6.995,3.8017015575074671e-09,3.3510881042841164e-10,2.8673838024507765e-10,2.7476328275303463e-10,2.5390978053148366e-10,3.2607037079489812e-10,1.3591710552492252e-10
6.99525,3.8150813128396456e-09,3.3664810725619556e-10,2.8795128513365983e-10,2.7582969474654333e-10,2.5490454525699064e-10,3.271728988626229e-10,1.3632591037342892e-10
6.9955,3.8284322264565249e-09,3.3818552242213682e-10,2.8916447695079907e-10,2.7689187392940851e-10,2.5588788716263582e-10,3.2826493506694318e-10,1.3673021370025478e-10
6.99575,3.8417485406262998e-09,3.3972267584604759e-10,2.9037704355772933e-10,2.779476403777651e-10,2.5685728745452021e-10,3.2935016440396913e-10,1.3713535189428902e-10
6.996,3.8550200762941859e-09,3.4126082253476977e-10,2.915881594444564e-10,2.789953115788915e-10,2.5781144457168018e-10,3.3043167827912064e-10,1.375445773972183e-10
6.99625,3.868244568295817e-09,3.4280003492920853e-10,2.9279617240834438e-10,2.800336143188274e-10,2.5874892953341104e-10,3.315111072111917e-10,1.3795997724962154e-10
6.9965,3.8814155740002197e-09,3.4434013839632098e-10,2.9399944349001687e-10,2.8106163826031357e-10,2.5966968698467009e-10,3.3258975983983318e-10,1.3838239799511464e-10
6.99675,3.8945285138584844e-09,3.4587943616604902e-10,2.9519593016319021e-10,2.8207760924334938e-10,2.6057322513255947e-10,3.3366627699158006e-10,1.3881267676343645e-10
6.997,3.9075756139859356e-09,3.4741611395547514e-10,2.9638359880514864e-10,2.83080557586506e-10,2.6146047010986517e-10,3.3474018879015834e-10,1.3925224627017399e-10
6.99725,3.920548974488219e-09,3.4894742159792321e-10,2.9756035141294894e-10,2.8406939819428328e-10,2.6233262104486834e-10,3.3580964570897927e-10,1.3970366747076102e-10
6.9975,3.9334454100432449e-09,3.5047089705746819e-10,2.9872482833349151e-10,2.8504383257354457e-10,2.6319138727960147e-10,3.3687379439286049e-10,1.401703919964771e-10
6.99775,3.9462596493127712e-09,3.5198364352488107e-10,2.9987653130149761e-10,2.8600468330531334e-10,2.6403903627330987e-10,3.3793271296489926e-10,1.4065597255668809e-10
6.998,3.9589881102571078e-09,3.534840963384748e-10,3.0101550594152856e-10,2.8695360890004849e-10,2.648775903851252e-10,3.3898704477017087e-10,1.4116316346570176e-10
6.99825,3.9716259479008603e-09,3.5497057443660707e-10,3.0214244462976382e-10,2.8789222179832466e-10,2.6570815241721902e-10,3.4003715396619938e-10,1.416940657723109e-10
6.9985,3.9841705484369695e-09,3.5644261069272055e-10,3.032586345351804e-10,2.8882274336654149e-10,2.6653111023247119e-10,3.4108358786112181e-10,1.4224954935834784e-10
6.99875,3.9966233033774058e-09,3.5790039894785511e-10,3.0436543918300065e-10,2.8974738622109011e-10,2.6734738874242461e-10,3.4212649448256646e-10,1.4283077877500956e-10
6.999,4.0089785284149753e-09,3.5934498659253252e-10,3.0546511032316252e-10,2.9066812647339149e-10,2.6815704624241954e-10,3.4316536772322684e-10,1.4343824395525945e-10
6.99925,4.0212340662527841e-09,3.607766358507392e-10,3.065585033575134e-10,2.9158629231643978e-10,2.6896106839513745e-10,3.4420167933200316e-10,1.4407289820328737e-10
6.9995,4.0333916291766855e-09,3.621971047410836e-10,3.0764653259498658e-10,2.9250214689502913e-10,2.6975973253372679e-10,3.4523667886922517e-10,1.4473460535677457e-10
6.99975,4.0454498100735911e-09,3.6360739409816543e-10,3.0872930553676937e-10,2.9341587527415943e-10,2.7055520555344265e-10,3.4627471358436692e-10,1.4542178968945922e-10
7.0,4.0574123547254499e-09,3.6500785348680679e-10,3.0980592754679655e-10,2.9432640224931098e-10,2.7134925526439343e-10,3.4731990503884708e-10,1.4613205828614478e-10
7.00025,4.0692771594588481e-09,3.6639772179325961e-10,3.1087481895400628e-10,2.9523205224902649e-10,2.7214397192416237e-10,3.4837867555062191e-10,1.468602953614287e-10
7.0005,4.0810457515373548e-09,3.6777615424875155e-10,3.1193470339624e-10,2.9613118927760168e-10,2.7294156845762595e-10,3.4945694909050867e-10,1.4760110404742108e-10
7.00075,4.0927155121939121e-09,3.6914156603790267e-10,3.1298422795154678e-10,2.9702338295189456e-10,2.7374400723119287e-10,3.5055913493255211e-10,1.4834855890213123e-10
7.001,4.1042882078786033e-09,3.7049262937019064e-10,3.140221764209797e-10,2.9790811923884102e-10,2.7455247289765617e-10,3.5168896863134398e-10,1.4909804310127019e-10
7.00125,4.1157614638888252e-09,3.718279837364396e-10,3.1504800121860087e-10,2.9878647401054276e-10,2.7536800394455746e-10,3.5284790598774226e-10,1.498464280342166e-10
7.0015,4.1271338753031174e-09,3.7314710269553931e-10,3.1606171220085946e-10,2.996602087243877e-10,2.7619130467853898e-10,3.5403442802301425e-10,1.5059331668387653e-10
7.00175,4.1384080279911812e-09,3.7445080619419181e-10,3.1706503937387531e-10,3.0053178971809122e-10,2.7702293975612669e-10,3.5524547594598706e-10,1.5134080608977218e-10
7.002,4.1495787050157127e-09,3.757399170652841e-10,3.1805941178110752e-10,3.0140311221806539e-10,2.7786196909928561e-10,3.5647431578909732e-10,1.5209242198510341e-10
7.00225,4.1606476877116052e-09,3.7701704243630442e-10,3.1904801660111659e-10,3.0227566276968609e-10,2.7870741018072217e-10,3.5771422000822546e-10,1.5285250717758999e-10
