Physical Time (s),ep_top Monitor (W): top_cv1,ep_top Monitor (W): top_cv2,ep_top Monitor (W): top_cv3,ep_top Monitor (W): top_cv4,ep_top Monitor (W): top_cv5,ep_top Monitor (W): top_cv6,ep_top Monitor (W): top_cv7
0.9425,7.0786391668378363e-09,3.0128055640007636e-11,5.1564832394454707e-10,3.6963177018286112e-10,1.2278505014573754e-10,9.1667777388524732e-13,-1.6818254681952545e-11
0.945,6.8222439163497672e-09,2.5181623407556877e-11,2.6634052437341709e-10,-6.3048136730918026e-11,-2.4243135296433622e-10,-2.8250140246495349e-10,-5.7527831843130544e-11
0.9475,6.5083198267525658e-09,1.9479014723803638e-11,-3.7264951441145105e-12,-5.1361261030908213e-10,-6.1160189902411612e-10,-5.6183856342123824e-10,-9.577247195433167e-11
0.95,6.1463034420055534e-09,1.304760912185678e-11,-2.8831229842201171e-10,-9.7142811677196853e-10,-9.7586423664156714e-10,-8.3016061884760881e-10,-1.3057993067287558e-10
0.9525,5.7472970592906648e-09,6.0628367011794713e-12,-5.8064171552932493e-10,-1.4254581769243981e-09,-1.3265223708555997e-09,-1.0814385973797858e-09,-1.6122308130323232e-10
0.955,5.3237060583671031e-09,-1.1900560134368523e-12,-8.7351621389460721e-10,-1.8649014727587224e-09,-1.6558824978231827e-09,-1.3105597107767956e-09,-1.872518405759914e-10
0.9575,4.8890364168327921e-09,-8.2907225507491509e-12,-1.1586311531558153e-09,-2.2790447457317641e-09,-1.9569665608574419e-09,-1.5134505806663646e-09,-2.0843591529620969e-10
0.96,4.4569445282459435e-09,-1.4737422914473251e-11,-1.4282300275857173e-09,-2.6581982390506587e-09,-2.2240245535817559e-09,-1.6871739003351009e-09,-2.2475708124895753e-10
0.9625,4.0406286163004256e-09,-1.9984273104598969e-11,-1.6744814523855538e-09,-2.9936055688979579e-09,-2.4522255041415504e-09,-1.8297703791800217e-09,-2.3635907706604386e-10
0.965,3.6532320162889643e-09,-2.3542702147265077e-11,-1.8904792294380168e-09,-3.2781974221317054e-09,-2.6383077723829055e-09,-1.940308713724751e-09,-2.4352043391219285e-10
0.9675,3.3073121683172067e-09,-2.5002045690933447e-11,-2.0701001746018488e-09,-3.5061515099038331e-09,-2.7799880190143302e-09,-2.0186747461993217e-09,-2.4661471363650045e-10
0.97,3.0147175044138144e-09,-2.4122738542702415e-11,-2.2083285896827949e-09,-3.6730740096335576e-09,-2.8760678636150894e-09,-2.0654546033855782e-09,-2.4606693337243028e-10
0.9725,2.784980576998373e-09,-2.0855971572568152e-11,-2.3017259296045311e-09,-3.7764930963676773e-09,-2.9265053708580149e-09,-2.0817654826596864e-09,-2.4231949202597635e-10
0.975,2.625933338167624e-09,-1.5395774396352945e-11,-2.3484234500270235e-09,-3.8154908105948278e-09,-2.9319833764690201e-09,-2.0691089456422692e-09,-2.357979937751487e-10
0.9775,2.5432103920028142e-09,-8.1328842911825677e-12,-2.3480490396753166e-09,-3.7906639165083134e-09,-2.8938405792082162e-09,-2.0290713378820107e-09,-2.2687302549026359e-10
0.98,2.5402742767293808e-09,3.3810280681198658e-13,-2.3018494585340829e-09,-3.704473250777553e-09,-2.8146779956591975e-09,-1.963959742108808e-09,-2.1596413298450848e-10
0.9825,2.6190865759548436e-09,9.3187147217478428e-12,-2.2126288066718098e-09,-3.5603820213998956e-09,-2.6970138914680609e-09,-1.8756038978984844e-09,-2.0334466466838732e-10
0.985,2.7763517116256698e-09,1.808426295579202e-11,-2.0852577701326244e-09,-3.3653450827062332e-09,-2.5458857698517297e-09,-1.7673743547332493e-09,-1.8940902538730594e-10
0.9875,3.007988460478549e-09,2.5966251015675398e-11,-1.9242741846287509e-09,-3.1246981821940833e-09,-2.3647187792698948e-09,-1.6411283188340375e-09,-1.7431249934229847e-10
0.99,3.3087708052956477e-09,3.2417775930944719e-11,-1.7341776583655339e-09,-2.8434347909617182e-09,-2.1566049498117127e-09,-1.4984113002695945e-09,-1.5813705518947662e-10
0.9925,3.6677261431134444e-09,3.7045521490276932e-11,-1.5206572211146426e-09,-2.5293207673106278e-09,-1.92622348183196e-09,-1.3416851629775271e-09,-1.4102008670558856e-10
0.995,4.0727789459493629e-09,3.9646987579592219e-11,-1.2896996470805368e-09,-2.1894227059590241e-09,-1.6777455953950123e-09,-1.1728221359535887e-09,-1.230482751238896e-10
0.9975,4.5105121095819136e-09,4.0218050036797449e-11,-1.0467417306497805e-09,-1.8303155189134385e-09,-1.4153594058640721e-09,-9.9382071213698332e-10,-1.0428061330863087e-10
1.0,4.9665523019323835e-09,3.8955284984365956e-11,-7.9743298663109146e-10,-1.45909919583487e-09,-1.1429708656891184e-09,-8.0664771403226564e-10,-8.476978664519956e-11
1.0025,5.4261464812019389e-09,3.6217288502521312e-11,-5.4642273076811208e-10,-1.0822507312549126e-09,-8.6463592174369575e-10,-6.1311226507965566e-10,-6.457890338496517e-11
1.005,5.8735540517080323e-09,3.2398908258915172e-11,-2.9833130228792429e-10,-7.0660017629941303e-10,-5.8453903040195782e-10,-4.1531663701957865e-10,-4.3783520387298854e-11
1.0075,6.2934462662325796e-09,2.7921211794325807e-11,-5.7142386191929357e-11,-3.3847563277222564e-10,-3.0693122694476265e-10,-2.1546955466785585e-10,-2.2474240767774161e-11
1.01,6.671331046476818e-09,2.3179540379484852e-11,1.7346549533056809e-10,1.6423084945304188e-11,-3.5930066671727169e-11,-1.602269192691542e-11,-7.8274719399754992e-13
1.0125,6.9945645081503074e-09,1.8519463861885884e-11,3.8986546103918706e-10,3.5251403106950474e-10,2.2430208170377568e-10,1.801817797680208e-10,2.11313654655147e-11
1.015,7.2532232588415389e-09,1.4191537161336557e-11,5.8866609696622907e-10,6.6455844732883998e-10,4.6971615081447514e-10,3.7034396200135589e-10,4.3061148929676234e-11
1.0175,7.4389549237420301e-09,1.0359440228108589e-11,7.6644526199003479e-10,9.4710391822870755e-10,6.9626891857127076e-10,5.5147167426445278e-10,6.4749343277518603e-11
1.02,7.545427339346973e-09,7.0903454736457064e-12,9.204061744252821e-10,1.1955175443383413e-09,9.0027950000225206e-10,7.2034164773694616e-10,8.5875482277318202e-11
1.0225,7.5681506154639649e-09,4.3151802699958432e-12,1.0479782121808993e-09,1.4053604920513745e-09,1.0780126159397465e-09,8.7375468322604489e-10,1.060707078886823e-10
1.025,7.5051549818363113e-09,1.8882508446390257e-12,1.1463784096265572e-09,1.5711089409147122e-09,1.224416240124526e-09,1.007156837329143e-09,1.2476010027246523e-10
1.0275,7.3578742322942437e-09,-2.9383356686226844e-13,1.2136940672482777e-09,1.6890078588159388e-09,1.3352447976978119e-09,1.1162550467439428e-09,1.4130799490747844e-10
1.03,7.130579249661881e-09,-2.4063282152839661e-12,1.2491498324811264e-09,1.756643735306638e-09,1.407418290090663e-09,1.1970289220360276e-09,1.5505758291042315e-10
1.0325,6.8277070607488531e-09,-4.6058899655963917e-12,1.2532315279533258e-09,1.7732650904400796e-09,1.4390073934065888e-09,1.2465234119832514e-09,1.6542206162545993e-10
1.035,6.4551173060395235e-09,-7.0302012635649789e-12,1.2270775173339619e-09,1.7389840966198672e-09,1.4286626254723697e-09,1.2620389358059022e-09,1.7178645456174768e-10
1.0375,6.0199739484009477e-09,-9.7872213938779373e-12,1.1724557064012722e-09,1.6548722548323074e-09,1.3758289167043544e-09,1.241509103895614e-09,1.7356885547131272e-10
1.04,5.5291318312055583e-09,-1.2921221771332673e-11,1.0916031982261267e-09,1.522965354651064e-09,1.2808988610476655e-09,1.1834677650178585e-09,1.7026494857092489e-10
1.0425,4.9937371796533129e-09,-1.6444299793287388e-11,9.8806535475513714e-10,1.3469878915265478e-09,1.1454336548075005e-09,1.0878172383249721e-09,1.6151959002467786e-10
1.045,4.4236889926899805e-09,-2.0276362145982748e-11,8.6615725928821773e-10,1.1320132092695562e-09,9.7217701131119352e-10,9.5525104381576666e-10,1.47148131016249e-10
1.0475,3.8299440913360199e-09,-2.4369181527841062e-11,7.3054349585845187e-10,8.8412688327026939e-10,7.6490793514714096e-10,7.8764367749544376e-10,1.2717639922224685e-10
1.05,3.2225408411663833e-09,-2.8707740698182269e-11,5.8635935538102457e-10,6.1058789654603467e-10,5.2859330934950847e-10,5.8802772905183792e-10,1.0183342953495932e-10
1.0525,2.6124093817891571e-09,-3.3288223473879414e-11,4.3848399348868594e-10,3.1942457622025372e-10,2.6936357679525137e-10,3.6077513177228532e-10,7.1568562220612936e-11
1.055,2.0103900433604083e-09,-3.813237436596457e-11,2.919803529420835e-10,1.9055426590577288e-11,-5.970523662555104e-12,1.1126967715732584e-10,3.7071730336479894e-11
1.0575,1.4260241095636739e-09,-4.3288191351918327e-11,1.5177703331552901e-10,-2.8191659182258195e-10,-2.8995546395171076e-10,-1.5406895047957375e-10,-7.5242156307901132e-13
1.06,8.691027057086849e-10,-4.8866959885868073e-11,2.2137762902977913e-11,-5.7496402264842074e-10,-5.7473848282462893e-10,-4.280955834345191e-10,-4.0786836280034543e-11
1.0625,3.4771131162124115e-10,-5.4941577977696095e-11,-9.3190386596473471e-11,-8.5181386446863689e-10,-8.5243749750714692e-10,-7.0292437403786677e-10,-8.1756138762282106e-11
1.065,-1.306531518800243e-10,-6.1550576600323971e-11,-1.9164484693410411e-10,-1.1051160274764989e-09,-1.1152453675437795e-09,-9.7059403115714691e-10,-1.2225965742606298e-10
1.0675,-5.6014712388278152e-10,-6.8728373524565855e-11,-2.70964342990674e-10,-1.3283538822159066e-09,-1.355843161897916e-09,-1.2230193842279076e-09,-1.6088008180319789e-10
1.07,-9.3688974041679205e-10,-7.6486092844917115e-11,-3.2941949675811057e-10,-1.5160158658866911e-09,-1.5675253180004792e-09,-1.4524575665684905e-09,-1.9621986622707308e-10
1.0725,-1.2588222138189611e-09,-8.4817394447568423e-11,-3.658040617849759e-10,-1.6633827655164208e-09,-1.7443196973512336e-09,-1.6517515636874586e-09,-2.269888981564798e-10
1.075,-1.5255830493313458e-09,-9.3757249362092009e-11,-3.7903640794653726e-10,-1.7660152395493706e-09,-1.8810960736969929e-09,-1.8146142876074685e-09,-2.5208118518689146e-10
1.0775,-1.7368031254901395e-09,-1.0316500446642288e-10,-3.6848491962000196e-10,-1.8201275677685117e-09,-1.972650636410555e-09,-1.934601592630516e-09,-2.7045002061725936e-10
1.08,-1.89283843422455e-09,-1.128345868676513e-10,-3.3475048282397024e-10,-1.8236873256395346e-09,-2.015438392557043e-09,-2.0065763818394134e-09,-2.8130173197321594e-10
1.0825,-2.0005472781566437e-09,-1.2271073716230453e-10,-2.7868083900734401e-10,-1.7771948317373493e-09,-2.0087442773662998e-09,-2.0288792450263535e-09,-2.8452132822871581e-10
1.085,-2.0667202699207522e-09,-1.3277116826348763e-10,-2.0054173808405703e-10,-1.6807162920181344e-09,-1.9520537852434052e-09,-2.0001259127663463e-09,-2.801828581571001e-10
1.0875,-2.0971879240522723e-09,-1.4309578937314202e-10,-9.9935329892871889e-11,-1.5338031982452728e-09,-1.8448555507754851e-09,-1.9192834378650895e-09,-2.6847054050328215e-10
1.09,-2.0969908794106611e-09,-1.5361712352110278e-10,2.2609873686501293e-11,-1.3373112951511165e-09,-1.6879501793877434e-09,-1.7869413393088362e-09,-2.4975034361439625e-10
1.0925,-2.0713676235393969e-09,-1.6418733476150638e-10,1.6511555017231925e-10,-1.09360488531445e-09,-1.4834859711559943e-09,-1.6052485766427182e-09,-2.2458209484572889e-10
1.095,-2.0259087828686909e-09,-1.7462519353421191e-10,3.2365633400404601e-10,-8.0869014246120015e-10,-1.2365067386498277e-09,-1.3790747161118057e-09,-1.938222252339695e-10
1.0975,-1.9653811155326598e-09,-1.8505766936520243e-10,4.9509642364861112e-10,-4.881941714726035e-10,-9.5191479485132797e-10,-1.1129121789229271e-09,-1.5821768536898544e-10
1.1,-1.8932721155324769e-09,-1.956605916219293e-10,6.7810473808580903e-10,-1.3627886502328284e-10,-6.3389866615290511e-10,-8.1056483437875838e-10,-1.1830818990872218e-10
1.1025,-1.8151696782153844e-09,-2.0656298594745768e-10,8.6964289001636707e-10,2.3837915755772752e-10,-2.9088479459522965e-10,-4.7984343473918196e-10,-7.5006217066416052e-11
1.105,-1.7353411009441752e-09,-2.1798976955988839e-10,1.0674298287330049e-09,6.2967587017027487e-10,6.96275829076643e-11,-1.2807694355469459e-10,-2.9100893476574811e-11
1.1075,-1.6577834685184068e-09,-2.3012556288216935e-10,1.268389526193742e-09,1.0309756268244043e-09,4.4037010207355768e-10,2.3702562100508797e-10,1.8566377298548517e-11
1.11,-1.5856447043572717e-09,-2.4305288094145433e-10,1.4687036468945915e-09,1.4347445689450021e-09,8.140321810918622e-10,6.0743240433101013e-10,6.7185364403085618e-11
1.1125,-1.5218496789480565e-09,-2.5680574098577917e-10,1.6641711089042231e-09,1.8328026966312955e-09,1.1828641869971789e-09,9.7492453027316306e-10,1.1584924517848814e-10
1.115,-1.469074921152458e-09,-2.7141978771843014e-10,1.8508394237598766e-09,2.216546449961222e-09,1.5387489600017911e-09,1.3313609912418745e-09,1.6359876910548736e-10
1.1175,-1.4291428040192031e-09,-2.8689231987572498e-10,2.0251989632802256e-09,2.57756646216997e-09,1.8735739822300691e-09,1.668430976405869e-09,2.0943533244410585e-10
1.12,-1.4049677283971183e-09,-3.0318310424150925e-10,2.1841158238923568e-09,2.9083648481382017e-09,2.1797024175821431e-09,1.9780693062769771e-09,2.5231113776652641e-10
1.1225,-1.3983173606524768e-09,-3.2012823391266096e-10,2.3240574101541854e-09,3.2004223253957909e-09,2.4486498660697169e-09,2.2512754845994152e-09,2.9097141357998072e-10
1.125,-1.4101270946741253e-09,-3.3752983298780604e-10,2.4436740787376472e-09,3.4504388805228235e-09,2.6765632732250358e-09,2.4833502849012686e-09,3.2462266737419834e-10
1.1275,-1.442244671695459e-09,-3.5500427087650091e-10,2.5395287290321612e-09,3.6503195704552771e-09,2.8560322934550414e-09,2.6658896482745708e-09,3.5193284893466217e-10
1.13,-1.4944878505262258e-09,-3.7212827145425433e-10,2.6113742954754647e-09,3.7985081817080888e-09,2.9850607976267587e-09,2.7963249150245654e-09,3.7221337420116598e-10
1.1325,-1.5665811304457168e-09,-3.8866713844466816e-10,2.6605182806617689e-09,3.8962059742050824e-09,3.0639153717965231e-09,2.8740856005741276e-09,3.8502784990389547e-10
1.135,-1.6597452114444296e-09,-4.041775823262009e-10,2.6872852719503731e-09,3.9430327958430086e-09,3.0922083994855498e-09,2.8977593332084961e-09,3.8992364052016913e-10
1.1375,-1.7751861261005332e-09,-4.1841523523166512e-10,2.6915943389153794e-09,3.9390969741300207e-09,3.0701966870362544e-09,2.8671479923559124e-09,3.8659110003490696e-10
1.14,-1.9145235476754703e-09,-4.3110199059866779e-10,2.6734616381512504e-09,3.8845077844813092e-09,2.9985537534582528e-09,2.7829256760497194e-09,3.74920375103068e-10
1.1425,-2.0787072362931641e-09,-4.418776364661098e-10,2.6334805723148217e-09,3.7803458523507249e-09,2.879127119958673e-09,2.6474247895801959e-09,3.5512567539628596e-10
1.145,-2.2704799751106555e-09,-4.5055815033669562e-10,2.5725009937173522e-09,3.6280197778800017e-09,2.7136840554259315e-09,2.4626529857004639e-09,3.2747718534465893e-10
1.1475,-2.4854217276452847e-09,-4.5696663486000943e-10,2.4937013115955152e-09,3.4343666021796467e-09,2.5089440493939337e-09,2.2366572138043627e-09,2.9320215190587732e-10
1.15,-2.7223093394399332e-09,-4.6096243778650138e-10,2.3998178898358518e-09,3.2053956371067523e-09,2.2709014551686357e-09,1.9757189338832865e-09,2.533889392443664e-10
1.1525,-2.9797258175863143e-09,-4.6258854318304979e-10,2.2933275307080732e-09,2.9480978169617652e-09,2.0062354683792907e-09,1.686798188841919e-09,2.0920910372594459e-10
1.155,-3.2573243430769663e-09,-4.6200263251031003e-10,2.175662689247267e-09,2.6672627653147385e-09,1.7205774462903297e-09,1.3758957683960463e-09,1.6173090676215867e-10
1.1575,-3.5498843226955876e-09,-4.5942109766547172e-10,2.0500861479008566e-09,2.3708081040371338e-09,1.4224673322506582e-09,1.0530981818831767e-09,1.125964538343298e-10
1.16,-3.8533616252825712e-09,-4.5505161214996849e-10,1.9194602938101107e-09,2.0662468459378792e-09,1.119751819829132e-09,7.2703757858097257e-10,6.3320713896518574e-11
1.1625,-4.163446457835967e-09,-4.492357025427023e-10,1.7860648830939605e-09,1.7604142559524513e-09,8.1975744213468623e-10,4.0634066493618636e-10,1.5348245771325447e-11
1.165,-4.4751039111838818e-09,-4.4226887144480959e-10,1.6524228274036562e-09,1.4603130103826362e-09,5.2975902846380758e-10,9.9257780066550751e-11,-2.9985329200194294e-11
1.1675,-4.7832878160733349e-09,-4.3451175242603499e-10,1.5212822227711759e-09,1.1724825921800713e-09,2.5653977033648108e-10,-1.867188230605816e-10,-7.1508097837946007e-11
1.17,-5.0823867616584983e-09,-4.263505157169391e-10,1.3956442498117515e-09,9.0348036061872502e-10,6.2226670550334834e-12,-4.449249510687621e-10,-1.0825014188222063e-10
1.1725,-5.3670828940584908e-09,-4.1818195314352517e-10,1.278518032723788e-09,6.5955072290469411e-10,-2.1584276820638164e-10,-6.6983315954322845e-10,-1.3945146303473537e-10
1.175,-5.6301214140933333e-09,-4.1036161050584385e-10,1.1730408779825318e-09,4.476616268257763e-10,-4.0364590587200693e-10,-8.5579715527158141e-10,-1.6440426961553983e-10
1.1775,-5.8685380308696768e-09,-4.0324875970534517e-10,1.0804834812808854e-09,2.7084818833857595e-10,-5.5477836393229003e-10,-1.0010081536813606e-09,-1.8293112519567258e-10
1.18,-6.0777253397434311e-09,-3.9706054481099576e-10,1.0027324203423433e-09,1.3226173734188432e-10,-6.6671814957363511e-10,-1.1032730773604995e-09,-1.9488507705486002e-10
1.1825,-6.252892307846657e-09,-3.9199971966475898e-10,9.4159443973701052e-10,3.4692629158113297e-11,-7.3782648150350557e-10,-1.1613375511298169e-09,-2.0025395796401214e-10
1.185,-6.3862352773002919e-09,-3.8828158209388404e-10,8.9920411761558168e-10,-1.8749811476565002e-11,-7.6668148825941006e-10,-1.1745514972397487e-09,-1.9917599380376363e-10
1.1875,-6.4776806583286335e-09,-3.8618423114555233e-10,8.7428977578161808e-10,-3.0412557279333824e-11,-7.5546915438918309e-10,-1.1455393215732047e-09,-1.9207069142357353e-10
1.19,-6.5230363654457276e-09,-3.8568811150540864e-10,8.665138743160657e-10,-1.8778632919949484e-12,-7.0614328213982601e-10,-1.0767360519936915e-09,-1.7944005038985805e-10
1.1925,-6.5193534544520396e-09,-3.8679842650425334e-10,8.7557891116116109e-10,6.4820400743534791e-11,-6.2113715105602138e-10,-9.707259808708087e-10,-1.6176623145146355e-10
1.195,-6.4635914634132164e-09,-3.8950679019368114e-10,9.0107113368795844e-10,1.6772978487638119e-10,-5.034102980657066e-10,-8.3084632336236493e-10,-1.3959223187197015e-10
1.1975,-6.3529930981429549e-09,-3.9370774866178678e-10,9.4209272288630832e-10,3.0485450546530677e-10,-3.5564780487138655e-10,-6.6019441158541828e-10,-1.1339908462964006e-10
1.2,-6.1828285639828743e-09,-3.9920733287745039e-10,9.979232121715547e-10,4.7560650059548866e-10,-1.782725297923013e-10,-4.5964064579252092e-10,-8.3261700733438551e-11
1.2025,-5.9585214452868848e-09,-4.0590259541808324e-10,1.0649579115209521e-09,6.7093956871890145e-10,2.0236618806433894e-11,-2.3891822694508847e-10,-5.0470567387391162e-11
1.205,-5.683576639700936e-09,-4.1368170608381485e-10,1.1405991490904937e-09,8.8486353733387078e-10,2.3434219511127213e-10,-3.0938182701928577e-12,-1.5771879171137969e-11
1.2075,-5.3620260210030136e-09,-4.2229893905541187e-10,1.2222493427794166e-09,1.1116730453631476e-09,4.5894521704698337e-10,2.4293379714334099e-10,2.0227575776712411e-11
1.21,-4.9990758096350105e-09,-4.3139939903903326e-10,1.3073297427770845e-09,1.3456107644199333e-09,6.8920525344904193e-10,4.9441592548792042e-10,5.6949161531966917e-11
1.2125,-4.600410776462407e-09,-4.4058696996359513e-10,1.3936627161819684e-09,1.5813828649781031e-09,9.2017821624392137e-10,7.4656019308163891e-10,9.3787078476874819e-11
1.215,-4.1726942483437244e-09,-4.49431673280879e-10,1.4794359963925756e-09,1.8145019091353906e-09,1.147342027768347e-09,9.945965157304271e-10,1.3014354055649913e-10
1.2175,-3.723487259459043e-09,-4.5757339360577113e-10,1.5627817771173929e-09,2.0405853291224552e-09,1.3664217747288478e-09,1.2338438760853962e-09,1.654445479462849e-10
1.22,-3.2608025845181437e-09,-4.6465835753385206e-10,1.6415656897732154e-09,2.2550950763915786e-09,1.5736782712190697e-09,1.4598926440997067e-09,1.9910317139200499e-10
1.2225,-2.7932163239851442e-09,-4.7034754287304253e-10,1.7138133399345145e-09,2.4535797747135536e-09,1.7654115532453626e-09,1.6687143284691542e-09,2.3054067974172926e-10
1.225,-2.3292774391939723e-09,-4.7427911969805235e-10,1.777623966474153e-09,2.6316987969748805e-09,1.9380746482371871e-09,1.8566972841958343e-09,2.5921317787399634e-10
1.2275,-1.8780734204123763e-09,-4.7621132605890281e-10,1.8315369716306427e-09,2.785622567081973e-09,2.0882152616362923e-09,2.0206380306212373e-09,2.8460768717778766e-10
1.23,-1.4482523098537365e-09,-4.7595823466443792e-10,1.8743464383636321e-09,2.9123956583618648e-09,2.2129489312894872e-09,2.1577037215786838e-09,3.0626128872921353e-10
1.2325,-1.0479681774793522e-09,-4.7342442720966222e-10,1.9050154978706046e-09,3.0094985909349053e-09,2.3099113349635894e-09,2.2653531597052059e-09,3.2376698867926609e-10
1.235,-6.8452664708392672e-10,-4.6862496961885068e-10,1.9225915616826802e-09,3.0750505046528692e-09,2.3773766500804554e-09,2.3414389798529622e-09,3.3676016428150357e-10
1.2375,-3.7110155733095701e-10,-4.6185626164966091e-10,1.9262750363394263e-09,3.1067263506205709e-09,2.4131497930281111e-09,2.3835270751731755e-09,3.4482881238379867e-10
1.24,-1.065020406960125e-10,-4.5285939494570724e-10,1.9157332495008508e-09,3.1048860899213969e-09,2.4175076548512153e-09,2.3918592812526378e-09,3.4787923250127912e-10
1.2425,1.0439878373415148e-10,-4.4208070352527896e-10,1.8903879947476578e-09,3.06879054046086e-09,2.3902518505903268e-09,2.3660862695422885e-09,3.4578453534821988e-10
1.245,2.6050900015113733e-10,-4.2961937094967779e-10,1.8498959433651057e-09,2.9980379180041215e-09,2.3311441125822744e-09,2.3062062571481099e-09,3.3845720872358449e-10
1.2475,3.6142239749961242e-10,-4.157998308700852e-10,1.7942007710558433e-09,2.8927678630758601e-09,2.2403404875326373e-09,2.2126931869966541e-09,3.2590365520196305e-10
1.25,4.0823696320157643e-10,-4.0089958752994844e-10,1.7234593437125784e-09,2.7536875244817327e-09,2.1186436121917848e-09,2.0864170528901953e-09,3.0821285131903e-10
1.2525,4.0354675106579421e-10,-3.8518591788192408e-10,1.6382858540395382e-09,2.5822612754615359e-09,1.9675520373653903e-09,1.9288667589080337e-09,2.8556983989822999e-10
1.255,3.5140903858327059e-10,-3.6890275677800442e-10,1.5398922656544341e-09,2.3810650294469805e-09,1.7892152688066617e-09,1.7422674587807946e-09,2.5825583308961542e-10
1.2575,2.5705698072260609e-10,-3.5222177322554693e-10,1.4294639473516809e-09,2.1525875576371315e-09,1.5856168906984636e-09,1.5283731398637668e-09,2.2652231725644923e-10
1.26,1.2511855732702921e-10,-3.3521628786947843e-10,1.3065259338388078e-09,1.8964716778485783e-09,1.3560396337871273e-09,1.2859764978171486e-09,1.9011718586276399e-10
1.2625,-3.491577145074182e-11,-3.1799849400813528e-10,1.1759566753302392e-09,1.6231216080037849e-09,1.1094328466495616e-09,1.024926982738658e-09,1.5028544105809763e-10
1.265,-2.1406327818954774e-10,-3.0071852853618406e-10,1.0406339228964999e-09,1.3385514363686613e-09,8.5134134116336672e-10,7.500324806429882e-10,1.0782501940175951e-10
1.2675,-4.0365240176988184e-10,-2.8356839787571032e-10,9.0250685515071331e-10,1.0475682196448193e-09,5.8644232184792882e-10,4.6577022433377902e-10,6.3369502152549133e-11
1.27,-5.9486941519322744e-10,-2.665920161892161e-10,7.6337015424875011e-10,7.5424835881247252e-10,3.1883252127223623e-10,1.7665105832171278e-10,1.7576311150430535e-11
1.2725,-7.7933168390496186e-10,-2.4985307517503206e-10,6.253703632334171e-10,4.6279599096442086e-10,5.2574145789619001e-11,-1.1271895697997246e-10,-2.8830689023604719e-11
1.275,-9.4867366545800255e-10,-2.3335185534509057e-10,4.9068482083152152e-10,1.776196179848847e-10,-2.0848558643081975e-10,-3.9746259388500383e-10,-7.5069978259123251e-11
1.2775,-1.0949421386068851e-09,-2.1713732742737302e-10,3.6195416132467841e-10,-9.5352998568770886e-11,-4.5979611535892077e-10,-6.7271420249612239e-10,-1.2029785475895101e-10
1.28,-1.2096394637449445e-09,-2.0143896304857603e-10,2.4301092033599801e-10,-3.4810596933642474e-10,-6.9392028703970481e-10,-9.3041793778412511e-10,-1.6319867448367384e-10
1.2825,-1.286633419293338e-09,-1.8637746791390106e-10,1.3538768712946059e-10,-5.7717556169141885e-10,-9.0705414310179921e-10,-1.1670703104490961e-09,-2.0304323692250458e-10
1.285,-1.3210096003562891e-09,-1.7209474559991433e-10,4.0532680454139705e-11,-7.787925822485636e-10,-1.0953726868382443e-09,-1.3784032494365921e-09,-2.3906655665779929e-10
1.2875,-1.308886497168095e-09,-1.5868712508181329e-10,-4.1956148973182917e-11,-9.5337523436457416e-10,-1.258720923747428e-09,-1.5639434949601564e-09,-2.710061787461003e-10
1.29,-1.2474629597087897e-09,-1.4603662045801953e-10,-1.1148278599790445e-10,-1.0988928492371656e-09,-1.3952297784323354e-09,-1.720385512920596e-09,-2.9830264535395688e-10
1.2925,-1.1352172331609049e-09,-1.3409687410106999e-10,-1.6769666345029398e-10,-1.2138903769633911e-09,-1.5034319184010021e-09,-1.8454631090459073e-09,-3.2046813162295682e-10
1.295,-9.7171741159842797e-10,-1.2284421989465632e-10,-2.105275598794701e-10,-1.2973179721153069e-09,-1.5819302059686359e-09,-1.9373734885359573e-09,-3.3710610393036619e-10
1.2975,-7.5763846050890596e-10,-1.122911671966562e-10,-2.4025500157390262e-10,-1.349004392779712e-09,-1.6296832226487448e-09,-1.9946926662510119e-09,-3.4791565922558118e-10
1.3,-4.9492091852195475e-10,-1.0247254759752601e-10,-2.5748695823971991e-10,-1.3696068211167607e-09,-1.6463593554847295e-09,-2.0164652352368997e-09,-3.5269431593516174e-10
1.3025,-1.8684047305619338e-10,-9.3403802016113109e-11,-2.6313413501821236e-10,-1.3603273706971237e-09,-1.6324710727979374e-09,-2.0023743719877661e-09,-3.5134253598593546e-10
1.305,1.6448941809984078e-10,-8.4865016484032314e-11,-2.5834556329210229e-10,-1.322458024538895e-09,-1.5887998564634843e-09,-1.9524253270745853e-09,-3.4379458712759416e-10
1.3075,5.5390459612232229e-10,-7.6843101529959461e-11,-2.4408518297977461e-10,-1.2577080567131563e-09,-1.5165529545737101e-09,-1.8674950222969624e-09,-3.3005661092971212e-10
1.31,9.7677549029600367e-10,-6.9281620416534472e-11,-2.2137503197106994e-10,-1.1680669380225806e-09,-1.4171786410049984e-09,-1.7489341844921628e-09,-3.1019841113764566e-10
1.3125,1.4225149068366149e-09,-6.2352953652821022e-11,-1.9149981485710772e-10,-1.0572681606062083e-09,-1.2941141657369115e-09,-1.6005010601640086e-09,-2.8471971439379655e-10
1.315,1.8842871798020707e-09,-5.5991334781597468e-11,-1.555868273493911e-10,-9.2840525006851262e-10,-1.1504489568965251e-09,-1.4254585316956235e-09,-2.5409308958267964e-10
1.3175,2.3551250275682655e-09,-5.0147729067930893e-11,-1.1492553472031213e-10,-7.8493090822719087e-10,-9.8950109016806412e-10,-1.227423753283048e-09,-2.1887053497161602e-10
