Physical Time (s),ev_top Monitor (W): top_cv1,ev_top Monitor (W): top_cv2,ev_top Monitor (W): top_cv3,ev_top Monitor (W): top_cv4,ev_top Monitor (W): top_cv5,ev_top Monitor (W): top_cv6,ev_top Monitor (W): top_cv7
6.1045,5.2050932623397805e-12,2.1958155597026217e-13,4.9417002435051825e-14,4.2685895780297833e-14,5.5046017405441279e-14,1.8364553801039064e-13,2.1329489708896757e-13
6.10475,5.2035949598246468e-12,2.1958274704876602e-13,4.9436153748953707e-14,4.2724171159703685e-14,5.5079639149802325e-14,1.8365130684315923e-13,2.1323718182965211e-13
6.105,5.2020906002639389e-12,2.1958357824649095e-13,4.9455180969928567e-14,4.2762531440113253e-14,5.5113634690538563e-14,1.8365846181693622e-13,2.1317957201928358e-13
6.10525,5.2005801619125714e-12,2.195839537325612e-13,4.9474054653013786e-14,4.2800956426957014e-14,5.5147988609456561e-14,1.8366694013497189e-13,2.1312197935177507e-13
6.1055,5.1990634384123663e-12,2.1958374391942178e-13,4.9492746332732382e-14,4.283943953505891e-14,5.5182689033210804e-14,1.8367670807700274e-13,2.1306442434946984e-13
6.10575,5.1975400730462112e-12,2.1958280078832404e-13,4.951123182378246e-14,4.2877998134479274e-14,5.5217724950075842e-14,1.8368776290092877e-13,2.1300703532037694e-13
6.106,5.1960094295279865e-12,2.1958093876790006e-13,4.9529456959250539e-14,4.2916641048999408e-14,5.5253093056855121e-14,1.8370009521880849e-13,2.12950032588594e-13
6.10625,5.1944706763783561e-12,2.1957797062308393e-13,4.9547369679023656e-14,4.2955380580824305e-14,5.5288788901472245e-14,1.8371367464003419e-13,2.1289368954561806e-13
6.1065,5.192922796212256e-12,2.1957371929459601e-13,4.9564923639553861e-14,4.299422053323764e-14,5.5324810040620243e-14,1.8372842581569373e-13,2.1283829325247692e-13
6.10675,5.1913646412037877e-12,2.1956804248076031e-13,4.958210092718395e-14,4.3033161103009027e-14,5.5361150953353877e-14,1.8374423422819493e-13,2.1278410526972143e-13
6.107,5.1897948393847619e-12,2.1956081321492057e-13,4.9598880003895847e-14,4.3072177460564e-14,5.5397810517120442e-14,1.8376095068553541e-13,2.1273132780883303e-13
6.10725,5.1882119230376494e-12,2.1955195274460655e-13,4.9615259890279971e-14,4.3111239584620162e-14,5.5434781436267262e-14,1.8377841911179195e-13,2.126800859383754e-13
6.1075,5.1866144003328667e-12,2.1954142811513735e-13,4.9631253258224593e-14,4.3150318142241533e-14,5.5472053769378955e-14,1.8379649435073907e-13,2.126304254545054e-13
6.10775,5.1850008458833773e-12,2.1952926264586877e-13,4.964690326370807e-14,4.3189398059404039e-14,5.5509616665200453e-14,1.8381504875711939e-13,2.1258233325603945e-13
6.108,5.1833698079567459e-12,2.1951548775109814e-13,4.9662232531317152e-14,4.3228461208639272e-14,5.554746572768807e-14,1.838339526850422e-13,2.1253575737021232e-13
6.10825,5.1817199504488031e-12,2.1950016024339158e-13,4.9677264527320689e-14,4.3267503947335504e-14,5.5585589896933333e-14,1.838530804160777e-13,2.1249065835056848e-13
6.1085,5.1800500845999019e-12,2.1948334465169121e-13,4.9692011065052208e-14,4.3306534023864203e-14,5.5623970745959455e-14,1.8387230328185485e-13,2.1244703852543701e-13
6.10875,5.1783592451021228e-12,2.1946509433896953e-13,4.9706469936705595e-14,4.3345567987966794e-14,5.5662583940510416e-14,1.838915051926015e-13,2.124049489846809e-13
6.109,5.1766467662094692e-12,2.1944545586318809e-13,4.9720639255444792e-14,4.3384635203642978e-14,5.5701402558185518e-14,1.8391061934576729e-13,2.1236447409728092e-13
6.10925,5.1749121032146179e-12,2.1942443895406308e-13,4.9734492266972958e-14,4.3423755351861529e-14,5.5740409161564664e-14,1.8392963113543316e-13,2.1232569301882328e-13
6.1095,5.17315498685828e-12,2.1940204370464403e-13,4.97480087491763e-14,4.3462945874363985e-14,5.5779592337008094e-14,1.8394860218277837e-13,2.1228864650626687e-13
6.10975,5.1713754317584032e-12,2.1937826863571741e-13,4.9761175510112554e-14,4.3502215903217795e-14,5.5818946994412841e-14,1.8396765596187746e-13,2.1225331181712108e-13
6.11,5.1695737350476905e-12,2.1935313019847922e-13,4.9774002101676412e-14,4.3541574172778427e-14,5.5858477120739362e-14,1.8398695523731718e-13,2.1221958434646186e-13
6.11025,5.1677504031143781e-12,2.1932664443905222e-13,4.9786482671134091e-14,4.3581003708180041e-14,5.5898196411874947e-14,1.8400664743917623e-13,2.1218728293868076e-13
6.1105,5.1659061564511375e-12,2.1929885875990736e-13,4.979863043441455e-14,4.3620486799108703e-14,5.5938118717765615e-14,1.8402685523095769e-13,2.1215616719802329e-13
6.11075,5.164041855061713e-12,2.1926985048217448e-13,4.981047196711186e-14,4.3660005356108441e-14,5.5978250387677644e-14,1.8404766141024947e-13,2.1212597823595312e-13
6.111,5.1621584060758825e-12,2.1923972067105823e-13,4.9822040576944437e-14,4.3699539451124163e-14,5.6018586882709705e-14,1.8406911226928447e-13,2.1209649145243332e-13
6.11125,5.1602568470478549e-12,2.1920859187844558e-13,4.9833382455908653e-14,4.3739078274639779e-14,5.6059104977199793e-14,1.840912364574249e-13,2.1206756326035218e-13
6.1115,5.1583381169738158e-12,2.1917657076080137e-13,4.9844519170804642e-14,4.3778597510588376e-14,5.6099770654473218e-14,1.8411403351914778e-13,2.1203916465536994e-13
6.11175,5.1564031697936456e-12,2.1914375440287748e-13,4.985547157581927e-14,4.3818082877754783e-14,5.6140540023012011e-14,1.8413746812329973e-13,2.1201136862343887e-13
6.112,5.1544529808905234e-12,2.1911021263228514e-13,4.9866249905515226e-14,4.3857529428251216e-14,5.6181371293474488e-14,1.8416145800543198e-13,2.1198431754276434e-13
6.11225,5.152488489978496e-12,2.1907598165829544e-13,4.9876852195687515e-14,4.3896942457216097e-14,5.6222235072132476e-14,1.841858803428049e-13,2.1195818296404662e-13
6.1125,5.1505105543336747e-12,2.1904106291293902e-13,4.9887277574308404e-14,4.3936337130532489e-14,5.6263114190653657e-14,1.842105802451347e-13,2.1193313221246213e-13
6.11275,5.1485199284470085e-12,2.1900542836932956e-13,4.989753291829677e-14,4.3975737665201212e-14,5.6303996966175099e-14,1.8423539925427777e-13,2.1190930445792358e-13
6.113,5.1465172030497598e-12,2.1896902811877764e-13,4.9907629269844725e-14,4.4015175266269651e-14,5.6344871847744755e-14,1.842602002687996e-13,2.1188678838418245e-13
6.11325,5.1445028483636075e-12,2.1893180884565125e-13,4.9917581623548076e-14,4.405468623522844e-14,5.6385723127084388e-14,1.8428489031306978e-13,2.11865595426693e-13
6.1135,5.142477239906901e-12,2.1889372438044404e-13,4.9927409567804385e-14,4.4094309867459237e-14,5.642653518438059e-14,1.8430942842696621e-13,2.1184562983220998e-13
6.11375,5.1404406570720374e-12,2.1885474765271064e-13,4.9937137105163222e-14,4.4134082813703291e-14,5.6467297566176849e-14,1.8433383345966041e-13,2.1182667818861177e-13
6.114,5.1383932728479581e-12,2.1881487132800843e-13,4.9946789277267274e-14,4.4174034371123282e-14,5.6508006870087429e-14,1.8435817184929562e-13,2.1180843576601044e-13
6.11425,5.1363352022705619e-12,2.1877410720780899e-13,4.9956390494968859e-14,4.4214185790044063e-14,5.6548664413776979e-14,1.8438254240911147e-13,2.1179057189243161e-13
6.1145,5.1342665390309963e-12,2.1873248200083015e-13,4.9965960588831852e-14,4.4254546725734176e-14,5.6589273257681421e-14,1.8440706021577945e-13,2.1177281328343079e-13
6.11475,5.1321873065705091e-12,2.1869002898832275e-13,4.9975513508196254e-14,4.4295117302282853e-14,5.6629836361584909e-14,1.844318446470894e-13,2.1175501466265013e-13
6.115,5.1300974807260535e-12,2.1864678097514359e-13,4.998505612285368e-14,4.4335890425489136e-14,5.6670359041669039e-14,1.8445701321856307e-13,2.1173718560805518e-13
6.11525,5.1279970350493501e-12,2.1860275866643842e-13,4.9994586395616456e-14,4.4376853374871853e-14,5.6710853348955976e-14,1.8448267748682937e-13,2.1171946325143159e-13
6.1155,5.1258859504166641e-12,2.1855796366597902e-13,5.0004094429907392e-14,4.4417988795844487e-14,5.6751338041457957e-14,1.8450893535183303e-13,2.1170204956066013e-13
6.11575,5.1237642286175241e-12,2.1851237307055182e-13,5.0013561410096242e-14,4.44592738076475e-14,5.6791841683540319e-14,1.8453587365397573e-13,2.116851394233014e-13
6.116,5.1216318374853189e-12,2.1846593997160669e-13,5.0022965597050367e-14,4.4500683235161477e-14,5.6832402299088868e-14,1.8456357009787964e-13,2.1166887237606168e-13
6.11625,5.1194886445768646e-12,2.1841859940078526e-13,5.0032285414566696e-14,4.454219370542413e-14,5.6873062294365358e-14,1.8459209728994538e-13,2.1165331200460503e-13
6.1165,5.1173344313626483e-12,2.1837027402944147e-13,5.0041506605059957e-14,4.4583789258827387e-14,5.691386949012983e-14,1.8462152798951737e-13,2.1163845410937442e-13
6.11675,5.1151688943576117e-12,2.1832088473805058e-13,5.0050624912882449e-14,4.4625466600837862e-14,5.6954877734389566e-14,1.8465193406142805e-13,2.1162425462406376e-13
6.117,5.1129915938607315e-12,2.1827036094918776e-13,5.0059642070727923e-14,4.4667239038206457e-14,5.6996151105218509e-14,1.8468339332576807e-13,2.1161066058572874e-13
6.11725,5.1108019215555083e-12,2.1821864775558516e-13,5.0068562033368433e-14,4.4709133288043811e-14,5.7037763181731182e-14,1.8471599590071317e-13,2.1159763211870961e-13
6.1175,5.1085991614150026e-12,2.1816570560093506e-13,5.0077389028953116e-14,4.4751179802022716e-14,5.707979347036782e-14,1.8474983652028497e-13,2.115851513590491e-13
6.11775,5.1063824737042059e-12,2.1811151277844153e-13,5.0086127683559852e-14,4.4793405334205179e-14,5.7122320500233322e-14,1.8478501283636697e-13,2.1157321470572235e-13
6.118,5.1041509536777944e-12,2.1805606280953125e-13,5.0094783535479377e-14,4.4835827575649815e-14,5.7165412821894945e-14,1.8482161112600535e-13,2.1156181743909753e-13
6.11825,5.1019036573700872e-12,2.1799936236000008e-13,5.010336396317968e-14,4.4878454749913935e-14,5.7209121359142587e-14,1.8485970144850479e-13,2.1155094154972192e-13
6.1185,5.0996395992303731e-12,2.1794142942784212e-13,5.0111880254424754e-14,4.4921287201014817e-14,5.7253477736689906e-14,1.8489931346292571e-13,2.115405550093642e-13
6.11875,5.097357921152268e-12,2.1788229142852128e-13,5.0120341429361309e-14,4.4964318518635464e-14,5.7298495418165591e-14,1.8494042379132137e-13,2.1153061866818708e-13
6.119,5.0950578917793788e-12,2.1782198393285869e-13,5.0128749417299431e-14,4.5007535958169222e-14,5.7344173434445477e-14,1.8498295718954091e-13,2.1152110269025287e-13
6.11925,5.0927389635260903e-12,2.1776055482387258e-13,5.0137095637081865e-14,4.505092030493689e-14,5.7390500430611899e-14,1.8502680564137407e-13,2.1151199151670175e-13
6.1195,5.0904007624718527e-12,2.1769806421231689e-13,5.0145374736970934e-14,4.5094445902380806e-14,5.7437451614952837e-14,1.8507184727963258e-13,2.1150328782717582e-13
6.11975,5.088043091769561e-12,2.1763458193717443e-13,5.0153586518681628e-14,4.5138082906254732e-14,5.7484988317345877e-14,1.8511797188514272e-13,2.1149501177897836e-13
6.12,5.0856659472908722e-12,2.1757018980382479e-13,5.0161732455480349e-14,4.5181802325669266e-14,5.7533052095358808e-14,1.8516509090547153e-13,2.1148719495814756e-13
6.12025,5.0832695672988158e-12,2.1750497755812143e-13,5.0169811805683394e-14,4.5225581510197994e-14,5.7581564389341203e-14,1.8521312849356896e-13,2.1147987243431702e-13
6.1205,5.080854386822902e-12,2.1743903841543499e-13,5.0177819873177478e-14,4.5269408953023104e-14,5.7630440938150496e-14,1.8526201121092841e-13,2.1147307446499854e-13
6.12075,5.0784210487721779e-12,2.1737247002859143e-13,5.0185747795852019e-14,4.5313285754250681e-14,5.7679610134653755e-14,1.8531165470294326e-13,2.1146682414375971e-13
6.121,5.0759704250660126e-12,2.1730536622925204e-13,5.0193584438535638e-14,4.5357224359362016e-14,5.7729027773800606e-14,1.8536195859332323e-13,2.1146113293261324e-13
6.12125,5.07350360749287e-12,2.1723781542097522e-13,5.0201318591072063e-14,4.5401244699004238e-14,5.7778674804008884e-14,1.8541280543500055e-13,2.1145600054177084e-13
6.1215,5.0710218454587657e-12,2.1716989527240791e-13,5.0208938421690523e-14,4.5445366946097973e-14,5.7828542052846879e-14,1.8546407339979127e-13,2.1145140713826046e-13
6.12175,5.0685265591176048e-12,2.17101673143561e-13,5.0216434752753894e-14,4.5489606151530144e-14,5.7878616145720354e-14,1.8551565142127783e-13,2.1144730184859403e-13
6.122,5.0660193005366951e-12,2.1703320562806996e-13,5.0223805359594622e-14,4.5533971464306206e-14,5.7928869862461307e-14,1.8556744397621383e-13,2.1144359890026753e-13
6.12225,5.0635016368884192e-12,2.1696453770333089e-13,5.0231056051430636e-14,4.5578467696217779e-14,5.7979263048093968e-14,1.8561936628868313e-13,2.1144018479222589e-13
6.1225,5.0609751328813774e-12,2.1689570148494266e-13,5.0238202400060109e-14,4.5623099910493023e-14,5.8029746188667447e-14,1.8567133327369337e-13,2.1143694093882968e-13
6.12275,5.0584412964202603e-12,2.1682671608546939e-13,5.0245266842693229e-14,4.5667873008792152e-14,5.8080265314558993e-14,1.8572324941594695e-13,2.1143377238509109e-13
6.123,5.0559015817583031e-12,2.1675759220974891e-13,5.0252277135786919e-14,4.5712788816857274e-14,5.8130761039628001e-14,1.8577500685706902e-13,2.1143062424073993e-13
6.12325,5.0533573840791294e-12,2.166883289908423e-13,5.0259256749220361e-14,4.5757839978116377e-14,5.8181168429539322e-14,1.8582649295337847e-13,2.1142747327998037e-13
6.1235,5.0508100377742273e-12,2.1661891792221003e-13,5.0266215581213047e-14,4.5803006085326155e-14,5.8231418118841206e-14,1.858776074069078e-13,2.1142430424955041e-13
6.12375,5.0482608088491982e-12,2.1654933604113069e-13,5.0273156005419787e-14,4.5848253474096374e-14,5.8281443587747751e-14,1.8592828030539025e-13,2.114210769639352e-13
6.124,5.0457109028547461e-12,2.1647955341217076e-13,5.0280071741797976e-14,4.5893540531770001e-14,5.8331191289127956e-14,1.8597848604374284e-13,2.1141769925164861e-13
6.12425,5.0431614483642129e-12,2.1640952941937407e-13,5.0286947669782194e-14,4.5938824600935988e-14,5.8380627672387038e-14,1.8602824011042362e-13,2.1141400885630941e-13
6.1245,5.040613522852139e-12,2.1633922202636435e-13,5.0293758167915694e-14,4.5984067499054118e-14,5.8429741345972254e-14,1.8607758732983737e-13,2.1140977149884378e-13
6.12475,5.03806817952983e-12,2.1626858610272404e-13,5.0300468587913529e-14,4.6029237136236366e-14,5.8478541046657776e-14,1.8612657510262354e-13,2.1140469824378217e-13
6.125,5.0355265221398086e-12,2.1619757306558668e-13,5.0307043023486281e-14,4.607431013232474e-14,5.852705673045231e-14,1.8617522564729699e-13,2.1139848162636263e-13
6.12525,5.0329896144373532e-12,2.1612613651961074e-13,5.0313449796644185e-14,4.6119273214978072e-14,5.8575336411004958e-14,1.8622351951581097e-13,2.1139082077207899e-13
6.1255,5.0304584628040295e-12,2.1605423320117653e-13,5.0319668151566752e-14,4.616412653982168e-14,5.862344346068385e-14,1.8627138639890579e-13,2.1138145630580267e-13
6.12575,5.0279340196571304e-12,2.1598183064680992e-13,5.0325692766885151e-14,4.6208885267499153e-14,5.8671452401253716e-14,1.8631872000858214e-13,2.1137019875621566e-13
6.126,5.0254171857102055e-12,2.1590891106791637e-13,5.0331537137994529e-14,4.6253579887579784e-14,5.871943971617773e-14,1.8636539375807391e-13,2.1135695116053251e-13
6.12625,5.0229087939899825e-12,2.1583547419364646e-13,5.0337231312702093e-14,4.6298249971773549e-14,5.8767472443107486e-14,1.8641128650075802e-13,2.1134172322024162e-13
6.1265,5.0204096363397429e-12,2.1576154322373227e-13,5.0342819874971845e-14,4.6342938088287138e-14,5.8815598981139761e-14,1.864563016338742e-13,2.1132463019412202e-13
6.12675,5.0179204473668118e-12,2.1568716519878529e-13,5.0348347167359185e-14,4.6387679981442918e-14,5.8863841794760118e-14,1.8650037469134193e-13,2.1130587689615075e-13
6.127,5.0154418339543438e-12,2.156124079907497e-13,5.0353866661161894e-14,4.6432499952978427e-14,5.8912199540841737e-14,1.8654346345291877e-13,2.1128571462095286e-13
6.12725,5.0129742576688789e-12,2.1553735497083233e-13,5.0359438196805738e-14,4.6477409278904216e-14,5.8960658531907833e-14,1.8658554822817738e-13,2.1126439837773374e-13
6.1275,5.0105180376073166e-12,2.1546209871480379e-13,5.0365115029040589e-14,4.652241048209107e-14,5.900920526042779e-14,1.866266262924041e-13,2.1124215525393323e-13
6.12775,5.0080733606405509e-12,2.153867372380681e-13,5.037093200825093e-14,4.6567501697291919e-14,5.9057837187498979e-14,1.8666670378836055e-13,2.1121916998332491e-13
6.128,5.0056402838642688e-12,2.1531136355751048e-13,5.0376904780071699e-14,4.6612681647540664e-14,5.9106566999143795e-14,1.8670579247649791e-13,2.1119558913849018e-13
6.12825,5.0032187437101774e-12,2.152360646118898e-13,5.0383033175580923e-14,4.6657952786457823e-14,5.9155424083519848e-14,1.8674391400116194e-13,2.1117153775139455e-13
6.1285,5.0008085756609783e-12,2.1516091519090245e-13,5.0389307009056375e-14,4.6703319207195435e-14,5.920444362489251e-14,1.8678110211349588e-13,2.1114713720336432e-13
6.12875,4.9984094652896904e-12,2.1508597670698877e-13,5.0395708680108649e-14,4.6748786658018524e-14,5.9253658472417315e-14,1.8681740442007575e-13,2.1112251606708545e-13
6.129,4.9960210426599879e-12,2.1501129941879776e-13,5.0402217041302545e-14,4.6794359574056542e-14,5.9303086009147527e-14,1.8685288989645601e-13,2.1109779802395505e-13
6.12925,4.9936428724698037e-12,2.1493692316603818e-13,5.0408813829733343e-14,4.684003947231963e-14,5.935271922481072e-14,1.8688764487747075e-13,2.1107307642532715e-13
6.1295,4.9912744913958896e-12,2.1486288439763153e-13,5.0415488530420524e-14,4.688582622858376e-14,5.9402539454457058e-14,1.8692176884333715e-13,2.1104838117960649e-13
6.12975,4.9889154127078411e-12,2.1478922038912267e-13,5.0422243124910004e-14,4.6931719017734926e-14,5.945253930766164e-14,1.8695535830963132e-13,2.1102366659141955e-13
6.13,4.9865651095591486e-12,2.1471597041757308e-13,5.0429095574773975e-14,4.6977720617702051e-14,5.9502722850322839e-14,1.8698849395543251e-13,2.1099882251667338e-13
6.13025,4.9842230347189595e-12,2.1464317443898209e-13,5.0436076888691553e-14,4.7023837457832884e-14,5.9553098923591955e-14,1.870212402656387e-13,2.10973718352918e-13
6.1305,4.9818886286626991e-12,2.1457087461770045e-13,5.0443225605267102e-14,4.707008204043853e-14,5.9603675673783916e-14,1.8705365773192538e-13,2.1094824821125272e-13
6.13075,4.9795613387795056e-12,2.1449911350130116e-13,5.0450582335024227e-14,4.7116470871659118e-14,5.9654457055316166e-14,1.870858318409473e-13,2.1092236123745193e-13
6.131,4.9772406069813279e-12,2.1442792883956744e-13,5.0458183172967686e-14,4.7163023978676158e-14,5.9705447321710526e-14,1.8711789252388156e-13,2.1089605515270052e-13
6.13125,4.9749259540026553e-12,2.1435734671518664e-13,5.0466050265372288e-14,4.7209762514054046e-14,5.9756654923893406e-14,1.8715001404499006e-13,2.1086935016235196e-13
6.1315,4.9726169308704516e-12,2.1428737264462498e-13,5.0474193581207769e-14,4.7256708277979441e-14,5.9808095207870637e-14,1.8718239250093444e-13,2.1084226347236276e-13
6.13175,4.9703130582299121e-12,2.1421798832955315e-13,5.0482606102106749e-14,4.7303878871992936e-14,5.9859788610122843e-14,1.8721520943078781e-13,2.1081480274502048e-13
6.132,4.9680138866303078e-12,2.141491506250005e-13,5.0491272760666574e-14,4.7351287387433992e-14,5.9911756187397196e-14,1.8724860436598997e-13,2.1078698269741656e-13
6.13225,4.965719039769329e-12,2.140807962208116e-13,5.0500165620030082e-14,4.739894054503079e-14,5.9964014032721282e-14,1.8728265510138899e-13,2.1075885180425027e-13
6.1325,4.9634281260535491e-12,2.1401284452962297e-13,5.0509244326741834e-14,4.7446835577344405e-14,6.0016569944187604e-14,1.8731738151773975e-13,2.107305125445069e-13
6.13275,4.9611407418454629e-12,2.1394520534699334e-13,5.0518468485477541e-14,4.7494963928587285e-14,6.0069431177720073e-14,1.8735275918164422e-13,2.1070212067416267e-13
6.133,4.9588564381065343e-12,2.1387778943970898e-13,5.0527805270207097e-14,4.7543311771340767e-14,6.0122602572242969e-14,1.8738872239190139e-13,2.1067386014751218e-13
6.13325,4.9565747253665364e-12,2.1381051691732662e-13,5.0537236348214037e-14,4.7591864833214358e-14,6.0176085728771458e-14,1.8742516198286863e-13,2.1064590084853408e-13
6.1335,4.954294979675047e-12,2.1374332111625789e-13,5.0546757204040962e-14,4.7640612319721712e-14,6.0229876966540751e-14,1.874619198570034e-13,2.1061835472553665e-13
6.13375,4.952016451223567e-12,2.1367615263081462e-13,5.0556367544615236e-14,4.7689547490446963e-14,6.0283959954599064e-14,1.8749879201274877e-13,2.1059124368801903e-13
6.134,4.9497382643438067e-12,2.1360897780495406e-13,5.0566071826038594e-14,4.7738668596568695e-14,6.0338309336925907e-14,1.8753554661267505e-13,2.1056448495770086e-13
6.13425,4.9474595541384203e-12,2.1354177387860788e-13,5.0575884429918055e-14,4.778797767079315e-14,6.0392889357208233e-14,1.8757195500014824e-13,2.1053790377591284e-13
6.1345,4.9451794149396491e-12,2.1347452176632284e-13,5.0585823706374494e-14,4.7837476300166082e-14,6.0447652482508581e-14,1.8760783033078328e-13,2.1051127201906151e-13
6.13475,4.9428968917823497e-12,2.1340719135858916e-13,5.0595900677560242e-14,4.7887163838581468e-14,6.0502541284437101e-14,1.8764306286893426e-13,2.104843589690939e-13
6.135,4.9406109956511545e-12,2.1333973304846193e-13,5.0606111331443795e-14,4.7937034404621071e-14,6.0557486368556138e-14,1.8767762565256516e-13,2.1045697964651737e-13
6.13525,4.9383207546802028e-12,2.1327206811882655e-13,5.0616434173217637e-14,4.7987075087411659e-14,6.0612409414629112e-14,1.8771156544756671e-13,2.104290209534765e-13
6.1355,4.936025175359376e-12,2.1320408346884674e-13,5.0626831827033554e-14,4.8037270510119065e-14,6.0667231732327291e-14,1.8774498175673099e-13,2.104004394337007e-13
6.13575,4.9337232960963602e-12,2.1313562945606534e-13,5.0637253053479779e-14,4.8087603427589946e-14,6.0721882202171968e-14,1.8777800962482659e-13,2.1037123580478482e-13
6.136,4.9314142161070894e-12,2.130665280580085e-13,5.064763811466246e-14,4.8138056379795234e-14,6.0776303170176442e-14,1.8781078480912044e-13,2.1034141930637701e-13
6.13625,4.9290971049621757e-12,2.1299658185756431e-13,5.0657920327680436e-14,4.8188607093978059e-14,6.083045120606172e-14,1.878434160281711e-13,2.1031097382443672e-13
6.1365,4.9267711863748279e-12,2.129255879500136e-13,5.0668031911206114e-14,4.8239224307055934e-14,6.0884299571075926e-14,1.8787596236846217e-13,2.1027984158222379e-13
6.13675,4.9244358696294895e-12,2.1285335485661957e-13,5.0677911642566072e-14,4.8289860921772275e-14,6.0937825607865818e-14,1.8790841343494095e-13,2.1024793058734349e-13
6.137,4.9220907303308811e-12,2.1277971135430079e-13,5.0687508288627245e-14,4.8340455387958107e-14,6.0991004438880628e-14,1.879406814165774e-13,2.1021512757351032e-13
6.13725,4.9197355064999675e-12,2.1270452257907656e-13,5.0696786321972751e-14,4.8390935421357498e-14,6.1043804247586514e-14,1.8797260089467577e-13,2.1018131399670342e-13
6.1375,4.9173700740103444e-12,2.1262769225078954e-13,5.0705716252216452e-14,4.8441224647365695e-14,6.1096182930117374e-14,1.8800394988077918e-13,2.1014638202856371e-13
6.13775,4.9149944787170573e-12,2.1254917005212591e-13,5.0714279155210862e-14,4.8491253749111661e-14,6.1148095659554971e-14,1.8803447598339437e-13,2.1011025027737101e-13
6.138,4.9126089548311518e-12,2.1246894998233633e-13,5.072246101322855e-14,4.8540966046276591e-14,6.119949650686037e-14,1.8806392384658032e-13,2.100728696787837e-13
6.13825,4.9102139306437877e-12,2.1238706253389851e-13,5.0730248298122086e-14,4.8590313790518496e-14,6.1250341426738976e-14,1.8809205324646974e-13,2.1003421862265044e-13
6.1385,4.9078099897138635e-12,2.1230356725453324e-13,5.0737626377369144e-14,4.8639258178938849e-14,6.1300597923297825e-14,1.881186633204372e-13,2.0999429551945868e-13
6.13875,4.9053978736009687e-12,2.1221854092071525e-13,5.0744579807122041e-14,4.8687763294054072e-14,6.1350249356063803e-14,1.8814360694474352e-13,2.0995310309906233e-13
6.139,4.9029783734593964e-12,2.1213206690748766e-13,5.0751092856629564e-14,4.8735796257898978e-14,6.139929398788712e-14,1.8816680532334253e-13,2.09910640548116e-13
6.13925,4.9005523615219089e-12,2.1204423307286163e-13,5.0757153350262147e-14,4.878332951550653e-14,6.1447736933617497e-14,1.8818824135592204e-13,2.0986690331176255e-13
6.1395,4.8981206798466787e-12,2.1195512471855084e-13,5.0762751080202825e-14,4.8830341725492403e-14,6.149558455934333e-14,1.8820795677391761e-13,2.0982188797977297e-13
6.13975,4.8956841345325372e-12,2.1186482280741806e-13,5.0767875660246505e-14,4.8876815171696486e-14,6.1542836051204043e-14,1.882260310775078e-13,2.0977560637124906e-13
6.14,4.8932434501987788e-12,2.1177340794051555e-13,5.0772516065252481e-14,4.8922733705579138e-14,6.158948737911782e-14,1.8824256167745921e-13,2.0972809884914528e-13
6.14025,4.8907992970060001e-12,2.1168096365571229e-13,5.0776658442634854e-14,4.8968079194757392e-14,6.1635531674891198e-14,1.8825764336810413e-13,2.0967943904053395e-13
6.1405,4.8883523019328133e-12,2.1158758140120861e-13,5.0780291103513473e-14,4.9012833656937688e-14,6.1680968014581934e-14,1.8827134418847467e-13,2.0962972602171874e-13
6.14075,4.8859030400018079e-12,2.1149336257691615e-13,5.0783409573870709e-14,4.9056976192304053e-14,6.1725799970568273e-14,1.8828370327507605e-13,2.0957907152906091e-13
6.141,4.8834520355664343e-12,2.113984148719005e-13,5.0786016107217015e-14,4.9100491897424467e-14,6.1770032148330922e-14,1.8829471004073183e-13,2.0952759145623926e-13
6.14125,4.880999772876111e-12,2.1130285346252879e-13,5.0788118952637657e-14,4.9143368932282285e-14,6.18136699862252e-14,1.8830431941851068e-13,2.094754049834844e-13
6.1415,4.87854672721388e-12,2.112067940737669e-13,5.0789722498056354e-14,4.9185604901986878e-14,6.1856724880630518e-14,1.8831246244398418e-13,2.0942263485967961e-13
6.14175,4.8760934108416798e-12,2.1111034814085795e-13,5.0790825743222746e-14,4.9227200538155553e-14,6.1899212127867799e-14,1.8831907173856949e-13,2.0936941449662819e-13
6.142,4.8736404242990521e-12,2.1101361808013534e-13,5.0791437373216207e-14,4.9268159812822547e-14,6.1941147378938349e-14,1.8832410127873678e-13,2.0931588537109424e-13
6.14225,4.8711884748891161e-12,2.1091669483716711e-13,5.0791573491038838e-14,4.9308488561985494e-14,6.1982543649207188e-14,1.8832755473802364e-13,2.0926218913009395e-13
6.1425,4.86873832258789e-12,2.1081965480450371e-13,5.079125096632407e-14,4.9348199558706913e-14,6.2023409010853573e-14,1.8832948912226539e-13,2.0920844368189473e-13
6.14275,4.866290797860223e-12,2.1072256310247693e-13,5.0790483119369371e-14,4.938730546459403e-14,6.2063749138955504e-14,1.8833000976488237e-13,2.0915471324797594e-13
6.143,4.8638467921409472e-12,2.1062547353849996e-13,5.078928141229648e-14,4.9425826506868834e-14,6.2103569721680314e-14,1.8832924091063041e-13,2.0910102174361235e-13
6.14325,4.8614072260869917e-12,2.105284329325416e-13,5.0787656767458361e-14,4.946378781383901e-14,6.2142881670711383e-14,1.8832730846992131e-13,2.0904736256472546e-13
6.1435,4.8589730170359172e-12,2.1043147961669335e-13,5.0785618645410289e-14,4.9501210266528452e-14,6.2181699838463529e-14,1.8832432797635702e-13,2.0899371750338048e-13
