Physical Time (s),ev_top Monitor (W): top_cv1,ev_top Monitor (W): top_cv2,ev_top Monitor (W): top_cv3,ev_top Monitor (W): top_cv4,ev_top Monitor (W): top_cv5,ev_top Monitor (W): top_cv6,ev_top Monitor (W): top_cv7
5.0415,4.96927444999224e-12,1.7144901143504553e-13,3.0945879803444489e-14,5.1433919367188482e-14,1.1949600408403336e-13,4.2706780609387714e-13,3.0374536383037773e-13
5.04175,4.9696705101570675e-12,1.713692007368498e-13,3.0887067215979526e-14,5.1361506425292088e-14,1.1939634457151059e-13,4.2688421035885536e-13,3.0375429072886902e-13
5.042,4.9701403619444172e-12,1.712997457288346e-13,3.0829963325070293e-14,5.1289683758050316e-14,1.1929998522497846e-13,4.2672737903395844e-13,3.0378984004271132e-13
5.04225,4.9707124171716856e-12,1.7124319560232413e-13,3.0775153245591109e-14,5.1218694580517575e-14,1.1920682751359815e-13,4.2659522506441335e-13,3.0385108292166324e-13
5.0425,4.971413265713425e-12,1.7120182019997908e-13,3.0723244669740173e-14,5.1148865322325964e-14,1.191169354745837e-13,4.2648557640209982e-13,3.0393666586496392e-13
5.04275,4.9722662322632714e-12,1.7117750506564756e-13,3.0674819465080116e-14,5.108055080816426e-14,1.1903042089245387e-13,4.2639612816260114e-13,3.0404482266387978e-13
5.043,4.9732906854180148e-12,1.7117168804149087e-13,3.0630414436773192e-14,5.1014129554973463e-14,1.1894750042542174e-13,4.263244617464478e-13,3.0417342376497695e-13
5.04325,4.9745028813523964e-12,1.7118540494358106e-13,3.0590550347428461e-14,5.0950024173229054e-14,1.1886830438790692e-13,4.2626823681851491e-13,3.043200921048232e-13
5.0435,4.9759159930532796e-12,1.7121928779292957e-13,3.0555726682689174e-14,5.0888665589639327e-14,1.1879310259445524e-13,4.262253116992239e-13,3.0448227663199113e-13
5.04375,4.9775394412684542e-12,1.7127355642542895e-13,3.0526355638604622e-14,5.0830498853395831e-14,1.1872215115226174e-13,4.2619370903987664e-13,3.0465728722235018e-13
5.044,4.9793789779553495e-12,1.71348042311684e-13,3.0502757757987425e-14,5.0775937405068417e-14,1.1865565156970616e-13,4.2617168040158305e-13,3.0484233986628149e-13
5.04425,4.9814376077580087e-12,1.714422723101855e-13,3.0485194141353788e-14,5.0725387289035044e-14,1.1859381590212071e-13,4.2615784598569172e-13,3.0503464420884055e-13
5.0445,4.9837157294656554e-12,1.7155552528486312e-13,3.0473854158248257e-14,5.0679228637754995e-14,1.1853686339280566e-13,4.2615117963794467e-13,3.0523141799402009e-13
5.04475,4.986211155244291e-12,1.7168686428202147e-13,3.0468809481923617e-14,5.0637789349943973e-14,1.1848495823011885e-13,4.2615087324370584e-13,3.0542993114550044e-13
5.045,4.9889191227476736e-12,1.7183516969870335e-13,3.047003659844397e-14,5.0601334835520431e-14,1.1843815568942461e-13,4.2615622939245034e-13,3.0562754026835679e-13
5.04525,4.9918332973855249e-12,1.7199923225833e-13,3.047744739370516e-14,5.057006086599885e-14,1.1839643940002662e-13,4.2616665758289142e-13,3.0582180887032242e-13
5.0455,4.9949463621172227e-12,1.7217781706393362e-13,3.049081815773635e-14,5.0544045741227814e-14,1.1835973868055502e-13,4.2618157795475842e-13,3.0601055529838903e-13
5.04575,4.9982501244850357e-12,1.7236966949846483e-13,3.0509898714259529e-14,5.0523441180568748e-14,1.1832788696494693e-13,4.262003199803503e-13,3.0619193323025391e-13
5.046,5.0017354991264939e-12,1.7257353676550781e-13,3.0534372510397069e-14,5.0508214428233619e-14,1.1830061133703047e-13,4.26222080924661e-13,3.0636444682366367e-13
5.04625,5.0053931066878527e-12,1.7278820714158485e-13,3.0563862040757764e-14,5.0498254397305022e-14,1.1827760160439907e-13,4.262459313084065e-13,3.065270414965606e-13
5.0465,5.0092135997914058e-12,1.7301254807888461e-13,3.0597927650062348e-14,5.0493404958676393e-14,1.1825853658852757e-13,4.2627078415083825e-13,3.0667906569705516e-13
5.04675,5.0131872010534108e-12,1.7324547398943029e-13,3.0636079282496506e-14,5.0493453058532745e-14,1.1824303685044632e-13,4.2629542507206578e-13,3.0682027198079001e-13
5.047,5.0173030648010478e-12,1.734859172010244e-13,3.067779823954597e-14,5.0498131309930564e-14,1.1823063704890915e-13,4.2631847728227009e-13,3.0695076188181997e-13
5.04725,5.021549801050994e-12,1.7373285339291667e-13,3.0722574335664554e-14,5.0507136140792968e-14,1.1822085026255526e-13,4.2633848826750755e-13,3.0707091346731815e-13
5.0475,5.0259154030667998e-12,1.7398529150285184e-13,3.0769908240034548e-14,5.0520115960802246e-14,1.1821319307792929e-13,4.2635398806003568e-13,3.0718130501477802e-13
5.04775,5.0303866372570407e-12,1.7424222852838701e-13,3.0819293408973655e-14,5.0536659035436686e-14,1.1820715266713186e-13,4.2636357985168016e-13,3.0728265963565358e-13
5.048,5.0349487897051482e-12,1.7450263931644737e-13,3.0870228579612283e-14,5.0556305306462538e-14,1.182021978788902e-13,4.2636599977744706e-13,3.0737579111108952e-13
5.04825,5.0395859688366163e-12,1.7476548415166337e-13,3.0922239962905498e-14,5.0578573730464595e-14,1.1819785454142259e-13,4.2636016932779501e-13,3.0746152921886912e-13
5.0485,5.0442811438187344e-12,1.7502970866796563e-13,3.0974894265219525e-14,5.0602993640807848e-14,1.1819373153496605e-13,4.263452830203935e-13,3.0754067665720204e-13
5.04875,5.0490158653960408e-12,1.7529422977406278e-13,3.1027795242446725e-14,5.0629119464862449e-14,1.1818949861931327e-13,4.2632075978909228e-13,3.0761398471060603e-13
5.049,5.0537705284678878e-12,1.755579492919821e-13,3.1080585234284167e-14,5.0656535985993643e-14,1.1818489315234967e-13,4.2628623754959372e-13,3.0768214037277881e-13
5.04925,5.0585248334502967e-12,1.7581978147903338e-13,3.1132951475724469e-14,5.0684887399625552e-14,1.1817976381354582e-13,4.2624159982144877e-13,3.0774575923189094e-13
5.0495,5.0632583117284616e-12,1.7607866867549976e-13,3.1184632244667606e-14,5.0713871474898048e-14,1.1817407798723593e-13,4.2618703713021112e-13,3.0780541293638827e-13
5.04975,5.0679504869260747e-12,1.7633361731309007e-13,3.123540231089172e-14,5.0743225005841168e-14,1.1816790617118597e-13,4.2612303526400337e-13,3.0786164617457104e-13
5.05,5.0725812222384734e-12,1.765837221193317e-13,3.1285090433514035e-14,5.0772719195534066e-14,1.1816141955095053e-13,4.2605044511199937e-13,3.0791499593329274e-13
5.05025,5.0771316113894114e-12,1.7682817302014547e-13,3.1333540533702423e-14,5.080218933006375e-14,1.1815490469412561e-13,4.25970501246963e-13,3.0796604702928195e-13
5.0505,5.0815845443180072e-12,1.7706626559870812e-13,3.1380650731416172e-14,5.0831534647960336e-14,1.1814875845293714e-13,4.2588481714001436e-13,3.0801547154948721e-13
5.05075,5.0859248563597185e-12,1.7729743870928183e-13,3.1426342083756935e-14,5.0860706374594794e-14,1.181434378145245e-13,4.2579527864608008e-13,3.080639948052707e-13
5.051,5.0901399752311836e-12,1.7752131600143108e-13,3.1470581341213536e-14,5.0889704164423176e-14,1.1813944754055094e-13,4.2570397982861807e-13,3.081123735741255e-13
5.05125,5.0942199234274077e-12,1.7773764946604811e-13,3.1513337177705795e-14,5.0918560995130828e-14,1.1813732519760164e-13,4.256131052647179e-13,3.0816141936755221e-13
5.0515,5.0981576860363367e-12,1.7794632036945233e-13,3.1554585183807712e-14,5.094732465330924e-14,1.1813762288662132e-13,4.2552485497676635e-13,3.0821197947177867e-13
5.05175,5.1019492579934749e-12,1.7814740318901115e-13,3.1594332396127933e-14,5.0976061876824926e-14,1.181408878032557e-13,4.2544139481166047e-13,3.0826483681542838e-13
5.052,5.1055936783948413e-12,1.7834115786365387e-13,3.1632622210015707e-14,5.1004852525206281e-14,1.1814767179056359e-13,4.2536481631733974e-13,3.0832065227745291e-13
5.05225,5.1090925840987754e-12,1.7852797370137485e-13,3.1669507773122069e-14,5.1033779220997457e-14,1.1815851466865491e-13,4.2529711976925996e-13,3.0837997575352613e-13
5.0525,5.1124498943272863e-12,1.7870831618567093e-13,3.1705037909949409e-14,5.106291933968835e-14,1.1817390687229516e-13,4.2524013142732527e-13,3.0844324599150376e-13
5.05275,5.1156712705630521e-12,1.7888276210953846e-13,3.1739285277989056e-14,5.1092356559293223e-14,1.1819429909875129e-13,4.2519560485985304e-13,3.0851074556789943e-13
5.053,5.1187640645474039e-12,1.7905199277101743e-13,3.1772354360730383e-14,5.1122178251578137e-14,1.1822005408435483e-13,4.2516512142679665e-13,3.0858261859002156e-13
5.05325,5.1217364190173782e-12,1.7921668011373545e-13,3.1804346173722148e-14,5.11524591051665e-14,1.182514255548743e-13,4.2514999965665452e-13,3.0865895730857179e-13
5.0535,5.1245961217025281e-12,1.7937742228839436e-13,3.1835351693578465e-14,5.1183246052263952e-14,1.1828851785462775e-13,4.2515122925508827e-13,3.0873983669234715e-13
5.05375,5.1273509827674458e-12,1.7953478493741885e-13,3.1865475658054976e-14,5.1214566520180727e-14,1.1833131153671467e-13,4.251694344167321e-13,3.0882527477295453e-13
5.054,5.1300086393607128e-12,1.7968929985873777e-13,3.1894840715645573e-14,5.1246425856575611e-14,1.183796626372568e-13,4.2520489287104082e-13,3.0891521259455211e-13
5.05425,5.1325755953003578e-12,1.7984138178611417e-13,3.1923558376073648e-14,5.1278798026973766e-14,1.1843329385878598e-13,4.2525749930504355e-13,3.0900949812797635e-13
5.0545,5.1350559801163102e-12,1.7999127607788288e-13,3.1951715912752614e-14,5.131162303217519e-14,1.1849180961014148e-13,4.2532680540612057e-13,3.0910780978686423e-13
5.05475,5.1374529569980693e-12,1.801391317069147e-13,3.1979399807615468e-14,5.1344826459236551e-14,1.185547374425867e-13,4.2541208847807554e-13,3.0920955147773923e-13
5.055,5.1397684793304504e-12,1.8028501003885655e-13,3.2006696478865475e-14,5.1378329202902998e-14,1.1862154500482447e-13,4.2551238559661342e-13,3.0931379603392301e-13
5.05525,5.1420026242789065e-12,1.8042883433220492e-13,3.2033662046853738e-14,5.1412049002150033e-14,1.1869164804480559e-13,4.2562655266623263e-13,3.0941927213448207e-13
5.0555,5.1441530036473771e-12,1.8057035879403066e-13,3.2060308475233897e-14,5.1445903098240506e-14,1.1876443132903515e-13,4.2575326882333634e-13,3.0952440748750117e-13
5.05575,5.1462172086668409e-12,1.8070928533963291e-13,3.2086640403613328e-14,5.1479808849915939e-14,1.1883923944054185e-13,4.2589102632445076e-13,3.096274408578726e-13
5.056,5.1481901948014956e-12,1.8084513418519181e-13,3.2112610314203764e-14,5.151368099144958e-14,1.189153994360648e-13,4.2603812443699479e-13,3.0972656628385877e-13
5.05625,5.150067370778053e-12,1.8097739298438756e-13,3.2138155513044159e-14,5.154743691121746e-14,1.1899223508150156e-13,4.2619262224203113e-13,3.0982005181107496e-13
5.0565,5.1518435428723252e-12,1.8110545881298475e-13,3.2163172490780241e-14,5.1580989361508938e-14,1.1906908214710589e-13,4.2635234750196649e-13,3.0990635413066589e-13
5.05675,5.1535124060985099e-12,1.8122863849110469e-13,3.2187516698666347e-14,5.1614244788193983e-14,1.1914531298383732e-13,4.2651495316717808e-13,3.0998419738289183e-13
5.057,5.1550683268106438e-12,1.8134624775714196e-13,3.221102530419422e-14,5.1647108383590623e-14,1.1922033718004136e-13,4.2667797228358743e-13,3.1005261388048076e-13
5.05725,5.1565071768956465e-12,1.8145764320706477e-13,3.2233530700512687e-14,5.1679483243716411e-14,1.1929359597038232e-13,4.2683890505058079e-13,3.1011097435603917e-13
5.0575,5.1578252413204372e-12,1.8156220213463286e-13,3.2254850798575423e-14,5.1711267126227697e-14,1.193645712675329e-13,4.269952904076219e-13,3.101589652000791e-13
5.05775,5.1590202602439749e-12,1.8165937437782194e-13,3.2274803331489763e-14,5.1742349647556204e-14,1.1943278441581041e-13,4.2714482992855468e-13,3.1019657878810534e-13
5.058,5.1600899775890358e-12,1.8174864996186499e-13,3.2293207577396482e-14,5.1772597271215121e-14,1.1949779022350548e-13,4.2728542204811291e-13,3.1022404936399452e-13
5.05825,5.1610339773817031e-12,1.8182963478519168e-13,3.2309890413980374e-14,5.1801857562326765e-14,1.1955917519965423e-13,4.27415262885361e-13,3.1024183415867525e-13
5.0585,5.161854023573236e-12,1.8190209819212777e-13,3.2324715084542903e-14,5.182996504062595e-14,1.1961656000211567e-13,4.2753288684610671e-13,3.102505886076419e-13
5.05875,5.1625528707303313e-12,1.8196591814569574e-13,3.2337560234976024e-14,5.1856738384095485e-14,1.1966962255700289e-13,4.2763726294995906e-13,3.1025113095358587e-13
5.059,5.1631347341746729e-12,1.8202113524183925e-13,3.2348336079552986e-14,5.1881989016841629e-14,1.197180982129958e-13,4.2772778345397192e-13,3.1024444267222091e-13
5.05925,5.1636043618633198e-12,1.8206789788932896e-13,3.2356977284625876e-14,5.1905515074871138e-14,1.1976177097163049e-13,4.2780419381169852e-13,3.1023160762992502e-13
5.0595,5.1639676000019509e-12,1.821065148055348e-13,3.2363440361409883e-14,5.1927113107860026e-14,1.1980045943764804e-13,4.2786648010654101e-13,3.1021381968631674e-13
5.05975,5.1642321203860279e-12,1.8213744923398921e-13,3.2367724843770741e-14,5.1946589304773411e-14,1.1983401164868027e-13,4.2791482346255892e-13,3.1019237312126908e-13
5.06,5.1644054664186102e-12,1.8216126565437347e-13,3.2369837565819392e-14,5.1963748763654547e-14,1.1986230833883221e-13,4.2794948139206222e-13,3.1016864491949445e-13
5.06025,5.1644959037222268e-12,1.8217863403177917e-13,3.2369807022941566e-14,5.1978411603491516e-14,1.1988527979260082e-13,4.2797082755170206e-13,3.1014408513812128e-13
5.0605,5.1645112860467262e-12,1.8219026100711343e-13,3.2367654485894676e-14,5.1990394485334984e-14,1.199028803354429e-13,4.2797924734356952e-13,3.1012018859892964e-13
5.06075,5.1644595970614511e-12,1.8219691371055967e-13,3.2363425328402608e-14,5.1999532954809814e-14,1.1991509276027426e-13,4.279752137527329e-13,3.1009848560044379e-13
5.061,5.1643493605845368e-12,1.8219941688561408e-13,3.2357169637528277e-14,5.2005687113825382e-14,1.1992193181687758e-13,4.2795930780760202e-13,3.1008053042513031e-13
5.06125,5.1641887836634698e-12,1.8219859395850222e-13,3.2348940735823569e-14,5.2008730112328415e-14,1.19923438822183e-13,4.2793215909054984e-13,3.1006784149470951e-13
5.0615,5.1639859709033519e-12,1.8219525069305765e-13,3.233880458558703e-14,5.2008552049498314e-14,1.199196841959958e-13,4.2789451097311263e-13,3.1006185973026161e-13
5.06175,5.1637483491575048e-12,1.8219013807086419e-13,3.2326848140824797e-14,5.2005038894318931e-14,1.1991072690655256e-13,4.2784713542275208e-13,3.1006391787310326e-13
5.062,5.1634833442732227e-12,1.8218398893839978e-13,3.2313109812084319e-14,5.1998091289930934e-14,1.1989661990537693e-13,4.2779079502827889e-13,3.1007518469598503e-13
5.06225,5.1631986297289048e-12,1.8217752637260262e-13,3.2297667823783212e-14,5.1987639403422195e-14,1.1987741566369704e-13,4.2772624898911909e-13,3.1009662645735505e-13
5.0625,5.162901569933666e-12,1.8217141882362229e-13,3.2280624165994734e-14,5.1973626511987213e-14,1.1985315445838873e-13,4.2765421580668788e-13,3.1012894531397585e-13
5.06275,5.1625993307357571e-12,1.8216628887988029e-13,3.2262095000163339e-14,5.1956028732397115e-14,1.1982390722663151e-13,4.2757541533594088e-13,3.1017252578982604e-13
5.063,5.1622985692850733e-12,1.8216268630891605e-13,3.2242177872474585e-14,5.1934853542503888e-14,1.1978975474415561e-13,4.2749055039206805e-13,3.1022746024248808e-13
5.06325,5.1620058470215239e-12,1.8216112411761467e-13,3.2220992553356597e-14,5.1910137940563007e-14,1.1975084310455343e-13,4.2740036065032982e-13,3.1029353573925994e-13
5.0635,5.1617277071274683e-12,1.8216209894154042e-13,3.2198667360076448e-14,5.1881987681334119e-14,1.1970737641372735e-13,4.2730562759409704e-13,3.1037024152745779e-13
5.06375,5.1614701424852082e-12,1.8216603286376079e-13,3.2175323346678889e-14,5.1850598648332675e-14,1.196596024226793e-13,4.2720715608128088e-13,3.1045682492890281e-13
5.064,5.1612385300979503e-12,1.8217327631928799e-13,3.2151090497784314e-14,5.181613706331606e-14,1.1960781793930848e-13,4.2710578120905756e-13,3.1055233333281873e-13
5.06425,5.1610374090792088e-12,1.8218408269039008e-13,3.2126107293162477e-14,5.1778705856363677e-14,1.1955235352709447e-13,4.2700235541547906e-13,3.1065573309724569e-13
5.0645,5.1608706780532941e-12,1.8219864273321145e-13,3.2100530114238099e-14,5.1738516315338417e-14,1.1949359061861776e-13,4.2689774385107279e-13,3.1076591435702453e-13
5.06475,5.1607415634783198e-12,1.8221709480712972e-13,3.2074539061880237e-14,5.1695881586361201e-14,1.1943195950270623e-13,4.2679283268118948e-13,3.1088170109050087e-13
5.065,5.1606520262403547e-12,1.822394829007112e-13,3.2048310798397105e-14,5.1651166172167944e-14,1.1936792203680982e-13,4.2668848500269706e-13,3.1100190681703214e-13
5.06525,5.1606026422451789e-12,1.8226574270898508e-13,3.2022016396356253e-14,5.1604755071189059e-14,1.1930197261066173e-13,4.2658552801199513e-13,3.1112530572346978e-13
5.0655,5.1605923520810387e-12,1.8229569585324542e-13,3.1995816989243905e-14,5.155702319646583e-14,1.1923461404217044e-13,4.2648471518336034e-13,3.1125069500865482e-13
5.06575,5.1606189788141226e-12,1.8232908499561832e-13,3.1969873180763815e-14,5.1508351256050959e-14,1.191663440705291e-13,4.2638673519586094e-13,3.1137685855035272e-13
5.066,5.160679211415473e-12,1.823655891100526e-13,3.1944345672342762e-14,5.1459135518147521e-14,1.190976392795566e-13,4.262922185351922e-13,3.1150258767090571e-13
5.06625,5.1607682972319021e-12,1.8240479275242003e-13,3.1919372972372107e-14,5.1409765225110437e-14,1.1902894681910389e-13,4.2620174354111108e-13,3.1162681559402777e-13
5.0665,5.1608801862031385e-12,1.8244620036367727e-13,3.1895067875559647e-14,5.1360615370104196e-14,1.1896070091856507e-13,4.261158433715181e-13,3.117486709699602e-13
5.06675,5.1610078701613448e-12,1.8248923745138746e-13,3.1871510021786149e-14,5.1312023537307974e-14,1.188933169078136e-13,4.2603501135711924e-13,3.1186755746460105e-13
5.067,5.1611438917151143e-12,1.8253330589564148e-13,3.1848766329660939e-14,5.1264312442694951e-14,1.1882720197361705e-13,4.2595969617771543e-13,3.1198305553112723e-13
5.06725,5.1612804893513145e-12,1.825777647660331e-13,3.1826879034779926e-14,5.1217772175004834e-14,1.1876275369480576e-13,4.2589027330267453e-13,3.1209497494214636e-13
5.0675,5.1614099407807751e-12,1.8262194151131973e-13,3.1805865308165571e-14,5.1172655930156773e-14,1.1870034889129211e-13,4.2582700908030722e-13,3.122033311471462e-13
5.06775,5.161524896434978e-12,1.8266518986552844e-13,3.1785739372189333e-14,5.1129207976297579e-14,1.1864032383854822e-13,4.2577002011850572e-13,3.1230818717600806e-13
5.068,5.1616186146212392e-12,1.8270688714597203e-13,3.1766503305136919e-14,5.1087638994692432e-14,1.1858295302457384e-13,4.2571924805614969e-13,3.1240967899819606e-13
5.06825,5.1616854736040182e-12,1.8274645447637641e-13,3.1748146198333985e-14,5.1048118737321813e-14,1.1852844394306343e-13,4.2567446296802074e-13,3.1250798096226902e-13
5.0685,5.1617211673055997e-12,1.8278336384601935e-13,3.1730638210780895e-14,5.1010767829393414e-14,1.1847693645109393e-13,4.2563529863197959e-13,3.1260333157226965e-13
5.06875,5.1617226950505186e-12,1.8281720113516675e-13,3.1713955228226894e-14,5.0975666875623272e-14,1.1842849400115465e-13,4.2560128099586421e-13,3.1269598183604269e-13
5.069,5.1616885821141188e-12,1.8284764925496225e-13,3.1698070045926302e-14,5.0942861868946346e-14,1.1838311521052337e-13,4.2557189523223193e-13,3.1278627478064628e-13
5.06925,5.1616191360324405e-12,1.8287450148890423e-13,3.1682952787623772e-14,5.0912433039967434e-14,1.1834072966424501e-13,4.2554657200753639e-13,3.1287467642158388e-13
5.0695,5.1615160243412356e-12,1.8289768771010394e-13,3.1668585689327884e-14,5.0884458111207709e-14,1.183011887910609e-13,4.2552466715693744e-13,3.1296171154568176e-13
5.06975,5.1613827239122639e-12,1.8291726631191133e-13,3.1654952050842736e-14,5.0858922073297916e-14,1.1826426844111022e-13,4.2550547145148356e-13,3.130479761526718e-13
5.07,5.1612241750640609e-12,1.8293340317212504e-13,3.1642017331101912e-14,5.0835695315464207e-14,1.1822968875041738e-13,4.2548819439885438e-13,3.1313410066209481e-13
5.07025,5.1610464929404833e-12,1.8294640327908045e-13,3.1629763318088361e-14,5.0814619876840651e-14,1.1819710431354422e-13,4.2547194103987865e-13,3.1322066643206931e-13
5.0705,5.1608569369397278e-12,1.8295666672198761e-13,3.1618149396030232e-14,5.0795501225705302e-14,1.1816613707702251e-13,4.254557598559241e-13,3.1330818101370929e-13
5.07075,5.1606636693508242e-12,1.8296467286725328e-13,3.1607130063108932e-14,5.0778119120666502e-14,1.1813639368918029e-13,4.2543866686071765e-13,3.1339704656827399e-13
5.071,5.1604757812081866e-12,1.8297096621183711e-13,3.1596655406310327e-14,5.0762242925431146e-14,1.1810748990772481e-13,4.2541971001291998e-13,3.1348756948150481e-13
5.07125,5.1603023516958155e-12,1.8297616029868831e-13,3.1586687745464687e-14,5.0747655280283476e-14,1.1807904168249348e-13,4.2539795871996738e-13,3.1357994755215637e-13
5.0715,5.1601526954945321e-12,1.829808939838079e-13,3.157719375814743e-14,5.07341420435881e-14,1.1805068990735976e-13,4.2537258208644127e-13,3.1367434105240993e-13
5.07175,5.1600360516282724e-12,1.8298581334779514e-13,3.156814508994737e-14,5.0721486826952254e-14,1.1802211270131803e-13,4.2534282389719007e-13,3.1377090806545455e-13
5.072,5.1599614693836369e-12,1.8299152755994366e-13,3.1559497983846794e-14,5.0709467564178571e-14,1.1799304075029007e-13,4.2530804377688071e-13,3.138698471702059e-13
5.07225,5.1599371862979074e-12,1.829986276240925e-13,3.155123263468393e-14,5.0697878981128779e-14,1.1796323278257209e-13,4.2526768950186755e-13,3.1397140169770069e-13
5.0725,5.1599707768133672e-12,1.8300766667674481e-13,3.1543360521651374e-14,5.0686534391013008e-14,1.1793249735755953e-13,4.2522132823066105e-13,3.1407586677766851e-13
5.07275,5.1600689636247553e-12,1.8301912806906023e-13,3.15359067829586e-14,5.0675269303450245e-14,1.1790069326003794e-13,4.2516862616820375e-13,3.141835505862884e-13
5.073,5.1602376577314969e-12,1.8303343047524182e-13,3.1528882980228083e-14,5.0663948084400233e-14,1.1786774096406147e-13,4.2510932754777218e-13,3.1429472178587762e-13
5.07325,5.160481065434458e-12,1.8305091761718301e-13,3.1522305332583205e-14,5.0652472663689184e-14,1.1783359540604148e-13,4.2504324921403032e-13,3.1440959042109805e-13
5.0735,5.1608023548492649e-12,1.8307187878577157e-13,3.1516207607387186e-14,5.0640780952014037e-14,1.1779825876685947e-13,4.2497026755051678e-13,3.145282708143744e-13
5.07375,5.1612036405959629e-12,1.8309654464018247e-13,3.1510639652631242e-14,5.0628846163410089e-14,1.1776178269536116e-13,4.2489038405127217e-13,3.1465076275003348e-13
5.074,5.1616863379989534e-12,1.8312510335744015e-13,3.1505659756606758e-14,5.0616661841216611e-14,1.1772426487358496e-13,4.2480371360664739e-13,3.1477695574659856e-13
5.07425,5.1622502669390004e-12,1.831576972000859e-13,3.1501336107332949e-14,5.060425773806276e-14,1.1768581009440727e-13,4.2471050951712295e-13,3.1490664407539051e-13
5.0745,5.162894794423946e-12,1.8319443328968129e-13,3.1497744149918705e-14,5.0591686754493304e-14,1.1764654976688798e-13,4.2461120778552316e-13,3.1503947918266365e-13
5.07475,5.1636185491708707e-12,1.8323540271026306e-13,3.1494964002648347e-14,5.0579029936823464e-14,1.1760663649022741e-13,4.2450640275351408e-13,3.1517496885160937e-13
5.075,5.1644199941943605e-12,1.8328065711633217e-13,3.1493074909501803e-14,5.0566380239295958e-14,1.1756626390518709e-13,4.2439686658857504e-13,3.1531245378534418e-13
5.07525,5.1652970481101162e-12,1.8333022884295692e-13,3.149215034735115e-14,5.0553852297736601e-14,1.175256049812928e-13,4.242835473788821e-13,3.1545117038793525e-13
5.0755,5.1662474115229768e-12,1.8338414571934287e-13,3.1492263222655716e-14,5.0541574218390751e-14,1.1748486626823537e-13,4.2416749166090605e-13,3.1559022828395711e-13
5.07575,5.1672686991318417e-12,1.8344240053511903e-13,3.149349316261743e-14,5.0529682219074771e-14,1.1744426468772378e-13,4.2404980253712943e-13,3.1572868148320854e-13
5.076,5.1683587111670409e-12,1.8350498421864888e-13,3.1495905729658583e-14,5.0518313696840751e-14,1.1740406125637727e-13,4.2393163165173344e-13,3.1586557022690686e-13
5.07625,5.1695151487220249e-12,1.835718595278782e-13,3.1499568233430689e-14,5.0507603168931452e-14,1.1736447371038385e-13,4.2381409760989735e-13,3.1600003467190931e-13
5.0765,5.1707356852757123e-12,1.8364298598256253e-13,3.1504543308206063e-14,5.0497681273773313e-14,1.1732571572122237e-13,4.2369824246686223e-13,3.1613132288567409e-13
5.07675,5.1720181860414388e-12,1.8371831835410185e-13,3.1510887921170033e-14,5.0488671400667364e-14,1.1728800082150508e-13,4.2358505130862092e-13,3.1625880918904605e-13
5.077,5.1733610757467146e-12,1.8379780216370622e-13,3.1518668861778904e-14,5.0480691004749976e-14,1.1725156659147131e-13,4.2347543560908958e-13,3.1638197471431971e-13
5.07725,5.1747625537462553e-12,1.8388137760279353e-13,3.1527946502336214e-14,5.0473853185800831e-14,1.1721659994980975e-13,4.2337024533965553e-13,3.1650043102501269e-13
5.0775,5.1762209591686352e-12,1.8396898265481505e-13,3.1538776494975e-14,5.0468269651716378e-14,1.1718329113458727e-13,4.2327027036326617e-13,3.166138469445894e-13
5.07775,5.1777347270372694e-12,1.8406057081585622e-13,3.1551203826872717e-14,5.0464048162277489e-14,1.17151826830898e-13,4.2317625316397263e-13,3.1672195111590684e-13
5.078,5.1793024584050199e-12,1.8415609091433564e-13,3.1565260379834771e-14,5.0461291183069039e-14,1.1712242387080766e-13,4.2308889217492097e-13,3.1682448703791832e-13
5.07825,5.1809225663318293e-12,1.842554840680435e-13,3.158094817888101e-14,5.0460092362828568e-14,1.1709523422115779e-13,4.2300877183874025e-13,3.1692125243050265e-13
5.0785,5.1825935104505438e-12,1.8435867947767865e-13,3.1598261591287141e-14,5.0460525269386729e-14,1.1707041421361365e-13,4.2293637792236003e-13,3.1701206429730167e-13
5.07875,5.184313742997227e-12,1.8446558358830403e-13,3.1617152432968463e-14,5.0462637817993821e-14,1.1704814156796333e-13,4.2287208721369604e-13,3.1709675546213786e-13
5.079,5.1860814908593967e-12,1.8457606552524768e-13,3.1637561525493844e-14,5.0466456890175427e-14,1.1702852625344814e-13,4.228161172646723e-13,3.1717522327678087e-13
5.07925,5.1878947669831747e-12,1.8468995767137316e-13,3.1659393361341514e-14,5.0471980221176203e-14,1.1701165937450106e-13,4.2276857709427905e-13,3.1724741526233907e-13
5.0795,5.1897512968699547e-12,1.8480703947924028e-13,3.1682548407588279e-14,5.0479173351662927e-14,1.1699762999156403e-13,4.2272951268291943e-13,3.1731334600072396e-13
5.07975,5.1916483975702194e-12,1.8492706099036382e-13,3.1706902575739587e-14,5.0487988469370816e-14,1.1698644279212284e-13,4.2269886095725848e-13,3.1737313070071772e-13
5.08,5.1935830566346468e-12,1.8504973373223732e-13,3.1732336973541646e-14,5.0498364851070808e-14,1.1697808835331488e-13,4.2267652621240478e-13,3.1742700276682068e-13
5.08025,5.1955517173168643e-12,1.8517472820019017e-13,3.1758719407451352e-14,5.0510227964959115e-14,1.1697256059529542e-13,4.2266237845440595e-13,3.1747537036629726e-13
5.0805,5.1975503305754203e-12,1.8530171429771415e-13,3.1785926432504002e-14,5.0523511631694204e-14,1.1696979859005663e-13,4.2265616983966606e-13,3.1751875998735315e-13
