Physical Time (s),enth_flux_viscous_bot Monitor (W): bot_cv1,enth_flux_viscous_bot Monitor (W): bot_cv2,enth_flux_viscous_bot Monitor (W): bot_cv3,enth_flux_viscous_bot Monitor (W): bot_cv4,enth_flux_viscous_bot Monitor (W): bot_cv5,enth_flux_viscous_bot Monitor (W): bot_cv6,enth_flux_viscous_bot Monitor (W): bot_cv7
5.13425,3.5361969887387154e-11,8.8790513154032834e-12,7.1622051186844672e-12,3.2034067738706349e-12,5.9710533288596607e-12,1.8359026840677565e-11,4.3228520661762934e-11
5.1345,3.5367694350428698e-11,8.880876648825875e-12,7.165204238826909e-12,3.2021599073488471e-12,5.9689909462459229e-12,1.8355602120040899e-11,4.3223432018674014e-11
5.13475,3.5373184670452698e-11,8.8826854549399777e-12,7.1681242065774009e-12,3.2008185615648736e-12,5.9668132365234308e-12,1.8352004548683386e-11,4.3218288380987067e-11
5.135,3.5378430323194985e-11,8.884473631241434e-12,7.1709659943913978e-12,3.1993809910972193e-12,5.9645150708430629e-12,1.8348232510543128e-11,4.3213085331423053e-11
5.13525,3.5383421929132473e-11,8.886237234081979e-12,7.1737229018859039e-12,3.1978475475417004e-12,5.9620915064529718e-12,1.8344285035451937e-11,4.3207818555337093e-11
5.1355,3.5388151846163999e-11,8.8879720383969906e-12,7.1764019593755635e-12,3.1962018606040805e-12,5.9595381536212348e-12,1.8340161198637974e-11,4.3202482466030269e-11
5.13575,3.5392613558892022e-11,8.8896744408308279e-12,7.1790045238477513e-12,3.1944434606735927e-12,5.956851247122487e-12,1.8335864000276978e-11,4.3197074316731173e-11
5.136,3.5396802915955792e-11,8.8913416418696919e-12,7.1815333653245858e-12,3.1925721017016466e-12,5.9540273985983178e-12,1.8331399578391997e-11,4.3191594772531915e-11
5.13625,3.5400717176967423e-11,8.8929704977120347e-12,7.1839838160142074e-12,3.1905899859362862e-12,5.9510621956775866e-12,1.8326775395102017e-11,4.3186045620247908e-11
5.1365,3.5404354597534092e-11,8.8945575658398385e-12,7.1863507167278538e-12,3.1884980009469219e-12,5.9479514135286814e-12,1.8322000270744627e-11,4.3180428934194049e-11
5.13675,3.5407716418802485e-11,8.8961002062954137e-12,7.1886266005855488e-12,3.1862994973128452e-12,5.9446917415343072e-12,1.8317080936053164e-11,4.3174748779050565e-11
5.137,3.5410805050125953e-11,8.8975966064958962e-12,7.1908122958059611e-12,3.1839940364378043e-12,5.9412852681940013e-12,1.8312021914596009e-11,4.3169008621451398e-11
5.13725,3.5413623387912986e-11,8.8990445156830558e-12,7.1929160639922631e-12,3.1815683863622377e-12,5.9377354350850522e-12,1.8306829293025582e-11,4.3163213128650117e-11
5.1375,3.5416175359470652e-11,8.9004416822458083e-12,7.1949372590031316e-12,3.1790161478108581e-12,5.9340454728587743e-12,1.8301504103887283e-11,4.3157366862167012e-11
5.13775,3.5418466640101825e-11,8.9017864128976862e-12,7.1968645040233421e-12,3.1763439617925942e-12,5.9302191834151043e-12,1.8296046513642599e-11,4.3151477274555799e-11
5.138,3.5420504447149158e-11,8.9030782557203072e-12,7.1986962575464643e-12,3.1735497998918371e-12,5.9262646092435629e-12,1.8290408600228094e-11,4.3145557081217351e-11
5.13825,3.5422299568157826e-11,8.9043166710723779e-12,7.2004294492531197e-12,3.1706377400098379e-12,5.9221850910281731e-12,1.8284615940551211e-11,4.3139621241727663e-11
5.1385,3.542386579327859e-11,8.9055012920910845e-12,7.2020589324756419e-12,3.1676040269211826e-12,5.9179867597748095e-12,1.8278687851855835e-11,4.3133683236412921e-11
5.13875,3.5425211138331885e-11,8.9066329273713431e-12,7.2035893735872006e-12,3.1644479531150074e-12,5.9136762491702811e-12,1.8272624351737635e-11,4.312775509054677e-11
5.139,3.5426354207171665e-11,8.9077132669584123e-12,7.2050301165203774e-12,3.1611628165217811e-12,5.9092640603621704e-12,1.8266430218477305e-11,4.3121845342745635e-11
5.13925,3.5427309456947771e-11,8.9087441932390379e-12,7.2063865766485298e-12,3.1577512806907072e-12,5.9047625277048053e-12,1.8260114001048136e-11,4.3115958186036534e-11
5.1395,3.5428095894740233e-11,8.9097276417380272e-12,7.2076614014031051e-12,3.1542241953341608e-12,5.9001844500392306e-12,1.8253688413945708e-11,4.3110092318321952e-11
5.13975,3.5428732151006382e-11,8.9106662131301689e-12,7.2088612041462189e-12,3.1505921368891374e-12,5.8955428918135803e-12,1.8247171700718575e-11,4.3104243827370973e-11
5.14,3.5429238268305855e-11,8.9115629723284487e-12,7.2099935160633237e-12,3.1468648470588791e-12,5.8908506566214403e-12,1.824058698249679e-11,4.3098407377221091e-11
5.14025,3.5429634923742307e-11,8.9124209273236511e-12,7.2110605815116652e-12,3.143051725052277e-12,5.8861195739742017e-12,1.8233958531415145e-11,4.3092575506117208e-11
5.1405,3.5429943359511875e-11,8.9132429846410051e-12,7.2120617973291353e-12,3.1391647969138066e-12,5.8813611267070267e-12,1.8227308629733051e-11,4.3086740386854254e-11
5.14075,3.5430184240405838e-11,8.9140328118654339e-12,7.2130028501907799e-12,3.135217799090876e-12,5.8765874978289751e-12,1.8220657692515781e-11,4.3080895573048712e-11
5.141,3.5430378929313119e-11,8.9147946943771688e-12,7.213894246208079e-12,3.1312242674247907e-12,5.8718112968957892e-12,1.8214025598641151e-11,4.3075037143645612e-11
5.14125,3.5430548534572612e-11,8.9155329879892743e-12,7.2147431166567258e-12,3.1271987228001288e-12,5.8670447858387753e-12,1.8207430089544825e-11,4.3069164531762526e-11
5.1415,3.5430714183968897e-11,8.9162521773903958e-12,7.215555045701047e-12,3.1231565118092151e-12,5.8622989520175957e-12,1.8200886176855503e-11,4.3063280556529492e-11
5.14175,3.5430896459868284e-11,8.9169574938187763e-12,7.2163417484715077e-12,3.1191100418437694e-12,5.8575836382952884e-12,1.8194406123895259e-11,4.3057392718582685e-11
5.142,3.5431115223412131e-11,8.917654634915544e-12,7.2171172546695948e-12,3.1150690686942918e-12,5.8529071826580752e-12,1.818799877272589e-11,4.3051512438226902e-11
5.14225,3.5431389994143951e-11,8.9183492474909676e-12,7.2178896706533503e-12,3.1110451041243813e-12,5.848275916765166e-12,1.8181669537743304e-11,4.3045652610333076e-11
5.1425,3.5431740464785565e-11,8.9190468235400309e-12,7.2186660720032783e-12,3.1070521263994747e-12,5.8436952175219479e-12,1.8175421844973195e-11,4.3039826032452994e-11
5.14275,3.5432185907959577e-11,8.91975311243893e-12,7.2194588892626001e-12,3.1031023126750861e-12,5.839170513118025e-12,1.8169259920312001e-11,4.3034045682365154e-11
5.143,3.5432743854890983e-11,8.9204736416682979e-12,7.2202796028426774e-12,3.0992066964370069e-12,5.8347074711420127e-12,1.8163188641800978e-11,4.3028324645968056e-11
5.14325,3.5433431609681623e-11,8.9212133765187214e-12,7.2211331034779028e-12,3.0953775680337837e-12,5.8303125713555176e-12,1.8157176177993335e-11,4.3022674173202052e-11
5.1435,3.5434266115404867e-11,8.9219768344291947e-12,7.2220237325095185e-12,3.0916264777261048e-12,5.8259935310948048e-12,1.8151248529588519e-11,4.3017100985107018e-11
5.14375,3.5435263259526943e-11,8.9227683095649917e-12,7.2229602654711886e-12,3.0879636739489933e-12,5.8217588337927867e-12,1.8145444871010377e-11,4.3011609035546342e-11
5.144,3.5436436247035635e-11,8.9235916978936691e-12,7.2239523705634183e-12,3.0844007190187617e-12,5.81761638400232e-12,1.8139781263837112e-11,4.3006199981072646e-11
5.14425,3.5437798761365274e-11,8.9244502170034198e-12,7.2250056989996637e-12,3.0809492537963152e-12,5.8135720570046472e-12,1.8134272656279725e-11,4.3000874802446892e-11
5.1445,3.5439363945635329e-11,8.9253464366033937e-12,7.2261230970964006e-12,3.077619605300153e-12,5.8096287929881235e-12,1.8128930632751696e-11,4.2995632882182494e-11
5.14475,3.5441141839083924e-11,8.9262829872583973e-12,7.2273092571179802e-12,3.0744224277829142e-12,5.8057901828537125e-12,1.8123766827361291e-11,4.2990472980904064e-11
5.145,3.5443140341055477e-11,8.9272618276728584e-12,7.2285726728377738e-12,3.0713717653915902e-12,5.8020689790334869e-12,1.8118782128949424e-11,4.2985394917857853e-11
5.14525,3.54453683682815e-11,8.9282849387526415e-12,7.229921385889817e-12,3.0684721743225401e-12,5.7984662715682977e-12,1.8113977748214886e-11,4.2980397158083398e-11
5.1455,3.5447829135939674e-11,8.929354289333366e-12,7.2313633635468022e-12,3.0657286056457578e-12,5.794978490934737e-12,1.8109354602048489e-11,4.2975474129500096e-11
5.14575,3.5450532706405756e-11,8.9304717370485821e-12,7.2329057271779545e-12,3.0631454583399323e-12,5.7916096978093031e-12,1.8104908423913136e-11,4.2970626234286534e-11
5.146,3.5453479295720432e-11,8.9316385481827465e-12,7.2345517245185844e-12,3.0607285319974504e-12,5.7883628455052704e-12,1.8100635780709136e-11,4.2965851488507108e-11
5.14625,3.5456671642078087e-11,8.9328554665887378e-12,7.2363061665380442e-12,3.0584791773944654e-12,5.7852399515395742e-12,1.8096529008661519e-11,4.2961149551166343e-11
5.1465,3.5460111313452635e-11,8.9341226578280579e-12,7.2381776904877514e-12,3.0563937983335661e-12,5.7822425892089787e-12,1.8092581274652785e-11,4.2956520611377476e-11
5.14675,3.5463799319717354e-11,8.9354398532470955e-12,7.2401769872425762e-12,3.0544657486923959e-12,5.7793722600002213e-12,1.8088783505904307e-11,4.2951965894273505e-11
5.147,3.5467734587959623e-11,8.9368059748573637e-12,7.242286451625009e-12,3.0527076600093245e-12,5.7766294001731145e-12,1.8085124288387688e-11,4.2947487059898482e-11
5.14725,3.5471914404967686e-11,8.938219196893817e-12,7.2444947375321004e-12,3.0511229219688246e-12,5.7740151907734216e-12,1.8081594158135333e-11,4.2943089486045385e-11
5.1475,3.5476335768547886e-11,8.9396772297164002e-12,7.2468203052850554e-12,3.0496881304858221e-12,5.7715316860056779e-12,1.8078185664606884e-11,4.2938775133527934e-11
5.14775,3.5480994106978534e-11,8.9411772656094698e-12,7.2492531830396279e-12,3.0484049728296585e-12,5.7691809561358509e-12,1.8074894075587903e-11,4.293454500425907e-11
5.148,3.548588281587779e-11,8.9427158647868948e-12,7.2517765404458374e-12,3.0472741573925056e-12,5.7669632166694759e-12,1.8071717245199622e-11,4.2930396463928528e-11
5.14825,3.5490994122206304e-11,8.9442892653412742e-12,7.2543935299324802e-12,3.0462815108187072e-12,5.7648771729905981e-12,1.8068654570670364e-11,4.2926326607161665e-11
5.1485,3.5496319249871263e-11,8.9458935216713355e-12,7.2571075365573652e-12,3.0454074834718697e-12,5.7629200569733978e-12,1.8065705069864306e-11,4.2922331685494448e-11
5.14875,3.5501848863184826e-11,8.9475245022038317e-12,7.2598881143560049e-12,3.0446660438680499e-12,5.7610881552932162e-12,1.8062864613999004e-11,4.2918407337053944e-11
5.149,3.5507571940577312e-11,8.9491779175136795e-12,7.2627286510385456e-12,3.0440569468961616e-12,5.7593770014460041e-12,1.8060125712554936e-11,4.2914552447856264e-11
5.14925,3.5513477073589618e-11,8.950849340214209e-12,7.2656228209455899e-12,3.0435622135231462e-12,5.7577815921224975e-12,1.8057479051616001e-11,4.2910768257192076e-11
5.1495,3.5519551917329925e-11,8.9525345698519258e-12,7.2685707984840389e-12,3.0431624021274697e-12,5.7562977111436269e-12,1.805491827032962e-11,4.2907053507535298e-11
5.14975,3.5525783236947497e-11,8.9542293451948698e-12,7.271553065987327e-12,3.0428522807585469e-12,5.7549202403880333e-12,1.8052440020719881e-11,4.2903405373029624e-11
5.15,3.5532156710688104e-11,8.9559295876218269e-12,7.2745420829601862e-12,3.0426270897128906e-12,5.7536424179464583e-12,1.8050044746425126e-11,4.2899819237006207e-11
5.15025,3.5538657442911734e-11,8.9576308286871452e-12,7.2775529336578603e-12,3.0424825613858075e-12,5.7524572702488857e-12,1.8047737525090441e-11,4.2896291020403805e-11
5.1505,3.5545270381772861e-11,8.9593288643897221e-12,7.2805714930555942e-12,3.0424146515651408e-12,5.7513577506783606e-12,1.8045515056333783e-11,4.2892816407476547e-11
5.15075,3.5551979968863883e-11,8.9610196115023676e-12,7.2835843138327209e-12,3.0424157008711111e-12,5.7503379195757122e-12,1.8043358777930501e-11,4.2889392012010034e-11
5.151,3.5558769883902841e-11,8.9626992734499594e-12,7.286580665090387e-12,3.0424764665853846e-12,5.7493893222766298e-12,1.804131173283679e-11,4.2886017030787089e-11
5.15125,3.5565623991525742e-11,8.9643639142641055e-12,7.289548100081646e-12,3.0425842541403425e-12,5.7485084952046963e-12,1.8039376820490006e-11,4.2882692904635105e-11
5.1515,3.5572526563063443e-11,8.9660096319916879e-12,7.2924743087801635e-12,3.0427275273849129e-12,5.7476948405537162e-12,1.8037555564384447e-11,4.2879419517728493e-11
5.15175,3.5579462041754075e-11,8.9676326893481119e-12,7.2953498332024069e-12,3.0428934932610235e-12,5.7469492833306364e-12,1.8035847899063622e-11,4.2876199806853536e-11
5.152,3.5586415121166717e-11,8.9692295699376073e-12,7.2981648204499828e-12,3.0430689815021664e-12,5.746273737507187e-12,1.8034253027170845e-11,4.2873035970304673e-11
5.15225,3.5593371216130239e-11,8.9707971154729599e-12,7.3009101593727063e-12,3.0432419627563801e-12,5.7456705759721226e-12,1.8032771237277513e-11,4.2869931193506595e-11
5.1525,3.560031674823949e-11,8.9723328506681842e-12,7.3035781328880816e-12,3.0434038620170589e-12,5.7451427560097841e-12,1.8031402163657946e-11,4.2866887925499516e-11
5.15275,3.5607239044441289e-11,8.9738348092540794e-12,7.3061631461867073e-12,3.0435487543252297e-12,5.7446924319317521e-12,1.8030146278793896e-11,4.2863907746561769e-11
5.153,3.5614126342558224e-11,8.9753014561275774e-12,7.3086604316684748e-12,3.0436717405561354e-12,5.7443201220059038e-12,1.8029004932046721e-11,4.2860992177572677e-11
5.15325,3.5620967914920007e-11,8.9767317489459518e-12,7.31106631127274e-12,3.0437708149306752e-12,5.7440247828170881e-12,1.8027981649629062e-11,4.2858139378881368e-11
5.1535,3.5627754550901118e-11,8.978125034387282e-12,7.3133774948012893e-12,3.043846826799924e-12,5.743804295154039e-12,1.8027082045269366e-11,4.2855345895904945e-11
5.15375,3.5634478333849007e-11,8.9794812375997196e-12,7.3155923912051206e-12,3.0438998558272652e-12,5.7436558380398583e-12,1.8026311890982609e-11,4.2852610189463354e-11
5.154,3.5641132255042769e-11,8.9808006592285126e-12,7.3177110558740217e-12,3.043928578019895e-12,5.7435744467261206e-12,1.8025675494024653e-11,4.2849932472080065e-11
5.15425,3.5647710656030692e-11,8.9820837343646258e-12,7.3197334851129461e-12,3.0439326042305032e-12,5.7435548262946536e-12,1.8025175913485169e-11,4.2847314201954395e-11
5.1545,3.5654209294188854e-11,8.9833310611234641e-12,7.3216592356232343e-12,3.0439127921225733e-12,5.7435917239793043e-12,1.8024814136648576e-11,4.2844756930872274e-11
5.15475,3.5660624687543001e-11,8.9845437350863021e-12,7.3234886159994206e-12,3.0438696726028066e-12,5.7436797871453151e-12,1.8024589000658302e-11,4.2842263219771276e-11
5.155,3.5666954390226742e-11,8.9857231114759815e-12,7.3252235793555165e-12,3.0438021292461116e-12,5.743813847547612e-12,1.8024499660126511e-11,4.2839835956739048e-11
5.15525,3.5673196624352509e-11,8.9868706558470369e-12,7.3268670390480638e-12,3.043709531990021e-12,5.7439893316434939e-12,1.8024546920605777e-11,4.2837477074593043e-11
5.1555,3.567935037680329e-11,8.9879879117556852e-12,7.3284228912980273e-12,3.0435921056650138e-12,5.7442017554920575e-12,1.8024733851438774e-11,4.2835186481815405e-11
5.15575,3.5685415069435258e-11,8.9890767442020338e-12,7.3298959815726538e-12,3.0434489968857803e-12,5.7444456816356745e-12,1.8025063506227928e-11,4.2832963871238559e-11
5.156,3.5691391110717676e-11,8.990139380873782e-12,7.3312921899977159e-12,3.0432781894871541e-12,5.7447144264723397e-12,1.8025538026735486e-11,4.2830808135816927e-11
5.15625,3.5697279363524518e-11,8.9911780556331171e-12,7.3326191332384469e-12,3.043078231224281e-12,5.7450028142021477e-12,1.8026155233173576e-11,4.282871706597973e-11
5.1565,3.5703081235986633e-11,8.9921949732273123e-12,7.3338850654716273e-12,3.0428489021940141e-12,5.7453061237474273e-12,1.8026911644540373e-11,4.2826687782371272e-11
5.15675,3.570879863436959e-11,8.9931925567849496e-12,7.3350984501105288e-12,3.0425896138781686e-12,5.7456204647677174e-12,1.8027801280306072e-11,4.2824718308423361e-11
5.157,3.5714433786830553e-11,8.9941733803811804e-12,7.3362676099225949e-12,3.0422988007730094e-12,5.7459431995851773e-12,1.8028818306017847e-11,4.2822809147959289e-11
5.15725,3.5719989518649218e-11,8.9951399869450935e-12,7.3374006896098936e-12,3.0419753920360873e-12,5.7462721076928083e-12,1.802995784705446e-11,4.2820961357911247e-11
5.1575,3.5725468841316816e-11,8.9960947832376977e-12,7.33850514874746e-12,3.0416201467618478e-12,5.7466048031232596e-12,1.8031214977508492e-11,4.2819173915015718e-11
5.15775,3.5730875030308463e-11,8.9970402753126173e-12,7.3395870996925665e-12,3.0412336173178872e-12,5.7469377714378962e-12,1.8032585233980577e-11,4.2817445357363317e-11
5.158,3.5736211640503805e-11,8.9979792223430849e-12,7.3406516723663324e-12,3.0408156172801583e-12,5.7472668821182779e-12,1.8034061164357543e-11,4.2815774320803457e-11
5.15825,3.5741482151628591e-11,8.9989143598939749e-12,7.3417039047899706e-12,3.0403667449291963e-12,5.7475882397567785e-12,1.8035633061462592e-11,4.2814160463971612e-11
5.1585,3.5746689703622674e-11,8.9998480874038641e-12,7.3427483433602526e-12,3.0398887301078035e-12,5.747898692293818e-12,1.8037287130749464e-11,4.281260501563318e-11
5.15875,3.5751837305792917e-11,9.0007826581631149e-12,7.3437885704396056e-12,3.0393829568823774e-12,5.7481962438145869e-12,1.8039006487104391e-11,4.2811110687295763e-11
5.159,3.5756927755620033e-11,9.0017205908229393e-12,7.3448274234632661e-12,3.0388498990321252e-12,5.7484801015671585e-12,1.8040770248873015e-11,4.280968064822414e-11
5.15925,3.5761963177910804e-11,9.0026642107537352e-12,7.345868296007067e-12,3.0382905731077257e-12,5.7487499727454216e-12,1.8042556363361898e-11,4.2808316174325596e-11
5.1595,3.5766944803638849e-11,9.0036153392744766e-12,7.346915411268745e-12,3.0377074142712434e-12,5.7490047861798648e-12,1.8044341751352082e-11,4.2807015278502336e-11
5.15975,3.5771873377896298e-11,9.0045756255386144e-12,7.3479727168118758e-12,3.0371034304933606e-12,5.74924198509914e-12,1.8046105279148611e-11,4.2805779208991594e-11
5.16,3.5776749278693339e-11,9.0055466707265332e-12,7.349042869848778e-12,3.0364820358267049e-12,5.7494574379539268e-12,1.804782693902844e-11,4.2804606575207982e-11
5.16025,3.5781572114119415e-11,9.0065300990250368e-12,7.3501291291515373e-12,3.0358477551287352e-12,5.7496452880591664e-12,1.8049490813130127e-11,4.2803500342090405e-11
5.1605,3.5786340646928419e-11,9.0075265937517395e-12,7.3512351879180995e-12,3.035206174858816e-12,5.7497982185876048e-12,1.8051083091926058e-11,4.2802453176812956e-11
5.16075,3.5791053168522431e-11,9.0085369524976074e-12,7.3523631786844892e-12,3.0345624580927843e-12,5.7499086648266455e-12,1.805259223629809e-11,4.2801461097164687e-11
5.161,3.5795707817386405e-11,9.00956166512024e-12,7.3535130976603645e-12,3.0339195067317907e-12,5.7499703081789124e-12,1.8054007777119336e-11,4.2800513283322371e-11
5.16125,3.5800302116169059e-11,9.0106009530218969e-12,7.3546844435431805e-12,3.0332784242411519e-12,5.7499785832757814e-12,1.8055319703767484e-11,4.2799605820068974e-11
5.1615,3.5804833018604339e-11,9.011654458085453e-12,7.355877069459465e-12,3.0326381119512602e-12,5.7499304442426765e-12,1.8056516443621682e-11,4.2798726806708097e-11
5.16175,3.5809297376148394e-11,9.0127212542688e-12,7.3570889213059017e-12,3.0319949255006825e-12,5.7498236467151869e-12,1.8057584147965533e-11,4.279786781959598e-11
5.162,3.581369196480191e-11,9.0138008354784e-12,7.3583177232938043e-12,3.0313436469661143e-12,5.7496553781923179e-12,1.8058509868523884e-11,4.2797024440974791e-11
5.16225,3.5818013198555073e-11,9.0148924960764966e-12,7.359561911064431e-12,3.0306782571112398e-12,5.7494212974872821e-12,1.8059281798808636e-11,4.279618973509804e-11
5.1625,3.5822257178513851e-11,9.0159947699276257e-12,7.3608201244748924e-12,3.02999333001349e-12,5.7491147616567712e-12,1.8059888461838201e-11,4.279536031463533e-11
5.16275,3.5826420247984129e-11,9.0171060076547712e-12,7.3620909589400529e-12,3.0292847131243805e-12,5.7487286565967225e-12,1.8060319953538406e-11,4.279452277157235e-11
5.163,3.5830498628347309e-11,9.0182252691930585e-12,7.363374580203982e-12,3.0285484156676861e-12,5.7482558849999197e-12,1.806056941386227e-11,4.2793668559599794e-11
5.16325,3.5834488578506042e-11,9.019351206049151e-12,7.3646696430740088e-12,3.0277821771757713e-12,5.7476909506695262e-12,1.8060633490161149e-11,4.279277782269696e-11
5.1635,3.5838385977441306e-11,9.0204819645347866e-12,7.3659752336057772e-12,3.0269850768877055e-12,5.7470287115223069e-12,1.8060510642278029e-11,4.2791839326061075e-11
5.16375,3.5842186784540884e-11,9.021615426949858e-12,7.3672909443089081e-12,3.0261568183165352e-12,5.7462626152522134e-12,1.8060202185502995e-11,4.2790834682398406e-11
5.164,3.5845887146521198e-11,9.022749862858559e-12,7.3686099784855477e-12,3.0252970728532817e-12,5.7453861053514896e-12,1.8059713619564915e-11,4.2789744713875754e-11
5.16425,3.5849483018881809e-11,9.0238836110590972e-12,7.3699272164107652e-12,3.0244046986502006e-12,5.744393921568485e-12,1.8059048966173228e-11,4.2788554204524588e-11
5.1645,3.5852970494574196e-11,9.0250140464245127e-12,7.3712423503694001e-12,3.023476197278084e-12,5.7432825312643712e-12,1.8058212672806123e-11,4.2787248471561789e-11
5.16475,3.5856345860955298e-11,9.0261388059606739e-12,7.3725539235324842e-12,3.0225067211509694e-12,5.742051759076793e-12,1.8057208137076339e-11,4.2785817116416518e-11
5.165,3.5859605455429384e-11,9.0272558562979053e-12,7.3738571460423202e-12,3.0214915245078129e-12,5.7407041850716416e-12,1.8056040570638813e-11,4.2784259281119531e-11
5.16525,3.586274517848935e-11,9.0283631726278394e-12,7.3751462705228914e-12,3.0204246304925988e-12,5.7392436018982048e-12,1.8054712170990942e-11,4.2782570130939334e-11
5.1655,3.5865760988930388e-11,9.0294583074925834e-12,7.3764145594532392e-12,3.0192987487155977e-12,5.7376727346426497e-12,1.8053222810891259e-11,4.2780755551157689e-11
5.16575,3.586865022786019e-11,9.0305390828490783e-12,7.3776625470009656e-12,3.0180973430474637e-12,5.7359935892686565e-12,1.8051571953411606e-11,4.2778818727594971e-11
5.166,3.5871410084687741e-11,9.0316042951798139e-12,7.3788861682986258e-12,3.0168083343097451e-12,5.7342077368084507e-12,1.8049757967498701e-11,4.2776770218789663e-11
5.16625,3.5874036253775721e-11,9.0326524455830232e-12,7.3800705265444245e-12,3.0154272176990735e-12,5.7323146259604351e-12,1.8047777585238317e-11,4.2774623232288806e-11
5.1665,3.5876525427917088e-11,9.0336819248552501e-12,7.3811942917441244e-12,3.0139691482569954e-12,5.7303145586423005e-12,1.8045626626795667e-11,4.2772386715459407e-11
5.16675,3.5878876575984466e-11,9.0346918083195443e-12,7.3822848239778805e-12,3.0124079437088335e-12,5.7282088866246107e-12,1.8043300864849579e-11,4.2770076934500928e-11
5.167,3.5881086564155579e-11,9.0356819967198335e-12,7.3833443298141625e-12,3.0107346094659862e-12,5.7260001860909642e-12,1.8040799211477951e-11,4.2767706424170623e-11
5.16725,3.5883153888311018e-11,9.0366523878818832e-12,7.3843709960836853e-12,3.008941555317991e-12,5.7236917803498577e-12,1.8038100136597432e-11,4.2765282057977278e-11
5.1675,3.5885075953617087e-11,9.0376026420439112e-12,7.385351760801591e-12,3.0070399254800027e-12,5.7212882299107527e-12,1.8035215310589916e-11,4.2762813652474139e-11
5.16775,3.5886851656618558e-11,9.0385326211983657e-12,7.3862748203357763e-12,3.0050375192862439e-12,5.7187930960630616e-12,1.8032155859953403e-11,4.2760305127584995e-11
5.168,3.5888484051207516e-11,9.0394428927380022e-12,7.3871430721442649e-12,3.0029382534490341e-12,5.7162098678959979e-12,1.8028927503804684e-11,4.2757762246960565e-11
5.16825,3.5889970485383606e-11,9.040334171156549e-12,7.3879376529134803e-12,3.000768495214987e-12,5.713543737442988e-12,1.8025538535743571e-11,4.2755187609118856e-11
5.1685,3.5891311489976693e-11,9.0412062010514437e-12,7.388656757679779e-12,2.9985372256215861e-12,5.7107995499958172e-12,1.8021999345025105e-11,4.2752581550548279e-11
5.16875,3.5892510210775714e-11,9.0420589719968874e-12,7.3893043660654054e-12,2.9962443926342498e-12,5.707981255820479e-12,1.8018323210092729e-11,4.274994231262298e-11
5.169,3.5893569214286932e-11,9.0428931619114911e-12,7.3898925003835201e-12,2.993879767567651e-12,5.7050934684023722e-12,1.8014525349043421e-11,4.274727027304407e-11
5.16925,3.5894490910237313e-11,9.0437092741284231e-12,7.3904307810440154e-12,2.9914365824400644e-12,5.7021412455638365e-12,1.8010620196772781e-11,4.2744566758830994e-11
5.1695,3.5895276918740252e-11,9.0445075633565205e-12,7.3909196100467248e-12,2.9889199742587534e-12,5.6991305200060773e-12,1.8006619678675275e-11,4.2741833320518378e-11
5.16975,3.5895931746819806e-11,9.0452886096599215e-12,7.3913592950901589e-12,2.9863363413312703e-12,5.6960680857501035e-12,1.8002533317346793e-11,4.2739074167910705e-11
5.17,3.589645965616604e-11,9.0460539460404517e-12,7.3917501300571136e-12,2.9836952050319161e-12,5.6929610783564924e-12,1.7998369106159611e-11,4.2736295944535517e-11
5.17025,3.5896865946658451e-11,9.0468053410239752e-12,7.39209428992469e-12,2.9810046129671726e-12,5.6898159552232366e-12,1.7994132677786419e-11,4.2733506040997429e-11
5.1705,3.5897156304176296e-11,9.0475446126773748e-12,7.3923958140972578e-12,2.9782722789750763e-12,5.6866383290810207e-12,1.7989828368948666e-11,4.273071049101204e-11
5.17075,3.5897336487619223e-11,9.0482741743828588e-12,7.3926616742613219e-12,2.9755101049494552e-12,5.6834333753635003e-12,1.7985461328405684e-11,4.2727915164925819e-11
5.171,3.58974141556882e-11,9.0489968468189506e-12,7.3928998370804212e-12,2.9727294026186745e-12,5.6802064437716746e-12,1.7981038800402282e-11,4.2725126526202864e-11
5.17125,3.5897396571818754e-11,9.0497155869931481e-12,7.393115212724697e-12,2.9699416437884798e-12,5.6769634034970846e-12,1.7976570277464088e-11,4.2722349998532409e-11
5.1715,3.5897292652201134e-11,9.0504330904571097e-12,7.3933126569188852e-12,2.9671586542140543e-12,5.6737112468509476e-12,1.7972066993324327e-11,4.271958849389217e-11
5.17175,3.5897111498088544e-11,9.0511523192063486e-12,7.3934997794286457e-12,2.9643900614491814e-12,5.6704570389771111e-12,1.7967542036977826e-11,4.2716842059632208e-11
5.172,3.5896863826644818e-11,9.0518763654804536e-12,7.3936849294906812e-12,2.9616432513298671e-12,5.6672066389722451e-12,1.7963009660201492e-11,4.2714111027051755e-11
5.17225,3.5896561513112605e-11,9.0526079960612505e-12,7.3938728327618156e-12,2.9589265349934301e-12,5.6639645651311648e-12,1.7958483967353597e-11,4.2711394386431289e-11
5.1725,3.5896217070236003e-11,9.0533496499278271e-12,7.3940669192088076e-12,2.9562494824431187e-12,5.6607352674026159e-12,1.7953978303110941e-11,4.2708689050261587e-11
5.17275,3.5895844333225805e-11,9.0541041276658128e-12,7.394270463632983e-12,2.953622748277703e-12,5.6575235701698468e-12,1.7949504680069495e-11,4.2705991575910058e-11
5.173,3.5895458011229282e-11,9.0548742823666159e-12,7.3944892095057979e-12,2.9510520505894627e-12,5.6543345473046134e-12,1.7945073340295958e-11,4.2703300759862403e-11
