Physical Time (s),enth_flux_viscous_bot Monitor (W): bot_cv1,enth_flux_viscous_bot Monitor (W): bot_cv2,enth_flux_viscous_bot Monitor (W): bot_cv3,enth_flux_viscous_bot Monitor (W): bot_cv4,enth_flux_viscous_bot Monitor (W): bot_cv5,enth_flux_viscous_bot Monitor (W): bot_cv6,enth_flux_viscous_bot Monitor (W): bot_cv7
6.54225,3.4722121926948818e-11,9.0198812009015841e-12,7.9640372603181719e-12,5.1879340800367819e-12,7.6573706951369859e-12,1.7007854695193079e-11,3.2131070184461994e-11
6.5425,3.4719171993163395e-11,9.0186801792092521e-12,7.9616902864577116e-12,5.1878594090487118e-12,7.659401739909616e-12,1.7010413098875911e-11,3.2133013464330099e-11
6.54275,3.4716283006824205e-11,9.0174933690696155e-12,7.9593654805597495e-12,5.1878075583747349e-12,7.6614232152118661e-12,1.7012937425002316e-11,3.2134996435320624e-11
6.543,3.4713455362103173e-11,9.0163204036126826e-12,7.9570639850764379e-12,5.1877781686572353e-12,7.6634325640719191e-12,1.7015435655815732e-11,3.2137007738320008e-11
6.54325,3.471068927330322e-11,9.0151609491832059e-12,7.9547870449653908e-12,5.1877699621280832e-12,7.6654279556242482e-12,1.7017920588943615e-11,3.2139031974267479e-11
6.5435,3.4707985115364407e-11,9.0140145229950173e-12,7.9525356327425865e-12,5.1877812722358902e-12,7.6674082243100087e-12,1.7020407459887165e-11,3.2141054562231185e-11
6.54375,3.4705342978496298e-11,9.0128808112312454e-12,7.9503103222028755e-12,5.1878105279291206e-12,7.6693725353905371e-12,1.7022911626405144e-11,3.2143064909272611e-11
6.544,3.4702761590506214e-11,9.0117593676032767e-12,7.9481121052432343e-12,5.187856403589045e-12,7.6713198093837844e-12,1.7025446465344926e-11,3.2145056683649689e-11
6.54425,3.4700239275162254e-11,9.0106497670199455e-12,7.9459426397430358e-12,5.187917668385608e-12,7.6732485406398671e-12,1.7028021392191441e-11,3.2147028790572426e-11
6.5445,3.4697774204160843e-11,9.009551747118511e-12,7.9438041554272492e-12,5.1879936025675804e-12,7.6751576617651506e-12,1.7030640144022038e-11,3.214898608896784e-11
6.54475,3.4695364535011592e-11,9.0084650588614428e-12,7.9416989270340337e-12,5.1880833702478908e-12,7.6770470659201937e-12,1.7033301726316723e-11,3.2150872344706847e-11
6.545,3.4693008040393391e-11,9.0073894596325507e-12,7.9396299702060596e-12,5.1881860740326116e-12,7.6789180099052069e-12,1.7036002187367568e-11,3.2152706524337439e-11
6.54525,3.4690701509064432e-11,9.006324818860892e-12,7.937600721823078e-12,5.1883009415482386e-12,7.6807727454719339e-12,1.7038735724172968e-11,3.2154542959902548e-11
6.5455,3.4688441541937793e-11,9.0052710691179262e-12,7.9356138198076703e-12,5.1884281215185229e-12,7.6826140357520317e-12,1.7041494922941031e-11,3.2156393251107122e-11
6.54575,3.4686224742582095e-11,9.0042282036546205e-12,7.9336706799375223e-12,5.1885683914237545e-12,7.6844451037208555e-12,1.7044270763982214e-11,3.2158277486774855e-11
6.546,3.4684047294202068e-11,9.0031963131400723e-12,7.9317712325499288e-12,5.1887229352293329e-12,7.6862698308622266e-12,1.7047053140524205e-11,3.2160227762224443e-11
6.54625,3.4681905648664139e-11,9.0021752424594409e-12,7.9299132949405922e-12,5.1888924514286055e-12,7.68809242418254e-12,1.7049832047171918e-11,3.2162299577038001e-11
6.5465,3.4679796362965375e-11,9.0011649845785197e-12,7.928093650341288e-12,5.1890745666029625e-12,7.6899183821954861e-12,1.7052599570793264e-11,3.2164538062420184e-11
6.54675,3.467771636430104e-11,9.0001653004525741e-12,7.9263079661112327e-12,5.1892656165211601e-12,7.6917521569735686e-12,1.705535169333976e-11,3.2166957401488297e-11
6.547,3.4675662955140012e-11,8.9991760071156053e-12,7.9245517164849462e-12,5.1894607587999658e-12,7.6935962441164223e-12,1.7058090497653841e-11,3.2169433518339062e-11
6.54725,3.4673633658144773e-11,8.9981968496274528e-12,7.9228209154812523e-12,5.1896552976581273e-12,7.6954510203721523e-12,1.7060823940991541e-11,3.2171855251603975e-11
6.5475,3.4671626330971193e-11,8.9972275668377479e-12,7.9211115491207785e-12,5.189844651478021e-12,7.697315765934765e-12,1.7063563472072404e-11,3.2174075873910124e-11
6.54775,3.4669639072394343e-11,8.9962678735267037e-12,7.9194206847788042e-12,5.1900251397650248e-12,7.6991886084778775e-12,1.7066320393877843e-11,3.2176105532102159e-11
6.548,3.4667670219859192e-11,8.9953175659469399e-12,7.917745489156676e-12,5.1901947468511363e-12,7.7010677354877922e-12,1.7069102713883042e-11,3.2177989287350268e-11
6.54825,3.4665718373896156e-11,8.9943763903791954e-12,7.9160844734188032e-12,5.1903521774385406e-12,7.7029511480251231e-12,1.7071913873534058e-11,3.2179796154932632e-11
6.5485,3.4663782241960519e-11,8.9934440379254576e-12,7.9144375604298034e-12,5.1904969686217278e-12,7.7048357581397574e-12,1.7074753811673848e-11,3.2181575192015371e-11
6.54875,3.4661860918003629e-11,8.9925202128888474e-12,7.912805534756508e-12,5.1906292832494586e-12,7.7067180076324025e-12,1.7077620748534497e-11,3.2183346912974692e-11
6.549,3.4659952971173181e-11,8.9916045723165994e-12,7.9111885110433017e-12,5.1907499131184231e-12,7.7085942951866389e-12,1.7080513447318708e-11,3.2185093737627615e-11
6.54925,3.4658058024771839e-11,8.9906969996388302e-12,7.9095902509464038e-12,5.1908611885906863e-12,7.7104609421055219e-12,1.7083430345256909e-11,3.21867731983968e-11
6.5495,3.4656175647302506e-11,8.98979707490172e-12,7.9080110449412531e-12,5.190964702268335e-12,7.7123150955825522e-12,1.7086370796674797e-11,3.2188416604300762e-11
6.54975,3.4654305229673045e-11,8.9889046479096714e-12,7.9064517984027953e-12,5.1910611634522636e-12,7.7141556619113409e-12,1.7089332388840279e-11,3.2190004735653785e-11
6.55,3.465244605667485e-11,8.9880196784765005e-12,7.9049120851271198e-12,5.191151323855418e-12,7.7159834085061938e-12,1.7092308709494861e-11,3.2191546117777945e-11
6.55025,3.4650597679216147e-11,8.9871418668069375e-12,7.9033903881820614e-12,5.1912353821526778e-12,7.7178007536360102e-12,1.7095289118052977e-11,3.2193109104895845e-11
6.5505,3.4648759612662461e-11,8.9862709873365147e-12,7.9018844807440743e-12,5.191313419898164e-12,7.7196108725475316e-12,1.7098260615133698e-11,3.2194733443257953e-11
6.55075,3.4646931668074874e-11,8.9854066987332883e-12,7.9003916153151938e-12,5.1913858328887776e-12,7.7214165916211149e-12,1.7101211208468196e-11,3.2196416173198749e-11
6.551,3.464511389954331e-11,8.9845485661226546e-12,7.8989086790200711e-12,5.19145404181378e-12,7.7232194785105432e-12,1.7104132379518613e-11,3.219812121799736e-11
6.55125,3.4643306536476903e-11,8.9836962527886056e-12,7.8974333489756076e-12,5.1915201075467691e-12,7.7250196936169279e-12,1.7107019797193116e-11,3.2199806875116789e-11
6.5515,3.4641509925047344e-11,8.9828495666116313e-12,7.8959638416169361e-12,5.1915866365301612e-12,7.7268165839851836e-12,1.7109872421617645e-11,3.2201453695371432e-11
6.55175,3.4639724507938067e-11,8.982008468171601e-12,7.8944996684929305e-12,5.1916562527693328e-12,7.7286099666402753e-12,1.7112690330353026e-11,3.2203068811365814e-11
6.552,3.4637950796600006e-11,8.9811728099309553e-12,7.8930415246834355e-12,5.1917315362112989e-12,7.7304008023741109e-12,1.7115473920242082e-11,3.2204677608176798e-11
6.55225,3.463618915607753e-11,8.9803428404173793e-12,7.8915911678415384e-12,5.1918142129677822e-12,7.7321910022180317e-12,1.711822351200823e-11,3.2206311830953242e-11
6.5525,3.4634440151533425e-11,8.9795186596373708e-12,7.8901516846257918e-12,5.1919046552576638e-12,7.7339825271631286e-12,1.7120940638497204e-11,3.2208000391153116e-11
6.55275,3.4632704571455876e-11,8.9787005534594426e-12,7.8887261469543511e-12,5.1920031002330451e-12,7.735777151775741e-12,1.7123628050488793e-11,3.2209760041298183e-11
6.553,3.4630983406730432e-11,8.9778888598190882e-12,7.8873169562074026e-12,5.1921100742893543e-12,7.7375755024328966e-12,1.7126288082725925e-11,3.2211591228199167e-11
6.55325,3.462927771360477e-11,8.977083877970779e-12,7.8859262729211994e-12,5.1922256035853803e-12,7.7393771705996274e-12,1.712892038706087e-11,3.2213478094676303e-11
6.5535,3.4627588754415361e-11,8.9762861436639057e-12,7.8845557067906415e-12,5.1923487050560912e-12,7.7411821133398282e-12,1.7131520210922689e-11,3.2215396395733026e-11
6.55375,3.4625918431216507e-11,8.9754960539332992e-12,7.8832066848141118e-12,5.192476763053227e-12,7.7429911065992519e-12,1.7134079625774201e-11,3.2217322222376908e-11
6.554,3.462426871253855e-11,8.9747140329290906e-12,7.8818802943147062e-12,5.1926056410121595e-12,7.7448055480127396e-12,1.7136590473342562e-11,3.2219239799698622e-11
6.55425,3.4622642038610742e-11,8.9739405642955849e-12,7.8805779567207249e-12,5.1927311055534193e-12,7.7466266204817369e-12,1.7139047548778247e-11,3.2221134685542788e-11
6.5545,3.4621040979790872e-11,8.9731757854398783e-12,7.8793005100570748e-12,5.1928502176727099e-12,7.7484547907375357e-12,1.7141450812864971e-11,3.2222979400865613e-11
6.55475,3.4619467829218393e-11,8.9724199177233352e-12,7.8780488867394104e-12,5.1929615112562202e-12,7.7502898075529506e-12,1.714380518312184e-11,3.2224704741144388e-11
6.555,3.4617924651850488e-11,8.9716731254650674e-12,7.876824231307463e-12,5.1930654515177488e-12,7.7521311500360533e-12,1.714611911836812e-11,3.2226403667854071e-11
6.55525,3.4616413608213441e-11,8.9709355762197542e-12,7.8756273836398463e-12,5.1931639310208388e-12,7.7539783853147895e-12,1.7148402349266362e-11,3.2228071533129116e-11
6.5555,3.4614937042059572e-11,8.9702074316284698e-12,7.8744593843169868e-12,5.1932594493853738e-12,7.7558308432043394e-12,1.7150663932161395e-11,3.222970349187206e-11
6.55575,3.4613497103246926e-11,8.9694888014741793e-12,7.8733210357870633e-12,5.1933539607361284e-12,7.757688030300499e-12,1.7152911818611613e-11,3.2231293064163578e-11
6.556,3.4612095538950974e-11,8.9687796816454672e-12,7.8722127558966576e-12,5.1934499834713326e-12,7.7595473968366979e-12,1.7155153431705322e-11,3.2232837526933054e-11
6.55625,3.4610733588280002e-11,8.9680799490156622e-12,7.8711345294206252e-12,5.1935499574976162e-12,7.7614043709896052e-12,1.715739637696624e-11,3.2234339405874959e-11
6.5565,3.4609411934924332e-11,8.9673894255646819e-12,7.8700860449166397e-12,5.1936555010126376e-12,7.7632532641932059e-12,1.7159648200435406e-11,3.2235805394367215e-11
6.55675,3.4608131486226597e-11,8.9667080290731096e-12,7.869066586202907e-12,5.1937669001110525e-12,7.7650887327138943e-12,1.7161914968081739e-11,3.223724353782921e-11
6.557,3.4606892433855016e-11,8.9660355229257645e-12,7.8680750165903347e-12,5.1938831356342593e-12,7.7669073514056005e-12,1.7164199392694773e-11,3.223866016256448e-11
6.55725,3.4605694208496024e-11,8.9653717420134658e-12,7.8671101995772688e-12,5.194002251476332e-12,7.7687082384770915e-12,1.7166500231892872e-11,3.2240061169386763e-11
6.5575,3.4604535706436124e-11,8.9647166518599329e-12,7.8661708858027105e-12,5.1941218132294484e-12,7.7704925770229722e-12,1.7168814102251199e-11,3.224144705742254e-11
6.55775,3.4603414606529404e-11,8.9640703051233204e-12,7.8652558719105838e-12,5.1942393712992302e-12,7.7722627391749299e-12,1.7171137938008527e-11,3.2242810661173881e-11
6.558,3.4602329285074133e-11,8.9634327533911997e-12,7.8643636257664397e-12,5.1943528361319786e-12,7.7740212748120539e-12,1.7173470950001835e-11,3.2244132548453876e-11
6.55825,3.460127841717319e-11,8.9628038649361551e-12,7.863492903127545e-12,5.1944616041661167e-12,7.7757693285528984e-12,1.7175815159569596e-11,3.2245403546373895e-11
6.5585,3.4600260361946018e-11,8.9621835997133619e-12,7.8626423542740611e-12,5.1945665859803006e-12,7.7775059612175863e-12,1.7178173447270594e-11,3.2246616711506832e-11
6.55875,3.4599273165249466e-11,8.9615720329924397e-12,7.8618102668147212e-12,5.1946694474193712e-12,7.7792282873563149e-12,1.7180547975600248e-11,3.2247766605550409e-11
6.559,3.4598314280660351e-11,8.9609689877687543e-12,7.8609949732871037e-12,5.1947717959535539e-12,7.7809320463279704e-12,1.7182939040358267e-11,3.2248848006331737e-11
6.55925,3.4597380834555957e-11,8.9603743748729173e-12,7.8601950886088542e-12,5.1948740677620949e-12,7.7826130750376366e-12,1.7185347546775345e-11,3.2249854925286997e-11
6.5595,3.4596469781139933e-11,8.9597880668135844e-12,7.8594098721722607e-12,5.1949754813825054e-12,7.7842683200996889e-12,1.7187774323193093e-11,3.2250785779372545e-11
6.55975,3.4595577973690004e-11,8.9592099151482669e-12,7.858638673635817e-12,5.1950751059909761e-12,7.7858956194759324e-12,1.7190221618109125e-11,3.2251646617289386e-11
6.56,3.4594702189502206e-11,8.9586396375113019e-12,7.8578800663608765e-12,5.1951718659188738e-12,7.7874935437227675e-12,1.7192691180060857e-11,3.225244276516491e-11
6.56025,3.4593839334978156e-11,8.9580769614740828e-12,7.8571324915565554e-12,5.1952653868256116e-12,7.7890614826661403e-12,1.719518245802904e-11,3.2253183490800547e-11
6.5605,3.4592986645863797e-11,8.9575215985051632e-12,7.8563944723459163e-12,5.1953550409922157e-12,7.790599756972039e-12,1.7197691704508553e-11,3.2253891238470221e-11
6.56075,3.4592141826518695e-11,8.9569732709616096e-12,7.8556653772775e-12,5.1954399277549241e-12,7.792109764224173e-12,1.7200211918516149e-11,3.2254611996359402e-11
6.561,3.4591303289275015e-11,8.9564316480870146e-12,7.8549451100828411e-12,5.1955191108442994e-12,7.7935940541701438e-12,1.7202734477496572e-11,3.225540534602716e-11
6.56125,3.4590470293681843e-11,8.9558963640324391e-12,7.8542340813958943e-12,5.1955905129245383e-12,7.7950574712773535e-12,1.720525150288993e-11,3.2256326766280673e-11
6.5615,3.4589643172773849e-11,8.955367102147545e-12,7.8535336343318583e-12,5.1956520535660107e-12,7.7965062652025159e-12,1.7207757909805915e-11,3.2257408431271011e-11
6.56175,3.4588823281272369e-11,8.954843673444814e-12,7.8528459400045632e-12,5.195701773416105e-12,7.7979480732887641e-12,1.7210251965445465e-11,3.2258658498783112e-11
6.562,3.4588012848881208e-11,8.9543258970085675e-12,7.8521734932149509e-12,5.195739059762853e-12,7.7993906029778182e-12,1.7212734437051759e-11,3.2260072941362928e-11
6.56225,3.4587215020532641e-11,8.9538137654573657e-12,7.8515187563822188e-12,5.195765939757734e-12,7.8008405373894494e-12,1.7215206314943414e-11,3.2261641005376581e-11
6.5625,3.4586433667981512e-11,8.9533072944230158e-12,7.8508842210864064e-12,5.195786890563126e-12,7.8023032234242393e-12,1.7217667260086801e-11,3.2263348527730633e-11
6.56275,3.4585673050147414e-11,8.9528067425306983e-12,7.8502721323935926e-12,5.1958055825774374e-12,7.8037840638431503e-12,1.7220114013912003e-11,3.2265186598821761e-11
6.563,3.4584937604966204e-11,8.9523125911239507e-12,7.8496837094498283e-12,5.1958249711014114e-12,7.8052875210815206e-12,1.7222542267830197e-11,3.2267141229691247e-11
6.56325,3.4584231917397e-11,8.95182524700224e-12,7.849119384841839e-12,5.1958463485623539e-12,7.8068175133848856e-12,1.7224946718747049e-11,3.2269199490215076e-11
6.5635,3.4583560270194054e-11,8.9513450673747815e-12,7.8485788840465385e-12,5.1958717129038159e-12,7.8083742906271715e-12,1.7227322384368012e-11,3.2271352114444503e-11
6.56375,3.4582926212433256e-11,8.9508723258888273e-12,7.8480615203302848e-12,5.1959023082572014e-12,7.8099558639115966e-12,1.722966695504917e-11,3.2273597474130528e-11
6.564,3.4582332647473467e-11,8.9504070497307458e-12,7.8475661221881211e-12,5.1959384018968666e-12,7.8115588162925225e-12,1.7231982663235142e-11,3.2275937856001502e-11
6.56425,3.4581781920674775e-11,8.9499491401224216e-12,7.8470916052760636e-12,5.1959799492621143e-12,7.8131790305315578e-12,1.7234275322116206e-11,3.2278375515053834e-11
6.5645,3.4581275450287131e-11,8.9494983422855844e-12,7.8466366686707697e-12,5.1960261690719033e-12,7.8148132271503389e-12,1.7236553970307316e-11,3.228091289283282e-11
6.56475,3.4580814216006995e-11,8.9490543389333758e-12,7.8462001145399573e-12,5.1960757180024448e-12,7.8164598015047937e-12,1.723882751800258e-11,3.2283556284548e-11
6.565,3.4580398645982766e-11,8.9486167624693568e-12,7.8457808348466342e-12,5.1961271963296389e-12,7.8181183444863659e-12,1.7241104080361541e-11,3.2286303167735585e-11
6.56525,3.4580028786182234e-11,8.9481853325620534e-12,7.8453778337418343e-12,5.1961802924731483e-12,7.8197882065544183e-12,1.7243389850144369e-11,3.2289063821959191e-11
6.5655,3.4579704337390204e-11,8.947759833997013e-12,7.844990045418672e-12,5.1962369289289855e-12,7.821467612960614e-12,1.7245690758602753e-11,3.2291939926267118e-11
6.56575,3.4579425014892142e-11,8.9473401699148674e-12,7.8446161993740937e-12,5.1963011171521759e-12,7.8231543522013396e-12,1.7248012801731097e-11,3.2294912783114437e-11
6.566,3.4579190601305578e-11,8.9469263778165945e-12,7.8442551862285733e-12,5.1963775262646855e-12,7.8248471792318101e-12,1.7250361045237975e-11,3.2297955586255118e-11
6.56625,3.4579000957253933e-11,8.9465186780024651e-12,7.8439067354625499e-12,5.1964701570398846e-12,7.8265467109611356e-12,1.7252737862910794e-11,3.2301041552897642e-11
6.5665,3.4578855725752679e-11,8.9461173605868616e-12,7.8435712757810166e-12,5.1965814251341944e-12,7.8282552824444725e-12,1.7255141738550788e-11,3.2304150035214234e-11
6.56675,3.4578754058962645e-11,8.9457227750994402e-12,7.8432497864516354e-12,5.1967122885537034e-12,7.8299753516060494e-12,1.7257568703414203e-11,3.2307266866212966e-11
6.567,3.4578695037793812e-11,8.9453353259181867e-12,7.8429439816493103e-12,5.1968631248669361e-12,7.8317072562888882e-12,1.7260013810412887e-11,3.2310383778199912e-11
6.56725,3.457867757536316e-11,8.944955480767624e-12,7.842655265775252e-12,5.1970343819655928e-12,7.8334477401038973e-12,1.7262472468246355e-11,3.2313496171506702e-11
6.5675,3.4578700416971999e-11,8.9445835245214751e-12,7.8423837547574664e-12,5.1972264037019963e-12,7.8351902209221696e-12,1.7264941654032255e-11,3.2316597090643141e-11
6.56775,3.4578762334859522e-11,8.944219655087117e-12,7.8421292041972471e-12,5.1974388195951989e-12,7.8369258200415698e-12,1.726742149848741e-11,3.2319676612572931e-11
6.568,3.4578862038344152e-11,8.9438640421328594e-12,7.8418915099988755e-12,5.1976700554699883e-12,7.8386452159052118e-12,1.7269915331667035e-11,3.2322723324239025e-11
6.56825,3.457899782399697e-11,8.9435166929646588e-12,7.84167079692427e-12,5.1979167773617411e-12,7.8403406143066606e-12,1.7272427443488857e-11,3.232572836869183e-11
6.5685,3.4579168217480921e-11,8.9431775150026645e-12,7.8414667777787128e-12,5.1981745794425876e-12,7.8420061749025181e-12,1.7274961470459303e-11,3.2328683625895596e-11
6.56875,3.4579371584521619e-11,8.9428463697204159e-12,7.8412795248174144e-12,5.1984379701274597e-12,7.8436385457782615e-12,1.7277519737706428e-11,3.2331576363842435e-11
6.569,3.4579606107925851e-11,8.942523158079777e-12,7.8411098219249341e-12,5.1987015732724928e-12,7.8452360949944106e-12,1.7280101768668826e-11,3.233439403141735e-11
6.56925,3.4579870004285779e-11,8.942207800534551e-12,7.8409593529914827e-12,5.1989600502192032e-12,7.8467988590605626e-12,1.7282704564268138e-11,3.2337127422608621e-11
6.5695,3.4580162084831942e-11,8.9419003891145329e-12,7.8408303214201602e-12,5.1992081865894157e-12,7.8483290524684158e-12,1.7285322799761705e-11,3.233977268546622e-11
6.56975,3.4580481539123693e-11,8.9416010829340688e-12,7.8407255882902367e-12,5.199441275256318e-12,7.8498305361281842e-12,1.728795052947796e-11,3.2342330987639895e-11
6.57,3.4580827619690768e-11,8.9413101438203328e-12,7.840648046162095e-12,5.199656454282369e-12,7.8513072121300503e-12,1.7290581550502707e-11,3.2344801291096839e-11
6.57025,3.4581199474648778e-11,8.9410279351588248e-12,7.8406006002546099e-12,5.1998540322202336e-12,7.8527610261135264e-12,1.7293209949076601e-11,3.2347186041178008e-11
6.5705,3.458159619545911e-11,8.9407547929419374e-12,7.8405856967165463e-12,5.2000337704507907e-12,7.8541942905118556e-12,1.7295830252770767e-11,3.2349512191636997e-11
6.57075,3.4582017008674546e-11,8.9404910441381614e-12,7.8406053807221901e-12,5.2001950563481919e-12,7.8556083688405625e-12,1.7298436914494537e-11,3.2351817451299382e-11
6.571,3.4582461644955849e-11,8.9402368732809706e-12,7.8406606165190705e-12,5.2003389205925464e-12,7.8570022149703977e-12,1.7301024491217366e-11,3.2354000338762739e-11
6.57125,3.4582929507489719e-11,8.9399923892034697e-12,7.8407513794004333e-12,5.2004659588015051e-12,7.8583749206986194e-12,1.7303588760218391e-11,3.2356219214367456e-11
6.5715,3.4583420154284276e-11,8.9397576368093685e-12,7.8408765999944853e-12,5.2005757198915046e-12,7.8597263723858883e-12,1.7306128035540562e-11,3.2358505272657627e-11
6.57175,3.4583933215121308e-11,8.9395324100236989e-12,7.8410338236499075e-12,5.2006672883364112e-12,7.8610573490324335e-12,1.7308643856825429e-11,3.2360872084665404e-11
6.572,3.4584468089885639e-11,8.9393164547607232e-12,7.8412197634760988e-12,5.2007390352273764e-12,7.862369817163158e-12,1.7311140152432826e-11,3.2363328492010241e-11
6.57225,3.4585024194724789e-11,8.9391094108333873e-12,7.8414304441921378e-12,5.2007882354895087e-12,7.863666937938514e-12,1.7313622335048576e-11,3.236587968356554e-11
6.5725,3.4585600800311473e-11,8.9389108233413534e-12,7.8416615956257413e-12,5.2008122201639645e-12,7.8649520521270981e-12,1.7316094527489114e-11,3.2368527754984634e-11
6.57275,3.4586197342962888e-11,8.9387201653090514e-12,7.8419090730396885e-12,5.2008092437778407e-12,7.8662281180407944e-12,1.7318560141818814e-11,3.2371268508641574e-11
6.573,3.4586813185692001e-11,8.9385368262901317e-12,7.8421692214360696e-12,5.2007793984446594e-12,7.8674974156388437e-12,1.7321021430746888e-11,3.2374089147909628e-11
6.57325,3.4587447538225293e-11,8.9383600438219838e-12,7.8424389741994383e-12,5.2007250013343996e-12,7.868761467121663e-12,1.7323479160631066e-11,3.237696935368251e-11
6.5735,3.4588099542838196e-11,8.9381892421868109e-12,7.8427156993878228e-12,5.200650460757157e-12,7.8700211039965751e-12,1.7325933573864186e-11,3.2379886253904925e-11
6.57375,3.4588768266654479e-11,8.9380239042255118e-12,7.8429974052683252e-12,5.2005612157638335e-12,7.8712772365087763e-12,1.7328384499874696e-11,3.2382819394609601e-11
6.574,3.4589452835024909e-11,8.9378637353312296e-12,7.8432832010632251e-12,5.2004620722770077e-12,7.8725319089645849e-12,1.7330830704141197e-11,3.2385753941641279e-11
6.57425,3.4590152390973467e-11,8.9377084451808254e-12,7.8435729256768381e-12,5.2003568625078413e-12,7.8737877869634543e-12,1.7333270024585104e-11,3.2388680582166301e-11
6.5745,3.4590866340515041e-11,8.937557871290297e-12,7.8438668619055007e-12,5.2002484810774003e-12,7.8750470865124647e-12,1.7335700229212935e-11,3.2391589582292329e-11
6.57475,3.4591594221132199e-11,8.9374118969025502e-12,7.8441653917231721e-12,5.2001390453627503e-12,7.8763102840340851e-12,1.7338119666525253e-11,3.2394472868439542e-11
6.575,3.4592335610063115e-11,8.9372704936714381e-12,7.8444688990385416e-12,5.2000304790803255e-12,7.8775752791657282e-12,1.7340528765272783e-11,3.2397331955805301e-11
6.57525,3.4593089979172084e-11,8.9371336613726074e-12,7.8447774259581334e-12,5.1999246045449024e-12,7.8788381046869856e-12,1.7342930597383505e-11,3.2400176559445426e-11
6.5755,3.4593856711899174e-11,8.9370014470104461e-12,7.8450903674840684e-12,5.199823257106073e-12,7.8800939931062611e-12,1.7345330556988514e-11,3.2403007615001357e-11
6.57575,3.459463562368593e-11,8.9368739028565635e-12,7.8454067136263695e-12,5.1997269590954465e-12,7.8813398488271653e-12,1.734773472798694e-11,3.2405822573033195e-11
6.576,3.4595426631379703e-11,8.9367511158067677e-12,7.8457254022656526e-12,5.1996356909352663e-12,7.8825739735953293e-12,1.7350147244084967e-11,3.2408616401422354e-11
6.57625,3.4596229620115685e-11,8.9366331941707971e-12,7.8460457178031474e-12,5.1995488176707865e-12,7.8837955789289955e-12,1.7352568497035979e-11,3.2411385273520168e-11
6.5765,3.4597044387684375e-11,8.9365202699073032e-12,7.8463676430031257e-12,5.1994654147084834e-12,7.8850043502296538e-12,1.7354993479606441e-11,3.2414132063369804e-11
6.57675,3.459787062202899e-11,8.936412442327553e-12,7.8466921551882101e-12,5.1993846322822556e-12,7.8862004439861549e-12,1.7357413976436906e-11,3.2416861516699643e-11
6.577,3.45987080495797e-11,8.9363098477095912e-12,7.8470207353860853e-12,5.1993055508548704e-12,7.8873850363791181e-12,1.7359820293003304e-11,3.2419577181487482e-11
6.57725,3.459955636055096e-11,8.9362126341981037e-12,7.8473542883008681e-12,5.1992275035637377e-12,7.8885598298750644e-12,1.7362204039491672e-11,3.2422285416438351e-11
6.5775,3.4600415031264593e-11,8.9361208874648858e-12,7.8476937703455514e-12,5.1991494392447778e-12,7.8897267669367899e-12,1.7364559433946469e-11,3.2424996086167603e-11
6.57775,3.4601283931386499e-11,8.9360346856779902e-12,7.8480403921973624e-12,5.1990718768132399e-12,7.8908847377892405e-12,1.7366883930581786e-11,3.242772072909245e-11
6.578,3.4602163314162838e-11,8.9359540213712104e-12,7.8483956449754597e-12,5.1989941534936133e-12,7.8920314595476024e-12,1.7369176284094661e-11,3.2430468910619849e-11
6.57825,3.4603053750509998e-11,8.9358788476539052e-12,7.8487614460010614e-12,5.1989151866384525e-12,7.8931635528046612e-12,1.7371435005128195e-11,3.243324706156119e-11
6.5785,3.460395625637016e-11,8.9358091148900034e-12,7.8491399783035407e-12,5.1988339051653053e-12,7.8942776751611658e-12,1.7373657837138079e-11,3.243605823644022e-11
6.57875,3.4604872030675298e-11,8.9357447460766965e-12,7.8495338698076215e-12,5.198749498491582e-12,7.8953712653332855e-12,1.7375841930450531e-11,3.2438902752046446e-11
6.579,3.4605802506346027e-11,8.9356857775479492e-12,7.8499462275046636e-12,5.1986619188597554e-12,7.8964427350677645e-12,1.7377986417253036e-11,3.2441776708118501e-11
6.57925,3.4606749231305686e-11,8.9356324144466037e-12,7.8503807465074697e-12,5.1985704138183906e-12,7.8974918549923658e-12,1.7380092366763464e-11,3.244466961334055e-11
6.5795,3.4607713619274131e-11,8.9355849612221358e-12,7.8508414477576169e-12,5.198472821619103e-12,7.898519662711866e-12,1.7382162502553323e-11,3.2447564959664462e-11
6.57975,3.4608696946749784e-11,8.9355439217846851e-12,7.8513326204574586e-12,5.1983658657596234e-12,7.8995274284482293e-12,1.7384199928807179e-11,3.2450443470156954e-11
6.58,3.4609700354329205e-11,8.9355099789325626e-12,7.8518581623762591e-12,5.1982463960108709e-12,7.9005159742288395e-12,1.7386208197168376e-11,3.2453286337522214e-11
6.58025,3.4610724843231847e-11,8.9354839104850903e-12,7.8524213255505389e-12,5.1981128980893832e-12,7.9014852143111044e-12,1.7388190976864253e-11,3.2456078905907509e-11
6.5805,3.4611771381597847e-11,8.935466477774832e-12,7.8530240425707823e-12,5.1979665133939988e-12,7.9024341862096821e-12,1.7390152076561945e-11,3.2458812862654883e-11
6.58075,3.4612840809388405e-11,8.9354583368804008e-12,7.8536667238413366e-12,5.1978103510856284e-12,7.9033625567791367e-12,1.7392094675368479e-11,3.2461487430663543e-11
6.581,3.4613933770324107e-11,8.9354600579694167e-12,7.8543482869851097e-12,5.1976481340854892e-12,7.9042714588704428e-12,1.7394020098461203e-11,3.2464107457147113e-11
