Physical Time (s),enth_flux_pressure_left Monitor (W)
5.32675,2.8364803271976125e-07
5.327,2.8189439940324164e-07
5.32725,2.8001514218620484e-07
5.3275,2.7800279885438055e-07
5.32775,2.7587127136374903e-07
5.328,2.7361416139219323e-07
5.32825,2.7127482670603214e-07
5.3285,2.6884858884734798e-07
5.32875,2.6635149653535794e-07
5.329,2.6377919040972447e-07
5.32925,2.6117547012893741e-07
5.3295,2.5853322086123193e-07
5.32975,2.5586975563654784e-07
5.33,2.5317384687062801e-07
5.33025,2.5049109335288913e-07
5.3305,2.4781099426180089e-07
5.33075,2.4514373013447782e-07
5.331,2.4247884554390111e-07
5.33125,2.3985611841343332e-07
5.3315,2.372657389403925e-07
5.33175,2.347156291321292e-07
5.332,2.3219441413118122e-07
5.33225,2.2973863453935666e-07
5.3325,2.2733791393490951e-07
5.33275,2.250065908191145e-07
5.333,2.2273785238057184e-07
5.33325,2.2056639831885844e-07
5.3335,2.1848577574867648e-07
5.33375,2.1650923054656075e-07
5.334,2.1463534201986918e-07
5.33425,2.1289494364551847e-07
5.3345,2.1128646561944726e-07
5.33475,2.0982435360127952e-07
5.335,2.0851057553284241e-07
5.33525,2.0737048315570203e-07
5.3355,2.0640629756525698e-07
5.33575,2.0562958980200503e-07
5.336,2.050438332902969e-07
5.33625,2.0466662513559407e-07
5.3365,2.0450043432133854e-07
5.33675,2.045506095462219e-07
5.337,2.0482216079773706e-07
5.33725,2.0531936356571981e-07
5.3375,2.0604542763982889e-07
5.33775,2.0700078934673192e-07
5.338,2.0819045494745126e-07
5.33825,2.0960458220940605e-07
5.3385,2.1124482729245148e-07
5.33875,2.1310493031228031e-07
5.339,2.1518774066205712e-07
5.33925,2.1747401291548321e-07
5.3395,2.1996590247746145e-07
5.33975,2.226515632051891e-07
5.34,2.2553547092841079e-07
5.34025,2.2858450897513005e-07
5.3405,2.3180236387700981e-07
5.34075,2.3517381873942354e-07
5.341,2.3870472944435818e-07
5.34125,2.423545735829274e-07
5.3415,2.4613018160610836e-07
5.34175,2.5001047574813934e-07
5.342,2.5400251155039531e-07
5.34225,2.580589899385555e-07
5.3425,2.6218877989656464e-07
5.34275,2.6637380585303254e-07
5.343,2.7062756746957055e-07
5.34325,2.7489799425117103e-07
5.3435,2.7919780013424951e-07
5.34375,2.8350657899869902e-07
5.344,2.8783915044214898e-07
5.34425,2.9214055787506987e-07
5.3445,2.9642515015672793e-07
5.34475,3.0067083493044755e-07
5.345,3.0489468656609825e-07
5.34525,3.090392400402119e-07
5.3455,3.131182884808791e-07
5.34575,3.1713927187041788e-07
5.346,3.2105264976483471e-07
5.34625,3.2486869932543209e-07
5.3465,3.2859926299815822e-07
5.34675,3.3219794921433882e-07
5.347,3.3567858011846066e-07
5.34725,3.3905377761438804e-07
5.3475,3.4228186147182487e-07
5.34775,3.4537829076945651e-07
5.348,3.4835417173211308e-07
5.34825,3.511746480059456e-07
5.3485,3.5385262749107064e-07
5.34875,3.5639859857283222e-07
5.349,3.5878103072742302e-07
5.34925,3.6101261323415271e-07
5.3495,3.6310236000027534e-07
5.34975,3.6502368776474497e-07
5.35,3.6678818564655089e-07
5.35025,3.6840373976047259e-07
5.3505,3.6985045949350195e-07
5.35075,3.7113830595280774e-07
5.351,3.7227585756670057e-07
5.35125,3.7324965131693727e-07
5.3515,3.7407148891148158e-07
5.35175,3.7475152142455684e-07
5.352,3.7528211131287654e-07
5.35225,3.7567604273922585e-07
5.3525,3.7594237434104506e-07
5.35275,3.7607981086784562e-07
5.353,3.7609839641087206e-07
5.35325,3.760076092688149e-07
5.3535,3.7581160611832497e-07
5.35375,3.7551594763385866e-07
5.354,3.7512966605256697e-07
5.35425,3.7466035689341421e-07
5.3545,3.7411398363041597e-07
5.35475,3.7349601248038535e-07
5.355,3.7281207411788572e-07
5.35525,3.7206638017089389e-07
5.3555,3.7126502581829679e-07
5.35575,3.7040766360714658e-07
5.356,3.694981834407755e-07
5.35625,3.6853990816408407e-07
5.3565,3.675322045380599e-07
5.35675,3.6647860011477083e-07
5.357,3.653714790732465e-07
5.35725,3.6421310948997876e-07
5.3575,3.6300578280848354e-07
5.35775,3.6174306907379867e-07
5.358,3.6042623236125934e-07
5.35825,3.5904366917865787e-07
5.3585,3.5759874785533401e-07
5.35875,3.5609665575581915e-07
5.359,3.5453072310560787e-07
5.35925,3.5290720889645058e-07
5.3595,3.512153743490051e-07
5.35975,3.4946563895192704e-07
5.36,3.476687786127627e-07
5.36025,3.458218307362704e-07
5.3605,3.4393604857516142e-07
5.36075,3.4200276412230201e-07
5.361,3.4003609128468267e-07
5.36125,3.3805079939795929e-07
5.3615,3.3604561767372167e-07
5.36175,3.3403492181345311e-07
5.362,3.3201439819460967e-07
5.36225,3.3000045167691285e-07
5.3625,3.2801040489739162e-07
5.36275,3.2604590448981597e-07
5.363,3.2412295676686313e-07
5.36325,3.2223870353950902e-07
5.3635,3.2041124420047661e-07
5.36375,3.1865814821048359e-07
5.364,3.1698175641718251e-07
5.36425,3.1539710289335173e-07
5.3645,3.1390083952952932e-07
5.36475,3.1250904837776105e-07
5.365,3.1123637103027565e-07
5.36525,3.1008332600521368e-07
5.3655,3.0906027303680239e-07
5.36575,3.0816470053265432e-07
5.366,3.0740712766439362e-07
5.36625,3.0679548689276786e-07
5.3665,3.0632834170627749e-07
5.36675,3.0600961679500973e-07
5.367,3.058365519816929e-07
5.36725,3.0581411276139828e-07
5.3675,3.0594551636159969e-07
5.36775,3.0622899091510766e-07
5.368,3.0666388705213703e-07
5.36825,3.0725131176277905e-07
5.3685,3.079895412794615e-07
5.36875,3.0887641194836964e-07
5.369,3.0991173773023346e-07
5.36925,3.1109121755227896e-07
5.3695,3.124085216279868e-07
5.36975,3.138618513391464e-07
5.37,3.1544830331631399e-07
5.37025,3.1716074386185371e-07
5.3705,3.1898883542869569e-07
5.37075,3.2093067955806361e-07
5.371,3.2298323572072824e-07
5.37125,3.2513695431541842e-07
5.3715,3.2737847101650165e-07
5.37175,3.2971080723549403e-07
5.372,3.3213505699070892e-07
5.37225,3.346415613318965e-07
5.3725,3.3721891303406081e-07
5.37275,3.3987307067779863e-07
5.373,3.4261200541535048e-07
5.37325,3.4542703297739235e-07
5.3735,3.4830656634293702e-07
5.37375,3.5126160930994296e-07
5.374,3.5430112075668532e-07
5.37425,3.5741443362701281e-07
5.3745,3.6058847662836489e-07
5.37475,3.6383314333862754e-07
5.375,3.6715790637805943e-07
5.37525,3.70550155451585e-07
5.3755,3.7398991856282808e-07
5.37575,3.7748450013593818e-07
5.376,3.810374208189711e-07
5.37625,3.8462862243590941e-07
5.3765,3.8823301264551931e-07
5.37675,3.9185096937010615e-07
5.377,3.9547756356301612e-07
5.37725,3.9908689489445352e-07
5.3775,4.026475083310924e-07
5.37775,4.0615389091659272e-07
5.378,4.0960400397954826e-07
5.37825,4.1296947384656085e-07
5.3785,4.1622342924166925e-07
5.37875,4.1936278368990415e-07
5.379,4.2238702308129781e-07
5.37925,4.2527443501817276e-07
5.3795,4.2799965154097371e-07
5.37975,4.3056857248756829e-07
5.38,4.3298167261630174e-07
5.38025,4.3522616395886736e-07
5.3805,4.372871287897843e-07
5.38075,4.3917193511972272e-07
5.381,4.4088655646860062e-07
5.38125,4.4242313539163072e-07
5.3815,4.4377419344715089e-07
5.38175,4.449499443554519e-07
5.382,4.4595948355579595e-07
5.38225,4.4679996162950024e-07
5.3825,4.4747213980891064e-07
5.38275,4.4798304218515578e-07
5.383,4.4833789189051891e-07
5.38325,4.4853695282940558e-07
5.3835,4.4858013508358868e-07
5.38375,4.4847034837226795e-07
5.384,4.4820792328572565e-07
5.38425,4.4779083871306377e-07
5.3845,4.472197172101947e-07
5.38475,4.4649066262225014e-07
5.385,4.4559909612886296e-07
5.38525,4.4454377415680307e-07
5.3855,4.4332572370553496e-07
5.38575,4.4193993749456886e-07
5.386,4.4038021474227632e-07
5.38625,4.386507176645283e-07
5.3865,4.3675915943375082e-07
5.38675,4.3470517349072649e-07
5.387,4.324847259735865e-07
5.38725,4.3011156312475534e-07
5.3875,4.2760455387351087e-07
5.38775,4.249655507841781e-07
5.388,4.2219878417085617e-07
5.38825,4.1932570719472163e-07
5.3885,4.1637237203735621e-07
5.38875,4.1334311561743285e-07
5.389,4.1024286430447839e-07
5.38925,4.0709817166599275e-07
5.3895,4.0393631854867108e-07
5.38975,4.007637119935361e-07
5.39,3.9758753541184325e-07
5.39025,3.9443189141800033e-07
5.3905,3.9132275263510188e-07
5.39075,3.8826438055781759e-07
5.391,3.8525983852473103e-07
5.39125,3.823303510152177e-07
5.3915,3.7949881799789791e-07
5.39175,3.767629461315028e-07
5.392,3.7412068885460947e-07
5.39225,3.7158860551360878e-07
5.3925,3.6918112293289167e-07
5.39275,3.6689309500872526e-07
5.393,3.6471827544807269e-07
5.39325,3.6266652297594786e-07
5.3935,3.6074531608829043e-07
5.39375,3.5894495005180069e-07
5.394,3.5725755145535869e-07
5.39425,3.5568591559463331e-07
5.3945,3.5423207845630786e-07
5.39475,3.5288690714623588e-07
5.395,3.5164343744805117e-07
5.39525,3.5050168774596069e-07
5.3955,3.4946260388568822e-07
5.39575,3.4851878743674167e-07
5.396,3.4766504033481994e-07
5.39625,3.4690164069275588e-07
5.3965,3.462285935033484e-07
5.39675,3.4564108757351213e-07
5.397,3.4513621561439822e-07
5.39725,3.4471443525668038e-07
5.3975,3.4437567405906434e-07
5.39775,3.4411912118769131e-07
5.398,3.4394457190415495e-07
5.39825,3.4385306948565599e-07
5.3985,3.4384718739519017e-07
5.39875,3.4392927677275335e-07
5.399,3.4410537482009881e-07
5.39925,3.4437613332216005e-07
5.3995,3.4474231315643028e-07
5.39975,3.4520908005000046e-07
5.4,3.4578206875088481e-07
5.40025,3.4645854224422676e-07
5.4005,3.4723466064134167e-07
5.40075,3.4811646377514092e-07
5.401,3.4910946542001505e-07
5.40125,3.5020641319790313e-07
5.4015,3.5139904413085765e-07
5.40175,3.5269240481055833e-07
5.402,3.5409098358610999e-07
5.40225,3.5558612252951533e-07
5.4025,3.571662855950445e-07
5.40275,3.5883720374414711e-07
5.403,3.6060638233392797e-07
5.40325,3.6246178019446974e-07
5.4035,3.6438816203055587e-07
5.40375,3.6639114661916876e-07
5.404,3.6847797801804095e-07
5.40425,3.7063121047069666e-07
5.4045,3.7283251321039975e-07
5.40475,3.7508486493661617e-07
5.405,3.773956525429363e-07
5.40525,3.7974466089141382e-07
5.4055,3.8210938480041973e-07
5.40575,3.8449436214520222e-07
5.406,3.8690201863259149e-07
5.40625,3.8931172717552683e-07
5.4065,3.9170225392635802e-07
5.40675,3.9407600297986624e-07
5.407,3.9643544685490238e-07
5.40725,3.9875891083193397e-07
5.4075,4.0102315028759645e-07
5.40775,4.0323219250092819e-07
5.408,4.0538891156696772e-07
5.40825,4.074715481514256e-07
5.4085,4.0945764026753295e-07
5.40875,4.1134873085366165e-07
5.409,4.1314844463699459e-07
5.40925,4.1483388076033585e-07
5.4095,4.1638419268744907e-07
5.40975,4.1780315892016722e-07
5.41,4.1908928466166045e-07
5.41025,4.2022623711004346e-07
5.4105,4.2120063029782673e-07
5.41075,4.2201413001161309e-07
5.411,4.2266953044248186e-07
5.41125,4.2315818428789476e-07
5.4115,4.2347581800585109e-07
5.41175,4.2362946615604338e-07
5.412,4.236249783121853e-07
5.41225,4.2346339633957587e-07
5.4125,4.2315036235530106e-07
5.41275,4.2269380885776012e-07
5.413,4.2210087403528109e-07
5.41325,4.2137870667020174e-07
5.4135,4.2053575362255622e-07
5.41375,4.1957872701291025e-07
5.414,4.1851141979016826e-07
5.41425,4.1734251316885476e-07
5.4145,4.1608109016931335e-07
5.41475,4.1472972681224633e-07
5.415,4.1328984730555035e-07
5.41525,4.1176857455309176e-07
5.4155,4.1017600557701155e-07
5.41575,4.0851068382762254e-07
5.416,4.0676802298962312e-07
5.41625,4.0495574053846128e-07
5.4165,4.0308244912672023e-07
5.41675,4.0114173118801504e-07
5.417,3.991239065502924e-07
5.41725,3.9703482896263155e-07
5.4175,3.9488426837918417e-07
5.41775,3.9266114429023779e-07
5.418,3.9035334482914865e-07
5.41825,3.879697970594082e-07
5.4185,3.8552264089429656e-07
5.41875,3.8300112176376613e-07
5.419,3.8039593195202464e-07
5.41925,3.7772132625603219e-07
5.4195,3.7499411396384677e-07
5.41975,3.7220740740274509e-07
5.42,3.6935227819429592e-07
5.42025,3.6644650852384455e-07
5.4205,3.6350963885558281e-07
5.42075,3.6053527376511526e-07
5.421,3.5751748297805715e-07
5.42125,3.5447572781593815e-07
5.4215,3.5143284066786043e-07
5.42175,3.4838370854268877e-07
5.422,3.453211430170892e-07
5.42225,3.4226729894171646e-07
5.4225,3.3924626643245403e-07
5.42275,3.3625350588295685e-07
5.423,3.3328612957404887e-07
5.42325,3.3036645261097789e-07
5.4235,3.2751862913333608e-07
5.42375,3.2473932832238347e-07
5.424,3.2202604537011468e-07
5.42425,3.1940015338518875e-07
5.4245,3.1688276229582247e-07
5.42475,3.1447142888303336e-07
5.425,3.1216277849217128e-07
5.42525,3.0997660984949703e-07
5.4255,3.0793237097292158e-07
5.42575,3.0602508902891656e-07
5.426,3.0425144259771995e-07
5.42625,3.0262634443603533e-07
5.4265,3.0116336185590185e-07
5.42675,2.998560515864708e-07
5.427,2.9869840537621782e-07
5.42725,2.9769869203396194e-07
5.4275,2.9686257357459352e-07
5.42775,2.9618014896715429e-07
5.428,2.9564229865236391e-07
5.42825,2.9524892219400443e-07
5.4285,2.9499781615247271e-07
5.42875,2.9487588394754728e-07
5.429,2.9487080370308329e-07
5.42925,2.9497639774266448e-07
5.4295,2.9518465809211587e-07
5.42975,2.9548241158209714e-07
5.43,2.9585742904477029e-07
5.43025,2.9630193008922141e-07
5.4305,2.9680772734266181e-07
5.43075,2.9736520466661068e-07
5.431,2.9796912425447904e-07
5.43125,2.9861346949661672e-07
5.4315,2.9929296815162302e-07
5.43175,3.0000500483093014e-07
5.432,3.0074974878057022e-07
5.43225,3.0152555323069878e-07
5.4325,3.0233097811459375e-07
5.43275,3.0316863988164088e-07
5.433,3.0404176509373305e-07
5.43325,3.0495093402004862e-07
5.4335,3.0589526326082736e-07
5.43375,3.0687949993354348e-07
5.434,3.0791187377621446e-07
5.43425,3.0899254327213964e-07
5.4345,3.1011865217110511e-07
5.43475,3.1129689912286093e-07
5.435,3.1253415517458338e-07
5.43525,3.1382746248052275e-07
5.4355,3.1517240886007538e-07
5.43575,3.1657342924351068e-07
5.436,3.1803514121136485e-07
5.43625,3.1954991669565083e-07
5.4365,3.2110808737573936e-07
5.43675,3.227099181027005e-07
5.437,3.2435590829070902e-07
5.43725,3.2603290974156049e-07
5.4375,3.2772626506376653e-07
5.43775,3.2943310031016819e-07
5.438,3.3114980981269475e-07
5.43825,3.3286101304820422e-07
5.4385,3.3454914584966395e-07
5.43875,3.3621026941200978e-07
5.439,3.3783916806983746e-07
5.43925,3.3941867495862071e-07
5.4395,3.4093058900848493e-07
5.43975,3.4236950837929154e-07
5.44,3.4372865228361051e-07
5.44025,3.4499091357810893e-07
5.4405,3.4613956008696402e-07
5.44075,3.4716806966594306e-07
5.441,3.4806835175499347e-07
5.44125,3.4882724657726788e-07
5.4415,3.4943409436304171e-07
5.44175,3.4988412582841542e-07
5.442,3.5017210623173586e-07
5.44225,3.5029077660270942e-07
5.4425,3.5023719836935803e-07
5.44275,3.5000785928988004e-07
5.443,3.4959809152774151e-07
5.44325,3.49008168395263e-07
5.4435,3.4824176137343966e-07
5.44375,3.4729572260576852e-07
5.444,3.4616557728741779e-07
5.44425,3.4485794531403333e-07
5.4445,3.4338073680399369e-07
5.44475,3.417330839008821e-07
5.445,3.3991265649197503e-07
5.44525,3.3793222771354038e-07
5.4455,3.3580824852026721e-07
5.44575,3.3353955050835716e-07
5.446,3.3112697229194081e-07
5.44625,3.2858812911704814e-07
5.4465,3.2594212922151782e-07
5.44675,3.2318988982519399e-07
5.447,3.2033291898291133e-07
5.44725,3.1738949441467433e-07
5.4475,3.1438093635795209e-07
5.44775,3.1130656260372037e-07
5.448,3.0816630135357602e-07
5.44825,3.0497845441976139e-07
5.4485,3.0176611328442187e-07
5.44875,2.9852537933105169e-07
5.449,2.9525424639091248e-07
5.44925,2.9196870638013484e-07
5.4495,2.8869258753246353e-07
5.44975,2.8541494643117721e-07
5.45,2.8212861042299326e-07
5.45025,2.7885055355393645e-07
5.4505,2.7559980630751758e-07
5.45075,2.7236436456730089e-07
5.451,2.6913179955018865e-07
5.45125,2.6591690792674721e-07
5.4515,2.6273374491836387e-07
5.45175,2.5956857961174283e-07
5.452,2.5640972748070678e-07
5.45225,2.5326969012098397e-07
5.4525,2.5016357501381708e-07
5.45275,2.4708112151782825e-07
5.453,2.4400954575958931e-07
5.45325,2.4096468592130186e-07
5.4535,2.3796453167795159e-07
5.45375,2.3500086333910729e-07
5.454,2.32064525230671e-07
5.45425,2.2917508057929765e-07
5.4545,2.2635506174480496e-07
5.45475,2.2360119057337745e-07
5.455,2.2090626649897011e-07
5.45525,2.1828819434535616e-07
5.4555,2.15764892219899e-07
5.45575,2.1333403781139239e-07
5.456,2.1099535314061869e-07
5.45625,2.0876563442461156e-07
5.4565,2.0666114311602132e-07
5.45675,2.0467821159715259e-07
5.457,2.0281345971358034e-07
5.45725,2.0107821396692752e-07
5.4575,1.9948382138577568e-07
5.45775,1.9802526115323585e-07
5.458,1.9670072395765324e-07
5.45825,1.9551803303800156e-07
5.4585,1.9448421550676517e-07
5.45875,1.9359576267393532e-07
5.459,1.9285004576834654e-07
5.45925,1.9225074223894604e-07
5.4595,1.9179987269640735e-07
5.45975,1.914932709871835e-07
5.46,1.9132788956443607e-07
5.46025,1.9130228471623171e-07
5.4605,1.9141290206574533e-07
5.46075,1.9165639149934603e-07
5.461,1.9202793494048461e-07
5.46125,1.9252300847127406e-07
5.4615,1.9313516456866407e-07
5.46175,1.9386110162195593e-07
5.462,1.9469952829419619e-07
5.46225,1.956441485370608e-07
5.4625,1.9668609264607418e-07
5.46275,1.9782540020551868e-07
5.463,1.9906255438101393e-07
5.46325,2.0039000380869718e-07
5.4635,2.0179693457409158e-07
5.46375,2.0328454468223538e-07
5.464,2.0485132674948456e-07
5.46425,2.0648707131319322e-07
5.4645,2.0818018733360982e-07
5.46475,2.0992760579118528e-07
5.465,2.1172512217621567e-07
5.46525,2.1355855460247379e-07
5.4655,2.1541258929228679e-07
5.46575,2.1728376066231246e-07
5.466,2.1916549326170343e-07
5.46625,2.2104175560805259e-07
5.4665,2.2289714010522965e-07
5.46675,2.2472534227732207e-07
5.467,2.2651061227966972e-07
5.46725,2.2825093132014911e-07
5.4675,2.2993045399633971e-07
5.46775,2.3153835075219219e-07
5.468,2.3306778143195086e-07
5.46825,2.3450804526416861e-07
5.4685,2.3585465043199246e-07
5.46875,2.3709849793746168e-07
5.469,2.382313439904129e-07
5.46925,2.3924832250439433e-07
5.4695,2.4014165795539896e-07
5.46975,2.409079213621261e-07
5.47,2.4154293204885784e-07
5.47025,2.4204628624964872e-07
5.4705,2.4241281352147901e-07
5.47075,2.4264022652180293e-07
5.471,2.4272443721590885e-07
5.47125,2.4266938963417955e-07
5.4715,2.4248132456361781e-07
5.47175,2.4215969699190555e-07
5.472,2.4170751471339004e-07
5.47225,2.4112421260555678e-07
5.4725,2.4042055886046805e-07
5.47275,2.396084398224617e-07
5.473,2.3868695176919436e-07
5.47325,2.3766728506122008e-07
5.4735,2.3654456688545713e-07
5.47375,2.3533512657319311e-07
5.474,2.340545351133897e-07
5.47425,2.3270009410662497e-07
5.4745,2.3128372458871789e-07
5.47475,2.2979699086741171e-07
5.475,2.2825580078908845e-07
5.47525,2.2667409111550217e-07
5.4755,2.2504623540190773e-07
5.47575,2.2337816004779365e-07
5.476,2.2165943476564274e-07
5.47625,2.1990051803391189e-07
5.4765,2.1811236601603009e-07
5.47675,2.1628556379303966e-07
5.477,2.1442555387655343e-07
5.47725,2.1250963687722485e-07
5.4775,2.1054601452560696e-07
5.47775,2.0854741561650662e-07
5.478,2.0649252041072683e-07
5.47825,2.0438871403729667e-07
5.4785,2.022111903484376e-07
5.47875,1.9997172301195377e-07
5.479,1.9768326870078898e-07
5.47925,1.9532900651134493e-07
5.4795,1.9292109644239685e-07
5.47975,1.9043909070606103e-07
5.48,1.8789842947448546e-07
5.48025,1.8531909305363557e-07
5.4805,1.8268581545751576e-07
5.48075,1.8001288255218703e-07
5.481,1.7729128523630723e-07
5.48125,1.7453885268475662e-07
5.4815,1.7177941986750579e-07
5.48175,1.6900834371717467e-07
5.482,1.6622860948091562e-07
5.48225,1.6345886165866431e-07
5.4825,1.6072255009845872e-07
5.48275,1.580173980180861e-07
5.483,1.5534077781430854e-07
5.48325,1.5271532498158335e-07
5.4835,1.5016514496425615e-07
5.48375,1.476907998446178e-07
5.484,1.4528861923395142e-07
5.48425,1.4297979114029148e-07
5.4845,1.4078361716275289e-07
5.48475,1.3869300968446918e-07
5.485,1.3670503660702127e-07
5.48525,1.3483150360282379e-07
5.4855,1.3308355885083974e-07
5.48575,1.3145036869446655e-07
5.486,1.2992387508262035e-07
5.48625,1.2850757817255941e-07
5.4865,1.2720424706235727e-07
5.48675,1.2600323140556354e-07
5.487,1.248947447914038e-07
5.48725,1.2388079909538193e-07
5.4875,1.2295992706533815e-07
5.48775,1.2212395336226056e-07
5.488,1.2136669803403415e-07
5.48825,1.2068941391943385e-07
5.4885,1.200927921449902e-07
5.48875,1.195724350635757e-07
5.489,1.1912928068708671e-07
5.48925,1.1876193967085116e-07
5.4895,1.1847439692674973e-07
5.48975,1.182681626675383e-07
5.49,1.1814546374633154e-07
5.49025,1.1810982305835612e-07
5.4905,1.1816350640583222e-07
5.49075,1.1831026341042353e-07
5.491,1.1855445650750674e-07
5.49125,1.1889730190218808e-07
5.4915,1.1933682988600167e-07
5.49175,1.198764531693477e-07
5.492,1.2051982887657564e-07
5.49225,1.2126350712490396e-07
5.4925,1.2210221534630019e-07
5.49275,1.2303850472122563e-07
5.493,1.240728022425576e-07
5.49325,1.2519839635766894e-07
5.4935,1.264052789166319e-07
5.49375,1.2769397138433419e-07
5.494,1.2906283012350396e-07
5.49425,1.3049972039604548e-07
5.4945,1.3198998922297575e-07
5.49475,1.3353227414216566e-07
5.495,1.3512402609454677e-07
5.49525,1.3675142592277343e-07
5.4955,1.383983945343709e-07
5.49575,1.4006200318037674e-07
5.496,1.4173879788873595e-07
5.49625,1.4341448974737318e-07
5.4965,1.4507254751531562e-07
5.49675,1.46711631727205e-07
5.497,1.4833112766038671e-07
5.49725,1.4991721541539633e-07
5.4975,1.5145521622115537e-07
5.49775,1.5294673228927896e-07
5.498,1.5439363203922524e-07
5.49825,1.5578422354016612e-07
5.4985,1.5710602798755118e-07
5.49875,1.5836226092797654e-07
5.499,1.5955437522625043e-07
5.49925,1.606723439241446e-07
5.4995,1.6170677536142376e-07
5.49975,1.6266107481731176e-07
5.5,1.635388234846311e-07
5.50025,1.6433420319469792e-07
5.5005,1.6504297986013568e-07
5.50075,1.6567115019860523e-07
5.501,1.662232597174457e-07
5.50125,1.6669851367496134e-07
5.5015,1.6709735652546017e-07
5.50175,1.6742491614995105e-07
5.502,1.6768514475575276e-07
5.50225,1.6787810843589164e-07
5.5025,1.6800468748422349e-07
5.50275,1.68067242484873e-07
5.503,1.6806638154949782e-07
5.50325,1.6800149522893323e-07
5.5035,1.6787209562539477e-07
5.50375,1.6767673710850015e-07
5.504,1.674121457556906e-07
5.50425,1.6707601398268694e-07
5.5045,1.6666700907198745e-07
5.50475,1.6617982778756404e-07
5.505,1.6560853764862006e-07
5.50525,1.649503428988428e-07
5.5055,1.6420408480627072e-07
5.50575,1.6336348555916119e-07
5.506,1.624219408486107e-07
5.50625,1.6137952233244576e-07
5.5065,1.602389933836558e-07
5.50675,1.5899610739921297e-07
5.507,1.5764711132558918e-07
5.50725,1.5619704533026967e-07
5.5075,1.5465400832782833e-07
5.50775,1.5301743371728818e-07
5.508,1.5128776932200435e-07
5.50825,1.4947599709003587e-07
5.5085,1.4759580253013322e-07
5.50875,1.4565006495253874e-07
5.509,1.4364154285633272e-07
5.50925,1.4158416605312474e-07
5.5095,1.3949503288792455e-07
5.50975,1.3737528291289989e-07
5.51,1.3522651877367423e-07
5.51025,1.3306212538418271e-07
5.5105,1.3089954989129666e-07
5.51075,1.287258454796182e-07
5.511,1.2655685902474758e-07
5.51125,1.2440793633883051e-07
5.5115,1.222644358503389e-07
5.51175,1.2014031982916117e-07
5.512,1.1804882004375699e-07
5.51225,1.1597737225995107e-07
5.5125,1.1393686383739345e-07
5.51275,1.1193729720535412e-07
5.513,1.0997417559478614e-07
5.51325,1.0804053135384529e-07
5.5135,1.0614510288434499e-07
5.51375,1.0429525604124566e-07
5.514,1.0248757582408352e-07
5.51425,1.0072137715033564e-07
5.5145,9.9001678577516843e-08
5.51475,9.7337245570414495e-08
5.515,9.5724684116860156e-08
5.51525,9.4164187315486645e-08
5.5155,9.2663618729959103e-08
5.51575,9.1231696883199932e-08
5.516,8.9870650179751905e-08
5.51625,8.8585271501290972e-08
5.5165,8.738490497772233e-08
5.51675,8.6279227942365874e-08
5.517,8.5272857181054096e-08
5.51725,8.437088517047679e-08
5.5175,8.3580818110682643e-08
5.51775,8.2908834140146073e-08
5.518,8.2358914275175364e-08
5.51825,8.1936435189509861e-08
5.5185,8.1644931693679527e-08
5.51875,8.148614813272191e-08
5.519,8.1463161052764668e-08
5.51925,8.1579682891879296e-08
5.5195,8.1834650007805321e-08
5.51975,8.222506655304655e-08
5.52,8.275311053033318e-08
5.52025,8.342189096269371e-08
5.5205,8.4226795457780096e-08
5.52075,8.5160754882095305e-08
5.521,8.6225051988852963e-08
5.52125,8.7421206796943037e-08
5.5215,8.8739855635751871e-08
5.52175,9.0168238993569866e-08
5.522,9.1705918870999911e-08
5.52225,9.3352236251394796e-08
5.5225,9.5093308152890157e-08
5.52275,9.691203423578817e-08
5.523,9.8807703726087139e-08
5.52325,1.0077850185146502e-07
5.5235,1.028084278148996e-07
5.52375,1.0487852940925038e-07
5.524,1.0699075587592439e-07
5.52425,1.0914623883450093e-07
5.5245,1.1133068242916284e-07
5.52475,1.1352794446377754e-07
5.525,1.1574080396456785e-07
5.52525,1.1797114924027029e-07
5.5255,1.2020644263083366e-07
5.52575,1.224323910634062e-07
5.526,1.2465297523870269e-07
5.52625,1.2687050037379658e-07
5.5265,1.2907365212837683e-07
5.52675,1.3124743392786392e-07
5.527,1.3339682637667549e-07
5.52725,1.3552494932787295e-07
5.5275,1.37620596342595e-07
5.52775,1.3967064064159662e-07
5.528,1.4168062295705412e-07
5.52825,1.4365620518353171e-07
5.5285,1.4558630846232903e-07
5.52875,1.474583964726819e-07
5.529,1.4927881586513533e-07
5.52925,1.5105251088121424e-07
5.5295,1.527698239821868e-07
5.52975,1.5442029890650239e-07
5.53,1.5601085594489226e-07
5.53025,1.5754592905270184e-07
5.5305,1.590180350863954e-07
5.53075,1.604190782499727e-07
5.531,1.6175426144969331e-07
5.53125,1.6302752905803926e-07
5.5315,1.642325004455141e-07
5.53175,1.6536182535401736e-07
5.532,1.6641995590717631e-07
5.53225,1.6740927695742057e-07
5.5325,1.6832489766814011e-07
5.53275,1.691600107437043e-07
5.533,1.6991732758082412e-07
5.53325,1.7059803504319593e-07
5.5335,1.7119614504565567e-07
5.53375,1.7170658187946222e-07
5.534,1.7212911559484161e-07
5.53425,1.7246315791624961e-07
5.5345,1.7270346158704017e-07
5.53475,1.7284588668833208e-07
5.535,1.7288958201155321e-07
5.53525,1.72832000976061e-07
5.5355,1.7267015572196991e-07
5.53575,1.7240307362614363e-07
5.536,1.7202998460771587e-07
5.53625,1.7155020489121085e-07
