Physical Time (s),enth_flux_pressure_left Monitor (W)
5.916,3.5856048361061394e-07
5.91625,3.5892160547421657e-07
5.9165,3.5938507941209273e-07
5.91675,3.5994450013608495e-07
5.917,3.6059152212010804e-07
5.91725,3.6131545876042192e-07
5.9175,3.6210531649602218e-07
5.91775,3.6294934878674577e-07
5.918,3.6383284022946189e-07
5.91825,3.6474314695964344e-07
5.9185,3.6566622158949001e-07
5.91875,3.6658594211337806e-07
5.919,3.6748856705847577e-07
5.91925,3.6835757505315882e-07
5.9195,3.691779256404366e-07
5.91975,3.6993426012817956e-07
5.92,3.7061348715066054e-07
5.92025,3.7120249867547955e-07
5.9205,3.7168869414052323e-07
5.92075,3.7206217791358911e-07
5.921,3.723133311564457e-07
5.92125,3.7243473715167759e-07
5.9215,3.7242209221620941e-07
5.92175,3.722733233277626e-07
5.922,3.7198847054197858e-07
5.92225,3.715685492537227e-07
5.9225,3.7101841672136324e-07
5.92275,3.7034321018154469e-07
5.923,3.6955166042155539e-07
5.92325,3.6865282360439208e-07
5.9235,3.6766090755441992e-07
5.92375,3.6659010243437088e-07
5.924,3.6545507658023019e-07
5.92425,3.6427209882530841e-07
5.9245,3.630580069902859e-07
5.92475,3.6183070383176937e-07
5.925,3.6060634901960822e-07
5.92525,3.593990351726377e-07
5.9255,3.5822289136942118e-07
5.92575,3.5709008576355861e-07
5.926,3.5600926690032679e-07
5.92625,3.5498884792891126e-07
5.9265,3.5403288885635253e-07
5.92675,3.5314411341173217e-07
5.927,3.5232174356701475e-07
5.92725,3.51564235444494e-07
5.9275,3.5086434319392516e-07
5.92775,3.5021704011327804e-07
5.928,3.4961389893020049e-07
5.92825,3.4904356171483822e-07
5.9285,3.4849186671602756e-07
5.92875,3.4794824484264995e-07
5.929,3.4739859491139663e-07
5.92925,3.4682710810856102e-07
5.9295,3.4622014188400061e-07
5.92975,3.4556402526311985e-07
5.93,3.4484728321912659e-07
5.93025,3.4405707187791041e-07
5.9305,3.4318321725086745e-07
5.93075,3.4221841640913139e-07
5.931,3.4115461247554103e-07
5.93125,3.3999119660448365e-07
5.9315,3.3872539296214973e-07
5.93175,3.3735904529824329e-07
5.932,3.3589683992739287e-07
5.93225,3.343438717051125e-07
5.9325,3.3270793436796783e-07
5.93275,3.3099674609457519e-07
5.933,3.2922676033340735e-07
5.93325,3.2740946045338946e-07
5.9335,3.2555749049927591e-07
5.93375,3.2368645295444806e-07
5.934,3.2181456940348642e-07
5.93425,3.1995595833740776e-07
5.9345,3.1812691995799405e-07
5.93475,3.1634402543402177e-07
5.935,3.1461931203549691e-07
5.93525,3.1296459392919943e-07
5.9355,3.1139155081670837e-07
5.93575,3.0990792433055184e-07
5.936,3.0851992341695414e-07
5.93625,3.0723132901141163e-07
5.9365,3.0604590772276336e-07
5.93675,3.0496414577979394e-07
5.937,3.0398527009880449e-07
5.93725,3.0310751994532442e-07
5.9375,3.023321250462171e-07
5.93775,3.0164006282997355e-07
5.938,3.0103256480307673e-07
5.93825,3.0050043386247045e-07
5.9385,3.0003928471144381e-07
5.93875,2.9963567532897154e-07
5.939,2.9927312804730194e-07
5.93925,2.9894679916965519e-07
5.9395,2.9864567117124276e-07
5.93975,2.9836542765210486e-07
5.94,2.9809320395627274e-07
5.94025,2.9781797165291073e-07
5.9405,2.9753621878881489e-07
5.94075,2.9724333042926226e-07
5.941,2.9693784162282726e-07
5.94125,2.9661379138504296e-07
5.9415,2.9626465205287145e-07
5.94175,2.9589064111180521e-07
5.942,2.9549151372425106e-07
5.94225,2.950710551640351e-07
5.9425,2.9462591575694241e-07
5.94275,2.941518838192918e-07
5.943,2.9365322969603641e-07
5.94325,2.9313177380462238e-07
5.9435,2.9259216846729276e-07
5.94375,2.9203248267693847e-07
5.944,2.9144826897246534e-07
5.94425,2.9084674414321303e-07
5.9445,2.9022824824941486e-07
5.94475,2.8959932759421155e-07
5.945,2.8895652610100578e-07
5.94525,2.8829790781773142e-07
5.9455,2.8762873517146287e-07
5.94575,2.8695009997252887e-07
5.946,2.8626738332795884e-07
5.94625,2.8557853704595893e-07
5.9465,2.8488186327933831e-07
5.94675,2.8418262184173235e-07
5.947,2.8348347047715625e-07
5.94725,2.8278969363024879e-07
5.9475,2.821012115376321e-07
5.94775,2.8141615910051944e-07
5.948,2.807392745203465e-07
5.94825,2.8007377039953518e-07
5.9485,2.7942498947083448e-07
5.94875,2.787925218493759e-07
5.949,2.7817604283674918e-07
5.94925,2.7758048696294797e-07
5.9495,2.7700867777127642e-07
5.94975,2.7646434859785668e-07
5.95,2.7594679117823292e-07
5.95025,2.7545319802927463e-07
5.9505,2.7498600106541974e-07
5.95075,2.7454386759470111e-07
5.951,2.7412755691391844e-07
5.95125,2.7372959455805555e-07
5.9515,2.7334937492048431e-07
5.95175,2.7298303732983411e-07
5.952,2.7262619844445809e-07
5.95225,2.7227435696533043e-07
5.9525,2.7192031525986028e-07
5.95275,2.7156137794199195e-07
5.953,2.7119087257645046e-07
5.95325,2.7080427743670326e-07
5.9535,2.7039941284127733e-07
5.95375,2.6997215833333914e-07
5.954,2.6951659326201924e-07
5.95425,2.6902793909136596e-07
5.9545,2.685027574269207e-07
5.95475,2.6793900651566307e-07
5.955,2.6733468381386541e-07
5.95525,2.6668769030029134e-07
5.9555,2.6599605627484976e-07
5.95575,2.6525738071066023e-07
5.956,2.6446955916963193e-07
5.95625,2.6363036810882192e-07
5.9565,2.6273855093472332e-07
5.95675,2.6179377132542771e-07
5.957,2.6079541830233926e-07
5.95725,2.5974552781810932e-07
5.9575,2.5864639041904037e-07
5.95775,2.575006752810822e-07
5.958,2.5631266093723085e-07
5.95825,2.5508738276153055e-07
5.9585,2.5382946837780334e-07
5.95875,2.5254441682507816e-07
5.959,2.5123654430831547e-07
5.95925,2.4991077485481416e-07
5.9595,2.4857123385839667e-07
5.95975,2.4722103164686736e-07
5.96,2.4586191794729965e-07
5.96025,2.4449611647265883e-07
5.9605,2.4312381822586192e-07
5.96075,2.4174501461524574e-07
5.961,2.4035964222985365e-07
5.96125,2.3896647403903805e-07
5.9615,2.3756447608143798e-07
5.96175,2.3615227664784712e-07
5.962,2.3472910168003278e-07
5.96225,2.332936534078819e-07
5.9625,2.3184558076508051e-07
5.96275,2.3038411804148533e-07
5.963,2.2890884708923312e-07
5.96325,2.274197752236223e-07
5.9635,2.2591699529872762e-07
5.96375,2.2440040837161463e-07
5.964,2.2287160198239619e-07
5.96425,2.2133257126148708e-07
5.9645,2.1978650977446269e-07
5.96475,2.1823715464698674e-07
5.965,2.1668855480969588e-07
5.96525,2.1514601760343963e-07
5.9655,2.1361477364161046e-07
5.96575,2.1210103267382989e-07
5.966,2.1061116371884212e-07
5.96625,2.0915166628253641e-07
5.9665,2.0772989145656963e-07
5.96675,2.0635245229987041e-07
5.967,2.0502353011114259e-07
5.96725,2.0374888785391821e-07
5.9675,2.0253211148635063e-07
5.96775,2.0137499733170136e-07
5.968,2.0027835701204371e-07
5.96825,1.9924115145066319e-07
5.9685,1.9826178393546095e-07
5.96875,1.9733579471209174e-07
5.969,1.964595156069568e-07
5.96925,1.95626975227985e-07
5.9695,1.9483260903669743e-07
5.96975,1.9407058262785966e-07
5.97,1.9333392756140089e-07
5.97025,1.9261587807368598e-07
5.9705,1.9191133497855869e-07
5.97075,1.9121451397542225e-07
5.971,1.9052038875759288e-07
5.97125,1.8982481356705031e-07
5.9715,1.8912436778892448e-07
5.97175,1.8841596221162089e-07
5.972,1.8769715899052714e-07
5.97225,1.8696648533672391e-07
5.9725,1.862229538718093e-07
5.97275,1.8546655409483915e-07
5.973,1.8469801139524113e-07
5.97325,1.83919453672595e-07
5.9735,1.8313397008900641e-07
5.97375,1.823453806303128e-07
5.974,1.8155877267099061e-07
5.97425,1.807800946041957e-07
5.9745,1.8001575341154006e-07
5.97475,1.7927285065056271e-07
5.975,1.7855930683473604e-07
5.97525,1.7788287674092429e-07
5.9755,1.7725102296298697e-07
5.97575,1.7667151731426336e-07
5.976,1.761515853242494e-07
5.97625,1.7569668569584864e-07
5.9765,1.7531211097809041e-07
5.97675,1.7500211607615834e-07
5.977,1.7476850136976168e-07
5.97725,1.7461259239599911e-07
5.9775,1.7453365255956598e-07
5.97775,1.7452947666687412e-07
5.978,1.7459606034305929e-07
5.97825,1.747273433373256e-07
5.9785,1.7491651255959921e-07
5.97875,1.7515467864252204e-07
5.979,1.754328989569011e-07
5.97925,1.7574130611182443e-07
5.9795,1.7606986251850732e-07
5.97975,1.7640877376394695e-07
5.98,1.7674794562907043e-07
5.98025,1.7707722392681221e-07
5.9805,1.7738740044349091e-07
5.98075,1.7766974961755729e-07
5.981,1.7791690542036349e-07
5.98125,1.7812199418016686e-07
5.9815,1.7827899635205571e-07
5.98175,1.7838282139866413e-07
5.982,1.7842913119180284e-07
5.98225,1.7841456471166152e-07
5.9825,1.7833666325989296e-07
5.98275,1.7819335296356384e-07
5.983,1.7798405286844117e-07
5.98325,1.7770960517114906e-07
5.9835,1.7737121189932866e-07
5.98375,1.7697238059414822e-07
5.984,1.7651558817394243e-07
5.98425,1.760049290493272e-07
5.9845,1.7544382761878849e-07
5.98475,1.748363105833476e-07
5.985,1.741859363183964e-07
5.98525,1.7349654740953358e-07
5.9855,1.727717763510719e-07
5.98575,1.7201530376614478e-07
5.986,1.7122967391521895e-07
5.98625,1.7041734503408298e-07
5.9865,1.6957962119933133e-07
5.98675,1.6871778592720885e-07
5.987,1.6783322347521794e-07
5.98725,1.6692672567650759e-07
5.9875,1.6599913270432728e-07
5.98775,1.6505242677836375e-07
5.988,1.640862990193137e-07
5.98825,1.6310069225636653e-07
5.9885,1.6209614876732636e-07
5.98875,1.6107372615500514e-07
5.989,1.6003467197836206e-07
5.98925,1.5898058705701161e-07
5.9895,1.5791239534576586e-07
5.98975,1.5683203334183682e-07
5.99,1.5574076415997465e-07
5.99025,1.5463996007221242e-07
5.9905,1.5353175473493913e-07
5.99075,1.5241772307635513e-07
5.991,1.5130028264807709e-07
5.99125,1.5018278427206606e-07
5.9915,1.4906854196325645e-07
5.99175,1.4796086769137389e-07
5.992,1.4686423702952383e-07
5.99225,1.4578240200467568e-07
5.9925,1.4471911939793464e-07
5.99275,1.4367755517332517e-07
5.993,1.426602948489745e-07
5.99325,1.4166780951363169e-07
5.9935,1.4070084063226056e-07
5.99375,1.3975861166963684e-07
5.994,1.3884136329237839e-07
5.99425,1.3794194620540006e-07
5.9945,1.3705880015552875e-07
5.99475,1.3618790979093352e-07
5.995,1.3532700569348104e-07
5.99525,1.3447130006407631e-07
5.9955,1.3361893827078914e-07
5.99575,1.3276799167026734e-07
5.996,1.3191902657122559e-07
5.99625,1.310700894830468e-07
5.9965,1.3022274275362428e-07
5.99675,1.2937742841417878e-07
5.997,1.2853625392759576e-07
5.99725,1.2770101488697683e-07
5.9975,1.2687434728182858e-07
5.99775,1.2605862871798589e-07
5.998,1.2525656950872729e-07
5.99825,1.2447215950557988e-07
5.9985,1.2370746882751547e-07
5.99875,1.2296663738631823e-07
5.999,1.2225373714012818e-07
5.99925,1.215721453329295e-07
5.9995,1.2092888178615577e-07
5.99975,1.2032690466521318e-07
6.0,1.1977037045992299e-07
6.00025,1.1926137217031649e-07
6.0005,1.1880690312009633e-07
6.00075,1.1840768653133327e-07
6.001,1.1806606014164445e-07
6.00125,1.1778289825953703e-07
6.0015,1.175572304264369e-07
6.00175,1.1739143841436131e-07
6.002,1.1728138628130697e-07
6.00225,1.1722407015585301e-07
6.0025,1.1721383877992991e-07
6.00275,1.1725191846508201e-07
6.003,1.1733325280808706e-07
6.00325,1.1745335013262586e-07
6.0035,1.1760990500788507e-07
6.00375,1.1779641360323924e-07
6.004,1.1801609127786639e-07
6.00425,1.1826371351641812e-07
6.0045,1.1853723260507393e-07
6.00475,1.1882936230355845e-07
6.005,1.1914511691861157e-07
6.00525,1.1947753470438745e-07
6.0055,1.198228786441611e-07
6.00575,1.2017337176744594e-07
6.006,1.2053381784281402e-07
6.00625,1.2089725657980946e-07
6.0065,1.212589651824786e-07
6.00675,1.2161143342557037e-07
6.007,1.2196030219340216e-07
6.00725,1.2229842743523013e-07
6.0075,1.2262245214837042e-07
6.00775,1.2292729070985529e-07
6.008,1.2321840822905323e-07
6.00825,1.2349168955132847e-07
6.0085,1.2374528169253325e-07
6.00875,1.2397568026312303e-07
6.009,1.2419109080699297e-07
6.00925,1.2438844207771054e-07
6.0095,1.245680566327091e-07
6.00975,1.247259003396333e-07
6.01,1.2486998847088424e-07
6.01025,1.2499749072441936e-07
6.0105,1.2510905467737301e-07
6.01075,1.252016877576834e-07
6.011,1.2528489911318552e-07
6.01125,1.2535703408945832e-07
6.0115,1.2541960573264548e-07
6.01175,1.25472265705949e-07
6.012,1.2552289234716615e-07
6.01225,1.2556987505469673e-07
6.0125,1.2561378925013487e-07
6.01275,1.2565052556104473e-07
6.013,1.2568606909340785e-07
6.01325,1.2571529460190833e-07
6.0135,1.2573533802824091e-07
6.01375,1.2573989507885411e-07
6.014,1.2573188404178165e-07
6.01425,1.2570614541639856e-07
6.0145,1.2565979853012151e-07
6.01475,1.2558829756460486e-07
6.015,1.2549785469383849e-07
6.01525,1.2538587951745165e-07
6.0155,1.2525370779054592e-07
6.01575,1.2510286096692318e-07
6.016,1.2493326097190844e-07
6.01625,1.2475331717422493e-07
6.0165,1.2456167474685003e-07
6.01675,1.2436032981547079e-07
6.017,1.2414774179195804e-07
6.01725,1.2393127527496605e-07
6.0175,1.2370944152927968e-07
6.01775,1.2348372271592611e-07
6.018,1.2325220341279779e-07
6.01825,1.2302099953149867e-07
6.0185,1.2278831473136594e-07
6.01875,1.2255465964773526e-07
6.019,1.2231800883841534e-07
6.01925,1.2208313975086156e-07
6.0195,1.2184848354462932e-07
6.01975,1.2161411024794891e-07
6.02,1.2137780549879523e-07
6.02025,1.2114304534691282e-07
6.0205,1.2090743261168772e-07
6.02075,1.2066929147320224e-07
6.021,1.2042619054770799e-07
6.02125,1.2017995235900829e-07
6.0215,1.1992844205091478e-07
6.02175,1.1967151661132311e-07
6.022,1.1940793313397155e-07
6.02225,1.191416511976117e-07
6.0225,1.1887319366267179e-07
6.02275,1.1860534132415314e-07
6.023,1.1834069956527341e-07
6.02325,1.18084719924654e-07
6.0235,1.1783995285739084e-07
6.02375,1.1760975538692435e-07
6.024,1.1739647087547725e-07
6.02425,1.1720503217968518e-07
6.0245,1.1703621317765082e-07
6.02475,1.1689115245054067e-07
6.025,1.1676955310908178e-07
6.02525,1.1667293723472931e-07
6.0255,1.1659878240646598e-07
6.02575,1.1654476445416938e-07
6.026,1.1650718642888486e-07
6.02625,1.1648515678089795e-07
6.0265,1.1647416064924807e-07
6.02675,1.1647165963522348e-07
6.027,1.164750722975504e-07
6.02725,1.1648154786356184e-07
6.0275,1.1649173354742288e-07
6.02775,1.1650374706127109e-07
6.028,1.1651694459073362e-07
6.02825,1.1652974539895203e-07
6.0285,1.1654660330779596e-07
6.02875,1.1656782736365365e-07
6.029,1.1659613529107346e-07
6.02925,1.1663305777100052e-07
6.0295,1.1668620827647317e-07
6.02975,1.1675804506326327e-07
6.03,1.1685297784598137e-07
6.03025,1.1697328790177454e-07
6.0305,1.1712745091437464e-07
6.03075,1.1731779784242449e-07
6.031,1.1754806695671634e-07
6.03125,1.178214420103705e-07
6.0315,1.1813801612825752e-07
6.03175,1.1850452258910792e-07
6.032,1.1891877341537594e-07
6.03225,1.1938065564501871e-07
6.0325,1.1988494908644738e-07
6.03275,1.2043494934226418e-07
6.033,1.2102395673100294e-07
6.03325,1.2164714501484214e-07
6.0335,1.2229863568094284e-07
6.03375,1.2296813385544343e-07
6.034,1.2365551010017936e-07
6.03425,1.2435060302363928e-07
6.0345,1.2504622663060316e-07
6.03475,1.2573270529782316e-07
6.035,1.2641139635269985e-07
6.03525,1.2707477567619953e-07
6.0355,1.2771995142803043e-07
6.03575,1.2834504838314624e-07
6.036,1.2894608136997809e-07
6.03625,1.2953067972275749e-07
6.0365,1.3009716665403207e-07
6.03675,1.3064919559789484e-07
6.037,1.3118747257753834e-07
6.03725,1.3172401424489622e-07
6.0375,1.322606401766373e-07
6.03775,1.3280300269508417e-07
6.038,1.3335336382847079e-07
6.03825,1.3392534879856294e-07
6.0385,1.3452197046215665e-07
6.03875,1.3514918617528542e-07
6.039,1.3580844726690802e-07
6.03925,1.3651256110272505e-07
6.0395,1.372616347754994e-07
6.03975,1.3805835330381128e-07
6.04,1.3890104295674603e-07
6.04025,1.3979861207866539e-07
6.0405,1.4074789378315647e-07
6.04075,1.4174873869002587e-07
6.041,1.427964640541953e-07
6.04125,1.4389554055444525e-07
6.0415,1.450402009087229e-07
6.04175,1.4622666407286532e-07
6.042,1.4744593517004804e-07
6.04225,1.4869998205137778e-07
6.0425,1.4997859883988954e-07
6.04275,1.5127584849620459e-07
6.043,1.5258027850240548e-07
6.04325,1.5388979313405773e-07
6.0435,1.5519297049583096e-07
6.04375,1.5648165478229745e-07
6.044,1.5774269711845353e-07
6.04425,1.5897394845788915e-07
6.0445,1.6016382116129399e-07
6.04475,1.6130348956229221e-07
6.045,1.6238231108885417e-07
6.04525,1.6339833058834702e-07
6.0455,1.6434214539810496e-07
6.04575,1.6520839416239457e-07
6.046,1.6598920639592607e-07
6.04625,1.6668551224272072e-07
6.0465,1.6729190217382315e-07
6.04675,1.6780649420469372e-07
6.047,1.6822643640512065e-07
6.04725,1.6855557248941257e-07
6.0475,1.6879330846893327e-07
6.04775,1.6894292366320238e-07
6.048,1.6900703632467053e-07
6.04825,1.6899424726340287e-07
6.0485,1.689092537531523e-07
6.04875,1.6876042692550758e-07
6.049,1.6855611422096703e-07
6.04925,1.6831111220437125e-07
6.0495,1.680359005678067e-07
6.04975,1.6773977052974643e-07
6.05,1.674315463480333e-07
6.05025,1.6712473324034377e-07
6.0505,1.6683109887669385e-07
6.05075,1.6656223954002443e-07
6.051,1.6632849223868519e-07
6.05125,1.661388158313024e-07
6.0515,1.6600128333628714e-07
6.05175,1.6591967030703564e-07
6.052,1.6589692694258445e-07
6.05225,1.6593235716979885e-07
6.0525,1.660279747850543e-07
6.05275,1.6618067524155152e-07
6.053,1.6638752651983854e-07
6.05325,1.6664268780130187e-07
6.0535,1.6694417708751123e-07
6.05375,1.6728531903289881e-07
6.054,1.6766002392754421e-07
6.05425,1.6806136196866365e-07
6.0545,1.6848620869899838e-07
6.05475,1.6892859893305638e-07
6.055,1.6938303604770955e-07
6.05525,1.6984309935674948e-07
6.0555,1.7030844113693654e-07
6.05575,1.707734088127384e-07
6.056,1.7123452843526688e-07
6.05625,1.7168724098254288e-07
6.0565,1.7213350329320447e-07
6.05675,1.7257030574947176e-07
6.057,1.7299741524893353e-07
6.05725,1.7341249313455717e-07
6.0575,1.7381998113575356e-07
6.05775,1.7422594258361628e-07
6.058,1.7463265398834092e-07
6.05825,1.7504180732476098e-07
6.0585,1.7546142590965398e-07
6.05875,1.7589941241297961e-07
6.059,1.7635852898700777e-07
6.05925,1.7684043626421359e-07
6.0595,1.7735242772828764e-07
6.05975,1.7790062745887181e-07
6.06,1.7848541214244938e-07
6.06025,1.7910586723790089e-07
6.0605,1.7976768867354096e-07
6.06075,1.8047471352094805e-07
6.061,1.8122572013646667e-07
6.06125,1.8201735047228641e-07
6.0615,1.8285451660540176e-07
6.06175,1.8374109231360158e-07
6.062,1.8467319196963441e-07
6.06225,1.8564650452764265e-07
6.0625,1.8666803939717761e-07
6.06275,1.8773237615400757e-07
6.063,1.8883699496698328e-07
6.06325,1.899735980470804e-07
6.0635,1.9114428664725958e-07
6.06375,1.9233961881707295e-07
6.064,1.9355269122676295e-07
6.06425,1.9477249058414094e-07
6.0645,1.9600035107887752e-07
6.06475,1.9722576462481005e-07
6.065,1.9844283519006031e-07
6.06525,1.9964206308411688e-07
6.0655,2.0082188230427336e-07
6.06575,2.0198118056197111e-07
6.066,2.0311617051703231e-07
6.06625,2.0422186606206317e-07
6.0665,2.0530102690609339e-07
6.06675,2.0635601107269955e-07
6.067,2.0738584409525327e-07
6.06725,2.0838884244186571e-07
6.0675,2.0937118354024633e-07
6.06775,2.1033886306505353e-07
6.068,2.1129345407570417e-07
6.06825,2.1223553125128375e-07
6.0685,2.1317681923057736e-07
6.06875,2.1411897908556231e-07
6.069,2.1506363821695913e-07
6.06925,2.1602195891467052e-07
6.0695,2.1699607257828701e-07
6.06975,2.1798976165984742e-07
6.07,2.1900373914879754e-07
6.07025,2.2004264508323577e-07
6.0705,2.2111187641061471e-07
6.07075,2.2220923015299823e-07
6.071,2.2333136137996888e-07
6.07125,2.2448016815116095e-07
6.0715,2.2565483256646582e-07
6.07175,2.2685002470912357e-07
6.072,2.2805728327603002e-07
6.07225,2.2927634166178024e-07
6.0725,2.3050179190355576e-07
6.07275,2.3172522224372211e-07
6.073,2.3293752249011227e-07
6.07325,2.3413528805297721e-07
6.0735,2.3531342127580423e-07
6.07375,2.3646484477852056e-07
6.074,2.3758078916404306e-07
6.07425,2.3866092904379126e-07
6.0745,2.3970330741665343e-07
6.07475,2.4070616994808219e-07
6.075,2.4166630919350481e-07
6.07525,2.4258723871389175e-07
6.0755,2.4347193983595507e-07
6.07575,2.4432322234673886e-07
6.076,2.4514423285659175e-07
6.07625,2.4594017687041666e-07
6.0765,2.4671699674516372e-07
6.07675,2.4747817757815281e-07
6.077,2.4822858682340967e-07
6.07725,2.4897305928569962e-07
6.0775,2.4971569150123072e-07
6.07775,2.5045918933871646e-07
6.078,2.5120707862505317e-07
6.07825,2.5196221481749572e-07
6.0785,2.5272656661710167e-07
6.07875,2.5350333661369598e-07
6.079,2.5429309691989228e-07
6.07925,2.5509770316772865e-07
6.0795,2.5591605642789904e-07
6.07975,2.5674764600853354e-07
6.08,2.5759345711689866e-07
6.08025,2.5845081470987748e-07
6.0805,2.5931585261972388e-07
6.08075,2.6018741663503781e-07
6.081,2.610606940929865e-07
6.08125,2.6193143145207627e-07
6.0815,2.6279336265648844e-07
6.08175,2.6364331226100319e-07
6.082,2.6447624245869944e-07
6.08225,2.6528683549905812e-07
6.0825,2.6606718259023945e-07
6.08275,2.6681644848765289e-07
6.083,2.6753121853077359e-07
6.08325,2.6820848186133958e-07
6.0835,2.6884358447645507e-07
6.08375,2.6943743640215544e-07
6.084,2.6998961467802565e-07
6.08425,2.7049960215181486e-07
6.0845,2.7096369185425388e-07
6.08475,2.7138540106078048e-07
6.085,2.7176614673443559e-07
6.08525,2.7210491355756769e-07
6.0855,2.7240016725822038e-07
6.08575,2.726530152218919e-07
6.086,2.7286645485160151e-07
6.08625,2.7303897575679837e-07
6.0865,2.7317116397405474e-07
6.08675,2.7326696943779261e-07
6.087,2.7333118166845587e-07
6.08725,2.7336589624437319e-07
6.0875,2.7337825778702951e-07
6.08775,2.7337723682093296e-07
6.088,2.7337464204051504e-07
6.08825,2.7338171368641268e-07
6.0885,2.7340948180470283e-07
6.08875,2.7347306171678656e-07
6.089,2.7358667409570293e-07
6.08925,2.7376433012741241e-07
6.0895,2.7401947924934191e-07
6.08975,2.7436308088780872e-07
6.09,2.7480437432009437e-07
6.09025,2.7535160684943687e-07
6.0905,2.7601097487431586e-07
6.09075,2.7678514471989494e-07
6.091,2.7767237613908743e-07
6.09125,2.7867350471496759e-07
6.0915,2.7978723710302147e-07
6.09175,2.8100794516896651e-07
6.092,2.8232646502770783e-07
6.09225,2.8374005294667325e-07
6.0925,2.852420613214338e-07
6.09275,2.868230755869337e-07
6.093,2.8846745403028573e-07
6.09325,2.9017325510876338e-07
6.0935,2.9192512634612053e-07
6.09375,2.9370789917370894e-07
6.094,2.9551606735546126e-07
6.09425,2.9733533289395364e-07
6.0945,2.9915543439748047e-07
6.09475,3.0096186318031722e-07
6.095,3.0274743113391726e-07
6.09525,3.045075952013855e-07
6.0955,3.0623330110135037e-07
6.09575,3.079127847809603e-07
6.096,3.0954928069334136e-07
6.09625,3.1113326991866394e-07
6.0965,3.1266119405664441e-07
6.09675,3.1412691738228281e-07
6.097,3.1553197958172153e-07
6.09725,3.1687169147503916e-07
6.0975,3.1814464715127657e-07
6.09775,3.1934745072207613e-07
6.098,3.2047845747550962e-07
6.09825,3.2153929576752889e-07
6.0985,3.2252892010417591e-07
6.09875,3.2344676254029416e-07
6.099,3.2429609021826082e-07
6.09925,3.2507982047636088e-07
6.0995,3.2580193549228416e-07
6.09975,3.2646566837692452e-07
6.1,3.2708081478089368e-07
6.10025,3.2765427760284966e-07
6.1005,3.2819418972049954e-07
6.10075,3.2870762386884398e-07
6.101,3.2920675407060782e-07
6.10125,3.2969925313019059e-07
6.1015,3.3019434308970809e-07
6.10175,3.306988994878132e-07
6.102,3.312226950513419e-07
6.10225,3.3177032157703734e-07
6.1025,3.3234653022777456e-07
6.10275,3.3295359877051829e-07
6.103,3.3359737042061545e-07
6.10325,3.3427803835657787e-07
6.1035,3.349964726858028e-07
6.10375,3.3575092593394085e-07
6.104,3.3654532059909639e-07
6.10425,3.3737674696807239e-07
6.1045,3.3824403900253494e-07
6.10475,3.391428730885458e-07
6.105,3.4007566212075116e-07
6.10525,3.4103799277044874e-07
6.1055,3.4202715481374323e-07
6.10575,3.4303682570926855e-07
6.106,3.4406801149442353e-07
6.10625,3.4511464145734146e-07
6.1065,3.4617122657426153e-07
6.10675,3.4723027901530215e-07
6.107,3.4829085522279008e-07
6.10725,3.4934437400148846e-07
6.1075,3.503843694352337e-07
6.10775,3.5140215161292136e-07
6.108,3.5239518579690676e-07
6.10825,3.5335538413652691e-07
6.1085,3.5427754461092167e-07
6.10875,3.5515579924313654e-07
6.109,3.5598354010074469e-07
6.10925,3.5676122291805683e-07
6.1095,3.5748452821224947e-07
6.10975,3.581510523246362e-07
6.11,3.5875745193864812e-07
6.11025,3.5930502024048366e-07
6.1105,3.5979183388070955e-07
6.11075,3.6021819491651336e-07
6.111,3.6058434684927648e-07
6.11125,3.6089061886010602e-07
6.1115,3.6113998255593404e-07
6.11175,3.6133434706104928e-07
6.112,3.6147766681263953e-07
6.11225,3.6157505863137116e-07
6.1125,3.6163251298670799e-07
6.11275,3.6165724197529509e-07
6.113,3.6165650506419239e-07
6.11325,3.6163820853944613e-07
6.1135,3.6161024113213115e-07
6.11375,3.6158005198906779e-07
6.114,3.6155448626726555e-07
6.11425,3.6153938639236143e-07
6.1145,3.6153950706621675e-07
6.11475,3.6155872859325717e-07
6.115,3.615995291648226e-07
6.11525,3.6166329114159754e-07
6.1155,3.617507845107316e-07
6.11575,3.6186220831283706e-07
6.116,3.6199702378127581e-07
6.11625,3.6215503937735525e-07
6.1165,3.6233608290472481e-07
6.11675,3.6254030215451956e-07
6.117,3.6276774302200298e-07
6.11725,3.6301833730226628e-07
6.1175,3.632915952827804e-07
6.11775,3.6358665297000272e-07
6.118,3.6390190605722163e-07
6.11825,3.6423462590072888e-07
6.1185,3.6458191886459779e-07
6.11875,3.6494030258566862e-07
6.119,3.6530567272008738e-07
6.11925,3.6567365496531928e-07
6.1195,3.6603972601969645e-07
6.11975,3.6639988793163927e-07
6.12,3.6675069275807341e-07
6.12025,3.6708939347221362e-07
6.1205,3.6741462659821297e-07
6.12075,3.6772575434822268e-07
6.121,3.680234055940386e-07
6.12125,3.6830886532355616e-07
6.1215,3.6858446423532346e-07
6.12175,3.6885294948758464e-07
6.122,3.6911790970309044e-07
6.12225,3.6938311561799996e-07
6.1225,3.6965276490120896e-07
6.12275,3.6993113534196585e-07
6.123,3.7022392809532958e-07
6.12325,3.7053723395566053e-07
6.1235,3.7087823164051121e-07
6.12375,3.712536509752074e-07
6.124,3.7167136502820616e-07
6.12425,3.7213949383334639e-07
6.1245,3.7266573798626468e-07
6.12475,3.7325672198536646e-07
6.125,3.7391776504581622e-07
6.12525,3.746528711393452e-07
