Physical Time (s),xth_left Monitor (W)
5.842,-2.2485711198526116e-16
5.84225,2.2354152733792513e-16
5.8425,-6.023425767196701e-17
5.84275,-3.9212735341064358e-16
5.843,-3.2439458645862836e-16
5.84325,6.0664545935177092e-17
5.8435,1.945489524972162e-16
5.84375,-1.2124205762331737e-16
5.844,-1.5514842515585878e-16
5.84425,-2.0981686071100302e-16
5.8445,3.6405643010985213e-16
5.84475,-2.0483157465996541e-16
5.845,4.8472360170606346e-17
5.84525,2.4276733326193357e-16
5.8455,-2.6691237676586173e-16
5.84575,2.917034100279572e-16
5.846,8.345565922596519e-18
5.84625,-2.2188433281660186e-16
5.8465,-1.556496295330817e-16
5.84675,-8.1811765624863029e-17
5.847,1.9071841157326274e-16
5.84725,1.0274834980490606e-16
5.8475,-4.6356929007164187e-16
5.84775,-1.3536687147443208e-16
5.848,2.5766320806584327e-16
5.84825,2.4200444251068189e-16
5.8485,1.190432205856451e-16
5.84875,-4.2048236893059669e-16
5.849,4.1946922846533282e-16
5.84925,9.4180144223877702e-17
5.8495,-6.6980640815851105e-17
5.84975,-1.3876203335270582e-16
5.85,2.2332349699641344e-16
5.85025,7.7035259535644417e-17
5.8505,-1.0834165170176713e-16
5.85075,-1.1885240691933192e-16
5.851,1.694967436220765e-16
5.85125,-3.1343243902631051e-16
5.8515,8.0112819006047703e-17
5.85175,-2.199398244871391e-16
5.852,3.1350064108880727e-16
5.85225,-9.4874380364747541e-17
5.8525,-2.7653919270592711e-16
5.85275,-1.2138614657238885e-16
5.853,-2.19862467929949e-17
5.85325,3.5915595152376894e-16
5.8535,-1.2960442787424125e-16
5.85375,-9.204245817188982e-17
5.854,-3.6161185925668884e-16
5.85425,-1.0602358010038597e-16
5.8545,2.5603539517018871e-16
5.85475,-5.0845775380179162e-17
5.855,-5.5182023030875104e-17
5.85525,-9.4584255658961668e-17
5.8555,1.3659325136418044e-16
5.85575,8.4006151964416593e-17
5.856,-6.4440889442235705e-17
5.85625,-2.135713520936424e-17
5.8565,4.1827918400908999e-16
5.85675,1.1694973306348951e-16
5.857,-5.7053468296791804e-16
5.85725,1.5633747781143696e-16
5.8575,1.4770819715803039e-16
5.85775,7.0255672790523195e-17
5.858,-1.3811674240805553e-17
5.85825,3.0612257202390145e-16
5.8585,3.4929007716540123e-16
5.85875,3.7388373081196464e-17
5.859,1.4670859749128829e-16
5.85925,3.4601003494243999e-17
5.8595,2.9619081905161696e-16
5.85975,-1.1906886505326516e-18
5.86,-1.0479881254505138e-16
5.86025,-7.0493416551335204e-17
5.8605,1.0511881581225974e-16
5.86075,3.0476334455864695e-16
5.861,-1.0559023549761141e-16
5.86125,-1.7630205227406232e-16
5.8615,-7.2152030397204608e-18
5.86175,1.2517402389003473e-16
5.862,-1.6773684760317511e-16
5.86225,-1.5253323977903202e-16
5.8625,-3.7402023198299483e-17
5.86275,7.0859340595137549e-17
5.863,-1.7664796323620337e-16
5.86325,-1.5589023408861133e-17
5.8635,2.282089128676303e-16
5.86375,1.4418129847644621e-16
5.864,1.7778519954089326e-16
5.86425,2.4668593587905775e-16
5.8645,-1.6316101792095862e-16
5.86475,1.0694510143631514e-16
5.865,1.5051020144007475e-16
5.86525,-2.4211810223023849e-16
5.8655,-5.3744290226699897e-16
5.86575,-6.5421232535916404e-17
5.866,-2.3138175584349968e-16
5.86625,-3.0781372327004409e-16
5.8665,-7.192685106412123e-16
5.86675,-1.1032742843176418e-16
5.867,-1.8402763700739402e-16
5.86725,4.8208972136023174e-16
5.8675,1.9347647671019264e-18
5.86775,-1.6441241694190261e-16
5.868,2.275403093032933e-17
5.86825,3.1988529278722353e-16
5.8685,1.6586760286014353e-16
5.86875,-2.7648079240066522e-16
5.869,2.0180606513851716e-16
5.86925,-3.4977900347783561e-16
5.8695,2.1616786238566197e-16
5.86975,-4.15519833169388e-16
5.87,1.2324356068608905e-17
5.87025,1.8436339812034839e-16
5.8705,1.4472816740912649e-17
5.87075,1.4861264804869372e-17
5.871,-4.5389536407972915e-16
5.87125,4.0167240365678108e-16
5.8715,-2.4032601205433863e-16
5.87175,-3.2254927514447082e-16
5.872,-5.0412241111173872e-17
5.87225,3.6976950931988257e-16
5.8725,-9.9224425612865599e-17
5.87275,-4.1543973336605675e-17
5.873,3.2864111098766741e-17
5.87325,2.3215746244998868e-17
5.8735,-6.3550155848337013e-17
5.87375,2.8693934279040559e-16
5.874,9.4278956249288044e-17
5.87425,-8.2792984943402598e-17
5.8745,-4.2003969079624284e-16
5.87475,3.5099292430427485e-16
5.875,-4.9067371896322917e-17
5.87525,1.4867971822351993e-16
5.8755,-5.883751618911584e-17
5.87575,2.8058014944367625e-16
5.876,-4.3562983917182978e-16
5.87625,-4.242179035146044e-16
5.8765,4.8745836720127172e-16
5.87675,1.2827208841069239e-16
5.877,5.2236569516083408e-16
5.87725,-1.0674204772442694e-16
5.8775,-3.3588036616109284e-16
5.87775,2.031266279861749e-16
5.878,6.5664985904432016e-17
5.87825,-1.5579062438180824e-17
5.8785,-1.4654861432072739e-16
5.87875,9.9703370462887846e-17
5.879,1.9789793846281977e-16
5.87925,1.6178891649847357e-16
5.8795,-4.8756177975605652e-17
5.87975,1.2219362891692184e-16
5.88,-3.0549657435858584e-16
5.88025,-4.0677327265233107e-16
5.8805,5.2660059159832243e-16
5.88075,1.6254377153422714e-16
5.881,-4.7370187072270715e-17
5.88125,7.9682777585334141e-17
5.8815,-8.1251455329925307e-17
5.88175,-2.0558739602591906e-16
5.882,-2.7209854842241376e-16
5.88225,-4.4733696924626356e-16
5.8825,2.9218768270845516e-16
5.88275,-1.0601413050759604e-16
5.883,-4.7818703226651142e-17
5.88325,-2.2686916167660309e-16
5.8835,9.8796562502936227e-17
5.88375,9.4125664426680822e-17
5.884,2.1657533333455352e-17
5.88425,-7.658506517542937e-17
5.8845,1.1600906059630805e-16
5.88475,-4.7179677470154028e-16
5.885,-3.381875157207993e-16
5.88525,-9.447059006962754e-18
5.8855,4.133715090105346e-20
5.88575,-2.2638088418315424e-16
5.886,4.8476707162688216e-16
5.88625,2.6564922632467222e-16
5.8865,2.4966102221085562e-16
5.88675,-4.6509235202638995e-17
5.887,-1.8389349489413322e-16
5.88725,6.2794633938674855e-18
5.8875,-2.512622932668893e-16
5.88775,-2.0997836448042979e-17
5.888,-3.1556940718011772e-16
5.88825,3.1143509071618974e-16
5.8885,4.127277100404851e-16
5.88875,7.9291351813787333e-17
5.889,-7.5496567123504789e-17
5.88925,-2.851146940422603e-16
5.8895,-6.1694481376674953e-16
5.88975,1.5396966183865691e-16
5.89,-8.4728380267195971e-17
5.89025,3.7912446160009491e-16
5.8905,-3.2433011859643754e-16
5.89075,-1.033592445612619e-16
5.891,-4.7793149015826258e-17
5.89125,-1.3065697675906465e-16
5.8915,-6.6807977482919815e-16
5.89175,1.502824010688525e-16
5.892,-2.0010034713491687e-16
5.89225,-2.9243009611314583e-16
5.8925,-3.5862584219354951e-16
5.89275,-2.58287541721733e-16
5.893,2.2925966231828004e-16
5.89325,-5.5720233835224236e-16
5.8935,-6.2461864828798589e-16
5.89375,5.3891974933026172e-17
5.894,-1.2611158651452311e-16
5.89425,-2.852655620374453e-16
5.8945,6.4258212734238746e-17
5.89475,-3.4370382622204829e-16
5.895,-5.2122802381371304e-17
5.89525,-1.7752974219303452e-16
5.8955,-2.9197620712020534e-16
5.89575,-1.343946967237438e-16
5.896,2.8601839674940216e-16
5.89625,1.9870220188719126e-16
5.8965,-4.0828114648131659e-16
5.89675,-8.0069442423783256e-17
5.897,-3.2588238929891525e-16
5.89725,2.4361091093893527e-17
5.8975,-2.0778885693651949e-16
5.89775,2.8797380556218708e-16
5.898,1.1206178742937248e-16
5.89825,1.7659284490664145e-16
5.8985,-3.786053084980154e-16
5.89875,-4.2794289805550498e-16
5.899,-4.8483481025012605e-16
5.89925,1.4371328385530092e-16
5.8995,-2.5742941110014229e-16
5.89975,-2.5756362962088329e-16
5.9,2.9253762090866847e-16
5.90025,1.1645521489771693e-16
5.9005,1.8378809650810003e-16
5.90075,3.045063238179234e-16
5.901,-5.364851853543945e-17
5.90125,5.5051406375557449e-16
5.9015,3.8667865452811827e-17
5.90175,-4.2474675524987893e-17
5.902,4.6431428937774471e-16
5.90225,-6.352084594907788e-17
5.9025,1.2363760462870774e-16
5.90275,8.4147782775739145e-17
5.903,-2.8867553052442793e-16
5.90325,-4.1951529341871877e-17
5.9035,4.4881456573618265e-17
5.90375,9.7371988899818163e-17
5.904,-2.0178376355040331e-16
5.90425,4.1737171693011909e-16
5.9045,-4.0271986231186963e-16
5.90475,-6.0423033805413416e-16
5.905,-3.5276363203217331e-16
5.90525,7.7606271516359056e-20
5.9055,-2.6851197520522117e-16
5.90575,-1.3888320131042001e-16
5.906,5.4758606760706589e-16
5.90625,-6.7579388178261421e-16
5.9065,4.5304259919446468e-18
5.90675,-7.9681883175120402e-17
5.907,-4.3243828984656714e-16
5.90725,1.8218426413438101e-16
5.9075,-1.0426294526375355e-16
5.90775,-3.7289892409250295e-16
5.908,-2.2870231077563521e-17
5.90825,-4.5457763907848524e-16
5.9085,-3.9533890882184721e-16
5.90875,-2.2894811989584837e-16
5.909,-2.5866830401039535e-17
5.90925,1.3146889956519609e-16
5.9095,-1.2232683665615193e-16
5.90975,7.8742316246556019e-17
5.91,2.9254015254000076e-16
5.91025,4.2244975121996445e-16
5.9105,4.9001387518147167e-16
5.91075,3.9370212525319435e-16
5.911,-4.1311941705343427e-17
5.91125,2.1146721716413081e-16
5.9115,-2.4829983454848189e-16
5.91175,-2.4324683333637438e-16
5.912,9.854319550310801e-17
5.91225,2.7203701974116332e-17
5.9125,3.3178512033541715e-16
5.91275,-4.87891342705955e-16
5.913,8.9342502209183241e-17
5.91325,-3.0398716011688432e-17
5.9135,-3.4136903786823641e-16
5.91375,3.5954899586865628e-16
5.914,6.3677263724372149e-16
5.91425,4.9819952238026805e-16
5.9145,-2.9650028115751329e-16
5.91475,-9.015439238644889e-17
5.915,3.5814844413214283e-17
5.91525,-2.7897878653362377e-16
5.9155,1.9670956065528311e-16
5.91575,5.5630136848764571e-16
5.916,5.9678444252265741e-17
5.91625,2.1916200395774056e-16
5.9165,-1.7358372456548158e-16
5.91675,3.6551704209157383e-16
5.917,6.4799359768014827e-16
5.91725,4.0420330769583347e-16
5.9175,-1.4070935251343439e-17
5.91775,2.0992755361268198e-16
5.918,-3.8866357515575687e-16
5.91825,2.0913076860765662e-16
5.9185,4.7386352362590935e-16
5.91875,7.9334819811560929e-16
5.919,-1.8272685482115649e-16
5.91925,4.7382163853133759e-16
5.9195,5.0721134491496283e-16
5.91975,-1.3423741397184416e-16
5.92,3.5747324782710707e-16
5.92025,5.8192802918499046e-17
5.9205,2.68362057948626e-16
5.92075,5.6766779236807397e-16
5.921,-2.5792213338400568e-16
5.92125,5.3155539408108368e-16
5.9215,1.3407722094175362e-16
5.92175,-1.380699352264094e-17
5.922,-1.7637371697333961e-17
5.92225,-7.228942164144231e-16
5.9225,4.709084723636462e-17
5.92275,-1.2038806378184597e-16
5.923,-1.0265281857247058e-16
5.92325,-5.6833003653184117e-16
5.9235,2.6564138514353148e-16
5.92375,-2.6374298982718402e-16
5.924,-1.3545550036061365e-16
5.92425,-7.8918882836663759e-17
5.9245,-3.2587474522644375e-16
5.92475,-8.7201422905445164e-17
5.925,-1.8908699173974433e-16
5.92525,1.1798912962769929e-16
5.9255,3.5409884957673287e-17
5.92575,1.3466109056742148e-17
5.926,1.3235711448464967e-16
5.92625,-3.9257937523037744e-16
5.9265,-8.0432150572394357e-17
5.92675,4.905515296642238e-17
5.927,-2.0485127533829406e-16
5.92725,-1.6181106831098186e-16
5.9275,1.6653972241766695e-16
5.92775,-6.4401797566423585e-17
5.928,-6.685247182767212e-17
5.92825,8.3379389234715729e-17
5.9285,-4.0269904281217454e-16
5.92875,3.0044572805401712e-16
5.929,-5.6085645140742612e-16
5.92925,2.0758937911072716e-19
5.9295,7.8105627064239201e-17
5.92975,-2.5913539989186082e-16
5.93,-7.8701797518229401e-16
5.93025,3.2309011421540017e-17
5.9305,6.6319998760551943e-16
5.93075,9.1284477189668168e-18
5.931,-3.1289332119098732e-16
5.93125,-1.211416733103336e-16
5.9315,-4.8858760471838213e-16
5.93175,1.8729389869880314e-16
5.932,-1.0234187219394401e-16
5.93225,-4.7279477496470081e-16
5.9325,2.3944310855137186e-16
5.93275,-1.5759877095484963e-16
5.933,-5.9264085544947376e-16
5.93325,3.5506884912575326e-16
5.9335,-3.2102152462117288e-16
5.93375,8.788828773707243e-16
5.934,-1.195902116735406e-16
5.93425,1.8816417515311341e-16
5.9345,-4.5295448677929197e-17
5.93475,4.2297049024296014e-16
5.935,-3.6477395860402842e-16
5.93525,-2.8578883896299182e-16
5.9355,-6.744117902176749e-17
5.93575,3.4806724712679726e-16
5.936,1.2004338139847063e-16
5.93625,-1.9861396377009454e-16
5.9365,-6.781963195950531e-17
5.93675,-7.4705947018672205e-18
5.937,7.4488034026792815e-16
5.93725,9.8957706829898385e-17
5.9375,8.8253031777708984e-17
5.93775,5.7916416980488686e-16
5.938,-2.6789878166624512e-16
5.93825,2.0841388038207734e-16
5.9385,3.3735616439009458e-16
5.93875,9.7712859973553566e-17
5.939,-9.2440386605054962e-18
5.93925,-4.130952344627747e-17
5.9395,-4.3067553530781258e-16
5.93975,2.8463291984015126e-17
5.94,1.2962073684679185e-16
5.94025,2.8414454656772624e-16
5.9405,-6.0988062369871581e-16
5.94075,1.2862298456998399e-16
5.941,-5.1726013803504806e-17
5.94125,-2.9200374475281569e-16
5.9415,-1.9236986430387678e-16
5.94175,-3.8120748062001775e-16
5.942,-3.6661387167430003e-16
5.94225,5.8756674141449643e-16
5.9425,-2.280470918275482e-16
5.94275,-1.2260594976077601e-17
5.943,-3.9736251980200632e-16
5.94325,-9.1474987108261954e-19
5.9435,-4.2911631648559295e-17
5.94375,-2.6937724175116307e-17
5.944,1.6965737775865222e-16
5.94425,2.002515271615885e-16
5.9445,5.7631834999405265e-16
5.94475,-1.1616051453035467e-16
5.945,-3.7157297011815026e-16
5.94525,5.5684967029928754e-16
5.9455,-1.2621183585970789e-16
5.94575,-2.6437070699173866e-16
5.946,-7.8498801903189994e-17
5.94625,-3.3614993187941117e-16
5.9465,-1.0468553920832342e-16
5.94675,1.8746113753745333e-16
5.947,4.7714381197663369e-16
5.94725,1.4763959502149985e-16
5.9475,2.0951996961479452e-16
5.94775,-2.6750329736218453e-17
5.948,1.9587078545489474e-16
5.94825,-2.6853997097793492e-16
5.9485,-4.6287096707579398e-16
5.94875,3.5989041933910386e-16
5.949,1.0679290981810137e-16
5.94925,-9.376755827237451e-16
5.9495,-4.5110094736434758e-16
5.94975,3.1957332508130861e-16
5.95,4.0800874928584652e-16
5.95025,2.0833261315002429e-16
5.9505,2.4988646327486715e-16
5.95075,2.5063180781874621e-16
5.951,-1.1606033183496836e-16
5.95125,1.8781780809619121e-16
5.9515,3.5995189429949582e-16
5.95175,-8.8485547824765921e-17
5.952,3.1796945709849269e-16
5.95225,4.1893608177798478e-17
5.9525,5.653510157177641e-17
5.95275,3.161818439258799e-16
5.953,1.0640177738538353e-16
5.95325,2.9437641788304025e-16
5.9535,-4.0833875396704775e-16
5.95375,1.0797337191483511e-16
5.954,3.5034042256680504e-16
5.95425,2.8885490565451962e-16
5.9545,2.8294586505589119e-16
5.95475,-7.7487202126354192e-16
5.955,-3.2870284955913451e-17
5.95525,1.5006550661751677e-16
5.9555,-7.6468313994616272e-17
5.95575,-6.7364237630275764e-16
5.956,1.7140934856577231e-16
5.95625,-1.4735379626542995e-16
5.9565,-9.7952242810364883e-17
5.95675,-2.2877298411097405e-16
5.957,-6.0449258444950174e-17
5.95725,-4.8744896338876427e-16
5.9575,-5.7349414870226171e-16
5.95775,-1.7887532547507093e-16
5.958,8.5154825648225206e-17
5.95825,-1.5250291148581141e-16
5.9585,1.5919024473260508e-16
5.95875,1.7578588434837372e-16
5.959,3.0255400841580127e-16
5.95925,1.973373710941215e-16
5.9595,-5.4753956673826102e-16
5.95975,-6.6183764863693646e-16
5.96,3.8614129368105954e-16
5.96025,-1.3000767845541364e-17
5.9605,-5.41820454837917e-16
5.96075,-1.6399390123563552e-16
5.961,-2.5462150529745668e-16
5.96125,-1.1026022076596448e-16
5.9615,1.4299944093906696e-16
5.96175,-2.2413224459270934e-16
5.962,1.7281753049783214e-16
5.96225,-9.9611069551808662e-17
5.9625,-7.1896870664207882e-17
5.96275,-1.0386439201133782e-17
5.963,-2.3405205613782911e-16
5.96325,8.9395003952507024e-17
5.9635,1.1969297712334868e-16
5.96375,-8.2659391472609662e-16
5.964,-1.7377806573542784e-16
5.96425,7.3003042909181336e-17
5.9645,7.2674469495352196e-17
5.96475,5.0049872337863454e-16
5.965,1.5624097378380976e-16
5.96525,3.9936482423671787e-16
5.9655,-1.4715601448767952e-16
5.96575,1.6264224320554744e-16
5.966,2.8619471489909854e-16
5.96625,2.7009310520815673e-16
5.9665,1.2503949881792423e-16
5.96675,1.4093632164258627e-16
5.967,5.8189238489940543e-17
5.96725,-5.9491080218210492e-16
5.9675,-5.4564596241803917e-16
5.96775,1.7211131446609284e-16
5.968,6.6663732321347128e-17
5.96825,6.3449121203770558e-16
5.9685,5.2192856291812038e-16
5.96875,1.4189870474180391e-16
5.969,-1.4281820095048507e-17
5.96925,7.2603750567896912e-17
5.9695,-1.6644600732488553e-16
5.96975,1.3302904090881039e-15
5.97,-1.0854698267743896e-16
5.97025,-3.5161722489027037e-16
5.9705,-2.1828023639470127e-16
5.97075,2.5761598338961695e-16
5.971,2.7987572799832645e-16
5.97125,2.7669978930254631e-16
5.9715,-5.0605115215335933e-16
5.97175,-2.8173757326690924e-16
5.972,-4.1398481473198056e-17
5.97225,4.4202492804065157e-18
5.9725,-1.9810413898614314e-16
5.97275,-1.6675731586954379e-16
5.973,1.298818875949989e-16
5.97325,-3.4763700420350678e-16
5.9735,9.6469241728982124e-17
5.97375,1.2878540993493597e-17
5.974,2.853558732020845e-16
5.97425,6.492551738268389e-16
5.9745,2.1812610977834879e-17
5.97475,4.163726679745953e-17
5.975,2.1744985253103824e-16
5.97525,3.5048764829273888e-16
5.9755,3.051510438060142e-16
5.97575,1.0083640556215937e-16
5.976,8.1882682400340302e-17
5.97625,-5.193892008463587e-16
5.9765,-1.7093551079078878e-16
5.97675,-1.7246269842224511e-16
5.977,-9.6443138948210643e-17
5.97725,5.1902174954326993e-16
5.9775,-3.7090584577017723e-16
5.97775,-7.539980152802443e-16
5.978,-8.1354993184658512e-17
5.97825,2.7272843381077397e-16
5.9785,-5.5891551939335427e-17
5.97875,-1.0545621871105737e-16
5.979,7.9881365527640699e-16
5.97925,8.0272782979783795e-16
5.9795,4.1641464862853317e-16
5.97975,2.7115339776960974e-16
5.98,3.5328964782784111e-16
5.98025,4.7417214917204954e-17
5.9805,1.1751402890243854e-16
5.98075,4.9937743075651491e-17
5.981,3.4772041428364757e-16
5.98125,-1.8228322624366312e-16
5.9815,-7.1181680238090348e-17
5.98175,4.6199916355164839e-16
5.982,-6.8874750651853659e-16
5.98225,-6.5387043344045762e-16
5.9825,-1.9226086921068183e-16
5.98275,5.4117998662146607e-16
5.983,3.6718884119677158e-16
5.98325,-5.6429083975051617e-17
5.9835,1.6907738378628213e-16
5.98375,4.8535902368926071e-16
5.984,3.7386804318085772e-16
5.98425,-4.7594774681592514e-17
5.9845,-3.5648217537732847e-16
5.98475,5.8015502185871644e-17
5.985,-1.6424904495449513e-16
5.98525,-5.9786692483737884e-16
5.9855,-4.0046786324899875e-16
5.98575,1.0317392596758665e-16
5.986,6.6656998641983988e-16
5.98625,3.2860313228139736e-16
5.9865,3.1220504473680563e-16
5.98675,4.0497674719646498e-16
5.987,8.0170884887072878e-17
5.98725,2.9014103276068237e-16
5.9875,1.9035708826650247e-16
5.98775,1.014192163919834e-16
5.988,1.131329905481669e-16
5.98825,5.1664122242446817e-16
5.9885,3.0307982519302891e-16
5.98875,3.5005073501314608e-16
5.989,-4.6426048243015397e-17
5.98925,-1.8055283832873859e-16
5.9895,3.8812309519824338e-16
5.98975,-1.0131737626682159e-16
5.99,-2.5529597976573164e-16
5.99025,2.0463170874348652e-17
5.9905,-4.7477999001568186e-17
5.99075,1.2896504068527941e-16
5.991,1.3330623872191266e-16
5.99125,-2.7553140196003867e-16
5.9915,-9.0769867003081718e-17
5.99175,1.9677655066004139e-16
5.992,-3.8223271728967519e-16
5.99225,1.8996651171201524e-16
5.9925,3.0522322237763275e-16
5.99275,4.891161281968998e-16
5.993,1.7612872950931348e-16
5.99325,5.1326772408109239e-16
5.9935,8.8630509874001366e-17
5.99375,-7.7492834705504612e-16
5.994,-4.9064429691770196e-17
5.99425,1.4297183962374983e-16
5.9945,-4.289606016675187e-16
5.99475,1.210306999482374e-16
5.995,-7.9559848364294504e-18
5.99525,1.2418026834368783e-16
5.9955,-3.7474086078740565e-17
5.99575,1.9936065723941662e-17
5.996,7.5666970678326635e-17
5.99625,8.4592386045833405e-17
5.9965,5.0895756634777925e-16
5.99675,2.211133487597443e-16
5.997,-5.509170297785862e-17
5.99725,1.2757242348352301e-16
5.9975,4.0819616709488601e-16
5.99775,9.7347382697828612e-17
5.998,-1.0470608864226701e-16
5.99825,3.3308023588540588e-17
5.9985,7.7677712595302956e-16
5.99875,-1.859512237243811e-17
5.999,-4.3754569991078867e-16
5.99925,-3.5875009326709825e-16
5.9995,2.6218982689395343e-16
5.99975,6.7759087873066598e-16
6.0,1.535683425522685e-16
6.00025,-2.0262894712780087e-17
6.0005,-2.3684468781814885e-16
6.00075,-2.2002338009582476e-16
6.001,-9.2614275343673603e-16
6.00125,-2.9155392948568762e-17
6.0015,-1.1661973461942898e-16
6.00175,5.4972160149258587e-19
6.002,-2.5111073808897846e-16
6.00225,2.1603016350711552e-16
6.0025,4.03262174752627e-17
6.00275,-2.6357335001742665e-17
6.003,-2.8817581656901559e-16
6.00325,2.8289067729573736e-16
6.0035,2.158685165125597e-17
6.00375,-1.5950712755546646e-17
6.004,2.6608242326411457e-16
6.00425,3.5112591916260984e-16
6.0045,-2.8249830049796831e-16
6.00475,-1.5704813019814302e-16
6.005,-1.8871465574381874e-16
6.00525,-1.4389508474833e-16
6.0055,5.2190202689933191e-16
6.00575,-2.3125418716098781e-16
6.006,2.3567162006477544e-16
6.00625,1.2777641260977671e-16
6.0065,-2.4053526321368224e-16
6.00675,1.5815254858100386e-17
6.007,8.8121929319808949e-17
6.00725,3.0041196271085744e-17
6.0075,3.5874877042125644e-17
6.00775,-3.1330043841524688e-16
6.008,-2.6897346386607549e-17
6.00825,-4.2391457170827431e-17
6.0085,2.2659448590723358e-18
6.00875,9.2279750685999338e-16
6.009,3.9977806754777017e-17
6.00925,-2.5408313409887848e-16
6.0095,-8.4981856779064883e-16
6.00975,-6.9903938221930192e-16
6.01,3.948547172370352e-17
6.01025,-9.5169262242769775e-16
6.0105,3.1963278514153966e-17
6.01075,-4.9523717495256456e-16
6.011,-3.850589963326791e-16
6.01125,2.0377360955345932e-16
6.0115,8.4007077515958796e-17
6.01175,2.2906285366645302e-16
6.012,4.9649420478214377e-16
6.01225,-2.7328581652705832e-16
6.0125,1.9091845929886451e-16
6.01275,2.9529900332673946e-16
6.013,-1.0996561698260407e-16
6.01325,-9.2361491032189355e-17
6.0135,-1.4077241117414656e-16
6.01375,3.4370962753242247e-16
6.014,2.6264680784009235e-16
6.01425,-2.2224721956076552e-16
6.0145,-2.2488596672140077e-16
6.01475,-1.4152571293279564e-17
6.015,-2.0255332887988417e-16
6.01525,-4.6165296757755723e-17
6.0155,5.9948200745508548e-16
6.01575,2.4502967184810119e-16
6.016,2.2421037825707827e-16
6.01625,-2.5073623372767035e-16
6.0165,-4.0628838928642723e-17
6.01675,1.2923696823715784e-16
6.017,1.5191638465101271e-16
6.01725,9.8433351356754369e-17
6.0175,2.7890935957479593e-16
6.01775,-5.9505330981909684e-17
6.018,-5.4048764624492354e-16
6.01825,4.334255067035498e-16
6.0185,3.0359970827334647e-16
6.01875,8.9070158857618038e-17
6.019,-6.6008946993706634e-17
6.01925,-9.5041964196984012e-17
6.0195,3.3215417625351819e-16
6.01975,-8.1879334703572124e-17
6.02,5.7999584776391807e-16
6.02025,3.6981145443068512e-16
6.0205,1.992066734528781e-16
6.02075,-3.8001995433639341e-17
6.021,-2.8471130907988734e-16
6.02125,4.4636105714842365e-16
6.0215,-1.8031436391460684e-16
6.02175,2.0328827119386521e-16
6.022,1.2326814071958454e-16
6.02225,-2.5338346478935679e-17
6.0225,-1.3645930319312665e-16
6.02275,-3.865007698419446e-16
6.023,-1.5144340192367817e-16
6.02325,5.5773480466985029e-16
6.0235,1.5526636524207358e-16
6.02375,-6.6613043499560075e-17
6.024,-2.6442568808288018e-17
6.02425,-3.570594389620698e-16
6.0245,1.628334405920119e-16
6.02475,2.0050955188083936e-16
6.025,4.3516759236470658e-18
6.02525,1.8903582400619273e-16
6.0255,1.2611685034505988e-16
6.02575,-2.8731421403462009e-17
6.026,2.6098347887382618e-17
6.02625,-2.9384866240709711e-16
6.0265,-9.2025168660021781e-17
6.02675,-5.7732679918338316e-17
6.027,-1.8307630549169459e-16
6.02725,1.4860368623905058e-16
6.0275,1.2265186770151835e-16
6.02775,-5.0556539807319717e-16
6.028,2.0102017714885654e-16
6.02825,2.1235054251857481e-16
6.0285,2.2660925159995466e-16
6.02875,-4.4497060870021647e-18
6.029,1.3550023819896561e-16
6.02925,-2.8071592320299053e-16
6.0295,-3.7965762474505995e-16
6.02975,-2.5628487698548747e-16
6.03,-3.1317398196961464e-16
6.03025,-7.2626313270618755e-16
6.0305,-2.658673611352697e-16
6.03075,-6.8860162807371644e-16
6.031,-3.021844402862046e-16
6.03125,1.6041629459490144e-16
6.0315,4.1163299961275873e-16
6.03175,-1.455142396899307e-16
6.032,5.3422276620364952e-16
6.03225,-7.9952581528858116e-17
6.0325,1.6337234398213253e-16
6.03275,4.1600336787320905e-16
6.033,-1.8807651108230336e-16
6.03325,3.2427218354120858e-16
6.0335,4.0087112555804833e-16
6.03375,-1.93458800952394e-16
6.034,-3.8300007256730788e-16
6.03425,2.8067037911136812e-16
6.0345,3.4056226122639762e-16
6.03475,3.2375796509091221e-17
6.035,-2.884483104907579e-16
6.03525,-7.3701520846684451e-17
6.0355,1.0636940290037242e-17
6.03575,1.7551070662928246e-16
6.036,-4.8280809441823835e-16
6.03625,9.3494631366187066e-17
6.0365,6.3863678449743658e-17
6.03675,-7.0551261127001426e-17
6.037,-2.5543920468423487e-17
6.03725,2.0712353434554098e-16
6.0375,2.2514249976296435e-16
6.03775,-2.8105542962601816e-16
6.038,-3.404817811259949e-17
6.03825,2.4295402665975708e-16
6.0385,7.4431290756105377e-17
6.03875,3.3339187205837603e-16
6.039,3.9581076136636559e-16
6.03925,9.4371695342866519e-17
6.0395,3.6451129995471736e-16
6.03975,2.4576156014196971e-16
6.04,9.8054399023215622e-17
6.04025,-2.1733408454312231e-16
6.0405,-4.4634951065029999e-16
6.04075,-2.4572776015709029e-17
6.041,-2.0496417259278219e-16
6.04125,1.2551392151883968e-16
6.0415,-1.9617088439009261e-16
6.04175,-3.6352789221933714e-16
6.042,-1.5708804909525297e-16
6.04225,7.6737186982720415e-17
6.0425,-4.7678173871576668e-17
6.04275,6.74457523614847e-16
6.043,-1.8743501216044513e-16
6.04325,-5.1046983494929468e-17
6.0435,-1.1428047413660497e-16
6.04375,5.7950956788594066e-17
6.044,-1.5161799897394164e-16
6.04425,-2.446207508976031e-16
6.0445,3.3174411386740517e-16
6.04475,5.117033565466189e-16
6.045,-2.4256023130224379e-16
6.04525,-2.2599762162872587e-16
6.0455,-9.9401441979994512e-18
