Physical Time (s),xth_left Monitor (W)
5.19475,-1.1058114066894547e-16
5.195,-4.822309129490772e-16
5.19525,-2.4805466902789923e-18
5.1955,3.981705868690736e-16
5.19575,4.1171175756712306e-17
5.196,-2.5809865738862698e-16
5.19625,-1.7996173875343825e-16
5.1965,4.0150165448503378e-16
5.19675,-1.2445635900100871e-16
5.197,2.7576315530325696e-16
5.19725,1.138010363819684e-16
5.1975,3.3726818104565311e-16
5.19775,-2.5890946016686262e-16
5.198,4.4394436528018858e-16
5.19825,2.9120717982949261e-16
5.1985,4.4216234225993646e-16
5.19875,-3.6404744787437454e-16
5.199,2.9691494998514863e-16
5.19925,-4.5324918496076074e-16
5.1995,-1.6869556026754626e-16
5.19975,4.2083060971787663e-16
5.2,9.3354892639245694e-18
5.20025,3.141374644927386e-16
5.2005,3.1683669478278751e-17
5.20075,-3.6192377427978107e-16
5.201,1.5582793929989752e-16
5.20125,1.2800009897883151e-16
5.2015,2.4774457061262526e-16
5.20175,2.7857762094224161e-16
5.202,-1.5690927604094235e-17
5.20225,-2.9678761353814955e-17
5.2025,-2.6233044651287817e-16
5.20275,-8.7391360515848272e-16
5.203,2.0691287285346024e-16
5.20325,-1.6511642148912749e-16
5.2035,-2.0214189247457316e-16
5.20375,-1.6417177653117965e-16
5.204,-2.5638480486021923e-17
5.20425,1.6839802284425535e-16
5.2045,1.627549000498807e-16
5.20475,5.4770097211303723e-16
5.205,-3.6704470023542808e-17
5.20525,2.496983597700356e-16
5.2055,1.8630858857359046e-16
5.20575,-1.4328113274691164e-16
5.206,-6.7824422175322629e-17
5.20625,1.6393238981242818e-17
5.2065,2.6845348311278539e-19
5.20675,-5.7644294971211509e-18
5.207,-3.7040401267688626e-16
5.20725,-1.8043788829533599e-17
5.2075,2.4571258265989652e-16
5.20775,-9.8127576317120449e-17
5.208,-3.1115986783576034e-17
5.20825,-6.9036128974283377e-17
5.2085,1.3187138749948959e-16
5.20875,1.237679800104341e-16
5.209,-9.0675835713056314e-17
5.20925,2.1463426100387705e-16
5.2095,-8.3763108975529477e-17
5.20975,2.0438575648804073e-16
5.21,-4.0886874152139596e-16
5.21025,2.6263964125432742e-18
5.2105,-8.6644514068545881e-17
5.21075,-2.2592390232984585e-17
5.211,2.2197581205514277e-16
5.21125,-2.2585958991127273e-16
5.2115,4.8858276678780793e-17
5.21175,-4.5399760547036395e-16
5.212,1.5936961743025539e-16
5.21225,-3.1441844592445502e-16
5.2125,4.0457851137527203e-16
5.21275,-7.2104828404284219e-16
5.213,-2.4370044852372986e-16
5.21325,-3.0502574331951636e-16
5.2135,-3.161919379700136e-16
5.21375,-3.0082096998664798e-17
5.214,3.0928685238080555e-16
5.21425,-1.0780202253536319e-16
5.2145,7.1804217861630734e-17
5.21475,-4.5505043673321329e-16
5.215,-2.8165613780113111e-18
5.21525,6.2186165897596019e-17
5.2155,4.4092863853664502e-16
5.21575,6.4760241476629825e-17
5.216,-4.7034053387076037e-16
5.21625,-3.8638279328657057e-16
5.2165,-1.0809170290292201e-16
5.21675,3.1602510560498642e-17
5.217,-2.2827342350079296e-16
5.21725,4.3027334812934049e-16
5.2175,3.1037095491424863e-16
5.21775,-1.06544851712595e-16
5.218,2.2990599063646999e-16
5.21825,-7.5756101076992274e-17
5.2185,-2.8920949545160273e-17
5.21875,-5.3416307651129837e-17
5.219,7.5307113619401007e-17
5.21925,-1.2543715737084842e-16
5.2195,-4.4600232797627401e-16
5.21975,5.0624830240615422e-17
5.22,6.1613744656511883e-16
5.22025,1.5396275825792707e-16
5.2205,-2.9292728811734588e-16
5.22075,2.2351802351326269e-16
5.221,8.8366959994088448e-18
5.22125,2.0257361123999731e-16
5.2215,1.6609311918492824e-16
5.22175,-2.6545881779994522e-16
5.222,3.9951498770905149e-17
5.22225,-2.713616707669945e-16
5.2225,2.6530429268929906e-16
5.22275,-3.0507440616011792e-16
5.223,3.1469368816440895e-16
5.22325,3.3015154195279526e-16
5.2235,-1.7253699972396134e-16
5.22375,-3.16526937140922e-16
5.224,-1.932049840749057e-16
5.22425,2.066071753570329e-17
5.2245,-2.7034273257281839e-16
5.22475,-3.5726907594322994e-17
5.225,-1.7042308312340209e-17
5.22525,2.0801645567582062e-17
5.2255,-2.4239867941107756e-16
5.22575,2.036983975078754e-16
5.226,1.022898917672664e-16
5.22625,-1.2651522127336678e-16
5.2265,-1.7098935150082879e-16
5.22675,2.6524745387686401e-16
5.227,3.0927620578560721e-17
5.22725,2.9220509897091173e-16
5.2275,-7.4686242168375914e-17
5.22775,1.8308304001123915e-17
5.228,-1.0352626499212895e-16
5.22825,-3.7079644499314734e-17
5.2285,6.7033656575636836e-17
5.22875,-2.1114102583679486e-16
5.229,2.546672919723658e-16
5.22925,1.1668971614309296e-16
5.2295,2.1083641585471222e-16
5.22975,-2.5692382708977896e-16
5.23,-7.4739360029475812e-16
5.23025,1.2337663423500126e-16
5.2305,9.0522493873343921e-17
5.23075,-9.6922590314499005e-17
5.231,-1.8967514011594184e-16
5.23125,2.8829361560753845e-16
5.2315,-8.863917447999805e-17
5.23175,5.6098829690796017e-16
5.232,-6.2214085399413991e-17
5.23225,-1.4778682512867252e-16
5.2325,2.769716600857579e-16
5.23275,5.3060160720625511e-17
5.233,1.7499888000445811e-16
5.23325,1.6030805775589464e-16
5.2335,2.8103636007263919e-16
5.23375,-6.4544120372891981e-17
5.234,2.7201645002379922e-17
5.23425,4.8589738619383051e-17
5.2345,-1.6725489798642338e-16
5.23475,-1.5439774350745514e-16
5.235,-2.0099073657853789e-17
5.23525,-3.7280343919109713e-16
5.2355,8.0489500626631925e-17
5.23575,-3.4006155542345212e-16
5.236,1.850745468943082e-16
5.23625,-3.144432121851699e-17
5.2365,-5.2174400888935499e-17
5.23675,-1.073977888165589e-16
5.237,2.5048137455911647e-16
5.23725,1.1943353662898094e-16
5.2375,-4.1864468657055607e-16
5.23775,1.3770509551950449e-16
5.238,4.1875917875226322e-17
5.23825,-6.4298328480534467e-17
5.2385,4.3869175442179579e-16
5.23875,-1.0538859283193661e-16
5.239,-8.3840504376994246e-16
5.23925,2.8085925965227423e-16
5.2395,1.5580705272713169e-16
5.23975,3.707596106779622e-17
5.24,-2.3056636829819651e-16
5.24025,-7.8548375804005468e-17
5.2405,-3.9165269825832861e-16
5.24075,-8.136758030952779e-18
5.241,1.3293510690789374e-16
5.24125,3.4493471450466202e-16
5.2415,-6.4622067440829491e-17
5.24175,-4.9165024994173721e-17
5.242,3.9462024522563887e-17
5.24225,1.8088658766316044e-16
5.2425,6.5226383641549924e-16
5.24275,1.7723714335918202e-17
5.243,-5.5272814444083858e-16
5.24325,-4.0859871040508802e-16
5.2435,2.249357292155677e-16
5.24375,-3.833684616500419e-16
5.244,-5.592372172418077e-16
5.24425,-1.8099503226528234e-16
5.2445,-4.5406860912863707e-18
5.24475,-5.7745700655602465e-17
5.245,5.6653613650839429e-17
5.24525,1.1556758475191374e-16
5.2455,-1.8905706940576937e-16
5.24575,1.2404463710423511e-16
5.246,4.046148194109158e-17
5.24625,-3.591462819005163e-16
5.2465,-3.8634743352322943e-16
5.24675,3.9507282879580443e-16
5.247,8.0243220878091659e-17
5.24725,3.4011544938249588e-16
5.2475,1.0606387770318203e-16
5.24775,2.7657481358533988e-16
5.248,-1.1625691760322566e-16
5.24825,-3.7531078938219765e-16
5.2485,1.6643413116839167e-16
5.24875,-5.0882948566421173e-16
5.249,-1.0112649004928123e-16
5.24925,-7.4518390387035345e-17
5.2495,-2.2563524630226807e-16
5.24975,4.9004090659075774e-16
5.25,-4.4152067048476721e-16
5.25025,2.5775753856172821e-16
5.2505,-1.0472956918773446e-17
5.25075,1.8822904904188744e-16
5.251,-2.6806537652821362e-16
5.25125,8.4233952529274203e-17
5.2515,-1.2232848869423659e-16
5.25175,-8.9759755269355679e-17
5.252,-3.7928518578354149e-17
5.25225,-1.5178171690319069e-16
5.2525,-6.47950354387878e-18
5.25275,2.5536882214507842e-16
5.253,-3.6208557139106351e-16
5.25325,1.9616633465169287e-16
5.2535,1.3320318723790118e-16
5.25375,8.7572609456451776e-16
5.254,2.9897249108535728e-16
5.25425,2.6379528806721143e-16
5.2545,1.9803224445901854e-16
5.25475,1.4731366138866762e-17
5.255,6.0167117470756804e-17
5.25525,-3.7799692725229352e-16
5.2555,2.3178689080157634e-16
5.25575,-2.9362550361296975e-16
5.256,3.7600292317914215e-16
5.25625,8.1832824299351863e-17
5.2565,3.8696183804334757e-17
5.25675,2.3938653225119422e-16
5.257,-2.5540030607403966e-16
5.25725,-5.4420419025301174e-16
5.2575,5.1177830966801766e-16
5.25775,-5.1652656476436219e-17
5.258,-1.5972718410709514e-16
5.25825,-2.9740220105502135e-17
5.2585,-1.5983209374942205e-16
5.25875,7.5327308028986556e-17
5.259,-1.353376664625755e-16
5.25925,5.9596734507411406e-19
5.2595,2.305510010569211e-16
5.25975,1.5493494570269568e-16
5.26,-1.8542550180249504e-16
5.26025,-1.7799201873165229e-16
5.2605,3.1856584023544848e-16
5.26075,1.1257114695979817e-16
5.261,-2.801306773600935e-16
5.26125,-1.0524677555515571e-16
5.2615,1.8542335427791457e-16
5.26175,-2.6666515232137323e-16
5.262,3.9364503178896585e-16
5.26225,1.8560842910421152e-17
5.2625,1.4970543919808103e-18
5.26275,6.5697395246244917e-18
5.263,-4.9662281304941806e-17
5.26325,-9.8639009438016519e-17
5.2635,-6.5640564953223758e-16
5.26375,1.7545693967420947e-16
5.264,-9.2579688055015169e-17
5.26425,2.8534801984062456e-16
5.2645,4.4262456244619209e-17
5.26475,-1.7071538370786249e-16
5.265,1.6775263768301483e-16
5.26525,-2.2421871218380133e-16
5.2655,-2.8368009140696265e-16
5.26575,-3.6925974404120964e-16
5.266,2.0352754931079242e-17
5.26625,2.0519219657903905e-16
5.2665,4.8085368338109471e-17
5.26675,-3.3989150620686554e-16
5.267,2.3234405387742609e-16
5.26725,1.6069418739053735e-16
5.2675,-1.6167157441916688e-16
5.26775,6.9869092428222882e-17
5.268,5.586509191924248e-17
5.26825,3.1146086357172747e-16
5.2685,7.7080716984640049e-17
5.26875,-4.170532936703031e-16
5.269,-2.6491860648865579e-16
5.26925,-7.3534830862730064e-17
5.2695,1.4611786143506197e-16
5.26975,3.7026025285676006e-16
5.27,-7.9560750922012341e-16
5.27025,-1.5421377693296126e-16
5.2705,-3.6528444168097225e-17
5.27075,-2.7551047495531524e-17
5.271,1.4822740706546314e-16
5.27125,-8.5928066242164073e-17
5.2715,4.0765720908846177e-16
5.27175,-3.9908136187106834e-16
5.272,-1.1996300452394999e-16
5.27225,-3.5759836581676226e-16
5.2725,3.9718397758785776e-16
5.27275,-1.4543257261076118e-16
5.273,7.2172165475670777e-17
5.27325,1.4906865776692341e-16
5.2735,1.3409004706474333e-16
5.27375,1.8790821850112183e-17
5.274,-4.2078010417470854e-17
5.27425,1.7686889223029729e-16
5.2745,-1.5224035108264062e-16
5.27475,2.1399205290599782e-16
5.275,1.8950578921239463e-16
5.27525,-3.6850939565516486e-16
5.2755,-2.9117681046890889e-16
5.27575,2.7708616032836023e-17
5.276,-2.332290298247454e-16
5.27625,1.8632754486316674e-16
5.2765,3.3607571768196173e-16
5.27675,-3.0215032641548471e-16
5.277,3.1801247043707387e-16
5.27725,-1.3325844335649794e-16
5.2775,-6.2668503941335948e-16
5.27775,1.6616354989040363e-16
5.278,9.1965921995139067e-17
5.27825,4.4913204574237559e-17
5.2785,-1.100047736325566e-16
5.27875,3.4993177336890507e-17
5.279,1.6202333969932212e-16
5.27925,4.1054137455114437e-16
5.2795,-1.5616216598871957e-16
5.27975,2.3417966559659832e-17
5.28,-4.9361810171294178e-17
5.28025,-2.8027446134982463e-16
5.2805,1.1893138081291371e-17
5.28075,-4.7393378978716789e-16
5.281,1.1796955141997086e-16
5.28125,3.1636967823001389e-17
5.2815,-5.2587923797701617e-17
5.28175,-1.2425327415473209e-16
5.282,-2.23838323280059e-16
5.28225,-2.1817398070444899e-16
5.2825,-1.5900407625440071e-16
5.28275,9.9508938274294103e-17
5.283,-3.563145390826433e-16
5.28325,1.6524497694625987e-17
5.2835,-2.2714469328028655e-16
5.28375,4.1799328315058376e-16
5.284,4.9301173241710628e-16
5.28425,-7.5143870228718379e-18
5.2845,1.8215287404300294e-16
5.28475,-6.7471179029767996e-16
5.285,2.7570776266159027e-16
5.28525,1.8414566963846013e-16
5.2855,-3.887758018958167e-16
5.28575,8.8909286491508674e-17
5.286,-6.7160131155785067e-16
5.28625,4.7837289948336192e-17
5.2865,4.2827783606649954e-16
5.28675,-2.2219991530734993e-16
5.287,-2.0582162312964184e-16
5.28725,-1.2403313692948617e-16
5.2875,-1.3885306548942779e-16
5.28775,-3.0390711376808431e-16
5.288,1.1265410979033526e-16
5.28825,8.9267102863721291e-17
5.2885,2.8790785599553563e-16
5.28875,-6.6380812898527421e-17
5.289,1.1073380115826544e-16
5.28925,-1.6209418473477015e-16
5.2895,-7.1731941893101946e-17
5.28975,-1.1642601847945061e-16
5.29,2.0893303147098708e-16
5.29025,-3.8740059425486145e-16
5.2905,-7.0810225385733576e-17
5.29075,-1.0421443184690633e-16
5.291,2.8164413213578802e-16
5.29125,2.1042643884147451e-16
5.2915,3.2293165029229121e-16
5.29175,-2.8721555235046528e-16
5.292,4.0105321675754452e-16
5.29225,-4.1897103649759079e-17
5.2925,-2.7894757275320845e-16
5.29275,1.9554205898582991e-16
5.293,-4.4345665302066765e-16
5.29325,4.2969414137455816e-16
5.2935,2.1501141419792637e-16
5.29375,2.2693534922546919e-16
5.294,-7.824746862710484e-16
5.29425,-9.3953933049536676e-18
5.2945,3.5989164756832203e-16
5.29475,-2.4707068189333053e-16
5.295,3.7959505077749224e-16
5.29525,4.3260863006238252e-17
5.2955,3.8555318528623383e-16
5.29575,-1.5377100328409964e-16
5.296,1.437064049595502e-16
5.29625,2.0783014189775789e-16
5.2965,-8.5229351575450298e-17
5.29675,2.4104911682711008e-16
5.297,5.4676466476812872e-16
5.29725,8.7910892346370591e-17
5.2975,3.2908706090496232e-16
5.29775,6.0744582608856854e-17
5.298,-1.1676808097772927e-16
5.29825,1.7307270410214393e-16
5.2985,6.1216689129434359e-17
5.29875,6.3653271754649084e-16
5.299,-2.1217536202642064e-16
5.29925,-8.670398344287205e-17
5.2995,-8.3951450289812236e-17
5.29975,-3.8608524327657005e-16
5.3,-3.8654128441610609e-16
5.30025,1.2151673733960022e-17
5.3005,-5.2061096851304198e-16
5.30075,5.351175939728986e-17
5.301,9.1068049029485998e-17
5.30125,-3.3451751965439344e-16
5.3015,-4.8816023273404614e-16
5.30175,1.2157018499127657e-16
5.302,-2.1524548758682042e-16
5.30225,-7.5718281449740094e-16
5.3025,4.1855565249965609e-16
5.30275,-6.5153904956683385e-17
5.303,1.1503088068924432e-16
5.30325,-7.6539582163393257e-17
5.3035,1.2137976572056703e-16
5.30375,1.2144839833264138e-16
5.304,-6.0457554890649696e-16
5.30425,2.2537494481450779e-16
5.3045,-2.0336720583425556e-16
5.30475,9.8848209907671124e-17
5.305,-3.5703434846388243e-16
5.30525,-2.2513914798660639e-17
5.3055,5.0986591622743827e-16
5.30575,3.3371864102429351e-16
5.306,4.0206872544170312e-16
5.30625,1.1559300086819968e-16
5.3065,2.4985644973318607e-16
5.30675,6.2672348117321388e-17
5.307,4.3389534202601375e-17
5.30725,-3.4613726065038391e-16
5.3075,-8.52883731672152e-17
5.30775,8.2322663910273709e-17
5.308,3.2501229270704099e-16
5.30825,2.6631715929255504e-17
5.3085,5.0713668097805391e-16
5.30875,-2.2447570199171299e-16
5.309,3.3847870034635221e-16
5.30925,4.0759745838972029e-17
5.3095,2.2331190861646382e-16
5.30975,-2.86765608997798e-16
5.31,-1.8623266526085908e-16
5.31025,-1.1583377351257055e-16
5.3105,-2.1900569445652315e-16
5.31075,-1.3056550261410793e-16
5.311,3.4586600196816306e-16
5.31125,1.0064478855113307e-16
5.3115,-2.6994190280475236e-17
5.31175,-1.558377626766099e-16
5.312,-1.015217279590511e-16
5.31225,-8.4741415888786965e-17
5.3125,2.0865890233231033e-16
5.31275,4.1114704130082032e-16
5.313,2.1440924126085148e-16
5.31325,-1.0890569205449434e-16
5.3135,-5.162614390889829e-18
5.31375,1.66339867201006e-16
5.314,-2.0174827030870347e-16
5.31425,4.2355735136084857e-17
5.3145,3.3561358573305313e-16
5.31475,2.0115183966155978e-16
5.315,-5.6547785863115575e-17
5.31525,-2.2798166860677935e-16
5.3155,-2.3322679809174846e-16
5.31575,-1.3197134916968113e-16
5.316,3.0838517802728888e-16
5.31625,1.4015247768299479e-16
5.3165,2.0029838514375231e-16
5.31675,-2.4183944440974218e-16
5.317,-4.0096003191870882e-19
5.31725,-3.6570347966499027e-16
5.3175,2.4921513403343952e-16
5.31775,-4.8834436890825473e-18
5.318,-1.5928714341779617e-16
5.31825,5.4264791273790747e-16
5.3185,3.1699234401863487e-16
5.31875,1.9992708008397923e-16
5.319,-1.179172409705325e-16
5.31925,7.8292682326173263e-17
5.3195,9.4143164810046556e-17
5.31975,-1.9130425936577735e-17
5.32,1.8286066322448084e-16
5.32025,1.3148402943487043e-17
5.3205,-1.1395155417845858e-16
5.32075,5.3799631477550038e-16
5.321,-8.6619508733087357e-17
5.32125,-5.2578249627791466e-18
5.3215,2.2270545068587537e-16
5.32175,4.9858961143064253e-17
5.322,7.6369405151846608e-17
5.32225,2.3089894055201154e-17
5.3225,-5.522668514025352e-18
5.32275,-5.966973888272718e-17
5.323,2.5518642580568047e-16
5.32325,-6.2028853861941732e-17
5.3235,-1.9475164572164496e-16
5.32375,-1.896350744748805e-16
5.324,2.2299454106832131e-16
5.32425,-2.2199962943493864e-16
5.3245,2.721852641892903e-17
5.32475,1.3258356408328481e-17
5.325,2.3503633292413958e-17
5.32525,4.2245435512739852e-16
5.3255,1.2487690368205547e-16
5.32575,2.4301703965636079e-16
5.326,-7.6613099838368672e-17
5.32625,-3.6079698788198387e-17
5.3265,-2.2244218722509615e-16
5.32675,1.4771452909461974e-16
5.327,2.52443148894888e-16
5.32725,2.8401274637437541e-16
5.3275,-4.1460736618402138e-17
5.32775,-1.0889255689855395e-16
5.328,-2.6437848549168462e-16
5.32825,2.6702648466260268e-16
5.3285,-1.5200904713163475e-16
5.32875,7.5280375104450922e-17
5.329,-1.3626063034986176e-16
5.32925,-8.6598900175210536e-17
5.3295,1.7144092655095599e-16
5.32975,-1.2374005075578093e-17
5.33,1.0338760188652644e-16
5.33025,4.9877518822084884e-16
5.3305,-2.2715009986941545e-16
5.33075,-3.9115537541826221e-16
5.331,3.711487619050918e-17
5.33125,-4.807915903905733e-16
5.3315,1.6691597644292069e-16
5.33175,-1.3903493987560587e-16
5.332,2.5927799845702259e-16
5.33225,1.1045852983771054e-16
5.3325,1.2994403681122702e-16
5.33275,1.3804559418808032e-16
5.333,2.443670514448696e-16
5.33325,3.0093156622563308e-16
5.3335,-1.7441346464078879e-16
5.33375,-3.7289847079954902e-16
5.334,-2.3672533519737207e-16
5.33425,2.9328565841615478e-16
5.3345,-3.561854515237803e-16
5.33475,-1.6451222197505355e-16
5.335,5.7019374138334458e-17
5.33525,-1.9213802961225368e-16
5.3355,1.2267801080903809e-16
5.33575,5.1717872972750909e-16
5.336,8.9881494176529802e-17
5.33625,-1.9798476338925233e-17
5.3365,2.2453946250529848e-16
5.33675,1.1250515046688115e-16
5.337,3.7638202078287295e-17
5.33725,2.9541102248193776e-16
5.3375,2.0789117217617984e-16
5.33775,1.3404989437874748e-16
5.338,-2.4955365047891244e-16
5.33825,-3.734972155348588e-16
5.3385,-1.4417908282924673e-16
5.33875,7.6629172023918315e-17
5.339,2.5604662227989707e-16
5.33925,1.481396656082397e-16
5.3395,2.3917262201781106e-16
5.33975,-2.576622644797117e-17
5.34,-4.3570774906066888e-17
5.34025,-3.0519719005326285e-17
5.3405,-3.9642682096744619e-16
5.34075,1.7475785019995794e-16
5.341,-2.126018410982067e-16
5.34125,5.744936404237768e-17
5.3415,-5.5296083716107019e-17
5.34175,9.006778513363636e-17
5.342,-6.9972292528394641e-17
5.34225,3.6167084425509991e-16
5.3425,2.3809923534571529e-16
5.34275,-1.127636203229332e-16
5.343,-1.2479914196007077e-17
5.34325,4.3181038534686302e-16
5.3435,3.9108088332938358e-16
5.34375,3.4279816261485798e-17
5.344,9.3981726686644851e-17
5.34425,-2.5144444382223406e-16
5.3445,-2.1414418217702378e-18
5.34475,-1.1753843685199028e-16
5.345,-1.3370969850227106e-16
5.34525,1.5493844729669013e-16
5.3455,-3.9771050649531431e-16
5.34575,-1.4701410841765398e-16
5.346,-4.5009198306250676e-16
5.34625,-7.0020421451209993e-17
5.3465,4.9247404356918924e-17
5.34675,3.7195712216375293e-17
5.347,8.4141533229776276e-17
5.34725,-1.6196940406316238e-16
5.3475,-1.8580464539271873e-16
5.34775,5.0750230765079396e-16
5.348,1.2411940614262163e-16
5.34825,-2.1483871217266379e-16
5.3485,1.1866472544377861e-16
5.34875,2.6109187989452074e-16
5.349,-5.7406729757610533e-16
5.34925,3.9242370368974404e-16
5.3495,-2.6742709132486036e-16
5.34975,2.8305097142520646e-16
5.35,1.8886896029646011e-16
5.35025,-4.388262520577637e-17
5.3505,1.8297753295932853e-16
5.35075,5.1959986437463202e-16
5.351,-2.6692542671319158e-16
5.35125,5.1871736329120777e-17
5.3515,-5.8452697069219405e-17
5.35175,3.0431298374026858e-16
5.352,1.1123781400877905e-16
5.35225,-3.8169394695916601e-17
5.3525,-9.3811662671131527e-17
5.35275,6.6866846739186675e-16
5.353,1.1353886959123612e-16
5.35325,2.4347826188279368e-16
5.3535,-3.6030490834761118e-16
5.35375,1.0287713887994374e-16
5.354,-4.4627997779787549e-16
5.35425,-3.9651636782961305e-16
5.3545,1.3216116489903092e-17
5.35475,-1.2042259243694013e-16
5.355,-1.7784946512628521e-16
5.35525,-1.4048903576652078e-16
5.3555,-1.1774686907499971e-16
5.35575,-1.9542357068047657e-16
5.356,-4.6892918916930635e-17
5.35625,5.8078559910084758e-17
5.3565,-1.1276331283125204e-16
5.35675,-4.1783711661592465e-16
5.357,5.2032991485739442e-17
5.35725,1.0407082335525004e-16
5.3575,-7.9745869812471363e-17
5.35775,-3.7905015606709036e-16
5.358,7.351668223956237e-17
5.35825,1.7556216811097888e-16
5.3585,-1.3565638007656411e-17
5.35875,2.4656339881971675e-16
5.359,2.1874473712190416e-16
5.35925,-5.8079144816277229e-16
5.3595,-9.6053583135393019e-17
5.35975,-2.7976042488610646e-18
5.36,7.4205733100008498e-17
5.36025,-2.8353976411991148e-16
5.3605,1.5946560578561342e-16
5.36075,2.7879069734907376e-16
5.361,-2.8380616429482163e-16
5.36125,-2.8287250896890076e-16
5.3615,8.8421950742795912e-17
5.36175,2.5871759131224619e-16
5.362,-2.5397414810021291e-16
5.36225,-2.4058143706401531e-16
5.3625,1.0919906350764169e-16
5.36275,1.4364400165801434e-16
5.363,-1.360223211926343e-16
5.36325,-3.7900652388383038e-17
5.3635,1.6890659307521352e-16
5.36375,-1.2986380149050294e-16
5.364,4.0019236603511238e-16
5.36425,1.3993094918716851e-16
5.3645,-2.0140325724642067e-16
5.36475,4.6952985393684445e-16
5.365,3.3369591965784502e-16
5.36525,5.6576187621632097e-16
5.3655,-3.8014059514555711e-16
5.36575,3.4638307859380274e-16
5.366,-4.1028674768501037e-16
5.36625,-5.3793374632521095e-16
5.3665,4.3063566120522591e-16
5.36675,-4.0628602786653053e-16
5.367,2.0501020825341151e-17
5.36725,3.725444329314674e-16
5.3675,9.9133490746811632e-17
5.36775,8.4454095137788694e-17
5.368,3.9028144226658837e-16
5.36825,1.9436711007437032e-16
5.3685,-7.0067945444828974e-17
5.36875,2.0075777254174148e-17
5.369,1.8849688456548854e-16
5.36925,-3.5490153431374749e-16
5.3695,-3.2436629119727094e-17
5.36975,5.7129041299196895e-17
5.37,2.2543238707347485e-16
5.37025,-7.2093594164861849e-17
5.3705,-9.8270698833198832e-17
5.37075,7.8189979455859437e-17
5.371,3.2385457108115477e-16
5.37125,-2.0969030600352152e-16
5.3715,-5.1192889289491345e-16
5.37175,-3.3509202275279932e-16
5.372,-1.8040254460177832e-16
5.37225,4.0000844807166304e-16
5.3725,-4.5276960862118151e-17
5.37275,-1.3954028140566947e-16
5.373,-1.9267744279846449e-16
5.37325,-9.6356368748150234e-17
5.3735,-3.0873482621897978e-17
5.37375,4.8928769359032955e-16
5.374,-3.666054251318395e-17
5.37425,-5.8274201549785614e-16
5.3745,-2.127628753583009e-16
5.37475,4.3769323964353351e-16
5.375,3.1494482990952134e-17
5.37525,-1.4518736538281298e-16
5.3755,-1.4110451709086554e-17
5.37575,1.397529007782221e-16
5.376,-1.3381525983425785e-17
5.37625,-3.3970948709244344e-16
5.3765,-1.5123698403465187e-16
5.37675,-3.2861203230390289e-16
5.377,2.0832581787128398e-16
5.37725,-3.4255253971135693e-16
5.3775,-4.3086640936053672e-16
5.37775,9.7116590337107097e-17
5.378,-1.0390377719307824e-16
5.37825,-7.7887039057675928e-17
5.3785,-1.1640093783598533e-16
5.37875,-2.560611982359875e-16
5.379,-2.5308702709800504e-16
5.37925,-1.7175577206705605e-16
5.3795,2.348339924235849e-16
5.37975,1.1968528606520222e-16
5.38,-3.3194076980072559e-16
5.38025,-6.1305954622779251e-16
5.3805,-2.7655928987075267e-16
5.38075,3.5146886865658869e-16
5.381,6.4735900115586172e-17
5.38125,-3.3529010211416345e-16
5.3815,-3.0400718016639561e-16
5.38175,4.3222881056430498e-16
5.382,1.3879410372662239e-16
5.38225,-4.0515380636964135e-16
5.3825,-8.215440601542046e-17
5.38275,2.1847020555106844e-16
5.383,-4.0978968735241123e-16
5.38325,-1.431313988255755e-16
5.3835,1.905367179191581e-16
5.38375,-1.9165663265741195e-16
5.384,1.8665673240881442e-16
5.38425,6.2783796215079024e-16
5.3845,1.568464269086693e-16
5.38475,1.2762759649682211e-16
5.385,-5.2082967200667862e-16
5.38525,-3.4955831844640753e-16
5.3855,-4.2876545494576763e-17
5.38575,-3.0776782106143411e-16
5.386,1.108769534802816e-16
5.38625,-3.9892795506512015e-17
5.3865,-2.9745509690373051e-16
5.38675,1.9237430242364701e-16
5.387,2.3052070817430974e-16
5.38725,-2.0734051365522804e-16
5.3875,-2.4596684527628051e-17
5.38775,7.2302314925873713e-17
5.388,-1.3532839832305326e-16
5.38825,-1.8855279646523657e-16
5.3885,3.7316039849239881e-16
5.38875,-5.3190417195842536e-16
5.389,6.5008880120118445e-17
5.38925,-1.4936165121955349e-16
5.3895,3.0248751698065817e-16
5.38975,-5.4506019978041158e-16
5.39,8.2524828304932616e-17
5.39025,1.2053426271126645e-16
5.3905,2.375738711765447e-16
5.39075,1.8050060723046256e-16
5.391,-7.2946226746636167e-17
5.39125,-4.5173051549896808e-17
5.3915,6.4320534302239839e-17
5.39175,3.2975399399733536e-17
5.392,-1.2627834457783163e-16
5.39225,7.4323597680893693e-17
5.3925,4.2865034347159808e-16
5.39275,-1.951476573232603e-17
5.393,-1.957755523736434e-16
5.39325,1.6151605583965687e-16
5.3935,-4.8761223190688711e-17
5.39375,2.9721129366558445e-16
5.394,-1.5859030514490909e-16
5.39425,3.8708896084764814e-16
5.3945,-2.6925450502683376e-16
5.39475,-4.6471357300867877e-16
5.395,-7.6602642398471883e-17
5.39525,4.0470007711727924e-16
5.3955,1.9179776208928612e-17
5.39575,-6.3512659448600338e-17
5.396,1.3785306583916888e-17
5.39625,2.8454339959879024e-16
5.3965,7.8490927715250411e-17
5.39675,3.6208686025254017e-16
5.397,-1.6921060788661884e-16
5.39725,-5.7615306032056844e-17
5.3975,-1.9745797593680825e-17
5.39775,-2.886496104949506e-17
5.398,-1.6695945973056306e-16
5.39825,2.9370172892397228e-16
