Physical Time (s),etp_right Monitor (W): right_cv1,etp_right Monitor (W): right_cv2,etp_right Monitor (W): right_cv3,etp_right Monitor (W): right_cv4,etp_right Monitor (W): right_cv5,etp_right Monitor (W): right_cv6,etp_right Monitor (W): right_cv7
5.02225,8.0132169255605826e-07,7.8568395451463856e-07,7.3940723276958284e-07,6.5577191121169788e-07,5.5715494044984634e-07,3.0039742793690373e-07,2.0305437711081518e-07
5.0225,8.0247717046706194e-07,7.8604723339007889e-07,7.3965242499638274e-07,6.5526157763987353e-07,5.570842315359547e-07,3.0130538829980905e-07,2.0310222202639304e-07
5.02275,8.036748892294465e-07,7.8641901318785977e-07,7.398914187394551e-07,6.5474146030290565e-07,5.5700704786697493e-07,3.0220666352634825e-07,2.0315067958456596e-07
5.023,8.0490593879604078e-07,7.867901424409976e-07,7.4010961081619665e-07,6.5419549123350228e-07,5.5691782532658953e-07,3.0311250399487545e-07,2.0319935109982579e-07
5.02325,8.0613513130620491e-07,7.8716196858328781e-07,7.403157853098237e-07,6.5362170777077081e-07,5.5681091501170981e-07,3.0404432374622483e-07,2.0324627466917247e-07
5.0235,8.0739047971753397e-07,7.8753531379198773e-07,7.4052068449445655e-07,6.5302284168695123e-07,5.5668638445687099e-07,3.0501688914039524e-07,2.0329000386918336e-07
5.02375,8.0867080792835347e-07,7.8789625401384642e-07,7.4071093264363441e-07,6.5239459747589178e-07,5.56550045887808e-07,3.0603092598410312e-07,2.0333079165783381e-07
5.024,8.0995450920815847e-07,7.8823581142389014e-07,7.4087298606664606e-07,6.5173105603390582e-07,5.5640243883059758e-07,3.0708613772729922e-07,2.0336892741938981e-07
5.02425,8.1119034920802155e-07,7.8855999098988662e-07,7.4101500263644433e-07,6.5103920209192446e-07,5.562443955999048e-07,3.0817992949327901e-07,2.0340364186959018e-07
5.0245,8.1227148530504785e-07,7.8888585869527559e-07,7.4115601021631981e-07,6.5032932320109992e-07,5.5608313338952141e-07,3.0930711278483867e-07,2.034344304475546e-07
5.02475,8.1350509418661277e-07,7.8917991754954396e-07,7.4126957517408122e-07,6.4959581316724438e-07,5.5591803013424193e-07,3.104492399997294e-07,2.0346191782095364e-07
5.025,8.1477446427864369e-07,7.894453316043394e-07,7.4135319507708079e-07,6.4883309718576187e-07,5.5574604796869959e-07,3.1158230218181824e-07,2.0348717694693543e-07
5.02525,8.1600408346430872e-07,7.8969628814232082e-07,7.4142633020963591e-07,6.480484112007207e-07,5.5556251459696616e-07,3.1269481607364287e-07,2.0350957810567761e-07
5.0255,8.1717048891629406e-07,7.8994394350113042e-07,7.4150101387244244e-07,6.4725164170907516e-07,5.553654413895476e-07,3.1378200732317358e-07,2.0352907178810594e-07
5.02575,8.1830585042531897e-07,7.9018067508172742e-07,7.415611888561097e-07,6.4644053411195472e-07,5.5515380660634963e-07,3.1483442945818785e-07,2.0354747967256984e-07
5.026,8.195211697244717e-07,7.9039900383457179e-07,7.4159731619978408e-07,6.4560943102211436e-07,5.5493044777720163e-07,3.1585276470126692e-07,2.0356593493186452e-07
5.02625,8.2078731356178738e-07,7.9061081460081439e-07,7.4162010926058737e-07,6.447635625607984e-07,5.5469885992166751e-07,3.1684444440677921e-07,2.035836383222258e-07
5.0265,8.2204438751638125e-07,7.9082042467570718e-07,7.4163910262183811e-07,6.4391326237003876e-07,5.5446022815201317e-07,3.1781718761327317e-07,2.0359955944241948e-07
5.02675,8.2334515940332229e-07,7.9101700476243181e-07,7.4164161901387611e-07,6.4305513296211964e-07,5.5421318779393426e-07,3.1877297960509868e-07,2.0361393388351893e-07
5.027,8.2470833121361246e-07,7.9119324843257624e-07,7.4161607578053355e-07,6.4218167375665123e-07,5.5396133453799153e-07,3.1970910927076985e-07,2.0362687352792288e-07
5.02725,8.2614407067096773e-07,7.9136284084081524e-07,7.4157471382100615e-07,6.4129738408274066e-07,5.537192527266802e-07,3.206287119328374e-07,2.0363666895685725e-07
5.0275,8.2762956394020086e-07,7.9153055122381642e-07,7.4152383263209481e-07,6.404041544876253e-07,5.534859048632696e-07,3.215354449584929e-07,2.0364167781933159e-07
5.02775,8.2921071224543218e-07,7.9168155721140258e-07,7.4144330531094873e-07,6.3949017265678078e-07,5.5324324522420275e-07,3.2243039300396385e-07,2.0364222776801501e-07
5.028,8.3088167046898855e-07,7.9180596866129909e-07,7.413189452258984e-07,6.3854653987069794e-07,5.5297271285744473e-07,3.2331436269909329e-07,2.0363887929746217e-07
5.02825,8.3256917009152715e-07,7.9191513682391937e-07,7.4116551551172431e-07,6.3758138080717121e-07,5.5266874510739863e-07,3.2419205880652957e-07,2.0363078219245323e-07
5.0285,8.3426663831638915e-07,7.9201038023277721e-07,7.4099934988362302e-07,6.3660505279422942e-07,5.5233157086810242e-07,3.2506893819454965e-07,2.0361758707350679e-07
5.02875,8.3608811771907974e-07,7.9207798916373114e-07,7.4080573729138931e-07,6.3561191502299951e-07,5.5196107538089971e-07,3.259410881319709e-07,2.0360082186683886e-07
5.029,8.379722711039741e-07,7.9211853186328486e-07,7.4057193117662139e-07,6.3459688483763083e-07,5.5156173138597569e-07,3.2680515536267156e-07,2.035819894764732e-07
5.02925,8.3984713290761864e-07,7.9214116672214074e-07,7.4031151469365431e-07,6.3357054982436154e-07,5.5114088876717806e-07,3.2766339252002056e-07,2.0356091590166164e-07
5.0295,8.4169752339103704e-07,7.9215085258557243e-07,7.4003699487751666e-07,6.3254176821919559e-07,5.5070394116173901e-07,3.28516877811364e-07,2.0353750827631273e-07
5.02975,8.4360916357422667e-07,7.921333741597691e-07,7.3973024273795067e-07,6.314990246784093e-07,5.5025470137518451e-07,3.2936129435618272e-07,2.0351321411148808e-07
5.03,8.4557446438190578e-07,7.9207747546706226e-07,7.3937210868729323e-07,6.304323427045919e-07,5.497979060916616e-07,3.3018912405701444e-07,2.0348979509496833e-07
5.03025,8.4754167827859997e-07,7.919956307929802e-07,7.3897648594028902e-07,6.2934979092544346e-07,5.4933893174715416e-07,3.3099984227981542e-07,2.0346706486327226e-07
5.0305,8.4946708134497089e-07,7.9189463343693168e-07,7.3856039143993579e-07,6.2826061071612827e-07,5.4887994219562155e-07,3.3179569832799763e-07,2.034447521945361e-07
5.03075,8.5138392887120097e-07,7.9176453935806263e-07,7.3811347965547333e-07,6.2715977962695929e-07,5.484185920462334e-07,3.325746450283425e-07,2.0342438039079679e-07
5.031,8.5326892369819642e-07,7.9160137653875571e-07,7.3762224711107869e-07,6.2604268666151226e-07,5.4794565596856989e-07,3.3333518611816665e-07,2.0340706608108934e-07
5.03125,8.5516799822121837e-07,7.9142250309165527e-07,7.3710228401471416e-07,6.2492158148786131e-07,5.4745606254452817e-07,3.3408300462243854e-07,2.0339155054698458e-07
5.0315,8.5700862178260979e-07,7.9123972758896027e-07,7.365638638103244e-07,6.2380788053107035e-07,5.4694601954396739e-07,3.3482153966875432e-07,2.0337670835359502e-07
5.03175,8.5880119372195585e-07,7.9103833924488207e-07,7.3598979852727194e-07,6.2268969577689394e-07,5.4641351155661061e-07,3.3554687170828333e-07,2.0336315782854768e-07
5.032,8.6054233463641767e-07,7.908068099744745e-07,7.353574716359648e-07,6.2155029873872478e-07,5.458600580801274e-07,3.3625495014745474e-07,2.0335184314515677e-07
5.03225,8.6224503632265896e-07,7.9056153848894069e-07,7.3468055209729868e-07,6.2039334797226098e-07,5.4529452890245224e-07,3.3694958203028183e-07,2.0334159586110032e-07
5.0325,8.6391306407005773e-07,7.9030978748138376e-07,7.3397760706937662e-07,6.1922414131187133e-07,5.4472415522082436e-07,3.3763173972289846e-07,2.0333083366216251e-07
5.03275,8.6556827551081257e-07,7.9003643824235274e-07,7.3323317996809481e-07,6.1803064020880985e-07,5.4414727277167059e-07,3.3829628320567799e-07,2.0331998036848972e-07
5.033,8.6719220630787533e-07,7.8973327850967343e-07,7.3243082040713577e-07,6.1680242722740175e-07,5.4356012105965065e-07,3.3894141867035151e-07,2.0330975842754002e-07
5.03325,8.6875026839769707e-07,7.8941712410665784e-07,7.3158553632740053e-07,6.155493998782707e-07,5.4296171061623102e-07,3.3957467799474638e-07,2.0329841511144621e-07
5.0335,8.7027381453345324e-07,7.8909773869407801e-07,7.3071006592751403e-07,6.1428651031834132e-07,5.42351104025619e-07,3.4020072468339134e-07,2.032841438087011e-07
5.03375,8.7183533287166097e-07,7.8875630118713854e-07,7.2978623275344186e-07,6.130084222704726e-07,5.4172366978362346e-07,3.4081660801037254e-07,2.0326779467671602e-07
5.034,8.7336418917132256e-07,7.8838715625425816e-07,7.2879372919440637e-07,6.11706257367183e-07,5.4107351987274587e-07,3.414205561218935e-07,2.0325050593717168e-07
5.03425,8.7481499322933686e-07,7.8800935999469756e-07,7.2774557911917139e-07,6.103892944388676e-07,5.4039793219899478e-07,3.420168795482976e-07,2.0323085697791437e-07
5.0345,8.7623203429147433e-07,7.8763692732273131e-07,7.2665875795012021e-07,6.0906443407282955e-07,5.3969749582732579e-07,3.426116844714752e-07,2.0320726429318302e-07
5.03475,8.7767046482207659e-07,7.8724865670652475e-07,7.2552054337234696e-07,6.0771704137827655e-07,5.3897311087253088e-07,3.432054009213701e-07,2.0318057425867138e-07
5.035,8.7910786973383e-07,7.8682267868481822e-07,7.2431861126237466e-07,6.0633413366628444e-07,5.3822756754362335e-07,3.4379717448607453e-07,2.0315193377016599e-07
5.03525,8.8052020500519051e-07,7.8637486997052305e-07,7.2307322564382495e-07,6.0492747988523304e-07,5.3746545402233105e-07,3.443929561492399e-07,2.0311981966871717e-07
5.0355,8.8194577237376133e-07,7.85917362648163e-07,7.2180697830917224e-07,6.0350942929639327e-07,5.3669067122942123e-07,3.4498906216785054e-07,2.0308272810114271e-07
5.03575,8.833640968095929e-07,7.8544108961755563e-07,7.2050303347353484e-07,6.0206745119876815e-07,5.3590016599927515e-07,3.4557016741200134e-07,2.0304207732493318e-07
5.036,8.8480892292673605e-07,7.8493912653171312e-07,7.1914308482605113e-07,6.0059264299325795e-07,5.3509022655945709e-07,3.4612616207906813e-07,2.0299893082893457e-07
5.03625,8.8626333824540946e-07,7.8443185028791177e-07,7.1774531255627234e-07,5.9910131980019735e-07,5.3425916944852546e-07,3.4665950305891512e-07,2.0295190798540394e-07
5.0365,8.8771235390319378e-07,7.8393121617070623e-07,7.1632557114447591e-07,5.9760841538210062e-07,5.3340872488960571e-07,3.4717184119789052e-07,2.0289983536326091e-07
5.03675,8.8914364445692072e-07,7.8341298887770802e-07,7.1486238691280162e-07,5.9610401680971655e-07,5.3253697676517893e-07,3.4765857820399386e-07,2.028443545067954e-07
5.037,8.9055579553991293e-07,7.8286090845769618e-07,7.1333652025647653e-07,5.9457688045890041e-07,5.316437236122492e-07,3.4811898302488957e-07,2.0278702461944494e-07
5.03725,8.9198204504163535e-07,7.8228607239590753e-07,7.1176767920578017e-07,5.9303837684555726e-07,5.3073223658554646e-07,3.4855990425406337e-07,2.0272699398418996e-07
5.0375,8.934592575942075e-07,7.8169890326246481e-07,7.1017481709006132e-07,5.9149889926853094e-07,5.298050381462079e-07,3.489855241059144e-07,2.0266331517681823e-07
5.03775,8.9494956323490437e-07,7.8108349234107208e-07,7.0853810644030332e-07,5.8994440915271719e-07,5.2886112051087122e-07,3.493915138193407e-07,2.0259726652581668e-07
5.038,8.9641308904432158e-07,7.8042489621706455e-07,7.068361638059338e-07,5.8836006823856973e-07,5.2789728879686061e-07,3.4977181387184461e-07,2.0253062642241056e-07
5.03825,8.9785560926260089e-07,7.7973453476653564e-07,7.0509084660040487e-07,5.8676043562624596e-07,5.2691631233412874e-07,3.5012801587209122e-07,2.0246282828357299e-07
5.0385,8.9942580467913252e-07,7.7901766391511268e-07,7.0332117077107012e-07,5.8515818668006313e-07,5.259204396838774e-07,3.504629411718308e-07,2.023937881279132e-07
5.03875,9.0104380678766569e-07,7.7825888217439863e-07,7.0150502363135558e-07,5.8353910320286362e-07,5.2490450155147421e-07,3.5077245181501961e-07,2.0232530118361492e-07
5.039,9.0262363111522412e-07,7.7744431295362429e-07,6.9962157440091388e-07,5.8188717715394068e-07,5.2386553413474271e-07,3.510530580945467e-07,2.0225898599383036e-07
5.03925,9.0417867954076914e-07,7.7659345906635952e-07,6.9769251877541247e-07,5.8021606998954309e-07,5.2281033978036131e-07,3.513031474178015e-07,2.0219373263698508e-07
5.0395,9.0579327960119047e-07,7.7571769866433734e-07,6.957367307789063e-07,5.7853951462879007e-07,5.2174631006546938e-07,3.5151802705810175e-07,2.0212824965074349e-07
5.03975,9.0744552308957622e-07,7.7479691036855239e-07,6.9373658562259597e-07,5.7684438896104941e-07,5.2067167243621095e-07,3.516971306459644e-07,2.0206385610158835e-07
5.04,9.0905875438148595e-07,7.7381535390109208e-07,6.9167298571093553e-07,5.7511810727098018e-07,5.1958245025154448e-07,3.5185050141815802e-07,2.0200197941935232e-07
5.04025,9.1064296968026701e-07,7.7279098512007036e-07,6.8956661129694036e-07,5.7337839127683403e-07,5.1848387672676618e-07,3.5198995022554353e-07,2.019407784121303e-07
5.0405,9.1224002806240374e-07,7.7173812512731189e-07,6.8743423045414577e-07,5.7164375569662845e-07,5.1737922635685534e-07,3.5212574234715939e-07,2.0187872262886895e-07
5.04075,9.1382850664376823e-07,7.7063666671877035e-07,6.8525671247748065e-07,5.6990311129680765e-07,5.162648339914608e-07,3.5226368546444164e-07,2.018167408159543e-07
5.041,9.1539348730562996e-07,7.6947364606327909e-07,6.8301224814413994e-07,5.6814312902884155e-07,5.1513418932175921e-07,3.5240384460511438e-07,2.0175622308355523e-07
5.04125,9.1694498417081487e-07,7.6826567028635209e-07,6.807227034060446e-07,5.6637729992720897e-07,5.1398715137013831e-07,3.5255099652162113e-07,2.0169578178705881e-07
5.0415,9.1850960125553911e-07,7.6702161074431015e-07,6.7840579544963345e-07,5.6461839677926066e-07,5.1282626831583146e-07,3.527069909758751e-07,2.0163442392430669e-07
5.04175,9.200624437768944e-07,7.6571675549498746e-07,6.7604018607023814e-07,5.6284960344639883e-07,5.1164676643010186e-07,3.5286505934731229e-07,2.0157361587367259e-07
5.042,9.2154366268969518e-07,7.643418374125624e-07,6.736069349407788e-07,5.6105564503286811e-07,5.1044318078025261e-07,3.5301870059516666e-07,2.0151480934397133e-07
5.04225,9.230070948352288e-07,7.6292381331736315e-07,6.7112895546507469e-07,5.5925487053154977e-07,5.0921860200760071e-07,3.53167740047698e-07,2.0145660978339784e-07
5.0425,9.2452329838979103e-07,7.6148325937015613e-07,6.6862675135710146e-07,5.5746587138656046e-07,5.079785488835721e-07,3.5331288134930029e-07,2.0139746925870421e-07
5.04275,9.26031440173372e-07,7.6000274122433384e-07,6.6607664231630501e-07,5.5567415298392467e-07,5.0671983543248212e-07,3.5345478826245028e-07,2.0133849642687162e-07
5.043,9.2745233499317218e-07,7.5846600583505945e-07,6.6345270851169965e-07,5.5386242193074548e-07,5.0543844608450592e-07,3.5359269178884739e-07,2.0128057345754764e-07
5.04325,9.289057959910067e-07,7.5689539760192611e-07,6.6077380850659331e-07,5.5204584752205387e-07,5.0414108451437995e-07,3.5372439182573411e-07,2.0122171304110213e-07
5.0435,9.304341313901572e-07,7.5530532563095732e-07,6.5805551680193055e-07,5.5023995900043055e-07,5.0283444136144079e-07,3.5384676177656305e-07,2.0116030815755513e-07
5.04375,9.3194434144960958e-07,7.536753301324793e-07,6.5527180129164751e-07,5.4842871939851154e-07,5.0151536478618467e-07,3.5395691573309411e-07,2.0109786420546486e-07
5.044,9.3337302466542433e-07,7.5198517164683391e-07,6.5239956291697764e-07,5.4659282943342667e-07,5.001800997795238e-07,3.5405337586394008e-07,2.0103612871948375e-07
5.04425,9.3478369819003997e-07,7.5025722529396648e-07,6.494611489668595e-07,5.4474810786729394e-07,4.9883457480000467e-07,3.5413943016226384e-07,2.0097452174070143e-07
5.0445,9.3625173375076868e-07,7.4850814194670364e-07,6.4647906224378597e-07,5.4290832444444045e-07,4.9748492647716294e-07,3.5421896270146409e-07,2.0091250013014964e-07
5.04475,9.3773604920623785e-07,7.4670420478262529e-07,6.4343346455366955e-07,5.4105331010791934e-07,4.9612582999518472e-07,3.54293587372796e-07,2.0085246366861508e-07
5.045,9.3915400996804089e-07,7.44831636669281e-07,6.4030107932498741e-07,5.3916118116181735e-07,4.947507961496446e-07,3.5436370437532336e-07,2.0079682825868974e-07
5.04525,9.4056506695754603e-07,7.4292129599342234e-07,6.3710602011794598e-07,5.3724630709494929e-07,4.9336389983306381e-07,3.5443048443843472e-07,2.0074528642228621e-07
5.0455,9.4203130702439201e-07,7.4098657515910718e-07,6.3387366933742772e-07,5.3532476149515462e-07,4.9196644615174643e-07,3.5449415601949217e-07,2.0069753954558245e-07
5.04575,9.4353803540948025e-07,7.3899429592837341e-07,6.3058202833232795e-07,5.33376939203876e-07,4.9054966653078829e-07,3.5455152805689943e-07,2.006556296053741e-07
5.046,9.4497907491091094e-07,7.3692350781377137e-07,6.2720875859111063e-07,5.3138163701683139e-07,4.8911462117888531e-07,3.5459905436732687e-07,2.0062127079416076e-07
5.04625,9.4638863781510375e-07,7.3479885293383244e-07,6.2378417387498073e-07,5.2935693317232273e-07,4.8767448622079152e-07,3.5463824298306822e-07,2.00593278192244e-07
5.0465,9.4787045782143947e-07,7.3263782002930677e-07,6.2033705060377361e-07,5.2732224722760478e-07,4.8623913991302993e-07,3.546708671336149e-07,2.0057055663816381e-07
5.04675,9.4935686768446593e-07,7.304112149176945e-07,6.1684874897205287e-07,5.252594592722189e-07,4.8480238278860246e-07,3.5469533289451251e-07,2.0055462592881546e-07
5.047,9.5076337280440991e-07,7.281047069810453e-07,6.1330051180563863e-07,5.2314859518038298e-07,4.8335403631249663e-07,3.5471211668969121e-07,2.0054695859930316e-07
5.04725,9.5215473865221738e-07,7.257513132258355e-07,6.0972038475442398e-07,5.2100825785570821e-07,4.8189042843902469e-07,3.5472487777131e-07,2.0054631396576425e-07
5.0475,9.5363456191712151e-07,7.2337315806279825e-07,6.0613451328477507e-07,5.1885707466913957e-07,4.804092746565551e-07,3.5473623443618693e-07,2.0055150795414492e-07
5.04775,9.5511693952836868e-07,7.209362817785307e-07,6.0251947084349527e-07,5.1667703756973775e-07,4.7890166735310315e-07,3.5474770195432565e-07,2.0056414848403947e-07
5.048,9.5647382171639514e-07,7.1841425195373146e-07,5.9885558503564212e-07,5.1444734334089646e-07,4.7736175395733648e-07,3.5475969495485657e-07,2.0058592908084644e-07
5.04825,9.5785645452359657e-07,7.158329275130954e-07,5.9517277372470768e-07,5.1218635649315158e-07,4.7579744575139616e-07,3.5476883153942339e-07,2.0061538767794876e-07
5.0485,9.5934687775405771e-07,7.1320972921024887e-07,5.9150259526290289e-07,5.0991405035611967e-07,4.7421821465147586e-07,3.547721612948474e-07,2.0065059211765062e-07
5.04875,9.6082637865983289e-07,7.1052024434182753e-07,5.8782420196763458e-07,5.0760906755996499e-07,4.7262244937274399e-07,3.5476548545187003e-07,2.0069252026469141e-07
5.049,9.6218303106092289e-07,7.07752016980326e-07,5.8411484834140194e-07,5.0524963590652251e-07,4.7100627581579942e-07,3.5474679303872908e-07,2.0074205691343353e-07
5.04925,9.6351544537386889e-07,7.0494096229331889e-07,5.8040393617424629e-07,5.0285697147825816e-07,4.6937799859962895e-07,3.5471807405577743e-07,2.0079698307441813e-07
5.0495,9.6494136801428097e-07,7.0212060687198497e-07,5.767155215911643e-07,5.0045539652929215e-07,4.6774437928223544e-07,3.5468059578663059e-07,2.0085500564267497e-07
5.04975,9.6636797983746843e-07,6.9924159590785184e-07,5.7302179033480599e-07,4.980272557357034e-07,4.6609657728825717e-07,3.5463041391161281e-07,2.0091656713299703e-07
5.05,9.6770618997989109e-07,6.9627220178925669e-07,5.6929504208791007e-07,4.9555361288034012e-07,4.6442275682457574e-07,3.545627485773982e-07,2.0098204363699937e-07
5.05025,9.6903948674104354e-07,6.9324230889947714e-07,5.6556310779212619e-07,4.9306142084340109e-07,4.6272507498780827e-07,3.5447524601779362e-07,2.0104866420372356e-07
5.0505,9.7043700357287838e-07,6.9018743309742194e-07,5.6185274025427225e-07,4.9057734835335663e-07,4.6100737171928398e-07,3.5437242348622335e-07,2.0111382344070955e-07
5.05075,9.7182244181286019e-07,6.8709623080979922e-07,5.5813741260011647e-07,4.8808229882063452e-07,4.5926335077601466e-07,3.5426036058158514e-07,2.01178098099822e-07
5.051,9.731240805244099e-07,6.8394899117777991e-07,5.5438723479728586e-07,4.8555710596866285e-07,4.5748805294305846e-07,3.5414491976867252e-07,2.0124177504847861e-07
5.05125,9.7440540966978767e-07,6.8077517741990839e-07,5.5063203564532245e-07,4.8302905263915752e-07,4.5569030233499365e-07,3.5403303929492836e-07,2.0130235838228448e-07
5.0515,9.7577719232951477e-07,6.7759964663124492e-07,5.4689557869904513e-07,4.8052333351797583e-07,4.538777561991735e-07,3.5392536148327105e-07,2.0135743923425802e-07
5.05175,9.7714756049129063e-07,6.7439862133605792e-07,5.4314864190429056e-07,4.7801921483067954e-07,4.5204394059006672e-07,3.5381689624337537e-07,2.0140763555429333e-07
5.052,9.7842289241238864e-07,6.7114323483174818e-07,5.3935945460848524e-07,4.7549526035883016e-07,4.5018185250057045e-07,3.5370257136785906e-07,2.0145388569328567e-07
5.05225,9.7968235913679897e-07,6.6784251477201075e-07,5.3555152698502566e-07,4.729722064864509e-07,4.4830151974773418e-07,3.5357928644756996e-07,2.0149439207543653e-07
5.0525,9.8103039935650861e-07,6.6452262375152274e-07,5.3174988944645577e-07,4.7047221703981192e-07,4.4641333916914044e-07,3.5344681228703417e-07,2.0152747943330817e-07
5.05275,9.8239013177696447e-07,6.6115437089648907e-07,5.2793059752166841e-07,4.6797177023078746e-07,4.4451059234712149e-07,3.5330296546122874e-07,2.0155497148567136e-07
5.053,9.8365910800726172e-07,6.57717932284373e-07,5.2407228927553796e-07,4.6544817729709192e-07,4.4258736239509778e-07,3.5314201534585541e-07,2.0157882528906797e-07
5.05325,9.8487428482320335e-07,6.5425449737206296e-07,5.202109342931099e-07,4.6292648867133708e-07,4.4065360913216735e-07,3.5295888768252781e-07,2.0159799658967333e-07
5.0535,9.8619156274789988e-07,6.5078290418065477e-07,5.1637477231614013e-07,4.6043427929010954e-07,4.3871782358980947e-07,3.5275095900085938e-07,2.0161142962579547e-07
5.05375,9.8752936820751469e-07,6.4729196768688719e-07,5.1253829870528747e-07,4.5794973297031846e-07,4.3677306897700054e-07,3.5251858684207086e-07,2.0162113000390553e-07
5.054,9.8876830758370743e-07,6.4376860312257267e-07,5.0867200024141537e-07,4.554487064396816e-07,4.3481222939523812e-07,3.5226343583167272e-07,2.0162905070894274e-07
5.05425,9.8998393156212801e-07,6.4023042291730466e-07,5.048046040547558e-07,4.5295400290717965e-07,4.3284468921056839e-07,3.5199075614784685e-07,2.0163405445707685e-07
5.0545,9.9126752652645986e-07,6.3668849661116716e-07,5.0096595371320291e-07,4.5048720724166161e-07,4.3088075701804281e-07,3.5170793303062382e-07,2.0163485951305957e-07
5.05475,9.9253439506625255e-07,6.3310213519340381e-07,4.9713072548129475e-07,4.4802119607577896e-07,4.289141117889902e-07,3.5142414282676064e-07,2.0163325412390561e-07
5.055,9.936960411827652e-07,6.2944809809167527e-07,4.9326703002074346e-07,4.4552946343175551e-07,4.2693712685709203e-07,3.5114568634986366e-07,2.0163083307490769e-07
5.05525,9.9483632805962927e-07,6.2576497923173744e-07,4.8940728800414379e-07,4.4303664521621186e-07,4.2496023633054044e-07,3.508779107372233e-07,2.0162589829399088e-07
5.0555,9.9605557070953373e-07,6.2209518731843129e-07,4.8558823017879958e-07,4.4056735202230779e-07,4.2299621967407047e-07,3.5062693616109536e-07,2.0161682174187038e-07
5.05575,9.9719129670753884e-07,6.1840680871466161e-07,4.8175324273594076e-07,4.3807249463873918e-07,4.21033406754776e-07,3.5039721716558269e-07,2.0160634229036264e-07
5.056,9.9840605916890716e-07,6.1476686739155899e-07,4.7796585193162244e-07,4.3560386957503491e-07,4.1909408296234845e-07,3.5019041710807126e-07,2.0159085498846211e-07
5.05625,9.9956155906617945e-07,6.1110103940123826e-07,4.7417224193080159e-07,4.3310547580368857e-07,4.1716125842627375e-07,3.5000026958948078e-07,2.0157326151551216e-07
5.0565,1.000710938050519e-06,6.0741211834720475e-07,4.7041055866025297e-07,4.3060268120424483e-07,4.1524131631387887e-07,3.4982028396986777e-07,2.0155139746471138e-07
5.05675,1.0019270782455634e-06,6.0372637288358527e-07,4.6670830177465468e-07,4.2811997522598157e-07,4.1333950916775068e-07,3.4964249510091317e-07,2.0152307488499074e-07
5.057,1.0031326680981073e-06,6.0003133487164489e-07,4.630271989786195e-07,4.2563048083343863e-07,4.1144102208395588e-07,3.4946676595362721e-07,2.014900412993474e-07
5.05725,1.0042377775185404e-06,5.9630415032235885e-07,4.5932594742265132e-07,4.2310772869896084e-07,4.0952899636095795e-07,3.49295479250856e-07,2.0145410289482093e-07
5.0575,1.0053147072637561e-06,5.9258811203359822e-07,4.5564278284063478e-07,4.2058478847602153e-07,4.0760935609276136e-07,3.491282666465832e-07,2.0141388663787491e-07
5.05775,1.0063681427062553e-06,5.8888516358701655e-07,4.5199810029886712e-07,4.1806256282078642e-07,4.0568006416334261e-07,3.4895937993899679e-07,2.013700899607519e-07
5.058,1.007527916911685e-06,5.8522457375189719e-07,4.4843561489700729e-07,4.1557280007079861e-07,4.0375491588908897e-07,3.4878208816572182e-07,2.0132129923253154e-07
5.05825,1.008699743569221e-06,5.8155784502665395e-07,4.4492931358434272e-07,4.1309565230952068e-07,4.0183066966954025e-07,3.4858991715564499e-07,2.0126968547395247e-07
5.0585,1.0097786647811462e-06,5.7786399871709784e-07,4.414379293823553e-07,4.1060183952972873e-07,3.9990285001706664e-07,3.4837779245955019e-07,2.0121771215618404e-07
5.05875,1.0108138468867132e-06,5.7417525557312511e-07,4.3799682838218689e-07,4.081232359066869e-07,3.9798483918289887e-07,3.4814093140557042e-07,2.0116420022800682e-07
5.059,1.0118320989888535e-06,5.7050911085430239e-07,4.3459832262307737e-07,4.0566027859238784e-07,3.9607796807567146e-07,3.4787866722392724e-07,2.0110995092648211e-07
5.05925,1.0129641556635124e-06,5.6689010506884708e-07,4.3126868082359184e-07,4.0323952404103125e-07,3.9419015538163185e-07,3.4759354372379806e-07,2.0105377462762732e-07
5.0595,1.0141127883314734e-06,5.6328389731343755e-07,4.2798355309036991e-07,4.0083758896172139e-07,3.9230958065039082e-07,3.4729001728340964e-07,2.0099780311181776e-07
5.05975,1.0151635075150457e-06,5.5971423061585338e-07,4.2470856523537953e-07,3.98426686868665e-07,3.9042639736712424e-07,3.4697347802573228e-07,2.0094411440910772e-07
5.06,1.0161834683713838e-06,5.5624952707437346e-07,4.2146699327538468e-07,3.960353328414636e-07,3.8854988033463647e-07,3.4664965003945702e-07,2.008913070474254e-07
5.06025,1.0171814098332854e-06,5.5287068641713186e-07,4.1827405597226035e-07,3.9366086584849361e-07,3.8667728639550639e-07,3.4632245962039766e-07,2.0083958282516691e-07
5.0605,1.0182597899115705e-06,5.4960358452717909e-07,4.1517944960136608e-07,3.9133273293260996e-07,3.8481275467056549e-07,3.4599505755589318e-07,2.0078722815990827e-07
5.06075,1.0193428447599424e-06,5.4638956980658631e-07,4.1215240546468088e-07,3.8902485934689506e-07,3.8294142701744157e-07,3.4566844264162006e-07,2.0073607048200558e-07
5.061,1.0203332243934506e-06,5.4317209524678267e-07,4.0914694127366317e-07,3.8670573270693648e-07,3.8104880953797853e-07,3.4534369958941721e-07,2.0068799588902253e-07
5.06125,1.0212780200847473e-06,5.3998150688933224e-07,4.062023842216287e-07,3.8440417571236649e-07,3.7914363543944408e-07,3.4501899525068767e-07,2.0064149510598751e-07
