Physical Time (s),etp_right Monitor (W): right_cv1,etp_right Monitor (W): right_cv2,etp_right Monitor (W): right_cv3,etp_right Monitor (W): right_cv4,etp_right Monitor (W): right_cv5,etp_right Monitor (W): right_cv6,etp_right Monitor (W): right_cv7
6.08225,1.055575596911844e-06,6.9097155536230053e-07,3.7962859709614063e-07,3.3246634161027165e-07,3.3673306588129731e-07,3.4785812332455699e-07,1.893513407012535e-07
6.0825,1.0548276831071374e-06,6.9678961934774321e-07,3.8108062634270018e-07,3.3131362799472224e-07,3.3510326745931116e-07,3.4688670080044163e-07,1.8938531377387124e-07
6.08275,1.0540454401372258e-06,7.0260207507010327e-07,3.8260927933158808e-07,3.302225952262157e-07,3.3348284107175722e-07,3.4592595806337699e-07,1.8942071123211249e-07
6.083,1.0532194226856557e-06,7.0838958613631554e-07,3.8415862519072091e-07,3.2914336116015435e-07,3.3186416812992658e-07,3.4497410671805902e-07,1.8945928629480067e-07
6.08325,1.0523614501580439e-06,7.1414667430545276e-07,3.8578072159359934e-07,3.2810453338929905e-07,3.3026378889443182e-07,3.4401820692083311e-07,1.8949689650888348e-07
6.0835,1.0514950296306655e-06,7.1989601680896849e-07,3.8752275806793571e-07,3.2714226925584204e-07,3.2869856396098037e-07,3.4304439016226877e-07,1.8952931498325438e-07
6.08375,1.0506196938490045e-06,7.2563537268316889e-07,3.8934147831325632e-07,3.2621798624345529e-07,3.2715889241247998e-07,3.4205500195329027e-07,1.8955885184870655e-07
6.084,1.0497257684786621e-06,7.3135127770210335e-07,3.9118384879350567e-07,3.2529464979171868e-07,3.2563796962038306e-07,3.410548138361511e-07,1.8958907841464461e-07
6.08425,1.0488049666171065e-06,7.3705142112316353e-07,3.9307719052640921e-07,3.2442083751369902e-07,3.2414738051101521e-07,3.400371796738874e-07,1.8961735576354066e-07
6.0845,1.0478517052274197e-06,7.4272053605619117e-07,3.9506448296229084e-07,3.2361890953196035e-07,3.2269531436796005e-07,3.3899730409966276e-07,1.8963964823617821e-07
6.08475,1.0468642968099646e-06,7.4835126395497981e-07,3.9709984296719139e-07,3.2284344380036317e-07,3.212561986064194e-07,3.3794388106059866e-07,1.8965954351225175e-07
6.085,1.0458357129075659e-06,7.5394562553515934e-07,3.991485459056051e-07,3.2205088381131878e-07,3.1981061041313274e-07,3.3688523146447365e-07,1.896811297715341e-07
6.08525,1.0447838689188284e-06,7.59511717989172e-07,4.0124383339993359e-07,3.2128666782898015e-07,3.1836789124356081e-07,3.3581664771095002e-07,1.8970150078900706e-07
6.0855,1.0437257714247255e-06,7.650471918038104e-07,4.0341248557659057e-07,3.2060545574632368e-07,3.1693696790428956e-07,3.3473456849690339e-07,1.897186081228771e-07
6.08575,1.0426528296907567e-06,7.7053705296915352e-07,4.0561912946340031e-07,3.1997406993352249e-07,3.1550328630890624e-07,3.3364715433320717e-07,1.8973525725445585e-07
6.086,1.0415569932480075e-06,7.7596430119406505e-07,4.0783444328439718e-07,3.1934754405530219e-07,3.1405270444668759e-07,3.3256321376583845e-07,1.8975440206276673e-07
6.08625,1.0404323623535169e-06,7.8132111386783245e-07,4.1009753129247565e-07,3.1877355582744009e-07,3.126081304572893e-07,3.3147843354150264e-07,1.8977327808602955e-07
6.0865,1.0392838326377582e-06,7.8661263323523894e-07,4.1245190067671852e-07,3.1828407289304771e-07,3.1119415766367156e-07,3.303871601137029e-07,1.8978980713290775e-07
6.08675,1.038109064561187e-06,7.9184487175129908e-07,4.1487414564794972e-07,3.1783680468540725e-07,3.0980091612724428e-07,3.2929660301412076e-07,1.8980691648368298e-07
6.087,1.0369124667444976e-06,7.970211319520492e-07,4.1731611534424004e-07,3.173940084540249e-07,3.0841494742284556e-07,3.2821333322123338e-07,1.8982749308198309e-07
6.08725,1.0356972204622121e-06,8.0213215124539706e-07,4.1980031820460094e-07,3.1700190892665259e-07,3.0705506361354655e-07,3.2713169049385238e-07,1.898476102021153e-07
6.0875,1.0344680639661015e-06,8.071751101862851e-07,4.2236574911570759e-07,3.1669483123181774e-07,3.0573780938519234e-07,3.2604400043929323e-07,1.8986432678923312e-07
6.08775,1.0332262395321176e-06,8.1214688576950927e-07,4.2497218945015865e-07,3.1643903025017745e-07,3.0444885181714768e-07,3.2495761537726228e-07,1.8988080632709253e-07
6.088,1.0319737489032657e-06,8.1704308722820464e-07,4.2759050375262456e-07,3.161981662322854e-07,3.031747185854625e-07,3.2387911430390608e-07,1.8990007224862971e-07
6.08825,1.0306970382675146e-06,8.2184678487302436e-07,4.3024926541038933e-07,3.1599496422589254e-07,3.0192800201840709e-07,3.2280327295274633e-07,1.8991923532343508e-07
6.0885,1.0293813489936907e-06,8.2654129139044631e-07,4.3297094094400002e-07,3.1586169145386012e-07,3.0072380972322803e-07,3.2172222472758502e-07,1.8993630087398426e-07
6.08875,1.0280325339932225e-06,8.3112283731469848e-07,4.3571091065227672e-07,3.1577505906898793e-07,2.9955057006438828e-07,3.2064177125534503e-07,1.8995679455678809e-07
6.089,1.0266658800019678e-06,8.3560031922984301e-07,4.3844381488724956e-07,3.1569082049203715e-07,2.9838744387765711e-07,3.1956490086960328e-07,1.8998578439581532e-07
6.08925,1.0252870672811759e-06,8.3997752472665273e-07,4.4121401147597752e-07,3.1563921594662152e-07,2.9724525322488659e-07,3.1848074160936801e-07,1.9002013837725977e-07
6.0895,1.0238905391662683e-06,8.442534947440407e-07,4.4405722491813047e-07,3.1566979205056602e-07,2.961348458095349e-07,3.1738141637366927e-07,1.9005594722532909e-07
6.08975,1.0224747582702929e-06,8.4841911307716924e-07,4.4694442665670074e-07,3.1575796905218904e-07,2.9503436255147177e-07,3.1627185472677154e-07,1.9009547115353517e-07
6.09,1.0210372554430645e-06,8.5246857983223321e-07,4.4984280991543587e-07,3.1585785646361181e-07,2.9394267779895527e-07,3.1516154636534667e-07,1.9014098176531824e-07
6.09025,1.0195862347137489e-06,8.5639836732853356e-07,4.5277928607666338e-07,3.1601005921490818e-07,2.9288277623748842e-07,3.1404190332334863e-07,1.9018790951655745e-07
6.0905,1.0181122221279618e-06,8.6021365445270133e-07,4.5577356786354912e-07,3.1624872036096087e-07,2.9187680478066695e-07,3.1290466351298828e-07,1.9023302734405139e-07
6.09075,1.0166141459085893e-06,8.639247230291012e-07,4.5879857097010795e-07,3.1654440132869932e-07,2.9090549415993577e-07,3.1175752000935027e-07,1.9027859995136711e-07
6.091,1.0150981847576307e-06,8.6754084629899426e-07,4.6182339521096655e-07,3.1685928884865814e-07,2.8994959195733413e-07,3.1061349554490172e-07,1.9032795223323613e-07
6.09125,1.0135729291984118e-06,8.710623634245622e-07,4.6487248154186419e-07,3.1722232646355858e-07,2.8901230541527893e-07,3.0946846273572801e-07,1.9037811127956213e-07
6.0915,1.0120333905356691e-06,8.7447168003690652e-07,4.6798113860035311e-07,3.1767260772339334e-07,2.8810134061054753e-07,3.0831980066506011e-07,1.9042591642450239e-07
6.09175,1.0104688903933991e-06,8.7776181143324258e-07,4.7110927796603368e-07,3.1817738971905131e-07,2.8720356339992627e-07,3.0717921890191973e-07,1.9047406295308632e-07
6.092,1.0088879306802918e-06,8.8092528298949417e-07,4.7422369513436778e-07,3.1869478506119728e-07,2.8631329622438879e-07,3.0605881152422499e-07,1.9052512910256853e-07
6.09225,1.0072815278881838e-06,8.8395376630719188e-07,4.7735811471081615e-07,3.1927359781150304e-07,2.8545731007755862e-07,3.0495216385884794e-07,1.9057663564480804e-07
6.0925,1.0056558486290987e-06,8.8684408305110018e-07,4.8053656351511998e-07,3.1995020187509519e-07,2.8465609706076221e-07,3.0385193160313164e-07,1.9062655161307526e-07
6.09275,1.0040046590988412e-06,8.8959783383330646e-07,4.8373201605394182e-07,3.2066612953804021e-07,2.838970836080137e-07,3.0276375864874377e-07,1.9067878899367633e-07
6.093,1.0023338480429624e-06,8.9221941199788677e-07,4.86916745268946e-07,3.2137250435849918e-07,2.831611279109237e-07,3.0169476667106998e-07,1.9073630588977999e-07
6.09325,1.0006515081305439e-06,8.9471290246633906e-07,4.9014780008207669e-07,3.2215839922466028e-07,2.8248145451966504e-07,3.00628756324869e-07,1.907934371556994e-07
6.0935,9.9895711766769264e-07,8.9707776779335264e-07,4.9339624731997554e-07,3.2298059745336077e-07,2.8183488973549843e-07,2.9957071598967359e-07,1.9085318234739351e-07
6.09375,9.972453238827169e-07,8.993233588323052e-07,4.9663025683083609e-07,3.2381350214622408e-07,2.8120482577715721e-07,2.9852423858359879e-07,1.909185134608347e-07
6.094,9.9551639707987872e-07,9.0145537071762734e-07,4.9990639005774569e-07,3.2473803959064551e-07,2.8061502529952105e-07,2.9747450886217067e-07,1.9098376434854898e-07
6.09425,9.9376310518622614e-07,9.0346180448136887e-07,5.0319544450843216e-07,3.2569809440834006e-07,2.8004454308105351e-07,2.9642841412204885e-07,1.910523751858296e-07
6.0945,9.9198702840469026e-07,9.0534128850365997e-07,5.0649852800808323e-07,3.2670169245682586e-07,2.7950169987608999e-07,2.9538451226492808e-07,1.911246508086301e-07
6.09475,9.9019327016720473e-07,9.0708606591913358e-07,5.097897247702786e-07,3.2772522471471494e-07,2.789726062683431e-07,2.9435086236365167e-07,1.9120240673574035e-07
6.095,9.8838403434817039e-07,9.0869787439508094e-07,5.1309310959360757e-07,3.2878732511225876e-07,2.7847269746108526e-07,2.9332049271844902e-07,1.9128076779311856e-07
6.09525,9.8655690592455262e-07,9.1016983925946213e-07,5.1642672566568828e-07,3.2993140839320954e-07,2.7802665347232007e-07,2.9228697570362102e-07,1.9135425164209361e-07
6.0955,9.8470543531127338e-07,9.1147662701559726e-07,5.1976155212315908e-07,3.3112471321807007e-07,2.7763409519606024e-07,2.9125884306666331e-07,1.9142413804190082e-07
6.09575,9.828341718396571e-07,9.1261100020191385e-07,5.2307230114548756e-07,3.3233582600484426e-07,2.7728178402929576e-07,2.9024316362938727e-07,1.9149241846504109e-07
6.096,9.8095123109592629e-07,9.1357707238330144e-07,5.2641047008537639e-07,3.3364045583007474e-07,2.7697890783040261e-07,2.8922231554301882e-07,1.9155406336173022e-07
6.09625,9.7906009101134033e-07,9.1440388065417612e-07,5.2974406568004163e-07,3.3499903500081666e-07,2.7670237641331626e-07,2.8820517341737969e-07,1.9161338630928482e-07
6.0965,9.7716402832217798e-07,9.1511929798712716e-07,5.3307057115735871e-07,3.3639877099475068e-07,2.7644325115640595e-07,2.8719251574470415e-07,1.9167187158102898e-07
6.09675,9.7525521035483285e-07,9.1572030713140228e-07,5.3636928079292958e-07,3.3779907727960431e-07,2.7618636232594619e-07,2.8619142879849059e-07,1.917317101042274e-07
6.097,9.7333165292157005e-07,9.1619454879429565e-07,5.3969112974357338e-07,3.3927215133745101e-07,2.7596240422593056e-07,2.8518671785471207e-07,1.9178735413951489e-07
6.09725,9.713866484781685e-07,9.1653531261632702e-07,5.4300942040178373e-07,3.4078475083735166e-07,2.7576760150117327e-07,2.8418575740128881e-07,1.9184375361643906e-07
6.0975,9.694182097779812e-07,9.1673815748695667e-07,5.4632163183821044e-07,3.423459029314086e-07,2.7560235091548031e-07,2.8318590881406501e-07,1.9190192839814066e-07
6.09775,9.6742921992416636e-07,9.1680278636718952e-07,5.4960463940880488e-07,3.4390819666378963e-07,2.7546448451086883e-07,2.8219194398242303e-07,1.91966393328843e-07
6.098,9.6543017462766738e-07,9.1672847421818658e-07,5.5288158302423068e-07,3.4550255330513114e-07,2.7537230810850044e-07,2.8119555592066496e-07,1.9203629274662999e-07
6.09825,9.6341684508780743e-07,9.1652516091248025e-07,5.5617150864875508e-07,3.4718880623770326e-07,2.7534346629983278e-07,2.8018588302293905e-07,1.9210755336365447e-07
6.0985,9.613873171806038e-07,9.1619623647193025e-07,5.5945512094819752e-07,3.4893322643189701e-07,2.7536897744823999e-07,2.7917451724485383e-07,1.921829361155092e-07
6.09875,9.5934439374688344e-07,9.1574778212203551e-07,5.6271465417013677e-07,3.5069075824319737e-07,2.7542558120874411e-07,2.7817389962374179e-07,1.9226559175445998e-07
6.099,9.5729359356499244e-07,9.1517669556964882e-07,5.6597067343923093e-07,3.5247843097665288e-07,2.7551688037427663e-07,2.771793325368146e-07,1.9235310197892564e-07
6.09925,9.5522374665636745e-07,9.1448331798580514e-07,5.6923690564072021e-07,3.543200096648929e-07,2.7566588293448436e-07,2.761866783458713e-07,1.9244167133554821e-07
6.0995,9.5314545792504782e-07,9.1369649004441768e-07,5.7248782592136264e-07,3.5615533059416019e-07,2.7587787622427588e-07,2.7520677125303053e-07,1.9253315471216171e-07
6.09975,9.5106767021881722e-07,9.1283033989867529e-07,5.7570023469597601e-07,3.5794574711549731e-07,2.7613209867426555e-07,2.7424908445184239e-07,1.9262920916881109e-07
6.1,9.4899141390436111e-07,9.118966405825811e-07,5.7891722122174484e-07,3.5977855270752852e-07,2.7644533556521088e-07,2.7329385996576627e-07,1.9272282748821031e-07
6.10025,9.4690831806429349e-07,9.1088780349180517e-07,5.8211732498327762e-07,3.61611531220454e-07,2.7677787859051934e-07,2.7234835995453281e-07,1.9281615773706754e-07
6.1005,9.4482008216976705e-07,9.0980790351756099e-07,5.8530069881526511e-07,3.634763202324132e-07,2.7712769252719361e-07,2.7141083173527782e-07,1.9290805210750807e-07
6.10075,9.4272119833919129e-07,9.0865332966763357e-07,5.8844752816027937e-07,3.6535571265352466e-07,2.7748545268406598e-07,2.7048445120941934e-07,1.9300109589784454e-07
6.101,9.4061493183340673e-07,9.0742640860986696e-07,5.9160183080648394e-07,3.6730810710139989e-07,2.7788175004116235e-07,2.6954616689200462e-07,1.9308986796082268e-07
6.10125,9.3849199767840581e-07,9.061294718355716e-07,5.947401062901847e-07,3.6928005228039905e-07,2.7830152385272868e-07,2.6860159073807619e-07,1.9317792487958011e-07
6.1015,9.3636110808311553e-07,9.0477021579690179e-07,5.9786149154637944e-07,3.7127396593986781e-07,2.7875884176460639e-07,2.676552185968971e-07,1.9326552575718226e-07
6.10175,9.3422870744947945e-07,9.0335739612388284e-07,6.009441976882174e-07,3.7324889448781696e-07,2.7923790750812531e-07,2.6671783882152438e-07,1.9335379477970989e-07
6.102,9.3208284919750614e-07,9.0188990783871658e-07,6.0402613677601951e-07,3.7528151164045398e-07,2.79755084869512e-07,2.6577068953642664e-07,1.9343716626199614e-07
6.10225,9.2992561510405e-07,9.0037035729316227e-07,6.0708665820329539e-07,3.7734237207793465e-07,2.8029571443917875e-07,2.6482635366918374e-07,1.9351871385809905e-07
6.1025,9.2776264687399608e-07,8.9880312774679516e-07,6.1012807688712236e-07,3.7944827916993538e-07,2.8085920218942627e-07,2.6388835346119506e-07,1.9359861767846431e-07
6.10275,9.2560162485775039e-07,8.9718985844343129e-07,6.1312908029092367e-07,3.815712776370363e-07,2.8142831879458989e-07,2.6296411899108639e-07,1.9367981523313617e-07
6.103,9.2343848159308893e-07,8.9553682657238485e-07,6.1612715189151408e-07,3.8377485656709305e-07,2.8202943572346593e-07,2.6203294160857893e-07,1.9375671366472393e-07
6.10325,9.2128264964279967e-07,8.9384363741147561e-07,6.1910227572043479e-07,3.8601607257083314e-07,2.826438326290068e-07,2.61099488036174e-07,1.938326106434939e-07
6.1035,9.1912482959668662e-07,8.9210985089892891e-07,6.220529291301e-07,3.8828515497668753e-07,2.8327276137204078e-07,2.6015981599440375e-07,1.9390853764283187e-07
6.10375,9.1697429849662189e-07,8.9033931149940412e-07,6.249611762051818e-07,3.9054654609331903e-07,2.8391144692370003e-07,2.592244943917132e-07,1.9398756780237503e-07
6.104,9.1481184738725457e-07,8.8854753928887859e-07,6.278594915360003e-07,3.9287005878151452e-07,2.8458482484222318e-07,2.5827684924564428e-07,1.9406495006720086e-07
6.10425,9.1264686383932083e-07,8.8673920912462316e-07,6.3073065908291446e-07,3.9521590109124866e-07,2.8529238570014595e-07,2.5733116677476551e-07,1.9414374490371699e-07
6.1045,9.1048401559611547e-07,8.8491712455310802e-07,6.3357862392834411e-07,3.975726921731283e-07,2.8605273030967572e-07,2.5639503276316332e-07,1.942231181944532e-07
6.10475,9.0833255011863392e-07,8.8308495934722753e-07,6.3638428628693974e-07,3.9991313828548778e-07,2.8686072740433605e-07,2.5548141583924057e-07,1.94306093874262e-07
6.105,9.0617599198491969e-07,8.8124443859041783e-07,6.3917526160143765e-07,4.0231472641185987e-07,2.8773626000573568e-07,2.5457426256556944e-07,1.9438815694829782e-07
6.10525,9.0402208693055285e-07,8.7939483873576026e-07,6.4193506796745254e-07,4.0474400649367556e-07,2.8865744567003857e-07,2.5368517617217534e-07,1.9447197840657293e-07
6.1055,9.018718280673085e-07,8.7754090959997485e-07,6.446674602529727e-07,4.0719450236580754e-07,2.8961209279078686e-07,2.5281549827640362e-07,1.9455749883623631e-07
6.10575,8.9972601049129049e-07,8.7568476048512046e-07,6.4735649079254794e-07,4.0963613430984869e-07,2.9058604280603025e-07,2.5198113331769727e-07,1.946468688009443e-07
6.106,8.9757863136771254e-07,8.7382662812557373e-07,6.5003255058857518e-07,4.1212721168402561e-07,2.915993403202544e-07,2.5116741504780621e-07,1.9473481345542017e-07
6.10625,8.9543921162071514e-07,8.7197076917827706e-07,6.5268165537764844e-07,4.1463551891409282e-07,2.9263603702232448e-07,2.5038173922339939e-07,1.9482242596075954e-07
6.1065,8.9330349998253098e-07,8.7012031508662229e-07,6.5530199332227118e-07,4.1715822540578683e-07,2.9369764620748615e-07,2.496170953720169e-07,1.949094427388107e-07
6.10675,8.9118226256302658e-07,8.6828226144599296e-07,6.5787632783519532e-07,4.1966986684859354e-07,2.9477274707152288e-07,2.4887376772325378e-07,1.9499907172910092e-07
6.107,8.8905246154510204e-07,8.6645470192691979e-07,6.6043078180682516e-07,4.2224137783826226e-07,2.9588526434513354e-07,2.4812188792716178e-07,1.950861974967091e-07
6.10725,8.869241644904843e-07,8.6463972256385251e-07,6.6294994610850212e-07,4.2484498900280487e-07,2.9703426790271131e-07,2.4736688376942641e-07,1.9517239286958712e-07
6.1075,8.8480502568175543e-07,8.6284085720918029e-07,6.6543287329514814e-07,4.2747429451015107e-07,2.9822170610348723e-07,2.4660936911864888e-07,1.9525764906983208e-07
6.10775,8.8269208546327124e-07,8.6106124955908827e-07,6.6786479167424126e-07,4.3009631332674199e-07,2.9943074124295104e-07,2.4585610651532734e-07,1.9534262758562643e-07
6.108,8.8056920199731244e-07,8.5929617270176082e-07,6.7026947205028853e-07,4.3277524282991482e-07,3.0068727641245517e-07,2.4509062826598352e-07,1.9542363383076537e-07
6.10825,8.7844571797200954e-07,8.5754309327461897e-07,6.7263484384315841e-07,4.3547536340999115e-07,3.0198176441892439e-07,2.4432775698797e-07,1.955042928960233e-07
6.1085,8.7633105178129849e-07,8.5580476142783087e-07,6.7496257322331597e-07,4.3819325164568239e-07,3.0331881396707623e-07,2.4357124535766561e-07,1.9558521770952065e-07
6.10875,8.7424001910264815e-07,8.5408287131951842e-07,6.7725385712175894e-07,4.4092588999428516e-07,3.0465679151258975e-07,2.4282783975111018e-07,1.95667133854202e-07
6.109,8.7217183726596379e-07,8.5237924148176678e-07,6.7949988785349425e-07,4.4363848233319716e-07,3.0597880231685548e-07,2.421123187533234e-07,1.9575249483742983e-07
6.10925,8.7010280779617927e-07,8.5069134759730616e-07,6.8172447195244441e-07,4.4639129008967054e-07,3.0728871551247419e-07,2.4141067268687563e-07,1.9583613547397782e-07
6.1095,8.6805929514391581e-07,8.4901938785769981e-07,6.8391572195476928e-07,4.4915003179001966e-07,3.0858255645359444e-07,2.4073236537054077e-07,1.9592036992412087e-07
6.10975,8.6602476062289964e-07,8.4736268211561574e-07,6.8607263864048898e-07,4.5191825065229435e-07,3.0987722177323451e-07,2.4007912124835996e-07,1.9600619433666783e-07
6.11,8.6400177411695056e-07,8.457240249253598e-07,6.881827010765043e-07,4.5466460611575987e-07,3.1118347804217597e-07,2.394622788974338e-07,1.9609609107783256e-07
6.11025,8.6196468948042638e-07,8.4410127341553177e-07,6.9026496440004609e-07,4.5744609811240793e-07,3.1253692462163179e-07,2.3885844016695709e-07,1.9618636189351549e-07
6.1105,8.5994764420195409e-07,8.4249749206906737e-07,6.9231134333537008e-07,4.6022880763325517e-07,3.1393289964532506e-07,2.3827813170616876e-07,1.9628044189951309e-07
6.11075,8.5795731426828481e-07,8.4091276608069122e-07,6.9432577389584975e-07,4.6301041288876481e-07,3.1536998236957391e-07,2.3772200210032493e-07,1.9637635363525779e-07
6.111,8.5599126710543138e-07,8.3935005893610509e-07,6.963098340396187e-07,4.6578940500550842e-07,3.1683163288758227e-07,2.3718401428735284e-07,1.9647328531642127e-07
6.11125,8.5404585535860559e-07,8.3781208110750673e-07,6.9825218949257692e-07,4.6854158476666949e-07,3.1830767968341868e-07,2.3666217267276793e-07,1.9657314014277728e-07
6.1115,8.5208892736433367e-07,8.3629675026725087e-07,7.0016877539714061e-07,4.7133007704922128e-07,3.1981140012880433e-07,2.361275237630121e-07,1.9667126991607359e-07
6.11175,8.5013122241956908e-07,8.3480420242143016e-07,7.0205089850357844e-07,4.7412569753367923e-07,3.2132671385080417e-07,2.3558913219987546e-07,1.9676772708332932e-07
6.112,8.4818405326635602e-07,8.3333302943012395e-07,7.0390003515771094e-07,4.7692542664647127e-07,3.228528690041414e-07,2.3505075300976516e-07,1.9686313324130432e-07
6.11225,8.4624943683517895e-07,8.3188271300415237e-07,7.0571603104278395e-07,4.7972581657113704e-07,3.2439248592840557e-07,2.3451761589656049e-07,1.9695609285555441e-07
6.1125,8.4433880956385202e-07,8.3045251328515516e-07,7.0749545916950415e-07,4.8252785073727426e-07,3.2596415351939697e-07,2.3398797218804554e-07,1.9704583066993879e-07
6.11275,8.4244811076609863e-07,8.2904340652682287e-07,7.0923554836968839e-07,4.8533079223595091e-07,3.2756851897512634e-07,2.3346266129234553e-07,1.971324499568026e-07
6.113,8.4056876839268103e-07,8.276551148468404e-07,7.1093558474289571e-07,4.8813588378501158e-07,3.2921314531500228e-07,2.3294003461590136e-07,1.9721618880251605e-07
6.11325,8.3869914413424475e-07,8.2628808947643912e-07,7.1259659933484082e-07,4.9094695223468169e-07,3.3089236961250862e-07,2.3242322786814661e-07,1.97297137563132e-07
6.1135,8.3685173656932539e-07,8.2493946256469922e-07,7.1422155404853194e-07,4.9376542603374144e-07,3.3260664308608725e-07,2.319187564791435e-07,1.9737583108910665e-07
6.11375,8.3502715189669986e-07,8.2360835661999198e-07,7.158110689719591e-07,4.9659388801196476e-07,3.3435419254502784e-07,2.3142887579122515e-07,1.9745208045393619e-07
6.114,8.3321976928829312e-07,8.2229491838724508e-07,7.1736743528554014e-07,4.9942478223642801e-07,3.3612444514991932e-07,2.3095895411564924e-07,1.9752504255988593e-07
6.11425,8.3143505150958421e-07,8.2100038181128208e-07,7.1889228201996432e-07,5.0225068415807136e-07,3.3791342772349878e-07,2.3051611013943941e-07,1.9759527263780522e-07
6.1145,8.2965543319049197e-07,8.1972465286225966e-07,7.203843837782451e-07,5.0506254636786378e-07,3.3971993987764421e-07,2.3010147771464168e-07,1.9766330655893006e-07
6.11475,8.2789100150611734e-07,8.1846983757532811e-07,7.2184626550841969e-07,5.078536528965875e-07,3.4153204943483419e-07,2.29720564884424e-07,1.9772953812744664e-07
6.115,8.2614042862053202e-07,8.1723577798858926e-07,7.2327696938408584e-07,5.1062236675013117e-07,3.4336110027109088e-07,2.2936491313293467e-07,1.9779429815775846e-07
6.11525,8.244096348725783e-07,8.1602209582088906e-07,7.2467451833226849e-07,5.1337184120945045e-07,3.4521302680253394e-07,2.2902491577142643e-07,1.978584361836929e-07
6.1155,8.2270161252260927e-07,8.1482781368795297e-07,7.260391820689946e-07,5.1610432514306856e-07,3.4708664011253368e-07,2.2869810723029523e-07,1.9792105467067021e-07
6.11575,8.2101822411940072e-07,8.1365319730224051e-07,7.2737062968822696e-07,5.1882114184953079e-07,3.4898612941279033e-07,2.2838817228507138e-07,1.9798184207711943e-07
6.116,8.1935376728223291e-07,8.1249894887641805e-07,7.2866852155387194e-07,5.2152400266603094e-07,3.5091388450526385e-07,2.2809295999287216e-07,1.9804124348065981e-07
6.11625,8.1770804311838342e-07,8.1136468244682774e-07,7.2993686192117287e-07,5.24218877056586e-07,3.5286054344807297e-07,2.2780582794980534e-07,1.9809941050003509e-07
6.1165,8.1608063797049548e-07,8.1025059719247007e-07,7.311712122220202e-07,5.2690354467508487e-07,3.5481467552028232e-07,2.2751845032369785e-07,1.9815622424104489e-07
6.11675,8.1447025625044095e-07,8.0915740265590025e-07,7.3237228680506407e-07,5.2957350826179747e-07,3.5677832931876197e-07,2.272452705484561e-07,1.9821194639726263e-07
6.117,8.1287321556816568e-07,8.0808538819195691e-07,7.3354144686108347e-07,5.3222914391232025e-07,3.5874855229554752e-07,2.2698322227016717e-07,1.9826664073443207e-07
6.11725,8.1129292062651682e-07,8.0703509886501706e-07,7.3467693947113214e-07,5.3487366376278813e-07,3.6072591335223868e-07,2.2672472527019286e-07,1.9831942313573366e-07
6.1175,8.0973466101960363e-07,8.0600541606475794e-07,7.3577900544216653e-07,5.3750880726496187e-07,3.6271603963940388e-07,2.2647401589264699e-07,1.9837038750857269e-07
6.11775,8.0819614143684044e-07,8.049963359696314e-07,7.3684738556402614e-07,5.4013482878329038e-07,3.647258763018794e-07,2.262354634667993e-07,1.9841950811173756e-07
6.118,8.06687582748267e-07,8.0400840589679396e-07,7.3787915886206911e-07,5.4275270844102781e-07,3.6674506915713544e-07,2.2602336044876993e-07,1.9846597996217384e-07
6.11825,8.0521049581928583e-07,8.0304218043070131e-07,7.3887563370633754e-07,5.4536012445700041e-07,3.6877864160611877e-07,2.2583244926997925e-07,1.985097605378853e-07
6.1185,8.0376652903619759e-07,8.0209681230244687e-07,7.3984190312348444e-07,5.4795444456875891e-07,3.7083145509933698e-07,2.2565667772814516e-07,1.985512613676716e-07
6.11875,8.0233892554411977e-07,8.011709989105279e-07,7.4077568557740008e-07,5.5053280773753103e-07,3.7289996199828791e-07,2.2550570762111931e-07,1.985903325454111e-07
6.119,8.0092700096342929e-07,8.0026229024651008e-07,7.4167555834484658e-07,5.5309218683076491e-07,3.7497316174679989e-07,2.2538199376170126e-07,1.9862586312699224e-07
6.11925,7.9954008314003547e-07,7.9937160627388434e-07,7.4253885783104013e-07,5.5562899333114706e-07,3.7705683907836048e-07,2.2528758154114721e-07,1.9865743423676089e-07
6.1195,7.9818072108646034e-07,7.9849821919837317e-07,7.4336526589261756e-07,5.5814163096806012e-07,3.7914587135086361e-07,2.2522061760256729e-07,1.9868475498060953e-07
6.11975,7.9684749507866719e-07,7.9764107205416269e-07,7.4416102812801038e-07,5.6063074538664737e-07,3.8124556111411603e-07,2.2517183194147174e-07,1.9870772960324792e-07
6.12,7.955411965337579e-07,7.9679938900185759e-07,7.4492637976720426e-07,5.6309936637008244e-07,3.8335769295983477e-07,2.2514401494596377e-07,1.9872683035628993e-07
6.12025,7.9425577850532318e-07,7.9597280958796445e-07,7.4565585940221993e-07,5.6555070990017046e-07,3.8548945174233053e-07,2.2514154904246417e-07,1.9874346290146053e-07
6.1205,7.9298707842133536e-07,7.9516216600387571e-07,7.4634807732097188e-07,5.6798588258815833e-07,3.8764248738074646e-07,2.2517093260421604e-07,1.9875797137530067e-07
6.12075,7.917398171582519e-07,7.943675772701712e-07,7.4700299558526807e-07,5.7040716940078257e-07,3.8981351542651895e-07,2.2523442232603046e-07,1.9877030883539501e-07
6.121,7.9052311657914627e-07,7.9359198538186368e-07,7.4761876032234805e-07,5.7281651124865596e-07,3.9199954348467262e-07,2.2531905819635045e-07,1.9878046061553197e-07
6.12125,7.8933467862976287e-07,7.9283669394457882e-07,7.4819698453916237e-07,5.7521471500633128e-07,3.9419738363867974e-07,2.2542904904626954e-07,1.9878969408678588e-07
