Physical Time (s),lift Monitor (N)
5.07375,-4.8230570082580953e-07
5.074,-4.6604583414635723e-07
5.07425,-4.4982282092166513e-07
5.0745,-4.3359027771982909e-07
5.07475,-4.17350422019242e-07
5.075,-4.0106341778876738e-07
5.07525,-3.8482935990693511e-07
5.0755,-3.6860553285544865e-07
5.07575,-3.5239339056439199e-07
5.076,-3.3614913310002975e-07
5.07625,-3.1998085508304524e-07
5.0765,-3.0383395279159467e-07
5.07675,-2.8770777891362685e-07
5.077,-2.7156524788002235e-07
5.07725,-2.5549852993941644e-07
5.0775,-2.3945733682254334e-07
5.07775,-2.2343298100451124e-07
5.078,-2.0739443450808016e-07
5.07825,-1.9143714107891396e-07
5.0785,-1.7549949598343519e-07
5.07875,-1.5954572342618576e-07
5.079,-1.436466566107847e-07
5.07925,-1.2775991605902288e-07
5.0795,-1.1185530919370402e-07
5.07975,-9.6002676485652778e-08
5.08,-8.0160618655321402e-08
5.08025,-6.4293620862667856e-08
5.0805,-4.8458699311255006e-08
5.08075,-3.2638318645498444e-08
5.081,-1.6774813633075813e-08
5.08125,-9.4951049022766479e-10
5.0815,1.4879822944145832e-08
5.08175,3.0754057582929749e-08
5.082,4.6601429796537292e-08
5.08225,6.2452658477909581e-08
5.0825,7.8351015758688138e-08
5.08275,9.4227645198304175e-08
5.083,1.1009934543463057e-07
5.08325,1.2602527129778668e-07
5.0835,1.419200604568676e-07
5.08375,1.578074595687633e-07
5.084,1.737056723103803e-07
5.08425,1.8964385346458375e-07
5.0845,2.0552697193009261e-07
5.08475,2.2141355183841316e-07
5.085,2.3730564097979796e-07
5.08525,2.5323555252290469e-07
5.0855,2.6910742490432518e-07
5.08575,2.8497660393269864e-07
5.086,3.0084309696430079e-07
5.08625,3.1675104050793404e-07
5.0865,3.3259834754918317e-07
5.08675,3.4843117098662039e-07
5.087,3.6425706541707013e-07
5.08725,3.8010691449153979e-07
5.0875,3.9587676492177649e-07
5.08775,4.1161835311550637e-07
5.088,4.273363184542995e-07
5.08825,4.4307489819797038e-07
5.0885,4.5872584340175798e-07
5.08875,4.7433990650188828e-07
5.089,4.8992246213382763e-07
5.08925,5.0551471921414507e-07
5.0895,5.2100685268218408e-07
5.08975,5.3645735718805642e-07
5.09,5.5187516003222966e-07
5.09025,5.6731047492169894e-07
5.0905,5.8263814178993246e-07
5.09075,5.9791761307555594e-07
5.091,6.1316787129514549e-07
5.09125,6.284306671397695e-07
5.0915,6.4359695790518075e-07
5.09175,6.5873916005227581e-07
5.092,6.7386907691647702e-07
5.09225,6.8903815434644538e-07
5.0925,7.0411665422795035e-07
5.09275,7.1918734368099677e-07
5.093,7.3426007689669324e-07
5.09325,7.4938779793568825e-07
5.0935,7.6445152986801171e-07
5.09375,7.7951020406387441e-07
5.094,7.9457771650389052e-07
5.09425,8.0970489881020187e-07
5.0945,8.2477211134643349e-07
5.09475,8.3984415605200906e-07
5.095,8.5493530077011177e-07
5.09525,8.7009973784581294e-07
5.0955,8.8521052389947939e-07
5.09575,9.0033089206176598e-07
5.096,9.1547091221786842e-07
5.09625,9.3069006071286429e-07
5.0965,9.4585674923481801e-07
5.09675,9.6103407215080842e-07
5.097,9.7624174028396554e-07
5.09725,9.9152983604419858e-07
5.0975,1.0067498810813844e-06
5.09775,1.0219848651837517e-06
5.098,1.0372878104538456e-06
5.09825,1.0525464999965405e-06
5.0985,1.0677973994613667e-06
5.09875,1.0830930825506925e-06
5.099,1.0983286979220779e-06
5.09925,1.1135567384403193e-06
5.0995,1.1288362069324259e-06
5.09975,1.1440621102015826e-06
5.1,1.1592727748786287e-06
5.10025,1.1745201779628831e-06
5.1005,1.1897014643349164e-06
5.10075,1.2048528413586372e-06
5.101,1.2200349999384536e-06
5.10125,1.2351414347131892e-06
5.1015,1.2502049688104404e-06
5.10175,1.2652284866539628e-06
5.102,1.2802593561484972e-06
5.10225,1.2951660360903762e-06
5.1025,1.3100102212044412e-06
5.10275,1.3248046631033576e-06
5.103,1.339591376546287e-06
5.10325,1.3542322122606634e-06
5.1035,1.3687955460971181e-06
5.10375,1.3833346565204542e-06
5.104,1.3977373069925759e-06
5.10425,1.4120421749380408e-06
5.1045,1.4263038107099138e-06
5.10475,1.4404062638115473e-06
5.105,1.4544037202933719e-06
5.10525,1.46835227448051e-06
5.1055,1.4821467033550214e-06
5.10575,1.4958406340275366e-06
5.106,1.5094864233672649e-06
5.10625,1.5229925953716658e-06
5.1065,1.5364001483365719e-06
5.10675,1.5497703213696801e-06
5.107,1.5630128311890376e-06
5.10725,1.5761666390507606e-06
5.1075,1.5892910114048664e-06
5.10775,1.6022887624850202e-06
5.108,1.6152035970288629e-06
5.10825,1.6281044932564793e-06
5.1085,1.6408955856864344e-06
5.10875,1.6536223173988038e-06
5.109,1.6663507884225403e-06
5.10925,1.6790138958196325e-06
5.1095,1.6915890400915787e-06
5.10975,1.7041236625858774e-06
5.11,1.7166207031871964e-06
5.11025,1.7291157337821575e-06
5.1105,1.7415237164251409e-06
5.11075,1.7538370253523649e-06
5.111,1.7661370080014128e-06
5.11125,1.7784185169817904e-06
5.1115,1.7906959127309154e-06
5.11175,1.8028721376851048e-06
5.112,1.8149328980581798e-06
5.11225,1.8269593367223153e-06
5.1125,1.8389536211421742e-06
5.11275,1.850929327066114e-06
5.113,1.8627868865091945e-06
5.11325,1.8745145885626918e-06
5.1135,1.886183796195313e-06
5.11375,1.8977891408405041e-06
5.114,1.9093442338182363e-06
5.11425,1.9207578803957795e-06
5.1145,1.9320240916538909e-06
5.11475,1.943224143822643e-06
5.115,1.9543571700501077e-06
5.11525,1.9654375895611679e-06
5.1155,1.9763637488787412e-06
5.11575,1.9871207864536495e-06
5.116,1.9977893242616353e-06
5.11625,2.008367202876458e-06
5.1165,2.018884774283614e-06
5.11675,2.0292522232399473e-06
5.117,2.0394535291925128e-06
5.11725,2.0495780848874635e-06
5.1175,2.059624488701115e-06
5.11775,2.0696031431268615e-06
5.118,2.0794350221949016e-06
5.11825,2.0890990306005355e-06
5.1185,2.0986407292719827e-06
5.11875,2.1080587995558509e-06
5.119,2.1173726301459398e-06
5.11925,2.1265088823546054e-06
5.1195,2.1354729465327897e-06
5.11975,2.1443552372316499e-06
5.12,2.1531563962270592e-06
5.12025,2.161880641328099e-06
5.1205,2.1704524511528401e-06
5.12075,2.1788745307149671e-06
5.121,2.1872405952847161e-06
5.12125,2.1955544975388622e-06
5.1215,2.2038178824108887e-06
5.12175,2.2119392704856983e-06
5.122,2.2199109740039818e-06
5.12225,2.2278139353703397e-06
5.1225,2.2356749992880845e-06
5.12275,2.2434986100662702e-06
5.123,2.2511947419438535e-06
5.12325,2.2587520616675212e-06
5.1235,2.2662559420642024e-06
5.12375,2.2737237631522718e-06
5.124,2.281177119434162e-06
5.12425,2.2885329079637865e-06
5.1245,2.2957844383640173e-06
5.12475,2.3030192192580623e-06
5.125,2.3102538982313044e-06
5.12525,2.3174965828960198e-06
5.1255,2.3246512945450531e-06
5.12575,2.3317055944522832e-06
5.126,2.3387425305094044e-06
5.12625,2.3457870015957994e-06
5.1265,2.3528479782166629e-06
5.12675,2.3598382409195827e-06
5.127,2.3667356897788221e-06
5.12725,2.3736162895409709e-06
5.1275,2.3805338651122347e-06
5.12775,2.3874111878336204e-06
5.128,2.3941763995514705e-06
5.12825,2.4008965793601569e-06
5.1285,2.4076333518003191e-06
5.12875,2.4143167634222741e-06
5.129,2.4208990442989318e-06
5.12925,2.427443734444657e-06
5.1295,2.4340012055940597e-06
5.12975,2.4404939002290818e-06
5.13,2.4468567690035512e-06
5.13025,2.4531417103954235e-06
5.1305,2.4594030664957676e-06
5.13075,2.465574029780769e-06
5.131,2.471595801771919e-06
5.13125,2.4775270655406762e-06
5.1315,2.4834151186739454e-06
5.13175,2.4891911176973632e-06
5.132,2.4947965911710924e-06
5.13225,2.5002911122806758e-06
5.1325,2.505723337987797e-06
5.13275,2.511024259421607e-06
5.133,2.5161368803498063e-06
5.13325,2.5211168828215469e-06
5.1335,2.5260193641132258e-06
5.13375,2.5307781381068664e-06
5.134,2.5353360581989289e-06
5.13425,2.5397486662822176e-06
5.1345,2.5440736119163762e-06
5.13475,2.548253112723641e-06
5.135,2.5522338737870929e-06
5.13525,2.5560658945376683e-06
5.1355,2.559805521208659e-06
5.13575,2.5633975610179434e-06
5.136,2.5667925056957926e-06
5.13625,2.5700458477201058e-06
5.1365,2.5732086453840664e-06
5.13675,2.5762299448572632e-06
5.137,2.5790620441122903e-06
5.13725,2.5817583528821409e-06
5.1375,2.5843772630173629e-06
5.13775,2.5868717620372394e-06
5.138,2.5891944548488267e-06
5.13825,2.5913956240785535e-06
5.1385,2.5935329674905258e-06
5.13875,2.5955561155578092e-06
5.139,2.5974236892682983e-06
5.13925,2.5991873233700724e-06
5.1395,2.600901843688844e-06
5.13975,2.6025214660002924e-06
5.14,2.6039999596205473e-06
5.14025,2.6053854086534521e-06
5.1405,2.6067300038172399e-06
5.14075,2.6079821297487315e-06
5.141,2.609093326474736e-06
5.14125,2.6101100338134753e-06
5.1415,2.6110856172705085e-06
5.14175,2.6119812903369826e-06
5.142,2.6127496028295791e-06
5.14225,2.6134320398978241e-06
5.1425,2.6140711601357943e-06
5.14275,2.6146182453728338e-06
5.143,2.615022738653641e-06
5.14325,2.6153185989440992e-06
5.1435,2.6155534238309403e-06
5.14375,2.615680773332689e-06
5.144,2.6156559333965456e-06
5.14425,2.6155228942578106e-06
5.1445,2.6153338739758778e-06
5.14475,2.6150447398362139e-06
5.145,2.6146086984333128e-06
5.14525,2.614052149267463e-06
5.1455,2.6134155661295962e-06
5.14575,2.6126598115479909e-06
5.146,2.6117408659255396e-06
5.14625,2.6106892280641417e-06
5.1465,2.6095528618276613e-06
5.14675,2.6083010608823433e-06
5.147,2.6068913401375021e-06
5.14725,2.6053498438293113e-06
5.1475,2.6037220931515216e-06
5.14775,2.6019741647964406e-06
5.148,2.600059220860725e-06
5.14825,2.5980016538974419e-06
5.1485,2.5958522972803976e-06
5.14875,2.5935780735018844e-06
5.149,2.5911352468817005e-06
5.14925,2.5885573315179501e-06
5.1495,2.5858894099443296e-06
5.14975,2.5831084196207333e-06
5.15,2.5801787759771258e-06
5.15025,2.5771191352624073e-06
5.1505,2.5739732348285989e-06
5.15075,2.5707200880498566e-06
5.151,2.5673192595200702e-06
5.15125,2.5637936607550522e-06
5.1515,2.5601796734202621e-06
5.15175,2.5564694374477289e-06
5.152,2.5526339789105216e-06
5.15225,2.5486909408008167e-06
5.1525,2.5446835059003712e-06
5.15275,2.5405912162342234e-06
5.153,2.5363715900957474e-06
5.15325,2.5320406528089848e-06
5.1535,2.5276391250586118e-06
5.15375,2.5231534866703443e-06
5.154,2.5185533517793294e-06
5.15425,2.5138556758457226e-06
5.1545,2.5091034121855442e-06
5.15475,2.5042837912440671e-06
5.155,2.4993698549747002e-06
5.15525,2.4943734355405401e-06
5.1555,2.489330959203048e-06
5.15575,2.4842306381783752e-06
5.156,2.4790485138815356e-06
5.15625,2.4737882641480429e-06
5.1565,2.4684863740724125e-06
5.15675,2.4631424142005326e-06
5.157,2.4577264877293553e-06
5.15725,2.4522472974406629e-06
5.1575,2.4467382394577524e-06
5.15775,2.4411917459786971e-06
5.158,2.4355761022745712e-06
5.15825,2.429893120301151e-06
5.1585,2.424173638232156e-06
5.15875,2.4184075248727258e-06
5.159,2.4125675935548439e-06
5.15925,2.4066587587334017e-06
5.1595,2.4007144454412003e-06
5.15975,2.3947363500277307e-06
5.16,2.3886944181665775e-06
5.16025,2.3825855839175545e-06
5.1605,2.3764392985891511e-06
5.16075,2.3702489556280707e-06
5.161,2.3639784942095101e-06
5.16125,2.3576288419392858e-06
5.1615,2.3512336108370805e-06
5.16175,2.344779385123154e-06
5.162,2.3382359054891353e-06
5.16225,2.3316050340333855e-06
5.1625,2.3249113593872954e-06
5.16275,2.3181451988281917e-06
5.163,2.3112750948318785e-06
5.16325,2.3042900708884612e-06
5.1635,2.2972070350552498e-06
5.16375,2.2900275576913381e-06
5.164,2.282725630233708e-06
5.16425,2.2752933943473598e-06
5.1645,2.2677619675196737e-06
5.16475,2.2601363381329436e-06
5.165,2.2523857146167318e-06
5.16525,2.2445039914620565e-06
5.1655,2.2365034225948293e-06
5.16575,2.228390487930982e-06
5.166,2.220141287780643e-06
5.16625,2.211742749512545e-06
5.1665,2.2032175919386818e-06
5.16675,2.1945795191764281e-06
5.167,2.185820757190505e-06
5.16725,2.1769282262685285e-06
5.1675,2.1679155634020576e-06
5.16775,2.1588105714248869e-06
5.168,2.1495995097559044e-06
5.16825,2.1402618910777919e-06
5.1685,2.1308151440120371e-06
5.16875,2.121286449281116e-06
5.169,2.1116630213262911e-06
5.16925,2.1019287948845677e-06
5.1695,2.0921029586862235e-06
5.16975,2.082198999348502e-06
5.17,2.0722156743651014e-06
5.17025,2.0621365826539641e-06
5.1705,2.0519631867844449e-06
5.17075,2.041720244990824e-06
5.171,2.0314004831130987e-06
5.17125,2.0209823042787966e-06
5.1715,2.0104718913223285e-06
5.17175,1.9998981746390021e-06
5.172,1.9892499600230989e-06
5.17225,1.9785071044964783e-06
5.1725,1.9676802939759588e-06
5.17275,1.9567860775204525e-06
5.173,1.945823716118918e-06
5.17325,1.9347640732899463e-06
5.1735,1.9236144482353278e-06
5.17375,1.9124039772518898e-06
5.174,1.901126605647272e-06
5.17425,1.8897594662675993e-06
5.1745,1.8782934149321698e-06
5.17475,1.866760129001964e-06
5.175,1.8551669677980418e-06
5.17525,1.8434843578571521e-06
5.1755,1.831710756315322e-06
5.17575,1.8198820425019126e-06
5.176,1.8080047660755598e-06
5.17625,1.7960346983136194e-06
5.1765,1.7839935660300067e-06
5.17675,1.7718663722407633e-06
5.177,1.759694551501241e-06
5.17725,1.747456776480178e-06
5.1775,1.735131225065082e-06
5.17775,1.7227493345751405e-06
5.178,1.7102795910796852e-06
5.17825,1.6977555189648888e-06
5.1785,1.6851762104520472e-06
5.17875,1.6724990016859804e-06
5.179,1.6597519078203409e-06
5.17925,1.6469044376798182e-06
5.1795,1.6340041979986913e-06
5.17975,1.6210448374011001e-06
5.18,1.6079974934093374e-06
5.18025,1.5948845807736229e-06
5.1805,1.5816733711891299e-06
5.18075,1.5684228856445262e-06
5.181,1.5551206867209572e-06
5.18125,1.5417288667189881e-06
5.1815,1.5282679275647832e-06
5.18175,1.5147046014543213e-06
5.182,1.5010938011425859e-06
5.18225,1.4874354534257919e-06
5.1825,1.4736870043047898e-06
5.18275,1.4598790886941809e-06
5.183,1.445980907478683e-06
5.18325,1.4320489069211337e-06
5.1835,1.4180788156054269e-06
5.18375,1.4040236414809069e-06
5.184,1.3899146746410518e-06
5.18425,1.3757251338039133e-06
5.1845,1.3615103150242707e-06
5.18475,1.3472623644480705e-06
5.185,1.3329430060919007e-06
5.18525,1.3185785565044084e-06
5.1855,1.3041439108950379e-06
5.18575,1.2896877544138187e-06
5.186,1.2752144052987633e-06
5.18625,1.2606865682943664e-06
5.1865,1.2461309014387772e-06
5.18675,1.2315082972877904e-06
5.187,1.2168730750023982e-06
5.18725,1.2022393825266152e-06
5.1875,1.1875605877889984e-06
5.18775,1.1728551180394078e-06
5.188,1.1580887036143729e-06
5.18825,1.1433253861909834e-06
5.1885,1.1285767335415313e-06
5.18875,1.1137878108976612e-06
5.189,1.0989629982086918e-06
5.18925,1.0841294741447818e-06
5.1895,1.0693245795825532e-06
5.18975,1.0544992165814228e-06
5.19,1.0396310780671799e-06
5.19025,1.0247701143511758e-06
5.1905,1.0099367926137375e-06
5.19075,9.9507888926023052e-07
5.191,9.8019962300511943e-07
5.19125,9.6527395798004081e-07
5.1915,9.5036229198912139e-07
5.19175,9.3546871994738084e-07
5.192,9.2054814440117117e-07
5.19225,9.0561554404952529e-07
5.1925,8.9062405063524993e-07
5.19275,8.7563834615623238e-07
5.193,8.6066529119853992e-07
5.19325,8.4565483428507144e-07
5.1935,8.3061419772345685e-07
5.19375,8.1551373146686519e-07
5.194,8.0041023267694751e-07
5.19425,7.8530843820462774e-07
5.1945,7.701649723818444e-07
5.19475,7.5499123977193284e-07
5.195,7.3974792711947949e-07
5.19525,7.2448583382508862e-07
5.1955,7.0921510362707222e-07
5.19575,6.9388440561895758e-07
5.196,6.7850450366666699e-07
5.19625,6.6303476613421846e-07
5.1965,6.4752894914029494e-07
5.19675,6.3200347290995049e-07
5.197,6.1641227006866555e-07
5.19725,6.0075610686706766e-07
5.1975,5.8500715117761128e-07
5.19775,5.6922142357355606e-07
5.198,5.5341432761512936e-07
5.19825,5.375585176430362e-07
5.1985,5.2165309968086163e-07
5.19875,5.0563986774783783e-07
5.199,4.8959587109312333e-07
5.19925,4.7353643398977851e-07
5.1995,4.5740862218913096e-07
5.19975,4.4120311924289463e-07
5.2,4.2494540433148619e-07
5.20025,4.0868987778237502e-07
5.2005,3.9238683974597101e-07
5.20075,3.75983856896426e-07
5.201,3.5953715702649806e-07
5.20125,3.4309921204725178e-07
5.2015,3.266194625656945e-07
5.20175,3.1006147240108334e-07
5.202,2.9347170240734828e-07
5.20225,2.7688498158230094e-07
5.2025,2.6027216246663288e-07
5.20275,2.4357675880057251e-07
5.203,2.2684475243406777e-07
5.20325,2.1013859890990921e-07
5.2035,1.9339300918298609e-07
5.20375,1.7657877907341968e-07
5.204,1.5974323109028857e-07
5.20425,1.4292130205402188e-07
5.2045,1.2608228920502472e-07
5.20475,1.0915846693657762e-07
5.205,9.2217502407552873e-08
5.20525,7.5307611136797641e-08
5.2055,5.8385633743384089e-08
5.20575,4.141715959731178e-08
5.206,2.4438699012639549e-08
5.20625,7.5087865214502468e-09
5.2065,-9.4351365007617972e-09
5.20675,-2.64274892255716e-08
5.207,-4.3423494036177912e-08
5.20725,-6.0384282580275839e-08
5.2075,-7.7353360466566394e-08
5.20775,-9.4382766479710072e-08
5.208,-1.1141034167979882e-07
5.20825,-1.2838937958924199e-07
5.2085,-1.4535833188991183e-07
5.20875,-1.6236869308480638e-07
5.209,-1.7937601930951248e-07
5.20925,-1.9632660130415192e-07
5.2095,-2.1326132247281964e-07
5.20975,-2.3022436896251871e-07
5.21,-2.4718087379605375e-07
5.21025,-2.6406839234648417e-07
5.2105,-2.8093981330398873e-07
5.21075,-2.9782714019383207e-07
5.211,-3.1466237598569343e-07
5.21125,-3.3151851252293246e-07
5.2115,-3.4831627400875511e-07
5.21175,-3.6509983868502832e-07
5.212,-3.8191586726402828e-07
5.21225,-3.9869957373975572e-07
5.2125,-4.1541600293607125e-07
5.21275,-4.3210712728154399e-07
5.213,-4.4878025995730236e-07
5.21325,-4.6549305515589857e-07
5.2135,-4.8216473738128119e-07
5.21375,-4.9877023122961009e-07
5.214,-5.1536791608293093e-07
5.21425,-5.319546887883972e-07
5.2145,-5.4857943595379051e-07
5.21475,-5.6516977608295444e-07
5.215,-5.8168962982398586e-07
5.21525,-5.9818918534261614e-07
5.2155,-6.1466296172931985e-07
5.21575,-6.3116259121213699e-07
5.216,-6.4760642248120371e-07
5.21625,-6.6398303757808061e-07
5.2165,-6.8034272201174691e-07
5.21675,-6.9667658872356373e-07
5.217,-7.1303470826967348e-07
5.21725,-7.293528342928418e-07
5.2175,-7.4560150378948082e-07
5.21775,-7.6181755337838592e-07
5.218,-7.7800046429268725e-07
5.21825,-7.9419578948770169e-07
5.2185,-8.1032901227728999e-07
5.21875,-8.2636709685109533e-07
5.219,-8.4237076475085067e-07
5.21925,-8.5836709037899299e-07
5.2195,-8.743164421386168e-07
5.21975,-8.9016961940770065e-07
5.22,-9.0597029188822808e-07
5.22025,-9.2176511990349987e-07
5.2205,-9.3751381262159983e-07
5.22075,-9.5317200596492037e-07
5.221,-9.6878390278851355e-07
5.22125,-9.8438918828073383e-07
5.2215,-9.9995154860374323e-07
5.22175,-1.015420597676688e-06
5.222,-1.0308371803281026e-06
5.22225,-1.0462476808268664e-06
5.2225,-1.0616203034313691e-06
5.22275,-1.076895674583255e-06
5.223,-1.0921170928143674e-06
5.22325,-1.1073310060486394e-06
5.2235,-1.1224870503261997e-06
5.22375,-1.1375468362497093e-06
5.224,-1.1525503711121455e-06
5.22425,-1.1675497091420991e-06
5.2245,-1.1825105937968677e-06
5.22475,-1.1973792724001684e-06
5.225,-1.2121965978108611e-06
5.22525,-1.2270046100936347e-06
5.2255,-1.2417718551178983e-06
5.22575,-1.2564459195137828e-06
5.226,-1.2710643460038896e-06
5.22625,-1.285675498836706e-06
5.2265,-1.3002419499301543e-06
5.22675,-1.314714513681966e-06
5.227,-1.3291319446040888e-06
5.22725,-1.3435468867224422e-06
5.2275,-1.3579284431147938e-06
5.22775,-1.3722188950078996e-06
5.228,-1.3864572757176572e-06
5.22825,-1.4006963715948738e-06
5.2285,-1.4149035772137089e-06
5.22875,-1.4290287847442436e-06
5.229,-1.4431090263205678e-06
5.22925,-1.4571977541453929e-06
5.2295,-1.4712557173365171e-06
5.22975,-1.4852282482883088e-06
5.23,-1.49916192633876e-06
5.23025,-1.513107549304561e-06
5.2305,-1.5270223268271677e-06
5.23075,-1.5408552790246089e-06
5.231,-1.5546489310133141e-06
5.23125,-1.5684520410103777e-06
5.2315,-1.5822257583268898e-06
5.23175,-1.5959146458852383e-06
5.232,-1.6095604860384162e-06
5.23225,-1.6232180678873881e-06
5.2325,-1.6368374634553702e-06
5.23275,-1.6503668219365907e-06
5.233,-1.6638481025190553e-06
5.23325,-1.6773305951011079e-06
5.2335,-1.6907662966553575e-06
5.23375,-1.7040975560913749e-06
5.234,-1.7173625501873541e-06
5.23425,-1.7306174353278465e-06
5.2345,-1.7438214920491802e-06
5.23475,-1.7569228217527541e-06
5.235,-1.7699576759973617e-06
5.23525,-1.7829832619080636e-06
5.2355,-1.7959545125085427e-06
5.23575,-1.8088170042004631e-06
5.236,-1.8216083935465388e-06
5.23625,-1.8343871399502971e-06
5.2365,-1.8471004903824281e-06
5.23675,-1.8596949045747395e-06
5.237,-1.8722178438630559e-06
5.23725,-1.8846820639965069e-06
5.2375,-1.897139450237912e-06
5.23775,-1.9095097487324555e-06
5.238,-1.9217701858516985e-06
5.23825,-1.9339654877505219e-06
5.2385,-1.9461015443045291e-06
5.23875,-1.9582079316215755e-06
5.239,-1.9702069033994018e-06
5.23925,-1.9820727052447506e-06
5.2395,-1.9938678559673824e-06
5.23975,-2.0056019760141424e-06
5.24,-2.0173167388798348e-06
5.24025,-2.0289368984433845e-06
5.2405,-2.0404009766580689e-06
5.24075,-2.0517622741042199e-06
5.241,-2.0630343237991685e-06
5.24125,-2.0742795239064588e-06
5.2415,-2.0854237537025161e-06
5.24175,-2.0964306379814817e-06
5.242,-2.1073899703980951e-06
5.24225,-2.1182845251850176e-06
5.2425,-2.1291361513133002e-06
5.24275,-2.1398862338095208e-06
5.243,-2.1505068744720271e-06
5.24325,-2.1610330227973221e-06
5.2435,-2.1714243152954958e-06
5.24375,-2.1817287702532918e-06
5.244,-2.1918964489405657e-06
5.24425,-2.2019213775231385e-06
5.2445,-2.2118641760561909e-06
5.24475,-2.2217247760756349e-06
5.245,-2.2315200188928614e-06
5.24525,-2.2411816974511355e-06
5.2455,-2.2507142702240646e-06
5.24575,-2.260182335536279e-06
5.246,-2.2695839580540618e-06
5.24625,-2.2789456844909238e-06
5.2465,-2.2881798752617513e-06
5.24675,-2.2972505050106433e-06
5.247,-2.3062239191272532e-06
5.24725,-2.3151535832872638e-06
5.2475,-2.3239809719335995e-06
5.24775,-2.3326357498952438e-06
5.248,-2.3411608792855926e-06
5.24825,-2.349604820863055e-06
5.2485,-2.3579288563193056e-06
5.24875,-2.3660850240110165e-06
5.249,-2.3741278350011805e-06
5.24925,-2.3821251861146956e-06
5.2495,-2.3900260343854235e-06
5.24975,-2.3977741679426563e-06
5.25,-2.4054095628871358e-06
5.25025,-2.4129850956661311e-06
5.2505,-2.4204492834378545e-06
5.25075,-2.427751295752775e-06
5.251,-2.4349458176352093e-06
5.25125,-2.4420532940119208e-06
5.2515,-2.4491079336144003e-06
5.25175,-2.4560335076329813e-06
5.252,-2.462798764062958e-06
5.25225,-2.4694607275502247e-06
5.2525,-2.4760334823808211e-06
5.25275,-2.4825388237682354e-06
5.253,-2.4888998070456659e-06
5.25325,-2.4950866680391697e-06
5.2535,-2.5011662671697403e-06
5.25375,-2.5071645286637375e-06
5.254,-2.5131043987352718e-06
5.25425,-2.5189031882629909e-06
5.2545,-2.5245288535130933e-06
5.25475,-2.5300500509697905e-06
5.255,-2.5354865203720206e-06
5.25525,-2.5408601443916544e-06
5.2555,-2.5460922794543202e-06
5.25575,-2.5511618171056078e-06
5.256,-2.556141147081193e-06
5.25625,-2.56105385549971e-06
5.2565,-2.5659215324464173e-06
5.25675,-2.5706666196217945e-06
5.257,-2.5752613397415915e-06
5.25725,-2.5797748562157877e-06
5.2575,-2.58422940737699e-06
5.25775,-2.5886425782523588e-06
5.258,-2.5929320972975263e-06
5.25825,-2.5970609264556593e-06
5.2585,-2.6011012337255592e-06
5.25875,-2.605110626472176e-06
5.259,-2.6090312223023686e-06
5.25925,-2.6128087967549176e-06
5.2595,-2.6164936467360402e-06
5.25975,-2.6201394083550888e-06
5.26,-2.6236918265659109e-06
5.26025,-2.627104225153098e-06
5.2605,-2.6304335337266342e-06
5.26075,-2.6337332622965933e-06
5.261,-2.6369473895954112e-06
5.26125,-2.6400212566821692e-06
5.2615,-2.6430028790011002e-06
5.26175,-2.6459480806053049e-06
5.262,-2.6488040703959753e-06
5.26225,-2.6515227233246926e-06
5.2625,-2.654152972810068e-06
5.26275,-2.6567521018249469e-06
5.263,-2.6592631430016343e-06
5.26325,-2.6616278739293669e-06
5.2635,-2.6638984376306937e-06
5.26375,-2.6661333199444401e-06
5.264,-2.6682758252178702e-06
5.26425,-2.6702735682803822e-06
5.2645,-2.6721803467165349e-06
5.26475,-2.6740531546950024e-06
5.265,-2.6758300564103024e-06
5.26525,-2.6774515382700717e-06
5.2655,-2.6789716641878327e-06
5.26575,-2.6804495146853844e-06
5.266,-2.6818190576870643e-06
5.26625,-2.6830272185606082e-06
5.2665,-2.6841262571533127e-06
5.26675,-2.6851751591192024e-06
5.267,-2.6861172166469597e-06
5.26725,-2.6869043147232931e-06
5.2675,-2.6875914579172453e-06
5.26775,-2.6882382476868945e-06
5.268,-2.688786719518544e-06
5.26825,-2.6891741949431909e-06
5.2685,-2.6894499199530823e-06
5.26875,-2.6896731761733732e-06
5.269,-2.6897840571797774e-06
5.26925,-2.689731832600142e-06
5.2695,-2.6895739656825039e-06
5.26975,-2.6893421395234972e-06
5.27,-2.6890513117105254e-06
5.27025,-2.6886365933233083e-06
5.2705,-2.6880666789496635e-06
5.27075,-2.6874128998818636e-06
5.271,-2.6866945661587344e-06
5.27125,-2.6859061179355899e-06
5.2715,-2.6849746490926688e-06
5.27175,-2.6838658644704511e-06
5.272,-2.6826577509976756e-06
5.27225,-2.6813821318396942e-06
5.2725,-2.6800357945679273e-06
5.27275,-2.6785506721703683e-06
5.273,-2.6768945991135115e-06
5.27325,-2.6751377934905344e-06
5.2735,-2.6733058556974055e-06
5.27375,-2.6713939214079648e-06
5.274,-2.6693320032880003e-06
5.27425,-2.6670888441299713e-06
5.2745,-2.6647363215944986e-06
5.27475,-2.6623081704333862e-06
5.275,-2.6597961758751588e-06
5.27525,-2.6571399180533162e-06
5.2755,-2.6543109287864455e-06
5.27575,-2.6513740686413646e-06
5.276,-2.6483580447262772e-06
5.27625,-2.6452542481755153e-06
5.2765,-2.642006978420994e-06
5.27675,-2.6385951544636972e-06
5.277,-2.6350867835284147e-06
5.27725,-2.6315083187975252e-06
5.2775,-2.6278484256742864e-06
5.27775,-2.6240457933995622e-06
5.278,-2.6200727636899694e-06
5.27825,-2.615985035236855e-06
5.2785,-2.6118155458112959e-06
