Physical Time (s),aphi_vol Monitor (W): cv1,aphi_vol Monitor (W): cv2,aphi_vol Monitor (W): cv3,aphi_vol Monitor (W): cv4,aphi_vol Monitor (W): cv5,aphi_vol Monitor (W): cv6,aphi_vol Monitor (W): cv7
7.30525,7.3602468380627466e-07,1.790852560201832e-07,1.2126920691046243e-07,8.7239711123690437e-08,6.7633517112941947e-08,9.2821955657511487e-08,7.0190726909260813e-08
7.3055,7.3598870899904163e-07,1.7903052329698378e-07,1.2132703321034568e-07,8.7250034640171813e-08,6.7632956276599952e-08,9.2829344138433792e-08,7.0185746345743532e-08
7.30575,7.3595229739254735e-07,1.7897381384667225e-07,1.2138653149999658e-07,8.7260528999739566e-08,6.7632428778369674e-08,9.2836742577853013e-08,7.0180772035320697e-08
7.306,7.3591545312063884e-07,1.7891511530849155e-07,1.2144774631462673e-07,8.7271208076155476e-08,6.7631940952326727e-08,9.2844145017522257e-08,7.017579563965447e-08
7.30625,7.3587821029525807e-07,1.7885442429984924e-07,1.2151067868380605e-07,8.7282087710578069e-08,6.7631509315956814e-08,9.2851550881929459e-08,7.0170817765392257e-08
7.3065,7.3584061315315822e-07,1.7879162334857218e-07,1.2157536653228215e-07,8.7293171313792856e-08,6.7631135886638982e-08,9.2858958717387346e-08,7.0165850945216778e-08
7.30675,7.3580266420325036e-07,1.7872665417985813e-07,1.2164183980586188e-07,8.730443645722708e-08,6.7630829434239004e-08,9.2866336591840536e-08,7.0160898143652701e-08
7.307,7.3576438105333595e-07,1.7865945429411426e-07,1.217101541706373e-07,8.7315852040493871e-08,6.7630593474187385e-08,9.2873666432919513e-08,7.0155961855099745e-08
7.30725,7.3572581638469775e-07,1.7859002128782519e-07,1.2178033662561941e-07,8.7327417023624889e-08,6.7630425927098827e-08,9.2880999984882417e-08,7.0151039761136554e-08
7.3075,7.3568698223092162e-07,1.7851846858511325e-07,1.218523240917399e-07,8.733913585206096e-08,6.7630323786403081e-08,9.2888341021733407e-08,7.0146148688161018e-08
7.30775,7.3564782698896449e-07,1.7844493208519759e-07,1.2192604654764461e-07,8.735101113683129e-08,6.7630280299417042e-08,9.2895647710412135e-08,7.0141310245881507e-08
7.308,7.3560839180644127e-07,1.7836927178672614e-07,1.2200149593913799e-07,8.7363061426742209e-08,6.7630287648773146e-08,9.2902897331040082e-08,7.0136517617473198e-08
7.30825,7.3556861154740474e-07,1.7829147972794531e-07,1.2207868630490927e-07,8.7375313955273101e-08,6.763033530302543e-08,9.2910082354645001e-08,7.0131770203875902e-08
7.3085,7.3552847962984646e-07,1.7821150786423449e-07,1.2215766028415307e-07,8.7387773598648038e-08,6.7630430929486948e-08,9.2917200126821791e-08,7.012708251825508e-08
7.30875,7.3548801364108199e-07,1.7812930951378351e-07,1.2223844323404527e-07,8.7400423174540113e-08,6.7630579963506317e-08,9.2924263391839248e-08,7.0122454406157172e-08
7.309,7.3544721994969001e-07,1.7804491192086484e-07,1.2232105638621046e-07,8.7413236169919666e-08,6.7630807379576315e-08,9.2931263939603353e-08,7.0117886277524234e-08
7.30925,7.3540605695016729e-07,1.7795851618967329e-07,1.2240534931630477e-07,8.7426193319438746e-08,6.7631141510506109e-08,9.2938189356081738e-08,7.0113376126969274e-08
7.3095,7.3536454338587476e-07,1.7787018959228465e-07,1.2249119802040088e-07,8.7439293959255188e-08,6.7631590384208482e-08,9.2945043299747119e-08,7.0108902168957753e-08
7.30975,7.3532270267542138e-07,1.7777997336196762e-07,1.2257859306489613e-07,8.7452544088060162e-08,6.7632156855114214e-08,9.2951818728627799e-08,7.0104433728148114e-08
7.31,7.3528054760352805e-07,1.7768789817530093e-07,1.2266751497218043e-07,8.7465947634730006e-08,6.7632837305751695e-08,9.2958534623485636e-08,7.0099951663498503e-08
7.31025,7.3523805311655855e-07,1.7759396659985542e-07,1.2275798967370635e-07,8.7479507513329188e-08,6.763361703791589e-08,9.2965223436894751e-08,7.0095451907187508e-08
7.3105,7.351953416041831e-07,1.7749809351531633e-07,1.2284999629506179e-07,8.7493215064878979e-08,6.7634488847091821e-08,9.2971895753405906e-08,7.0090933968614069e-08
7.31075,7.3515240502607316e-07,1.7740039477711036e-07,1.2294348024205066e-07,8.7507063382105927e-08,6.7635449580494996e-08,9.2978568166791411e-08,7.00863952356956e-08
7.311,7.3510927328502853e-07,1.7730089361640746e-07,1.23038416817682e-07,8.7521044183550009e-08,6.7636507888570302e-08,9.2985247983496974e-08,7.0081806646900902e-08
7.31125,7.3506594586950821e-07,1.7719958138458572e-07,1.2313477127055838e-07,8.7535159887525189e-08,6.7637670988219225e-08,9.299192634050383e-08,7.0077151979968685e-08
7.3115,7.3502239549469094e-07,1.7709649257864653e-07,1.2323247363070925e-07,8.7549408534973234e-08,6.7638944651745699e-08,9.2998589058503562e-08,7.0072426041614375e-08
7.31175,7.3497859959311442e-07,1.769916839636009e-07,1.2333149391036123e-07,8.7563789933000946e-08,6.7640324073249927e-08,9.300523352491356e-08,7.0067624313122367e-08
7.312,7.3493458186637042e-07,1.7688532151954128e-07,1.2343175560432175e-07,8.7578300380231338e-08,6.7641797146464433e-08,9.3011875761573235e-08,7.0062752504813356e-08
7.31225,7.3489039798778086e-07,1.7677748735944178e-07,1.235331735173828e-07,8.759293847609731e-08,6.7643361867878181e-08,9.3018530467115241e-08,7.0057792258428499e-08
7.3125,7.348460862523968e-07,1.7666822539813873e-07,1.236355885410749e-07,8.7607715117692738e-08,6.7645002409751078e-08,9.3025206869080348e-08,7.0052724118134008e-08
7.31275,7.3480171448780438e-07,1.7655748185188952e-07,1.2373897378812321e-07,8.7622624312210788e-08,6.7646703142033705e-08,9.3031892899870453e-08,7.0047545343752145e-08
7.313,7.3475733647428537e-07,1.7644525983588872e-07,1.238433543783145e-07,8.7637661105253169e-08,6.7648484715348103e-08,9.3038558755806031e-08,7.0042262248559552e-08
7.31325,7.3471286787995343e-07,1.7633177612829873e-07,1.2394864323834906e-07,8.7652828928403547e-08,6.7650363726526225e-08,9.3045194190846779e-08,7.0036904893496466e-08
7.3135,7.3466821216966581e-07,1.7621720602745086e-07,1.2405475995708053e-07,8.7668125743805536e-08,6.7652347391077074e-08,9.3051804090820642e-08,7.0031486298888668e-08
7.31375,7.3462335695194597e-07,1.7610155548883253e-07,1.2416165239467532e-07,8.7683550196663913e-08,6.7654440640013383e-08,9.3058409225798456e-08,7.0026015003604029e-08
7.314,7.3457830356314995e-07,1.7598485633131504e-07,1.2426932677429275e-07,8.7699080044077684e-08,6.7656651090486796e-08,9.3065019719581656e-08,7.0020489720436595e-08
7.31425,7.3453305005999518e-07,1.7586720866172674e-07,1.243776863667186e-07,8.7714711060909026e-08,6.7658987669693513e-08,9.3071646128135056e-08,7.0014897232203513e-08
7.3145,7.3448757659193114e-07,1.7574872610388738e-07,1.2448659503573421e-07,8.7730435487721209e-08,6.7661443342752787e-08,9.3078302012286628e-08,7.0009229540889192e-08
7.31475,7.3444193472943077e-07,1.7562945069113667e-07,1.2459594823158472e-07,8.774622728544645e-08,6.76640157995731e-08,9.3084999675637841e-08,7.0003497516640002e-08
7.315,7.3439609839424062e-07,1.7550952666791668e-07,1.2470563676434925e-07,8.7762078313170481e-08,6.7666705132412235e-08,9.3091715639086235e-08,6.9997707251004858e-08
7.31525,7.343500474283584e-07,1.7538898766877866e-07,1.2481563542842894e-07,8.7778000886183836e-08,6.7669501551175839e-08,9.3098418533369499e-08,6.9991880122067728e-08
7.3155,7.3430376730832096e-07,1.7526790877825725e-07,1.2492591593628341e-07,8.7793989476400299e-08,6.7672397312922171e-08,9.3105094282863022e-08,6.9986032531714066e-08
7.31575,7.3425725255617289e-07,1.7514638302139257e-07,1.2503643324106702e-07,8.7810028315656462e-08,6.7675388513879345e-08,9.3111767599941335e-08,6.9980161169871263e-08
7.316,7.342105962614165e-07,1.7502439585716108e-07,1.2514717122001833e-07,8.7826104504036023e-08,6.7678476979799577e-08,9.3118475720020347e-08,6.9974277121511999e-08
7.31625,7.3416391188159459e-07,1.7490190123989685e-07,1.2525809780634496e-07,8.7842213502393828e-08,6.7681674327292147e-08,9.3125222258078518e-08,6.9968389504915258e-08
7.3165,7.3411724377094553e-07,1.7477884157378442e-07,1.2536924631198143e-07,8.7858346995195715e-08,6.768497948245434e-08,9.3131993777685596e-08,6.9962494058197536e-08
7.31675,7.3407055316613874e-07,1.7465533189662078e-07,1.2548052431684091e-07,8.7874499710378905e-08,6.7688386383435378e-08,9.3138762370721844e-08,6.995659043082526e-08
7.317,7.3402387681766429e-07,1.7453141508932967e-07,1.2559178603469891e-07,8.7890670176495101e-08,6.7691912930697482e-08,9.3145508205519079e-08,6.9950677650553089e-08
7.31725,7.3397720083323877e-07,1.7440716994529331e-07,1.2570296319923281e-07,8.7906859509654257e-08,6.7695566120382877e-08,9.3152230510105025e-08,6.994477247039337e-08
7.3175,7.3393038388351897e-07,1.7428287069759389e-07,1.2581392308063534e-07,8.7923081183102942e-08,6.7699337147941949e-08,9.3158933504933627e-08,6.9938877887441824e-08
7.31775,7.3388332098510941e-07,1.7415866563393748e-07,1.2592455434364763e-07,8.7939336677198664e-08,6.7703223513302412e-08,9.3165623852141864e-08,6.9932988304062638e-08
7.318,7.3383601295617679e-07,1.740346190231708e-07,1.2603479809075067e-07,8.7955606161369991e-08,6.7707239695609839e-08,9.3172301302564009e-08,6.9927107107782116e-08
7.31825,7.3378845506290555e-07,1.7391084566609596e-07,1.2614458998912499e-07,8.7971874021943469e-08,6.7711399726887234e-08,9.3178963549921253e-08,6.9921241193755434e-08
7.3185,7.3374066540155882e-07,1.7378744368126951e-07,1.2625385484504932e-07,8.7988125499345454e-08,6.771569737096587e-08,9.3185612513752912e-08,6.9915392117436863e-08
7.31875,7.3369269230705667e-07,1.7366445876611084e-07,1.2636256786421397e-07,8.800433357047877e-08,6.7720124998453997e-08,9.3192243157530459e-08,6.9909555278985451e-08
7.319,7.3364452726488807e-07,1.735419504457659e-07,1.2647059624555936e-07,8.8020480630750454e-08,6.7724686448150685e-08,9.3198831545874865e-08,6.9903734474381573e-08
7.31925,7.3359615590718434e-07,1.7342008564749868e-07,1.2657779483041761e-07,8.8036569837264627e-08,6.7729395562483797e-08,9.3205351215796303e-08,6.9897950752517529e-08
7.3195,7.3354755592170809e-07,1.7329901679116623e-07,1.266840808588183e-07,8.8052590532001617e-08,6.7734264219300795e-08,9.3211794852334932e-08,6.9892223868564766e-08
7.31975,7.3349875328932515e-07,1.7317881892261115e-07,1.2678946406281363e-07,8.8068529356621681e-08,6.7739298153031197e-08,9.3218150818501168e-08,6.9886573028523631e-08
7.32,7.3344978323030085e-07,1.7305950137626115e-07,1.2689395716793384e-07,8.8084366724994492e-08,6.7744495912663823e-08,9.3224380178615548e-08,6.9881037171251987e-08
7.32025,7.3340078109165639e-07,1.7294094034636046e-07,1.2699753333655937e-07,8.8100099790162139e-08,6.7749847426583059e-08,9.3230455409219144e-08,6.9875661627272205e-08
7.3205,7.3335184421919546e-07,1.7282310708799436e-07,1.2710009456859126e-07,8.8115752328281615e-08,6.7755320807501492e-08,9.3236410130688019e-08,6.9870426999044034e-08
7.32075,7.3330293980365512e-07,1.727060931571869e-07,1.2720161186824251e-07,8.8131335654038563e-08,6.7760874738620128e-08,9.3242302614038568e-08,6.9865305600861805e-08
7.321,7.332541089828045e-07,1.7258979968534261e-07,1.2730206431336061e-07,8.8146856062386156e-08,6.7766482705951564e-08,9.3248156864239481e-08,6.9860299325056296e-08
7.32125,7.3320541654959667e-07,1.7247429551839261e-07,1.2740128183734064e-07,8.816230472166099e-08,6.7772136789267507e-08,9.3253965646855028e-08,6.9855425476053036e-08
7.3215,7.3315688555074105e-07,1.7235984776483143e-07,1.2749910155424001e-07,8.8177659379873595e-08,6.7777828823391938e-08,9.3259753962978159e-08,6.9850686887546103e-08
7.32175,7.3310844461936537e-07,1.7224673328881214e-07,1.2759545818042087e-07,8.8192870673931897e-08,6.7783564113836689e-08,9.3265581314851237e-08,6.9846078979621536e-08
7.322,7.3306007581253767e-07,1.721349872747412e-07,1.2769035301267856e-07,8.8207920233374484e-08,6.7789355541971162e-08,9.3271469650176464e-08,6.9841594807727555e-08
7.32225,7.3301181617427713e-07,1.7202453497044465e-07,1.2778380615177868e-07,8.8222807925790253e-08,6.7795214297278483e-08,9.3277405859391908e-08,6.9837244542275751e-08
7.3225,7.3296366125007209e-07,1.7191531521641005e-07,1.2787583698771462e-07,8.82375433122827e-08,6.7801144438062867e-08,9.3283388885230408e-08,6.9833017827404053e-08
7.32275,7.3291564412278198e-07,1.7180733582844698e-07,1.2796646306534963e-07,8.8252109153496915e-08,6.7807145558171316e-08,9.3289425771281562e-08,6.9828916074937054e-08
7.323,7.3286776552694403e-07,1.7170062255707056e-07,1.2805567638054541e-07,8.8266484719940444e-08,6.7813226508035379e-08,9.3295519948839312e-08,6.9824957633045976e-08
7.32325,7.3281999309543657e-07,1.7159521922772576e-07,1.2814346300496006e-07,8.8280670069033386e-08,6.7819390196312689e-08,9.3301671835091101e-08,6.9821141239671316e-08
7.3235,7.3277235245359374e-07,1.714912456152032e-07,1.2822975643888241e-07,8.8294669502080978e-08,6.7825636137395472e-08,9.330786355377767e-08,6.9817472737017887e-08
7.32375,7.3272491451953565e-07,1.7138882105184039e-07,1.2831445471447674e-07,8.8308469496414226e-08,6.783196675396964e-08,9.3314079624920771e-08,6.9813949233662224e-08
7.324,7.3267776064978544e-07,1.7128805877446358e-07,1.2839734841600435e-07,8.8322074859832282e-08,6.7838384992101096e-08,9.332032548985553e-08,6.9810550274862917e-08
7.32425,7.3263087248768616e-07,1.7118908570491623e-07,1.2847823835650932e-07,8.8335482974199649e-08,6.7844881045636072e-08,9.3326585460565724e-08,6.9807273625013127e-08
7.3245,7.3258433265310232e-07,1.7109182542504233e-07,1.2855713601769642e-07,8.8348686956595526e-08,6.7851445769831283e-08,9.3332841813334587e-08,6.9804121504445492e-08
7.32475,7.3253816463074873e-07,1.709962312820202e-07,1.2863410416508648e-07,8.836168053901484e-08,6.7858070832706193e-08,9.3339093463780085e-08,6.9801093729916942e-08
7.325,7.3249235442007538e-07,1.7090230938987549e-07,1.2870914955098646e-07,8.8374462937293376e-08,6.7864761298684608e-08,9.3345350851238882e-08,6.9798188200214363e-08
7.32525,7.3244691664173271e-07,1.7081004720692736e-07,1.2878231970004998e-07,8.8386990500359726e-08,6.7871518422050391e-08,9.3351619813298903e-08,6.9795370045124055e-08
7.3255,7.3240186291089632e-07,1.7071945534959574e-07,1.2885362002389273e-07,8.8399252871222061e-08,6.7878334205603684e-08,9.335790626744676e-08,6.9792615329396808e-08
7.32575,7.3235720831090679e-07,1.7063055404557306e-07,1.2892307228612658e-07,8.8411244431708918e-08,6.7885209348554156e-08,9.3364224872416864e-08,6.9789926671034497e-08
7.326,7.3231294811346803e-07,1.7054340119788113e-07,1.289906577922388e-07,8.8422981019066891e-08,6.7892133104422211e-08,9.3370591146720474e-08,6.9787307301880084e-08
7.32625,7.3226909585978924e-07,1.7045800862901549e-07,1.2905635659477469e-07,8.8434451479778259e-08,6.789909652460375e-08,9.3377010501532482e-08,6.9784756694413387e-08
7.3265,7.3222561835127856e-07,1.7037439118175104e-07,1.2912014614218791e-07,8.8445667975101649e-08,6.7906081857433349e-08,9.3383469937744264e-08,6.9782275263052356e-08
7.32675,7.3218252083000702e-07,1.7029243363603469e-07,1.2918204340506873e-07,8.8456625068065489e-08,6.7913086154533116e-08,9.3389953083173122e-08,6.9779873762151322e-08
7.327,7.3213978030527548e-07,1.7021215517989026e-07,1.2924204314455357e-07,8.8467332468640758e-08,6.7920105417403132e-08,9.3396470103679158e-08,6.9777558540245835e-08
7.32725,7.3209732404717262e-07,1.7013372536216647e-07,1.2930012599489113e-07,8.8477825632183709e-08,6.792711790125253e-08,9.3403043779323439e-08,6.9775321243633901e-08
7.3275,7.3205516793745101e-07,1.7005717798448859e-07,1.2935628879629721e-07,8.8488100656779193e-08,6.7934109234835083e-08,9.3409655105658751e-08,6.9773169530001475e-08
7.32775,7.320133499179281e-07,1.6998248120697694e-07,1.2941051784508566e-07,8.8498144647126047e-08,6.7941083349003722e-08,9.3416288706491513e-08,6.9771100934804065e-08
7.328,7.3197185561420542e-07,1.6990960868949493e-07,1.294628344730002e-07,8.8507937810802751e-08,6.7948046917409741e-08,9.3422949315125799e-08,6.9769113113412425e-08
7.32825,7.3193075462512365e-07,1.6983844703333998e-07,1.295133104170824e-07,8.8517441306174613e-08,6.7955003542198031e-08,9.3429630382581136e-08,6.9767195213393988e-08
7.3285,7.3189008491102519e-07,1.697689960446091e-07,1.2956196229805769e-07,8.852663521228371e-08,6.7961939884938096e-08,9.3436324425271103e-08,6.9765334640891224e-08
7.32875,7.3184981319290846e-07,1.6970140033738086e-07,1.2960877246480044e-07,8.8535526504607312e-08,6.7968849054413925e-08,9.3443032469506546e-08,6.9763517117770373e-08
7.329,7.3180992314893298e-07,1.6963564956724398e-07,1.2965373786819456e-07,8.8544095471819986e-08,6.7975736798250912e-08,9.3449767340866713e-08,6.9761743919360833e-08
7.32925,7.3177039203239201e-07,1.6957177185991295e-07,1.2969686150863524e-07,8.8552323614326982e-08,6.7982598811379628e-08,9.3456542704880907e-08,6.9760008614763093e-08
7.3295,7.3173117194601416e-07,1.6950984592237137e-07,1.2973818953162471e-07,8.8560198627230608e-08,6.7989422078300516e-08,9.3463369262643195e-08,6.9758301945214351e-08
7.32975,7.3169233739053435e-07,1.6944977398370319e-07,1.2977772245270362e-07,8.8567730530120602e-08,6.7996172461051558e-08,9.3470238451996109e-08,6.9756629295071469e-08
7.33,7.316539644836376e-07,1.6939142870132332e-07,1.2981546466015751e-07,8.857493901737217e-08,6.8002824007067948e-08,9.347714698213515e-08,6.9755004762154416e-08
7.33025,7.3161602770569324e-07,1.693347508786755e-07,1.2985141584132046e-07,8.8581857619934404e-08,6.8009363915455372e-08,9.3484087891901278e-08,6.9753456181412159e-08
7.3305,7.3157845603360614e-07,1.6927981812183854e-07,1.2988556751892861e-07,8.8588499987629123e-08,6.8015789786043935e-08,9.3491060745853385e-08,6.9752003424675081e-08
7.33075,7.3154129309044351e-07,1.6922659375132015e-07,1.2991794984250978e-07,8.85948380159504e-08,6.8022133554162562e-08,9.3498082335309018e-08,6.9750638116103664e-08
7.331,7.3150459372011474e-07,1.6917501358707957e-07,1.2994859915761798e-07,8.8600872101878502e-08,6.8028425413722402e-08,9.3505143421169165e-08,6.9749354682060653e-08
7.33125,7.3146835889040453e-07,1.6912513954028341e-07,1.2997752528134766e-07,8.8606583848643253e-08,6.803469154422042e-08,9.3512222011887904e-08,6.9748160581866075e-08
7.3315,7.3143254712478416e-07,1.6907699083209832e-07,1.3000473136025792e-07,8.8611976737046267e-08,6.8040936013273165e-08,9.3519311219876752e-08,6.9747045782895295e-08
7.33175,7.3139715792989464e-07,1.6903055106258442e-07,1.3003021466549133e-07,8.8617059462393904e-08,6.8047163824161664e-08,9.3526418106496017e-08,6.9745989819581279e-08
7.332,7.3136219614166073e-07,1.6898583653520731e-07,1.3005397325092826e-07,8.8621823739723221e-08,6.805337561539955e-08,9.3533549449307754e-08,6.9744967012708611e-08
7.33225,7.3132766392666057e-07,1.6894281005126588e-07,1.300760430245382e-07,8.8626259603872951e-08,6.8059558277683526e-08,9.354069636915104e-08,6.9743958696956747e-08
7.3325,7.3129358967456013e-07,1.689014179685216e-07,1.3009649976033286e-07,8.8630350449064356e-08,6.806569388892093e-08,9.3547852934975327e-08,6.974295742722994e-08
7.33275,7.3125996680428947e-07,1.6886168690947981e-07,1.3011542780465029e-07,8.8634085576378685e-08,6.807177432852471e-08,9.3554997744248578e-08,6.974194592239723e-08
7.333,7.3122681920251908e-07,1.6882362076141502e-07,1.301328475932782e-07,8.8637468164860542e-08,6.8077806038679515e-08,9.3562125230453595e-08,6.9740903835924859e-08
7.33325,7.3119414697726673e-07,1.6878720908964457e-07,1.3014878930187223e-07,8.8640505404146442e-08,6.8083785359728199e-08,9.3569242708206378e-08,6.9739821975272095e-08
7.3335,7.3116195631584211e-07,1.6875242083549516e-07,1.3016323798889909e-07,8.8643193988833086e-08,6.8089712087728735e-08,9.3576350141486613e-08,6.9738689662025993e-08
7.33375,7.3113025208363383e-07,1.6871917790279352e-07,1.3017618948903991e-07,8.8645537531050363e-08,6.8095574165197861e-08,9.3583448156856839e-08,6.9737519732150121e-08
7.334,7.3109904897384565e-07,1.6868734346919541e-07,1.3018766365087867e-07,8.8647562649786516e-08,6.8101337253058148e-08,9.3590559403728192e-08,6.9736314213576602e-08
7.33425,7.3106835619834077e-07,1.686568509067207e-07,1.3019767668674877e-07,8.8649279110922268e-08,6.810699440080042e-08,9.3597703792389962e-08,6.9735083375616541e-08
7.3345,7.310381778790173e-07,1.6862771214325811e-07,1.3020631129404403e-07,8.8650692584034814e-08,6.8112540546295178e-08,9.3604880607012449e-08,6.9733829089691375e-08
7.33475,7.3100851074218194e-07,1.6859995599675418e-07,1.3021364623268997e-07,8.8651805813342608e-08,6.8117962461113814e-08,9.3612076874160953e-08,6.9732544959350383e-08
7.335,7.3097937406544812e-07,1.6857349566762518e-07,1.3021974792423462e-07,8.8652635664314275e-08,6.8123246602088661e-08,9.3619300613012027e-08,6.97312331328061e-08
7.33525,7.3095079443046785e-07,1.685482907202575e-07,1.3022466690092978e-07,8.8653190330982301e-08,6.812838863421501e-08,9.3626568487848497e-08,6.972990367168218e-08
7.3355,7.3092282531084305e-07,1.6852432337788338e-07,1.3022846668524541e-07,8.8653467672725418e-08,6.8133396222942909e-08,9.363386208807199e-08,6.9728559925479743e-08
7.33575,7.3089546080063313e-07,1.6850148936694294e-07,1.3023122645557373e-07,8.8653457617472046e-08,6.8138274152960319e-08,9.3641165250640994e-08,6.9727203575065473e-08
7.336,7.3086869968457301e-07,1.6847968682126542e-07,1.3023297446701422e-07,8.8653154628839506e-08,6.8143018807445859e-08,9.3648475368763081e-08,6.9725836161513777e-08
7.33625,7.3084261961234719e-07,1.6845878422943203e-07,1.3023371163059563e-07,8.8652566379620666e-08,6.814760879111251e-08,9.3655812572778179e-08,6.9724448999579697e-08
7.3365,7.30817225992759e-07,1.6843879577940876e-07,1.3023350021640775e-07,8.8651709714759457e-08,6.8152013940225452e-08,9.3663176406349511e-08,6.972306152983833e-08
7.33675,7.3079246929095714e-07,1.6841981661364945e-07,1.3023236307988925e-07,8.8650595466780552e-08,6.8156231242868257e-08,9.3670546888441516e-08,6.9721682304788109e-08
7.337,7.3076831672051429e-07,1.68401865379442e-07,1.3023032375004487e-07,8.8649209464024295e-08,6.8160273183858104e-08,9.3677898264335915e-08,6.9720303481447392e-08
7.33725,7.3074477997719329e-07,1.6838490904220524e-07,1.3022742184020526e-07,8.8647537914069056e-08,6.8164153891960475e-08,9.3685229582892848e-08,6.971892153339668e-08
7.3375,7.3072184069757724e-07,1.6836891015082992e-07,1.3022371624345751e-07,8.8645587571288038e-08,6.8167887258057315e-08,9.3692554602414293e-08,6.9717527410452573e-08
7.33775,7.3069947550608816e-07,1.6835370527797463e-07,1.3021923492489961e-07,8.8643371314444972e-08,6.8171461443204233e-08,9.3699875820917342e-08,6.9716124732586144e-08
7.338,7.3067767086655467e-07,1.6833926600089107e-07,1.3021401322910057e-07,8.8640889149576834e-08,6.8174879237872644e-08,9.3707187986304603e-08,6.9714715340432955e-08
7.33825,7.3065644500326661e-07,1.6832557230821343e-07,1.3020809216666171e-07,8.8638160027768904e-08,6.8178128727292708e-08,9.3714494576312092e-08,6.971329453688706e-08
7.3385,7.3063580733316349e-07,1.6831261976488153e-07,1.3020150229134705e-07,8.8635192579094887e-08,6.8181206447296354e-08,9.372178421590676e-08,6.9711869472363273e-08
7.33875,7.3061578925555284e-07,1.6830036233363948e-07,1.301942214118862e-07,8.8631989874782417e-08,6.8184106660319143e-08,9.3729051661196689e-08,6.9710454539920412e-08
7.339,7.3059640184012435e-07,1.6828885991256034e-07,1.3018621881388505e-07,8.8628562044353204e-08,6.818681140410714e-08,9.3736296484761589e-08,6.9709054065145082e-08
7.33925,7.3057762620077125e-07,1.6827819009098629e-07,1.301774821279818e-07,8.8624912397235542e-08,6.8189315358824498e-08,9.3743530372434879e-08,6.9707672824010756e-08
7.3395,7.3055945846404853e-07,1.6826832339685766e-07,1.3016802972634129e-07,8.8621030466067081e-08,6.8191618445881211e-08,9.3750771439543971e-08,6.9706313491257457e-08
7.33975,7.3054192070869484e-07,1.6825917704673012e-07,1.3015789443716102e-07,8.8616904865077384e-08,6.8193721134325213e-08,9.3758033203497097e-08,6.9704980478348736e-08
7.34,7.3052501873368337e-07,1.6825062068990613e-07,1.3014717046783691e-07,8.8612548004091238e-08,6.8195636776909724e-08,9.3765306730028122e-08,6.9703663120726913e-08
7.34025,7.3050875700719357e-07,1.6824251537092734e-07,1.3013599937501091e-07,8.8607968112929144e-08,6.8197380714842352e-08,9.3772602806884526e-08,6.9702352161825768e-08
7.3405,7.3049316781157268e-07,1.6823470258829668e-07,1.3012450510926062e-07,8.8603154103050682e-08,6.8198965351873996e-08,9.3779906728560857e-08,6.9701041173445758e-08
7.34075,7.3047824560399484e-07,1.6822708343321873e-07,1.3011282260016619e-07,8.8598106665904081e-08,6.8200414482217281e-08,9.3787200338430216e-08,6.9699737341539362e-08
7.341,7.3046392299039457e-07,1.6821979196565217e-07,1.3010096540571445e-07,8.8592836382968191e-08,6.8201741615139683e-08,9.3794488729710714e-08,6.969844648772084e-08
7.34125,7.30450217055091e-07,1.6821283453049108e-07,1.3008895940691045e-07,8.858734113653474e-08,6.8202950907543243e-08,9.3801775813447442e-08,6.9697171333369646e-08
7.3415,7.3043718411832481e-07,1.682060897982885e-07,1.300768026818917e-07,8.8581634548992587e-08,6.8204040113549894e-08,9.3809055529621463e-08,6.9695914658714835e-08
7.34175,7.3042482231558877e-07,1.6819954269468085e-07,1.3006444717326662e-07,8.8575743256074768e-08,6.8204980810158282e-08,9.3816333210371751e-08,6.969468840136276e-08
7.342,7.3041311524994996e-07,1.681933707138543e-07,1.3005183037539052e-07,8.8569683498000958e-08,6.8205763202218207e-08,9.3823608281716211e-08,6.9693517180795275e-08
7.34225,7.304020963391106e-07,1.681876730450216e-07,1.3003891311494175e-07,8.8563453200378851e-08,6.8206386317442438e-08,9.3830869082189992e-08,6.9692428274365238e-08
7.3425,7.3039181623801646e-07,1.6818232555887081e-07,1.300256941981203e-07,8.8557057635419697e-08,6.8206839326686375e-08,9.3838093843933365e-08,6.969144379247585e-08
7.34275,7.3038225513898194e-07,1.681771716640431e-07,1.300123322727115e-07,8.8550520039362854e-08,6.8207116984202449e-08,9.3845255252323177e-08,6.9690556102345392e-08
7.343,7.3037335841493725e-07,1.6817206440023389e-07,1.2999897344078994e-07,8.8543848046419821e-08,6.8207203052217932e-08,9.385234732163506e-08,6.9689768982080323e-08
7.34325,7.3036511672335673e-07,1.6816701320367327e-07,1.2998557597385986e-07,8.8537032550462801e-08,6.8207086150845309e-08,9.3859381603043478e-08,6.9689068943385239e-08
7.3435,7.303575244999901e-07,1.6816205943137657e-07,1.2997206407382267e-07,8.8530066355600499e-08,6.8206787270158662e-08,9.3866357846683202e-08,6.968844096095323e-08
7.34375,7.3035056616877085e-07,1.6815733670264174e-07,1.2995831376890361e-07,8.8522963343773248e-08,6.8206313444910255e-08,9.3873258639258497e-08,6.968787080465446e-08
7.344,7.3034426532353787e-07,1.6815285938424591e-07,1.2994430090227394e-07,8.8515734294202532e-08,6.8205671521151361e-08,9.3880081100456023e-08,6.9687361519957057e-08
7.34425,7.3033869019363043e-07,1.6814849985960222e-07,1.2993012964537978e-07,8.8508369974645319e-08,6.8204879007173819e-08,9.3886839805682411e-08,6.9686923218156941e-08
