Physical Time (s),aphi_vol Monitor (W): cv1,aphi_vol Monitor (W): cv2,aphi_vol Monitor (W): cv3,aphi_vol Monitor (W): cv4,aphi_vol Monitor (W): cv5,aphi_vol Monitor (W): cv6,aphi_vol Monitor (W): cv7
5.34475,7.2564093915665816e-07,1.6971772602962079e-07,1.2705227639785107e-07,8.4671176873003038e-08,6.465425235759426e-08,8.8918962022078534e-08,6.2222742858283535e-08
5.345,7.2563041101511168e-07,1.6970498203105377e-07,1.2705216446734276e-07,8.4670070537443562e-08,6.465164595952755e-08,8.8921446016851161e-08,6.2228912026204148e-08
5.34525,7.2562046440306073e-07,1.6969287287577044e-07,1.2705142670986891e-07,8.4668818973221908e-08,6.4648904818850845e-08,8.8923766243511193e-08,6.2235065980629365e-08
5.3455,7.2561110362313549e-07,1.6968144902043142e-07,1.2705009878497352e-07,8.4667432162688988e-08,6.4646032751745015e-08,8.8925948135082374e-08,6.2241215694314462e-08
5.34575,7.2560234397952713e-07,1.6967059326512265e-07,1.2704828595049097e-07,8.4665909036344185e-08,6.4643042894066383e-08,8.8927988517905163e-08,6.2247389584847858e-08
5.346,7.2559414703858948e-07,1.6966015420045387e-07,1.2704616423439876e-07,8.4664254617274669e-08,6.463993504054497e-08,8.8929884829978606e-08,6.2253573423405587e-08
5.34625,7.2558650537211995e-07,1.696500088331169e-07,1.2704383706853222e-07,8.4662459931656824e-08,6.4636713073400437e-08,8.8931671031021248e-08,6.2259788864938286e-08
5.3465,7.2557945392645075e-07,1.6964008408819123e-07,1.2704131919328529e-07,8.4660518289841815e-08,6.4633394610236172e-08,8.8933367375414281e-08,6.2266049735134828e-08
5.34675,7.2557291976304117e-07,1.6963043219689402e-07,1.2703859909927219e-07,8.4658441370742193e-08,6.462996104325671e-08,8.8934967265410159e-08,6.2272356009650284e-08
5.347,7.2556691597272039e-07,1.6962110969001713e-07,1.2703555332440384e-07,8.4656219051169936e-08,6.4626421543145376e-08,8.8936475365886495e-08,6.2278714867786703e-08
5.34725,7.2556150077595395e-07,1.6961210887755638e-07,1.2703215646360409e-07,8.4653855653427435e-08,6.4622795606865338e-08,8.8937891408361453e-08,6.2285120557130445e-08
5.3475,7.2555663260615213e-07,1.6960359456757375e-07,1.2702837524538383e-07,8.4651377036781876e-08,6.4619082878232424e-08,8.8939199959792905e-08,6.2291595252211471e-08
5.34775,7.2555237175092415e-07,1.6959555251923559e-07,1.2702417239093331e-07,8.4648789319876865e-08,6.4615269582753899e-08,8.8940405491053786e-08,6.2298144860477808e-08
5.348,7.2554877238373904e-07,1.6958778590158143e-07,1.2701961826991962e-07,8.4646082027516443e-08,6.4611382576700362e-08,8.8941503006217196e-08,6.2304772507739535e-08
5.34825,7.2554577812200315e-07,1.6958027579594138e-07,1.2701481148942324e-07,8.4643252997071665e-08,6.460743900315514e-08,8.8942487262090056e-08,6.2311484454890935e-08
5.3485,7.2554335995321015e-07,1.6957304236259715e-07,1.2700980030897508e-07,8.464031708998671e-08,6.4603421214370412e-08,8.8943344600346005e-08,6.2318292483323157e-08
5.34875,7.2554156943408935e-07,1.6956586188861919e-07,1.2700470664106763e-07,8.4637286916681817e-08,6.4599326791799159e-08,8.8944086089454567e-08,6.23251908331773e-08
5.349,7.2554032846115337e-07,1.6955875327938119e-07,1.2699958890234441e-07,8.4634169938427795e-08,6.4595156266908169e-08,8.8944706627236221e-08,6.2332183630563759e-08
5.34925,7.2553962651534357e-07,1.6955175511058758e-07,1.2699439752178245e-07,8.4630951292356273e-08,6.4590915769834955e-08,8.8945209699743735e-08,6.2339258023230285e-08
5.3495,7.2553955597153101e-07,1.6954483683085439e-07,1.2698903429332189e-07,8.4627624244049827e-08,6.4586618053054913e-08,8.8945613175410564e-08,6.2346412164771381e-08
5.34975,7.2554006304909068e-07,1.6953816582054571e-07,1.2698346674602055e-07,8.4624214679426765e-08,6.4582256038065705e-08,8.8945915474911777e-08,6.23536485362794e-08
5.35,7.2554110967334622e-07,1.695317068237418e-07,1.2697781547781595e-07,8.4620722916674538e-08,6.4577831751495195e-08,8.8946109176063189e-08,6.2360967037539744e-08
5.35025,7.2554276722133363e-07,1.6952519227558107e-07,1.269722264001186e-07,8.46171343644052e-08,6.4573346360555194e-08,8.8946200914605853e-08,6.236835922119094e-08
5.3505,7.255450061898623e-07,1.6951849236493574e-07,1.2696685648509834e-07,8.4613451592211687e-08,6.4568807096141908e-08,8.8946177669249203e-08,6.2375828732027354e-08
5.35075,7.2554784465100919e-07,1.6951163955599412e-07,1.2696162693946384e-07,8.4609690374553603e-08,6.4564214472706195e-08,8.8946053300456101e-08,6.2383366096997264e-08
5.351,7.2555132402132365e-07,1.6950476723819851e-07,1.2695640139132262e-07,8.460587383271441e-08,6.4559563731050863e-08,8.8945834482956231e-08,6.2390964806160214e-08
5.35125,7.2555538385297544e-07,1.6949796171567274e-07,1.2695124301527602e-07,8.4602026211314412e-08,6.4554851210337366e-08,8.8945509592025433e-08,6.2398638934860773e-08
5.3515,7.2556005946969602e-07,1.6949114791518217e-07,1.2694613993252412e-07,8.4598171870901342e-08,6.4550075093325097e-08,8.8945066108554917e-08,6.2406378839706937e-08
5.35175,7.2556541332895519e-07,1.694842837561474e-07,1.2694098990393399e-07,8.4594312455709049e-08,6.454524626618453e-08,8.8944478668649786e-08,6.2414178934910699e-08
5.352,7.2557133176851285e-07,1.6947756369627252e-07,1.2693570952924315e-07,8.4590422756455916e-08,6.4540381890345289e-08,8.8943742738609166e-08,6.2422007623750563e-08
5.35225,7.2557780353346986e-07,1.6947105185725356e-07,1.2693025958285962e-07,8.4586490985519146e-08,6.453549562158917e-08,8.8942857744884614e-08,6.2429827154672986e-08
5.3525,7.2558491239309951e-07,1.6946464794574768e-07,1.269246125468509e-07,8.458250589431e-08,6.45305991133966e-08,8.8941841554878468e-08,6.2437614629385498e-08
5.35275,7.2559261574688706e-07,1.6945849713097026e-07,1.2691864788524106e-07,8.4578463683795607e-08,6.4525696584623914e-08,8.894069790951129e-08,6.2445357517835563e-08
5.353,7.2560092029488884e-07,1.6945267359468638e-07,1.2691232073216772e-07,8.4574371531205062e-08,6.4520773886736634e-08,8.8939432735214876e-08,6.2453058136764622e-08
5.35325,7.2560989489915023e-07,1.6944703429531771e-07,1.2690570706430926e-07,8.4570232273470665e-08,6.4515821119678734e-08,8.8938051747143012e-08,6.2460720331564135e-08
5.3535,7.2561955926029174e-07,1.6944148426451018e-07,1.2689889282102891e-07,8.4566057061482614e-08,6.4510833528487802e-08,8.893657889967246e-08,6.246834969828206e-08
5.35375,7.2562981979271013e-07,1.6943612749206586e-07,1.2689192834729269e-07,8.4561867896746959e-08,6.4505807875693098e-08,8.8935022974052085e-08,6.2475957915730985e-08
5.354,7.2564063793291797e-07,1.6943099832453228e-07,1.2688484508878867e-07,8.4557666108341034e-08,6.4500750718414273e-08,8.8933372492989844e-08,6.2483544977919938e-08
5.35425,7.2565201352465738e-07,1.6942603051889932e-07,1.2687767225740289e-07,8.455343596798853e-08,6.4495680957597033e-08,8.8931579684101686e-08,6.2491111092994708e-08
5.3545,7.2566408238968453e-07,1.6942106369385705e-07,1.2687043479653357e-07,8.454917221571179e-08,6.4490609920376156e-08,8.8929652482025246e-08,6.2498661035499598e-08
5.35475,7.2567684730766224e-07,1.6941620549385318e-07,1.2686299292976222e-07,8.4544878856961538e-08,6.44855343619634e-08,8.8927622911539952e-08,6.250619526626262e-08
5.355,7.2569018847819084e-07,1.6941179002998837e-07,1.2685519917955784e-07,8.4540563168352026e-08,6.4480443492694367e-08,8.8925491381765894e-08,6.251371949495277e-08
5.35525,7.2570405962335495e-07,1.694079947490062e-07,1.2684690180035448e-07,8.453622607481393e-08,6.4475332891073327e-08,8.8923264439650042e-08,6.2521236904048062e-08
5.3555,7.2571846144651092e-07,1.6940484478521203e-07,1.26838032893973e-07,8.4531874483694007e-08,6.4470214654794323e-08,8.8920912404586906e-08,6.252873771215587e-08
5.35575,7.2573351969089474e-07,1.6940215872038211e-07,1.2682863069249302e-07,8.4527498037384136e-08,6.446508955540405e-08,8.8918432840662473e-08,6.2536223526057528e-08
5.356,7.2574919578832545e-07,1.6939994918585083e-07,1.2681865254537145e-07,8.4523098839825101e-08,6.445996489216838e-08,8.8915831536783515e-08,6.2543707774130135e-08
5.35625,7.2576538460728906e-07,1.6939836417434454e-07,1.2680804791464083e-07,8.4518687910172841e-08,6.4454833838097776e-08,8.8913079459662988e-08,6.255117478310447e-08
5.3565,7.2578207043520317e-07,1.6939739839268173e-07,1.2679683822449929e-07,8.4514257687009039e-08,6.4449687478725606e-08,8.8910162364450006e-08,6.2558599513522128e-08
5.35675,7.2579927177893807e-07,1.6939701998073517e-07,1.2678504057805612e-07,8.4509811392685688e-08,6.4444536399846035e-08,8.8907079221323646e-08,6.256596855138856e-08
5.357,7.258171356616058e-07,1.6939711587743943e-07,1.2677266267682934e-07,8.4505346554994661e-08,6.4439378259959871e-08,8.8903834054564903e-08,6.2573272436641972e-08
5.35725,7.2583563715721386e-07,1.6939773678895893e-07,1.2675965747458354e-07,8.4500856586377858e-08,6.4434212509470857e-08,8.8900410391644609e-08,6.2580515493185301e-08
5.3575,7.2585467808403417e-07,1.6939905095330399e-07,1.267459853955085e-07,8.4496344098540235e-08,6.4429052545503278e-08,8.8896780054906715e-08,6.2587721342067173e-08
5.35775,7.2587425667445063e-07,1.6940110682485779e-07,1.267316664930572e-07,8.4491818464768502e-08,6.442390484943785e-08,8.8892916652271605e-08,6.2594884728779857e-08
5.358,7.2589435733426998e-07,1.694039293332346e-07,1.2671671071489236e-07,8.448727309796143e-08,6.4418767641164439e-08,8.8888837136889127e-08,6.2602016486481302e-08
5.35825,7.2591513555269266e-07,1.6940738824713958e-07,1.2670111283886787e-07,8.4482695119232866e-08,6.4413652516970656e-08,8.888456351516722e-08,6.2609133638764534e-08
5.3585,7.2593656808080725e-07,1.6941148415020754e-07,1.2668485954113345e-07,8.4478084769789919e-08,6.440856976262171e-08,8.8880101194940763e-08,6.2616235977052731e-08
5.35875,7.2595853780455357e-07,1.6941637308462041e-07,1.2666790755073604e-07,8.4473443220671006e-08,6.4403517850282821e-08,8.8875459013240254e-08,6.2623334452805309e-08
5.359,7.259810279925528e-07,1.6942215503909798e-07,1.2665021719163292e-07,8.446876029421077e-08,6.4398502565647305e-08,8.8870624585558735e-08,6.2630443084936352e-08
5.35925,7.2600404264123005e-07,1.6942875712702881e-07,1.2663176970135048e-07,8.4464025525596523e-08,6.4393527906553998e-08,8.8865609848831245e-08,6.2637579683071618e-08
5.3595,7.2602774636505656e-07,1.6943597693699433e-07,1.2661254017460763e-07,8.4459236801298288e-08,6.4388621256025711e-08,8.8860423630655617e-08,6.2644752752989582e-08
5.35975,7.2605209779219328e-07,1.6944383787507708e-07,1.2659249570776723e-07,8.4454396708541158e-08,6.4383777487510105e-08,8.8855066582180857e-08,6.2651966000555766e-08
5.36,7.2607694689059346e-07,1.694525604725034e-07,1.2657163458900109e-07,8.4449511123535896e-08,6.4378989299483914e-08,8.8849537302936972e-08,6.265920743395576e-08
5.36025,7.2610226393199477e-07,1.6946217256826091e-07,1.2654997574641485e-07,8.4444583960718304e-08,6.4374269046085092e-08,8.884386190598424e-08,6.2666447808244232e-08
5.3605,7.2612806258467536e-07,1.6947261267256949e-07,1.2652753788306069e-07,8.4439611626184722e-08,6.4369622031939871e-08,8.8838051838809175e-08,6.2673709452159646e-08
5.36075,7.2615454386997228e-07,1.6948370415242503e-07,1.2650433048923801e-07,8.4434595789589914e-08,6.4365056830660249e-08,8.8832125772160742e-08,6.2680985925432427e-08
5.361,7.2618164986901002e-07,1.6949547234666434e-07,1.2648034377165634e-07,8.4429532218554755e-08,6.4360568704988577e-08,8.8826144238226439e-08,6.2688262024900052e-08
5.36125,7.2620922483360486e-07,1.6950809827477089e-07,1.2645557219076877e-07,8.4424423570840479e-08,6.435616092364113e-08,8.882011013379326e-08,6.2695534711283342e-08
5.3615,7.2623726355643828e-07,1.6952160929741996e-07,1.2643003820781478e-07,8.4419285186085857e-08,6.4351834989400074e-08,8.8814015165596945e-08,6.2702798552019244e-08
5.36175,7.2626578424763528e-07,1.6953596953603459e-07,1.2640376611074132e-07,8.4414118046782988e-08,6.4347598206468025e-08,8.8807870551035472e-08,6.2710033560141615e-08
5.362,7.2629495658325445e-07,1.6955100878488247e-07,1.2637677640224046e-07,8.4408902417560522e-08,6.4343466504770762e-08,8.8801699244471546e-08,6.2717253048047477e-08
5.36225,7.2632473315817723e-07,1.6956678137746046e-07,1.2634907821581101e-07,8.4403645786994672e-08,6.4339424944609985e-08,8.8795519429496221e-08,6.272444042207908e-08
5.3625,7.2635496548785673e-07,1.6958345082176827e-07,1.2632066359322493e-07,8.4398364780691179e-08,6.4335457539635205e-08,8.8789346415924107e-08,6.2731586225182626e-08
5.36275,7.2638567327382644e-07,1.696009661894418e-07,1.2629154016617826e-07,8.4393050252090137e-08,6.4331555762615894e-08,8.8783179951691474e-08,6.273868555309061e-08
5.363,7.2641686578379688e-07,1.6961924045254326e-07,1.2626168845419307e-07,8.4387720689142741e-08,6.4327719158876162e-08,8.877699599593812e-08,6.2745713384713196e-08
5.36325,7.2644870939475814e-07,1.6963809771903489e-07,1.2623113456366906e-07,8.4382366305580845e-08,6.4323951444094472e-08,8.877077002514876e-08,6.275265011736382e-08
5.3635,7.2648114878089403e-07,1.696575752100924e-07,1.2619991480223651e-07,8.4376965787149723e-08,6.4320245732609157e-08,8.8764519799179771e-08,6.2759488203326947e-08
5.36375,7.2651403023969023e-07,1.6967787720612351e-07,1.2616800594393634e-07,8.4371538262343469e-08,6.4316608184002807e-08,8.8758231093625117e-08,6.2766229362503994e-08
5.364,7.2654735048872824e-07,1.696990139466821e-07,1.2613540074942485e-07,8.4366086825758653e-08,6.4313041366239197e-08,8.8751886511869947e-08,6.2772878001212987e-08
5.36425,7.2658110596909889e-07,1.6972091413587663e-07,1.261021375692402e-07,8.4360582390471617e-08,6.4309555477751965e-08,8.8745485633577896e-08,6.2779431276536839e-08
5.3645,7.2661547064987963e-07,1.6974342218818333e-07,1.2606825705007425e-07,8.4354994363346662e-08,6.4306149682367153e-08,8.8739023858797522e-08,6.2785881302816061e-08
5.36475,7.2665041371857243e-07,1.6976651092084603e-07,1.2603378186938644e-07,8.4349332536541582e-08,6.4302816971505337e-08,8.8732504113661848e-08,6.2792238433652269e-08
5.365,7.2668581725761562e-07,1.6979032510922458e-07,1.2599870822304417e-07,8.4343623476396145e-08,6.4299549565794363e-08,8.8725936349665924e-08,6.2798506489376316e-08
5.36525,7.2672164451272547e-07,1.6981495616610008e-07,1.2596304493431152e-07,8.4337894504997903e-08,6.4296347324592525e-08,8.8719334629872687e-08,6.2804681541791912e-08
5.3655,7.267578922389858e-07,1.6984035261237745e-07,1.2592679616284792e-07,8.4332144764094204e-08,6.4293202355141218e-08,8.8712727715061916e-08,6.2810771713464079e-08
5.36575,7.2679475857489652e-07,1.6986629802595004e-07,1.2588994768010077e-07,8.4326419401845369e-08,6.4290109116122831e-08,8.8706134680652353e-08,6.2816771209200875e-08
5.366,7.2683220619935504e-07,1.6989277351964878e-07,1.2585250633963802e-07,8.432071516103657e-08,6.4287083076848224e-08,8.8699534653298589e-08,6.2822692740964504e-08
5.36625,7.2687006437969154e-07,1.6991995914650802e-07,1.2581449979828671e-07,8.4315034880564403e-08,6.4284113931348415e-08,8.8692908593597588e-08,6.2828559278527238e-08
5.3665,7.2690831733005727e-07,1.6994785257945079e-07,1.2577594224313996e-07,8.4309386832675078e-08,6.4281207628467505e-08,8.8686262597921036e-08,6.2834372262273368e-08
5.36675,7.2694696679906218e-07,1.6997642375276608e-07,1.2573685553586442e-07,8.4303783950814937e-08,6.4278387768080678e-08,8.8679599964014946e-08,6.2840119718624956e-08
5.367,7.2698622395307817e-07,1.7000545101660824e-07,1.2569725512012048e-07,8.4298193095798159e-08,6.4275652842678372e-08,8.8672907145618565e-08,6.284580352625337e-08
5.36725,7.2702605615394374e-07,1.7003485978942782e-07,1.2565715748093423e-07,8.4292592580510803e-08,6.4273002513692226e-08,8.8666174587672085e-08,6.2851452785897335e-08
5.3675,7.2706626342263567e-07,1.7006491435112876e-07,1.2561653753632707e-07,8.4286997740386134e-08,6.4270433615727706e-08,8.8659415583160754e-08,6.2857081233050165e-08
5.36775,7.2710684477913854e-07,1.7009564363809381e-07,1.2557539974403261e-07,8.4281416033215324e-08,6.4267959813627967e-08,8.865265765788151e-08,6.2862673763063094e-08
5.368,7.2714794197977131e-07,1.7012689023170091e-07,1.2553377409377498e-07,8.4275831230519807e-08,6.4265591408000815e-08,8.8645913737001303e-08,6.286823066581867e-08
5.36825,7.271895468604314e-07,1.7015857695182668e-07,1.2549165990265835e-07,8.4270254097948661e-08,6.4263311538887365e-08,8.8639168485977111e-08,6.2873738297075551e-08
5.3685,7.2723146591092433e-07,1.7019090204371265e-07,1.2544905758434296e-07,8.4264692636906905e-08,6.4261124899414042e-08,8.8632395575685201e-08,6.2879210677426826e-08
5.36875,7.272736790168779e-07,1.7022388958297098e-07,1.2540600270948381e-07,8.4259125249035578e-08,6.4259026024117432e-08,8.8625592958193982e-08,6.288463632517391e-08
5.369,7.2731635044800496e-07,1.7025733258096971e-07,1.2536251384539927e-07,8.4253561647208005e-08,6.4257012165070027e-08,8.8618776952314275e-08,6.2890017697866142e-08
5.36925,7.2735944996779442e-07,1.70291227805688e-07,1.2531857894318026e-07,8.4248022130276541e-08,6.4255099460495368e-08,8.8611950536553606e-08,6.289536978599485e-08
5.3695,7.2740285917766009e-07,1.7032575838206377e-07,1.252742029807501e-07,8.4242505211207903e-08,6.4253298575751213e-08,8.8605073438097595e-08,6.2900710692376506e-08
5.36975,7.2744658484993384e-07,1.7036094094785805e-07,1.2522940808772137e-07,8.4236993142035702e-08,6.4251601707284509e-08,8.8598134479933824e-08,6.2906027730252025e-08
5.37,7.2749079813631385e-07,1.7039653547020291e-07,1.2518424985381156e-07,8.423145971951209e-08,6.425000621719667e-08,8.8591129107364662e-08,6.2911322201552473e-08
5.37025,7.2753551736274356e-07,1.7043249448205287e-07,1.2513874177589884e-07,8.4225939147211606e-08,6.4248505422543629e-08,8.858405306300255e-08,6.291657769070466e-08
5.3705,7.2758055909595266e-07,1.7046901891711495e-07,1.2509293573394388e-07,8.4220415470287508e-08,6.4247089847605421e-08,8.8576895748983116e-08,6.2921785423041963e-08
5.37075,7.2762591906090985e-07,1.7050611888536279e-07,1.2504688976989103e-07,8.421486047792022e-08,6.4245746190179553e-08,8.8569658804934981e-08,6.2926916119830166e-08
5.371,7.2767174213062277e-07,1.7054356390712242e-07,1.2500058603306428e-07,8.4209256772905162e-08,6.4244457638317537e-08,8.8562350744458973e-08,6.2931950847347793e-08
5.37125,7.2771805068999206e-07,1.7058125796767579e-07,1.2495400619125505e-07,8.4203611333162989e-08,6.4243231506934415e-08,8.8554959440456535e-08,6.2936886112408379e-08
5.3715,7.2776460683521555e-07,1.7061944639978883e-07,1.2490717866714928e-07,8.4197887731270143e-08,6.4242078624227408e-08,8.854746168074607e-08,6.2941724624798925e-08
5.37175,7.2781139737806362e-07,1.7065819651311105e-07,1.2486011217941921e-07,8.4192076972586022e-08,6.4241016118736289e-08,8.853983988026231e-08,6.2946451743509899e-08
5.372,7.2785857949450169e-07,1.7069735919053012e-07,1.2481280278715298e-07,8.4186196060514277e-08,6.4240051268955326e-08,8.8532090786087031e-08,6.2951063038210062e-08
5.37225,7.2790612427196495e-07,1.7073691730109051e-07,1.2476526283931324e-07,8.41802514064434e-08,6.4239173423409141e-08,8.8524220790515663e-08,6.295558489654521e-08
5.3725,7.2795388533978278e-07,1.7077702102731236e-07,1.2471748951989169e-07,8.4174245222327526e-08,6.4238378518731067e-08,8.8516255315254832e-08,6.2960017583505339e-08
5.37275,7.2800188688299714e-07,1.7081766962540162e-07,1.2466947495784017e-07,8.4168180743970565e-08,6.4237659765320939e-08,8.8508206771533189e-08,6.2964346407589109e-08
5.373,7.2805026857095937e-07,1.7085864689504886e-07,1.2462122911274808e-07,8.4162069288707549e-08,6.4237021214918826e-08,8.8500069271529531e-08,6.2968550757815571e-08
5.37325,7.280989229496661e-07,1.7090001926938593e-07,1.2457275876043273e-07,8.4155920592654293e-08,6.4236481599951416e-08,8.8491843987708386e-08,6.2972594494437537e-08
5.3735,7.2814767411407575e-07,1.7094197673708194e-07,1.2452405289721704e-07,8.4149741547499236e-08,6.4236031920914126e-08,8.8483534040087611e-08,6.2976478466372299e-08
5.37375,7.2819659013655313e-07,1.709844691316529e-07,1.2447514905699017e-07,8.414352076848673e-08,6.4235658628444499e-08,8.847515836235423e-08,6.2980222401984959e-08
5.374,7.2824584201368459e-07,1.7102721822398721e-07,1.2442608422109701e-07,8.4137237135937201e-08,6.4235358322446167e-08,8.8466733518584783e-08,6.2983857780918824e-08
5.37425,7.2829542547187602e-07,1.7107020256723499e-07,1.2437688611312023e-07,8.413088402574283e-08,6.4235118734741747e-08,8.8458296232342142e-08,6.2987423843819416e-08
5.3745,7.2834514714248e-07,1.7111365181219116e-07,1.2432756922703831e-07,8.4124472217218752e-08,6.4234941096282093e-08,8.8449834335724296e-08,6.2990942185658901e-08
5.37475,7.2839499705011433e-07,1.7115757802302628e-07,1.2427816645672418e-07,8.4118000656473019e-08,6.4234822407675603e-08,8.8441361015714701e-08,6.2994431822986969e-08
5.375,7.2844511783633467e-07,1.7120179107492126e-07,1.2422866462446267e-07,8.4111461257508216e-08,6.4234759535798319e-08,8.8432883734488772e-08,6.2997900905522796e-08
5.37525,7.2849545785182655e-07,1.7124630047508826e-07,1.241790429938419e-07,8.4104862363676852e-08,6.4234751514794666e-08,8.8424411397680718e-08,6.3001329772506514e-08
5.3755,7.2854584000060917e-07,1.7129129314098109e-07,1.2412928852471454e-07,8.4098213535167071e-08,6.4234802487457312e-08,8.8415959901938059e-08,6.3004748514716378e-08
5.37575,7.2859625918430016e-07,1.7133681305671982e-07,1.2407940188044314e-07,8.4091510166772111e-08,6.4234916798443662e-08,8.8407544403797725e-08,6.3008180568057744e-08
5.376,7.2864689875567788e-07,1.7138263793904939e-07,1.2402940560723701e-07,8.4084767095896574e-08,6.4235098894135686e-08,8.8399206165720913e-08,6.3011634805476337e-08
5.37625,7.2869774595707998e-07,1.7142874611593229e-07,1.239793189568244e-07,8.4077967491030988e-08,6.4235355747821854e-08,8.8390936604125438e-08,6.3015110512966396e-08
5.3765,7.2874860414603592e-07,1.7147536011867546e-07,1.2392913785780566e-07,8.4071125884051003e-08,6.4235687450045171e-08,8.8382741446273369e-08,6.3018635888071643e-08
5.37675,7.2879950232314901e-07,1.715224845608887e-07,1.2387887481018832e-07,8.4064242506584249e-08,6.4236115201292616e-08,8.8374640537597372e-08,6.3022201502343922e-08
5.377,7.2885063036898923e-07,1.7156986972450049e-07,1.2382851606737277e-07,8.4057300191855026e-08,6.4236646511016546e-08,8.836663548237887e-08,6.3025790746205352e-08
5.37725,7.2890195393659081e-07,1.7161750374968376e-07,1.2377806757646552e-07,8.4050303616396863e-08,6.4237278438296825e-08,8.8358708691946327e-08,6.3029416353343832e-08
5.3775,7.2895328348510527e-07,1.7166558407940386e-07,1.2372755013680714e-07,8.4043268772785678e-08,6.4237976571641216e-08,8.835085972376321e-08,6.3033073976582818e-08
5.37775,7.2900461957059882e-07,1.7171411448324446e-07,1.236770056115577e-07,8.4036164093365939e-08,6.4238743546250798e-08,8.834308610905624e-08,6.3036753241197437e-08
5.378,7.2905613143353797e-07,1.717629114435416e-07,1.2362645244514689e-07,8.4028990135314077e-08,6.423956415471052e-08,8.8335384953545322e-08,6.3040446621086529e-08
5.37825,7.2910778289204036e-07,1.7181198645085193e-07,1.2357588312557805e-07,8.4021760973686368e-08,6.4240424990768298e-08,8.832775911705345e-08,6.3044143224586201e-08
5.3785,7.2915937178601232e-07,1.7186152677225151e-07,1.2352530801068436e-07,8.4014499503047306e-08,6.4241336282244124e-08,8.8320211258703262e-08,6.3047838669114449e-08
5.37875,7.2921092103071517e-07,1.7191151253185346e-07,1.234747625521123e-07,8.4007224041490027e-08,6.4242288013563499e-08,8.8312740665508772e-08,6.305154213776621e-08
5.379,7.292626212484212e-07,1.7196168298671943e-07,1.2342426113488402e-07,8.3999956813136896e-08,6.4243245298356295e-08,8.8305365877628303e-08,6.3055240258985222e-08
5.37925,7.2931445476976244e-07,1.7201204310192407e-07,1.2337375340614111e-07,8.3992691225072821e-08,6.4244180640064226e-08,8.8298081871429022e-08,6.3058922408672463e-08
5.3795,7.2936623310117848e-07,1.7206282981804061e-07,1.2332319218365509e-07,8.3985432493219582e-08,6.4245097936876976e-08,8.8290889702433836e-08,6.3062590567156687e-08
5.37975,7.2941793933353724e-07,1.7211412202192602e-07,1.2327256342796882e-07,8.3978195430429221e-08,6.4245989584475105e-08,8.8283815779725845e-08,6.3066232615457817e-08
5.38,7.2946973856978856e-07,1.7216571459808155e-07,1.2322190430250115e-07,8.3970964748210308e-08,6.4246849772080181e-08,8.8276869286949396e-08,6.3069839316620208e-08
5.38025,7.2952159633795339e-07,1.7221759175069935e-07,1.231712281258842e-07,8.3963730149996125e-08,6.4247692995565748e-08,8.827003845278677e-08,6.3073400430378083e-08
5.3805,7.2957332626390803e-07,1.7226992406285883e-07,1.2312055628197167e-07,8.3956495405802775e-08,6.4248549850182031e-08,8.8263277700659222e-08,6.307691117273536e-08
5.38075,7.2962494636146119e-07,1.7232269339080165e-07,1.230699149696262e-07,8.3949280555538751e-08,6.4249429981490709e-08,8.8256550760627331e-08,6.3080382883607422e-08
5.381,7.2967664376210842e-07,1.7237565146726071e-07,1.2301931113697628e-07,8.394208829181455e-08,6.4250324320298343e-08,8.8249886697386071e-08,6.3083816824264072e-08
5.38125,7.2972833990992363e-07,1.7242883544653695e-07,1.2296875087736913e-07,8.3934892435284232e-08,6.4251248154619456e-08,8.8243301133147913e-08,6.3087221945435235e-08
5.3815,7.2977980102372781e-07,1.7248249442081628e-07,1.2291822424411747e-07,8.3927674010413493e-08,6.4252221512293182e-08,8.8236770988060833e-08,6.3090597351306822e-08
5.38175,7.2983106168973946e-07,1.7253662402654534e-07,1.2286773360636402e-07,8.3920455142002131e-08,6.4253250330824527e-08,8.823027378781931e-08,6.3093955553754491e-08
5.382,7.2988234881164551e-07,1.7259093975514756e-07,1.2281729260125242e-07,8.3913231962067733e-08,6.4254341467689911e-08,8.8223822580395048e-08,6.3097277223883353e-08
5.38225,7.2993360958766853e-07,1.7264543894382477e-07,1.2276692109394615e-07,8.3905987544034058e-08,6.4255490951070278e-08,8.8217417442371036e-08,6.3100539420909332e-08
5.3825,7.299846621958886e-07,1.7270026720998007e-07,1.2271663558244418e-07,8.3898740130005501e-08,6.4256694501320585e-08,8.8211054440329845e-08,6.310373056257245e-08
5.38275,7.3003552503327295e-07,1.7275542374597132e-07,1.2266646302773393e-07,8.3891471208597118e-08,6.425796630044677e-08,8.8204731423648311e-08,6.3106842315294574e-08
5.383,7.3008632885937672e-07,1.7281072905764273e-07,1.226164172805386e-07,8.3884168018980181e-08,6.4259303759566718e-08,8.8198442299153331e-08,6.3109870700220094e-08
5.38325,7.3013703551724415e-07,1.7286619715140296e-07,1.2256645367070559e-07,8.3876830228121242e-08,6.4260700237752771e-08,8.8192217913880622e-08,6.3112800756163471e-08
5.3835,7.3018744487532638e-07,1.7292204269211908e-07,1.225165423244931e-07,8.3869469581930377e-08,6.4262136151635627e-08,8.8186062131351761e-08,6.3115604151391377e-08
5.38375,7.3023757319961352e-07,1.72978331116916e-07,1.2246668030896812e-07,8.3862122454797499e-08,6.4263571492831699e-08,8.8179982012989489e-08,6.3118247383951015e-08
