Physical Time (s),enth_flux_viscous_top Monitor (W): top_cv1,enth_flux_viscous_top Monitor (W): top_cv2,enth_flux_viscous_top Monitor (W): top_cv3,enth_flux_viscous_top Monitor (W): top_cv4,enth_flux_viscous_top Monitor (W): top_cv5,enth_flux_viscous_top Monitor (W): top_cv6,enth_flux_viscous_top Monitor (W): top_cv7
5.923,3.4661676165244363e-11,9.018406299399807e-12,8.1046419566873667e-12,5.3534078289978187e-12,5.6134315766686995e-12,1.6372277043312563e-11,3.5153442107719595e-11
5.92325,3.4659244747819647e-11,9.0168933182028055e-12,8.1024074900552956e-12,5.3544156127373584e-12,5.6153256400742297e-12,1.6373334674643583e-11,3.5152296276660589e-11
5.9235,3.4656837791062847e-11,9.0154006377921011e-12,8.1002289718614929e-12,5.3554396924450693e-12,5.6172322704845066e-12,1.6374415392704519e-11,3.5151038383574579e-11
5.92375,3.465445162693838e-11,9.0139280309046057e-12,8.0981032264742502e-12,5.3564750683103826e-12,5.619156953808747e-12,1.6375520994016668e-11,3.5149740438033365e-11
5.924,3.4652083453785163e-11,9.0124752543519802e-12,8.096026417081346e-12,5.3575164545336258e-12,5.6211043278188579e-12,1.6376654396722342e-11,3.514838835183769e-11
5.92425,3.4649730544881328e-11,9.0110416179727865e-12,8.0939940157466235e-12,5.3585585705608655e-12,5.6230789015891045e-12,1.6377815862831248e-11,3.5146971827288875e-11
5.9245,3.4647390928681022e-11,9.0096262271276149e-12,8.092001428762107e-12,5.3595973979169969e-12,5.625083748541825e-12,1.637900364898159e-11,3.5145493297005421e-11
5.92475,3.4645062775334745e-11,9.0082282287812628e-12,8.0900445913116143e-12,5.3606305815790015e-12,5.627120039064522e-12,1.6380217207998082e-11,3.5143970716459003e-11
5.925,3.4642744593003077e-11,9.006846419031085e-12,8.0881201397757554e-12,5.3616574167589475e-12,5.6291866866145874e-12,1.6381453659950088e-11,3.5142424547203935e-11
5.92525,3.4640435780688999e-11,9.005479570641668e-12,8.0862260764408611e-12,5.36267850541114e-12,5.6312814062600615e-12,1.6382708151534501e-11,3.514087793632333e-11
5.9255,3.4638135834232358e-11,9.0041264568188604e-12,8.0843614386790899e-12,5.3636946411518445e-12,5.6334002695516521e-12,1.6383976143397844e-11,3.5139352474242073e-11
5.92575,3.4635844793553835e-11,9.0027859309324613e-12,8.0825257903990894e-12,5.3647058703621192e-12,5.6355398260179782e-12,1.6385252803464475e-11,3.5137862798966743e-11
5.926,3.4633563330061727e-11,9.001456915871291e-12,8.0807186905430452e-12,5.3657116718185046e-12,5.6376975252548709e-12,1.6386532220426158e-11,3.5136415774912568e-11
5.92625,3.4631292527830744e-11,9.000138404522549e-12,8.0789395271832904e-12,5.366711557030313e-12,5.6398700379621733e-12,1.6387808083202352e-11,3.5135015717271605e-11
5.9265,3.4629033920023828e-11,8.9988294416488306e-12,8.0771869991885351e-12,5.3677066648626997e-12,5.6420527791135669e-12,1.6389047255222171e-11,3.5133671941425401e-11
5.92675,3.4626789727132661e-11,8.9975291452182674e-12,8.0754588051228573e-12,5.3686985437178063e-12,5.6442410533909397e-12,1.6390199170939406e-11,3.5132395065321321e-11
5.927,3.4624561759020848e-11,8.9962366235672708e-12,8.0737520831344889e-12,5.3696873357829564e-12,5.6464315131767653e-12,1.6391328274936646e-11,3.5131193647571432e-11
5.92725,3.4622353023301652e-11,8.994950962971345e-12,8.0720640518804515e-12,5.3706736448316886e-12,5.6486213220295768e-12,1.6392430432909337e-11,3.5130065454539098e-11
5.9275,3.4620165736182018e-11,8.993671399327566e-12,8.0703913129288304e-12,5.3716571788170792e-12,5.6508088852980977e-12,1.6393505253792494e-11,3.5128989553386315e-11
5.92775,3.4618002050426257e-11,8.9923970000247801e-12,8.0687303817386841e-12,5.3726369700775502e-12,5.6529937648354769e-12,1.6394555119010378e-11,3.5127930379422325e-11
5.928,3.4615864274825811e-11,8.9911271788002324e-12,8.0670779707857038e-12,5.3736113891974224e-12,5.6551760558576588e-12,1.6395584822678e-11,3.5126848571441029e-11
5.92825,3.4613754364404705e-11,8.9898613680392325e-12,8.0654322537930601e-12,5.3745783027710144e-12,5.6573556768561076e-12,1.6396603597674514e-11,3.5125715352458047e-11
5.9285,3.4611673897882389e-11,8.9885993912689054e-12,8.06379241377081e-12,5.3755361994774724e-12,5.659532186302929e-12,1.6397616697104726e-11,3.5124521695404191e-11
5.92875,3.46096228326825e-11,8.9873410781027401e-12,8.0621589410910805e-12,5.3764850185004746e-12,5.6617041033853525e-12,1.6398628265831621e-11,3.5123275561989042e-11
5.929,3.4607600467109662e-11,8.9860867490819918e-12,8.0605334884159076e-12,5.3774265511594754e-12,5.6638692008537947e-12,1.6399639482330868e-11,3.5121990078125221e-11
5.92925,3.4605605692234639e-11,8.9848367556833412e-12,8.0589181207926822e-12,5.3783641017555705e-12,5.666023986291267e-12,1.6400649512449575e-11,3.5120559955828004e-11
5.9295,3.4603636945269958e-11,8.9835917315872616e-12,8.0573150992862855e-12,5.3793012969648213e-12,5.6681648097964917e-12,1.640165580557222e-11,3.5119056374838712e-11
5.92975,3.4601692899152483e-11,8.9823524778723776e-12,8.0557267031055892e-12,5.3802406122523374e-12,5.6702882973789109e-12,1.6402652817968808e-11,3.5117517162953901e-11
5.93,3.4599772119242014e-11,8.9811197185414241e-12,8.0541550170312934e-12,5.3811835309142444e-12,5.6723910007112772e-12,1.6403633943263e-11,3.5115939043706032e-11
5.93025,3.4597872943474589e-11,8.9798941410542497e-12,8.0526021163587764e-12,5.3821318528702219e-12,5.674469866074315e-12,1.6404591521660006e-11,3.5114321068913679e-11
5.9305,3.4595993911307552e-11,8.978676411661065e-12,8.0510705376248141e-12,5.3830863172653674e-12,5.6765236792226171e-12,1.6405517836047541e-11,3.5112661620198252e-11
5.93075,3.4594133840984391e-11,8.9774671754445838e-12,8.0495632153690938e-12,5.3840475469586738e-12,5.678552186697289e-12,1.6406404751292559e-11,3.5110957821205149e-11
5.931,3.4592291382738994e-11,8.9762670815252809e-12,8.04808324862702e-12,5.3850146664144264e-12,5.6805568403758214e-12,1.6407244185554389e-11,3.5109205283219425e-11
5.93125,3.4590464916881219e-11,8.9750767311013843e-12,8.0466340884166744e-12,5.3859849826971661e-12,5.6825404106805411e-12,1.6408031426027473e-11,3.5107398603323489e-11
5.9315,3.4588653504255923e-11,8.9738965891801993e-12,8.0452194890390657e-12,5.3869556979417895e-12,5.6845056817761528e-12,1.6408763957450083e-11,3.5105530493326892e-11
5.93175,3.4586856467197634e-11,8.9727273827602732e-12,8.0438442882819121e-12,5.3879237646625879e-12,5.6864581542621347e-12,1.640943999682544e-11,3.5103594716127499e-11
5.932,3.4585073363029983e-11,8.9715698388490292e-12,8.0425126812456056e-12,5.3888870542934664e-12,5.6884009098959862e-12,1.6410063255073804e-11,3.5101586406237483e-11
5.93225,3.4583303693230408e-11,8.9704246911514797e-12,8.0412280925705773e-12,5.3898449471254694e-12,5.6903374472962409e-12,1.6410639946569957e-11,3.5099512611705733e-11
5.9325,3.4581547078677626e-11,8.9692925776256461e-12,8.0399930115258051e-12,5.3907979898102468e-12,5.6922715915891836e-12,1.6411177705645788e-11,3.5097384119451623e-11
5.93275,3.457980291166548e-11,8.9681743818834055e-12,8.0388088633576868e-12,5.3917463446263038e-12,5.694207011304624e-12,1.641168562809744e-11,3.5095205401044488e-11
5.933,3.4578070726230918e-11,8.9670708253603815e-12,8.037675442536588e-12,5.3926892049098938e-12,5.6961483280031543e-12,1.6412171996321584e-11,3.5092975280292784e-11
5.93325,3.4576350034282705e-11,8.9659825589824011e-12,8.036592970975851e-12,5.39362390921122e-12,5.6980999006873019e-12,1.6412643724180815e-11,3.5090490859245006e-11
5.9335,3.4574641091397022e-11,8.9649103035453847e-12,8.0355605939467037e-12,5.3945475663585129e-12,5.7000660467998092e-12,1.6413105879290594e-11,3.5087863165694622e-11
5.93375,3.4572943159243069e-11,8.9638546645722481e-12,8.0345778038918313e-12,5.3954599511892071e-12,5.7020478854002912e-12,1.641356244663411e-11,3.5085171994290428e-11
5.934,3.4571256831985787e-11,8.9628163045308829e-12,8.0336436558055528e-12,5.3963633676936112e-12,5.7040446841546307e-12,1.6414016081552822e-11,3.5082421930440934e-11
5.93425,3.4569583060625755e-11,8.9617957369961376e-12,8.0327566277292964e-12,5.3972612999352872e-12,5.7060562770959419e-12,1.6414467779389724e-11,3.5079622673548963e-11
5.9345,3.4567923034725358e-11,8.9607934184804086e-12,8.0319144295882266e-12,5.3981601784834011e-12,5.7080812843814241e-12,1.6414915488767342e-11,3.5076785738125206e-11
5.93475,3.4566278399363795e-11,8.9598095181626281e-12,8.0311153749059328e-12,5.3990651165715929e-12,5.7101193658840471e-12,1.6415353762714559e-11,3.5073926788440985e-11
5.935,3.4564651442908668e-11,8.9588442683869752e-12,8.0303575079091536e-12,5.3999794995210526e-12,5.7121703992553215e-12,1.6415775764525704e-11,3.5071070477336507e-11
5.93525,3.4563044191789613e-11,8.9578978349947195e-12,8.0296398188936574e-12,5.400904966757546e-12,5.714233643148371e-12,1.6416172862269967e-11,3.5068238203750481e-11
5.9355,3.4561458900488302e-11,8.95697009062783e-12,8.0289617441442499e-12,5.4018417182969909e-12,5.7163077192627215e-12,1.6416537104372332e-11,3.5065445423004063e-11
5.93575,3.4559897590672718e-11,8.9560609673429125e-12,8.0283230855695919e-12,5.402789498973884e-12,5.7183906267680483e-12,1.6416862367360663e-11,3.5062701804777623e-11
5.936,3.4558362621689903e-11,8.9551700164556396e-12,8.0277229651610987e-12,5.4037484405535063e-12,5.7204801724764836e-12,1.6417144558437043e-11,3.506001176761248e-11
5.93625,3.4556856639660218e-11,8.9542966264709258e-12,8.0271602849378998e-12,5.4047185442042076e-12,5.7225743326567872e-12,1.6417382079905041e-11,3.5057374179312674e-11
5.9365,3.4555381965794871e-11,8.9534402936183525e-12,8.026632663051427e-12,5.4057011941058241e-12,5.7246705084085611e-12,1.6417576548039732e-11,3.5054783015431868e-11
5.93675,3.4553941206518203e-11,8.9526002019760817e-12,8.0261367242424339e-12,5.4066977817579904e-12,5.7267657001621853e-12,1.6417732270267516e-11,3.5052229876387447e-11
5.937,3.4552537569591875e-11,8.9517758492106028e-12,8.0256685466080918e-12,5.4077090604326261e-12,5.7288564735750431e-12,1.6417833597030938e-11,3.5049705634884051e-11
5.93725,3.4551173850438648e-11,8.9509666785292891e-12,8.0252237167948531e-12,5.4087342637355588e-12,5.7309394373664805e-12,1.6417877932978999e-11,3.5047201819050672e-11
5.9375,3.4549852949287649e-11,8.9501720639075682e-12,8.0247971868441062e-12,5.4097689698866196e-12,5.7330113923719254e-12,1.6417899928381064e-11,3.504471225374382e-11
5.93775,3.4548577994022682e-11,8.9493916925593519e-12,8.0243868686550757e-12,5.410808786063891e-12,5.7350678774100421e-12,1.6417903628801658e-11,3.5042236989906162e-11
5.938,3.454735277043123e-11,8.9486252308853861e-12,8.0239915174744947e-12,5.411850056420974e-12,5.7371039587711919e-12,1.6417891821154919e-11,3.5039778783413191e-11
5.93825,3.4546180132712875e-11,8.9478722060458825e-12,8.0236107058031732e-12,5.4128905470128879e-12,5.7391154841571496e-12,1.6417825189060683e-11,3.5037339293195827e-11
5.9385,3.4545062810116729e-11,8.9471322563336971e-12,8.0232443759771957e-12,5.4139291543897979e-12,5.7410984343761756e-12,1.6417718906676228e-11,3.5034917949338299e-11
5.93875,3.4544003805898814e-11,8.9464050539816319e-12,8.0228939774024938e-12,5.4149661416556384e-12,5.7430494821031691e-12,1.6417606366351854e-11,3.5032510562114962e-11
5.939,3.4543006447342049e-11,8.9456906105390023e-12,8.02256284347053e-12,5.4160037323420439e-12,5.744965837596417e-12,1.6417492013770909e-11,3.5030110151424057e-11
5.93925,3.4542073727588273e-11,8.9449890778212018e-12,8.0222539078864764e-12,5.4170437030079706e-12,5.746846294017828e-12,1.6417379947717438e-11,3.5027710474428139e-11
5.9395,3.4541208361678057e-11,8.9443005476885565e-12,8.0219699677571621e-12,5.4180878819704486e-12,5.7486911130125188e-12,1.6417272057324875e-11,3.5025309366889635e-11
5.93975,3.4540413375457335e-11,8.943624824113595e-12,8.0217119791055063e-12,5.4191365947982238e-12,5.7505021636245292e-12,1.6417168577644187e-11,3.5022910726558045e-11
5.94,3.4539690649181316e-11,8.9429620394573352e-12,8.0214808331688491e-12,5.42018971539019e-12,5.7522819076740414e-12,1.6417067164094264e-11,3.502052419028955e-11
5.94025,3.453904120882497e-11,8.9423123718990968e-12,8.0212786301934817e-12,5.4212464563818629e-12,5.754033638535477e-12,1.6416963571365717e-11,3.5018160583861884e-11
5.9405,3.453846472150815e-11,8.9416760903011652e-12,8.0211073846986301e-12,5.4223034457475953e-12,5.7557611586648667e-12,1.6416854095669053e-11,3.5015828947104496e-11
5.94075,3.4537960572661574e-11,8.9410534195760799e-12,8.0209693735866536e-12,5.4233554797237569e-12,5.7574679780416862e-12,1.6416736769158787e-11,3.5013535129017372e-11
5.941,3.4537527255798216e-11,8.9404442378308822e-12,8.0208654138964086e-12,5.424395811599339e-12,5.7591557468124323e-12,1.6416612739820965e-11,3.5011280119736597e-11
5.94125,3.453716272754983e-11,8.9398485864699797e-12,8.0207962949905047e-12,5.4254209571472854e-12,5.7608215657449635e-12,1.6416485075408706e-11,3.5009059659517161e-11
5.9415,3.4536865295606677e-11,8.9392666404462435e-12,8.0207641532242388e-12,5.4264284696148812e-12,5.7624631877962537e-12,1.6416356888116556e-11,3.5006866424039359e-11
5.94175,3.4536632213851532e-11,8.9386985091479877e-12,8.0207708526103292e-12,5.4274187576985025e-12,5.7640779659698121e-12,1.6416230548448151e-11,3.5004692342921671e-11
5.942,3.4536459793483248e-11,8.9381441384301716e-12,8.0208182589335433e-12,5.4283922374332639e-12,5.7656671578727484e-12,1.6416106910711221e-11,3.5002529202182395e-11
5.94225,3.4536343032429312e-11,8.9376033437252031e-12,8.0209070586234761e-12,5.4293493680280033e-12,5.7672343845687578e-12,1.6415985935064916e-11,3.5000262473224333e-11
5.9425,3.4536276694945349e-11,8.937076069450248e-12,8.0210383703431244e-12,5.4302922837815263e-12,5.7687841018211519e-12,1.6415867079177326e-11,3.4997920555456786e-11
5.94275,3.4536256449504932e-11,8.9365626145849196e-12,8.0212144771765069e-12,5.4312244135043763e-12,5.7703222786439334e-12,1.6415748419851987e-11,3.499556734462945e-11
5.943,3.4536277821907208e-11,8.9360631214077178e-12,8.0214369027739914e-12,5.4321487486686953e-12,5.7718569665047645e-12,1.6415627170176131e-11,3.4993194711255013e-11
5.94325,3.4536336630899451e-11,8.9355777329656775e-12,8.0217073801546239e-12,5.4330690035364688e-12,5.7733966581849458e-12,1.6415500030513058e-11,3.4990795649963577e-11
5.9435,3.453642811862867e-11,8.9351063226509413e-12,8.0220265250045878e-12,5.4339883906393344e-12,5.7749492359645493e-12,1.6415364985517175e-11,3.4988365746091948e-11
5.94375,3.4536547561667651e-11,8.9346489395278808e-12,8.0223945577838805e-12,5.4349109414805668e-12,5.776520172384027e-12,1.6415221833353442e-11,3.4985904422859654e-11
5.944,3.4536691365427263e-11,8.9342056869378711e-12,8.0228110313943921e-12,5.4358416069642304e-12,5.7781118804195644e-12,1.6415072804531866e-11,3.498341503011652e-11
5.94425,3.4536855928041974e-11,8.9337764269092038e-12,8.0232745362718506e-12,5.4367835466748283e-12,5.7797243538932815e-12,1.6414924142764983e-11,3.4980902085082772e-11
5.9445,3.4537038312692063e-11,8.9333607702669717e-12,8.0237818575211791e-12,5.4377382165988492e-12,5.7813557521219565e-12,1.6414785592776236e-11,3.4978371126632804e-11
5.94475,3.453723549123075e-11,8.9329579342192082e-12,8.024327452517465e-12,5.4387040028696488e-12,5.7830035813327974e-12,1.6414668725514821e-11,3.4975826832019334e-11
5.945,3.4537445139233467e-11,8.9325671554250016e-12,8.0249063689796595e-12,5.439677252411909e-12,5.7846650929792333e-12,1.6414583787137459e-11,3.497327302275745e-11
5.94525,3.453766571513403e-11,8.9321878891464547e-12,8.0255145234262404e-12,5.4406533135718723e-12,5.7863378574047473e-12,1.641453696741565e-11,3.4970521446719568e-11
5.9455,3.4537896004295224e-11,8.931819285537206e-12,8.0261475619985612e-12,5.4416253443437437e-12,5.788020856676085e-12,1.6414529421675885e-11,3.4967551302965392e-11
5.94575,3.4538135263452767e-11,8.9314606201342901e-12,8.0268020983674e-12,5.4425865375134443e-12,5.7897133526902485e-12,1.6414557936603552e-11,3.4964563387774489e-11
5.946,3.4538382625747458e-11,8.9311109810401141e-12,8.0274748731235787e-12,5.4435311024010361e-12,5.7914140353553858e-12,1.6414616964849316e-11,3.4961589881000248e-11
5.94625,3.4538637714388907e-11,8.9307699718015667e-12,8.0281639377176251e-12,5.444457054377033e-12,5.7931198873063422e-12,1.64146991931381e-11,3.4958642662172588e-11
5.9465,3.4538900776881287e-11,8.9304374389093698e-12,8.0288687678217824e-12,5.4453670191753008e-12,5.7948269811455373e-12,1.6414796016618589e-11,3.4955730944731035e-11
5.94675,3.453917246716351e-11,8.9301132089203747e-12,8.0295893196688322e-12,5.4462642053688528e-12,5.7965329299660642e-12,1.6414898905242657e-11,3.4952860217955826e-11
5.947,3.453945383884791e-11,8.9297972330424495e-12,8.0303260615260909e-12,5.4471510551122174e-12,5.7982375414468789e-12,1.6414999256485083e-11,3.4950035828120956e-11
5.94725,3.4539746055370152e-11,8.9294893572889162e-12,8.0310783159346255e-12,5.4480275902511086e-12,5.7999428537943999e-12,1.6415089387898744e-11,3.4947259673130832e-11
5.9475,3.4540050688534881e-11,8.9291897083168835e-12,8.0318456316371618e-12,5.4488938410516409e-12,5.8016510148584929e-12,1.6415162848712246e-11,3.4944535198553357e-11
5.94775,3.4540370006897373e-11,8.9288985094456764e-12,8.032628044625984e-12,5.4497513961896724e-12,5.8033631735421578e-12,1.6415213671949381e-11,3.4941868177840888e-11
5.948,3.4540706650678666e-11,8.9286156563408926e-12,8.0334248404758811e-12,5.4506011283948842e-12,5.8050799514978404e-12,1.6415237094160522e-11,3.4939264236827328e-11
5.94825,3.4541063478148946e-11,8.9283408569143595e-12,8.0342341201828549e-12,5.4514433545656775e-12,5.8068014649824606e-12,1.6415229699176169e-11,3.4936728603245342e-11
5.9485,3.4541443277765185e-11,8.9280736051908439e-12,8.035052541152637e-12,5.4522767752820949e-12,5.8085274684287603e-12,1.6415190777809771e-11,3.4934265720990677e-11
5.94875,3.4541849559771518e-11,8.9278134683968616e-12,8.0358765500027141e-12,5.4531001656144937e-12,5.8102567845008148e-12,1.6415121833602498e-11,3.493187982035472e-11
5.949,3.4542285946884819e-11,8.9275599758514075e-12,8.0367027602005105e-12,5.4539142995575204e-12,5.811987361109218e-12,1.6415025688068987e-11,3.4929575692981618e-11
5.94925,3.4542756046216977e-11,8.92731227585536e-12,8.037527521670017e-12,5.4547203303926495e-12,5.8137170019628292e-12,1.6414905871837004e-11,3.4927358257238943e-11
5.9495,3.4543263548134071e-11,8.9270697280277889e-12,8.0383477313882955e-12,5.4555200749214124e-12,5.8154435410140564e-12,1.6414765608398141e-11,3.4925229320885107e-11
5.94975,3.454381128263062e-11,8.9268314646303644e-12,8.0391611074673933e-12,5.4563144261377424e-12,5.8171646334902186e-12,1.6414608435231954e-11,3.4923185030782206e-11
5.95,3.4544402162233007e-11,8.9265970062446016e-12,8.0399680865997692e-12,5.4571047281767433e-12,5.8188773688176299e-12,1.6414437571452062e-11,3.4921214971618901e-11
5.95025,3.4545039330195287e-11,8.9263663671226221e-12,8.0407721199414895e-12,5.4578927261311822e-12,5.8205790608901063e-12,1.6414255442819133e-11,3.4919304452704349e-11
5.9505,3.454572554733977e-11,8.9261394516772164e-12,8.0415780719796141e-12,5.4586790577251631e-12,5.8222690689602384e-12,1.6414062845310922e-11,3.491743848947598e-11
5.95075,3.4546463390816214e-11,8.9259164785818318e-12,8.0423918599341062e-12,5.4594638528420896e-12,5.8239489744686559e-12,1.6413858029642578e-11,3.4915607401351592e-11
5.951,3.4547255292804073e-11,8.9256975841202822e-12,8.0432189803250656e-12,5.4602467816798494e-12,5.8256218315882741e-12,1.641363952682186e-11,3.4913808956453342e-11
5.95125,3.4548103276804163e-11,8.9254836866335664e-12,8.0440657258144829e-12,5.4610302696853039e-12,5.8272906723051117e-12,1.6413403614832646e-11,3.4912049569611297e-11
5.9515,3.4549009283426266e-11,8.9252754417651019e-12,8.0449373305795609e-12,5.4618173016337709e-12,5.8289586177650404e-12,1.6413149027836111e-11,3.4910340737028099e-11
5.95175,3.4549974518707634e-11,8.9250738207242637e-12,8.0458372251560568e-12,5.4626104521746959e-12,5.8306287986420234e-12,1.6412875685089046e-11,3.490869399634774e-11
5.952,3.4551000046923703e-11,8.924879788395161e-12,8.0467674820622433e-12,5.4634111204348454e-12,5.8323045181596209e-12,1.6412585362252628e-11,3.4907048234360114e-11
5.95225,3.4552086721660298e-11,8.9246942919614027e-12,8.047729543874899e-12,5.4642194998377167e-12,5.8339892213440271e-12,1.641228208629787e-11,3.4905434598224793e-11
5.9525,3.4553235129781587e-11,8.9245182920485542e-12,8.0487241023822406e-12,5.4650348360171828e-12,5.8356864605968458e-12,1.6411932561313182e-11,3.4903880021356383e-11
5.95275,3.4554444944860722e-11,8.9243526886373273e-12,8.0497513966146075e-12,5.4658562076473386e-12,5.8373988023006787e-12,1.641149031473628e-11,3.4902376470541412e-11
5.953,3.4555714898218143e-11,8.9241983929139639e-12,8.0508115265553271e-12,5.4666830168356842e-12,5.8391264853425025e-12,1.6411050826982218e-11,3.4900917615720778e-11
5.95325,3.4557043809632467e-11,8.9240562659817536e-12,8.0519041470660756e-12,5.4675151854829497e-12,5.8408670070387898e-12,1.6410625059953563e-11,3.4899499748530062e-11
5.9535,3.4558430035498844e-11,8.9239271650823964e-12,8.0530291444964891e-12,5.4683531088676314e-12,5.8426156991050887e-12,1.6410226056922869e-11,3.4898121158680491e-11
5.95375,3.4559871676373901e-11,8.9238117553871284e-12,8.0541864190414412e-12,5.4691969712612592e-12,5.8443675192239919e-12,1.6409865833159333e-11,3.4896782235775e-11
5.954,3.4561366389167109e-11,8.9237106919371795e-12,8.0553753354418798e-12,5.4700463519012278e-12,5.8461186782354739e-12,1.6409556795124508e-11,3.4895486306654402e-11
5.95425,3.4562911044230654e-11,8.923624462214653e-12,8.0565939121929176e-12,5.4709002757254893e-12,5.8478675630794683e-12,1.6409308743006642e-11,3.4894241362816694e-11
5.9545,3.4564502141119154e-11,8.9235531752533242e-12,8.0578391907752195e-12,5.4717573374168104e-12,5.8496142142201101e-12,1.6409126142022207e-11,3.4893060079789555e-11
5.95475,3.4566135863647699e-11,8.9234965707148617e-12,8.0591077676761868e-12,5.4726166194083502e-12,5.8513593960689315e-12,1.64090134872597e-11,3.4891955789724258e-11
5.955,3.4567808741047385e-11,8.9234540922172e-12,8.0603960989086984e-12,5.4734769518898561e-12,5.8531044450789643e-12,1.6408971034605717e-11,3.4890847613965975e-11
5.95525,3.4569517570515324e-11,8.9234249129255254e-12,8.0617018617300699e-12,5.4743362161476921e-12,5.8548511262938972e-12,1.6409000266405164e-11,3.488974656286143e-11
5.9555,3.4571259539645432e-11,8.9234080269231064e-12,8.062978791398231e-12,5.4751913878728583e-12,5.8566012534498462e-12,1.6409100783237947e-11,3.4888717278546116e-11
5.95575,3.4573031977563083e-11,8.9234023250016934e-12,8.0642681808206875e-12,5.4760391088292415e-12,5.8583559900854493e-12,1.6409271329765778e-11,3.4887743974169907e-11
5.956,3.4574832444469496e-11,8.923406638332369e-12,8.0655685114030986e-12,5.4768769681108338e-12,5.8601153912863373e-12,1.6409508938067681e-11,3.4886810286786894e-11
5.95625,3.4576658411715839e-11,8.9234198506026801e-12,8.0668790941300929e-12,5.4777022347967904e-12,5.8618800314840564e-12,1.6409808871028184e-11,3.4885903220688293e-11
5.9565,3.4578507134197087e-11,8.9234410175674494e-12,8.0681999597835068e-12,5.4785125250464515e-12,5.8636507068265879e-12,1.6410164964926937e-11,3.4885015137511015e-11
5.95675,3.4580375935449768e-11,8.9234693331682908e-12,8.069531606175915e-12,5.4793068041337985e-12,5.8654272284730979e-12,1.6410571259226712e-11,3.4884144512644565e-11
5.957,3.4582262241761802e-11,8.9235041343977016e-12,8.0708751279060758e-12,5.480086899143722e-12,5.8672058737278754e-12,1.6411022417253359e-11,3.4883295681615109e-11
5.95725,3.4584163504789364e-11,8.9235448463365683e-12,8.0722317688542395e-12,5.4808551680534925e-12,5.8689815523632211e-12,1.6411513982160163e-11,3.48824089400349e-11
5.9575,3.4586077542524329e-11,8.923591006717067e-12,8.0736030709567985e-12,5.4816135950561396e-12,5.8707480998475939e-12,1.6412043697860806e-11,3.4881334859886585e-11
5.95775,3.458800221051272e-11,8.9236421232983551e-12,8.0749905251828413e-12,5.4823646501781297e-12,5.872498006538479e-12,1.6412610553590353e-11,3.4880315427506044e-11
5.958,3.4589935337419407e-11,8.9236976919191388e-12,8.0763954317421718e-12,5.4831097147362245e-12,5.874224707974399e-12,1.6413213482320619e-11,3.4879360934002587e-11
5.95825,3.4591874624181911e-11,8.9237571415887937e-12,8.0778186201427159e-12,5.4838488284995488e-12,5.8759236714605943e-12,1.6413849845424243e-11,3.4878480504250957e-11
5.9585,3.459381787295196e-11,8.9238198757051979e-12,8.0792604035342122e-12,5.4845811234952121e-12,5.8775925226600664e-12,1.6414513883544876e-11,3.487767981929219e-11
5.95875,3.4595763012785529e-11,8.9238852954886397e-12,8.0807208400082467e-12,5.4853047630388116e-12,5.8792313907296122e-12,1.6415197584335073e-11,3.4876959050851215e-11
5.959,3.4597708354132949e-11,8.9239528759933694e-12,8.0822002524769194e-12,5.4860192272224409e-12,5.8808406546914443e-12,1.6415892190340883e-11,3.4876313650552366e-11
5.95925,3.4599652556287991e-11,8.924022153682185e-12,8.0836996584424373e-12,5.4867242020191805e-12,5.8824214175304996e-12,1.6416589694482914e-11,3.4875736389955676e-11
5.9595,3.4601594469724739e-11,8.9240928045642055e-12,8.085220464966964e-12,5.4874199158919575e-12,5.8839753093701798e-12,1.6417283671605745e-11,3.4875219853131672e-11
5.95975,3.4603533268027863e-11,8.9241646026596491e-12,8.086764261331503e-12,5.488108262759607e-12,5.8855033486149303e-12,1.6417968863777089e-11,3.4874757129259848e-11
5.96,3.4605468607451087e-11,8.9242376280907581e-12,8.0883331286939409e-12,5.4887906501165259e-12,5.8870075230476685e-12,1.6418640094765171e-11,3.4874340759687627e-11
5.96025,3.4607400440599287e-11,8.924312072422197e-12,8.0899293198896605e-12,5.4894677443184372e-12,5.8884902936036493e-12,1.6419291796779361e-11,3.4873962197307674e-11
5.9605,3.4609328972331032e-11,8.924388310686902e-12,8.0915554781431572e-12,5.490138245646252e-12,5.8899551132110567e-12,1.6419917994835896e-11,3.4873611052051227e-11
5.96075,3.4611254318472902e-11,8.9244668129594467e-12,8.0932143383669605e-12,5.4907984721413106e-12,5.891406111195577e-12,1.6420512600221845e-11,3.4873274947912846e-11
5.961,3.461317693323388e-11,8.9245480913714659e-12,8.0949067575976039e-12,5.4914431633633028e-12,5.8928476158363802e-12,1.6421070552030889e-11,3.4872940686792116e-11
5.96125,3.4615097243436307e-11,8.9246326477029974e-12,8.0966314281599943e-12,5.4920675469316558e-12,5.8942837213192825e-12,1.6421588329227505e-11,3.4872595839411263e-11
5.9615,3.461701554933707e-11,8.9247208630060351e-12,8.0983854257467623e-12,5.4926683781868992e-12,5.8957182519135374e-12,1.6422064076515673e-11,3.4872230466923215e-11
5.96175,3.4618932144430972e-11,8.9248129926449389e-12,8.1001638750124092e-12,5.4932443043539207e-12,5.8971554609207079e-12,1.6422496908156751e-11,3.4871838657809998e-11
5.962,3.4620847298842154e-11,8.9249091203747446e-12,8.1019603701898056e-12,5.4937950434139704e-12,5.8985999872255977e-12,1.6422887127791513e-11,3.4871419521125999e-11
