Physical Time (s),enth_flux_viscous_top Monitor (W): top_cv1,enth_flux_viscous_top Monitor (W): top_cv2,enth_flux_viscous_top Monitor (W): top_cv3,enth_flux_viscous_top Monitor (W): top_cv4,enth_flux_viscous_top Monitor (W): top_cv5,enth_flux_viscous_top Monitor (W): top_cv6,enth_flux_viscous_top Monitor (W): top_cv7
1.77,5.033110116576899e-11,1.5225645901361273e-11,1.8820837519933277e-11,1.7116337931274578e-11,-9.8222013261453067e-11,-3.4714198828084352e-10,-2.0927570887440539e-10
1.7725,5.0242060561110769e-11,1.5187162978439613e-11,1.8771458427484231e-11,1.7861897462482118e-11,-9.6699351234207615e-11,-3.471428496329132e-10,-2.103974173822027e-10
1.775,5.0157219950089313e-11,1.5151189759515799e-11,1.8725944058146197e-11,1.8591430300241077e-11,-9.5176227794593859e-11,-3.4715649013338944e-10,-2.1154428519841182e-10
1.7775,5.0076975794532216e-11,1.5117926020277457e-11,1.8684375657823634e-11,1.9292847828243246e-11,-9.3655272380979991e-11,-3.4718651645853754e-10,-2.1271822337734209e-10
1.78,5.0001599487501893e-11,1.5087509993849686e-11,1.8646754434101902e-11,1.9979915849377004e-11,-9.213895755975695e-11,-3.4723558644141021e-10,-2.1392054723183728e-10
1.7825,4.9931275158991489e-11,1.5060021402153171e-11,1.8613032173062146e-11,2.0633926215598606e-11,-9.0629494813982513e-11,-3.4730587782116766e-10,-2.1515214411973468e-10
1.785,4.9866036295713829e-11,1.5035487387742101e-11,1.858310394828071e-11,2.1268256809207548e-11,-8.9128908901593699e-11,-3.4739866536750369e-10,-2.1641344829309998e-10
1.7875,4.9805813264585972e-11,1.501388093958192e-11,1.8556788941314595e-11,2.1873540005517604e-11,-8.7639047594885465e-11,-3.4751449288025749e-10,-2.1770435671140954e-10
1.79,4.9750411044066142e-11,1.499511019847278e-11,1.8533859296308992e-11,2.2449665739797864e-11,-8.6161536673314276e-11,-3.4765336033428572e-10,-2.1902427167542515e-10
1.7925,4.969951993781898e-11,1.4979031582900419e-11,1.8514032848542291e-11,2.3001720204751215e-11,-8.4697735674436342e-11,-3.4781471892476581e-10,-2.2037197762070385e-10
1.795,4.9652779681669655e-11,1.4965469982072372e-11,1.8496953620095846e-11,2.3515668773979577e-11,-8.3248325974298736e-11,-3.4799717295059874e-10,-2.2174581522596186e-10
1.7975,4.9609720177164597e-11,1.4954202596817562e-11,1.8482319082431428e-11,2.400774097419783e-11,-8.1814006124090261e-11,-3.4819873437051074e-10,-2.2314383136167067e-10
1.8,4.956980057235146e-11,1.4944975783371817e-11,1.8469743783663137e-11,2.446134103576635e-11,-8.039481398448056e-11,-3.4841693437293549e-10,-2.2456364639923368e-10
1.8025,4.9532420495315567e-11,1.4937503959881462e-11,1.8458833520851855e-11,2.4888767673979196e-11,-7.8990420399689045e-11,-3.4864870722171298e-10,-2.2600253979330143e-10
1.805,4.9496934462044981e-11,1.4931463433842788e-11,1.844898698733227e-11,2.528574078051116e-11,-7.760010020070695e-11,-3.4889053885311315e-10,-2.2745758754816134e-10
1.8075,4.946268593433456e-11,1.4926537836116562e-11,1.8439990817930579e-11,2.5649271701381165e-11,-7.6222667839232716e-11,-3.4913836745728797e-10,-2.2892574873464444e-10
1.81,4.9428986553317811e-11,1.4922371530792982e-11,1.8431294097879557e-11,2.5990936144654447e-11,-7.4856354176907815e-11,-3.4938774571920847e-10,-2.3040399219790413e-10
1.8125,4.9395145682918796e-11,1.4918627127715259e-11,1.8422568885998572e-11,2.6294127054988536e-11,-7.3499194146895779e-11,-3.4963406226471231e-10,-2.3188929021187673e-10
1.815,4.9360506435559796e-11,1.491497781313043e-11,1.8413345721525566e-11,2.6578477914921366e-11,-7.2149020486529988e-11,-3.4987250239084818e-10,-2.3337809507837967e-10
1.8175,4.9324459977346218e-11,1.4911091397237634e-11,1.840338021213406e-11,2.6832728194274098e-11,-7.0801864107388639e-11,-3.5009754479245003e-10,-2.3486837494454089e-10
1.82,4.9286364758691221e-11,1.4906648755464616e-11,1.8392185481641539e-11,2.7063862551703611e-11,-6.9455171788076873e-11,-3.5030516885474941e-10,-2.3635758708339354e-10
1.8225,4.9245678729400281e-11,1.4901360161054791e-11,1.8379511861768363e-11,2.7276351293612436e-11,-6.810581532564938e-11,-3.5049081652807283e-10,-2.3784325772423932e-10
1.825,4.9201918207191519e-11,1.4894961544198875e-11,1.8365118272698991e-11,2.7460148094827901e-11,-6.6750347230235851e-11,-3.506494226455056e-10,-2.3932309102999917e-10
1.8275,4.9154719541236117e-11,1.4887215272590283e-11,1.8348795901149115e-11,2.7632811618664158e-11,-6.5384630639272211e-11,-3.5077586924662908e-10,-2.4079498415140051e-10
1.83,4.910377437676697e-11,1.4877917423022069e-11,1.833037248590213e-11,2.7780017017565749e-11,-6.4005028599971307e-11,-3.5086578300655287e-10,-2.4225720691499075e-10
1.8325,4.9048880781470367e-11,1.4866882418588522e-11,1.8309690446282621e-11,2.7915390952457889e-11,-6.2608455027657195e-11,-3.5091539318316791e-10,-2.4370836935712764e-10
1.835,4.8989905313090951e-11,1.485396753903766e-11,1.8286664728330806e-11,2.8037599121561162e-11,-6.1191070409458056e-11,-3.5092106128707125e-10,-2.4514723012790135e-10
1.8375,4.8926818555962893e-11,1.4839075155062696e-11,1.8261159509083788e-11,2.8141213207623889e-11,-5.9749858233903357e-11,-3.5087953542640569e-10,-2.4657295824310272e-10
1.84,4.8859642503619229e-11,1.4822142502027361e-11,1.8233249205340165e-11,2.8241421379884135e-11,-5.8281648724575513e-11,-3.5078815263642605e-10,-2.4798503962794731e-10
1.8425,4.8788447922691321e-11,1.4803145724996752e-11,1.8203191153101198e-11,2.8319818670399814e-11,-5.6783640857171543e-11,-3.5064459550364472e-10,-2.4938309869135847e-10
1.845,4.8713335607089072e-11,1.4782088638058137e-11,1.8170473785016252e-11,2.8393842655018377e-11,-5.5253923930107445e-11,-3.504467682292358e-10,-2.5076714476687538e-10
1.8475,4.8634471252996842e-11,1.4758989072767548e-11,1.8135645866648988e-11,2.8456971986283072e-11,-5.3690405144168616e-11,-3.5019346315421454e-10,-2.5213728944641035e-10
1.85,4.8552056393242427e-11,1.4733889522451491e-11,1.8098614327609045e-11,2.8506769090369414e-11,-5.2091974406561791e-11,-3.4988416275687961e-10,-2.5349376414255506e-10
1.8525,4.8466434459404956e-11,1.4706870666895156e-11,1.8059702657125917e-11,2.855492715844122e-11,-5.0457881118286767e-11,-3.4951795526502819e-10,-2.5483693787042872e-10
1.855,4.8378008788242448e-11,1.4678046135360004e-11,1.8018812985862636e-11,2.8580863167573764e-11,-4.8787728373362284e-11,-3.4909538009502554e-10,-2.5616741126387014e-10
1.8575,4.8287197646731911e-11,1.4647556759843429e-11,1.7976135799861177e-11,2.860402633797701e-11,-4.7082168471722374e-11,-3.4861731819340408e-10,-2.5748597582328859e-10
1.86,4.8194391539163741e-11,1.4615560045471394e-11,1.793188828480047e-11,2.8612720751083743e-11,-4.5342206803399844e-11,-3.4808543697529409e-10,-2.5879362737392482e-10
1.8625,4.8099927595549165e-11,1.4582224273134367e-11,1.7886268920524701e-11,2.8607589605474879e-11,-4.3569649958864944e-11,-3.4750157147298053e-10,-2.6009157768654321e-10
1.865,4.8004151557126384e-11,1.4547731182167941e-11,1.7839463575980592e-11,2.8596085754852759e-11,-4.1766831686509206e-11,-3.4686819639674325e-10,-2.6138102836481796e-10
1.8675,4.790743840671776e-11,1.4512275225470318e-11,1.7791708817666935e-11,2.8558920471132085e-11,-3.9936412999853838e-11,-3.4618822912430633e-10,-2.6266345026060487e-10
1.87,4.7810143222378027e-11,1.4476051360258516e-11,1.7743167785426375e-11,2.8515631819436251e-11,-3.8081715376804137e-11,-3.454649574606893e-10,-2.6394050096470422e-10
1.8725,4.7712631021091926e-11,1.4439242244437444e-11,1.7694028661528426e-11,2.8449934550986838e-11,-3.6206383189617116e-11,-3.4470187137650615e-10,-2.6521369944330796e-10
1.875,4.7615271832635523e-11,1.4402040325090635e-11,1.7644481750631052e-11,2.8368552789518542e-11,-3.4314546367117577e-11,-3.4390297254617449e-10,-2.6648455051943013e-10
1.8775,4.7518407082614895e-11,1.4364638748584936e-11,1.7594771467161782e-11,2.827275088896957e-11,-3.2410561459799428e-11,-3.4307272704081373e-10,-2.6775471159904722e-10
1.88,4.7422358558381235e-11,1.4327231355127601e-11,1.754504510061863e-11,2.8149446406928576e-11,-3.0499408677580345e-11,-3.4221555630582685e-10,-2.6902583733645617e-10
1.8825,4.7327437259418361e-11,1.429001728554983e-11,1.7495509883696797e-11,2.8015792339883655e-11,-2.858572623177435e-11,-3.4133592176660798e-10,-2.702996765923071e-10
1.885,4.7233922072106423e-11,1.4253188619322611e-11,1.74463648469211e-11,2.7852334710126319e-11,-2.6674582184506883e-11,-3.4043867101172418e-10,-2.7157813088999831e-10
1.8875,4.7142082233117053e-11,1.4216924233973673e-11,1.7397761394205667e-11,2.7673062867473766e-11,-2.4771222905178332e-11,-3.3952890394704835e-10,-2.7286299564997105e-10
1.89,4.7052192044915488e-11,1.4181399277130188e-11,1.734988844664868e-11,2.7474370917716971e-11,-2.2880525567590904e-11,-3.3861119194187433e-10,-2.7415606767671899e-10
1.8925,4.696451661988932e-11,1.4146754203818946e-11,1.7302736620608482e-11,2.7248980077323259e-11,-2.1008087430759404e-11,-3.3769013559700704e-10,-2.7545879515415344e-10
1.895,4.6879374715676199e-11,1.411322173207901e-11,1.7256930562587535e-11,2.7012849490199599e-11,-1.9156996152349071e-11,-3.3676865472632566e-10,-2.7677364136424742e-10
1.8975,4.6796986017146537e-11,1.4080853132937236e-11,1.7212127989195892e-11,2.674593436212741e-11,-1.7332802121190262e-11,-3.3585229961353351e-10,-2.781016723027864e-10
1.9,4.6717652410138077e-11,1.4049871336479243e-11,1.7168956697727692e-11,2.6466410272120665e-11,-1.5538213616344564e-11,-3.3494372992769501e-10,-2.7944501194039542e-10
1.9025,4.6641556978231418e-11,1.4020318650580702e-11,1.7127065947452559e-11,2.6170409057155003e-11,-1.3778289279568123e-11,-3.3404748830853759e-10,-2.8080453871422375e-10
1.905,4.6568971193417414e-11,1.3992387524533754e-11,1.7087054583377879e-11,2.5851781213479274e-11,-1.205485167346631e-11,-3.3316496334146173e-10,-2.8218211932122819e-10
1.9075,4.6500056445429329e-11,1.3966105634189863e-11,1.7048588174014907e-11,2.5528171795545868e-11,-1.0371709898006211e-11,-3.3229990525393418e-10,-2.8357821564708848e-10
1.91,4.643503092706864e-11,1.3941625901839786e-11,1.7012185859599432e-11,2.5181465265267526e-11,-8.730096922507584e-12,-3.3145280525862636e-10,-2.8499450101378982e-10
1.9125,4.637403685278005e-11,1.3918974731859244e-11,1.6977571716385546e-11,2.482881694552622e-11,-7.1327937164830464e-12,-3.3062624293369037e-10,-2.8643110995359278e-10
1.915,4.6317304786366664e-11,1.3898277389057967e-11,1.6945227836800369e-11,2.4471393221010475e-11,-5.5798409961132499e-12,-3.2981960150122914e-10,-2.8788920499974363e-10
1.9175,4.6264983232387622e-11,1.3879565752658742e-11,1.6914944146503132e-11,2.4097760430001707e-11,-4.0731788962492998e-12,-3.2903443910152472e-10,-2.8936862582409159e-10
1.92,4.6217317516312605e-11,1.3862924341685808e-11,1.6887238656739877e-11,2.3728820228561673e-11,-2.6117097691674399e-12,-3.282690848061891e-10,-2.9087033522435298e-10
1.9225,4.6174425465000766e-11,1.3848343030667212e-11,1.6861823443336564e-11,2.3352112545886391e-11,-1.1958735682761201e-12,-3.27523857933148e-10,-2.9239338699397206e-10
1.925,4.6136451472304654e-11,1.3835830018589434e-11,1.6838574651922723e-11,2.2973976911146819e-11,1.7614764778292379e-13,-3.2679582525115242e-10,-2.9393794814871017e-10
1.9275,4.6103372670552854e-11,1.382532844072306e-11,1.6817826019098726e-11,2.2606540413572725e-11,1.5046667594422074e-12,-3.2608442536941911e-10,-2.9550255376356663e-10
1.93,4.6075126358297181e-11,1.3816792809767328e-11,1.6799695043879849e-11,2.2228325900768273e-11,2.7923974068872934e-12,-3.253857848286838e-10,-2.9708706558555558e-10
1.9325,4.6051529386235556e-11,1.3810135579575879e-11,1.6783880975914769e-11,2.1862618642466634e-11,4.0402583776188016e-12,-3.2469818050991614e-10,-2.9868957266355334e-10
1.935,4.6032431188239433e-11,1.3805258697970328e-11,1.677037634940886e-11,2.1507347477651695e-11,5.2507065857472212e-12,-3.2401670670446189e-10,-3.0030939973981694e-10
1.9375,4.6017580173324077e-11,1.3802018454017908e-11,1.6759025386125517e-11,2.1149955656022073e-11,6.4251518391070914e-12,-3.2333908508709721e-10,-3.0194413614601429e-10
1.94,4.6006729838438298e-11,1.3800249764335781e-11,1.6749895329684063e-11,2.0811414073273435e-11,7.5667152566876405e-12,-3.2266018397024663e-10,-3.0359251504665197e-10
1.9425,4.5999533250572444e-11,1.3799763345621483e-11,1.6742679115835058e-11,2.0480226566115162e-11,8.6773158980876918e-12,-3.2197682989122342e-10,-3.0525243044497682e-10
1.945,4.5995592661581889e-11,1.3800345833929384e-11,1.6737064615727034e-11,2.0156940369125764e-11,9.7589022174384973e-12,-3.2128449475155001e-10,-3.0692158503663701e-10
1.9475,4.5994439995488394e-11,1.3801765804904465e-11,1.6732885924296154e-11,1.9855476227696523e-11,1.0814030243956387e-11,-3.2057854605509862e-10,-3.0859757256009425e-10
1.95,4.5995534582279255e-11,1.3803771940066019e-11,1.6729862624529836e-11,1.9556770064394962e-11,1.184498497928395e-11,-3.1985437427902745e-10,-3.1027773235893455e-10
1.9525,4.5998310330326703e-11,1.3806097060706678e-11,1.6727574141479155e-11,1.9273685770908675e-11,1.285371475343884e-11,-3.191073498668864e-10,-3.1195951295376474e-10
1.955,4.6002134519658235e-11,1.3808466421175808e-11,1.6725712201861124e-11,1.9013082414423231e-11,1.38423672874986e-11,-3.1833319157692509e-10,-3.1364039450702084e-10
1.9575,4.6006384104126599e-11,1.3810600566267809e-11,1.6723951413424671e-11,1.8749136361871803e-11,1.4813187264284787e-11,-3.1752790282546435e-10,-3.153178668597021e-10
1.96,4.6010426425365822e-11,1.3812221515288786e-11,1.6721864136691168e-11,1.8506144989188792e-11,1.576780163840422e-11,-3.1668782094471344e-10,-3.1698945791295061e-10
1.9625,4.6013701525786275e-11,1.3813055309738142e-11,1.671899332349091e-11,1.8279692559747062e-11,1.6707602368772221e-11,-3.1580922323706163e-10,-3.1865278450046685e-10
1.965,4.601567596998522e-11,1.3812852926165611e-11,1.6714971126190422e-11,1.8051397764658224e-11,1.763410838145626e-11,-3.1488847392143859e-10,-3.203056024914222e-10
1.9675,4.6015818587699672e-11,1.3811384639687004e-11,1.6709326022245428e-11,1.7843011445020785e-11,1.8548470455634458e-11,-3.1392250318077809e-10,-3.2194581138517298e-10
1.97,4.6013631741041643e-11,1.3808444464383583e-11,1.6701862291568128e-11,1.7642883742650192e-11,1.9451529208144581e-11,-3.1290900660736193e-10,-3.2357153842485873e-10
1.9725,4.6008604872011953e-11,1.3803851678359828e-11,1.6691544927539168e-11,1.7443261831289608e-11,2.0344092846218221e-11,-3.1184628256585495e-10,-3.2518104276792137e-10
1.975,4.6000266316248016e-11,1.3797433098966972e-11,1.6675118840395999e-11,1.7260902501171173e-11,2.1226894507036685e-11,-3.10732343607607e-10,-3.2677289776981849e-10
1.9775,4.5988209601717202e-11,1.3789048619490303e-11,1.6652393913174051e-11,1.707796853269372e-11,2.209997726203936e-11,-3.095656509965185e-10,-3.2834578614933541e-10
1.98,4.5972093039098498e-11,1.377858951050345e-11,1.6624272054763138e-11,1.6898023318523683e-11,2.2963499434577217e-11,-3.0834575955320336e-10,-3.2989880356176972e-10
1.9825,4.5951702071419014e-11,1.3765987106083471e-11,1.6591082464991092e-11,1.6732190915023534e-11,2.3817510951431114e-11,-3.0707313495025259e-10,-3.3143156592474605e-10
1.985,4.5926922943933489e-11,1.375121209382635e-11,1.6553691834630991e-11,1.6557098871911872e-11,2.4661844151216455e-11,-3.0574801138484798e-10,-3.3294395318374632e-10
1.9875,4.5897753812277603e-11,1.3734270955005174e-11,1.6511583319381681e-11,1.638701323481405e-11,2.5495957513887288e-11,-3.043709425169033e-10,-3.3443619827387239e-10
1.99,4.5864233759673102e-11,1.371521580225715e-11,1.6464960656118238e-11,1.6227891960463536e-11,2.6319631551606483e-11,-3.0294331460105578e-10,-3.3590883544302451e-10
1.9925,4.5826465067645518e-11,1.3694126628624764e-11,1.6414210291300589e-11,1.6051080303090821e-11,2.7132059930805199e-11,-3.014680904715443e-10,-3.3736194051830689e-10
1.995,4.578452967817231e-11,1.3671159892206529e-11,1.6360179447487175e-11,1.5881225859446618e-11,2.7932897219686808e-11,-2.9994599921603926e-10,-3.3879725311967483e-10
1.9975,4.5738707828478199e-11,1.3646406235370233e-11,1.6302675626491808e-11,1.5719611853042288e-11,2.871856426792489e-11,-2.9838148558997872e-10,-3.4021590900228852e-10
2.0,4.5689251489433799e-11,1.36200789945336e-11,1.6242122936812702e-11,1.5565501858116129e-11,2.9463350333475088e-11,-2.9677665103670975e-10,-3.4161983182905176e-10
2.0025,4.563650460637052e-11,1.3592352278036763e-11,1.6178551062298707e-11,1.5418279659059968e-11,3.0194379184801586e-11,-2.9513576430446185e-10,-3.4301124692085581e-10
2.005,4.5580895452792831e-11,1.3563445922905056e-11,1.6112868662013532e-11,1.5277469471274703e-11,3.0903725532358795e-11,-2.9346257971924358e-10,-3.4439244574705372e-10
2.0075,4.5522900545615281e-11,1.3533598070516638e-11,1.604587097875923e-11,1.5142663190660993e-11,3.1572720846362666e-11,-2.9176103133526138e-10,-3.4576603765976669e-10
2.01,4.5463006706583974e-11,1.350306691292054e-11,1.5977365359168433e-11,1.5013459825973945e-11,3.2224982913561113e-11,-2.9003534642569718e-10,-3.4713468369417728e-10
2.0125,4.540172988361602e-11,1.3472116061483281e-11,1.5908141028254534e-11,1.4889581849139114e-11,3.2849208372548735e-11,-2.8828982833003191e-10,-3.4850111247707699e-10
2.015,4.5339560065907974e-11,1.3441003768224301e-11,1.5838786037565969e-11,1.4770820204355564e-11,3.3433608374216583e-11,-2.8652879877753146e-10,-3.498678146841876e-10
2.0175,4.5276962543482247e-11,1.3409977946223684e-11,1.5769624249996645e-11,1.4656963902817839e-11,3.3998861892167929e-11,-2.8475608388409307e-10,-3.5123711461174819e-10
2.02,4.5214359348961096e-11,1.3379266061054911e-11,1.5701660993717771e-11,1.4547839156174392e-11,3.4531575103513434e-11,-2.8297513879682806e-10,-3.5261121572762438e-10
2.0225,4.5152164181626363e-11,1.3349077748975217e-11,1.5635463824942419e-11,1.4443315267274242e-11,3.5025171582050761e-11,-2.8118980507436348e-10,-3.5399224476011313e-10
2.025,4.5090753554306826e-11,1.3319624134223708e-11,1.5570967702493339e-11,1.4343231637109948e-11,3.5498170713481313e-11,-2.7940416605751136e-10,-3.5538207419913284e-10
2.0275,4.5030487712829318e-11,1.3291098273130131e-11,1.5508010512644288e-11,1.4247423956931716e-11,3.5935716561498235e-11,-2.7762097290667498e-10,-3.5678248168265108e-10
2.03,4.4971685940345781e-11,1.3263661163014818e-11,1.544767242433587e-11,1.4155758015747049e-11,3.6334838854330684e-11,-2.7584239205706464e-10,-3.5819469398347739e-10
2.0325,4.491462613052378e-11,1.3237460188243508e-11,1.5390318142944572e-11,1.4068108526527272e-11,3.6712935710883719e-11,-2.7407136299452169e-10,-3.5961977854696936e-10
2.035,4.4859524000527196e-11,1.3212605632742577e-11,1.5336022540292304e-11,1.3984368973336322e-11,3.7054234994843032e-11,-2.7231020097848634e-10,-3.6105870914975416e-10
2.0375,4.4806512295507974e-11,1.318917241881988e-11,1.5284806758755583e-11,1.3904418777335519e-11,3.7357733900057516e-11,-2.7056042101221559e-10,-3.625123246716189e-10
2.04,4.4755643388526366e-11,1.3167198894081358e-11,1.5236962396863523e-11,1.38281743109585e-11,3.7640529552438641e-11,-2.6882282080828869e-10,-3.6398098852406327e-10
2.0425,4.4706888680648301e-11,1.3146679300918268e-11,1.5192228562098399e-11,1.375547661942313e-11,3.7887763172108057e-11,-2.6709824807668581e-10,-3.6546458562574626e-10
2.045,4.4660169887205011e-11,1.3127585070837834e-11,1.5150655247755681e-11,1.3686150017136873e-11,3.8097143940645593e-11,-2.6538688307752755e-10,-3.6696279953277376e-10
2.0475,4.4615329715255277e-11,1.3109843933838906e-11,1.5111971568505606e-11,1.361999781759267e-11,3.8287346030320303e-11,-2.6368894424628099e-10,-3.6847503566022089e-10
2.05,4.4572178574844486e-11,1.3093361063151408e-11,1.5075841139235779e-11,1.355676361682741e-11,3.8445787617121829e-11,-2.6200413174881002e-10,-3.700003600429037e-10
2.0525,4.4530471972428256e-11,1.3078014184626896e-11,1.5042122768208914e-11,1.3496210918922563e-11,3.856668160992154e-11,-2.6033106478170027e-10,-3.715374012061914e-10
2.055,4.448993983167938e-11,1.3063664021142471e-11,1.5010350817612644e-11,1.3438135561323019e-11,3.8670763976372764e-11,-2.5866780581647135e-10,-3.7308454164135932e-10
2.0575,4.4450272039020282e-11,1.3050150595371814e-11,1.4980511542789866e-11,1.338211258830518e-11,3.874900688414362e-11,-2.5701267841648361e-10,-3.7463991519933563e-10
2.06,4.4411140557415447e-11,1.3037291744236204e-11,1.4952367268468341e-11,1.3327958690624003e-11,3.8789614529044104e-11,-2.5536417058274693e-10,-3.7620138525151183e-10
2.0625,4.4372193348859575e-11,1.302488650290027e-11,1.4924828162038278e-11,1.3275455364320166e-11,3.8816762775129645e-11,-2.5371916951779263e-10,-3.7776656401842047e-10
2.065,4.4333039051231347e-11,1.3012733867316941e-11,1.4897446362501894e-11,1.3224234037473458e-11,3.8826186979815093e-11,-2.5207405515338313e-10,-3.7933300232585827e-10
2.0675,4.4293289056119353e-11,1.3000618169357884e-11,1.4869953411664932e-11,1.3173996366248257e-11,3.8796572164184401e-11,-2.5042573387405572e-10,-3.8089833596295179e-10
2.07,4.4252541988844464e-11,1.2988320542628585e-11,1.484199367860893e-11,1.3124483003657707e-11,3.8757814794387996e-11,-2.4877166541044199e-10,-3.8246025165370477e-10
2.0725,4.4210377360223786e-11,1.2975622973149307e-11,1.4813264181248797e-11,1.3075401033690287e-11,3.8710434770560823e-11,-2.4710799658971928e-10,-3.8401643053738937e-10
2.075,4.4166394801164283e-11,1.2962315651151379e-11,1.4783208384759976e-11,1.3026541069051013e-11,3.8623110686216399e-11,-2.4543032180892517e-10,-3.8556446745923846e-10
2.0775,4.4120243865377219e-11,1.2948192359631087e-11,1.4751311138327464e-11,1.297769096630668e-11,3.8529719875378121e-11,-2.4373519279435384e-10,-3.8710202378003713e-10
2.08,4.4071583887541771e-11,1.2933058451943187e-11,1.4717222249319385e-11,1.2928639909251302e-11,3.8432524630035839e-11,-2.4201986522812853e-10,-3.8862713036281849e-10
2.0825,4.4020140409816066e-11,1.2916748631812791e-11,1.4680223173118056e-11,1.2879175522376345e-11,3.8305048961769696e-11,-2.4028065500501079e-10,-3.9013801739363746e-10
2.085,4.3965658253122675e-11,1.2899106299862056e-11,1.4640241595125649e-11,1.2829163879697782e-11,3.8168345228070319e-11,-2.3851353327898794e-10,-3.9163282387066566e-10
2.0875,4.3907967514383882e-11,1.2880006731242826e-11,1.4596904667984042e-11,1.2778826650166198e-11,3.8031538557066269e-11,-2.3671532991485382e-10,-3.9310980944870995e-10
2.09,4.384690330952465e-11,1.2859335692701037e-11,1.4550505992628752e-11,1.2727766503078757e-11,3.7876078113359856e-11,-2.3488366267818882e-10,-3.9456757161476083e-10
2.0925,4.3782432699228824e-11,1.2837005718890365e-11,1.4500926214690009e-11,1.2675886235490008e-11,3.770601267042914e-11,-2.3301550359469983e-10,-3.9600508889857459e-10
2.095,4.3714531946784578e-11,1.2812956274940152e-11,1.4447293223896678e-11,1.2623176444788672e-11,3.7538288167443381e-11,-2.3110794756343033e-10,-3.974215659768044e-10
2.0975,4.3643219566944145e-11,1.2787156179350963e-11,1.4389779647675839e-11,1.2569800746028723e-11,3.736343490584711e-11,-2.291590783041893e-10,-3.9881627481128409e-10
2.1,4.356860279704003e-11,1.2759596744906173e-11,1.4328949880657461e-11,1.2515819124504178e-11,3.7166422796699978e-11,-2.2716753454570557e-10,-4.0018870026809279e-10
2.1025,4.3490840151560274e-11,1.2730300471709399e-11,1.4264991717540672e-11,1.2461405855886253e-11,3.6973659718629496e-11,-2.2513191205357599e-10,-4.0153869085646994e-10
2.105,4.3410098984021411e-11,1.2699319033438628e-11,1.4197179703352612e-11,1.2406619555081785e-11,3.6784207430682817e-11,-2.230509506426312e-10,-4.0286640406116168e-10
2.1075,4.3326582641339836e-11,1.2666725247419579e-11,1.4125836161286635e-11,1.2351629580398122e-11,3.6563772732319792e-11,-2.2092443894111338e-10,-4.0417212082549254e-10
2.11,4.324055242550486e-11,1.2632602968807065e-11,1.4051866462508182e-11,1.229659775589791e-11,3.6347759780197298e-11,-2.1875282915674676e-10,-4.0545629511300771e-10
2.1125,4.3152300596370555e-11,1.2597057383206206e-11,1.3975265640946089e-11,1.2241591771601874e-11,3.6136466831157684e-11,-2.1653661087429791e-10,-4.0671966100362667e-10
2.115,4.3062137716435033e-11,1.2560210089217951e-11,1.3895479117247236e-11,1.2186806150787025e-11,3.5901657392318149e-11,-2.142767092832943e-10,-4.0796312454726572e-10
2.1175,4.2970401716141968e-11,1.2522208766450753e-11,1.3813880788159139e-11,1.2132445440476029e-11,3.5661049770737906e-11,-2.119749249012453e-10,-4.0918761617388068e-10
2.12,4.287745056903757e-11,1.2483209964480997e-11,1.3730883369155992e-11,1.2078698257284232e-11,3.5424156816416227e-11,-2.0963329972116801e-10,-4.103941557581172e-10
2.1225,4.2783636222449416e-11,1.2443391912977513e-11,1.3645720994739808e-11,1.2025731402878449e-11,3.5173495780113895e-11,-2.0725412738866078e-10,-4.115838308316176e-10
2.125,4.2689342598021828e-11,1.2402933818983754e-11,1.356007740124846e-11,1.1973684017406723e-11,3.4904046509021771e-11,-2.0484042975303431e-10,-4.1275797600017453e-10
2.1275,4.2594920618674335e-11,1.2362022209573085e-11,1.3474398029566568e-11,1.1922669952282173e-11,3.4636767036887962e-11,-2.0239593588966067e-10,-4.1391805602949325e-10
2.13,4.2500734594867835e-11,1.2320848868353307e-11,1.3388052494985557e-11,1.1872799745780149e-11,3.4366019581643747e-11,-1.9992405598561249e-10,-4.1506547353149183e-10
2.1325,4.2407146306800939e-11,1.227959722597257e-11,1.330195664025579e-11,1.1824133420921071e-11,3.4062529915771336e-11,-1.9742971791437547e-10,-4.1620153420081065e-10
2.135,4.2314512094747349e-11,1.223846836331107e-11,1.3216922399392112e-11,1.177677236543795e-11,3.3759650041774223e-11,-1.9491675995329576e-10,-4.1732764016236323e-10
2.1375,4.2223140175935475e-11,1.2197647724062404e-11,1.3133168348581659e-11,1.1730736594650122e-11,3.3456803913003505e-11,-1.9238981465160672e-10,-4.1844514819910636e-10
2.14,4.213333555017424e-11,1.2157320461057226e-11,1.3049959207636848e-11,1.1685982412013565e-11,3.3122114272762707e-11,-1.8985303455688968e-10,-4.1955549399315647e-10
2.1425,4.2045383606490489e-11,1.2117665778203971e-11,1.2968620758784359e-11,1.1642537583530685e-11,3.2779310058383414e-11,-1.8731123078667438e-10,-4.2066019645332843e-10
2.145,4.1959592041017722e-11,1.2078853208917966e-11,1.2889290609714494e-11,1.1600299243012069e-11,3.2436063324130783e-11,-1.847700043508263e-10,-4.2176067603833874e-10
2.1475,4.1876258974545088e-11,1.2041038404518139e-11,1.2812038471788464e-11,1.1559119390594781e-11,3.2074545780086912e-11,-1.8223527647622703e-10,-4.2285826029680531e-10
2.15,4.1795672886143232e-11,1.2004373914834035e-11,1.273655691984317e-11,1.1518873078794658e-11,3.1689752183246479e-11,-1.7971098433961411e-10,-4.2395436482332598e-10
