Physical Time (s),etp_top Monitor (W): top_cv1,etp_top Monitor (W): top_cv2,etp_top Monitor (W): top_cv3,etp_top Monitor (W): top_cv4,etp_top Monitor (W): top_cv5,etp_top Monitor (W): top_cv6,etp_top Monitor (W): top_cv7
6.36525,1.4778590428228539e-09,3.8993716882503284e-11,6.5542398564664546e-11,8.7271297184347712e-11,8.8626081144751012e-11,1.2944254817896781e-10,5.8894865194483992e-11
6.3655,1.4800165068286478e-09,3.9417167015785531e-11,6.606313710634655e-11,8.8009312648051864e-11,8.9534390531045547e-11,1.3136751705897624e-10,6.0708557951988858e-11
6.36575,1.4822124871412844e-09,3.9837700277225955e-11,6.6582055085459385e-11,8.8745761866725099e-11,9.0441938473085421e-11,1.3328221603955011e-10,6.2537863900629261e-11
6.366,1.4844572803903192e-09,4.0255357169049584e-11,6.7100158909347946e-11,8.9479294522563575e-11,9.1344932420171893e-11,1.3518289043882355e-10,6.4382712148982366e-11
6.36625,1.4867631746846425e-09,4.0670959107713099e-11,6.7618327332794682e-11,9.0208625031183383e-11,9.2240035810859677e-11,1.370667173487033e-10,6.6238146634438313e-11
6.3665,1.4891434761603629e-09,4.1085788180078307e-11,6.8137243145974477e-11,9.0933256624670431e-11,9.312492760306774e-11,1.3893101215395935e-10,6.809330045627974e-11
6.36675,1.491611478406939e-09,4.1501230328616101e-11,6.8657377536912405e-11,9.1653269778470294e-11,9.3999380301282278e-11,1.4077329646287661e-10,6.9934190780548809e-11
6.367,1.4941798216065329e-09,4.1919030819499256e-11,6.9180108849997729e-11,9.236929407272928e-11,9.4864963635135329e-11,1.4259281051834862e-10,7.1748973189736252e-11
6.36725,1.496862232396866e-09,4.2340602469735712e-11,6.9705421806697809e-11,9.3082198769066747e-11,9.5723845376255454e-11,1.4438762033239658e-10,7.3527066848302815e-11
6.3675,1.4996713482562368e-09,4.2767822813851373e-11,7.0234098416379921e-11,9.3792894826704619e-11,9.6579076244845914e-11,1.4615801873185259e-10,7.5261177634359676e-11
6.36775,1.5026207150312225e-09,4.3202341039435407e-11,7.0767154897745197e-11,9.4502549636475778e-11,9.7433722354795739e-11,1.4790582693245146e-10,7.6947351059811536e-11
6.368,1.5057211265582296e-09,4.3645891830053009e-11,7.1305780571274988e-11,9.5212175598322842e-11,9.8290377945432267e-11,1.4963427856049821e-10,7.8585013009496428e-11
6.36825,1.5089835517450465e-09,4.4099840804336184e-11,7.1850818949982008e-11,9.5922750646632043e-11,9.914997695843665e-11,1.5134706180146926e-10,8.0173580210454256e-11
6.3685,1.5124177841595479e-09,4.4565887662800223e-11,7.2403038513364482e-11,9.663511044087629e-11,1.0001417253341624e-10,1.5305042949061725e-10,8.1713043622039614e-11
6.36875,1.5160314828221202e-09,4.5045487632424661e-11,7.2963026540447605e-11,9.734971112448369e-11,1.0088330178689206e-10,1.5475017966833964e-10,8.3203544359426867e-11
6.369,1.5198304810486183e-09,4.5540594864496383e-11,7.3531842390175376e-11,9.8067647539436165e-11,1.017585801702941e-10,1.5645217727422774e-10,8.4646055666843636e-11
6.36925,1.5238180614825186e-09,4.6053146363256358e-11,7.4110466593823786e-11,9.879005259596774e-11,1.0264000583550545e-10,1.5816118389319484e-10,8.6042377252284985e-11
6.3695,1.5279985375418097e-09,4.6585154445377104e-11,7.4700162566164637e-11,9.9518246572046528e-11,1.035279519092706e-10,1.5988069952465486e-10,8.7395024986121868e-11
6.36975,1.5323716489833916e-09,4.7138734386494484e-11,7.530208695829275e-11,1.0025345916296159e-10,1.0442185711434059e-10,1.6161342201793304e-10,8.8709531759851436e-11
6.37,1.5369393511729153e-09,4.7716088666410436e-11,7.5917403988234153e-11,1.0099703217272835e-10,1.0532070952900655e-10,1.6335968055629293e-10,8.9991368805534542e-11
6.37025,1.5416991060476656e-09,4.8319273882136523e-11,7.6547056290826897e-11,1.0174986130925846e-10,1.0622257834052847e-10,1.651199893421223e-10,9.1248843328850725e-11
6.3705,1.5466456463902013e-09,4.8950176299112123e-11,7.7192490449429958e-11,1.0251248718536923e-10,1.0712546112960861e-10,1.668915710184327e-10,9.2487557448285971e-11
6.37075,1.5517802246930187e-09,4.9610836806353557e-11,7.7854950634246766e-11,1.0328565581033241e-10,1.0802787402664273e-10,1.6867248137292831e-10,9.3714331623004692e-11
6.371,1.5570967750344334e-09,5.0302394033997171e-11,7.8535046092659807e-11,1.0406908194085294e-10,1.0892793481332416e-10,1.7045907178789859e-10,9.4932278497492992e-11
6.37125,1.5625944668384112e-09,5.1026593899331236e-11,7.9233852518273846e-11,1.0486283191489567e-10,1.0982503935857944e-10,1.7224840151367665e-10,9.6142481773549279e-11
6.3715,1.5682719733511732e-09,5.1784582474052178e-11,7.9952502289871115e-11,1.0566718778430541e-10,1.1071988279270811e-10,1.7403876877038501e-10,9.7343526203792646e-11
6.37175,1.5741270283846838e-09,5.2577230972729547e-11,8.069219834655715e-11,1.0648202131090597e-10,1.1161319448734598e-10,1.758283397166514e-10,9.8532145495121995e-11
6.372,1.5801587636969705e-09,5.3405288733243591e-11,8.1454367326598572e-11,1.0730767961124705e-10,1.1250668493539173e-10,1.7761748016901298e-10,9.9703815386321019e-11
6.37225,1.5863650202231362e-09,5.426865534080953e-11,8.2240265474416758e-11,1.0814440653476198e-10,1.1340280569913184e-10,1.7940615736245072e-10,1.0085410326314987e-10
6.3725,1.5927470631174213e-09,5.5167842557593685e-11,8.3050966479410039e-11,1.0899295648802134e-10,1.143037941821731e-10,1.8119622449403372e-10,1.0198075951427107e-10
6.37275,1.5993019110887468e-09,5.6102024449127586e-11,8.3887092489392332e-11,1.098545419783795e-10,1.1521241326106086e-10,1.8298944152837101e-10,1.0308455883970192e-10
6.373,1.6060312133550478e-09,5.7071226443467592e-11,8.4748723463086814e-11,1.1072955239138374e-10,1.1613012218711871e-10,1.8478701515660649e-10,1.0416981137810359e-10
6.37325,1.6129358839083873e-09,5.8074484856572075e-11,8.5635329776274948e-11,1.1161949870411553e-10,1.1705857987849228e-10,1.8658804489316732e-10,1.0524323618158854e-10
6.3735,1.6200134894511565e-09,5.9110706330931592e-11,8.6545354683424216e-11,1.1252477974323061e-10,1.1799874422786329e-10,1.8839065612730353e-10,1.0631279334410732e-10
6.37375,1.627265752489009e-09,6.0178398134534088e-11,8.747744807747051e-11,1.1344638663709054e-10,1.1895112054308974e-10,1.9019197984732686e-10,1.0738836342563474e-10
6.374,1.6346910934813573e-09,6.1275687907893555e-11,8.8429741710046989e-11,1.1438467604500163e-10,1.1991609330818423e-10,1.9198782086601908e-10,1.084795825446319e-10
6.37425,1.6422895581334742e-09,6.2400929621961225e-11,8.9400397651614564e-11,1.1533994463366665e-10,1.2089268694252278e-10,1.9377331982554063e-10,1.0959436496042935e-10
6.3745,1.6500596801296872e-09,6.3551728943784146e-11,9.0387393962723046e-11,1.1631169659560416e-10,1.2187996151018956e-10,1.955433313197357e-10,1.1073838241105056e-10
6.37475,1.6580030141117112e-09,6.4725782774154355e-11,9.139050130769094e-11,1.1729980307075914e-10,1.2287655625375264e-10,1.972930611343378e-10,1.1191441857649123e-10
6.375,1.6661182129101307e-09,6.592085966887696e-11,9.240950434966264e-11,1.1830336092324156e-10,1.2388109457715562e-10,1.9901900690574233e-10,1.1312234250201642e-10
6.37525,1.6744065434611116e-09,6.7134913091185383e-11,9.3445407348185887e-11,1.1932223735231592e-10,1.2489316673901745e-10,2.0071912793640614e-10,1.1436095345228916e-10
6.3755,1.6828651797223225e-09,6.8365926052069474e-11,9.4498613038713905e-11,1.2035530771890194e-10,1.2591252730006114e-10,2.0239327154848632e-10,1.1562665287895217e-10
6.37575,1.691494998075889e-09,6.9612674059871241e-11,9.5570296754537911e-11,1.2140177973514262e-10,1.2693887563479319e-10,2.0404326671037057e-10,1.1691499992221507e-10
6.376,1.7002923675959879e-09,7.0873929785696299e-11,9.6660987643846021e-11,1.2246077002286532e-10,1.2797181446651655e-10,2.0567363643102808e-10,1.1821978353588117e-10
6.37625,1.7092568276705611e-09,7.2149456580243457e-11,9.7771062677186292e-11,1.2353186694897514e-10,1.2901117673144501e-10,2.0729115957283846e-10,1.195352360991957e-10
6.3765,1.7183848629866456e-09,7.3439386012267452e-11,9.8899805522454241e-11,1.2461378790114373e-10,1.3005536817542578e-10,2.0890204576823757e-10,1.2085557782114528e-10
6.37675,1.7276710930640927e-09,7.4743759294848216e-11,1.0004608950819099e-10,1.2570560228750128e-10,1.3110360814656809e-10,2.1051291488285715e-10,1.2217479102972312e-10
6.377,1.737113958701434e-09,7.6063314854825202e-11,1.0120795165238682e-10,1.2680602768439798e-10,1.3215564431470526e-10,2.1212952623372383e-10,1.2348597152738336e-10
6.37725,1.7467068283168485e-09,7.7398529982086619e-11,1.0238225922908633e-10,1.2791355694147411e-10,1.3321217885524422e-10,2.137553927231886e-10,1.2478092923628114e-10
6.3775,1.7564479188524055e-09,7.8749717844860174e-11,1.0356561906699749e-10,1.290263000091489e-10,1.342744573562602e-10,2.1539259784839352e-10,1.2605251135524383e-10
6.37775,1.7663272454533594e-09,8.0116294339349189e-11,1.0475408488551887e-10,1.3014281442902773e-10,1.353446741830622e-10,2.170426120440858e-10,1.2729765016465176e-10
6.378,1.7763409476890476e-09,8.1497170989424242e-11,1.0594389178527272e-10,1.3126160276640848e-10,1.3642482541307933e-10,2.1870658696920193e-10,1.2851920199981177e-10
6.37825,1.7864861590517811e-09,8.2891536932583642e-11,1.0713161849105583e-10,1.3238151379032168e-10,1.3751611926509603e-10,2.2038566540727928e-10,1.2971550179581454e-10
6.3785,1.7967553126111285e-09,8.4297437155721761e-11,1.0831485892488128e-10,1.3350184388092612e-10,1.3861915903857859e-10,2.2208091472168021e-10,1.3088849190829618e-10
6.37875,1.8071426522605964e-09,8.5712942278496241e-11,1.0949230282659106e-10,1.3462169810741874e-10,1.3973324250853786e-10,2.2379244142352587e-10,1.3204943688391097e-10
6.379,1.8176403355774489e-09,8.713578010901632e-11,1.1066350639380511e-10,1.3573982539498105e-10,1.4085609933585109e-10,2.2551873188072873e-10,1.3320599724189241e-10
6.37925,1.8282433763706434e-09,8.856418664758157e-11,1.1182953425935097e-10,1.3685617899412426e-10,1.4198648031963267e-10,2.2725716147346661e-10,1.343678780009054e-10
6.3795,1.8389511683636889e-09,8.9996548657987045e-11,1.1299162170578042e-10,1.3797093267858579e-10,1.4312213567515667e-10,2.2900308294514861e-10,1.3554057041670328e-10
6.37975,1.8497526009688336e-09,9.143128136364435e-11,1.1415146031323835e-10,1.3908429411490933e-10,1.4426049335234843e-10,2.3075106382434062e-10,1.367243208889746e-10
6.38,1.8606477225709369e-09,9.2867776581745792e-11,1.1531086509431052e-10,1.4019716936783507e-10,1.4539843601466502e-10,2.3249507812121858e-10,1.3791982092761864e-10
6.38025,1.8716288969668624e-09,9.4305226082146032e-11,1.1647163447863241e-10,1.4131172581818557e-10,1.465332219677139e-10,2.3422894905483485e-10,1.391257493790958e-10
6.3805,1.8826948243693254e-09,9.5743518058646484e-11,1.1763495416252774e-10,1.4242961645158812e-10,1.4766156154324203e-10,2.3594782386301934e-10,1.4033973524312305e-10
6.38075,1.8938404473442881e-09,9.7182527078284165e-11,1.1880191426021318e-10,1.4355183083034899e-10,1.4877994622172272e-10,2.3764623515499889e-10,1.4155555770703088e-10
6.381,1.9050660565138958e-09,9.8622265546663401e-11,1.1997344552695783e-10,1.446790184896871e-10,1.4988591252955772e-10,2.3932057448047059e-10,1.4276567630446595e-10
6.38125,1.9163703850315255e-09,1.0006233227636488e-10,1.21148995209345e-10,1.4581112300489628e-10,1.5097793737961127e-10,2.4096810959919227e-10,1.4396231377229102e-10
6.3815,1.927749170102562e-09,1.0150243781671264e-10,1.2232787231449375e-10,1.4694669941041518e-10,1.5205552072473206e-10,2.4258781945382835e-10,1.4513434448468815e-10
6.38175,1.9392034396511971e-09,1.0294197538475778e-10,1.2350922682801777e-10,1.4808352799165653e-10,1.53118600454509e-10,2.4417884196043514e-10,1.4627422111423127e-10
6.382,1.9507339039192971e-09,1.0438038259494867e-10,1.2469180500440418e-10,1.492187770140802e-10,1.5416784759838721e-10,2.4574173548163077e-10,1.4737655488142562e-10
6.38225,1.9623416226616454e-09,1.0581739285829492e-10,1.2587475090881374e-10,1.5034931971016292e-10,1.5520367354845462e-10,2.4727888833490111e-10,1.4843720882840861e-10
6.3825,1.9740308457398365e-09,1.0725329676926147e-10,1.2705745953630709e-10,1.5147240428020406e-10,1.5622721831111989e-10,2.4879491064478696e-10,1.4945420153035264e-10
6.38275,1.9858015066170648e-09,1.0868790205688292e-10,1.2823914033856178e-10,1.5258518455974366e-10,1.5723837318644194e-10,2.5029316097871978e-10,1.5042785465332031e-10
6.383,1.9976558700025571e-09,1.1012258839172713e-10,1.2942044927384253e-10,1.5368677336603624e-10,1.5823799340353452e-10,2.5177872569556376e-10,1.5136247845865335e-10
6.38325,2.0095987495548248e-09,1.1155821740534591e-10,1.3060185720587204e-10,1.5477674117003593e-10,1.5922585377399334e-10,2.5325483456663016e-10,1.5226447793517775e-10
6.3835,2.0216358928750996e-09,1.1299668394481543e-10,1.3178454930847932e-10,1.5585591405984714e-10,1.6020245664553914e-10,2.5472463160805795e-10,1.5314123495689269e-10
6.38375,2.0337659497859257e-09,1.1443941258289384e-10,1.3296972732529396e-10,1.569255685420278e-10,1.6116764353877193e-10,2.5619008977011401e-10,1.5399999177217358e-10
6.384,2.045991151525648e-09,1.1588832094929765e-10,1.3415845996957562e-10,1.5798669518777936e-10,1.6212103173434048e-10,2.5765001747114004e-10,1.5484698108180123e-10
6.38425,2.0583191918790052e-09,1.1734458808166523e-10,1.3535160612706654e-10,1.59040525387537e-10,1.6306361298797557e-10,2.5910326212694916e-10,1.5568769566619741e-10
6.3845,2.0707483298069732e-09,1.1880927797306541e-10,1.3654994526209274e-10,1.6008877503955168e-10,1.6399649617489286e-10,2.6054602306197876e-10,1.5652593217975129e-10
6.38475,2.0832799172242473e-09,1.2028256445481991e-10,1.3775346712039082e-10,1.611333271046155e-10,1.6492208525192537e-10,2.6197511141803013e-10,1.5736556430462104e-10
6.385,2.095918026180458e-09,1.2176500937945765e-10,1.3896269999669757e-10,1.6217649110934356e-10,1.6584354312676853e-10,2.6338716901268794e-10,1.582086040057979e-10
6.38525,2.1086644151111912e-09,1.2325684962573407e-10,1.4017754573464821e-10,1.6322086408160841e-10,1.6676340971828655e-10,2.6477791697281434e-10,1.5905641782010153e-10
6.3855,2.1215151875617009e-09,1.2475744651380621e-10,1.4139712047780885e-10,1.6426815176003199e-10,1.6768339511288134e-10,2.6614408555645016e-10,1.5990797475727899e-10
6.38575,2.1344672033072177e-09,1.262664560845425e-10,1.4262074913466385e-10,1.6531964301378627e-10,1.6860414490575251e-10,2.6748288789286078e-10,1.6076230738565659e-10
6.386,2.1475159589774706e-09,1.2778389793266353e-10,1.4384825958110817e-10,1.6637609064908175e-10,1.6952679717255568e-10,2.6879479179892117e-10,1.6161791006473371e-10
6.38625,2.1606518376958341e-09,1.2931014133519198e-10,1.4507984129912473e-10,1.6743740322820905e-10,1.7045147689621919e-10,2.7008215800639041e-10,1.6247079239528511e-10
6.3865,2.1738666956180085e-09,1.3084554569444325e-10,1.4631615648017245e-10,1.685034214377001e-10,1.7137865749049879e-10,2.7135120060812247e-10,1.633156366339773e-10
6.38675,2.1871470157070437e-09,1.3239051199819342e-10,1.475577129561517e-10,1.6957383062425691e-10,1.7230874376750894e-10,2.7261028530262406e-10,1.6414351737416814e-10
6.387,2.2004847757828604e-09,1.3394642224662093e-10,1.4880570411169909e-10,1.7064855245854226e-10,1.7324255119367942e-10,2.7386929972031316e-10,1.6494444557191694e-10
6.38725,2.2138677418997818e-09,1.3551385517431882e-10,1.5006057784075587e-10,1.7172813837240176e-10,1.7418106722902797e-10,2.7513829977067552e-10,1.6570827672456069e-10
6.3875,2.2272789853148825e-09,1.370934342763257e-10,1.5132264933841184e-10,1.7281334795852681e-10,1.7512572838045444e-10,2.7642572139842426e-10,1.6642739405255755e-10
6.38775,2.2407058971675083e-09,1.3868562712661233e-10,1.5259265279438589e-10,1.739054916160062e-10,1.7607830113398661e-10,2.7773682849541317e-10,1.6709857741326737e-10
6.388,2.254134844652843e-09,1.4029007743355025e-10,1.5387056065829225e-10,1.7500540448448709e-10,1.7704052875660363e-10,2.7907335733558293e-10,1.6772348855751486e-10
6.38825,2.2675555377566886e-09,1.4190650686824144e-10,1.5515650876923641e-10,1.7611476001054302e-10,1.7801505005877084e-10,2.8043364663401851e-10,1.6830974140296681e-10
6.3885,2.2809521453028482e-09,1.435331980026774e-10,1.5645017399040369e-10,1.7723475172434803e-10,1.7900371357350367e-10,2.8181251585252617e-10,1.688678485424467e-10
6.38875,2.2943151111886696e-09,1.4516796031732971e-10,1.5775127145837453e-10,1.7836649463720486e-10,1.8000869356721566e-10,2.832038240008705e-10,1.6940958678692891e-10
6.389,2.3076344546414982e-09,1.4680902400248254e-10,1.5905996942092837e-10,1.7951165275825934e-10,1.8103130769502567e-10,2.8459992186885772e-10,1.6994523404433142e-10
6.38925,2.3208974673499547e-09,1.4845391647999161e-10,1.6037509007741748e-10,1.8067176213804125e-10,1.8207237378006008e-10,2.8599470307260334e-10,1.70483592442642e-10
6.3895,2.3340980611983114e-09,1.5010110651821835e-10,1.6169686105929488e-10,1.8184855257008537e-10,1.8313118793684363e-10,2.8738321421792022e-10,1.7103076987802273e-10
6.38975,2.3472289918386503e-09,1.5174861527487052e-10,1.6302575921009053e-10,1.8304304379188952e-10,1.8420590520687411e-10,2.8876061075148037e-10,1.7159103117445198e-10
6.39,2.3602820567339515e-09,1.5339528328217874e-10,1.6436215218354403e-10,1.8425526273148449e-10,1.8529412855561395e-10,2.9012489557421546e-10,1.7216714122693086e-10
6.39025,2.3732523538042133e-09,1.5504029704702904e-10,1.6570634213114104e-10,1.854842458661552e-10,1.8639173918092442e-10,2.9147518417733628e-10,1.7276155212860766e-10
6.3905,2.3861329395952578e-09,1.5668337740863335e-10,1.6705844700388036e-10,1.8672812327289114e-10,1.8749511349207958e-10,2.9281340051655976e-10,1.7337581183590173e-10
6.39075,2.3989208489605612e-09,1.5832375673215446e-10,1.6841750770933939e-10,1.8798373033801436e-10,1.8860028168921123e-10,2.9414308064509143e-10,1.7401002439606492e-10
6.391,2.4116148451701358e-09,1.5996225449829345e-10,1.6978309437800861e-10,1.8924780654633726e-10,1.8970414957549314e-10,2.9547046401902202e-10,1.7466269342088156e-10
6.39125,2.4242126826488257e-09,1.6159895240865633e-10,1.711539941115727e-10,1.9051640897677191e-10,1.9080441050287101e-10,2.9680257991951477e-10,1.7532859989049966e-10
6.3915,2.436718179298088e-09,1.6323463307980312e-10,1.7252906565257022e-10,1.917861095584983e-10,1.9190024536321522e-10,2.9814721381815438e-10,1.7600047763610758e-10
6.39175,2.4491338733289899e-09,1.6486973226998257e-10,1.7390677516702496e-10,1.9305309508315497e-10,1.9299217218283363e-10,2.9951147858929941e-10,1.7667027732482379e-10
6.392,2.4614624046868867e-09,1.6650412151623477e-10,1.7528442192292902e-10,1.9431328026421137e-10,1.9408001018219057e-10,3.008985740160707e-10,1.7733006009387216e-10
6.39225,2.4737136850730536e-09,1.6813790707972425e-10,1.7665919433790333e-10,1.9556397893189941e-10,1.9516535442530298e-10,3.0231099030507448e-10,1.7797556418745439e-10
6.3925,2.4858900788386822e-09,1.6977057847629185e-10,1.7802851428788916e-10,1.9680292821820122e-10,1.9624890101159423e-10,3.0374779918443154e-10,1.7860660345844927e-10
6.39275,2.4980027744438698e-09,1.7140133740104584e-10,1.7938968869451792e-10,1.9802751839779107e-10,1.9733087291147139e-10,3.0520676603257518e-10,1.7922789622953167e-10
6.393,2.5100564911942732e-09,1.7302946933313708e-10,1.8074000225103836e-10,1.9923710089492483e-10,1.984108356787038e-10,3.0668454794236814e-10,1.7984696123493923e-10
6.39325,2.5220610513794459e-09,1.7465369749772987e-10,1.8207745487551637e-10,2.0043087805807302e-10,1.9948817251566634e-10,3.0817684867291598e-10,1.8047180267510503e-10
6.3935,2.5340216389930914e-09,1.7627181398859745e-10,1.8339969235025012e-10,2.0160919444410766e-10,2.0056129369996793e-10,3.0967865065694487e-10,1.8110835983583401e-10
6.39375,2.5459402410212118e-09,1.7788197059735752e-10,1.847051412345359e-10,2.0277249600741615e-10,2.0162782403756239e-10,3.1118415522737371e-10,1.8176059497787686e-10
6.394,2.5578214018636791e-09,1.7948185857388841e-10,1.8599262391444436e-10,2.0392129754018169e-10,2.026848984093276e-10,3.1268743554432882e-10,1.8243046977660911e-10
6.39425,2.569662406640304e-09,1.8106910485620907e-10,1.8726127214549597e-10,2.0505657786596403e-10,2.0372996215864292e-10,3.1418363136132632e-10,1.8311749973824427e-10
6.3945,2.5814675022800971e-09,1.8264158610863273e-10,1.8851126865198586e-10,2.061789584312019e-10,2.0476050845727088e-10,3.156697072119071e-10,1.8382060921683312e-10
6.39475,2.593230493981672e-09,1.8419667688513742e-10,1.8974243847994064e-10,2.0728822477647178e-10,2.0577435728820746e-10,3.1714332080451468e-10,1.8453804885118602e-10
6.395,2.6049519453906067e-09,1.8573298896926967e-10,1.9095586370116319e-10,2.0838415446650892e-10,2.0677125859651958e-10,3.1860461498433733e-10,1.8526787307199767e-10
6.39525,2.6166272004547978e-09,1.8724881910093017e-10,1.9215244256753516e-10,2.0946586885906431e-10,2.0775217490078145e-10,3.2005504644618875e-10,1.8600749686650055e-10
6.3955,2.6282480134015188e-09,1.8874368838415567e-10,1.9333382150809408e-10,2.1053189571441657e-10,2.0871789338428756e-10,3.2149557248325264e-10,1.8675382680928407e-10
6.39575,2.639807618948313e-09,1.9021740285180485e-10,1.9450105851652198e-10,2.1158104787707136e-10,2.096705773985266e-10,3.229273438514592e-10,1.8750438840501469e-10
6.396,2.6512987067068455e-09,1.9167083378412866e-10,1.9565537754928066e-10,2.126121211082421e-10,2.106109106289086e-10,3.2435066714455403e-10,1.8825879725355932e-10
6.39625,2.6627149625358896e-09,1.9310526874632893e-10,1.9679767040671638e-10,2.1362469487905359e-10,2.1153934687074041e-10,3.2576518962894108e-10,1.8901772321879296e-10
6.3965,2.6740510085722375e-09,1.945225995648843e-10,1.9792836580335803e-10,2.1461868993202838e-10,2.1245555631757971e-10,3.2716963315314092e-10,1.8978279810396858e-10
6.39675,2.6853040119300189e-09,1.9592488528950438e-10,1.9904735159840611e-10,2.1559458025305131e-10,2.1335929328226802e-10,3.2856176291485542e-10,1.9055480870035794e-10
6.397,2.696454659018203e-09,1.9731420714535499e-10,2.0015431012794467e-10,2.1655359976828557e-10,2.1425052205440632e-10,3.2993883827688854e-10,1.9133345216707511e-10
6.39725,2.707511334004418e-09,1.9869217008573074e-10,2.0124877156349428e-10,2.1749710607387555e-10,2.1512995172601553e-10,3.3129679199357611e-10,1.9211607504590604e-10
6.3975,2.7184656086269572e-09,2.0005959166159847e-10,2.0233013242917973e-10,2.1842678173216797e-10,2.1599829259997933e-10,3.3263089130604974e-10,1.9289745956073738e-10
6.39775,2.7293094940357104e-09,2.0141643648625779e-10,2.0339763219703028e-10,2.1934395393115969e-10,2.1685663674004208e-10,3.3393669101006588e-10,1.9367013346608899e-10
6.398,2.7400444862391095e-09,2.0276246331405206e-10,2.0445105853715207e-10,2.2025047399591935e-10,2.1770610893158411e-10,3.3521008290015377e-10,1.944249634159504e-10
6.39825,2.7506626538489207e-09,2.0409645895805375e-10,2.0549038461375263e-10,2.2114771878975182e-10,2.1854725353154876e-10,3.3644842785627924e-10,1.9515360527190055e-10
6.3985,2.7611714239618655e-09,2.0541752056129945e-10,2.0651709073558144e-10,2.2203773040028796e-10,2.1938106216250519e-10,3.3765108166787055e-10,1.9585109430874733e-10
6.39875,2.7715632221223992e-09,2.0672402404995169e-10,2.0753167779165784e-10,2.2292174984326414e-10,2.2020828760673973e-10,3.3881935920803502e-10,1.9651596446545387e-10
6.399,2.781838313768484e-09,2.0801501368863353e-10,2.0853549019343355e-10,2.2380114086332676e-10,2.210298796896776e-10,3.3995571000787114e-10,1.971502659409363e-10
6.39925,2.7919968748893366e-09,2.0928999516801226e-10,2.0953081461775548e-10,2.2467720703207568e-10,2.2184719629937158e-10,3.4106519498260655e-10,1.9775852019902847e-10
6.3995,2.8020376691514609e-09,2.1054908209891145e-10,2.1052008476117086e-10,2.2555088693618629e-10,2.2266187240324238e-10,3.4215374040891344e-10,1.9834593508275562e-10
6.39975,2.8119622449161047e-09,2.1179364319546256e-10,2.115055622445138e-10,2.2642328643934424e-10,2.2347613449391129e-10,3.4322788113320738e-10,1.9891724122644077e-10
6.4,2.8217642356080687e-09,2.1302483830028739e-10,2.1248876207596923e-10,2.2729528504106902e-10,2.2429168137516073e-10,3.4429262769841419e-10,1.9947690941735231e-10
6.40025,2.8314458679786375e-09,2.1424472996867713e-10,2.1347105211836365e-10,2.2816849614945891e-10,2.2511136576962545e-10,3.4535224356884294e-10,2.000278767379401e-10
6.4005,2.8410060937359886e-09,2.1545562829200045e-10,2.1445374090403506e-10,2.2904468485299734e-10,2.2593730439093372e-10,3.4640782162090596e-10,2.005745811377855e-10
6.40075,2.8504428332664861e-09,2.1665919608612313e-10,2.1543751743713447e-10,2.2992669535320647e-10,2.2677254400928852e-10,3.4746033163314929e-10,2.0112349780820162e-10
6.401,2.8597596134207961e-09,2.1785682810163262e-10,2.1642236084953406e-10,2.3081736876025006e-10,2.2761911741832717e-10,3.4850935743020762e-10,2.0168194763668031e-10
6.40125,2.8689594493640063e-09,2.1904942103133606e-10,2.1740818526805024e-10,2.3171899272222555e-10,2.2847785449505078e-10,3.4955449504284999e-10,2.0225774635020957e-10
6.4015,2.8780430235367835e-09,2.2023696534522657e-10,2.1839426950037961e-10,2.3263394875818153e-10,2.2934860919764194e-10,3.5059734029900046e-10,2.0285842986161377e-10
6.40175,2.8870101750181785e-09,2.2141856818385844e-10,2.1937971038426629e-10,2.335632655328094e-10,2.3022967946173273e-10,3.5164192910135274e-10,2.0348956616263279e-10
6.402,2.8958660161486639e-09,2.2259267241078637e-10,2.2036315697929467e-10,2.345063752072642e-10,2.3111808649952302e-10,3.5269356784938296e-10,2.0415413808015019e-10
6.40225,2.9046156392632743e-09,2.2375733473820559e-10,2.2134362301073015e-10,2.3546225010020789e-10,2.3201085752156225e-10,3.5375957027149688e-10,2.0485214969080163e-10
6.4025,2.9132653659055437e-09,2.2491115906729601e-10,2.2232077175017524e-10,2.3642879076592713e-10,2.3290453319862849e-10,3.5484663225619458e-10,2.0558059979298806e-10
6.40275,2.921819022939277e-09,2.2605244792690717e-10,2.2329480306796511e-10,2.3740377527908215e-10,2.3379701525391994e-10,3.5596129032624793e-10,2.0633352707538684e-10
6.403,2.9302834878568987e-09,2.2718004669613039e-10,2.2426618325468797e-10,2.3838417399706346e-10,2.3468624257518488e-10,3.5710787417792636e-10,2.0710363998231782e-10
6.40325,2.9386646981032907e-09,2.2829354639794117e-10,2.2523594583407474e-10,2.3936766596718363e-10,2.3557128396475894e-10,3.5828958172814568e-10,2.0788423049615545e-10
6.4035,2.9469646174789204e-09,2.293930704516578e-10,2.2620508746122839e-10,2.403518237649398e-10,2.3645195157069588e-10,3.5950744623491016e-10,2.0867045345797158e-10
6.40375,2.955193017540083e-09,2.3047968404333019e-10,2.2717524891493259e-10,2.4133510054496314e-10,2.3732899876080045e-10,3.6076184978418545e-10,2.0946074676106264e-10
6.404,2.9633524092209678e-09,2.3155522960899994e-10,2.281480148614654e-10,2.4231633044389778e-10,2.3820351162975279e-10,3.6205159231802716e-10,2.1025625080122275e-10
6.40425,2.9714473296666987e-09,2.3262160822115492e-10,2.2912407917370507e-10,2.4329496086350988e-10,2.3907818477705766e-10,3.633761395464271e-10,2.1106073825725218e-10
