Physical Time (s),etp_top Monitor (W): top_cv1,etp_top Monitor (W): top_cv2,etp_top Monitor (W): top_cv3,etp_top Monitor (W): top_cv4,etp_top Monitor (W): top_cv5,etp_top Monitor (W): top_cv6,etp_top Monitor (W): top_cv7
1.0575,1.7057717194518355e-09,6.2618454759934666e-11,3.5412133000031976e-11,-5.0195028822491089e-10,-4.5439963210964237e-10,-2.9527046691299435e-10,-2.6699403849084895e-11
1.06,1.1469923933396239e-09,5.8129954831469592e-11,-9.285064533570135e-11,-7.9464231960521436e-10,-7.3925855512582116e-10,-5.6991672190068362e-10,-6.690196584305554e-11
1.0625,6.2356339360812468e-10,5.3051247268580326e-11,-2.0681967713528591e-10,-1.0710786248072898e-09,-1.01696941187206e-09,-8.452786210894265e-10,-1.0798532812897984e-10
1.065,1.4295516400466831e-10,4.7322216174264153e-11,-3.0396097297829051e-10,-1.323926524750235e-09,-1.2797327900808295e-09,-1.1133969277203437e-09,-1.4854648517503455e-10
1.0675,-2.8900212222147601e-10,4.0891421119738788e-11,-3.8203863893574058e-10,-1.546686217236425e-09,-1.520238320712581e-09,-1.3661901770496049e-09,-1.8716700327665786e-10
1.07,-6.6842368537812311e-10,3.3735921420594105e-11,-4.3934542332613502e-10,-1.7338625879339264e-09,-1.7317893591023646e-09,-1.5959207048463675e-09,-2.2245011960733468e-10
1.0725,-9.9326293944354672e-10,2.5854752168220561e-11,-4.7469231225683863e-10,-1.8807512515481878e-09,-1.9084231120719149e-09,-1.7954390269175433e-09,-2.5310833520926066e-10
1.075,-1.2631298756393419e-09,1.7210487028496364e-11,-4.8700967817283907e-10,-1.9829267511688725e-09,-2.045019295746963e-09,-1.9584678517071274e-09,-2.7804008491030107e-10
1.0775,-1.4776532028484961e-09,7.9477381769511474e-12,-4.7567242677927648e-10,-2.0366159302367745e-09,-2.136384474892475e-09,-2.0785740883342952e-09,-2.9620545460572712e-10
1.08,-1.6371459210845104e-09,-1.7156172223054793e-12,-4.412807880998434e-10,-2.0397958793273915e-09,-2.1789840473508001e-09,-2.1506346144726678e-09,-3.0681979304114816e-10
1.0825,-1.7484408495241059e-09,-1.1707324578809146e-11,-3.8467433346232744e-10,-1.9929730844153802e-09,-2.172113111018198e-09,-2.1730075593353054e-09,-3.0977879295799025e-10
1.085,-1.8182871974391298e-09,-2.1985605810174887e-11,-3.0610682678634638e-10,-1.8962184129717357e-09,-2.115267550902198e-09,-2.144328442809841e-09,-3.051695410728223e-10
1.0875,-1.8524773584135019e-09,-3.2609135216900207e-11,-2.0516685070145152e-10,-1.7490872618424067e-09,-2.0079459879874427e-09,-2.0635841047733554e-09,-2.9319139287822962e-10
1.09,-1.8560114044290686e-09,-4.3484610920515602e-11,-8.2366150361890015e-11,-1.5524376402020456e-09,-1.8509577877139344e-09,-1.9313821978884175e-09,-2.7422569721306331e-10
1.0925,-1.8340774304899497e-09,-5.4433354947361836e-11,6.0340848840969229e-11,-1.3086325464689825e-09,-1.6464585368930317e-09,-1.7498880160073873e-09,-2.4884574980520343e-10
1.095,-1.7922325710721686e-09,-6.5240997096762579e-11,2.1905884677965323e-10,-1.023672405678695e-09,-1.3994967714530659e-09,-1.5239850689664182e-09,-2.1791928847437207e-10
1.0975,-1.7351909557598546e-09,-7.6004287092109426e-11,3.9068232993453969e-10,-7.0317496809444178e-10,-1.1149766588424695e-09,-1.2581757994032864e-09,-1.8220256077917646e-10
1.1,-1.6664220492886379e-09,-8.6871738097482991e-11,5.7390736588217994e-10,-3.5129208161956938e-10,-7.9708567699931431e-10,-9.5626914720872947e-10,-1.4224194576599566e-10
1.1025,-1.591464622648601e-09,-9.7948728345875942e-11,7.657178989814534e-10,2.3309796454400134e-11,-4.5424685479176866e-10,-6.2607801068561806e-10,-9.8954078424546695e-11
1.105,-1.5145849368305181e-09,-1.094409683551143e-10,9.6385055657355439e-10,4.1453486572264119e-10,-9.3955249292078904e-11,-2.7493021893235436e-10,-5.3129588233667223e-11
1.1075,-1.4397439582088776e-09,-1.2151788159948656e-10,1.1652431482809483e-09,8.1575309857447887e-10,2.7652385411281736e-10,8.9467357524390136e-11,-5.6091627827776718e-12
1.11,-1.3700952250452939e-09,-1.3425068250758263e-10,1.366088969242245e-09,1.2194349472885223e-09,6.498816924295277e-10,4.5908522229842635e-10,4.2798459667716791e-11
1.1125,-1.3085525770321098e-09,-1.476666805898638e-10,1.5621954245497631e-09,1.6174031164127481e-09,1.0183693492445565e-09,8.2570717334881842e-10,9.1189403828759049e-11
1.115,-1.2577980357706298e-09,-1.6180092209447969e-10,1.7496121172620637e-09,2.0010552812492327e-09,1.3738703675300638e-09,1.1811944922187386e-09,1.3860824819212616e-10
1.1175,-1.2196725793829041e-09,-1.7665650449440692e-10,1.9248244927681569e-09,2.361981968176772e-09,1.7082737676865718e-09,1.5172397883488378e-09,1.8406093844785641e-10
1.12,-1.1970943757915744e-09,-1.9220468774681292e-10,2.084690017706367e-09,2.6926839543108185e-09,2.0139440916878988e-09,1.825781931006869e-09,2.2650503438154791e-10
1.1225,-1.1918762246406652e-09,-2.0829910125574135e-10,2.2256624020551342e-09,2.9846401646332103e-09,2.2823992287579151e-09,2.0978261605523869e-09,2.6469160356495275e-10
1.125,-1.2049652767248072e-09,-2.247610624953153e-10,2.3463775752980617e-09,3.2345478787442073e-09,2.5097879718135841e-09,2.3286800033664938e-09,2.9783180713440161e-10
1.1275,-1.2382546982857697e-09,-2.4123425199336059e-10,2.4433766982332262e-09,3.4343086348517359e-09,2.6887029293452051e-09,2.5099489779725539e-09,3.2460051388812462e-10
1.13,-1.2915911718026128e-09,-2.5732287435214758e-10,2.516391007479909e-09,3.5823631414268017e-09,2.8171507339051959e-09,2.6390741658661899e-09,3.4431679343778907e-10
1.1325,-1.3647331242964827e-09,-2.7281833184893313e-10,2.5667051351894104e-09,3.6799068629624763e-09,2.8953998760378206e-09,2.7154936572376286e-09,3.5655217712561051e-10
1.135,-1.4589368356364034e-09,-2.8730386259467787e-10,2.5946207663944502e-09,3.7265543745630103e-09,2.9230653909374631e-09,2.7378051352861259e-09,3.6086378525817087e-10
1.1375,-1.5754423518547428e-09,-3.005631835694705e-10,2.6000362749405957e-09,3.722412308244975e-09,2.9004084017292014e-09,2.7058205910219151e-09,3.5695221765207322e-10
1.14,-1.7159019062018853e-09,-3.1234490569312835e-10,2.5829501974450096e-09,3.6675914427266201e-09,2.8281085233566477e-09,2.6202241056839326e-09,3.4471637611816084e-10
1.1425,-1.8812965779016589e-09,-3.2231376330869132e-10,2.5439413855114562e-09,3.5631768167239363e-09,2.708021774980338e-09,2.4833601956450869e-09,3.2437744752354562e-10
1.145,-2.0743966639262812e-09,-3.3030886097396175e-10,2.48384718711449e-09,3.4105827393374128e-09,2.5419239234875568e-09,2.2972496696668175e-09,2.9621032756820674e-10
1.1475,-2.2908021573095149e-09,-3.3617363409073619e-10,2.40583438894991e-09,3.2166506123669708e-09,2.3365453585620195e-09,2.0699563819528082e-09,2.6144728801749394e-10
1.15,-2.5293061273127302e-09,-3.3977874572420953e-10,2.3126350235266284e-09,2.9873995503921722e-09,2.0978907615990375e-09,1.8077778126798746e-09,2.2118240695412462e-10
1.1525,-2.788500683430008e-09,-3.4117292190676665e-10,2.2067269938743493e-09,2.7298277621699146e-09,1.8326492153681357e-09,1.5176890194703804e-09,1.7659418603894008e-10
1.155,-3.0680425837433054e-09,-3.4051614340914631e-10,2.0895485062828847e-09,2.4487338938826624e-09,1.546459701279966e-09,1.2057017925074493e-09,1.2875737277790398e-10
1.1575,-3.3627060151150315e-09,-3.3802145307486948e-10,1.9643698479803768e-09,2.1520456313775374e-09,1.2478704304580205e-09,8.8191129545335018e-10,7.9319057680843673e-11
1.16,-3.6684376752671465e-09,-3.3388801346460862e-10,1.8340654353867784e-09,1.8472858519620001e-09,9.447352663836524e-10,5.5495589560989973e-10,2.9796813973418957e-11
1.1625,-3.9809137161510042e-09,-3.2844495367378924e-10,1.7009322431996073e-09,1.5413002484890054e-09,6.4438624045074363e-10,2.3346591682508678e-10,-1.8364853141663903e-11
1.165,-4.2950797803594603e-09,-3.2197141761892172e-10,1.567513867073618e-09,1.2411018589797093e-09,3.5410214413203736e-10,-7.43072696316645e-11,-6.3833161207575569e-11
1.1675,-4.6058681190133959e-09,-3.1480846190701216e-10,1.4365799960326042e-09,9.5323959640518016e-10,8.0668485666886673e-11,-3.6087380123800657e-10,-1.0544121459911308e-10
1.17,-4.9076433586126307e-09,-3.0732089508010819e-10,1.3111534464566883e-09,6.8427812658058339e-10,-1.6979101481307071e-10,-6.1957407059811217e-10,-1.422253942279434e-10
1.1725,-5.1950626283291903e-09,-2.99883123344326e-10,1.1942631437684671e-09,4.4046776828308394e-10,-3.9192762916286613e-10,-8.4488730324082647e-10,-1.7343294318747254e-10
1.175,-5.4608448324452879e-09,-2.9282735438611485e-10,1.0890658340404136e-09,2.2877864949157359e-10,-5.7973417823297557e-10,-1.0311751508749543e-09,-1.9836324883339045e-10
1.1775,-5.7020008786223275e-09,-2.8649194899325782e-10,9.9685006861555652e-10,5.2246532657205661e-11,-7.3080793921284501e-10,-1.1766397250237176e-09,-2.1684506134259902e-10
1.18,-5.9139001899575125e-09,-2.8107366738244295e-10,9.1951796653271468e-10,-8.5978296424587332e-11,-8.4263387656726904e-10,-1.2791013316968407e-09,-2.2873747085058789e-10
1.1825,-6.0917306088736787e-09,-2.7675700081896248e-10,8.5888808960277711e-10,-1.8310973379967398e-10,-9.1358203907387251e-10,-1.3373208455800549e-09,-2.3403489495112806e-10
1.185,-6.2276701260312551e-09,-2.7373900731089891e-10,8.1710036713957118e-10,-2.360479248967818e-10,-9.4224133488852697e-10,-1.3506642448282833e-09,-2.3288305312216351e-10
1.1875,-6.3216285651336235e-09,-2.7229005491685804e-10,7.9288883757795607e-10,-2.4714625871226839e-10,-9.3080807230974718e-10,-1.3217717030851237e-09,-2.257088749498089e-10
1.19,-6.369400483269206e-09,-2.7238041988344224e-10,7.859180329212505e-10,-2.1799510798260027e-10,-8.8124658844294059e-10,-1.2530931478481085e-09,-2.1302200572074803e-10
1.1925,-6.3680271667775264e-09,-2.7400860898517665e-10,7.9588908273406567e-10,-1.5063781203262714e-10,-7.9600008700438912e-10,-1.1472266182165769e-09,-1.9531188044639155e-10
1.195,-6.3144622843705642e-09,-2.7716344090138685e-10,8.2238156742280183e-10,-4.7038982092483388e-11,-6.7803802655148132e-10,-1.0075214508300409e-09,-1.731278871315264e-10
1.1975,-6.2059427160836794e-09,-2.8173912167310137e-10,8.6448845012495608e-10,9.0791909708353249e-11,-5.3005530759741867e-10,-8.3708484644893861e-10,-1.4695610225703295e-10
1.2,-6.0377345802604024e-09,-2.8754379802560445e-10,9.2148081684912567e-10,2.6225464122455238e-10,-3.5248479689381343e-10,-6.3679505451058185e-10,-1.1687465327402617e-10
1.2025,-5.8152684277863598e-09,-2.9448059065097656e-10,9.8973555912768759e-10,4.5828738968225752e-10,-1.5381430865848006e-10,-4.1639168069095843e-10,-8.4174478573127137e-11
1.205,-5.5420581737492864e-09,-3.0245034110167961e-10,1.0666344896517683e-09,6.7288626251586852e-10,6.0410646323663986e-11,-1.8094824389631413e-10,-4.9602395301892368e-11
1.2075,-5.2221422851245813e-09,-3.1122053275503046e-10,1.1495595005541936e-09,9.0033284505980205e-10,2.8508391885004974e-10,6.4630045678001388e-11,-1.3767499825043416e-11
1.21,-4.8607379041594947e-09,-3.2045028164849933e-10,1.2359125410919258e-09,1.1348577749826957e-09,5.1535856500623941e-10,3.1558959180199443e-10,2.274866055932828e-11
1.2125,-4.4635368711983411e-09,-3.2975681614318013e-10,1.3234972263214477e-09,1.3711563089528931e-09,7.4628427356547996e-10,5.6713299459772303e-10,5.933836793613332e-11
1.215,-4.0371932146777049e-09,-3.3872313802941127e-10,1.4104826749998841e-09,1.6047294970571879e-09,9.733334923606153e-10,8.1448596581203593e-10,9.540296114015319e-11
1.2175,-3.5892630216710081e-09,-3.470015739351104e-10,1.4949839089609933e-09,1.8311845201126406e-09,1.1922266987984555e-09,1.0529647201938274e-09,1.3036867065910835e-10
1.22,-3.1277656223435824e-09,-3.5424998529985641e-10,1.5748517394876506e-09,2.045975849532994e-09,1.3992213192550125e-09,1.2781584381232533e-09,1.6365015369403977e-10
1.2225,-2.6612850314413118e-09,-3.6014006892824613e-10,1.648100200727192e-09,2.2446489898819542e-09,1.5906160147666765e-09,1.4860394541300108e-09,1.9467139916429477e-10
1.225,-2.198377904980838e-09,-3.6431857981796301e-10,1.7128210007122e-09,2.4228628048753427e-09,1.7628649510362664e-09,1.6729992197591756e-09,2.228918422349176e-10
1.2275,-1.7481601503346028e-09,-3.6655101006133771e-10,1.7675486914664803e-09,2.576790395601268e-09,1.9125198616668013e-09,1.8358397298723577e-09,2.4780221744615263e-10
1.23,-1.3192888479781362e-09,-3.6665616976467446e-10,1.8110761790493456e-09,2.7034812379823584e-09,2.0367012172065282e-09,1.9717357403466157e-09,2.6894351043678251e-10
1.2325,-9.1992144920354461e-10,-3.6454032766707603e-10,1.8423699297663393e-09,2.8004238555686946e-09,2.1330526824027286e-09,2.0781550814394123e-09,2.8591262989407175e-10
1.235,-5.5737053346377952e-10,-3.6021706086528051e-10,1.8604842450868413e-09,2.865746279311748e-09,2.1998574400285312e-09,2.1529610538731387e-09,2.9834898341003844e-10
1.2375,-2.4481424067424306e-10,-3.5397956165963559e-10,1.8646297826557112e-09,2.8971377880750933e-09,2.2349304146120131e-09,2.1937348081515439e-09,3.0584663046290057e-10
1.24,1.893655281565857e-11,-3.4556181912402595e-10,1.8544890089666808e-09,2.8949728704961303e-09,2.2385609833411471e-09,2.2007300154442252e-09,3.0831665098485757e-10
1.2425,2.2900276176439199e-10,-3.3540607355518521e-10,1.8295003240140187e-09,2.8585277624332713e-09,2.2105616264698176e-09,2.1736111427560049e-09,3.0563864762856503e-10
1.245,3.8427938716007969e-10,-3.2360417885428569e-10,1.7893372845046083e-09,2.7874173735219753e-09,2.1507061808714404e-09,2.1123889902157091e-09,2.9773171448646855e-10
1.2475,4.8438839935361018e-10,-3.1049618257493121e-10,1.7339614546023954e-09,2.6817984279339711e-09,2.0591636458512397e-09,2.0175500878611563e-09,2.846082876481822e-10
1.25,5.3042892113356102e-10,-2.9635762717454509e-10,1.6635474647339079e-09,2.5423950590791864e-09,1.9367490967800536e-09,1.8899769650403649e-09,2.6636202662195971e-10
1.2525,5.2499396287239153e-10,-2.8145802320241837e-10,1.578726497045658e-09,2.3706881172612411e-09,1.7849725178211429e-09,1.7311706030897031e-09,2.4318128917006011e-10
1.255,4.7214069104493824e-10,-2.6603837518748151e-10,1.4807262362547765e-09,2.1692686340269644e-09,1.6059931164132377e-09,1.5433667220618648e-09,2.1534946588183888e-10
1.2575,3.7710293730799957e-10,-2.5025808681363343e-10,1.3707465619784031e-09,1.9406375755920054e-09,1.4018030661941826e-09,1.3283273472081894e-09,1.8311925822654919e-10
1.26,2.4451020857720036e-10,-2.3419012878961081e-10,1.248327174986626e-09,1.6844505370435273e-09,1.1716918981414119e-09,1.0848496139308385e-09,1.46238404150126e-10
1.2625,8.3853707374268131e-11,-2.1795442351037665e-10,1.1183552532970915e-09,1.4111183213714584e-09,9.2461395780975213e-10,8.2278846271666438e-10,1.059521812928872e-10
1.265,-9.588480823692688e-11,-2.016883398086389e-10,9.8371472764451168e-10,1.1266596730178215e-09,6.6611779190358687e-10,5.4695573002910429e-10,6.3059307717286082e-11
1.2675,-2.8603463802782278e-10,-1.8557956734885449e-10,8.4635861773653463e-10,8.3588534395336479e-10,4.0088269860303106e-10,2.6183063498264911e-10,1.8195635573625117e-11
1.27,-4.7778546643396559e-10,-1.6967813586176815e-10,7.0808312263684949e-10,5.4287560199575473e-10,1.330070937146936e-10,-2.8074489030577122e-11,-2.7978700756257438e-11
1.2725,-6.6275920776173621e-10,-1.5404878449014548e-10,5.7103459785145467e-10,2.5183673939675236e-10,-1.3344488019204379e-10,-3.1815179637993854e-10,-7.4737855468320454e-11
1.275,-8.325951931014625e-10,-1.3867846535837899e-10,4.3738800755710384e-10,-3.282265694868784e-11,-3.9462500240051626e-10,-6.0352355568643275e-10,-1.2129947637514023e-10
1.2775,-9.793452805822394e-10,-1.2361559166839999e-10,3.0977832420300716e-10,-3.0518025965982983e-10,-6.4598432689764312e-10,-8.7932470416832541e-10,-1.6682015155446569e-10
1.28,-1.0945169499633769e-09,-1.0910157363236e-10,1.920268958830638e-10,-5.57230298428671e-10,-8.8009096219354313e-10,-1.1375008399259453e-09,-2.099850446973898e-10
1.2825,-1.1719817960362188e-09,-9.5240755928064286e-11,8.5653207925218478e-11,-7.8551934922891732e-10,-1.093148077595154e-09,-1.3745524438325878e-09,-2.5006595029465217e-10
1.285,-1.2068292452732679e-09,-8.2173745326202121e-11,-7.909941135924916e-12,-9.8629047217200252e-10,-1.2813395121368943e-09,-1.5862179334983507e-09,-2.8629887110250888e-10
1.2875,-1.1951800761521034e-09,-7.0012512800178311e-11,-8.9078415854825752e-11,-1.1599736141056413e-09,-1.4445195644429449e-09,-1.7720337622114756e-09,-3.1842319887137958e-10
1.29,-1.1342348243346081e-09,-5.8628958624375741e-11,-1.5727082076962993e-10,-1.3045511628797245e-09,-1.5808284297553715e-09,-1.9287059854772256e-09,-3.4588297489488687e-10
1.2925,-1.0224724682522453e-09,-4.797161032562924e-11,-2.1215104803967876e-10,-1.4185827570793433e-09,-1.6888088692173476e-09,-2.0539811874949498e-09,-3.681958659058332e-10
1.295,-8.59461016028416e-10,-3.802960543818801e-11,-2.5366347057891086e-10,-1.5010340367348285e-09,-1.7670748758893222e-09,-2.1460693914367294e-09,-3.849717320990219e-10
1.2975,-6.4587440420418684e-10,-2.8807995362627267e-11,-2.821020598725578e-10,-1.5517483945991997e-09,-1.8145965599952312e-09,-2.2035593225095808e-09,-3.9591612229290004e-10
1.3,-3.836511712828299e-10,-2.0331882175180617e-11,-2.9808780004463143e-10,-1.5713957539277164e-09,-1.8310529075568163e-09,-2.2255077245339042e-09,-4.0083262589996455e-10
1.3025,-7.6064024953298608e-11,-1.2628968564307472e-11,-3.0254143843750362e-10,-1.5611895375370278e-09,-1.8169656056250677e-09,-2.211609170927091e-09,-3.9962725899981124e-10
1.305,2.7477717785766788e-10,-5.4685234171068469e-12,-2.9661771549491923e-10,-1.5224313390061287e-09,-1.7731243217546926e-09,-2.1618799421542295e-09,-3.9223945189997618e-10
1.3075,6.6371246575561842e-10,1.1757539820999707e-12,-2.8128397939078198e-10,-1.4568396706329653e-09,-1.7007442793500951e-09,-2.0772068441057032e-09,-3.7868000617106451e-10
1.31,1.0861174820509769e-09,7.3475358134150504e-12,-2.5756328233469553e-10,-1.3664114150350717e-09,-1.6012809946045835e-09,-1.9589496328876507e-09,-3.5902286585719735e-10
1.3125,1.531411025899497e-09,1.2894666589655463e-11,-2.2674032272187869e-10,-1.2548857733665752e-09,-1.4781775785308682e-09,-1.8108742316290503e-09,-3.3377114567608688e-10
1.315,1.9927642105891817e-09,1.7894014707781052e-11,-1.8993992594855639e-10,-1.1253588637631397e-09,-1.3345278738533348e-09,-1.6362505570050292e-09,-3.034009260191046e-10
1.3175,2.4632166129534832e-09,2.237778865473903e-11,-1.4844606096506109e-10,-9.8128424210778112e-10,-1.1736531099803813e-09,-1.438702211431747e-09,-2.6846804140082309e-10
1.32,2.9362736195190241e-09,2.6494938469466639e-11,-1.0363968261307978e-10,-8.2633408369972655e-10,-9.9935575630358532e-10,-1.222412373657493e-09,-2.2961582046441941e-10
1.3225,3.4051318206803011e-09,3.0380445872124503e-11,-5.7140988140595441e-11,-6.6428845744502443e-10,-8.1549833673778658e-10,-9.9187032607355358e-10,-1.8757451693350054e-10
1.325,3.8631313632367329e-09,3.4180708411883083e-11,-1.0234348118269062e-11,-4.9876187731194574e-10,-6.259650668623286e-10,-7.5195373687212496e-10,-1.4316561201846495e-10
1.3275,4.3043382533477351e-09,3.8046906204155967e-11,3.5751247805051892e-11,-3.3407728119545562e-10,-4.3498150422426606e-10,-5.077605887815382e-10,-9.7269455719139961e-11
1.33,4.7231601466219516e-09,4.2063826810653001e-11,7.949494449695676e-11,-1.7412557626127645e-10,-2.464875217221173e-10,-2.6442942077414105e-10,-5.081612718259241e-11
1.3325,5.1145372719479608e-09,4.6307183817389807e-11,1.1989748952116518e-10,-2.2740379714663696e-11,-6.4835161530243514e-11,-2.7079842489153188e-11,-4.8128503368670213e-12
1.335,5.4701889349165321e-09,5.070185021442398e-11,1.5536002972100609e-10,1.147322810391877e-10,1.03549382751025e-10,1.9633176201222943e-10,3.9295103928790238e-11
1.3375,5.7873800124532028e-09,5.5420139228456619e-11,1.8482522303776006e-10,2.3530866292391194e-10,2.5505518986622662e-10,4.0111363815046696e-10,8.0560159673187305e-11
1.34,6.0664589090172872e-09,6.0818552531250138e-11,2.0760109338779555e-10,3.3733950140414813e-10,3.8745967207307871e-10,5.8420178015264003e-10,1.1831944854365955e-10
1.3425,6.3036972756225978e-09,6.6832284948025642e-11,2.2262085209677383e-10,4.1725431894888949e-10,4.9678285540037952e-10,7.3941557870153951e-10,1.5136665592927533e-10
1.345,6.5002227321532335e-09,7.3792669543665098e-11,2.296280163052693e-10,4.7365241673199307e-10,5.8090551837680013e-10,8.6387170098889386e-10,1.7890859372101649e-10
1.3475,6.6556350792039296e-09,8.1704700856191115e-11,2.2827960633265937e-10,5.0468646505356895e-10,6.3712924345201534e-10,9.5351992582851466e-10,2.0001376690673952e-10
1.35,6.7719350950641688e-09,9.0629981498123354e-11,2.1832895132692021e-10,5.092348314939216e-10,6.6379183703763996e-10,1.0058101345523329e-09,2.1396182613582989e-10
1.3525,6.8506562733370084e-09,1.0057688900538555e-10,1.9988909083496267e-10,4.863281230912693e-10,6.5929383175400423e-10,1.018392558552446e-09,2.2008204739999355e-10
1.355,6.893556906349276e-09,1.1152309772394686e-10,1.7326851466476287e-10,4.3591391854671189e-10,6.2253897276775849e-10,9.8962601960245149e-10,2.1784429291655393e-10
1.3575,6.9024301645231162e-09,1.2342594722817064e-10,1.3890780904235295e-10,3.5865980190916141e-10,5.5336985572602469e-10,9.1862919780748532e-10,2.0687595353459457e-10
1.36,6.8792003182590642e-09,1.3626612140555972e-10,9.7371103548394683e-11,2.5571783713825655e-10,4.5256945778315471e-10,8.0548431055587195e-10,1.8696757204564206e-10
1.3625,6.8259560862275771e-09,1.4996072488914391e-10,4.9248145081244264e-11,1.2839780442865964e-10,3.2126391017781124e-10,6.5077353613455053e-10,1.5801248670847733e-10
1.365,6.7451527236365661e-09,1.6443021736643557e-10,-4.13769673661403e-12,-2.040086457619646e-11,1.621173351202574e-10,4.5747465884278089e-10,1.2029280771826295e-10
1.3675,6.639692035284124e-09,1.7955796647621227e-10,-6.1748472820930646e-11,-1.8758950436048649e-10,-2.1892530283337463e-11,2.2893871281668947e-10,7.4272520984177541e-11
1.37,6.5129043369881945e-09,1.9513954361902964e-10,-1.2255677242946179e-10,-3.6993994286508125e-10,-2.2712386119766164e-10,-3.0476986327928548e-11,2.0676250950104221e-11
1.3725,6.3682733319564345e-09,2.1102727929635121e-10,-1.8543153175229278e-10,-5.6410702200195512e-10,-4.4965297474671938e-10,-3.1572904957542842e-10,-3.9534209799761085e-11
1.375,6.2096460231932795e-09,2.2704776362928974e-10,-2.4911652674636857e-10,-7.6615283470502212e-10,-6.8509876402307097e-10,-6.209935287512457e-10,-1.0517218548765222e-10
1.3775,6.041015143373021e-09,2.4304416547257285e-10,-3.1229752789533417e-10,-9.7176472432073688e-10,-9.2860093700143091e-10,-9.3991342023347302e-10,-1.7488299828472111e-10
1.38,5.8665472242387859e-09,2.5883069261907064e-10,-3.7368749298859824e-10,-1.1765081041752662e-09,-1.1748359883167586e-09,-1.2655728608768883e-09,-2.4715994029680088e-10
1.3825,5.6905702886388213e-09,2.7416585641515278e-10,-4.3205284458314722e-10,-1.3760885353056074e-09,-1.4184703825390226e-09,-1.5908706105610091e-09,-3.204060765197999e-10
1.385,5.5171164459855326e-09,2.8884970502832615e-10,-4.8627258893833144e-10,-1.5663129323167616e-09,-1.6542193241558108e-09,-1.9085667107544245e-09,-3.9294142198857658e-10
1.3875,5.3501744158262656e-09,3.0261388120433792e-10,-5.3542995134889962e-10,-1.7433364187151514e-09,-1.877084658714304e-09,-2.2115722027501467e-09,-4.6306362991352798e-10
1.39,5.193282670706266e-09,3.1527538132681985e-10,-5.7872980456734792e-10,-1.9037507783995229e-09,-2.0824120806267302e-09,-2.4931592733108363e-09,-5.2911180621577282e-10
1.3925,5.0496465194505892e-09,3.2670427736608054e-10,-6.1555347414399719e-10,-2.0445502293971404e-09,-2.2659422238295738e-09,-2.7471467218713127e-09,-5.8950257894883397e-10
1.395,4.9218517035217926e-09,3.3680449448786067e-10,-6.4541576965075484e-10,-2.1632863420135062e-09,-2.4240378381487124e-09,-2.96809554559496e-09,-6.4280403027505219e-10
1.3975,4.8121597200191886e-09,3.4553503971750889e-10,-6.6796183960842093e-10,-2.2580494937027451e-09,-2.5536866728780918e-09,-3.1512364636742754e-09,-6.8775770202490774e-10
1.4,4.7223547201145722e-09,3.5284430186994809e-10,-6.8295583433068303e-10,-2.3274032304667273e-09,-2.6525168447650846e-09,-3.2927914310357113e-09,-7.2334018386101345e-10
1.4025,4.6540582001513585e-09,3.5873784301545822e-10,-6.9030597293545172e-10,-2.3703392982405534e-09,-2.718623514475268e-09,-3.3895170315887227e-09,-7.486895741310754e-10
1.405,4.6078864442369963e-09,3.6311087296207571e-10,-6.9025681362510963e-10,-2.3870382681901751e-09,-2.7514881407106594e-09,-3.4403322726778668e-09,-7.6338505040281303e-10
1.4075,4.5843345205501151e-09,3.6600373557556568e-10,-6.8298770020506203e-10,-2.3776268678995197e-09,-2.7508131167704071e-09,-3.4444348532393358e-09,-7.6715146991017068e-10
1.41,4.5834509372283489e-09,3.6740051710368631e-10,-6.6870422692202041e-10,-2.3424864157148128e-09,-2.716895445137778e-09,-3.4020625755069212e-09,-7.5994433087926757e-10
1.4125,4.6049105990081213e-09,3.6735293624434545e-10,-6.477355632347799e-10,-2.2824590484690695e-09,-2.6505597018145504e-09,-3.3144373448910612e-09,-7.4196144125097822e-10
1.415,4.647969543806892e-09,3.6582737944159242e-10,-6.2055607563794192e-10,-2.1989763690034425e-09,-2.5532981161379394e-09,-3.1837869648945488e-09,-7.1364521388791377e-10
1.4175,4.7117491798009175e-09,3.6282321886694745e-10,-5.8770791490981172e-10,-2.0935947430606146e-09,-2.4268061295568232e-09,-3.0125465512295858e-09,-6.7552325056344344e-10
1.42,4.7945997119326865e-09,3.5829128822005566e-10,-5.4989875619677801e-10,-1.9690008630572126e-09,-2.2743103700705266e-09,-2.8050470056940853e-09,-6.2851040584480429e-10
1.4225,4.8945674642586437e-09,3.5221599371173283e-10,-5.0792124020484402e-10,-1.8279057584111307e-09,-2.0992909487628563e-09,-2.5659281011299162e-09,-5.7365545873474847e-10
1.425,5.0093897538782873e-09,3.4465066086480222e-10,-4.6268100497325992e-10,-1.6733272652440726e-09,-1.9054190979787647e-09,-2.3003043342998598e-09,-5.1210760988773226e-10
1.4275,5.1364239241057023e-09,3.3569653618194877e-10,-4.1508801014411449e-10,-1.5083555380156743e-09,-1.6966274142846084e-09,-2.0137285722007499e-09,-4.4514538446771809e-10
1.43,5.2728022127806271e-09,3.254517917269225e-10,-3.65928764846069e-10,-1.3360424048568143e-09,-1.4770538595267493e-09,-1.7121237394553746e-09,-3.7414549269035683e-10
1.4325,5.4154645008378116e-09,3.1401718503855291e-10,-3.1593510117199595e-10,-1.1591945613551976e-09,-1.2508078646864206e-09,-1.4015246577814462e-09,-3.0053947150235603e-10
