Physical Time (s),etp_left Monitor (W)
6.124,2.5067874557037385e-09
6.12425,2.5047790800114219e-09
6.1245,2.5028013810953571e-09
6.12475,2.500867035412297e-09
6.125,2.4989872277476039e-09
6.12525,2.4971707086096455e-09
6.1255,2.4954225789030389e-09
6.12575,2.4937468411314478e-09
6.126,2.4921429763892314e-09
6.12625,2.4906093725359027e-09
6.1265,2.4891418716091229e-09
6.12675,2.487735358423196e-09
6.127,2.486384194935164e-09
6.12725,2.4850830215034025e-09
6.1275,2.483825688981024e-09
6.12775,2.4826075053023026e-09
6.128,2.4814240036302847e-09
6.12825,2.4802724217758039e-09
6.1285,2.4791507613225089e-09
6.12875,2.4780574017342197e-09
6.129,2.4769912447600041e-09
6.12925,2.4759512703190394e-09
6.1295,2.4749360265858547e-09
6.12975,2.4739437614985415e-09
6.13,2.4729707038451629e-09
6.13025,2.4720123919749993e-09
6.1305,2.4710637314336461e-09
6.13075,2.4701173524390253e-09
6.131,2.4691655013896468e-09
6.13125,2.4681990737703476e-09
6.1315,2.4672082559270436e-09
6.13175,2.4661834956260378e-09
6.132,2.4651151688023397e-09
6.13225,2.4639949746114115e-09
6.1325,2.46281540294172e-09
6.13275,2.4615708321107374e-09
6.133,2.4602569567377503e-09
6.13325,2.4588703953284147e-09
6.1335,2.4574119414819599e-09
6.13375,2.4558826737518143e-09
6.134,2.4542849511391959e-09
6.13425,2.4526239814262042e-09
6.1345,2.4509032438225727e-09
6.13475,2.4491292584425411e-09
6.135,2.4473070209850326e-09
6.13525,2.4454416224272453e-09
6.1355,2.4435369833730376e-09
6.13575,2.4415963151067673e-09
6.136,2.4396204478409308e-09
6.13625,2.4376083799040082e-09
6.1365,2.4355571240101243e-09
6.13675,2.4334625525068544e-09
6.137,2.4313180911302672e-09
6.13725,2.4291149137647933e-09
6.1375,2.4268444551404449e-09
6.13775,2.4244955860522103e-09
6.138,2.422058469670583e-09
6.13825,2.4195230557464862e-09
6.1385,2.4168806576276519e-09
6.13875,2.4141233141502162e-09
6.139,2.4112461195688764e-09
6.13925,2.408244729229945e-09
6.1395,2.4051187520412068e-09
6.13975,2.4018685870219714e-09
6.14,2.3984984066449386e-09
6.14025,2.3950124482995387e-09
6.1405,2.3914179174300589e-09
6.14075,2.3877230211021945e-09
6.141,2.3839365264262629e-09
6.14125,2.3800689306173568e-09
6.1415,2.3761301575415671e-09
6.14175,2.372130336653803e-09
6.142,2.3680803755173937e-09
6.14225,2.3639887405118407e-09
6.1425,2.359865612088582e-09
6.14275,2.3557193289394237e-09
6.143,2.3515556075577056e-09
6.14325,2.3473786791513294e-09
6.1435,2.3431954228468056e-09
6.14375,2.3390052734787974e-09
6.144,2.334808609227563e-09
6.14425,2.3306041756419338e-09
6.1445,2.326385214736709e-09
6.14475,2.3221479800121389e-09
6.145,2.3178824677492042e-09
6.14525,2.3135809214968199e-09
6.1455,2.3092333751456207e-09
6.14575,2.3048290551362501e-09
6.146,2.3003576258327113e-09
6.14625,2.2958118377032868e-09
6.1465,2.2911829014362809e-09
6.14675,2.2864655662872517e-09
6.147,2.2816539856147662e-09
6.14725,2.2767442892420772e-09
6.1475,2.2717351876764022e-09
6.14775,2.2666257935732037e-09
6.148,2.2614170645326052e-09
6.14825,2.2561105168673312e-09
6.1485,2.2507102763148429e-09
6.14875,2.2452215211412776e-09
6.149,2.2396473553012767e-09
6.14925,2.2339921150809902e-09
6.1495,2.2282605047337835e-09
6.14975,2.2224571541518339e-09
6.15,2.2165858474803433e-09
6.15025,2.2106498178774145e-09
6.1505,2.2046535414831078e-09
6.15075,2.1985986027969092e-09
6.151,2.1924892335849989e-09
6.15125,2.1863271161916624e-09
6.1515,2.1801105499701661e-09
6.15175,2.1738445449151006e-09
6.152,2.1675265858131308e-09
6.15225,2.1611563212659926e-09
6.1525,2.1547341594371032e-09
6.15275,2.1482592523068363e-09
6.153,2.1417300818489775e-09
6.15325,2.1351442347688019e-09
6.1535,2.128502141445407e-09
6.15375,2.1218028315461563e-09
6.154,2.1150475052300021e-09
6.15425,2.1082382643943485e-09
6.1545,2.1013759126700263e-09
6.15475,2.0944659931555884e-09
6.155,2.087513069018184e-09
6.15525,2.0805202818264898e-09
6.1555,2.0734921832210225e-09
6.15575,2.0664373429410422e-09
6.156,2.0593578305466881e-09
6.15625,2.0522557284964763e-09
6.1565,2.0451374917330762e-09
6.15675,2.0380061589170125e-09
6.157,2.0308629561368731e-09
6.15725,2.0237018267877781e-09
6.1575,2.0165233212586602e-09
6.15775,2.0093230568414971e-09
6.158,2.0020928387104443e-09
6.15825,1.9948245769942156e-09
6.1585,1.9875088178043281e-09
6.15875,1.9801380908552995e-09
6.159,1.9727011287456971e-09
6.15925,1.965190475046675e-09
6.1595,1.9575960122505956e-09
6.15975,1.9499115181868868e-09
6.16,1.9421352814163679e-09
6.16025,1.9342676269835864e-09
6.1605,1.9263110030211457e-09
6.16075,1.918270558758817e-09
6.161,1.910154471556382e-09
6.16125,1.9019729267554633e-09
6.1615,1.8937404021548748e-09
6.16175,1.8854721170806902e-09
6.162,1.8771837487311354e-09
6.16225,1.8688970114422135e-09
6.1625,1.8606293861221533e-09
6.16275,1.8523994451878331e-09
6.163,1.8442265790690527e-09
6.16325,1.8361329286047175e-09
6.1635,1.828131224825341e-09
6.16375,1.8202383272206644e-09
6.164,1.8124677735079438e-09
6.16425,1.8048274143224008e-09
6.1645,1.7973263354606312e-09
6.16475,1.789970223070611e-09
6.165,1.7827610314444555e-09
6.16525,1.7757031819153821e-09
6.1655,1.768793738443724e-09
6.16575,1.7620331465784383e-09
6.166,1.755419926011144e-09
6.16625,1.7489514371201745e-09
6.1665,1.7426262904038157e-09
6.16675,1.736441377309361e-09
6.167,1.7303959989263635e-09
6.16725,1.7244884217531635e-09
6.1675,1.7187170358390814e-09
6.16775,1.7130809642922021e-09
6.168,1.707577244022823e-09
6.16825,1.7022039256992753e-09
6.1685,1.6969571318162183e-09
6.16875,1.6918304902301207e-09
6.169,1.6868160490127853e-09
6.16925,1.6819051113409685e-09
6.1695,1.677088746058661e-09
6.16975,1.6723549471264325e-09
6.17,1.6676923005208516e-09
6.17025,1.6630879229034787e-09
6.1705,1.6585293758613542e-09
6.17075,1.6540026119774382e-09
6.171,1.6494941591638837e-09
6.17125,1.6449934357438759e-09
6.1715,1.6404874619845507e-09
6.17175,1.6359662610593311e-09
6.172,1.63142065806437e-09
6.17225,1.6268441476109223e-09
6.1725,1.6222300108989583e-09
6.17275,1.6175758998131739e-09
6.173,1.6128822035756183e-09
6.17325,1.6081488801897292e-09
6.1735,1.603381070318921e-09
6.17375,1.5985880656811714e-09
6.174,1.5937796806143494e-09
6.17425,1.5889715090849724e-09
6.1745,1.5841780420292061e-09
6.17475,1.5794176014956672e-09
6.175,1.5747085384597582e-09
6.17525,1.5700713652256556e-09
6.1755,1.5655245234509149e-09
6.17575,1.5610875010791833e-09
6.176,1.5567752023048724e-09
6.17625,1.5526016718314924e-09
6.1765,1.5485791905996939e-09
6.17675,1.5447146416197157e-09
6.177,1.5410118020350901e-09
6.17725,1.5374733323468285e-09
6.1775,1.5340968740954893e-09
6.17775,1.5308785579058672e-09
6.178,1.5278093667347842e-09
6.17825,1.5248813940659546e-09
6.1785,1.5220829528297409e-09
6.17875,1.5194023908226361e-09
6.179,1.5168275228276257e-09
6.17925,1.5143469688511882e-09
6.1795,1.5119487085241406e-09
6.17975,1.5096229558159692e-09
6.18,1.5073611758634393e-09
6.18025,1.5051547406891832e-09
6.1805,1.5029978308911524e-09
6.18075,1.5008865776814663e-09
6.181,1.4988165473375187e-09
6.18125,1.4967854107297354e-09
6.1815,1.494792824815624e-09
6.18175,1.4928390599253357e-09
6.182,1.4909258628609347e-09
6.18225,1.4890552880116023e-09
6.1825,1.4872293093951379e-09
6.18275,1.4854517089050381e-09
6.183,1.4837247962180448e-09
6.18325,1.482051718713989e-09
6.1835,1.4804359234552545e-09
6.18375,1.4788807304367637e-09
6.184,1.4773873106782015e-09
6.18425,1.4759580808902487e-09
6.1845,1.4745931342210444e-09
6.18475,1.4732929508617875e-09
6.185,1.4720565978549037e-09
6.18525,1.4708843384140786e-09
6.1855,1.4697761182058324e-09
6.18575,1.4687294919050118e-09
6.186,1.4677441933096197e-09
6.18625,1.4668197065134756e-09
6.1865,1.4659574373995523e-09
6.18675,1.4651574120580961e-09
6.187,1.4644197600278871e-09
6.18725,1.463746008819384e-09
6.1875,1.4631376847025e-09
6.18775,1.4625954368574458e-09
6.188,1.4621185796911754e-09
6.18825,1.4617073828414496e-09
6.1885,1.4613588259866177e-09
6.18875,1.4610720415459917e-09
6.189,1.4608427166023918e-09
6.18925,1.4606662653862564e-09
6.1895,1.4605378813174562e-09
6.18975,1.4604507140782576e-09
6.19,1.4603989228744665e-09
6.19025,1.4603757299793911e-09
6.1905,1.4603747465465055e-09
6.19075,1.460390617840596e-09
6.191,1.4604155559468242e-09
6.19125,1.4604447938668857e-09
6.1915,1.4604731830101675e-09
6.19175,1.4604967324812988e-09
6.192,1.4605115456542373e-09
6.19225,1.4605155143559396e-09
6.1925,1.4605062145896383e-09
6.19275,1.4604842336799073e-09
6.193,1.4604490504132379e-09
6.19325,1.4604037119150652e-09
6.1935,1.4603515079307007e-09
6.19375,1.4602940997687569e-09
6.194,1.4602371113211113e-09
6.19425,1.4601855381317606e-09
6.1945,1.46014363651791e-09
6.19475,1.4601141445526487e-09
6.195,1.4601027775411975e-09
6.19525,1.4601095549346867e-09
6.1955,1.4601371347870507e-09
6.19575,1.4601874614151873e-09
6.196,1.4602589356651165e-09
6.19625,1.4603514389803763e-09
6.1965,1.4604618894359316e-09
6.19675,1.460587306084351e-09
6.197,1.4607256701717071e-09
6.19725,1.4608751732192257e-09
6.1975,1.4610326788488998e-09
6.19775,1.4611984538019711e-09
6.198,1.4613718492579587e-09
6.19825,1.4615530906185633e-09
6.1985,1.4617429910033366e-09
6.19875,1.4619451524021019e-09
6.199,1.4621633948727037e-09
6.19925,1.4624028211455262e-09
6.1995,1.4626688153163996e-09
6.19975,1.4629681093402511e-09
6.2,1.4633070661766798e-09
6.20025,1.4636931026311322e-09
6.2005,1.4641346994149375e-09
6.20075,1.4646397841571019e-09
6.201,1.4652145767631592e-09
6.20125,1.465866808612125e-09
6.2015,1.4666022507495635e-09
6.20175,1.4674267425707861e-09
6.202,1.4683454329936455e-09
6.20225,1.4693595196152854e-09
6.2025,1.4704723723254084e-09
6.20275,1.471684194725277e-09
6.203,1.4729936355837224e-09
6.20325,1.4743994019893681e-09
6.2035,1.4759004664305577e-09
6.20375,1.4774927415385711e-09
6.204,1.4791724919874471e-09
6.20425,1.4809356520639421e-09
6.2045,1.482776970415777e-09
6.20475,1.4846927552354765e-09
6.205,1.4866780612118631e-09
6.20525,1.4887276391648457e-09
6.2055,1.4908379936522298e-09
6.20575,1.4930028379405564e-09
6.206,1.4952164952747234e-09
6.20625,1.4974747317105768e-09
6.2065,1.4997728440924537e-09
6.20675,1.5021055196509651e-09
6.207,1.5044690579588725e-09
6.20725,1.5068560983715487e-09
6.2075,1.5092606185993378e-09
6.20775,1.511681135897762e-09
6.208,1.514113079261453e-09
6.20825,1.5165522258806345e-09
6.2085,1.518994640264176e-09
6.20875,1.5214379723192545e-09
6.209,1.5238797121808208e-09
6.20925,1.5263186413724892e-09
6.2095,1.5287510435277642e-09
6.20975,1.5311767843567419e-09
6.21,1.5335938690657127e-09
6.21025,1.5359998854239293e-09
6.2105,1.5383940905739342e-09
6.21075,1.5407787881290683e-09
6.211,1.5431514905783672e-09
6.21125,1.5455156807724105e-09
6.2115,1.5478724074978332e-09
6.21175,1.5502246506058751e-09
6.212,1.5525763460791911e-09
6.21225,1.5549314225479043e-09
6.2125,1.5572930588538775e-09
6.21275,1.5596675102481036e-09
6.213,1.5620587502848519e-09
6.21325,1.5644707205579147e-09
6.2135,1.5669082781484173e-09
6.21375,1.5693758567258541e-09
6.214,1.5718781852892727e-09
6.21425,1.5744183021987928e-09
6.2145,1.5769968313720467e-09
6.21475,1.5796203328448073e-09
6.215,1.5822894788172503e-09
6.21525,1.5850083157382783e-09
6.2155,1.5877807617548047e-09
6.21575,1.5906113346745851e-09
6.216,1.5935043442068952e-09
6.21625,1.5964665985632151e-09
6.2165,1.5995045576212607e-09
6.21675,1.6026264336074297e-09
6.217,1.605836329970716e-09
6.21725,1.6091404699735152e-09
6.2175,1.6125462504868701e-09
6.21775,1.6160578423257413e-09
6.218,1.6196782110038197e-09
6.21825,1.6234132044304001e-09
6.2185,1.6272640935477506e-09
6.21875,1.6312290996377951e-09
6.219,1.6353111327627535e-09
6.21925,1.6395104383615495e-09
6.2195,1.6438232920651743e-09
6.21975,1.6482481972302488e-09
6.22,1.6527807580823288e-09
6.22025,1.6574182195746672e-09
6.2205,1.6621552596678377e-09
6.22075,1.6669878611369492e-09
6.221,1.6719101856154759e-09
6.22125,1.6769124439079001e-09
6.2215,1.6819923954458445e-09
6.22175,1.6871403328760094e-09
6.222,1.6923505633126092e-09
6.22225,1.6976193371686666e-09
6.2225,1.7029364088817933e-09
6.22275,1.7083003361553438e-09
6.223,1.7137039197989454e-09
6.22325,1.7191425646923528e-09
6.2235,1.7246149942557421e-09
6.22375,1.730119105295185e-09
6.224,1.7356528503421734e-09
6.22425,1.7412152496087779e-09
6.2245,1.7468067378760577e-09
6.22475,1.7524271861817306e-09
6.225,1.7580796132146248e-09
6.22525,1.7637650760005904e-09
6.2255,1.7694882301973484e-09
6.22575,1.7752492195927036e-09
6.226,1.7810504663676729e-09
6.22625,1.7868900684945341e-09
6.2265,1.7927694960581374e-09
6.22675,1.7986875851384719e-09
6.227,1.8046430176549257e-09
6.22725,1.8106306788001525e-09
6.2275,1.8166480373460023e-09
6.22775,1.8226920124062131e-09
6.228,1.8287584950572465e-09
6.22825,1.8348422539492522e-09
6.2285,1.8409395736275462e-09
6.22875,1.8470514527787458e-09
6.229,1.8531760569289768e-09
6.22925,1.8593143712902279e-09
6.2295,1.8654666625516902e-09
6.22975,1.8716377086115967e-09
6.23,1.8778279957076333e-09
6.23025,1.8840451702470149e-09
6.2305,1.8902947351752339e-09
6.23075,1.8965823465098028e-09
6.231,1.9029114553728297e-09
6.23125,1.9092889979435498e-09
6.2315,1.9157201794122047e-09
6.23175,1.9222083804136089e-09
6.232,1.928757117371231e-09
6.23225,1.935370337736323e-09
6.2325,1.9420429921014957e-09
6.23275,1.9487779465890675e-09
6.233,1.9555744567524733e-09
6.23325,1.9624282080581285e-09
6.2335,1.9693361282737626e-09
6.23375,1.976293233016028e-09
6.234,1.9832989369015839e-09
6.23425,1.9903503165104787e-09
6.2345,1.9974450726562442e-09
6.23475,2.004582583129635e-09
6.235,2.0117637382574665e-09
6.23525,2.0189857250401751e-09
6.2355,2.026251231357685e-09
6.23575,2.0335596192214524e-09
6.236,2.0409118809767645e-09
6.23625,2.048310846629087e-09
6.2365,2.05575537222587e-09
6.23675,2.0632435471408269e-09
6.237,2.0707721658205548e-09
6.23725,2.0783396410604461e-09
6.2375,2.0859433719330767e-09
6.23775,2.0935789186836693e-09
6.238,2.1012408684990771e-09
6.23825,2.1089235931455783e-09
6.2385,2.1166225008456673e-09
6.23875,2.124327607434691e-09
6.239,2.1320298602592094e-09
6.23925,2.1397247950351714e-09
6.2395,2.1474024506825723e-09
6.23975,2.155057554336519e-09
6.24,2.1626791865800302e-09
6.24025,2.1702636598255651e-09
6.2405,2.177800614949817e-09
6.24075,2.1852855447069038e-09
6.241,2.1927136734297079e-09
6.24125,2.2000824652488575e-09
6.2415,2.2073849890380659e-09
6.24175,2.2146218088445957e-09
6.242,2.2217892756015925e-09
6.24225,2.2288886931721557e-09
6.2425,2.2359170048701062e-09
6.24275,2.2428746623250308e-09
6.243,2.2497621966867741e-09
6.24325,2.2565798107353332e-09
6.2435,2.2633246104081355e-09
6.24375,2.2699957495808425e-09
6.244,2.2765916144275403e-09
6.24425,2.283110991613992e-09
6.2445,2.2895490355690367e-09
6.24475,2.2959028450671444e-09
6.245,2.3021675946204294e-09
6.24525,2.3083358298316139e-09
6.2455,2.3144042680381621e-09
6.24575,2.3203630983192908e-09
6.246,2.32620577665356e-09
6.24625,2.3319252373829123e-09
6.2465,2.3375138843392795e-09
6.24675,2.3429679032524394e-09
6.247,2.3482809902384788e-09
6.24725,2.3534493211704273e-09
6.2475,2.3584711837783707e-09
6.24775,2.3633481599988347e-09
6.248,2.3680819134380666e-09
6.24825,2.3726772725337603e-09
6.2485,2.3771387096224117e-09
6.24875,2.381475409213826e-09
6.249,2.3856952949933552e-09
6.24925,2.3898079634168507e-09
6.2495,2.3938224504414136e-09
6.24975,2.3977474540769953e-09
6.25,2.4015910492139382e-09
6.25025,2.4053606551816466e-09
6.2505,2.4090615883082463e-09
6.25075,2.4127001341521622e-09
6.251,2.4162795732342913e-09
6.25125,2.4198029383245255e-09
6.2515,2.4232738729415549e-09
6.25175,2.4266935465910083e-09
6.252,2.4300618006731686e-09
6.25225,2.4333802224985035e-09
6.2525,2.4366491869957902e-09
6.25275,2.4398682168516825e-09
6.253,2.44303668437612e-09
6.25325,2.4461559364215462e-09
6.2535,2.4492239845029197e-09
6.25375,2.4522401303594151e-09
6.254,2.4552050745896538e-09
6.25425,2.4581160295517522e-09
6.2545,2.4609729539867807e-09
6.25475,2.4637746298441065e-09
6.255,2.4665208957240025e-09
6.25525,2.4692118654514875e-09
6.2555,2.4718483101085145e-09
6.25575,2.4744300957674716e-09
6.256,2.4769602671329877e-09
6.25625,2.4794399723988179e-09
6.2565,2.4818724681156965e-09
6.25675,2.4842589700027541e-09
6.257,2.4866010256615182e-09
6.25725,2.4889015183184945e-09
6.2575,2.4911607733884538e-09
6.25775,2.4933797196755288e-09
6.258,2.495558044078653e-09
6.25825,2.4976942597274748e-09
6.2585,2.4997863769215635e-09
6.25875,2.5018314872274321e-09
6.259,2.5038264228920908e-09
6.25925,2.5057666744938795e-09
6.2595,2.5076480902142221e-09
6.25975,2.5094658789094875e-09
6.26,2.5112163207154216e-09
6.26025,2.5128949760608409e-09
6.2605,2.5144978947322981e-09
6.26075,2.5160211746923009e-09
6.261,2.5174615063867101e-09
6.26125,2.5188161877361253e-09
6.2615,2.5200814665313207e-09
6.26175,2.5212546069678287e-09
6.262,2.5223331851724249e-09
6.26225,2.5233143948176669e-09
6.2625,2.5241962205674965e-09
6.26275,2.5249767937464868e-09
6.263,2.5256545532334636e-09
6.26325,2.5262289349710803e-09
6.2635,2.5267001868971494e-09
6.26375,2.527069139044273e-09
6.264,2.5273369732557941e-09
6.26425,2.5275062351352957e-09
6.2645,2.527579901185586e-09
6.26475,2.5275615269021498e-09
6.265,2.5274553847254032e-09
6.26525,2.5272658834132441e-09
6.2655,2.5269977463969586e-09
6.26575,2.5266560544740161e-09
6.266,2.5262461762903894e-09
6.26625,2.525773988517279e-09
6.2665,2.5252451915162469e-09
6.26675,2.5246666476802012e-09
6.267,2.5240456888662776e-09
6.26725,2.5233905429880823e-09
6.2675,2.5227100271521906e-09
6.26775,2.5220129232380505e-09
6.268,2.5213088497697753e-09
6.26825,2.520607195693e-09
6.2685,2.5199170016488369e-09
6.26875,2.5192462774994118e-09
6.269,2.5186020935881341e-09
6.26925,2.5179894293818149e-09
6.2695,2.517411668210557e-09
6.26975,2.516869791494688e-09
6.27,2.5163632035520157e-09
6.27025,2.515889015691843e-09
6.2705,2.5154430198417562e-09
6.27075,2.5150197610930721e-09
6.271,2.514612566412786e-09
6.27125,2.5142148398450701e-09
6.2715,2.5138190065718271e-09
6.27175,2.5134184892330351e-09
6.272,2.5130063703287583e-09
6.27225,2.5125769089727762e-09
6.2725,2.5121251685981492e-09
6.27275,2.5116461339745202e-09
6.273,2.5111366731400677e-09
6.27325,2.5105940349354121e-09
6.2735,2.5100162002820264e-09
6.27375,2.5094024630213949e-09
6.274,2.5087523104758718e-09
6.27425,2.5080661760234367e-09
6.2745,2.5073451688443057e-09
6.27475,2.5065915120240423e-09
6.275,2.5058074566009861e-09
6.27525,2.5049967818607073e-09
6.2755,2.5041631593916403e-09
6.27575,2.5033100937016671e-09
6.276,2.5024414111541181e-09
6.27625,2.5015601816058543e-09
6.2765,2.50067007135863e-09
6.27675,2.4997736723426387e-09
6.277,2.4988727685123713e-09
6.27725,2.4979683889596192e-09
6.2775,2.4970613869011943e-09
6.27775,2.49615084460281e-09
6.278,2.4952356251085406e-09
6.27825,2.4943145757457294e-09
6.2785,2.4933851272431069e-09
6.27875,2.4924456847597782e-09
6.279,2.4914934426066894e-09
6.27925,2.4905258402131332e-09
6.2795,2.4895413823826731e-09
6.27975,2.4885388466128635e-09
6.28,2.48751576519042e-09
6.28025,2.48647233538251e-09
6.2805,2.4854079891221272e-09
6.28075,2.4843223014181543e-09
6.281,2.483213938278001e-09
6.28125,2.4820830033134489e-09
6.2815,2.4809274258344967e-09
6.28175,2.4797444613559244e-09
6.282,2.4785319342893652e-09
6.28225,2.477285230501244e-09
6.2825,2.4759985362959806e-09
6.28275,2.4746654468162591e-09
6.283,2.4732782860542414e-09
6.28325,2.4718283226958785e-09
6.2835,2.4703069275220859e-09
6.28375,2.4687047339126273e-09
6.284,2.4670124167180213e-09
6.28425,2.465221433835097e-09
6.2845,2.4633242190157964e-09
6.28475,2.4613155692452356e-09
6.285,2.4591889943747075e-09
6.28525,2.4569404211097639e-09
6.2855,2.4545687233579776e-09
6.28575,2.4520729761837466e-09
6.286,2.4494538295617518e-09
6.28625,2.4467138323755349e-09
6.2865,2.4438583052403974e-09
6.28675,2.4408928782632121e-09
6.287,2.4378251050270013e-09
6.28725,2.4346639995013304e-09
6.2875,2.4314194709132072e-09
6.28775,2.4281025264425495e-09
6.288,2.4247251621146344e-09
6.28825,2.4212985470226716e-09
6.2885,2.4178330728840553e-09
6.28875,2.4143412335082782e-09
6.289,2.4108308797921422e-09
6.28925,2.4073107555067724e-09
6.2895,2.4037887702357115e-09
6.28975,2.4002691169936537e-09
6.29,2.3967562919288058e-09
6.29025,2.3932510097771418e-09
6.2905,2.3897558833846015e-09
6.29075,2.3862701902952068e-09
6.291,2.3827951327229538e-09
6.29125,2.3793308186619463e-09
6.2915,2.3758768066738417e-09
6.29175,2.3724323844765316e-09
6.292,2.3689973199372683e-09
6.29225,2.365569791020773e-09
6.2925,2.3621503912943069e-09
6.29275,2.3587372491118442e-09
6.293,2.3553269910353501e-09
6.29325,2.3519159410242328e-09
6.2935,2.3485015011046649e-09
6.29375,2.3450788755167145e-09
6.294,2.3416426267727219e-09
6.29425,2.3381890352672936e-09
6.2945,2.3347111854618107e-09
6.29475,2.3312038694108092e-09
6.295,2.3276613697195563e-09
6.29525,2.3240779405128202e-09
6.2955,2.3204474401559665e-09
6.29575,2.3167634308202649e-09
6.296,2.3130214347340472e-09
6.29625,2.3092127086171236e-09
6.2965,2.3053274647985432e-09
6.29675,2.3013603270606985e-09
6.297,2.297297050542639e-09
6.29725,2.293128264877375e-09
6.2975,2.2888421263578988e-09
6.29775,2.2844283334536928e-09
6.298,2.2798723399066502e-09
6.29825,2.2751637053855593e-09
6.2985,2.2702906630124732e-09
6.29875,2.2652459098020197e-09
6.299,2.2600255991353236e-09
6.29925,2.2546273480341135e-09
6.2995,2.2490513401526851e-09
6.29975,2.2433021069721459e-09
6.3,2.2373876138870451e-09
6.30025,2.231321567053006e-09
6.3005,2.2251152661333294e-09
6.30075,2.2187869962669358e-09
6.301,2.2123542111825122e-09
6.30125,2.2058344027141349e-09
6.3015,2.1992480636998067e-09
6.30175,2.1926129624548949e-09
6.302,2.1859463084017677e-09
6.30225,2.1792639285198287e-09
6.3025,2.1725787952057956e-09
6.30275,2.1659013497357648e-09
6.303,2.1592398663383466e-09
6.30325,2.1525996804162638e-09
6.3035,2.1459830965290478e-09
6.30375,2.1393922053984345e-09
6.304,2.1328220922498999e-09
6.30425,2.1262675834473826e-09
6.3045,2.1197252789038572e-09
6.30475,2.1131855999897439e-09
6.305,2.1066395225903934e-09
6.30525,2.1000778520215655e-09
6.3055,2.0934912958848827e-09
6.30575,2.0868692497527454e-09
6.306,2.0802032695034164e-09
6.30625,2.0734887156354532e-09
6.3065,2.066716556331794e-09
6.30675,2.0598880530728451e-09
6.307,2.0530004648518728e-09
6.30725,2.0460554820598753e-09
6.3075,2.0390593746839033e-09
6.30775,2.0320182930782143e-09
6.308,2.0249422259037983e-09
6.30825,2.0178382683747742e-09
6.3085,2.0107205217690818e-09
6.30875,2.0035965753574232e-09
6.309,1.996477375900672e-09
6.30925,1.9893918359760217e-09
6.3095,1.9823120953945745e-09
6.30975,1.9752572040087228e-09
6.31,1.9682341212858544e-09
6.31025,1.9612596571286444e-09
6.3105,1.9543234273705323e-09
6.31075,1.9474102526550021e-09
6.311,1.9405273546304236e-09
6.31125,1.9336909844498425e-09
6.3115,1.9268790585586062e-09
6.31175,1.9200778529767546e-09
6.312,1.9132927911505585e-09
6.31225,1.906542959190231e-09
6.3125,1.8998078020809792e-09
6.31275,1.8930700808121721e-09
6.313,1.8863438138835271e-09
6.31325,1.8796465146928713e-09
6.3135,1.8729589045966275e-09
6.31375,1.8662648996446114e-09
6.314,1.8595810637540319e-09
6.31425,1.8529306718245565e-09
6.3145,1.8462742393379645e-09
6.31475,1.8396344896499303e-09
6.315,1.8330321391739808e-09
6.31525,1.8264324047076466e-09
6.3155,1.8198567744970107e-09
6.31575,1.8133030970352471e-09
6.316,1.8067879665897796e-09
6.31625,1.8003007352386515e-09
6.3165,1.7938173987667508e-09
6.31675,1.7873511717544944e-09
6.317,1.7809178460610505e-09
6.31725,1.7744937082960647e-09
6.3175,1.7680641509057779e-09
6.31775,1.7616394315583976e-09
6.318,1.7552355493074559e-09
6.31825,1.7488355946369759e-09
6.3185,1.7424228477223461e-09
6.31875,1.7360186621419081e-09
6.319,1.7296457190649138e-09
6.31925,1.7232686802190431e-09
6.3195,1.7169160520847279e-09
6.31975,1.7105941497793399e-09
6.32,1.7043254942447969e-09
6.32025,1.6980862201815169e-09
6.3205,1.6919003072494978e-09
6.32075,1.685769645882909e-09
6.321,1.6797188247180529e-09
6.32125,1.6737160656809496e-09
6.3215,1.6677802613905867e-09
6.32175,1.6619116007468322e-09
6.322,1.6561216732562524e-09
6.32225,1.6504017958323301e-09
6.3225,1.6447293919919613e-09
6.32275,1.6391134475203001e-09
6.323,1.6335678090206667e-09
6.32325,1.6280674929213795e-09
6.3235,1.622597025849816e-09
6.32375,1.6171624561894192e-09
6.324,1.6117757518102673e-09
6.32425,1.6064187614103328e-09
6.3245,1.6010823719595744e-09
6.32475,1.5957746232795226e-09
6.325,1.5905140955147779e-09
6.32525,1.5852892492791909e-09
6.3255,1.5800974745059982e-09
6.32575,1.5749580166850273e-09
6.326,1.5698931406715782e-09
6.32625,1.5648999115580578e-09
6.3265,1.559981774003035e-09
6.32675,1.5551599448781742e-09
6.327,1.5504613016044161e-09
6.32725,1.5458743451549135e-09
6.3275,1.5414224416750349e-09
6.32775,1.5371175698755485e-09
6.328,1.532979783750657e-09
6.32825,1.5289962548119156e-09
6.3285,1.5251819089049741e-09
6.32875,1.5215392184762882e-09
6.329,1.5180799653624775e-09
6.32925,1.514781986657336e-09
6.3295,1.5116503516510744e-09
6.32975,1.5086787294008598e-09
6.33,1.5058701994971571e-09
6.33025,1.5031976141681522e-09
6.3305,1.5006597451742754e-09
6.33075,1.498246352114451e-09
6.331,1.495954787080756e-09
6.33125,1.4937694276477877e-09
6.3315,1.4916736436710734e-09
6.33175,1.4896637266411102e-09
6.332,1.4877432644776347e-09
6.33225,1.4858949079620657e-09
6.3325,1.48410963465318e-09
6.33275,1.4823884789791191e-09
6.333,1.4807366000076838e-09
6.33325,1.479143592916935e-09
6.3335,1.4776032520726954e-09
