Physical Time (s),etp_left Monitor (W)
4.48,1.2881053079080697e-09
4.4825,1.2847853351283917e-09
4.485,1.2822877070627286e-09
4.4875,1.2806039001602661e-09
4.49,1.2797169127021429e-09
4.4925,1.2796205872471176e-09
4.495,1.2802972255652946e-09
4.4975,1.2817178135827169e-09
4.5,1.28383388172306e-09
4.5025,1.2865809042273518e-09
4.505,1.2898857003730542e-09
4.5075,1.293675341317826e-09
4.51,1.2978778401387463e-09
4.5125,1.3024302907848822e-09
4.515,1.3072883743060582e-09
4.5175,1.3124207173607401e-09
4.52,1.3178022139945516e-09
4.5225,1.323408242728664e-09
4.525,1.3292179139926913e-09
4.5275,1.335208959644842e-09
4.53,1.3413701545027293e-09
4.5325,1.3477016649756785e-09
4.535,1.3542291748902976e-09
4.5375,1.3609884977320794e-09
4.54,1.3680297241987703e-09
4.5425,1.3754051773830917e-09
4.545,1.3831687678716424e-09
4.5475,1.3913730154635411e-09
4.55,1.4001258951803595e-09
4.5525,1.4093546889196416e-09
4.555,1.4192197549274629e-09
4.5575,1.4296796624289469e-09
4.56,1.4408882602402588e-09
4.5625,1.4528622883532451e-09
4.565,1.4656336741168908e-09
4.5675,1.4792473627367544e-09
4.57,1.4937576460166544e-09
4.5725,1.5091899634491226e-09
4.575,1.5255767765341316e-09
4.5775,1.5429307361590718e-09
4.58,1.561301341101922e-09
4.5825,1.5806676131110869e-09
4.585,1.6010346324941286e-09
4.5875,1.6224087593514807e-09
4.59,1.6447832342377669e-09
4.5925,1.6681499337579024e-09
4.595,1.6924648011957752e-09
4.5975,1.7176971127287693e-09
4.6,1.743777844343767e-09
4.6025,1.7706346518231077e-09
4.605,1.798191269496865e-09
4.6075,1.8263636080871209e-09
4.61,1.8550810258398837e-09
4.6125,1.8842495959259612e-09
4.615,1.9136060203206599e-09
4.6175,1.9433144889425719e-09
4.62,1.9730294958097971e-09
4.6225,2.0029193135180463e-09
4.625,2.0326116381895501e-09
4.6275,2.062314696313112e-09
4.63,2.0915818511061097e-09
4.6325,2.1206123879782555e-09
4.635,2.1489218893348711e-09
4.6375,2.176516025514648e-09
4.64,2.2032493432446658e-09
4.6425,2.2289972459491133e-09
4.645,2.2536578526968276e-09
4.6475,2.2771540038165028e-09
4.65,2.2994329124498026e-09
4.6525,2.320451369224162e-09
4.655,2.3401825114553208e-09
4.6575,2.3586003777749629e-09
4.66,2.375681396615561e-09
4.6625,2.3914087280093928e-09
4.665,2.4057753573963716e-09
4.6675,2.4187930961479897e-09
4.67,2.430493927111101e-09
4.6725,2.4409397510947425e-09
4.675,2.4502152242215254e-09
4.6775,2.458421553212702e-09
4.68,2.4656627466830115e-09
4.6825,2.4720420136190878e-09
4.685,2.4776529086245103e-09
4.6875,2.4825807026443129e-09
4.69,2.4869112592075981e-09
4.6925,2.4907397356405461e-09
4.695,2.4941554630915652e-09
4.6975,2.497263391305907e-09
4.7,2.5001680551989822e-09
4.7025,2.5029783600395253e-09
4.705,2.5057944908228704e-09
4.7075,2.5087006706473116e-09
4.71,2.5117822552212477e-09
4.7125,2.5150889247793607e-09
4.715,2.5186742815504003e-09
4.7175,2.522578192984151e-09
4.72,2.5268316716997687e-09
4.7225,2.531453532256965e-09
4.725,2.5364438673919112e-09
4.7275,2.5417741604904862e-09
4.73,2.5474009203315932e-09
4.7325,2.5532579586255533e-09
4.735,2.5592740401651154e-09
4.7375,2.5653818181393994e-09
4.74,2.5715182608352145e-09
4.7425,2.5776154915909951e-09
4.745,2.5836164127988874e-09
4.7475,2.5894560247302641e-09
4.75,2.5950586390630013e-09
4.7525,2.6003334906044249e-09
4.755,2.6051779004280077e-09
4.7575,2.6094776213224113e-09
4.76,2.6131145839689818e-09
4.7625,2.6159643484756752e-09
4.765,2.6179019770671124e-09
4.7675,2.618812386919381e-09
4.77,2.618581925028046e-09
4.7725,2.6171004268728793e-09
4.775,2.6142631082468383e-09
4.7775,2.6099851505001942e-09
4.78,2.6041963205748532e-09
4.7825,2.5968503575384e-09
4.785,2.5879230952884314e-09
4.7875,2.5774164762059719e-09
4.79,2.5652742512729771e-09
4.7925,2.5516591257868469e-09
4.795,2.5365370004695882e-09
4.7975,2.5198506811303161e-09
4.8,2.5018431002172303e-09
4.8025,2.4823959797143848e-09
4.805,2.4617594669643041e-09
4.8075,2.4398568094497226e-09
4.81,2.4169628344514326e-09
4.8125,2.3930141150313671e-09
4.815,2.3681806503864462e-09
4.8175,2.3426189439399983e-09
4.82,2.3164384937196013e-09
4.8225,2.2897822619737775e-09
4.825,2.2627747374517916e-09
4.8275,2.2355651222999862e-09
4.83,2.2082576525744773e-09
4.8325,2.1809760130358879e-09
4.835,2.1538266177387227e-09
4.8375,2.1269410997798563e-09
4.84,2.100425539188051e-09
4.8425,2.0744598168090928e-09
4.845,2.0490404995938356e-09
4.8475,2.0242911926626737e-09
4.85,2.0002212796862527e-09
4.8525,1.9768426900106679e-09
4.855,1.9542144509980288e-09
4.8575,1.9324017278984299e-09
4.86,1.9113992719914945e-09
4.8625,1.8912097311284972e-09
4.865,1.8718325199617017e-09
4.8675,1.8532740943942735e-09
4.87,1.8355256914139716e-09
4.8725,1.8186898997210069e-09
4.875,1.802571800570362e-09
4.8775,1.7873549937908589e-09
4.88,1.7729436805560678e-09
4.8825,1.7592092390874809e-09
4.885,1.746250486304883e-09
4.8875,1.7338410129945163e-09
4.89,1.7218354409100127e-09
4.8925,1.710103075777584e-09
4.895,1.6985601954974119e-09
4.8975,1.6871619561159245e-09
4.9,1.6758790815899795e-09
4.9025,1.6646838473418833e-09
4.905,1.6535227711982779e-09
4.9075,1.64231878230451e-09
4.91,1.6309905953037428e-09
4.9125,1.6194724459427322e-09
4.915,1.6077240269187874e-09
4.9175,1.5957220805584858e-09
4.92,1.5834654083187928e-09
4.9225,1.5709753968809853e-09
4.925,1.5582771268088153e-09
4.9275,1.5454085420602816e-09
4.93,1.5324113381562689e-09
4.9325,1.5193230110342757e-09
4.935,1.5061752192991556e-09
4.9375,1.4930086421618228e-09
4.94,1.4798788501740422e-09
4.9425,1.4668594437954453e-09
4.945,1.454035790810341e-09
4.9475,1.4415063511948736e-09
4.95,1.4293814364700536e-09
4.9525,1.4177624012870014e-09
4.955,1.4067456078619544e-09
4.9575,1.3963978810682838e-09
4.96,1.3867760072172152e-09
4.9625,1.37793024436765e-09
4.965,1.3699106785996932e-09
4.9675,1.3627740791672401e-09
4.97,1.3565911974786875e-09
4.9725,1.3514331865751487e-09
4.975,1.347352112610151e-09
4.9775,1.3443856663028891e-09
4.98,1.3425488755338594e-09
4.9825,1.3418265163017521e-09
4.985,1.342206747689306e-09
4.9875,1.3436630394136586e-09
4.99,1.3461833020625327e-09
4.9925,1.3497485658120493e-09
4.995,1.3543442919374892e-09
4.9975,1.359963750345988e-09
5.0,1.3665950789133897e-09
5.00025,1.3718371638269687e-09
5.0005,1.3771008148082398e-09
5.00075,1.3824304520417004e-09
5.001,1.3878724947073668e-09
5.00125,1.3934042337244314e-09
5.0015,1.3990247078673759e-09
5.00175,1.4047012244616958e-09
5.002,1.4104724387921518e-09
5.00225,1.4163503823506916e-09
5.0025,1.4223453131255699e-09
5.00275,1.4284599413133202e-09
5.003,1.4346852504326368e-09
5.00325,1.4410171266637195e-09
5.0035,1.4474490055114133e-09
5.00375,1.4539785322138983e-09
5.004,1.4606582845166646e-09
5.00425,1.4673764267321167e-09
5.0045,1.4741820995622165e-09
5.00475,1.4810616743834421e-09
5.005,1.4880083886730234e-09
5.00525,1.4950199997238293e-09
5.0055,1.502096192557489e-09
5.00575,1.5092468668447893e-09
5.006,1.5164606329096366e-09
5.00625,1.5236596854042901e-09
5.0065,1.5308779067273757e-09
5.00675,1.5380034701024527e-09
5.007,1.5450613591501926e-09
5.00725,1.551926222598191e-09
5.0075,1.5585950015679778e-09
5.00775,1.5649325275906834e-09
5.008,1.5709299747896906e-09
5.00825,1.5764488034364436e-09
5.0085,1.5814776555203671e-09
5.00875,1.5859311590165217e-09
5.009,1.5897517753371058e-09
5.00925,1.5929311135227533e-09
5.0095,1.5955080390260769e-09
5.00975,1.5974935635440762e-09
5.01,1.5989216678069458e-09
5.01025,1.599902417927188e-09
5.0105,1.6006271266187209e-09
5.01075,1.6011532661790723e-09
5.011,1.6016913914997648e-09
5.01125,1.6023611168571557e-09
5.0115,1.6033306528928252e-09
5.01175,1.604654688825947e-09
5.012,1.6064942901881031e-09
5.01225,1.6088837369292517e-09
5.0125,1.611823909684785e-09
5.01275,1.6153329904474261e-09
5.013,1.6193919289478985e-09
5.01325,1.6239445246321895e-09
5.0135,1.6288920071941771e-09
5.01375,1.634137863779494e-09
5.014,1.6395676447262916e-09
5.01425,1.6451014755507198e-09
5.0145,1.6506682068387326e-09
5.01475,1.6562196611733923e-09
5.015,1.6617027683743094e-09
5.01525,1.6671738282428463e-09
5.0155,1.6727264770909242e-09
5.01575,1.6784218758736176e-09
5.016,1.6843520509457653e-09
5.01625,1.6906092094479035e-09
5.0165,1.6972659554634572e-09
5.01675,1.704388751882389e-09
5.017,1.7119146962424016e-09
5.01725,1.7198210040903309e-09
5.0175,1.7280508585017999e-09
5.01775,1.7364825215331634e-09
5.018,1.7449655763413197e-09
5.01825,1.7534408494559354e-09
5.0185,1.7618797120156963e-09
5.01875,1.7702254836865036e-09
5.019,1.7784662503818998e-09
5.01925,1.7866989897655777e-09
5.0195,1.7950415624847217e-09
5.01975,1.803598941053854e-09
5.02,1.812462466819345e-09
5.02025,1.8217556988866507e-09
5.0205,1.8315851980470963e-09
5.02075,1.8419870015986883e-09
5.021,1.8528897752284554e-09
5.02125,1.8642847980605931e-09
5.0215,1.8761235477483646e-09
5.02175,1.8882639458044827e-09
5.022,1.9005503223870863e-09
5.02225,1.9129175584252577e-09
5.0225,1.9253481534382846e-09
5.02275,1.9377865006607026e-09
5.023,1.9502200582285197e-09
5.02325,1.9627640637088333e-09
5.0235,1.9755798266297673e-09
5.02375,1.988766014021792e-09
5.024,2.0024059213174509e-09
5.02425,2.0166557322071794e-09
5.0245,2.0316261124653252e-09
5.02475,2.0473029727177337e-09
5.025,2.0636157482506018e-09
5.02525,2.0805211767584306e-09
5.0255,2.0979409618718622e-09
5.02575,2.115700914712437e-09
5.026,2.1335939420374857e-09
5.02625,2.1515153346972639e-09
5.0265,2.1693768621682425e-09
5.02675,2.1870437772471791e-09
5.027,2.204406418830233e-09
5.02725,2.2214897287707337e-09
5.0275,2.2383417668281712e-09
5.02775,2.2549619693966182e-09
5.028,2.2713568196876692e-09
5.02825,2.2876182885318343e-09
5.0285,2.3038224807950818e-09
5.02875,2.3199768415639612e-09
5.029,2.3360438344553842e-09
5.02925,2.352062972498806e-09
5.0295,2.3680524723429286e-09
5.02975,2.3839504958196434e-09
5.03,2.3996641017933173e-09
5.03025,2.4151972595610329e-09
5.0305,2.430572601485823e-09
5.03075,2.4457165044022629e-09
5.031,2.4605613942399548e-09
5.03125,2.4751398282401253e-09
5.0315,2.4894871836125646e-09
5.03175,2.5035631650186743e-09
5.032,2.5173193903395102e-09
5.03225,2.5307932322623268e-09
5.0325,2.5440215342712208e-09
5.03275,2.5569624019050323e-09
5.033,2.5695699166179495e-09
5.03325,2.5818733006380748e-09
5.0335,2.5939104787449121e-09
5.03375,2.6056551960454848e-09
5.034,2.6170748927539353e-09
5.03425,2.6282254939225989e-09
5.0345,2.6391677216214687e-09
5.03475,2.6498951795742234e-09
5.035,2.6603961046236129e-09
5.03525,2.6707269829785605e-09
5.0355,2.6809340349047974e-09
5.03575,2.6910060069947627e-09
5.036,2.7009153784302266e-09
5.03625,2.7106851507033351e-09
5.0365,2.7203224951816592e-09
5.03675,2.7297865058217373e-09
5.037,2.7390216028016938e-09
5.03725,2.748018295829185e-09
5.0375,2.756761913570547e-09
5.03775,2.7652047775726597e-09
5.038,2.7732946945636171e-09
5.03825,2.7810161191959363e-09
5.0385,2.7883602494564304e-09
5.03875,2.7952910895350292e-09
5.039,2.8017764298376404e-09
5.03925,2.8078130612729061e-09
5.0395,2.8133956516812095e-09
5.03975,2.8185044980813615e-09
5.04,2.8231160055822023e-09
5.04025,2.8272365231431768e-09
5.0405,2.8308699566801449e-09
5.04075,2.8340066278181406e-09
5.041,2.8366386757990621e-09
5.04125,2.8387777234489781e-09
5.0415,2.8404453965216338e-09
5.04175,2.841644897593091e-09
5.042,2.8423841585966415e-09
5.04225,2.8426920871107547e-09
5.0425,2.8425955856350846e-09
5.04275,2.8421111554403406e-09
5.043,2.8412580887470581e-09
5.04325,2.8400613084579968e-09
5.0435,2.8385450035553839e-09
5.04375,2.8367249650715873e-09
5.044,2.8346123187821019e-09
5.04425,2.8322234917609823e-09
5.0445,2.8295679672499533e-09
5.04475,2.8266466542930613e-09
5.045,2.823464654686462e-09
5.04525,2.8200230813415877e-09
5.0455,2.8163203371251213e-09
5.04575,2.8123543560489235e-09
5.046,2.8081331542624316e-09
5.04625,2.8036549071713464e-09
5.0465,2.7989150314868188e-09
5.04675,2.7939257742537441e-09
5.047,2.7887064074344571e-09
5.04725,2.7832656313777779e-09
5.0475,2.7776139181210609e-09
5.04775,2.7717815115203452e-09
5.048,2.7657984327359912e-09
5.04825,2.7596865012619812e-09
5.0485,2.7534690178236392e-09
5.04875,2.747179418429167e-09
5.049,2.7408549442191255e-09
5.04925,2.7345136791526798e-09
5.0495,2.7281742975454158e-09
5.04975,2.721862715301919e-09
5.05,2.7156084420425484e-09
5.05025,2.7094166124543255e-09
5.0505,2.7032847916386128e-09
5.05075,2.6972284041563933e-09
5.051,2.6912646695350906e-09
5.05125,2.6853837725102154e-09
5.0515,2.6795780432520109e-09
5.05175,2.6738583435162879e-09
5.052,2.6682379603023249e-09
5.05225,2.6627089425021176e-09
5.0525,2.6572722020153885e-09
5.05275,2.6519419250394772e-09
5.053,2.6467409314880848e-09
5.05325,2.6416719896070003e-09
5.0535,2.6367364804264796e-09
5.05375,2.6319579590493479e-09
5.054,2.6273648432760434e-09
5.05425,2.6229588885309256e-09
5.0545,2.6187450344771228e-09
5.05475,2.6147435015250715e-09
5.055,2.610973439464861e-09
5.05525,2.6074333555619908e-09
5.0555,2.6041228236968187e-09
5.05575,2.60106675690987e-09
5.056,2.598239136889665e-09
5.05625,2.59566491697559e-09
5.0565,2.5933342842960665e-09
5.05675,2.5912342908980363e-09
5.057,2.5893734333048044e-09
5.05725,2.5877542231796472e-09
5.0575,2.586368181117618e-09
5.05775,2.5852164112692307e-09
5.058,2.5842811234748084e-09
5.05825,2.5835655804592914e-09
5.0585,2.5830660998354678e-09
5.05875,2.5827664492626246e-09
5.059,2.582661810023881e-09
5.05925,2.5827309375197216e-09
5.0595,2.5829651698720695e-09
5.05975,2.5833572678994469e-09
5.06,2.5838862535875976e-09
5.06025,2.5845343511560342e-09
5.0605,2.5852821074551661e-09
5.06075,2.5861184831293318e-09
5.061,2.5870322694048678e-09
5.06125,2.5880043694633752e-09
5.0615,2.5890203012900394e-09
5.06175,2.5900676824791562e-09
5.062,2.5911420225846173e-09
5.06225,2.5922398718302622e-09
5.0625,2.5933525778678715e-09
5.06275,2.594474040050342e-09
5.063,2.5956037892060863e-09
5.06325,2.5967449846172764e-09
5.0635,2.5979017926520389e-09
5.06375,2.5990764520827901e-09
5.064,2.6002719637741462e-09
5.06425,2.6014980007745351e-09
5.0645,2.6027636942244874e-09
5.06475,2.6040779318194061e-09
5.065,2.6054496185779751e-09
5.06525,2.6068837159308579e-09
5.0655,2.6083917642519415e-09
5.06575,2.6099800676439074e-09
5.066,2.6116543144426098e-09
5.06625,2.6134179593321384e-09
5.0665,2.6152661003179304e-09
5.06675,2.6172001576282191e-09
5.067,2.6192077973317203e-09
5.06725,2.6212889419413768e-09
5.0675,2.6234342747103958e-09
5.06775,2.6256238557180389e-09
5.068,2.6278471964755659e-09
5.06825,2.6300849904743436e-09
5.0685,2.6323290163061777e-09
5.06875,2.6345545759700653e-09
5.069,2.6367537413977385e-09
5.06925,2.6389167151765122e-09
5.0695,2.6410212714237268e-09
5.06975,2.6430619916892303e-09
5.07,2.6450339989701866e-09
5.07025,2.646921279271261e-09
5.0705,2.6487260063604347e-09
5.07075,2.6504412057518221e-09
5.071,2.6520707054630086e-09
5.07125,2.6536062329840754e-09
5.0715,2.6550496552648054e-09
5.07175,2.6564041822674717e-09
5.072,2.6576717427383263e-09
5.07225,2.6588557361368272e-09
5.0725,2.6599595783942598e-09
5.07275,2.6609870510394937e-09
5.073,2.6619361334136246e-09
5.07325,2.6628125156984266e-09
5.0735,2.6636113374664544e-09
5.07375,2.6643312749016913e-09
5.074,2.6649676576562347e-09
5.07425,2.6655136330912274e-09
5.0745,2.6659580507237582e-09
5.07475,2.6662832402133224e-09
5.075,2.6664794040195174e-09
5.07525,2.6665319865540866e-09
5.0755,2.6664205685677502e-09
5.07575,2.6661274371537442e-09
5.076,2.6656325506014517e-09
5.07625,2.6649329914007415e-09
5.0765,2.6640087590836146e-09
5.07675,2.6628513256552782e-09
5.077,2.6614418844798733e-09
5.07725,2.6597887526623941e-09
5.0775,2.6578789707622272e-09
5.07775,2.6557107991341516e-09
5.078,2.6532705711656163e-09
5.07825,2.650577047838262e-09
5.0785,2.6476159003734645e-09
5.07875,2.6443742729289318e-09
5.079,2.6408783695980929e-09
5.07925,2.6371117804044238e-09
5.0795,2.6330590741545401e-09
5.07975,2.6287513364349692e-09
5.08,2.6241707407980986e-09
5.08025,2.6193033846611566e-09
5.0805,2.6141805235179797e-09
5.08075,2.6087854124488745e-09
5.081,2.603098449025818e-09
5.08125,2.5971582838764541e-09
5.0815,2.5909399963136462e-09
5.08175,2.5844213182711008e-09
5.082,2.5776414937532332e-09
5.08225,2.5705738692384312e-09
5.0825,2.5631884896187643e-09
5.08275,2.5555368566834559e-09
5.083,2.5475848832113114e-09
5.08325,2.5393023477378306e-09
5.0835,2.5307507999660091e-09
5.08375,2.5219039862967665e-09
5.084,2.5127741959814862e-09
5.08425,2.5033254007154521e-09
5.0845,2.4936438722853418e-09
5.08475,2.4836957053812374e-09
5.085,2.4735221143971909e-09
5.08525,2.463091483998608e-09
5.0855,2.4525051388217434e-09
5.08575,2.4417318365459588e-09
5.086,2.43081645863929e-09
5.08625,2.4197225937843089e-09
5.0865,2.4085574619690667e-09
5.08675,2.3972882600815424e-09
5.087,2.3859587878131182e-09
5.08725,2.3745314046243707e-09
5.0875,2.3631054972312618e-09
5.08775,2.3516438443379429e-09
5.088,2.3401839830978245e-09
5.08825,2.3286812753650926e-09
5.0885,2.3172341009002897e-09
5.08875,2.3058034488478271e-09
5.089,2.2944182271801432e-09
5.08925,2.2830294829401914e-09
5.0895,2.2717420764133395e-09
5.08975,2.260500650737362e-09
5.09,2.2493366296246541e-09
5.09025,2.2381866956959426e-09
5.0905,2.227157839592283e-09
5.09075,2.2161924813264795e-09
5.091,2.2053092295040153e-09
5.09125,2.1944506996786331e-09
5.0915,2.1837163155962378e-09
5.09175,2.1730382811362529e-09
5.092,2.1624401562435169e-09
5.09225,2.1518465234970305e-09
5.0925,2.1413658859774092e-09
5.09275,2.1309254434309431e-09
5.093,2.1205420007415277e-09
5.09325,2.1101449009595231e-09
5.0935,2.0998290097019367e-09
5.09375,2.089531471709588e-09
5.094,2.0792676425611202e-09
5.09425,2.0689714606200645e-09
5.0945,2.0587387785532812e-09
5.09475,2.0485083076395488e-09
5.095,2.0382969329811478e-09
5.09525,2.0280423774706734e-09
5.0955,2.0178418095739947e-09
5.09575,2.0076399347507144e-09
5.096,1.9974560780685272e-09
5.09625,1.9872306485973744e-09
5.0965,1.9770602188420645e-09
5.09675,1.9668906634957956e-09
5.097,1.9567379708835028e-09
5.09725,1.9465414826424588e-09
5.0975,1.9364003589281216e-09
5.09775,1.9262549281188443e-09
5.098,1.9160638065652615e-09
5.09825,1.9059162092993783e-09
5.0985,1.8957660365838993e-09
5.09875,1.8855793427005366e-09
5.099,1.8754415490122921e-09
5.09925,1.8653103959621689e-09
5.0995,1.8551467465300784e-09
5.09975,1.8450425975882938e-09
5.1,1.8349613841935298e-09
5.10025,1.8248741895321671e-09
5.1005,1.8148716016626817e-09
5.10075,1.8049235016130306e-09
5.101,1.7949963020671344e-09
5.10125,1.7851849763220492e-09
5.1015,1.7754475709435046e-09
5.10175,1.7658071578515368e-09
5.102,1.7562097759002242e-09
5.10225,1.7467436848014674e-09
5.1025,1.7373677013217406e-09
5.10275,1.7281057662419083e-09
5.103,1.7188989663215269e-09
5.10325,1.7098278932682005e-09
5.1035,1.7008429357030647e-09
5.10375,1.6919021540930015e-09
5.104,1.6830864849389944e-09
5.10425,1.6743444340010403e-09
5.1045,1.6656237665349321e-09
5.10475,1.6570080635020934e-09
5.105,1.6484443836225078e-09
5.10525,1.6398796867890311e-09
5.1055,1.6314003876831457e-09
5.10575,1.6229521844572022e-09
5.106,1.6144984421152632e-09
5.10625,1.606112299581531e-09
5.1065,1.5977541655190757e-09
5.10675,1.5893941497674964e-09
5.107,1.5811077078094852e-09
5.10725,1.5728565701865382e-09
5.1075,1.5646129281800391e-09
5.10775,1.5564495307293861e-09
5.108,1.5483307721406844e-09
5.10825,1.5402244163830338e-09
5.1085,1.5322062824482869e-09
5.10875,1.5242357341661811e-09
5.109,1.5162708660536968e-09
5.10925,1.5083470468571781e-09
5.1095,1.5004743246847139e-09
5.10975,1.4926343747493111e-09
5.11,1.4848458953640512e-09
5.11025,1.4770508229507719e-09
5.1105,1.4692696388653302e-09
5.11075,1.4615161621756401e-09
5.111,1.4537669291001051e-09
5.11125,1.4460480658644376e-09
5.1115,1.4383139233002797e-09
5.11175,1.4305825372063695e-09
5.112,1.42287196993437e-09
5.11225,1.4151647437047429e-09
5.1125,1.4074891509599435e-09
5.11275,1.3997971642106453e-09
5.113,1.3921177203211162e-09
5.11325,1.3844690735976824e-09
5.1135,1.3768347145437901e-09
5.11375,1.3692492320294025e-09
5.114,1.3616666083808232e-09
5.11425,1.3541172772885728e-09
5.1145,1.3466268884259273e-09
5.11475,1.3391806522363983e-09
5.115,1.3318091241685378e-09
5.11525,1.3244779306031965e-09
5.1155,1.3172205630322172e-09
5.11575,1.3100605550651707e-09
5.116,1.3029953547653703e-09
5.11625,1.2960581541320013e-09
5.1165,1.2892232811735939e-09
5.11675,1.2825247339228966e-09
5.117,1.2759885702216264e-09
5.11725,1.2696128171379345e-09
5.1175,1.2634325570993717e-09
5.11775,1.2574205205015538e-09
5.118,1.2516095890323921e-09
5.11825,1.2460261809121517e-09
5.1185,1.2406689979266581e-09
5.11875,1.2355684794031643e-09
5.119,1.2307006627763417e-09
5.11925,1.2260968644241397e-09
5.1195,1.2217818772419424e-09
5.11975,1.2177521443239261e-09
5.12,1.2140325423906135e-09
5.12025,1.2106074066106149e-09
5.1205,1.2074970620639942e-09
5.12075,1.2047198418326592e-09
5.121,1.2022691143242792e-09
5.12125,1.2001557449635272e-09
5.1215,1.1983685220772471e-09
5.12175,1.1969160961199433e-09
5.122,1.1958055192546285e-09
5.12225,1.1950265353883358e-09
5.1225,1.1945786958647564e-09
5.12275,1.1944469849901829e-09
5.123,1.1946316310550797e-09
5.12325,1.1951293911196383e-09
5.1235,1.1959306619670918e-09
5.12375,1.1970226196605908e-09
5.124,1.1983979609031968e-09
5.12425,1.2000536431698168e-09
5.1245,1.2019818054319952e-09
5.12475,1.2041760805796722e-09
5.125,1.2066235495179324e-09
5.12525,1.2093287374872248e-09
5.1255,1.2122851074708945e-09
5.12575,1.2154865405241006e-09
5.126,1.2189311819050327e-09
5.12625,1.2226003155836404e-09
5.1265,1.2265029143653923e-09
5.12675,1.2306268912715362e-09
5.127,1.2349611312321007e-09
5.12725,1.2394971981093987e-09
5.1275,1.2442207069737886e-09
5.12775,1.2491200839405326e-09
5.128,1.2541689485329614e-09
5.12825,1.2593637240933214e-09
5.1285,1.26470445527108e-09
5.12875,1.2701665675221232e-09
5.129,1.2757278466276566e-09
5.12925,1.2813844130841325e-09
5.1295,1.2871385085232021e-09
5.12975,1.2929670340694254e-09
5.13,1.298846523095433e-09
5.13025,1.3047836402612516e-09
5.1305,1.3107807046834233e-09
5.13075,1.3168179640972849e-09
5.131,1.3228664826215774e-09
5.13125,1.3289331950241977e-09
5.1315,1.3350245760489591e-09
5.13175,1.341115470539722e-09
5.132,1.3471791269357352e-09
5.13225,1.3532251714294596e-09
5.1325,1.3592611680887158e-09
5.13275,1.3652625193096325e-09
5.133,1.3712030105923733e-09
5.13325,1.3770919105078615e-09
5.1335,1.3829358971661248e-09
5.13375,1.3887135488148786e-09
5.134,1.394395674920371e-09
5.13425,1.3999905409809251e-09
5.1345,1.4055102033831448e-09
5.13475,1.4109266542899336e-09
5.135,1.4162084024790768e-09
5.13525,1.4213639039627706e-09
5.1355,1.4264040527532113e-09
5.13575,1.4312964515865121e-09
5.136,1.4360187613858851e-09
5.13625,1.4405753317477335e-09
5.1365,1.4449729519626574e-09
5.13675,1.4491891108995097e-09
5.137,1.4532015260513761e-09
5.13725,1.457017970033401e-09
5.1375,1.4606431337898079e-09
5.13775,1.4640602539880359e-09
5.138,1.4672495858505691e-09
5.13825,1.4702132602092586e-09
5.1385,1.4729557751805662e-09
5.13875,1.4754567581586137e-09
5.139,1.4776955757500884e-09
5.13925,1.4796741514728844e-09
5.1395,1.4813904510287436e-09
5.13975,1.4828284523390309e-09
5.14,1.4839736442615746e-09
5.14025,1.4848273151104125e-09
5.1405,1.4853903328398624e-09
5.14075,1.4856555183538073e-09
5.141,1.4856199008774304e-09
5.14125,1.4852910853478631e-09
5.1415,1.4846775658058862e-09
5.14175,1.4837847368022021e-09
5.142,1.4826228757495151e-09
5.14225,1.4812063338781018e-09
5.1425,1.4795477277084226e-09
5.14275,1.4776608787475398e-09
5.143,1.4755644728602682e-09
5.14325,1.4732738868379577e-09
5.1435,1.4708013286583983e-09
5.14375,1.4681638060340158e-09
5.144,1.4653829199088831e-09
5.14425,1.4624672167642804e-09
5.1445,1.4594246958074185e-09
5.14475,1.4562724245869636e-09
5.145,1.4530316275012176e-09
5.14525,1.4497030574239109e-09
5.1455,1.4462822581648285e-09
5.14575,1.4427885727570697e-09
5.146,1.4392387397306136e-09
5.14625,1.4356268290504894e-09
5.1465,1.4319483836219733e-09
5.14675,1.4282166879364838e-09
5.147,1.4244466704125018e-09
5.14725,1.4206327880359491e-09
5.1475,1.416777301601514e-09
5.14775,1.4128919160940303e-09
5.148,1.4089975636384452e-09
5.14825,1.4050943663266427e-09
5.1485,1.4011913867902973e-09
5.14875,1.3973096276806147e-09
5.149,1.3934740317140387e-09
5.14925,1.3897004077735564e-09
5.1495,1.3860001002637455e-09
5.14975,1.3824035845829269e-09
5.15,1.3789418980914735e-09
5.15025,1.3756310474415921e-09
5.1505,1.3724866777538967e-09
5.15075,1.3695374044648633e-09
5.151,1.3668135442956984e-09
5.15125,1.3643255993414127e-09
5.1515,1.3620875757176363e-09
5.15175,1.360123858387791e-09
5.152,1.3584499715057926e-09
5.15225,1.3570733143171274e-09
5.1525,1.3560052693319747e-09
5.15275,1.3552551366084304e-09
5.153,1.3548281019057685e-09
5.15325,1.3547266377354552e-09
5.1535,1.3549538684507774e-09
5.15375,1.3555108412852857e-09
5.154,1.3563913102666524e-09
5.15425,1.3575973009294808e-09
5.1545,1.3591289400307296e-09
5.15475,1.3609801438804846e-09
5.155,1.3631388202442611e-09
5.15525,1.3656086472192202e-09
5.1555,1.3683967976213658e-09
5.15575,1.3714924108153349e-09
5.156,1.3748763927617995e-09
5.15625,1.3785594807719204e-09
5.1565,1.3825569613193143e-09
5.15675,1.3868522478802139e-09
5.157,1.391425197450133e-09
5.15725,1.3962889892636777e-09
5.1575,1.4014631692919536e-09
5.15775,1.4069294156982085e-09
5.158,1.4126607638784072e-09
5.15825,1.4186773354091419e-09
