Physical Time (s),enth_flux_viscous_right Monitor (W): right_cv1,enth_flux_viscous_right Monitor (W): right_cv2,enth_flux_viscous_right Monitor (W): right_cv3,enth_flux_viscous_right Monitor (W): right_cv4,enth_flux_viscous_right Monitor (W): right_cv5,enth_flux_viscous_right Monitor (W): right_cv6,enth_flux_viscous_right Monitor (W): right_cv7
7.205,1.558650983010978e-08,4.5316533535605774e-09,1.2823559973388794e-09,-2.1287845092537539e-10,-9.8098345815723843e-10,-6.0300687019153355e-10,-1.2654832384616796e-10
7.20525,1.5560186708206604e-08,4.4416906513951236e-09,1.3152138622796608e-09,-1.8572995478727282e-10,-9.7080658486447604e-10,-6.0886489832504944e-10,-1.2518096720258121e-10
7.2055,1.5533069714750038e-08,4.3466152166589392e-09,1.3470303415907532e-09,-1.5808574958287121e-10,-9.6017966786562779e-10,-6.1468323427334833e-10,-1.2381433831129414e-10
7.20575,1.5504849611231403e-08,4.2466211457532174e-09,1.3777711144595431e-09,-1.2996970125098967e-10,-9.491210448608454e-10,-6.2049842398810974e-10,-1.2244799421541137e-10
7.206,1.5475761318842556e-08,4.141693126583831e-09,1.407507982535067e-09,-1.0141185732499817e-10,-9.3766367017522214e-10,-6.2634677395051586e-10,-1.2108230864071107e-10
7.20625,1.5445979963651416e-08,4.0318198247487085e-09,1.4362841079658543e-09,-7.244900820064433e-11,-9.2584483153123073e-10,-6.3224585713212938e-10,-1.1971736316535597e-10
7.2065,1.5415398895196098e-08,3.9172136898515873e-09,1.4640111024567079e-09,-4.307525619076974e-11,-9.1369408754547894e-10,-6.3820017189752778e-10,-1.1835268395938924e-10
7.20675,1.5383813969670855e-08,3.797948902519472e-09,1.4906487176603659e-09,-1.3272672632640128e-11,-9.0121046807721376e-10,-6.442126483745564e-10,-1.1698716718708822e-10
7.207,1.5351627098260875e-08,3.6739378763356274e-09,1.5162579820891515e-09,1.7009163140409375e-11,-8.883803366442894e-10,-6.5028209048570056e-10,-1.1562086051751665e-10
7.20725,1.5318870728459291e-08,3.5450539791822929e-09,1.5408638621677323e-09,4.7745278342749103e-11,-8.7518907187204616e-10,-6.5641221653172183e-10,-1.1425458884288761e-10
7.2075,1.5285401845096808e-08,3.4112792866957544e-09,1.5645244664732862e-09,7.881975213048573e-11,-8.6160511363433064e-10,-6.6259850650618529e-10,-1.1288959139410622e-10
7.20775,1.5250886938123045e-08,3.2726853387212997e-09,1.587314471553498e-09,1.1013713769531299e-10,-8.4760101720103716e-10,-6.6882587810787016e-10,-1.11526652581923e-10
7.208,1.5215522925280844e-08,3.1295166855254634e-09,1.6092383975676469e-09,1.4164955577912471e-10,-8.3316770090694762e-10,-6.7508608966752649e-10,-1.101633556270244e-10
7.20825,1.517942448617286e-08,2.9820940029140097e-09,1.6302598015423406e-09,1.7328532243797035e-10,-8.183091418877754e-10,-6.8136825054869739e-10,-1.0880013099913926e-10
7.2085,1.5142722152434256e-08,2.8308613743192174e-09,1.6502446562253447e-09,2.0502045159467029e-10,-8.0304480374630516e-10,-6.8765958448773448e-10,-1.0743734693081197e-10
7.20875,1.5105400247185255e-08,2.6763739841768666e-09,1.6690709745130016e-09,2.3687275936420212e-10,-7.8738757191943336e-10,-6.9395401751109086e-10,-1.0607489168269389e-10
7.209,1.5067367425265954e-08,2.5189927050751375e-09,1.686710105584575e-09,2.688711831652181e-10,-7.7133315202275742e-10,-7.0024572219580211e-10,-1.0471272198131284e-10
7.20925,1.5028701845848427e-08,2.3588780051707389e-09,1.7031478427705647e-09,3.0103142692887154e-10,-7.5487642728899289e-10,-7.0653049684514906e-10,-1.0335294469708329e-10
7.2095,1.4989600861799639e-08,2.1961377079778856e-09,1.7183997641642459e-09,3.3333511257959334e-10,-7.3802435904713683e-10,-7.1280935779227675e-10,-1.0199441754629324e-10
7.20975,1.4949941479625093e-08,2.0305197555677432e-09,1.7323693262185984e-09,3.657517696989767e-10,-7.2080196140580191e-10,-7.1907602362383744e-10,-1.0064035879380148e-10
7.21,1.4909384947442739e-08,1.8613779260705347e-09,1.7448995860550359e-09,3.9829476971296991e-10,-7.0324550773637784e-10,-7.2532982283550094e-10,-9.9293082703703584e-11
7.21025,1.4867854339656921e-08,1.6885912081005918e-09,1.7559240679519637e-09,4.3097938158101649e-10,-6.854174729340332e-10,-7.3157512452200207e-10,-9.7952457322827757e-11
7.2105,1.482556531001437e-08,1.5126286707890921e-09,1.7655514343185984e-09,4.6383480067258295e-10,-6.6732877398432502e-10,-7.3780434983697719e-10,-9.6619687512534037e-11
7.21075,1.4782828336290222e-08,1.3340499523632403e-09,1.773975549131122e-09,4.9683904630530558e-10,-6.4897221158486669e-10,-7.4400941674012598e-10,-9.52958749319463e-11
7.211,1.473977112486044e-08,1.1532097206367893e-09,1.7813130096433643e-09,5.2997886250068823e-10,-6.3031810070289793e-10,-7.5019458127816796e-10,-9.3984334613143134e-11
7.21125,1.4696336125376251e-08,9.7028003696781298e-10,1.7875622349617306e-09,5.6329450992400449e-10,-6.1134502005392422e-10,-7.5637110544406116e-10,-9.2685675359773919e-11
7.2115,1.4652346650086298e-08,7.8552710877966026e-10,1.7927033626317964e-09,5.9676061543063371e-10,-5.9204244181968616e-10,-7.6253987766493491e-10,-9.1399324854295037e-11
7.21175,1.4607727771128604e-08,5.9938433396422701e-10,1.7966724962856579e-09,6.3033366493368713e-10,-5.7240452821163709e-10,-7.6869795232654144e-10,-9.0125004304657962e-11
7.212,1.4562677511729465e-08,4.120087845011534e-10,1.799391137000535e-09,6.6399567271281609e-10,-5.5243577316106139e-10,-7.7484214781082685e-10,-8.886138967199416e-11
7.21225,1.4517581851435452e-08,2.2371161912641104e-10,1.8008494651468591e-09,6.9772600753631869e-10,-5.3213455640703652e-10,-7.8096599875228119e-10,-8.7607973998318395e-11
7.2125,1.4472345664539645e-08,3.4532195255321306e-11,1.8010749598780767e-09,7.3147973922511987e-10,-5.1150353747830629e-10,-7.8706614883552167e-10,-8.6363578873724253e-11
7.21275,1.4426982696180662e-08,-1.5513712518574538e-10,1.8000591927001952e-09,7.6521320063936457e-10,-4.9052875351531823e-10,-7.9314572066745985e-10,-8.512725039423619e-11
7.213,1.4381478404024815e-08,-3.4648925886163024e-10,1.7978237382187021e-09,7.9884958921696718e-10,-4.6921612557513968e-10,-7.9920885338091331e-10,-8.3898947783685758e-11
7.21325,1.4335720039639471e-08,-5.4058297190136997e-10,1.794408094955712e-09,8.3235797659973327e-10,-4.4757545996314441e-10,-8.0525641145382628e-10,-8.267954678566946e-11
7.2135,1.42893434948131e-08,-7.3704803149699866e-10,1.7897692336606092e-09,8.6568829642037736e-10,-4.2561678389361028e-10,-8.1129024145698169e-10,-8.1470119599763435e-11
7.21375,1.4242464863869428e-08,-9.3506309789628638e-10,1.7838733372916293e-09,8.9876685709688418e-10,-4.0331229118553003e-10,-8.1731594636988591e-10,-8.0271871993080885e-11
7.214,1.4195276687183299e-08,-1.1341752606060182e-09,1.7767301184992568e-09,9.3156023576332801e-10,-3.8063413223785086e-10,-8.2333734732527029e-10,-7.9086465608585964e-11
7.21425,1.4147850954365009e-08,-1.3340974041280303e-09,1.7683672628921625e-09,9.640503672132254e-10,-3.5756665292011662e-10,-8.2935919843159543e-10,-7.791563956523854e-11
7.2145,1.4100393140048017e-08,-1.5342534179097085e-09,1.7588468537086405e-09,9.9622749123561817e-10,-3.3410861554820064e-10,-8.3537922563272774e-10,-7.676170308700178e-11
7.21475,1.4052936265356121e-08,-1.7342535557702701e-09,1.7482050751678254e-09,1.0281242784691708e-09,-3.1027936904233668e-10,-8.4140505847497892e-10,-7.562302080589832e-11
7.215,1.4005375660972382e-08,-1.9340182769876432e-09,1.7364696397429629e-09,1.0597783616846577e-09,-2.8612697541169135e-10,-8.4743921846605783e-10,-7.4498820312570866e-11
7.21525,1.3957538240911162e-08,-2.1334813629604647e-09,1.7236548530440863e-09,1.0911912990904312e-09,-2.6170483106541245e-10,-8.5348868069352035e-10,-7.3385995139787798e-11
7.2155,1.3909663738907387e-08,-2.3327509214580206e-09,1.7097811885886762e-09,1.1223573897541656e-09,-2.3705799267723596e-10,-8.595670386154104e-10,-7.2281924241518393e-11
7.21575,1.3861954067041906e-08,-2.5320175912313033e-09,1.6948910691757717e-09,1.1532478080074177e-09,-2.1220095936495099e-10,-8.656856473279444e-10,-7.1187040933136412e-11
7.216,1.3814402608698687e-08,-2.7308167745958074e-09,1.6790276600321946e-09,1.1838409742399705e-09,-1.87129078691447e-10,-8.718502113539209e-10,-7.0101811634935192e-11
7.21625,1.3766985785903285e-08,-2.929202795516939e-09,1.6621620268124756e-09,1.2141325273817942e-09,-1.6184136463894813e-10,-8.7806898078859125e-10,-6.902639887271858e-11
7.2165,1.3719633272354825e-08,-3.1272638645434306e-09,1.6442026141766057e-09,1.2441041319297822e-09,-1.3634561871719955e-10,-8.8435027273391704e-10,-6.7962133016974703e-11
7.21675,1.3672438359707085e-08,-3.3246064740444334e-09,1.6251097405022393e-09,1.273757762059466e-09,-1.1062974705484978e-10,-8.9069181757885537e-10,-6.6909486239384446e-11
7.217,1.3625582627174853e-08,-3.5201374485097185e-09,1.6048987642576113e-09,1.3031521438960434e-09,-8.4694331081244432e-11,-8.9708681417856729e-10,-6.5869227617073817e-11
7.21725,1.3578944409429679e-08,-3.7127798300189846e-09,1.5836217452047803e-09,1.3322946262131886e-09,-5.8554262206792063e-11,-9.0352659031252516e-10,-6.4841564585461639e-11
7.2175,1.3532308719755688e-08,-3.9013526895248664e-09,1.5613253661612472e-09,1.3611904245080441e-09,-3.2200221510606231e-11,-9.1000477490506958e-10,-6.3826666931787736e-11
7.21775,1.3485855613619978e-08,-4.0852249837387091e-09,1.5380194056750445e-09,1.3897846858533104e-09,-5.6206921798840092e-12,-9.1651608589262599e-10,-6.2823569951610996e-11
7.218,1.3439739340529031e-08,-4.2640392462391268e-09,1.5137170657703133e-09,1.4180488793613409e-09,2.1148838452507229e-11,-9.2304474133645066e-10,-6.1831467069083651e-11
7.21825,1.3393922086425249e-08,-4.4381944967286708e-09,1.4884571077109057e-09,1.4459274784587435e-09,4.8056580181532285e-11,-9.2956432247739524e-10,-6.0850893691251671e-11
7.2185,1.334859672770213e-08,-4.6078797473162294e-09,1.4622527639256338e-09,1.4733671445567704e-09,7.5081841133578073e-11,-9.3606987043008873e-10,-5.9882579900121451e-11
7.21875,1.3303986781288578e-08,-4.7729644662644018e-09,1.4351441230438309e-09,1.5003260436282653e-09,1.022085810057541e-10,-9.4254803088370117e-10,-5.8927766688477946e-11
7.219,1.3260045003140562e-08,-4.9334058374516285e-09,1.4072040387519992e-09,1.5267906813962244e-09,1.2943319281425327e-10,-9.4898849312595063e-10,-5.7987367167916097e-11
7.21925,1.3216183400308766e-08,-5.0888658682840924e-09,1.3784809648744597e-09,1.5527309405745248e-09,1.5676152793282369e-10,-9.5538723133171779e-10,-5.706437887091364e-11
7.2195,1.3172349896810841e-08,-5.2395725656681387e-09,1.3489755529764774e-09,1.5781183706458201e-09,1.84239667943845e-10,-9.617441612139909e-10,-5.6163082416562908e-11
7.21975,1.3128683291662755e-08,-5.3851580722920268e-09,1.3187060123614839e-09,1.6029645100619215e-09,2.1186474502626627e-10,-9.6805685991903446e-10,-5.528863901666471e-11
7.22,1.3085423866405938e-08,-5.5250682067039366e-09,1.2877084397723483e-09,1.6272437040389091e-09,2.3958809321088985e-10,-9.7432927928102431e-10,-5.4447248956167892e-11
7.22025,1.3042709898374886e-08,-5.6589363560203512e-09,1.2559968324541367e-09,1.650906080303263e-09,2.6736615500474591e-10,-9.8055920535675498e-10,-5.3641886410779157e-11
7.2205,1.3000569785403531e-08,-5.7872276261062781e-09,1.2235606565939805e-09,1.6739046899150072e-09,2.9516899317497843e-10,-9.867403952528977e-10,-5.2873755939267589e-11
7.22075,1.2959011724566535e-08,-5.9095443513553478e-09,1.1903611689044816e-09,1.6962453811964397e-09,3.2298408396206602e-10,-9.9286533291427702e-10,-5.2143187273288866e-11
7.221,1.2918032381868744e-08,-6.025314008148496e-09,1.1563607450265997e-09,1.7179601791156609e-09,3.5080982265535004e-10,-9.9891813821480267e-10,-5.1449157257600546e-11
7.22125,1.2877496345102117e-08,-6.1337024470827788e-09,1.1215744603584503e-09,1.7390794085404471e-09,3.7865114799474905e-10,-1.0048741670251473e-09,-5.0790703201282394e-11
7.2215,1.2837432579561921e-08,-6.2346383449486981e-09,1.0860508219086569e-09,1.7597219384874855e-09,4.0651183416228367e-10,-1.0107068297114424e-09,-5.016757462226435e-11
7.22175,1.2798000537985892e-08,-6.3285575205760147e-09,1.0498609266852963e-09,1.7799716269892553e-09,4.3439029831305921e-10,-1.0163887196357065e-09,-4.9578625053803497e-11
7.222,1.2759271454676131e-08,-6.4153222665145046e-09,1.0130737495636315e-09,1.7999017527660919e-09,4.6228598534333798e-10,-1.0218989016663545e-09,-4.9022446796140872e-11
7.22225,1.2721381315185328e-08,-6.4947727358497388e-09,9.7575108224011089e-10,1.8195593595226371e-09,4.9017027185251207e-10,-1.0272290227797973e-09,-4.8498711963326967e-11
7.2225,1.268452221220334e-08,-6.5667756509536696e-09,9.3794416507400228e-10,1.8388809956316766e-09,5.1799948528760465e-10,-1.0323739147507155e-09,-4.8006918370341881e-11
7.22275,1.2648843137806893e-08,-6.6315124239460693e-09,8.996489895776411e-10,1.8577859261966884e-09,5.4574738903485223e-10,-1.0373368207448376e-09,-4.7545918706751299e-11
7.223,1.2614267661808344e-08,-6.688750675529532e-09,8.6085636524080582e-10,1.8762378662288033e-09,5.7340176577095654e-10,-1.0421094492639555e-09,-4.7113614908812209e-11
7.22325,1.2580351302077871e-08,-6.738143092596668e-09,8.2157885098037789e-10,1.8942585287411108e-09,6.009858386581568e-10,-1.0466818205319104e-09,-4.6708579807211904e-11
7.2235,1.2547056880062773e-08,-6.7795702144705947e-09,7.8184442360805802e-10,1.911900231673304e-09,6.2847902555639496e-10,-1.0510513710439056e-09,-4.6329748713456532e-11
7.22375,1.2514385978985013e-08,-6.8130379152963257e-09,7.4167589496244391e-10,1.9291562828212463e-09,6.5586009708580546e-10,-1.0552147233722003e-09,-4.5975608335247052e-11
7.224,1.2482323748277059e-08,-6.8394366308767161e-09,7.0110196384191029e-10,1.9459746333997642e-09,6.8311148658791994e-10,-1.0591752717785197e-09,-4.5647189799403233e-11
7.22425,1.2451089908218669e-08,-6.8593130569003548e-09,6.6014899058539416e-10,1.9622745455919631e-09,7.1024852191669538e-10,-1.0629371807245026e-09,-4.5345606648008807e-11
7.2245,1.2421031623318462e-08,-6.8722442348054866e-09,6.1883064088154931e-10,1.977948102781966e-09,7.3725539143474553e-10,-1.0665018481126373e-09,-4.5073210665404128e-11
7.22475,1.2392186159074251e-08,-6.8779980955261819e-09,5.7715250696809295e-10,1.9929074822267936e-09,7.6409476837306648e-10,-1.0698675671853791e-09,-4.4829814888522283e-11
7.225,1.2364343287612336e-08,-6.8770761581066393e-09,5.3515280105786218e-10,2.0071077496839614e-09,7.907596332512738e-10,-1.0730337102211663e-09,-4.461619969427645e-11
7.22525,1.2336928007268079e-08,-6.8706122071180037e-09,4.928763339946828e-10,2.0205581133862565e-09,8.1725505997347081e-10,-1.0760022863202015e-09,-4.4433027384000858e-11
7.2255,1.230990463436241e-08,-6.8587447796758929e-09,4.5033602407105869e-10,2.0332728342343975e-09,8.4360366411664343e-10,-1.0787797467843066e-09,-4.4280861812627353e-11
7.22575,1.2283687244379228e-08,-6.841656726504555e-09,4.0754972425666673e-10,2.045256097417445e-09,8.6984119105771326e-10,-1.0813730153803466e-09,-4.4159372102614991e-11
7.226,1.2258547746673007e-08,-6.8195034776792696e-09,3.6456353689799327e-10,2.0565123100461564e-09,8.9598407072708398e-10,-1.0837856542302268e-09,-4.4068088847217477e-11
7.22625,1.2234511148514335e-08,-6.7924742223243841e-09,3.2136382280563831e-10,2.0670780785696955e-09,9.220198505204656e-10,-1.0860252331388298e-09,-4.4005440458872515e-11
7.2265,1.2211667922130751e-08,-6.7606880579658402e-09,2.7798039217129352e-10,2.0769948039991893e-09,9.4792167152081722e-10,-1.0880977310388061e-09,-4.3970108126321067e-11
7.22675,1.2189782504123453e-08,-6.7242865483560562e-09,2.3450171816222148e-10,2.0862542241533596e-09,9.7366214545535307e-10,-1.0900015697270171e-09,-4.3960630975444347e-11
7.227,1.2168612909208732e-08,-6.6835865639608022e-09,1.9100012956981616e-10,2.0948491665157236e-09,9.9921430406683579e-10,-1.0917361737865205e-09,-4.3975391733015504e-11
7.22725,1.2148008126445118e-08,-6.6387510654046184e-09,1.4752572897487472e-10,2.1027783104872567e-09,1.0245537953146227e-09,-1.09330498916977e-09,-4.4012883967962774e-11
7.2275,1.2128235890360787e-08,-6.5900540137864907e-09,1.0410228205622938e-10,2.1100512606434055e-09,1.0496610345193285e-09,-1.0947068911379561e-09,-4.4072196896372575e-11
7.22775,1.2109187595525288e-08,-6.5375410359103204e-09,6.0729607719646221e-11,2.11669093206853e-09,1.0745209699163587e-09,-1.0959395598339571e-09,-4.41515822432537e-11
7.228,1.2090736815938562e-08,-6.4811803729116604e-09,1.7411073535470096e-11,2.122719229410274e-09,1.0991397496460959e-09,-1.0969982795570353e-09,-4.4250801039935989e-11
7.22825,1.2073389493260528e-08,-6.4210268275084086e-09,-2.5854527731243936e-11,2.1281545012402512e-09,1.1235539863349849e-09,-1.0978798698470927e-09,-4.4368569444547998e-11
7.2285,1.2057477110350208e-08,-6.3572448244198876e-09,-6.9045968216669966e-11,2.1330038693372112e-09,1.1478019523256709e-09,-1.0985724052370109e-09,-4.4504142615584944e-11
7.22875,1.2042724096853529e-08,-6.2900243768663299e-09,-1.1212838070255807e-10,2.1372318637235176e-09,1.1719365786724748e-09,-1.099073598773392e-09,-4.465744220162154e-11
7.229,1.2028903487720595e-08,-6.2195579747692048e-09,-1.5507521172615886e-10,2.1407879166692876e-09,1.1959630058992939e-09,-1.0993832080525712e-09,-4.4828531349883518e-11
7.22925,1.201596541380721e-08,-6.1461351047317065e-09,-1.9786509807220709e-10,2.1436210405718851e-09,1.2198455268205405e-09,-1.099500919010644e-09,-4.5017151560232711e-11
7.2295,1.2004054527064607e-08,-6.0704019538087877e-09,-2.4053871768872229e-10,2.1456855599883822e-09,1.2435444377440437e-09,-1.0994323890493489e-09,-4.5222542766725659e-11
7.22975,1.1992942398892048e-08,-5.9926826183156904e-09,-2.8313210330634734e-10,2.14696175563477e-09,1.2670139067552612e-09,-1.0991824922630423e-09,-4.5446008917429021e-11
7.23,1.1982480226216481e-08,-5.9131946762949787e-09,-3.2556108098395813e-10,2.1474447013075637e-09,1.2902075328777442e-09,-1.0987534627001085e-09,-4.5688671813486419e-11
7.23025,1.1973704153091875e-08,-5.8320199030001488e-09,-3.6775434207121527e-10,2.1471388916892293e-09,1.3131025859588481e-09,-1.0981415478308987e-09,-4.5950620519198216e-11
7.2305,1.1966289315701973e-08,-5.7492137629727623e-09,-4.0969191238214682e-10,2.1460197908446193e-09,1.3357219694990161e-09,-1.0973429736442921e-09,-4.6231135469676015e-11
7.23075,1.1960021659151358e-08,-5.6650043207730491e-09,-4.5138850330602829e-10,2.1440619536509067e-09,1.3580642236478282e-09,-1.0963517855278139e-09,-4.6529411347446174e-11
7.231,1.195489972008463e-08,-5.5796000493624887e-09,-4.9282755055205268e-10,2.1412718336394868e-09,1.3801356594731762e-09,-1.0951564780931545e-09,-4.6844984924508594e-11
7.23125,1.1950568659432593e-08,-5.4931828714402348e-09,-5.3402219690743211e-10,2.137657476144561e-09,1.4019325938276307e-09,-1.0937453787012489e-09,-4.7177611952170973e-11
7.2315,1.194672132909854e-08,-5.4058904369741739e-09,-5.750181264497103e-10,2.1332127056690285e-09,1.4234440545372863e-09,-1.0921109567880138e-09,-4.7526505189247765e-11
7.23175,1.1943643597193809e-08,-5.317816816900096e-09,-6.1577957727599489e-10,2.1279286480494491e-09,1.4446743610028673e-09,-1.0902484162363191e-09,-4.7892162730914493e-11
7.232,1.1941564664025125e-08,-5.229071972563476e-09,-6.5632824085754038e-10,2.1218225531249726e-09,1.4656154169749333e-09,-1.0881630110486178e-09,-4.8275354728549929e-11
7.23225,1.1940706519483675e-08,-5.1397944855103002e-09,-6.9666684473645823e-10,2.1149226486557872e-09,1.4862431914724102e-09,-1.0858628795603322e-09,-4.8675486976320397e-11
7.2325,1.1940884005531294e-08,-5.0501441786200656e-09,-7.3676277711342786e-10,2.1072659526880808e-09,1.5065388654469785e-09,-1.0833550875423466e-09,-4.9092796523368024e-11
7.23275,1.1942182011378095e-08,-4.9602983985021796e-09,-7.7652394097181138e-10,2.0988970232461593e-09,1.5264739846206304e-09,-1.0806418066451355e-09,-4.9528100752919023e-11
7.233,1.1944520796492193e-08,-4.8704199737429769e-09,-8.1598045657166619e-10,2.0898475399550489e-09,1.546032893905187e-09,-1.0777230022249163e-09,-4.9982020102829944e-11
7.23325,1.194716265477574e-08,-4.7805917117738287e-09,-8.5511551895941944e-10,2.0801368972235092e-09,1.5652211524098808e-09,-1.0745901773311008e-09,-5.0454440001129123e-11
7.2335,1.1950140660713387e-08,-4.6907412293510373e-09,-8.9391164052056341e-10,2.0697568064655587e-09,1.5840805502108251e-09,-1.0712279642942933e-09,-5.0945891776170609e-11
7.23375,1.1953917783845875e-08,-4.6009071706672146e-09,-9.3239860559526967e-10,2.0587051699000406e-09,1.6026574441008003e-09,-1.0676240715205331e-09,-5.1457036456820385e-11
7.234,1.1958652062280385e-08,-4.5111545659263083e-09,-9.7057485094845913e-10,2.0469875509741688e-09,1.6209568103327479e-09,-1.0637728993871295e-09,-5.1986537408066424e-11
7.23425,1.1964262218952919e-08,-4.4215302571655164e-09,-1.0084394884826059e-09,2.0346026275392637e-09,1.6389630678332162e-09,-1.0596684813113342e-09,-5.2533746136481986e-11
7.2345,1.1970573607139955e-08,-4.3320848380951555e-09,-1.0459874385191968e-09,2.0215743871764674e-09,1.6566645571450827e-09,-1.0553020296238369e-09,-5.3098226313143748e-11
7.23475,1.1977841946270353e-08,-4.2428394436760938e-09,-1.0831869767868252e-09,2.0079370654037957e-09,1.6740668454930543e-09,-1.0506777172558723e-09,-5.3680023546937569e-11
7.235,1.1986416310331052e-08,-4.1538494902621034e-09,-1.1200040213131277e-09,1.9937063554606516e-09,1.6911658913595577e-09,-1.0458129861217137e-09,-5.4278539767561398e-11
7.23525,1.199592680403055e-08,-4.0651580830326308e-09,-1.1565667207977108e-09,1.9788647058987984e-09,1.7079466666149779e-09,-1.0407246709815334e-09,-5.4892487640240377e-11
7.2355,1.2005796807668002e-08,-3.9767864755502943e-09,-1.1929198298799957e-09,1.9633469053534605e-09,1.7244136969533476e-09,-1.0354245833456778e-09,-5.5521652405991285e-11
7.23575,1.2015806512112003e-08,-3.8887936452529425e-09,-1.228923065556728e-09,1.9470869204945681e-09,1.740549884464812e-09,-1.0299196214670376e-09,-5.6165493266661963e-11
7.236,1.2026206856438273e-08,-3.8012546836422765e-09,-1.2645879693654473e-09,1.930049297347277e-09,1.7563347352964888e-09,-1.0242205339239952e-09,-5.6822322672466457e-11
7.23625,1.203727885413398e-08,-3.7141796544792583e-09,-1.3000108874387157e-09,1.912209422697227e-09,1.7717439493803873e-09,-1.0183444920482255e-09,-5.7490341043934596e-11
7.2365,1.2049252467065826e-08,-3.6275420292335678e-09,-1.3350543103521707e-09,1.8935805963248404e-09,1.786731438358277e-09,-1.0122950312980975e-09,-5.8168344199789572e-11
7.23675,1.2061989515501595e-08,-3.5413469006590088e-09,-1.3695676859802992e-09,1.8742069296798266e-09,1.8012887812304879e-09,-1.0060654083326984e-09,-5.8856006688511459e-11
7.237,1.2075426462591894e-08,-3.4555938443056986e-09,-1.403504032569761e-09,1.8541606570501953e-09,1.8154483089960417e-09,-9.9964770004578015e-10,-5.9553481680728289e-11
7.23725,1.2089311754724451e-08,-3.3702753718600458e-09,-1.4369490765843356e-09,1.8334868718769741e-09,1.8292189779774892e-09,-9.9303058625954694e-10,-6.02677125231773e-11
7.2375,1.2103654727213065e-08,-3.2853485073387385e-09,-1.4699349973991099e-09,1.81219858084447e-09,1.8426075286575749e-09,-9.8620216582303043e-10,-6.1002544523410234e-11
7.23775,1.2118542929006675e-08,-3.2008466589627798e-09,-1.5024890520745638e-09,1.7903096676716443e-09,1.8555981043294041e-09,-9.7914820921859594e-10,-6.1758787343463077e-11
7.238,1.2134174943848102e-08,-3.1168125257710797e-09,-1.5347020362265305e-09,1.767821544539875e-09,1.8681490966121376e-09,-9.7185694348077644e-10,-6.2536680276438637e-11
7.23825,1.2150684804141312e-08,-3.0332817465227699e-09,-1.5665883685179612e-09,1.7447308635780096e-09,1.8801751232290548e-09,-9.6432367447958942e-10,-6.3336069859610626e-11
7.2385,1.2167707222396318e-08,-2.9502785848811152e-09,-1.5981307798930359e-09,1.7210864095756345e-09,1.8916571816204554e-09,-9.5655191364615775e-10,-6.4155526552844176e-11
7.23875,1.2185075838906777e-08,-2.8678069862740574e-09,-1.6292936296157544e-09,1.6969628375069959e-09,1.9026232478182268e-09,-9.4855379337729296e-10,-6.4993273173692467e-11
7.239,1.2202823955306529e-08,-2.7858616262205673e-09,-1.6600250755299219e-09,1.6724210994873588e-09,1.913113848001512e-09,-9.403412773435291e-10,-6.5849045717380007e-11
7.23925,1.222148601308586e-08,-2.704397714080701e-09,-1.6902652449220341e-09,1.647493908527574e-09,1.9231472580185121e-09,-9.3193065527576095e-10,-6.6721922572248396e-11
7.2395,1.2241101434230844e-08,-2.6233844052291271e-09,-1.7200161707246209e-09,1.6221887204357334e-09,1.9327181713820495e-09,-9.2333388146274274e-10,-6.7613025341185657e-11
7.23975,1.2261315622653166e-08,-2.5428446043385732e-09,-1.7491938390990121e-09,1.5965200360887236e-09,1.9418219663127586e-09,-9.1456172521417208e-10,-6.8523531431000871e-11
7.24,1.2281486779799233e-08,-2.4628041616735768e-09,-1.7777316242349017e-09,1.570502105929212e-09,1.950456904162153e-09,-9.0562436551099085e-10,-6.9454556029973817e-11
7.24025,1.2301547724611452e-08,-2.3832684009472071e-09,-1.8056274427531107e-09,1.5441326941272027e-09,1.9586051369192175e-09,-8.9652707330175013e-10,-7.0407302826092378e-11
7.2405,1.2322136340155309e-08,-2.3042186047774533e-09,-1.8326926792358524e-09,1.5173908397221425e-09,1.9662743598394402e-09,-8.8727084503283464e-10,-7.1380209375504094e-11
7.24075,1.2342908970451999e-08,-2.2256230378442159e-09,-1.8590153563990242e-09,1.4902678063906208e-09,1.973479228183488e-09,-8.7785367798057696e-10,-7.237271413788719e-11
7.241,1.2363553169103355e-08,-2.14749041639856e-09,-1.8846169339419208e-09,1.4627780987496607e-09,1.9802484725389181e-09,-8.6827301559429291e-10,-7.3384710207801988e-11
7.24125,1.2384418432359438e-08,-2.0698522839672795e-09,-1.9093621147843384e-09,1.43494008242596e-09,1.9865975646018663e-09,-8.58521761650318e-10,-7.4414719044993115e-11
7.2415,1.2405856094631685e-08,-1.9927111616451676e-09,-1.9333421980691724e-09,1.4067799933406141e-09,1.9925318255982242e-09,-8.4859418564280587e-10,-7.5462591313408931e-11
7.24175,1.2427742566043501e-08,-1.9160352356999026e-09,-1.9566312501126228e-09,1.3783143806505098e-09,1.9980316066324083e-09,-8.3848247113499977e-10,-7.652733210110872e-11
7.242,1.2449728060129378e-08,-1.8397874716469367e-09,-1.9792496121852857e-09,1.3495417516655199e-09,2.0030790221895684e-09,-8.2817969063784785e-10,-7.7607243789162043e-11
7.24225,1.2471809258127305e-08,-1.7639534040873924e-09,-2.001140350314806e-09,1.3204781148786925e-09,2.0076623816730943e-09,-8.1768682153554727e-10,-7.8701912011212733e-11
