Physical Time (s),enth_flux_viscous_right Monitor (W): right_cv1,enth_flux_viscous_right Monitor (W): right_cv2,enth_flux_viscous_right Monitor (W): right_cv3,enth_flux_viscous_right Monitor (W): right_cv4,enth_flux_viscous_right Monitor (W): right_cv5,enth_flux_viscous_right Monitor (W): right_cv6,enth_flux_viscous_right Monitor (W): right_cv7
2.6025,1.2867085513053818e-08,5.0609633199384037e-12,-2.425320472256305e-09,-9.3153073376638466e-10,-1.3956041837384029e-09,-7.8886713252379586e-09,-3.1862069930254173e-10
2.605,1.3081099536146306e-08,6.7422976401647444e-10,-2.1655985708309543e-09,-1.0061839352774872e-09,-1.578877258159511e-09,-8.0542494131586558e-09,-3.2126549754672595e-10
2.6075,1.3289353130617779e-08,1.3194153298301507e-09,-1.8240005043935933e-09,-1.0672897111565907e-09,-1.758905829980963e-09,-8.2222641270215642e-09,-3.2395945326128924e-10
2.61,1.3492904356069495e-08,1.9283597536317279e-09,-1.4067983260924417e-09,-1.118058374596709e-09,-1.9284646538106412e-09,-8.3911392393935769e-09,-3.2669895321441558e-10
2.6125,1.3693526521435517e-08,2.4918819242170434e-09,-9.2893670165387741e-10,-1.162744043469112e-09,-2.0803497060363646e-09,-8.5581524505734639e-09,-3.2947445238631249e-10
2.615,1.3890841284085709e-08,3.0055641191695436e-09,-4.1264006422650684e-10,-1.2047510020277137e-09,-2.2109892661926352e-09,-8.719784127316841e-09,-3.3227703493489431e-10
2.6175,1.4082084975317492e-08,3.4639504487231226e-09,1.1353202446238243e-10,-1.2472073744036254e-09,-2.3201570091435075e-09,-8.8736512277129628e-09,-3.350993291955994e-10
2.62,1.4262351308490021e-08,3.8640164200449505e-09,6.1126925711127449e-10,-1.2887931701502134e-09,-2.409142775672597e-09,-9.0182180813282805e-09,-3.3793411576491172e-10
2.6225,1.4444648001667115e-08,4.2017394617710786e-09,1.0483542262664641e-09,-1.3278467411222042e-09,-2.4795804815990083e-09,-9.152163360306963e-09,-3.4077623006337325e-10
2.625,1.4618932966934541e-08,4.476277734538995e-09,1.3994097248345138e-09,-1.366933204557951e-09,-2.5380522068894854e-09,-9.2743683189782637e-09,-3.4362043630993141e-10
2.6275,1.4788017659575325e-08,4.6868909799525442e-09,1.6496267757817039e-09,-1.4068582662427051e-09,-2.5931410343594001e-09,-9.3838396406655538e-09,-3.4645939102605932e-10
2.63,1.4939057453857906e-08,4.8176559480374983e-09,1.791609250522251e-09,-1.4468121797838224e-09,-2.6520251384384992e-09,-9.4796457770532115e-09,-3.4928665166204331e-10
2.6325,1.5069603206825929e-08,4.8379969989974595e-09,1.8167746108553426e-09,-1.4894876437371022e-09,-2.7194105793196927e-09,-9.5609603808658477e-09,-3.5209505821210863e-10
2.635,1.5170268374436164e-08,4.7195394835309009e-09,1.7210171612747568e-09,-1.5384852950073259e-09,-2.7963759528390648e-09,-9.6268086758028091e-09,-3.5487756968339952e-10
2.6375,1.5243061034336912e-08,4.453601662269944e-09,1.4868756118422686e-09,-1.5961479818177251e-09,-2.8830376415091636e-09,-9.6767758493241373e-09,-3.5762635281441039e-10
2.64,1.5288641088090305e-08,4.0489193095002044e-09,1.0998600485359147e-09,-1.6623974280177037e-09,-2.9778189063245589e-09,-9.7114927426683715e-09,-3.6033113421616192e-10
2.6425,1.5311549438160651e-08,3.5223268585604591e-09,5.67891556895723e-10,-1.7390901624006607e-09,-3.0794208733978479e-09,-9.7306574705328467e-09,-3.6298241479263924e-10
2.645,1.5322933422965538e-08,2.9013464460142122e-09,-8.1203168033016534e-11,-1.8271406804832152e-09,-3.1839561851186033e-09,-9.7334664970778522e-09,-3.6557264765697786e-10
2.6475,1.5327624582149928e-08,2.2201546975988066e-09,-7.8346385037261032e-10,-1.9235586419939669e-09,-3.2866254723850336e-09,-9.7224118931075324e-09,-3.6809853282243322e-10
2.65,1.5332156255681512e-08,1.5321820867281123e-09,-1.4596436439241748e-09,-2.023850092519375e-09,-3.3842359575157468e-09,-9.700002795144516e-09,-3.705595650445555e-10
2.6525,1.5341375563263273e-08,8.8633535820999736e-10,-2.0424667202043055e-09,-2.1233043440008168e-09,-3.4736045670273912e-09,-9.6678287063557838e-09,-3.7295691881466037e-10
2.655,1.536500043018786e-08,3.4736568633838797e-10,-2.4856642675298092e-09,-2.2159411453029129e-09,-3.5501168558112349e-09,-9.6255729553210626e-09,-3.7528374543968062e-10
2.6575,1.5405828289876635e-08,-2.5507271800735008e-11,-2.7622582301350419e-09,-2.2933876082364079e-09,-3.6081699224246327e-09,-9.574360495862705e-09,-3.7752892630108444e-10
2.66,1.5462666087533477e-08,-1.7746481613998084e-10,-2.8672780369824319e-09,-2.3474989062062382e-09,-3.6421991222125955e-09,-9.5158521653730266e-09,-3.7968481509735747e-10
2.6625,1.5533520809631299e-08,-6.7943186236968431e-11,-2.8056003333862379e-09,-2.3707985037382952e-09,-3.647450328263311e-09,-9.4516681937556691e-09,-3.81746861441294e-10
2.665,1.5610039009663648e-08,3.0960279968439033e-10,-2.5913622935182718e-09,-2.3552158133473599e-09,-3.6221256372212611e-09,-9.3829389480741134e-09,-3.8371311543087097e-10
2.6675,1.5681155459424675e-08,9.2085423585616153e-10,-2.2458435163282058e-09,-2.2941787642066356e-09,-3.5645372494668016e-09,-9.3098529013309251e-09,-3.855775435813534e-10
2.67,1.5727592477980764e-08,1.6822595303763028e-09,-1.7925491854010504e-09,-2.1841133818311301e-09,-3.4728210840861054e-09,-9.2327364518677658e-09,-3.8733456475533369e-10
2.6725,1.5740801507684908e-08,2.4796563328547778e-09,-1.2631066239606361e-09,-2.0240809596341153e-09,-3.3468717258658403e-09,-9.1540149088798519e-09,-3.8898135459197675e-10
2.675,1.5708418164948448e-08,3.1904004098389918e-09,-6.8941305581318199e-10,-1.8155405716434006e-09,-3.1863688089255895e-09,-9.0764689593995505e-09,-3.9051649948834224e-10
2.6775,1.5622639282800178e-08,3.6997161395494619e-09,-1.0534248927358017e-10,-1.5611262510486189e-09,-2.9955666481495953e-09,-8.9994985323393012e-09,-3.9193832203555552e-10
2.68,1.5476188127452289e-08,3.8929363087853406e-09,4.5491359956656836e-10,-1.2703057927064903e-09,-2.7805056976777614e-09,-8.9220926218545768e-09,-3.9324493299038222e-10
2.6825,1.5270614525461194e-08,3.6932562931246255e-09,9.5839924797668157e-10,-9.5483013489035368e-10,-2.5448286121929067e-09,-8.8435927713748033e-09,-3.944384390217451e-10
2.685,1.5007567320861588e-08,3.0665138952164947e-09,1.3735353345180767e-09,-6.3153802920043593e-10,-2.2899435735751942e-09,-8.7676011665696723e-09,-3.9552196862417585e-10
2.6875,1.4694600241978465e-08,2.0645487536357453e-09,1.6735354316710456e-09,-3.1593513957843765e-10,-2.0218565574589941e-09,-8.6953285812170791e-09,-3.9650051126051921e-10
2.69,1.434030946503679e-08,7.9498268663746084e-10,1.8389572013641033e-09,-2.2098457134596129e-11,-1.7462951503483966e-09,-8.6256935495790971e-09,-3.9737940340150517e-10
2.6925,1.3959406997733709e-08,-5.9314507912636417e-10,1.8654717163083752e-09,2.3536104164009379e-10,-1.472725055763171e-09,-8.5590783641498757e-09,-3.9816301985256044e-10
2.695,1.3572844396638992e-08,-1.9399037056015085e-09,1.7558115103973797e-09,4.4967842751938148e-10,-1.2127022939283858e-09,-8.497846332605051e-09,-3.9885577330741652e-10
2.6975,1.3199726340658105e-08,-3.1027883469895763e-09,1.5192236599575228e-09,6.1389922355022813e-10,-9.7075890075424513e-10,-8.4448457643204752e-09,-3.9946090928365854e-10
2.7,1.2860898335302271e-08,-3.981705946366262e-09,1.1705155323022702e-09,7.2556529070840701e-10,-7.5065551182510498e-10,-8.400620705617913e-09,-3.9998813998241328e-10
2.7025,1.2572849306748739e-08,-4.5481047826128553e-09,7.293720418421846e-10,7.7974952796901093e-10,-5.5927090246129168e-10,-8.36526384998562e-09,-4.0044613277522365e-10
2.705,1.2346510226388192e-08,-4.8323673366805801e-09,2.233845243045015e-10,7.7737789600490211e-10,-4.0245203559197445e-10,-8.3371357960711063e-09,-4.0084329728692731e-10
2.7075,1.2184898497113717e-08,-4.8878625656604047e-09,-3.1566333548979193e-10,7.2125768789956198e-10,-2.8135105697423663e-10,-8.3173634757430636e-09,-4.0118835877878634e-10
2.71,1.2096432014435624e-08,-4.7430939856670842e-09,-8.5332307134528957e-10,6.169694138264901e-10,-1.9875110098694135e-10,-8.3080041824635067e-09,-4.0149095726373225e-10
2.7125,1.2078254595417988e-08,-4.4164316670674243e-09,-1.356949756577105e-09,4.7345186554246617e-10,-1.5384322723438787e-10,-8.3104842723433107e-09,-4.0175612371729554e-10
2.715,1.2124107103481224e-08,-3.9366673688284909e-09,-1.7938071663079493e-09,3.0296036511578888e-10,-1.4460191976694902e-10,-8.3230081567901003e-09,-4.0198615197605103e-10
2.7175,1.2221558505953905e-08,-3.3429249036347224e-09,-2.1371496258900981e-09,1.1798147561904599e-10,-1.7295831500576434e-10,-8.3435717230599402e-09,-4.0218708538911675e-10
2.72,1.2360127876263229e-08,-2.6800164634453416e-09,-2.3772122951401392e-09,-7.023451742733155e-11,-2.3747409454351971e-10,-8.3730246600743108e-09,-4.0236429753264247e-10
2.7225,1.2531527196713073e-08,-1.9853088282255404e-09,-2.5083618676388374e-09,-2.5179612375346012e-10,-3.3363463685012782e-10,-8.4104869805456751e-09,-4.0251560962115625e-10
2.725,1.2726828878514702e-08,-1.2854889226025085e-09,-2.5335186483584445e-09,-4.2086206991361479e-10,-4.5650858177175376e-10,-8.4529130408430983e-09,-4.0264395859216706e-10
2.7275,1.2936048975317672e-08,-5.907871176169313e-10,-2.4583941372746732e-09,-5.7092253425486717e-10,-6.0170104290023417e-10,-8.497052841957721e-09,-4.0274818001738805e-10
2.73,1.3151742475988652e-08,9.4899991339912196e-11,-2.2883808338021201e-09,-6.9989268588510085e-10,-7.6315481578905942e-10,-8.5406145814021225e-09,-4.0282351351477416e-10
2.7325,1.3369270595078417e-08,7.6707052189753264e-10,-2.0303521680677806e-09,-8.0626894790575718e-10,-9.3570178628882409e-10,-8.5825641421413034e-09,-4.0286517005992806e-10
2.735,1.3582338198589085e-08,1.4152239344948171e-09,-1.6906283581165659e-09,-8.9535036087175579e-10,-1.1150426437347501e-09,-8.6228848588622255e-09,-4.028666298741375e-10
2.7375,1.3785468541878146e-08,2.0272867414533384e-09,-1.2762832091220161e-09,-9.70862046633179e-10,-1.2922664789353302e-09,-8.660278327644858e-09,-4.0282786849330025e-10
2.74,1.3984102107444568e-08,2.5953938213661923e-09,-8.0330751533780524e-10,-1.0349344572141228e-09,-1.4601323783966167e-09,-8.6916441231174896e-09,-4.0274669862262239e-10
2.7425,1.4179867264639548e-08,3.1141402160729955e-09,-2.9426920596097018e-10,-1.0907513747395661e-09,-1.612053532052699e-09,-8.7153752083813541e-09,-4.0260998598886708e-10
2.745,1.4367724603095487e-08,3.578059564024321e-09,2.2046689966507189e-10,-1.1407794627993082e-09,-1.7425813846434085e-09,-8.7326454188107826e-09,-4.0240293353008736e-10
2.7475,1.4545909515805613e-08,3.9829259404596119e-09,7.018254940757596e-10,-1.1866056398637662e-09,-1.8513018499668027e-09,-8.746083961398824e-09,-4.0211387051879423e-10
2.75,1.472143028668982e-08,4.3246258322797247e-09,1.1187397929277445e-09,-1.2265420167227812e-09,-1.9401760383579381e-09,-8.7567141121063227e-09,-4.0173267244948845e-10
2.7525,1.4892738503278324e-08,4.6014902187265304e-09,1.446197265942511e-09,-1.2636891008016083e-09,-2.0108130965559137e-09,-8.7647650670687394e-09,-4.012432117684411e-10
2.755,1.5056446843880042e-08,4.81310873975351e-09,1.6711050096926932e-09,-1.3002954386630628e-09,-2.0666303711121271e-09,-8.7713458451649124e-09,-4.006324931854024e-10
2.7575,1.5199845673320705e-08,4.9437086772118244e-09,1.7858458585400138e-09,-1.3371667105055369e-09,-2.1160947397896082e-09,-8.7786882436875592e-09,-3.998874483748531e-10
2.76,1.532265998655111e-08,4.9620778410203225e-09,1.7831533153909537e-09,-1.3756382608599805e-09,-2.1660199896935752e-09,-8.7898074222098651e-09,-3.9898093229605962e-10
2.7625,1.5414026570651976e-08,4.8372452230405073e-09,1.6589342783555244e-09,-1.4187574427463173e-09,-2.2227563249491594e-09,-8.8060484459723163e-09,-3.9791027036971539e-10
2.765,1.5473996409935368e-08,4.5577918956920666e-09,1.3944716207228659e-09,-1.4689184841710278e-09,-2.2891337785990053e-09,-8.8264343929512071e-09,-3.9666092484507578e-10
2.7675,1.5503013823402145e-08,4.1308039851905714e-09,9.813978563245213e-10,-1.5266076964323808e-09,-2.364590518814875e-09,-8.8505372545061076e-09,-3.952189224089934e-10
2.77,1.5510872488554682e-08,3.5732864685078865e-09,4.3164903227217382e-10,-1.5941172530134606e-09,-2.4485093192515129e-09,-8.8791378411535016e-09,-3.9357758360742794e-10
2.7725,1.5507120576309319e-08,2.9134357141368092e-09,-2.1847262994708624e-10,-1.6739192216838016e-09,-2.5404314466255371e-09,-8.9131087144919612e-09,-3.917187864119582e-10
2.775,1.5501696745617168e-08,2.188382249768799e-09,-8.9929721672873892e-10,-1.7651663383329861e-09,-2.6385201520378361e-09,-8.9519068202631653e-09,-3.896174620826755e-10
2.7775,1.5498520704838355e-08,1.4555947992699306e-09,-1.535584126643858e-09,-1.8642348587210063e-09,-2.7388910228522559e-09,-8.9934462052999809e-09,-3.8725821761283843e-10
2.78,1.5505286275828395e-08,7.7104240948558831e-10,-2.0679599637469402e-09,-1.9658381103180232e-09,-2.8383314168809978e-09,-9.0353948049784225e-09,-3.846327551682073e-10
2.7825,1.5530569862421448e-08,2.0593219807883478e-10,-2.4571795443319498e-09,-2.0644813605802032e-09,-2.9335602225609761e-09,-9.0764064768811971e-09,-3.8173998069791698e-10
2.785,1.5578282421647425e-08,-1.7414708244252229e-10,-2.6848364464220457e-09,-2.1515853704012883e-09,-3.0215068926472226e-09,-9.1147420830801096e-09,-3.7857745297215286e-10
2.7875,1.5647073573020698e-08,-3.0892233472865949e-10,-2.747948849417563e-09,-2.2181347912325067e-09,-3.096833498867231e-09,-9.1475657849411314e-09,-3.7512930322980142e-10
2.79,1.5732623412993408e-08,-1.5659405920063888e-10,-2.6527083003867168e-09,-2.2554298420213755e-09,-3.1531971464852336e-09,-9.1716833926587648e-09,-3.713760576405635e-10
2.7925,1.5825897881350298e-08,2.8612711860989611e-10,-2.4158644997118228e-09,-2.2551328167138315e-09,-3.1843263812662695e-09,-9.1853696008966087e-09,-3.6730335082122868e-10
2.795,1.5917411587862433e-08,9.7186132739542551e-10,-2.0531117704725099e-09,-2.2092502782469412e-09,-3.1851886865622179e-09,-9.1875617100207556e-09,-3.6289902569880865e-10
2.7975,1.5988000664355241e-08,1.8057361872572585e-09,-1.590586116462332e-09,-2.1124519374046237e-09,-3.1541460972093258e-09,-9.1785272560293787e-09,-3.5815014962231522e-10
2.8,1.6020186574803325e-08,2.6531474876419838e-09,-1.0592865579544869e-09,-1.963535006855623e-09,-3.0881030952326354e-09,-9.1586038764851914e-09,-3.5305393561960676e-10
2.8025,1.5999823957426997e-08,3.3860845764308038e-09,-4.8948127030865378e-10,-1.7628780371775803e-09,-2.9863432418051991e-09,-9.1277553065739589e-09,-3.4761475606049051e-10
2.805,1.5923624197837313e-08,3.8782963336285367e-09,8.2300740334047381e-11,-1.5132369036896204e-09,-2.8480249287438941e-09,-9.0847702281611848e-09,-3.418323259443687e-10
2.8075,1.5781658250413583e-08,4.0186063460862013e-09,6.2352081211452741e-10,-1.2202821944249505e-09,-2.6750395373933325e-09,-9.0288099819923277e-09,-3.3570534416659316e-10
2.81,1.5577252834051441e-08,3.7320933629712309e-09,1.1004123590294242e-09,-8.9783838043568078e-10,-2.4736548803078244e-09,-8.9586959136487829e-09,-3.2923154235532384e-10
2.8125,1.5311795789107904e-08,3.0036149379141113e-09,1.4832545529420796e-09,-5.6065264097400775e-10,-2.2491239425722723e-09,-8.8730158974896421e-09,-3.224146659867109e-10
2.815,1.4991524557861937e-08,1.9015688816706919e-09,1.7468081464110239e-09,-2.2699776335822765e-10,-2.003960650218884e-09,-8.7726393020749174e-09,-3.152560124457269e-10
2.8175,1.4626036983635959e-08,5.5440800679936604e-10,1.8747250976451606e-09,8.8089926340080186e-11,-1.7420790418266444e-09,-8.6593413359655132e-09,-3.0776631280579552e-10
2.82,1.4232211082852891e-08,-8.7739198006932212e-10,1.8662215022478446e-09,3.6833292699271078e-10,-1.4703900545275224e-09,-8.5342012422852712e-09,-2.9996756004192672e-10
2.8225,1.3830658364886924e-08,-2.2255966486857358e-09,1.7260416744429661e-09,6.0395031241010104e-10,-1.1965205497006449e-09,-8.3981675666882479e-09,-2.9188019803722706e-10
2.825,1.3441709205795967e-08,-3.3521191322703827e-09,1.4652584766942788e-09,7.8953011005702639e-10,-9.3318181815833522e-10,-8.2531492141806641e-09,-2.8352070416731316e-10
2.8275,1.3086464866957187e-08,-4.1715148532360382e-09,1.0997081942955356e-09,9.2010198875413875e-10,-6.8882023796867658e-10,-8.1005617882522736e-09,-2.7490013426821506e-10
2.83,1.2783558776623914e-08,-4.6783285472661237e-09,6.5054772567188303e-10,9.9209042543113849e-10,-4.6625910475895134e-10,-7.9414625378954715e-09,-2.6602858291390448e-10
2.8325,1.2544771992818581e-08,-4.9121170822035752e-09,1.4584500067050237e-10,1.004340840588049e-09,-2.7100260706107535e-10,-7.7771772378253392e-09,-2.5692027567256273e-10
2.835,1.237885873861803e-08,-4.9235644626267856e-09,-3.8322413545852603e-10,9.6015034732558399e-10,-1.102679804644169e-10,-7.6100777381954022e-09,-2.4759106129128962e-10
2.8375,1.2287265456504128e-08,-4.7310670097201574e-09,-9.0381346545033587e-10,8.6318154792154564e-10,1.3996138881151114e-11,-7.4430946045373648e-09,-2.3806018068973047e-10
2.84,1.2269736651256707e-08,-4.3577736998683094e-09,-1.383143496799446e-09,7.2144354733500091e-10,9.9960817453169796e-11,-7.2784215840494956e-09,-2.2835531500271526e-10
2.8425,1.2316880819994625e-08,-3.8364661320443087e-09,-1.7911380027396777e-09,5.4738638509542917e-10,1.4654448504059838e-10,-7.1193945109485344e-09,-2.1851575515576803e-10
2.845,1.2419351785426512e-08,-3.2113282663316102e-09,-2.1045871823423442e-09,3.5407464504146383e-10,1.5677815134266482e-10,-6.9683121135240764e-09,-2.0857277346652351e-10
2.8475,1.2563494908100759e-08,-2.5270243331503507e-09,-2.3149755208820732e-09,1.53450204899386e-10,1.2937120536872323e-10,-6.8265195305717976e-09,-1.9855043857575897e-10
2.85,1.2740818610497023e-08,-1.819525087724182e-09,-2.4187188569532614e-09,-4.3696610144622975e-11,6.4298741971344251e-11,-6.6949709102235077e-09,-1.884650847096397e-10
2.8525,1.294061902400822e-08,-1.1128565520824669e-09,-2.418532742817563e-09,-2.3009642100696277e-10,-3.4342592574062342e-11,-6.5743948286421196e-09,-1.7854225229086335e-10
2.855,1.3154848274504196e-08,-4.1466213953059828e-10,-2.3201046591267541e-09,-3.992049207929334e-10,-1.6063345075979993e-10,-6.4649395572233275e-09,-1.6879656017324735e-10
2.8575,1.337438466079323e-08,2.7260652937148744e-10,-2.1278973926280192e-09,-5.4771519932330439e-10,-3.0981904977864738e-10,-6.367773898360477e-09,-1.5916760924496317e-10
2.86,1.359254566443151e-08,9.4442672753879267e-10,-1.8495850051596223e-09,-6.7321548384213649e-10,-4.7577814884075374e-10,-6.2850525178873563e-09,-1.4966611044279144e-10
2.8625,1.3806539711477819e-08,1.5898738409399253e-09,-1.4904808700055675e-09,-7.7932320046587478e-10,-6.5241252694110804e-10,-6.2186431342386952e-09,-1.4028877508430135e-10
2.865,1.4008326646306135e-08,2.1977330326648443e-09,-1.0613176121728069e-09,-8.6994215461134524e-10,-8.3537086703253673e-10,-6.1696024179698625e-09,-1.3107385456629757e-10
2.8675,1.4204208949246654e-08,2.7620269657866867e-09,-5.7980793358390638e-10,-9.4616614172671639e-10,-1.0157229829797878e-09,-6.1387887530267755e-09,-1.2201458546852309e-10
2.87,1.4396006543688989e-08,3.2763445066532565e-09,-7.0543095351024826e-11,-1.0107060938849225e-09,-1.1855096635975509e-09,-6.126176481928747e-09,-1.1313459533880408e-10
2.8725,1.4581116937602123e-08,3.7351244576270701e-09,4.3158824739091096e-10,-1.0649385052200401e-09,-1.338341023552081e-09,-6.1300221710363509e-09,-1.0444459872355105e-10
2.875,1.4757234300869835e-08,4.1335614888378768e-09,8.8919812919582797e-10,-1.1110114815628153e-09,-1.468383456598211e-09,-6.1486778780617739e-09,-9.5954956413515712e-11
2.8775,1.492536310065583e-08,4.4671341381767999e-09,1.2732846279751972e-09,-1.148585358641176e-09,-1.575706989870764e-09,-6.1805981538736158e-09,-8.7693812045324211e-11
2.88,1.5090046100424583e-08,4.7346320394564193e-09,1.5618476021391186e-09,-1.1820323737247274e-09,-1.6630817650131448e-09,-6.2231527503485503e-09,-7.9685486645172395e-11
2.8825,1.5244014952413182e-08,4.9343650143319565e-09,1.7451818853981901e-09,-1.2143120626095071e-09,-1.7325321173709507e-09,-6.2734548437336581e-09,-7.1918319710101586e-11
2.885,1.5378853689171924e-08,5.0477918978855309e-09,1.8146181167594765e-09,-1.2471300885791256e-09,-1.7879025812474354e-09,-6.327235271723049e-09,-6.4437627368148615e-11
2.8875,1.5489178814970865e-08,5.0405482551058205e-09,1.766160646234398e-09,-1.282260706547049e-09,-1.8376447477678278e-09,-6.3802436518203605e-09,-5.7280659710468563e-11
2.89,1.5565186495745941e-08,4.8824638928402051e-09,1.5921093196624942e-09,-1.3226599625980166e-09,-1.8882666260947515e-09,-6.4280421070340303e-09,-5.0466742832144602e-11
2.8925,1.5609255169617166e-08,4.5633633007443774e-09,1.2758618642691974e-09,-1.3695800965785578e-09,-1.9458021091232528e-09,-6.467802491066386e-09,-4.4011365404895001e-11
2.895,1.5622829982110528e-08,4.0922049066248402e-09,8.1659408137280316e-10,-1.4240284798771587e-09,-2.0134096572932617e-09,-6.4990406873990976e-09,-3.7939652677147168e-11
2.8975,1.5616671118401995e-08,3.4879692349007407e-09,2.3559881620762867e-10,-1.4890400250573499e-09,-2.0902304448731216e-09,-6.5204119216656474e-09,-3.224527225390958e-11
2.9,1.560208131112157e-08,2.7806604721539912e-09,-4.1907533552618537e-10,-1.5677580147136869e-09,-2.1755937742368935e-09,-6.5316426230417889e-09,-2.6927763640554513e-11
2.9025,1.5590096830834703e-08,2.0152147813370484e-09,-1.0732653850409924e-09,-1.6595083063176962e-09,-2.2691023787328666e-09,-6.5342093962335329e-09,-2.1978330730916296e-11
2.905,1.5584249788452991e-08,1.2517921627397634e-09,-1.6583354134698203e-09,-1.7605269806644185e-09,-2.3693636085562418e-09,-6.5330927277327937e-09,-1.7387672355180322e-11
2.9075,1.5592234776808787e-08,5.5650256119686792e-10,-2.1255025546475202e-09,-1.8651652370058125e-09,-2.4725541799065961e-09,-6.5314014262745646e-09,-1.3170950706799943e-11
2.91,1.5621974572131955e-08,3.7007372142343532e-12,-2.4440105554737613e-09,-1.9668679751136728e-09,-2.5755140872203929e-09,-6.5301537448149596e-09,-9.3819971923964268e-12
2.9125,1.5679312686954217e-08,-3.3496274378692575e-10,-2.6048978787833013e-09,-2.0565596200566049e-09,-2.6745314884081415e-09,-6.530601432601242e-09,-5.9965075678132833e-12
2.915,1.5759856743950226e-08,-3.9783623942047757e-10,-2.607555267251636e-09,-2.1245274122314075e-09,-2.7662849694534959e-09,-6.5348211528538487e-09,-2.9592518599878066e-12
2.9175,1.5859415733321487e-08,-1.5086564728224937e-10,-2.4611909080734177e-09,-2.161388668332354e-09,-2.8450034887226045e-09,-6.5453648308376205e-09,-2.5488107962445019e-13
2.92,1.5969311976722008e-08,3.9816983517038863e-10,-2.1827891693727298e-09,-2.158190332962798e-09,-2.9037871826799934e-09,-6.5646188130840969e-09,2.1186834491081337e-12
2.9225,1.6074505664464784e-08,1.1765946435383571e-09,-1.7881353339022319e-09,-2.1065052919825918e-09,-2.9358805411257774e-09,-6.593979530357695e-09,4.1829383846423533e-12
2.925,1.6159327530534091e-08,2.0746545651348958e-09,-1.3049298095780431e-09,-2.001190172933591e-09,-2.9357285117431114e-09,-6.6316883054067099e-09,5.938542506690188e-12
2.9275,1.6199711735965696e-08,2.9371897004381619e-09,-7.644120429179845e-10,-1.8411572978659098e-09,-2.9008236959139588e-09,-6.675194614183983e-09,7.3518159528523019e-12
2.93,1.6185325831482352e-08,3.6375625896890886e-09,-1.9933299837195759e-10,-1.6273182985126472e-09,-2.8282368398990419e-09,-6.7223569225333629e-09,8.3399067218692804e-12
2.9325,1.6105872327857633e-08,4.0453444252279778e-09,3.5512767815188862e-10,-1.3625088263543804e-09,-2.7174780292677145e-09,-6.7695376384938377e-09,8.8265351422548318e-12
2.935,1.5959409989705452e-08,4.0587733253903658e-09,8.6546568433955358e-10,-1.0534798547531404e-09,-2.5678332669584603e-09,-6.8120598535410933e-09,8.7853888901659471e-12
2.9375,1.5746411105978026e-08,3.6152270061991111e-09,1.2992320901172515e-09,-7.1568615782111196e-10,-2.3822149019434246e-09,-6.8444680542412257e-09,8.2549661181752435e-12
2.94,1.5472494893469788e-08,2.7317054147839642e-09,1.6293629622901848e-09,-3.6488013319474301e-10,-2.1675174524588068e-09,-6.8643989417068519e-09,7.2362603398204313e-12
2.9425,1.5139094716873008e-08,1.503699371342638e-09,1.8329610089994018e-09,-2.003244520068003e-11,-1.9289422430046577e-09,-6.8700885680553317e-09,5.6994275823601758e-12
2.945,1.4761584999618696e-08,8.0464048876637518e-11,1.9009320157673448e-09,3.0236887081255688e-10,-1.6695467678041777e-09,-6.8602611112153535e-09,3.5201003265989628e-12
2.9475,1.435749323953485e-08,-1.3653056267054127e-09,1.8355589301583402e-09,5.8552963089233024e-10,-1.3950067475969356e-09,-6.8346176487810859e-09,6.0133040836904716e-13
2.95,1.3947839686270976e-08,-2.6674765180999643e-09,1.6448088206375196e-09,8.2007691178076746e-10,-1.1127165649977415e-09,-6.7928719312083802e-09,-3.1719003626919043e-12
2.9525,1.3553452023916601e-08,-3.7014920054761065e-09,1.3419255860447864e-09,1.0017015964512325e-09,-8.3168331915450475e-10,-6.7335797790195342e-09,-8.0233115553836878e-12
2.955,1.3197231427558783e-08,-4.4124974917096061e-09,9.4438124402067633e-10,1.1244389678376817e-09,-5.6554571765300988e-10,-6.6546859913637289e-09,-1.3972316308484521e-11
2.9575,1.2895615152306298e-08,-4.8222866614599675e-09,4.7668154606860373e-10,1.1851896704372259e-09,-3.2175929077201891e-10,-6.5568709926018536e-09,-2.0693002497488311e-11
2.96,1.2661120908549379e-08,-4.9766927260294252e-09,-3.3338643187192074e-11,1.1838105401455191e-09,-1.035156726612669e-10,-6.4418444310689749e-09,-2.8127007039033278e-11
2.9625,1.2500096038789411e-08,-4.9148403833190254e-09,-5.5364749773659373e-10,1.1242253510501287e-09,8.3277313933914818e-11,-6.3127474211019363e-09,-3.6234927431484596e-11
2.965,1.2419991821625413e-08,-4.6497267697891266e-09,-1.0536139411298669e-09,1.0104518439559128e-09,2.3209122725547307e-10,-6.1723833762165767e-09,-4.551685727196882e-11
2.9675,1.2413899143894184e-08,-4.2117264201896718e-09,-1.5003249302950211e-09,8.5180535147671214e-10,3.420643599207656e-10,-6.0223315097192025e-09,-5.6213577734365309e-11
2.97,1.2472613300878505e-08,-3.6395441354241294e-09,-1.8663995438302914e-09,6.6209590165063194e-10,4.1153220161395097e-10,-5.864343627497975e-09,-6.793965849813222e-11
2.9725,1.2585427529698704e-08,-2.9808482491461196e-09,-2.1361685692573305e-09,4.5428022235221469e-10,4.4020743101662932e-10,-5.6998317794792156e-09,-8.044869012829036e-11
