Physical Time (s),xth_bot Monitor (W): bot_cv1,xth_bot Monitor (W): bot_cv2,xth_bot Monitor (W): bot_cv3,xth_bot Monitor (W): bot_cv4,xth_bot Monitor (W): bot_cv5,xth_bot Monitor (W): bot_cv6,xth_bot Monitor (W): bot_cv7
5.6915,-7.9606802358486178e-20,4.1562347765656022e-19,-4.5512254180910468e-20,2.2735610323163444e-20,-3.3312844951484787e-19,3.0319530268027725e-19,-7.0772834808828063e-20
5.69175,-3.0109250498853843e-19,-1.3707068089539314e-19,7.1910007201154639e-20,-5.1602858151887643e-20,4.3440029778087261e-19,-4.4534966177929473e-20,2.9607706879110302e-19
5.692,1.024433571895342e-18,2.9055387013334726e-19,-5.1052994554081301e-20,1.0688432972700347e-19,-1.4780398767533538e-19,3.7457520887528102e-19,6.333861500721872e-19
5.69225,1.3316955747383399e-18,2.3186071780286064e-19,-6.9343103457106861e-20,4.6478644920409223e-20,8.7773783237057703e-20,-5.1461962905185211e-19,6.3789990410972887e-19
5.6925,2.3079966826493927e-19,-1.9169709513314444e-19,-4.815797713275362e-20,-3.0072062742204174e-20,5.7063386625115943e-20,1.0383616871797782e-18,-9.5138707097290929e-19
5.69275,7.6809950888728077e-20,5.0264624388463177e-20,-2.074222415941752e-20,3.1330121447995768e-19,9.6205376184265617e-20,9.3141457839813186e-19,5.6928975366438238e-19
5.693,-1.5275177632034981e-18,-3.8922996370487949e-19,5.6785012643346837e-20,1.4830081190768429e-19,-1.1686273636467789e-19,1.1530920534682933e-18,-3.3832803639212346e-19
5.69325,1.1242954533116363e-18,-4.2962922697173166e-20,9.5359917952024336e-20,-9.3784705655251698e-21,-4.5694253810617611e-19,-3.3144850059154682e-20,-7.7566601343892372e-19
5.6935,9.2876850312480861e-19,-2.1977272390002206e-20,2.1724792118929737e-21,-1.747559179053575e-20,1.361871540178069e-20,1.0883352668347698e-19,-1.387461263611058e-19
5.69375,8.075265045423586e-20,-8.2932336338792567e-20,3.8733981464136319e-20,5.1292691040270816e-20,-6.1957127998578672e-20,4.9515015416972554e-19,-5.231449369438014e-19
5.694,1.7748863242782186e-18,-1.3786952396115317e-19,7.9947950502875914e-20,-6.7457561833791381e-20,1.5506178125605199e-19,1.1489574983113414e-19,1.0089381435212954e-18
5.69425,1.6231294663946939e-18,-5.6855375531191458e-20,7.5630339896366782e-21,-1.4654734379515456e-19,2.4147603953703068e-19,-5.2096692279280799e-19,4.4491748108741539e-19
5.6945,2.1430903475737785e-18,-1.3962553199614943e-19,3.7499294703478544e-20,-8.3515612960207921e-21,-3.0132657642574391e-19,5.5442138494203351e-19,7.7862005410058191e-19
5.69475,1.3561933292202407e-19,-2.6391307255427652e-19,-1.6010647173996648e-19,5.0338929146659737e-20,2.9554799695618761e-19,4.1830629121494766e-19,6.084571644393395e-19
5.695,-5.756574770808111e-19,-4.436978570716894e-20,-2.7154388819199139e-22,-4.728167527919989e-20,-1.0780722510066898e-19,-1.0094116003127129e-18,-2.1934446852342529e-20
5.69525,-9.322340630971411e-19,5.4749326573702409e-20,-3.2721344529616201e-20,7.674365132371742e-20,-1.3350467628108911e-19,6.1450704678123098e-19,-1.4959485181632238e-20
5.6955,-3.3252885921139447e-19,2.4026314130588518e-19,2.2985479917181813e-19,2.4241991681636525e-21,2.9182200887718847e-19,1.1990049883452359e-18,-1.0971538584004374e-19
5.69575,-1.9296010647474802e-20,1.4822614674432944e-19,1.0887997788538754e-19,-1.8958315406479549e-19,-2.753677333831124e-19,-1.6722549166670411e-19,2.3606339277513469e-19
5.696,7.7852835138194106e-19,1.2030857288829932e-19,-3.2318034412393511e-20,1.0446246144564271e-20,5.2693957208198731e-20,-1.2704064076798129e-18,-8.7702657056816299e-19
5.69625,-1.0249280767728131e-18,3.2191476695478369e-19,4.515939433506434e-20,-1.5614117324000245e-19,-6.7825960727556376e-20,1.3734289727271401e-19,5.0409401502432107e-19
5.6965,-8.0382071608713931e-19,4.121515889824689e-19,2.1511118337313438e-19,-6.0647601690924325e-20,-2.461172944616661e-19,-3.8393441935932268e-19,5.4427608534019264e-19
5.69675,-1.8037456169213194e-19,1.5785663199348617e-19,1.6879934372861127e-19,-2.8525531468114117e-19,-7.7685683602405182e-20,-1.4466393738922368e-18,-2.4545056219931209e-19
5.697,2.7399130360741258e-19,-1.9569655923985138e-19,-9.7107635015017128e-20,2.3962862806489375e-20,6.1900690167898361e-19,-6.796741176760464e-19,-1.0126983897772008e-18
5.69725,-8.0870388353524428e-19,-2.863092745106781e-19,6.2840297647784721e-20,9.2320610385824677e-20,-4.7431432959692847e-19,-2.8363470323941252e-19,5.7323063204689893e-19
5.6975,-7.9605642024520298e-19,4.4859591734689171e-19,2.6712769986118766e-19,-5.1410130984140318e-20,-1.4868824082263173e-19,-1.0055594905044509e-18,8.6687704087336323e-20
5.69775,-7.0232524931018217e-19,2.1660938287135331e-19,-1.0328817907633901e-19,-6.2930806170156405e-20,-4.0721621791845852e-20,-1.0028620732034344e-18,-9.638247319027407e-19
5.698,1.7764151549539015e-18,-3.2718026888858614e-19,1.3044249771496797e-19,9.5318077324554459e-21,-1.5970533631712702e-20,-7.17575623422101e-19,-1.1591971966656367e-18
5.69825,4.7370481797479559e-19,-6.3705378017560069e-20,1.2823634225869933e-19,4.3099990858930813e-20,-1.7338662422839151e-19,5.4966904322793822e-19,3.2083535154428248e-19
5.6985,4.3372391914034963e-19,7.7570802040259399e-20,-1.5312845135868158e-19,-1.0455872581915519e-19,2.6519052378584886e-19,7.7622204358655489e-19,1.6096608282782679e-18
5.69875,-3.4341153635416188e-19,-2.5819591402317548e-20,1.4274218623721844e-19,1.5680359046346144e-19,4.7738747266185661e-19,-2.5210642182744721e-19,-4.4806715246012342e-19
5.699,1.699992292374134e-18,-4.8366116680128994e-19,-3.6687991943531376e-20,3.4347374787704612e-20,1.2738392426691668e-19,-3.1219187255267439e-19,-1.0677832366776647e-18
5.69925,-2.2257726971523421e-18,-8.3892140330052269e-20,-1.5511037290284341e-19,1.0576836539486961e-19,1.6519748154641329e-19,5.6706012392999845e-19,-6.0218118967863131e-19
5.6995,2.2466513409805951e-18,-2.1004323015590049e-19,-5.2542584802979545e-20,-1.3097864356808006e-20,-3.0239555862504799e-19,-5.5268908557458046e-20,5.7872781660451614e-19
5.69975,1.9331103840142249e-18,3.2342579458249909e-19,1.4179872363215709e-19,-1.8171450821341267e-19,-1.670846610478003e-19,4.1049976697101693e-19,-3.1987207918343362e-19
5.7,8.6060689471530918e-19,-5.3516501039314526e-19,-6.6620274237182266e-20,-1.5633343074191528e-22,2.2752124406878488e-19,-9.3370276625803951e-19,-9.3179803356173798e-19
5.70025,5.1310801380353524e-19,3.4433882488518592e-19,2.8730623217216972e-20,1.325097578526003e-19,6.0136721685133034e-19,1.0967842869141769e-18,-9.5025258512343627e-19
5.7005,-1.2956292173975396e-18,2.6392541767416968e-19,-2.1296030871826896e-20,-1.593654581169518e-20,1.7550091387603488e-19,-4.1825942783121325e-19,6.3180702608140595e-19
5.70075,-5.6142532161793122e-19,-2.232615585732793e-19,-1.3396557208654922e-19,1.8271000407547117e-19,-3.7293196503644793e-19,-2.9231683107247879e-19,-9.1593877920909326e-21
5.701,-3.335885211199155e-19,-5.4536366273836022e-20,1.8808093064130213e-19,9.2927907206672483e-20,-1.7627883891945406e-19,4.6144656241067874e-19,5.4859217225878271e-19
5.70125,-6.7840460116180177e-19,-1.9577937909629666e-19,2.9774153797272729e-20,8.7920015585494249e-20,-3.4103552284139515e-19,3.2981833870598271e-19,2.1749477561010352e-19
5.7015,-7.2012123660722034e-19,-2.8007276855009213e-19,-1.9207248843682019e-19,-2.3952111203992874e-19,-1.9890833776140989e-19,5.6259562226863596e-19,4.2858787526583469e-20
5.70175,3.084786997005528e-19,-2.612546256463524e-19,2.3051740280646102e-19,-1.2693911242987507e-19,9.3724677228766646e-20,-1.5922841529920004e-19,-8.7856042810152509e-19
5.702,1.5270033049061128e-18,-3.231842440307273e-19,-1.7246428802242201e-19,-1.630480756193266e-19,-4.2796533160765331e-20,1.13212494885201e-19,-3.1000686590151584e-19
5.70225,3.5009476561836599e-19,2.0264207300375393e-19,-1.5251292620861372e-19,-8.6938758494238416e-21,1.3050644556182723e-20,2.0999431611450891e-19,-2.3050917182482266e-19
5.7025,3.9433637127748851e-19,-5.9398106126732084e-19,5.5488508357331018e-20,-2.1369215011003369e-19,-3.8415401526417282e-19,-3.2242212856834162e-21,-2.4301469197837071e-19
5.70275,3.6033156651196309e-19,-1.4147690817530465e-19,-7.7282649720914232e-20,-2.7876540341385498e-20,-2.2533265933180127e-19,-3.5742731901791178e-19,1.2888633498085853e-18
5.703,1.0504219588581887e-18,-1.8292213246501938e-19,-8.0752615685451631e-20,6.0479988651313575e-24,3.7615327353302511e-19,-1.0105158347224596e-18,4.3652044510949778e-19
5.70325,3.305430995440259e-19,-2.3835883618571951e-19,2.0477124186885116e-20,-5.8527612033407235e-20,-1.0732663508078448e-19,-4.6263361202149254e-19,4.8424520098201101e-19
5.7035,8.2491979553582558e-19,9.5398052762666488e-20,-3.4050612621695838e-19,-6.4528698527734707e-20,4.9909745162125982e-19,-1.498670988356417e-18,1.6465844950879846e-19
5.70375,3.9990292804950293e-19,4.5227612806694341e-20,-1.0754723574329932e-19,-1.7624735979831802e-19,4.8344027714576807e-19,2.6404212024732932e-19,7.3762552050221692e-19
5.704,-6.4511032338962363e-19,-2.4329037257714254e-19,-5.9904768124277567e-20,-2.131358068046695e-19,1.1913022380994748e-19,-1.6630231261088037e-19,-2.1226362455127273e-19
5.70425,1.5017825637517864e-18,-2.1613996454083621e-19,2.0432375030027583e-19,2.7572930618382061e-20,8.1958646315898971e-20,9.1890727883976501e-20,4.650452418345882e-19
5.7045,-5.7060248743648731e-19,1.9703169961082643e-21,1.2533153441959717e-19,-1.0926546893345917e-19,6.8031223523136718e-19,1.1972365174638476e-18,-2.5849598788902984e-19
5.70475,8.2015248283195517e-20,2.2272839568552775e-20,-8.9539484263490901e-20,6.5087744332222155e-20,1.8325148509652006e-19,1.5200703098286299e-18,-1.3186559897207987e-18
5.705,1.5784902305435561e-18,-3.3917372834007607e-19,1.649680023475043e-19,1.3073701273685022e-19,1.4741322998188668e-19,7.9506344054165594e-20,-1.0760559929835453e-18
5.70525,5.0810372060723403e-19,4.3494941292189077e-19,2.7119819850381065e-20,-2.9531179670875645e-19,-1.562721096285936e-19,-3.8701915288629905e-19,-5.5702403825898096e-19
5.7055,5.094121489520766e-19,3.1634544702925915e-19,2.0507158836694689e-19,6.8292442434712015e-20,-2.865948521311106e-19,3.9974785289659382e-19,2.4189897645693619e-19
5.70575,-3.7755599454951081e-19,-2.5467479051289894e-19,-6.3033076523065437e-20,-1.2474852259108632e-19,-3.690809259604865e-21,4.8883895964458287e-19,-3.016796456634482e-19
5.706,2.8143144979145711e-18,-2.2887560547403244e-19,-1.2510186819853205e-19,-8.8497963086453725e-20,-2.9110173260978268e-20,5.5217371114977013e-21,8.6260715125042449e-19
5.70625,-2.6559777592290383e-20,-5.6932030899972606e-19,-7.8258836732127073e-20,4.1513954322290967e-20,4.0226461457497103e-20,2.3479463492476658e-19,-8.7661943484325636e-19
5.7065,-2.755300854083877e-18,-4.7340313714921549e-20,-4.3660861233186044e-20,2.4526600042563138e-19,-2.203612464525174e-19,1.7236146742484285e-20,3.5938347433479135e-19
5.70675,5.8180275726928763e-19,2.7752930508430064e-21,-7.7852012992444421e-20,1.5191135594345042e-19,-1.5363262321652017e-19,4.7307186508872074e-19,3.6641250771341688e-19
5.707,1.6573056426935215e-19,-5.2007940585698939e-20,2.4574178586717119e-19,1.036934687218803e-19,-3.7653656502588716e-20,5.1171003718780794e-19,7.0011707691409842e-19
5.70725,4.6748033696777774e-19,3.2231889302166498e-19,1.2860787807182209e-19,1.7156019854228634e-20,8.830965967776814e-20,6.5515419405249468e-20,-1.6956081774536796e-18
5.7075,1.4986364180786428e-19,1.8206959773722201e-19,8.4558088536311748e-20,-6.5143336920803839e-22,-6.3443141799333535e-20,3.8955626820008767e-19,-1.7006859069603963e-19
5.70775,-7.7723631649437965e-19,-2.3326151463689011e-19,1.3821941225823007e-19,3.9482387902975792e-20,-1.6623775642270244e-19,2.4722551639308678e-19,-6.2401274316209421e-19
5.708,1.4930901832972255e-18,4.089844214170411e-20,-6.8059516909566754e-20,3.0420631365371782e-19,1.607582457003382e-19,2.0826827937693826e-19,3.9665778806322984e-19
5.70825,-8.1568991276069611e-19,-2.0700001211341669e-19,-1.2204507118924648e-19,-6.0521502696067547e-20,3.0349041777367512e-19,-6.2766952892453544e-19,8.6554963423017302e-19
5.7085,2.7988806271645007e-19,9.7220661459609472e-20,4.1906728542290221e-20,-1.3119386363015873e-19,2.468940337281967e-19,-2.0005497707135711e-19,-6.4489907644805642e-19
5.70875,-2.7148273561672851e-18,3.4173447192160916e-19,-1.0698427261866452e-19,1.3050204755484767e-19,3.3152905205473435e-19,2.0303304208606067e-19,5.7196624281560312e-19
5.709,-8.4952570351510412e-19,-4.4365400503355409e-19,2.9542250397954279e-21,4.6283038527820736e-21,7.0609019009851694e-20,7.7688030727630605e-19,1.2252377557063312e-19
5.70925,2.4310161130760944e-18,-5.2148529877775273e-19,-5.1938971837259859e-20,-6.9715346522251841e-21,-2.7183078136107918e-19,-1.5398233815611262e-18,-7.7252262808861218e-19
5.7095,2.7603308559801328e-19,3.0287485789700864e-20,-2.8377359438509437e-20,4.0072293140923031e-20,-3.3984109286560048e-21,5.4026317585065585e-19,-2.0503399151643003e-19
5.70975,-3.1643439498448575e-18,-1.189267703063096e-19,-1.1857106033067484e-19,-9.6605236691846178e-20,-2.7273078903647226e-19,-4.6206468942720061e-19,-5.3195054919113489e-19
5.71,4.1870102974889964e-19,2.146995425294241e-19,1.7592057526900028e-20,-3.1670284107167559e-20,-1.2055020856366788e-19,6.7370590826901205e-19,-1.5988124627229501e-19
5.71025,-3.0455988555669853e-18,-1.5923072961286151e-19,-5.8747607227509089e-20,-1.0294125792969784e-19,-1.5402834035759645e-20,-3.995790482553058e-20,-1.0936456995319184e-18
5.7105,7.769670921265913e-19,6.0428065012502597e-20,6.3227386060325614e-20,2.8808671293621243e-19,1.0358089975071658e-19,5.8337700474860404e-19,-1.1285075110375509e-18
5.71075,1.5440124191959089e-18,3.4847375397845803e-19,1.0925230066454636e-19,3.4759650525562887e-19,-4.919540988958058e-20,-7.1000222828299876e-19,-1.4279023333450364e-18
5.711,7.0229233901106414e-19,-2.0499153079536414e-19,2.9765899489707254e-20,1.2878150225341591e-19,2.7097309360621222e-19,1.2311776968698734e-18,1.6314229259843568e-19
5.71125,-9.1231443353409148e-19,-3.8755055889865682e-21,7.9864295934844748e-20,-5.7172311860992823e-20,6.4012382296557623e-20,8.5852636596187263e-19,1.3495918092694355e-18
5.7115,2.557560341083505e-19,1.5807805034785999e-19,-2.0332992777989783e-19,-1.2434830826873116e-21,-6.689882524773707e-19,-2.583399287839113e-19,8.0716285478610582e-19
5.71175,3.7529521365975085e-20,1.5546087343780945e-20,-1.5856637276981445e-20,5.5641299147641238e-21,4.6454271924724246e-20,-2.8979243568943242e-19,-8.2120817786061572e-19
5.712,-1.887019652587104e-18,3.2781994748255278e-19,-1.1252135266960666e-19,-3.0924243573748641e-19,9.0128234860743779e-20,6.0891832583453295e-19,-1.0294233163655205e-18
5.71225,1.7902649890930583e-18,-4.3870081474026243e-19,5.1382924189152016e-20,1.5240224662598352e-19,7.4334668394326512e-21,5.7955085640874016e-19,1.7496720699772562e-19
5.7125,1.545820681701744e-18,2.4947634936453197e-19,1.115786211158428e-19,9.9386917052537049e-21,-1.8420393788542659e-19,2.6315334212984791e-19,-7.0244988035969127e-19
5.71275,3.3674957079855881e-20,3.4410723952881167e-20,1.5872217727086375e-19,8.6619872357000401e-20,-3.1393532505692054e-19,-2.0654281679580435e-20,1.6363456535703451e-18
5.713,-1.6496102410613358e-19,-7.1657099578444919e-20,-7.8260663721918913e-20,-2.6351579818571801e-19,1.0892839219020665e-19,-2.8249624087817246e-20,6.110552535142581e-19
5.71325,-1.1821619029630586e-18,3.3066706231509517e-20,-2.7798794226775995e-19,-1.1577483231720027e-19,3.0991605549795605e-19,-5.3809223225247542e-19,9.1591539260965549e-20
5.7135,1.5590127782875499e-18,-9.4795716008654297e-20,2.2236423318371604e-20,1.5782629036694259e-20,4.1009275814223543e-20,1.4895279373759266e-18,-5.7272168424592975e-19
5.71375,-7.2168176927915398e-19,1.2935339762371128e-19,2.956137702544486e-19,-1.3976607665660879e-19,-1.6727683138354618e-20,1.8857202837083112e-18,-6.3778087629919544e-19
5.714,1.2944572973719465e-18,3.9052690322179604e-19,-1.6541491707952089e-20,-4.8654118365196552e-20,-8.3854753798618441e-20,-9.0925958449191983e-19,-3.1509980956212922e-19
5.71425,1.2893667434500058e-18,1.973495177194499e-19,-9.9954226026161242e-20,-9.8522719691055247e-20,1.6880168604637415e-19,-5.8162330615968761e-20,3.0133915899440134e-19
5.7145,-2.6490469428566499e-19,-1.9221971685989464e-20,1.8796285299256215e-20,-1.7033747855396673e-19,-5.4673620807878429e-19,-6.7098778142464581e-19,2.2827810441057713e-19
5.71475,-9.6381095500253527e-19,1.8876808672487832e-19,-1.3327368336602237e-19,4.4723729159345961e-20,2.1691916599178345e-19,2.9083528974921988e-19,1.1672917129344048e-18
5.715,1.2420196615380487e-18,5.0356835701993538e-19,-9.5185679016380309e-20,-1.4473539197929017e-19,-4.2574670396987726e-20,-3.5997061929070086e-20,1.2687267715584767e-19
5.71525,-1.6731045208505859e-18,-4.1941544621198853e-19,-1.2428094771630231e-19,-3.6194085366692376e-19,-1.7549452708397117e-19,-4.0079318917248375e-19,2.7235801273933997e-19
5.7155,-6.0623170386458151e-19,-2.7158058412743587e-19,-4.8066729528419922e-20,-5.6967222801182079e-20,-2.3830635685664092e-19,-4.266575357915446e-20,5.983539385506563e-19
5.71575,9.4773233041159269e-19,-1.852166540561846e-19,1.3968132745895626e-19,1.1735557282633637e-19,3.0519839120453607e-19,1.1342256056493513e-18,-9.2887634435441774e-19
5.716,9.015089411854046e-19,-1.9617626967813172e-19,1.2865883585275811e-19,2.7720940328975748e-21,1.5732016406728556e-20,-5.1836797143080836e-20,2.5150617823305506e-19
5.71625,1.6138771738196298e-18,-5.1905189478175156e-19,-1.4812704553033961e-19,-1.7105685102577076e-19,2.686063595384481e-19,4.7537617097621264e-19,-4.7428840794949449e-19
5.7165,-3.6032503756704519e-19,1.291984679035712e-19,-1.7193811084359427e-19,6.0457662344607707e-21,-2.3832438661113438e-19,-2.0359958804284189e-19,-4.5189325594628049e-19
5.71675,-1.8343515878189764e-18,1.8312616206249801e-19,1.7289036194141855e-19,-3.8144056763607959e-20,7.024261232051181e-20,-1.2182058320587934e-18,-8.5982427666581457e-19
5.717,1.3033285966224872e-18,-4.9477482361380632e-19,-4.7346032027788247e-20,-1.2558109697028618e-19,-1.6992441497159555e-19,-6.5441097707304179e-19,6.8436542234030814e-20
5.71725,-1.2225133524637039e-19,-1.4103731868405989e-19,3.646224805142637e-20,-1.6159543507866782e-19,-1.7916752330134439e-19,-4.087883505761387e-19,-7.597799215876356e-19
5.7175,8.1371149145005821e-19,1.7319553452447527e-19,-1.3337486461201203e-19,-1.0838227615617441e-19,9.4756009004441054e-20,5.6836695319664264e-19,-7.4876250551257727e-19
5.71775,3.4721862949373621e-19,-1.7637432841407532e-19,9.1576259852657614e-20,-1.5840396543526136e-19,2.1395849528829777e-19,9.8300688342689795e-20,-8.6570140752620783e-19
5.718,-5.2333663028473171e-19,1.2094959627265286e-19,9.4287422260040993e-20,-1.0573137215526155e-19,1.6317849145658264e-19,7.4847190080680062e-19,-2.2917155047267046e-19
5.71825,-1.0411853732166795e-18,-4.6041983416624438e-19,6.3512695686397671e-20,-1.9948135240148264e-20,2.457501314050866e-19,2.9267076113757002e-19,1.1895066948014399e-19
5.7185,-9.2425040528248267e-19,-4.9777124669176989e-19,-5.319875156046366e-20,-3.6901693151890346e-20,2.064890734403365e-19,9.4930924783959977e-19,6.2985517438556015e-19
5.71875,5.7559914727266874e-19,2.961202285651398e-19,-7.003174655570659e-20,-2.5098080547680916e-20,1.5908336840708082e-19,-1.4604543713656644e-18,-1.8896993625851675e-19
5.719,-2.8897258593242568e-18,3.1523372387598891e-19,-1.5010506044445488e-19,-3.6416786165418539e-20,-2.9908414578908963e-19,4.0103058308797307e-19,7.3888325980978625e-19
5.71925,-2.4287476830402334e-19,1.6785203219524443e-19,1.2493368976554448e-19,-6.6664802385236849e-20,3.0039711572090974e-19,1.2532373159412882e-19,6.5264083629959234e-19
5.7195,1.0540976780450479e-19,-1.9660496684588787e-19,-6.2740998652229194e-20,1.3075721747064395e-19,-1.2063670395624496e-20,5.8439920156206738e-19,-2.4119488561725457e-19
5.71975,1.7311190288551321e-18,1.6477739495093339e-19,-8.576998017957141e-20,-1.087563737042629e-20,1.2159157707126199e-19,-4.2684566905346086e-19,-2.4162493658976399e-19
5.72,-1.0244330638567012e-18,-1.1431941114208597e-19,-1.0163046465136293e-20,-7.7334496870707992e-20,1.5022988274584517e-19,7.1373207846731967e-19,-1.7399027223319861e-18
5.72025,2.5275544359853469e-19,1.5691649671054621e-20,1.301128981869617e-19,-2.0288263430791895e-20,-4.3729003876337269e-19,7.5985192774895984e-19,-1.2525288285679497e-18
5.7205,3.9685823639157772e-19,-3.59723275964629e-19,-2.5841509040078508e-20,1.9034875209859524e-19,3.5900475691895607e-20,7.2626987486297549e-20,9.2761799679217961e-19
5.72075,2.1751635526292967e-19,-1.4493577789160605e-19,1.3798037767284949e-19,-1.5903164405974818e-20,-1.6856168728647974e-20,-5.3908457095666749e-20,2.9644856805651637e-19
5.721,5.0907233488614097e-19,-1.5585317089202314e-19,-1.1789873169184737e-19,1.7639335085313384e-19,-1.0385521193406857e-19,3.9412457563537569e-19,-1.0059767657391855e-18
5.72125,2.2524563080440591e-18,-4.9417479896773588e-20,-4.481128677904271e-20,5.128617399157676e-20,-9.4194942126775907e-20,-9.5933150322895521e-19,2.1820953580979229e-20
5.7215,-1.567967459697453e-18,-1.0108767815665297e-19,8.1645042851372258e-20,-2.532530070550323e-19,-1.8328847362051637e-19,1.3504828161440918e-19,3.7654066450281061e-20
5.72175,9.2535215923111269e-19,3.8034233440024442e-19,6.6813099506457983e-20,4.8911722805793801e-20,-1.1806601430699552e-19,-6.6416852623817687e-19,6.0494363400622595e-19
5.722,-1.1437402165065677e-19,-3.712001488365539e-19,-1.3759107739693944e-19,-9.8213824262570596e-20,2.5025706584688757e-20,2.3139361087419432e-19,7.7195002565724591e-19
5.72225,1.5790992968274005e-18,-3.9847024821830429e-20,4.5869877948666085e-20,1.1579418617877608e-19,-4.7336446873430616e-19,-3.4440621714122716e-20,8.4898791863620412e-19
5.7225,-7.0550952855185394e-19,4.5346356334906885e-19,3.0326138012091246e-20,-1.4565082602593938e-19,-2.2313217506424596e-19,-4.7840413769542243e-19,-2.0619467220139451e-19
5.72275,-7.9595566545941737e-19,-2.1051305718577166e-20,-2.9738185151930227e-20,-1.3575215382020957e-19,2.3155453004816438e-19,6.2038715713005268e-20,-5.8545333054124106e-19
5.723,4.8255082527091019e-19,-4.1140247706617405e-19,9.3433955910037117e-20,-1.3691654506470212e-19,-1.0821102955478632e-20,-7.5018866557753975e-19,7.5927850729637373e-19
5.72325,1.5297960845019659e-18,-2.9123115688677869e-19,-1.0489745924161192e-19,9.3702914480736322e-20,1.6794755767353508e-19,1.7058926209392399e-18,-9.1786373585612275e-19
5.7235,3.0940090480387545e-19,3.9938568922831261e-19,-2.0136928591656886e-19,3.0427630780984294e-20,8.4348249496239278e-20,-5.3458741918061243e-20,-2.3729484892452602e-19
5.72375,7.3529239764239599e-19,1.0223983233841645e-20,-1.3844010514480692e-20,1.0842720080881509e-19,-2.3457897399534878e-19,4.8555103703848704e-19,7.3849583138610389e-19
5.724,3.0394399316994841e-19,-2.8099234026518468e-19,9.8382141581970211e-20,8.2783252891808412e-20,-2.8303820318733606e-19,4.3949671830740287e-19,-8.821956978227766e-19
5.72425,-8.9888983640250792e-19,-4.0794339781067418e-19,-1.1500538649742286e-19,9.9353906212975701e-20,4.7191028572343805e-20,-9.2084290033518607e-19,3.9348770578729363e-19
5.7245,2.2746409553862327e-19,1.5226237202649876e-19,-3.2904152624185789e-20,2.216548504964918e-19,1.008766741213066e-19,1.1201674941331895e-18,-3.4387083200303267e-19
5.72475,2.2109660892311335e-18,1.2211628007021085e-19,-8.7194734071656308e-20,-1.0295020855159966e-19,-4.7061738901652719e-19,-1.836470428002657e-20,-1.2939914262074533e-19
5.725,1.0747777698003981e-18,3.769726564706158e-20,-2.5480172674486932e-20,1.5493558322036246e-19,-1.203585048627937e-19,4.9013969170222658e-19,3.1489946573887673e-19
5.72525,4.0094867409590453e-19,1.0637102654504655e-19,1.9775773695897753e-20,2.4375642479608958e-20,6.6722581569105514e-19,4.602838472059044e-19,-1.7297617431575928e-19
5.7255,8.2908327548274867e-19,-1.9857393951130246e-19,-2.3245685414080663e-20,-7.0419130432491701e-20,1.8958951430870965e-19,-6.2969546624405628e-19,-1.2518167939098989e-18
5.72575,7.6774224449234317e-19,-9.8641931944467948e-21,-1.8630752018449295e-19,-1.6581403557661751e-19,1.3692937510800379e-19,8.1989003254445013e-19,-4.3665600195430704e-19
5.726,5.2672923744024261e-19,-1.177298997722199e-19,7.2276326878685034e-20,-2.5060604852280862e-20,3.2890876240022629e-19,-9.0097400070945485e-19,-1.0159862883192258e-18
5.72625,-1.560569354230071e-19,-3.9047196608630479e-20,9.9391553977117185e-21,-2.6389096196118815e-20,-1.3599963548657208e-19,5.7519180456259547e-19,-7.5601382838062384e-19
5.7265,7.0070701386589375e-21,1.9716866872221369e-19,1.8123584494096629e-19,-3.3098965992355691e-19,8.0466955211278867e-21,-2.9639518266956765e-19,-6.6743741589366481e-19
5.72675,-7.1895287092681174e-19,-1.4192339160316984e-20,-1.4623617478060364e-19,1.3244191490615884e-19,-1.983524080330912e-19,1.5497633599355584e-18,1.4328927428793146e-19
5.727,-9.0677463170185172e-19,-2.586850749622965e-19,-8.375477636368267e-20,2.2156611908029774e-19,8.7464467018580065e-20,1.1690128962301087e-18,-6.3958985568584745e-19
5.72725,5.7608176173629142e-19,4.3011567529960722e-19,4.690720768039449e-21,-1.6601163967226937e-20,-2.4077229234899902e-21,-7.3229969279874818e-19,3.6131525890474445e-19
5.7275,-5.8481421307576492e-19,1.0040946315161999e-19,1.2465888815536707e-19,1.3280608256363178e-19,-7.9192837989360629e-20,-7.5617103950332154e-19,-7.7441517033875914e-20
5.72775,1.7353673368474237e-18,1.0226933579829935e-19,-1.2987880753291282e-19,3.3955570765321109e-19,1.3502734530953212e-19,-1.992973403412566e-19,-9.174571170955747e-19
5.728,9.8518641284080008e-19,8.550091621060002e-20,2.5895532430498455e-19,2.5027537538954987e-19,1.737547998575198e-19,-4.1939485610619531e-19,-6.4719417218308402e-19
5.72825,-4.5719614395702987e-19,7.2734848276694214e-20,3.0528651154277134e-19,2.7571883455491182e-19,2.2779545184906856e-19,6.4764391085033984e-19,-6.6104289312110829e-20
5.7285,-4.8013010992847275e-19,1.7998158188382228e-19,-1.5976442084118466e-19,-1.2514300824953992e-19,2.8400178798325219e-19,4.0665040203462272e-20,2.7005481588319925e-19
5.72875,2.7082428262126759e-19,-5.295848247755348e-19,-2.7387141190422615e-20,4.0051483863996921e-19,6.0403836517304508e-20,2.3950116777968238e-19,2.4404808752921005e-19
5.729,-1.6961318301285184e-18,-3.0450431053064328e-19,8.2532491770949336e-20,-5.3259573364940328e-20,-1.7945391000744679e-19,3.2223936232985193e-19,-5.9366116611699566e-19
