Physical Time (s),xth_bot Monitor (W): bot_cv1,xth_bot Monitor (W): bot_cv2,xth_bot Monitor (W): bot_cv3,xth_bot Monitor (W): bot_cv4,xth_bot Monitor (W): bot_cv5,xth_bot Monitor (W): bot_cv6,xth_bot Monitor (W): bot_cv7
5.015,1.2200990774851397e-18,-5.0861646579821327e-20,-9.4445870535670649e-20,-7.4998265515563439e-21,-1.9612724765164941e-19,-2.5011911063647069e-19,1.9985437504631994e-19
5.01525,4.8111327190529893e-19,1.4804583477856949e-19,5.7977603917243511e-20,-5.9918042853646832e-20,1.0512099265497636e-19,-3.5418324061208034e-19,2.8955167833160523e-19
5.0155,2.6280137483718815e-19,1.2144948645029972e-20,-6.8144124853251965e-20,-1.5332345578014612e-20,2.2840522682903593e-19,1.7736956654604201e-19,-4.5129339243345095e-19
5.01575,1.5993606088989448e-18,-1.2767265617802929e-19,4.3240542036605063e-20,-8.6842625914212711e-21,-6.4951354823220504e-20,1.9609618061399504e-19,3.531934978481597e-19
5.016,4.3198963485041912e-19,-3.598284636852881e-20,9.3534604322712734e-20,6.6612079904500309e-20,-8.3134150322018505e-20,-4.6251448334912903e-19,-1.0165989594045791e-19
5.01625,-3.1614580699626723e-20,-1.258761275244587e-19,1.3026225455825132e-19,-1.9680011411400791e-19,-1.9555944557564478e-19,-5.4405796531435559e-20,9.948128245254668e-20
5.0165,-1.931478191695823e-19,-1.3038609706402695e-19,-3.7605786396543583e-21,-7.4815365020317394e-20,1.3442948185182571e-19,-4.8312874453800894e-20,1.8072482159723785e-19
5.01675,4.3682703634703388e-19,5.2556768215335825e-20,4.246969326121436e-20,1.5654421644594826e-19,1.3908112427868566e-19,2.0371793946421433e-19,-8.4226494263912586e-21
5.017,-1.3990378491667964e-19,6.4293779120547764e-20,-5.921812700940176e-20,4.2540499664517324e-20,2.180478735814964e-19,1.6938064043826521e-19,1.9367163406230318e-19
5.01725,4.1203128180005575e-19,-3.8230166339747673e-19,6.9050918511251589e-20,1.1295780664589258e-19,2.1571275694686113e-19,-1.3623849636845617e-19,-3.6343742070438055e-20
5.0175,-3.7386054122726029e-19,7.1645279329438248e-20,-1.2134802777690881e-19,1.4652061779015491e-19,1.4845544801857268e-20,1.1575775908076437e-19,-9.6633971480469686e-20
5.01775,3.0787319969690106e-19,-5.626741134937432e-20,-6.3980031932961497e-20,4.9453256062821826e-20,-1.7202638673016472e-19,2.3132707359489983e-19,2.7273825224696505e-19
5.018,9.6057606368786944e-19,1.122832864783971e-19,-1.9981984027268216e-20,1.6622377039648451e-19,7.6439682945482724e-20,-6.7842236772562696e-20,-1.817992813412049e-20
5.01825,3.055550647810427e-19,8.8967223220031701e-20,-2.0498273240669711e-20,1.2797649812367474e-19,-1.1218019786095786e-19,-5.436430908560926e-19,-1.9937641047053169e-19
5.0185,-2.460237918348732e-19,-2.0609906725703443e-19,-2.2829081088084856e-21,2.3096207242525328e-20,-2.2144689872328441e-19,2.1972628329093579e-19,2.436672633593889e-19
5.01875,-8.6934891151312196e-19,1.7480499788555836e-21,7.4382822669103979e-20,-8.8941275321951375e-20,9.95030112521933e-20,-7.4243283220024126e-20,-6.4710481822703991e-20
5.019,3.2611191736284933e-20,5.9922546148419802e-20,2.2234969536630844e-19,4.7820226881526726e-20,1.7290940711080746e-20,-2.9019893324110324e-19,-4.609306281435294e-19
5.01925,-9.4789225984702569e-19,1.4745888013160679e-19,-6.4739833266823007e-20,3.4616397727537431e-20,8.2931824580371784e-20,5.9919220497806329e-19,-1.4222469855825394e-19
5.0195,-9.456116416505654e-20,1.3715697193655177e-19,-3.8893409663017062e-21,-7.1431769880005061e-20,8.6324539673245725e-20,3.6344320141050803e-19,-2.69409813761984e-19
5.01975,-3.6310212913607317e-20,-2.0242566766165277e-19,1.6144092908015246e-19,8.1098074133846309e-20,-1.2612007344265196e-19,3.9278422539288665e-19,4.0644931841017586e-19
5.02,-6.2431503611091798e-20,-7.4777188586380435e-20,-7.1053839716680714e-20,1.3682426424895036e-21,6.719055834421113e-20,2.7691899755435325e-19,-6.4643832698576533e-19
5.02025,7.8901121050347157e-19,-7.8601729045140792e-20,-7.7002244608421017e-20,2.2252444380569636e-19,2.0508958229615207e-19,1.1012258218567824e-19,1.3848190885596678e-19
5.0205,-8.2090963419491805e-19,-2.7644903141181107e-20,1.1230045698630618e-19,9.2342076554562923e-20,-5.9762872394786134e-20,6.5631336037432737e-20,-4.6533770295731453e-19
5.02075,5.1468739476454227e-19,2.9420492212057749e-20,4.3443577318500734e-20,1.248077091804132e-20,-1.9372815641936011e-20,3.6104604251601399e-19,4.4918661637910998e-19
5.021,3.2268277658140349e-19,-3.5244169641775909e-20,-1.390872725145457e-19,2.7469101569997284e-20,1.3167699467030373e-20,5.0277542311732551e-19,6.8569913589962794e-19
5.02125,8.9641484831116691e-19,2.7575947525253524e-20,2.1124318623619018e-20,-5.0284197552222405e-20,9.0247215547863456e-20,-2.8288841842582028e-19,2.7305070185306736e-19
5.0215,4.7600406540074377e-19,1.4595650740398587e-19,-6.6377935861091442e-20,-1.3534851352411472e-19,2.5782793112399349e-20,4.0749320354853854e-19,2.7919190666720841e-20
5.02175,-9.5415795602113163e-19,5.2904783784200407e-20,8.8292430482003971e-20,4.1970012943198385e-20,1.3314491687209972e-19,-1.0987764232445052e-19,7.7453850539348687e-20
5.022,-7.5694576249369071e-19,6.9273852649079036e-20,-6.1679020969715202e-20,1.6858630504547659e-19,-2.7691406990986097e-19,-2.4718531722567185e-19,-1.4269030197075917e-19
5.02225,7.192790523982101e-19,-1.3346586439420516e-19,-1.1128935386362977e-19,3.0166353733585701e-20,5.8613665151763226e-21,1.0596140408032421e-19,-3.5000565564566913e-19
5.0225,-1.2768321465497408e-21,-1.611620475809247e-19,-1.1349958627470244e-19,6.0435298775310009e-20,-5.8948627116709006e-20,-7.8124891828451775e-20,4.0846541899768135e-19
5.02275,9.1563579458946118e-19,5.8438100419080276e-20,9.2688799958433859e-20,8.054488393307548e-20,-3.7337807790058526e-19,-9.019033006394444e-20,-3.1162199542621778e-19
5.023,5.4916810981611979e-19,1.174218619093676e-19,2.1559866897832917e-19,7.9604731497435275e-20,2.9044026421001279e-19,3.2692463038690799e-19,2.1786957981530957e-19
5.02325,6.5576197486311633e-19,8.5189928435983903e-20,3.2569380665771073e-20,1.8009131334496061e-19,2.2019658596504615e-19,1.6710245687043441e-20,-1.1339539339602032e-19
5.0235,-3.9062793387462668e-19,7.282943494906704e-20,1.0393325312881073e-19,-1.0517624631317145e-19,-2.5891403451283397e-19,1.243285663068128e-19,6.7100973121903009e-19
5.02375,9.9510546529124474e-19,-2.5235821949914739e-19,1.6176638648931511e-19,-8.6225229478026912e-20,1.3140015963279248e-19,1.914688685364684e-19,-4.7052249438490571e-19
5.024,1.1671283690437358e-19,-5.8565374079457076e-20,1.9604062452219331e-20,8.5903720685188228e-20,-7.1923426369180244e-20,-1.1954846666078938e-19,-1.2909306156866847e-19
5.02425,3.0574853994008996e-20,-2.8594406444256523e-19,-9.1326852923793914e-20,2.0130306956596333e-19,-3.1461753133039338e-19,-8.0746470479065732e-19,2.2482943507322271e-19
5.0245,-1.204215119175856e-19,1.627212356233972e-19,-1.7538402697109119e-19,-4.0781587587442755e-20,2.4321360281735217e-19,8.7080060618584903e-20,-5.2709440973779977e-19
5.02475,1.3808749735512864e-19,-9.7511786508520494e-20,9.3883731658667102e-20,-9.8546043976607638e-20,-1.8609273378290434e-20,-1.2465541042719597e-19,-3.3184136547432224e-19
5.025,-6.783580586320624e-19,9.0038482772126849e-20,2.1960495564917818e-19,-9.8734230398938957e-20,1.8645921850700542e-19,2.885156608919651e-19,2.8402657002568087e-19
5.02525,-5.8404985996305857e-19,7.3265215354251886e-20,-1.5577096689016856e-20,-6.0121290434471697e-20,8.3923752202312437e-21,1.5425884302304648e-19,-2.0123899665808232e-19
5.0255,-5.1814184753165945e-19,-9.5432012392483475e-20,1.3309889861906135e-19,2.0360120038668264e-21,-1.9553204480089706e-19,-3.5418856189445615e-19,-1.9682019800623101e-19
5.02575,-2.5142781045934339e-20,2.2065198009104384e-19,-1.7652025139689826e-19,-3.6835823876230227e-20,-5.1893846191376311e-19,-3.0706406541710633e-19,3.8156373344789913e-19
5.026,-3.6382775907713198e-19,-1.4903749683589237e-19,-7.8037593338641254e-20,-1.4474245506250692e-20,1.5158136596375921e-19,6.0871275053799969e-21,-2.8517950930506651e-19
5.02625,3.1969644812291528e-19,-1.3804084643293264e-20,1.7911375833933011e-19,1.1941889800582582e-19,-1.167037020259524e-19,-7.9471953816991634e-20,-1.1397634459903329e-19
5.0265,4.8944702087225965e-19,-1.2388750123134716e-20,-2.8043031278095454e-20,6.8975179407997514e-20,1.2758033386921112e-20,8.6668013346008787e-20,1.0358681408131624e-19
5.02675,6.9925297123680562e-19,4.7391504607601906e-20,2.8012727260426607e-20,2.3270975228135018e-19,7.7630106697156309e-20,5.970483812720351e-20,-6.0464981549997412e-20
5.027,-7.4948816000840702e-20,5.2249401851826167e-20,-1.0549225466526194e-19,7.172750579304779e-20,9.2647828415308091e-20,-5.9425031304246521e-19,4.0617452169466928e-20
5.02725,5.4552246628916282e-19,-4.7608711841798739e-20,5.0200981105740594e-20,-5.2056223275758982e-20,2.7196111243641353e-19,-2.8604460972657641e-19,-1.4995655893006276e-19
5.0275,-1.5578162668240907e-18,4.021000801111758e-20,4.1944506939522996e-20,-2.1608335122120363e-20,-1.3660136650024454e-19,1.8261590267438983e-19,-3.8965992974816866e-19
5.02775,7.2862055787044343e-19,-2.255178120746951e-19,1.0584488306150212e-19,-8.9697199924483513e-20,-4.6972707509083259e-20,-1.8604939459045906e-19,-3.1124766101019636e-19
5.028,8.2533781286530489e-19,-1.9157810348422681e-19,-2.2062556892861794e-19,1.6086064247557832e-19,1.7036415401672671e-19,-3.3817213818263195e-19,5.1300621340084926e-19
5.02825,1.0299324275988936e-18,-3.1489646047518339e-22,-2.932696346654962e-20,-1.2482089287959806e-19,-4.0239778347901089e-19,2.7538315078255479e-19,-5.3206033140714996e-19
5.0285,1.0226726062459699e-19,1.8017518334847544e-19,8.4191928438111684e-20,-6.9297646773153165e-20,9.3184328228010586e-20,-5.0060508225133255e-19,-7.2726504607870921e-19
5.02875,3.6191582066358058e-19,9.339685667353567e-20,1.6243151108966127e-19,-1.0932001647094084e-19,-1.9166287214336579e-19,-6.5344453853869707e-20,2.0508349345482387e-19
5.029,-5.3883373560872409e-19,-1.4125818693959333e-19,-6.4376846635132947e-20,-1.7485773010625732e-19,-2.5136929628738487e-20,4.334081481758057e-19,-1.6635776086811188e-19
5.02925,-3.8978577939301868e-19,1.2683759000443417e-19,-2.3914734432019991e-19,7.0094762260119702e-20,-4.6989065962540773e-20,6.4635268286734488e-19,-2.493182486252205e-20
5.0295,-2.1498001831610934e-19,5.238313384691154e-20,-1.6036207856745995e-19,-8.4632523096513565e-20,-7.3554695654483606e-20,-3.5729958843567324e-19,-3.5273368338084336e-19
5.02975,4.5959134884925783e-19,1.6045368109427362e-19,-5.1056650250295134e-20,9.0260955188075917e-20,-8.1418609622488399e-20,-1.1204386999769233e-20,-2.4061059007228806e-20
5.03,2.4837987828874601e-19,-7.2455285102249885e-20,3.1336456389129925e-20,-7.9544249804761387e-20,-1.8645453758995403e-19,-2.7066531457400143e-19,1.1380004470401343e-19
5.03025,2.7647544097299334e-19,-1.3408299934959352e-19,7.0639267810704193e-20,2.9059658602186311e-20,2.0393456851668497e-20,2.1673875236463543e-19,-3.2268122894514512e-19
5.0305,4.4961360499167866e-19,-7.6505543998108671e-20,-5.2368074099219955e-20,-5.2733747357803258e-20,3.717177825233095e-20,6.3960094395758848e-19,9.2978088900868705e-20
5.03075,1.5518639690191626e-18,1.3562910291117412e-19,3.733059500884012e-20,-1.5814486417063067e-19,-1.6004365556755468e-21,-3.8061428392866467e-19,9.7381453963094883e-20
5.031,2.1586366619619802e-19,1.5483380730895028e-19,9.6226939376737538e-20,1.0962529508714626e-19,-2.3027876407070557e-19,1.3386371209223261e-19,7.226973607068113e-20
5.03125,1.8834176681125693e-18,1.0635564736280048e-20,1.2123015741986685e-19,7.0168684884940984e-20,-5.0241060675452658e-20,-3.5307457273465131e-19,-3.871888726389392e-19
5.0315,-4.4363178877738937e-19,1.1724111583871821e-19,-8.0071018169036618e-20,-1.9085420614023461e-20,4.0600269008439164e-20,-2.0652666206329893e-19,-7.8715700522218012e-20
5.03175,-2.5625398307411949e-20,1.273814276828922e-22,-1.1842898179838024e-19,-6.4687941542081024e-20,-1.9201931953700419e-19,-6.5272555285916692e-19,2.8189180816639162e-19
5.032,2.3327456448067156e-19,4.7858863035216723e-21,-9.8524361710646475e-20,2.680865073068156e-19,8.5711533292424688e-21,-6.8709326374573748e-19,3.8815981117581026e-19
5.03225,1.2737864677115951e-18,-8.2274093655929019e-20,1.5297331119901911e-21,-3.1195629757076207e-20,1.4212887909418368e-19,4.3909339231158205e-20,1.82968357859604e-19
5.0325,-8.8460117742925646e-19,3.8451762307033199e-20,8.0949875189790903e-20,-4.8624835138820316e-21,3.0359003901783054e-19,-4.8154740906741173e-20,-1.2638487010056689e-19
5.03275,-5.4535372466924054e-19,-1.2221323564772469e-19,2.2997125787093823e-20,-7.1494960374097248e-20,2.548745895959844e-19,-1.9113597296530358e-19,1.9589797845162399e-19
5.033,-4.8940597924913747e-20,-4.2659401417865117e-20,-9.2692197423648062e-20,-1.7352402186758223e-20,7.6837213586888816e-20,2.1105911736505935e-19,-1.0268175687234235e-19
5.03325,-1.1127443897998982e-18,-7.039445094929483e-20,1.9991154013442037e-20,-2.3456194514916033e-19,-4.1222051229871781e-19,3.8777622142249525e-20,-4.7574471216261044e-19
5.0335,7.7819808017217939e-19,-5.6555462719719453e-20,3.1908645874099831e-20,2.4319605069559161e-19,3.618494061592572e-20,1.83423160488878e-19,5.4572603194602643e-19
5.03375,-4.6212078979731325e-19,-1.520492315531165e-19,-2.4150056769614375e-20,1.7464305681938362e-20,-7.4698548570924845e-20,7.2038463539876578e-21,-6.4389212784619882e-20
5.034,6.3078410871974488e-19,1.2115991235291508e-19,-5.4692369546515104e-20,1.6314770324620409e-20,7.784472400753586e-20,-3.9857578738478913e-19,-2.1286234244170248e-19
5.03425,1.7925277040412905e-19,1.3317769350354335e-19,1.6440866097880967e-20,-4.4816576046288286e-20,-7.9429655609877102e-20,-2.9564740340006531e-19,3.0184764585444626e-19
5.0345,1.019029137924838e-18,-7.7972416501724965e-20,4.6781760051797385e-20,-1.5278480151357584e-19,6.5534955849749196e-20,-1.8114961651468788e-19,9.1288424514368874e-20
5.03475,7.1590703552926772e-19,-5.4187048010279776e-20,-1.0330659266182413e-19,5.0614523518516801e-20,2.697076803169895e-20,2.0360288085884622e-19,4.7157137009457975e-19
5.035,8.1296053844098387e-19,1.5151101677257216e-19,3.978231921911244e-20,4.6179180939163614e-21,-2.8680766898791026e-20,-5.9239221200252863e-19,-2.4166771054050367e-19
5.03525,-6.5921640354935892e-19,5.5255193382879464e-20,7.2196035995358197e-21,8.2857139575816572e-20,-6.0973462070250774e-20,-1.2886106843976917e-19,2.899124620375716e-19
5.0355,5.4717831784398139e-19,1.2360598967790631e-21,7.4745058903240094e-20,1.1675833008520062e-19,-5.9097360227113682e-20,-3.503318402590649e-19,3.0089785262945404e-19
5.03575,1.3630607772212366e-19,5.5242358176340447e-20,1.0884712561873223e-19,5.2375311737750846e-20,1.3907773152263644e-19,-1.8912234257865686e-19,4.8026751128283952e-19
5.036,-1.5786870061585935e-18,-2.1040116456364094e-19,-1.5939609151667212e-20,-1.1300077257367101e-19,-2.831899424176535e-19,9.3841808282447945e-21,3.4865840460038472e-19
5.03625,-7.4878423151608322e-19,-4.8585364301692355e-20,1.1264782436984152e-19,-1.3227963705604116e-20,1.6915567795476776e-19,1.7804246025392374e-19,3.1784699579075153e-19
5.0365,7.2089748871290057e-19,6.0569329544678496e-20,1.0463774165577316e-19,-1.3618095502307342e-19,1.6199478694036191e-19,-2.8332677308944318e-19,-4.4422462163233838e-19
5.03675,2.6130832331889374e-19,4.6935231699333862e-20,3.8821646309070344e-22,9.8094004218989657e-20,6.8857482187453409e-20,1.5487676159223433e-19,-3.8041177324491436e-19
5.037,9.1503551933822651e-19,7.1135980255307301e-20,-1.7888499380056563e-21,2.4427855406070406e-19,-1.5381051785294912e-19,-4.7457333723458692e-19,-8.413750727608137e-20
5.03725,-5.3268482251748007e-19,3.4994005382246355e-19,8.8536968416222386e-20,2.5298181899736747e-19,-1.412327279087138e-19,-3.9414482620523973e-20,1.012693178300937e-19
5.0375,3.2206056358772387e-19,-1.4315218707628205e-19,2.5820266119614683e-20,1.3638369885251917e-19,-1.3179336777686814e-19,-4.0722502724286244e-19,1.9389991081722096e-19
5.03775,9.1989228133360537e-20,6.9243397045116251e-20,-1.5627198995793124e-19,-7.0892042758452326e-20,-2.9294383414895796e-19,-2.3251291698434775e-19,-2.5908288109102617e-20
5.038,-1.8047692733731468e-19,-5.4626344072669057e-21,-1.6439658481385745e-20,5.2268349438512365e-20,2.5442228854094087e-19,-8.4180419887670738e-20,-1.8939022063473805e-19
5.03825,1.1242247578935851e-18,-2.1731079177435852e-20,-1.6996271101866403e-19,-7.5532631745282511e-20,8.3562300699538125e-20,-1.9850258232328893e-19,1.206436451766379e-19
5.0385,1.069804305444642e-18,-2.6553277587157012e-19,-4.1333507651177799e-20,-3.0945271121784369e-20,-8.9243291276854686e-21,-1.1538827907472729e-19,-1.7068492807772558e-19
5.03875,4.9469431391118408e-19,2.8496578265048538e-20,5.7778478414197422e-20,6.8251375373553739e-20,5.1960855743165629e-20,-8.2629347331640045e-20,1.6694050260871448e-19
5.039,-9.7892670363776241e-19,-9.4604759138396479e-20,7.5131648959748231e-20,-2.8327436889783668e-19,1.0098709866260042e-20,-5.1609572241181857e-19,2.5168869692615304e-20
5.03925,-1.0157802820534951e-18,2.5858460425405533e-21,-2.4270597080262589e-20,1.7643263529907104e-19,1.781379249394491e-19,-2.6051273939429526e-19,-2.3409974517102114e-19
5.0395,5.0042343347364129e-19,6.2389991189373024e-20,8.7316054998545229e-20,-2.6787554493118636e-19,1.1889992961049585e-19,2.2060650143123881e-19,1.6621203944111288e-19
5.03975,-1.4488499059598905e-18,-1.7388796318244549e-19,1.2439467377338885e-19,1.7861423908214084e-19,1.4691099257269993e-19,-8.7856970163176455e-20,-7.1429158836446512e-19
5.04,1.1217586439875389e-19,6.3688853184456098e-20,-1.2590781133543458e-19,-2.0455802491759707e-19,4.0601079592865638e-20,8.3809610716319969e-21,2.3323579177436609e-19
5.04025,-3.6703358526269692e-19,-6.285109995719545e-21,-9.8456888237915797e-20,-1.9616757554293589e-19,2.1319299411140176e-19,-1.8273816062337421e-19,2.4588353617048473e-20
5.0405,-3.3199947864705418e-19,-6.0345639977681479e-20,-2.8128748314974322e-20,-1.3538455501377996e-19,-4.0682888538905539e-19,-7.061517443704438e-19,-4.3273567336668923e-19
5.04075,-2.5770555224139709e-19,-6.8937592039452595e-20,-7.5525392670421445e-20,-8.460159760937035e-20,5.9038723100325374e-20,3.1389621021724118e-19,1.0086963775037867e-19
5.041,1.3305509602291234e-18,1.2944590525534727e-20,7.5835623802821029e-20,-8.5397628113260433e-20,1.3388938741728637e-19,4.086086187598773e-20,-4.700738291454951e-19
5.04125,-3.851573475950136e-19,-2.0251566580023787e-19,2.1156018861474318e-19,1.5185282281746364e-19,-7.5914804051316636e-20,1.7835362161555316e-19,6.4691882550047959e-19
5.0415,5.4389976147713931e-19,1.8429255451170696e-19,2.6682474222531457e-19,-7.9494822470964238e-20,-7.9656090611575359e-20,3.2120845630174899e-19,5.766118641779291e-19
5.04175,7.8993790207255661e-19,7.0726184997736662e-20,-1.833291193597155e-19,-1.1079695716068912e-19,-6.3805834398786495e-20,5.4438041321006127e-19,8.808095235199421e-20
5.042,1.1290446477032839e-18,-2.3321228465929496e-20,1.1860631583864803e-19,6.713828087468284e-21,-3.1607358007877226e-19,-6.31209179553136e-19,-6.5436498455221077e-19
5.04225,1.908076774034617e-18,-1.7445401000265443e-19,6.0625178343799934e-20,5.0618199116490426e-20,1.2763325635663919e-19,1.9623264590413223e-19,8.7618814531377012e-20
5.0425,-3.6267515052849489e-19,-2.4652115672917595e-20,-2.5360832038216024e-20,-1.6553611451094691e-19,-9.293833009965509e-20,3.594585859159287e-19,-7.4002812161610503e-19
5.04275,-4.8942872876779853e-19,-9.6378654743525217e-22,1.0402817949710503e-19,-1.3055582558014045e-19,-3.4019459194052157e-19,-2.4480430991134736e-19,1.147076269012346e-19
5.043,-3.1155602273503932e-19,-1.2780965885823724e-19,-1.6518959924392973e-19,-7.589501399676393e-20,-7.6115414391239242e-20,-2.7759470709856574e-19,-2.7802025354893896e-19
5.04325,-5.0620215669103642e-19,2.2729798223290419e-19,4.1434894259439739e-20,1.3104263589477739e-19,-3.6706650224455805e-19,-3.8832578944595109e-21,2.4578707790184033e-19
5.0435,8.2637573867585624e-19,1.8670913474316452e-19,4.4797239364873208e-20,-5.3284834101056681e-20,-1.1831332744248078e-19,-2.1443569448981289e-19,-9.6186810618416665e-20
5.04375,-6.4171290497353728e-19,-9.9254402786846074e-20,1.1388848248795768e-19,2.1389635296386465e-20,-6.8236150979539977e-20,-4.6618487406864458e-19,-4.7357617842397933e-20
5.044,-1.2389112347068158e-18,-1.1382179956553703e-19,2.7010167448212938e-19,1.4733345399231953e-19,-1.2017275448198888e-20,5.2062995258319988e-19,3.3058747536056425e-20
5.04425,1.3589136418910843e-19,-8.0804589298519704e-20,-2.3267920185291084e-19,-2.0398595160298252e-19,-2.3109053700478107e-20,4.8344760738737963e-19,1.0095003846746555e-19
5.0445,1.1443504982662414e-19,-5.1745483700902695e-20,1.8021381170135114e-19,8.1402570907116754e-20,-1.7775238893753697e-20,2.7110595353355007e-19,4.8686127497845158e-19
5.04475,5.4663312884381648e-19,6.9124802587175986e-20,9.6076207900307937e-21,-2.3614660759300071e-19,-3.4424802500850157e-19,-4.3292594753839747e-19,-3.0922640523467258e-19
5.045,3.6630560565072388e-19,-3.2426356106119482e-20,-3.450033619452908e-20,1.8279187525426962e-19,-2.5370795238920188e-20,-1.8502260014203314e-19,-5.0919561003002915e-19
5.04525,-5.8708859504788715e-19,1.1357370564079864e-19,6.3272089336496092e-20,-1.346934076093303e-19,-5.1738187112844896e-20,1.3111719934416882e-19,8.094613172727671e-19
5.0455,-5.7903942817195829e-19,2.2820902751522244e-19,-2.5115318918997763e-20,1.6959949844771022e-19,1.2826175712068078e-19,-2.8789001464134453e-19,-2.160609389753493e-19
5.04575,2.6640959515717953e-19,2.3139504566746298e-19,-8.4892448436040466e-20,-1.0674736402389589e-20,-6.9875008446616832e-20,4.9996676151646942e-19,2.5279359701245398e-19
5.046,6.6958907005014981e-19,5.084808966903107e-20,-1.2531382388173335e-19,1.4818481768182522e-19,-8.8873446579885875e-20,-1.2175742864006951e-19,-1.7379176975246816e-19
5.04625,-1.0221953705190422e-18,-1.0933309768485115e-20,-5.601038036373066e-20,-1.1915400338853936e-19,1.8229263496127329e-19,-7.3748742940237747e-20,3.1360667798584466e-19
5.0465,-3.6145553664853754e-19,-1.240777193838786e-19,-4.6297900758714841e-20,-5.4235594578043672e-20,-1.3426610025415642e-19,-4.86380891927348e-19,5.8220365863261509e-19
5.04675,7.1513905141285575e-20,4.8740780002157692e-20,-1.1570062179638143e-19,7.9577012315304012e-21,-1.2122189190941492e-20,4.8219493282658509e-20,2.6261496965138068e-19
5.047,2.9592331147437218e-19,-1.0234731240652172e-20,1.5241455449079518e-19,-1.1246783442452099e-20,-1.2667474726402924e-19,-3.2681451310088342e-19,-2.3496137446810103e-19
5.04725,4.2476533810844883e-19,5.3656254345691504e-20,7.1292351047631276e-20,-1.2648843193194875e-19,-2.2480648963648751e-20,4.8047197856307166e-19,4.6993491403286539e-20
5.0475,-1.1038597267017127e-18,8.8784230717336229e-20,1.3870334582765838e-19,-3.1261951388574543e-20,2.8700881297053524e-19,-1.2932569868010492e-19,3.9245876595930779e-19
5.04775,6.1937538269641293e-19,-1.1415600390559588e-19,9.4258536047208836e-20,-1.8790229479072531e-20,-3.5247097667736827e-19,-9.7794897411974487e-20,9.6126947704478572e-20
5.048,6.1851161707705762e-19,-2.8209154820713263e-20,-7.3906039376982162e-20,-1.6700958912939937e-19,-2.315407784958314e-19,1.0498311652532858e-19,-1.2765420799807354e-18
5.04825,-2.0574776610034541e-19,-2.381608876278049e-20,-7.6206733652734033e-20,4.9698814544513215e-20,-3.8864741684211374e-20,2.0202522880344616e-19,-3.249695634044033e-19
5.0485,-7.5326024695645514e-19,-7.5202135218471557e-20,-9.9548916652499275e-20,-5.8797052979945133e-20,2.3040711040995649e-19,-5.4049222226729873e-19,2.8118782682950776e-19
5.04875,-7.2655732326854954e-19,4.1804173141401567e-20,-1.0205060835857681e-19,-1.6929429166745946e-19,-1.8841168195558256e-22,9.877601381417727e-20,-2.2667065916015597e-19
5.049,-1.1375801098454415e-18,-1.0508054036641173e-19,-1.9902635638293147e-20,9.1410616237090026e-20,1.0960643067842616e-19,8.7017028958089118e-20,1.1155909493439221e-19
5.04925,3.9149469769899794e-19,-1.970296973140907e-19,2.5172064877051566e-20,-2.2891175564592009e-19,-4.333306530312293e-19,1.3785585957742213e-19,-5.1318198404017017e-20
5.0495,-1.8557035242415205e-19,-1.3116110904110197e-19,-4.309225152304365e-21,-1.1228842097929779e-19,-1.3869416490262767e-19,-7.1528031168867932e-19,3.6888724220066652e-20
5.04975,5.1555337326735206e-19,-1.0398252610449322e-19,7.2252970255337923e-20,1.1399744634242331e-19,-2.5153424786964545e-19,-7.7041340328708263e-20,-5.483326335908127e-19
5.05,7.0733854763259489e-19,-8.8588666883376489e-20,1.1017674320918639e-19,-1.5354281095501761e-19,2.1123619968729683e-19,1.8297627093660688e-20,-2.5032635086389326e-20
5.05025,4.5924265711873746e-19,-8.7724106505558903e-20,-1.1025630742381626e-19,2.8304020137357174e-20,2.2350626267185635e-19,3.6079751147722413e-19,2.2809411636028842e-19
5.0505,4.1838178849546801e-19,-2.3037886726099165e-19,4.7318501033656582e-20,-2.530108170248839e-19,2.0428220487978272e-19,2.89610440623557e-19,-1.0638494359560822e-19
5.05075,-1.1949167136049617e-20,-5.4686525226954533e-20,7.0623676274982833e-20,-2.0295268483773209e-19,-6.3562546137711122e-20,-1.6901501497382639e-19,6.5121065999912857e-19
5.051,-2.2174766010276742e-19,2.6826336080192689e-20,-7.4178985449365199e-21,-3.0469993283768396e-20,1.2497892592416796e-19,-1.6207505857457077e-19,4.503016240016816e-19
5.05125,4.3505071338738359e-19,4.2076968594393126e-20,-3.1666991126317188e-20,5.7851624658127016e-20,-1.5037742337100454e-19,-4.1154835413312477e-19,3.7317238643644137e-19
5.0515,-7.4608204425251936e-19,2.5711828913308653e-20,8.4092104467925562e-20,-5.2093440375601159e-20,1.0759731533609996e-19,-1.8272121811781517e-19,3.2417848037539428e-19
5.05175,-4.0056335415510061e-19,6.675031852610775e-20,8.672649779348466e-20,2.201238878108679e-19,1.3725032015160678e-19,-1.9602146088488707e-19,2.6476435005151288e-19
5.052,-7.6339260211386898e-19,-1.4222696410960219e-19,1.0653291852553395e-19,-8.4866504533769581e-20,-1.5252369586271282e-19,2.3570283935041616e-20,9.5840028567995371e-20
5.05225,1.704812230139367e-18,1.2037929157286161e-19,9.244436065837819e-20,4.9881139146704275e-20,7.8790829099185769e-20,5.4244764668333985e-20,-6.9031082855701e-19
5.0525,-2.8728754746436985e-19,-1.0359415294153685e-19,-2.3711517878351034e-19,-1.6019508347450006e-19,2.6556464669099861e-19,2.3829905046181488e-19,-3.1534225777875767e-19
