Physical Time (s),anabla_vol Monitor (W): cv1,anabla_vol Monitor (W): cv2,anabla_vol Monitor (W): cv3,anabla_vol Monitor (W): cv4,anabla_vol Monitor (W): cv5,anabla_vol Monitor (W): cv6,anabla_vol Monitor (W): cv7
5.2185,1.0391873429902259e-11,2.6790766867704853e-12,1.9661372517857755e-12,7.9195809708607222e-13,4.2167194700488793e-13,4.7247432671902225e-13,3.6425791290192336e-13
5.21875,1.0391205527063062e-11,2.6795755317540876e-12,1.9675817615912312e-12,7.9211404432319977e-13,4.2173392955047298e-13,4.7238773297330042e-13,3.6429554341159319e-13
5.219,1.0390504255057616e-11,2.680134308342044e-12,1.9689882887225211e-12,7.9227104673709299e-13,4.2180013876850475e-13,4.7230280990411945e-13,3.6433201347584949e-13
5.21925,1.0389770164438458e-11,2.6807525019556328e-12,1.9703585448191841e-12,7.9242787878120522e-13,4.2187036534615371e-13,4.7221956241264705e-13,3.6436753348133554e-13
5.2195,1.0389005773961125e-11,2.6814271898982161e-12,1.9716919734357413e-12,7.9258437765606871e-13,4.2194455592893384e-13,4.7213794005184559e-13,3.6440202553482937e-13
5.21975,1.0388212537015038e-11,2.682158743934178e-12,1.9729868095345347e-12,7.9274117131603177e-13,4.2202289468542248e-13,4.7205771868641534e-13,3.6443577488132401e-13
5.22,1.0387389370945883e-11,2.6829504069069446e-12,1.9742394650181983e-12,7.9289795101187515e-13,4.2210567698453193e-13,4.7197901281938846e-13,3.6446884379507372e-13
5.22025,1.0386535867437647e-11,2.6838019266369765e-12,1.9754478745770886e-12,7.9305458043933044e-13,4.2219288050132676e-13,4.7190175220834922e-13,3.645012056061905e-13
5.2205,1.0385651285594035e-11,2.6847106622992231e-12,1.9766114867692728e-12,7.9321141690596917e-13,4.2228461270921018e-13,4.7182606492599923e-13,3.6453298353749161e-13
5.22075,1.0384735307038726e-11,2.6856696717578963e-12,1.9777308438668516e-12,7.9336930060196785e-13,4.2238065783747293e-13,4.7175234141489834e-13,3.6456418554537565e-13
5.221,1.0383788247582644e-11,2.686680228711526e-12,1.9788023542394761e-12,7.9352780320736435e-13,4.2248069040099382e-13,4.7168083751065767e-13,3.6459481978812345e-13
5.22125,1.0382810594451096e-11,2.6877534089232739e-12,1.979821154353583e-12,7.9368644265044128e-13,4.2258462393454517e-13,4.7161157220558058e-13,3.6462449377813877e-13
5.2215,1.0381802694546641e-11,2.6888913367105238e-12,1.9807929248931327e-12,7.9384436355768953e-13,4.2269283214689649e-13,4.7154462495916045e-13,3.6465304334208788e-13
5.22175,1.0380764889433087e-11,2.6900919651065255e-12,1.9817192360814904e-12,7.9400133131658391e-13,4.2280563478451882e-13,4.7148010579118314e-13,3.646806618685306e-13
5.222,1.0379696788894e-11,2.6913591790161282e-12,1.9825972414000205e-12,7.9415808995898574e-13,4.2292278172623366e-13,4.7141828887261277e-13,3.6470741261215708e-13
5.22225,1.0378599267657622e-11,2.6926939253270414e-12,1.983427198113475e-12,7.9431515896223518e-13,4.230441742717048e-13,4.7135936278019618e-13,3.647328049506481e-13
5.2225,1.0377472783245026e-11,2.6940972284355465e-12,1.9842110781350455e-12,7.9447197307541151e-13,4.2317011797991926e-13,4.7130334938507718e-13,3.6475682466209449e-13
5.22275,1.0376318426483355e-11,2.695566875372572e-12,1.9849495888744677e-12,7.9462743354743776e-13,4.2330080429597592e-13,4.7124998952253933e-13,3.6477945679300618e-13
5.223,1.0375138826802974e-11,2.6970987632076885e-12,1.9856425530024357e-12,7.9478141165207785e-13,4.2343620150615916e-13,4.7119900705721668e-13,3.648005318927135e-13
5.22325,1.0373934460276184e-11,2.6986913316810615e-12,1.9862884101095744e-12,7.9493423893640676e-13,4.2357652182867335e-13,4.7114968089030445e-13,3.6482008528919851e-13
5.2235,1.0372704544890025e-11,2.7003437860815819e-12,1.9868852294254844e-12,7.9508565277291733e-13,4.2372170901738768e-13,4.7110154118362506e-13,3.6483783017209071e-13
5.22375,1.0371448871612032e-11,2.7020551480104205e-12,1.9874321525578034e-12,7.9523479786399396e-13,4.2387113062376651e-13,4.7105509736808357e-13,3.6485389831855137e-13
5.224,1.0370167595751667e-11,2.7038240441240106e-12,1.9879271699924642e-12,7.9538040367239467e-13,4.2402442311129546e-13,4.7101069837295101e-13,3.648688576392682e-13
5.22425,1.0368860398820016e-11,2.7056509983001286e-12,1.9883658034600948e-12,7.955224902132193e-13,4.2418161041483862e-13,4.7096792156420493e-13,3.6488318465730904e-13
5.2245,1.0367526814052129e-11,2.7075365966877891e-12,1.9887399649682632e-12,7.9566117658915061e-13,4.2434243975883954e-13,4.7092640740359307e-13,3.6489703983607033e-13
5.22475,1.0366168057680246e-11,2.7094792801555529e-12,1.9890562140990765e-12,7.9579615440539764e-13,4.2450612269213586e-13,4.7088657447705905e-13,3.6491010038147189e-13
5.225,1.0364785294381206e-11,2.7114790621845618e-12,1.9893264373823226e-12,7.9592671108166832e-13,4.246728584106486e-13,4.7084861255347024e-13,3.6492240102974484e-13
5.22525,1.0363376863968557e-11,2.7135380142730788e-12,1.9895556189278967e-12,7.9605269218531029e-13,4.2484336158915834e-13,4.7081297012582793e-13,3.6493396956696567e-13
5.2255,1.0361941581399926e-11,2.7156564561716024e-12,1.9897470321659698e-12,7.9617408134112988e-13,4.2501739774525136e-13,4.7077917011513767e-13,3.649447011662099e-13
5.22575,1.0360482367485213e-11,2.7178292770637134e-12,1.9899037631416526e-12,7.9629070420144848e-13,4.251948590763929e-13,4.7074710737486601e-13,3.6495477744543433e-13
5.226,1.0359001743400709e-11,2.7200509900906595e-12,1.9900280361857411e-12,7.9640194582656638e-13,4.253753313803921e-13,4.7071679677346995e-13,3.6496385867341882e-13
5.22625,1.0357501376946036e-11,2.7223204197887439e-12,1.9901179469875278e-12,7.9650843721555641e-13,4.2555827023996712e-13,4.7068805910659158e-13,3.6497177344117604e-13
5.2265,1.0355981811325557e-11,2.7246347250222286e-12,1.9901712494719543e-12,7.9661100945829952e-13,4.2574285965799497e-13,4.7066089280954254e-13,3.6497849861197495e-13
5.22675,1.0354442158264428e-11,2.7269940633613763e-12,1.9901862250453567e-12,7.9670941084786082e-13,4.2592843278129472e-13,4.7063590698592474e-13,3.6498414069803725e-13
5.227,1.0352883001570534e-11,2.7293982397466236e-12,1.9901624780444595e-12,7.968028146127342e-13,4.2611505482180374e-13,4.7061389985158205e-13,3.6498846329170036e-13
5.22725,1.0351304037055192e-11,2.7318460407367126e-12,1.9900996188521202e-12,7.9689101298661265e-13,4.2630322228719025e-13,4.7059546177035505e-13,3.649913067295058e-13
5.2275,1.0349704908407757e-11,2.7343352894331166e-12,1.9899974654437992e-12,7.9697384667492376e-13,4.2649365248525074e-13,4.7058082223504952e-13,3.6499313786227213e-13
5.22775,1.0348085504332806e-11,2.7368659318528686e-12,1.989853345649572e-12,7.9705173971057033e-13,4.2668648281011137e-13,4.7057020769803833e-13,3.6499467714033101e-13
5.228,1.0346446174388594e-11,2.7394376777334108e-12,1.9896573215290672e-12,7.9712517542593178e-13,4.2688151119995699e-13,4.7056384797805783e-13,3.649961281578105e-13
5.22825,1.0344786480465406e-11,2.7420539922125533e-12,1.989408084263894e-12,7.9719442544865974e-13,4.2707822635180014e-13,4.7056161322251196e-13,3.6499754301066311e-13
5.2285,1.034310596937038e-11,2.7447153284313101e-12,1.9891194296690953e-12,7.9725978280444095e-13,4.2727622247498374e-13,4.7056271745416111e-13,3.6499934949894992e-13
5.22875,1.0341407455486193e-11,2.7474220917238779e-12,1.9887951034451872e-12,7.9732099474301321e-13,4.2747518499583829e-13,4.7056700792938129e-13,3.6500197705426002e-13
5.229,1.0339693408459448e-11,2.7501705805297861e-12,1.9884398423132298e-12,7.973773967615776e-13,4.2767486102771314e-13,4.7057486986896127e-13,3.6500535693850358e-13
5.22925,1.0337964549159495e-11,2.7529565709919356e-12,1.9880608368026722e-12,7.974288199978081e-13,4.2787484751977966e-13,4.7058662406732982e-13,3.650091428229462e-13
5.2295,1.0336219644380012e-11,2.7557797194282572e-12,1.9876582090112755e-12,7.9747525023396331e-13,4.280748042397988e-13,4.7060206831779098e-13,3.6501320808807853e-13
5.22975,1.0334458873939171e-11,2.7586367962594867e-12,1.9872299549659911e-12,7.9751623052813736e-13,4.2827488991268667e-13,4.7062104693113172e-13,3.6501748980010348e-13
5.23,1.0332682495387937e-11,2.7615249909675159e-12,1.9867749243296942e-12,7.975512291385116e-13,4.2847609022670216e-13,4.7064370363903239e-13,3.6502206836340335e-13
5.23025,1.0330890907390702e-11,2.7644454575205163e-12,1.986291200731337e-12,7.9757973717073392e-13,4.2867875872510421e-13,4.7067019900366375e-13,3.6502697670915581e-13
5.2305,1.0329084668266384e-11,2.7673975578012865e-12,1.9857777502725604e-12,7.9760166542662903e-13,4.2888300293156767e-13,4.7070072095558543e-13,3.6503196636194869e-13
5.23075,1.0327264728838907e-11,2.7703798413585242e-12,1.9852335199074093e-12,7.9761700684871445e-13,4.2908895287984611e-13,4.7073591171145508e-13,3.6503675764790128e-13
5.231,1.0325432744822924e-11,2.7733899648566325e-12,1.9846552140300654e-12,7.9762635634782261e-13,4.2929642001460457e-13,4.7077554891221973e-13,3.6504129747171152e-13
5.23125,1.0323588485281255e-11,2.7764274011852014e-12,1.9840408465643887e-12,7.9762965289584159e-13,4.2950527559511157e-13,4.708194983844657e-13,3.6504511222317313e-13
5.2315,1.0321730183806374e-11,2.7794963658478899e-12,1.9833841743901566e-12,7.9762736575414781e-13,4.297153086637898e-13,4.7086770431069967e-13,3.6504829259835645e-13
5.23175,1.031985771028581e-11,2.7825969302317656e-12,1.9826807910433379e-12,7.9761989174676397e-13,4.2992586010091632e-13,4.7091962389556218e-13,3.6505059848497507e-13
5.232,1.0317974925209254e-11,2.7857264902844508e-12,1.9819422961336512e-12,7.9760620169718983e-13,4.3013660527584825e-13,4.709746046345103e-13,3.6505203026059465e-13
5.23225,1.0316084655241754e-11,2.7888814680470204e-12,1.9811789258552442e-12,7.97585680872007e-13,4.3034688540913768e-13,4.7103233915742387e-13,3.6505261182620408e-13
5.2325,1.0314185157279233e-11,2.7920631768184357e-12,1.9803941366835652e-12,7.9755829404564044e-13,4.3055625529143923e-13,4.7109272804420179e-13,3.6505228610214141e-13
5.23275,1.0312276505918809e-11,2.7952719473926932e-12,1.9795870573477181e-12,7.9752501535358761e-13,4.3076425869973008e-13,4.7115556239215112e-13,3.6505077343976045e-13
5.233,1.0310358619223992e-11,2.7985059431910297e-12,1.9787558763199032e-12,7.9748629852549709e-13,4.3097060547050584e-13,4.7122015758481846e-13,3.6504786341517086e-13
5.23325,1.0308430058449331e-11,2.8017672657453782e-12,1.9778997304680501e-12,7.9744151202509478e-13,4.3117450042840887e-13,4.7128772156701901e-13,3.6504340492766281e-13
5.2335,1.0306489736216369e-11,2.8050587408147533e-12,1.9770173367371206e-12,7.9739000715923184e-13,4.3137619032047323e-13,4.7135827902390848e-13,3.650376147623457e-13
5.23375,1.0304540836942439e-11,2.8083750792131065e-12,1.9761075904330669e-12,7.9733205335517529e-13,4.3157641370765846e-13,4.7143142303451946e-13,3.650307511395829e-13
5.234,1.0302585429447529e-11,2.8117119002024991e-12,1.9751700450898429e-12,7.9726874819481299e-13,4.3177526951375286e-13,4.7150706822800865e-13,3.6502226128203025e-13
5.23425,1.0300623266193607e-11,2.8150686470821685e-12,1.9742023661379544e-12,7.9720102736105404e-13,4.3197296680508908e-13,4.7158434462175817e-13,3.6501213424162167e-13
5.2345,1.0298655990283797e-11,2.8184455334534525e-12,1.9732019468641781e-12,7.9712928612668667e-13,4.3216957964204533e-13,4.7166374675466589e-13,3.6500085331729556e-13
5.23475,1.029668587992924e-11,2.8218402612784123e-12,1.9721688091241828e-12,7.970536157703068e-13,4.3236507954222367e-13,4.717452352136576e-13,3.6498865362489131e-13
5.235,1.0294712186990613e-11,2.8252535431689227e-12,1.9711018209280853e-12,7.9697404388507692e-13,4.3255938969704823e-13,4.7182930447997366e-13,3.6497557413285309e-13
5.23525,1.0292732288271524e-11,2.8286869428222921e-12,1.9699995810826969e-12,7.9688919728935134e-13,4.3275230380751601e-13,4.7191548358913923e-13,3.6496168761198791e-13
5.2355,1.0290745614005891e-11,2.8321423423623658e-12,1.9688647586443424e-12,7.9679814515441287e-13,4.3294314066289089e-13,4.7200383759369285e-13,3.6494740965964888e-13
5.23575,1.0288755379295536e-11,2.8356143479537817e-12,1.9677054015481001e-12,7.967009533957022e-13,4.3313161653023247e-13,4.7209432005510928e-13,3.6493312568944573e-13
5.236,1.0286761268346118e-11,2.8391034032412962e-12,1.9665280745233265e-12,7.9659796116025063e-13,4.3331820975013276e-13,4.7218678219599623e-13,3.6491895400605815e-13
5.23625,1.0284762020301046e-11,2.8426123855717074e-12,1.9653323399196408e-12,7.9648896995387705e-13,4.3350270313480789e-13,4.7228132302503908e-13,3.6490487580893672e-13
5.2365,1.0282756327941031e-11,2.8461413420465415e-12,1.9641156896540367e-12,7.963739421378754e-13,4.3368506567960318e-13,4.7237838089962512e-13,3.6489129736058088e-13
5.23675,1.0280748675707494e-11,2.8496857627500631e-12,1.962876531249893e-12,7.9625335599532701e-13,4.3386488788015576e-13,4.7247798435032662e-13,3.648780206118092e-13
5.237,1.0278739716042357e-11,2.8532440752514294e-12,1.9616155824151614e-12,7.9612734168327939e-13,4.340414696800893e-13,4.7257988365710722e-13,3.6486469398785482e-13
5.23725,1.0276728419554054e-11,2.8568147448000472e-12,1.9603342839114587e-12,7.9599590107729188e-13,4.3421425278647503e-13,4.7268391086178909e-13,3.6485102742056594e-13
5.2375,1.0274715280289971e-11,2.8603980334187768e-12,1.9590315511306518e-12,7.958587166117598e-13,4.3438360022642602e-13,4.7278914234609594e-13,3.6483673438191908e-13
5.23775,1.0272704651713068e-11,2.8639902457428931e-12,1.9577042153212187e-12,7.9571553803302018e-13,4.3454987506706028e-13,4.7289527890290736e-13,3.6482164661350258e-13
5.238,1.0270697807038563e-11,2.8675889024279929e-12,1.9563515591095187e-12,7.9556648315991126e-13,4.3471322065738485e-13,4.7300210036241003e-13,3.6480614958627675e-13
5.23825,1.0268691198530421e-11,2.8711958914771346e-12,1.9549750870455703e-12,7.9541121634243664e-13,4.3487403890513899e-13,4.7310980362132289e-13,3.6479095129218481e-13
5.2385,1.0266683591264606e-11,2.8748114345438342e-12,1.9535757538072743e-12,7.9524885711138483e-13,4.3503261675772329e-13,4.7321829012430794e-13,3.6477611966539759e-13
5.23875,1.026467501658858e-11,2.8784353043631468e-12,1.9521547399349732e-12,7.9507894820133986e-13,4.3518894972783207e-13,4.7332808283472858e-13,3.6476120028502495e-13
5.239,1.0262666507470985e-11,2.8820682013380428e-12,1.9507157380040938e-12,7.9490139475397348e-13,4.3534312978676776e-13,4.7343976362161048e-13,3.6474616993888144e-13
5.23925,1.0260655516493257e-11,2.88571232303553e-12,1.9492597314052145e-12,7.9471651458899261e-13,4.3549483736611938e-13,4.7355351432526424e-13,3.6473091261033332e-13
5.2395,1.0258640362676734e-11,2.8893680531104046e-12,1.9477892053106474e-12,7.9452446517415313e-13,4.3564377264552521e-13,4.7366944615584797e-13,3.6471529959412932e-13
5.23975,1.0256624240855108e-11,2.8930331124935651e-12,1.946307665826806e-12,7.9432573937298901e-13,4.3578971436208629e-13,4.7378778100609418e-13,3.646993569717598e-13
5.24,1.0254610592344271e-11,2.8967032278053938e-12,1.9448150267722948e-12,7.9412020315134161e-13,4.3593247638272318e-13,4.7390891294151535e-13,3.6468299234080849e-13
5.24025,1.025260057106242e-11,2.9003754607843434e-12,1.9433114012072452e-12,7.939074621577782e-13,4.360719354509436e-13,4.7403254640721433e-13,3.6466614757195974e-13
5.2405,1.0250596009509664e-11,2.9040474454959035e-12,1.9417967398252982e-12,7.9368761704919717e-13,4.3620782303612578e-13,4.7415859075935098e-13,3.6464852176975956e-13
5.24075,1.0248599329584172e-11,2.9077183665820446e-12,1.9402704779748109e-12,7.934606900903356e-13,4.3633952456998585e-13,4.7428770096225478e-13,3.6463040028471912e-13
5.241,1.0246611443604704e-11,2.9113834426761986e-12,1.9387319032738492e-12,7.9322671723188716e-13,4.3646659932041682e-13,4.744201649762514e-13,3.6461172864783619e-13
5.24125,1.0244629003980545e-11,2.9150444069511987e-12,1.9371783516920213e-12,7.9298611284726693e-13,4.365888969800239e-13,4.7455582688820157e-13,3.645920899665137e-13
5.2415,1.0242650396753012e-11,2.9187062263360874e-12,1.9356091176685653e-12,7.9273888229056097e-13,4.367068235430461e-13,4.7469478237562833e-13,3.6457155294704532e-13
5.24175,1.0240673729375183e-11,2.9223705643217955e-12,1.9340263571756867e-12,7.9248507070038391e-13,4.3681978822622583e-13,4.7483761624542864e-13,3.6455049990137424e-13
5.242,1.0238697886890352e-11,2.9260331172654352e-12,1.9324314626095212e-12,7.9222465299192933e-13,4.3692796370177895e-13,4.7498425936686945e-13,3.6452904551820854e-13
5.24225,1.0236722331653257e-11,2.9296940575959714e-12,1.9308261703641034e-12,7.9195790977230114e-13,4.3703255932625755e-13,4.7513418393524537e-13,3.6450749842573014e-13
5.2425,1.0234748026352233e-11,2.9333554030725738e-12,1.9292125929213687e-12,7.9168543421528863e-13,4.3713366910973514e-13,4.7528652213484972e-13,3.6448597012659281e-13
5.24275,1.023277603102389e-11,2.9370169961438781e-12,1.9275898813804805e-12,7.9140779499408055e-13,4.3723067107667789e-13,4.7544062134438595e-13,3.644648438877897e-13
5.243,1.0230807952972121e-11,2.9406763185673579e-12,1.9259573877647726e-12,7.9112481160878975e-13,4.3732305864970886e-13,4.7559565640576686e-13,3.6444420558255972e-13
5.24325,1.0228844827539512e-11,2.9443308677464733e-12,1.924316715872031e-12,7.9083648252365022e-13,4.374106169603269e-13,4.7575104594180018e-13,3.6442450789042744e-13
5.2435,1.0226887562772604e-11,2.9479763525448802e-12,1.9226749930868501e-12,7.9054293629021873e-13,4.374930380175264e-13,4.7590627409283642e-13,3.644060399040401e-13
5.24375,1.0224938618762328e-11,2.9516097026694629e-12,1.9210341528870044e-12,7.9024409528503317e-13,4.375699974853495e-13,4.7606126079275396e-13,3.6438816819527945e-13
5.244,1.0222996111706353e-11,2.9552318100303258e-12,1.9193943195578875e-12,7.8993949040627007e-13,4.3764072508770988e-13,4.762157424962824e-13,3.6437055154373784e-13
5.24425,1.0221058060934313e-11,2.9588488468652644e-12,1.9177550304389545e-12,7.8962879641851237e-13,4.3770451426382641e-13,4.7636907727717218e-13,3.6435297277282434e-13
5.2445,1.0219123809641137e-11,2.9624608981718816e-12,1.9161137851082123e-12,7.8931199602984602e-13,4.3776116007845048e-13,4.7652249123209018e-13,3.6433565877043382e-13
5.24475,1.0217193782055595e-11,2.9660612842307176e-12,1.9144680727891903e-12,7.8898944220597443e-13,4.3781071997545343e-13,4.7667629429463989e-13,3.6431881168823121e-13
5.245,1.0215268184340949e-11,2.969647950985242e-12,1.9128180191680285e-12,7.8866167047610071e-13,4.3785392200013166e-13,4.768298829395133e-13,3.6430233300887099e-13
5.24525,1.021334634965211e-11,2.973225327712509e-12,1.9111650457766603e-12,7.8832835353644268e-13,4.3789141544242136e-13,4.7698272504214634e-13,3.6428628323359408e-13
5.2455,1.0211429257450292e-11,2.9767933922921794e-12,1.9095110098943837e-12,7.8798884974728713e-13,4.3792386502645125e-13,4.7713464619417297e-13,3.6427077899827257e-13
5.24575,1.0209518042743572e-11,2.9803492804530116e-12,1.9078567598007575e-12,7.8764347312865669e-13,4.37951247465313e-13,4.7728545235110739e-13,3.6425542776965418e-13
5.246,1.0207611170628784e-11,2.983894178662568e-12,1.9062015998688089e-12,7.8729252284981732e-13,4.3797321157803156e-13,4.7743502826954142e-13,3.6424003048233922e-13
5.24625,1.0205710116792114e-11,2.9874275402595663e-12,1.9045456069604856e-12,7.8693599128483021e-13,4.3798946199453466e-13,4.7758344920346853e-13,3.6422468721386035e-13
5.2465,1.0203815553152028e-11,2.9909459635971048e-12,1.9028898513171475e-12,7.865743753452488e-13,4.3799968124214539e-13,4.7773046254700449e-13,3.6420951749263659e-13
5.24675,1.0201927786290779e-11,2.9944497022247284e-12,1.901233203086249e-12,7.8620811137436446e-13,4.3800393259491126e-13,4.7787574000558727e-13,3.6419429559245701e-13
5.247,1.0200046898393747e-11,2.9979390206611682e-12,1.8995760207789805e-12,7.8583751274103549e-13,4.3800238401959165e-13,4.7801988719504728e-13,3.6417873677061971e-13
5.24725,1.0198172442553585e-11,3.0014133402411277e-12,1.8979245452937848e-12,7.8546269642539554e-13,4.3799517278159994e-13,4.7816344372131941e-13,3.6416265070668937e-13
5.2475,1.0196305110533209e-11,3.0048732338554109e-12,1.896282770596679e-12,7.8508396161245579e-13,4.3798282362772153e-13,4.7830644467346716e-13,3.6414567885487839e-13
5.24775,1.0194444550365557e-11,3.0083160968550072e-12,1.8946507141114474e-12,7.8470110440430874e-13,4.3796550887935946e-13,4.7844849767343143e-13,3.6412729863633918e-13
5.248,1.0192591795376011e-11,3.0117376643201965e-12,1.8930265788627344e-12,7.8431418472906118e-13,4.3794320490073103e-13,4.7858926828697441e-13,3.6410737567891803e-13
5.24825,1.0190747213484523e-11,3.0151383285473352e-12,1.8914074115269715e-12,7.8392381956320835e-13,4.3791575094204067e-13,4.7872837693422019e-13,3.6408618111962054e-13
5.2485,1.0188909527132204e-11,3.018523564984382e-12,1.8897923928062303e-12,7.8352968582455063e-13,4.3788304308292674e-13,4.7886532932761357e-13,3.6406395944012263e-13
5.24875,1.0187079057353926e-11,3.0218936454565997e-12,1.8881807394122236e-12,7.8313155038222621e-13,4.378449073199111e-13,4.7900000658511062e-13,3.6404081983359509e-13
5.249,1.0185254992885727e-11,3.0252483567124524e-12,1.8865731897041709e-12,7.8272950334168684e-13,4.3780123398336807e-13,4.7913202309163713e-13,3.640164634846964e-13
5.24925,1.0183441910607962e-11,3.028581549647977e-12,1.8849684695971827e-12,7.8232385341610633e-13,4.3775173279092017e-13,4.792609101569532e-13,3.63991324528361e-13
5.2495,1.0181640577845755e-11,3.0318906601512884e-12,1.883366659579182e-12,7.8191505212276682e-13,4.3769591589491731e-13,4.7938681062910407e-13,3.6396638435232851e-13
5.24975,1.0179850617646591e-11,3.0351766563882279e-12,1.8817679325242299e-12,7.8150315580134485e-13,4.3763359458980686e-13,4.7951022651404079e-13,3.6394181947891354e-13
5.25,1.0178071729654514e-11,3.0384423814209809e-12,1.8801724948121044e-12,7.8108846521968087e-13,4.3756487037025955e-13,4.7963187375781799e-13,3.639177938784815e-13
5.25025,1.017630261888554e-11,3.0416882501734954e-12,1.8785805437911478e-12,7.8067100129854039e-13,4.3748990616675913e-13,4.797521732679784e-13,3.638942136199989e-13
5.2505,1.0174541400175017e-11,3.0449140357543703e-12,1.8769930980485511e-12,7.8025054544658898e-13,4.3740780484550043e-13,4.7987120735861664e-13,3.6387153400966114e-13
5.25075,1.0172785993325182e-11,3.0481218528375946e-12,1.8754105668404512e-12,7.7982662697361305e-13,4.3731854328261258e-13,4.7998946863592718e-13,3.6384997193120576e-13
5.251,1.0171034297567124e-11,3.0513150358953309e-12,1.8738355049383739e-12,7.7939919112608155e-13,4.3722275484228966e-13,4.8010784883895309e-13,3.6382942295920361e-13
5.25125,1.0169291865375357e-11,3.0544890552314805e-12,1.8722705947646673e-12,7.7896843620410804e-13,4.3712099553722709e-13,4.8022679952429666e-13,3.6380980112003403e-13
5.2515,1.0167563597833221e-11,3.0576357923332804e-12,1.8707162283985561e-12,7.7853423036978687e-13,4.3701331513657976e-13,4.8034628082545353e-13,3.63791202574221e-13
5.25175,1.016584921005745e-11,3.0607549172613016e-12,1.8691715997276866e-12,7.7809648178351087e-13,4.3689919632394426e-13,4.8046627732952715e-13,3.6377387260793139e-13
5.252,1.0164149192670103e-11,3.0638487412730408e-12,1.8676359406008222e-12,7.7765476373072201e-13,4.3677833986718153e-13,4.8058709003643708e-13,3.6375792080903992e-13
5.25225,1.0162463056927342e-11,3.0669174831317935e-12,1.8661092863276734e-12,7.7720879331701688e-13,4.3665074575419909e-13,4.8070854997358217e-13,3.6374329014375264e-13
5.2525,1.0160791043705113e-11,3.0699607257895116e-12,1.8645925448622101e-12,7.7675860674880214e-13,4.3651696617875239e-13,4.8083050464168187e-13,3.6372986979831625e-13
5.25275,1.0159133803541706e-11,3.0729781147900913e-12,1.8630827847044678e-12,7.7630403340588131e-13,4.3637707000776248e-13,4.8095243536363661e-13,3.6371764874507295e-13
5.253,1.0157490749492833e-11,3.0759702427448069e-12,1.8615791192154001e-12,7.7584505581894726e-13,4.3623105359164043e-13,4.8107366952259041e-13,3.637066436659974e-13
5.25325,1.0155859750007803e-11,3.078940774067907e-12,1.8600809975904237e-12,7.7538176609121319e-13,4.3607940958848728e-13,4.8119379419473273e-13,3.6369678312506776e-13
5.2535,1.0154238176005011e-11,3.0818909981920111e-12,1.858588335502366e-12,7.7491442200505093e-13,4.3592284465272007e-13,4.8131253114818201e-13,3.6368805087890194e-13
5.25375,1.0152625978908948e-11,3.0848203549502684e-12,1.8571024719965396e-12,7.7444313489655451e-13,4.3576173650176698e-13,4.8142971900190047e-13,3.6368023724736353e-13
5.254,1.015102904082694e-11,3.0877246566317339e-12,1.8556246756303217e-12,7.7396792389396581e-13,4.3559614798714512e-13,4.8154396096016235e-13,3.6367355068279431e-13
5.25425,1.0149449374965434e-11,3.0906016247907693e-12,1.8541548544630192e-12,7.7348842161136927e-13,4.3542669351752479e-13,4.8165474183264985e-13,3.6366853327883581e-13
5.2545,1.014788687923264e-11,3.0934492069668316e-12,1.8526919129725574e-12,7.7300449113133986e-13,4.3525367338104486e-13,4.8176239170748511e-13,3.6366500846081846e-13
5.25475,1.0146341728906331e-11,3.0962673620086662e-12,1.8512354278266727e-12,7.7251653500098705e-13,4.3507734198906973e-13,4.81867060154277e-13,3.6366281374585683e-13
5.255,1.0144813587660165e-11,3.0990561386202474e-12,1.8497873154596211e-12,7.7202483592523122e-13,4.3489769979119468e-13,4.81969774406156e-13,3.6366181044151482e-13
5.25525,1.0143302595247133e-11,3.1018175362941666e-12,1.8483479833567092e-12,7.7152932729404059e-13,4.3471476311425274e-13,4.8207021100997529e-13,3.6366174827910545e-13
5.2555,1.014180675962183e-11,3.1045530338580198e-12,1.8469176693239495e-12,7.7103013148618064e-13,4.3452906502091226e-13,4.821674921080769e-13,3.636623477111317e-13
5.25575,1.0140326345702576e-11,3.1072615949307589e-12,1.8454968540172745e-12,7.7052727789083508e-13,4.343410533659581e-13,4.8226111640918352e-13,3.6366309902088216e-13
5.256,1.0138863275066686e-11,3.1099426685564499e-12,1.8440855895888879e-12,7.7002051159432909e-13,4.341511953427695e-13,4.8235142351744907e-13,3.6366452217153099e-13
5.25625,1.0137416757103646e-11,3.1126002903694165e-12,1.8426827726170635e-12,7.6950958119014692e-13,4.3395981762943825e-13,4.8243826191521756e-13,3.6366679511627757e-13
5.2565,1.0135986782552157e-11,3.1152321646968745e-12,1.8412874421555973e-12,7.689935198416854e-13,4.3376775015331371e-13,4.8252118182021756e-13,3.6366961916551728e-13
5.25675,1.0134575043588587e-11,3.1178376186536226e-12,1.839899327244294e-12,7.6847165037602245e-13,4.3357558938794002e-13,4.8259991661348329e-13,3.6367235011011236e-13
5.257,1.0133181643025993e-11,3.1204143789908772e-12,1.8385190840183184e-12,7.679438157951765e-13,4.3338369469690802e-13,4.826744729478203e-13,3.636741391140784e-13
5.25725,1.0131805448099619e-11,3.1229647248304265e-12,1.837146493027977e-12,7.6741043907497886e-13,4.3319206528040392e-13,4.8274502605264942e-13,3.63674707532955e-13
5.2575,1.0130445149523728e-11,3.1254894189696279e-12,1.8357831450176217e-12,7.6687221564929955e-13,4.3300112619194405e-13,4.8281115404729043e-13,3.6367412397328879e-13
