Physical Time (s),anabla_vol Monitor (W): cv1,anabla_vol Monitor (W): cv2,anabla_vol Monitor (W): cv3,anabla_vol Monitor (W): cv4,anabla_vol Monitor (W): cv5,anabla_vol Monitor (W): cv6,anabla_vol Monitor (W): cv7
5.83125,1.0566978957756936e-11,2.7111235717473678e-12,1.8836105864257265e-12,7.8030917891320292e-13,4.2625339967874961e-13,4.8664739890228585e-13,4.0902416885834005e-13
5.8315,1.0567707896110562e-11,2.7102081419205071e-12,1.8854983358417826e-12,7.8019328267591681e-13,4.2614201551084054e-13,4.8663598740515447e-13,4.0909455188979915e-13
5.83175,1.0568404704272787e-11,2.7092975003578824e-12,1.8874175753763194e-12,7.8007573921919676e-13,4.2603233174375477e-13,4.8662179393590039e-13,4.0916905762338056e-13
5.832,1.0569069898961867e-11,2.7083942570483623e-12,1.8893556130877957e-12,7.7995821597803196e-13,4.2592493452217624e-13,4.8660494579037285e-13,4.0924723083878179e-13
5.83225,1.0569703068218508e-11,2.7075047625056302e-12,1.8913095283450458e-12,7.7984184491327907e-13,4.2581962378707255e-13,4.8658568508451748e-13,4.0932738039746521e-13
5.8325,1.0570303606261999e-11,2.7066275599648445e-12,1.8932823563041502e-12,7.7972701522297108e-13,4.2571535351672477e-13,4.8656431786625987e-13,4.0940834369649208e-13
5.83275,1.0570871533492166e-11,2.7057606506584963e-12,1.8952778720580982e-12,7.7961543639634604e-13,4.2561096109085056e-13,4.8654116068347142e-13,4.0949008912244263e-13
5.833,1.0571405526399475e-11,2.7049053895291304e-12,1.8972982456253844e-12,7.7950791556757495e-13,4.2550587523718628e-13,4.8651595154587265e-13,4.0957271783056683e-13
5.83325,1.0571903921565929e-11,2.7040636484016853e-12,1.8993409288274378e-12,7.7940473599809507e-13,4.2540034847087211e-13,4.8648812431085254e-13,4.0965592281758853e-13
5.8335,1.0572367525085721e-11,2.7032346759274959e-12,1.9014011642934461e-12,7.7930617959268332e-13,4.2529516257057177e-13,4.8645673327002015e-13,4.097390979243129e-13
5.83375,1.0572797122468409e-11,2.7024200685238525e-12,1.9034717433586367e-12,7.7921307288023419e-13,4.2519127458747877e-13,4.8642171289354737e-13,4.0982141760100274e-13
5.834,1.0573191679416154e-11,2.701621576979814e-12,1.9055457928067543e-12,7.7912581399565275e-13,4.2508925431172992e-13,4.8638375462687125e-13,4.0990243027954063e-13
5.83425,1.0573549670989446e-11,2.7008438871341615e-12,1.9076181349657739e-12,7.7904422260755153e-13,4.2498840146838006e-13,4.8634331460378659e-13,4.0998249838132595e-13
5.8345,1.0573872280618504e-11,2.7000883708551647e-12,1.9096880651921775e-12,7.789681915187296e-13,4.2488795078924597e-13,4.8630071086865954e-13,4.1006143949643362e-13
5.83475,1.057416091681927e-11,2.6993521087216427e-12,1.9117652415822217e-12,7.7889720024304564e-13,4.2478728031367607e-13,4.862557679941647e-13,4.1013827162714129e-13
5.835,1.0574414869349522e-11,2.6986368609640606e-12,1.9138535176796777e-12,7.7883070183048973e-13,4.2468607578319584e-13,4.8620790352974114e-13,4.1021258295247139e-13
5.83525,1.0574633285863349e-11,2.6979418509060265e-12,1.9159531248516704e-12,7.7876826378709539e-13,4.2458494779666042e-13,4.8615676103474998e-13,4.1028472530265384e-13
5.8355,1.0574816399619355e-11,2.6972645749417132e-12,1.9180626633993391e-12,7.7871053317825143e-13,4.244838079037828e-13,4.861021767037196e-13,4.103551232745909e-13
5.83575,1.0574964177593787e-11,2.6966075395603061e-12,1.9201795356645393e-12,7.7865725440825699e-13,4.2438359664131563e-13,4.8604412697922962e-13,4.1042367088792441e-13
5.836,1.0575075704219663e-11,2.6959719694165371e-12,1.9223046055033823e-12,7.7860743476499464e-13,4.242856181818188e-13,4.8598289506083729e-13,4.10490504207032e-13
5.83625,1.0575150084441086e-11,2.6953600889613385e-12,1.9244375852257546e-12,7.7856003271592014e-13,4.2419026540392597e-13,4.8591976441508072e-13,4.1055559225104872e-13
5.8365,1.0575188968992591e-11,2.6947729199864009e-12,1.9265761098975959e-12,7.7851679570371606e-13,4.2409666042168662e-13,4.8585514899128448e-13,4.1061922550924364e-13
5.83675,1.0575192765205686e-11,2.6942130169585134e-12,1.9287147986631066e-12,7.7847873254740543e-13,4.2400505560665826e-13,4.8578857405197961e-13,4.106822034083363e-13
5.837,1.057516031942691e-11,2.693683824761058e-12,1.9308503674293339e-12,7.7844593691909107e-13,4.2391525618884646e-13,4.8572025229716136e-13,4.1074432302504469e-13
5.83725,1.0575090851424245e-11,2.6931855114776686e-12,1.9329805249243162e-12,7.7841869838667437e-13,4.2382679220070746e-13,4.8565104569018853e-13,4.1080535079858683e-13
5.8375,1.0574984349797808e-11,2.6927161232397201e-12,1.9351008433811388e-12,7.7839729884916685e-13,4.2373997571640526e-13,4.8558157427165994e-13,4.1086548149728223e-13
5.83775,1.0574840939407527e-11,2.6922773140682124e-12,1.9372036948307848e-12,7.7838033444046597e-13,4.236563040624748e-13,4.8551169538850412e-13,4.1092529937037455e-13
5.838,1.0574660339790875e-11,2.6918734313790132e-12,1.9392837485676689e-12,7.7836759943251994e-13,4.235763158197258e-13,4.8544090863850938e-13,4.1098434848234735e-13
5.83825,1.0574441942514787e-11,2.6915103519356179e-12,1.941342922222714e-12,7.7835939975730739e-13,4.2349962156205274e-13,4.8536975955134693e-13,4.1104230855238398e-13
5.8385,1.0574186603018232e-11,2.6911898978391864e-12,1.9433847752571822e-12,7.7835590974575381e-13,4.2342584430620224e-13,4.8529699282242382e-13,4.1109966966087817e-13
5.83875,1.0573894825741552e-11,2.6909051041375484e-12,1.9454166976118231e-12,7.7835674045593806e-13,4.2335461134135578e-13,4.8522345456567923e-13,4.1115607066669207e-13
5.839,1.0573566605420087e-11,2.6906557911764795e-12,1.9474431779759186e-12,7.7836204395645073e-13,4.2328537720258811e-13,4.8514942501867576e-13,4.1121120914109314e-13
5.83925,1.057320198551136e-11,2.6904418819948718e-12,1.9494638124844975e-12,7.7837262030054475e-13,4.2321715906999902e-13,4.8507490010640466e-13,4.1126458566959353e-13
5.8395,1.0572800490723492e-11,2.6902668317316845e-12,1.9514756712017409e-12,7.7838785558244086e-13,4.2315091739229985e-13,4.8499935944104105e-13,4.1131634526675835e-13
5.83975,1.0572361748045482e-11,2.6901351771700337e-12,1.9534758702512178e-12,7.784065650628036e-13,4.2308713617759036e-13,4.8492233016964764e-13,4.1136672701990253e-13
5.84,1.0571885845920975e-11,2.6900465516531926e-12,1.955458512892974e-12,7.7842819208658039e-13,4.2302565756944005e-13,4.8484404830989946e-13,4.1141572017341595e-13
5.84025,1.057137290922454e-11,2.6900003043956881e-12,1.9574191817012215e-12,7.7845356857622111e-13,4.2296632488630317e-13,4.8476592542822039e-13,4.1146383355740127e-13
5.8405,1.0570822138990195e-11,2.6899997477845743e-12,1.9593551228628188e-12,7.7848365238837074e-13,4.2290982593525326e-13,4.8468896870434092e-13,4.1151113077004807e-13
5.84075,1.0570233641065292e-11,2.6900483506939125e-12,1.9612621181605582e-12,7.7851887278202642e-13,4.2285666569005618e-13,4.846137411754029e-13,4.1155754317984245e-13
5.841,1.0569608239015514e-11,2.6901429492196845e-12,1.9631387836144372e-12,7.7855946939006842e-13,4.2280692691718104e-13,4.8454018215894131e-13,4.1160245829071605e-13
5.84125,1.0568945477450833e-11,2.6902792441889016e-12,1.9649779084705738e-12,7.7860538541061449e-13,4.2276102111174488e-13,4.8446788814321385e-13,4.1164561868308406e-13
5.8415,1.0568245033717687e-11,2.6904586044748014e-12,1.9667754322727735e-12,7.7865684730852194e-13,4.2271883340193886e-13,4.8439759600970644e-13,4.1168687002016728e-13
5.84175,1.0567506634705371e-11,2.690685440869216e-12,1.9685449079920054e-12,7.7871388584622871e-13,4.2267981240517671e-13,4.8432898343029182e-13,4.1172577337859947e-13
5.842,1.0566731609804354e-11,2.6909618065671988e-12,1.9702907005496895e-12,7.7877631937797936e-13,4.2264385572147229e-13,4.8426177526673325e-13,4.1176272308773676e-13
5.84225,1.0565920616473004e-11,2.6912870853335981e-12,1.9720153884848172e-12,7.7884414386425948e-13,4.2261094234731402e-13,4.8419607313136431e-13,4.1179850837877699e-13
5.8425,1.0565074383156081e-11,2.6916602721198775e-12,1.9737187040336294e-12,7.7891785717743229e-13,4.2257971859255507e-13,4.8413138718386016e-13,4.1183373055802046e-13
5.84275,1.056419179719716e-11,2.6920824590845472e-12,1.9753989921935901e-12,7.7899750463915864e-13,4.2255044586851406e-13,4.8406607609462151e-13,4.1186782406629908e-13
5.843,1.056327260565241e-11,2.6925563782080075e-12,1.9770524101517858e-12,7.7908277803891398e-13,4.2252307280971778e-13,4.839999390076213e-13,4.1190043888417573e-13
5.84325,1.0562317145676238e-11,2.6930869944652332e-12,1.9786716980040248e-12,7.7917336822255566e-13,4.224977486735933e-13,4.8393312610057888e-13,4.1193093932357553e-13
5.8435,1.0561324963225272e-11,2.6936767310332312e-12,1.9802528178361791e-12,7.7926940501320628e-13,4.2247449658964822e-13,4.8386526789834317e-13,4.1195907612925629e-13
5.84375,1.0560296895095769e-11,2.6943251233497633e-12,1.9817926749326992e-12,7.7937058700400392e-13,4.2245343344990748e-13,4.8379625774116176e-13,4.1198568807835533e-13
5.844,1.0559233455196394e-11,2.6950297908550041e-12,1.9832910058890913e-12,7.7947682318457293e-13,4.2243450953585076e-13,4.8372622653042301e-13,4.1201156503034501e-13
5.84425,1.0558135854564901e-11,2.6957956283829431e-12,1.9847434111067862e-12,7.7958780461999876e-13,4.2241782255339219e-13,4.8365551995559314e-13,4.1203779084365257e-13
5.8445,1.0557003821007702e-11,2.6966227857796399e-12,1.9861458087052209e-12,7.7970259325291835e-13,4.2240385767423462e-13,4.8358381547110172e-13,4.1206418742662292e-13
5.84475,1.0555837274952471e-11,2.6975093523956196e-12,1.9874871699046579e-12,7.7982036157114525e-13,4.2239243924208248e-13,4.8351080304638703e-13,4.1209001335127348e-13
5.845,1.0554637006126087e-11,2.6984559483972542e-12,1.9887607247461793e-12,7.7994159354204578e-13,4.2238308756602801e-13,4.8343590109713065e-13,4.1211500094913266e-13
5.84525,1.0553404222683014e-11,2.6994600450473953e-12,1.9899860028652916e-12,7.8006651619559148e-13,4.2237575501616918e-13,4.8335987289562496e-13,4.1213835107346178e-13
5.8455,1.0552137423217866e-11,2.7005172350148056e-12,1.9911774151724725e-12,7.8019490022489966e-13,4.223711399598286e-13,4.8328368189992187e-13,4.121597921241539e-13
5.84575,1.0550835690357684e-11,2.701627395846463e-12,1.9923417925311869e-12,7.8032692125329865e-13,4.2236910647385316e-13,4.8320734443066271e-13,4.1217876878685251e-13
5.846,1.0549498933445657e-11,2.7027961084726409e-12,1.9934766818043592e-12,7.8046231043701883e-13,4.2236999887266445e-13,4.8313051123990148e-13,4.1219449038432624e-13
5.84625,1.0548128087303621e-11,2.7040291016508486e-12,1.9945726017288821e-12,7.8060100173313049e-13,4.2237367175361457e-13,4.8305305224968892e-13,4.1220655728021584e-13
5.8465,1.0546725818857329e-11,2.7053252414868379e-12,1.9956231274520636e-12,7.8074211604177814e-13,4.2237972008602357e-13,4.8297572890120761e-13,4.1221604227826194e-13
5.84675,1.0545292558626323e-11,2.7066883036964697e-12,1.9966185755681333e-12,7.8088521789646107e-13,4.2238768873788948e-13,4.8289921467314568e-13,4.122253800445529e-13
5.847,1.0543829156379377e-11,2.7081195608408535e-12,1.9975561160198219e-12,7.8103109449299386e-13,4.2239738942764829e-13,4.8282334986045323e-13,4.1223514545099645e-13
5.84725,1.054233656537719e-11,2.7096184453773519e-12,1.9984361507474755e-12,7.8117977950720738e-13,4.2240848007532068e-13,4.8274795003049609e-13,4.1224539673546805e-13
5.8475,1.0540814583517514e-11,2.7111846474188443e-12,1.9992577971623279e-12,7.813309289104096e-13,4.2242026966971012e-13,4.8267295443300256e-13,4.1225648501614029e-13
5.84775,1.0539262876177781e-11,2.712814268238118e-12,2.000021483627118e-12,7.814845816928559e-13,4.2243333466200765e-13,4.8259951415081693e-13,4.1226914862553337e-13
5.848,1.0537684017140438e-11,2.7145025622594513e-12,2.0007276622481352e-12,7.8164041571740202e-13,4.2244806899348198e-13,4.825276165901147e-13,4.1228354975854769e-13
5.84825,1.053607720288242e-11,2.716249669371181e-12,2.0013718511767568e-12,7.8179807266722855e-13,4.2246488208727131e-13,4.8245688269062971e-13,4.1229968273909301e-13
5.8485,1.0534441850903493e-11,2.7180559251231084e-12,2.0019503843240661e-12,7.8195707640497481e-13,4.2248414679251186e-13,4.8238747772424471e-13,4.1231773119126645e-13
5.84875,1.0532778705595271e-11,2.7199216545194028e-12,2.0024715595969686e-12,7.8211762591195768e-13,4.2250655457996982e-13,4.8231980953155625e-13,4.1233789172624562e-13
5.849,1.0531087880621646e-11,2.7218459277019788e-12,2.0029472496538222e-12,7.8227912186783464e-13,4.2253247390398153e-13,4.8225388784666543e-13,4.1235981847963247e-13
5.84925,1.0529368692683745e-11,2.7238270743081459e-12,2.003383429372132e-12,7.8244080143904446e-13,4.2256228206486799e-13,4.8219005421798541e-13,4.1238309960731103e-13
5.8495,1.0527620818111589e-11,2.7258647974143859e-12,2.0037793467844967e-12,7.8260217906344465e-13,4.225962376546554e-13,4.8212810514158283e-13,4.1240755285200163e-13
5.84975,1.0525847178098123e-11,2.7279549160531688e-12,2.0041335200676208e-12,7.8276297969659136e-13,4.2263467510577124e-13,4.8206864179846496e-13,4.1243258389452143e-13
5.85,1.0524049939915744e-11,2.730099309546167e-12,2.0044430114478525e-12,7.8292292393369869e-13,4.226774616067373e-13,4.8201120895578106e-13,4.1245793677212192e-13
5.85025,1.0522228480389955e-11,2.7322984386298793e-12,2.0047064891567489e-12,7.8308165287719314e-13,4.2272473808003607e-13,4.8195536805447293e-13,4.1248339634333695e-13
5.8505,1.0520383266858929e-11,2.7345479053287228e-12,2.0049218814386125e-12,7.8323881164986293e-13,4.2277695710965008e-13,4.8190098998028265e-13,4.1250856984946824e-13
5.85075,1.0518515054600404e-11,2.7368457681866684e-12,2.0050905689351334e-12,7.8339386583400716e-13,4.2283366069223122e-13,4.8184855876660986e-13,4.1253265217293034e-13
5.851,1.0516623933105137e-11,2.7391949195519463e-12,2.0052108464969153e-12,7.8354599478524253e-13,4.2289441893798821e-13,4.8179827427089163e-13,4.1255465402693484e-13
5.85125,1.0514710493833701e-11,2.7415938057404594e-12,2.005283476759162e-12,7.8369482620645002e-13,4.2295868648612224e-13,4.8175038156935852e-13,4.1257434814644911e-13
5.8515,1.0512776273775668e-11,2.7440346733491085e-12,2.0053095218538086e-12,7.838414492912032e-13,4.2302604889855722e-13,4.8170491088595723e-13,4.1259177853450487e-13
5.85175,1.0510822378303401e-11,2.7465124335758628e-12,2.0052882977722557e-12,7.8398658343609772e-13,4.2309624269112282e-13,4.8166261838546719e-13,4.1260735315834757e-13
5.852,1.0508847566719331e-11,2.7490305406205824e-12,2.0052202308017361e-12,7.8412911348429899e-13,4.2316895288792491e-13,4.8162404513729925e-13,4.1262111186945002e-13
5.85225,1.050685108593999e-11,2.7515912983592512e-12,2.0051087466170577e-12,7.8426785544392877e-13,4.2324429591135032e-13,4.8158886082037949e-13,4.1263319031738005e-13
5.8525,1.0504833883923252e-11,2.7541949778959004e-12,2.0049611360778607e-12,7.8440219207372821e-13,4.2332286202192232e-13,4.8155735308306583e-13,4.1264420567791858e-13
5.85275,1.0502796356185226e-11,2.7568398498478223e-12,2.0047821726154983e-12,7.8453243272075266e-13,4.2340470309185096e-13,4.8152946217509731e-13,4.1265490089591805e-13
5.853,1.0500738478729429e-11,2.759523856604356e-12,2.0045688819867984e-12,7.8465939464782364e-13,4.2348984758487738e-13,4.8150459212447241e-13,4.1266548867630194e-13
5.85325,1.0498662738993399e-11,2.762248450789519e-12,2.0043179102420761e-12,7.8478359783892792e-13,4.2357790220695594e-13,4.8148229494949488e-13,4.1267536155428685e-13
5.8535,1.0496570299628561e-11,2.7650136344945429e-12,2.0040246294575451e-12,7.8490478215185583e-13,4.236685649532177e-13,4.8146172173296307e-13,4.1268477894301311e-13
5.85375,1.0494462000139105e-11,2.7678215426623844e-12,2.0036880556653204e-12,7.8502129995362857e-13,4.2376157176321531e-13,4.8144176592778014e-13,4.1269362082500367e-13
5.854,1.0492337310820149e-11,2.7706701301975579e-12,2.0033132209463482e-12,7.8513220807677383e-13,4.2385659300322557e-13,4.8142193305915364e-13,4.1270136193967493e-13
5.85425,1.04901961667309e-11,2.7735532114870958e-12,2.0029051358174609e-12,7.8523714126566922e-13,4.2395411784840926e-13,4.8140337730697409e-13,4.1270808935160944e-13
5.8545,1.0488038592200465e-11,2.7764651763295557e-12,2.0024623428112698e-12,7.8533626090492802e-13,4.2405444626005234e-13,4.8138571972905225e-13,4.1271414953742998e-13
5.85475,1.0485865074694705e-11,2.7794037723606813e-12,2.001985129872816e-12,7.8543024497318622e-13,4.241575636418949e-13,4.8136925910627947e-13,4.1272021223873982e-13
5.855,1.0483676311998027e-11,2.7823694753338426e-12,2.0014734894828367e-12,7.8551967355622297e-13,4.2426349007700198e-13,4.813548887404309e-13,4.1272580951028321e-13
5.85525,1.0481474097837385e-11,2.7853628065183272e-12,2.0009259632630609e-12,7.8560473275113431e-13,4.2437238633767079e-13,4.8134220844889508e-13,4.1273060810305042e-13
5.8555,1.0479260054957697e-11,2.7883812914448157e-12,2.0003428977234196e-12,7.8568515048795415e-13,4.2448422177939297e-13,4.813309302853659e-13,4.1273442355462974e-13
5.85575,1.0477035543400454e-11,2.7914251638098122e-12,1.9997268634860427e-12,7.8576070853124395e-13,4.2459864074469022e-13,4.8132107325458997e-13,4.1273768395507628e-13
5.856,1.0474797995935269e-11,2.7944990646594985e-12,1.9990754681723569e-12,7.85831118205094e-13,4.2471513268575148e-13,4.8131257400821486e-13,4.1274116870986799e-13
5.85625,1.0472547636016828e-11,2.7976035488821403e-12,1.9983890984213773e-12,7.8589559552840035e-13,4.2483405509217346e-13,4.8130605957336496e-13,4.1274458832888388e-13
5.8565,1.0470285956482271e-11,2.8007364655645014e-12,1.9976723552579054e-12,7.8595396777045737e-13,4.2495535438705767e-13,4.8130200462774678e-13,4.1274745613350761e-13
5.85675,1.046801352039585e-11,2.8038974650784132e-12,1.9969261991106131e-12,7.8600638688852858e-13,4.2507906970262092e-13,4.8130032839370038e-13,4.1275017719323328e-13
5.857,1.0465731714088678e-11,2.8070857463528616e-12,1.9961511493871383e-12,7.8605275768184746e-13,4.2520498043782182e-13,4.8130050094249321e-13,4.1275225577602462e-13
5.85725,1.0463441495678584e-11,2.8102995902081061e-12,1.9953457842917165e-12,7.8609221390559615e-13,4.2533313715690782e-13,4.8130259785251035e-13,4.1275325472367875e-13
5.8575,1.0461144080592226e-11,2.8135362830425499e-12,1.9945093328210304e-12,7.8612427795268272e-13,4.2546389558482505e-13,4.8130739213919774e-13,4.1275333305302981e-13
5.85775,1.0458838978611449e-11,2.8167960404955991e-12,1.9936385100274605e-12,7.8614853007940493e-13,4.2559721240902521e-13,4.8131534608031183e-13,4.1275275449334395e-13
5.858,1.0456524157814844e-11,2.8200797873458137e-12,1.9927317705367688e-12,7.8616528988902724e-13,4.2573307029603762e-13,4.8132624312224038e-13,4.1275118749078092e-13
5.85825,1.0454200942018602e-11,2.8233872325340751e-12,1.991789061201569e-12,7.8617556250268799e-13,4.2587126113430992e-13,4.8134017708264645e-13,4.1274841066816585e-13
5.8585,1.0451872046975458e-11,2.8267144964797002e-12,1.9908128214094223e-12,7.8617948582025628e-13,4.260119333353488e-13,4.8135712624349574e-13,4.1274413060884049e-13
5.85875,1.0449537508974817e-11,2.8300632447791062e-12,1.9898045489549652e-12,7.8617727668780744e-13,4.261554321264686e-13,4.8137708116439099e-13,4.1273839276745933e-13
5.859,1.0447198395044783e-11,2.8334302061525921e-12,1.9887653917647134e-12,7.8616824830511154e-13,4.2630165747303769e-13,4.8139995260098807e-13,4.1273042973428684e-13
5.85925,1.0444856765966229e-11,2.8368112016552661e-12,1.9876960082567975e-12,7.8615207572382496e-13,4.2644963529005998e-13,4.8142601688615218e-13,4.1271888887224982e-13
5.8595,1.0442512279456269e-11,2.8402086664180699e-12,1.9865946894474616e-12,7.861286308740944e-13,4.2659873708761411e-13,4.814553261660407e-13,4.1270409682135301e-13
5.85975,1.0440161650921563e-11,2.8436278133754463e-12,1.9854592169664129e-12,7.8609868671978552e-13,4.2674851077732072e-13,4.8148855213511338e-13,4.1268656778547426e-13
5.86,1.0437805047143057e-11,2.8470674926904692e-12,1.9842924870404572e-12,7.8606202296667963e-13,4.2689891840694387e-13,4.8152485678403468e-13,4.1266630668380856e-13
5.86025,1.043544637342407e-11,2.8505214127238536e-12,1.9831004819284399e-12,7.8601818015285273e-13,4.2704991695153722e-13,4.815637149979413e-13,4.1264352617999517e-13
5.8605,1.0433085991412199e-11,2.8539892733767566e-12,1.9818851071600145e-12,7.8596711910221181e-13,4.2720124644023177e-13,4.8160506779666696e-13,4.1261826557322732e-13
5.86075,1.0430723196470582e-11,2.8574734588853257e-12,1.9806466470115804e-12,7.859098699718059e-13,4.2735330241290597e-13,4.8164863274167714e-13,4.1258970666895526e-13
5.861,1.0428359127735475e-11,2.8609695795538121e-12,1.9793840289139718e-12,7.8584760556872847e-13,4.2750554252983677e-13,4.8169477964546245e-13,4.1255889187053228e-13
5.86125,1.0425995421788437e-11,2.8644762493065013e-12,1.9780936239575022e-12,7.8578100793516369e-13,4.2765733058054057e-13,4.8174282005017357e-13,4.1252590722218745e-13
5.8615,1.0423630924190266e-11,2.8679953599754884e-12,1.9767737813751711e-12,7.857098058776334e-13,4.2780779721712967e-13,4.8179261107098521e-13,4.1249050991772892e-13
5.86175,1.0421266400127701e-11,2.8715233889069468e-12,1.9754239136309731e-12,7.8563357623616064e-13,4.279568697931694e-13,4.8184463494514559e-13,4.1245305490784995e-13
5.862,1.0418903721243024e-11,2.8750587615166512e-12,1.9740469750515448e-12,7.855517215216199e-13,4.2810440477229493e-13,4.8190006905878185e-13,4.1241401943656234e-13
5.86225,1.0416545283151294e-11,2.8786000924326181e-12,1.9726450398086353e-12,7.8546367888330305e-13,4.2825134636660213e-13,4.8195962229687421e-13,4.1237393701706954e-13
5.8625,1.041418675079329e-11,2.8821508121463284e-12,1.971217887778903e-12,7.8536895790109412e-13,4.2839828972166687e-13,4.8202323155208818e-13,4.1233300210928485e-13
5.86275,1.0411827524685035e-11,2.8857094723320205e-12,1.9697646987900926e-12,7.8526663852067456e-13,4.2854551571048154e-13,4.8209045498695042e-13,4.1229224473064093e-13
5.863,1.0409469581034214e-11,2.8892743842819459e-12,1.9682863431568186e-12,7.8515639790096094e-13,4.2869347083035888e-13,4.8216076824404009e-13,4.1225223602865654e-13
5.86325,1.0407114773217058e-11,2.8928470242117373e-12,1.966782597659802e-12,7.8503844692631122e-13,4.2884190834933174e-13,4.8223336060373346e-13,4.1221273177204637e-13
5.8635,1.0404762302903042e-11,2.8964278122316291e-12,1.9652527329085174e-12,7.8491387630809824e-13,4.2899023788231129e-13,4.823082310481773e-13,4.1217382471094636e-13
5.86375,1.0402411862256539e-11,2.900016531582272e-12,1.9636993451347157e-12,7.8478354997194285e-13,4.2913808281212734e-13,4.8238499647405395e-13,4.1213605337515099e-13
5.864,1.0400067067910096e-11,2.9036059953896912e-12,1.9621292607254438e-12,7.8464721407211805e-13,4.2928562802814316e-13,4.8246322074281046e-13,4.1209971312956661e-13
5.86425,1.0397728469590438e-11,2.9071947070222433e-12,1.9605441286204395e-12,7.8450407517504207e-13,4.2943251265922051e-13,4.8254186789027838e-13,4.12065345055796e-13
5.8645,1.0395395709258722e-11,2.9107830597823902e-12,1.9589426984152622e-12,7.8435312184744492e-13,4.2957826373437696e-13,4.8262147560911024e-13,4.1203272299362836e-13
5.86475,1.0393068257790025e-11,2.9143731129558012e-12,1.9573226221563973e-12,7.8419484280797849e-13,4.2972385851260582e-13,4.8270350868060092e-13,4.1200194040057482e-13
5.865,1.039074545941584e-11,2.9179656800806009e-12,1.9556826292943521e-12,7.8403054387484505e-13,4.2986963343057942e-13,4.8278802316809552e-13,4.1197373596564817e-13
5.86525,1.0388430048587327e-11,2.9215514847289173e-12,1.9540240174321243e-12,7.8385991886825513e-13,4.3001548205583905e-13,4.8287434062291733e-13,4.1194949612929283e-13
5.8655,1.0386119454698415e-11,2.9251330878242195e-12,1.9523467286889573e-12,7.8368344392901808e-13,4.3016124198708785e-13,4.8296220861470273e-13,4.119293226447416e-13
5.86575,1.0383812204121512e-11,2.9287149859118395e-12,1.9506504192894728e-12,7.8350149294168136e-13,4.3030703338223843e-13,4.8305173817500032e-13,4.1191236044705521e-13
5.866,1.0381511498215604e-11,2.9322965068240211e-12,1.9489351527157378e-12,7.833146266504024e-13,4.3045255974493029e-13,4.8314347471877221e-13,4.1189754045192077e-13
5.86625,1.0379217968866717e-11,2.9358725217583676e-12,1.9472023192978678e-12,7.831224347201719e-13,4.3059765961142145e-13,4.8323729463424297e-13,4.1188378406208159e-13
5.8665,1.0376932753585604e-11,2.9394410433832091e-12,1.9454531628318163e-12,7.8292469613349261e-13,4.3074252331739108e-13,4.8333290644161437e-13,4.1187010608758543e-13
5.86675,1.0374656870600793e-11,2.9430034786000147e-12,1.9436880697120826e-12,7.8272149812447982e-13,4.3088722882742837e-13,4.8342964880442775e-13,4.1185567375027817e-13
5.867,1.0372391034509887e-11,2.9465574027767234e-12,1.9419078957148399e-12,7.8251323706003626e-13,4.3103213512017987e-13,4.8352716453876579e-13,4.1184084279017592e-13
5.86725,1.0370134014065717e-11,2.950101581468902e-12,1.9401144139294614e-12,7.8230010394009377e-13,4.3117733209496677e-13,4.8362577438133384e-13,4.1182583806580244e-13
5.8675,1.0367885075238296e-11,2.9536375171023018e-12,1.9383080060165221e-12,7.8208152999746105e-13,4.3132280252694289e-13,4.8372562883597406e-13,4.1180974265635797e-13
5.86775,1.0365644732123335e-11,2.9571656451209377e-12,1.9364919516315611e-12,7.8185745749637358e-13,4.3146791699767895e-13,4.838256979551436e-13,4.1179253728500014e-13
5.868,1.0363414281671791e-11,2.9606848452129089e-12,1.9346694168982679e-12,7.8162671241566887e-13,4.3161193791693798e-13,4.8392590443072045e-13,4.1177469678304271e-13
5.86825,1.036119332683109e-11,2.9641909860360352e-12,1.9328409303343555e-12,7.8138924734461264e-13,4.3175442537053913e-13,4.8402694727621457e-13,4.1175688831196776e-13
5.8685,1.0358981317679134e-11,2.9676806597128413e-12,1.9310064416889143e-12,7.811453346421246e-13,4.3189496230197282e-13,4.8412995500024284e-13,4.1173956297121721e-13
5.86875,1.0356775575616544e-11,2.9711581412272784e-12,1.9291655470538345e-12,7.8089486280239903e-13,4.3203259194874062e-13,4.8423533454452224e-13,4.1172197688488755e-13
5.869,1.0354576641146898e-11,2.9746255954684478e-12,1.9273199460973557e-12,7.8063800063123276e-13,4.3216674761511663e-13,4.8434345808312787e-13,4.1170270367776324e-13
5.86925,1.035238525277615e-11,2.9780830648440234e-12,1.92546901206495e-12,7.8037539051387155e-13,4.3229814121386518e-13,4.8445441242546099e-13,4.1167992112961533e-13
5.8695,1.0350204126023698e-11,2.9815292540971153e-12,1.9236123051981369e-12,7.8010667649342249e-13,4.3242692081787847e-13,4.8456821985080938e-13,4.1165274316250379e-13
5.86975,1.0348033474717421e-11,2.984961279860881e-12,1.9217500217623436e-12,7.7983155708703782e-13,4.3255308006580878e-13,4.8468472092263522e-13,4.1162206500283547e-13
5.87,1.0345874316676493e-11,2.9883751631054468e-12,1.9198815167679771e-12,7.7955006486421031e-13,4.3267642963667064e-13,4.8480440203576907e-13,4.1159003030482027e-13
5.87025,1.0343723095038628e-11,2.991774102734997e-12,1.9180086853203951e-12,7.792620466391245e-13,4.3279681725676301e-13,4.8492731457132175e-13,4.1155810967357366e-13
