Physical Time (s),enthalpy_storage_vol Monitor (J): cv1,enthalpy_storage_vol Monitor (J): cv2,enthalpy_storage_vol Monitor (J): cv3,enthalpy_storage_vol Monitor (J): cv4,enthalpy_storage_vol Monitor (J): cv5,enthalpy_storage_vol Monitor (J): cv6,enthalpy_storage_vol Monitor (J): cv7
6.78725,3.2591724976976122e-07,3.0012787389668807e-07,4.0655046845455319e-07,4.0537239703463877e-07,4.1380442077658713e-07,8.4059113889131666e-07,1.283655416162572e-06
6.7875,3.2591534921461259e-07,3.0017900790411966e-07,4.0652470259088174e-07,4.0538276156747327e-07,4.1379952103822281e-07,8.4057684607930486e-07,1.2836577561858333e-06
6.78775,3.259133780798777e-07,3.0022846383385207e-07,4.0649840678919763e-07,4.0539452443651701e-07,4.1379535964514657e-07,8.4056267741439708e-07,1.2836599169881986e-06
6.788,3.2591135961491854e-07,3.0027624033238653e-07,4.0647162373045863e-07,4.0540768351897665e-07,4.1379195970151064e-07,8.4054865500937606e-07,1.2836619381396862e-06
6.78825,3.2590932449177258e-07,3.0032232655362412e-07,4.0644439927433322e-07,4.0542223647347638e-07,4.1378933255582145e-07,8.4053481214412065e-07,1.2836638331596554e-06
6.7885,3.2590721024182862e-07,3.003666886720399e-07,4.0641673875089485e-07,4.0543813807748803e-07,4.1378744848600967e-07,8.4052109598735413e-07,1.2836655161038288e-06
6.78875,3.2590508193414174e-07,3.0040932254553904e-07,4.0638870085796017e-07,4.0545540081577158e-07,4.1378632948920973e-07,8.4050756573584384e-07,1.2836670780257368e-06
6.789,3.2590294008377669e-07,3.0045019934440778e-07,4.0636032631885275e-07,4.0547400995222515e-07,4.1378598061016445e-07,8.4049421741316946e-07,1.2836685252207755e-06
6.78925,3.2590066228939277e-07,3.004892613340369e-07,4.0633159469079658e-07,4.0549389395692091e-07,4.1378635304631439e-07,8.4048094049667613e-07,1.283669700028871e-06
6.7895,3.258984140202138e-07,3.0052652840518987e-07,4.0630260289715913e-07,4.0551510262360039e-07,4.1378751605823234e-07,8.4046785418422544e-07,1.2836708151089443e-06
6.78975,3.2589613553567415e-07,3.005619598640096e-07,4.0627335968362299e-07,4.0553759675514457e-07,4.1378943419134873e-07,8.4045489442325136e-07,1.2836718046403504e-06
6.79,3.2589379791844934e-07,3.0059552811524784e-07,4.0624388369754711e-07,4.0556135364271253e-07,4.1379208366367291e-07,8.4044202533813535e-07,1.2836726425371482e-06
6.79025,3.2589145938054174e-07,3.0062724064321327e-07,4.0621423362723884e-07,4.0558638591845205e-07,4.1379549452300221e-07,8.4042928499174552e-07,1.283673413555583e-06
6.7905,3.2588908753401572e-07,3.0065705968139223e-07,4.0618444702919049e-07,4.056126597265396e-07,4.1379965138543871e-07,8.4041665067062306e-07,1.2836740721638037e-06
6.79075,3.2588668317176971e-07,3.0068496620321202e-07,4.0615456335967296e-07,4.0564015402636353e-07,4.1380455959565462e-07,8.4040411952490181e-07,1.2836746273747694e-06
6.791,3.2588424984310098e-07,3.0071094914111781e-07,4.0612460892408724e-07,4.0566884878506757e-07,4.1381022907210401e-07,8.4039168752907123e-07,1.2836750834249637e-06
6.79125,3.2588181827404262e-07,3.0073500473285329e-07,4.0609462957356329e-07,4.0569873711118754e-07,4.1381665344593068e-07,8.4037940662556239e-07,1.2836754663334907e-06
6.7915,3.2587932514458216e-07,3.0075710072018803e-07,4.0606463369042555e-07,4.0572977085535185e-07,4.1382380079114497e-07,8.4036723581487087e-07,1.2836756840716873e-06
6.79175,3.2587686618153945e-07,3.0077723761347309e-07,4.0603470539870572e-07,4.0576197069397028e-07,4.1383168736557659e-07,8.403552821224488e-07,1.2836758590781171e-06
6.792,3.2587434869286013e-07,3.0079535647080181e-07,4.0600485697353948e-07,4.0579527687916791e-07,4.1384026868377018e-07,8.4034346946948977e-07,1.2836758815454748e-06
6.79225,3.2587177558105462e-07,3.00811437872739e-07,4.0597512654035465e-07,4.0582966995139709e-07,4.1384952867040376e-07,8.4033181603794859e-07,1.2836757442772559e-06
6.7925,3.2586922007077264e-07,3.0082547014288377e-07,4.0594558098458418e-07,4.0586515718194059e-07,4.1385947950652013e-07,8.4032039228328783e-07,1.2836755132070899e-06
6.79275,3.258666413830259e-07,3.0083744016605585e-07,4.0591624177015692e-07,4.0590170687280704e-07,4.1387010605929299e-07,8.4030917544248997e-07,1.2836751330185691e-06
6.793,3.2586400569078994e-07,3.008473185000817e-07,4.0588713900955013e-07,4.0593928409925018e-07,4.1388138683707649e-07,8.4029815058357456e-07,1.2836745724769801e-06
6.79325,3.2586140478935222e-07,3.008551129962592e-07,4.0585835442484443e-07,4.0597790571983884e-07,4.1389336250291393e-07,8.4028739361841784e-07,1.2836739650905567e-06
6.7935,3.2585874800145096e-07,3.0086078686413168e-07,4.0582987799992965e-07,4.0601750769521986e-07,4.1390598437656509e-07,8.4027682081097572e-07,1.283673207294608e-06
6.79375,3.2585603903650311e-07,3.0086432879710908e-07,4.0580174129744023e-07,4.0605806697087366e-07,4.1391924673841538e-07,8.4026640830817487e-07,1.2836723369595019e-06
6.794,3.2585334202638859e-07,3.0086573853832868e-07,4.0577401349060668e-07,4.0609958682387813e-07,4.1393318043245595e-07,8.4025620348661945e-07,1.2836714255430126e-06
6.79425,3.2585062627425864e-07,3.0086497815496654e-07,4.0574674046599456e-07,4.0614202602241625e-07,4.1394777140397541e-07,8.4024618257585518e-07,1.283670419638196e-06
6.7945,3.2584786346596341e-07,3.0086202245518834e-07,4.0571995300555431e-07,4.0618534234439598e-07,4.1396300521964277e-07,8.402363288172e-07,1.2836692694737522e-06
6.79475,3.2584508923975002e-07,3.0085686448452007e-07,4.0569370582808505e-07,4.0622952373854515e-07,4.1397887989658735e-07,8.4022668428607091e-07,1.2836680139647182e-06
6.795,3.2584230929848506e-07,3.0084948647456253e-07,4.0566803636136742e-07,4.0627454740860131e-07,4.139953819512513e-07,8.4021725050253853e-07,1.2836666601339422e-06
6.79525,3.2583948993895435e-07,3.0083986373742426e-07,4.0564297514228546e-07,4.0632037728736328e-07,4.1401248873859554e-07,8.4020800511562513e-07,1.283665172401389e-06
6.7955,3.2583666081489341e-07,3.0082799480117554e-07,4.0561853967743201e-07,4.0636703718979446e-07,4.140302063471606e-07,8.4019897314549337e-07,1.283663584917917e-06
6.79575,3.2583385016133547e-07,3.0081387918589355e-07,4.0559473648819998e-07,4.0641456245802314e-07,4.1404854179159123e-07,8.4019018115679075e-07,1.2836619287559454e-06
6.796,3.2583096109985586e-07,3.0079749112738375e-07,4.0557156342061179e-07,4.0646287678227532e-07,4.1406745422743595e-07,8.401815535449033e-07,1.2836600648312841e-06
6.79625,3.2582812321234991e-07,3.0077885396149261e-07,4.0554913354015879e-07,4.0651198040818252e-07,4.1408699977726056e-07,8.4017319875091873e-07,1.2836581454534991e-06
6.7965,3.2582527666234971e-07,3.0075792620220285e-07,4.0552748736864763e-07,4.0656180038533496e-07,4.1410714618544412e-07,8.4016507175604737e-07,1.2836560932931413e-06
6.79675,3.2582235473475942e-07,3.0073468580414616e-07,4.0550665004427463e-07,4.0661226829609575e-07,4.1412785522955532e-07,8.4015711443934211e-07,1.2836538321378651e-06
6.797,3.2581952035461081e-07,3.0070915994965715e-07,4.0548673383653765e-07,4.0666341885502844e-07,4.1414917562899921e-07,8.401494602925644e-07,1.283651566408586e-06
6.79725,3.2581664623266026e-07,3.0068130100973217e-07,4.0546772802458048e-07,4.0671516315342054e-07,4.1417104764556721e-07,8.4014200038820696e-07,1.2836491471586029e-06
6.7975,3.2581376991708754e-07,3.0065111569955027e-07,4.0544966577051159e-07,4.0676745543253887e-07,4.1419351146961715e-07,8.4013475970970233e-07,1.2836466298985683e-06
6.79775,3.2581089348417879e-07,3.0061858790404997e-07,4.0543256648493826e-07,4.0682025136089061e-07,4.1421659404908073e-07,8.4012774425862739e-07,1.2836440226119516e-06
6.798,3.258080250914638e-07,3.0058370391867319e-07,4.0541646197346597e-07,4.0687348552524511e-07,4.1424032122334081e-07,8.4012096287209435e-07,1.2836413254644421e-06
6.79825,3.258051331392509e-07,3.0054644864590773e-07,4.0540141101872493e-07,4.0692708284321744e-07,4.1426466957362564e-07,8.4011438929013643e-07,1.2836385178733148e-06
6.7985,3.2580227817531827e-07,3.0050683164833429e-07,4.0538750569429465e-07,4.0698104697124381e-07,4.1428963021174238e-07,8.4010807381430462e-07,1.2836356894775953e-06
6.79875,3.2579945663112986e-07,3.0046486224978116e-07,4.0537477761624045e-07,4.0703538176483115e-07,4.1431516335656842e-07,8.4010201182727453e-07,1.283632830171291e-06
6.799,3.2579663497165726e-07,3.0042053134423743e-07,4.0536324495290612e-07,4.070900914987899e-07,4.1434121328966186e-07,8.4009616988094676e-07,1.2836299038554389e-06
6.79925,3.257938513732691e-07,3.0037384221580096e-07,4.0535294240211925e-07,4.0714521677551271e-07,4.1436774006329192e-07,8.4009057261471628e-07,1.2836269658791566e-06
6.7995,3.2579107367598717e-07,3.0032478527424314e-07,4.0534387335541404e-07,4.0720074008534723e-07,4.1439472349082142e-07,8.4008517876903056e-07,1.2836239792142758e-06
6.79975,3.2578827122779832e-07,3.0027334283202742e-07,4.0533604336933765e-07,4.0725664006048778e-07,4.1442215156234898e-07,8.4007994275801517e-07,1.2836209054134211e-06
6.8,3.2578550608869468e-07,3.0021951841369404e-07,4.0532950290143177e-07,4.0731293833336186e-07,4.1445004625639027e-07,8.4007490470719642e-07,1.283617830146776e-06
6.80025,3.2578274632065703e-07,3.0016330175682787e-07,4.0532424776017155e-07,4.0736961395876618e-07,4.1447839776028063e-07,8.4007002447072343e-07,1.2836147280940248e-06
6.8005,3.257799340823744e-07,3.0010467331190845e-07,4.0532025397843677e-07,4.0742663450782236e-07,4.1450717040116706e-07,8.4006525223585247e-07,1.283611524179324e-06
6.80075,3.2577720186671959e-07,3.0004365170515846e-07,4.0531759440930716e-07,4.0748404796714996e-07,4.1453640412096873e-07,8.4006070427678896e-07,1.2836083820934468e-06
6.801,3.2577451756966609e-07,2.9998024189625021e-07,4.0531627899790082e-07,4.0754180113195855e-07,4.1456608010903776e-07,8.4005636346600768e-07,1.2836052766085218e-06
6.80125,3.2577184766290912e-07,2.9991442849981192e-07,4.0531633570049844e-07,4.0759983924804875e-07,4.1459618154423099e-07,8.400522182775924e-07,1.2836021680083974e-06
6.8015,3.2576919129554691e-07,2.998462365864642e-07,4.0531777470472342e-07,4.0765811946771094e-07,4.1462670645196039e-07,8.4004828274414091e-07,1.2835990518217576e-06
6.80175,3.2576654694397529e-07,2.9977570299166173e-07,4.0532058436513688e-07,4.0771661311026976e-07,4.1465765299769627e-07,8.4004456177823235e-07,1.2835959294497216e-06
6.802,3.2576391594026389e-07,2.9970284570289643e-07,4.0532476930316058e-07,4.0777529633856441e-07,4.1468901721676452e-07,8.4004105808456488e-07,1.2835928110681838e-06
6.80225,3.2576122877015934e-07,2.9962765515490709e-07,4.05330322807679e-07,4.0783412481889875e-07,4.1472076440980943e-07,8.4003772096257177e-07,1.2835896142080521e-06
6.8025,3.2575857308960601e-07,2.9955017077288806e-07,4.0533729256466067e-07,4.0789312569575148e-07,4.1475292932345516e-07,8.4003463074460713e-07,1.2835864548030707e-06
6.80275,3.257559157434498e-07,2.9947038640120339e-07,4.0534567626840198e-07,4.0795227522564369e-07,4.1478549338770512e-07,8.4003176120896781e-07,1.2835832930453893e-06
6.803,3.257532644284128e-07,2.9938828301864521e-07,4.0535549743576557e-07,4.0801156335474424e-07,4.1481845350202733e-07,8.4002910816197147e-07,1.2835801236883992e-06
6.80325,3.2575059605799916e-07,2.9930383531149676e-07,4.0536676640469721e-07,4.0807096317550213e-07,4.1485179473522352e-07,8.4002664339854074e-07,1.2835769087587289e-06
6.8035,3.2574794787410463e-07,2.9921705716498684e-07,4.0537950320381343e-07,4.0813047552698056e-07,4.1488552322763972e-07,8.4002439572938185e-07,1.2835736997434845e-06
6.80375,3.2574532135395462e-07,2.9912797191174939e-07,4.0539370131192611e-07,4.0819008966994897e-07,4.1491962440364172e-07,8.4002237105699828e-07,1.2835704952125027e-06
6.804,3.2574272062807797e-07,2.9903660495333852e-07,4.0540935064839557e-07,4.0824979488071237e-07,4.1495408242115058e-07,8.4002057433833195e-07,1.2835672991717782e-06
6.80425,3.2574014679598482e-07,2.9894297893477154e-07,4.0542644726170827e-07,4.0830957798300215e-07,4.1498888404537509e-07,8.4001901358173169e-07,1.2835641194836372e-06
6.8045,3.2573765520862408e-07,2.9884713824447372e-07,4.0544501539372743e-07,4.0836945405783014e-07,4.1502404737174533e-07,8.4001774493833547e-07,1.2835610404170437e-06
6.80475,3.2573511279688151e-07,2.9874907316238556e-07,4.0546500093072892e-07,4.0842935759413941e-07,4.1505951495817039e-07,8.4001665496902397e-07,1.2835579132701783e-06
6.805,3.2573258207567693e-07,2.9864881731316146e-07,4.0548642955690858e-07,4.0848930660077394e-07,4.1509531173412853e-07,8.4001579731327707e-07,1.2835548191357995e-06
6.80525,3.2573008857394793e-07,2.98546381619106e-07,4.0550933222804816e-07,4.0854930749449213e-07,4.1513144571064686e-07,8.4001519427568335e-07,1.2835517944064271e-06
6.8055,3.2572759740261859e-07,2.9844175805365026e-07,4.0553371315593186e-07,4.0860933734515516e-07,4.1516789644671689e-07,8.4001481906073774e-07,1.2835487955831432e-06
6.80575,3.2572520815985796e-07,2.9833498219415723e-07,4.0555961435689338e-07,4.0866942499881611e-07,4.1520469603177607e-07,8.4001475284619687e-07,1.2835459399847592e-06
6.806,3.2572276253489272e-07,2.9822603607268851e-07,4.0558696119223302e-07,4.0872949227775094e-07,4.1524177075582636e-07,8.4001486215583704e-07,1.2835430288700668e-06
6.80625,3.2572031962203709e-07,2.9811496841213556e-07,4.0561576425305717e-07,4.087895622908835e-07,4.1527913686930545e-07,8.4001519149254653e-07,1.2835401522022872e-06
6.8065,3.2571788480967481e-07,2.9800182621669972e-07,4.0564599097104142e-07,4.0884962209366376e-07,4.1531678950032456e-07,8.400157307072093e-07,1.2835373237813214e-06
6.80675,3.2571549072566232e-07,2.9788673814393324e-07,4.0567755197877169e-07,4.0890967156262062e-07,4.1535473783729345e-07,8.400164985935842e-07,1.2835345856158441e-06
6.807,3.2571307787224527e-07,2.9776976124812563e-07,4.0571035533092314e-07,4.0896967811242143e-07,4.1539294872197268e-07,8.4001743164596652e-07,1.2835318630583878e-06
6.80725,3.257106813567301e-07,2.9765087378248185e-07,4.0574444638171557e-07,4.0902965541394132e-07,4.1543142817908701e-07,8.4001854860599178e-07,1.2835292200506189e-06
6.8075,3.2570832990756922e-07,2.9753012499468161e-07,4.057798234388823e-07,4.0908959805968797e-07,4.1547017794165278e-07,8.400198767067303e-07,1.2835267168518634e-06
6.80775,3.2570595380254318e-07,2.9740751851328964e-07,4.0581646017039909e-07,4.0914946950923802e-07,4.1550916017346522e-07,8.4002136055958002e-07,1.2835242778921751e-06
6.808,3.2570361276573836e-07,2.9728309290023198e-07,4.0585437523024964e-07,4.092092921539697e-07,4.1554839378749662e-07,8.4002305067484499e-07,1.2835219765930785e-06
6.80825,3.2570120937567643e-07,2.9715684597639461e-07,4.0589351628939732e-07,4.0926902361348713e-07,4.1558783239403846e-07,8.4002486513381987e-07,1.2835196956720085e-06
6.8085,3.2569881097643871e-07,2.9702880776785757e-07,4.0593390786048147e-07,4.0932868377854659e-07,4.156274977900029e-07,8.4002685637632924e-07,1.2835175238483459e-06
6.80875,3.2569645257225192e-07,2.9689902536842781e-07,4.0597553901812545e-07,4.0938827695290972e-07,4.1566739609562811e-07,8.4002905509908184e-07,1.2835154924965355e-06
6.809,3.256940405680098e-07,2.967675275815993e-07,4.0601832856755279e-07,4.094477559052066e-07,4.1570747441196401e-07,8.4003139311140501e-07,1.2835134730445721e-06
6.80925,3.2569173305714808e-07,2.9663440019178679e-07,4.060623100185435e-07,4.0950718339689663e-07,4.1574777713340481e-07,8.4003402429209738e-07,1.2835116559737932e-06
6.8095,3.2568939977860485e-07,2.9649965052411195e-07,4.0610740311538858e-07,4.0956649790838061e-07,4.157882298017354e-07,8.4003686695419247e-07,1.2835098743310943e-06
6.80975,3.2568709925992171e-07,2.9636333786374091e-07,4.0615360494672663e-07,4.0962571957215464e-07,4.1582884454964415e-07,8.4003999919621968e-07,1.2835081923965892e-06
6.81,3.256847333149339e-07,2.9622548034635253e-07,4.0620084277392385e-07,4.0968480090892807e-07,4.1586957848190101e-07,8.4004335412168649e-07,1.283506474014943e-06
6.81025,3.2568239686362897e-07,2.9608614506291559e-07,4.0624911948703321e-07,4.0974378273814598e-07,4.1591047242741091e-07,8.400470099708309e-07,1.2835048328159786e-06
6.8105,3.2568008605353003e-07,2.9594537321963516e-07,4.0629840317900835e-07,4.0980266510934614e-07,4.159515314319983e-07,8.4005095818138924e-07,1.2835032503256268e-06
6.81075,3.2567774350177348e-07,2.9580311259605989e-07,4.063486959000073e-07,4.0986142813115192e-07,4.1599273413947978e-07,8.4005513089757666e-07,1.2835016265205641e-06
6.811,3.256754062166949e-07,2.956593641192892e-07,4.0640003021962081e-07,4.0992007497728709e-07,4.1603409073231336e-07,8.4005954313447389e-07,1.2834999946498952e-06
6.81125,3.2567311008055737e-07,2.9551415465476934e-07,4.0645242751049776e-07,4.0997859729869909e-07,4.1607560509037306e-07,8.4006421250077647e-07,1.2834983890755169e-06
6.8115,3.2567079287085987e-07,2.9536754767941055e-07,4.0650581837215099e-07,4.1003693848169138e-07,4.1611723543235269e-07,8.4006906736894514e-07,1.2834967640592565e-06
6.81175,3.2566845547607602e-07,2.9521962997855138e-07,4.0656012250478614e-07,4.1009510051766298e-07,4.1615896602104056e-07,8.4007408817093118e-07,1.283495156379913e-06
6.812,3.256661618160591e-07,2.9507052838186603e-07,4.0661525223814819e-07,4.1015312154718264e-07,4.1620080757400527e-07,8.4007932297184957e-07,1.2834936603918279e-06
6.81225,3.2566387607031183e-07,2.9492030812402288e-07,4.066711527297358e-07,4.1021096627166705e-07,4.1624273367577002e-07,8.4008473969738089e-07,1.2834922554905048e-06
6.8125,3.2566165561702532e-07,2.9476904251891743e-07,4.0672780246840886e-07,4.1026866598116639e-07,4.1628475932287601e-07,8.4009039506183764e-07,1.2834910371531085e-06
6.81275,3.2565937664424202e-07,2.9461671692220815e-07,4.0678511874289695e-07,4.1032618114438287e-07,4.1632680841345e-07,8.4009619576332891e-07,1.2834898581557911e-06
6.813,3.2565710686125331e-07,2.9446336298126329e-07,4.0684310303669822e-07,4.1038355142528028e-07,4.1636887336521467e-07,8.4010222063686112e-07,1.2834888123270101e-06
6.81325,3.2565487856231883e-07,2.9430900493288342e-07,4.0690177849905806e-07,4.1044077064888161e-07,4.1641093690951848e-07,8.4010851944636402e-07,1.2834879454983697e-06
6.8135,3.2565268746668203e-07,2.941536702905314e-07,4.0696113760205358e-07,4.1049782878232205e-07,4.1645296624269126e-07,8.4011512236081223e-07,1.283487264742157e-06
6.81375,3.2565046562979944e-07,2.9399735957470049e-07,4.0702115787760026e-07,4.1055468872671519e-07,4.1649489344604247e-07,8.4012201289373879e-07,1.2834866938476671e-06
6.814,3.2564827810257062e-07,2.9384012715017865e-07,4.0708184147817543e-07,4.106113698600865e-07,4.1653675057664443e-07,8.4012923034267137e-07,1.2834863131334961e-06
6.81425,3.2564609573348445e-07,2.9368202159797661e-07,4.0714311429233929e-07,4.1066786812120777e-07,4.1657855453296921e-07,8.4013669863256817e-07,1.2834860891084582e-06
6.8145,3.2564395183746797e-07,2.9352312489729805e-07,4.0720492378853596e-07,4.107241950640569e-07,4.1662034187664342e-07,8.4014440630930366e-07,1.2834860726401902e-06
6.81475,3.256417510375099e-07,2.9336347240999113e-07,4.0726718335399298e-07,4.1078029990673797e-07,4.1666209711396385e-07,8.4015225069766379e-07,1.2834861352120173e-06
6.815,3.256395915320333e-07,2.932031160099614e-07,4.0732990102749018e-07,4.1083622954174043e-07,4.1670388235065562e-07,8.4016029774380302e-07,1.2834863753477668e-06
6.81525,3.2563747427965888e-07,2.9304204668196671e-07,4.0739307567241095e-07,4.1089200015012399e-07,4.1674572243210636e-07,8.4016852822167169e-07,1.2834867822026937e-06
6.8155,3.2563536130843646e-07,2.9288026680236622e-07,4.0745672169311016e-07,4.109475743787782e-07,4.1678760398545131e-07,8.4017692115484921e-07,1.2834872955441465e-06
6.81575,3.2563321926055529e-07,2.9271778937440864e-07,4.0752082681552763e-07,4.1100292924568217e-07,4.1682949804691619e-07,8.4018546390171677e-07,1.2834878606336248e-06
6.816,3.2563111582255465e-07,2.9255462541215671e-07,4.0758544107260564e-07,4.110580763951552e-07,4.1687142221576383e-07,8.4019421997568911e-07,1.2834885502115777e-06
6.81625,3.2562905237705999e-07,2.9239078514355178e-07,4.0765054544555229e-07,4.1111302879481623e-07,4.1691336588583264e-07,8.4020319798198803e-07,1.2834893622689586e-06
6.8165,3.2562702816605541e-07,2.9222634722349123e-07,4.077160714439227e-07,4.111677833870904e-07,4.1695531829083052e-07,8.4021240298970454e-07,1.2834902939242189e-06
6.81675,3.2562497792867785e-07,2.9206140377025342e-07,4.0778189237285813e-07,4.1122231407894773e-07,4.1699724284281842e-07,8.4022178285445385e-07,1.2834912615394599e-06
6.817,3.2562296722947884e-07,2.9189606467615583e-07,4.078479356925918e-07,4.1127666212107873e-07,4.1703915102676468e-07,8.4023138588539755e-07,1.2834923555811232e-06
6.81725,3.256209948906331e-07,2.9173038486789881e-07,4.0791415821266604e-07,4.1133082710802629e-07,4.1708102786158894e-07,8.4024121044524076e-07,1.2834935868490077e-06
6.8175,3.2561899512019724e-07,2.915643727475884e-07,4.079805233359181e-07,4.1138477695615666e-07,4.1712283717586674e-07,8.4025120286606349e-07,1.283494878517143e-06
6.81775,3.2561700298946546e-07,2.9139802904881734e-07,4.0804704333362645e-07,4.1143853530958452e-07,4.1716458452851284e-07,8.4026138618454808e-07,1.2834962767006359e-06
6.818,3.2561505087148792e-07,2.9123133060525449e-07,4.0811374938777e-07,4.1149213720467282e-07,4.1720626973750998e-07,8.4027179208633636e-07,1.2834978212203036e-06
6.81825,3.2561307179307482e-07,2.9106426125765351e-07,4.0818064217962281e-07,4.1154554008904082e-07,4.172478568247993e-07,8.4028236544339486e-07,1.2834994253385864e-06
6.8185,3.2561112602770202e-07,2.9089686254178026e-07,4.0824774944909624e-07,4.115987542717244e-07,4.1728936451942005e-07,8.4029316479690459e-07,1.2835011571128834e-06
6.81875,3.2560917688196415e-07,2.9072916421957073e-07,4.0831502892621603e-07,4.1165176641381557e-07,4.1733077356540406e-07,8.4030416717221853e-07,1.2835029732356782e-06
6.819,3.256072249059479e-07,2.9056121380877404e-07,4.0838243066234481e-07,4.1170458197292942e-07,4.1737208195922184e-07,8.403153821355074e-07,1.2835048585785221e-06
6.81925,3.2560527257628005e-07,2.9039310932857223e-07,4.0844984845364783e-07,4.1175721137271612e-07,4.1741328747487869e-07,8.4032681528975694e-07,1.2835067998821696e-06
6.8195,3.2560332216335712e-07,2.9022494278045372e-07,4.085171871185588e-07,4.1180966083778305e-07,4.1745438657722622e-07,8.4033846652359174e-07,1.2835087926343074e-06
6.81975,3.2560137481015214e-07,2.9005675430923116e-07,4.0858445014729995e-07,4.1186189154246824e-07,4.174953798218498e-07,8.403503349757689e-07,1.2835108348750918e-06
6.82,3.2559940010159191e-07,2.898885097780094e-07,4.0865166903632471e-07,4.1191387928726919e-07,4.175362494377225e-07,8.403623902245807e-07,1.2835128903907376e-06
6.82025,3.2559742752279767e-07,2.8972016550230392e-07,4.0871892634438262e-07,4.1196563414706741e-07,4.175769989857045e-07,8.4037465823190185e-07,1.2835150015144158e-06
6.8205,3.255954532833353e-07,2.8955170741431859e-07,4.0878625620596545e-07,4.1201715455414971e-07,4.1761761516265355e-07,8.4038714283057613e-07,1.2835171641254984e-06
6.82075,3.255934774339632e-07,2.893831394976764e-07,4.0885365464676856e-07,4.1206845576141985e-07,4.1765808225866705e-07,8.4039984397322592e-07,1.2835193807777267e-06
6.821,3.2559146696496822e-07,2.892144828074739e-07,4.089210705871256e-07,4.1211954486019277e-07,4.1769838045708639e-07,8.4041272821284312e-07,1.2835216151632893e-06
6.82125,3.2558951855585578e-07,2.8904579229445596e-07,4.0898852624022247e-07,4.1217046058671425e-07,4.1773854459341751e-07,8.4042586488810615e-07,1.2835239956024744e-06
6.8215,3.2558750582714651e-07,2.8887706483758919e-07,4.0905596969492539e-07,4.1222112042007255e-07,4.177785199002164e-07,8.4043914375650412e-07,1.2835263653978631e-06
6.82175,3.2558555748630377e-07,2.887083491644021e-07,4.0912345705032323e-07,4.1227155939171125e-07,4.1781836062074036e-07,8.4045266584835492e-07,1.2835288878198806e-06
6.822,3.2558357553887001e-07,2.8853964873347326e-07,4.0919093710677839e-07,4.1232172588786193e-07,4.1785802460497691e-07,8.4046635315164194e-07,1.2835314426659269e-06
6.82225,3.2558158991614075e-07,2.8837097493959604e-07,4.0925842342231495e-07,4.1237163651713785e-07,4.1789752018527285e-07,8.4048023303509799e-07,1.2835340700381898e-06
6.8225,3.255796026764687e-07,2.8820235720578038e-07,4.0932586270173328e-07,4.1242132375863327e-07,4.1793684120940817e-07,8.4049430487144531e-07,1.2835367642065369e-06
6.82275,3.2557755010626567e-07,2.880338153348661e-07,4.0939318469757356e-07,4.1247077659048847e-07,4.1797595692295196e-07,8.4050851695770851e-07,1.2835394348453931e-06
6.823,3.2557559252128375e-07,2.8786540452306185e-07,4.0946048067625105e-07,4.1252003189600812e-07,4.1801493002841236e-07,8.4052300618488025e-07,1.28354227474721e-06
6.82325,3.2557360407078995e-07,2.8769711671772552e-07,4.0952769755634151e-07,4.1256901514009504e-07,4.1805370656934692e-07,8.4053766865706759e-07,1.2835451122513416e-06
6.8235,3.2557161935048018e-07,2.8752896920374208e-07,4.0959486354287005e-07,4.1261771552181837e-07,4.1809230154893451e-07,8.4055253311521651e-07,1.2835479705978996e-06
6.82375,3.2556973545183513e-07,2.8736103541405098e-07,4.0966195734455197e-07,4.1266618578311736e-07,4.1813075676571285e-07,8.4056768428584263e-07,1.2835509588308142e-06
6.824,3.2556788672375162e-07,2.8719334760092772e-07,4.0972889593383913e-07,4.1271440878743438e-07,4.1816905359148983e-07,8.4058306275709892e-07,1.2835539948821097e-06
6.82425,3.2556613485756324e-07,2.8702593856468868e-07,4.0979569509400645e-07,4.1276240917151041e-07,4.1820722362068708e-07,8.4059871957826173e-07,1.2835571573972525e-06
6.8245,3.255644165169712e-07,2.868587965425283e-07,4.0986235476834651e-07,4.1281013535991882e-07,4.1824523755072262e-07,8.4061459654386604e-07,1.2835603730506772e-06
6.82475,3.2556276403972222e-07,2.8669194416604984e-07,4.0992889737026361e-07,4.1285758835883089e-07,4.1828309867919228e-07,8.4063071991170454e-07,1.2835636885396473e-06
6.825,3.2556095822941908e-07,2.8652534094353848e-07,4.0999520553469904e-07,4.1290469088602671e-07,4.1832069647276116e-07,8.4064690076136618e-07,1.2835668332986062e-06
6.82525,3.2555909562748249e-07,2.8635902136070832e-07,4.1006128029116418e-07,4.1295152855954429e-07,4.1835805189800519e-07,8.4066321437300676e-07,1.2835699361699265e-06
6.8255,3.2555727180756768e-07,2.8619302475399973e-07,4.1012713826475574e-07,4.1299816473514965e-07,4.1839519239769723e-07,8.4067973129303286e-07,1.2835731249739358e-06
6.82575,3.2555551692469745e-07,2.8602736276821694e-07,4.1019278165035801e-07,4.130446349600314e-07,4.1843212271771832e-07,8.4069646796757849e-07,1.2835764478585584e-06
6.826,3.2555379529252431e-07,2.8586204973271607e-07,4.1025815682014934e-07,4.1309095274756578e-07,4.1846883022116825e-07,8.4071338571536656e-07,1.2835798705799809e-06
6.82625,3.2555207279926145e-07,2.8569711312440704e-07,4.1032324730856284e-07,4.1313707989753109e-07,4.1850530384138039e-07,8.4073044660498668e-07,1.2835833595482778e-06
