Physical Time (s),enthalpy_storage_vol Monitor (J): cv1,enthalpy_storage_vol Monitor (J): cv2,enthalpy_storage_vol Monitor (J): cv3,enthalpy_storage_vol Monitor (J): cv4,enthalpy_storage_vol Monitor (J): cv5,enthalpy_storage_vol Monitor (J): cv6,enthalpy_storage_vol Monitor (J): cv7
5.25375,3.2794193845274266e-07,2.8573457345277598e-07,4.0148231958859199e-07,4.0504119091570462e-07,4.0962858063507394e-07,8.3392061589120349e-07,1.3369308106475876e-06
5.254,3.2794157109902444e-07,2.8586059560636445e-07,4.0147450326287269e-07,4.0498785708857205e-07,4.095823918093668e-07,8.3389590490884204e-07,1.3369141771127724e-06
5.25425,3.2794116956091725e-07,2.8598690255400933e-07,4.014675417111446e-07,4.0493402185293051e-07,4.0953587911903998e-07,8.3387082841978246e-07,1.3368974227212666e-06
5.2545,3.2794083443562186e-07,2.8611350930245909e-07,4.0146147413479523e-07,4.0487972695578792e-07,4.0948909290899556e-07,8.3384546586513354e-07,1.336880667219787e-06
5.25475,3.2794052965044854e-07,2.8624039919957125e-07,4.0145628463059143e-07,4.048249638653405e-07,4.094420304047512e-07,8.3381978596670668e-07,1.3368638794333804e-06
5.255,3.2794028577643602e-07,2.8636756637114602e-07,4.0145197700080977e-07,4.0476975834064125e-07,4.0939471645711779e-07,8.3379382334891606e-07,1.336847096703611e-06
5.25525,3.2794007099837984e-07,2.8649498524827409e-07,4.0144853080928561e-07,4.0471409928885949e-07,4.0934715372145321e-07,8.3376756369285372e-07,1.3368302692085718e-06
5.2555,3.2793992395560854e-07,2.8662264826441984e-07,4.0144594924152065e-07,4.0465800301314826e-07,4.0929937048390726e-07,8.3374104510669617e-07,1.3368134242878911e-06
5.25575,3.2793978478041859e-07,2.8675052864163768e-07,4.0144420307133841e-07,4.0460143930950297e-07,4.092513583564035e-07,8.3371421340041455e-07,1.3367964820632291e-06
5.256,3.2793967914832257e-07,2.8687862606724338e-07,4.0144330424498818e-07,4.0454441686848482e-07,4.0920314863392896e-07,8.3368709631296358e-07,1.3367794801716052e-06
5.25625,3.2793960028455197e-07,2.8700693068254847e-07,4.0144325084663046e-07,4.0448692493475973e-07,4.0915476454496179e-07,8.3365969593853619e-07,1.3367624153535774e-06
5.2565,3.279395702877114e-07,2.8713544361991552e-07,4.0144404885655619e-07,4.0442898065170925e-07,4.0910622910526996e-07,8.3363204594803288e-07,1.336745324027858e-06
5.25675,3.2793952841886498e-07,2.8726413497025539e-07,4.0144566345052791e-07,4.0437056160376131e-07,4.090575228758588e-07,8.3360409712124767e-07,1.3367281291135673e-06
5.257,3.2793951256311003e-07,2.8739300114683572e-07,4.0144809776438674e-07,4.0431168983006501e-07,4.0900866036233676e-07,8.3357588588453399e-07,1.3367108742329128e-06
5.25725,3.2793951935974528e-07,2.875220337199728e-07,4.0145134664950878e-07,4.0425236313859839e-07,4.0895965020078056e-07,8.3354742642638127e-07,1.3366935589633026e-06
5.2575,3.2793957387348599e-07,2.8765123416618875e-07,4.0145541522312599e-07,4.0419259244671724e-07,4.0891051787959469e-07,8.335187543350047e-07,1.3366762279199545e-06
5.25775,3.2793960342463329e-07,2.8778058162206289e-07,4.0146026105772084e-07,4.0413235331323116e-07,4.0886124730311513e-07,8.3348982569626551e-07,1.3366588067972692e-06
5.258,3.279396708421375e-07,2.8791008638277428e-07,4.014659009091696e-07,4.040716761514113e-07,4.0881187027272547e-07,8.334606985552429e-07,1.3366413879136785e-06
5.25825,3.279397864811104e-07,2.8803973477219258e-07,4.0147233001209228e-07,4.0401056227041644e-07,4.087623922731018e-07,8.3343138737429049e-07,1.3366239725354328e-06
5.2585,3.2793989716374948e-07,2.8816948985746291e-07,4.0147950844590343e-07,4.0394898897284476e-07,4.0871280302095757e-07,8.3340184987458658e-07,1.336606477830859e-06
5.25875,3.2794006040469748e-07,2.8829935959178355e-07,4.0148744087474655e-07,4.0388699758881565e-07,4.0866314646542993e-07,8.3337214557868984e-07,1.3365889813618313e-06
5.259,3.2794027096245086e-07,2.8842933900811657e-07,4.0149611785352073e-07,4.0382458727218323e-07,4.0861343798589609e-07,8.333422831791247e-07,1.3365714758163939e-06
5.25925,3.2794043025211314e-07,2.8855939948271992e-07,4.0150550005660571e-07,4.0376170993918554e-07,4.0856365251136074e-07,8.3331219738008488e-07,1.3365538307524429e-06
5.2595,3.279405977134648e-07,2.8868955074028862e-07,4.0151561227340019e-07,4.0369838955573527e-07,4.0851382740237703e-07,8.3328194300494176e-07,1.3365361309157265e-06
5.25975,3.2794079907288316e-07,2.8881979216960829e-07,4.0152643688182643e-07,4.0363466535478351e-07,4.0846398332164413e-07,8.3325153825459406e-07,1.3365184324895211e-06
5.26,3.2794103394842988e-07,2.8895011238659069e-07,4.0153796360390548e-07,4.0357053669434286e-07,4.0841413444616556e-07,8.3322098789861008e-07,1.3365007312080432e-06
5.26025,3.2794123835768375e-07,2.890804880838936e-07,4.0155015948216116e-07,4.0350597266072269e-07,4.0836427082682477e-07,8.3319024811613511e-07,1.3364829301650846e-06
5.2605,3.2794147543940746e-07,2.892109243454132e-07,4.0156304316976523e-07,4.0344100315442332e-07,4.0831443545037623e-07,8.3315937342787597e-07,1.3364651074099864e-06
5.26075,3.2794168665056634e-07,2.8934138436945694e-07,4.0157656656889037e-07,4.0337560958787926e-07,4.0826462417452158e-07,8.3312830986190907e-07,1.3364471878955681e-06
5.261,3.2794191267338437e-07,2.8947185851183176e-07,4.0159072391488162e-07,4.0330981453951927e-07,4.0821487085594147e-07,8.3309708810152763e-07,1.3364292105377532e-06
5.26125,3.2794218009390893e-07,2.8960235772496928e-07,4.0160551374021122e-07,4.0324364120077415e-07,4.0816519706169722e-07,8.3306574422897371e-07,1.3364112118404599e-06
5.2615,3.279424114393495e-07,2.8973287254776803e-07,4.0162089627377422e-07,4.0317706459257645e-07,4.0811559094880154e-07,8.3303423413871286e-07,1.336393107965865e-06
5.26175,3.2794266321512602e-07,2.8986341420047393e-07,4.016368831917733e-07,4.031101078926105e-07,4.0806610215065447e-07,8.3300263649727085e-07,1.3363749597248507e-06
5.262,3.2794289990196816e-07,2.8999396782520979e-07,4.0165344873667309e-07,4.0304276033306267e-07,4.0801673221958998e-07,8.3297093451621621e-07,1.3363567236713929e-06
5.26225,3.2794308772634741e-07,2.90124521634031e-07,4.0167056948303671e-07,4.0297500900404053e-07,4.0796748642921119e-07,8.3293909670011915e-07,1.336338371469763e-06
5.2625,3.2794329798121123e-07,2.9025507386804977e-07,4.0168826240954587e-07,4.0290688938396378e-07,4.0791839360820858e-07,8.3290717670841324e-07,1.3363199865487457e-06
5.26275,3.2794349720798406e-07,2.9038560261940155e-07,4.0170648572681623e-07,4.0283841560312409e-07,4.078694364201919e-07,8.3287515542445285e-07,1.3363015328916664e-06
5.263,3.2794371604751118e-07,2.9051610691132698e-07,4.0172522761781014e-07,4.0276962685564062e-07,4.0782062273520468e-07,8.3284307278115037e-07,1.3362830487131227e-06
5.26325,3.2794392340177203e-07,2.9064657224052462e-07,4.0174445915525471e-07,4.0270051122192282e-07,4.0777195103834575e-07,8.3281091450641441e-07,1.3362644946361492e-06
5.2635,3.2794412472368847e-07,2.9077698426748187e-07,4.0176416358515496e-07,4.0263107302466838e-07,4.0772343470409319e-07,8.3277869204804232e-07,1.3362458698974431e-06
5.26375,3.2794432987835103e-07,2.9090731816183042e-07,4.0178431467927402e-07,4.0256132289550012e-07,4.0767510003897444e-07,8.327464057643156e-07,1.336227173942966e-06
5.264,3.2794452888478613e-07,2.9103757192224213e-07,4.018048874932041e-07,4.024912780796297e-07,4.0762695340955125e-07,8.3271406743730075e-07,1.3362084051659809e-06
5.26425,3.2794469998076114e-07,2.9116776145508228e-07,4.0182587021002186e-07,4.0242095037220203e-07,4.0757899466884639e-07,8.3268168661962529e-07,1.3361895570513771e-06
5.2645,3.279448555936325e-07,2.9129786477314706e-07,4.0184724308635122e-07,4.0235034619412125e-07,4.0753124609469497e-07,8.3264925258812104e-07,1.3361706387542983e-06
5.26475,3.279450465844666e-07,2.9142789661328844e-07,4.018690112735216e-07,4.0227950413848282e-07,4.0748375010447457e-07,8.3261681194939283e-07,1.3361517375997685e-06
5.265,3.2794516963122274e-07,2.9155783002426592e-07,4.0189111147448712e-07,4.022083997836966e-07,4.0743646992385275e-07,8.3258428982446932e-07,1.3361327325346332e-06
5.26525,3.2794525377693981e-07,2.9168767173784824e-07,4.0191354182779726e-07,4.0213704847481952e-07,4.073894291152682e-07,8.3255172900469235e-07,1.3361136563640156e-06
5.2655,3.279452975253111e-07,2.9181741648211831e-07,4.0193628439180809e-07,4.0206546228242922e-07,4.0734263802193093e-07,8.3251915407207657e-07,1.3360944890514094e-06
5.26575,3.2794529583656251e-07,2.9194705571113035e-07,4.0195931550651669e-07,4.019936552536493e-07,4.0729611465465486e-07,8.324865860963156e-07,1.3360752101592956e-06
5.266,3.2794529339934029e-07,2.9207657561400949e-07,4.019826252622054e-07,4.0192165994844547e-07,4.0724988218732805e-07,8.3245406453977216e-07,1.3360558498588703e-06
5.26625,3.2794526429815024e-07,2.9220595801930806e-07,4.0200618049368997e-07,4.0184947431492824e-07,4.072039370067944e-07,8.3242156663824923e-07,1.3360363761979415e-06
5.2665,3.2794518251977702e-07,2.9233518035395942e-07,4.0202995042504128e-07,4.0177709839726485e-07,4.0715827474798e-07,8.3238906172242496e-07,1.3360167588666234e-06
5.26675,3.2794506976475516e-07,2.9246424638653815e-07,4.0205392393602733e-07,4.0170456674209716e-07,4.0711292086473154e-07,8.3235656134857199e-07,1.3359970523006038e-06
5.267,3.2794495592639325e-07,2.9259315540225103e-07,4.0207809385192486e-07,4.0163189946911563e-07,4.0706791332321894e-07,8.3232408167052627e-07,1.3359773062317743e-06
5.26725,3.27944772372427e-07,2.9272188904087745e-07,4.0210241492878725e-07,4.0155908016517815e-07,4.070232419566262e-07,8.3229156357809909e-07,1.3359574456902981e-06
5.2675,3.2794458144442623e-07,2.9285045557649744e-07,4.0212689364750356e-07,4.0148614177022433e-07,4.0697895108777428e-07,8.3225905476320239e-07,1.3359375627286382e-06
5.26775,3.2794438879239037e-07,2.9297883399052665e-07,4.0215150951207563e-07,4.0141309567085973e-07,4.0693505340456646e-07,8.3222655218675872e-07,1.3359176634464389e-06
5.268,3.2794418986700711e-07,2.9310701746153284e-07,4.0217624229877022e-07,4.0133995800079015e-07,4.0689156111307991e-07,8.321940538793647e-07,1.3358977472462534e-06
5.26825,3.279439143155919e-07,2.9323499072756433e-07,4.0220104720031633e-07,4.0126670628636649e-07,4.0684846805294265e-07,8.3216150343822907e-07,1.3358777387240763e-06
5.2685,3.2794356356685146e-07,2.933627450109932e-07,4.0222590170966054e-07,4.0119335374204564e-07,4.068057909963584e-07,8.3212889575508449e-07,1.3358576426010131e-06
5.26875,3.2794317558997495e-07,2.9349026860099453e-07,4.0225079336974916e-07,4.0111992316566638e-07,4.0676356141107385e-07,8.3209626466057256e-07,1.3358375016175647e-06
5.269,3.2794274272175657e-07,2.9361755551575405e-07,4.0227570030608615e-07,4.0104642041333651e-07,4.0672179276409468e-07,8.3206362671949522e-07,1.3358173153367903e-06
5.26925,3.2794230094103184e-07,2.9374460332528956e-07,4.0230061170211989e-07,4.0097288111754376e-07,4.0668049545335912e-07,8.320310276097474e-07,1.3357971182772717e-06
5.2695,3.2794178975266219e-07,2.9387138100433072e-07,4.0232547684772781e-07,4.0089930559751987e-07,4.0663964501015627e-07,8.3199842514777786e-07,1.3357768257961431e-06
5.26975,3.2794127467586191e-07,2.9399788991671933e-07,4.0235029353090676e-07,4.0082575291119185e-07,4.065992683828727e-07,8.3196588643021096e-07,1.3357565112765206e-06
5.27,3.2794075503815745e-07,2.9412411482089519e-07,4.023750300341753e-07,4.0075225515109105e-07,4.0655936933728629e-07,8.3193341989140098e-07,1.3357361729983604e-06
5.27025,3.2794015619751627e-07,2.9425003780152558e-07,4.0239963499396749e-07,4.0067880770587091e-07,4.0651993574043437e-07,8.3190096698205353e-07,1.3357157335792462e-06
5.2705,3.279395372015215e-07,2.9437567296991105e-07,4.0242411343577099e-07,4.0060545519254606e-07,4.064810077154211e-07,8.318685789371136e-07,1.3356952761228736e-06
5.27075,3.2793886179606884e-07,2.9450100612228429e-07,4.0244842791688311e-07,4.0053220948417231e-07,4.0644257255914942e-07,8.3183623857587555e-07,1.3356747559660552e-06
5.271,3.2793810197311836e-07,2.9462601364117199e-07,4.0247254055720546e-07,4.0045908626343883e-07,4.0640461412678717e-07,8.3180392377804652e-07,1.3356541313095953e-06
5.27125,3.279373318798647e-07,2.9475068779567328e-07,4.0249645369692241e-07,4.0038612916991681e-07,4.0636716773218655e-07,8.3177169445880825e-07,1.3356334842276682e-06
5.2715,3.2793648431760587e-07,2.9487500638957835e-07,4.0252011600103812e-07,4.0031331787709217e-07,4.0633022813637828e-07,8.317394986305103e-07,1.3356127356157433e-06
5.27175,3.2793554579028502e-07,2.9499897844950999e-07,4.0254349962745463e-07,4.0024067544045401e-07,4.0629380691477283e-07,8.3170733069197788e-07,1.3355918932185268e-06
5.272,3.2793458104073095e-07,2.9512260601981082e-07,4.0256660420310617e-07,4.0016826058393568e-07,4.0625794244368564e-07,8.3167523611833545e-07,1.3355710469934388e-06
5.27225,3.2793353433554253e-07,2.952458499780425e-07,4.025893802179792e-07,4.0009606855694451e-07,4.0622262270220591e-07,8.3164316018238142e-07,1.3355501171056091e-06
5.2725,3.2793247170902827e-07,2.9536870736878877e-07,4.026118276550292e-07,4.0002415165141664e-07,4.0618788917700429e-07,8.3161115830545674e-07,1.3355291654806435e-06
5.27275,3.2793143023913482e-07,2.9549116906047981e-07,4.0263393095345392e-07,3.9995254569193878e-07,4.0615377689411221e-07,8.3157925806877468e-07,1.3355082086928788e-06
5.273,3.2793034930754696e-07,2.9561320886900289e-07,4.0265563606652653e-07,3.9988124543330449e-07,4.0612027274844686e-07,8.3154741486966391e-07,1.3354871468831271e-06
5.27325,3.2792926617414927e-07,2.9573481847910954e-07,4.0267692836405198e-07,3.9981029339339422e-07,4.0608738829190715e-07,8.3151567145234131e-07,1.3354660101791482e-06
5.2735,3.2792817828567886e-07,2.9585598840957157e-07,4.026977782891445e-07,3.9973971855604721e-07,4.0605512650091932e-07,8.314840386804526e-07,1.3354447893561578e-06
5.27375,3.2792705812121668e-07,2.9597669123851362e-07,4.0271814306651827e-07,3.9966953753434416e-07,4.0602347604127553e-07,8.3145249880365168e-07,1.3354234384128462e-06
5.274,3.2792593534169301e-07,2.9609692697544375e-07,4.0273800984233503e-07,3.9959978608870332e-07,4.0599245316763973e-07,8.3142109549558518e-07,1.3354019741024325e-06
5.27425,3.2792481624972505e-07,2.9621668321679091e-07,4.0275735525333202e-07,3.9953048653273845e-07,4.059620680988614e-07,8.3138983146222827e-07,1.3353803715944367e-06
5.2745,3.27923607458032e-07,2.9633592392998468e-07,4.0277611129328202e-07,3.9946162784454921e-07,4.059322793434944e-07,8.3135862834143607e-07,1.3353585036347738e-06
5.27475,3.2792236281787414e-07,2.964546581466142e-07,4.0279427914195307e-07,3.9939327302479328e-07,4.0590310545261961e-07,8.3132754051247075e-07,1.3353364515294639e-06
5.275,3.2792111038126524e-07,2.9657288022501386e-07,4.0281184376367729e-07,3.9932547360177859e-07,4.0587455264992215e-07,8.3129660014508853e-07,1.3353142654698783e-06
5.27525,3.2791977518411486e-07,2.966905717051968e-07,4.028287493783192e-07,3.9925823802069514e-07,4.0584659712046401e-07,8.3126575455009026e-07,1.3352918759612854e-06
5.2755,3.2791843312103245e-07,2.968077691984166e-07,4.028450112337346e-07,3.9919162899325719e-07,4.0581929375718773e-07,8.3123508039706487e-07,1.3352694261952981e-06
5.27575,3.27916999007002e-07,2.9692442654027992e-07,4.0286056610144589e-07,3.9912561895183103e-07,4.0579263216531955e-07,8.312044928399262e-07,1.3352468131306718e-06
5.276,3.2791551837077129e-07,2.9704052614183061e-07,4.0287540188875743e-07,3.9906024333759568e-07,4.0576663781657469e-07,8.3117403837691138e-07,1.3352240793060054e-06
5.27625,3.2791399871413705e-07,2.9715604444384875e-07,4.0288949223287184e-07,3.9899553153526357e-07,4.0574131117936566e-07,8.311437386961979e-07,1.3352012253447621e-06
5.2765,3.279124399002627e-07,2.9727096791481483e-07,4.0290281627988e-07,3.98931510638814e-07,4.0571665361302733e-07,8.3111360488397945e-07,1.3351782503151111e-06
5.27675,3.2791087257181428e-07,2.9738529612868106e-07,4.0291536407430478e-07,3.9886822215574425e-07,4.0569268599354924e-07,8.3108366789940427e-07,1.3351551872203271e-06
5.277,3.2790919330956001e-07,2.974989999854163e-07,4.0292706609053381e-07,3.9880565384292994e-07,4.0566936905609163e-07,8.3105385698261209e-07,1.3351319182847325e-06
5.27725,3.27907479910128e-07,2.9761206349374498e-07,4.0293792611463524e-07,3.9874386079325483e-07,4.0564673638586221e-07,8.310242260136283e-07,1.335108531186698e-06
5.2775,3.2790580450591854e-07,2.9772447262485871e-07,4.029479497236272e-07,3.9868289959777402e-07,4.0562482266623665e-07,8.3099480469138753e-07,1.3350851315167518e-06
5.27775,3.2790406078272438e-07,2.9783619747956247e-07,4.0295707487634704e-07,3.9862276105876213e-07,4.0560358774281086e-07,8.3096549124249011e-07,1.3350616240604598e-06
5.278,3.279022721956256e-07,2.9794724587371978e-07,4.0296529148877452e-07,3.9856348664967923e-07,4.055830423141934e-07,8.3093630779194092e-07,1.3350380626079824e-06
5.27825,3.2790041245763425e-07,2.9805759118765619e-07,4.0297256096842186e-07,3.9850508871167519e-07,4.0556318226937579e-07,8.3090721764818845e-07,1.3350144230820182e-06
5.2785,3.2789852362073217e-07,2.9816721628910435e-07,4.0297887657014388e-07,3.9844761010640484e-07,4.0554402394250118e-07,8.3087825507271371e-07,1.3349907429757087e-06
5.27875,3.2789660651643031e-07,2.9827610230408784e-07,4.0298421900473209e-07,3.9839107689909159e-07,4.0552557289015898e-07,8.3084943302697388e-07,1.3349670175983623e-06
5.279,3.278946834882389e-07,2.9838425286006383e-07,4.0298857988647495e-07,3.9833552853850128e-07,4.0550786103409488e-07,8.3082077769910016e-07,1.3349432789201611e-06
5.27925,3.2789272122116272e-07,2.9849165205439495e-07,4.0299192609026013e-07,3.9828097591542343e-07,4.0549087544761065e-07,8.3079227151679563e-07,1.3349194736364876e-06
5.2795,3.2789072353338478e-07,2.9859828556519296e-07,4.029942368417328e-07,3.982274451553742e-07,4.0547461446102066e-07,8.3076392419089534e-07,1.3348955901759415e-06
5.27975,3.2788866557527104e-07,2.987041195010021e-07,4.0299548268123463e-07,3.9817495138239693e-07,4.054590670605738e-07,8.3073570939680019e-07,1.3348715827651915e-06
5.28,3.2788661137613535e-07,2.9880914858243202e-07,4.0299567033581337e-07,3.9812355674389679e-07,4.0544425379600586e-07,8.3070768303731801e-07,1.3348475369021697e-06
5.28025,3.2788452089054305e-07,2.9891335588016143e-07,4.0299476576090448e-07,3.9807328028166456e-07,4.0543016862951798e-07,8.3067980632523371e-07,1.3348234226955356e-06
5.2805,3.2788241950279747e-07,2.9901674346363416e-07,4.029927669079549e-07,3.9802416311456092e-07,4.0541680886902547e-07,8.3065211871491687e-07,1.3347992846925126e-06
5.28075,3.2788021604937989e-07,2.9911926553308752e-07,4.029896209353611e-07,3.9797618781302432e-07,4.0540412553361937e-07,8.3062455702655456e-07,1.3347749990329455e-06
5.281,3.2787794912529255e-07,2.9922090628672039e-07,4.0298532962404732e-07,3.9792938845729416e-07,4.0539213970907069e-07,8.3059714340447713e-07,1.334750602519414e-06
5.28125,3.2787564791786902e-07,2.993216582459567e-07,4.0297989034677322e-07,3.9788380118457365e-07,4.05380863746485e-07,8.305699074674807e-07,1.3347261404979477e-06
5.2815,3.2787337150500373e-07,2.9942153025523052e-07,4.0297331079216565e-07,3.9783947578623242e-07,4.0537033989085604e-07,8.3054289044835696e-07,1.3347016970960021e-06
5.28175,3.2787112707519328e-07,2.9952050556897099e-07,4.0296557714193494e-07,3.9779643356793052e-07,4.0536057171536171e-07,8.3051609218971004e-07,1.334677279848832e-06
5.282,3.2786882599388523e-07,2.9961853065011414e-07,4.0295664641782141e-07,3.9775465539127874e-07,4.0535153100444773e-07,8.3048942163015586e-07,1.3346527763646101e-06
5.28225,3.2786653746558682e-07,2.9971559990489526e-07,4.0294653361846769e-07,3.9771419701761697e-07,4.0534323085184448e-07,8.3046294005300431e-07,1.3346282714134906e-06
5.2825,3.2786419628476941e-07,2.9981168264519558e-07,4.0293519800915312e-07,3.9767506035801443e-07,4.0533562718721442e-07,8.3043660134052251e-07,1.3346036967870316e-06
5.28275,3.2786185297136957e-07,2.9990679543000163e-07,4.0292265889327255e-07,3.976372933387374e-07,4.0532873497937465e-07,8.30410461438406e-07,1.3345791345593948e-06
5.283,3.2785947704570201e-07,3.0000091551518103e-07,4.0290890056321389e-07,3.9760089780202774e-07,4.0532253867749335e-07,8.3038449255252096e-07,1.3345545456877896e-06
5.28325,3.2785707688262581e-07,3.0009401710185105e-07,4.0289392108405332e-07,3.9756588900771737e-07,4.053170368192576e-07,8.3035869427617838e-07,1.3345299337010273e-06
5.2835,3.2785465270793717e-07,3.0018608396498824e-07,4.0287771546168959e-07,3.9753228564827202e-07,4.053122254916311e-07,8.3033306506522365e-07,1.3345053056046422e-06
5.28375,3.2785225772519572e-07,3.0027712651332393e-07,4.0286030249333669e-07,3.9750013516389756e-07,4.05308132134706e-07,8.3030765511911003e-07,1.3344807512022561e-06
5.284,3.2784979322759204e-07,3.0036710119918885e-07,4.0284164370174049e-07,3.9746941669656567e-07,4.0530471817046911e-07,8.3028237641189448e-07,1.334456163216962e-06
5.28425,3.2784733120793385e-07,3.0045600164895596e-07,4.0282176879922054e-07,3.9744017104014568e-07,4.0530199886447272e-07,8.302572886166153e-07,1.3344316309773257e-06
5.2845,3.2784484624603216e-07,3.0054379498290991e-07,4.0280066981589842e-07,3.9741239771914487e-07,4.0529994604134439e-07,8.3023237817454177e-07,1.3344071123071461e-06
5.28475,3.2784234322349465e-07,3.0063045733277296e-07,4.0277835635878942e-07,3.9738610522446637e-07,4.0529855049250518e-07,8.3020765621487239e-07,1.3343826023368678e-06
5.285,3.278398537542569e-07,3.0071597581244438e-07,4.027548528007417e-07,3.9736131299767358e-07,4.0529782245289761e-07,8.3018315777264768e-07,1.3343581342682874e-06
5.28525,3.2783733497790819e-07,3.0080033484597128e-07,4.0273015689815254e-07,3.9733801273420532e-07,4.0529774861090604e-07,8.3015886120936777e-07,1.3343336687189627e-06
5.2855,3.2783485402978017e-07,3.0088353249301535e-07,4.0270430689069721e-07,3.9731623773417155e-07,4.0529834746134835e-07,8.3013482866047068e-07,1.3343092847229298e-06
5.28575,3.278322866539137e-07,3.009655199769439e-07,4.0267725645391215e-07,3.9729593988977855e-07,4.0529956040818089e-07,8.3011095866979876e-07,1.3342848264305061e-06
5.286,3.2782969583490671e-07,3.0104630165219439e-07,4.0264904106212694e-07,3.972771502678548e-07,4.0530141180035581e-07,8.3008730710417501e-07,1.3342603786660628e-06
5.28625,3.2782707499112322e-07,3.011258602092801e-07,4.0261967597375837e-07,3.9725987720151081e-07,4.0530389567325218e-07,8.300638782371338e-07,1.3342359430170083e-06
5.2865,3.2782442772839836e-07,3.0120417598534991e-07,4.0258917234124429e-07,3.9724412768181998e-07,4.0530700718650275e-07,8.3004067298451448e-07,1.3342115201892858e-06
5.28675,3.2782179157252558e-07,3.0128123618728994e-07,4.0255755901553777e-07,3.9722991684368264e-07,4.0531075194909099e-07,8.3001772162228854e-07,1.3341871521531578e-06
5.287,3.2781916622787497e-07,3.0135701874778083e-07,4.0252485402367368e-07,3.972172467545924e-07,4.0531512392226956e-07,8.2999502714731169e-07,1.3341628492596286e-06
5.28725,3.278164845059001e-07,3.0143148967090819e-07,4.0249104994264967e-07,3.9720609004311541e-07,4.053200923835074e-07,8.29972535166745e-07,1.3341385407651358e-06
5.2875,3.2781380361864184e-07,3.0150465258785525e-07,4.0245619137591568e-07,3.9719647171979462e-07,4.0532567987877343e-07,8.2995030186373328e-07,1.3341143091159308e-06
5.28775,3.2781108281976148e-07,3.0157648962118273e-07,4.0242028549970677e-07,3.9718837540237994e-07,4.0533187117362296e-07,8.2992829960762771e-07,1.3340901122375749e-06
5.288,3.2780832719452608e-07,3.0164698088573183e-07,4.0238335465878212e-07,3.9718179468041861e-07,4.0533866228607259e-07,8.2990653173210589e-07,1.3340659460569685e-06
5.28825,3.2780557392968325e-07,3.0171611636473739e-07,4.0234542935083415e-07,3.9717673817399633e-07,4.0534606186478842e-07,8.2988503004274721e-07,1.3340418474902725e-06
5.2885,3.2780278591931106e-07,3.0178387275267153e-07,4.0230652143719975e-07,3.9717319038373873e-07,4.0535404905955026e-07,8.2986376878081207e-07,1.3340177902938601e-06
5.28875,3.2779992431020813e-07,3.0185023080783815e-07,4.0226663958030757e-07,3.9717113493261873e-07,4.0536260268502862e-07,8.298427251942911e-07,1.3339937435056072e-06
5.289,3.2779701981909939e-07,3.0191518455791201e-07,4.0222582543707193e-07,3.9717057163543777e-07,4.0537172995010649e-07,8.2982192746122554e-07,1.3339697519029296e-06
5.28925,3.2779414506141164e-07,3.0197872633606916e-07,4.0218413730929031e-07,3.9717151351678574e-07,4.0538145275888331e-07,8.2980142310565567e-07,1.333945900394699e-06
5.2895,3.2779120808660805e-07,3.0204080734908106e-07,4.0214156678768563e-07,3.9717390838295608e-07,4.0539173030662591e-07,8.2978113092393298e-07,1.3339220659860282e-06
5.28975,3.2778820788098802e-07,3.0210140678255527e-07,4.020981455481106e-07,3.9717774563849416e-07,4.0540255805565899e-07,8.2976105247777152e-07,1.3338982457939968e-06
5.29,3.2778523678812374e-07,3.0216053429754968e-07,4.0205393864480105e-07,3.9718305747833447e-07,4.0541397416700095e-07,8.2974127266421526e-07,1.3338745636836335e-06
5.29025,3.2778222640589519e-07,3.0221815917730354e-07,4.0200894751583161e-07,3.9718980930818211e-07,4.054259523696343e-07,8.2972174648022001e-07,1.3338509304365167e-06
5.2905,3.2777920751974849e-07,3.0227427347222024e-07,4.0196321704320985e-07,3.9719800556649479e-07,4.0543850469777609e-07,8.2970250265906823e-07,1.3338273791959102e-06
5.29075,3.2777611117372457e-07,3.0232884773886301e-07,4.0191675046075623e-07,3.9720761044993115e-07,4.0545159663387709e-07,8.2968348810749272e-07,1.333803833099558e-06
5.291,3.2777297423025152e-07,3.0238186868005759e-07,4.0186959255529922e-07,3.9721862624108347e-07,4.0546523341199064e-07,8.2966472807168993e-07,1.3337803363974584e-06
5.29125,3.2776982349042622e-07,3.0243333109007063e-07,4.0182179230314327e-07,3.9723105115638342e-07,4.0547942461822646e-07,8.2964624975129654e-07,1.3337569331600049e-06
5.2915,3.2776658878388583e-07,3.0248320914841975e-07,4.0177335899112959e-07,3.9724484150075647e-07,4.0549413747286815e-07,8.2962800556624355e-07,1.3337335407904985e-06
5.29175,3.2776331534895616e-07,3.0253148667307275e-07,4.0172434136238478e-07,3.9725999040299166e-07,4.0550937483740344e-07,8.2961002625812219e-07,1.3337102025445388e-06
5.292,3.2776007012037599e-07,3.0257815214907454e-07,4.0167481123000063e-07,3.9727650669622455e-07,4.0552515585259399e-07,8.2959236950487592e-07,1.3336869998420829e-06
5.29225,3.2775678930270349e-07,3.0262317148182607e-07,4.0162477921602283e-07,3.9729434464442596e-07,4.0554145216492398e-07,8.2957498610534291e-07,1.3336638502507802e-06
5.2925,3.2775346770415917e-07,3.0266652971978838e-07,4.0157428248529099e-07,3.9731348938247127e-07,4.0555826235730495e-07,8.2955788406042455e-07,1.3336407499110732e-06
5.29275,3.2775007169087978e-07,3.0270820505679969e-07,4.0152334324538001e-07,3.973339107274451e-07,4.0557556902552754e-07,8.2954104756007194e-07,1.3336176444101218e-06
