Physical Time (s),etp_bot Monitor (W): bot_cv1,etp_bot Monitor (W): bot_cv2,etp_bot Monitor (W): bot_cv3,etp_bot Monitor (W): bot_cv4,etp_bot Monitor (W): bot_cv5,etp_bot Monitor (W): bot_cv6,etp_bot Monitor (W): bot_cv7
6.1895,2.1724426644417472e-09,1.1493319199114395e-10,9.9957197115084205e-11,9.0672696733592908e-11,7.849096997778208e-11,9.8208548007146199e-11,1.9740589712587155e-11
6.18975,2.1676348801028414e-09,1.1423368456602424e-10,9.945343530989377e-11,9.0219362111305158e-11,7.7960256691065252e-11,9.6993059698303813e-11,1.8579691497081498e-11
6.19,2.1629107695574351e-09,1.1355724069770775e-10,9.8971295214326141e-11,8.9789745137864935e-11,7.7456146921566064e-11,9.581025893313504e-11,1.7447065081256476e-11
6.19025,2.1582688589071837e-09,1.1290469248833924e-10,9.8510060575487104e-11,8.93828904345307e-11,7.6979730317025527e-11,9.4659968395871704e-11,1.6340122460657337e-11
6.1905,2.1537062948280127e-09,1.1227632815587934e-10,9.8068545730121408e-11,8.8997673849671509e-11,7.6531229932043706e-11,9.3542633678733703e-11,1.525462150327258e-11
6.19075,2.1492219703839554e-09,1.1167247796131978e-10,9.764565562982832e-11,8.8632899167076275e-11,7.6110267123287924e-11,9.2459721915318617e-11,1.4185779308303517e-11
6.191,2.1448133696370312e-09,1.1109305728100106e-10,9.7240614760282973e-11,8.828792984121872e-11,7.5715830552621112e-11,9.1412607695932611e-11,1.3128221614032407e-11
6.19125,2.1404781109730652e-09,1.1053767460871375e-10,9.6852954556793694e-11,8.7962214836836897e-11,7.5346244806607048e-11,9.0401791047520608e-11,1.2076941443590835e-11
6.1915,2.1362131771336584e-09,1.1000541088709058e-10,9.6482275318063289e-11,8.7655270035366166e-11,7.4999105998809067e-11,8.9426483427353235e-11,1.1029786648250317e-11
6.19175,2.132016759887194e-09,1.0949523800439733e-10,9.6128681496080909e-11,8.7366772543909783e-11,7.4671904671387968e-11,8.8485391701957803e-11,9.9874111450043049e-12
6.192,2.1278848361232373e-09,1.0900571663503943e-10,9.5792485304082029e-11,8.7096682970503702e-11,7.4362350955956687e-11,8.757698688673493e-11,8.9540207953110733e-12
6.19225,2.1238156035932987e-09,1.0853532757450044e-10,9.5474188599560162e-11,8.6844627606782199e-11,7.4068333661798654e-11,8.6701281496314434e-11,7.9359389263500537e-12
6.1925,2.1198053496467411e-09,1.0808219207515167e-10,9.5174272362806435e-11,8.6610207895226644e-11,7.3788376171821328e-11,8.5859067227493292e-11,6.9413017836046657e-12
6.19275,2.1158519895781158e-09,1.0764446854054614e-10,9.4892845503216414e-11,8.6392732435872147e-11,7.3522090989809568e-11,8.5052810388948066e-11,5.9774667352077122e-12
6.193,2.1119532444898424e-09,1.0722028525491497e-10,9.462974726282766e-11,8.6191293216933833e-11,7.3270117073003347e-11,8.4286721119987202e-11,5.0520028391267035e-12
6.19325,2.1081057746454691e-09,1.0680794146909394e-10,9.4384337711690887e-11,8.600487393715778e-11,7.303379258769365e-11,8.3564971664782285e-11,4.1712477063472185e-12
6.1935,2.1043076945603782e-09,1.0640604908594374e-10,9.4155459638933172e-11,8.5832253301798828e-11,7.2814734462723062e-11,8.289196950198208e-11,3.3391462563961901e-12
6.19375,2.1005538454173592e-09,1.0601322742366798e-10,9.3941356355104729e-11,8.5672198476642073e-11,7.2614324831183362e-11,8.2270607988392684e-11,2.5598748872007663e-12
6.194,2.0968427525927112e-09,1.0562859181069208e-10,9.3740184867200613e-11,8.5524269307755566e-11,7.2433861728354477e-11,8.1705205137014933e-11,1.8352023435019743e-12
6.19425,2.0931719120003466e-09,1.0525139502599367e-10,9.3550102318068468e-11,8.5388272202289668e-11,7.2273794620943786e-11,8.1197663868654404e-11,1.1671267775775278e-12
6.1945,2.0895376724345323e-09,1.0488085886274628e-10,9.3369231938442103e-11,8.5264303891184611e-11,7.2134186750272733e-11,8.0750648329139474e-11,5.5748224403893165e-13
6.19475,2.0859350959392041e-09,1.0451611768826481e-10,9.3195831474708952e-11,8.5152615020376343e-11,7.201464730631048e-11,8.0364434080383559e-11,1.0011253120984954e-14
6.195,2.0823626050114657e-09,1.0415669908916594e-10,9.3028527942256413e-11,8.5053137555999971e-11,7.1914515477810143e-11,8.0038380424402614e-11,-4.6920705000438116e-13
6.19525,2.0788157986649081e-09,1.038018281674939e-10,9.286639162909274e-11,8.4965646245020758e-11,7.1833395724795467e-11,7.9770681370050257e-11,-8.733360213156787e-13
6.1955,2.0752911512148249e-09,1.0345067441510047e-10,9.2708704570833654e-11,8.4889477320432637e-11,7.1770664133508201e-11,7.9558139999942621e-11,-1.1961179456793154e-12
6.19575,2.0717852494367716e-09,1.0310230475638549e-10,9.2555017756475269e-11,8.4823738855264968e-11,7.17259764674995e-11,7.9397844464050574e-11,-1.4341889345665835e-12
6.196,2.0682942679556429e-09,1.0275545771960179e-10,9.240473379024591e-11,8.476696976756061e-11,7.1698338831493499e-11,7.9286810697092863e-11,-1.5886959060903923e-12
6.19625,2.0648128523416049e-09,1.0240890086044884e-10,9.2257194599648787e-11,8.4717578237690921e-11,7.1686696992765116e-11,7.9223731739261576e-11,-1.6652462126174987e-12
6.1965,2.0613367719369035e-09,1.0206106967837513e-10,9.2111357039556663e-11,8.4673702724943798e-11,7.1689635359582381e-11,7.9208419129013501e-11,-1.6719822136823408e-12
6.19675,2.0578598034752965e-09,1.0171080191125726e-10,9.1966213865886098e-11,8.4633476920484802e-11,7.1705518060220236e-11,7.9242356083948666e-11,-1.6173876329379718e-12
6.197,2.0543770444878599e-09,1.0135700323050266e-10,9.1820426837479631e-11,8.4595233392681874e-11,7.1732649971286466e-11,7.932730730393935e-11,-1.5083621660222456e-12
6.19725,2.0508807170285805e-09,1.0099859651967683e-10,9.1672554650445441e-11,8.4557784201665099e-11,7.1769323678361274e-11,7.9464363657151926e-11,-1.34956376553907e-12
6.1975,2.0473647735344789e-09,1.006350952233564e-10,9.152108014023856e-11,8.4520330293981701e-11,7.1813776862574602e-11,7.9653303974204022e-11,-1.1428708442221798e-12
6.19775,2.0438220184163515e-09,1.0026631327548484e-10,9.1364707037942275e-11,8.4482755381817791e-11,7.186494265479238e-11,7.9893080081635323e-11,-8.8812769673786589e-13
6.198,2.0402456747666794e-09,9.989209431046231e-11,9.120216277319582e-11,8.4445108256789015e-11,7.1921767068048854e-11,8.0181268845272018e-11,-5.8413737197391651e-13
6.19825,2.0366296815544399e-09,9.9513129824851147e-11,9.1033103968406163e-11,8.4407753658109662e-11,7.1983861942156875e-11,8.0515516212424046e-11,-2.2781786444165756e-13
6.1985,2.0329691720358206e-09,9.9129966431478892e-11,9.0857316510661216e-11,8.4371143148339807e-11,7.2051711329326514e-11,8.0894274738149047e-11,1.8421331971749251e-13
6.19875,2.0292592808877255e-09,9.8742901804630183e-11,9.0675313194297029e-11,8.433607325512493e-11,7.2126891327569619e-11,8.131688351219273e-11,6.5496317687032452e-13
6.199,2.0254963343851223e-09,9.8352606213448587e-11,9.0488328114871289e-11,8.4303183562239346e-11,7.2211671121844664e-11,8.1784459822953651e-11,1.1879579930311764e-12
6.19925,2.0216772879128423e-09,9.795953069618328e-11,9.0298111016102934e-11,8.427345605137491e-11,7.2308871170758533e-11,8.2298141196094792e-11,1.7869735267644276e-12
6.1995,2.0178048117056352e-09,9.7564186330845035e-11,9.0106947644853386e-11,8.4248634645868134e-11,7.2421452535364364e-11,8.2858373646247348e-11,2.4543801695452524e-12
6.19975,2.013876351625458e-09,9.7166815880912018e-11,8.9917496486659086e-11,8.4231173826655406e-11,7.2552173302534942e-11,8.3464878182264337e-11,3.1888893609035957e-12
6.2,2.0098908803620679e-09,9.6767721748926601e-11,8.9732414236628463e-11,8.4223913520169166e-11,7.2702830146657091e-11,8.4115472792787605e-11,3.9865809541742073e-12
6.20025,2.0058508681872349e-09,9.6367315874235641e-11,8.9554205667170518e-11,8.4230080184007255e-11,7.2874643935137274e-11,8.4805928871576421e-11,4.8393573288465508e-12
6.2005,2.0017591139030069e-09,9.5965832250322254e-11,8.9384766275760216e-11,8.4252619585149788e-11,7.3067650736001605e-11,8.5529613054724179e-11,5.7376580300752843e-12
6.20075,1.997619917202237e-09,9.5564199459753128e-11,8.9226097755659928e-11,8.4294321726237158e-11,7.3281198349501914e-11,8.6279804366391266e-11,6.672344766894236e-12
6.201,1.9934357368981928e-09,9.5162736652488572e-11,8.9078642958360622e-11,8.4357028411010921e-11,7.351391166626422e-11,8.7049188085686485e-11,7.635836400031358e-12
6.20125,1.9892162948760098e-09,9.4762524518359478e-11,8.8943099745020398e-11,8.4441500204099573e-11,7.3763817900986396e-11,8.7831201931899414e-11,8.6241484715351889e-12
6.2015,1.9849651022262062e-09,9.4363901034710419e-11,8.8819740650119851e-11,8.4547868646152981e-11,7.4029167970500206e-11,8.8620747687687238e-11,9.6348337621546826e-12
6.20175,1.9806924404891609e-09,9.3968045463533974e-11,8.8708584873359631e-11,8.4675399358301915e-11,7.4308045435840213e-11,8.9414920587647746e-11,1.0669398495818321e-11
6.202,1.97640719310373e-09,9.3575531440484611e-11,8.8609033755300216e-11,8.482251529738647e-11,7.4598531963974125e-11,9.02138501739021e-11,1.1730177733759062e-11
6.20225,1.972119783656424e-09,9.3186947773505824e-11,8.8520056192376841e-11,8.4987054993825376e-11,7.4898778860094672e-11,9.1020291392948356e-11,1.2819108867439098e-11
6.2025,1.9678431971464985e-09,9.280284429403848e-11,8.8440788913296961e-11,8.5166464040783354e-11,7.5207113552188733e-11,9.1839386354701222e-11,1.3935005726452848e-11
6.20275,1.9635903823176226e-09,9.2423422191857538e-11,8.8369805131988194e-11,8.5357815400016856e-11,7.5522207019677194e-11,9.2677583729881183e-11,1.5073440986807121e-11
6.203,1.9593756624483157e-09,9.2049041675243396e-11,8.8306000413997468e-11,8.555828138381971e-11,7.5843360337745529e-11,9.3541570418224814e-11,1.6226827952495569e-11
6.20325,1.9552146653563659e-09,9.1679478272692144e-11,8.8248918802265404e-11,8.5765750303270424e-11,7.6170580625087457e-11,9.4436995227260561e-11,1.7385628522161139e-11
6.2035,1.951122366201744e-09,9.1314870797683054e-11,8.8198690691070327e-11,8.5978902718512018e-11,7.6504621423747185e-11,9.5367920953763174e-11,1.8540848796957094e-11
6.20375,1.9471148094659846e-09,9.0955224997661152e-11,8.8155854887806198e-11,8.6197282841936938e-11,7.6846772184176425e-11,9.6335973217629431e-11,1.9685310012445465e-11
6.204,1.9432077396080883e-09,9.0601106280414403e-11,8.8121574163084092e-11,8.6420948069057382e-11,7.7198105654785265e-11,9.7340887907383966e-11,2.0814407776409674e-11
6.20425,1.9394146711955175e-09,9.0252958106104047e-11,8.8096747912594909e-11,8.6650431621926331e-11,7.7559619631302933e-11,9.8379798301833514e-11,2.1928290100526139e-11
6.2045,1.9357500686647292e-09,8.9911731969811482e-11,8.8082666000931737e-11,8.6886764784653412e-11,7.7932008717557072e-11,9.9448338311983963e-11,2.3030596350935122e-11
6.20475,1.9322247606854464e-09,8.9578700206620581e-11,8.8079899663867301e-11,8.7130570052406073e-11,7.8315498175435863e-11,1.0054033509087705e-10,2.4128368747325275e-11
6.205,1.928850107929408e-09,8.9255364328754013e-11,8.8089162314792821e-11,8.7383380854872124e-11,7.8710252151021643e-11,1.0164876795270769e-10,2.5230282086151821e-11
6.20525,1.9256342516300452e-09,8.8943355453140768e-11,8.8110118802857467e-11,8.7645733023940017e-11,7.9116356228506535e-11,1.0276679797136708e-10,2.6346267062090495e-11
6.2055,1.9225838223862517e-09,8.8644571208760869e-11,8.8142842641642157e-11,8.7918691648620357e-11,7.95342816926278e-11,1.0388900728583313e-10,2.7487089212005192e-11
6.20575,1.9197049821706338e-09,8.8360505617798252e-11,8.8186536822386311e-11,8.8202414396052643e-11,7.996433814565597e-11,1.0501242885306991e-10,2.8663877183386455e-11
6.206,1.9170032318036003e-09,8.8093151310252176e-11,8.8240529617451462e-11,8.8496400441973672e-11,8.0406504054114345e-11,1.0613649599730936e-10,2.9885389798038943e-11
6.20625,1.9144812974904207e-09,8.7843685833524976e-11,8.8303570556019112e-11,8.8799659570071846e-11,8.0860156942252091e-11,1.0726389765009278e-10,3.115842310968053e-11
6.2065,1.9121402284361269e-09,8.7613293577795238e-11,8.8374439039619998e-11,8.9110513810665792e-11,8.1323710492612866e-11,1.083988748402244e-10,3.2483385957322764e-11
6.20675,1.9099814063054118e-09,8.7402692847180554e-11,8.8452213563439457e-11,8.9427081889855748e-11,8.1794797606120322e-11,1.0954631707980896e-10,3.3853361085115967e-11
6.207,1.9080062749339612e-09,8.7212859211973903e-11,8.8536506617649932e-11,8.9747648891881025e-11,8.2270743874522666e-11,1.1071196195757135e-10,3.5256131184304137e-11
6.20725,1.9062139579944034e-09,8.7043912236544019e-11,8.8626787750215471e-11,9.0069925342038635e-11,8.2748874414140997e-11,1.1190327524200147e-10,3.6675314529400858e-11
6.2075,1.9046035222876029e-09,8.6895970475569494e-11,8.8723144219867577e-11,9.0392135914267062e-11,8.322698290644722e-11,1.1312785552568563e-10,3.8094204464480472e-11
6.20775,1.9031733357319571e-09,8.6769085387546638e-11,8.8826605482391458e-11,9.0713187566579274e-11,8.3703878706888591e-11,1.1439584336794102e-10,3.9500612557120615e-11
6.208,1.9019212310048754e-09,8.6663063750584417e-11,8.8938296690700869e-11,9.1032357774939224e-11,8.4179441933173062e-11,1.1571633040378572e-10,4.0885609504820882e-11
6.20825,1.9008441865631014e-09,8.6577855540277123e-11,8.9059140100786188e-11,9.134877588223399e-11,8.4653768473929142e-11,1.1709561857059415e-10,4.2246716145019263e-11
6.2085,1.8999395932525403e-09,8.651328563841219e-11,8.9190700756175372e-11,9.1662615917500839e-11,8.5128129317009596e-11,1.1853889896886048e-10,4.3587997293391052e-11
6.20875,1.8992019243647803e-09,8.6469315175263492e-11,8.9334083862710658e-11,9.1974800513030158e-11,8.5604524432303026e-11,1.2004647844220345e-10,4.4917831321127857e-11
6.209,1.8986279457816236e-09,8.6446376004463904e-11,8.9490181495535368e-11,9.2287114516955817e-11,8.6085614761376235e-11,1.2161531383645873e-10,4.6246819010863881e-11
6.20925,1.89821186565089e-09,8.6444902578883042e-11,8.9659735107447982e-11,9.2602463960899905e-11,8.6575509319479382e-11,1.2324037847685823e-10,4.7587960374417423e-11
6.2095,1.897949168881949e-09,8.6465573777471707e-11,8.9843189417022585e-11,9.2923976788790031e-11,8.7079049270822666e-11,1.2491424881432877e-10,4.8952005734884508e-11
6.20975,1.8978370495843132e-09,8.6509215193284346e-11,9.0041100885403822e-11,9.3254864435510416e-11,8.7601720125300102e-11,1.2662886367814219e-10,5.0349090876697923e-11
6.21,1.8978717601545274e-09,8.6576828969050351e-11,9.0254060466625485e-11,9.3598486609419303e-11,8.8149327405047127e-11,1.2837669222318372e-10,5.1785932131217839e-11
6.21025,1.8980504702019565e-09,8.6669354241984048e-11,9.0482813559736909e-11,9.3958415300420367e-11,8.8727396744289021e-11,1.301527085965976e-10,5.326796846497539e-11
6.2105,1.8983720723771606e-09,8.6787642941283523e-11,9.0727669122491294e-11,9.4337496400251964e-11,8.9339879360996495e-11,1.3195313963945381e-10,5.4797317345868276e-11
6.21075,1.8988347325801107e-09,8.6932094787709077e-11,9.0989088757248958e-11,9.4738526448335281e-11,8.9988926555226211e-11,1.3377654529881511e-10,5.6375237750273948e-11
6.211,1.8994376248060368e-09,8.7103364031348302e-11,9.126794978878286e-11,9.5163613911469951e-11,9.0674853831663517e-11,1.3562387735042817e-10,5.8001280638803459e-11
6.21125,1.900183070840479e-09,8.730170837194497e-11,9.156510463782817e-11,9.5614431674695862e-11,9.1396499913182598e-11,1.3749628165652605e-10,5.9673140438829748e-11
6.2115,1.9010714166463787e-09,8.7527151446614675e-11,9.1881889384966738e-11,9.6092519414940744e-11,9.2151858601882825e-11,1.393966574785515e-10,6.13869877790069e-11
6.21175,1.9021040900087144e-09,8.777915511077753e-11,9.2219507433403698e-11,9.659881972473899e-11,9.2938460978322389e-11,1.4132751627166757e-10,6.3137966044936021e-11
6.212,1.9032834637190059e-09,8.8057656194382734e-11,9.2579689660508139e-11,9.7133778280067369e-11,9.3753612875156704e-11,1.4329048785774724e-10,6.4918635655607728e-11
6.21225,1.9046112075619053e-09,8.8361685793450542e-11,9.2963736549546196e-11,9.7697605339462247e-11,9.4594874916506789e-11,1.4528761394095944e-10,6.6723112833773594e-11
6.2125,1.9060890333243549e-09,8.8690669309814525e-11,9.3373448737057278e-11,9.8290792847611375e-11,9.5460322039845398e-11,1.4731976264866924e-10,6.8544245240475277e-11
6.21275,1.9077176298939725e-09,8.9044023388436247e-11,9.3810151921684692e-11,9.8913431247764473e-11,9.6348024278177019e-11,1.4938664074807016e-10,7.037583278247219e-11
6.213,1.9095003544312328e-09,8.9421534672728705e-11,9.4275213249481233e-11,9.9566353259186259e-11,9.7257230885043757e-11,1.514882648228787e-10,7.2212532733781546e-11
6.21325,1.9114387550835342e-09,8.9823273542654485e-11,9.4769497930416527e-11,1.0025042547637517e-10,9.8187490593410102e-11,1.5362268989665552e-10,7.4049083107083583e-11
6.2135,1.9135343060086336e-09,9.0249334313478939e-11,9.5293844834498612e-11,1.0096622158785242e-10,9.9139007968083626e-11,1.5578772452369375e-10,7.588149675671122e-11
6.21375,1.9157899991487191e-09,9.0700498882937986e-11,9.5849282558137e-11,1.0171447101326332e-10,1.001127504376376e-10,1.5798034418643689e-10,7.7707208268486929e-11
6.214,1.9182088130864851e-09,9.1177866696271653e-11,9.6436654842175251e-11,1.0249574030179666e-10,1.0111006965124497e-10,1.6019665126743562e-10,7.9525237156551097e-11
6.21425,1.9207933398235859e-09,9.1682348665153985e-11,9.7056455253937974e-11,1.0330990981837338e-10,1.0213195158024414e-10,1.6243252072933968e-10,8.1338461370604351e-11
6.2145,1.9235466345110552e-09,9.2215448719731184e-11,9.7709263569628997e-11,1.0415643170977974e-10,1.0317913572608505e-10,1.6468350351059621e-10,8.3152276832327783e-11
6.21475,1.9264727851716459e-09,9.2778775762908885e-11,9.8395131844028283e-11,1.0503456299003117e-10,1.0425209251219566e-10,1.6694816744665865e-10,8.4974634321578914e-11
6.215,1.9295768031063619e-09,9.3373138251884327e-11,9.9113271793732494e-11,1.059433609611619e-10,1.053502822479136e-10,1.6922403002906749e-10,8.681363838647061e-11
6.21525,1.9328599242961142e-09,9.3999438347606016e-11,9.9863107131324391e-11,1.0688194990179394e-10,1.064723754094096e-10,1.7151115261902811e-10,8.8676366711043169e-11
6.2155,1.9363243852356031e-09,9.4658074946043803e-11,1.0064301398048991e-10,1.0784919922498605e-10,1.0761630907293243e-10,1.7381022505086211e-10,9.0567568858087992e-11
6.21575,1.9399708527251297e-09,9.5348805747713566e-11,1.0145133693347644e-10,1.0884392379150323e-10,1.0877956443217864e-10,1.7612370722088898e-10,9.2489340545547187e-11
6.216,1.943797900522578e-09,9.607116455720093e-11,1.022865359567917e-10,1.0986417993742156e-10,1.0995898673543529e-10,1.7845480052155213e-10,9.4442684593638171e-11
6.21625,1.9478055495180634e-09,9.682411727144242e-11,1.0314659539120135e-10,1.1090757477009656e-10,1.1115109436513377e-10,1.8080738580787484e-10,9.6425590270028145e-11
6.2165,1.95199021236834e-09,9.7606343690507772e-11,1.0402907899331671e-10,1.1197115907223089e-10,1.1235205919347489e-10,1.8318412166792335e-10,9.8434665273334377e-11
6.21675,1.9563474926235584e-09,9.8416156557858294e-11,1.0493148542180732e-10,1.1305188830595208e-10,1.1355853052991338e-10,1.8558656682551144e-10,1.0046533808713945e-10
6.217,1.9608709221705021e-09,9.9251258781120297e-11,1.0585057818561831e-10,1.1414570032748656e-10,1.1476667414340555e-10,1.8801328488671778e-10,1.0250765195528407e-10
6.21725,1.9655543005520602e-09,1.0010952215446202e-10,1.0678409462437322e-10,1.1524917252581669e-10,1.1597364938840729e-10,1.904594383793776e-10,1.045482462397446e-10
6.2175,1.9703897016070599e-09,1.009886163676158e-10,1.0773006070267791e-10,1.1635900084520833e-10,1.1717766347618038e-10,1.9292093377095449e-10,1.0657438441116612e-10
6.21775,1.9753675907382643e-09,1.0188647611462928e-10,1.0868676303071675e-10,1.1747194464582402e-10,1.1837722068434245e-10,1.9539195473595328e-10,1.0857415072486187e-10
6.218,1.9804779593594419e-09,1.0280081351267984e-10,1.0965272072048009e-10,1.1858505967197987e-10,1.1957207185878338e-10,1.9786671756267872e-10,1.1053869736945058e-10
6.21825,1.9857116007129067e-09,1.0372994457847754e-10,1.1062730530755777e-10,1.1969649513990148e-10,1.207632630848966e-10,2.0034021008555414e-10,1.1246552226621364e-10
6.2185,1.9910579748437399e-09,1.0467198801262732e-10,1.1160953413728376e-10,1.2080444312348571e-10,1.2195195409192384e-10,2.0280666275860852e-10,1.1435645471267925e-10
6.21875,1.9965066713841462e-09,1.0562562345876786e-10,1.1259942662494715e-10,1.2190880910226855e-10,1.2313974762766562e-10,2.0526007325805192e-10,1.1621817711311818e-10
6.219,2.0020468741381262e-09,1.0658948975488402e-10,1.1359631235273611e-10,1.2300930271289966e-10,1.2432747933304176e-10,2.0769418092332629e-10,1.1806036071364113e-10
6.21925,2.0076684637207057e-09,1.0756235510634289e-10,1.145996838759969e-10,1.2410685452648136e-10,1.2551555463530581e-10,2.1010269898051751e-10,1.1989361132964922e-10
6.2195,2.0133601522706648e-09,1.0854312207859535e-10,1.1560837848733687e-10,1.2520191994788195e-10,1.2670287761783013e-10,2.1247919305299195e-10,1.2172827895286603e-10
6.21975,2.0191100066232861e-09,1.0953043682343002e-10,1.1662148280630937e-10,1.262955586207344e-10,1.2788757476290337e-10,2.148171038623656e-10,1.2357120069918608e-10
6.22,2.0249077164968764e-09,1.1052276868187876e-10,1.176367823684734e-10,1.2738759896990578e-10,1.2906702270140356e-10,2.1711052155540029e-10,1.2542732521204121e-10
6.22025,2.0307430840642093e-09,1.1151841722632571e-10,1.1865236164279917e-10,1.2847780280157119e-10,1.3023935472146185e-10,2.193564682085781e-10,1.2729866655879587e-10
6.2205,2.0366081595498509e-09,1.1251596159336887e-10,1.1966665572964839e-10,1.2956560397483044e-10,1.3140261015455425e-10,2.2155170704509454e-10,1.2918279800619929e-10
6.22075,2.0424924667859787e-09,1.1351300801000931e-10,1.2067768849146719e-10,1.3064896706170182e-10,1.3255428893875008e-10,2.2369435343661323e-10,1.310748470130067e-10
6.221,2.0483882600309836e-09,1.1450782898727988e-10,1.2168450968772786e-10,1.3172634945109987e-10,1.3369212985000626e-10,2.2578414489233345e-10,1.3296792512968656e-10
6.22125,2.0542900268599884e-09,1.1549803381145512e-10,1.2268536206921391e-10,1.3279483434562623e-10,1.3481325822845682e-10,2.2782224068892489e-10,1.3485311192747548e-10
6.2215,2.0601913859590882e-09,1.1648180644900676e-10,1.2367958375221313e-10,1.3385212959791656e-10,1.3591460977077997e-10,2.2981022281452324e-10,1.3672066163434597e-10
6.22175,2.0660898132777657e-09,1.1745744401858189e-10,1.2466630718067978e-10,1.348957950580222e-10,1.3699387834129197e-10,2.3174982486455819e-10,1.3856139064284065e-10
6.222,2.0719830599379554e-09,1.1842395798486886e-10,1.2564517528350032e-10,1.3592424368527905e-10,1.3804951097220018e-10,2.3364294561198195e-10,1.4036739501247515e-10
6.22225,2.0778706402802053e-09,1.193802557553619e-10,1.266160868001338e-10,1.3693620703606464e-10,1.3908183480187156e-10,2.3549381864208308e-10,1.4213397893408271e-10
6.2225,2.0837550457977342e-09,1.2032630024209588e-10,1.2757894551438342e-10,1.3793121163816753e-10,1.4009209073757222e-10,2.3730805296049325e-10,1.4386014183991884e-10
6.22275,2.0896410097895673e-09,1.2126222375796173e-10,1.28533764654314e-10,1.389092721559707e-10,1.4108228496547572e-10,2.3909337771270908e-10,1.4554816213360413e-10
6.223,2.0955339324044069e-09,1.221884704568731e-10,1.2947995529570382e-10,1.3987062068849621e-10,1.4205476639752637e-10,2.4085939751183746e-10,1.4719947465966802e-10
6.22325,2.1014455642858698e-09,1.231058834422126e-10,1.3041671691913222e-10,1.4081538858407648e-10,1.4301148687967117e-10,2.4261657225827556e-10,1.4881471846505146e-10
6.2235,2.107383799000108e-09,1.2401520698176396e-10,1.3134294804615384e-10,1.4174334918070743e-10,1.4395343115020243e-10,2.4437271095222797e-10,1.5038840840556326e-10
6.22375,2.1133651026218046e-09,1.2491741053996017e-10,1.3225769764485801e-10,1.426553535252401e-10,1.4488184230423836e-10,2.461336957206769e-10,1.51911477486429e-10
6.224,2.1194029326149557e-09,1.2581341122951629e-10,1.3315984274413355e-10,1.435513891894521e-10,1.4579693646675325e-10,2.4790082854986229e-10,1.5336903530121087e-10
6.22425,2.1255146598545268e-09,1.2670374685348037e-10,1.3404847795481816e-10,1.4443242553601217e-10,1.4669924662091947e-10,2.4967182090543998e-10,1.5474424864574066e-10
6.2245,2.131714693163536e-09,1.2758903054726855e-10,1.3492344211480444e-10,1.4529951125263938e-10,1.4758961127313413e-10,2.5144222395398927e-10,1.5602138002934244e-10
6.22475,2.1380178684298903e-09,1.2846966973408079e-10,1.3578499934997902e-10,1.4615433771113518e-10,1.4846905110360104e-10,2.5320589395133186e-10,1.5718928934882959e-10
6.225,2.1444403990117274e-09,1.2934633774342203e-10,1.3663334809049352e-10,1.4699861220748164e-10,1.493393942083966e-10,2.549571575141809e-10,1.5824228313949105e-10
6.22525,2.150993139395126e-09,1.3022000461366089e-10,1.3746910788531898e-10,1.4783371332893296e-10,1.5020274450127346e-10,2.5668959351041096e-10,1.5918137492692483e-10
6.2255,2.1576872931815289e-09,1.3109130079579915e-10,1.3829412949888185e-10,1.4866192484741364e-10,1.5106167552924914e-10,2.5839920211515083e-10,1.6001341943615175e-10
6.22575,2.1645312096008953e-09,1.3196106339663634e-10,1.3911019877217124e-10,1.4948504970144776e-10,1.5191859001329461e-10,2.6008063144152818e-10,1.6075157127098664e-10
6.226,2.1715292622076225e-09,1.3283023173653165e-10,1.3991845860416217e-10,1.5030442327367799e-10,1.5277544623976291e-10,2.617285458977534e-10,1.614095342473218e-10
6.22625,2.178684037913671e-09,1.3369957704179265e-10,1.4072007412917375e-10,1.5112092445228869e-10,1.5363381364699355e-10,2.6334118147891997e-10,1.6200125022085799e-10
6.2265,2.1859952425289744e-09,1.3457046670555464e-10,1.4151643150979067e-10,1.5193538032909206e-10,1.5449469382828817e-10,2.649145692693902e-10,1.6253897926011677e-10
6.22675,2.1934599839150201e-09,1.3544420285022582e-10,1.4230868965658186e-10,1.5274834577175673e-10,1.5535882494350822e-10,2.6644763428090496e-10,1.6303135949756276e-10
6.227,2.2010727159915661e-09,1.3632213047889206e-10,1.430980777879601e-10,1.5356023211763955e-10,1.5622633556489066e-10,2.6794013681192852e-10,1.6348533455097894e-10
6.22725,2.2088272857445783e-09,1.372055201127537e-10,1.4388553964271752e-10,1.5437143154823102e-10,1.5709687543455367e-10,2.6939360333771135e-10,1.6390563069263457e-10
6.2275,2.2167174555272223e-09,1.3809575579563658e-10,1.4467283997454242e-10,1.5518290056212462e-10,1.5796974930749747e-10,2.7081098495247688e-10,1.6429668303644069e-10
6.22775,2.2247338837438405e-09,1.3899375752533304e-10,1.4546088410847866e-10,1.5599477977324631e-10,1.5884300479290439e-10,2.7219650234275507e-10,1.6466305181953453e-10
6.228,2.2328671763494938e-09,1.3990064455366015e-10,1.4625200280737457e-10,1.568077596082865e-10,1.5971418889026378e-10,2.7355523199426885e-10,1.6501026499119453e-10
6.22825,2.241107544351524e-09,1.4081739970219315e-10,1.4704873226923187e-10,1.5762226712342555e-10,1.605796916343566e-10,2.7489174078640362e-10,1.6534284894146529e-10
6.2285,2.2494442733186195e-09,1.4174534542815468e-10,1.4785339315017635e-10,1.5843904293499407e-10,1.6143589703235798e-10,2.7620931466850248e-10,1.6566390820231259e-10
