Physical Time (s),etp_bot Monitor (W): bot_cv1,etp_bot Monitor (W): bot_cv2,etp_bot Monitor (W): bot_cv3,etp_bot Monitor (W): bot_cv4,etp_bot Monitor (W): bot_cv5,etp_bot Monitor (W): bot_cv6,etp_bot Monitor (W): bot_cv7
5.04725,4.2101443260459164e-09,3.8200069568901748e-10,3.3234439271497818e-10,3.9374289059604043e-10,4.5247178642615624e-10,7.7510482065285624e-10,3.6995901873606142e-10
5.0475,4.2316107220107519e-09,3.8513251740072146e-10,3.3509540602537377e-10,3.9747277228449321e-10,4.5763445761624194e-10,7.8351128569615784e-10,3.6848611401346563e-10
5.04775,4.2527220046144899e-09,3.8820414046956489e-10,3.3773062905971029e-10,4.0094725968348135e-10,4.6245117421992133e-10,7.9174022663053177e-10,3.6761361351082003e-10
5.048,4.2733552528490958e-09,3.9118955413373609e-10,3.4022550430919361e-10,4.0413984210865205e-10,4.6689255719773652e-10,7.9975595178948282e-10,3.6738929898730304e-10
5.04825,4.2934831011578817e-09,3.9407765324967698e-10,3.4257145331833381e-10,4.0704705571565905e-10,4.7096768306822298e-10,8.0760340322281957e-10,3.6786914181303668e-10
5.0485,4.3130381152834754e-09,3.9685076946550665e-10,3.4475521099250767e-10,4.0966108279346696e-10,4.7467914934468208e-10,8.1530720104469488e-10,3.6909651682773366e-10
5.04875,4.331861554089677e-09,3.9947919840968474e-10,3.4675105293933336e-10,4.1196057954961255e-10,4.780022030219751e-10,8.2281799303091653e-10,3.7107538729176876e-10
5.049,4.3497686458904302e-09,4.0192835373260637e-10,3.4853262482346409e-10,4.1392316975666043e-10,4.8090963176890729e-10,8.3007163323407409e-10,3.7379303310920619e-10
5.04925,4.3666638059228753e-09,4.041785693876619e-10,3.5009000136478543e-10,4.1555006287108925e-10,4.8341071093133087e-10,8.37070703140099e-10,3.7726439238712053e-10
5.0495,4.3824184205814425e-09,4.0620645370789184e-10,3.5141244667121964e-10,4.1684323793645836e-10,4.8551055735937502e-10,8.4379817040159406e-10,3.81492006491739e-10
5.04975,4.3968578328996222e-09,4.0798183273626384e-10,3.5248273536653416e-10,4.1779609109183539e-10,4.8719332191360537e-10,8.5017895611470782e-10,3.8644372692626134e-10
5.05,4.4097964423325526e-09,4.0947513457728e-10,3.5328711615322925e-10,4.1840570641427681e-10,4.8844483358123848e-10,8.5613050024315054e-10,3.920643017561057e-10
5.05025,4.4211130124093916e-09,4.106704326392434e-10,3.5382670470850539e-10,4.1868997113496878e-10,4.8928381124586346e-10,8.6163645779490573e-10,3.9832893455465591e-10
5.0505,4.4306801226534965e-09,4.1155408611243347e-10,3.5410522261359666e-10,4.1867064625529367e-10,4.8973297914065929e-10,8.6668052114504502e-10,4.0520392409796669e-10
5.05075,4.4383491634774624e-09,4.1211103343206198e-10,3.5412362315245289e-10,4.1836240088893965e-10,4.8979780052584722e-10,8.7119927028911576e-10,4.1259550555675856e-10
5.051,4.443992812949468e-09,4.1233193875668216e-10,3.5388767513578929e-10,4.1778530976565023e-10,4.8949267466029332e-10,8.7514492974188044e-10,4.2039013982675967e-10
5.05125,4.4475223556438015e-09,4.1221886762537723e-10,3.5341363463438646e-10,4.1697252544707286e-10,4.8885707243769132e-10,8.7852866636877031e-10,4.285099836635784e-10
5.0515,4.448853602307256e-09,4.1177841078824413e-10,3.5271990614403803e-10,4.159590625377704e-10,4.8793540403120583e-10,8.813764837438378e-10,4.3686624814587988e-10
5.05175,4.4479209184052393e-09,4.1101917005851229e-10,3.5182396445143627e-10,4.1477420470419021e-10,4.8675759115413295e-10,8.8368292220597817e-10,4.4531885639981664e-10
5.052,4.4446921598421901e-09,4.0995679061553908e-10,3.5074753006436769e-10,4.1345057689657649e-10,4.8536012363945416e-10,8.8546061868418212e-10,4.5372007295958705e-10
5.05225,4.4391355740246356e-09,4.0861146655259491e-10,3.4951373287668781e-10,4.1202376029039937e-10,4.8379339639444181e-10,8.8676789899487886e-10,4.6197149143932562e-10
5.0525,4.4312323370236336e-09,4.0700723869824078e-10,3.4814709711328849e-10,4.1052849661101639e-10,4.8210933268908095e-10,8.8766505957440432e-10,4.6997023892476262e-10
5.05275,4.4210074932189341e-09,4.0517106029803516e-10,3.4667111825896284e-10,4.0899266827181487e-10,4.8034692956945164e-10,8.8817632083825571e-10,4.7758716597899378e-10
5.053,4.408524488672227e-09,4.0313287970564405e-10,3.4511038859894597e-10,4.074449026324354e-10,4.7854631799471941e-10,8.8832816581541735e-10,4.8469587970820774e-10
5.05325,4.3938112735378236e-09,4.0092137895995169e-10,3.4348555064811994e-10,4.0590827877717579e-10,4.7675254423042848e-10,8.8817382534140021e-10,4.9123117938181407e-10
5.0535,4.3768940394739044e-09,3.9856280490987707e-10,3.4181416125916163e-10,4.0440089422067471e-10,4.7500511021314752e-10,8.8775921752548308e-10,4.97141464656636e-10
5.05375,4.3578735145046197e-09,3.9608745212253531e-10,3.4011542691458196e-10,4.0293878955597554e-10,4.7333094786153778e-10,8.8710154867671765e-10,5.0234864450280364e-10
5.054,4.3368944300201096e-09,3.9352807597672876e-10,3.3841039744523515e-10,4.0153698939333599e-10,4.7175368082962028e-10,8.862214747895661e-10,5.0678799777173781e-10
5.05425,4.3140041679136519e-09,3.9090563717239181e-10,3.3671009663349997e-10,4.0020135244540375e-10,4.70292282694623e-10,8.8515787103357385e-10,5.1045347272754657e-10
5.0545,4.289265060532124e-09,3.8823681849509009e-10,3.3502353185660829e-10,3.989351162772342e-10,4.6896135305415081e-10,8.8395039768305217e-10,5.1334265718638699e-10
5.05475,4.2628321651358875e-09,3.8554557042069733e-10,3.3336369779924981e-10,3.9774326865912064e-10,4.6776752005242386e-10,8.8261872969217035e-10,5.1543507798208611e-10
5.055,4.2348779567706416e-09,3.8285262375628684e-10,3.3174190558039334e-10,3.9662946161798521e-10,4.6671252604924202e-10,8.8117595870981739e-10,5.167249021016529e-10
5.05525,4.2054798126674184e-09,3.8016305494752828e-10,3.3015978584281836e-10,3.9559233443468066e-10,4.6579817631451937e-10,8.7965178441590125e-10,5.1723824608269019e-10
5.0555,4.1747200105240157e-09,3.7747704208928314e-10,3.2861698315706234e-10,3.9462848680077647e-10,4.6502224366039561e-10,8.7807518120422935e-10,5.1700770935508894e-10
5.05575,4.1429021030878922e-09,3.748178048760917e-10,3.2712591612078655e-10,3.9374440495970106e-10,4.643788519260063e-10,8.7644518679126144e-10,5.1605070161443891e-10
5.056,4.1098915830792243e-09,3.7215592461478734e-10,3.2566929690660208e-10,3.9292703265561084e-10,4.6385713202366208e-10,8.7478492784341544e-10,5.1442280479785976e-10
5.05625,4.0760640077944651e-09,3.6951452370419029e-10,3.2425855404327308e-10,3.9218211479600159e-10,4.6344951371240854e-10,8.7309612481586703e-10,5.1216557778685124e-10
5.0565,4.0414638491879421e-09,3.6687789788285555e-10,3.2288339230995106e-10,3.9150024123498001e-10,4.6314458980341209e-10,8.7139291543411947e-10,5.093417502032099e-10
5.05675,4.0061022880492419e-09,3.64224295693726e-10,3.215300783052973e-10,3.9086978033024402e-10,4.6293028988156306e-10,8.6968666939881059e-10,5.06012251282217e-10
5.057,3.9702146379319137e-09,3.6155869416966873e-10,3.2019750269121674e-10,3.9028655372670166e-10,4.6279727634071357e-10,8.6797540493176053e-10,5.0224210235835661e-10
5.05725,3.933997772542144e-09,3.588824494743439e-10,3.1888214205537545e-10,3.8974395344787321e-10,4.6273600465380112e-10,8.662554375620383e-10,4.9809543180191378e-10
5.0575,3.8975283309808676e-09,3.5618152916400205e-10,3.1757172593532626e-10,3.892290518116167e-10,4.6273636684609982e-10,8.6453220888515878e-10,4.9363982737794358e-10
5.05775,3.8610483317867166e-09,3.5345825135405702e-10,3.162609097994705e-10,3.8873230552911765e-10,4.62788650730465e-10,8.62811737662061e-10,4.8895397581038675e-10
5.058,3.8244865464040279e-09,3.5068788675844675e-10,3.1493113749733913e-10,3.8823648910748016e-10,4.6288083434472577e-10,8.6109895943227717e-10,4.8408262791540454e-10
5.05825,3.7880646069619065e-09,3.478789063957712e-10,3.1357902607650336e-10,3.877320764522976e-10,4.6300025967193688e-10,8.5939557072978657e-10,4.7908899825287764e-10
5.0585,3.7519537318059991e-09,3.4503749786177855e-10,3.1220089189722089e-10,3.8720925133685055e-10,4.63133633789343e-10,8.5770665512689252e-10,4.7402615597240013e-10
5.05875,3.7162315702041042e-09,3.4215350983582034e-10,3.1078478893599652e-10,3.8665220713196854e-10,4.6326276224269313e-10,8.5605958328592218e-10,4.68945340597497e-10
5.059,3.6811581041460993e-09,3.3923784931770849e-10,3.0933000411185595e-10,3.860514981034091e-10,4.6336909910511191e-10,8.544867059691151e-10,4.6391213590589833e-10
5.05925,3.6466970829245074e-09,3.362723779459353e-10,3.0782234174076899e-10,3.8538976554718012e-10,4.6343182889942478e-10,8.5302011993781208e-10,4.5895572371386372e-10
5.0595,3.613017711433408e-09,3.3326908865102332e-10,3.0626223056087348e-10,3.8465886995296881e-10,4.6343150270170618e-10,8.5168404853442419e-10,4.5411890148946591e-10
5.05975,3.5802822678996444e-09,3.3023945170398417e-10,3.0465200843631575e-10,3.838524139956744e-10,4.6335001631498817e-10,8.5050170274431709e-10,4.4944272739580445e-10
5.06,3.5485408521899843e-09,3.2717502062077532e-10,3.0298595201331083e-10,3.8295967396276699e-10,4.6316983816545436e-10,8.4950477805187055e-10,4.4496756484969402e-10
5.06025,3.5180068080879687e-09,3.2409128567026326e-10,3.0127223565376997e-10,3.8197963399864946e-10,4.6287914732919246e-10,8.4871490009644085e-10,4.4075086583270621e-10
5.0605,3.4886034308687587e-09,3.209718026155564e-10,2.9950223085722361e-10,3.8090209328841677e-10,4.6246615211924559e-10,8.4814011617272086e-10,4.3682351989838175e-10
5.06075,3.4604793062305045e-09,3.1783443782560786e-10,2.9768508599136791e-10,3.7973075654263533e-10,4.61927028714409e-10,8.4777364855415879e-10,4.3323221407217343e-10
5.061,3.4337522705104437e-09,3.1469628855300006e-10,2.9583110922119377e-10,3.7847275862249119e-10,4.6126241515176781e-10,8.4760416674507667e-10,4.3002048706561301e-10
5.06125,3.4084413893059165e-09,3.1155695507882373e-10,2.9394234376932283e-10,3.7713029078371617e-10,4.6047454643451641e-10,8.476210371133387e-10,4.2723558264168444e-10
5.0615,3.3846931615574961e-09,3.0843996718857113e-10,2.9203413702458022e-10,3.757193255540291e-10,4.5957485106987033e-10,8.4779833504148645e-10,4.2492570992934639e-10
5.06175,3.3624518444939921e-09,3.0534172725541215e-10,2.901062845920904e-10,3.742447096719552e-10,4.5857152123387301e-10,8.4810879135036611e-10,4.2312295661653737e-10
5.062,3.3418059667527624e-09,3.0228562450574511e-10,2.8817269674407295e-10,3.7272496981884465e-10,4.5748020461590539e-10,8.4852061615414601e-10,4.218492441184794e-10
5.06225,3.3228256096100806e-09,2.9929256124061328e-10,2.8624793474391612e-10,3.711791080888748e-10,4.5631809620980782e-10,8.4900169543441868e-10,4.211159637537866e-10
5.0625,3.3055126077816508e-09,2.9637212760115591e-10,2.843409664952147e-10,3.696212771661874e-10,4.5510373427344643e-10,8.4951710954841359e-10,4.2093244354868556e-10
5.06275,3.2899551830239445e-09,2.9355104481970894e-10,2.8247236144053268e-10,3.6807574754466653e-10,4.5386198602982758e-10,8.5003027980971611e-10,4.2129113163825743e-10
5.063,3.2760975466563605e-09,2.9083099525746535e-10,2.8064702603928171e-10,3.6654990987884513e-10,4.5260540591846279e-10,8.5050473586255448e-10,4.2218295171600892e-10
5.06325,3.2639955901826604e-09,2.8823727304547787e-10,2.7888258936925398e-10,3.65064384962027e-10,4.5135405922548126e-10,8.5090936369006125e-10,4.235771105749644e-10
5.0635,3.2536832834259592e-09,2.8579121161777292e-10,2.7719625945313339e-10,3.6363726644400637e-10,4.5012350443489569e-10,8.5121755416834822e-10,4.2543466015117152e-10
5.06375,3.2451581089701966e-09,2.8350542863806449e-10,2.755995831622467e-10,3.6227596335834968e-10,4.4891946593491358e-10,8.5140050832502148e-10,4.2772565889125686e-10
5.064,3.2384568191543314e-09,2.8140432313100413e-10,2.7411084360688851e-10,3.6099473495195472e-10,4.4774974613257474e-10,8.5143887750961321e-10,4.3040043311996509e-10
5.06425,3.2335572081763574e-09,2.7949457334713607e-10,2.7273440932329176e-10,3.5978812250769879e-10,4.4660200141114914e-10,8.5130973491572848e-10,4.3343512230142634e-10
5.0645,3.230475595792751e-09,2.7779715705512145e-10,2.7148277796234701e-10,3.5866371294216151e-10,4.4547389340104147e-10,8.5100643045417857e-10,4.3677773649770796e-10
5.06475,3.2292121814279508e-09,2.7632911048691039e-10,2.7036701549747294e-10,3.5762696655918227e-10,4.443608113662418e-10,8.5052950210227922e-10,4.4037996265900306e-10
5.065,3.2297734318814296e-09,2.7510185754006477e-10,2.6939338780331615e-10,3.5666907355611151e-10,4.432432992893657e-10,8.4986152590593252e-10,4.44214841417423e-10
5.06525,3.2321546531610356e-09,2.741315068914926e-10,2.6857044362302547e-10,3.5578896118610507e-10,4.4211196965433391e-10,8.4899973265064733e-10,4.4823429565928768e-10
5.0655,3.2363781349847679e-09,2.7342443317500866e-10,2.6789697805812011e-10,3.5496753890508286e-10,4.4094005838294223e-10,8.479204832012485e-10,4.5243065784325291e-10
5.06575,3.2424315352264716e-09,2.7299071602236948e-10,2.6737338177595232e-10,3.5419991314800812e-10,4.3971994701219699e-10,8.4661741282503258e-10,4.5676036415895207e-10
5.066,3.250288815435811e-09,2.7283606188014657e-10,2.6699925457451571e-10,3.5348056242066503e-10,4.3844545181815076e-10,8.4508119965855909e-10,4.6117825872103987e-10
5.06625,3.2599777545005436e-09,2.7296291139599761e-10,2.6677036454301505e-10,3.5278946811851167e-10,4.370985698287608e-10,8.4328971871724262e-10,4.6566337101591763e-10
5.0665,3.2714600820114871e-09,2.7337095239344529e-10,2.6668144738465591e-10,3.5211583521865897e-10,4.3567689571762598e-10,8.4123605318868827e-10,4.701650297761755e-10
5.06675,3.2848110437285431e-09,2.7406044760981708e-10,2.6672441066527261e-10,3.5143658705514984e-10,4.3416115072583598e-10,8.3888936129105278e-10,4.7467502163776251e-10
5.067,3.2999037840364301e-09,2.750232731188316e-10,2.6689089487955196e-10,3.5075652130822661e-10,4.3256732497558055e-10,8.3626689951281543e-10,4.7911489024111144e-10
5.06725,3.3168162344762168e-09,2.7625674794827717e-10,2.6717379999725018e-10,3.5005677740389215e-10,4.3088165156739598e-10,8.3334745178402606e-10,4.8347082823648129e-10
5.0675,3.3356200053700533e-09,2.7775679396053757e-10,2.675651242724085e-10,3.4932323240960086e-10,4.2909286757757462e-10,8.301154318793942e-10,4.8771689221000858e-10
5.06775,3.3561411597308633e-09,2.7950675911043285e-10,2.6805480154783923e-10,3.4856750553878763e-10,4.272230243027697e-10,8.2661066533816753e-10,4.9177586644762399e-10
5.068,3.3784374930825406e-09,2.8150157250045385e-10,2.6863822981772883e-10,3.477818034401671e-10,4.2526658415973143e-10,8.2284265964009132e-10,4.9561968614126288e-10
5.06825,3.4024517356402915e-09,2.8372744617250991e-10,2.69307768968153e-10,3.4696645134759757e-10,4.2322832234704279e-10,8.1883754503232421e-10,4.9919916820567011e-10
5.0685,3.4282837417923041e-09,2.8618432715265811e-10,2.7006204480436724e-10,3.4611483894425905e-10,4.2109926565100955e-10,8.1460350486425745e-10,5.0248854053647098e-10
5.06875,3.4556614024489291e-09,2.8884326131718711e-10,2.7088885698079947e-10,3.4524497945319535e-10,4.1890890421014802e-10,8.1021690758794527e-10,5.0541062870478398e-10
5.069,3.4846624758107749e-09,2.9170297246465663e-10,2.7179030399106466e-10,3.4435520614452642e-10,4.166522511476842e-10,8.056952545552048e-10,5.0794127726539334e-10
5.06925,3.5153157446192576e-09,2.9475818175034683e-10,2.7276651681214615e-10,3.4344746645936013e-10,4.1433033095833338e-10,8.010660210261386e-10,5.1005261559173821e-10
5.0695,3.5472996291103988e-09,2.9797508374249208e-10,2.7380684287723417e-10,3.4254256147225293e-10,4.1197857784917246e-10,7.9641558704650822e-10,5.11691976328854e-10
5.06975,3.580631242695854e-09,3.0134826797462645e-10,2.749141035343766e-10,3.416461478617325e-10,4.0960336117510657e-10,7.9177006675780784e-10,5.1284122496385928e-10
5.07,3.6153258150254116e-09,3.0487425565680119e-10,2.7609302677160664e-10,3.4076529525551726e-10,4.0721392392098326e-10,7.871432269044742e-10,5.1348129987620422e-10
5.07025,3.6509805947345019e-09,3.0850743430652155e-10,2.7732842843548568e-10,3.3992146396232572e-10,4.048524976484566e-10,7.8261465717037232e-10,5.1359076926142377e-10
5.0705,3.6876200534152908e-09,3.1224409646467376e-10,2.7862525649579071e-10,3.3912073995138753e-10,4.0252731302766459e-10,7.7818209852485846e-10,5.1315928822643766e-10
5.07075,3.7250275794350401e-09,3.1605774594745079e-10,2.7997899515982362e-10,3.3837675591593972e-10,4.002649925502982e-10,7.7387291186502414e-10,5.1217724396303771e-10
5.071,3.763250292901231e-09,3.1995143609041244e-10,2.8139750457899193e-10,3.3769728951507292e-10,3.9807439013568979e-10,7.6966535921054699e-10,5.1062654409497501e-10
5.07125,3.8018035731453566e-09,3.2386736457257105e-10,2.8286099726725308e-10,3.3709988327476543e-10,3.9599701180426904e-10,7.6560990832242076e-10,5.0851313818505847e-10
5.0715,3.8406897226457772e-09,3.2780599102860442e-10,2.843774789569817e-10,3.3659495861565482e-10,3.9404435422804262e-10,7.6167412006271939e-10,5.0581971427065902e-10
5.07175,3.8796597093091631e-09,3.31739567592098e-10,2.8594144052859974e-10,3.3619630819768247e-10,3.9224126612838265e-10,7.5785635310043649e-10,5.0254463933137047e-10
5.072,3.9186970651925852e-09,3.3566879876423463e-10,2.8756085482753922e-10,3.3591701093615595e-10,3.9059900923533848e-10,7.5411695227202065e-10,4.9866379764684175e-10
5.07225,3.957337059143615e-09,3.3954109327117201e-10,2.8921947606633817e-10,3.357732555994567e-10,3.891480148504186e-10,7.5048084796926254e-10,4.9420927733827392e-10
5.0725,3.9955624645924414e-09,3.4336208472386635e-10,2.9092662809544185e-10,3.3577703866770568e-10,3.878939454637529e-10,7.469009651593691e-10,4.89165106903544e-10
5.07275,4.0331283435645514e-09,3.4710998410784046e-10,2.9267898209951604e-10,3.3594157277991027e-10,3.8684978626404363e-10,7.4335736100130723e-10,4.8354613433731955e-10
5.073,4.0700147620749245e-09,3.5079364272965535e-10,2.9448551920614849e-10,3.3627796551418145e-10,3.8601568383062189e-10,7.3980111624412428e-10,4.773344677850441e-10
5.07325,4.1058039918356381e-09,3.5436776539376822e-10,2.9632822344397194e-10,3.3679455488035381e-10,3.8540537903769252e-10,7.3624984107584002e-10,4.7060091246253667e-10
5.0735,4.1405170742065468e-09,3.5784526543093774e-10,2.9821485223216652e-10,3.3749762349586986e-10,3.8501350853379245e-10,7.3265481320115048e-10,4.6333397003167197e-10
5.07375,4.1739554260232159e-09,3.6121329733481425e-10,3.0013930443342819e-10,3.383895884951026e-10,3.848394980486347e-10,7.2900867150489322e-10,4.555710995987307e-10
5.074,4.20616018439779e-09,3.6448510278680409e-10,3.0210717777394231e-10,3.3946990962146435e-10,3.8487477706672576e-10,7.2528026814271458e-10,4.4730005511976783e-10
5.07425,4.2367839987490886e-09,3.6762337847622436e-10,3.0409846265797003e-10,3.4073204013379296e-10,3.8511940718706197e-10,7.2150950106725559e-10,4.3862645310674166e-10
5.0745,4.2658902717391086e-09,3.7064429457075988e-10,3.0611650901932081e-10,3.4216993835508788e-10,3.8556324816764032e-10,7.1768583372833573e-10,4.2954681780189422e-10
5.07475,4.2933738794502801e-09,3.7354151035782488e-10,3.0815281680511659e-10,3.437713413597619e-10,3.8619795103965585e-10,7.1383539569358944e-10,4.201148360480446e-10
5.075,4.3193366406797998e-09,3.7633318655085012e-10,3.1020997000190032e-10,3.4552450480952385e-10,3.8701062869855358e-10,7.09959167357932e-10,4.1032553441662832e-10
5.07525,4.3435296497037044e-09,3.7898900611645205e-10,3.1226753174805681e-10,3.4741121104907792e-10,3.8799385334638311e-10,7.0612576030140678e-10,4.0031290045446443e-10
5.0755,4.3660777938309118e-09,3.8152887790558639e-10,3.143266273535467e-10,3.4941531684096121e-10,3.8913265504423888e-10,7.0234122711877543e-10,3.9008532209348161e-10
5.07575,4.3869434246785208e-09,3.8395086955727221e-10,3.16376244540879e-10,3.5151325147684042e-10,3.9041064261829258e-10,6.9864310601203506e-10,3.7971848637476878e-10
5.076,4.40626806886002e-09,3.8627432540540679e-10,3.1841569354881354e-10,3.5368638512927486e-10,3.9181185592208021e-10,6.9503102277059061e-10,3.6923043081207239e-10
5.07625,4.4239022315502029e-09,3.8847698836588807e-10,3.2042495039706085e-10,3.5590824960033929e-10,3.9331747260596753e-10,6.9155405479684188e-10,3.5877676612130137e-10
5.0765,4.4399843029240722e-09,3.9057651464623294e-10,3.2240087668693577e-10,3.5815906549948754e-10,3.9491012542349018e-10,6.881987969866047e-10,3.4839208859519894e-10
5.07675,4.4545304652046253e-09,3.9257151927033961e-10,3.2432919573974316e-10,3.6041092779056456e-10,3.9656571931425173e-10,6.8496936235208591e-10,3.3818234142704449e-10
5.077,4.4676753887333077e-09,3.9447560956229475e-10,3.2620513903822631e-10,3.626440092658168e-10,3.9826263254060337e-10,6.8182818077512021e-10,3.2818424007668302e-10
5.07725,4.4793416367443592e-09,3.9626840054940051e-10,3.2800729019800275e-10,3.6483164004646996e-10,3.9997546920931804e-10,6.7878339407862392e-10,3.1855822105879652e-10
5.0775,4.4896520215615421e-09,3.9795919113391857e-10,3.2972665952481872e-10,3.6695110687560502e-10,4.0167993853300526e-10,6.7579014071554494e-10,3.0934843129901478e-10
5.07775,4.4986290078148677e-09,3.9954004805811944e-10,3.3134575418916712e-10,3.6897337357258561e-10,4.0334421671944776e-10,6.72820072677051e-10,3.0065593741342988e-10
5.078,4.5063693564051302e-09,4.0101333411162809e-10,3.3285398033204083e-10,3.7087559048311718e-10,4.0493953249142817e-10,6.6982825701560323e-10,2.9251792906137802e-10
5.07825,4.51283430114037e-09,4.0235889259038331e-10,3.3423242609859381e-10,3.7263373558641158e-10,4.0643552031958924e-10,6.6681626552133367e-10,2.8505537147451474e-10
5.0785,4.5180980281987866e-09,4.0357594908968863e-10,3.3547089439528898e-10,3.7422675581698011e-10,4.0780175384945116e-10,6.6375051874250189e-10,2.7827865742663772e-10
5.07875,4.5221990444336556e-09,4.0465819285421589e-10,3.3655706431631163e-10,3.7563052038008568e-10,4.0900320332188503e-10,6.6061397981711637e-10,2.7219597591187559e-10
5.079,4.525113456416295e-09,4.0558664504576293e-10,3.3747810114283539e-10,3.76829790346683e-10,4.1001396784575292e-10,6.5743301824743381e-10,2.6686968308007122e-10
5.07925,4.5268673500948781e-09,4.06355790927464e-10,3.3822531409602424e-10,3.7780654729197631e-10,4.1080333406938214e-10,6.542064565157855e-10,2.6227071107632253e-10
5.0795,4.5274571579261992e-09,4.0695669798773038e-10,3.3878986250845429e-10,3.7854355663544659e-10,4.1134075799345388e-10,6.5093720090241451e-10,2.5836187605981488e-10
5.07975,4.5268710212480192e-09,4.0737423344637496e-10,3.3916529680395576e-10,3.7903408630555987e-10,4.1160859389644484e-10,6.4766675985621072e-10,2.5515574303938047e-10
5.08,4.5250895204777233e-09,4.0760143608181307e-10,3.3934486651080951e-10,3.7926446149550254e-10,4.1158293899892902e-10,6.4440113943825035e-10,2.5259972613268163e-10
5.08025,4.5220658655892098e-09,4.0762855437280296e-10,3.3932017388907873e-10,3.792195551207603e-10,4.1124184972053402e-10,6.4113931761897962e-10,2.5064141821630174e-10
5.0805,4.5178063198824728e-09,4.0744740164229062e-10,3.390908534965434e-10,3.7889939512513216e-10,4.1058265619221493e-10,6.3791658618716009e-10,2.492702350646126e-10
5.08075,4.5122534499054688e-09,4.0705088365001432e-10,3.3865049140357498e-10,3.7829186310497852e-10,4.0959518896815246e-10,6.3471453898384815e-10,2.4842537179660418e-10
5.081,4.5053309327860754e-09,4.0643127709572397e-10,3.3799237276951856e-10,3.7738509432069265e-10,4.0827398867559695e-10,6.3150991865122305e-10,2.48045286392098e-10
5.08125,4.4970749804862547e-09,4.0558828365396358e-10,3.371238710215119e-10,3.7618975164926661e-10,4.0663728913900345e-10,6.2832073368189082e-10,2.4810161990614931e-10
5.0815,4.4874045003878689e-09,4.0451712229883497e-10,3.3604071998056447e-10,3.7470006487375542e-10,4.0469024784493968e-10,6.2511032485006072e-10,2.4852467104105209e-10
5.08175,4.4762301353247725e-09,4.0321340712128081e-10,3.3473996749111911e-10,3.7291388963504131e-10,4.0244126994645156e-10,6.2183752857396643e-10,2.4924359864309134e-10
5.082,4.4636292967841025e-09,4.0168562015998616e-10,3.3323827053946742e-10,3.7085703546925814e-10,3.9992280301585069e-10,6.1851908800935711e-10,2.5021350404182423e-10
5.08225,4.4495182318626022e-09,3.9993268760511585e-10,3.315348466134204e-10,3.6853496051945923e-10,3.9714661931663358e-10,6.1511315796935677e-10,2.5136013633775095e-10
5.0825,4.4337988835177205e-09,3.9795241289241738e-10,3.2962830460785303e-10,3.6595459413626572e-10,3.9412257283799563e-10,6.1157659148881476e-10,2.5261205953142244e-10
5.08275,4.41662118380114e-09,3.9576418697942968e-10,3.2754470614893589e-10,3.6315674596962565e-10,3.9089074716860782e-10,6.079344166282854e-10,2.5391212313751673e-10
5.083,4.3978962040489613e-09,3.9336762946575335e-10,3.2528255602920071e-10,3.6015129058601962e-10,3.8746022702991678e-10,6.0414693870316076e-10,2.5518901409939168e-10
5.08325,4.3775319898260318e-09,3.9076089854663206e-10,3.2284016306545125e-10,3.5694803165105913e-10,3.8383777386496288e-10,6.001796398160391e-10,2.5637075384106368e-10
5.0835,4.3557376414262351e-09,3.879696500937892e-10,3.2024848022658308e-10,3.5359297067370129e-10,3.8006707199155214e-10,5.9607477857603306e-10,2.5740574804874203e-10
5.08375,4.3324371382560312e-09,3.8499259281790138e-10,3.1750601352548976e-10,3.5009551145965202e-10,3.7615565245361687e-10,5.9180975532373284e-10,2.5822455447716719e-10
5.084,4.3076883346941018e-09,3.8183988596861909e-10,3.1462496324584847e-10,3.464785685448259e-10,3.7212802479969824e-10,5.8739522199499427e-10,2.5876623666589208e-10
5.08425,4.2813757889359302e-09,3.7850242819101427e-10,3.1159937604859432e-10,3.4274282908810564e-10,3.679874241830956e-10,5.8280538637729904e-10,2.5896448448258527e-10
5.0845,4.2537992475637663e-09,3.7501213162874097e-10,3.0846741297829907e-10,3.3893616945884182e-10,3.6378911734802659e-10,5.7810835317026748e-10,2.5878480477361696e-10
5.08475,4.2248512375446662e-09,3.7135822272566779e-10,3.0522104368168096e-10,3.3505567172610505e-10,3.5953820964740415e-10,5.7327450184945303e-10,2.5816785732420754e-10
5.085,4.1946553717228786e-09,3.6755435344411504e-10,3.0187785824753896e-10,3.3112617148941425e-10,3.5526971635091795e-10,5.6831581068940118e-10,2.5707136981663239e-10
5.08525,4.1630982527780246e-09,3.6358711166350403e-10,2.9842913604320224e-10,3.271422080164657e-10,3.5098706581116645e-10,5.6319318623422287e-10,2.5543591808295089e-10
5.0855,4.1305347939938983e-09,3.5949323418061903e-10,2.9491590599674076e-10,3.2315186401933799e-10,3.4674719749925987e-10,5.5796251883124411e-10,2.5326069503748251e-10
5.08575,4.0968526950359696e-09,3.5525962059820165e-10,2.9132949337510806e-10,3.1915012065148988e-10,3.4254761693264696e-10,5.5257480520380881e-10,2.5050171478852342e-10
5.086,4.062187755973817e-09,3.5090128060874197e-10,2.8768714428308723e-10,3.151585530280967e-10,3.3841070796022305e-10,5.4702616313163257e-10,2.4714494614670584e-10
5.08625,4.0264119688565099e-09,3.4640303838049892e-10,2.8397862824199411e-10,3.1116937056135047e-10,3.3432210659076955e-10,5.4125698714762997e-10,2.4315462248454066e-10
