Physical Time (s),ep_left Monitor (W)
5.9025,2.0443916091504935e-09
5.90275,2.045910067028367e-09
5.903,2.0474434335427652e-09
5.90325,2.0489961930861327e-09
5.9035,2.0505709892533226e-09
5.90375,2.0521707022705733e-09
5.904,2.0537987724622509e-09
5.90425,2.0554582432919521e-09
5.9045,2.057153361311251e-09
5.90475,2.0588889547399089e-09
5.905,2.0606682941835533e-09
5.90525,2.0624972824540676e-09
5.9055,2.0643798681985192e-09
5.90575,2.0663225068888837e-09
5.906,2.0683295030326888e-09
5.90625,2.0704077636317047e-09
5.9065,2.0725604420824132e-09
5.90675,2.0747912460352824e-09
5.907,2.0771040747511107e-09
5.90725,2.0794998293046223e-09
5.9075,2.0819801357312407e-09
5.90775,2.0845419764364088e-09
5.908,2.0871823037629432e-09
5.90825,2.0898941880533483e-09
5.9085,2.0926697329346153e-09
5.90875,2.0954991333841085e-09
5.909,2.0983704802845238e-09
5.90925,2.1012727634024788e-09
5.9095,2.1041923102016812e-09
5.90975,2.1071174768202788e-09
5.91,2.110037905128311e-09
5.91025,2.1129447208578457e-09
5.9105,2.1158332228132367e-09
5.91075,2.1187000629590124e-09
5.911,2.1215463113202645e-09
5.91125,2.1243764810692262e-09
5.9115,2.1271989722712866e-09
5.91175,2.1300246900762963e-09
5.912,2.1328689523235607e-09
5.91225,2.135747981675874e-09
5.9125,2.1386810446212298e-09
5.91275,2.1416866753711891e-09
5.913,2.1447837846443342e-09
5.91325,2.1479913841252276e-09
5.9135,2.1513275997390972e-09
5.91375,2.154806436678954e-09
5.914,2.1584426073960244e-09
5.91425,2.1622454448353232e-09
5.9145,2.16622168950753e-09
5.91475,2.1703774909468409e-09
5.915,2.1747133095801652e-09
5.91525,2.179227056641659e-09
5.9155,2.1839122210778508e-09
5.91575,2.188765435615152e-09
5.916,2.193777841663371e-09
5.91625,2.1989396568175698e-09
5.9165,2.2042416305070719e-09
5.91675,2.2096755520597595e-09
5.917,2.2152321607829137e-09
5.91725,2.2209007808502095e-09
5.9175,2.2266738824624096e-09
5.91775,2.2325462743393765e-09
5.918,2.2385071721130151e-09
5.91825,2.2445544004689674e-09
5.9185,2.2506806730021029e-09
5.91875,2.2568762097117909e-09
5.919,2.2631380473949976e-09
5.91925,2.2694532054691417e-09
5.9195,2.2758136851075219e-09
5.91975,2.2822087029324253e-09
5.92,2.2886294010831173e-09
5.92025,2.2950621014115303e-09
5.9205,2.3014927195462259e-09
5.92075,2.3079149979168053e-09
5.921,2.3143169815355013e-09
5.92125,2.3206891932786951e-09
5.9215,2.3270257981102214e-09
5.92175,2.3333235140742418e-09
5.922,2.3395793763907724e-09
5.92225,2.345793841439519e-09
5.9225,2.3519702599374916e-09
5.92275,2.3581151212851801e-09
5.923,2.3642385009223085e-09
5.92325,2.3703492584090684e-09
5.9235,2.3764604314427617e-09
5.92375,2.3825892641987834e-09
5.924,2.3887478300452568e-09
5.92425,2.3949529329049056e-09
5.9245,2.4012208565373812e-09
5.92475,2.4075696638728058e-09
5.925,2.4140122421813945e-09
5.92525,2.4205589096814652e-09
5.9255,2.4272213910490859e-09
5.92575,2.4340082300286967e-09
5.926,2.4409225349646249e-09
5.92625,2.4479656404469706e-09
5.9265,2.4551341628437133e-09
5.92675,2.4624230390894596e-09
5.927,2.4698254387876025e-09
5.92725,2.4773323620678663e-09
5.9275,2.4849307934042089e-09
5.92775,2.4926091141844868e-09
5.928,2.5003557688365748e-09
5.92825,2.508156591583754e-09
5.9285,2.5159959066849862e-09
5.92875,2.5238668482272243e-09
5.929,2.5317574834185107e-09
5.92925,2.5396566882817327e-09
5.9295,2.5475596383453115e-09
5.92975,2.5554592991605237e-09
5.93,2.563354646348446e-09
5.93025,2.5712402545181986e-09
5.9305,2.5791120865135865e-09
5.93075,2.5869763413155422e-09
5.931,2.5948283711712292e-09
5.93125,2.6026724204360959e-09
5.9315,2.6105068925520333e-09
5.93175,2.6183344126870784e-09
5.932,2.6261582734052696e-09
5.93225,2.6339802295411005e-09
5.9325,2.6418005884906775e-09
5.93275,2.6496203297416341e-09
5.933,2.6574398978749406e-09
5.93325,2.6652618294022806e-09
5.9335,2.6730876274780474e-09
5.93375,2.6809194739069558e-09
5.934,2.6887613292125431e-09
5.93425,2.6966125713613179e-09
5.9345,2.7044789242880455e-09
5.93475,2.712358618882704e-09
5.935,2.7202521964865254e-09
5.93525,2.7281598978286097e-09
5.9355,2.7360790934633012e-09
5.93575,2.7440054361853096e-09
5.936,2.7519348290890448e-09
5.93625,2.7598606703633353e-09
5.9365,2.7677742500187377e-09
5.93675,2.7756709059838672e-09
5.937,2.7835413351336318e-09
5.93725,2.7913749750613296e-09
5.9375,2.7991363048895891e-09
5.93775,2.8068674831977274e-09
5.938,2.8145362089612538e-09
5.93825,2.822135338062079e-09
5.9385,2.8296339100939488e-09
5.93875,2.8370411939785784e-09
5.939,2.8443779714152075e-09
5.93925,2.8516147924085906e-09
5.9395,2.8587500867234624e-09
5.93975,2.865761410228388e-09
5.94,2.872655954076848e-09
5.94025,2.8794530474183236e-09
5.9405,2.8861359470356689e-09
5.94075,2.892705476296256e-09
5.941,2.8991461341522066e-09
5.94125,2.9054741768713915e-09
5.9415,2.9117117565954483e-09
5.94175,2.9178458033415621e-09
5.942,2.9238811169717506e-09
5.94225,2.9298044523350388e-09
5.9425,2.9356280322381918e-09
5.94275,2.9413783422889557e-09
5.943,2.9470397706429205e-09
5.94325,2.9526158611743217e-09
5.9435,2.9580870486276962e-09
5.94375,2.9634649705283414e-09
5.944,2.9687651587034401e-09
5.94425,2.9739740476786664e-09
5.9445,2.9790866578672189e-09
5.94475,2.9840876686746771e-09
5.945,2.9889798273087398e-09
5.94525,2.99377753460226e-09
5.9455,2.9984668996593771e-09
5.94575,3.0030425701653638e-09
5.946,3.0074882446180558e-09
5.94625,3.0118127768326346e-09
5.9465,3.016028537031916e-09
5.94675,3.0201230976275172e-09
5.947,3.0240957628366522e-09
5.94725,3.0279338422622749e-09
5.9475,3.0316494077805628e-09
5.94775,3.0352589691829357e-09
5.948,3.0387518264824527e-09
5.94825,3.0421340573320766e-09
5.9485,3.0454000069119016e-09
5.94875,3.0485613951534778e-09
5.949,3.0516325155112372e-09
5.94925,3.054608440968359e-09
5.9495,3.0574946496124876e-09
5.94975,3.0602846373131773e-09
5.95,3.0629884349081479e-09
5.95025,3.0656195694228884e-09
5.9505,3.0681714664896919e-09
5.95075,3.0706449775625638e-09
5.951,3.0730317619681204e-09
5.95125,3.0753462525416446e-09
5.9515,3.0775822562053852e-09
5.95175,3.0797399030806654e-09
5.952,3.0818187378962173e-09
5.95225,3.0838176567782313e-09
5.9525,3.0857355743235441e-09
5.95275,3.0875760216139951e-09
5.953,3.0893370288447056e-09
5.95325,3.0910201184311007e-09
5.9535,3.0926281747224165e-09
5.95375,3.0941604438943191e-09
5.954,3.0956190182193513e-09
5.95425,3.0970055634062689e-09
5.9545,3.0983217335465552e-09
5.95475,3.0995683153257594e-09
5.955,3.1007456160612807e-09
5.95525,3.101854507827502e-09
5.9555,3.1028932022350102e-09
5.95575,3.1038615010368896e-09
5.956,3.1047586362229499e-09
5.95625,3.1055824662161495e-09
5.9565,3.1063300604556903e-09
5.95675,3.1069996776454977e-09
5.957,3.1075859286698943e-09
5.95725,3.1080880998801643e-09
5.9575,3.1085029471552997e-09
5.95775,3.1088274821296777e-09
5.958,3.1090597767850871e-09
5.95825,3.1091989255487525e-09
5.9585,3.1092438538272719e-09
5.95875,3.1091935585940964e-09
5.959,3.1090466378567602e-09
5.95925,3.1088047787832017e-09
5.9595,3.1084691114845163e-09
5.95975,3.1080395772162855e-09
5.96,3.1075152281358762e-09
5.96025,3.1068992060221824e-09
5.9605,3.1061900651177729e-09
5.96075,3.1053882365705999e-09
5.961,3.1044964898617203e-09
5.96125,3.1035150858986664e-09
5.9615,3.1024462063262163e-09
5.96175,3.1012927855725662e-09
5.962,3.100061062066752e-09
5.96225,3.0987569190442673e-09
5.9625,3.0973888822653067e-09
5.96275,3.0959670539124017e-09
5.963,3.0945018451065279e-09
5.96325,3.0930062476450853e-09
5.9635,3.0914937749513138e-09
5.96375,3.0899775275348906e-09
5.964,3.0884718508781105e-09
5.96425,3.0869921066659567e-09
5.9645,3.0855506905634253e-09
5.96475,3.0841612599007752e-09
5.965,3.0828357168673417e-09
5.96525,3.0815862335234762e-09
5.9655,3.080422567511586e-09
5.96575,3.0793531863331357e-09
5.966,3.0783846299873011e-09
5.96625,3.0775211623020252e-09
5.9665,3.0767682891381745e-09
5.96675,3.0761276004874814e-09
5.967,3.0756001683862973e-09
5.96725,3.0751844549320775e-09
5.9675,3.0748769079216795e-09
5.96775,3.0746731287820892e-09
5.968,3.0745657899166195e-09
5.96825,3.0745469389412881e-09
5.9685,3.074607817887017e-09
5.96875,3.0747351146370049e-09
5.969,3.0749206224808539e-09
5.96925,3.0751504151807447e-09
5.9695,3.0754136072913586e-09
5.96975,3.0756999253460576e-09
5.97,3.075996671961287e-09
5.97025,3.0762919508246496e-09
5.9705,3.0765767991835512e-09
5.97075,3.0768409005847284e-09
5.971,3.0770750484515724e-09
5.97125,3.0772708183072915e-09
5.9715,3.0774208173321256e-09
5.97175,3.0775169515482557e-09
5.972,3.0775515635796459e-09
5.97225,3.077518019190068e-09
5.9725,3.0774100769636503e-09
5.97275,3.0772226196871313e-09
5.973,3.0769507824348094e-09
5.97325,3.0765921518892577e-09
5.9735,3.076145784904383e-09
5.97375,3.0756114390525003e-09
5.974,3.0749913047746345e-09
5.97425,3.0742898081614934e-09
5.9745,3.0735121770228656e-09
5.97475,3.072665853482273e-09
5.975,3.0717602215892227e-09
5.97525,3.0708046650361099e-09
5.9755,3.0698085191827317e-09
5.97575,3.0687833173555583e-09
5.976,3.0677398481808921e-09
5.97625,3.0666851940691415e-09
5.9765,3.0656279088526081e-09
5.97675,3.0645747323421124e-09
5.977,3.0635281208174455e-09
5.97725,3.0624895194300636e-09
5.9775,3.0614573470889788e-09
5.97775,3.0604283716823782e-09
5.978,3.0593971513940222e-09
5.97825,3.0583545725793119e-09
5.9785,3.0572922570438923e-09
5.97875,3.056198636597156e-09
5.979,3.0550651248431024e-09
5.97925,3.0538821773896508e-09
5.9795,3.0526406471938954e-09
5.97975,3.0513346956315015e-09
5.98,3.0499586432487446e-09
5.98025,3.0485075916369293e-09
5.9805,3.0469799007245256e-09
5.98075,3.0453753881564274e-09
5.981,3.0436956350037081e-09
5.98125,3.0419439670802076e-09
5.9815,3.0401232924463788e-09
5.98175,3.0382377759787529e-09
5.982,3.0362920816156606e-09
5.98225,3.0342906222091477e-09
5.9825,3.0322370051863295e-09
5.98275,3.0301344989107201e-09
5.983,3.0279848567714424e-09
5.98325,3.0257901598699582e-09
5.9835,3.0235491335759283e-09
5.98375,3.0212639419483844e-09
5.984,3.0189308090736914e-09
5.98425,3.0165503100975058e-09
5.9845,3.0141194817115058e-09
5.98475,3.0116371110693451e-09
5.985,3.0090999998239258e-09
5.98525,3.0065055542982203e-09
5.9855,3.0038518265782808e-09
5.98575,3.001137919158355e-09
5.986,2.9983618046541145e-09
5.98625,2.9955234650435242e-09
5.9865,2.9926210593158357e-09
5.98675,2.9896541437384504e-09
5.987,2.98662267114133e-09
5.98725,2.9835263351036667e-09
5.9875,2.9803647376248574e-09
5.98775,2.9771391095567006e-09
5.988,2.9738480422310653e-09
5.98825,2.9704911532679794e-09
5.9885,2.9670671467827456e-09
5.98875,2.9635756220855839e-09
5.989,2.960015271182655e-09
5.98925,2.9563855587106591e-09
5.9895,2.9526838374402577e-09
5.98975,2.9489111926900861e-09
5.99,2.9450664581852993e-09
5.99025,2.9411484081026492e-09
5.9905,2.9371578871504398e-09
5.99075,2.9330927923511307e-09
5.991,2.9289524596777591e-09
5.99125,2.9247374710273964e-09
5.9915,2.9204470184646293e-09
5.99175,2.9160783426049454e-09
5.992,2.9116319176730579e-09
5.99225,2.9071045665334617e-09
5.9925,2.9024920921482157e-09
5.99275,2.8977908316688732e-09
5.993,2.8929962496013034e-09
5.99325,2.8880999441239583e-09
5.9935,2.8830971163114719e-09
5.99375,2.8779807163839943e-09
5.994,2.8727620832098852e-09
5.99425,2.8673974694534288e-09
5.9945,2.8618961306275358e-09
5.99475,2.8562516159206448e-09
5.995,2.8504758016406066e-09
5.99525,2.8445341644989835e-09
5.9955,2.8384382748393039e-09
5.99575,2.8321870036851213e-09
5.996,2.8258044671217648e-09
5.99625,2.8192532490848991e-09
5.9965,2.8125609526620235e-09
5.99675,2.8057320602963818e-09
5.997,2.7987984285544884e-09
5.99725,2.791729874827062e-09
5.9975,2.784558797965932e-09
5.99775,2.7772975606819097e-09
5.998,2.7699818790462282e-09
5.99825,2.7625884151832508e-09
5.9985,2.7551488384573373e-09
5.99875,2.747681542039669e-09
5.999,2.7402020208446809e-09
5.99925,2.7327472939251352e-09
5.9995,2.7252897463719239e-09
5.99975,2.717861097522376e-09
6.0,2.7104721657666063e-09
6.00025,2.7031562520857579e-09
6.0005,2.6958753829469737e-09
6.00075,2.6886537400755927e-09
6.001,2.6814941832942088e-09
6.00125,2.6743971405940165e-09
6.0015,2.6673889235314321e-09
6.00175,2.660417162788645e-09
6.002,2.6534996225381656e-09
6.00225,2.6466289703822287e-09
6.0025,2.6398266874856831e-09
6.00275,2.6330395334898428e-09
6.003,2.626283983650777e-09
6.00325,2.6195506185545656e-09
6.0035,2.612835786098471e-09
6.00375,2.6061554002018439e-09
6.004,2.5994577697761958e-09
6.00425,2.5927608479221656e-09
6.0045,2.5860548526683458e-09
6.00475,2.5793572066711628e-09
6.005,2.572619473426858e-09
6.00525,2.5658541866943572e-09
6.0055,2.5590545631285946e-09
6.00575,2.5522409119051665e-09
6.006,2.5453637919963732e-09
6.00625,2.5384407230651637e-09
6.0065,2.5314650226240389e-09
6.00675,2.5244572780226215e-09
6.007,2.5173789245570447e-09
6.00725,2.5102498965023272e-09
6.0075,2.503070212352998e-09
6.00775,2.4958735556536958e-09
6.008,2.488616531389051e-09
6.00825,2.4813307521074382e-09
6.0085,2.4740192926161862e-09
6.00875,2.466716683565481e-09
6.009,2.4593853711471175e-09
6.00925,2.4520553291752662e-09
6.0095,2.444731499447848e-09
6.00975,2.43744321492193e-09
6.01,2.4301527108046104e-09
6.01025,2.422886476690673e-09
6.0105,2.4156469627626192e-09
6.01075,2.4084571024623174e-09
6.011,2.4012808757823417e-09
6.01125,2.3941366310028074e-09
6.0115,2.3870229878735372e-09
6.01175,2.3799639122080498e-09
6.012,2.3729143839059794e-09
6.01225,2.3658926800027193e-09
6.0125,2.3588946307051252e-09
6.01275,2.3519407796702227e-09
6.013,2.3449836473584097e-09
6.01325,2.3380419124983939e-09
6.0135,2.3311115418934351e-09
6.01375,2.3242116530455867e-09
6.014,2.3173012536577197e-09
6.01425,2.3104010333328993e-09
6.0145,2.3035090970099677e-09
6.01475,2.2966521752444809e-09
6.015,2.2897937656291126e-09
6.01525,2.2829599680292519e-09
6.0155,2.2761575715831011e-09
6.01575,2.2693959982378079e-09
6.016,2.2627051840221351e-09
6.01625,2.2560551223363943e-09
6.0165,2.2494722034558299e-09
6.01675,2.2429657871068492e-09
6.017,2.2365628461629466e-09
6.01725,2.2302323073380668e-09
6.0175,2.2239989568729687e-09
6.01775,2.2178674661308048e-09
6.018,2.211860101158236e-09
6.01825,2.205945160579032e-09
6.0185,2.2001408790466574e-09
6.01875,2.1944486143584099e-09
6.019,2.188885305849648e-09
6.01925,2.1834187161144531e-09
6.0195,2.1780633266900074e-09
6.01975,2.1728168427294251e-09
6.02,2.1676921239996523e-09
6.02025,2.1626565687256384e-09
6.0205,2.1577211237216224e-09
6.02075,2.1528808498031686e-09
6.021,2.1481489254273074e-09
6.02125,2.1434947321483032e-09
6.0215,2.1389301650134408e-09
6.02175,2.1344548067667821e-09
6.022,2.1300824005213096e-09
6.02225,2.1257901508929568e-09
6.0225,2.1215929273894096e-09
6.02275,2.1174935465697219e-09
6.023,2.1135109927582215e-09
6.02325,2.1096254624118071e-09
6.0235,2.1058510799550076e-09
6.02375,2.1021903546558112e-09
6.024,2.098658194953286e-09
6.02425,2.095233603489803e-09
6.0245,2.0919246945237295e-09
6.02475,2.0887287297144602e-09
6.025,2.085654646900452e-09
6.02525,2.0826745053987936e-09
6.0255,2.0797912660326015e-09
6.02575,2.0769971215356556e-09
6.026,2.0742960365152224e-09
6.02625,2.0716597912213193e-09
6.0265,2.0690895035909902e-09
6.02675,2.0665779480530074e-09
6.027,2.0641192852428467e-09
6.02725,2.0617186809824115e-09
6.0275,2.0593527084941212e-09
6.02775,2.0570285424140497e-09
6.028,2.0547444484237722e-09
6.02825,2.0525097572395322e-09
6.0285,2.0503105294708635e-09
6.02875,2.048157723598367e-09
6.029,2.0460558488958919e-09
6.02925,2.0440175908160318e-09
6.0295,2.042035573266868e-09
6.02975,2.0401234441450242e-09
6.03,2.0382877959904377e-09
6.03025,2.0365423230516894e-09
6.0305,2.0348801397984638e-09
6.03075,2.0333137476065188e-09
6.031,2.03184764859361e-09
6.03125,2.0304852986530297e-09
6.0315,2.0292335653316189e-09
6.03175,2.0280820772718128e-09
6.032,2.0270327510909261e-09
6.03225,2.0260821190900066e-09
6.0325,2.0252287723689143e-09
6.03275,2.0244542371904552e-09
6.033,2.0237536043328437e-09
6.03325,2.0231150998176849e-09
6.0335,2.0225269230077176e-09
6.03375,2.0219797979986518e-09
6.034,2.0214527562606405e-09
6.03425,2.0209380630153507e-09
6.0345,2.0204233846180833e-09
6.03475,2.0199025497803546e-09
6.035,2.0193615369093469e-09
6.03525,2.0187989121253037e-09
6.0355,2.018211921424834e-09
6.03575,2.0176002278525288e-09
6.036,2.0169677688171244e-09
6.03625,2.0163171082630097e-09
6.0365,2.0156559731069364e-09
6.03675,2.0149935389954065e-09
6.037,2.0143420414095392e-09
6.03725,2.0137115989554766e-09
6.0375,2.0131159073918101e-09
6.03775,2.012567948201938e-09
6.038,2.012081849092126e-09
6.03825,2.0116705068002833e-09
6.0385,2.0113465787412765e-09
6.03875,2.0111207654243039e-09
6.039,2.0110032326766261e-09
6.03925,2.0110035545882481e-09
6.0395,2.0111276487975176e-09
6.03975,2.0113796869494996e-09
6.04,2.0117624542084994e-09
6.04025,2.0122778741559628e-09
6.0405,2.0129241392683103e-09
6.04075,2.0136988840961464e-09
6.041,2.0145976992826253e-09
6.04125,2.0156157530868648e-09
6.0415,2.0167488928823852e-09
6.04175,2.0179906132811968e-09
6.042,2.0193329718791878e-09
6.04225,2.0207708886445677e-09
6.0425,2.0222955513138343e-09
6.04275,2.0239007563056436e-09
6.043,2.0255770969044807e-09
6.04325,2.0273150601716419e-09
6.0435,2.0291036110620793e-09
6.04375,2.0309321475217603e-09
6.044,2.0327837628392986e-09
6.04425,2.0346461053788389e-09
6.0445,2.0365037195233034e-09
6.04475,2.0383390410257045e-09
6.045,2.0401360727156757e-09
6.04525,2.0418796058669727e-09
6.0455,2.0435544443123121e-09
6.04575,2.0451482169803855e-09
6.046,2.0466471484781255e-09
6.04625,2.0480447140873236e-09
6.0465,2.0493326159193134e-09
6.04675,2.050506357090389e-09
6.047,2.0515617690811687e-09
6.04725,2.0525027805280904e-09
6.0475,2.0533294091853016e-09
6.04775,2.0540476023057271e-09
6.048,2.0546614155237032e-09
6.04825,2.0551853577411652e-09
6.0485,2.0556254891620166e-09
6.04875,2.0559953535490495e-09
6.049,2.0563047166114691e-09
6.04925,2.0565749937316857e-09
6.0495,2.0568183186983257e-09
6.04975,2.0570519481573388e-09
6.05,2.057288154209036e-09
6.05025,2.0575484565586771e-09
6.0505,2.0578467316461105e-09
6.05075,2.0581954061926078e-09
6.051,2.0586056078129687e-09
6.05125,2.0590861856011717e-09
6.0515,2.0596479968666156e-09
6.05175,2.060292244449219e-09
6.052,2.0610202492621028e-09
6.05225,2.0618277884424379e-09
6.0525,2.06271531611094e-09
6.05275,2.0636741287716262e-09
6.053,2.064695999463406e-09
6.05325,2.0657688210289739e-09
6.0535,2.0668878602393572e-09
6.05375,2.0680403484974483e-09
6.054,2.0692157728744708e-09
6.05425,2.0704036580426417e-09
6.0545,2.0715985455331152e-09
6.05475,2.072794214142208e-09
6.055,2.0739846734727923e-09
6.05525,2.0751630316160278e-09
6.0555,2.0763342588616799e-09
6.05575,2.0774941747506006e-09
6.056,2.0786436360899415e-09
6.05625,2.0797814022295612e-09
6.0565,2.0809162509170934e-09
6.05675,2.0820480400446092e-09
6.057,2.0831802227083982e-09
6.05725,2.0843136384927445e-09
6.0575,2.0854562154815371e-09
6.05775,2.0866174979086897e-09
6.058,2.0878007412924823e-09
6.05825,2.0890058073441573e-09
6.0585,2.0902455508998432e-09
6.05875,2.0915318912659636e-09
6.059,2.0928685258645716e-09
6.05925,2.0942566682632706e-09
6.0595,2.0957094831475858e-09
6.05975,2.0972384799790954e-09
6.06,2.0988459275954483e-09
6.06025,2.1005312583334389e-09
6.0605,2.1023072379097999e-09
6.06075,2.1041822291182923e-09
6.061,2.1061558817263643e-09
6.06125,2.1082229879551809e-09
6.0615,2.1103941826240495e-09
6.06175,2.112678197530758e-09
6.062,2.1150676085599267e-09
6.06225,2.1175558059731496e-09
6.0625,2.1201571935037575e-09
6.06275,2.1228626243336769e-09
6.063,2.125670890465939e-09
6.06325,2.1285702382446657e-09
6.0635,2.1315719108774744e-09
6.06375,2.134663600672995e-09
6.064,2.1378394777343187e-09
6.06425,2.141083874930108e-09
6.0645,2.144408882477865e-09
6.06475,2.1477994159046315e-09
6.065,2.1512510219114055e-09
6.06525,2.1547485673486387e-09
6.0655,2.1582954994579768e-09
6.06575,2.1618980989267687e-09
6.066,2.1655500801401432e-09
6.06625,2.1692426216377675e-09
6.0665,2.1729856038954046e-09
6.06675,2.1767879161998398e-09
6.067,2.1806464802234806e-09
6.06725,2.184553286455782e-09
6.0675,2.1885229312641283e-09
6.06775,2.1925698734129121e-09
6.068,2.1966906970521703e-09
6.06825,2.2008745572476245e-09
6.0685,2.2051508597906221e-09
6.06875,2.2095120636324965e-09
6.069,2.2139472901476963e-09
6.06925,2.218485693525107e-09
6.0695,2.2231189342432592e-09
6.06975,2.2278480006498303e-09
6.07,2.2326623486192717e-09
6.07025,2.2375707301260324e-09
6.0705,2.2425907230595911e-09
6.07075,2.2477084785466351e-09
6.071,2.2529071266651081e-09
6.07125,2.2582010271846115e-09
6.0715,2.263598367533564e-09
6.07175,2.2690857016415535e-09
6.072,2.2746418917384303e-09
6.07225,2.2802832626478469e-09
6.0725,2.2860163207788953e-09
6.07275,2.2918256610490896e-09
6.073,2.2976956017313646e-09
6.07325,2.3036397351802272e-09
6.0735,2.3096661644135837e-09
6.07375,2.31576724571458e-09
6.074,2.3219215865564116e-09
6.07425,2.3281523420748181e-09
6.0745,2.3344744580104885e-09
6.07475,2.3408782420406503e-09
6.075,2.3473494331880024e-09
6.07525,2.3539107450870927e-09
6.0755,2.3605782603251927e-09
6.07575,2.3673455260487868e-09
6.076,2.3741935142818642e-09
6.07625,2.3811451573396587e-09
6.0765,2.3882202642615081e-09
6.07675,2.3954007005870629e-09
6.077,2.4026664837561213e-09
6.07725,2.4100353380029623e-09
6.0775,2.4175164261624123e-09
6.07775,2.4250888376594049e-09
6.078,2.4327260750460551e-09
6.07825,2.4404407499987672e-09
6.0785,2.448234582090879e-09
6.07875,2.4560901878451703e-09
6.079,2.4639787907927664e-09
6.07925,2.4719135090439497e-09
6.0795,2.4798975020636205e-09
6.07975,2.4879102971763181e-09
6.08,2.4959304243820169e-09
6.08025,2.5039734335792227e-09
6.0805,2.5120473146506253e-09
6.08075,2.5201391441735429e-09
6.081,2.5282226778273296e-09
6.08125,2.5363154920556817e-09
6.0815,2.5444244606118016e-09
6.08175,2.5525378803927909e-09
6.082,2.5606282849734316e-09
6.08225,2.568712711343844e-09
6.0825,2.5767953715808322e-09
6.08275,2.5848608481771106e-09
6.083,2.5928817872137804e-09
6.08325,2.600873473913467e-09
6.0835,2.6088385042399187e-09
6.08375,2.6167577933555477e-09
6.084,2.6246062661041619e-09
6.08425,2.6323938408335019e-09
6.0845,2.6401224422791707e-09
6.08475,2.647775418219507e-09
6.085,2.6553216220094555e-09
6.08525,2.6627750898664823e-09
6.0855,2.6701382794263426e-09
6.08575,2.6773878543839366e-09
6.086,2.6844976855189321e-09
6.08625,2.6914775268187203e-09
6.0865,2.6983344054899889e-09
6.08675,2.7050526004977529e-09
6.087,2.7116117562169845e-09
6.08725,2.7180286148041448e-09
6.0875,2.7243246479885133e-09
6.08775,2.7304905570528392e-09
6.088,2.7365155544958584e-09
6.08825,2.7424349200317257e-09
6.0885,2.7482766165224857e-09
6.08875,2.7540410385398457e-09
6.089,2.7597239180144933e-09
6.08925,2.7653642770615903e-09
6.0895,2.7709932104258696e-09
6.08975,2.7766087858862747e-09
6.09,2.7822032124124456e-09
6.09025,2.7878067839995356e-09
6.0905,2.7934434523581899e-09
6.09075,2.7991020181134615e-09
6.091,2.8047638514045478e-09
6.09125,2.8104474962687408e-09
6.0915,2.8161653178865606e-09
6.09175,2.8218981173161288e-09
6.092,2.8276229054566883e-09
6.09225,2.8333508200038202e-09
6.0925,2.8390878972720358e-09
6.09275,2.8448193409177425e-09
6.093,2.8505151797410964e-09
6.09325,2.8562103470260013e-09
6.0935,2.8618826566880316e-09
6.09375,2.8675147285544729e-09
6.094,2.8731343508288111e-09
6.09425,2.8787274036122378e-09
6.0945,2.8842973778511283e-09
6.09475,2.8898279436017972e-09
6.095,2.8953302081550362e-09
6.09525,2.9008222557282814e-09
6.0955,2.9062923925398452e-09
6.09575,2.9117189845514202e-09
6.096,2.9171325909377842e-09
6.09625,2.9225095897657558e-09
6.0965,2.9278427657871603e-09
6.09675,2.933108586723831e-09
6.097,2.9383162623694061e-09
6.09725,2.9434429591419323e-09
6.0975,2.9484749946707249e-09
6.09775,2.9533864477027445e-09
6.098,2.9581659715790811e-09
6.09825,2.9628136180885535e-09
6.0985,2.9673088314863258e-09
6.09875,2.9716307294982245e-09
6.099,2.9757845798216755e-09
6.09925,2.9797710216787303e-09
6.0995,2.9835843985610642e-09
6.09975,2.9872106780021382e-09
6.1,2.9906806351226009e-09
6.10025,2.9939921289614604e-09
6.1005,2.9971543452699057e-09
6.10075,3.0001656001367704e-09
6.101,3.0030600735462675e-09
6.10125,3.0058408098447127e-09
6.1015,3.0085219330753487e-09
6.10175,3.0111046616294744e-09
6.102,3.0136185995001651e-09
6.10225,3.0160636385155724e-09
6.1025,3.018447790722318e-09
6.10275,3.0207689478831428e-09
6.103,3.0230493882933471e-09
6.10325,3.0252848661135689e-09
6.1035,3.0274777947874834e-09
6.10375,3.0296229585327943e-09
6.104,3.0317378091166928e-09
6.10425,3.0338164851424535e-09
6.1045,3.0358610056120939e-09
6.10475,3.0378666661844605e-09
6.105,3.0398485515385261e-09
6.10525,3.0418031937318033e-09
6.1055,3.0437322283684293e-09
6.10575,3.0456297375832802e-09
6.106,3.047507089493799e-09
6.10625,3.0493596251932019e-09
6.1065,3.0511828840641598e-09
6.10675,3.0529703186738994e-09
6.107,3.054727202277094e-09
6.10725,3.0564436825676146e-09
6.1075,3.0581141401353591e-09
6.10775,3.059730001640973e-09
6.108,3.0612928164277201e-09
6.10825,3.0627944786120873e-09
6.1085,3.0642319978416563e-09
6.10875,3.0656006725292558e-09
6.109,3.0668950863617872e-09
6.10925,3.0681240899077935e-09
6.1095,3.0692860118216817e-09
6.10975,3.0703832513829659e-09
6.11,3.0714164540023347e-09
6.11025,3.0723965587684516e-09
6.1105,3.0733258361362479e-09
6.11075,3.0742102704203141e-09
6.111,3.075054828511284e-09
6.11125,3.0758610383569263e-09
6.1115,3.0766393246072729e-09
6.11175,3.0773892336444638e-09
6.112,3.0781139364603184e-09
