Physical Time (s),ep_left Monitor (W)
5.044,3.3986129280575356e-09
5.04425,3.3962949134486887e-09
5.0445,3.3937081507757884e-09
5.04475,3.3908534804345787e-09
5.045,3.3877359692301713e-09
5.04525,3.3843567332643117e-09
5.0455,3.3807142053234272e-09
5.04575,3.3768063449730188e-09
5.046,3.3726411719526286e-09
5.04625,3.3682168558346868e-09
5.0465,3.3635287991327018e-09
5.04675,3.3585892061753684e-09
5.047,3.353417269510184e-09
5.04725,3.3480216079964235e-09
5.0475,3.3424126267881397e-09
5.04775,3.3366204992834889e-09
5.048,3.3306751721175349e-09
5.04825,3.324598410424926e-09
5.0485,3.3184135553385159e-09
5.04875,3.3121540938374404e-09
5.049,3.3058572844553787e-09
5.04925,3.2995412856373429e-09
5.0495,3.2932249316429397e-09
5.04975,3.2869343156314232e-09
5.05,3.2806991168290414e-09
5.05025,3.2745246514269099e-09
5.0505,3.2684086797048841e-09
5.05075,3.2623667963773716e-09
5.051,3.2564163651959943e-09
5.05125,3.2505477133444402e-09
5.0515,3.2447533129818455e-09
5.05175,3.2390441358858711e-09
5.052,3.2334335572693972e-09
5.05225,3.2279137120810053e-09
5.0525,3.2224855803697078e-09
5.05275,3.2171633635181453e-09
5.053,3.211969875821272e-09
5.05325,3.2069079016462141e-09
5.0535,3.2019788265698409e-09
5.05375,3.1972061649044256e-09
5.054,3.1926182759747355e-09
5.05425,3.1882168530218821e-09
5.0545,3.1840067771682776e-09
5.05475,3.180008218418257e-09
5.055,3.176240290234038e-09
5.05525,3.1727014894821153e-09
5.0555,3.1693914046557348e-09
5.05575,3.1663349790276538e-09
5.056,3.1635062716586606e-09
5.05625,3.1609303395091887e-09
5.0565,3.1585975148300785e-09
5.05675,3.1564950331299749e-09
5.057,3.1546316080605624e-09
5.05725,3.1530099987891867e-09
5.0575,3.1516219942773285e-09
5.05775,3.1504689933341926e-09
5.058,3.149533508003512e-09
5.05825,3.1488190946337717e-09
5.0585,3.1483223500180463e-09
5.05875,3.1480272911541577e-09
5.059,3.1479293254899214e-09
5.05925,3.1480073947580797e-09
5.0595,3.148252977013348e-09
5.05975,3.1486589271669041e-09
5.06,3.1492043173470904e-09
5.06025,3.1498713670881477e-09
5.0605,3.1506405705280188e-09
5.06075,3.1515007925404277e-09
5.061,3.1524406871353994e-09
5.06125,3.1534409731721345e-09
5.0615,3.1544869429224514e-09
5.06175,3.1555659548206796e-09
5.062,3.1566732386757111e-09
5.06225,3.1578050500848612e-09
5.0625,3.158952428678763e-09
5.06275,3.1601089591975977e-09
5.063,3.1612738552016614e-09
5.06325,3.1624499723037783e-09
5.0635,3.1636411936795527e-09
5.06375,3.1648494959073375e-09
5.064,3.1660776522574185e-09
5.06425,3.1673351408895982e-09
5.0645,3.168630943302158e-09
5.06475,3.1699738485313519e-09
5.065,3.171372712538656e-09
5.06525,3.1728325061030677e-09
5.0655,3.174364825107194e-09
5.06575,3.1759760759438561e-09
5.066,3.1776720995401563e-09
5.06625,3.1794565352358938e-09
5.0665,3.1813246931267666e-09
5.06675,3.1832782082102271e-09
5.067,3.1853049713770834e-09
5.06725,3.1874051244584551e-09
5.0675,3.1895695401842468e-09
5.06775,3.1917784563997097e-09
5.068,3.1940215280546831e-09
5.06825,3.1962795561638529e-09
5.0685,3.1985443830897802e-09
5.06875,3.2007913546301936e-09
5.069,3.2030125500076114e-09
5.06925,3.2051981337372489e-09
5.0695,3.2073258302804938e-09
5.06975,3.2093901377502172e-09
5.07,3.2113860552922366e-09
5.07025,3.2132974465595557e-09
5.0705,3.2151263355520291e-09
5.07075,3.2168655822586874e-09
5.071,3.2185188265374957e-09
5.07125,3.2200776269502433e-09
5.0715,3.2215436700694274e-09
5.07175,3.2229199921213498e-09
5.072,3.2242083382001348e-09
5.07225,3.2254119673876092e-09
5.0725,3.2265341715604644e-09
5.07275,3.2275786330093369e-09
5.073,3.2285432293298503e-09
5.07325,3.2294335913426458e-09
5.0735,3.2302448099988018e-09
5.07375,3.2309755321875268e-09
5.074,3.2316210788119055e-09
5.07425,3.2321746053965344e-09
5.0745,3.2326249688447819e-09
5.07475,3.2329545126619381e-09
5.075,3.2331534621695734e-09
5.07525,3.2332073100924408e-09
5.0755,3.233095690991481e-09
5.07575,3.2328009538133739e-09
5.076,3.2323031280349164e-09
5.07625,3.2315993914632149e-09
5.0765,3.2306698452940884e-09
5.07675,3.2295060815260687e-09
5.077,3.2280894178904223e-09
5.07725,3.2264283070109879e-09
5.0775,3.2245099255753203e-09
5.07775,3.2223326654756199e-09
5.078,3.2198829835377724e-09
5.07825,3.217179757976428e-09
5.0785,3.2142087671248425e-09
5.07875,3.2109572528250044e-09
5.079,3.207451506587119e-09
5.07925,3.2036751973589885e-09
5.0795,3.1996129726242963e-09
5.07975,3.1952959923425098e-09
5.08,3.1907065076346138e-09
5.08025,3.1858307006893419e-09
5.0805,3.1806999060472569e-09
5.08075,3.1752974631204138e-09
5.081,3.1696038633746369e-09
5.08125,3.1636578369819646e-09
5.0815,3.1574345403573249e-09
5.08175,3.1509117819819656e-09
5.082,3.1441288551917487e-09
5.08225,3.1370591364765202e-09
5.0825,3.129672687703504e-09
5.08275,3.1220209841762473e-09
5.083,3.1140698864270127e-09
5.08325,3.1057891087927947e-09
5.0835,3.0972400945425948e-09
5.08375,3.0883964677169927e-09
5.084,3.0792703755003322e-09
5.08425,3.069825649192571e-09
5.0845,3.0601483923905835e-09
5.08475,3.0502045325745924e-09
5.085,3.0400351198526679e-09
5.08525,3.0296083939184149e-09
5.0855,3.0190255215121014e-09
5.08575,3.0082551114680574e-09
5.086,2.9973419132571911e-09
5.08625,2.9862494147609805e-09
5.0865,2.9750847267034932e-09
5.08675,2.963814959949382e-09
5.087,2.9524838485989274e-09
5.08725,2.9410537174824815e-09
5.0875,2.9296239029789603e-09
5.08775,2.9181571635297612e-09
5.088,2.9066910325028892e-09
5.08825,2.895180901063489e-09
5.0885,2.8837251759707895e-09
5.08875,2.8722849025885251e-09
5.089,2.8608890665292029e-09
5.08925,2.8494888265580777e-09
5.0895,2.8381891524140301e-09
5.08975,2.8269348244477376e-09
5.09,2.8157574171688175e-09
5.09025,2.8045937876447859e-09
5.0905,2.7935510891813826e-09
5.09075,2.7825719196541613e-09
5.091,2.7716750551933622e-09
5.09125,2.7608032946468229e-09
5.0915,2.7500562107407164e-09
5.09175,2.7393661432134453e-09
5.092,2.7287567745236083e-09
5.09225,2.7181527944380184e-09
5.0925,2.7076627732958348e-09
5.09275,2.6972139620792859e-09
5.093,2.6868231950252678e-09
5.09325,2.6764198302519621e-09
5.0935,2.666098713170094e-09
5.09375,2.655796957250974e-09
5.094,2.6455298734760699e-09
5.09425,2.6352313597942042e-09
5.0945,2.6249972047639377e-09
5.09475,2.6147660510176518e-09
5.095,2.6045547079063208e-09
5.09525,2.5943008310402518e-09
5.0955,2.5841015033118722e-09
5.09575,2.5739013404085715e-09
5.096,2.5637195725746566e-09
5.09625,2.5534965131674051e-09
5.0965,2.5433286159504275e-09
5.09675,2.5331616282216907e-09
5.097,2.5230113979960276e-09
5.09725,2.5128171265915728e-09
5.0975,2.5026778102037336e-09
5.09775,2.492533614134542e-09
5.098,2.4823429915387468e-09
5.09825,2.4721949886514227e-09
5.0985,2.4620433455819669e-09
5.09875,2.4518539881306961e-09
5.099,2.4417122087240073e-09
5.09925,2.431575643048783e-09
5.0995,2.421405080351442e-09
5.09975,2.4112924550957541e-09
5.1,2.4012011698551288e-09
5.10025,2.3911023015212398e-09
5.1005,2.3810864433893423e-09
5.10075,2.3711235020179409e-09
5.101,2.3611799481547576e-09
5.10125,2.3513508102931473e-09
5.1015,2.3415941922371495e-09
5.10175,2.3319332398006993e-09
5.102,2.3223140635857513e-09
5.10225,2.3128249582009153e-09
5.1025,2.3034247872276218e-09
5.10275,2.2941375345123427e-09
5.103,2.2849043206486494e-09
5.10325,2.2758057246279136e-09
5.1035,2.2667921225676697e-09
5.10375,2.2578215480130589e-09
5.104,2.2489748712249026e-09
5.10425,2.2402005265743112e-09
5.1045,2.23144620584835e-09
5.10475,2.2227954006881448e-09
5.105,2.2141950894230865e-09
5.10525,2.2055921451090431e-09
5.1055,2.197072906075311e-09
5.10575,2.1885830004429619e-09
5.106,2.18008573899244e-09
5.10625,2.1716542182452362e-09
5.1065,2.1632488242570094e-09
5.10675,2.1548396735892185e-09
5.107,2.1465022337191386e-09
5.10725,2.1381982597739225e-09
5.1075,2.1298999913513e-09
5.10775,2.1216802243746429e-09
5.108,2.1135034064627833e-09
5.10825,2.1053373642420819e-09
5.1085,2.0972579799083827e-09
5.10875,2.0892246825463532e-09
5.109,2.0811956361438654e-09
5.10925,2.0732062790133163e-09
5.1095,2.0652667249315996e-09
5.10975,2.0573587231156106e-09
5.11,2.0495010521469149e-09
5.11025,2.0416357466651596e-09
5.1105,2.0337833895685269e-09
5.11075,2.0259579008768897e-09
5.111,2.0181359284986057e-09
5.11125,2.0103437227998781e-09
5.1115,2.0025357737844861e-09
5.11175,1.9947302555175903e-09
5.112,1.986945363389244e-09
5.11225,1.9791637553316456e-09
5.1125,1.9714138532594791e-09
5.11275,1.9636477578001813e-09
5.113,1.9558945228324077e-09
5.11325,1.94817249078974e-09
5.1135,1.940465232454994e-09
5.11375,1.9328073987949431e-09
5.114,1.9251530350791352e-09
5.11425,1.9175326220717514e-09
5.1145,1.9099718343033805e-09
5.11475,1.9024559076134113e-09
5.115,1.8950154239962032e-09
5.11525,1.8876160596199353e-09
5.1155,1.8802913521722267e-09
5.11575,1.8730648731966272e-09
5.116,1.865934131341215e-09
5.11625,1.858932393201572e-09
5.1165,1.8520340908268879e-09
5.11675,1.8452733380852015e-09
5.117,1.8386763003440105e-09
5.11725,1.8322411210129764e-09
5.1175,1.8260029967842843e-09
5.11775,1.8199347846302751e-09
5.118,1.8140694829085931e-09
5.11825,1.8084336070296791e-09
5.1185,1.8030259595284743e-09
5.11875,1.797877063456199e-09
5.119,1.792963042034736e-09
5.11925,1.7883152900569772e-09
5.1195,1.7839586654057166e-09
5.11975,1.7798896693280859e-09
5.12,1.7761332238975824e-09
5.12025,1.7726737171510682e-09
5.1205,1.7695315168911016e-09
5.12075,1.7667249786061365e-09
5.121,1.7642474957300625e-09
5.12125,1.7621099383918312e-09
5.1215,1.7603010989089808e-09
5.12175,1.7588296138513264e-09
5.122,1.7577025062023628e-09
5.12225,1.7569094672536944e-09
5.1225,1.7564499705861349e-09
5.12275,1.7563089067553681e-09
5.123,1.7564863901751454e-09
5.12325,1.7569790491070428e-09
5.1235,1.757777135518828e-09
5.12375,1.7588676631546891e-09
5.124,1.7602431506026254e-09
5.12425,1.7619003774093912e-09
5.1245,1.763831308487854e-09
5.12475,1.7660294028405376e-09
5.125,1.7684815658996533e-09
5.12525,1.7711921435577671e-09
5.1255,1.7741544348795039e-09
5.12575,1.7773621765486025e-09
5.126,1.780813368923866e-09
5.12625,1.7844891528502095e-09
5.1265,1.7883983427743125e-09
5.12675,1.7925286979434009e-09
5.127,1.7968689660729286e-09
5.12725,1.8014105603561615e-09
5.1275,1.8061389243686993e-09
5.12775,1.811042325585074e-09
5.128,1.8160942489067474e-09
5.12825,1.8212909830391195e-09
5.1285,1.8266324253442935e-09
5.12875,1.8320938905286422e-09
5.129,1.8376530911793313e-09
5.12925,1.8433060863525145e-09
5.1295,1.8490550711556623e-09
5.12975,1.8548769323287499e-09
5.13,1.8607482230430946e-09
5.13025,1.8666756501162986e-09
5.1305,1.8726615597200423e-09
5.13075,1.8786862474034113e-09
5.131,1.8847208621620832e-09
5.13125,1.8907724296211591e-09
5.1315,1.8968474886477763e-09
5.13175,1.9029209625264189e-09
5.132,1.9089661968320111e-09
5.13225,1.914992921633977e-09
5.1325,1.9210088022354066e-09
5.13275,1.9269893617316751e-09
5.133,1.9329085387541024e-09
5.13325,1.938775753810829e-09
5.1335,1.9445978296840833e-09
5.13375,1.9503535119479327e-09
5.134,1.9560138027422565e-09
5.13425,1.9615871557724819e-09
5.1345,1.9670858066179623e-09
5.13475,1.9724819296178685e-09
5.135,1.9777442219146489e-09
5.13525,1.9828813085579243e-09
5.1355,1.9879042314477304e-09
5.13575,1.9927807337675963e-09
5.136,1.9974886238359938e-09
5.13625,2.002032369996317e-09
5.1365,2.0064188648128396e-09
5.13675,2.010625684653469e-09
5.137,2.0146306255779601e-09
5.13725,2.0184415052927279e-09
5.1375,2.0220630281561929e-09
5.13775,2.0254784308960403e-09
5.138,2.0286679565442758e-09
5.13825,2.0316336935385906e-09
5.1385,2.0343800669384059e-09
5.13875,2.0368866098453797e-09
5.139,2.0391325754553383e-09
5.13925,2.0411197459037032e-09
5.1395,2.0428459237129919e-09
5.13975,2.0442949109417529e-09
5.14,2.0454520125813084e-09
5.14025,2.0463183240084701e-09
5.1405,2.046894520899434e-09
5.14075,2.047173235048056e-09
5.141,2.0471513106955366e-09
5.14125,2.046836180561964e-09
5.1415,2.0462361896194431e-09
5.14175,2.0453566033625361e-09
5.142,2.0442075881526841e-09
5.14225,2.0428034106337929e-09
5.1425,2.0411566304611922e-09
5.14275,2.0392810287890074e-09
5.143,2.0371952641571868e-09
5.14325,2.0349147059704604e-09
5.1435,2.0324515754829709e-09
5.14375,2.0298228995461099e-09
5.144,2.0270502972216476e-09
5.14425,2.0241423395947523e-09
5.1445,2.0211070599666741e-09
5.14475,2.0179615574058742e-09
5.145,2.0147270804808735e-09
5.14525,2.0114044041883038e-09
5.1455,2.007989102681949e-09
5.14575,2.0045005469896582e-09
5.146,2.0009554950351134e-09
5.14625,1.9973480339024339e-09
5.1465,1.9936737324544584e-09
5.14675,1.9899458958124007e-09
5.147,1.9861794589587586e-09
5.14725,1.9823688869126198e-09
5.1475,1.9785164593430447e-09
5.14775,1.9746338961301995e-09
5.148,1.9707421386810231e-09
5.14825,1.9668413316766241e-09
5.1485,1.9629405766343857e-09
5.14875,1.959060909083372e-09
5.149,1.9552273098540224e-09
5.14925,1.9514556473629768e-09
5.1495,1.9477573382734661e-09
5.14975,1.9441629373493761e-09
5.15,1.9407035613563647e-09
5.15025,1.9373953118803175e-09
5.1505,1.9342539492687893e-09
5.15075,1.9313082073389985e-09
5.151,1.9285885111995004e-09
5.15125,1.9261054743268701e-09
5.1515,1.923873213767514e-09
5.15175,1.9219162183991413e-09
5.152,1.9202500927173641e-09
5.15225,1.9188823087347425e-09
5.1525,1.9178243078869368e-09
5.15275,1.9170854250699289e-09
5.153,1.9166708577098461e-09
5.15325,1.9165830622969929e-09
5.1535,1.9168251214358814e-09
5.15375,1.91739801899671e-09
5.154,1.9182954234403337e-09
5.15425,1.9195192509240225e-09
5.1545,1.9210694971868085e-09
5.15475,1.9229399331594874e-09
5.155,1.9251183129095625e-09
5.15525,1.9276081468028278e-09
5.1555,1.9304164234868721e-09
5.15575,1.9335320933533435e-09
5.156,1.9369358769682242e-09
5.15625,1.9406383194727025e-09
5.1565,1.9446545062144591e-09
5.15675,1.9489676570752805e-09
5.157,1.9535574541842493e-09
5.15725,1.9584369060411638e-09
5.1575,1.9636253902049283e-09
5.15775,1.9691044379742914e-09
5.158,1.974846971942539e-09
5.15825,1.9808730202125918e-09
5.1585,1.9872091426141287e-09
5.15875,1.9938317285423564e-09
5.159,2.0007074299887927e-09
5.15925,2.0078688785732396e-09
5.1595,2.0153458339383925e-09
5.15975,2.0231114873430821e-09
5.16,2.0311308602444839e-09
5.16025,2.0394345556939652e-09
5.1605,2.0480563585192118e-09
5.16075,2.056965716979977e-09
5.161,2.0661237726226265e-09
5.16125,2.0755574138749144e-09
5.1615,2.0853005354856429e-09
5.16175,2.0953147768605961e-09
5.162,2.1055518518602748e-09
5.16225,2.1160438817739624e-09
5.1625,2.1268252278674128e-09
5.16275,2.1378529544679525e-09
5.163,2.1490697925664234e-09
5.16325,2.1605121802048602e-09
5.1635,2.1722136043417517e-09
5.16375,2.1841276561528126e-09
5.164,2.1961959062765711e-09
5.16425,2.2084535710123389e-09
5.1645,2.2209334761233055e-09
5.16475,2.233583614217788e-09
5.165,2.2463483301950157e-09
5.16525,2.2592557001817115e-09
5.1655,2.272343763520344e-09
5.16575,2.2855607212892586e-09
5.166,2.2988401940069945e-09
5.16625,2.3122111731531143e-09
5.1665,2.3257266817241237e-09
5.16675,2.3393206728151451e-09
5.167,2.3529204583641823e-09
5.16725,2.366574692198345e-09
5.1675,2.3803316336389898e-09
5.16775,2.3941233860675346e-09
5.168,2.4078835550779072e-09
5.16825,2.4216575716385143e-09
5.1685,2.4354862148780418e-09
5.16875,2.4493141581981732e-09
5.169,2.4630729302952959e-09
5.16925,2.4768096976428638e-09
5.1695,2.4905719046090564e-09
5.16975,2.5042976904224283e-09
5.17,2.5179266951793188e-09
5.17025,2.5315027871871769e-09
5.1705,2.5450723054633713e-09
5.17075,2.5585740629866271e-09
5.171,2.5719523261484835e-09
5.17125,2.5852473485206383e-09
5.1715,2.598502478963189e-09
5.17175,2.6116668319672296e-09
5.172,2.6246786184226387e-09
5.17225,2.6375786558006089e-09
5.1725,2.6503995420114169e-09
5.17275,2.6631012225593834e-09
5.173,2.6756232104653432e-09
5.17325,2.688007989849497e-09
5.1735,2.7003066211569146e-09
5.17375,2.7124670377600184e-09
5.174,2.7244348003004872e-09
5.17425,2.7362533588774009e-09
5.1745,2.747969875699248e-09
5.17475,2.7595391170256475e-09
5.175,2.7709097442120773e-09
5.17525,2.7821229400283501e-09
5.1755,2.7932221541759753e-09
5.17575,2.8041643685350116e-09
5.176,2.8149036704606807e-09
5.17625,2.8254780037609725e-09
5.1765,2.8358640871760604e-09
5.17675,2.8461303322884394e-09
5.177,2.8562280765182391e-09
5.17725,2.8661159338480706e-09
5.1775,2.8758273482246321e-09
5.17775,2.8853294385632601e-09
5.178,2.8946893376572959e-09
5.17825,2.9038641154701117e-09
5.1785,2.9128225151227152e-09
5.17875,2.9216022756803728e-09
5.179,2.9301795456324307e-09
5.17925,2.938618111812076e-09
5.1795,2.9468865965925785e-09
5.17975,2.9549642536367211e-09
5.18,2.9628781299829321e-09
5.18025,2.970612548815285e-09
5.1805,2.9782284338348703e-09
5.18075,2.9856952957670603e-09
5.181,2.9929939277234401e-09
5.18125,3.0001476062723095e-09
5.1815,3.007137434997733e-09
5.18175,3.0140116312209108e-09
5.182,3.0207418277038212e-09
5.18225,3.0273047913309279e-09
5.1825,3.033723805234756e-09
5.18275,3.0399793835712752e-09
5.183,3.0461176360006624e-09
5.18325,3.0521119940853004e-09
5.1835,3.0579475284078565e-09
5.18375,3.063652027612947e-09
5.184,3.0692148719971151e-09
5.18425,3.0746771631003678e-09
5.1845,3.0800282217638474e-09
5.18475,3.0852577158476078e-09
5.185,3.0903895892658914e-09
5.18525,3.0954141612533863e-09
5.1855,3.1003723488030457e-09
5.18575,3.1052501524740317e-09
5.186,3.1100329824328378e-09
5.18625,3.1147433391215271e-09
5.1865,3.1193691481086109e-09
5.18675,3.1239448150259171e-09
5.187,3.1284530477047521e-09
5.18725,3.132875391361421e-09
5.1875,3.1372289634836627e-09
5.18775,3.1415000544461466e-09
5.188,3.1457212925051904e-09
5.18825,3.1498691840892034e-09
5.1885,3.1539255281646047e-09
5.18875,3.1579075225535455e-09
5.189,3.1618223448149292e-09
5.18925,3.1656582095117476e-09
5.1895,3.1693935230513972e-09
5.18975,3.1730475736579338e-09
5.19,3.1766392403034721e-09
5.19025,3.1801532381579527e-09
5.1905,3.1835737707211593e-09
5.19075,3.1869210653543593e-09
5.191,3.1901896149368784e-09
5.19125,3.1934096060998336e-09
5.1915,3.196566162169005e-09
5.19175,3.1996500688455676e-09
5.192,3.2026789336244796e-09
5.19225,3.2056432871264131e-09
5.1925,3.2085701331385062e-09
5.19275,3.211444240182271e-09
5.193,3.2142513414655133e-09
5.19325,3.2170021618293493e-09
5.1935,3.21968605119233e-09
5.19375,3.2223181079209189e-09
5.194,3.2248783005006763e-09
5.19425,3.2273484277729583e-09
5.1945,3.2297354547249692e-09
5.19475,3.2320256806799382e-09
5.195,3.2342353966190324e-09
5.19525,3.2363481704591388e-09
5.1955,3.2383517304639744e-09
5.19575,3.2402581252180274e-09
5.196,3.2420641866104133e-09
5.19625,3.2437906548432904e-09
5.1965,3.2454333595406671e-09
5.19675,3.2469901175141642e-09
5.197,3.2484775043912636e-09
5.19725,3.249900199371685e-09
5.1975,3.2512799853307976e-09
5.19775,3.2526146702673335e-09
5.198,3.2539030342441799e-09
5.19825,3.2551596545641341e-09
5.1985,3.2563870316577874e-09
5.19875,3.2575990967136252e-09
5.199,3.2587903811790286e-09
5.19925,3.2599548227540603e-09
5.1995,3.2610977718825862e-09
5.19975,3.2622203418889527e-09
5.2,3.2633123972643792e-09
5.20025,3.2643611138540444e-09
5.2005,3.2653629478254411e-09
5.20075,3.2663121419648274e-09
5.201,3.2671920445947506e-09
5.20125,3.2679860809481085e-09
5.2015,3.2686846497280592e-09
5.20175,3.2692774734474421e-09
5.202,3.2697505104391206e-09
5.20225,3.270091143692262e-09
5.2025,3.2702933224495665e-09
5.20275,3.2703488267021115e-09
5.203,3.2702536808903745e-09
5.20325,3.2700065504612257e-09
5.2035,3.2696065117935127e-09
5.20375,3.2690540946677242e-09
5.204,3.2683544248277615e-09
5.20425,3.2675147086274002e-09
5.2045,3.2665378481915192e-09
5.20475,3.2654279688948563e-09
5.205,3.2641936840362989e-09
5.20525,3.2628417947349036e-09
5.2055,3.2613779684996222e-09
5.20575,3.2598071028265391e-09
5.206,3.2581401548678472e-09
5.20625,3.2563908118218205e-09
5.2065,3.254560225670772e-09
5.20675,3.2526547677880039e-09
5.207,3.2506873716195395e-09
5.20725,3.2486716473511636e-09
5.2075,3.2466128478986447e-09
5.20775,3.2445114715815765e-09
5.208,3.2423799022072468e-09
5.20825,3.2402364455666735e-09
5.2085,3.238080721666962e-09
5.20875,3.2359061583438956e-09
5.209,3.2337257633837712e-09
5.20925,3.231551131655343e-09
5.2095,3.2293742234519721e-09
5.20975,3.2271836573341687e-09
5.21,3.2249911250000728e-09
5.21025,3.2228033936422215e-09
5.2105,3.220611303989553e-09
5.21075,3.2184050772703278e-09
5.211,3.2162055489111778e-09
5.21125,3.2139885448886441e-09
5.2115,3.2117789727821529e-09
5.21175,3.2095682002857743e-09
5.212,3.2073437063716136e-09
5.21225,3.2051192672616137e-09
5.2125,3.2029055753931042e-09
5.21275,3.2006948007921205e-09
5.213,3.1984942382488087e-09
5.21325,3.1962886319610143e-09
5.2135,3.194090787030772e-09
5.21375,3.1919081327964939e-09
5.214,3.1897303075112442e-09
5.21425,3.1875648535717812e-09
5.2145,3.185397633174829e-09
5.21475,3.1832356033623818e-09
5.215,3.1810860822621882e-09
5.21525,3.1789396255462292e-09
5.2155,3.1768024906027849e-09
5.21575,3.1746582337291342e-09
5.216,3.1725182384298649e-09
5.21625,3.1703898621690583e-09
5.2165,3.168266329696346e-09
5.21675,3.1661561829382523e-09
5.217,3.1640496199274645e-09
5.21725,3.1619583140370656e-09
5.2175,3.1598937698778316e-09
5.21775,3.1578533470939694e-09
5.218,3.1558479746994094e-09
5.21825,3.1538691980644521e-09
5.2185,3.151930474181241e-09
5.21875,3.150042173208476e-09
5.219,3.1481994433978205e-09
5.21925,3.1464032201297942e-09
5.2195,3.14465807843386e-09
5.21975,3.142971999490033e-09
5.22,3.1413379776562395e-09
5.22025,3.1397488207544071e-09
5.2205,3.1382081433266148e-09
5.22075,3.1367194481746838e-09
5.221,3.1352760660068716e-09
5.22125,3.1338749704883886e-09
5.2215,3.132518077200317e-09
5.22175,3.1312090200364747e-09
5.222,3.129944336899203e-09
5.22225,3.1287227071455918e-09
5.2225,3.1275480532069873e-09
5.22275,3.1264237333163308e-09
5.223,3.1253477856763588e-09
5.22325,3.1243193462371798e-09
5.2235,3.1233395374629611e-09
5.22375,3.1224087654839019e-09
5.224,3.1215223154839646e-09
5.22425,3.120676080763232e-09
5.2245,3.1198688427424814e-09
5.22475,3.1190987286685697e-09
5.225,3.1183576119267409e-09
5.22525,3.117641928689471e-09
5.2255,3.1169476802972342e-09
5.22575,3.1162733949853142e-09
5.226,3.115613194218548e-09
5.22625,3.1149634576993662e-09
5.2265,3.1143218184331076e-09
5.22675,3.1136893815222931e-09
5.227,3.1130612858163361e-09
5.22725,3.1124335881094785e-09
5.2275,3.1118063850523669e-09
5.22775,3.1111800941476017e-09
5.228,3.1105502309116802e-09
5.22825,3.1099106032985604e-09
5.2285,3.1092597280672845e-09
5.22875,3.108595950348835e-09
5.229,3.1079116128972487e-09
5.22925,3.1071968573696627e-09
5.2295,3.1064474531347657e-09
5.22975,3.1056617309096595e-09
5.23,3.1048278297344527e-09
5.23025,3.1039333220542219e-09
5.2305,3.1029733720565484e-09
5.23075,3.1019478223866351e-09
5.231,3.1008414306270353e-09
5.23125,3.0996408153829067e-09
5.2315,3.0983451096184428e-09
5.23175,3.0969551083000222e-09
5.232,3.0954561211592734e-09
5.23225,3.0938303816984387e-09
5.2325,3.0920804190413181e-09
5.23275,3.0902103437929367e-09
5.233,3.0882036623735943e-09
5.23325,3.0860435317890287e-09
5.2335,3.0837329724906593e-09
5.23375,3.0812781490961726e-09
5.234,3.0786606868435782e-09
5.23425,3.0758582240146612e-09
5.2345,3.0728766735616467e-09
5.23475,3.0697220191125104e-09
5.235,3.0663746503204567e-09
5.23525,3.06280732944811e-09
5.2355,3.0590272641619317e-09
5.23575,3.0550443950348082e-09
5.236,3.0508362763998479e-09
5.23625,3.0463769012921775e-09
5.2365,3.0416779563102829e-09
5.23675,3.0367529845461333e-09
5.237,3.0315815251631073e-09
5.23725,3.0261757926895869e-09
5.2375,3.0204992654173118e-09
5.23775,3.0145761767171709e-09
5.238,3.0084238538854599e-09
5.23825,3.0020324418951501e-09
5.2385,2.9954235629502899e-09
5.23875,2.9885640405842001e-09
5.239,2.9814772164324531e-09
5.23925,2.9741900976109511e-09
5.2395,2.9666780512345217e-09
5.23975,2.9589699134053094e-09
5.24,2.9510061682892906e-09
5.24025,2.9428187194314242e-09
5.2405,2.9344307425120042e-09
5.24075,2.9258125949683446e-09
5.241,2.9169871790656136e-09
5.24125,2.9078935290912261e-09
5.2415,2.8985627143875681e-09
5.24175,2.8890215128462813e-09
5.242,2.8792394470186896e-09
5.24225,2.8692448287709417e-09
5.2425,2.8589733327562058e-09
5.24275,2.8484648481678874e-09
5.243,2.8377510692007066e-09
5.24325,2.8268086237128702e-09
5.2435,2.8156712280134678e-09
5.24375,2.8042738657758148e-09
5.244,2.7926550382350174e-09
5.24425,2.7808562359422755e-09
5.2445,2.7688417192704225e-09
5.24475,2.7566535708156133e-09
5.245,2.7442243016247506e-09
5.24525,2.7315968526814207e-09
5.2455,2.7188085026273212e-09
5.24575,2.705833756684566e-09
5.246,2.69271571459911e-09
5.24625,2.679375895726695e-09
5.2465,2.665865965226615e-09
5.24675,2.6522347226839451e-09
5.247,2.6384498873538226e-09
5.24725,2.6244984238015556e-09
5.2475,2.6104178953363308e-09
5.24775,2.5962753484809405e-09
5.248,2.5820298052691446e-09
5.24825,2.5676337143660226e-09
5.2485,2.5531549137082666e-09
5.24875,2.5386609860018015e-09
5.249,2.524107717786861e-09
5.24925,2.5094691512986973e-09
5.2495,2.494804672605365e-09
5.24975,2.4801863174170769e-09
5.25,2.4655728596412391e-09
5.25025,2.4509398831760577e-09
5.2505,2.4363508114725861e-09
5.25075,2.4218628093444627e-09
5.251,2.407447741695029e-09
5.25125,2.3931600526613585e-09
5.2515,2.3789281457912848e-09
5.25175,2.3648192100603843e-09
5.252,2.3508728577039829e-09
5.25225,2.3370734938417044e-09
5.2525,2.3234817285074634e-09
5.25275,2.3100300036392838e-09
5.253,2.2967612882335144e-09
5.25325,2.2837119369789368e-09
5.2535,2.2708631165769604e-09
5.25375,2.2582583582810816e-09
