Physical Time (s),ev_bot Monitor (W): bot_cv1,ev_bot Monitor (W): bot_cv2,ev_bot Monitor (W): bot_cv3,ev_bot Monitor (W): bot_cv4,ev_bot Monitor (W): bot_cv5,ev_bot Monitor (W): bot_cv6,ev_bot Monitor (W): bot_cv7
2.0425,9.0170363474279546e-12,7.1739957230261927e-13,3.7928907834631738e-13,4.1534936526966729e-13,4.7167484492380554e-14,-9.220008359668242e-12,-4.0547382383850351e-12
2.045,8.9835333357320716e-12,7.1409844125443574e-13,3.7859889702544614e-13,4.1859099441199128e-13,5.2192196129620927e-14,-9.1998667750241169e-12,-4.1042398631758665e-12
2.0475,8.9536238165824753e-12,7.1097048920971965e-13,3.7777708725553498e-13,4.2140772677173006e-13,5.7015199390358775e-14,-9.1818318510274037e-12,-4.1552299337528749e-12
2.05,8.92720257605614e-12,7.079994710488349e-13,3.7681466950664651e-13,4.2379638139668229e-13,6.1639130358945781e-14,-9.1658406862171067e-12,-4.2076933282862146e-12
2.0525,8.904127763055963e-12,7.0516545734899741e-13,3.7570363916918351e-13,4.2575892313324504e-13,6.6067918162585317e-14,-9.1517274516970006e-12,-4.2616034017090229e-12
2.055,8.8842170828227034e-12,7.0244661197770235e-13,3.7443865620900357e-13,4.2730145545444313e-13,7.0306921847882151e-14,-9.1392600126681463e-12,-4.3169173012873703e-12
2.0575,8.8672689489840148e-12,6.9982119525827774e-13,3.7301942894381317e-13,4.2843552387831237e-13,7.4362325209373847e-14,-9.1282331785420265e-12,-4.3735751756275765e-12
2.06,8.8530574692847914e-12,6.9726711159062646e-13,3.7144308867494382e-13,4.2918018443989046e-13,7.8240558232900874e-14,-9.1184497496190462e-12,-4.4315038227430902e-12
2.0625,8.8413427895123983e-12,6.9476311299011263e-13,3.6970459443645011e-13,4.2955399439192558e-13,8.1950126594912241e-14,-9.1096297840623033e-12,-4.4906199350649661e-12
2.065,8.8318749257935175e-12,6.9228884974015696e-13,3.6780488323460879e-13,4.2957625156212249e-13,8.5501649665092442e-14,-9.1014582672506413e-12,-4.5508298448279925e-12
2.0675,8.8243883694771259e-12,6.8982515002168828e-13,3.6575087737889877e-13,4.2927696214007019e-13,8.8905990659047178e-14,-9.0936684655932066e-12,-4.6120331683531885e-12
2.07,8.8186128242369902e-12,6.8735437978750095e-13,3.6354959694755442e-13,4.2868764854370604e-13,9.2174446773784796e-14,-9.086019419616878e-12,-4.6741195803233952e-12
2.0725,8.8142669235127454e-12,6.8486032336366868e-13,3.6120773526198999e-13,4.2784027321944201e-13,9.5320559670575578e-14,-9.0781941261152072e-12,-4.7369771615943187e-12
2.075,8.8110673843926678e-12,6.8232815074121928e-13,3.5873437425785564e-13,4.2677004411180598e-13,9.8359612092411386e-14,-9.0698302863105031e-12,-4.8004917006747759e-12
2.0775,8.8087341322637348e-12,6.7974554003879982e-13,3.5614363213977781e-13,4.2551456108692806e-13,1.0130670968131926e-13,-9.0606448917251368e-12,-4.8645502690839643e-12
2.08,8.8069942696318748e-12,6.7710316388381179e-13,3.5345019894853716e-13,4.2411414513542278e-13,1.0417830502649033e-13,-9.0504172132656188e-12,-4.9290427464139541e-12
2.0825,8.8055864014232012e-12,6.7439535682747029e-13,3.50671659335996e-13,4.2260924950931183e-13,1.0699184164105898e-13,-9.0388662431115857e-12,-4.9938544590718407e-12
2.085,8.8042689707195805e-12,6.7162027331476478e-13,3.4782992473510111e-13,4.2104031413798692e-13,1.0976544634602381e-13,-9.0256615161093067e-12,-5.0588687095514904e-12
2.0875,8.8028189195810308e-12,6.6877891387002827e-13,3.4494272245848509e-13,4.1944748912468966e-13,1.1251780248709024e-13,-9.010544874300698e-12,-5.1239775680020661e-12
2.09,8.8010346538081868e-12,6.6587456352925156e-13,3.4203135466844166e-13,4.1787125407963527e-13,1.1526753955274041e-13,-8.9933747521855412e-12,-5.1890916418820052e-12
2.0925,8.7987364261775478e-12,6.6291234011120864e-13,3.3911842388463916e-13,4.1635074631093862e-13,1.1803309227318407e-13,-8.9740144944977204e-12,-5.2541363499750323e-12
2.095,8.7957683836238366e-12,6.5989928568608151e-13,3.3622517265907737e-13,4.1492223096329391e-13,1.2083281414960156e-13,-8.952269094363341e-12,-5.3190360636182121e-12
2.0975,8.7919997532285412e-12,6.5684523258549203e-13,3.3336878960590251e-13,4.1361805982983054e-13,1.2368451135823876e-13,-8.9279792320996662e-12,-5.3837244908241741e-12
2.1,8.7873260692671291e-12,6.5376229361653932e-13,3.3057439601805612e-13,4.1246859349371159e-13,1.2660529295444356e-13,-8.901122726722362e-12,-5.4481639207856007e-12
2.1025,8.7816716441404382e-12,6.5066506442063217e-13,3.2786416890367673e-13,4.1150375027832614e-13,1.2961136771685603e-13,-8.8717064900171405e-12,-5.5123418538568921e-12
2.105,8.7749891006936122e-12,6.4756904014869663e-13,3.252501811518127e-13,4.1073835032467488e-13,1.3271797982123743e-13,-8.8396810551398503e-12,-5.5762430053594754e-12
2.1075,8.7672585441031553e-12,6.4448990986044027e-13,3.2275171076786062e-13,4.1019539554916829e-13,1.3594008436359549e-13,-8.8049921392063295e-12,-5.6398469851758821e-12
2.11,8.7584764152836805e-12,6.4144247815219766e-13,3.2038590006562062e-13,4.0990235683894164e-13,1.3929164883360127e-13,-8.7676951555413814e-12,-5.7031442593069163e-12
2.1125,8.7486516233185761e-12,6.3843890088816057e-13,3.1816269049448824e-13,4.0986522228039788e-13,1.4278487572330026e-13,-8.7279069513132562e-12,-5.7661543699499999e-12
2.115,8.7378019423745932e-12,6.3549004187482454e-13,3.1609034502184943e-13,4.1008869374493188e-13,1.4642932320783126e-13,-8.6857046806459753e-12,-5.8289099445907712e-12
2.1175,8.7259547743124888e-12,6.3260534186154414e-13,3.1417510169301705e-13,4.1057567305910504e-13,1.502338467474773e-13,-8.6411298644555126e-12,-5.8914402219206509e-12
2.12,8.7131444728204291e-12,6.2979292320544091e-13,3.1241942289118938e-13,4.1132584527187177e-13,1.5420420552182418e-13,-8.594308832074373e-12,-5.953772383001273e-12
2.1225,8.699412830593863e-12,6.2705888414366985e-13,3.108232178671642e-13,4.1233169698112549e-13,1.5834259071708901e-13,-8.5454382801804543e-12,-6.0159517500272031e-12
2.125,8.6848094267657843e-12,6.2440689887433693e-13,3.093829766213114e-13,4.1358004930656786e-13,1.626495358992537e-13,-8.4947009961959716e-12,-6.0780412299744664e-12
2.1275,8.6693856954073576e-12,6.2183782908633509e-13,3.0809253776510114e-13,4.1505306806946773e-13,1.6712376840474085e-13,-8.4422062943998864e-12,-6.1401015725577708e-12
2.13,8.6531940232240756e-12,6.1934848065018471e-13,3.0694126035639297e-13,4.1673022080129266e-13,1.7176052412879067e-13,-8.388113881245017e-12,-6.2021959795396323e-12
2.1325,8.6362872048126525e-12,6.1693260136310011e-13,3.0591648758809223e-13,4.1858666272257402e-13,1.7655090072052372e-13,-8.3326899150269108e-12,-6.2643815004940438e-12
2.135,8.6187145628770739e-12,6.1458184328680829e-13,3.0500254112517847e-13,4.2059249417051472e-13,1.8148471294291737e-13,-8.2761355317530368e-12,-6.3267333477495424e-12
2.1375,8.6005266814853876e-12,6.1228652882430207e-13,3.0418210878300291e-13,4.2271501754606653e-13,1.8654921619956609e-13,-8.2185929370135234e-12,-6.3893249355178548e-12
2.14,8.581777310430957e-12,6.100359170248428e-13,3.0343734087811595e-13,4.2491952049198703e-13,1.9172795753847276e-13,-8.1602135466643227e-12,-6.4522262727459677e-12
2.1425,8.5625183115404236e-12,6.0781803099389511e-13,3.02748143781925e-13,4.2716981810460352e-13,1.970022017556022e-13,-8.1011933254365846e-12,-6.51551376820975e-12
2.145,8.5427997181442303e-12,6.0562024399703916e-13,3.0209445698028555e-13,4.2942819998752362e-13,2.0235057831007048e-13,-8.041777790726164e-12,-6.5792841742950299e-12
2.1475,8.5226704035870706e-12,6.0342945975831014e-13,3.0145581268362815e-13,4.3165702689948502e-13,2.0775061941368575e-13,-7.982131591297054e-12,-6.6436294622914278e-12
2.15,8.5021771304431606e-12,6.0123292460662031e-13,3.0081175212042445e-13,4.3381948270189167e-13,2.1318015217487517e-13,-7.9223145175852606e-12,-6.708628780015131e-12
2.1525,8.4813689225581487e-12,5.9901918051015736e-13,3.0014363070443096e-13,4.3588117770030897e-13,2.1861624196067188e-13,-7.8624806622618473e-12,-6.7743291932902496e-12
2.155,8.4602924364227381e-12,5.9677737634439933e-13,2.9943529960151962e-13,4.3780951240022846e-13,2.2403408234914288e-13,-7.8028054009070719e-12,-6.8407902954185032e-12
2.1575,8.4389844358321238e-12,5.9449771385634824e-13,2.9867282831757632e-13,4.3957473510816977e-13,2.2940847292272624e-13,-7.7434076204192667e-12,-6.9080838006171114e-12
2.16,8.4174766399002708e-12,5.92170855975395e-13,2.9784408062174139e-13,4.4114927751076193e-13,2.3471461597774417e-13,-7.6843527413103433e-12,-6.9762734898279618e-12
2.1625,8.3957870512158982e-12,5.897873465661227e-13,2.9693683640946968e-13,4.4250800908596365e-13,2.3992833197867878e-13,-7.625662203435225e-12,-7.0453985797977185e-12
2.165,8.3739298713399006e-12,5.8733812190704691e-13,2.95939473173953e-13,4.4363092118915027e-13,2.4502749391096744e-13,-7.5674173065672063e-12,-7.1154993181483331e-12
2.1675,8.3519147416604402e-12,5.8481518892597615e-13,2.9484175790314922e-13,4.4450166526048257e-13,2.4999226037141626e-13,-7.5097174446968839e-12,-7.1866392686366718e-12
2.17,8.3297552949080389e-12,5.8221324296060984e-13,2.9363672593815133e-13,4.4510868051289862e-13,2.5480502084109295e-13,-7.4525921559934659e-12,-7.2588794738358026e-12
2.1725,8.3074721991678268e-12,5.7953112792931474e-13,2.9232162299063419e-13,4.4544572012082532e-13,2.5945166173141504e-13,-7.3959922592705524e-12,-7.3322522650463136e-12
2.175,8.285088226988318e-12,5.7677112577784171e-13,2.9089794974618321e-13,4.4551208737820526e-13,2.6392226750557447e-13,-7.3398918581436557e-12,-7.4067700063797209e-12
2.1775,8.2626243787691093e-12,5.7394017823046662e-13,2.8937181558581746e-13,4.4531294871272722e-13,2.6821024814600019e-13,-7.2842862872083374e-12,-7.482438421097198e-12
2.18,8.2400973295770917e-12,5.7104794187484476e-13,2.8775327543157581e-13,4.4485933444626789e-13,2.723118114761872e-13,-7.2291601515672023e-12,-7.5592612718344624e-12
2.1825,8.2175087640705747e-12,5.6810484883937719e-13,2.8605446864401787e-13,4.4416774978339846e-13,2.7622731854661989e-13,-7.1744234475412375e-12,-7.6372257580985927e-12
2.185,8.1948411722636753e-12,5.6512075659701777e-13,2.8429044828102968e-13,4.4325985872616798e-13,2.7996102234362774e-13,-7.1199798418194366e-12,-7.7162968562930608e-12
2.1875,8.1720622046480772e-12,5.6210484234872551e-13,2.8247449362226964e-13,4.421635636792488e-13,2.8352031987768226e-13,-7.0657615330057153e-12,-7.7964478626622493e-12
2.19,8.1491291114853999e-12,5.5906572927421551e-13,2.8062201588650613e-13,4.4090596560633071e-13,2.8691457889618452e-13,-7.0117256709146256e-12,-7.8776640075093137e-12
2.1925,8.1259908836702797e-12,5.5601217543344902e-13,2.7874993164076576e-13,4.395182561819823e-13,2.9015766397980608e-13,-6.9578021111284999e-12,-7.9599232017772283e-12
2.195,8.1025942655233526e-12,5.5295348552818426e-13,2.768736205190018e-13,4.380330629963378e-13,2.9326698118525776e-13,-6.9038521243945877e-12,-8.0431694812364027e-12
2.1975,8.0788897805932378e-12,5.4989974021583778e-13,2.7500667584225607e-13,4.3648244344676568e-13,2.9626129900579488e-13,-6.8497513329831673e-12,-8.1273232464418531e-12
2.2,8.0548235749619924e-12,5.4686027404887186e-13,2.7316385100452333e-13,4.3489813813186843e-13,2.9916098625213173e-13,-6.7953910968684441e-12,-8.2123031406477181e-12
2.2025,8.0303409188950993e-12,5.4384367580561922e-13,2.7135946251480591e-13,4.3331186738960487e-13,3.0198769644835216e-13,-6.7406751538200521e-12,-8.2980248961806957e-12
2.205,8.0053757854496454e-12,5.4085639867433273e-13,2.6960676290496125e-13,4.3175427781907227e-13,3.0476481093711353e-13,-6.6854645888998056e-12,-8.3843855347977623e-12
2.2075,7.9798578792596609e-12,5.3790326215156251e-13,2.6791796810766545e-13,4.302552416354455e-13,3.0751682252179215e-13,-6.6296103366555785e-12,-8.4712504966038135e-12
2.21,7.9537111562895751e-12,5.3498771465110966e-13,2.663041366932449e-13,4.2884331072304248e-13,3.1026793818546623e-13,-6.5729788507013065e-12,-8.5584813793596995e-12
2.2125,7.9268593601029191e-12,5.3211208626413626e-13,2.6477492706495326e-13,4.2754559961857837e-13,3.1304176775942583e-13,-6.5154739887487129e-12,-8.6459690093209312e-12
2.215,7.8992320209270515e-12,5.2927788992941243e-13,2.6333803096799663e-13,4.2638750883936737e-13,3.1586410321592335e-13,-6.4569982363749817e-12,-8.7336207881471462e-12
2.2175,7.8707687266479939e-12,5.2648540207327093e-13,2.6199988910377773e-13,4.2539332292584155e-13,3.1876073799584345e-13,-6.3974342509161661e-12,-8.8213189677264583e-12
2.22,7.8414168293132656e-12,5.2373389318947483e-13,2.6076649272158575e-13,4.2458545948456606e-13,3.217569219888969e-13,-6.3366733865103392e-12,-8.9089188409622498e-12
2.2225,7.8111348203140412e-12,5.2102187938483344e-13,2.596402824936395e-13,4.239817924914649e-13,3.2487662982770661e-13,-6.2746097591718795e-12,-8.9962734537956608e-12
2.225,7.7798951466465505e-12,5.1834668237137409e-13,2.586229637774501e-13,4.2359778494591201e-13,3.2814337693572777e-13,-6.211156352843968e-12,-9.0832631739926863e-12
2.2275,7.7476802332906456e-12,5.1570438498228842e-13,2.5771343648943897e-13,4.2344519921132432e-13,3.3157828618841659e-13,-6.1462484210729813e-12,-9.1697728225780843e-12
2.23,7.7144813053709067e-12,5.1308967212988341e-13,2.5690934233293772e-13,4.2353191081267697e-13,3.3519910733955637e-13,-6.0798461358652976e-12,-9.2556664915831932e-12
2.2325,7.6803030174689107e-12,5.1049638759365703e-13,2.5620673793797286e-13,4.2386258672498276e-13,3.3901982570595539e-13,-6.011909965360859e-12,-9.3407900953619376e-12
2.235,7.6451601326848175e-12,5.0791823825512776e-13,2.5560099962043589e-13,4.2443776999264044e-13,3.4305307780074621e-13,-5.942394194543441e-12,-9.4250087599298825e-12
2.2375,7.6090827688285586e-12,5.0534994744014705e-13,2.5508607019007917e-13,4.2525630556376552e-13,3.4730942312204811e-13,-5.8712788236548522e-12,-9.5082264610566116e-12
2.24,7.5721171248562622e-12,5.027873551118112e-13,2.5465546214549657e-13,4.2631363796452644e-13,3.5179570821985214e-13,-5.7985850336441264e-12,-9.5903801031587255e-12
2.2425,7.5343257550098515e-12,5.0022709192060356e-13,2.5430146849084935e-13,4.2760270023696095e-13,3.5651547201034752e-13,-5.7243713312569789e-12,-9.6714051993098607e-12
2.245,7.4957892503920568e-12,4.9766637943375883e-13,2.5401611167919272e-13,4.2911387225445016e-13,3.6147122305746445e-13,-5.6486962230094963e-12,-9.7512294699851141e-12
2.2475,7.4565983622721326e-12,4.9510235660669309e-13,2.5379057101856918e-13,4.3083415342511027e-13,3.6666227904069487e-13,-5.5716018918623697e-12,-9.8297954498102361e-12
2.25,7.4168545107276266e-12,4.9253294507056901e-13,2.5361593792098405e-13,4.3274790240187264e-13,3.7208150280837554e-13,-5.4931542562335575e-12,-9.9070847787523507e-12
2.2525,7.3766701530418808e-12,4.8995744769042803e-13,2.5348379528774745e-13,4.3483674470123991e-13,3.7771783415046806e-13,-5.4134751666527986e-12,-9.983129920568886e-12
2.255,7.3361730465050278e-12,4.8737714923097473e-13,2.5338560396369746e-13,4.3708049582008731e-13,3.8355754924582432e-13,-5.3327143593302232e-12,-1.0057979516268221e-11
2.2575,7.2955051106624178e-12,4.8479519662392349e-13,2.5331343831562025e-13,4.3945741564516076e-13,3.8958428978229041e-13,-5.2510071240721637e-12,-1.013168432837206e-11
2.26,7.2548221658343534e-12,4.8221683889908284e-13,2.5326021023169072e-13,4.4194495335481925e-13,3.9577712478247095e-13,-5.1684773700732621e-12,-1.0204288367157349e-11
2.2625,7.2142941540381503e-12,4.7964929616947207e-13,2.5321927433545059e-13,4.4451987205851266e-13,4.0211092988021089e-13,-5.0852450976975714e-12,-1.0275863084656139e-11
2.265,7.1741013191467265e-12,4.7710114400488756e-13,2.5318459836753767e-13,4.4715690869443979e-13,4.0855764117082387e-13,-5.0014706151918283e-12,-1.0346508342291001e-11
2.2675,7.1344304008673511e-12,4.745816632306164e-13,2.5315075362829883e-13,4.4982961436184562e-13,4.1508812343176096e-13,-4.9173446237007129e-12,-1.0416368078246956e-11
2.27,7.0954682199810756e-12,4.7210073061944664e-13,2.5311264888186344e-13,4.5251146055619129e-13,4.2166942751339004e-13,-4.833044202168831e-12,-1.0485594137858511e-11
2.2725,7.0574021599364641e-12,4.6966848340107782e-13,2.5306550798662695e-13,4.5517454322401781e-13,4.2826357970389355e-13,-4.7487023241102108e-12,-1.0554318315107908e-11
2.275,7.0204173693915294e-12,4.6729574775337827e-13,2.5300554710811822e-13,4.5779184289108225e-13,4.3483382195144591e-13,-4.6644414575499221e-12,-1.0622666318441419e-11
2.2775,6.9846959367715301e-12,4.6499406805878129e-13,2.5293030809612237e-13,4.6033881685095645e-13,4.4134577658142985e-13,-4.5804214154957824e-12,-1.0690798034456251e-11
2.28,6.9504125023342753e-12,4.6277517712093129e-13,2.5283789618619509e-13,4.6279161392615239e-13,4.4776341624571207e-13,-4.4968262215590819e-12,-1.0758892305279426e-11
2.2825,6.9177383996398075e-12,4.6065095287435025e-13,2.5272678115997588e-13,4.6512706611088155e-13,4.5404819403545419e-13,-4.4138041458072238e-12,-1.0827120184271404e-11
2.285,6.8868376888095978e-12,4.5863300562459971e-13,2.5259603323005893e-13,4.6732343074544783e-13,4.6016339930666379e-13,-4.3314551835443446e-12,-1.0895645531451348e-11
2.2875,6.8578660989248642e-12,4.5673262039951942e-13,2.5244500797924176e-13,4.6935945725052304e-13,4.6607456560978739e-13,-4.2498563263117979e-12,-1.0964610201990677e-11
2.29,6.8309705992879868e-12,4.5496057678872924e-13,2.5227381864414787e-13,4.7121597545617525e-13,4.7174947800355135e-13,-4.1691211269178774e-12,-1.1034156616763279e-11
2.2925,6.8062909428651357e-12,4.5332685526834578e-13,2.5208288146084141e-13,4.7287641841669544e-13,4.7715693053508089e-13,-4.0893832596324544e-12,-1.1104447801311451e-11
2.295,6.7839534084245114e-12,4.5184059459666496e-13,2.5187247272692366e-13,4.7432577507337264e-13,4.8226711386410542e-13,-4.0107304881951182e-12,-1.1175629208474179e-11
2.2975,6.7640773449896904e-12,4.5050933991577107e-13,2.5164257834279175e-13,4.7555054015914003e-13,4.8705394674296572e-13,-3.9331921682257177e-12,-1.1247800502330885e-11
2.3,6.7467653912031116e-12,4.4933878334357069e-13,2.5139261041302881e-13,4.7653974470299442e-13,4.9149556155313542e-13,-3.8567760772674226e-12,-1.1321018245768135e-11
2.3025,6.7321072735866316e-12,4.4833267001872506e-13,2.5112192810137855e-13,4.7728528992444435e-13,4.9557370957904815e-13,-3.7815216866271221e-12,-1.1395345075788917e-11
2.305,6.7201716344561674e-12,4.4749329195237308e-13,2.5082905931724368e-13,4.7778023844895291e-13,4.992738364173013e-13,-3.7074865560062756e-12,-1.1470856700842157e-11
2.3075,6.7110108428862506e-12,4.4682177658911092e-13,2.5051291296031993e-13,4.7801988918986633e-13,5.0258650192019557e-13,-3.6346894998824223e-12,-1.1547607442867041e-11
2.31,6.7046543742835657e-12,4.4631756031290479e-13,2.5017211089272924e-13,4.780011251600307e-13,5.055061684932579e-13,-3.5630985799559254e-12,-1.1625590669024313e-11
2.3125,6.7011064208350227e-12,4.4597798482288128e-13,2.4980592158645845e-13,4.7772332918340244e-13,5.0803011331530582e-13,-3.492647591370027e-12,-1.170473632263722e-11
2.315,6.7003478845520368e-12,4.4579866941072225e-13,2.4941148943642304e-13,4.7718831788770152e-13,5.1015971980481347e-13,-3.4233062860795663e-12,-1.1784979615399068e-11
2.3175,6.7023339972375351e-12,4.4577319788300708e-13,2.4898666992672594e-13,4.7639926729099764e-13,5.1190093868067068e-13,-3.3550706817903642e-12,-1.1866281439966662e-11
2.32,6.7069963852213035e-12,4.4589309805222685e-13,2.4852894268907917e-13,4.7536159222023307e-13,5.1326380013283645e-13,-3.2879026536204133e-12,-1.1948603238880807e-11
2.3225,6.7142432068877267e-12,4.4614784979051862e-13,2.4803544921299305e-13,4.7408242644513272e-13,5.1426027591648363e-13,-3.2217365564670329e-12,-1.2031858588012837e-11
2.325,6.7239625435057842e-12,4.4652567569026954e-13,2.4750226002705576e-13,4.7256963701195119e-13,5.1490617678729273e-13,-3.1564842251448478e-12,-1.2115892808113083e-11
2.3275,6.7360257535603848e-12,4.4701306094580708e-13,2.4692663412923049e-13,4.7083489571706016e-13,5.1522255720043059e-13,-3.0920720461147857e-12,-1.2200526438363366e-11
2.33,6.7502879115182759e-12,4.4759523316766169e-13,2.4630495713781491e-13,4.6889111974647322e-13,5.152332089568341e-13,-3.028456355425315e-12,-1.2285617549721147e-11
2.3325,6.7665897067625218e-12,4.4825664277228643e-13,2.4563151612824232e-13,4.6675015232088512e-13,5.1496228659332085e-13,-2.9655786206230719e-12,-1.237105334727857e-11
2.335,6.7847586733336627e-12,4.4898170541306139e-13,2.4490360831346647e-13,4.6442653637453161e-13,5.1443586097937103e-13,-2.9033643339858604e-12,-1.2456688885628073e-11
2.3375,6.8046100910149474e-12,4.4975531881780959e-13,2.4412066654780697e-13,4.6193720597562762e-13,5.1368333970483043e-13,-2.8417421901500706e-12,-1.2542333540855787e-11
2.34,6.8259468142435721e-12,4.5056219535660079e-13,2.4328285786823158e-13,4.5929996455478939e-13,5.1273521916428275e-13,-2.7806316745958978e-12,-1.2627773201550875e-11
2.3425,6.8485597594569281e-12,4.5138700132427783e-13,2.4239007516485076e-13,4.5653362780243838e-13,5.1162337287018908e-13,-2.7199792996165108e-12,-1.271278662664024e-11
2.345,6.8722318047407324e-12,4.5221483992603669e-13,2.4144345400003315e-13,4.5365942082724462e-13,5.1038105879091082e-13,-2.6597259918002569e-12,-1.2797187398537298e-11
2.3475,6.8967394442677781e-12,4.5303116448932853e-13,2.4044441673238921e-13,4.5069892850575004e-13,5.0904101378743008e-13,-2.5998193742676218e-12,-1.288082616531244e-11
2.35,6.9218602311712212e-12,4.5382238033401727e-13,2.3939536297527289e-13,4.4767453638547863e-13,5.0763574239213134e-13,-2.5402290351063754e-12,-1.2963552064306562e-11
2.3525,6.9473738284137965e-12,4.5457646185615111e-13,2.3830152726501421e-13,4.446103485816896e-13,5.0619765641690304e-13,-2.4809255595700159e-12,-1.3045165979822636e-11
2.355,6.9730709701967488e-12,4.5528242007593471e-13,2.3716739163009906e-13,4.4152914897610489e-13,5.0475814614096687e-13,-2.4218504620150206e-12,-1.3125463904716242e-11
2.3575,6.9987529112865974e-12,4.5593110284310316e-13,2.3599867638372347e-13,4.3845401622756347e-13,5.0334820559603582e-13,-2.362952780051e-12,-1.3204279889015755e-11
2.36,7.0242312174283548e-12,4.5651549264171448e-13,2.3480182675674776e-13,4.3540790495868469e-13,5.019980840763788e-13,-2.3042072185158725e-12,-1.328148353929732e-11
2.3625,7.0493278839971181e-12,4.5703093669421174e-13,2.3358455896705017e-13,4.324113816104731e-13,5.0073416539589744e-13,-2.2456305217966359e-12,-1.3356969730489955e-11
2.365,7.0738765415657068e-12,4.5747439205063112e-13,2.3235556951163523e-13,4.2948258107217543e-13,4.9957933359127908e-13,-2.1871889956030685e-12,-1.3430659328612922e-11
2.3675,7.09772407053924e-12,4.5784544843039744e-13,2.3112483159526782e-13,4.2664014860057759e-13,4.9855477010415793e-13,-2.1289064377731102e-12,-1.3502438672768352e-11
2.37,7.1207317111599018e-12,4.5814559979181929e-13,2.2990252120581548e-13,4.2390363603402469e-13,4.9768105709909157e-13,-2.0707962568960253e-12,-1.3572186010701255e-11
2.3725,7.1427837123888643e-12,4.5837858568191548e-13,2.2869818074721427e-13,4.2129246069226828e-13,4.9697834213561044e-13,-2.0128826112371962e-12,-1.3639833249590542e-11
2.375,7.1637838649024893e-12,4.5854902295075964e-13,2.275213610495438e-13,4.188259049558779e-13,4.9646622487642086e-13,-1.9552282313487256e-12,-1.3705369462526435e-11
2.3775,7.1836514192964354e-12,4.5866263713153445e-13,2.2638232881347614e-13,4.1652274227000232e-13,4.9616222025278285e-13,-1.8978503777119846e-12,-1.3768816619776415e-11
2.38,7.2023050224332482e-12,4.5872427810782776e-13,2.2529016919278014e-13,4.1439532855075225e-13,4.9607877624775191e-13,-1.8407315288659963e-12,-1.3830150290640469e-11
2.3825,7.2196534953288463e-12,4.5873554789825269e-13,2.2425134611020437e-13,4.1244862024499e-13,4.9622336266806246e-13,-1.7839051937669104e-12,-1.3889314640033178e-11
2.385,7.2355923755789861e-12,4.5869521985632491e-13,2.232716585742444e-13,4.1068833624130974e-13,4.9659754566895201e-13,-1.7274217198180541e-12,-1.394625438317752e-11
2.3875,7.2500170827192141e-12,4.5860154550034302e-13,2.2235392151796208e-13,4.0911546162603368e-13,4.9719711297617764e-13,-1.671337486321084e-12,-1.4000992448775754e-11
2.39,7.2628414991305353e-12,4.5845382119505745e-13,2.2149985563771364e-13,4.0772693105285562e-13,4.9801456957691942e-13,-1.6157214372168115e-12,-1.405363296954046e-11
2.3925,7.2740158992397913e-12,4.5825312403776416e-13,2.2070862917014885e-13,4.0651948340254617e-13,4.9904057606500654e-13,-1.5606032541120765e-12,-1.410426623001803e-11
2.395,7.283535755067564e-12,4.5800354878135121e-13,2.1998126685596962e-13,4.0548871395026732e-13,5.0026449926120564e-13,-1.5060297327228917e-12,-1.4152929700215242e-11
2.3975,7.2914243508031695e-12,4.5771088179249617e-13,2.1932092969041361e-13,4.0462903656031203e-13,5.0167504918188698e-13,-1.452067565467932e-12,-1.4199644553091581e-11
2.4,7.2977123429974001e-12,4.5738030927564825e-13,2.1872904745651216e-13,4.0393368369220641e-13,5.0325946711002973e-13,-1.3987580538484427e-12,-1.4244503034224548e-11
2.4025,7.3024233886763415e-12,4.5701516090885139e-13,2.1820521947320774e-13,4.0339271316243961e-13,5.0500028128335211e-13,-1.3461755085961864e-12,-1.4287643774230187e-11
2.405,7.3055671137983778e-12,4.5661558542965165e-13,2.1774767992220899e-13,4.0299442680347241e-13,5.0687801381632216e-13,-1.2943557790173005e-12,-1.432923282962084e-11
2.4075,7.3071479465015673e-12,4.561801626864982e-13,2.1735324862752269e-13,4.0272557324545699e-13,5.088744498428395e-13,-1.2433588030709264e-12,-1.4369384386739672e-11
2.41,7.3071762860949229e-12,4.5570788943478795e-13,2.1701835141267817e-13,4.0257229845399806e-13,5.10970925388826e-13,-1.1932150252793318e-12,-1.4408147092809657e-11
2.4125,7.3056753386782947e-12,4.5519874729582026e-13,2.1673911808315017e-13,4.0252048217120572e-13,5.1314475855931832e-13,-1.1439502482164974e-12,-1.4445564515383929e-11
2.415,7.3026858792962504e-12,4.5465250174300427e-13,2.1651010562106315e-13,4.025543621779967e-13,5.1537226276325876e-13,-1.0956090606308211e-12,-1.4481718009207507e-11
2.4175,7.2982575870651044e-12,4.540668180599083e-13,2.1632378191884426e-13,4.0265771481407024e-13,5.1763050460158078e-13,-1.0482209802848562e-12,-1.4516721433708773e-11
2.42,7.2924347521701921e-12,4.5343669172086375e-13,2.1617075596655943e-13,4.0281217116005389e-13,5.1989592283573646e-13,-1.0018168371645101e-12,-1.4550716332525392e-11
2.4225,7.285254613300181e-12,4.5275564228801723e-13,2.1604162659702645e-13,4.0299807550363924e-13,5.221436104915878e-13,-9.5643095955442877e-13,-1.4583806118669288e-11
2.425,7.2767436713147598e-12,4.5201776338910561e-13,2.1592801801672167e-13,4.0319630727631099e-13,5.243499364438764e-13,-9.1209385007738522e-13,-1.4616044458349403e-11
