Physical Time (s),ev_bot Monitor (W): bot_cv1,ev_bot Monitor (W): bot_cv2,ev_bot Monitor (W): bot_cv3,ev_bot Monitor (W): bot_cv4,ev_bot Monitor (W): bot_cv5,ev_bot Monitor (W): bot_cv6,ev_bot Monitor (W): bot_cv7
5.85175,4.5732916888536213e-12,1.8392352507548122e-13,4.4233591816763163e-14,4.3183446884006356e-14,7.2989568925182067e-14,2.5134283844930309e-13,2.9175622267262022e-13
5.852,4.5747768744503424e-12,1.8397002441239595e-13,4.425089588680887e-14,4.3180991477198493e-14,7.2961266818202793e-14,2.512545866562125e-13,2.9167342100361462e-13
5.85225,4.5762614137608932e-12,1.8401629953909555e-13,4.4268018751272447e-14,4.3178295992111999e-14,7.2932679822180069e-14,2.5116604353575691e-13,2.9159202461905211e-13
5.8525,4.5777460463602281e-12,1.8406230350989957e-13,4.428490220700132e-14,4.3175278590595001e-14,7.2903768377143671e-14,2.5107711092678434e-13,2.9151218875010006e-13
5.85275,4.5792316229021781e-12,1.841080015690692e-13,4.4301487817836216e-14,4.317187137584473e-14,7.2874516050191967e-14,2.509876641355736e-13,2.9143390211566273e-13
5.853,4.5807190607719952e-12,1.8415338080955461e-13,4.4317721195011894e-14,4.3168016939844015e-14,7.2844923915223345e-14,2.5089755160269997e-13,2.9135698314524896e-13
5.85325,4.5822093462609176e-12,1.8419844564734694e-13,4.4333549871301727e-14,4.316366498497353e-14,7.2815003442385859e-14,2.508066245935947e-13,2.9128113335941264e-13
5.8535,4.583703520936682e-12,1.8424321713094806e-13,4.4348933932857591e-14,4.3158783955133492e-14,7.2784778875840675e-14,2.5071480130398177e-13,2.912059963471074e-13
5.85375,4.5852026621520217e-12,1.8428773068480708e-13,4.4363849414484112e-14,4.3153361629596343e-14,7.2754284815796559e-14,2.5062212387649972e-13,2.9113121738561293e-13
5.854,4.586707805788231e-12,1.8433202829256367e-13,4.4378285162172847e-14,4.3147391660500123e-14,7.2723551256406101e-14,2.5052876299173695e-13,2.9105650850132236e-13
5.85425,4.5882199114369178e-12,1.843761628740171e-13,4.4392234371572137e-14,4.3140865333782815e-14,7.2692595506756379e-14,2.5043499320074756e-13,2.9098168439335186e-13
5.8545,4.5897398751876275e-12,1.8442018395225743e-13,4.4405695440410797e-14,4.3133784263500585e-14,7.2661432371156706e-14,2.5034117012243404e-13,2.9090665221055578e-13
5.85475,4.5912685418835964e-12,1.8446413758289001e-13,4.4418673377710565e-14,4.3126161209897331e-14,7.263008138041023e-14,2.5024767036080705e-13,2.9083138837110396e-13
5.855,4.5928065749772519e-12,1.8450806013565256e-13,4.4431169900062188e-14,4.3118010109687747e-14,7.2598554933136316e-14,2.5015481004747234e-13,2.9075593178699505e-13
5.85525,4.5943544551947147e-12,1.8455198207474084e-13,4.4443182651855765e-14,4.3109341971778498e-14,7.2566852523388485e-14,2.5006279265491843e-13,2.9068036458225577e-13
5.8555,4.5959125133786009e-12,1.8459592403832907e-13,4.4454705245959744e-14,4.3100169315673838e-14,7.2534975962121886e-14,2.4997171818142463e-13,2.9060476220121399e-13
5.85575,4.5974809345813708e-12,1.846399001978501e-13,4.4465733258088874e-14,4.3090503823546615e-14,7.2502936561749487e-14,2.4988161192622803e-13,2.9052917219053709e-13
5.856,4.5990597258716786e-12,1.8468392194173583e-13,4.4476265135176239e-14,4.3080352375846061e-14,7.2470750073941129e-14,2.4979245105728222e-13,2.9045362683796863e-13
5.85625,4.6006487291823167e-12,1.8472800986504193e-13,4.4486304505155258e-14,4.3069720900880125e-14,7.2438434104708269e-14,2.497041604101802e-13,2.9037813120141854e-13
5.8565,4.6022476782329805e-12,1.8477218383350207e-13,4.449586470098144e-14,4.3058630287893294e-14,7.2406021167587234e-14,2.4961664357526207e-13,2.903026295431648e-13
5.85675,4.6038562125947954e-12,1.8481647241853607e-13,4.4504975473129697e-14,4.3047120721910947e-14,7.2373554223859807e-14,2.4952979078450165e-13,2.9022700385713032e-13
5.857,4.6054739010165957e-12,1.8486091548100618e-13,4.4513680816105496e-14,4.3035237428097355e-14,7.2341060919234075e-14,2.4944344298567644e-13,2.9015109790615259e-13
5.85725,4.6071002096883688e-12,1.8490556598368315e-13,4.4522037104161776e-14,4.3023023562491741e-14,7.2308540251713039e-14,2.4935738160515292e-13,2.9007473945019351e-13
5.8575,4.6087345526530127e-12,1.8495048131098794e-13,4.4530101389098695e-14,4.3010521909229397e-14,7.2275975140702261e-14,2.4927138771138635e-13,2.8999775266066147e-13
5.85775,4.6103763544727569e-12,1.8499572726100508e-13,4.4537931355037187e-14,4.2997781584749427e-14,7.2243346379650172e-14,2.4918529573454052e-13,2.8991998270067692e-13
5.858,4.6120249595269808e-12,1.8504136727065954e-13,4.4545576893497061e-14,4.2984849726346349e-14,7.2210626559330784e-14,2.4909900547303436e-13,2.8984133637892174e-13
5.85825,4.6136796324526319e-12,1.8508745787741948e-13,4.4553078159451456e-14,4.29717674702017e-14,7.2177782618221125e-14,2.4901249991119263e-13,2.897617928268837e-13
5.8585,4.6153396257689151e-12,1.8513403755426048e-13,4.4560462847882273e-14,4.2958580657123404e-14,7.2144795220349359e-14,2.48925878099339e-13,2.8968138444110586e-13
5.85875,4.6170042145395098e-12,1.8518111772832816e-13,4.4567749838068415e-14,4.2945337959444663e-14,7.2111663453220247e-14,2.4883933682644749e-13,2.8960018266240423e-13
5.859,4.6186725543681579e-12,1.8522868130007556e-13,4.4574943511230832e-14,4.2932071328314442e-14,7.2078386776351106e-14,2.4875308952201871e-13,2.8951829642077443e-13
5.85925,4.6203437576974906e-12,1.85276684970465e-13,4.4582038833265573e-14,4.2918787048005044e-14,7.2044957034445137e-14,2.4866729550792858e-13,2.8943586202938932e-13
5.8595,4.6220169530548543e-12,1.8532505551870845e-13,4.4589021474600224e-14,4.2905477474926656e-14,7.2011371203083796e-14,2.4858205269372534e-13,2.8935301521614321e-13
5.85975,4.6236913469315485e-12,1.8537369736799299e-13,4.4595872458128793e-14,4.2892129087315652e-14,7.1977636373505011e-14,2.4849739502682225e-13,2.8926986501528752e-13
5.86,4.6253661683305897e-12,1.8542250022093819e-13,4.4602568143025277e-14,4.2878717665601017e-14,7.1943752503815875e-14,2.4841328664392414e-13,2.8918647451885875e-13
5.86025,4.6270406506756995e-12,1.8547135137609589e-13,4.4609085819384792e-14,4.286521078331329e-14,7.1909707972442118e-14,2.4832961301710011e-13,2.8910285300275698e-13
5.8605,4.6287140849428704e-12,1.8552013620250898e-13,4.4615406861940144e-14,4.2851579954612416e-14,7.1875492145601038e-14,2.4824624104220859e-13,2.8901895693327877e-13
5.86075,4.6303858961589764e-12,1.8556873999142627e-13,4.4621517825396621e-14,4.2837805133001054e-14,7.1841103044877486e-14,2.4816305415768104e-13,2.889347211793555e-13
5.861,4.6320554851939059e-12,1.8561705643395437e-13,4.4627407066174318e-14,4.2823857969146155e-14,7.1806525267940809e-14,2.480799193188048e-13,2.8885010027066081e-13
5.86125,4.633722338261872e-12,1.8566498245249391e-13,4.4633058014799927e-14,4.2809717210253371e-14,7.1771753867604963e-14,2.4799674857905153e-13,2.8876507736227745e-13
5.8615,4.6353860907799471e-12,1.8571241771895022e-13,4.4638451652754973e-14,4.2795375908922825e-14,7.173680681509231e-14,2.4791352125332092e-13,2.8867966591816893e-13
5.86175,4.6370463370859923e-12,1.8575927102520356e-13,4.4643567267181453e-14,4.2780830038009689e-14,7.1701704556490196e-14,2.47830245474705e-13,2.885939221808227e-13
5.862,4.6387027480218109e-12,1.8580545470140603e-13,4.464838490530783e-14,4.2766091212457951e-14,7.1666487601014324e-14,2.4774698876999993e-13,2.8850793046447288e-13
5.86225,4.6403551262330769e-12,1.8585087995412064e-13,4.4652879667242658e-14,4.2751182836525973e-14,7.1631216512504176e-14,2.4766387035045235e-13,2.8842180207734185e-13
5.8625,4.6420031780762249e-12,1.8589547448955609e-13,4.4657028101041559e-14,4.2736119294658147e-14,7.1595938474194884e-14,2.4758099855352779e-13,2.8833569751230737e-13
5.86275,4.6436466831824209e-12,1.8593917774295885e-13,4.4660807184544835e-14,4.2720911442469538e-14,7.156069772705366e-14,2.4749847006466498e-13,2.8824981224697997e-13
5.863,4.6452854357017417e-12,1.8598195035299437e-13,4.466420182380667e-14,4.2705562600749764e-14,7.1525527709396627e-14,2.4741634848302465e-13,2.8816435425079755e-13
5.86325,4.6469193900722908e-12,1.8602378045322245e-13,4.466720644267011e-14,4.2690072830108478e-14,7.1490458440192437e-14,2.4733465432659276e-13,2.8807951776006387e-13
5.8635,4.6485485187984932e-12,1.8606469440343595e-13,4.4669832587173651e-14,4.2674437117166045e-14,7.1455504925018595e-14,2.4725335475817825e-13,2.8799545621758722e-13
5.86375,4.6501727941770921e-12,1.8610475780064137e-13,4.4672108199275055e-14,4.2658647137235786e-14,7.1420656503792785e-14,2.4717235055903893e-13,2.8791226175761658e-13
5.864,4.6517923382916313e-12,1.861440699831681e-13,4.4674078030327933e-14,4.2642705784255814e-14,7.1385893527686112e-14,2.4709153390158378e-13,2.8782994251326413e-13
5.86425,4.6534074712559001e-12,1.8618276254403116e-13,4.467579809361717e-14,4.2626630465372845e-14,7.1351188924556827e-14,2.4701081763469416e-13,2.8774844506838849e-13
5.8645,4.6550186326736068e-12,1.8622098945578349e-13,4.4677328553314953e-14,4.261043646233585e-14,7.1316491899874599e-14,2.4693010357557503e-13,2.8766770940109902e-13
5.86475,4.6566263633657209e-12,1.8625892501927087e-13,4.467872385902607e-14,4.2594130592630398e-14,7.1281731034770399e-14,2.4684927849324511e-13,2.8758771431300267e-13
5.865,4.6582314115825198e-12,1.8629674728301715e-13,4.4680026979782486e-14,4.2577716414536852e-14,7.1246843675579905e-14,2.4676823271935525e-13,2.8750850293655145e-13
5.86525,4.6598347411603254e-12,1.8633462387292736e-13,4.4681267719217908e-14,4.2561198484038175e-14,7.1211791273763215e-14,2.4668685925717623e-13,2.8743018754768145e-13
5.8655,4.6614373978988192e-12,1.8637271374405396e-13,4.4682466019106031e-14,4.2544575976682632e-14,7.1176546299673222e-14,2.4660502557995827e-13,2.8735292186471563e-13
5.86575,4.6630404743036139e-12,1.864111645104619e-13,4.4683633808161764e-14,4.2527841298758122e-14,7.1141083887165773e-14,2.4652257727167547e-13,2.8727685872673074e-13
5.866,4.6646451228061534e-12,1.8645009450583213e-13,4.4684779014573716e-14,4.2510989543990092e-14,7.1105391274119625e-14,2.4643937528443674e-13,2.8720209215068049e-13
5.86625,4.6662525936046306e-12,1.8648959987564398e-13,4.4685914123991801e-14,4.2494023251369807e-14,7.1069466878690215e-14,2.463553229440799e-13,2.8712862950481307e-13
5.8665,4.6678640579237478e-12,1.8652976934077637e-13,4.4687060297980496e-14,4.2476937379528032e-14,7.1033290105003838e-14,2.4627034119422528e-13,2.870564078280432e-13
5.86675,4.6694806734519226e-12,1.8657067939827312e-13,4.4688246642847905e-14,4.2459732195345993e-14,7.0996838753676486e-14,2.4618440472622319e-13,2.8698532069732003e-13
5.867,4.6711035546441981e-12,1.866124038883238e-13,4.4689506712652692e-14,4.2442409686916633e-14,7.096008373032355e-14,2.46097545588503e-13,2.8691525680200966e-13
5.86725,4.6727338129610177e-12,1.8665501439657659e-13,4.4690875633577003e-14,4.2424981795520718e-14,7.0923002292462953e-14,2.4600985982246932e-13,2.8684612666801684e-13
5.8675,4.6743724334645002e-12,1.8669859179459577e-13,4.4692389521271185e-14,4.2407450587270818e-14,7.0885550373576663e-14,2.4592147730453475e-13,2.8677788727959878e-13
5.86775,4.6760203887267572e-12,1.8674321395152997e-13,4.4694078075541359e-14,4.2389818144727972e-14,7.0847684765956193e-14,2.4583257171415845e-13,2.8671050462135371e-13
5.868,4.677678635569677e-12,1.8678894545857228e-13,4.4695960476589196e-14,4.2372079854254084e-14,7.0809363486032701e-14,2.4574333796206164e-13,2.8664395134738259e-13
5.86825,4.6793481302706523e-12,1.8683582925629993e-13,4.4698039471647681e-14,4.2354226909667342e-14,7.0770562916880621e-14,2.4565398458655149e-13,2.8657817887000169e-13
5.8685,4.6810298223471003e-12,1.8688388984029111e-13,4.4700305410414722e-14,4.233623770150765e-14,7.0731268310472394e-14,2.4556468067181806e-13,2.8651310726698992e-13
5.86875,4.6827246600628585e-12,1.8693313044875171e-13,4.4702736051262922e-14,4.2318079682515925e-14,7.069147313459255e-14,2.4547551196281265e-13,2.8644863830409309e-13
5.869,4.6844336426815023e-12,1.8698352334218813e-13,4.470529690676927e-14,4.2299719723545596e-14,7.0651189945630477e-14,2.4538651614526191e-13,2.863846478499624e-13
5.86925,4.6861578251966927e-12,1.870350108502298e-13,4.4707944620836856e-14,4.228113188746197e-14,7.0610444632180391e-14,2.4529771270941298e-13,2.8632098567048535e-13
5.8695,4.6878982311695343e-12,1.8708752233191164e-13,4.4710637027904602e-14,4.2262293963372637e-14,7.056925627461575e-14,2.452091079072544e-13,2.8625747122964401e-13
5.86975,4.689655822936394e-12,1.8714099061385557e-13,4.471333888287255e-14,4.2243183274645054e-14,7.0527633226374006e-14,2.4512072211723006e-13,2.8619389879855136e-13
5.87,4.6914315719422296e-12,1.8719534819440615e-13,4.471601999551852e-14,4.2223783583007036e-14,7.0485565893966518e-14,2.4503264629478943e-13,2.8613002304195285e-13
5.87025,4.6932264089632662e-12,1.8725052684773757e-13,4.471865213805454e-14,4.2204087464705055e-14,7.0443074301789534e-14,2.4494505655145271e-13,2.8606557095389055e-13
5.8705,4.6950412132357606e-12,1.8730648698828575e-13,4.472122013550814e-14,4.2184082838409429e-14,7.0400185779753418e-14,2.4485812698738716e-13,2.8600027431138532e-13
5.87075,4.696876827479994e-12,1.8736319416671813e-13,4.4723712850604409e-14,4.2163761526648114e-14,7.03569345522135e-14,2.4477203292169606e-13,2.859339169748429e-13
5.871,4.6987340340986951e-12,1.8742062575798633e-13,4.4726125400969219e-14,4.2143123083830649e-14,7.0313362666133832e-14,2.4468689804333442e-13,2.8586634720499491e-13
5.87125,4.7006135523593777e-12,1.874787598114558e-13,4.4728450000032637e-14,4.2122177952434969e-14,7.0269523182925804e-14,2.4460277283576859e-13,2.8579748165172191e-13
5.8715,4.7025159684228363e-12,1.8753759092090271e-13,4.473068331118966e-14,4.2100931383701169e-14,7.0225455236675297e-14,2.4451954734630664e-13,2.8572734696034805e-13
5.87175,4.7044417888593893e-12,1.8759710395861865e-13,4.473281518576445e-14,4.2079390349435901e-14,7.0181205890686782e-14,2.4443697853667986e-13,2.8565605594863515e-13
5.872,4.7063914081411157e-12,1.87657277371093e-13,4.4734828726337056e-14,4.205756166417794e-14,7.0136820352696602e-14,2.443547002233842e-13,2.855837651872927e-13
5.87225,4.7083651481365799e-12,1.8771807550294319e-13,4.4736697698473143e-14,4.2035464149650182e-14,7.009234530134375e-14,2.4427228241260965e-13,2.8551066612661885e-13
5.8725,4.7103632182011808e-12,1.8777947144339911e-13,4.4738394033397524e-14,4.2013112350865367e-14,7.0047798408738983e-14,2.4418922803791829e-13,2.8543699288785811e-13
5.87275,4.7123856657749302e-12,1.8784142967115147e-13,4.4739888453033972e-14,4.1990523234807124e-14,7.0003186778349756e-14,2.4410508141622028e-13,2.8536298537136319e-13
5.873,4.7144323632623898e-12,1.8790391621947722e-13,4.4741157787497647e-14,4.196771363218009e-14,6.9958502069017066e-14,2.4401947073905201e-13,2.852888650694284e-13
5.87325,4.716503006277338e-12,1.8796689983784893e-13,4.4742182370834227e-14,4.1944705372443064e-14,6.9913733959709464e-14,2.4393215483985172e-13,2.8521483570826057e-13
5.8735,4.7185970877464086e-12,1.8803037750560308e-13,4.4742962647839242e-14,4.1921510736079079e-14,6.9868849365485375e-14,2.4384298340690213e-13,2.851410585931424e-13
5.87375,4.7207138680606245e-12,1.880943579492777e-13,4.474351505359601e-14,4.1898133824151164e-14,6.9823813348545381e-14,2.437519108093708e-13,2.8506760740735214e-13
5.874,4.7228524349124336e-12,1.8815886596309332e-13,4.4743865501529565e-14,4.1874564285289907e-14,6.9778587436164819e-14,2.4365894733318787e-13,2.849944254077532e-13
5.87425,4.7250117768079742e-12,1.8822394076580966e-13,4.4744042192093567e-14,4.1850776373878858e-14,6.9733133553856939e-14,2.4356413601753148e-13,2.8492131757169037e-13
5.8745,4.7271907599771413e-12,1.8828962171261078e-13,4.4744066137453535e-14,4.1826738982536377e-14,6.96874225969688e-14,2.4346754500044235e-13,2.8484797176458702e-13
5.87475,4.7293881285768849e-12,1.8835596282951657e-13,4.4743952606704682e-14,4.1802416018278554e-14,6.964141515395124e-14,2.4336918409014663e-13,2.8477402027499935e-13
5.875,4.7316026610708331e-12,1.8842300573785394e-13,4.4743705639061801e-14,4.1777781897697553e-14,6.9595085972067044e-14,2.4326906784519966e-13,2.8469914143539946e-13
5.87525,4.7338331419565269e-12,1.8849077417970263e-13,4.4743318383866238e-14,4.1752829906088931e-14,6.9548429618893139e-14,2.4316721829730695e-13,2.8462308985679551e-13
5.8755,4.7360784538295531e-12,1.8855926440640325e-13,4.4742779484669847e-14,4.1727579091186038e-14,6.950147001331478e-14,2.4306369981136994e-13,2.8454571638805562e-13
5.87575,4.7383375793238278e-12,1.8862846585679293e-13,4.4742085006840046e-14,4.1702052366509584e-14,6.9454233462629938e-14,2.4295855601365619e-13,2.8446699060294509e-13
5.876,4.7406097074349063e-12,1.8869835006635792e-13,4.4741234480113595e-14,4.167628136228384e-14,6.9406755740721648e-14,2.4285185303396962e-13,2.8438700617497037e-13
5.87625,4.7428942007308704e-12,1.8876887847029646e-13,4.4740232521177715e-14,4.1650303923182372e-14,6.9359071464654311e-14,2.4274366638913538e-13,2.8430593641918453e-13
5.8765,4.7451906216353846e-12,1.888399991434821e-13,4.4739085819796566e-14,4.1624162961120888e-14,6.9311218055638339e-14,2.426340946455994e-13,2.8422400481382398e-13
5.87675,4.7474986321645596e-12,1.8891167818476563e-13,4.4737816237260547e-14,4.159789883215233e-14,6.9263211685852833e-14,2.4252320495908004e-13,2.8414141904979648e-13
5.877,4.7498180099531603e-12,1.8898388234666551e-13,4.4736450862284698e-14,4.1571549692522736e-14,6.9215069719896973e-14,2.4241107873320912e-13,2.8405834167208984e-13
5.87725,4.7521486050411845e-12,1.89056586628122e-13,4.4735020881216992e-14,4.1545146778291577e-14,6.9166809867039543e-14,2.4229780621244394e-13,2.8397488180139034e-13
5.8775,4.7544902897266378e-12,1.8912976440421123e-13,4.473355113258786e-14,4.1518712114505105e-14,6.9118457528271074e-14,2.4218350793249793e-13,2.8389107798926395e-13
5.87775,4.7568427930594625e-12,1.892034026725303e-13,4.4732066175790291e-14,4.1492248630769918e-14,6.9070013361382337e-14,2.4206827379841657e-13,2.8380690290004495e-13
5.878,4.7592057589936434e-12,1.8927747730046649e-13,4.4730579328392494e-14,4.1465749379469107e-14,6.9021470628275223e-14,2.4195221294393362e-13,2.8372226650556943e-13
5.87825,4.7615787180541935e-12,1.8935194671030138e-13,4.4729091293297963e-14,4.1439204165690441e-14,6.8972811826293138e-14,2.4183543475461319e-13,2.8363700774259428e-13
5.8785,4.7639611005686581e-12,1.8942673837515948e-13,4.4727584430099513e-14,4.141261041979153e-14,6.8924021957331921e-14,2.4171805720936259e-13,2.8355092444208522e-13
5.87875,4.7663521102017641e-12,1.8950177155037449e-13,4.4726039438383803e-14,4.1385970635257943e-14,6.8875066550069286e-14,2.4160011841185763e-13,2.8346378167704713e-13
5.879,4.768750892204227e-12,1.8957694424176782e-13,4.4724433617320187e-14,4.1359303125892677e-14,6.8825914933279399e-14,2.4148161848775262e-13,2.8337537183950384e-13
5.87925,4.7711565227589743e-12,1.896521407674129e-13,4.4722741618219724e-14,4.1332633196684031e-14,6.8776535736671897e-14,2.4136252544574664e-13,2.8328552766936746e-13
5.8795,4.773568076046948e-12,1.897272556980634e-13,4.4720943354553368e-14,4.1305988532478233e-14,6.8726896655091279e-14,2.4124280468832945e-13,2.8319417774781116e-13
5.87975,4.7759847216637567e-12,1.8980220203599294e-13,4.4719025631457018e-14,4.1279391747633404e-14,6.8676968122199812e-14,2.4112246645321241e-13,2.8310134655992774e-13
5.88,4.7784056487476905e-12,1.8987695180020106e-13,4.4716999824395815e-14,4.1252848273723696e-14,6.8626697497089985e-14,2.4100151242724844e-13,2.8300715872854411e-13
5.88025,4.7808302448847018e-12,1.899515281193498e-13,4.4714893205563005e-14,4.1226347395160123e-14,6.857603060493852e-14,2.4087998468658731e-13,2.8291181032698521e-13
5.8805,4.7832581150921902e-12,1.9002601343176145e-13,4.4712749115520832e-14,4.1199861356953126e-14,6.8524911015449153e-14,2.4075793030964084e-13,2.8281551691300588e-13
5.88075,4.785689111842945e-12,1.9010054719635505e-13,4.4710621902514647e-14,4.117334647343106e-14,6.8473282011830869e-14,2.4063537905007235e-13,2.8271847142349909e-13
5.881,4.7881233896240519e-12,1.9017530876561058e-13,4.4708567402161446e-14,4.1146753073808405e-14,6.8421099764144238e-14,2.4051236148401471e-13,2.8262083262571711e-13
5.88125,4.7905612639038088e-12,1.9025051753048806e-13,4.4706643600692536e-14,4.1120019573015999e-14,6.836831221274183e-14,2.4038882044729194e-13,2.8252271792730839e-13
5.8815,4.7930032891264319e-12,1.9032639087219896e-13,4.470489353527935e-14,4.1093085240718682e-14,6.8314882413218374e-14,2.40264661549801e-13,2.8242421091095962e-13
5.88175,4.7954502140783501e-12,1.9040312191304588e-13,4.4703338870171487e-14,4.1065892432489902e-14,6.8260787743916755e-14,2.4013973429535259e-13,2.8232533928365404e-13
5.882,4.7979029756846851e-12,1.90480852616758e-13,4.4701969730144682e-14,4.1038389927428092e-14,6.8206030034313028e-14,2.4001389315149452e-13,2.8222606030458258e-13
5.88225,4.8003624505508915e-12,1.9055967631874295e-13,4.4700755598433661e-14,4.1010530990205168e-14,6.8150610321489593e-14,2.3988693215747615e-13,2.8212622910848309e-13
5.8825,4.8028295311400047e-12,1.9063960986228103e-13,4.4699638696170914e-14,4.0982277609577175e-14,6.8094541908010027e-14,2.3975867264217445e-13,2.8202562106551144e-13
5.88275,4.8053050356048196e-12,1.9072059698341931e-13,4.4698546504047097e-14,4.0953602110224492e-14,6.8037844796613252e-14,2.396289698671964e-13,2.8192396296490281e-13
5.883,4.8077897483745888e-12,1.9080251837444038e-13,4.4697399035944153e-14,4.0924490287522303e-14,6.7980552569266521e-14,2.3949774276820073e-13,2.8182099218190676e-13
5.88325,4.8102841461816777e-12,1.9088523332909331e-13,4.4696136934079807e-14,4.0894936831156873e-14,6.7922688542374119e-14,2.3936489080203841e-13,2.817165101083002e-13
5.8835,4.8127885116008184e-12,1.9096858427655764e-13,4.4694718115368673e-14,4.0864952071278215e-14,6.7864283886907739e-14,2.392303602152044e-13,2.8161040384158113e-13
5.88375,4.8153029160409081e-12,1.9105242482292404e-13,4.4693123760351999e-14,4.0834556537427592e-14,6.7805372208382547e-14,2.3909414978321983e-13,2.8150264971833741e-13
5.884,4.8178272967677703e-12,1.9113663283952873e-13,4.4691357027040011e-14,4.0803780141197199e-14,6.7745995163987771e-14,2.3895633617358068e-13,2.8139333486432321e-13
5.88425,4.8203612213292465e-12,1.9122114287217701e-13,4.4689453499844762e-14,4.0772664150877984e-14,6.7686178786927584e-14,2.3881698820492814e-13,2.8128257684108292e-13
5.8845,4.8229040836042305e-12,1.9130593145208657e-13,4.4687460875722531e-14,4.0741262246631706e-14,6.762595541813662e-14,2.3867619888705219e-13,2.8117049859273176e-13
5.88475,4.8254551179145174e-12,1.9139101491313688e-13,4.4685429105051691e-14,4.0709629477707477e-14,6.7565365496704443e-14,2.385340398789669e-13,2.8105722340691323e-13
5.885,4.8280134239211114e-12,1.9147643866246697e-13,4.4683396186382089e-14,4.0677815084153061e-14,6.7504458813707924e-14,2.3839052580168312e-13,2.8094284917750276e-13
5.88525,4.8305780698047648e-12,1.9156225237773807e-13,4.4681380173466603e-14,4.0645855912555119e-14,6.7443297201607623e-14,2.3824562578106824e-13,2.8082745190374908e-13
5.8855,4.8331478981359257e-12,1.9164851362851245e-13,4.4679388476957548e-14,4.0613774405421196e-14,6.7381922972824083e-14,2.3809917317062131e-13,2.8071104946667684e-13
5.88575,4.8357217482396677e-12,1.9173525321819861e-13,4.4677400580979276e-14,4.058158427398091e-14,6.7320370110861053e-14,2.3795095658952857e-13,2.8059364672148237e-13
5.886,4.8382984351241943e-12,1.9182246555061811e-13,4.467537042586317e-14,4.0549294086619965e-14,6.7258659338010998e-14,2.3780077198253267e-13,2.8047521732581309e-13
5.88625,4.8408767735834419e-12,1.9191010913763226e-13,4.4673235487075014e-14,4.0516911196017869e-14,6.719680292944468e-14,2.3764845896178741e-13,2.8035570371538438e-13
5.8865,4.8434556856549312e-12,1.919981059463265e-13,4.4670921777917851e-14,4.0484442918170313e-14,6.7134818668202425e-14,2.3749397350216181e-13,2.8023502354780656e-13
5.88675,4.846033993900999e-12,1.9208636237245277e-13,4.4668375625877158e-14,4.0451893077940726e-14,6.7072706218698702e-14,2.3733734966952404e-13,2.8011303759397208e-13
5.887,4.8486106455977075e-12,1.9217477230824115e-13,4.4665561996535498e-14,4.0419264399141807e-14,6.7010464716361358e-14,2.37178745286138e-13,2.7998957504191182e-13
5.88725,4.8511847011241896e-12,1.9226323736659315e-13,4.4662466764471623e-14,4.0386556240889539e-14,6.694808521093067e-14,2.3701838681050494e-13,2.798644308478876e-13
5.8875,4.8537553254530141e-12,1.9235168232667146e-13,4.4659093225132523e-14,4.0353765990902575e-14,6.6885552239988172e-14,2.3685652319196324e-13,2.7973737529811099e-13
5.88775,4.8563218692398902e-12,1.924400619731506e-13,4.4655454234843608e-14,4.0320891489023681e-14,6.6822855027979416e-14,2.3669341954603116e-13,2.7960820670433141e-13
5.888,4.8588835968709987e-12,1.9252837292964421e-13,4.4651575510857107e-14,4.0287929734733755e-14,6.6759967832672685e-14,2.3652926427696892e-13,2.7947674772080427e-13
5.88825,4.8614398899155252e-12,1.9261663214294257e-13,4.464748138628861e-14,4.025488094740175e-14,6.6696868571983458e-14,2.3636423100042272e-13,2.7934289881853684e-13
5.8885,4.8639902112467986e-12,1.9270486774144465e-13,4.4643189494263009e-14,4.0221746728804703e-14,6.6633532638541627e-14,2.361984763663213e-13,2.7920665858150415e-13
5.88875,4.8665340792641914e-12,1.9279310470287689e-13,4.4638707058460859e-14,4.0188521649205696e-14,6.6569926435316585e-14,2.360321404033291e-13,2.7906812534322005e-13
5.889,4.8690711484315196e-12,1.9288134668372726e-13,4.4634022562367299e-14,4.0155189555068828e-14,6.6506014188644117e-14,2.3586537827587725e-13,2.7892748014532106e-13
5.88925,4.871600943276105e-12,1.929695779586422e-13,4.4629114206846312e-14,4.0121715186380491e-14,6.6441738806663421e-14,2.3569826087063368e-13,2.7878491420956408e-13
5.8895,4.8741230692743507e-12,1.930577478959348e-13,4.4623944305393464e-14,4.0088054928402908e-14,6.6377049430603813e-14,2.3553084052051961e-13,2.7864059948845221e-13
5.88975,4.8766371812729945e-12,1.9314577226516984e-13,4.4618466402429289e-14,4.0054164152891775e-14,6.631190550161166e-14,2.3536313929407297e-13,2.7849464701626645e-13
5.89,4.8791429756276344e-12,1.9323354220966252e-13,4.4612633555678258e-14,4.0020005968937644e-14,6.6246279968352361e-14,2.3519513737648227e-13,2.7834709388929568e-13
5.89025,4.8816401960604702e-12,1.9332093971332056e-13,4.4606408577260688e-14,3.9985556261261771e-14,6.618015824003823e-14,2.3502677259618912e-13,2.7819792470773986e-13
5.8905,4.8841286574645689e-12,1.9340784792658006e-13,4.4599769219593523e-14,3.9950802441640493e-14,6.6113538085119646e-14,2.3485794514656314e-13,2.7804711080153694e-13
5.89075,4.8866083096162732e-12,1.9349416556106483e-13,4.4592710728722347e-14,3.9915740020075556e-14,6.6046427262804189e-14,2.3468853637052102e-13,2.7789465529360917e-13
