Physical Time (s),enth_flux_enthalpy_top Monitor (W): top_cv1,enth_flux_enthalpy_top Monitor (W): top_cv2,enth_flux_enthalpy_top Monitor (W): top_cv3,enth_flux_enthalpy_top Monitor (W): top_cv4,enth_flux_enthalpy_top Monitor (W): top_cv5,enth_flux_enthalpy_top Monitor (W): top_cv6,enth_flux_enthalpy_top Monitor (W): top_cv7
6.2735,-7.7384085344643866e-10,-3.09286610286361e-10,-2.9719473175846771e-10,-3.4711694124663651e-10,-4.3210909200751859e-10,-1.1327184666481306e-09,-1.8638851572797973e-09
6.27375,-7.7512135149796425e-10,-3.0939431898547153e-10,-2.9717793900844317e-10,-3.470018592833254e-10,-4.3202053903277321e-10,-1.1320288511856974e-09,-1.8625363370833797e-09
6.274,-7.7651771881282408e-10,-3.0952899390227842e-10,-2.9718914792423882e-10,-3.4692601677505183e-10,-4.3196557454827573e-10,-1.1313660896637734e-09,-1.8612403392376223e-09
6.27425,-7.7801080471082143e-10,-3.0969067685169726e-10,-2.9722861015731375e-10,-3.4688985076558035e-10,-4.3193928555274553e-10,-1.1307269623960556e-09,-1.8599899667134069e-09
6.2745,-7.7958161792916222e-10,-3.0987924662705358e-10,-2.9729597678258348e-10,-3.468924799346514e-10,-4.3193700785866574e-10,-1.1301084915364613e-09,-1.8587756428643824e-09
6.27475,-7.8121010562157369e-10,-3.1009361036160181e-10,-2.973906010223705e-10,-3.4693231447979721e-10,-4.3195458447333968e-10,-1.1295092238692415e-09,-1.8575888565834162e-09
6.275,-7.8287744099486321e-10,-3.1033220173227624e-10,-2.9751168361529469e-10,-3.4700663414837468e-10,-4.3198883022617386e-10,-1.1289294824136794e-09,-1.856423274723584e-09
6.27525,-7.8456606333083075e-10,-3.1059312876748915e-10,-2.9765817013503713e-10,-3.4711219333704665e-10,-4.3203750707370213e-10,-1.128371316324101e-09,-1.8552768690560655e-09
6.2755,-7.8625742102623306e-10,-3.10874152255276e-10,-2.9782876533057867e-10,-3.4724482087185178e-10,-4.3209845178872028e-10,-1.1278376776559289e-09,-1.8541513740113137e-09
6.27575,-7.8793729922455471e-10,-3.1117334228991802e-10,-2.9802240135110095e-10,-3.4740027844829764e-10,-4.3217031551214911e-10,-1.1273331568852645e-09,-1.853052844459426e-09
6.276,-7.8959264920929627e-10,-3.1148891233483462e-10,-2.982380556541452e-10,-3.4757361681321598e-10,-4.322513805415058e-10,-1.1268620796714486e-09,-1.8519875007478626e-09
6.27625,-7.912114483845068e-10,-3.1182017782663882e-10,-2.9847482097807875e-10,-3.4775976475667493e-10,-4.323396043977825e-10,-1.1264298738864449e-09,-1.8509590048000407e-09
6.2765,-7.9278481167426986e-10,-3.1216617067716062e-10,-2.9873124789155844e-10,-3.4795361613247447e-10,-4.3243264345541228e-10,-1.1260407770033616e-09,-1.8499658677595825e-09
6.27675,-7.9430766489283892e-10,-3.1252711301028272e-10,-2.9900558686006482e-10,-3.4814951760849224e-10,-4.3252687826326514e-10,-1.1256971886185396e-09,-1.8490003305137455e-09
6.277,-7.957770708438727e-10,-3.1290309155340191e-10,-2.9929532200182142e-10,-3.4834327988945087e-10,-4.3261954245488028e-10,-1.1253991626247924e-09,-1.8480503341895272e-09
6.27725,-7.9719195786469163e-10,-3.1329427676233505e-10,-2.9959760563754787e-10,-3.485311798987496e-10,-4.3270777327542392e-10,-1.1251425287271359e-09,-1.8471009420342048e-09
6.2775,-7.9855511477171473e-10,-3.1370043046234145e-10,-2.9990881272202488e-10,-3.4871073682202732e-10,-4.3278988997689089e-10,-1.1249208210523917e-09,-1.8461398276097331e-09
6.27775,-7.9987119310264402e-10,-3.1412092331735461e-10,-3.0022545889086091e-10,-3.4888066873493843e-10,-4.3286488634981606e-10,-1.1247256517414674e-09,-1.845158581770305e-09
6.278,-8.01145932332903e-10,-3.145539755284025e-10,-3.0054375498467256e-10,-3.4904081741156533e-10,-4.3293385714316265e-10,-1.1245477847582775e-09,-1.8441525939365493e-09
6.27825,-8.0238798084971927e-10,-3.1499727964648547e-10,-3.0085997284851406e-10,-3.491919471294737e-10,-4.3299940797634411e-10,-1.124379320804621e-09,-1.8431223872634967e-09
6.2785,-8.0360776636235628e-10,-3.1544722029618278e-10,-3.0117053020882618e-10,-3.493348242205486e-10,-4.3306478045210978e-10,-1.1242144623355393e-09,-1.8420719211778002e-09
6.27875,-8.0481447374485745e-10,-3.1589940008472302e-10,-3.0147169605076319e-10,-3.4947088133677053e-10,-4.3313375754176163e-10,-1.1240503776427678e-09,-1.8410078546020224e-09
6.279,-8.0601767333394064e-10,-3.1634906737207174e-10,-3.0176040162070312e-10,-3.4960121359565851e-10,-4.3320918818858107e-10,-1.1238871840802001e-09,-1.8399381404953506e-09
6.27925,-8.072264376495155e-10,-3.1679115028727409e-10,-3.0203410026123005e-10,-3.4972672979705191e-10,-4.3329264330395012e-10,-1.1237286011960837e-09,-1.8388702170094299e-09
6.2795,-8.0844816277546445e-10,-3.1722116743700502e-10,-3.0229116069129443e-10,-3.4984771518296061e-10,-4.3338382146810488e-10,-1.1235806109388684e-09,-1.8378093021510469e-09
6.27975,-8.096884860980166e-10,-3.1763496008798952e-10,-3.0253080544800682e-10,-3.4996418177549532e-10,-4.3348114446457955e-10,-1.123451003565665e-09,-1.8367578113392856e-09
6.28,-8.1095348999785534e-10,-3.1802929227701071e-10,-3.0275323359091173e-10,-3.5007562985538057e-10,-4.3358177670049812e-10,-1.1233476071423201e-09,-1.8357138407215712e-09
6.28025,-8.1224649920657961e-10,-3.1840257120881345e-10,-3.0295972143372331e-10,-3.5018141497769944e-10,-4.3368283592631124e-10,-1.1232782837672932e-09,-1.8346732759273136e-09
6.2805,-8.1357003895354455e-10,-3.1875367943543643e-10,-3.03151928760476e-10,-3.5028105384755574e-10,-4.3378211754042137e-10,-1.1232487162523014e-09,-1.8336317821322539e-09
6.28075,-8.1492383370446304e-10,-3.1908285268821589e-10,-3.0333197688186364e-10,-3.5037344593117437e-10,-4.3387709648096058e-10,-1.1232607112681078e-09,-1.8325869337637919e-09
6.281,-8.1630962576360013e-10,-3.1939127941938966e-10,-3.035024330465701e-10,-3.5045818974636414e-10,-4.3396662979897803e-10,-1.123313707452557e-09,-1.8315398956307468e-09
6.28125,-8.1772774024562807e-10,-3.1968115091473011e-10,-3.0366551783432498e-10,-3.5053530267669237e-10,-4.3405057088272705e-10,-1.1234031397996957e-09,-1.8304954433228933e-09
6.2815,-8.1917709522918077e-10,-3.1995465451284477e-10,-3.0382283586336796e-10,-3.5060484553407251e-10,-4.3412940401787198e-10,-1.1235227179508935e-09,-1.8294588631766698e-09
6.28175,-8.2065584125431798e-10,-3.202139964581259e-10,-3.0397536261207443e-10,-3.5066766185570868e-10,-4.3420504797454629e-10,-1.1236659027870788e-09,-1.8284356810352969e-09
6.282,-8.2216471142848289e-10,-3.2046176879825838e-10,-3.0412368455370758e-10,-3.5072476813337033e-10,-4.3428045341540519e-10,-1.1238237494147463e-09,-1.8274282892255064e-09
6.28225,-8.2370043301297851e-10,-3.206997503466817e-10,-3.0426801578817711e-10,-3.5077740426142193e-10,-4.3435872666514347e-10,-1.1239868615416891e-09,-1.8264374978341421e-09
6.2825,-8.2526069813699375e-10,-3.2092996483726772e-10,-3.0440754535734126e-10,-3.508269631806578e-10,-4.3444343570555322e-10,-1.1241473706157755e-09,-1.8254627895912674e-09
6.28275,-8.2684256781150394e-10,-3.211538830212855e-10,-3.0454129399658168e-10,-3.5087430015196339e-10,-4.3453685921279382e-10,-1.1242981120275713e-09,-1.8245037866382302e-09
6.283,-8.2844342352831824e-10,-3.2137242067536518e-10,-3.0466866052551329e-10,-3.5092079261630266e-10,-4.3464000091534986e-10,-1.1244342768319347e-09,-1.8235619544458365e-09
6.28325,-8.3005866000944604e-10,-3.2158671172326604e-10,-3.0478964265663668e-10,-3.5096749462562983e-10,-4.3475188353227377e-10,-1.1245536346062719e-09,-1.8226393861078379e-09
6.2835,-8.3168214456523564e-10,-3.2179746318781198e-10,-3.0490489566315425e-10,-3.5101548093838266e-10,-4.3486974009590228e-10,-1.1246559216473523e-09,-1.821738121065813e-09
6.28375,-8.3331163484213861e-10,-3.2200561498207325e-10,-3.0501547444106047e-10,-3.5106512637131745e-10,-4.3498949731529538e-10,-1.1247417413771601e-09,-1.820858861564733e-09
6.284,-8.3494043411378474e-10,-3.2221208335161029e-10,-3.0512292733272515e-10,-3.5111637695998916e-10,-4.3510644607559209e-10,-1.1248122659733224e-09,-1.8200002758040855e-09
6.28425,-8.3656184950480194e-10,-3.224178409156237e-10,-3.0522909571182623e-10,-3.5116861412343218e-10,-4.3521626020785675e-10,-1.1248693347651935e-09,-1.8191594658387576e-09
6.2845,-8.3816975937973322e-10,-3.2262419178721007e-10,-3.053357455817394e-10,-3.5122045785470055e-10,-4.3531637932351717e-10,-1.1249146537099022e-09,-1.8183313404430802e-09
6.28475,-8.3975796499576498e-10,-3.2283223345926102e-10,-3.0544417830021523e-10,-3.5126991909847293e-10,-4.3540586459813998e-10,-1.1249525035498014e-09,-1.8175109029652059e-09
6.285,-8.4131894187162846e-10,-3.2304296739726509e-10,-3.0555536584251629e-10,-3.5131509274396223e-10,-4.3548577578785997e-10,-1.1249866332561824e-09,-1.8166924805906671e-09
6.28525,-8.4284713064699273e-10,-3.2325716250060323e-10,-3.0566914213753333e-10,-3.5135441212113018e-10,-4.3555815237819764e-10,-1.1250194738136091e-09,-1.8158731825767259e-09
6.2855,-8.4434003012785475e-10,-3.2347577201107245e-10,-3.057854073329791e-10,-3.5138797990272321e-10,-4.3562716507010538e-10,-1.1250548598453208e-09,-1.8150511491738817e-09
6.28575,-8.4579668243386792e-10,-3.2369939329922518e-10,-3.0590341784204055e-10,-3.5141723271923878e-10,-4.3569736082538851e-10,-1.1250950082392105e-09,-1.8142259867485463e-09
6.286,-8.4721920961151017e-10,-3.2392787743573747e-10,-3.0602205361562835e-10,-3.5144430161144286e-10,-4.3577282075915047e-10,-1.1251406586618564e-09,-1.8133970849058862e-09
6.28625,-8.4861016061267036e-10,-3.2416089013289957e-10,-3.0614016690307825e-10,-3.5147251585010051e-10,-4.3585768458230864e-10,-1.1251918162776287e-09,-1.8125633443451702e-09
6.2865,-8.4997199431644504e-10,-3.2439744145537192e-10,-3.0625669613206475e-10,-3.5150505153404101e-10,-4.3595500956548416e-10,-1.1252459425952816e-09,-1.8117225603297132e-09
6.28675,-8.5130908391312044e-10,-3.2463583226093247e-10,-3.0637077005109574e-10,-3.5154479669755651e-10,-4.3606594872346239e-10,-1.1252985046174599e-09,-1.8108732634251574e-09
6.287,-8.526243659735616e-10,-3.2487431003973983e-10,-3.0648205360681264e-10,-3.5159433331977764e-10,-4.3619034702188843e-10,-1.1253451055143449e-09,-1.8100140824170917e-09
6.28725,-8.5392106177205016e-10,-3.2511115495603613e-10,-3.0659073680018566e-10,-3.5165532681199731e-10,-4.363259964624585e-10,-1.1253795087345934e-09,-1.8091402268385258e-09
6.2875,-8.5520239483600733e-10,-3.2534465441735702e-10,-3.0669799585105196e-10,-3.5172899252787991e-10,-4.364689317045643e-10,-1.1253957310403153e-09,-1.8082479573422485e-09
6.28775,-8.564710754764925e-10,-3.2557375950574613e-10,-3.0680552650384167e-10,-3.5181562354989002e-10,-4.3661445085695299e-10,-1.1253886502063532e-09,-1.8073326751447949e-09
6.288,-8.5772698999409137e-10,-3.2579733846376543e-10,-3.0691515083953416e-10,-3.5191413650473557e-10,-4.367566058121382e-10,-1.1253530752089249e-09,-1.806390037113369e-09
6.28825,-8.5897306662084509e-10,-3.2601552003889168e-10,-3.0702919317811749e-10,-3.5202312314492656e-10,-4.3689007746236722e-10,-1.1252880104121702e-09,-1.8054165537047681e-09
6.2885,-8.6020777958272347e-10,-3.2622844978246142e-10,-3.0714938579877458e-10,-3.5214018490215527e-10,-4.3700950858273657e-10,-1.1251925230975238e-09,-1.8044090002013402e-09
6.28875,-8.6142793062654782e-10,-3.2643617622955402e-10,-3.0727668761954567e-10,-3.5226186571740384e-10,-4.3711030858810143e-10,-1.1250702191165139e-09,-1.8033649137887881e-09
6.289,-8.6263304065810329e-10,-3.2663945118555015e-10,-3.0741168450244289e-10,-3.5238480378300419e-10,-4.3718953533742767e-10,-1.1249260071722045e-09,-1.8022840371820456e-09
6.28925,-8.6381976749997195e-10,-3.2683937480080394e-10,-3.0755370985947941e-10,-3.5250512206191315e-10,-4.3724462986175204e-10,-1.1247657134109127e-09,-1.8011644441926263e-09
6.2895,-8.6498181962575029e-10,-3.2703583829446361e-10,-3.0770131927690298e-10,-3.5261957833096656e-10,-4.3727394712555957e-10,-1.1245939162148695e-09,-1.800002188593526e-09
6.28975,-8.661209198308558e-10,-3.2722987698661422e-10,-3.0785284076981994e-10,-3.5272514620613476e-10,-4.3727722921569095e-10,-1.1244129420985921e-09,-1.798790744715805e-09
6.29,-8.6722884051531927e-10,-3.2742089865760505e-10,-3.0800554320238765e-10,-3.5281843719104473e-10,-4.3725444149670633e-10,-1.1242215339457678e-09,-1.7975226362320798e-09
6.29025,-8.6830554078027023e-10,-3.276092905682262e-10,-3.0815714435875465e-10,-3.5289750258516029e-10,-4.3720712421203736e-10,-1.1240148677075654e-09,-1.7961880427948433e-09
6.2905,-8.6935016317703198e-10,-3.2779449146460114e-10,-3.0830502293919434e-10,-3.5295972792044718e-10,-4.3713742138176736e-10,-1.1237877386186398e-09,-1.7947793323243047e-09
6.29075,-8.703591751325034e-10,-3.279767334666365e-10,-3.0844697745173239e-10,-3.5300330809811064e-10,-4.3704823388785975e-10,-1.1235321926937581e-09,-1.7932896583468775e-09
6.291,-8.7133485082252258e-10,-3.2815572881583061e-10,-3.0858119375481621e-10,-3.5302649574662555e-10,-4.3694317671284778e-10,-1.1232405236812494e-09,-1.7917155455711229e-09
6.29125,-8.7227703284681799e-10,-3.2833106490997254e-10,-3.0870541507469462e-10,-3.5302761580835398e-10,-4.3682534274461449e-10,-1.1229049961704615e-09,-1.7900536837296249e-09
6.2915,-8.7318670528701861e-10,-3.2850278717119629e-10,-3.0881832840521049e-10,-3.5300557896884436e-10,-4.3669688179007924e-10,-1.1225183577913423e-09,-1.7883036002497943e-09
6.29175,-8.7406475530157285e-10,-3.286705839431642e-10,-3.0891868155390104e-10,-3.5296026651016682e-10,-4.3655942440204583e-10,-1.1220747725563378e-09,-1.7864656095226002e-09
6.292,-8.74910898820883e-10,-3.2883454324242025e-10,-3.0900536124147336e-10,-3.5289184619399624e-10,-4.3641281878405028e-10,-1.1215685783745514e-09,-1.7845393455714629e-09
6.29225,-8.7572726886385117e-10,-3.2899438649058754e-10,-3.0907729563993549e-10,-3.5280082521886828e-10,-4.3625584740336882e-10,-1.1209962972083585e-09,-1.7825241187226409e-09
6.2925,-8.7651464892218898e-10,-3.2915000798333996e-10,-3.0913412672942375e-10,-3.526888929263178e-10,-4.3608601341185636e-10,-1.120356042679045e-09,-1.7804199708152268e-09
6.29275,-8.772680793998865e-10,-3.2930094121299749e-10,-3.0917534966154192e-10,-3.5255757479705333e-10,-4.358998945930683e-10,-1.1196465753343717e-09,-1.7782273906403223e-09
6.293,-8.7799490996024409e-10,-3.2944754543476598e-10,-3.09201092381217e-10,-3.5240931198681499e-10,-4.3569377933408006e-10,-1.1188669456116294e-09,-1.7759482506378908e-09
6.29325,-8.7869306901626596e-10,-3.2958952622657495e-10,-3.0921138467984437e-10,-3.5224524738323748e-10,-4.3546371189982557e-10,-1.1180156680292378e-09,-1.773584954618433e-09
6.2935,-8.7936714642890119e-10,-3.2972629369252797e-10,-3.0920711977736548e-10,-3.5206732142469293e-10,-4.3520664113921725e-10,-1.1170914825760885e-09,-1.7711403271240975e-09
6.29375,-8.8002008437277944e-10,-3.2985806516429575e-10,-3.0918937015145411e-10,-3.5187555882700418e-10,-4.3492031166709538e-10,-1.1160927752442688e-09,-1.7686156772946186e-09
6.294,-8.8065980387168687e-10,-3.2998508722679874e-10,-3.0915977593795279e-10,-3.5166985716018265e-10,-4.3460489922108221e-10,-1.1150196974681925e-09,-1.766011093098969e-09
6.29425,-8.8129414896194462e-10,-3.3010824810623453e-10,-3.091208016291846e-10,-3.5145010676714975e-10,-4.3426199515232474e-10,-1.1138729383028571e-09,-1.7633230940130525e-09
6.2945,-8.8193193697912589e-10,-3.3022917051188545e-10,-3.0907493069807239e-10,-3.5121559989502147e-10,-4.3389537494478248e-10,-1.1126565418455012e-09,-1.7605460325324064e-09
6.29475,-8.8258720723468282e-10,-3.3034959546971333e-10,-3.0902424727438957e-10,-3.5096550748080804e-10,-4.3350925646392783e-10,-1.1113756637991982e-09,-1.7576736034739657e-09
6.295,-8.8327057534824342e-10,-3.3047117081779091e-10,-3.0897050399423057e-10,-3.5069980968160941e-10,-4.3310806396487397e-10,-1.1100377298894089e-09,-1.7547012063982734e-09
6.29525,-8.8399859117700354e-10,-3.3059658898919675e-10,-3.0891507797080261e-10,-3.5041938635997412e-10,-4.326964244835849e-10,-1.1086523917619348e-09,-1.7516291816424154e-09
6.2955,-8.8478750222668111e-10,-3.3072817567505599e-10,-3.0885868634085547e-10,-3.5012533047880873e-10,-4.3227801150982734e-10,-1.1072281184858364e-09,-1.7484620126192265e-09
6.29575,-8.8565229535201128e-10,-3.3086826013786466e-10,-3.0880151662519767e-10,-3.4981966309039182e-10,-4.3185566052029536e-10,-1.1057731966538604e-09,-1.7452100597609213e-09
6.296,-8.8660728403521262e-10,-3.3101875832556943e-10,-3.0874373443509634e-10,-3.4950495205748336e-10,-4.3143215360380868e-10,-1.104294561519489e-09,-1.7418875348277809e-09
6.29625,-8.8766913670004038e-10,-3.3118074940176604e-10,-3.0868506321711712e-10,-3.4918443670575482e-10,-4.310102105741396e-10,-1.1027983799170762e-09,-1.738511184669531e-09
6.2965,-8.88844920846073e-10,-3.3135453493893906e-10,-3.0862517401530374e-10,-3.4886111053800019e-10,-4.305920716445725e-10,-1.1012884023880073e-09,-1.7350991924200995e-09
6.29675,-8.9014996937333742e-10,-3.3154018301023422e-10,-3.0856456646057554e-10,-3.4853862540325809e-10,-4.3017929572322037e-10,-1.0997663195746039e-09,-1.7316676908915633e-09
6.297,-8.9158854724894925e-10,-3.3173701155573979e-10,-3.0850335822506231e-10,-3.482197006496123e-10,-4.2977196571707953e-10,-1.0982300203236072e-09,-1.7282269808526337e-09
6.29725,-8.9317059701268076e-10,-3.3194460538435085e-10,-3.0844246951270052e-10,-3.4790723975504396e-10,-4.293710161535834e-10,-1.0966770323635631e-09,-1.724782053054255e-09
6.2975,-8.9490043311567021e-10,-3.321622123523237e-10,-3.0838296284604841e-10,-3.4760332159452114e-10,-4.2897480447379569e-10,-1.0951029268537479e-09,-1.7213327045268558e-09
6.29775,-8.9678133750323789e-10,-3.3238802630163654e-10,-3.0832586158425842e-10,-3.4730935483038024e-10,-4.2858116242204034e-10,-1.0935025876440932e-09,-1.7178735794691575e-09
6.298,-8.9881373081591109e-10,-3.3262084176348078e-10,-3.0827259155852612e-10,-3.4702613994284659e-10,-4.2818637070169308e-10,-1.0918712218458204e-09,-1.7143967188702819e-09
6.29825,-9.0099460055409234e-10,-3.3285990697888462e-10,-3.0822458630416625e-10,-3.4675342549822528e-10,-4.2778686599518066e-10,-1.090206099461782e-09,-1.7108951963943851e-09
6.2985,-9.0331887213801484e-10,-3.3310367789819721e-10,-3.0818240808931225e-10,-3.4649041815719273e-10,-4.2737954465066567e-10,-1.0885046244832519e-09,-1.7073635197409475e-09
6.29875,-9.057818236493427e-10,-3.3335210494050468e-10,-3.0814673554783246e-10,-3.4623510160001528e-10,-4.2696192951428953e-10,-1.0867645463130574e-09,-1.7037973979489613e-09
6.299,-9.0836918320244009e-10,-3.336034745266237e-10,-3.0811668331915637e-10,-3.4598464553683917e-10,-4.2653206944617993e-10,-1.0849846772161148e-09,-1.700194686190468e-09
6.29925,-9.1106239272667769e-10,-3.3385457075268548e-10,-3.0808917024430489e-10,-3.457343899337868e-10,-4.2608658520210836e-10,-1.083159225284607e-09,-1.6965471112693881e-09
6.2995,-9.1384634065207572e-10,-3.3410444243494333e-10,-3.0806224850565786e-10,-3.454808714735876e-10,-4.2562475108698588e-10,-1.0812869052969817e-09,-1.6928519448084832e-09
6.29975,-9.1671691329120856e-10,-3.343516280705682e-10,-3.0803428230068108e-10,-3.452212454992512e-10,-4.2514553949364005e-10,-1.0793690475953465e-09,-1.6891079978601408e-09
6.3,-9.1965918657444596e-10,-3.3459516837664321e-10,-3.0800336820829235e-10,-3.4495190384100823e-10,-4.2464707577129885e-10,-1.0774046454385663e-09,-1.6853084503600804e-09
6.30025,-9.226492073231598e-10,-3.348316691244387e-10,-3.0796662719545437e-10,-3.4466852586124314e-10,-4.241259054659612e-10,-1.0753914051972868e-09,-1.6814429431050629e-09
6.3005,-9.256553208771044e-10,-3.3505653963991879e-10,-3.0792053050034045e-10,-3.4436617449164606e-10,-4.2357807248354453e-10,-1.0733227893569744e-09,-1.6774955798453394e-09
6.30075,-9.2864226918681031e-10,-3.3526626911680189e-10,-3.0786218414962925e-10,-3.4404011792209862e-10,-4.2299961936360482e-10,-1.0711913742215055e-09,-1.6734489567868349e-09
6.301,-9.3157628042240451e-10,-3.3545673115101051e-10,-3.0778877434544335e-10,-3.4368631641084065e-10,-4.2238770221603777e-10,-1.0689905746219179e-09,-1.6692872987704077e-09
6.30125,-9.3442610809685871e-10,-3.3562474510977014e-10,-3.0769807026505164e-10,-3.4330209215094251e-10,-4.2173848120688876e-10,-1.0667115849162356e-09,-1.6649999915928079e-09
6.3015,-9.3716355555157263e-10,-3.3576750404444651e-10,-3.0758833167907612e-10,-3.4288587270201478e-10,-4.210487378501326e-10,-1.0643486105509556e-09,-1.6605807082897691e-09
6.30175,-9.3975675767052468e-10,-3.3588264503826758e-10,-3.0745768689475823e-10,-3.4243725878579078e-10,-4.2031475090055674e-10,-1.0618972742222465e-09,-1.6560309869661236e-09
6.302,-9.4217908456340219e-10,-3.3596828869279563e-10,-3.0730429657586258e-10,-3.4195623141112896e-10,-4.1953289645754205e-10,-1.0593540630425245e-09,-1.6513564887335419e-09
6.30225,-9.4440379095485852e-10,-3.3602250593609743e-10,-3.0712595916046534e-10,-3.414431484913734e-10,-4.1869963103530098e-10,-1.0567173796423382e-09,-1.6465667508607638e-09
6.3025,-9.4640195460815036e-10,-3.3604390413741837e-10,-3.0692014117648535e-10,-3.4089696267058645e-10,-4.1781169684152276e-10,-1.053986264283517e-09,-1.6416702709954853e-09
6.30275,-9.4815847641889671e-10,-3.3603135314374484e-10,-3.0668457640062562e-10,-3.40316935093924e-10,-4.1686726433258306e-10,-1.0511606816845273e-09,-1.6366735384292253e-09
6.303,-9.496527609457396e-10,-3.359837106574373e-10,-3.0641655886834479e-10,-3.3970081217126666e-10,-4.1586601105118468e-10,-1.0482419028497409e-09,-1.6315788705494477e-09
6.30325,-9.5087328555280222e-10,-3.3590047217179343e-10,-3.0611354205916593e-10,-3.3904527654280985e-10,-4.1480823553174048e-10,-1.0452308280243702e-09,-1.6263843096610453e-09
6.3035,-9.5181406244522565e-10,-3.3578168558999527e-10,-3.0577383062037607e-10,-3.3834683207031026e-10,-4.1369536564164168e-10,-1.0421287559394761e-09,-1.6210836448610419e-09
6.30375,-9.5247291638466641e-10,-3.3562756424097056e-10,-3.0539553463205431e-10,-3.3760183207151884e-10,-4.1252907614120121e-10,-1.0389365560453708e-09,-1.6156707260843712e-09
6.304,-9.5285370953151246e-10,-3.3543758387166239e-10,-3.0497760192601993e-10,-3.3680742718085848e-10,-4.1131261837043443e-10,-1.0356563475674963e-09,-1.6101408438862339e-09
6.30425,-9.5296751153170124e-10,-3.3521327642648246e-10,-3.0452012480154695e-10,-3.3596199646347497e-10,-4.1004972358455755e-10,-1.0322894380670203e-09,-1.6044905811932649e-09
6.3045,-9.5282824355188907e-10,-3.3495569211811443e-10,-3.0402378531646266e-10,-3.3506558802935222e-10,-4.0874488481738046e-10,-1.0288387553507488e-09,-1.5987216311270372e-09
6.30475,-9.5245778329125123e-10,-3.3466678300593048e-10,-3.0348962073749378e-10,-3.3411902389767707e-10,-4.0740239512417199e-10,-1.0253055616582183e-09,-1.5928355698690422e-09
6.305,-9.5188148128318419e-10,-3.3434917724866132e-10,-3.0292047899148707e-10,-3.3312568043602578e-10,-4.0602704415212143e-10,-1.0216928700928628e-09,-1.5868370988162737e-09
6.30525,-9.5113423143357703e-10,-3.3400587052618559e-10,-3.023192832882154e-10,-3.3209052422254204e-10,-4.0462342487544113e-10,-1.0180051910206194e-09,-1.5807331640040875e-09
6.3055,-9.5024960369958801e-10,-3.3364061802530907e-10,-3.0168951468863053e-10,-3.3101900276619589e-10,-4.0319529244295182e-10,-1.0142471816251027e-09,-1.5745303609796944e-09
6.30575,-9.4925933485261474e-10,-3.3325688367563403e-10,-3.0103547453875802e-10,-3.2991840385174775e-10,-4.0174621469499801e-10,-1.0104252116390315e-09,-1.5682355609146475e-09
6.306,-9.4819971054853846e-10,-3.3285894155502119e-10,-3.0036166924005798e-10,-3.2879610626734773e-10,-4.0027937564785064e-10,-1.0065459989791181e-09,-1.5618570616059903e-09
6.30625,-9.4710992248588382e-10,-3.3245065636584243e-10,-2.9967299777026449e-10,-3.2766029278763447e-10,-3.9879820806289593e-10,-1.0026173772371689e-09,-1.5554050569121238e-09
6.3065,-9.4602016652887071e-10,-3.3203653131942491e-10,-2.9897493742240873e-10,-3.2651891481545016e-10,-3.9730711878324548e-10,-9.9864771854225613e-10,-1.5488902375713701e-09
6.30675,-9.4496957582844368e-10,-3.3162087397880878e-10,-2.9827317817990745e-10,-3.2537898725774465e-10,-3.9581036673179052e-10,-9.9464601690434038e-10,-1.5423264931092924e-09
6.307,-9.4398834352066103e-10,-3.3120785906508146e-10,-2.9757254183250794e-10,-3.242461241895486e-10,-3.9431260936079918e-10,-9.906183149848422e-10,-1.5357263639911367e-09
6.30725,-9.4310456557640442e-10,-3.3080048141232523e-10,-2.9687719741968701e-10,-3.2312415217452951e-10,-3.9281889207181499e-10,-9.8657086780992206e-10,-1.5291022645732086e-09
6.3075,-9.4234261122918721e-10,-3.3040212143223593e-10,-2.9619084324962676e-10,-3.2201666213407273e-10,-3.913353167981603e-10,-9.8251120633755089e-10,-1.5224705472011533e-09
6.30775,-9.4172555776314593e-10,-3.3001704658876713e-10,-2.9551737182503821e-10,-3.2092679839399525e-10,-3.8986736701016642e-10,-9.7844693188383978e-10,-1.5158476313174701e-09
6.308,-9.4127393795105478e-10,-3.2964899047206675e-10,-2.9485959789128897e-10,-3.1985625710603403e-10,-3.8842005481423677e-10,-9.7438568863522604e-10,-1.5092485639548042e-09
6.30825,-9.4100528227635421e-10,-3.2930105320845266e-10,-2.9422008719273582e-10,-3.1880682905950728e-10,-3.8699666630588103e-10,-9.7033413203631652e-10,-1.5026855814030123e-09
6.3085,-9.4093733019310093e-10,-3.2897614339849807e-10,-2.9360106674281034e-10,-3.1777997402936911e-10,-3.8559910290228825e-10,-9.6629904557814284e-10,-1.496167605557797e-09
6.30875,-9.4108260445076194e-10,-3.286773734056686e-10,-2.9300474759652368e-10,-3.1677718752968705e-10,-3.8422705430693787e-10,-9.6228466748674884e-10,-1.489697886803179e-09
6.309,-9.4145079940435421e-10,-3.2840639627851545e-10,-2.9243208870627127e-10,-3.157998300853836e-10,-3.8287929441992562e-10,-9.5829461557813865e-10,-1.4832750404782861e-09
6.30925,-9.4204369702254656e-10,-3.281658158007286e-10,-2.9188543919969254e-10,-3.1485252406727484e-10,-3.8156057098393664e-10,-9.5434646126883723e-10,-1.4769215036521256e-09
6.3095,-9.4286853611729918e-10,-3.2795647225724211e-10,-2.9136507300583136e-10,-3.1393066922196649e-10,-3.8025726926779516e-10,-9.5041781569550607e-10,-1.470582613171141e-09
