Physical Time (s),enth_flux_enthalpy_top Monitor (W): top_cv1,enth_flux_enthalpy_top Monitor (W): top_cv2,enth_flux_enthalpy_top Monitor (W): top_cv3,enth_flux_enthalpy_top Monitor (W): top_cv4,enth_flux_enthalpy_top Monitor (W): top_cv5,enth_flux_enthalpy_top Monitor (W): top_cv6,enth_flux_enthalpy_top Monitor (W): top_cv7
2.19,-1.4672126485682682e-09,-5.6275670308509491e-10,-6.7564451013218645e-10,-8.2718840548473771e-10,-6.3836491648859581e-10,2.6745841611618223e-09,3.9623600900681573e-09
2.1925,-1.482786176137368e-09,-5.7388979918163373e-10,-6.9703042888930982e-10,-8.6357317165834865e-10,-6.7510067730989399e-10,2.8055013523888355e-09,4.2337523357929651e-09
2.195,-1.4943303531170447e-09,-5.8323280829502253e-10,-7.1530805894924966e-10,-8.9536026038425106e-10,-7.0859380722407259e-10,2.9203465464723542e-09,4.4852354152591512e-09
2.1975,-1.5016697168404888e-09,-5.9070353228174054e-10,-7.303277357117962e-10,-9.2227001833088296e-10,-7.3847814493349925e-10,3.0184464904021193e-09,4.7147200306349372e-09
2.2,-1.5046572416206008e-09,-5.9624664835689427e-10,-7.4197897274916642e-10,-9.4409803813154048e-10,-7.6446490732010151e-10,3.0992059808188864e-09,4.920570990312703e-09
2.2025,-1.5031953066206526e-09,-5.9982111472786327e-10,-7.5019516325452744e-10,-9.6069209491540904e-10,-7.8631292049352369e-10,3.1619741691835915e-09,5.1013904510696918e-09
2.205,-1.4972369786871929e-09,-6.0141622513132135e-10,-7.5495437651330719e-10,-9.7198988869402119e-10,-8.0384671004696586e-10,3.20645404183065e-09,5.2560799586800296e-09
2.2075,-1.4868984818908002e-09,-6.0105787599382663e-10,-7.5630277550224506e-10,-9.7801569511936428e-10,-8.1696861235847136e-10,3.2327861671872286e-09,5.3838461976606375e-09
2.21,-1.4723747456156653e-09,-5.9880424718469683e-10,-7.5434763559428532e-10,-9.7889064395299903e-10,-8.2565969324051612e-10,3.2414301877748915e-09,5.4843864070476338e-09
2.2125,-1.453879872499148e-09,-5.9473156115918278e-10,-7.4923468190423167e-10,-9.7478530333118563e-10,-8.2995597442737415e-10,3.232895048354358e-09,5.5577502917609989e-09
2.215,-1.4317212133363903e-09,-5.8894961248901235e-10,-7.4114821965741488e-10,-9.6594748507559668e-10,-8.299608943473775e-10,3.2078229677345777e-09,5.604460850270779e-09
2.2175,-1.4062736279701972e-09,-5.8159142765723251e-10,-7.3030500715671485e-10,-9.5269236873767519e-10,-8.2583981321298839e-10,3.1670915158235053e-09,5.625320467726174e-09
2.22,-1.3779812196989591e-09,-5.7280693268561948e-10,-7.1696306672834e-10,-9.3537062168071884e-10,-8.1781933367482472e-10,3.1118864115791155e-09,5.6215067537775616e-09
2.2225,-1.3473188875429023e-09,-5.6276773646516853e-10,-7.0140933565995788e-10,-9.1439143847821472e-10,-8.0617716604024754e-10,3.043574517636551e-09,5.5945120679710056e-09
2.225,-1.3147985673840373e-09,-5.5165816954719291e-10,-6.8393571461304228e-10,-8.9018437189894979e-10,-7.9123227728338872e-10,2.9636832397778791e-09,5.5461323549839845e-09
2.2275,-1.2809626240064127e-09,-5.3967662985002804e-10,-6.6486534082449571e-10,-8.632220281828734e-10,-7.7335224072754337e-10,2.8738335269185293e-09,5.4785313947868705e-09
2.23,-1.2463827725276205e-09,-5.2703304495798771e-10,-6.4453608474894651e-10,-8.3398734790762587e-10,-7.5293010628315478e-10,2.775665331162486e-09,5.3941047633890304e-09
2.2325,-1.2116219537197065e-09,-5.139424197556978e-10,-6.2329136141837351e-10,-8.0298510276686934e-10,-7.3038569588378722e-10,2.6708567576126282e-09,5.2954023548091367e-09
2.235,-1.1772237707185613e-09,-5.0061617186645651e-10,-6.0146139446837187e-10,-7.707321541237023e-10,-7.0615712901109979e-10,2.5611735290497618e-09,5.1850126692308794e-09
2.2375,-1.1437415760811469e-09,-4.872665578827638e-10,-5.7937691690936087e-10,-7.3774915243623178e-10,-6.8069739880478288e-10,2.4485084960270542e-09,5.0656512372583788e-09
2.24,-1.1116369710836058e-09,-4.7408687767346832e-10,-5.5736236915727484e-10,-7.0452718997235318e-10,-6.5445437501677884e-10,2.334663973653871e-09,4.9401661659412435e-09
2.2425,-1.0813361223714338e-09,-4.6126151565335548e-10,-5.3572210394225484e-10,-6.7153514099903617e-10,-6.2789471273724434e-10,2.2212826711864017e-09,4.8115131484779966e-09
2.245,-1.0532099051550914e-09,-4.4896495667512451e-10,-5.1474847810866906e-10,-6.3923591342168207e-10,-6.0147413245066441e-10,2.1098460283551489e-09,4.6825360337676209e-09
2.2475,-1.0276223015676104e-09,-4.3735875651672847e-10,-4.9470780414287047e-10,-6.0807830181465788e-10,-5.7562692780042168e-10,2.0018811528679635e-09,4.5559360413661078e-09
2.25,-1.0048623598091907e-09,-4.2658146801954104e-10,-4.7584347273904175e-10,-5.7847600743564876e-10,-5.507774080059681e-10,1.8989020282641878e-09,4.4343283467662191e-09
2.2525,-9.8514813538292188e-10,-4.1674791751648789e-10,-4.5835361051212673e-10,-5.5080696272892632e-10,-5.2733486675076089e-10,1.8022556458848213e-09,4.3202817112728501e-09
2.255,-9.6868218656868736e-10,-4.0796162787132936e-10,-4.4243039985830346e-10,-5.2539627066855146e-10,-5.0568173194756192e-10,1.7130377359854096e-09,4.2163817974699635e-09
2.2575,-9.5564195565158438e-10,-4.0031592448630265e-10,-4.282510683176276e-10,-5.0256012728770138e-10,-4.8619625334868218e-10,1.6320222109072168e-09,4.1249536020461187e-09
2.26,-9.461941454361719e-10,-3.9389479254828333e-10,-4.1597140491398941e-10,-4.8257804886157056e-10,-4.6921573216151885e-10,1.5599765933113175e-09,4.0479664742641936e-09
2.2625,-9.4045333185763398e-10,-3.8876514084824741e-10,-4.0571480370528774e-10,-4.6569731152840557e-10,-4.5503689814139651e-10,1.4976946756587915e-09,3.9871230843273534e-09
2.265,-9.3848599665234929e-10,-3.8497853930222803e-10,-3.9758141914215813e-10,-4.5211912305448197e-10,-4.439239755820544e-10,1.4457107730337013e-09,3.9439339075663444e-09
2.2675,-9.4032464009052076e-10,-3.8256366289927527e-10,-3.9163266291369385e-10,-4.4198227369418452e-10,-4.3611053637047414e-10,1.4043359229389954e-09,3.919686834497555e-09
2.27,-9.4593901461352054e-10,-3.8152965772277649e-10,-3.8790494216786322e-10,-4.3538522809510958e-10,-4.3179083647523476e-10,1.3734845320323815e-09,3.9153270964698354e-09
2.2725,-9.5524704355549424e-10,-3.8187001741895674e-10,-3.8640202270804822e-10,-4.3237428432712552e-10,-4.3108601288624545e-10,1.3528897230036767e-09,3.9312916827725593e-09
2.275,-9.6811338652792953e-10,-3.8356179697980536e-10,-3.8710120493263759e-10,-4.3295696216210963e-10,-4.3406950992046112e-10,1.342333366171268e-09,3.967656998172606e-09
2.2775,-9.8435652398209659e-10,-3.865641061937627e-10,-3.8995630215021922e-10,-4.3710185340006887e-10,-4.4077478059980904e-10,1.3415262512791346e-09,4.0243788386335071e-09
2.28,-1.0037938810107837e-09,-3.9082330531853266e-10,-3.9489815725857536e-10,-4.4472689451046226e-10,-4.5118653975834892e-10,1.350014683258185e-09,4.101341653144544e-09
2.2825,-1.0262121739722725e-09,-3.9627913895942307e-10,-4.0183980177650899e-10,-4.5571670046820681e-10,-4.6523777999230244e-10,1.3670897599285807e-09,4.1980651729672949e-09
2.285,-1.0514012016799855e-09,-4.0286767192925179e-10,-4.1068621848248756e-10,-4.6992119452619634e-10,-4.8281090156791391e-10,1.3919032443175189e-09,4.313530693494207e-09
2.2875,-1.079155170607132e-09,-4.1051634598209407e-10,-4.2131967249500485e-10,-4.8714079685288381e-10,-5.0373620495098615e-10,1.4235841820317456e-09,4.4463579575245366e-09
2.29,-1.1092728368559228e-09,-4.1914800421360916e-10,-4.3360539421434848e-10,-5.0713982999120121e-10,-5.2780784448456616e-10,1.4613716548897436e-09,4.5951466410334982e-09
2.2925,-1.1415798596383565e-09,-4.2868035005076234e-10,-4.473927777871784e-10,-5.2966112533048074e-10,-5.54781741110615e-10,1.5043706073510154e-09,4.7585359324389216e-09
2.295,-1.1758883702177559e-09,-4.3902244207757507e-10,-4.6252110356150488e-10,-5.5443176706132294e-10,-5.843608141459462e-10,1.5515434750435505e-09,4.935064374040355e-09
2.2975,-1.2119786923835484e-09,-4.5007165596960298e-10,-4.788124814701051e-10,-5.8114767959556535e-10,-6.1619415290255878e-10,1.6017665179786497e-09,5.1227708915535491e-09
2.3,-1.2496057555482747e-09,-4.617175873509651e-10,-4.9608200679595815e-10,-6.0948177887799662e-10,-6.4992167805678328e-10,1.6539654125136301e-09,5.3192575173744876e-09
2.3025,-1.2885258332674235e-09,-4.7384941632614925e-10,-5.1414190674741403e-10,-6.3909137550945241e-10,-6.8517290664173559e-10,1.707267911345174e-09,5.5222141048612455e-09
2.305,-1.328486327066137e-09,-4.8635581374749339e-10,-5.3279559677522594e-10,-6.696109230485883e-10,-7.2153982950578237e-10,1.7606913309523037e-09,5.7294475737616001e-09
2.3075,-1.3692002738758879e-09,-4.9911774244929802e-10,-5.5183885504759969e-10,-7.0066964746630123e-10,-7.5857096997078644e-10,1.8132081630187053e-09,5.9387383167487212e-09
2.31,-1.4103384394511901e-09,-5.1201147265082456e-10,-5.7105899187008232e-10,-7.3187818675819466e-10,-7.95800174884747e-10,1.8638115478790379e-09,6.1476460226593162e-09
2.3125,-1.4515836008045431e-09,-5.2491285437173037e-10,-5.9024251393376094e-10,-7.6285153302277707e-10,-8.3277665915300624e-10,1.9115808618241986e-09,6.3535293991882338e-09
2.315,-1.4926251887791198e-09,-5.3769775412832766e-10,-6.0917782944122979e-10,-7.9321703960341107e-10,-8.6906008375351829e-10,1.9557690596322005e-09,6.5538235394786087e-09
2.3175,-1.5331471811849121e-09,-5.5023951575129699e-10,-6.2765077809171982e-10,-8.2260929851431445e-10,-9.0421031451322063e-10,1.9956504025522091e-09,6.7462035651782076e-09
2.32,-1.5728514959377748e-09,-5.6241035378084802e-10,-6.4545472809303307e-10,-8.506794226238563e-10,-9.3779680216954484e-10,2.0304883017904944e-09,6.928466483310755e-09
2.3225,-1.6114530266111929e-09,-5.7408774949911933e-10,-6.6239419607585395e-10,-8.7709164262798443e-10,-9.6941275173455278e-10,2.0596890370585236e-09,7.0985598616856805e-09
2.325,-1.6486573106752062e-09,-5.8515018872411734e-10,-6.7827887319966674e-10,-9.0153324495448001e-10,-9.9868903637231304e-10,2.0827724785380184e-09,7.2544480004255684e-09
2.3275,-1.6841659060093701e-09,-5.9547883126614929e-10,-6.9292623469886674e-10,-9.236985108194166e-10,-1.0252760735143286e-09,2.0993412349914793e-09,7.3941508638757488e-09
2.33,-1.7176703623920586e-09,-6.0495654397790385e-10,-7.0615774502613224e-10,-9.4331701980214539e-10,-1.0488581871586925e-09,2.1090326392073557e-09,7.5159202305284706e-09
2.3325,-1.7488951266393662e-09,-6.13477483609957e-10,-7.1780783240999793e-10,-9.6015269596706445e-10,-1.0691548688585767e-09,2.1116006486524039e-09,7.6183572860990748e-09
2.335,-1.777502391850835e-09,-6.2093096676347721e-10,-7.2771914534714409e-10,-9.7399558004133908e-10,-1.0859161426962418e-09,2.1069430914600347e-09,7.7002488928920596e-09
2.3375,-1.8031592060192365e-09,-6.2721434890628431e-10,-7.3575458357036175e-10,-9.8465006649881207e-10,-1.0989423114226085e-09,2.0951036883449733e-09,7.7606134870088208e-09
2.34,-1.825552796990427e-09,-6.3224169360327346e-10,-7.4180490702600323e-10,-9.9197656135661787e-10,-1.1080996441120157e-09,2.0761110523248905e-09,7.7986388852987555e-09
2.3425,-1.8444022015050833e-09,-6.359404303044329e-10,-7.4578201671134152e-10,-9.9587657910440281e-10,-1.1132964085247054e-09,2.0499755528902925e-09,7.8136020647014573e-09
2.345,-1.8594678764771987e-09,-6.3825389010284678e-10,-7.4761313082460152e-10,-9.9629214413561717e-10,-1.1144737377174893e-09,2.0168527227933474e-09,7.8050144844096529e-09
2.3475,-1.8705969624526441e-09,-6.3914634672027549e-10,-7.4726067371816677e-10,-9.9321854182815716e-10,-1.1116327260455295e-09,1.9771618593153776e-09,7.7729225823200166e-09
2.35,-1.877685782247014e-09,-6.3859804458172054e-10,-7.4471619344450391e-10,-9.8668510489894649e-10,-1.1048254226693791e-09,1.931386958479434e-09,7.7178917183307279e-09
2.3525,-1.8806540979088611e-09,-6.3660748304535774e-10,-7.4002199998880722e-10,-9.7681067853617651e-10,-1.0941993384622387e-09,1.8799813936861846e-09,7.6408485262752797e-09
2.355,-1.8795600513421465e-09,-6.3319539351872912e-10,-7.3321832758388172e-10,-9.6369480003246631e-10,-1.0798940348236709e-09,1.8234704609638562e-09,7.5426571641125673e-09
2.3575,-1.8744694801646001e-09,-6.2839297729841776e-10,-7.24373675131403e-10,-9.4749342561660779e-10,-1.0621059537628212e-09,1.7623409133455029e-09,7.4242302000455245e-09
2.36,-1.8654834376122113e-09,-6.2224797143610543e-10,-7.135852990531107e-10,-9.2840413905682556e-10,-1.0410586041309088e-09,1.6972702286948346e-09,7.2868515940788559e-09
2.3625,-1.8527213759508388e-09,-6.1483164752081081e-10,-7.009954066513884e-10,-9.066783900819194e-10,-1.0170265247903712e-09,1.6290504647164834e-09,7.1323370951485383e-09
2.365,-1.8363248528201695e-09,-6.062201478102684e-10,-6.8676028525169146e-10,-8.825629226336927e-10,-9.9027477376129001e-10,1.5583220318957635e-09,6.9624934545777175e-09
2.3675,-1.8164128844228487e-09,-5.9653486257890466e-10,-6.7110528567886998e-10,-8.564176968113874e-10,-9.6121093488168418e-10,1.4857772161022708e-09,6.7795319318574185e-09
2.37,-1.7932357770775669e-09,-5.859107339950479e-10,-6.5423625623254075e-10,-8.2858746279486833e-10,-9.3021896033357872e-10,1.4121626358259645e-09,6.585560013450629e-09
2.3725,-1.7670204672654999e-09,-5.7446332398147744e-10,-6.3630999965386539e-10,-7.993650388703507e-10,-8.9765146495612211e-10,1.3382284965081408e-09,6.3825713759393011e-09
2.375,-1.7380852607264322e-09,-5.6231868901562709e-10,-6.1750542710613446e-10,-7.6906600752902573e-10,-8.6390799759060305e-10,1.264737577570497e-09,6.1730389370985096e-09
2.3775,-1.7067417133199347e-09,-5.4957848258103805e-10,-5.9797808636048472e-10,-7.3797043086598535e-10,-8.2936845723326569e-10,1.19222391931355e-09,5.9593654268717088e-09
2.38,-1.6732834196583479e-09,-5.363483717212763e-10,-5.7793081028538432e-10,-7.0641895336246458e-10,-7.9445444559904475e-10,1.1212539207393509e-09,5.7440536236053008e-09
2.3825,-1.6380114751034551e-09,-5.2274967881030645e-10,-5.5761432344328086e-10,-6.7482131317937952e-10,-7.596226623577625e-10,1.0525109137416634e-09,5.5295885419612347e-09
2.385,-1.6011762220031326e-09,-5.0892064493550381e-10,-5.37297843554006e-10,-6.4359807200355161e-10,-7.2531502908084985e-10,9.8655084178288885e-10,5.3182659931319e-09
2.3875,-1.5630399833903769e-09,-4.9501550983999563e-10,-5.1724973480011822e-10,-6.1318399333741232e-10,-6.9198058083654163e-10,9.2389509718052611e-10,5.1125401279535926e-09
2.39,-1.523884752906102e-09,-4.8119177602985022e-10,-4.9770956724018796e-10,-5.8395138335929729e-10,-6.6004605103466769e-10,8.6496588534089326e-10,4.9148485366121076e-09
2.3925,-1.4840876489262237e-09,-4.6761096421847e-10,-4.7890171092170568e-10,-5.562392115814975e-10,-6.2993223053712355e-10,8.100485043567409e-10,4.7275934499754688e-09
2.395,-1.444133130188601e-09,-4.5444150839678577e-10,-4.61042833353707e-10,-5.3036445477586219e-10,-6.0202457316539505e-10,7.5949783986444982e-10,4.5531122577506233e-09
2.3975,-1.4045751304592157e-09,-4.4184933304393283e-10,-4.4434716250421355e-10,-5.0662705123829892e-10,-5.766687004821663e-10,7.1351925472160753e-10,4.3933536920974046e-09
2.4,-1.3660401545937819e-09,-4.3000307606628509e-10,-4.2904103534381396e-10,-4.8533576714473256e-10,-5.5421804229760099e-10,6.7216627520287754e-10,4.2498610805433914e-09
2.4025,-1.3291474606287325e-09,-4.1906178698572956e-10,-4.1534789107794908e-10,-4.6680458118134152e-10,-5.3505076605328622e-10,6.3546516467618665e-10,4.1241033731290511e-09
2.405,-1.2943842329363787e-09,-4.0915273410983234e-10,-4.0345035831104281e-10,-4.5130696622454938e-10,-5.1948465768714865e-10,6.0335342997639078e-10,4.0174087357955636e-09
2.4075,-1.2621466551532256e-09,-4.0039300378496148e-10,-3.9351918548440668e-10,-4.3909317201821744e-10,-5.0780136420031717e-10,5.757688791133407e-10,3.9310832999884433e-09
2.41,-1.2326639078582656e-09,-3.9284984176361835e-10,-3.8565596325238844e-10,-4.3032540320496317e-10,-5.0013264132683563e-10,5.5263739494131975e-10,3.8662249515748148e-09
2.4125,-1.2061788821912875e-09,-3.8659220460502747e-10,-3.7995785210842448e-10,-4.2514558607936446e-10,-4.9662293473527142e-10,5.3369804424823314e-10,3.8234303930311957e-09
2.415,-1.1825765446325654e-09,-3.8161767129727597e-10,-3.7643194688474632e-10,-4.235480316546569e-10,-4.9729217707165204e-10,5.1851040849587211e-10,3.8022283665667037e-09
2.4175,-1.161910437603834e-09,-3.7794079610657256e-10,-3.7509019571037292e-10,-4.254931669027881e-10,-5.0214176878559434e-10,5.0667068254730414e-10,3.8020760941410485e-09
2.42,-1.1441806877860398e-09,-3.7556420923023496e-10,-3.7591241142667964e-10,-4.3089816045005553e-10,-5.1111181344993945e-10,4.9787588346195372e-10,3.8223144455160611e-09
2.4225,-1.1293495236092657e-09,-3.7448003918006498e-10,-3.7885495049488631e-10,-4.3967959362566074e-10,-5.2408772881537884e-10,4.9178125156861766e-10,3.8622591087232118e-09
2.425,-1.117336065324292e-09,-3.7465931715159699e-10,-3.8384371442156324e-10,-4.5172283600469872e-10,-5.4088836412860838e-10,4.8799108133301545e-10,3.9211167324622813e-09
2.4275,-1.1079520636512292e-09,-3.7603292404602945e-10,-3.907420562617783e-10,-4.6682208527435144e-10,-5.6126952022706428e-10,4.8602076214750482e-10,3.9975204650044597e-09
2.43,-1.101194427826369e-09,-3.7854353401631619e-10,-3.9942358376352675e-10,-4.8476050471065694e-10,-5.849912243332385e-10,4.8540353110311525e-10,4.0898918425368572e-09
2.4325,-1.0968343258321294e-09,-3.8209176230626894e-10,-4.0973230482694159e-10,-5.0527934246847207e-10,-6.1175648670704479e-10,4.8575702992892574e-10,4.1965974541878775e-09
2.435,-1.0946803291650292e-09,-3.8654056957669171e-10,-4.2142299172437168e-10,-5.2794584576458271e-10,-6.4112124225050016e-10,4.8666132518298927e-10,4.3151233995988262e-09
2.4375,-1.094517167213509e-09,-3.9176698640574257e-10,-4.3427416819077087e-10,-5.5236730352892475e-10,-6.7267362942825437e-10,4.8778909911474629e-10,4.4437253539523832e-09
2.44,-1.0961164993406099e-09,-3.9764838363463811e-10,-4.4805149042582145e-10,-5.7816894080254812e-10,-7.059529477267643e-10,4.8884472265953309e-10,4.5806160640064084e-09
2.4425,-1.0992330616871994e-09,-4.0406219880053427e-10,-4.6253609441101133e-10,-6.0501102311781925e-10,-7.4047738815146678e-10,4.8957343990170945e-10,4.7237099508185225e-09
2.445,-1.1035815438069808e-09,-4.1087672352781478e-10,-4.7750370557146198e-10,-6.3253345740341419e-10,-7.7576072088807033e-10,4.8965847300451432e-10,4.8706413512658792e-09
2.4475,-1.1089345650002328e-09,-4.179682482476503e-10,-4.9273441762784717e-10,-6.6033978292697236e-10,-8.1132366059449286e-10,4.8884433034749991e-10,5.0188775898567292e-09
2.45,-1.1149987845876784e-09,-4.2521160295903548e-10,-5.0800299698557738e-10,-6.879811003470954e-10,-8.4666661233442945e-10,4.8689673744631798e-10,5.1658590274866752e-09
2.4525,-1.1214987471906377e-09,-4.3249338804352194e-10,-5.2308044265997122e-10,-7.1503305387923792e-10,-8.8130930832413865e-10,4.8360894862229411e-10,5.309168648010733e-09
2.455,-1.128174465392767e-09,-4.3970404508100437e-10,-5.3774022711704523e-10,-7.4111012163008105e-10,-9.1477648900457343e-10,4.7888208597833669e-10,5.446645261109078e-09
2.4575,-1.1347439327708645e-09,-4.4672612160159724e-10,-5.5175289016025397e-10,-7.658733776068412e-10,-9.4661452006773697e-10,4.7270847629778646e-10,5.5762216100287039e-09
2.46,-1.1409472447289853e-09,-4.5344319317343497e-10,-5.6491643313744743e-10,-7.8902038068448872e-10,-9.7641165486854608e-10,4.6502524806399275e-10,5.6958470465982125e-09
2.4625,-1.1464856938441208e-09,-4.5972679026740686e-10,-5.7702810260080777e-10,-8.1023772328831359e-10,-1.0037739839494043e-09,4.5571821477378142e-10,5.8033586998688514e-09
2.465,-1.1510561542316513e-09,-4.6544960334402896e-10,-5.8790182402147488e-10,-8.2921321343070988e-10,-1.0283584757646543e-09,4.4473394794442799e-10,5.8967403146706641e-09
2.4675,-1.1544278209206813e-09,-4.705076222526618e-10,-5.9737991191106408e-10,-8.4569323341327241e-10,-1.0498642902134343e-09,4.320785223191228e-10,5.9743064149715533e-09
2.47,-1.1564306551769832e-09,-4.7481181785302995e-10,-6.0532365905519214e-10,-8.5945895066197675e-10,-1.0680201351433296e-09,4.1788771397248736e-10,6.0348025608837173e-09
2.4725,-1.1570323283320345e-09,-4.783091436333692e-10,-6.1164703626149477e-10,-8.7036943971110485e-10,-1.0826114735613388e-09,4.0234474991798927e-10,6.0774339803864175e-09
2.475,-1.1562940696420654e-09,-4.8096865715194754e-10,-6.162949560671668e-10,-8.7832540814813082e-10,-1.0934740986506521e-09,3.8552749843187591e-10,6.1014858066072628e-09
2.4775,-1.1542799703749351e-09,-4.8277230634973605e-10,-6.1923229140422088e-10,-8.8325686661391303e-10,-1.100499849504431e-09,3.6746123518538913e-10,6.1061381700770495e-09
2.48,-1.1510890030240454e-09,-4.837193685188247e-10,-6.204541967740209e-10,-8.8513148869589459e-10,-1.1036523868804406e-09,3.4824724357072102e-10,6.0906995942710471e-09
2.4825,-1.1468139233470951e-09,-4.8382257512902548e-10,-6.1997602147546999e-10,-8.8396711055493391e-10,-1.1029486806226099e-09,3.2805044099802713e-10,6.0549610159981498e-09
2.485,-1.1415040638540484e-09,-4.8309748023666036e-10,-6.1782848005072827e-10,-8.7982421980284713e-10,-1.0984253540313847e-09,3.070737126728702e-10,5.9991968538131392e-09
2.4875,-1.1351713506809433e-09,-4.8156068404999226e-10,-6.140535589748395e-10,-8.7277495753637453e-10,-1.0901386050615964e-09,2.8553028246731237e-10,5.9238960313669516e-09
2.49,-1.1278109589161519e-09,-4.792327718410487e-10,-6.0871236661814586e-10,-8.6292326949864794e-10,-1.0781842324669945e-09,2.6355483657442669e-10,5.8294865138929782e-09
2.4925,-1.1194644927285933e-09,-4.7614395333766197e-10,-6.0187757160268294e-10,-8.5039850962946089e-10,-1.0626979175536395e-09,2.4121883667577264e-10,5.7161653363085109e-09
2.495,-1.1102052880054847e-09,-4.7233106089939868e-10,-5.936384462229236e-10,-8.3535051595683149e-10,-1.0438755398440726e-09,2.1866266815017452e-10,5.5842139901418593e-09
2.4975,-1.1001607018849569e-09,-4.6784278915786927e-10,-5.8409183767332956e-10,-8.1795727429793345e-10,-1.0219550883273528e-09,1.9607261498784364e-10,5.4344823093379393e-09
2.5,-1.0894920987493252e-09,-4.6273536373849872e-10,-5.7335152592327249e-10,-7.9844300131106298e-10,-9.9719952812361606e-10,1.7363145073286886e-10,5.2682654870770366e-09
2.5025,-1.078397289157962e-09,-4.5707822008756355e-10,-5.6155268697553308e-10,-7.7705128666120238e-10,-9.698859376206265e-10,1.5155342889029284e-10,5.0873107270321707e-09
2.505,-1.0671160971789408e-09,-4.5095148759846746e-10,-5.4885196013136545e-10,-7.5403690822800077e-10,-9.403262498696279e-10,1.3000034144726796e-10,4.893271416530571e-09
2.5075,-1.0558542486259009e-09,-4.4443865783591338e-10,-5.3540194894503363e-10,-7.2966752304440179e-10,-9.0885984260596915e-10,1.090623010692466e-10,4.6876149259798472e-09
2.51,-1.044775715767654e-09,-4.3761771698572341e-10,-5.2134862769229582e-10,-7.0420134289487229e-10,-8.7582052583731165e-10,8.8803550714402886e-11,4.4717005673815916e-09
2.5125,-1.0340386082068983e-09,-4.3057036966608522e-10,-5.0684056638132112e-10,-6.7789384640813426e-10,-8.4153669235299198e-10,6.933238387394587e-11,4.2470496873813987e-09
2.515,-1.0237760756678478e-09,-4.233782558262071e-10,-4.9202201022627245e-10,-6.5099982030389794e-10,-8.0634616863974647e-10,5.0800282685861609e-11,4.0156426521954693e-09
2.5175,-1.0141183814728973e-09,-4.1612215208815952e-10,-4.7703238270442173e-10,-6.2376187454391691e-10,-7.7056509075259291e-10,3.3365340672953726e-11,3.7796603180503919e-09
2.52,-1.0052259969801743e-09,-4.0888370581909596e-10,-4.6201449770020507e-10,-5.9642326367324848e-10,-7.3451803680575233e-10,1.7110392910987243e-11,3.5413162706393615e-09
2.5225,-9.9723169131715211e-10,-4.0174014598246901e-10,-4.4710712443101082e-10,-5.6922544968999184e-10,-6.98526145653094e-10,2.0582519488524335e-12,3.3026075667121818e-09
2.525,-9.903223985274389e-10,-3.9477112685452644e-10,-4.3244607039265742e-10,-5.4241548262921157e-10,-6.6291908093538189e-10,-1.1831081652528318e-11,3.0651905744948416e-09
2.5275,-9.846933436645063e-10,-3.8806134008671394e-10,-4.1817961152362152e-10,-5.1622431229762202e-10,-6.2803219346527846e-10,-2.4550747770869168e-11,2.8305398643824106e-09
2.53,-9.8049747517676074e-10,-3.816928307700672e-10,-4.0444026492745181e-10,-4.9088853173807874e-10,-5.9418446711222973e-10,-3.6084058716885387e-11,2.6003667529368067e-09
2.5325,-9.7788680498671295e-10,-3.7573013769348493e-10,-3.9134945701189769e-10,-4.6662216105730887e-10,-5.6165514975952506e-10,-4.6403589861901545e-11,2.3766939454547509e-09
2.535,-9.7693934476630557e-10,-3.7023246805770828e-10,-3.7900974645781672e-10,-4.4361867911374993e-10,-5.3069965227733579e-10,-5.5547844299951659e-11,2.1616498048990986e-09
2.5375,-9.7768385729901532e-10,-3.6523930247552922e-10,-3.6749954595588517e-10,-4.2202925261862842e-10,-5.0154970599615212e-10,-6.3651100782195606e-11,1.957045644997544e-09
2.54,-9.8013438412021897e-10,-3.6078687001471251e-10,-3.5688393724205776e-10,-4.0200164429924949e-10,-4.7443394351268447e-10,-7.0865725801438446e-11,1.7641823417171964e-09
2.5425,-9.8426743466977234e-10,-3.5690330802549391e-10,-3.4722788276134738e-10,-3.8365957074341213e-10,-4.4954476699468919e-10,-7.7292534512168962e-11,1.5838613678754698e-09
2.545,-9.9010812496954965e-10,-3.5362371349188262e-10,-3.3859690095189551e-10,-3.6711113268709669e-10,-4.2705726902100022e-10,-8.3033811513723692e-11,1.4167890802583251e-09
2.5475,-9.9764051064982055e-10,-3.5097274489760714e-10,-3.3105045924769933e-10,-3.5244994288013143e-10,-4.0711792575052154e-10,-8.8224470870644393e-11,1.264063384994585e-09
2.55,-1.0068417772776451e-09,-3.4897343628148535e-10,-3.24631203096825e-10,-3.3975729716604949e-10,-3.8981792113423113e-10,-9.3010978669164112e-11,1.1268270323083806e-09
2.5525,-1.0176891487124323e-09,-3.4763889552153096e-10,-3.1937296048259093e-10,-3.2909398000533676e-10,-3.7521974187388271e-10,-9.759267230451252e-11,1.0061795197575081e-09
2.555,-1.0301553148852903e-09,-3.4698095472519601e-10,-3.1529145754380266e-10,-3.2049133867136758e-10,-3.6339040125521742e-10,-1.0216806279983544e-10,9.0283176839338364e-10
2.5575,-1.0442056106854564e-09,-3.4699914479175998e-10,-3.1239001913052314e-10,-3.1396458228666326e-10,-3.5439184306827907e-10,-1.0688542450179961e-10,8.1687771710160944e-10
