Physical Time (s),ek_vol Monitor (J): cv1,ek_vol Monitor (J): cv2,ek_vol Monitor (J): cv3,ek_vol Monitor (J): cv4,ek_vol Monitor (J): cv5,ek_vol Monitor (J): cv6,ek_vol Monitor (J): cv7
6.203,1.5926171801670359e-07,1.3604307860580896e-07,1.5638276657983432e-07,1.3274828358799517e-07,1.1566491191397035e-07,1.8901386034184156e-07,2.0854945029427302e-07
6.20325,1.5922156553665636e-07,1.3611872343247412e-07,1.564060773418838e-07,1.3273011513398832e-07,1.156349082890429e-07,1.889903652397796e-07,2.0856353317057606e-07
6.2035,1.5918146743053618e-07,1.3619298403308191e-07,1.5643060370342592e-07,1.3271241020132584e-07,1.1560498291137181e-07,1.889665994249707e-07,2.0857743732147905e-07
6.20375,1.5914143455593837e-07,1.3626582866864807e-07,1.5645635424224957e-07,1.3269516992767349e-07,1.1557514785319665e-07,1.8894256188846032e-07,2.0859115432382625e-07
6.204,1.5910147612213511e-07,1.3633722548614549e-07,1.5648333208123636e-07,1.3267840397671477e-07,1.155454139068452e-07,1.8891825362860212e-07,2.086046736503986e-07
6.20425,1.5906159505874458e-07,1.3640715280827095e-07,1.5651153426955595e-07,1.326621251641412e-07,1.1551579089671717e-07,1.8889367928823459e-07,2.0861798110360778e-07
6.2045,1.5902179322196895e-07,1.3647559512313458e-07,1.5654095899188602e-07,1.326463429475552e-07,1.1548628653583882e-07,1.8886884517473889e-07,2.0863106631657429e-07
6.20475,1.5898208085496341e-07,1.3654252949464722e-07,1.5657160124833795e-07,1.3263106738200855e-07,1.1545691048716949e-07,1.8884375600920305e-07,2.0864392528763621e-07
6.205,1.5894246689503607e-07,1.3660793373064384e-07,1.5660346012965935e-07,1.3261630394371669e-07,1.1542767167481028e-07,1.8881841714571314e-07,2.086565552479322e-07
6.20525,1.5890295414803369e-07,1.3667179108501914e-07,1.5663653724110093e-07,1.3260205619851726e-07,1.1539857900539099e-07,1.8879283749488996e-07,2.0866895199315914e-07
6.2055,1.5886354573972145e-07,1.3673408925829761e-07,1.5667082218773493e-07,1.3258833393166606e-07,1.1536964147338038e-07,1.8876702618771592e-07,2.0868110979581486e-07
6.20575,1.5882425311997995e-07,1.3679480580849237e-07,1.5670630372505299e-07,1.3257514905128175e-07,1.1534086786518719e-07,1.8874099009905161e-07,2.0869302379014275e-07
6.206,1.5878508564701699e-07,1.3685391988495444e-07,1.5674297350829385e-07,1.3256251193233099e-07,1.1531226706386809e-07,1.887147302670309e-07,2.0870469051130697e-07
6.20625,1.5874604633085935e-07,1.3691142180096568e-07,1.5678082262713657e-07,1.3255043136829906e-07,1.1528384578065188e-07,1.8868824569465502e-07,2.087161081609856e-07
6.2065,1.5870713841665245e-07,1.369673073425917e-07,1.568198386523124e-07,1.3253891543093355e-07,1.1525560910965402e-07,1.8866153686956988e-07,2.087272723431517e-07
6.20675,1.5866836990794975e-07,1.3702156400659458e-07,1.5686001223879212e-07,1.3252796878234025e-07,1.1522756362032645e-07,1.8863460374300109e-07,2.0873817417068357e-07
6.207,1.5862974874400332e-07,1.3707417735103158e-07,1.5690133552661191e-07,1.3251759466840625e-07,1.1519971751630769e-07,1.8860744581932146e-07,2.0874880326054719e-07
6.20725,1.5859128105124015e-07,1.3712513862332358e-07,1.569437935500913e-07,1.3250779718072553e-07,1.1517207989570857e-07,1.885800635471371e-07,2.0875915252848976e-07
6.2075,1.5855297406137287e-07,1.3717443899153085e-07,1.5698737143847933e-07,1.3249857792747093e-07,1.1514465941742532e-07,1.8855246331805901e-07,2.0876922494561294e-07
6.20775,1.5851483874025537e-07,1.3722206745533409e-07,1.5703205821215896e-07,1.324899363947817e-07,1.1511746287034161e-07,1.885246516259739e-07,2.087790276303718e-07
6.208,1.5847688224177919e-07,1.3726801797392056e-07,1.5707784260106488e-07,1.3248187332954767e-07,1.1509049608256646e-07,1.8849663225191608e-07,2.0878856358901947e-07
6.20825,1.5843910586233604e-07,1.3731228857464948e-07,1.5712471168586874e-07,1.3247439042126473e-07,1.1506376816746464e-07,1.8846840521839437e-07,2.0879783545581829e-07
6.2085,1.5840151151503157e-07,1.3735487803442803e-07,1.5717264849100808e-07,1.3246749331010539e-07,1.1503729073686249e-07,1.8843996873028992e-07,2.0880684440550174e-07
6.20875,1.5836410667829966e-07,1.3739578088708606e-07,1.5722162896574046e-07,1.3246119084052481e-07,1.150110791538866e-07,1.8841132180097299e-07,2.0881559129788559e-07
6.209,1.5832689936228464e-07,1.3743499441085213e-07,1.5727162764590016e-07,1.3245548802041773e-07,1.1498515018456589e-07,1.8838246349848409e-07,2.0882407178084355e-07
6.20925,1.5828989662585763e-07,1.3747251928882691e-07,1.5732261946961712e-07,1.3245039171503161e-07,1.1495951563203145e-07,1.8835339388593525e-07,2.0883228223687008e-07
6.2095,1.5825310534544679e-07,1.3750835734773502e-07,1.5737457924356475e-07,1.3244591029288812e-07,1.1493418294918371e-07,1.883241157792075e-07,2.0884022026711585e-07
6.20975,1.5821653465626413e-07,1.375425075993403e-07,1.5742748537898664e-07,1.324420476228647e-07,1.1490915859313754e-07,1.8829463143959532e-07,2.0884788528623212e-07
6.21,1.5818019429055416e-07,1.3757497215905181e-07,1.5748131807788968e-07,1.3243880815306103e-07,1.1488444563903774e-07,1.8826494057855065e-07,2.0885527554056197e-07
6.21025,1.5814409031902448e-07,1.3760575562677741e-07,1.5753605573522015e-07,1.3243619496358989e-07,1.1486004964530607e-07,1.8823504573688118e-07,2.0886238857967739e-07
6.2105,1.5810822769513959e-07,1.3763486463285499e-07,1.5759167433856374e-07,1.3243420905442573e-07,1.1483597647955611e-07,1.8820494925140177e-07,2.0886922256361549e-07
6.21075,1.5807261098287184e-07,1.3766230824664481e-07,1.5764815102275554e-07,1.3243285016904029e-07,1.14812229496038e-07,1.881746560207167e-07,2.0887577547139499e-07
6.211,1.5803724577131566e-07,1.3768809428249441e-07,1.5770546244600703e-07,1.3243211551415164e-07,1.1478881355510425e-07,1.8814417362324516e-07,2.0888204391344629e-07
6.21125,1.5800213824186757e-07,1.3771223060299928e-07,1.5776358254369346e-07,1.3243200392555159e-07,1.1476573524226109e-07,1.8811350846633775e-07,2.08888031204726e-07
6.2115,1.5796729556323327e-07,1.3773472621029493e-07,1.5782247939940175e-07,1.3243251778878239e-07,1.1474300095967262e-07,1.880826697427895e-07,2.0889374010821082e-07
6.21175,1.5793272515582931e-07,1.3775558706614908e-07,1.5788212503843395e-07,1.3243366132983984e-07,1.1472061654361511e-07,1.8805166676276341e-07,2.0889917320123061e-07
6.212,1.5789843374854677e-07,1.3777481851432593e-07,1.5794249562361972e-07,1.3243543742798672e-07,1.1469858885961693e-07,1.8802051007427101e-07,2.0890433178573231e-07
6.21225,1.578644273263677e-07,1.377924344913945e-07,1.5800356003124242e-07,1.3243784756206582e-07,1.1467692725787386e-07,1.8798920770061511e-07,2.0890921689030222e-07
6.2125,1.5783071040411763e-07,1.3780845159281489e-07,1.5806528483157322e-07,1.324408929638639e-07,1.146556410964228e-07,1.8795776439982566e-07,2.0891382898250538e-07
6.21275,1.577972877254428e-07,1.3782288804092421e-07,1.5812763761699008e-07,1.3244457498901542e-07,1.1463474015663307e-07,1.8792618377147654e-07,2.0891816942810606e-07
6.213,1.5776416516460484e-07,1.3783576153956131e-07,1.581905871643947e-07,1.3244889494561825e-07,1.1461423416181459e-07,1.8789447124255941e-07,2.0892223709545798e-07
6.21325,1.5773135072545661e-07,1.3784708663902601e-07,1.58254097827417e-07,1.3245385442012077e-07,1.1459413155339643e-07,1.8786263863551927e-07,2.0892602794420326e-07
6.2135,1.5769885322733087e-07,1.3785687717982736e-07,1.583181362461258e-07,1.3245945322641732e-07,1.1457443995721057e-07,1.8783069951430539e-07,2.0892953725200045e-07
6.21375,1.5766668123021674e-07,1.3786515084045358e-07,1.5838266582926151e-07,1.3246568633606018e-07,1.1455516596371835e-07,1.8779866437016356e-07,2.0893275900612424e-07
6.214,1.5763484055452478e-07,1.3787193079518205e-07,1.584476535929768e-07,1.3247255276405137e-07,1.1453630916733967e-07,1.8776654336883666e-07,2.0893568715382263e-07
6.21425,1.5760333618330657e-07,1.3787724159547169e-07,1.5851306507043493e-07,1.3248004884153496e-07,1.1451787438352692e-07,1.8773434709635364e-07,2.0893831143442187e-07
6.2145,1.5757217668167169e-07,1.3788110348160371e-07,1.5857886454955012e-07,1.3248817263172649e-07,1.1449986764034949e-07,1.8770208423632458e-07,2.0894062196096313e-07
6.21475,1.5754136903465282e-07,1.3788353350537053e-07,1.5864501629862505e-07,1.3249692077233886e-07,1.1448229461477039e-07,1.8766976632462743e-07,2.0894261384623255e-07
6.215,1.5751091662550829e-07,1.3788455230707688e-07,1.5871148599536039e-07,1.3250629292429094e-07,1.1446515734376386e-07,1.876374042881422e-07,2.08944282389797e-07
6.21525,1.5748082304602338e-07,1.378841805570665e-07,1.587782407697235e-07,1.325162850128021e-07,1.1444846160429337e-07,1.8760500949829386e-07,2.0894562129552537e-07
6.2155,1.5745109757029699e-07,1.3788243557498847e-07,1.5884524798020555e-07,1.3252689266359998e-07,1.1443221274452606e-07,1.8757259450056473e-07,2.0894662579121884e-07
6.21575,1.5742174825347506e-07,1.3787933184707156e-07,1.5891247610876389e-07,1.3253811039325807e-07,1.1441641598657265e-07,1.8754016987570779e-07,2.0894728962155438e-07
6.216,1.5739277772552329e-07,1.3787489418084126e-07,1.5897989153631986e-07,1.3254993243726157e-07,1.1440107414486238e-07,1.875077465430325e-07,2.0894761390192732e-07
6.21625,1.5736418948573232e-07,1.3786915245241091e-07,1.5904745641139871e-07,1.3256235133934853e-07,1.1438619511667383e-07,1.8747533027637654e-07,2.0894760571769837e-07
6.2165,1.573359922258257e-07,1.3786213144872988e-07,1.5911513279015935e-07,1.3257535850677948e-07,1.1437178625646168e-07,1.8744292860457574e-07,2.0894726584465022e-07
6.21675,1.5730819253527782e-07,1.3785386080650423e-07,1.5918288268703276e-07,1.3258894609916743e-07,1.1435784858817251e-07,1.8741055416303458e-07,2.0894659665690519e-07
6.217,1.5728079364913186e-07,1.3784437015584929e-07,1.5925066875335263e-07,1.3260310959474086e-07,1.143443800268923e-07,1.873782205754829e-07,2.0894560069143837e-07
6.21725,1.5725380097007597e-07,1.3783368951900705e-07,1.5931845166675796e-07,1.3261784590132214e-07,1.1433137946551096e-07,1.8734593638124502e-07,2.0894427786823272e-07
6.2175,1.5722722374845554e-07,1.3782184280786975e-07,1.5938619465288602e-07,1.3263315360479009e-07,1.1431884885246714e-07,1.873137013948059e-07,2.0894261949350711e-07
6.21775,1.5720106534330407e-07,1.3780885474867798e-07,1.5945386472873371e-07,1.3264902954538978e-07,1.1430679176829791e-07,1.8728151396467148e-07,2.0894060654772127e-07
6.218,1.5717532798583999e-07,1.3779475325001877e-07,1.5952142836086908e-07,1.326654692206955e-07,1.1429521418420434e-07,1.8724937800857608e-07,2.0893822731679603e-07
6.21825,1.5715001718492567e-07,1.3777956573185504e-07,1.5958885000568626e-07,1.3268246618770604e-07,1.1428412459091961e-07,1.8721729832661095e-07,2.089354742368858e-07
6.2185,1.5712514141212217e-07,1.3776331769729944e-07,1.5965609448285702e-07,1.3270001005968379e-07,1.142735324301506e-07,1.8718528005254691e-07,2.0893234574038095e-07
6.21875,1.5710070502902775e-07,1.3774601366261097e-07,1.597231522514556e-07,1.3271808877984334e-07,1.1426344445239717e-07,1.8715332670579401e-07,2.0892883980392636e-07
6.219,1.5707671251331622e-07,1.3772767313591121e-07,1.5978999862658568e-07,1.3273669314981427e-07,1.1425386668920875e-07,1.8712143581979259e-07,2.0892495885266797e-07
6.21925,1.5705317325318923e-07,1.3770832332267859e-07,1.5985659478393419e-07,1.3275581658857601e-07,1.1424480180260961e-07,1.8708960964899365e-07,2.0892070588695987e-07
6.2195,1.5703009327764659e-07,1.3768799562298648e-07,1.5992290078383889e-07,1.3277545375086842e-07,1.1423625097324684e-07,1.8705785367040604e-07,2.0891608555143076e-07
6.21975,1.5700747732216068e-07,1.3766672349613222e-07,1.5998887716422227e-07,1.3279559848241802e-07,1.1422821652252899e-07,1.8702617328487292e-07,2.089111035142943e-07
6.22,1.5698533056237999e-07,1.3764453531069586e-07,1.6005449118687894e-07,1.3281624370048833e-07,1.1422070229457923e-07,1.8699457282206061e-07,2.0890576288860579e-07
6.22025,1.5696365872771963e-07,1.3762144438848767e-07,1.6011972274141586e-07,1.3283737874952146e-07,1.1421371293844356e-07,1.8696305066052924e-07,2.0890006621555218e-07
6.2205,1.5694246763665202e-07,1.3759749544171152e-07,1.6018452093263035e-07,1.3285899088020451e-07,1.1420725491922956e-07,1.8693160627860216e-07,2.0889402204256544e-07
6.22075,1.5692176081962559e-07,1.3757274643653292e-07,1.6024882474181668e-07,1.3288106649415718e-07,1.1420133346323769e-07,1.8690024317753813e-07,2.0888764232234279e-07
6.221,1.5690154187764026e-07,1.3754725637630649e-07,1.6031257327261665e-07,1.3290359385748924e-07,1.1419595189806114e-07,1.8686896735559101e-07,2.0888093630845217e-07
6.22125,1.5688181282134783e-07,1.3752107439533755e-07,1.6037571461539326e-07,1.3292656268460166e-07,1.1419111308842352e-07,1.8683778372039181e-07,2.0887391163933313e-07
6.2215,1.568625759117322e-07,1.3749424262009131e-07,1.6043820451098069e-07,1.3294996282366241e-07,1.1418682060332024e-07,1.8680669676527288e-07,2.0886657413993858e-07
6.22175,1.5684383386002633e-07,1.3746681341118093e-07,1.6049998696539298e-07,1.3297378305668309e-07,1.1418307685929029e-07,1.8677571275637294e-07,2.0885893815271693e-07
6.222,1.5682559239394862e-07,1.3743880483460445e-07,1.6056103880959789e-07,1.3299801195593025e-07,1.1417988564014221e-07,1.8674484155943924e-07,2.0885102021943459e-07
6.22225,1.5680785641186661e-07,1.3741023458600578e-07,1.6062133812118958e-07,1.3302263788825359e-07,1.141772467670038e-07,1.8671409748910043e-07,2.0884283674744265e-07
6.2225,1.5679063074611148e-07,1.3738110495085813e-07,1.6068087878029431e-07,1.3304765058510917e-07,1.1417515687685937e-07,1.8668349408525132e-07,2.0883440050736159e-07
6.22275,1.5677391899176493e-07,1.3735143993605831e-07,1.6073963349506896e-07,1.3307304024072264e-07,1.1417361592341136e-07,1.866530379206354e-07,2.0882572261220822e-07
6.223,1.567577259268552e-07,1.3732126071654687e-07,1.6079757710252091e-07,1.3309879596701118e-07,1.1417262342228405e-07,1.8662273724304447e-07,2.0881680852571092e-07
6.22325,1.5674205639451876e-07,1.3729055097834417e-07,1.6085472143956766e-07,1.3312490613888193e-07,1.1417218324863218e-07,1.8659259886840042e-07,2.0880765777625728e-07
6.2235,1.5672691572912441e-07,1.3725928643789671e-07,1.6091108802011926e-07,1.3315136083107022e-07,1.1417229705732829e-07,1.865626288788149e-07,2.0879827647098778e-07
6.22375,1.5671230781782522e-07,1.3722747004720568e-07,1.6096667410103096e-07,1.3317815183472031e-07,1.1417296319341587e-07,1.8653283420537426e-07,2.0878867231670933e-07
6.224,1.5669823610534811e-07,1.3719519300533294e-07,1.6102138878059928e-07,1.3320527233762796e-07,1.1417417850991435e-07,1.8650322039722731e-07,2.0877884792417324e-07
6.22425,1.5668470115163928e-07,1.3716257364504794e-07,1.6107511744095683e-07,1.3323271856734642e-07,1.1417593351934237e-07,1.8647379466974146e-07,2.0876880736950057e-07
6.2245,1.5667170544210438e-07,1.3712967123543335e-07,1.6112780099612475e-07,1.3326048650300046e-07,1.141782199888835e-07,1.8644456395617518e-07,2.0875855282068116e-07
6.22475,1.5665925432320556e-07,1.3709650119629985e-07,1.6117942165534244e-07,1.3328857096537388e-07,1.141810324380128e-07,1.8641553593924884e-07,2.0874808686417719e-07
6.225,1.566473500457792e-07,1.3706307074601048e-07,1.6122997511669389e-07,1.3331696225492655e-07,1.1418437247098196e-07,1.8638671355319516e-07,2.0873741074108085e-07
6.22525,1.5663599721560219e-07,1.3702938343690784e-07,1.6127945776276864e-07,1.3334564809582288e-07,1.1418824468340723e-07,1.8635809937201255e-07,2.0872652595152885e-07
6.2255,1.566252004029976e-07,1.3699543570586382e-07,1.6132787244076176e-07,1.3337461366305341e-07,1.1419265216945524e-07,1.8632969632208781e-07,2.0871543459681461e-07
6.22575,1.5661496255730668e-07,1.3696122233794382e-07,1.6137522678333663e-07,1.3340384481739329e-07,1.1419759673887768e-07,1.863015099048577e-07,2.0870414034608921e-07
6.226,1.5660528584306036e-07,1.3692675000879227e-07,1.614215160325309e-07,1.3343332909704258e-07,1.1420307781678922e-07,1.8627354862353115e-07,2.0869264586351556e-07
6.22625,1.5659617242456526e-07,1.3689203427688514e-07,1.6146672664989327e-07,1.3346305432003813e-07,1.1420909364001396e-07,1.862458246625874e-07,2.0868095351126305e-07
6.2265,1.5658762345892357e-07,1.368570897263005e-07,1.6151084876963793e-07,1.3349300769257269e-07,1.1421564381329579e-07,1.8621834860438779e-07,2.0866906355461294e-07
6.22675,1.5657964107477624e-07,1.368219341665e-07,1.615538658333561e-07,1.3352317649306206e-07,1.1422272785796464e-07,1.8619113393671829e-07,2.0865697356119029e-07
6.227,1.5657222708847657e-07,1.3678658728532117e-07,1.6159575948761385e-07,1.3355354963440056e-07,1.1423034542176521e-07,1.8616419293734993e-07,2.0864467164370353e-07
6.22725,1.565653830319691e-07,1.3675106358738336e-07,1.6163651619966943e-07,1.3358411513201041e-07,1.1423849842315197e-07,1.8613753812690196e-07,2.0863214736816522e-07
6.2275,1.5655910970907409e-07,1.3671537493255797e-07,1.6167612730225498e-07,1.3361485852009547e-07,1.1424718920437484e-07,1.8611118395629887e-07,2.0861939220535725e-07
6.22775,1.5655340691042193e-07,1.3667953558660513e-07,1.6171458425927558e-07,1.3364576505776317e-07,1.1425641789383721e-07,1.8608515005492742e-07,2.0860639899962757e-07
6.228,1.5654827374963913e-07,1.3664355703255256e-07,1.6175188675456261e-07,1.336768209208746e-07,1.1426618217799086e-07,1.8605944671027984e-07,2.0859316470139501e-07
6.22825,1.5654371126814076e-07,1.3660744771948499e-07,1.6178803468912579e-07,1.337080134246315e-07,1.1427647703429633e-07,1.8603407913436219e-07,2.0857968917501428e-07
6.2285,1.5653972037127613e-07,1.3657122187492873e-07,1.6182302160408352e-07,1.3373933000123485e-07,1.1428729763229633e-07,1.8600905484325446e-07,2.0856597263406376e-07
6.22875,1.5653630216655606e-07,1.3653488763011444e-07,1.6185684735448196e-07,1.3377075889364515e-07,1.1429863932331711e-07,1.8598437748705315e-07,2.0855201592886054e-07
6.229,1.5653345867536312e-07,1.3649845392201181e-07,1.6188950848093143e-07,1.3380228971355931e-07,1.1431049673375399e-07,1.8596004234218741e-07,2.0853781959765678e-07
6.22925,1.5653119218282748e-07,1.3646192967217263e-07,1.6192100149716558e-07,1.3383391209999052e-07,1.1432286377490125e-07,1.8593604825409818e-07,2.0852338542187086e-07
6.2295,1.565295048074874e-07,1.3642532317623964e-07,1.6195132453810272e-07,1.3386561545198271e-07,1.1433573688072e-07,1.859123975331018e-07,2.0850871889712088e-07
6.22975,1.5652839742283437e-07,1.3638864170482312e-07,1.6198047896855281e-07,1.3389738656156929e-07,1.1434911433341903e-07,1.858890997751911e-07,2.0849382093074667e-07
6.23,1.565278700357002e-07,1.3635189179445894e-07,1.6200846735715277e-07,1.339292110442736e-07,1.1436299318185274e-07,1.8586616156679647e-07,2.084786901953081e-07
6.23025,1.5652792308780587e-07,1.3631507777683327e-07,1.6203529308081929e-07,1.3396107597122354e-07,1.1437737541323205e-07,1.8584358258606135e-07,2.0846332635591826e-07
6.2305,1.5652855519824903e-07,1.3627820552904693e-07,1.6206095941079094e-07,1.3399296896927991e-07,1.1439226806815702e-07,1.8582135396078279e-07,2.0844773176277465e-07
6.23075,1.5652976457232939e-07,1.3624128021508252e-07,1.6208546909629194e-07,1.3402487915134784e-07,1.1440767077433172e-07,1.8579947568891885e-07,2.0843190851241704e-07
6.231,1.5653154943902321e-07,1.3620430584648747e-07,1.6210882714198005e-07,1.3405679806923817e-07,1.1442357879359687e-07,1.8577795683868039e-07,2.084158560150583e-07
6.23125,1.5653391093501964e-07,1.3616728201492448e-07,1.6213103985155086e-07,1.3408871602280388e-07,1.1443998323938702e-07,1.8575680693010681e-07,2.0839957763765867e-07
6.2315,1.565368494432187e-07,1.361302083050414e-07,1.6215211501619191e-07,1.3412062064106178e-07,1.1445687594641823e-07,1.8573603447119957e-07,2.0838307967188878e-07
6.23175,1.5654036456557639e-07,1.3609308768401005e-07,1.6217205999876991e-07,1.3415249861622216e-07,1.1447425158873754e-07,1.8571564646703105e-07,2.0836636553518067e-07
6.232,1.565444548860366e-07,1.360559242810459e-07,1.6219088275141592e-07,1.3418433629097965e-07,1.1449210731484966e-07,1.8569564683857809e-07,2.0834943981411488e-07
6.23225,1.5654911971409154e-07,1.3601871702391918e-07,1.6220859621272079e-07,1.3421612246637047e-07,1.1451043884541285e-07,1.8567604220073084e-07,2.0833230818694284e-07
6.2325,1.5655435884606382e-07,1.3598145577801431e-07,1.6222522199919201e-07,1.342478477010492e-07,1.1452923934892485e-07,1.85656840886254e-07,2.0831497713481783e-07
6.23275,1.5656017382066834e-07,1.3594413347990192e-07,1.6224077556759403e-07,1.3427950237967686e-07,1.1454850210787549e-07,1.8563804837444807e-07,2.0829744673384762e-07
6.233,1.5656656511473227e-07,1.3590674599223314e-07,1.6225527043644767e-07,1.3431107538004171e-07,1.1456822064023269e-07,1.8561966776156986e-07,2.0827971482602937e-07
6.23325,1.5657353331890744e-07,1.3586928900149459e-07,1.6226871931420591e-07,1.343425553650756e-07,1.1458838748782529e-07,1.8560170350762084e-07,2.0826177856890299e-07
6.2335,1.5658107721496479e-07,1.3583175977778435e-07,1.6228113527702084e-07,1.3437393164632256e-07,1.146089927930476e-07,1.8558416142317338e-07,2.0824363713717061e-07
6.23375,1.5658919449921797e-07,1.3579415537740391e-07,1.622925311396408e-07,1.344051951407668e-07,1.1463002661447698e-07,1.8556705123763952e-07,2.0822529207268522e-07
6.234,1.5659788145258164e-07,1.3575647362114775e-07,1.6230291925929943e-07,1.3443633780001275e-07,1.146514802620346e-07,1.8555038297055592e-07,2.0820675443758758e-07
6.23425,1.5660713430783565e-07,1.3571871294605458e-07,1.6231231100639009e-07,1.3446735020495599e-07,1.1467334741420037e-07,1.8553416409717309e-07,2.0818803271288333e-07
6.2345,1.5661695063005393e-07,1.3568087111606534e-07,1.6232071811993372e-07,1.3449822307520639e-07,1.1469562049822374e-07,1.8551839971994915e-07,2.0816913030032528e-07
6.23475,1.5662732857873297e-07,1.3564294585356786e-07,1.6232815415863521e-07,1.345289461278143e-07,1.1471829117713184e-07,1.855030878668353e-07,2.0815005203086159e-07
6.235,1.5663826532752444e-07,1.3560493565270726e-07,1.6233463411134441e-07,1.345595089940889e-07,1.1474135309766435e-07,1.8548822841571393e-07,2.081308006887207e-07
6.23525,1.566497589547809e-07,1.3556683656754691e-07,1.6234017320066928e-07,1.3458990176069102e-07,1.1476480370246757e-07,1.8547381963540681e-07,2.0811138194931766e-07
6.2355,1.5666180672910543e-07,1.3552864568405735e-07,1.6234478786571104e-07,1.3462011502551551e-07,1.1478864143470946e-07,1.8545985912405042e-07,2.0809180416053507e-07
6.23575,1.5667440626721045e-07,1.3549036022001047e-07,1.6234849210601883e-07,1.3465014067380297e-07,1.1481286508529629e-07,1.8544634238487481e-07,2.0807207458209776e-07
6.236,1.5668755485391464e-07,1.3545197756513989e-07,1.6235129972082532e-07,1.3467997148875306e-07,1.1483747190493906e-07,1.8543326634275093e-07,2.0805219985127205e-07
6.23625,1.5670124955081433e-07,1.3541349545360546e-07,1.6235322722272845e-07,1.3470959926318327e-07,1.1486245756255486e-07,1.8542062962886247e-07,2.0803218145106933e-07
6.2365,1.5671548913677902e-07,1.3537491079633313e-07,1.6235429018791928e-07,1.347390156562563e-07,1.1488781413389848e-07,1.8540843539027443e-07,2.0801201853153595e-07
6.23675,1.5673027165959406e-07,1.3533622070417917e-07,1.6235450339435059e-07,1.3476821285310592e-07,1.1491353188960948e-07,1.8539668663790427e-07,2.0799171672886182e-07
6.237,1.5674559539624771e-07,1.3529742197436584e-07,1.6235388115502266e-07,1.3479718354398638e-07,1.149396005668853e-07,1.853853868344712e-07,2.0797128372997836e-07
6.23725,1.5676145840653048e-07,1.3525851171948292e-07,1.6235243686463158e-07,1.3482591987526727e-07,1.1496601075290274e-07,1.8537453967818895e-07,2.0795072493362138e-07
6.2375,1.5677785569745014e-07,1.3521949180941841e-07,1.6235018466303344e-07,1.348544133693262e-07,1.1499275297447411e-07,1.8536414922607236e-07,2.0793004492677182e-07
6.23775,1.5679478256637303e-07,1.3518036246669775e-07,1.6234713868817887e-07,1.3488265476606032e-07,1.150198193042459e-07,1.8535422007653913e-07,2.0790924340145054e-07
6.238,1.56812235391111e-07,1.3514112014783734e-07,1.6234331313630948e-07,1.3491063503964131e-07,1.1504720296821021e-07,1.8534475386040455e-07,2.0788832211820791e-07
6.23825,1.5683020928552551e-07,1.3510176563266091e-07,1.6233872100169881e-07,1.3493834482855629e-07,1.1507489974228774e-07,1.8533575164695951e-07,2.0786728887386013e-07
6.2385,1.5684869929195883e-07,1.3506230005975775e-07,1.6233337450290247e-07,1.3496577460027213e-07,1.1510290951275585e-07,1.853272094792623e-07,2.0784615055760579e-07
6.23875,1.5686770177570454e-07,1.350227202724065e-07,1.6232728694663206e-07,1.3499291553032432e-07,1.1513123205723568e-07,1.8531912098295551e-07,2.0782491487489581e-07
6.239,1.5688721194349051e-07,1.3498302548973044e-07,1.623204731192343e-07,1.350197586450671e-07,1.15159864808336e-07,1.8531148205090119e-07,2.0780359015231799e-07
6.23925,1.5690722574628194e-07,1.3494321453345325e-07,1.6231294789634387e-07,1.3504629636403567e-07,1.1518880386817441e-07,1.8530429013420707e-07,2.0778218475413255e-07
6.2395,1.5692773948234743e-07,1.3490328721926873e-07,1.6230472567446553e-07,1.3507252435160433e-07,1.1521804438752395e-07,1.8529754582498962e-07,2.0776069868372986e-07
6.23975,1.5694874985443297e-07,1.3486324149616674e-07,1.6229581805840926e-07,1.3509843870896561e-07,1.1524757821077912e-07,1.8529126029303783e-07,2.0773912924076109e-07
6.24,1.5697025210725284e-07,1.3482307798060679e-07,1.6228624075589204e-07,1.3512403294063779e-07,1.1527739358062402e-07,1.8528544911190094e-07,2.0771747628808042e-07
6.24025,1.5699224203352666e-07,1.3478279599792681e-07,1.6227601063803082e-07,1.35149300973059e-07,1.1530747650500268e-07,1.8528011726051017e-07,2.0769574518534818e-07
6.2405,1.5701471603055561e-07,1.3474239450309435e-07,1.6226514139094013e-07,1.351742383319199e-07,1.1533781318072069e-07,1.852752659819297e-07,2.0767394686689852e-07
6.24075,1.5703766944273385e-07,1.3470187258592583e-07,1.622536457898897e-07,1.3519883951395666e-07,1.1536839052618481e-07,1.852708941024088e-07,2.0765209313644926e-07
6.241,1.5706109665439112e-07,1.3466123146733448e-07,1.62241538494509e-07,1.3522309522486982e-07,1.1539919807468883e-07,1.8526700030659232e-07,2.0763019404938671e-07
6.24125,1.5708499280231011e-07,1.3462047014112716e-07,1.6222883196557596e-07,1.3524700084723276e-07,1.1543022560448941e-07,1.8526358333953171e-07,2.0760826094700756e-07
6.2415,1.571093533198292e-07,1.3457958649361619e-07,1.622155404733569e-07,1.3527055105439654e-07,1.1546146408583684e-07,1.8526064468301498e-07,2.0758630435033805e-07
6.24175,1.5713417266685136e-07,1.3453858166189809e-07,1.6220168040030591e-07,1.3529373699763693e-07,1.1549290553289967e-07,1.8525819017670595e-07,2.0756433723850118e-07
6.242,1.571594463124837e-07,1.3449745618304835e-07,1.6218726191810909e-07,1.3531655647620279e-07,1.1552454222162805e-07,1.8525622516150382e-07,2.0754236924543024e-07
