Physical Time (s),ek_vol Monitor (J): cv1,ek_vol Monitor (J): cv2,ek_vol Monitor (J): cv3,ek_vol Monitor (J): cv4,ek_vol Monitor (J): cv5,ek_vol Monitor (J): cv6,ek_vol Monitor (J): cv7
5.41525,1.6334348224913103e-07,1.2862613795159358e-07,1.5630013714351582e-07,1.314895714063243e-07,1.1387465379077458e-07,1.8263782157428718e-07,2.0120253896812808e-07
5.4155,1.6334902788714452e-07,1.2861150037574702e-07,1.5628850444439976e-07,1.3149962297508211e-07,1.1386842526729245e-07,1.8264957712308938e-07,2.012227830275474e-07
5.41575,1.6335409931618256e-07,1.285974416097663e-07,1.5627711162074322e-07,1.3150968420159904e-07,1.1386210245343008e-07,1.8266097942092357e-07,2.0124314811055501e-07
5.416,1.6335873209313655e-07,1.2858395990076376e-07,1.5626594064682824e-07,1.3151975002438975e-07,1.1385568436879844e-07,1.8267203471228639e-07,2.0126362595677947e-07
5.41625,1.6336292540617474e-07,1.2857106774743198e-07,1.5625498591628132e-07,1.3152981685566734e-07,1.1384917186720861e-07,1.826827470468782e-07,2.0128420688434329e-07
5.4165,1.6336664617864838e-07,1.2855880039991546e-07,1.5624424781965976e-07,1.3153987907237678e-07,1.1384257049936507e-07,1.8269311090576762e-07,2.0130488483461403e-07
5.41675,1.6336989221227558e-07,1.2854716967350795e-07,1.5623372611580074e-07,1.3154992991306016e-07,1.1383588186466287e-07,1.8270312211978159e-07,2.0132565257621096e-07
5.417,1.6337269651096516e-07,1.2853615528311164e-07,1.5622342288659535e-07,1.315599606876617e-07,1.1382910296401628e-07,1.8271277847956535e-07,2.0134650118936398e-07
5.41725,1.6337505964998131e-07,1.2852575759959791e-07,1.5621334484961947e-07,1.3156996090416081e-07,1.1382222853881992e-07,1.8272208282600506e-07,2.0136742330264819e-07
5.4175,1.6337695123508359e-07,1.2851600056718823e-07,1.5620350253047591e-07,1.3157992195335037e-07,1.1381525531210913e-07,1.8273104461523817e-07,2.0138841078854057e-07
5.41775,1.6337836956687297e-07,1.2850689291115811e-07,1.5619390173481385e-07,1.3158983511962031e-07,1.1380817590084136e-07,1.8273967543828835e-07,2.014094516756228e-07
5.418,1.6337934516281887e-07,1.2849841845303538e-07,1.5618454433925481e-07,1.3159969110161577e-07,1.1380098065106713e-07,1.8274798671311722e-07,2.0143052814883087e-07
5.41825,1.6337987601238733e-07,1.2849058187825829e-07,1.5617543557563602e-07,1.316094811097905e-07,1.1379366541244102e-07,1.8275600002618891e-07,2.0145161048147884e-07
5.4185,1.6337993158160981e-07,1.2848341603108013e-07,1.5616657690092952e-07,1.3161919834756699e-07,1.1378623447309168e-07,1.827637243989759e-07,2.0147268529369561e-07
5.41875,1.6337951009167368e-07,1.2847694274434057e-07,1.5615796169185456e-07,1.3162883502834355e-07,1.1377869322768461e-07,1.8277115642263482e-07,2.0149374620141358e-07
5.419,1.6337864355972946e-07,1.2847114798311034e-07,1.5614958401254835e-07,1.3163838284735518e-07,1.137710413921074e-07,1.8277828683141292e-07,2.0151479302353378e-07
5.41925,1.6337733612276339e-07,1.2846603927506105e-07,1.5614143939607811e-07,1.3164783463072185e-07,1.1376327897406127e-07,1.8278510299170078e-07,2.0153582912813531e-07
5.4195,1.6337555836904855e-07,1.2846165150486666e-07,1.5613352802947227e-07,1.3165718382568518e-07,1.1375540865778791e-07,1.8279159457806642e-07,2.0155686201191935e-07
5.41975,1.6337331495202212e-07,1.2845799537524444e-07,1.5612585033102788e-07,1.3166642303436302e-07,1.1374743039588134e-07,1.8279775635908044e-07,2.0157789975949224e-07
5.42,1.6337064142096546e-07,1.2845505347702355e-07,1.5611840574119029e-07,1.3167554363922117e-07,1.1373934270367575e-07,1.8280359069465074e-07,2.0159894350256708e-07
5.42025,1.6336753707350168e-07,1.2845283292130772e-07,1.5611119579635272e-07,1.3168453792744318e-07,1.1373114405279989e-07,1.8280909955790788e-07,2.0161999182509529e-07
5.4205,1.6336396891362869e-07,1.2845136586190684e-07,1.5610422327427787e-07,1.3169340005283186e-07,1.1372283546215762e-07,1.8281428560957008e-07,2.0164103969910649e-07
5.42075,1.6335993726747224e-07,1.2845066509962171e-07,1.5609748581190685e-07,1.3170212558885328e-07,1.1371441553388974e-07,1.8281914462117173e-07,2.0166208897540794e-07
5.421,1.633554782765658e-07,1.2845071648654697e-07,1.5609097757859798e-07,1.3171070753234655e-07,1.1370587936431632e-07,1.8282366439504851e-07,2.016831575902727e-07
5.42125,1.633505924920553e-07,1.2845153035340288e-07,1.5608469698853114e-07,1.3171913637554363e-07,1.1369722654274924e-07,1.828278328071612e-07,2.0170426820220395e-07
5.4215,1.633452441617434e-07,1.28453145449944e-07,1.5607864429217722e-07,1.3172740396458694e-07,1.1368846161499766e-07,1.8283163831362725e-07,2.0172544115091348e-07
5.42175,1.6333943271798849e-07,1.2845557767275605e-07,1.5607281634078898e-07,1.317355032503714e-07,1.1367958744287555e-07,1.8283507155132271e-07,2.0174668673896998e-07
5.422,1.633331959780291e-07,1.2845881629082333e-07,1.5606720558202031e-07,1.3174342634538766e-07,1.1367060160528781e-07,1.8283812258399455e-07,2.0176800981712275e-07
5.42225,1.6332653234110741e-07,1.2846287788885518e-07,1.560618078173239e-07,1.3175116528511829e-07,1.1366150376357712e-07,1.8284078105031713e-07,2.0178941334561228e-07
5.4225,1.6331941171862616e-07,1.2846779329529472e-07,1.5605662442679157e-07,1.3175871392301596e-07,1.1365229608592959e-07,1.8284303812300729e-07,2.0181089979327935e-07
5.42275,1.6331183767668103e-07,1.2847356912169292e-07,1.5605165179190463e-07,1.3176606664952714e-07,1.1364297807930797e-07,1.8284488760035936e-07,2.0183246925239878e-07
5.423,1.6330384699009532e-07,1.2848019347312747e-07,1.5604688080705168e-07,1.3177321752659201e-07,1.1363354436422068e-07,1.8284632636381273e-07,2.0185411187341411e-07
5.42325,1.6329544263402509e-07,1.284876799695573e-07,1.5604230479069253e-07,1.3178016155332028e-07,1.1362398840017338e-07,1.8284735588783761e-07,2.0187581713924359e-07
5.4235,1.6328659422085077e-07,1.2849606756108648e-07,1.5603791917480974e-07,1.3178689471790283e-07,1.1361430760588941e-07,1.8284798528386075e-07,2.018975754349247e-07
5.42375,1.6327730033999626e-07,1.2850537685312829e-07,1.5603371508838011e-07,1.3179341192169814e-07,1.1360449757151594e-07,1.8284822045244135e-07,2.0191937526650759e-07
5.424,1.632675946877711e-07,1.2851560335361685e-07,1.5602967941066402e-07,1.3179970565389132e-07,1.1359455095067745e-07,1.8284806201591279e-07,2.019411948640053e-07
5.42425,1.6325747769019667e-07,1.2852676109017545e-07,1.5602580141543738e-07,1.3180576992136879e-07,1.135844624210544e-07,1.8284751167641565e-07,2.0196300988561347e-07
5.4245,1.6324691692131797e-07,1.2853888590309905e-07,1.5602207645421846e-07,1.318116007938326e-07,1.135742321173575e-07,1.8284657727279178e-07,2.0198480277926485e-07
5.42475,1.6323591019875497e-07,1.2855199611954087e-07,1.5601849703422412e-07,1.3181719514060666e-07,1.1356386017015681e-07,1.8284526264628621e-07,2.0200655929616518e-07
5.425,1.6322449134684267e-07,1.2856608524079408e-07,1.5601504962396084e-07,1.3182254856260373e-07,1.1355334269111149e-07,1.8284356673782068e-07,2.0202827333502525e-07
5.42525,1.6321266104401856e-07,1.2858116569574478e-07,1.5601172300035611e-07,1.3182765756726004e-07,1.135426786119993e-07,1.8284149033902707e-07,2.0204994266590836e-07
5.4255,1.6320038750622464e-07,1.2859727357796757e-07,1.5600851125727994e-07,1.3183252060982364e-07,1.1353186995459695e-07,1.8283904138130128e-07,2.0207156076588436e-07
5.42575,1.6318767417392276e-07,1.2861442270731842e-07,1.5600540849140386e-07,1.3183713468385679e-07,1.1352091414413259e-07,1.828362245124836e-07,2.0209311867429827e-07
5.426,1.6317456122102059e-07,1.2863259533639387e-07,1.5600240692538679e-07,1.3184149465668131e-07,1.1350980399884881e-07,1.8283303889388042e-07,2.0211460767995531e-07
5.42625,1.6316105370910241e-07,1.2865179401455081e-07,1.5599950046114086e-07,1.3184559598097386e-07,1.1349853620946593e-07,1.8282947957242491e-07,2.0213602578666699e-07
5.4265,1.6314712064689424e-07,1.286720506753697e-07,1.5599668543536645e-07,1.3184943648768962e-07,1.134871110419182e-07,1.8282554534224169e-07,2.0215737637069088e-07
5.42675,1.6313276224737506e-07,1.2869338361391853e-07,1.5599395197437548e-07,1.3185301353111028e-07,1.1347552782483156e-07,1.8282123415734941e-07,2.0217866160724572e-07
5.427,1.6311802192967008e-07,1.2871578345140091e-07,1.5599128190082348e-07,1.3185632406087096e-07,1.134637822603312e-07,1.8281654592488494e-07,2.021998789141484e-07
5.42725,1.6310289935517148e-07,1.2873927044045822e-07,1.5598865838478363e-07,1.3185936574797741e-07,1.1345187370242263e-07,1.8281147842765544e-07,2.0222103300730818e-07
5.4275,1.6308735514898939e-07,1.2876388956666649e-07,1.5598607033205269e-07,1.3186213822447944e-07,1.1343980446434924e-07,1.8280603268472268e-07,2.0224212754208404e-07
5.42775,1.630713881225595e-07,1.2878965925199856e-07,1.5598350378061858e-07,1.3186464060476624e-07,1.1342757532886701e-07,1.8280020748549189e-07,2.0226315916313588e-07
5.428,1.6305503285577796e-07,1.2881657259409786e-07,1.5598094145275872e-07,1.318668700697655e-07,1.1341518468676422e-07,1.8279398962207889e-07,2.0228412461339663e-07
5.42825,1.6303828645256418e-07,1.2884464525003375e-07,1.5597837222313523e-07,1.3186882494428337e-07,1.1340263302872207e-07,1.8278737600741789e-07,2.0230502016192676e-07
5.4285,1.6302111448225821e-07,1.2887391351899463e-07,1.5597578870476682e-07,1.3187050608067034e-07,1.1338992430289581e-07,1.8278037535635175e-07,2.0232583891197415e-07
5.42875,1.6300352126959685e-07,1.2890438459352238e-07,1.5597318312167845e-07,1.3187191351450116e-07,1.1337706042869547e-07,1.8277300673026227e-07,2.0234656808566804e-07
5.429,1.6298554783884907e-07,1.2893603823847044e-07,1.5597054761503328e-07,1.3187304448588693e-07,1.1336403868535907e-07,1.827652756892589e-07,2.0236721123433698e-07
5.42925,1.6296719984279496e-07,1.2896888117263229e-07,1.5596787381537395e-07,1.3187389767023788e-07,1.1335085789013983e-07,1.827571893341231e-07,2.0238777618366867e-07
5.4295,1.6294844834712537e-07,1.2900294698359996e-07,1.5596515270827834e-07,1.3187447577824096e-07,1.133375215612997e-07,1.827487619533949e-07,2.0240826325254986e-07
5.42975,1.6292929395680312e-07,1.2903824731275499e-07,1.5596237380988042e-07,1.3187478158477959e-07,1.1332403043793477e-07,1.8274000087901599e-07,2.0242867263863428e-07
5.43,1.6290976963630346e-07,1.2907477067722393e-07,1.5595952195687963e-07,1.3187481653333258e-07,1.1331037943153081e-07,1.8273091129848638e-07,2.0244900293421492e-07
5.43025,1.6288987949932373e-07,1.2911252253152865e-07,1.5595658772819797e-07,1.3187458262586079e-07,1.1329656305415841e-07,1.827214970050072e-07,2.0246925803199637e-07
5.4305,1.628695942454714e-07,1.2915153414620521e-07,1.5595356487007997e-07,1.3187408252628241e-07,1.1328257910763523e-07,1.8271175767376764e-07,2.0248944788379901e-07
5.43075,1.6284891170825499e-07,1.2919182146739151e-07,1.5595044664966807e-07,1.3187331564171868e-07,1.1326842441015055e-07,1.8270169842987579e-07,2.0250957201752092e-07
5.431,1.6282786553808792e-07,1.2923337469120018e-07,1.5594722406728502e-07,1.3187227810145359e-07,1.1325409339676986e-07,1.8269131489763857e-07,2.0252963582061473e-07
5.43125,1.628064593812979e-07,1.2927619886184478e-07,1.559438917002809e-07,1.3187096704150979e-07,1.1323958534100884e-07,1.8268060172805597e-07,2.0254964521056311e-07
5.4315,1.6278466420166815e-07,1.2932032130794512e-07,1.5594044321406259e-07,1.3186938248221176e-07,1.1322490529685742e-07,1.8266955202632515e-07,2.0256961024008152e-07
5.43175,1.6276248042590453e-07,1.2936575057785598e-07,1.5593686938306406e-07,1.318675244566183e-07,1.1321005817435802e-07,1.8265816088941794e-07,2.025895354217277e-07
5.432,1.62739944800224e-07,1.2941247083183067e-07,1.5593315702191593e-07,1.3186539221949984e-07,1.1319504514100791e-07,1.8264641651368155e-07,2.0260942536582402e-07
5.43225,1.6271706067657844e-07,1.294604852205982e-07,1.55929295396031e-07,1.3186298773054101e-07,1.1317986866280534e-07,1.826343100493644e-07,2.0262928186295931e-07
5.4325,1.6269379985624247e-07,1.29509815626595e-07,1.559252820048692e-07,1.3186031514555244e-07,1.1316453268668856e-07,1.8262184234447029e-07,2.0264909804765065e-07
5.43275,1.6267016149774924e-07,1.2956046447367453e-07,1.5592111463918239e-07,1.3185737710748126e-07,1.1314903872774014e-07,1.8260901807633136e-07,2.026688621292058e-07
5.433,1.6264617944659865e-07,1.2961240984332822e-07,1.5591679196122627e-07,1.3185417241485485e-07,1.131333835875201e-07,1.8259583889662937e-07,2.0268856150261616e-07
5.43325,1.6262186096319714e-07,1.2966564754915399e-07,1.5591231277961735e-07,1.3185070096078937e-07,1.1311756708528105e-07,1.8258230726910836e-07,2.0270818155112046e-07
5.4335,1.6259717796428779e-07,1.2972019684810129e-07,1.559076741016745e-07,1.3184696678370502e-07,1.1310159156015769e-07,1.825684316773935e-07,2.027277080730362e-07
5.43375,1.6257213139802667e-07,1.2977606119032467e-07,1.5590286843293655e-07,1.318429724351455e-07,1.1308545732317209e-07,1.8255421564295361e-07,2.0274712936879515e-07
5.434,1.6254675602789631e-07,1.2983322145259694e-07,1.5589788838065462e-07,1.318387174186846e-07,1.1306916204180519e-07,1.8253965741645348e-07,2.0276644199438996e-07
5.43425,1.6252105112390062e-07,1.2989168086142469e-07,1.5589273104571544e-07,1.3183420261011072e-07,1.1305270549226139e-07,1.8252476244768893e-07,2.0278564157999421e-07
5.4345,1.6249498802739761e-07,1.2995145979099247e-07,1.5588739844046519e-07,1.318294321016216e-07,1.1303609083587379e-07,1.8250953362935952e-07,2.0280472528823282e-07
5.43475,1.6246856876114568e-07,1.3001255788870612e-07,1.558818885579418e-07,1.3182440775505033e-07,1.130193192106461e-07,1.824939679702259e-07,2.0282369434720094e-07
5.435,1.6244182371824361e-07,1.3007495457930301e-07,1.5587619781470507e-07,1.3181912907954401e-07,1.1300238839389488e-07,1.8247805730037117e-07,2.0284255099419758e-07
5.43525,1.6241475949076378e-07,1.3013863551217541e-07,1.5587033340402455e-07,1.3181359643726459e-07,1.1298529932816659e-07,1.8246179591833044e-07,2.0286129654217594e-07
5.4355,1.6238735432359967e-07,1.3020360350548405e-07,1.558643051145985e-07,1.3180781374155667e-07,1.129680574048558e-07,1.8244518056900802e-07,2.0287993484660588e-07
5.43575,1.6235960229534728e-07,1.3026987272616426e-07,1.5585810338465576e-07,1.3180178469097124e-07,1.1295066589282557e-07,1.8242820807407407e-07,2.028984683908354e-07
5.436,1.6233153756006069e-07,1.303374193016973e-07,1.5585172286372356e-07,1.3179551190365119e-07,1.1293312458123647e-07,1.8241087663466718e-07,2.0291689708174952e-07
5.43625,1.6230316738181481e-07,1.3040622264063253e-07,1.5584516963923264e-07,1.3178900053101421e-07,1.1291543709171241e-07,1.823931858391649e-07,2.0293521649193328e-07
5.4365,1.6227446783678847e-07,1.3047628238916283e-07,1.5583844948587666e-07,1.3178225967962903e-07,1.1289761259159594e-07,1.8237513802369057e-07,2.0295342463736917e-07
5.43675,1.6224544166801531e-07,1.3054758688380915e-07,1.5583156380708922e-07,1.3177529641644244e-07,1.1287965944081414e-07,1.8235674323475311e-07,2.0297152711656582e-07
5.437,1.6221611271229461e-07,1.3062011544148229e-07,1.5582450975951494e-07,1.31768113778416e-07,1.1286158157602244e-07,1.8233801182519918e-07,2.0298953181465886e-07
5.43725,1.621864899131126e-07,1.3069384517753259e-07,1.5581728890267341e-07,1.3176071579644783e-07,1.1284338344008274e-07,1.823189471429034e-07,2.0300744538050135e-07
5.4375,1.6215654788249529e-07,1.3076877796474505e-07,1.5580991163053383e-07,1.3175310862519745e-07,1.1282506963603498e-07,1.8229955105141932e-07,2.0302526991172488e-07
5.43775,1.6212628850278385e-07,1.308448949655419e-07,1.5580238929686749e-07,1.3174529681473257e-07,1.1280664009872439e-07,1.8227982155294335e-07,2.030430050327061e-07
5.438,1.6209574085302338e-07,1.3092216066244444e-07,1.5579473094644092e-07,1.3173728355470041e-07,1.1278809121081773e-07,1.8225975691039991e-07,2.0306064517582149e-07
5.43825,1.6206490904760704e-07,1.3100055912406694e-07,1.5578694263573673e-07,1.3172907612959039e-07,1.1276942538200829e-07,1.8223935265135659e-07,2.030781857523601e-07
5.4385,1.6203377025758255e-07,1.3108009300312296e-07,1.5577902656936157e-07,1.3172068263345328e-07,1.1275065007107286e-07,1.8221860112968803e-07,2.0309562896324561e-07
5.43875,1.6200232628783769e-07,1.3116074330926561e-07,1.5577099251013898e-07,1.3171210652757804e-07,1.1273176905907606e-07,1.821974925704209e-07,2.0311297769483809e-07
5.439,1.6197060314392168e-07,1.3124247063870378e-07,1.5576285709486608e-07,1.3170334731573223e-07,1.127127802575973e-07,1.8217601620165002e-07,2.0313023121190955e-07
5.43925,1.6193861175826995e-07,1.3132523989381853e-07,1.5575463751260254e-07,1.3169440808694588e-07,1.1269368526052205e-07,1.8215416369563773e-07,2.0314739040484217e-07
5.4395,1.6190633151999631e-07,1.3140904539008291e-07,1.5574634245824434e-07,1.316852969122544e-07,1.1267449032205492e-07,1.821319354444446e-07,2.0316445548127421e-07
5.43975,1.6187376442456653e-07,1.3149387126227468e-07,1.5573797735772053e-07,1.3167602255764387e-07,1.1265519843611853e-07,1.8210933354154315e-07,2.0318142526077644e-07
5.44,1.6184094161742539e-07,1.3157968706541757e-07,1.5572954267865136e-07,1.316665881972047e-07,1.1263580843694361e-07,1.8208635967943394e-07,2.0319829780679452e-07
5.44025,1.6180787070492387e-07,1.316664704043528e-07,1.5572104886387735e-07,1.3165699262989253e-07,1.1261632390623569e-07,1.8206301356553566e-07,2.0321507218050511e-07
5.4405,1.6177453070515087e-07,1.3175420281411671e-07,1.5571252223271023e-07,1.3164723611428335e-07,1.1259675413802393e-07,1.8203929589595595e-07,2.0323173996940693e-07
5.44075,1.6174092328581264e-07,1.318428443500966e-07,1.5570399058922986e-07,1.3163731977295343e-07,1.1257710642145341e-07,1.82015206614858e-07,2.0324829129021953e-07
5.441,1.6170707639214313e-07,1.3193234014831532e-07,1.5569547882558428e-07,1.3162724529083944e-07,1.1255738218830146e-07,1.819907490963924e-07,2.0326471667164561e-07
5.44125,1.6167299644592315e-07,1.3202265859483979e-07,1.5568700096834764e-07,1.3161702038856969e-07,1.1253758659832339e-07,1.819659307357953e-07,2.0328100582285598e-07
5.4415,1.6163866443758332e-07,1.3211379060934324e-07,1.5567856091848213e-07,1.3160665935537895e-07,1.1251772898434094e-07,1.8194075781119993e-07,2.0329714052154913e-07
5.44175,1.6160408283966188e-07,1.322057082273044e-07,1.5567017059747623e-07,1.3159617408048137e-07,1.1249781574932481e-07,1.8191522954973289e-07,2.0331309536771327e-07
5.442,1.6156927843273329e-07,1.3229835786443316e-07,1.5566185519886098e-07,1.3158557215294562e-07,1.1247784850580657e-07,1.8188934510208521e-07,2.0332885700012212e-07
5.44225,1.6153425885548838e-07,1.3239169490734618e-07,1.5565364207306707e-07,1.3157486106156626e-07,1.1245783190219442e-07,1.8186310984920399e-07,2.0334441572337426e-07
5.4425,1.6149900644251715e-07,1.3248569377855318e-07,1.5564555368349241e-07,1.3156405093688662e-07,1.1243777539296517e-07,1.8183653400606043e-07,2.0335977202917598e-07
5.44275,1.6146352047508043e-07,1.325803270652766e-07,1.5563760378690192e-07,1.3155314975393227e-07,1.1241768542532464e-07,1.8180962711930158e-07,2.0337493035986906e-07
5.443,1.6142783036263423e-07,1.326755475577841e-07,1.5562980739404019e-07,1.3154216360750461e-07,1.1239756278437112e-07,1.8178239405768536e-07,2.0338989103511306e-07
5.44325,1.613919465390274e-07,1.3277130989749907e-07,1.5562218711508809e-07,1.3153110092406957e-07,1.1237741076025263e-07,1.8175484849474083e-07,2.0340465508489354e-07
5.4435,1.613558541131455e-07,1.3286758116301727e-07,1.5561476826531408e-07,1.3151997245983061e-07,1.1235723641994918e-07,1.8172700324557339e-07,2.0341922346664344e-07
5.44375,1.6131955269936997e-07,1.3296431996291176e-07,1.5560757875042371e-07,1.3150878543303975e-07,1.1233704378948323e-07,1.8169886394989567e-07,2.0343359617896036e-07
5.444,1.6128306536084678e-07,1.3306147115503439e-07,1.5560064764962954e-07,1.3149754375092945e-07,1.1231683327984717e-07,1.8167043218163427e-07,2.0344777479132389e-07
5.44425,1.6124639862807056e-07,1.3315898887233678e-07,1.5559400205752377e-07,1.3148625374280494e-07,1.1229660699884386e-07,1.8164171183740696e-07,2.0346175725594397e-07
5.4445,1.612095365225439e-07,1.3325684779775041e-07,1.5558765815283945e-07,1.3147492634481274e-07,1.1227637157035567e-07,1.8161271126334798e-07,2.0347554576893228e-07
5.44475,1.6117247948657178e-07,1.3335501797513048e-07,1.5558163055337634e-07,1.3146357064559284e-07,1.1225613150293219e-07,1.8158343439049162e-07,2.0348915082839485e-07
5.445,1.6113524877679834e-07,1.3345344600075389e-07,1.5557594450525708e-07,1.3145219145958333e-07,1.1223588843133446e-07,1.8155388255833424e-07,2.0350258375514948e-07
5.44525,1.6109785363358951e-07,1.3355207583876822e-07,1.5557063239862149e-07,1.3144079537332478e-07,1.1221564652468163e-07,1.8152405970656048e-07,2.0351585508691134e-07
5.4455,1.6106028246380557e-07,1.3365087752774987e-07,1.5556571179880463e-07,1.3142939509933844e-07,1.1219541481349633e-07,1.8149397459153219e-07,2.0352897612200619e-07
5.44575,1.6102254020235958e-07,1.3374982265530331e-07,1.555611886158651e-07,1.31418002972678e-07,1.1217520026137124e-07,1.8146362996911429e-07,2.0354195214144015e-07
5.446,1.6098465097946036e-07,1.3384886453628256e-07,1.5555707724258387e-07,1.3140662928935584e-07,1.1215500407298219e-07,1.8143302484155306e-07,2.0355478417513251e-07
5.44625,1.6094662060564686e-07,1.3394796286414695e-07,1.5555339815543592e-07,1.313952814897624e-07,1.1213482935822715e-07,1.8140216000602881e-07,2.0356746854175395e-07
5.4465,1.6090843477034826e-07,1.3404708299187814e-07,1.5555018041232434e-07,1.3138396724623959e-07,1.1211468374988979e-07,1.8137104186729724e-07,2.0357999141472331e-07
5.44675,1.6087009504623414e-07,1.3414617974218041e-07,1.5554745192586006e-07,1.3137269756520461e-07,1.1209457306947627e-07,1.8133967594504513e-07,2.0359233521591268e-07
5.447,1.6083162178840805e-07,1.3424519026043245e-07,1.5554524835470704e-07,1.3136147730916522e-07,1.1207450026419168e-07,1.8130806331201421e-07,2.0360447808420327e-07
5.44725,1.6079302092740433e-07,1.3434406332064738e-07,1.5554360208170982e-07,1.3135030857381228e-07,1.1205447152938918e-07,1.8127620398525574e-07,2.0361639422969081e-07
5.4475,1.6075428251068419e-07,1.3444276731357595e-07,1.5554253204043778e-07,1.3133919631634685e-07,1.1203449770871104e-07,1.8124410342370172e-07,2.0362805165585422e-07
5.44775,1.6071541434496906e-07,1.345412491190587e-07,1.5554206372020522e-07,1.3132814828791341e-07,1.120145872691904e-07,1.8121176702144367e-07,2.0363943034974542e-07
5.448,1.6067644174675744e-07,1.3463943823533097e-07,1.555422339673296e-07,1.3131717021600358e-07,1.1199474228910814e-07,1.8117919648764722e-07,2.0365051667446811e-07
5.44825,1.6063737415479198e-07,1.3473728628683842e-07,1.5554306940755241e-07,1.3130626796997071e-07,1.1197496577147074e-07,1.8114639484347991e-07,2.0366130240970581e-07
5.4485,1.6059820202097273e-07,1.3483476857699681e-07,1.5554458425532202e-07,1.3129545174779341e-07,1.1195526221880691e-07,1.8111337160527345e-07,2.0367178062580024e-07
5.44875,1.6055892527324414e-07,1.3493186013408894e-07,1.555467831307066e-07,1.312847321633154e-07,1.1193563723186868e-07,1.810801386698849e-07,2.0368194651471913e-07
5.449,1.6051956119525084e-07,1.3502852221816088e-07,1.5554967674390896e-07,1.3127411677549629e-07,1.1191609447133009e-07,1.8104670146127643e-07,2.0369179435699052e-07
5.44925,1.6048011690725965e-07,1.3512471753408113e-07,1.5555328309209004e-07,1.3126360915733268e-07,1.1189664161343298e-07,1.8101306506483646e-07,2.0370131824616757e-07
5.4495,1.6044058232894902e-07,1.3522041174413377e-07,1.5555762442320342e-07,1.3125321667694964e-07,1.1187729232572872e-07,1.8097923693029703e-07,2.0371051289988888e-07
5.44975,1.6040095838427369e-07,1.3531555712560662e-07,1.5556273294328962e-07,1.3124294207902556e-07,1.1185805861952901e-07,1.8094522390470133e-07,2.037193755338407e-07
5.45,1.6036126749135061e-07,1.3541008279200402e-07,1.5556865629472597e-07,1.3123278051734397e-07,1.1183894573316009e-07,1.8091103007591848e-07,2.0372791280264832e-07
5.45025,1.6032151987086578e-07,1.3550393512068927e-07,1.5557542641644031e-07,1.3122273377604676e-07,1.1181995873491961e-07,1.8087665378114524e-07,2.0373613323346631e-07
5.4505,1.602817069399393e-07,1.3559708406024935e-07,1.5558304929738667e-07,1.3121282021723153e-07,1.1180110628145335e-07,1.8084209525008669e-07,2.0374404478809304e-07
5.45075,1.6024182875915537e-07,1.356894973866627e-07,1.5559152771334416e-07,1.3120305837531825e-07,1.1178239344728543e-07,1.8080735594330812e-07,2.0375166078072855e-07
5.451,1.6020190227661122e-07,1.3578112640513239e-07,1.5560087347546626e-07,1.3119346467759702e-07,1.1176382033320402e-07,1.8077243885946861e-07,2.0375899295156906e-07
5.45125,1.6016193445871953e-07,1.3587193977988002e-07,1.5561109509782e-07,1.3118405078874788e-07,1.1174538754871434e-07,1.8073735121830367e-07,2.0376605733874872e-07
5.4515,1.6012191880927164e-07,1.3596192462897101e-07,1.5562219357718559e-07,1.3117482192995588e-07,1.117271025519844e-07,1.8070209904847317e-07,2.0377287330622597e-07
5.45175,1.6008185962482649e-07,1.3605104974612475e-07,1.556341770701683e-07,1.311657811719471e-07,1.1170897236394843e-07,1.8066668563910122e-07,2.0377945912285237e-07
5.452,1.6004177747544723e-07,1.3613925617315648e-07,1.556470735579507e-07,1.3115692986345032e-07,1.1169100095326163e-07,1.806311078784302e-07,2.0378583223335188e-07
5.45225,1.6000168231090664e-07,1.3622649618812564e-07,1.5566090874568044e-07,1.3114827495566293e-07,1.1167319318388504e-07,1.8059536225084531e-07,2.0379200513970482e-07
5.4525,1.5996156999122925e-07,1.3631272962383985e-07,1.5567570316332633e-07,1.3113982617851497e-07,1.116555573317257e-07,1.80559452408486e-07,2.0379798811143991e-07
5.45275,1.599214428393046e-07,1.3639791189804812e-07,1.5569147799887022e-07,1.3113159150365022e-07,1.1163810187571618e-07,1.805233820891861e-07,2.038037935339444e-07
5.453,1.5988131606218271e-07,1.3648200047534585e-07,1.5570825128938144e-07,1.3112357358504019e-07,1.1162083249345694e-07,1.8048715170078237e-07,2.0380943262835297e-07
5.45325,1.5984119770066302e-07,1.3656496541384321e-07,1.5572603145763124e-07,1.3111577645111554e-07,1.1160375747189372e-07,1.8045076318787849e-07,2.0381490934335358e-07
5.4535,1.5980108262724065e-07,1.3664679037341609e-07,1.5574481675834848e-07,1.3110820552800171e-07,1.1158689102394838e-07,1.8041422098025238e-07,2.0382022374463209e-07
5.45375,1.5976097524371225e-07,1.3672744081421308e-07,1.5576461483907938e-07,1.3110086917378335e-07,1.1157024207213341e-07,1.8037753538153102e-07,2.0382537371968868e-07
5.454,1.5972088958242975e-07,1.3680687573102746e-07,1.5578544131191027e-07,1.3109377267457854e-07,1.1155381431513147e-07,1.8034071450202648e-07,2.0383035652487367e-07
5.45425,1.596808320669513e-07,1.3688506736691419e-07,1.5580730036025425e-07,1.3108692107334839e-07,1.1153761828194413e-07,1.8030376018215669e-07,2.038351693600254e-07
