Physical Time (s),ea_left Monitor (W)
5.21675,-1.7912718084455376e-10
5.217,-1.7911524320989059e-10
5.21725,-1.7910348257988366e-10
5.2175,-1.7909196623760759e-10
5.21775,-1.7908076411864308e-10
5.218,-1.7906994063289158e-10
5.21825,-1.7905955670028607e-10
5.2185,-1.7904966049823929e-10
5.21875,-1.7904028136367816e-10
5.219,-1.790314334735221e-10
5.21925,-1.7902311611137605e-10
5.2195,-1.790153083700196e-10
5.21975,-1.7900797037600088e-10
5.22,-1.7900104942993176e-10
5.22025,-1.7899448490139991e-10
5.2205,-1.789882052513096e-10
5.22075,-1.7898213516671875e-10
5.221,-1.7897620284139106e-10
5.22125,-1.7897034405949028e-10
5.2215,-1.7896450075235782e-10
5.22175,-1.7895862331758008e-10
5.222,-1.7895267582961404e-10
5.22225,-1.7894663387630909e-10
5.2225,-1.789404814967151e-10
5.22275,-1.7893420704269452e-10
5.223,-1.789278036108849e-10
5.22325,-1.7892126825121563e-10
5.2235,-1.7891459690623193e-10
5.22375,-1.7890778380692702e-10
5.224,-1.7890082230636143e-10
5.22425,-1.7889370592482295e-10
5.2245,-1.788864259834603e-10
5.22475,-1.7887897779981492e-10
5.225,-1.7887135800496747e-10
5.22525,-1.7886356972879831e-10
5.2255,-1.7885562306626446e-10
5.22575,-1.7884753716959997e-10
5.226,-1.7883933992959554e-10
5.22625,-1.7883106964878116e-10
5.2265,-1.7882277109750002e-10
5.22675,-1.7881449477188126e-10
5.227,-1.7880629467244893e-10
5.22725,-1.7879822565726776e-10
5.2275,-1.7879034006869272e-10
5.22775,-1.7878268319900317e-10
5.228,-1.7877529151197603e-10
5.22825,-1.7876818851438897e-10
5.2285,-1.787613862114355e-10
5.22875,-1.7875488266934705e-10
5.229,-1.7874866144441847e-10
5.22925,-1.7874269387609645e-10
5.2295,-1.7873693901084133e-10
5.22975,-1.7873134506741879e-10
5.23,-1.7872585454212369e-10
5.23025,-1.7872040751223791e-10
5.2305,-1.7871494286042698e-10
5.23075,-1.7870940258266954e-10
5.231,-1.7870373169336862e-10
5.23125,-1.7869788095473109e-10
5.2315,-1.786918139107756e-10
5.23175,-1.7868550455406865e-10
5.232,-1.7867893283153926e-10
5.23225,-1.7867208410612859e-10
5.2325,-1.786649507457649e-10
5.23275,-1.7865752925355034e-10
5.233,-1.7864981782211614e-10
5.23325,-1.7864181023628529e-10
5.2335,-1.7863349660616448e-10
5.23375,-1.7862486235833027e-10
5.234,-1.7861588641117731e-10
5.23425,-1.7860654550385958e-10
5.2345,-1.785968093129536e-10
5.23475,-1.7858663868623088e-10
5.235,-1.7857599226032959e-10
5.23525,-1.7856482938388746e-10
5.2355,-1.7855311099601181e-10
5.23575,-1.7854080739698739e-10
5.236,-1.7852789716325694e-10
5.23625,-1.7851437098846234e-10
5.2365,-1.7850023132196107e-10
5.23675,-1.7848549554104024e-10
5.237,-1.7847019910825878e-10
5.23725,-1.7845438851508269e-10
5.2375,-1.7843812452653064e-10
5.23775,-1.7842147389330301e-10
5.238,-1.7840449927424001e-10
5.23825,-1.783872635074739e-10
5.2385,-1.7836983083760091e-10
5.23875,-1.7835226445626494e-10
5.239,-1.7833460811147457e-10
5.23925,-1.7831688715461906e-10
5.2395,-1.7829911724403637e-10
5.23975,-1.7828129779743183e-10
5.24,-1.782634130926825e-10
5.24025,-1.7824543578130198e-10
5.2405,-1.7822732171476978e-10
5.24075,-1.7820902619072396e-10
5.241,-1.7819050949502563e-10
5.24125,-1.7817174237735943e-10
5.2415,-1.7815269399825177e-10
5.24175,-1.7813334653503744e-10
5.242,-1.7811369829651728e-10
5.24225,-1.7809376198552087e-10
5.2425,-1.7807357001986057e-10
5.24275,-1.78053168245667e-10
5.243,-1.7803260748160698e-10
5.24325,-1.780119476378092e-10
5.2435,-1.7799124588545739e-10
5.24375,-1.7797056579031888e-10
5.244,-1.7794996422895552e-10
5.24425,-1.779294785366404e-10
5.2445,-1.7790914172892324e-10
5.24475,-1.7788897737706963e-10
5.245,-1.7786900612073824e-10
5.24525,-1.7784923256052016e-10
5.2455,-1.7782964146253806e-10
5.24575,-1.7781022079508929e-10
5.246,-1.7779096244023657e-10
5.24625,-1.7777186747054471e-10
5.2465,-1.7775294218046523e-10
5.24675,-1.7773418484761968e-10
5.247,-1.7771560926890447e-10
5.24725,-1.7769725631802405e-10
5.2475,-1.7767917289375463e-10
5.24775,-1.7766139698929704e-10
5.248,-1.7764398807457899e-10
5.24825,-1.7762702239521866e-10
5.2485,-1.7761057624893865e-10
5.24875,-1.7759471013688179e-10
5.249,-1.7757949404024846e-10
5.24925,-1.7756500600977819e-10
5.2495,-1.7755131588473991e-10
5.24975,-1.775384794192955e-10
5.25,-1.7752655052999619e-10
5.25025,-1.7751559254286759e-10
5.2505,-1.7750565408437012e-10
5.25075,-1.774967708768634e-10
5.251,-1.7748898438568956e-10
5.25125,-1.7748234148284165e-10
5.2515,-1.7747689693710163e-10
5.25175,-1.7747270241998274e-10
5.252,-1.7746979592948711e-10
5.25225,-1.7746822537176176e-10
5.2525,-1.7746802399713902e-10
5.25275,-1.7746923281196251e-10
5.253,-1.7747187770805469e-10
5.25325,-1.7747596534510436e-10
5.2535,-1.7748149870149493e-10
5.25375,-1.7748847761025091e-10
5.254,-1.7749690293832162e-10
5.25425,-1.7750675726185664e-10
5.2545,-1.7751800024149363e-10
5.25475,-1.7753059237031869e-10
5.255,-1.7754448464440763e-10
5.25525,-1.7755962041893833e-10
5.2555,-1.7757592522412597e-10
5.25575,-1.7759331671741132e-10
5.256,-1.7761169732432329e-10
5.25625,-1.7763095892139039e-10
5.2565,-1.7765098048523053e-10
5.25675,-1.7767163274786635e-10
5.257,-1.7769277607799975e-10
5.25725,-1.7771427675294628e-10
5.2575,-1.7773599766909645e-10
5.25775,-1.7775780375817009e-10
5.258,-1.7777956737935989e-10
5.25825,-1.7780115899039974e-10
5.2585,-1.7782246452530522e-10
5.25875,-1.7784338103623086e-10
5.259,-1.7786381881080116e-10
5.25925,-1.778836969748369e-10
5.2595,-1.7790294740744635e-10
5.25975,-1.7792151387020515e-10
5.26,-1.7793934423149641e-10
5.26025,-1.7795639288106787e-10
5.2605,-1.7797262485980852e-10
5.26075,-1.7798801211314594e-10
5.261,-1.7800253439456516e-10
5.26125,-1.7801618579074422e-10
5.2615,-1.7802897027489113e-10
5.26175,-1.7804090848989179e-10
5.262,-1.780520345752398e-10
5.26225,-1.7806239576131266e-10
5.2625,-1.7807205273758933e-10
5.26275,-1.7808108227011186e-10
5.263,-1.7808956822365781e-10
5.26325,-1.7809759976163591e-10
5.2635,-1.7810527208402467e-10
5.26375,-1.781126797281926e-10
5.264,-1.7811990972000294e-10
5.26425,-1.7812704163733106e-10
5.2645,-1.7813414561198667e-10
5.26475,-1.7814127878524033e-10
5.265,-1.7814847886999459e-10
5.26525,-1.7815576933141918e-10
5.2655,-1.7816315743928043e-10
5.26575,-1.7817063467038246e-10
5.266,-1.7817818182648465e-10
5.26625,-1.7818576930559248e-10
5.2665,-1.7819336280960085e-10
5.26675,-1.7820092957766665e-10
5.267,-1.7820843198446304e-10
5.26725,-1.7821582874394337e-10
5.2675,-1.7822308188122988e-10
5.26775,-1.7823016096988362e-10
5.268,-1.7823703401508119e-10
5.26825,-1.7824367524801866e-10
5.2685,-1.7825006608926321e-10
5.26875,-1.7825619351351608e-10
5.269,-1.7826204394671533e-10
5.26925,-1.7826759817769511e-10
5.2695,-1.7827284242858013e-10
5.26975,-1.7827776498054903e-10
5.27,-1.7828235402372473e-10
5.27025,-1.7828659528795831e-10
5.2705,-1.7829046194549467e-10
5.27075,-1.7829392978841991e-10
5.271,-1.7829697388082371e-10
5.27125,-1.782995706630003e-10
5.2715,-1.7830169858128205e-10
5.27175,-1.7830333687454764e-10
5.272,-1.7830447486088528e-10
5.27225,-1.7830511190277169e-10
5.2725,-1.7830526036554808e-10
5.27275,-1.783049396713133e-10
5.273,-1.783041795511519e-10
5.27325,-1.7830301791581159e-10
5.2735,-1.7830149745060713e-10
5.27375,-1.7829967055325812e-10
5.274,-1.7829758361531358e-10
5.27425,-1.7829527661995637e-10
5.2745,-1.7829278382196366e-10
5.27475,-1.7829013270734366e-10
5.275,-1.7828734501886905e-10
5.27525,-1.7828442779339859e-10
5.2755,-1.7828137221021655e-10
5.27575,-1.7827816749358083e-10
5.276,-1.782748034133693e-10
5.27625,-1.7827128065631985e-10
5.2765,-1.7826760551035832e-10
5.27675,-1.7826379183046704e-10
5.277,-1.7825987396471132e-10
5.27725,-1.7825590610286215e-10
5.2775,-1.7825196942931038e-10
5.27775,-1.7824815651419726e-10
5.278,-1.7824456584959138e-10
5.27825,-1.7824130862147036e-10
5.2785,-1.7823849646211159e-10
5.27875,-1.7823624483062445e-10
5.279,-1.7823465227394693e-10
5.27925,-1.7823379923215733e-10
5.2795,-1.7823374997276117e-10
5.27975,-1.7823454666931631e-10
5.28,-1.7823622097711789e-10
5.28025,-1.7823877855259201e-10
5.2805,-1.7824220427157255e-10
5.28075,-1.7824647331365262e-10
5.281,-1.7825154887554661e-10
5.28125,-1.7825739915775065e-10
5.2815,-1.7826398165144488e-10
5.28175,-1.7827125102222006e-10
5.282,-1.7827916842466725e-10
5.28225,-1.7828769878968711e-10
5.2825,-1.7829681333011236e-10
5.28275,-1.7830647683793961e-10
5.283,-1.783166488757102e-10
5.28325,-1.7832729554166903e-10
5.2835,-1.7833838379039988e-10
5.28375,-1.7834988139786709e-10
5.284,-1.7836174828527794e-10
5.28425,-1.7837393987626826e-10
5.2845,-1.7838640963183248e-10
5.28475,-1.7839911120751592e-10
5.285,-1.7841201452217202e-10
5.28525,-1.7842508137065174e-10
5.2855,-1.7843827894361433e-10
5.28575,-1.7845158358490921e-10
5.286,-1.7846497846400034e-10
5.28625,-1.7847845996308916e-10
5.2865,-1.7849202919650986e-10
5.28675,-1.7850569633209537e-10
5.287,-1.7851948657473765e-10
5.28725,-1.7853343470541121e-10
5.2875,-1.7854758027682105e-10
5.28775,-1.7856196519624459e-10
5.288,-1.7857662365559284e-10
5.28825,-1.7859158888953213e-10
5.2885,-1.7860688515994524e-10
5.28875,-1.7862252743450698e-10
5.289,-1.7863851156351384e-10
5.28925,-1.7865481770899393e-10
5.2895,-1.7867140889140524e-10
5.28975,-1.7868823648042238e-10
5.29,-1.7870524199738624e-10
5.29025,-1.7872234862495425e-10
5.2905,-1.7873947267718625e-10
5.29075,-1.7875652414128482e-10
5.291,-1.7877341292459103e-10
5.29125,-1.7879005364204615e-10
5.2915,-1.7880636370312304e-10
5.29175,-1.7882226495365989e-10
5.292,-1.7883769046472012e-10
5.29225,-1.7885258484860469e-10
5.2925,-1.7886690709583785e-10
5.29275,-1.7888062684765079e-10
5.293,-1.7889372431562973e-10
5.29325,-1.7890619572558046e-10
5.2935,-1.7891805036514915e-10
5.29375,-1.7892930961067483e-10
5.294,-1.7894000271232531e-10
5.29425,-1.7895016308427601e-10
5.2945,-1.7895983110098891e-10
5.29475,-1.7896905284551755e-10
5.295,-1.7897787866729546e-10
5.29525,-1.7898635528197803e-10
5.2955,-1.7899452363709839e-10
5.29575,-1.7900242240642585e-10
5.296,-1.7901008659700147e-10
5.29625,-1.7901754885761401e-10
5.2965,-1.7902483831801024e-10
5.29675,-1.7903198042580914e-10
5.297,-1.7903900266241954e-10
5.29725,-1.7904593534718771e-10
5.2975,-1.7905281275899783e-10
5.29775,-1.7905967278796622e-10
5.298,-1.7906655022759618e-10
5.29825,-1.7907348294397199e-10
5.2985,-1.7908050812505632e-10
5.29875,-1.7908765936907664e-10
5.299,-1.790949643217885e-10
5.29925,-1.7910243867157487e-10
5.2995,-1.7911008948619178e-10
5.29975,-1.7911791034167031e-10
5.3,-1.7912588592137503e-10
5.30025,-1.7913399106388617e-10
5.3005,-1.7914218522612851e-10
5.30075,-1.7915042117436337e-10
5.301,-1.791586466110009e-10
5.30125,-1.7916680655270067e-10
5.3015,-1.7917484659725406e-10
5.30175,-1.7918270355713937e-10
5.302,-1.7919031877830984e-10
5.30225,-1.7919763491478393e-10
5.3025,-1.7920460038736147e-10
5.30275,-1.7921116790910407e-10
5.303,-1.7921729007096207e-10
5.30325,-1.7922293012986555e-10
5.3035,-1.7922805969958512e-10
5.30375,-1.7923266351243617e-10
5.304,-1.7923673586098798e-10
5.30425,-1.7924027497724693e-10
5.3045,-1.7924329344309574e-10
5.30475,-1.7924581361143762e-10
5.305,-1.7924786958944881e-10
5.30525,-1.7924950155181189e-10
5.3055,-1.7925075130474078e-10
5.30575,-1.7925166772620547e-10
5.306,-1.7925230188560488e-10
5.30625,-1.792527090593344e-10
5.3065,-1.7925294229953286e-10
5.30675,-1.792530460126405e-10
5.307,-1.7925306520512997e-10
5.30725,-1.7925304018280218e-10
5.3075,-1.7925300603121942e-10
5.30775,-1.7925299272398466e-10
5.308,-1.7925302412158778e-10
5.30825,-1.7925312491143593e-10
5.3085,-1.7925331957185918e-10
5.30875,-1.7925363248118219e-10
5.309,-1.7925408675800517e-10
5.30925,-1.7925470204418159e-10
5.3095,-1.7925550340611777e-10
5.30975,-1.7925651771142225e-10
5.31,-1.7925777314457813e-10
5.31025,-1.7925929639184323e-10
5.3105,-1.7926111804830853e-10
5.31075,-1.7926326503606324e-10
5.311,-1.7926576296869642e-10
5.31125,-1.7926863587073859e-10
5.3115,-1.7927189345582586e-10
5.31175,-1.7927554218792716e-10
5.312,-1.7927958696987385e-10
5.31225,-1.7928401615953506e-10
5.3125,-1.792888162060526e-10
5.31275,-1.7929396941802913e-10
5.313,-1.7929945079216233e-10
5.31325,-1.7930523174802123e-10
5.3135,-1.7931128117748032e-10
5.31375,-1.7931756134249565e-10
5.314,-1.7932403345004995e-10
5.31425,-1.7933065251920228e-10
5.3145,-1.793373671186e-10
5.31475,-1.7934413145596153e-10
5.315,-1.7935089409088866e-10
5.31525,-1.7935760285266673e-10
5.3155,-1.79364205390741e-10
5.31575,-1.7937065003099766e-10
5.316,-1.7937689464356421e-10
5.31625,-1.7938290019146716e-10
5.3165,-1.7938864450297178e-10
5.31675,-1.7939411631554512e-10
5.317,-1.7939930384393931e-10
5.31725,-1.7940420954585878e-10
5.3175,-1.794088531267749e-10
5.31775,-1.794132666088643e-10
5.318,-1.794174872213422e-10
5.31825,-1.7942156324437685e-10
5.3185,-1.7942554391309597e-10
5.31875,-1.7942947758347673e-10
5.319,-1.7943340330812581e-10
5.31925,-1.7943735468382467e-10
5.3195,-1.7944134966590363e-10
5.31975,-1.7944539856643791e-10
5.32,-1.794494972043536e-10
5.32025,-1.7945362603616676e-10
5.3205,-1.7945776340761315e-10
5.32075,-1.7946187835440365e-10
5.321,-1.7946593782510602e-10
5.32125,-1.7946991048900071e-10
5.3215,-1.7947376314900303e-10
5.32175,-1.7947746291059897e-10
5.322,-1.7948097528400141e-10
5.32225,-1.7948427276936006e-10
5.3225,-1.7948733026840317e-10
5.32275,-1.7949012636143466e-10
5.323,-1.7949264118701099e-10
5.32325,-1.7949486074318195e-10
5.3235,-1.7949677819694316e-10
5.32375,-1.794983884087613e-10
5.324,-1.7949968556498198e-10
5.32425,-1.7950067335817558e-10
5.3245,-1.7950135705783352e-10
5.32475,-1.7950174025665336e-10
5.325,-1.7950182428066424e-10
5.32525,-1.795016113018371e-10
5.3255,-1.7950110075540366e-10
5.32575,-1.7950028433981547e-10
5.326,-1.7949914090321924e-10
5.32625,-1.7949765566070798e-10
5.3265,-1.7949580439613205e-10
5.32675,-1.794935579448264e-10
5.327,-1.7949088548932583e-10
5.32725,-1.7948776204328637e-10
5.3275,-1.7948416889804798e-10
5.32775,-1.7948008774120045e-10
5.328,-1.7947550744856674e-10
5.32825,-1.794704212611768e-10
5.3285,-1.7946483276730077e-10
5.32875,-1.7945875218547687e-10
5.329,-1.794521812614486e-10
5.32925,-1.7944512802266037e-10
5.3295,-1.7943759609229152e-10
5.32975,-1.7942958436492157e-10
5.33,-1.7942108591494113e-10
5.33025,-1.7941209437709115e-10
5.3305,-1.7940259265769334e-10
5.33075,-1.7939255588791004e-10
5.331,-1.7938195351552102e-10
5.33125,-1.7937075653890819e-10
5.3315,-1.7935893351834677e-10
5.33175,-1.7934645797912386e-10
5.332,-1.7933331995166811e-10
5.33225,-1.7931951707356655e-10
5.3325,-1.793050627408567e-10
5.33275,-1.7928999001647316e-10
5.333,-1.7927434980572886e-10
5.33325,-1.7925821290435071e-10
5.3335,-1.7924167292846353e-10
5.33375,-1.7922484020955042e-10
5.334,-1.7920784442341612e-10
5.33425,-1.7919082013101188e-10
5.3345,-1.7917390986494434e-10
5.33475,-1.7915725047291491e-10
5.335,-1.7914097880317467e-10
5.33525,-1.7912521571340163e-10
5.3355,-1.7911005947948701e-10
5.33575,-1.7909558414408573e-10
5.336,-1.7908183639192853e-10
5.33625,-1.7906883683044605e-10
5.3365,-1.7905657835925051e-10
5.33675,-1.7904502850349369e-10
5.337,-1.7903413657979383e-10
5.33725,-1.7902384109241136e-10
5.3375,-1.7901406270839855e-10
5.33775,-1.7900471029765287e-10
5.338,-1.7899568701475946e-10
5.33825,-1.7898689456915082e-10
5.3385,-1.7897823488139893e-10
5.33875,-1.7896961388063107e-10
5.339,-1.7896094453120691e-10
5.33925,-1.789521461851423e-10
5.3395,-1.7894314334091501e-10
5.33975,-1.7893386340504944e-10
5.34,-1.789242379300187e-10
5.34025,-1.7891420070361337e-10
5.3405,-1.7890368925985887e-10
5.34075,-1.7889264957009951e-10
5.341,-1.7888102517121116e-10
5.34125,-1.7886876677990222e-10
5.3415,-1.7885584167410517e-10
5.34175,-1.7884223191646871e-10
5.342,-1.7882792325678112e-10
5.34225,-1.7881291649854129e-10
5.3425,-1.7879723191271543e-10
5.34275,-1.7878090483812771e-10
5.343,-1.7876397989006579e-10
5.34325,-1.7874652101318441e-10
5.3435,-1.7872860555493593e-10
5.34375,-1.787103070483074e-10
5.344,-1.786916944284448e-10
5.34425,-1.7867283908301146e-10
5.3445,-1.7865380247061744e-10
5.34475,-1.7863463522366747e-10
5.345,-1.7861537977027364e-10
5.34525,-1.7859607481076405e-10
5.3455,-1.7857674825104655e-10
5.34575,-1.7855741232371065e-10
5.346,-1.7853807728811092e-10
5.34625,-1.7851874333873152e-10
5.3465,-1.7849940432467935e-10
5.34675,-1.7848005913236865e-10
5.347,-1.784607024573363e-10
5.34725,-1.7844132595714187e-10
5.3475,-1.7842192753387221e-10
5.34775,-1.7840250501030599e-10
5.348,-1.7838305825176948e-10
5.34825,-1.7836359412514497e-10
5.3485,-1.7834412398558245e-10
5.34875,-1.7832465328641013e-10
5.349,-1.7830519127843639e-10
5.34925,-1.7828575028051346e-10
5.3495,-1.7826634158168429e-10
5.34975,-1.782469825533499e-10
5.35,-1.78227693419832e-10
5.35025,-1.7820849504517594e-10
5.3505,-1.7818941794480249e-10
5.35075,-1.7817049502808211e-10
5.351,-1.7815176860038665e-10
5.35125,-1.781332873432966e-10
5.3515,-1.781151117186234e-10
5.35175,-1.7809730396245513e-10
5.352,-1.7807992716336138e-10
5.35225,-1.7806304989849498e-10
5.3525,-1.780467407999672e-10
5.35275,-1.7803106704322348e-10
5.353,-1.7801609114797992e-10
5.35325,-1.7800187000502663e-10
5.3535,-1.7798845227612931e-10
5.35375,-1.779758806491301e-10
5.354,-1.7796418639768771e-10
5.35425,-1.779533869422443e-10
5.3545,-1.7794348990614614e-10
5.35475,-1.7793449512631771e-10
5.355,-1.7792639448128705e-10
5.35525,-1.7791917099810556e-10
5.3555,-1.7791279724040292e-10
5.35575,-1.7790723971336066e-10
5.356,-1.7790246017510475e-10
5.35625,-1.7789841596804445e-10
5.3565,-1.778950605020393e-10
5.35675,-1.7789234635488808e-10
5.357,-1.7789022334785548e-10
5.35725,-1.7788864260749323e-10
5.3575,-1.7788755863221659e-10
5.35775,-1.7788692217551026e-10
5.358,-1.778866820575932e-10
5.35825,-1.7788678315720558e-10
5.3585,-1.7788717156113564e-10
5.35875,-1.7788779551633787e-10
5.359,-1.7788860214567589e-10
5.35925,-1.7788953720814933e-10
5.3595,-1.7789054152254397e-10
5.35975,-1.778915603800497e-10
5.36,-1.7789254132443399e-10
5.36025,-1.778934314527993e-10
5.3605,-1.7789417692622244e-10
5.36075,-1.7789472086790755e-10
5.361,-1.7789501045163793e-10
5.36125,-1.7789500011892795e-10
5.3615,-1.7789464666672461e-10
5.36175,-1.7789391325988616e-10
5.362,-1.7789276492058886e-10
5.36225,-1.7789117904208228e-10
5.3625,-1.7788914660200535e-10
5.36275,-1.7788666679210699e-10
5.363,-1.7788375035198568e-10
5.36325,-1.77880413502388e-10
5.3635,-1.7787668331079553e-10
5.36375,-1.778726003179574e-10
5.364,-1.7786820862954946e-10
5.36425,-1.7786355359435747e-10
5.3645,-1.7785867701434789e-10
5.36475,-1.7785362351535362e-10
5.365,-1.7784844212472025e-10
5.36525,-1.7784317591356542e-10
5.3655,-1.7783786269235278e-10
5.36575,-1.7783252956076223e-10
5.366,-1.7782720060358129e-10
5.36625,-1.7782190033745753e-10
5.3665,-1.7781664723258266e-10
5.36675,-1.7781145674256843e-10
5.367,-1.7780633629108342e-10
5.36725,-1.7780129514103031e-10
5.3675,-1.7779634604334002e-10
5.36775,-1.7779149620144872e-10
5.368,-1.7778674631197524e-10
5.36825,-1.7778209359869502e-10
5.3685,-1.7777753946040913e-10
5.36875,-1.7777307638649654e-10
5.369,-1.7776868714389814e-10
5.36925,-1.7776435006228443e-10
5.3695,-1.7776004121779054e-10
5.36975,-1.7775572641374152e-10
5.37,-1.7775135592952138e-10
5.37025,-1.7774687502228654e-10
5.3705,-1.7774222779554656e-10
5.37075,-1.7773735124228769e-10
5.371,-1.7773217303634052e-10
5.37125,-1.7772662476627089e-10
5.3715,-1.7772065042882791e-10
5.37175,-1.7771419350723851e-10
5.372,-1.7770720552615683e-10
5.37225,-1.7769964763065183e-10
5.3725,-1.776915079829751e-10
5.37275,-1.7768278452543025e-10
5.373,-1.7767348166332632e-10
5.37325,-1.7766361884973399e-10
5.3735,-1.7765323230671336e-10
5.37375,-1.7764236753148905e-10
5.374,-1.7763106886555229e-10
5.37425,-1.7761939063591942e-10
5.3745,-1.7760739874502664e-10
5.37475,-1.7759515552306354e-10
5.375,-1.7758271378640085e-10
5.37525,-1.7757013111429043e-10
5.3755,-1.7755746549514559e-10
5.37575,-1.7754476477817673e-10
5.376,-1.77532057575159e-10
5.37625,-1.7751936630540654e-10
5.3765,-1.7750671011199888e-10
5.37675,-1.7749409300448035e-10
5.377,-1.7748150574624166e-10
5.37725,-1.7746893549327158e-10
5.3775,-1.774563725978194e-10
5.37775,-1.7744380036045598e-10
5.378,-1.7743119976164082e-10
5.37825,-1.7741856171860683e-10
5.3785,-1.7740588729692679e-10
5.37875,-1.7739318243363556e-10
5.379,-1.7738045926309994e-10
5.37925,-1.7736774239993545e-10
5.3795,-1.7735507324954146e-10
5.37975,-1.7734249881843914e-10
5.38,-1.7733006656409724e-10
5.38025,-1.7731783185715196e-10
5.3805,-1.7730585720494812e-10
5.38075,-1.7729420334151017e-10
5.381,-1.7728292568997589e-10
5.38125,-1.7727207923002157e-10
5.3815,-1.7726172053534951e-10
5.38175,-1.7725189992012493e-10
5.382,-1.7724266260007931e-10
5.38225,-1.7723404898505649e-10
5.3825,-1.7722610319847521e-10
5.38275,-1.7721885716001345e-10
5.383,-1.7721233270989982e-10
5.38325,-1.7720654603144769e-10
5.3835,-1.7720150585361971e-10
5.38375,-1.7719720876606702e-10
5.384,-1.7719363412212205e-10
5.38425,-1.7719075545856578e-10
5.3845,-1.7718853590223492e-10
5.38475,-1.7718692849341902e-10
5.385,-1.7718587184357418e-10
5.38525,-1.7718529877070573e-10
5.3855,-1.7718513683058226e-10
5.38575,-1.7718531139604764e-10
5.386,-1.7718573952013353e-10
5.38625,-1.7718634501498462e-10
5.3865,-1.7718705393088164e-10
5.38675,-1.7718779950457233e-10
5.387,-1.7718851818058645e-10
5.38725,-1.7718915799648591e-10
5.3875,-1.7718968547861511e-10
5.38775,-1.7719007596741033e-10
5.388,-1.7719031558958006e-10
5.38825,-1.7719040436997202e-10
5.3885,-1.7719035755062612e-10
5.38875,-1.7719020430254542e-10
5.389,-1.7718998029242918e-10
5.38925,-1.7718973875694665e-10
5.3895,-1.7718954986245496e-10
5.38975,-1.7718949325496317e-10
5.39,-1.7718965062556971e-10
5.39025,-1.7719011292423997e-10
5.3905,-1.7719098004778321e-10
5.39075,-1.7719234983443805e-10
5.391,-1.7719431289547669e-10
5.39125,-1.7719695260263488e-10
5.3915,-1.7720034658153612e-10
5.39175,-1.7720456189239285e-10
5.392,-1.7720964774985296e-10
5.39225,-1.7721563890351766e-10
5.3925,-1.772225571738658e-10
5.39275,-1.7723040695059338e-10
5.393,-1.7723916975511031e-10
5.39325,-1.7724881488305592e-10
5.3935,-1.7725930771979614e-10
5.39375,-1.7727060310679159e-10
5.394,-1.7728264117243707e-10
5.39425,-1.772953528040725e-10
5.3945,-1.7730867845219457e-10
5.39475,-1.7732254635264992e-10
5.395,-1.7733687656383568e-10
5.39525,-1.7735158576946914e-10
5.3955,-1.7736659714194853e-10
5.39575,-1.7738182567937874e-10
5.396,-1.7739717097254089e-10
5.39625,-1.7741253215777596e-10
5.3965,-1.7742781314564006e-10
5.39675,-1.7744291417931182e-10
5.397,-1.7745772940023054e-10
5.39725,-1.7747215745028324e-10
5.3975,-1.7748611561774395e-10
5.39775,-1.7749953214071024e-10
5.398,-1.7751233480047907e-10
5.39825,-1.7752447472556968e-10
5.3985,-1.775359337715297e-10
5.39875,-1.7754670780676591e-10
5.399,-1.7755679822418397e-10
5.39925,-1.7756622742547024e-10
5.3995,-1.7757504101004073e-10
5.39975,-1.7758329181714481e-10
5.4,-1.7759102547559951e-10
5.40025,-1.7759828609487802e-10
5.4005,-1.7760512140760869e-10
5.40075,-1.7761157055105931e-10
5.401,-1.7761765503139109e-10
5.40125,-1.7762339143109459e-10
5.4015,-1.7762879474161586e-10
5.40175,-1.7763387200632085e-10
5.402,-1.7763861712098038e-10
5.40225,-1.7764302550507672e-10
5.4025,-1.7764710600079538e-10
5.40275,-1.7765086474457883e-10
5.403,-1.7765430565386363e-10
5.40325,-1.7765743965534691e-10
5.4035,-1.7766029532076956e-10
5.40375,-1.7766290600034617e-10
5.404,-1.7766529868007195e-10
5.40425,-1.7766751299192488e-10
5.4045,-1.7766960134778099e-10
5.40475,-1.7767161588791725e-10
5.405,-1.7767360400448922e-10
5.40525,-1.7767561402083819e-10
5.4055,-1.7767769852195526e-10
5.40575,-1.7767990450112134e-10
5.406,-1.7768226288529401e-10
5.40625,-1.7768480216000133e-10
5.4065,-1.7768755037198062e-10
5.40675,-1.7769052435308652e-10
5.407,-1.7769372499337695e-10
5.40725,-1.7769714833252785e-10
5.4075,-1.7770079120014665e-10
5.40775,-1.7770464723309393e-10
5.408,-1.7770869641056957e-10
5.40825,-1.7771292195695473e-10
5.4085,-1.7771731256101709e-10
5.40875,-1.7772185435684944e-10
5.409,-1.7772652823590227e-10
5.40925,-1.777313213297664e-10
5.4095,-1.7773622293905746e-10
5.40975,-1.7774122169791097e-10
5.41,-1.777463023924173e-10
5.41025,-1.7775145510316276e-10
5.4105,-1.7775667298716371e-10
5.41075,-1.77761947199837e-10
5.411,-1.7776727251907183e-10
5.41125,-1.7777264579156004e-10
5.4115,-1.7777807340120775e-10
5.41175,-1.777835665595756e-10
5.412,-1.7778914267897342e-10
5.41225,-1.7779483272127364e-10
5.4125,-1.7780067933790564e-10
5.41275,-1.7780673016726744e-10
5.413,-1.7781303883241588e-10
5.41325,-1.7781966723322829e-10
5.4135,-1.7782667805769378e-10
5.41375,-1.7783413032898631e-10
5.414,-1.7784207555569876e-10
5.41425,-1.7785055969855044e-10
